
[00:00:00.000 --> 00:00:07.000]  今天跟大家講一個新的題目
[00:06:02.000 --> 00:06:05.000]  不知道你身邊有沒有一兩個
[00:06:05.000 --> 00:06:08.000]  我猜總有
[00:06:08.000 --> 00:06:12.000]  又不知道我們這裡有沒有百萬富翁
[00:06:12.000 --> 00:06:14.000]  我又不知道
[00:06:14.000 --> 00:06:15.000]  可能有
[00:06:15.000 --> 00:06:17.000]  有我們為你感恩
[00:06:17.000 --> 00:06:20.000]  有一句話
[00:06:20.000 --> 00:06:22.000]  我想你一定聽過
[00:06:22.000 --> 00:06:28.000]  錢不是萬能的
[00:06:28.000 --> 00:06:30.000]  下一句是什麼
[00:06:30.000 --> 00:06:32.000]  沒錢就萬萬不能
[00:06:32.000 --> 00:06:33.000]  多深入民心
[00:06:33.000 --> 00:06:38.000]  大家都懂得對下一句
[00:06:38.000 --> 00:06:40.000]  這句話
[00:06:40.000 --> 00:06:42.000]  你會見到對很多人
[00:06:42.000 --> 00:06:46.000]  錢是一個很有影響力的課題
[00:06:46.000 --> 00:06:48.000]  甚至你讀聖經
[00:06:48.000 --> 00:06:51.000]  聖經用很多篇幅去講錢
[00:06:51.000 --> 00:06:53.000]  耶穌也很喜歡講錢
[00:06:53.000 --> 00:06:55.000]  耶穌也很喜歡講錢
[00:06:55.000 --> 00:06:58.000]  耶穌講很多例子、故事、比喻
[00:06:58.000 --> 00:07:00.000]  都和錢有關
[00:07:00.000 --> 00:07:01.000]  其中一個
[00:07:01.000 --> 00:07:03.000]  我想起的是
[00:07:03.000 --> 00:07:06.000]  有一個少年的官來找耶穌
[00:07:06.000 --> 00:07:09.000]  問他怎樣得永生
[00:07:09.000 --> 00:07:12.000]  這個人就說
[00:07:12.000 --> 00:07:13.000]  耶穌就對他說
[00:07:13.000 --> 00:07:15.000]  你遵守了一切的誡命
[00:07:15.000 --> 00:07:16.000]  這個人就說
[00:07:16.000 --> 00:07:18.000]  我遵守了,從小到大都遵守了
[00:07:18.000 --> 00:07:19.000]  耶穌就對他說
[00:07:19.000 --> 00:07:22.000]  你還有一件事還沒做
[00:07:22.000 --> 00:07:24.000]  那是什麼
[00:07:24.000 --> 00:07:27.000]  就是你要變賣你的家財
[00:07:27.000 --> 00:07:30.000]  然後來跟隨耶穌
[00:07:30.000 --> 00:07:34.000]  這個少年的官的反應是什麼
[00:07:34.000 --> 00:07:38.000]  就很憂愁地走了
[00:07:38.000 --> 00:07:40.000]  當然他沒有變賣他的家產
[00:07:40.000 --> 00:07:43.000]  他走了也沒有跟隨耶穌
[00:07:43.000 --> 00:07:45.000]  錢對一個人來說是很重要的
[00:07:45.000 --> 00:07:47.000]  對你還重要嗎
[00:07:47.000 --> 00:07:50.000]  沒有了我們也不太行
[00:07:50.000 --> 00:07:54.000]  但如果你口袋裡有錢
[00:07:54.000 --> 00:07:55.000]  你有沒有留意
[00:07:55.000 --> 00:07:57.000]  錢對我們有什麼影響
[00:07:57.000 --> 00:08:00.000]  我們怎樣用錢
[00:08:00.000 --> 00:08:03.000]  今天我會講一段經文
[00:08:03.000 --> 00:08:06.000]  是和有錢人有關
[00:08:06.000 --> 00:08:08.000]  那些所謂富有的人
[00:08:08.000 --> 00:08:10.000]  我不知道你覺得自己富有嗎
[00:08:10.000 --> 00:08:11.000]  如果你不覺得你富有
[00:08:11.000 --> 00:08:15.000]  那可能會覺得以下的東西
[00:08:15.000 --> 00:08:17.000]  可能跟你無關
[00:08:17.000 --> 00:08:19.000]  所以為免你覺得跟你無關
[00:08:19.000 --> 00:08:22.000]  我先幫你界定什麼叫有錢人
[00:08:22.000 --> 00:08:24.000]  什麼叫有錢人呢
[00:08:24.000 --> 00:08:28.000]  我覺得如果你所賺取的錢
[00:08:28.000 --> 00:08:29.000]  你擁有的錢
[00:08:29.000 --> 00:08:34.000]  是已經足夠你基本的生活
[00:08:34.000 --> 00:08:36.000]  而且還有多少特的
[00:08:36.000 --> 00:08:38.000]  特多少呢不知道
[00:08:38.000 --> 00:08:40.000]  我會界定你是有錢人
[00:08:40.000 --> 00:08:42.000]  因為你對你的生活無憂
[00:08:42.000 --> 00:08:44.000]  你不用擔心你基本的生活
[00:08:44.000 --> 00:08:46.000]  但其實香港很多人
[00:08:46.000 --> 00:08:49.000]  連基本的生活都要擔憂
[00:08:49.000 --> 00:08:51.000]  所以如果你不是這樣
[00:08:51.000 --> 00:08:53.000]  我就會視你為有錢人
[00:08:53.000 --> 00:08:55.000]  所以以下講的東西
[00:08:55.000 --> 00:08:57.000]  是跟你有關的
[00:08:57.000 --> 00:08:59.000]  我們一起看一段經文
[00:08:59.000 --> 00:09:01.000]  亞國書第五章
[00:09:01.000 --> 00:09:05.000]  一至六節
[00:09:05.000 --> 00:09:10.000]  一至六節
[00:09:10.000 --> 00:09:19.000]  第一個字怎麼讀
[00:09:19.000 --> 00:09:23.000]  怎麼讀好
[00:09:23.000 --> 00:09:25.000]  總之是發聲的詞
[00:09:25.000 --> 00:09:27.000]  我們一起讀
[00:09:27.000 --> 00:09:29.000]  預備一二起
[00:09:29.000 --> 00:09:31.000]  你們這些富足人
[00:09:31.000 --> 00:09:34.000]  應當哭泣好笑
[00:09:34.000 --> 00:09:38.000]  因為將有苦難臨到你們身上
[00:09:38.000 --> 00:09:40.000]  你們的財物壞了
[00:09:40.000 --> 00:09:43.000]  衣服也被蟲子咬了
[00:09:43.000 --> 00:09:46.000]  你們的金銀都漲了售
[00:09:46.000 --> 00:09:49.000]  那售要證明你們的不是
[00:09:49.000 --> 00:09:51.000]  又要吃你們的肉
[00:09:51.000 --> 00:09:52.000]  如同火燒
[00:09:52.000 --> 00:09:54.000]  你們在這末世
[00:09:54.000 --> 00:09:57.000]  只知積贊錢財
[00:09:57.000 --> 00:10:00.000]  工人給你們收割莊稼
[00:10:00.000 --> 00:10:03.000]  你們虧欠他們的工錢
[00:10:03.000 --> 00:10:06.000]  這工錢有聲音呼叫
[00:10:06.000 --> 00:10:09.000]  並且那收割之人的怨聲
[00:10:09.000 --> 00:10:12.000]  已經入了萬軍之主的耳了
[00:10:12.000 --> 00:10:15.000]  你們在世上享美福
[00:10:15.000 --> 00:10:16.000]  好言樂
[00:10:16.000 --> 00:10:18.000]  當宰殺的日子
[00:10:18.000 --> 00:10:20.000]  竟驕陽你們的心
[00:10:20.000 --> 00:10:22.000]  你們定了二人的罪
[00:10:22.000 --> 00:10:24.000]  把他殺害
[00:10:24.000 --> 00:10:26.000]  他也不抵擋你們
[00:10:26.000 --> 00:10:28.000]  那個字
[00:10:28.000 --> 00:10:30.000]  口字邊一個笑字
[00:10:30.000 --> 00:10:32.000]  我查過字典
[00:10:32.000 --> 00:10:34.000]  有個豪字
[00:10:34.000 --> 00:10:36.000]  豪圖
[00:10:36.000 --> 00:10:38.000]  豪圖大哭的豪圖
[00:10:38.000 --> 00:10:40.000]  行不行
[00:10:40.000 --> 00:10:42.000]  另外呢
[00:10:42.000 --> 00:10:44.000]  剔手邊一個讚
[00:10:44.000 --> 00:10:46.000]  站人邊一個讚字
[00:10:46.000 --> 00:10:48.000]  查過也是讀讚、轉
[00:10:48.000 --> 00:10:52.000]  原來這段經文的字
[00:10:52.000 --> 00:10:54.000]  因為有幾個音
[00:10:54.000 --> 00:10:56.000]  我也不太清楚
[00:10:56.000 --> 00:11:00.000]  我真的很盡責地查過字典
[00:11:00.000 --> 00:11:02.000]  (笑聲)
[00:11:02.000 --> 00:11:06.000]  那又何方高人不去查一查
[00:11:06.000 --> 00:11:08.000]  看看是什麼意思
[00:11:08.000 --> 00:11:10.000]  怎樣讀
[00:11:10.000 --> 00:11:12.000]  好,梗姐妹
[00:11:12.000 --> 00:11:13.000]  你讀完這段經文
[00:11:13.000 --> 00:11:14.000]  你有沒有一個感覺
[00:11:14.000 --> 00:11:16.000]  覺得這段經文好像
[00:11:16.000 --> 00:11:18.000]  很罵那些有錢人
[00:11:18.000 --> 00:11:20.000]  那些富有的人很罵
[00:11:20.000 --> 00:11:23.000]  我第一個想跟大家說的
[00:11:23.000 --> 00:11:25.000]  想很明確告訴大家
[00:11:25.000 --> 00:11:28.000]  上帝並不討厭有錢人
[00:11:28.000 --> 00:11:33.000]  上帝並不憎惡有錢人
[00:11:33.000 --> 00:11:37.000]  所以雖然你是有錢人
[00:11:37.000 --> 00:11:39.000]  但不要怕
[00:11:39.000 --> 00:11:41.000]  不用怕
[00:11:41.000 --> 00:11:43.000]  為什麼我這樣說呢
[00:11:43.000 --> 00:11:46.000]  其實在聖經裡很多地方
[00:11:46.000 --> 00:11:48.000]  是在說一件事
[00:11:48.000 --> 00:11:50.000]  人的財富來源
[00:11:50.000 --> 00:11:52.000]  很多時候是因為什麼
[00:11:52.000 --> 00:11:54.000]  是因為上帝的祝福
[00:11:54.000 --> 00:11:56.000]  是因為上帝的祝福
[00:11:56.000 --> 00:11:59.000]  當人遵行主的旨意
[00:11:59.000 --> 00:12:02.000]  當人行在上帝的心意下
[00:12:02.000 --> 00:12:05.000]  上帝的祝福來到人的生命裡
[00:12:05.000 --> 00:12:10.000]  然後其中一個現象是什麼
[00:12:10.000 --> 00:12:12.000]  就是他的財富會增加
[00:12:12.000 --> 00:12:14.000]  我們看回一些聖經的人物
[00:12:14.000 --> 00:12:15.000]  你會看到
[00:12:15.000 --> 00:12:16.000]  舉例子
[00:12:16.000 --> 00:12:18.000]  亞伯拉罕是這樣的
[00:12:18.000 --> 00:12:20.000]  當亞伯拉罕按照上帝的心意
[00:12:20.000 --> 00:12:23.000]  離開他的本族本家
[00:12:23.000 --> 00:12:24.000]  去到那個應許之地
[00:12:24.000 --> 00:12:26.000]  其實上帝就賜福給他
[00:12:26.000 --> 00:12:29.000]  他的兒子以撒亞各
[00:12:29.000 --> 00:12:31.000]  也是這樣經歷的
[00:12:31.000 --> 00:12:33.000]  然後你會再看
[00:12:33.000 --> 00:12:35.000]  大衛王是這樣的
[00:12:35.000 --> 00:12:38.000]  他的兒子所羅門也是這樣的
[00:12:38.000 --> 00:12:40.000]  都是在上帝的賜福下
[00:12:40.000 --> 00:12:44.000]  他的財富和勢力就增加
[00:12:44.000 --> 00:12:45.000]  甚至你會看到
[00:12:45.000 --> 00:12:47.000]  如果你讀約伯記
[00:12:47.000 --> 00:12:48.000]  約伯
[00:12:48.000 --> 00:12:51.000]  當他受完一大輪的災難之後
[00:12:51.000 --> 00:12:53.000]  上帝重新祝福他
[00:12:53.000 --> 00:12:57.000]  他的財富比先前更加多
[00:12:57.000 --> 00:12:59.000]  所以你會看到
[00:12:59.000 --> 00:13:01.000]  原來神賜福給人的時候
[00:13:01.000 --> 00:13:03.000]  其中一個方法
[00:13:03.000 --> 00:13:06.000]  就是洗人的財富增多
[00:13:06.000 --> 00:13:08.000]  當以色列人出埃及
[00:13:08.000 --> 00:13:10.000]  進入這個應許之地
[00:13:10.000 --> 00:13:13.000]  在《生命記》裡有一個這樣的記載
[00:13:13.000 --> 00:13:15.000]  我讀給大家聽
[00:13:15.000 --> 00:13:19.000]  在《生命記》第七章
[00:13:19.000 --> 00:13:21.000]  第十一節
[00:13:21.000 --> 00:13:25.000]  神就跟以色列的百姓這樣說
[00:13:25.000 --> 00:13:27.000]  所以你要謹守遵行
[00:13:27.000 --> 00:13:29.000]  我今天所吩咐你們的誡命
[00:13:29.000 --> 00:13:31.000]  律例典章
[00:13:31.000 --> 00:13:34.000]  你們果然聽從這些典章
[00:13:34.000 --> 00:13:35.000]  謹守遵行
[00:13:35.000 --> 00:13:37.000]  耶和說
[00:13:37.000 --> 00:13:39.000]  你神就必照他
[00:13:39.000 --> 00:13:42.000]  向你列祖所起的誓手約
[00:13:42.000 --> 00:13:43.000]  施持愛
[00:13:43.000 --> 00:13:46.000]  他必愛你賜福於你
[00:13:46.000 --> 00:13:48.000]  使你人數增多
[00:13:48.000 --> 00:13:51.000]  也必在他向你列祖
[00:13:51.000 --> 00:13:53.000]  起誓應許給你的地上
[00:13:53.000 --> 00:13:56.000]  賜福於你身所生的
[00:13:56.000 --> 00:13:57.000]  地所產的
[00:13:57.000 --> 00:13:59.000]  並你的五穀
[00:13:59.000 --> 00:14:00.000]  伸手和尤
[00:14:00.000 --> 00:14:02.000]  以及牛毒羊羔
[00:14:02.000 --> 00:14:06.000]  你必蒙福勝過萬民
[00:14:06.000 --> 00:14:09.000]  這裡的意思是說什麼
[00:14:09.000 --> 00:14:13.000]  原來人遵守上帝的誡命律例的時候
[00:14:13.000 --> 00:14:16.000]  神就會賜福給地圖
[00:14:16.000 --> 00:14:18.000]  也會賜福給人
[00:14:18.000 --> 00:14:22.000]  讓人們生得多
[00:14:22.000 --> 00:14:23.000]  不單是自己生得多
[00:14:23.000 --> 00:14:25.000]  牛羊也生得多
[00:14:25.000 --> 00:14:27.000]  地圖出產也很棒
[00:14:27.000 --> 00:14:29.000]  財富自然會增多
[00:14:29.000 --> 00:14:33.000]  所以第一點我想跟大家說
[00:14:33.000 --> 00:14:37.000]  神其實是不憎惡有錢的人
[00:14:37.000 --> 00:14:39.000]  甚至他反過來
[00:14:39.000 --> 00:14:42.000]  他是喜悅人進入風築的裡面
[00:14:42.000 --> 00:14:47.000]  人進入祂所祝福的狀況裡面
[00:14:47.000 --> 00:14:49.000]  其實這樣也不錯
[00:14:49.000 --> 00:14:52.000]  但為什麼這段經文
[00:14:52.000 --> 00:14:55.000]  罵有錢人罵得這麼厲害
[00:14:55.000 --> 00:14:58.000]  甚至宣告了一個很嚴重的結果
[00:14:58.000 --> 00:15:00.000]  當我一邊看的時候
[00:15:00.000 --> 00:15:02.000]  我就覺得神是責備著
[00:15:02.000 --> 00:15:04.000]  甚至責罰著
[00:15:04.000 --> 00:15:06.000]  那些有錢
[00:15:06.000 --> 00:15:09.000]  但是為富不仁的有錢人
[00:15:11.000 --> 00:15:13.000]  究竟這段經文裡面說的那些有錢人
[00:15:13.000 --> 00:15:15.000]  是什麼樣的有錢人呢
[00:15:15.000 --> 00:15:16.000]  當我看的時候
[00:15:16.000 --> 00:15:18.000]  最少這班有錢人
[00:15:18.000 --> 00:15:20.000]  有三個問題
[00:15:20.000 --> 00:15:22.000]  有三個他們做得不正確
[00:15:22.000 --> 00:15:24.000]  甚至是罪的問題
[00:15:24.000 --> 00:15:26.000]  發生在他們的身上
[00:15:26.000 --> 00:15:28.000]  這些為富不仁的有錢人
[00:15:28.000 --> 00:15:30.000]  第一個問題是什麼呢
[00:15:30.000 --> 00:15:34.000]  如果我們看回第二第三節那裡說
[00:15:34.000 --> 00:15:38.000]  他們在說什麼呢
[00:15:39.000 --> 00:15:41.000]  他說第二節那裡說
[00:15:41.000 --> 00:15:43.000]  你們的財物壞了
[00:15:43.000 --> 00:15:45.000]  衣服又被蟲子咬了
[00:15:45.000 --> 00:15:48.000]  你們的金銀都漲了售
[00:15:48.000 --> 00:15:52.000]  在這些有錢人裡面
[00:15:52.000 --> 00:15:54.000]  發生了一些事
[00:15:54.000 --> 00:15:56.000]  就是他們的財物會壞
[00:15:56.000 --> 00:15:58.000]  壞的意思其實是什麼呢
[00:15:58.000 --> 00:16:00.000]  腐爛
[00:16:00.000 --> 00:16:02.000]  是爛了的意思
[00:16:02.000 --> 00:16:05.000]  什麼財物是會爛的
[00:16:05.000 --> 00:16:08.000]  什麼財物是會爛的
[00:16:08.000 --> 00:16:10.000]  其實是說那些什麼
[00:16:10.000 --> 00:16:12.000]  食物
[00:16:12.000 --> 00:16:15.000]  古代的人其中一個財富就是
[00:16:15.000 --> 00:16:17.000]  有很多農產品
[00:16:17.000 --> 00:16:19.000]  有很多收穫
[00:16:19.000 --> 00:16:21.000]  耕種裡面有很多收穫
[00:16:21.000 --> 00:16:23.000]  然後儲存起來
[00:16:23.000 --> 00:16:25.000]  他說這些有錢人
[00:16:25.000 --> 00:16:28.000]  那些食物
[00:16:28.000 --> 00:16:31.000]  他們的財產其中一些會爛的財物
[00:16:31.000 --> 00:16:33.000]  是擺到什麼
[00:16:33.000 --> 00:16:35.000]  擺到爛
[00:16:35.000 --> 00:16:37.000]  就是說他們積存了很多
[00:16:37.000 --> 00:16:39.000]  很多
[00:16:39.000 --> 00:16:41.000]  拼命地積
[00:16:41.000 --> 00:16:43.000]  積到有段時間都用不完
[00:16:43.000 --> 00:16:45.000]  然後就任由它爛
[00:16:45.000 --> 00:16:47.000]  第二是什麼
[00:16:47.000 --> 00:16:49.000]  衣服
[00:16:49.000 --> 00:16:51.000]  有蟲住
[00:16:51.000 --> 00:16:53.000]  我們現在也有蟲住的
[00:16:53.000 --> 00:16:55.000]  但是
[00:16:55.000 --> 00:16:57.000]  我們現在被蟲住
[00:16:57.000 --> 00:16:59.000]  因為天氣潮濕
[00:16:59.000 --> 00:17:01.000]  我們又忘記擺什麼吸濕達物像
[00:17:01.000 --> 00:17:03.000]  那些隨蟲
[00:17:03.000 --> 00:17:05.000]  但是古時根本沒有這些東西
[00:17:05.000 --> 00:17:07.000]  為什麼他們的衣服會爛呢
[00:17:07.000 --> 00:17:09.000]  其中一個原因就是太多
[00:17:09.000 --> 00:17:11.000]  你會不會有很多衣服啊
[00:17:11.000 --> 00:17:13.000]  大兄姐妹
[00:17:13.000 --> 00:17:15.000]  不是很多
[00:17:15.000 --> 00:17:17.000]  都還沒爛
[00:17:17.000 --> 00:17:19.000]  都還沒有蟲住
[00:17:19.000 --> 00:17:21.000]  但是這班有錢人
[00:17:21.000 --> 00:17:23.000]  那些很漂亮的衣服
[00:17:23.000 --> 00:17:25.000]  很多很多
[00:17:25.000 --> 00:17:27.000]  可能我們城中有些名人
[00:17:27.000 --> 00:17:29.000]  其實都是這樣的
[00:17:29.000 --> 00:17:31.000]  你有沒有見過有些名人一開
[00:17:31.000 --> 00:17:33.000]  二三百雙鞋
[00:17:33.000 --> 00:17:35.000]  我們看他們裝鞋
[00:17:35.000 --> 00:17:37.000]  我和我太太很喜歡看那些
[00:17:37.000 --> 00:17:39.000]  家居裝修的節目
[00:17:39.000 --> 00:17:41.000]  我經常看
[00:17:41.000 --> 00:17:43.000]  嘩好厲害
[00:17:43.000 --> 00:17:45.000]  一間房是專門用來擺衣服的
[00:17:45.000 --> 00:17:47.000]  嘩
[00:17:47.000 --> 00:17:51.000]  衣服擺到爛
[00:17:51.000 --> 00:17:53.000]  被蟲住
[00:17:53.000 --> 00:17:55.000]  很多剩餘的物資
[00:17:55.000 --> 00:17:57.000]  沒有用
[00:17:57.000 --> 00:17:59.000]  錢那些金和銀
[00:17:59.000 --> 00:18:01.000]  擺到什麼
[00:18:01.000 --> 00:18:03.000]  生鏽
[00:18:03.000 --> 00:18:05.000]  我想一下金會不會生鏽呢
[00:18:05.000 --> 00:18:07.000]  究竟
[00:18:07.000 --> 00:18:09.000]  金會不會生鏽呢
[00:18:09.000 --> 00:18:11.000]  太太們可以回去
[00:18:11.000 --> 00:18:13.000]  看看那些嫁妝有沒有生鏽
[00:18:13.000 --> 00:18:15.000]  但是
[00:18:15.000 --> 00:18:17.000]  那些農房是黑了的
[00:18:17.000 --> 00:18:19.000]  我中學的時候
[00:18:19.000 --> 00:18:21.000]  很喜歡帶一條銀鏈
[00:18:21.000 --> 00:18:23.000]  因為我媽媽買給我的
[00:18:23.000 --> 00:18:25.000]  銀鏈真的會生鏽
[00:18:25.000 --> 00:18:27.000]  銀鏈和硫磺
[00:18:27.000 --> 00:18:29.000]  反應之後會變黑
[00:18:29.000 --> 00:18:31.000]  這裡其實是在說一個景象
[00:18:31.000 --> 00:18:33.000]  這班有錢人
[00:18:33.000 --> 00:18:35.000]  是
[00:18:35.000 --> 00:18:37.000]  多錢到
[00:18:37.000 --> 00:18:39.000]  堆積的財寶多到
[00:18:39.000 --> 00:18:41.000]  他們用不完
[00:18:41.000 --> 00:18:43.000]  而且任由他們爛
[00:18:43.000 --> 00:18:45.000]  他們沒有想過要怎麼用
[00:18:45.000 --> 00:18:47.000]  總之他們的心是
[00:18:47.000 --> 00:18:49.000]  一路積一路積
[00:18:49.000 --> 00:18:51.000]  是一件很開心很快樂很滿足的事
[00:18:51.000 --> 00:18:53.000]  結果
[00:18:53.000 --> 00:18:55.000]  其實就是在浪費
[00:18:55.000 --> 00:18:57.000]  一些資源
[00:18:57.000 --> 00:18:59.000]  一些資源
[00:18:59.000 --> 00:19:01.000]  我不知道
[00:19:01.000 --> 00:19:03.000]  人堆積財寶的
[00:19:03.000 --> 00:19:05.000]  心態是什麼
[00:19:05.000 --> 00:19:07.000]  有些人覺得錢我越多
[00:19:07.000 --> 00:19:09.000]  好像越有地位
[00:19:09.000 --> 00:19:11.000]  有些人覺得
[00:19:11.000 --> 00:19:13.000]  錢我財富越多
[00:19:13.000 --> 00:19:15.000]  我可以拿來曬
[00:19:15.000 --> 00:19:17.000]  有些人可能覺得
[00:19:17.000 --> 00:19:19.000]  錢越多
[00:19:19.000 --> 00:19:21.000]  平安越大
[00:19:21.000 --> 00:19:23.000]  平安越大
[00:19:23.000 --> 00:19:25.000]  有些人覺得錢越多
[00:19:25.000 --> 00:19:27.000]  我有話事權
