
[00:00:00.000 --> 00:00:07.040]  艾成之箭 學曉從慘敗到成功的功課
[00:03:13.700 --> 00:03:19.240]  這次有個探子回來 他說人很少 艾城二三千人就可以打贏
[00:03:19.240 --> 00:03:21.580]  不需要勞民傷財
[00:03:21.580 --> 00:03:25.980]  因為當時他講到那裏那裏人少
[00:03:25.980 --> 00:03:29.380]  約書亞其中一個很有趣的地方就是有很多個「於是」
[00:03:29.380 --> 00:03:32.500]  納克做事 所以「於是」就來了
[00:03:32.500 --> 00:03:34.100]  如果希伯來文是WOW
[00:03:34.100 --> 00:03:38.480]  「於是」是一路下的「於是」很多人在那裏都見到 很重要
[00:03:38.480 --> 00:03:40.220]  為什麼呢 你看下去就知道了
[00:03:40.220 --> 00:03:42.160]  我們第四節一起讀 繼續
[00:03:42.160 --> 00:03:47.260]  於是民眾約有三千人上那裏去
[00:03:47.260 --> 00:03:51.000]  竟在艾城人面前逃跑了
[00:03:51.000 --> 00:03:55.000]  艾城的人擊殺了他們三十六人
[00:03:55.000 --> 00:03:59.760]  從城門前追趕他們 直到士巴林
[00:03:59.760 --> 00:04:05.900]  再下坡殺敗他們 眾民的心就消化如水
[00:04:05.900 --> 00:04:09.760]  於是上去了 誰知道大敗
[00:04:09.760 --> 00:04:14.960]  擊殺了他們三十六人 追趕他們 一路走 一路殺
[00:04:14.960 --> 00:04:17.340]  不過很有趣的就是最後一句
[00:04:17.340 --> 00:04:25.000]  眾民的心就消化如水
[00:04:25.000 --> 00:04:29.940]  有什麼特別 消化如水 嚇得心都散了
[00:04:29.940 --> 00:04:35.820]  膽戰心驚 但這個字就似曾相識
[00:04:35.820 --> 00:04:38.200]  有沒有想起什麼
[00:04:38.200 --> 00:04:42.700]  如果我們記得在約書亞記第二章
[00:04:42.700 --> 00:04:47.440]  當約書亞帶探子去耶利哥的時候
[00:04:47.440 --> 00:04:52.580]  拉合去講到那些人看見以色列民的反應
[00:04:52.580 --> 00:04:56.900]  就好像這一句 以色列民望見他們的反應
[00:04:56.900 --> 00:05:01.820]  我們看看重溫 當日發生什麼事
[00:05:01.820 --> 00:05:03.860]  在耶利哥城他這樣說
[00:05:03.860 --> 00:05:12.740]  這地一切居民在你們面前心都消化了
[00:05:12.740 --> 00:05:15.420]  不單止這樣 他再提一次 一起讀這一句
[00:05:15.420 --> 00:05:21.800]  一二三 我們一聽見這些事 心就消化了
[00:05:21.800 --> 00:05:26.200]  當時他們說見到以色列民 心就消化了
[00:05:26.200 --> 00:05:33.780]  但今天反過來 難道這首歌輪流轉
[00:05:33.780 --> 00:05:36.860]  幾多輪轉 真是發生
[00:05:36.860 --> 00:05:39.780]  誰聽過這首歌
[00:05:39.780 --> 00:05:42.780]  每個人都說沒有了 醒了
[00:05:42.780 --> 00:05:46.380]  你也聽過了 你可能剛新來這間教會
[00:05:46.380 --> 00:05:50.560]  通常我舉個手都知道你年歲了
[00:05:50.560 --> 00:05:54.660]  為什麼會這樣 突然之間轉換了
[00:05:54.660 --> 00:05:58.980]  連這一句說話講到很短時間
[00:05:58.980 --> 00:06:02.100]  在剛剛之前才發生一個
[00:06:02.100 --> 00:06:04.780]  別人看見我們心消化
[00:06:04.780 --> 00:06:07.500]  這一刻突然轉向
[00:06:07.500 --> 00:06:11.460]  究竟這個慘敗的來龍去脈是什麼
[00:06:11.460 --> 00:06:14.620]  哪裡出現問題 有什麼要學
[00:06:14.620 --> 00:06:20.680]  今天我將會用幾點跟大家講 就是三點
[00:06:20.680 --> 00:06:22.420]  真是做夢都記得 三點
[00:06:22.420 --> 00:06:24.200]  第一點 我們繼續看下去
[00:06:24.200 --> 00:06:26.740]  我們更加明白我們要學習的功課
[00:06:26.740 --> 00:06:29.540]  七章第六字一起讀 一二三
[00:06:29.540 --> 00:06:32.440]  約書亞便撕裂衣服
[00:06:32.440 --> 00:06:37.660]  他和以色列的長老把灰散在頭上
[00:06:37.660 --> 00:06:42.940]  在耶和華的約季前 俯伏在地 直到晚上
[00:06:42.940 --> 00:06:47.040]  當時約書亞便撕裂衣服
[00:06:47.040 --> 00:06:51.600]  弄破了 不知道多難 有沒有人穿外套
[00:06:51.600 --> 00:06:53.760]  嘗試一下 代表什麼
[00:06:53.760 --> 00:06:57.300]  很沮喪 真是有點反應 很困難
[00:06:57.300 --> 00:06:59.980]  不但這樣 還散灰在頭上
[00:06:59.980 --> 00:07:03.580]  蒙灰 即是很愧疚
[00:07:03.580 --> 00:07:06.260]  並且他描述後面有些特別的東西
[00:07:06.260 --> 00:07:10.080]  在約季前俯伏在地
[00:07:10.080 --> 00:07:13.200]  啊 神啊 為什麼這樣啊 約季前
[00:07:13.200 --> 00:07:15.200]  啊 啊 啊
[00:07:15.200 --> 00:07:20.540]  還有一個字 直到晚上
[00:07:20.540 --> 00:07:22.540]  為什麼我覺得這麼特別
[00:07:22.540 --> 00:07:26.060]  因為這個約季不是在第五章出現過嗎
[00:07:26.060 --> 00:07:28.900]  在過約旦河的時候 大家記不記得
[00:07:28.900 --> 00:07:32.240]  在神聖的距離 約季前面的神聖
[00:07:32.240 --> 00:07:34.980]  距離二千蚤 約季一跌下水
[00:07:34.980 --> 00:07:40.320]  然後建了一個牆 水就截住 他們就經歷神蹟
[00:07:40.320 --> 00:07:46.120]  今天這個約季好像不再有功效
[00:07:46.120 --> 00:07:53.440]  原來發現這些宗教的儀式不再有用
[00:07:53.440 --> 00:07:56.740]  等下我們分開 究竟背後是什麼
[00:07:56.740 --> 00:07:59.740]  信仰不是一個宗教的儀式
[00:07:59.740 --> 00:08:02.360]  我們看下去會更加明白
[00:08:02.360 --> 00:08:06.320]  第七節就描述了祂如何俯伏在地
[00:08:06.320 --> 00:08:09.580]  如何在主面前蒙灰的情感
[00:08:09.580 --> 00:08:12.460]  一起讀吧 第七節 第八節 第九節 預備起
[00:08:12.460 --> 00:08:15.800]  約書亞說 愛在主耶和華
[00:08:15.800 --> 00:08:20.120]  你為什麼警領這百姓過約旦河
[00:08:20.120 --> 00:08:24.500]  在我們交在阿摩利人的手中
[00:08:24.500 --> 00:08:26.740]  使我們滅亡呢
[00:08:26.740 --> 00:08:31.320]  我們不如住在約旦河那邊賭好
[00:08:31.320 --> 00:08:36.560]  主啊 以色列人既在仇敵面前準備逃跑
[00:08:36.560 --> 00:08:38.920]  我還有什麼可說的呢
[00:08:38.920 --> 00:08:42.840]  迦南人和這地一切的居民聽見了
[00:08:42.840 --> 00:08:44.920]  就必圍困我們
[00:08:44.920 --> 00:08:48.180]  將我們的命從地上除滅
[00:08:48.180 --> 00:08:52.360]  那時你為你的大名要怎樣行呢
[00:08:52.360 --> 00:08:54.300]  好特別啊
[00:08:54.300 --> 00:08:56.520]  愛在主啊 愛在
[00:08:56.520 --> 00:08:59.480]  接著祂問了一個問題 為什麼你帶我過河
[00:08:59.480 --> 00:09:03.680]  我不是在那邊 東面好些嗎
[00:09:03.680 --> 00:09:09.460]  整個場面 你覺得是不是似曾相識
[00:09:09.460 --> 00:09:11.320]  約書亞說 為什麼交到阿摩利人
[00:09:11.320 --> 00:09:13.160]  為什麼我滅亡很快很盡
[00:09:13.160 --> 00:09:14.460]  我們有時也是這樣
[00:09:14.460 --> 00:09:15.800]  一見到一個人很盡
[00:09:15.800 --> 00:09:17.900]  我就會這樣 這樣 這樣
[00:09:17.900 --> 00:09:19.920]  接著 我不過來還好
[00:09:19.920 --> 00:09:21.800]  圍困我 我會死 會滅亡
[00:09:21.800 --> 00:09:23.760]  你那麼明 怎樣
[00:09:23.760 --> 00:09:28.600]  這句說話 這個情緒正正似曾相識
[00:09:28.600 --> 00:09:31.400]  第一代的以色列民當他出埃及
[00:09:31.400 --> 00:09:35.160]  一面對挑戰就發完顏
[00:09:35.160 --> 00:09:36.600]  我們有少許重溫
[00:09:36.600 --> 00:09:39.040]  出埃及的十四章第三節
[00:09:39.040 --> 00:09:39.960]  我們一起讀 好不好
[00:09:39.960 --> 00:09:41.000]  一二三
[00:09:41.000 --> 00:09:44.400]  耶和華為什麽把我們領導那地
[00:09:44.400 --> 00:09:47.120]  使我們倒在刀下呢
[00:09:47.120 --> 00:09:50.680]  我們的妻子和孩子必被擄掠
[00:09:50.680 --> 00:09:53.200]  我們回埃及去喜伯好嗎
[00:09:53.200 --> 00:09:54.880]  回去好過啦
[00:09:54.880 --> 00:09:57.000]  出來抗疫又要捱又要死
[00:09:57.000 --> 00:09:58.840]  我當奴隸好過啦
[00:09:58.840 --> 00:09:59.920]  為甚麼這樣
[00:09:59.920 --> 00:10:02.360]  原來也很相似
[00:10:02.360 --> 00:10:04.640]  第一個功課我們要學習就是
[00:10:04.640 --> 00:10:08.080]  先不要抵賴
[00:10:08.080 --> 00:10:11.440]  我們也是很喜歡找代罪羔羊
[00:10:11.440 --> 00:10:13.280]  有問題很喜歡說是你的問題
[00:10:13.280 --> 00:10:14.680]  你的問題 你的問題
[00:10:14.680 --> 00:10:17.360]  甚至是你的問題
[00:10:17.360 --> 00:10:21.520]  但是都忘記了自己的問題
[00:10:21.520 --> 00:10:23.760]  其實這個找代罪羔羊的情況
[00:10:23.760 --> 00:10:26.560]  一早在創世紀也開始了
[00:10:26.560 --> 00:10:28.800]  當阿當吃了禁果
[00:10:28.800 --> 00:10:30.840]  耶和華問他
[00:10:30.840 --> 00:10:32.760]  難道你吃了我吩咐你
[00:10:32.760 --> 00:10:36.280]  不可以吃的樹上的果子嗎
[00:10:36.280 --> 00:10:38.160]  那阿當怎樣說
[00:10:38.160 --> 00:10:41.720]  就是你賜給我的女人
[00:10:41.720 --> 00:10:42.640]  不是你吃的
[00:10:42.640 --> 00:10:44.920]  是你賜給我的女人給我
[00:10:44.920 --> 00:10:46.400]  你可以選擇的
[00:10:46.400 --> 00:10:47.880]  好了 開始說
[00:10:47.880 --> 00:10:50.920]  當這個女人賜給我又吃
[00:10:50.920 --> 00:10:52.680]  他說我就吃了
[00:10:52.680 --> 00:10:55.080]  然後耶和華神就問這個女人
[00:10:55.080 --> 00:10:59.920]  這個女人就說都是那條蛇而已
[00:10:59.920 --> 00:11:03.680]  是的 我們有時候也會這樣
[00:11:03.680 --> 00:11:04.640]  正正因為這樣
[00:11:04.640 --> 00:11:08.400]  我就拖慢了我們可以成長的步伐
[00:11:08.400 --> 00:11:10.680]  我不知道你們有沒有試過以下的經歷
[00:11:10.680 --> 00:11:11.640]  有時候我坐電梯
[00:11:11.640 --> 00:11:13.160]  很密集很多人
[00:11:13.160 --> 00:11:14.120]  有時候在地鐵
[00:11:14.120 --> 00:11:15.880]  密集很多人
[00:11:15.880 --> 00:11:17.840]  試過幾次
[00:11:17.840 --> 00:11:18.720]  突然間就
[00:11:18.720 --> 00:11:25.040]  為什麼有一陣氣味傳入我的鼻
[00:11:25.040 --> 00:11:28.840]  當時大家都很尷尬
[00:11:28.840 --> 00:11:30.440]  特別是坐電梯還有幾層
[00:11:30.440 --> 00:11:32.000]  其實短短說了十秒、二十秒
[00:11:32.000 --> 00:11:34.720]  大家都掩著眼睛看著旁邊
[00:11:34.720 --> 00:11:35.920]  怎樣也要看著的
[00:11:35.920 --> 00:11:36.880]  你明白嗎
[00:11:36.880 --> 00:11:37.680]  因為你不動
[00:11:37.680 --> 00:11:40.400]  人們就會開始懷疑
[00:11:40.400 --> 00:11:42.880]  看又看又看
[00:11:42.880 --> 00:11:45.160]  其實短短十秒、八秒
[00:11:45.160 --> 00:11:46.240]  有一次我記得很有趣
[00:11:46.240 --> 00:11:47.640]  大家都是這樣看著
[00:11:47.640 --> 00:11:51.400]  我也要看 不看是很吃虧的
[00:11:51.400 --> 00:11:53.120]  看著看著突然間就發現
[00:11:53.120 --> 00:11:54.480]  有一個袋罪羔羊
[00:11:54.480 --> 00:11:56.120]  他又沒有看著旁邊
[00:11:56.120 --> 00:12:01.960]  就是大家看著一個大概一歲的小朋友
[00:12:01.960 --> 00:12:05.160]  人也可能會這樣
[00:12:05.160 --> 00:12:07.840]  是的 這裡也在說一件事
[00:12:07.840 --> 00:12:10.120]  啊 耶和華你做什麼
[00:12:10.120 --> 00:12:12.280]  為什麼把我拉出來
[00:12:12.280 --> 00:12:13.400]  為什麼搞成這樣
[00:12:13.400 --> 00:12:17.360]  不過感恩耶和華不是一個不出聲的小朋友
[00:12:17.360 --> 00:12:19.120]  他回應
[00:12:19.120 --> 00:12:20.280]  第十節
[00:12:20.280 --> 00:12:22.720]  耶和華開始說話了
[00:12:22.720 --> 00:12:23.360]  我們一起讀
[00:12:23.360 --> 00:12:25.280]  第十節都是十二節
[00:12:25.280 --> 00:12:26.200]  預備起
[00:12:26.200 --> 00:12:29.080]  耶和華吩咐若舒雅說
[00:12:29.080 --> 00:12:32.880]  起來 你為何這樣俯伏在地呢
[00:12:32.880 --> 00:12:34.600]  以色列人犯了罪
[00:12:34.600 --> 00:12:38.080]  違背了我所吩咐他們的約
[00:12:38.080 --> 00:12:40.080]  取了當滅的物
[00:12:40.080 --> 00:12:42.840]  又偷竊 又行詭詐
[00:12:42.840 --> 00:12:47.560]  又把那當滅的放在我他們的家具裡
[00:12:47.560 --> 00:12:52.280]  因此以色列人在仇敵面前站立不住
[00:12:52.280 --> 00:12:55.960]  他們在仇敵面前轉背逃跑
[00:12:55.960 --> 00:13:00.160]  是因為成了被咒詛的
[00:13:00.160 --> 00:13:04.320]  你們若把當滅的物從你們中間除掉
[00:13:04.320 --> 00:13:08.560]  我就不再與你們同在了
[00:13:08.560 --> 00:13:10.920]  他開始說一個很重要的問題
[00:13:10.920 --> 00:13:12.920]  有時我也見到弟兄姊妹來
[00:13:12.920 --> 00:13:14.240]  陳夢詩為何這樣
[00:13:14.240 --> 00:13:15.760]  神在哪裡
[00:13:15.760 --> 00:13:18.320]  為何 為何
[00:13:18.320 --> 00:13:20.520]  但有時往往我們忘記了
[00:13:20.520 --> 00:13:24.440]  原來背後是有原因
[00:13:24.440 --> 00:13:26.560]  當我們找不到真正的原因
[00:13:26.560 --> 00:13:30.440]  我們不停求問是不改變的
[00:13:30.440 --> 00:13:33.440]  在此他指出了幾件事
[00:13:33.440 --> 00:13:36.640]  他說取了當滅的物
[00:13:36.640 --> 00:13:41.040]  然後又偷竊 又行詭詐
[00:13:41.040 --> 00:13:42.400]  又藏在家裡
[00:13:42.400 --> 00:13:45.640]  不是一次犯罪 是有計劃的
[00:13:45.640 --> 00:13:50.200]  一次又一次又一次
[00:13:50.200 --> 00:13:51.240]  然後他再說
[00:13:51.240 --> 00:13:53.840]  這樣就是被咒詛
[00:13:53.840 --> 00:13:56.520]  神不再與你同在
[00:13:56.520 --> 00:14:00.040]  即是說一個很奇怪的邏輯
[00:14:00.040 --> 00:14:03.120]  一個沒有邏輯或超越邏輯的邏輯
[00:14:03.120 --> 00:14:08.240]  但我打仗輸了是因為有人偷東西
[00:14:08.240 --> 00:14:12.040]  很奇怪 很有趣
[00:14:12.040 --> 00:14:14.120]  即是說有些事你沒有做
[00:14:14.120 --> 00:14:17.600]  神在另一個地方重擊你
[00:14:17.600 --> 00:14:20.200]  讓你甦醒
[00:14:20.200 --> 00:14:22.360]  這個選擇很奇怪
[00:14:22.360 --> 00:14:25.040]  正正在《生命記》28章說
[00:14:25.040 --> 00:14:28.320]  若你遵守他一切的誡命
[00:14:28.320 --> 00:14:29.960]  謹守遵行
[00:14:29.960 --> 00:14:31.880]  聽耶和華尼神的話
[00:14:31.880 --> 00:14:35.720]  以下的福就跟著你
[00:14:35.720 --> 00:14:37.360]  但若你不謹守
[00:14:37.360 --> 00:14:40.080]  遵行他一切的誡命律例典章
[00:14:40.080 --> 00:14:42.440]  以下的咒詛就追隨你
[00:14:42.440 --> 00:14:45.000]  即是說咒詛不是在那裡發生
[00:14:45.000 --> 00:14:46.200]  不是那裡做 那裡發生
[00:14:46.200 --> 00:14:48.240]  可能在別的地方
[00:14:48.240 --> 00:14:50.040]  明白嗎?
[00:14:50.040 --> 00:14:51.880]  所以我們要小心
[00:14:51.880 --> 00:14:55.760]  這裡說的是取了由
[00:14:55.760 --> 00:14:57.200]  由
[00:14:57.200 --> 00:14:58.600]  由
[00:14:58.600 --> 00:15:00.200]  原來不是神的問題
[00:15:00.200 --> 00:15:01.720]  是人的問題
[00:15:01.720 --> 00:15:04.320]  所以不單止我們不要抵賴
[00:15:04.320 --> 00:15:07.480]  還要查考
[00:15:07.480 --> 00:15:08.680]  反思
[00:15:08.680 --> 00:15:12.280]  找回問題的根源
[00:15:12.280 --> 00:15:15.600]  而這個根源往往是連累性的
[00:15:15.600 --> 00:15:16.440]  我們都知道
[00:15:16.440 --> 00:15:18.840]  有時有人醉酒開車
[00:15:18.840 --> 00:15:19.920]  有時死的不是他
[00:15:19.920 --> 00:15:22.360]  是隔離的人
[00:15:22.360 --> 00:15:24.080]  屬靈上有時我們犯了
[00:15:24.080 --> 00:15:26.080]  不單止自己受罪
[00:15:26.080 --> 00:15:28.640]  隔離的人都被牽連
[00:15:28.640 --> 00:15:31.960]  不要了 要停了 要動了
[00:15:31.960 --> 00:15:35.440]  為何這樣苦復在地
[00:15:35.440 --> 00:15:36.920]  有時沒有需要
[00:15:36.920 --> 00:15:38.760]  因為是錯方向
[00:15:38.760 --> 00:15:41.160]  錯理由
[00:15:41.160 --> 00:15:44.680]  第一點我們今天要學
[00:15:44.680 --> 00:15:46.280]  如果我們不除掉
[00:15:46.280 --> 00:15:47.960]  那些由
[00:15:47.960 --> 00:15:49.960]  偷 由 詭詐
[00:15:49.960 --> 00:15:51.240]  當滅的物
[00:15:51.240 --> 00:15:53.240]  神就不痛在
[00:15:53.240 --> 00:15:55.560]  人就被咒詛
[00:15:55.560 --> 00:15:58.240]  什麼都不信
[00:15:58.240 --> 00:16:02.040]  如果你發現正常應該信的不信
[00:16:02.040 --> 00:16:03.840]  其中一個很重要的方向
[00:16:03.840 --> 00:16:06.320]  看回自己
[00:16:06.320 --> 00:16:09.760]  Amen?
[00:16:09.760 --> 00:16:12.480]  大家好像很難接受
[00:16:12.480 --> 00:16:14.080]  是難一點的
[00:16:14.080 --> 00:16:15.640]  我都明白
[00:16:15.640 --> 00:16:17.080]  不過要學得懂
[00:16:17.080 --> 00:16:18.320]  因為學得懂
[00:16:18.320 --> 00:16:20.440]  我們就可以去到第二步很重要
[00:16:20.440 --> 00:16:22.960]  不要拖拖拉拉
[00:16:22.960 --> 00:16:24.920]  立刻行動
[00:16:24.920 --> 00:16:25.800]  對質
[00:16:25.800 --> 00:16:26.840]  糾正
[00:16:26.840 --> 00:16:28.480]  歸向神
[00:16:28.480 --> 00:16:31.480]  上次梁牧師說是去耶利哥城
[00:16:31.480 --> 00:16:32.120]  我們要做
[00:16:32.120 --> 00:16:33.280]  這次不是去
[00:16:33.280 --> 00:16:34.640]  是去不到
[00:16:34.640 --> 00:16:36.000]  上次是向外
[00:16:36.000 --> 00:16:38.440]  這次是向內
[00:16:38.440 --> 00:16:41.280]  耶和華神繼續立刻
[00:16:41.280 --> 00:16:42.240]  吩咐了書
[00:16:42.240 --> 00:16:43.880]  亞第十三節
[00:16:43.880 --> 00:16:45.040]  我們一起讀
[00:16:45.040 --> 00:16:45.840]  一二三
[00:16:45.840 --> 00:16:47.040]  你起來
[00:16:47.040 --> 00:16:49.080]  叫百姓自潔
[00:16:49.080 --> 00:16:50.560]  對他們說
[00:16:50.560 --> 00:16:51.840]  你們要自潔
[00:16:51.840 --> 00:16:53.520]  預備明天
[00:16:53.520 --> 00:16:56.800]  因為耶和華以色列的神這樣說
[00:16:56.800 --> 00:16:57.960]  以色列
[00:16:57.960 --> 00:17:00.960]  你們中間有當滅的物
[00:17:00.960 --> 00:17:02.800]  你們若不除掉
[00:17:02.800 --> 00:17:06.000]  在受的面前必站立不住
[00:17:06.000 --> 00:17:07.160]  到了早晨
[00:17:07.160 --> 00:17:09.960]  你們要按著支派近前來
[00:17:09.960 --> 00:17:11.520]  很有趣
[00:17:11.520 --> 00:17:13.800]  他們中間有當什麼
[00:17:13.800 --> 00:17:16.240]  滅之物
[00:17:16.240 --> 00:17:17.480]  祂說你要立刻起來
[00:17:17.480 --> 00:17:20.000]  立刻的命令起來
[00:17:20.000 --> 00:17:23.360]  我們要收到命令起來
[00:17:23.360 --> 00:17:24.560]  並且
[00:17:24.560 --> 00:17:27.200]  上帝不單止立刻要我們
[00:17:27.200 --> 00:17:29.480]  分別自潔
[00:17:29.480 --> 00:17:31.160]  分出來
[00:17:31.160 --> 00:17:32.960]  並且那裡
[00:17:32.960 --> 00:17:35.120]  委派我們開始
[00:17:35.120 --> 00:17:37.120]  以往我們分別出來做神的功
[00:17:37.120 --> 00:17:38.600]  今天分別出來
[00:17:38.600 --> 00:17:41.520]  要在自己裡面反思
[00:17:41.520 --> 00:17:43.080]  並且到了早晨
[00:17:43.080 --> 00:17:44.080]  是盡快的時候
[00:17:44.080 --> 00:17:44.960]  最快了
[00:17:44.960 --> 00:17:46.760]  記不記得到了晚上
[00:17:46.760 --> 00:17:47.960]  虎伏在地
[00:17:47.960 --> 00:17:48.640]  到了晚上
[00:17:48.640 --> 00:17:49.800]  神出現
[00:17:49.800 --> 00:17:52.160]  明天早上
[00:17:52.160 --> 00:17:53.920]  我們今天剛剛過了十二點
[00:17:53.920 --> 00:17:55.360]  不是早上
[00:17:55.360 --> 00:17:57.640]  所以今天如果上帝跟你說話
[00:17:57.640 --> 00:17:59.760]  你明天早上
[00:17:59.760 --> 00:18:00.800]  就起來
[00:18:00.800 --> 00:18:01.240]  做事
[00:18:01.240 --> 00:18:03.080]  最快的了
[00:18:03.080 --> 00:18:05.360]  我們跟Pastor Pam和Pastor Minnie
[00:18:05.360 --> 00:18:07.760]  帶領一個門女兩年了
[00:18:07.760 --> 00:18:08.880]  差不多畢業了
[00:18:08.880 --> 00:18:10.560]  畢業我們都會問問題
[00:18:10.560 --> 00:18:12.600]  剛剛這次Pastor Pam大
[00:18:12.600 --> 00:18:15.160]  問我們生命有什麼改變
[00:18:15.160 --> 00:18:16.040]  我們很感恩
[00:18:16.040 --> 00:18:18.120]  數著有什麼改變
[00:18:18.120 --> 00:18:20.280]  學員裡面
[00:18:20.280 --> 00:18:22.840]  品格、生命、福音
[00:18:22.840 --> 00:18:24.600]  接著Pastor Pam再問一個問題
[00:18:24.600 --> 00:18:29.120]  有什麼你未改要改
[00:18:29.120 --> 00:18:32.560]  這個問題很重要
[00:18:32.560 --> 00:18:34.160]  未改要改四個字
[00:18:34.160 --> 00:18:37.080]  或者你要改變四個字
[00:18:37.080 --> 00:18:39.400]  但是你要走出來
[00:18:39.400 --> 00:18:41.720]  真的要很花心機
[00:18:41.720 --> 00:18:43.520]  很仔細
[00:18:43.520 --> 00:18:46.760]  這四個字不停在我們生命中
[00:18:46.760 --> 00:18:49.400]  泛起重要的指引
[00:18:49.400 --> 00:18:51.000]  讓神向我們說話
[00:18:51.000 --> 00:18:52.280]  你不改
[00:18:52.280 --> 00:18:55.040]  有時在我們黑暗的掘頭
[00:18:55.040 --> 00:18:57.560]  是出不來的
[00:18:57.560 --> 00:19:01.080]  當上帝耶和華向若舒雅說完之後
[00:19:01.080 --> 00:19:04.040]  去到第十六節又出現
[00:19:04.040 --> 00:19:04.760]  這兩個字
[00:19:04.760 --> 00:19:05.720]  我們看看是什麼字
[00:19:05.720 --> 00:19:07.520]  頭兩個字是
[00:19:07.520 --> 00:19:09.400]  「於是」
[00:19:09.400 --> 00:19:11.760]  不是「諸是」
[00:19:11.760 --> 00:19:13.480]  經常「於是」
[00:19:13.480 --> 00:19:14.600]  「於是」
[00:19:14.600 --> 00:19:15.480]  接著怎樣呢
[00:19:15.480 --> 00:19:16.360]  我們一起讀
[00:19:16.360 --> 00:19:17.240]  十六節
[00:19:17.240 --> 00:19:18.040]  十七節
[00:19:18.040 --> 00:19:18.680]  十八節
[00:19:18.680 --> 00:19:19.160]  一起讀
[00:19:19.160 --> 00:19:20.040]  預備起
[00:19:20.040 --> 00:19:23.360]  「於是若舒雅清早起來
[00:19:23.360 --> 00:19:26.640]  使以色列人按著支派近前來
