
[00:00:00.000 --> 00:00:04.740]  今天很黑心分享的題目叫做「聰明反被聰明誤」
[00:05:38.520 --> 00:05:41.120]  某程度來說,我們中國人就知道的
[00:05:41.120 --> 00:05:46.520]  宮廷片當然是正印,那些當然是做儲君的
[00:05:46.520 --> 00:05:49.120]  什麼時候輪到你這個
[00:05:49.120 --> 00:05:53.520]  其實叫做吳三、吳四,女人生出來的小朋友呢
[00:05:53.520 --> 00:05:55.520]  不過聖經裡面很有趣的
[00:05:55.520 --> 00:05:58.720]  大衛沒有了鴨沙倫之後
[00:05:58.720 --> 00:06:00.720]  他沒有正式立儲君
[00:06:00.720 --> 00:06:03.120]  他好像沒有呈軒哪一個
[00:06:03.360 --> 00:06:05.720]  但是隱隱約約在不同經人裡面知道
[00:06:05.720 --> 00:06:12.920]  拔氏巴不斷地去求大衛讓他的兒子接觸
[00:06:12.920 --> 00:06:14.720]  可能不知道是哪一次的棄言
[00:06:14.720 --> 00:06:16.720]  還是真實有心沒有心也好
[00:06:16.720 --> 00:06:18.720]  大衛是答應過拔氏巴
[00:06:18.720 --> 00:06:21.520]  他的皇位是會傳給他的兒子的
[00:06:21.520 --> 00:06:22.720]  那就是鎖羅門
[00:06:22.720 --> 00:06:25.720]  不過整件事是沒有實踐的
[00:06:25.720 --> 00:06:28.720]  直到大衛已經是頗老的時候
[00:06:28.960 --> 00:06:35.120]  也沒有正式安排讓新的君王來登基的事
[00:06:35.120 --> 00:06:40.320]  因此就出現了亞多尼亞覺得不太對勁
[00:06:40.320 --> 00:06:41.920]  一天都不說
[00:06:41.920 --> 00:06:46.320]  其實隨時腳一伸都不知道是誰做的
[00:06:46.320 --> 00:06:50.920]  其實事情已經發展到有一批大臣是支持亞多尼亞
[00:06:50.920 --> 00:06:53.920]  有一批大臣是支持鎖羅門王的
[00:06:53.920 --> 00:06:57.120]  在那個月黑風高之夜
[00:06:57.120 --> 00:06:58.320]  講故事是這樣說
[00:06:58.560 --> 00:07:01.920]  亞多尼亞其實是想自己辣王的
[00:07:01.920 --> 00:07:05.120]  不過消息逗留就被拔氏巴知道
[00:07:05.120 --> 00:07:08.320]  於是馬上就找大衛辱他
[00:07:08.320 --> 00:07:11.320]  你一定要宣告我兒子要做皇家
[00:07:11.320 --> 00:07:12.720]  你答應過我諸如此類
[00:07:12.720 --> 00:07:15.920]  他也得到拿達清之的支持
[00:07:15.920 --> 00:07:17.520]  當然要有人支持才可以做
[00:07:17.520 --> 00:07:19.520]  結果長話短說
[00:07:19.520 --> 00:07:21.920]  鎖羅門之所以成為王
[00:07:21.920 --> 00:07:23.720]  其實是假裝的
[00:07:23.720 --> 00:07:26.720]  就這樣登基了
[00:07:26.960 --> 00:07:28.920]  而在聖經裡
[00:07:28.920 --> 00:07:33.920]  我們知道大衛生平也有很多不光彩的事
[00:07:33.920 --> 00:07:37.920]  不過每一次特別是他願意悔改
[00:07:37.920 --> 00:07:41.920]  以致神再次熱納他
[00:07:41.920 --> 00:07:43.920]  也再一次私恩給他
[00:07:43.920 --> 00:07:45.920]  我們有幸就有機會看詩篇
[00:07:45.920 --> 00:07:48.920]  所以我們就知道大衛有很多悔罪的心腸
[00:07:48.920 --> 00:07:50.920]  大衛和神的關係
[00:07:50.920 --> 00:07:53.920]  我們相信大家都不會有任何懷疑
[00:07:54.160 --> 00:07:57.120]  我們知道大衛很愛主
[00:07:57.120 --> 00:08:02.120]  不過在鎖羅門和神之間的關係的記載
[00:08:02.120 --> 00:08:04.120]  其實是非常少的
[00:08:04.120 --> 00:08:07.120]  只是有兩次這麼多
[00:08:07.120 --> 00:08:11.120]  第一次記載他剛剛登基做皇的時候
[00:08:11.120 --> 00:08:16.120]  記住不是像大衛那樣求告耶和華
[00:08:16.120 --> 00:08:20.120]  是神主動反而向他顯現
[00:08:20.360 --> 00:08:25.320]  因為整個皇位已經家珠在他身上
[00:08:25.320 --> 00:08:27.320]  上帝主動向他顯現
[00:08:27.320 --> 00:08:31.320]  就問他其實我想賜什麼給你
[00:08:31.320 --> 00:08:32.320]  你可以求的
[00:08:32.320 --> 00:08:35.320]  在鎖羅門的回答裡
[00:08:35.320 --> 00:08:39.320]  我們也可以推測到一些端倪
[00:08:39.320 --> 00:08:42.320]  第一,鎖羅門怎樣去稱呼這個神呢
[00:08:42.320 --> 00:08:44.320]  其實他沒有稱呼的
[00:08:44.320 --> 00:08:46.320]  他一開始就說是爸爸
[00:08:46.320 --> 00:08:48.320]  因為似乎這個是爸爸的神
[00:08:48.560 --> 00:08:51.920]  他說我爸爸是用誠實公義正直的心
[00:08:51.920 --> 00:08:53.920]  行在你面前
[00:08:53.920 --> 00:08:56.920]  你就向他大師恩惠
[00:08:56.920 --> 00:08:59.920]  就是說這個爸爸的神
[00:08:59.920 --> 00:09:03.920]  對於鎖羅門來都很陌生
[00:09:03.920 --> 00:09:05.920]  不過在大衛的身上
[00:09:05.920 --> 00:09:09.920]  他知道這個神是一個樂意私恩的神
[00:09:09.920 --> 00:09:11.420]  當然大家明白的
[00:09:11.420 --> 00:09:13.920]  他媽媽就是拔絲疤
[00:09:13.920 --> 00:09:15.920]  他究竟怎樣出現
[00:09:16.160 --> 00:09:19.520]  這麼狼狽的事情兒子不會聽不到
[00:09:19.520 --> 00:09:21.520]  就算是走遠走遠都聽得到
[00:09:21.520 --> 00:09:25.520]  但是他又看著他爸爸的一生
[00:09:25.520 --> 00:09:28.520]  真是又蒙神似福,蒙神保守
[00:09:28.520 --> 00:09:31.520]  所以他的神觀
[00:09:31.520 --> 00:09:33.520]  就是他看神透過爸爸的一生
[00:09:33.520 --> 00:09:38.520]  他覺得這個上帝都是樂意私恩的神
[00:09:38.520 --> 00:09:41.520]  這樣才會出現童言無忌
[00:09:41.520 --> 00:09:44.520]  這個年輕人就馬上跟神說
[00:09:44.520 --> 00:09:45.520]  他想要什麼
[00:09:45.760 --> 00:09:47.120]  絕對不客氣
[00:09:47.120 --> 00:09:49.120]  他說我是幼童
[00:09:49.120 --> 00:09:51.120]  不知道應該怎樣做
[00:09:51.120 --> 00:09:53.120]  我在你的選民裡面
[00:09:53.120 --> 00:09:54.120]  這麼多人
[00:09:54.120 --> 00:09:56.120]  我都不知道怎樣可以管理得到
[00:09:56.120 --> 00:09:58.120]  所以他說我向你要求什麼
[00:09:58.120 --> 00:10:00.120]  求你讓我有智慧
[00:10:00.120 --> 00:10:02.120]  好判斷你的民
[00:10:02.120 --> 00:10:04.120]  能夠辨別是非
[00:10:04.120 --> 00:10:06.120]  我們就說他好聰明
[00:10:06.120 --> 00:10:07.320]  他懂得求這件事
[00:10:07.320 --> 00:10:10.120]  其實我小時候都不知道什麼叫求智慧
[00:10:10.120 --> 00:10:11.720]  不過在經文裡面
[00:10:11.720 --> 00:10:15.120]  我們知道鎖羅門無論他的出身怎麼樣
[00:10:15.360 --> 00:10:17.720]  起碼他是一個好人
[00:10:17.720 --> 00:10:19.720]  他是一個孝順仔
[00:10:19.720 --> 00:10:22.720]  爸爸緊張交落的事
[00:10:22.720 --> 00:10:26.720]  他都慎重地去對待他的工作
[00:10:26.720 --> 00:10:27.720]  簡單地說
[00:10:27.720 --> 00:10:29.720]  爸爸把整個國家交給你
[00:10:29.720 --> 00:10:34.720]  但上帝卻對於這個年輕人的祈禱
[00:10:34.720 --> 00:10:36.720]  是非常欣賞
[00:10:36.720 --> 00:10:38.720]  經文說得很清楚
[00:10:38.720 --> 00:10:39.720]  上帝欣賞他
[00:10:39.720 --> 00:10:41.720]  就是他不是因為有了皇位
[00:10:41.720 --> 00:10:43.720]  甚至有機會跟上帝祈求
[00:10:43.960 --> 00:10:46.320]  就是為自己祈求
[00:10:46.320 --> 00:10:50.320]  他只是為了工作所需要的能力
[00:10:50.320 --> 00:10:52.320]  去向上帝求
[00:10:52.320 --> 00:10:55.320]  這件事是令上帝喜悅他
[00:10:55.320 --> 00:10:57.320]  所以神應允他所求
[00:10:57.320 --> 00:11:00.320]  說會將智慧和聰明賜給他
[00:11:00.320 --> 00:11:04.320]  之前和之後都沒有人像他那麼聰明
[00:11:04.320 --> 00:11:05.320]  厲不厲害
[00:11:05.320 --> 00:11:06.320]  很厲害的祝福
[00:11:06.320 --> 00:11:08.320]  而且不僅如此
[00:11:08.320 --> 00:11:12.320]  還是神說你不求的財富尊榮
[00:11:12.560 --> 00:11:14.920]  我也一樣賜給你
[00:11:14.920 --> 00:11:16.920]  在同世代的人之中
[00:11:16.920 --> 00:11:18.920]  沒有一個皇帝
[00:11:18.920 --> 00:11:21.920]  可以及得上他
[00:11:21.920 --> 00:11:23.920]  是不是很厲害的祝福
[00:11:23.920 --> 00:11:25.920]  很厲害的祝福
[00:11:25.920 --> 00:11:27.920]  你的智慧已經絕頂
[00:11:27.920 --> 00:11:29.920]  還有在你在世的時候
[00:11:29.920 --> 00:11:34.920]  你差不多是同區世界的第一名
[00:11:34.920 --> 00:11:36.920]  這個預言和肯定
[00:11:36.920 --> 00:11:39.920]  我相信對所羅門
[00:11:40.160 --> 00:11:42.520]  他對自己的那份自信
[00:11:42.520 --> 00:11:45.920]  是非常鼓舞的
[00:11:45.920 --> 00:11:47.920]  不過神很清楚說
[00:11:47.920 --> 00:11:50.920]  這一個祝福是大應許的
[00:11:50.920 --> 00:11:52.520]  我們常說大應許的祝福
[00:11:52.520 --> 00:11:54.520]  意思是你做了一些事
[00:11:54.520 --> 00:11:57.320]  你才能保持上帝的福氣
[00:11:57.320 --> 00:11:59.520]  就是你要效法
[00:11:59.520 --> 00:12:01.120]  你的爸爸大衛
[00:12:01.120 --> 00:12:02.920]  遵行我的道
[00:12:02.920 --> 00:12:05.520]  謹守我的律例誡命
[00:12:05.520 --> 00:12:07.520]  我就使你長壽
[00:12:07.760 --> 00:12:10.120]  長壽這個字不是說你幾歲
[00:12:10.120 --> 00:12:13.120]  是說你一個人和一個國家
[00:12:13.120 --> 00:12:16.720]  能夠持久活在這個地上
[00:12:16.720 --> 00:12:18.520]  就正如上帝應許
[00:12:18.520 --> 00:12:20.720]  讓以色列民進入迦蘭地
[00:12:20.720 --> 00:12:22.520]  他們能夠長久活著
[00:12:22.520 --> 00:12:24.720]  那個地方成為他們的國家
[00:12:24.720 --> 00:12:27.120]  永遠一代一代可以存留下去
[00:12:27.120 --> 00:12:31.520]  這個預言已經警告了所羅門
[00:12:31.520 --> 00:12:34.120]  最重要是你要效法爸爸
[00:12:34.120 --> 00:12:36.120]  你不會覺得很奇怪
[00:12:36.360 --> 00:12:38.720]  你爸爸也是很差的
[00:12:38.720 --> 00:12:40.720]  為什麼都仍然效法呢
[00:12:40.720 --> 00:12:42.320]  效法爸爸的什麼呢
[00:12:42.320 --> 00:12:45.320]  效法爸爸的遵行神的道
[00:12:45.320 --> 00:12:46.320]  頂子梅
[00:12:46.320 --> 00:12:48.320]  很多時候我們做父母
[00:12:48.320 --> 00:12:49.320]  做組長
[00:12:49.320 --> 00:12:50.320]  做牧羊
[00:12:50.320 --> 00:12:53.320]  我們對自己也有很多要求和壓力
[00:12:53.320 --> 00:12:55.320]  但是你見到上帝是一個
[00:12:55.320 --> 00:12:57.320]  真是樂意私恩憐憫的神
[00:12:57.320 --> 00:13:02.320]  上帝竟然叫所羅門去學校他的爸爸
[00:13:02.320 --> 00:13:03.520]  我想我們人生裡
[00:13:03.520 --> 00:13:06.320]  如果你真是很忠心的去做一個人
[00:13:06.560 --> 00:13:07.320]  去投靠神
[00:13:07.320 --> 00:13:09.320]  你總有一些美好的東西
[00:13:09.320 --> 00:13:12.320]  其實是能夠真是影響你的孩子
[00:13:12.320 --> 00:13:13.320]  影響你的下一代
[00:13:13.320 --> 00:13:14.320]  影響你的組員
[00:13:14.320 --> 00:13:16.320]  所以不要給自己那麼大的壓力
[00:13:16.320 --> 00:13:19.320]  神真是很有憐憫
[00:13:19.320 --> 00:13:20.320]  很有憐憫的神
[00:13:20.320 --> 00:13:21.320]  所羅門知道了
[00:13:21.320 --> 00:13:23.320]  收到這一個的應許
[00:13:23.320 --> 00:13:24.320]  他很開心
[00:13:24.320 --> 00:13:25.320]  因為我們見到
[00:13:25.320 --> 00:13:28.320]  他是一個有強烈使命感的皇帝
[00:13:28.320 --> 00:13:33.320]  他在爸爸的身上接受了這個國家
[00:13:33.320 --> 00:13:35.320]  他在爸爸身上接受了一個遺命
[00:13:35.560 --> 00:13:37.520]  就是要去建聖殿
[00:13:37.520 --> 00:13:40.520]  他的一生差不多是傾盡全力
[00:13:40.520 --> 00:13:42.520]  去做好他的工作
[00:13:42.520 --> 00:13:43.520]  所以很難得
[00:13:43.520 --> 00:13:45.520]  是一個很有使命感的年輕人
[00:13:45.520 --> 00:13:47.520]  不過唯一可惜的就是
[00:13:47.520 --> 00:13:49.520]  如果你看他生平的記載裡面
[00:13:49.520 --> 00:13:50.520]  除了這一次之外
[00:13:50.520 --> 00:13:52.520]  中間是再也見不到
[00:13:52.520 --> 00:13:54.520]  他和神有什麼關係
[00:13:54.520 --> 00:13:56.520]  只是見到他不斷在這裡做事
[00:13:56.520 --> 00:13:59.520]  可能像我們香港人
[00:13:59.520 --> 00:14:02.520]  第二次神和他再出現的時候
[00:14:02.520 --> 00:14:05.520]  就已經是他已經建立了聖殿
[00:14:05.760 --> 00:14:07.520]  建好了聖殿
[00:14:07.520 --> 00:14:09.520]  並且神形容那一天的獻禮
[00:14:09.520 --> 00:14:12.520]  神的靈是充滿整個聖殿
[00:14:12.520 --> 00:14:15.520]  以致沒有一個人是可以屹立的
[00:14:15.520 --> 00:14:17.520]  全部都苦伏跪拜
[00:14:17.520 --> 00:14:19.520]  所羅門見到這樣的景象
[00:14:19.520 --> 00:14:21.520]  其實見到上帝的降臨
[00:14:21.520 --> 00:14:23.520]  他做了第二個的祈禱
[00:14:23.520 --> 00:14:25.520]  祈禱就是說什麼呢
[00:14:25.520 --> 00:14:27.520]  他就說如果你的百姓
[00:14:27.520 --> 00:14:31.520]  將來他們都犯罪得罪你的時候
[00:14:31.760 --> 00:14:36.720]  他們向你的殿去禱告祈求寬恕的時候
[00:14:36.720 --> 00:14:39.720]  求你就垂聽
[00:14:39.720 --> 00:14:41.720]  這個我們可以推翻去想一想
[00:14:41.720 --> 00:14:43.720]  之前我們說他的神觀
[00:14:43.720 --> 00:14:45.720]  那些什麼認識神是透過大衛
[00:14:45.720 --> 00:14:48.720]  我們知道他不是大衛很親近的兒子
[00:14:48.720 --> 00:14:51.720]  所以大衛的心聲可能我們知道一點
[00:14:51.720 --> 00:14:52.720]  因為我們看了詩篇
[00:14:52.720 --> 00:14:53.720]  他是不太知道
[00:14:53.720 --> 00:14:55.720]  所以他對大衛是模模糊糊的
[00:14:55.720 --> 00:14:57.720]  一個來得很遠的父親
[00:14:57.720 --> 00:14:59.720]  知道他很敬拜一個神
[00:14:59.960 --> 00:15:01.920]  也對他是挺好的
[00:15:01.920 --> 00:15:03.920]  所以爸爸就很緊張
[00:15:03.920 --> 00:15:06.920]  一定要跟這個神建一個聖殿
[00:15:06.920 --> 00:15:08.920]  我覺得他是一個孝順仔
[00:15:08.920 --> 00:15:11.920]  所以他以爸爸所要的事很緊張
[00:15:11.920 --> 00:15:13.920]  這樣去做
[00:15:13.920 --> 00:15:15.920]  但是當他發出第二個祈禱
[00:15:15.920 --> 00:15:16.920]  不是求智慧之外
[00:15:16.920 --> 00:15:17.920]  他求什麼呢
[00:15:17.920 --> 00:15:20.920]  其實都是大衛的影子
[00:15:20.920 --> 00:15:23.920]  他見到的神就是爸爸的神
[00:15:23.920 --> 00:15:24.920]  不是他的神
[00:15:24.920 --> 00:15:26.920]  你記住是爸爸的神
[00:15:27.160 --> 00:15:30.120]  所以他求了一個很聰明
[00:15:30.120 --> 00:15:31.120]  求了一個很重要的禱告
[00:15:31.120 --> 00:15:34.120]  成為了今天以色列人的聖殿
[00:15:34.120 --> 00:15:35.120]  難道只剩一堵牆
[00:15:35.120 --> 00:15:37.120]  他們都叫屋牆
[00:15:37.120 --> 00:15:39.120]  去以色列旅行一定去
[00:15:39.120 --> 00:15:40.120]  他們都很緊張
[00:15:40.120 --> 00:15:42.120]  很緊張再建一個聖殿
[00:15:42.120 --> 00:15:43.120]  原因就是
[00:15:43.120 --> 00:15:45.120]  他們無論將來犯罪多好
[00:15:45.120 --> 00:15:46.120]  撥逸多好
[00:15:46.120 --> 00:15:47.120]  只要他們回轉
[00:15:47.120 --> 00:15:50.120]  向這個殿去禱告
[00:15:50.120 --> 00:15:51.120]  神就會聽
[00:15:51.120 --> 00:15:54.120]  這個是神在第九章裡
[00:15:54.360 --> 00:15:57.320]  去鎖羅門第二次的顯現
[00:15:57.320 --> 00:16:00.320]  對他作出來的承諾
[00:16:00.320 --> 00:16:02.320]  紅色字的老婆神跟他說
[00:16:02.320 --> 00:16:04.320]  你向我所禱告的祈求
[00:16:04.320 --> 00:16:07.320]  我是會應允的
[00:16:07.320 --> 00:16:10.320]  是不是很好
[00:16:10.320 --> 00:16:12.320]  其實真的很好
[00:16:12.320 --> 00:16:15.320]  不過你再看整段
[00:16:15.320 --> 00:16:17.320]  我們看很多時候讀聖經
[00:16:17.320 --> 00:16:18.320]  很喜歡拿些好東西
[00:16:18.320 --> 00:16:20.320]  但是沒有讀完
[00:16:20.320 --> 00:16:23.320]  都是有條件的
[00:16:23.560 --> 00:16:24.520]  第四節他說
[00:16:24.520 --> 00:16:26.520]  你要效法你的父親
[00:16:26.520 --> 00:16:29.520]  全誠實正直的心在我面前
[00:16:29.520 --> 00:16:31.520]  遵行我一切吩咐你的
[00:16:31.520 --> 00:16:33.520]  謹守我的律例典章
[00:16:33.520 --> 00:16:36.520]  如果不是
[00:16:36.520 --> 00:16:38.520]  就會出現了
[00:16:38.520 --> 00:16:40.520]  去到第六第七節
[00:16:40.520 --> 00:16:42.520]  當你或者你的子孫
[00:16:42.520 --> 00:16:44.520]  不跟從神
[00:16:44.520 --> 00:16:47.520]  不去行上帝的律例典章
[00:16:47.520 --> 00:16:50.520]  所有他們現在擁有的
[00:16:50.760 --> 00:16:53.720]  神是可以將以色列人
[00:16:53.720 --> 00:16:56.720]  從這個地上剪除
[00:16:56.720 --> 00:16:58.720]  很重要
[00:16:58.720 --> 00:17:00.720]  就是說上帝賜福給你
[00:17:00.720 --> 00:17:02.720]  上帝是可以
[00:17:02.720 --> 00:17:05.720]  將所有東西都收回
[00:17:05.720 --> 00:17:07.720]  又是不知道
[00:17:07.720 --> 00:17:09.720]  鎖羅門究竟是聽了多少
[00:17:09.720 --> 00:17:11.720]  或者已經很開心聽了前面那一段
[00:17:11.720 --> 00:17:13.720]  總是好像
[00:17:13.720 --> 00:17:15.720]  conditional的部分
[00:17:15.720 --> 00:17:16.720]  好像永遠都聽不到一樣
[00:17:16.720 --> 00:17:17.720]  為什麼我這樣說
[00:17:17.720 --> 00:17:19.720]  因為看下去就是
[00:17:19.960 --> 00:17:20.920]  鎖羅門整個的一生
[00:17:20.920 --> 00:17:22.920]  如果我用
[00:17:22.920 --> 00:17:24.920]  doing和being這個概念去說
[00:17:24.920 --> 00:17:25.920]  我再說一次
[00:17:25.920 --> 00:17:26.920]  相信你聽我說的
[00:17:26.920 --> 00:17:27.920]  都知道我在說什麼
[00:17:27.920 --> 00:17:29.920]  因為鎖羅門似乎
[00:17:29.920 --> 00:17:31.920]  整個生平都是在做事
[00:17:31.920 --> 00:17:32.920]  他有他的責任
[00:17:32.920 --> 00:17:33.920]  他有他的使命
[00:17:33.920 --> 00:17:35.920]  他就不斷地去做
[00:17:35.920 --> 00:17:36.920]  但是究竟他的心
[00:17:36.920 --> 00:17:38.920]  有沒有歸向耶和華
