
[00:00:00.000 --> 00:00:03.120]  各位親愛的頂主媒,我想問一問在座眾
[00:03:31.480 --> 00:03:33.480]  女兒長大了你還幫她蓋被子
[00:03:33.480 --> 00:03:34.480]  有多少個是這樣的?
[00:03:34.480 --> 00:03:35.480]  可以舉手嗎?
[00:03:35.480 --> 00:03:37.480]  很少
[00:03:37.480 --> 00:03:42.480]  但是媽媽和成年了的兒子蓋被子
[00:03:42.480 --> 00:03:44.480]  是多很多的
[00:03:45.480 --> 00:03:47.480]  為什麼會這樣呢?
[00:03:47.480 --> 00:03:49.480]  生理上,女孩子比較快熟
[00:03:49.480 --> 00:03:51.480]  這也是一個原因
[00:03:51.480 --> 00:03:53.480]  還有一件事
[00:03:53.480 --> 00:03:55.480]  因為他們是雙胞胎
[00:03:55.480 --> 00:03:57.480]  所以當有了孫子之後
[00:03:57.480 --> 00:04:00.480]  困難就更大了
[00:04:00.480 --> 00:04:06.480]  一般來說,婆婆當然喜歡抱孫子
[00:04:06.480 --> 00:04:08.480]  因為是自己的孫子
[00:04:08.480 --> 00:04:12.480]  很容易和媳婦爭風吃醋
[00:04:12.480 --> 00:04:16.480]  為了要抱孫子,教孫子
[00:04:16.480 --> 00:04:18.480]  一個是教兒子,一個是抱兒子
[00:04:18.480 --> 00:04:20.480]  教女兒,抱女兒
[00:04:20.480 --> 00:04:22.480]  而帶來的結果
[00:04:22.480 --> 00:04:26.480]  很容易出現衝突和矛盾
[00:04:26.480 --> 00:04:32.480]  我曾經在過去有很多不同的時間
[00:04:32.480 --> 00:04:38.480]  來牧養公公婆婆和媳婦的關係
[00:04:38.480 --> 00:04:42.480]  這個關係一般是因為我們在美國的時候
[00:04:42.480 --> 00:04:44.480]  有很多台灣人
[00:04:44.480 --> 00:04:46.480]  當他們讀完大學之後
[00:04:46.480 --> 00:04:49.480]  就去了美國那邊繼續進修
[00:04:49.480 --> 00:04:51.480]  去到那邊的時間就結婚了
[00:04:51.480 --> 00:04:53.480]  結婚之後有小孩
[00:04:53.480 --> 00:04:55.480]  一有小孩之後
[00:04:55.480 --> 00:04:57.480]  特別是坐月期間
[00:04:57.480 --> 00:05:04.480]  他們通常都會叫父母去那邊幫他們坐月
[00:05:04.480 --> 00:05:06.480]  來幫忙照顧子女
[00:05:06.480 --> 00:05:10.480]  在過去,我發覺有一半以上的家庭
[00:05:10.480 --> 00:05:13.480]  就是當公公婆婆去了那邊
[00:05:13.480 --> 00:05:16.480]  來幫媳婦坐月的時候
[00:05:16.480 --> 00:05:20.480]  他們的衝突在那個時候就出來了
[00:05:20.480 --> 00:05:25.480]  這些衝突是包括飲食習慣的不同
[00:05:25.480 --> 00:05:26.480]  會有衝突
[00:05:26.480 --> 00:05:32.480]  第二,廚房的碗筷、碟、沙邦罐頭
[00:05:32.480 --> 00:05:35.480]  擺的方法不同,會有衝突
[00:05:35.480 --> 00:05:40.480]  第三,照顧小孩的方法不同,會有衝突
[00:05:40.480 --> 00:05:43.480]  第四,我很驚訝的
[00:05:43.480 --> 00:05:46.480]  竟然有十個百分比以上
[00:05:46.480 --> 00:05:50.480]  是因為婆婆照顧的小孩
[00:05:50.480 --> 00:05:54.480]  和媳婦開始有衝突
[00:05:54.480 --> 00:05:56.480]  原因在哪裡呢?我曾經說過
[00:05:56.480 --> 00:05:58.480]  就是因為當中
[00:05:58.480 --> 00:06:00.480]  婆婆去到那邊的時間
[00:06:00.480 --> 00:06:06.480]  竟然要求兒子不要關房門睡覺
[00:06:06.480 --> 00:06:08.480]  為什麼呢?
[00:06:08.480 --> 00:06:12.480]  因為媽媽不知道你有沒有蓋被子
[00:06:12.480 --> 00:06:15.480]  結婚有兒子了
[00:06:15.480 --> 00:06:20.480]  還要想一想到底兒子有沒有蓋被子
[00:06:20.480 --> 00:06:23.480]  所以帶來很多這些問題產生
[00:06:23.480 --> 00:06:25.480]  但我們都感恩
[00:06:25.480 --> 00:06:27.480]  在那邊的時間
[00:06:27.480 --> 00:06:30.480]  我有一個講座是非常吃香的
[00:06:30.480 --> 00:06:32.480]  就是婆媳之間
[00:06:32.480 --> 00:06:38.480]  怎樣由戰場變到情場
[00:06:38.480 --> 00:06:41.480]  然後我們也找了一些非常資深的
[00:06:41.480 --> 00:06:44.480]  有經驗的人來分享見證
[00:06:44.480 --> 00:06:46.480]  我發覺是非常多的人
[00:06:46.480 --> 00:06:47.480]  因為這樣的緣故
[00:06:47.480 --> 00:06:49.480]  來到我們教會和信主
[00:06:49.480 --> 00:06:52.480]  今天我特別想和大家分享
[00:06:52.480 --> 00:06:58.480]  婆媳一個classical的版
[00:06:58.480 --> 00:07:02.480]  你可以說是千古傳頌的一個版
[00:07:02.480 --> 00:07:06.480]  這個版就是拿訛米和路德的版
[00:07:06.480 --> 00:07:08.480]  兄弟姐妹
[00:07:08.480 --> 00:07:11.480]  我們留意來看看
[00:07:11.480 --> 00:07:15.480]  舊約聖經這麼多卷當中
[00:07:15.480 --> 00:07:17.480]  其中有一卷
[00:07:17.480 --> 00:07:20.480]  每逢收割節的時候
[00:07:20.480 --> 00:07:23.480]  一定要所有猶太人都要中毒
[00:07:23.480 --> 00:07:26.480]  這卷書就叫做路德記
[00:07:26.480 --> 00:07:28.480]  我們要問一個問題
[00:07:28.480 --> 00:07:30.480]  為什麼路德記這麼吃香
[00:07:30.480 --> 00:07:32.480]  為什麼路德記
[00:07:32.480 --> 00:07:34.480]  是成為今天的猶太人
[00:07:34.480 --> 00:07:37.480]  千古傳頌的一卷書
[00:07:37.480 --> 00:07:39.480]  甚至基督徒
[00:07:39.480 --> 00:07:41.480]  我們都會講到
[00:07:41.480 --> 00:07:44.480]  每逢講到婆媳關係的時候
[00:07:44.480 --> 00:07:46.480]  大部分的作者
[00:07:46.480 --> 00:07:50.480]  講者都不會忘記
[00:07:50.480 --> 00:07:52.480]  將拿訛米和路德的經歷
[00:07:52.480 --> 00:07:54.480]  和大家分享
[00:07:54.480 --> 00:07:55.480]  為什麼呢
[00:07:55.480 --> 00:07:58.480]  就是因為我們實在看到他們的版
[00:07:58.480 --> 00:08:02.480]  是今天極少極少見到的版
[00:08:02.480 --> 00:08:09.480]  我們首先來讀一讀一段聖經
[00:08:09.480 --> 00:08:14.480]  路德記一章十一到十三節
[00:08:14.480 --> 00:08:18.480]  為什麼婆婆和路德
[00:08:18.480 --> 00:08:20.480]  拿訛米和路德
[00:08:20.480 --> 00:08:23.480]  他們是成為一個這麼好的版
[00:08:23.480 --> 00:08:25.480]  成為這麼多人所渴慕
[00:08:25.480 --> 00:08:27.480]  都好像他們一樣
[00:08:27.480 --> 00:08:30.480]  就是當中有很多值得我們學習的地方
[00:08:30.480 --> 00:08:31.480]  我們一起讀
[00:08:31.480 --> 00:08:35.480]  拿訛米說:我女兒們,回去吧!
[00:08:35.480 --> 00:08:37.480]  為何要跟我去呢?
[00:08:37.480 --> 00:08:40.480]  我還能生子作你們的丈夫嗎?
[00:08:40.480 --> 00:08:42.480]  我女兒們,回去吧!
[00:08:42.480 --> 00:08:45.480]  我年紀老邁,不能再有丈夫
[00:08:45.480 --> 00:08:47.480]  即話說,我患有子亡
[00:08:47.480 --> 00:08:49.480]  今夜有丈夫可以生子
[00:08:49.480 --> 00:08:52.480]  你們豈能等著他們長大呢?
[00:08:52.480 --> 00:08:55.480]  你們豈能等著他們不嫁別人呢?
[00:08:55.480 --> 00:08:57.480]  我女兒們,不要這樣
[00:08:57.480 --> 00:09:00.480]  我為你們的緣故深思受苦
[00:09:00.480 --> 00:09:03.480]  因為耶和華伸手攻擊我
[00:09:03.480 --> 00:09:04.480]  在這段聖經
[00:09:04.480 --> 00:09:09.480]  是剛剛拿訛米死了丈夫
[00:09:09.480 --> 00:09:13.480]  第二,也死了兩個兒子
[00:09:13.480 --> 00:09:16.480]  兩個兒子結了婚
[00:09:16.480 --> 00:09:19.480]  但是,丈夫死了之後
[00:09:19.480 --> 00:09:21.480]  兩個兒子也死了
[00:09:21.480 --> 00:09:28.480]  剩下的就是三個寡婦在一起
[00:09:28.480 --> 00:09:30.480]  我們看到在這段聖經當中
[00:09:30.480 --> 00:09:35.480]  拿訛米對那個媳婦
[00:09:35.480 --> 00:09:38.480]  她的態度是一個怎樣的態度呢?
[00:09:38.480 --> 00:09:42.480]  老實說,一個上了年紀的人
[00:09:42.480 --> 00:09:45.480]  寡居,兒子也死了
[00:09:45.480 --> 00:09:46.480]  丈夫也死了
[00:09:46.480 --> 00:09:48.480]  剩下兩個媳婦
[00:09:48.480 --> 00:09:50.480]  我想稍為自私的人
[00:09:50.480 --> 00:09:54.480]  都很想兩個媳婦能夠陪著自己
[00:09:54.480 --> 00:09:56.480]  照顧自己的晚年
[00:09:56.480 --> 00:09:58.480]  同意嗎?兄弟姐妹
[00:09:58.480 --> 00:09:59.480]  我想問你們
[00:09:59.480 --> 00:10:03.480]  如果到了七、八十歲
[00:10:03.480 --> 00:10:05.480]  兒子死了,丈夫也死了
[00:10:05.480 --> 00:10:07.480]  有兩個媳婦在
[00:10:07.480 --> 00:10:09.480]  有多少人
[00:10:09.480 --> 00:10:11.480]  你不說也好
[00:10:11.480 --> 00:10:13.480]  心裡也有一個禱告
[00:10:13.480 --> 00:10:15.480]  最好他們留在這裡
[00:10:15.480 --> 00:10:18.480]  照顧老人家就好了
[00:10:18.480 --> 00:10:19.480]  有多少人都會這樣想的
[00:10:19.480 --> 00:10:23.480]  可以舉手嗎?
[00:10:23.480 --> 00:10:24.480]  也不是很多
[00:10:24.480 --> 00:10:28.480]  但是這個很正常,兄弟姐妹
[00:10:28.480 --> 00:10:30.480]  這個是很正常的
[00:10:30.480 --> 00:10:33.480]  特別是今天
[00:10:33.480 --> 00:10:35.480]  中國大陸上
[00:10:35.480 --> 00:10:39.480]  最近流行了一個東西
[00:10:39.480 --> 00:10:41.480]  那個叫待訪
[00:10:41.480 --> 00:10:43.480]  待探
[00:10:43.480 --> 00:10:46.480]  和待照顧老人家
[00:10:46.480 --> 00:10:47.480]  是什麼意思呢?
[00:10:47.480 --> 00:10:49.480]  就是兒女太忙
[00:10:49.480 --> 00:10:52.480]  忙的時候他們就出錢
[00:10:52.480 --> 00:10:54.480]  請一些人
[00:10:54.480 --> 00:10:58.480]  他們專門待人去探望老人家
[00:10:58.480 --> 00:11:01.480]  你只要打電話給機構
[00:11:01.480 --> 00:11:02.480]  然後告訴他
[00:11:02.480 --> 00:11:04.480]  我爸爸叫什麼名字
[00:11:04.480 --> 00:11:06.480]  他現在住在什麼療養院
[00:11:06.480 --> 00:11:07.480]  我一個星期
[00:11:07.480 --> 00:11:09.480]  我希望有什麼東西送給他
[00:11:09.480 --> 00:11:11.480]  你幫我去探一探他
[00:11:11.480 --> 00:11:12.480]  錢我就給
[00:11:12.480 --> 00:11:14.480]  薪水我也給你
[00:11:14.480 --> 00:11:17.480]  這些人就專門受訓
[00:11:17.480 --> 00:11:21.480]  就是專門來哄這些老人家開心
[00:11:21.480 --> 00:11:22.480]  所以現在已經成為一個
[00:11:22.480 --> 00:11:23.480]  非常新興
[00:11:23.480 --> 00:11:26.480]  而且很熱門的一個行業
[00:11:26.480 --> 00:11:28.480]  生意滔滔
[00:11:28.480 --> 00:11:32.480]  越開越多
[00:11:32.480 --> 00:11:34.480]  我看新聞的時候
[00:11:34.480 --> 00:11:35.480]  我就看到
[00:11:35.480 --> 00:11:36.480]  有些人去到的時候
[00:11:36.480 --> 00:11:38.480]  老人家的確是非常開心
[00:11:38.480 --> 00:11:40.480]  他本來不認識他們
[00:11:40.480 --> 00:11:42.480]  但是因為探開
[00:11:42.480 --> 00:11:44.480]  所以慢慢就認識了
[00:11:44.480 --> 00:11:46.480]  為什麼他們這麼熱心去探呢?
[00:11:46.480 --> 00:11:47.480]  就是因為有薪水
[00:11:47.480 --> 00:11:49.480]  所以他們就特意去做了
[00:11:49.480 --> 00:11:53.480]  然後新聞記者就去訪問一些人
[00:11:53.480 --> 00:11:55.480]  訪問他們對這個行業
[00:11:55.480 --> 00:11:57.480]  你們的看法是怎樣呢?
[00:11:57.480 --> 00:11:59.480]  有很多人就說
[00:11:59.480 --> 00:12:04.480]  親情不可能是用錢買得到的
[00:12:04.480 --> 00:12:06.480]  是你的爸爸
[00:12:06.480 --> 00:12:07.480]  這個就是你的責任
[00:12:07.480 --> 00:12:10.480]  你不能夠找人代理
[00:12:10.480 --> 00:12:13.480]  來做你做子女的工作
[00:12:13.480 --> 00:12:15.480]  有些人是這樣看
[00:12:15.480 --> 00:12:16.480]  但是老人家方面呢
[00:12:16.480 --> 00:12:18.480]  我又看到另一個不同的看法
[00:12:18.480 --> 00:12:20.480]  哎 子女這麼忙
[00:12:20.480 --> 00:12:21.480]  我都明白的
[00:12:21.480 --> 00:12:22.480]  你不看
[00:12:22.480 --> 00:12:24.480]  那你肯給錢給人來探望我們
[00:12:24.480 --> 00:12:26.480]  我們都開心的
[00:12:26.480 --> 00:12:28.480]  特別是哪些呢?
[00:12:28.480 --> 00:12:30.480]  他們講出一個心聲
[00:12:30.480 --> 00:12:33.480]  特別是一次生 兩次熟
[00:12:33.480 --> 00:12:36.480]  如果探親都是他呢
[00:12:36.480 --> 00:12:38.480]  那就多過乾兒子
[00:12:38.480 --> 00:12:40.480]  就多過乾女兒
[00:12:40.480 --> 00:12:42.480]  我又發覺到這個是很不同的
[00:12:42.480 --> 00:12:44.480]  感覺上很不同
[00:12:44.480 --> 00:12:46.480]  但是在這段聖經當中
[00:12:46.480 --> 00:12:49.480]  就讓我們看到有一樣東西很特別的
[00:12:49.480 --> 00:12:51.480]  那時候是沒有這些叫做
[00:12:51.480 --> 00:12:53.480]  代子女探親
[00:12:53.480 --> 00:12:55.480]  代子女養親
[00:12:55.480 --> 00:12:57.480]  代子女照顧親情
[00:12:57.480 --> 00:12:59.480]  沒有的
[00:12:59.480 --> 00:13:01.480]  如果是沒有的時間就沒有了
[00:13:01.480 --> 00:13:04.480]  特別是南俄米那個時代
[00:13:04.480 --> 00:13:06.480]  如果你是一個女人
[00:13:06.480 --> 00:13:10.480]  你基本上是沒有機會找到工作的
[00:13:10.480 --> 00:13:13.480]  因為女性的地位在當時來說
[00:13:13.480 --> 00:13:15.480]  不容許她們在社會裡面
[00:13:15.480 --> 00:13:18.480]  是可以名正言順找到工作
[00:13:18.480 --> 00:13:20.480]  養活自己
[00:13:20.480 --> 00:13:22.480]  所以寡婦在當時
[00:13:22.480 --> 00:13:25.480]  是非常非常困難的一件事
[00:13:25.480 --> 00:13:27.480]  但是我們看到在這裡
[00:13:27.480 --> 00:13:29.480]  南俄米明知道
[00:13:29.480 --> 00:13:31.480]  她回到自己的鄉下
[00:13:31.480 --> 00:13:33.480]  是只有她自己一個人
[00:13:33.480 --> 00:13:35.480]  她是無依無靠
[00:13:35.480 --> 00:13:37.480]  她的生活都會成問題
[00:13:37.480 --> 00:13:41.480]  甚至她回去的時候已經肯定知道
[00:13:41.480 --> 00:13:45.480]  除非好像現在我們叫的乞丐一樣
[00:13:45.480 --> 00:13:49.480]  讓人施捨一些給她
[00:13:49.480 --> 00:13:52.480]  否則她是無從生存下去的
[00:13:52.480 --> 00:13:54.480]  但是南俄米在這個時候
[00:13:54.480 --> 00:13:57.480]  我們看到有幾件事是很值得我們學的
[00:13:57.480 --> 00:13:59.480]  十一節
[00:13:59.480 --> 00:14:01.480]  我女兒們啊
[00:14:01.480 --> 00:14:03.480]  回去吧
[00:14:03.480 --> 00:14:06.480]  這一句話不是一次說
[00:14:06.480 --> 00:14:08.480]  是兩次
[00:14:08.480 --> 00:14:09.480]  三次
[00:14:09.480 --> 00:14:11.480]  繼續不斷
[00:14:11.480 --> 00:14:12.480]  還是叫她們說
[00:14:12.480 --> 00:14:13.480]  十二節又說
[00:14:13.480 --> 00:14:14.480]  我女兒們啊
[00:14:14.480 --> 00:14:16.480]  回去吧
[00:14:16.480 --> 00:14:18.480]  回去吧
[00:14:18.480 --> 00:14:20.480]  回家吧
[00:14:20.480 --> 00:14:22.480]  你們現在是在摸鴨
[00:14:22.480 --> 00:14:24.480]  你就回去你自己的娘家吧
[00:14:24.480 --> 00:14:26.480]  因為你家就在這裡
[00:14:26.480 --> 00:14:28.480]  我現在不會留在摸鴨了
[00:14:28.480 --> 00:14:30.480]  我要回去百里行
[00:14:30.480 --> 00:14:32.480]  你跟我去那裡幹什麼呢
[00:14:32.480 --> 00:14:35.480]  你去那裡是別人生疏
[00:14:35.480 --> 00:14:37.480]  你不認識我的百姓
[00:14:37.480 --> 00:14:39.480]  你回去吧
[00:14:39.480 --> 00:14:42.480]  我們看到有幾件事是很重要的
[00:14:42.480 --> 00:14:46.480]  她是處處為媳婦著想的
[00:14:46.480 --> 00:14:50.480]  她是叫她們回家
[00:14:50.480 --> 00:14:53.480]  回家你仍然有個照顧
[00:14:53.480 --> 00:14:55.480]  你爸爸媽媽仍然在
[00:14:55.480 --> 00:14:57.480]  你仍然可以嫁人
[00:14:57.480 --> 00:14:59.480]  你仍然可以有個正常的生活
[00:14:59.480 --> 00:15:01.480]  你回去吧
[00:15:01.480 --> 00:15:02.480]  第二
[00:15:02.480 --> 00:15:06.480]  她認定跟著她是沒有好日子過的
[00:15:06.480 --> 00:15:08.480]  在哪裡看到呢
[00:15:08.480 --> 00:15:09.480]  她說
[00:15:09.480 --> 00:15:11.480]  我女兒們啊
[00:15:11.480 --> 00:15:12.480]  回去吧
[00:15:12.480 --> 00:15:13.480]  為什麼要跟著我呢
[00:15:13.480 --> 00:15:16.480]  我還能生子作你們丈夫嗎
[00:15:16.480 --> 00:15:17.480]  我已經老了
[00:15:17.480 --> 00:15:19.480]  我生不了孩子了
[00:15:19.480 --> 00:15:21.480]  第二
[00:15:21.480 --> 00:15:23.480]  我年紀老邁啊
[00:15:23.480 --> 00:15:25.480]  不能夠再有丈夫
[00:15:25.480 --> 00:15:27.480]  我已經不能夠再嫁了
[00:15:27.480 --> 00:15:28.480]  第三
[00:15:28.480 --> 00:15:30.480]  我縱使能夠嫁
[00:15:30.480 --> 00:15:32.480]  縱使可以生子
[00:15:32.480 --> 00:15:36.480]  難道你們可以等著那些兒子長大
[00:15:36.480 --> 00:15:37.480]  你嫁他們嗎
[00:15:37.480 --> 00:15:38.480]  難道這樣
[00:15:38.480 --> 00:15:41.480]  你可以等這麼久都不嫁人嗎
[00:15:41.480 --> 00:15:44.480]  她用盡她的理性
[00:15:44.480 --> 00:15:48.480]  來說服這兩個媳婦
[00:15:48.480 --> 00:15:50.480]  叫他們回家
[00:15:50.480 --> 00:15:53.480]  另一方面
[00:15:53.480 --> 00:15:55.480]  我們看到第十三節
[00:15:55.480 --> 00:15:58.480]  她更加用到情
[00:15:58.480 --> 00:16:00.480]  來說服他們
[00:16:00.480 --> 00:16:03.480]  不單止是你叫他們不要跟著她
[00:16:03.480 --> 00:16:05.480]  她更加用情來說服他們
[00:16:05.480 --> 00:16:07.480]  叫他們走
[00:16:07.480 --> 00:16:09.480]  你們豈能等著他們長大呢
[00:16:09.480 --> 00:16:11.480]  你們豈能等著他們不嫁別人呢
[00:16:11.480 --> 00:16:12.480]  我們一起讀
[00:16:12.480 --> 00:16:14.480]  我女兒們啊
[00:16:14.480 --> 00:16:15.480]  不要這樣
[00:16:15.480 --> 00:16:18.480]  我為你們的緣故心事受苦
[00:16:18.480 --> 00:16:21.480]  因為耶和華伸手攻擊我
[00:16:21.480 --> 00:16:22.480]  她直接告訴我
[00:16:22.480 --> 00:16:23.480]  在這段聖經裏面
[00:16:23.480 --> 00:16:25.480]  我為你們的緣故
[00:16:25.480 --> 00:16:27.480]  我好煩啊
[00:16:27.480 --> 00:16:29.480]  各位親愛的弟兄姊妹
[00:16:29.480 --> 00:16:31.480]  大家想一想
[00:16:31.480 --> 00:16:33.480]  如果你做媳婦
[00:16:33.480 --> 00:16:35.480]  這個婆婆說
[00:16:35.480 --> 00:16:37.480]  是因為你們的緣故
[00:16:37.480 --> 00:16:39.480]  令她更加煩
[00:16:39.480 --> 00:16:41.480]  我想問問大家
[00:16:41.480 --> 00:16:45.480]  有多少人都很想她沒那麼煩
[00:16:45.480 --> 00:16:47.480]  你寧願她沒那麼煩
[00:16:47.480 --> 00:16:49.480]  好吧 那就回家吧
[00:16:49.480 --> 00:16:50.480]  可不可以接受
[00:16:50.480 --> 00:16:51.480]  有多少人
[00:16:51.480 --> 00:16:53.480]  你真的會知情識趣
[00:16:53.480 --> 00:16:54.480]  明明知道她
[00:16:54.480 --> 00:16:55.480]  你整天叫她走
[00:16:55.480 --> 00:16:56.480]  整天跟著你
[00:16:56.480 --> 00:16:57.480]  走啦 走啦 走啦
[00:16:57.480 --> 00:16:58.480]  回家吧 回家吧
[00:16:58.480 --> 00:16:59.480]  另外
[00:16:59.480 --> 00:17:00.480]  如果你不回家的時候
[00:17:00.480 --> 00:17:01.480]  我更煩啊
[00:17:01.480 --> 00:17:03.480]  那有多少人因為這樣的緣故
[00:17:03.480 --> 00:17:04.480]  寧願回家呢
[00:17:04.480 --> 00:17:05.480]  如果是你的話
[00:17:05.480 --> 00:17:07.480]  可不可以接受
[00:17:07.480 --> 00:17:09.480]  OK 好了
[00:17:09.480 --> 00:17:10.480]  那我想問
[00:17:10.480 --> 00:17:12.480]  有多少人煩我都要跟著
[00:17:12.480 --> 00:17:14.480]  可不可以接受
[00:17:14.480 --> 00:17:16.480]  你煩我都要跟著
[00:17:16.480 --> 00:17:18.480]  舉個例子 看看有多少人說
[00:17:18.480 --> 00:17:20.480]  我們當中都不少老德
[00:17:20.480 --> 00:17:22.480]  我為你們感恩
[00:17:22.480 --> 00:17:24.480]  各位親愛的弟兄姊妹
[00:17:24.480 --> 00:17:26.480]  那訛米
[00:17:26.480 --> 00:17:28.480]  在這個地方
[00:17:28.480 --> 00:17:30.480]  一而再再而三
[00:17:30.480 --> 00:17:32.480]  來勸這些媳婦回家
[00:17:32.480 --> 00:17:36.480]  她是為他們的前途著想
[00:17:36.480 --> 00:17:38.480]  她是為他們的幸福著想
[00:17:38.480 --> 00:17:40.480]  另一方面來說
[00:17:40.480 --> 00:17:43.480]  她也不再考慮她自己
[00:17:43.480 --> 00:17:45.480]  因為她知道自己已經沒有希望
[00:17:45.480 --> 00:17:48.480]  她不想因為她自己的事
[00:17:48.480 --> 00:17:51.480]  連累兩個媳婦
[00:17:51.480 --> 00:17:54.480]  但有一樣東西很重要
[00:17:54.480 --> 00:17:57.480]  你看到他們看他們的媳婦
[00:17:57.480 --> 00:17:59.480]  是一個什麼樣的人
[00:17:59.480 --> 00:18:01.480]  為什麼他們之間的關係
[00:18:01.480 --> 00:18:05.480]  成為一個千古傳頌的關係呢
[00:18:05.480 --> 00:18:09.480]  我們看看那訛米看媳婦是什麼人
[00:18:09.480 --> 00:18:15.480]  她稱他們為女兒
[00:18:15.480 --> 00:18:19.480]  當我們看到這個稱呼的時候
[00:18:19.480 --> 00:18:22.480]  你和我很自然就記得
[00:18:22.480 --> 00:18:25.480]  我相信當時的那訛米
[00:18:25.480 --> 00:18:29.480]  他是熟悉摩西五經的人
[00:18:29.480 --> 00:18:32.480]  摩西五經裡面的創世記
[00:18:32.480 --> 00:18:35.400]  是很清楚二章二十四字
[00:18:35.400 --> 00:18:37.940]  因此人要離開父母
[00:18:37.940 --> 00:18:39.860]  與妻子連合
[00:18:39.860 --> 00:18:44.020]  二人成為一體
[00:18:44.020 --> 00:18:46.420]  既然是二人成為一體
