
[00:00:00.000 --> 00:00:05.000]  鄧小姐妹,平安!在我們開始之前,或者我們一齊去祈禱
[00:08:22.000 --> 00:08:24.000]  所以他雖然坐監
[00:08:24.000 --> 00:08:26.000]  不過他當時仍然是自由的
[00:08:26.000 --> 00:08:29.000]  他仍然可以在監獄裏面寫書
[00:08:29.000 --> 00:08:31.000]  可以有人探望他
[00:08:31.000 --> 00:08:36.000]  甚至教會有人派人去照顧他
[00:08:36.000 --> 00:08:41.000]  但是當時羅馬有些兵丁
[00:08:41.000 --> 00:08:43.000]  就要跟他一起鎖住
[00:08:43.000 --> 00:08:45.000]  跟一個守寮鎖住他
[00:08:45.000 --> 00:08:47.000]  就是他們的規矩
[00:08:47.000 --> 00:08:48.000]  有人就說
[00:08:48.000 --> 00:08:52.000]  原來當時他派了一些御林軍
[00:08:52.000 --> 00:08:54.000]  一天有四班
[00:08:54.000 --> 00:08:57.000]  每次有六個
[00:08:57.000 --> 00:09:01.000]  24小時來看著保羅
[00:09:01.000 --> 00:09:04.000]  有人計算
[00:09:04.000 --> 00:09:07.000]  兩年已經有二千多人
[00:09:07.000 --> 00:09:15.000]  而整個御林營有九千多人
[00:09:15.000 --> 00:09:20.000]  所以很多兵丁都聽過保羅的訊息
[00:09:20.000 --> 00:09:22.000]  講傳揚福音
[00:09:22.000 --> 00:09:24.000]  甚至有些野士提過
[00:09:24.000 --> 00:09:29.000]  連尼祿王的太太、姐姐、妹妹、媽媽
[00:09:29.000 --> 00:09:33.000]  都聽過耶穌基督的福音
[00:09:33.000 --> 00:09:34.000]  所以很奇妙
[00:09:34.000 --> 00:09:36.000]  雖然在人的眼光裏面
[00:09:36.000 --> 00:09:39.000]  他現在是面臨逼迫
[00:09:39.000 --> 00:09:42.000]  面臨坐監
[00:09:42.000 --> 00:09:45.000]  但原來神讓他在這個環境裏面
[00:09:45.000 --> 00:09:50.000]  這些軍兵不可以走開
[00:09:50.000 --> 00:09:52.000]  因為他要跟他鎖住一起
[00:09:52.000 --> 00:09:55.000]  他每天都要跟他說
[00:09:55.000 --> 00:09:57.000]  在那裏面
[00:09:57.000 --> 00:10:03.000]  保羅越來越確信上帝帶領他
[00:10:03.000 --> 00:10:06.000]  令其他信徒都知道
[00:10:06.000 --> 00:10:09.000]  保羅坐監時能夠傳揚福音
[00:10:09.000 --> 00:10:13.000]  其實也是一個見證
[00:10:13.000 --> 00:10:15.000]  一個神蹟
[00:10:15.000 --> 00:10:19.000]  我們看到保羅在坐監的裏面
[00:10:19.000 --> 00:10:24.000]  亦有很多給弟兄姊妹的經歷
[00:10:24.000 --> 00:10:25.000]  不過在這段裏面
[00:10:25.000 --> 00:10:28.000]  我們看到保羅的人生
[00:10:28.000 --> 00:10:33.000]  他沒有因為遭遇在困境裏面放棄
[00:10:33.000 --> 00:10:35.000]  或者自怨自艾
[00:10:35.000 --> 00:10:38.000]  而是他為什麼會有這個力量呢
[00:10:38.000 --> 00:10:42.000]  因為他知道他自己的使命
[00:10:42.000 --> 00:10:45.000]  他很確信他人生的目標
[00:10:45.000 --> 00:10:48.000]  他知道他為了什麼要活著
[00:10:48.000 --> 00:10:51.000]  他說雖然在這個時候裏面
[00:10:51.000 --> 00:10:54.000]  有人出於妒忌他
[00:10:54.000 --> 00:10:58.000]  有些人可能對他有很多攻擊
[00:10:58.000 --> 00:11:05.000]  甚至當時有些人結黨、紛爭、不誠實
[00:11:05.000 --> 00:11:08.000]  令到這些事情發生了
[00:11:08.000 --> 00:11:10.000]  但是在保羅裏面
[00:11:10.000 --> 00:11:12.000]  他的心空很廣大
[00:11:12.000 --> 00:11:15.000]  他不會因為當時的環境是這樣的
[00:11:15.000 --> 00:11:17.000]  令到他不開心
[00:11:17.000 --> 00:11:21.000]  他反而更加去傳揚福音
[00:11:21.000 --> 00:11:25.000]  他不會把這些著眼點
[00:11:25.000 --> 00:11:27.000]  覺得人對他的傷害
[00:11:27.000 --> 00:11:29.000]  說他、罵他、攻擊他
[00:11:29.000 --> 00:11:32.000]  令到他氣志低沉
[00:11:32.000 --> 00:11:36.000]  他反而更加覺得只要福音能夠傳開
[00:11:36.000 --> 00:11:38.000]  這個他都不介意
[00:11:38.000 --> 00:11:40.000]  這又何況呢
[00:11:40.000 --> 00:11:43.000]  無論這些人是真心假意
[00:11:43.000 --> 00:11:47.000]  因為他自己是不介意這些人
[00:11:47.000 --> 00:11:50.000]  所謂不介意就是不介意那些人對他
[00:11:50.000 --> 00:11:53.000]  對他說一些不好的話
[00:11:53.000 --> 00:11:55.000]  或者對他一些傷害
[00:11:55.000 --> 00:11:57.000]  他仍然是很努力的
[00:11:57.000 --> 00:12:00.000]  為基督緣故去傳揚福音
[00:12:00.000 --> 00:12:02.000]  為什麼他能夠有一個這麼
[00:12:02.000 --> 00:12:04.000]  心空廣大的心智呢
[00:12:04.000 --> 00:12:07.000]  因為他以基督為主
[00:12:07.000 --> 00:12:10.000]  他知道他的人生是為了什麼
[00:12:10.000 --> 00:12:14.000]  他知道他的人生是為基督而活
[00:12:14.000 --> 00:12:18.000]  他有他的人生的目標
[00:12:18.000 --> 00:12:20.000]  在1981年
[00:12:20.000 --> 00:12:23.000]  獲得奧斯卡最佳電影獎
[00:12:23.000 --> 00:12:25.000]  大家可能當中
[00:12:25.000 --> 00:12:27.000]  有些可能還未出世
[00:12:27.000 --> 00:12:30.000]  或者你也看過那些電影
[00:12:30.000 --> 00:12:32.000]  叫《烈火戰車》
[00:12:32.000 --> 00:12:33.000]  也有一本書
[00:12:33.000 --> 00:12:37.000]  現在在福音書室也有一本書賣
[00:12:37.000 --> 00:12:42.000]  當時在1984年巴黎奧運田徑比賽中
[00:12:42.000 --> 00:12:45.000]  很擅長跑100米的
[00:12:45.000 --> 00:12:47.000]  有一個叫李愛蕊
[00:12:47.000 --> 00:12:53.000]  他是很有天份跑得很快
[00:12:53.000 --> 00:12:58.000]  所以他就代表英國去做這個跑
[00:12:58.000 --> 00:13:02.000]  但是原來那天剛好是星期日
[00:13:02.000 --> 00:13:06.000]  他就知道星期日他要去敬拜神
[00:13:06.000 --> 00:13:10.000]  所以他就拒絕去做這個跑
[00:13:10.000 --> 00:13:11.000]  這個比賽
[00:13:11.000 --> 00:13:14.000]  當時周圍有很多給他壓力
[00:13:14.000 --> 00:13:16.000]  這個李愛蕊的父母
[00:13:16.000 --> 00:13:20.000]  其實他父母都是在大陸做宣教士的
[00:13:20.000 --> 00:13:23.000]  他自己也是天津出世的
[00:13:23.000 --> 00:13:24.000]  不過五歲之後
[00:13:24.000 --> 00:13:26.000]  他就已經跟父母分開
[00:13:26.000 --> 00:13:28.000]  因為父母仍然留在中國船上
[00:13:28.000 --> 00:13:31.000]  而他就回到英國讀書
[00:13:31.000 --> 00:13:37.000]  所以他就代表英國去做這個比賽
[00:13:37.000 --> 00:13:40.000]  不過因為那天是星期日
[00:13:40.000 --> 00:13:44.000]  他覺得他要去敬拜神
[00:13:44.000 --> 00:13:48.000]  而且那個時間剛剛是不適合
[00:13:48.000 --> 00:13:49.000]  他就拒絕
[00:13:49.000 --> 00:13:54.000]  但是那時候就給他很多壓力
[00:13:54.000 --> 00:13:59.000]  後來其中有人就傳了一張紙給他
[00:13:59.000 --> 00:14:03.000]  他說你可以跑得快的
[00:14:03.000 --> 00:14:08.000]  你要相信你能夠可以為神去做見證
[00:14:08.000 --> 00:14:10.000]  他後來就想
[00:14:10.000 --> 00:14:12.000]  好啊 我就不跑100
[00:14:12.000 --> 00:14:13.000]  就改為跑400
[00:14:13.000 --> 00:14:15.000]  但是400不是他的擅長
[00:14:15.000 --> 00:14:17.000]  他擅長是跑100
[00:14:17.000 --> 00:14:19.000]  不過他就憑著信心
[00:14:19.000 --> 00:14:22.000]  他知道他為了要見證少
[00:14:22.000 --> 00:14:24.000]  見證主 榮耀主
[00:14:24.000 --> 00:14:29.000]  他就去接受你去跑這個比賽
[00:14:29.000 --> 00:14:32.000]  因為那個字條提醒他
[00:14:32.000 --> 00:14:34.000]  就說在撒姆爾記上
[00:14:34.000 --> 00:14:35.000]  二章三十祟
[00:14:35.000 --> 00:14:38.000]  他說你尊重我 我並看重他
[00:14:38.000 --> 00:14:40.000]  原來他就看重這件事
[00:14:40.000 --> 00:14:43.000]  他就知道他是為神去做見證
[00:14:43.000 --> 00:14:44.000]  他就去跑
[00:14:44.000 --> 00:14:46.000]  果然在那個時候
[00:14:46.000 --> 00:14:48.000]  他就跑完就去拿獎
[00:14:48.000 --> 00:14:50.000]  大家如果你有興趣
[00:14:50.000 --> 00:14:51.000]  你可以繼續去看
[00:14:51.000 --> 00:14:54.000]  你可以去看這個電影或者這本書
[00:14:54.000 --> 00:14:58.000]  如是者他得到這個獎之後
[00:14:58.000 --> 00:14:59.000]  他沒有因為很驕傲
[00:14:59.000 --> 00:15:01.000]  或者覺得自己很自滿
[00:15:01.000 --> 00:15:03.000]  他反而更加有這個負擔
[00:15:03.000 --> 00:15:05.000]  要好像他的父母一樣
[00:15:05.000 --> 00:15:08.000]  要來中國做傳福音
[00:15:08.000 --> 00:15:11.000]  當時因為是剛剛美日開戰
[00:15:11.000 --> 00:15:14.000]  日本侵略了天津
[00:15:14.000 --> 00:15:17.000]  而他就被抓了
[00:15:17.000 --> 00:15:20.000]  但是他之前就把他的子女
[00:15:20.000 --> 00:15:23.000]  和太太送回去英國
[00:15:23.000 --> 00:15:24.000]  他自己不肯走
[00:15:24.000 --> 00:15:26.000]  就留在中國
[00:15:26.000 --> 00:15:30.000]  最後他就因為長期
[00:15:30.000 --> 00:15:32.000]  那時候還沒有和平
[00:15:32.000 --> 00:15:35.000]  他因為長期被禁
[00:15:35.000 --> 00:15:39.000]  和營養不良就病死了在中國
[00:15:39.000 --> 00:15:41.000]  不過他一生都是為愛著
[00:15:41.000 --> 00:15:44.000]  他知道他人生的目的是為了什麼
[00:15:44.000 --> 00:15:47.000]  他知道他能夠所做的
[00:15:47.000 --> 00:15:49.000]  是要見證著
[00:15:49.000 --> 00:15:51.000]  我們看回保羅
[00:15:51.000 --> 00:15:54.000]  他知道他的生命是為了什麼
[00:15:54.000 --> 00:15:57.000]  因為他知道是神帶領他
[00:15:57.000 --> 00:15:59.000]  可能他面對在逆境的裏面
[00:15:59.000 --> 00:16:01.000]  是不如意
[00:16:01.000 --> 00:16:04.000]  可能一些和他一起侍奉的人
[00:16:04.000 --> 00:16:05.000]  甚至有人攻擊他
[00:16:05.000 --> 00:16:07.000]  他都不在意
[00:16:07.000 --> 00:16:09.000]  因為他知道他的生命
[00:16:09.000 --> 00:16:13.000]  他的人生目標就是要榮耀基督
[00:16:13.000 --> 00:16:16.000]  頂尖梅可能我們今天
[00:16:16.000 --> 00:16:18.000]  或者我們在教會侍奉裏面
[00:16:18.000 --> 00:16:20.000]  我們可能都會遇到一些
[00:16:20.000 --> 00:16:22.000]  大家在侍奉裏面
[00:16:22.000 --> 00:16:23.000]  可能有些有磨擦
[00:16:23.000 --> 00:16:26.000]  或者有些是大家不相同
[00:16:26.000 --> 00:16:28.000]  但是我們會不會願意
[00:16:28.000 --> 00:16:29.000]  因為基督的緣故
[00:16:29.000 --> 00:16:31.000]  我們放下自己
[00:16:31.000 --> 00:16:32.000]  我們願不願意
[00:16:32.000 --> 00:16:34.000]  將我們自己的自我擺下
[00:16:34.000 --> 00:16:36.000]  或者可能那些情況
[00:16:36.000 --> 00:16:38.000]  未必一定是誰對與錯
[00:16:38.000 --> 00:16:40.000]  但是你會不會因為
[00:16:40.000 --> 00:16:42.000]  要榮耀基督的緣故
[00:16:42.000 --> 00:16:43.000]  放下自己
[00:16:43.000 --> 00:16:47.000]  你會不會因為基督愛我們的緣故
[00:16:47.000 --> 00:16:49.000]  讓我們能夠是可以
[00:16:49.000 --> 00:16:51.000]  藉著一起的同心
[00:16:51.000 --> 00:16:52.000]  一起的侍奉
[00:16:52.000 --> 00:16:55.000]  我們來去榮耀主
[00:16:55.000 --> 00:16:58.000]  今天你要做一個有懵福的生命
[00:16:58.000 --> 00:17:00.000]  有一個懵福的生命的時候
[00:17:00.000 --> 00:17:02.000]  我們就要傳承這個使命
[00:17:02.000 --> 00:17:04.000]  我們就要為主來傳揚福音
[00:17:04.000 --> 00:17:07.000]  我們就要去見證主
[00:17:07.000 --> 00:17:09.000]  因為當我們願意
[00:17:09.000 --> 00:17:11.000]  願意放下自己的時候
[00:17:11.000 --> 00:17:14.000]  主的命就能夠被高舉
[00:17:14.000 --> 00:17:18.000]  有時候我們會為了一些人士的問題
[00:17:18.000 --> 00:17:21.000]  我們會很難過
[00:17:21.000 --> 00:17:23.000]  或者未必一定是弟兄姊妹
[00:17:23.000 --> 00:17:25.000]  或者可能是你和你的同事
[00:17:25.000 --> 00:17:27.000]  或者是你和你的家人
[00:17:27.000 --> 00:17:29.000]  或者是你和你至親的人
[00:17:29.000 --> 00:17:31.000]  可能有時候有一些磨擦
[00:17:31.000 --> 00:17:33.000]  叫我們都是因為這些事情
[00:17:33.000 --> 00:17:37.000]  令我們好像很不安
[00:17:37.000 --> 00:17:39.000]  願意我們在新的一年的裏面
[00:17:39.000 --> 00:17:41.000]  我們知道我們人生的目標
[00:17:41.000 --> 00:17:43.000]  我們人生的目的
[00:17:43.000 --> 00:17:45.000]  我們就是要榮耀基督
[00:17:45.000 --> 00:17:48.000]  我們要願意以福音為主
[00:17:48.000 --> 00:17:49.000]  我們才放下一切
[00:17:49.000 --> 00:17:52.000]  我們才能夠去見證主
[00:17:52.000 --> 00:17:56.000]  當保羅來跟弟兄姊妹分享的時候
[00:17:56.000 --> 00:18:00.000]  他能夠更加讓弟兄姊妹體會到
[00:18:00.000 --> 00:18:03.000]  這個牧者他怎樣去愛他
[00:18:03.000 --> 00:18:05.000]  所以有人去形容保羅
[00:18:05.000 --> 00:18:08.000]  就是一個很濃情的牧者
[00:18:08.000 --> 00:18:10.000]  也是一個很詳情的牧者
[00:18:10.000 --> 00:18:13.000]  他常常在他的書信裏面提到
[00:18:13.000 --> 00:18:15.000]  我將你們放在我的心裏面
[00:18:15.000 --> 00:18:18.000]  他是記掛著他們的需要
[00:18:18.000 --> 00:18:20.000]  我記得很多年前
[00:18:20.000 --> 00:18:23.000]  我讀書的時候
[00:18:23.000 --> 00:18:24.000]  我的同房
[00:18:24.000 --> 00:18:26.000]  不是我自己回的那間教會
[00:18:26.000 --> 00:18:28.000]  我同房有一個
[00:18:28.000 --> 00:18:30.000]  他回的那間教會
[00:18:30.000 --> 00:18:33.000]  那個牧師他們稱他為張爸爸
[00:18:33.000 --> 00:18:36.000]  我問他為甚麼叫牧師叫張爸爸呢
[00:18:36.000 --> 00:18:38.000]  原來這個牧者
[00:18:38.000 --> 00:18:40.000]  是很愛他們的學生
[00:18:40.000 --> 00:18:41.000]  這些留學生來到
[00:18:41.000 --> 00:18:43.000]  他就接他們的飛機
[00:18:43.000 --> 00:18:45.000]  或者他回香港送他們的飛機
[00:18:45.000 --> 00:18:47.000]  原來在冬天
[00:18:47.000 --> 00:18:49.000]  他們會跟他們一起
[00:18:49.000 --> 00:18:52.000]  新生一起去買棉被
[00:18:52.000 --> 00:18:54.000]  一樣都很照顧他們
[00:18:54.000 --> 00:18:56.000]  所以這一群留學生
[00:18:56.000 --> 00:18:58.000]  是很愛這個牧者
[00:18:58.000 --> 00:19:00.000]  而這個牧者也很愛他們
[00:19:00.000 --> 00:19:02.000]  好像將他們成為一家人一樣
[00:19:02.000 --> 00:19:03.000]  我很羨慕
[00:19:03.000 --> 00:19:04.000]  有一次我們就跟著他
[00:19:04.000 --> 00:19:05.000]  因為我那時候
[00:19:05.000 --> 00:19:06.000]  回到另外一間教會
[00:19:06.000 --> 00:19:08.000]  我不可以因為別人這樣
[00:19:08.000 --> 00:19:10.000]  就轉去別人那裡
[00:19:10.000 --> 00:19:11.000]  我跟他一起
[00:19:11.000 --> 00:19:12.000]  我不認識他
[00:19:12.000 --> 00:19:15.000]  但他也當我們這些學生很好
[00:19:15.000 --> 00:19:16.000]  很照顧
[00:19:16.000 --> 00:19:17.000]  知道我們是新來的
[00:19:17.000 --> 00:19:20.000]  他自己其實沒有結婚
[00:19:20.000 --> 00:19:22.000]  他煮飯給我們吃
[00:19:22.000 --> 00:19:23.000]  煮大鍋飯
[00:19:23.000 --> 00:19:25.000]  一鍋飯
[00:19:25.000 --> 00:19:26.000]  雖然不知道好不好吃
[00:19:26.000 --> 00:19:27.000]  不記得了
[00:19:27.000 --> 00:19:29.000]  但我們很體會他的愛
[00:19:29.000 --> 00:19:32.000]  他的關懷
[00:19:32.000 --> 00:19:35.000]  這個就是愛心
[00:19:35.000 --> 00:19:38.000]  就是能夠建立了生命
[00:19:38.000 --> 00:19:39.000]  所以我近日的領袖
[00:19:39.000 --> 00:19:40.000]  也很體會到
[00:19:40.000 --> 00:19:42.000]  我們人與人之間
[00:19:42.000 --> 00:19:43.000]  我們在侍奉的裡面
[00:19:43.000 --> 00:19:45.000]  我們需要建立生命
[00:19:45.000 --> 00:19:47.000]  不要去看一些負面的東西
[00:19:47.000 --> 00:19:49.000]  我們是需要大家一起
[00:19:49.000 --> 00:19:51.000]  同心為了基督的緣故
[00:19:51.000 --> 00:19:53.000]  我們建立生命
[00:19:53.000 --> 00:19:54.000]  以致讓我們中間
[00:19:54.000 --> 00:19:56.000]  有一些不和諧
[00:19:56.000 --> 00:19:58.000]  或者總是覺得有些東西
[00:19:58.000 --> 00:20:00.000]  我們拿走
[00:20:00.000 --> 00:20:01.000]  建立生命
[00:20:01.000 --> 00:20:04.000]  是我們去見證著
[00:20:04.000 --> 00:20:06.000]  我體會到保羅
[00:20:06.000 --> 00:20:08.000]  他真是一個好牧者
[00:20:08.000 --> 00:20:09.000]  他很愛他的教會
[00:20:09.000 --> 00:20:12.000]  甚至大家讀哥倫多後書
[00:20:12.000 --> 00:20:14.000]  哥倫多書信的時候
[00:20:14.000 --> 00:20:16.000]  你也看到
[00:20:16.000 --> 00:20:18.000]  教會對他有多少的傷害
[00:20:18.000 --> 00:20:20.000]  所以有人說
[00:20:20.000 --> 00:20:23.000]  問題多多哥倫多
[00:20:23.000 --> 00:20:26.000]  但是你看回在保羅裡面
[00:20:26.000 --> 00:20:27.000]  他在哥倫多後書裡面
[00:20:27.000 --> 00:20:28.000]  他是怎樣的
[00:20:28.000 --> 00:20:31.000]  他說我將你放在我的心上
[00:20:31.000 --> 00:20:32.000]  你是我的心上
[00:20:32.000 --> 00:20:34.000]  雖然那些人去攻擊的時候
[00:20:34.000 --> 00:20:37.000]  他仍然是記掛著他
[00:20:37.000 --> 00:20:40.000]  我們不是要說一些
[00:20:40.000 --> 00:20:42.000]  有很多人說
[00:20:42.000 --> 00:20:44.000]  我們基督徒好像說一些
[00:20:44.000 --> 00:20:47.000]  上了天的事
