
[00:00:00.000 --> 00:00:04.000]  第 5 節
[00:05:20.000 --> 00:05:22.000]  所以有時候我們覺得神
[00:05:22.000 --> 00:05:25.000]  在我們身上都好像令我們很痛
[00:05:25.000 --> 00:05:30.000]  因為我們太多不合神心意的地方
[00:05:30.000 --> 00:05:32.000]  神要改變我們
[00:05:32.000 --> 00:05:34.000]  雕琢我們
[00:05:34.000 --> 00:05:36.000]  將那些不好的地方
[00:05:36.000 --> 00:05:38.000]  削掉它
[00:05:38.000 --> 00:05:39.000]  斬掉它
[00:05:39.000 --> 00:05:40.000]  不要
[00:05:40.000 --> 00:05:44.000]  譬如我過去可能都會挺大脾氣的
[00:05:44.000 --> 00:05:47.000]  過去我可能都很暴躁的
[00:05:47.000 --> 00:05:49.000]  但是慢慢慢慢
[00:05:49.000 --> 00:05:52.000]  聖靈在我的心腸裏面改變我
[00:05:52.000 --> 00:05:55.000]  神又次給我一個很好的師母
[00:05:55.000 --> 00:05:56.000]  時時提醒我
[00:05:56.000 --> 00:05:58.000]  勸誡我
[00:05:58.000 --> 00:06:00.000]  所以我的性情
[00:06:00.000 --> 00:06:02.000]  會慢慢慢慢改變
[00:06:02.000 --> 00:06:04.000]  各位親愛的弟兄姊妹
[00:06:04.000 --> 00:06:08.000]  原來我們基督徒是在走一條旅程
[00:06:08.000 --> 00:06:09.000]  在這個旅程上面
[00:06:09.000 --> 00:06:11.000]  我們應該不斷地成長
[00:06:11.000 --> 00:06:13.000]  不斷地長進
[00:06:13.000 --> 00:06:15.000]  不斷地渴望神
[00:06:15.000 --> 00:06:17.000]  就好像這個藝術家
[00:06:17.000 --> 00:06:20.000]  當他在雕琢的過程當中的時候
[00:06:20.000 --> 00:06:22.000]  他不斷地求完美
[00:06:22.000 --> 00:06:25.000]  追求要將這件作品
[00:06:25.000 --> 00:06:26.000]  做到完美
[00:06:26.000 --> 00:06:29.000]  做到十全十美
[00:06:29.000 --> 00:06:30.000]  原來今天
[00:06:30.000 --> 00:06:33.000]  神都是繼續在我們的生命裏面
[00:06:33.000 --> 00:06:34.000]  要雕琢我們
[00:06:34.000 --> 00:06:36.000]  要塑造我們
[00:06:36.000 --> 00:06:39.000]  直到我們合祂的心意
[00:06:39.000 --> 00:06:41.000]  然後神就可以使用我們
[00:06:41.000 --> 00:06:43.000]  聖經裏面怎麽說呢
[00:06:43.000 --> 00:06:46.000]  神就是那個創造我們的神
[00:06:46.000 --> 00:06:49.000]  祂將我們做成一件傑作
[00:06:49.000 --> 00:06:50.000]  一個作品
[00:06:50.000 --> 00:06:52.000]  然後目的是什麽
[00:06:52.000 --> 00:06:55.000]  就是叫我們去行善
[00:06:55.000 --> 00:06:57.000]  原來神預定了
[00:06:57.000 --> 00:07:00.000]  我們要做一些美好的事
[00:07:00.000 --> 00:07:03.000]  是能夠見證祂、榮耀祂的
[00:07:03.000 --> 00:07:04.000]  我時時都說
[00:07:04.000 --> 00:07:07.000]  神選了我們做神的餘女
[00:07:07.000 --> 00:07:10.000]  神在我們身上有祂的計劃
[00:07:10.000 --> 00:07:11.000]  有祂的旨意
[00:07:11.000 --> 00:07:14.000]  祂給我們有召喚的
[00:07:14.000 --> 00:07:16.000]  每一個人都有不同的照明
[00:07:16.000 --> 00:07:19.000]  然後我們按照這個照明
[00:07:19.000 --> 00:07:21.000]  我們去發揮我們所長
[00:07:21.000 --> 00:07:24.000]  我們就能夠見證我們的神
[00:07:24.000 --> 00:07:26.000]  榮耀我們的神
[00:07:26.000 --> 00:07:28.000]  今天我們每一個信徒
[00:07:28.000 --> 00:07:31.000]  都是神的見證人
[00:07:31.000 --> 00:07:33.000]  讓我們在地上生活
[00:07:33.000 --> 00:07:35.000]  在我們的職場上
[00:07:35.000 --> 00:07:37.000]  在我們的社交圈子裏面
[00:07:37.000 --> 00:07:39.000]  在我們的家庭中
[00:07:39.000 --> 00:07:42.000]  我們成為活潑的見證人
[00:07:42.000 --> 00:07:46.000]  能夠好好地將神給我們
[00:07:46.000 --> 00:07:49.000]  神交托我們的使命
[00:07:49.000 --> 00:07:50.000]  我們活出來
[00:07:50.000 --> 00:07:53.000]  見證我們神的榮美
[00:07:53.000 --> 00:07:57.000]  叫世人將榮耀歸給神
[00:07:57.000 --> 00:07:59.000]  我見過一位的姊妹
[00:07:59.000 --> 00:08:01.000]  她很有音樂的因子
[00:08:01.000 --> 00:08:03.000]  於是她就有負擔
[00:08:03.000 --> 00:08:07.000]  要搞了一個兒童的師班
[00:08:07.000 --> 00:08:09.000]  去培育他們訓練他們
[00:08:09.000 --> 00:08:11.000]  每年他們有幾次的演出
[00:08:11.000 --> 00:08:14.000]  我有機會去參加他們的演出
[00:08:14.000 --> 00:08:16.000]  我心裏面真的很讚嘆
[00:08:16.000 --> 00:08:18.000]  那幫小朋友
[00:08:18.000 --> 00:08:20.000]  就被她塑造到
[00:08:20.000 --> 00:08:22.000]  很喜歡歌唱
[00:08:22.000 --> 00:08:24.000]  很活潑地
[00:08:24.000 --> 00:08:27.000]  將那份生命流露出來
[00:08:27.000 --> 00:08:30.000]  因為這位姊妹她有因子
[00:08:30.000 --> 00:08:32.000]  神就使用她
[00:08:32.000 --> 00:08:35.000]  叫她能夠讓這幫孩童
[00:08:35.000 --> 00:08:37.000]  在音樂上面成長
[00:08:37.000 --> 00:08:39.000]  歸榮耀給神
[00:08:39.000 --> 00:08:42.000]  今天你和我都有任務
[00:08:42.000 --> 00:08:45.000]  神將任務交托給我們
[00:08:45.000 --> 00:08:48.000]  所以你就是神的作品
[00:08:48.000 --> 00:08:49.000]  神的傑作
[00:08:49.000 --> 00:08:52.000]  讓神繼續在你的生命裏面
[00:08:52.000 --> 00:08:54.000]  不斷的雕琢你
[00:08:54.000 --> 00:08:58.000]  以致你一生就榮耀神
[00:08:58.000 --> 00:09:00.000]  見證神的作為
[00:09:00.000 --> 00:09:02.000]  所以願神祝福你
[00:09:02.000 --> 00:09:03.000]  你不要經常說
[00:09:03.000 --> 00:09:07.000]  我是小人物
[00:09:07.000 --> 00:09:08.000]  我沒什麼用的
[00:09:08.000 --> 00:09:09.000]  不是啊
[00:09:09.000 --> 00:09:12.000]  我們每個人都是神的作品
[00:09:12.000 --> 00:09:13.000]  神要用你
[00:09:13.000 --> 00:09:15.000]  神要使用你
[00:09:15.000 --> 00:09:16.000]  讓你的生命
[00:09:16.000 --> 00:09:20.000]  成為活潑美好的見證
[00:09:20.000 --> 00:09:21.660]  願神賜福給你
