
[00:00:00.000 --> 00:00:02.960]  聽知每早神很高興再次能夠在主日的時間
[00:01:33.280 --> 00:01:35.720]  奉靠主耶穌的聖名至教
[00:01:35.720 --> 00:01:36.520]  阿們
[00:01:36.520 --> 00:01:40.760]  今天和大家一起看的經文是
[00:01:40.760 --> 00:01:42.920]  加拉太書的第一章
[00:01:42.920 --> 00:01:45.640]  從第三節至第五節
[00:01:45.640 --> 00:01:48.040]  今天和大家一起看的講題
[00:01:48.040 --> 00:01:53.360]  就是在神裡面發生的一些時移世易的改變
[00:01:53.360 --> 00:01:58.800]  今天講的經文是從耶穌基督的第一章
[00:01:58.800 --> 00:02:02.240]  第1章3-5
[00:02:02.240 --> 00:02:06.160]  今天我們想討論一個主題
[00:02:06.160 --> 00:02:08.400]  就是時移世易的改變
[00:02:08.400 --> 00:02:10.000]  好,讓我們在開始之前
[00:02:10.000 --> 00:02:12.880]  我們再次先認識一下這篇經文
[00:02:12.880 --> 00:02:16.520]  讓我再次為大家讀出加拉太書
[00:02:16.520 --> 00:02:21.040]  從第一章的第一節至到第五節
[00:02:21.040 --> 00:02:24.240]  讓我們先了解一下整段的開場白
[00:02:24.240 --> 00:02:25.680]  究竟是講些什麼
[00:02:25.680 --> 00:02:29.800]  然後我們今天會集中去看第三至到第五節
[00:02:29.800 --> 00:02:32.080]  好,當我們打開聖經的話
[00:02:32.080 --> 00:02:34.120]  也與我一起去思想
[00:02:34.120 --> 00:02:37.600]  我會和大家一起去讀和合本聖經
[00:02:37.600 --> 00:02:41.280]  然後我會再去看NRSV的譯本
[00:02:41.280 --> 00:02:43.240]  從第一至到第五節
[00:02:43.240 --> 00:02:44.520]  而在講道的時間
[00:02:44.520 --> 00:02:53.040]  我很多時候都會參考NET版本New English Translation
[00:02:53.040 --> 00:02:55.600]  好,加拉太書的第一章
[00:02:55.600 --> 00:02:57.320]  從第一節
[00:02:57.320 --> 00:03:00.320]  作使徒的保羅不是由於人
[00:03:00.320 --> 00:03:02.080]  也不是借著人
[00:03:02.080 --> 00:03:04.360]  乃是借著耶穌基督
[00:03:04.360 --> 00:03:08.320]  與叫他從死裡復活的父上帝
[00:03:08.320 --> 00:03:11.400]  和一切與我同在的眾弟兄
[00:03:11.400 --> 00:03:14.480]  寫信給加拉太的各教會
[00:03:14.480 --> 00:03:15.800]  願因為平安
[00:03:15.800 --> 00:03:20.920]  從父上帝與我們的主耶穌基督歸於你們
[00:03:20.920 --> 00:03:24.680]  基督照我們父上帝的旨意
[00:03:24.680 --> 00:03:27.160]  為我們的罪捨己
[00:03:27.160 --> 00:03:30.760]  要救我們脫離這罪惡的世代
[00:03:30.760 --> 00:03:33.360]  但願榮耀歸於上帝
[00:03:33.360 --> 00:03:35.200]  直到永永遠遠
[00:03:35.200 --> 00:03:36.280]  阿們
[00:03:36.280 --> 00:03:39.280]  作使徒的保羅不是由於人
[00:03:39.280 --> 00:03:41.160]  也不是借著人
[00:03:41.160 --> 00:03:43.520]  乃是借著耶穌基督
[00:03:43.520 --> 00:03:47.440]  與叫他從死裡復活的父上帝
[00:03:47.440 --> 00:03:50.880]  和一切與他同在的眾弟兄
[00:03:50.880 --> 00:03:54.160]  寫信給加拉太的各教會
[00:03:54.160 --> 00:03:55.640]  願因為平安
[00:03:55.640 --> 00:04:00.960]  從父上帝與我們的主耶穌基督歸於你們
[00:04:00.960 --> 00:04:04.200]  基督照我們父上帝的旨意
[00:04:04.200 --> 00:04:06.440]  為我們的罪捨己
[00:04:06.440 --> 00:04:10.120]  要救我們脫離這罪惡的世代
[00:04:10.120 --> 00:04:12.840]  但願榮耀歸於神
[00:04:12.840 --> 00:04:14.680]  直到永永遠遠
[00:04:14.680 --> 00:04:16.520]  阿們
[00:04:42.840 --> 00:04:44.480]  在我很年輕的時候
[00:04:44.480 --> 00:04:48.960]  很多時候都和長輩一起去喝茶、吃飯
[00:04:48.960 --> 00:04:52.600]  有時候甚至和我父親早晨的時候
[00:04:52.600 --> 00:04:56.600]  會去喝茶、吃飯
[00:04:56.600 --> 00:04:59.800]  甚至和我父親早餐的時候
[00:04:59.800 --> 00:05:03.400]  會去喝茶、吃飯
[00:05:03.400 --> 00:05:06.120]  和我父親一起喝茶、吃飯
[00:05:06.120 --> 00:05:14.560]  有時候甚至和我父親早餐的時候會去喝早茶
[00:05:14.560 --> 00:05:18.640]  很多時候聽見長輩
[00:05:18.640 --> 00:05:21.560]  他們在對話當中經常說這句話
[00:05:21.560 --> 00:05:23.160]  「世界真的變了」
[00:05:23.160 --> 00:05:27.680]  又或者問一些「時移世易」
[00:05:27.680 --> 00:05:29.280]  作為當時的我
[00:05:29.280 --> 00:05:31.640]  因為仍然很年輕
[00:05:31.640 --> 00:05:34.960]  我的世界只有十年八載的日子
[00:05:34.960 --> 00:05:37.200]  對於所謂「世界變了」
[00:05:37.200 --> 00:05:39.200]  「時移世易」等等這些說話
[00:05:39.200 --> 00:05:41.440]  都沒有太大的感受
[00:05:41.440 --> 00:05:45.040]  但是隨著自己年紀開始大了
[00:05:45.040 --> 00:05:51.040]  或者是要真的面對人生很多事情的時候
[00:05:51.040 --> 00:05:53.080]  不僅感覺到這個世界
[00:05:53.080 --> 00:05:55.440]  分分秒秒都在改變
[00:05:55.440 --> 00:05:58.640]  而且更加變得越來越差
[00:05:58.640 --> 00:06:00.880]  更加變得越來越急
[00:06:00.880 --> 00:06:05.680]  而且更加變得越來越橫蠻無理的世代
[00:06:05.680 --> 00:06:09.600]  甚至會發覺到在現在這個世界的改變裏面
[00:06:09.600 --> 00:06:11.040]  沒有一個人
[00:06:11.040 --> 00:06:12.680]  不可以說任何一個人
[00:06:12.680 --> 00:06:17.200]  沒有一個人可以說是可以阻止這種改變的勢頭
[00:06:17.200 --> 00:06:19.720]  甚至可以控制這個勢頭
[00:06:19.720 --> 00:06:25.360]  這個世界再不是可以說是被人可以去籌算計劃
[00:06:25.360 --> 00:06:30.720]  當然我這番話聽起來好像是人生哲理
[00:06:30.720 --> 00:06:33.880]  只是說道當然不是說人生哲理
[00:06:33.880 --> 00:06:36.760]  是說一些有關神國的事情
[00:06:36.760 --> 00:06:39.440]  是說一些有關神的子民
[00:06:39.440 --> 00:06:42.680]  怎樣活在神國裏面的事情
[00:06:42.680 --> 00:06:46.400]  但是在聖經當中的記載也不是離地
[00:06:46.400 --> 00:06:50.400]  其實很貼近於我們人生很多的範疇
[00:06:50.400 --> 00:06:54.680]  因為雖然聖經裏面不是強調說
[00:06:54.680 --> 00:06:57.880]  今天只是怎樣解決這個世界的問題
[00:06:57.880 --> 00:07:02.240]  聖經其實更重要的是藉著這個世界的時代
[00:07:02.240 --> 00:07:05.000]  改變這個規律
[00:07:05.000 --> 00:07:06.600]  讓我們去看見
[00:07:06.600 --> 00:07:10.000]  原來聖經有一個很期盼的改變
[00:07:10.000 --> 00:07:13.080]  這個改變是從一個罪惡的世界
[00:07:13.080 --> 00:07:18.080]  改變成為一個沒有恩惠和平安所組成的
[00:07:18.080 --> 00:07:21.360]  一個拯救為中心的時代
[00:07:21.360 --> 00:07:23.360]  也可以簡單一點來說
[00:07:23.360 --> 00:07:27.560]  是將一個罪惡滿盈的時代
[00:07:27.560 --> 00:07:34.000]  將它變成一個合神心意的神永恆的國度
[00:07:34.000 --> 00:07:37.400]  今天我們去看《加拉太書》第一章
[00:07:37.400 --> 00:07:41.280]  我們集中去看第三節至第五節的經文
[00:07:41.280 --> 00:07:45.160]  我們就看見這個時代的巨輪的改變
[00:07:45.160 --> 00:07:46.440]  但是這個改變
[00:07:46.440 --> 00:07:50.680]  其實在上帝的心目中是有一個特定的意思
[00:07:50.680 --> 00:07:53.360]  我們再回去看這段聖經
[00:07:53.360 --> 00:07:56.680]  我們會分為兩個部分去看這段經文
[00:07:56.680 --> 00:07:59.520]  我們先會去看第三和第四節
[00:07:59.520 --> 00:08:01.240]  如果大家有聖經的話
[00:08:01.240 --> 00:08:02.720]  讓我再讀多一次
[00:08:02.720 --> 00:08:04.200]  第三和第四節
[00:08:04.200 --> 00:08:07.920]  我會分別讀出中文和NET的版本
[00:08:07.920 --> 00:08:11.400]  第三節和第四節
[00:08:11.400 --> 00:08:13.560]  「願恩惠平安
[00:08:13.560 --> 00:08:18.680]  從父上帝與我們的主耶穌基督歸與你們
[00:08:18.680 --> 00:08:21.920]  基督照我們父上帝的旨意
[00:08:21.920 --> 00:08:24.560]  為我們的罪捨己
[00:08:24.560 --> 00:08:27.920]  要救我們脫離這罪惡的世代
[00:08:27.920 --> 00:08:30.560]  願恩惠平安
[00:08:30.560 --> 00:08:34.480]  從父上帝與我們的主耶穌基督歸與你們
[00:08:34.480 --> 00:08:37.680]  基督照我們父上帝的旨意
[00:08:37.680 --> 00:08:39.920]  為我們的罪捨己
[00:08:39.920 --> 00:08:43.480]  要救我們脫離這罪惡的世代
[00:08:43.480 --> 00:08:45.960]  Grace and peace to you
[00:08:45.960 --> 00:08:49.840]  from God the Father and our Lord Jesus Christ
[00:08:49.840 --> 00:08:52.880]  who gave himself for our sins
[00:08:52.880 --> 00:08:56.880]  to rescue us from this present evil age
[00:08:56.880 --> 00:09:01.600]  according to the will of our God and Father」
[00:09:01.600 --> 00:09:06.280]  在這裡的單單的兩節經文裡
[00:09:06.280 --> 00:09:07.560]  一般的信徒就說
[00:09:07.560 --> 00:09:10.840]  只不過是一封書信的問安語
[00:09:10.840 --> 00:09:12.520]  很簡單的東西
[00:09:12.520 --> 00:09:13.680]  但實質上
[00:09:13.680 --> 00:09:17.200]  如果我們已經看到第一和第二節
[00:09:17.200 --> 00:09:21.360]  在開頭雖然很簡單地介紹到
[00:09:21.360 --> 00:09:25.680]  保羅他自己作為一個使徒的身份的來源
[00:09:25.680 --> 00:09:29.840]  原來是基於基督、耶穌和父神
[00:09:29.840 --> 00:09:31.640]  接著保羅在這裡
[00:09:31.640 --> 00:09:33.280]  從第三到第四節
[00:09:33.280 --> 00:09:36.840]  就要更進一步去說明告訴他們
[00:09:36.840 --> 00:09:38.760]  耶穌、基督和父神
[00:09:38.760 --> 00:09:43.000]  其實要揭開一個新時代的一頁
[00:09:43.000 --> 00:09:44.400]  而這個新的時代
[00:09:44.400 --> 00:09:48.560]  是由恩惠和平安所組成的
[00:09:48.560 --> 00:09:52.160]  一個稱之為「拯救的時代」
[00:09:52.160 --> 00:09:54.440]  在第三到第四節裡
[00:09:54.440 --> 00:09:58.040]  雖然看起來像一個很簡單的問安語
[00:09:58.040 --> 00:10:00.800]  但其實它和第一和第二節
[00:10:00.800 --> 00:10:02.720]  那種不平凡
[00:10:02.720 --> 00:10:05.440]  是可以說是相得益彰
[00:10:05.440 --> 00:10:07.280]  相映成趣的
[00:10:07.280 --> 00:10:09.720]  因為在第三和第四節裡
[00:10:09.720 --> 00:10:13.680]  是揭示了一個「拯救的時代」的開始
[00:10:13.680 --> 00:10:15.120]  也可以這麼說
[00:10:15.120 --> 00:10:16.840]  這個「拯救的時代」
[00:10:16.840 --> 00:10:21.160]  是源自於父神和耶穌基督
[00:10:21.160 --> 00:10:23.080]  其實如果我們仔細去看看
[00:10:23.080 --> 00:10:27.840]  無論在第一節和第二節裡所介紹的
[00:10:27.840 --> 00:10:33.080]  原來父神和耶穌基督是緊密地一起行動
[00:10:33.080 --> 00:10:37.320]  父神是幕後整個的總設計師
[00:10:37.320 --> 00:10:40.320]  而耶穌基督是那個執行者
[00:10:40.320 --> 00:10:42.360]  在上次我們已經說過了
[00:10:42.360 --> 00:10:45.760]  一個主帥和一個將軍的關係
[00:10:45.760 --> 00:10:47.880]  只要大家一起去打勝仗
[00:10:47.880 --> 00:10:50.800]  其實大家都可以分享那份喜悅
[00:10:50.800 --> 00:10:52.080]  在這裡也不是說
[00:10:52.080 --> 00:10:55.400]  究竟關於三位一體這個神學
[00:10:55.400 --> 00:10:58.640]  而的而且確從經文裡面告訴我們
[00:10:58.640 --> 00:11:01.160]  耶穌基督其實祂的行動
[00:11:01.160 --> 00:11:04.560]  是有父神的直接參與和設計
[00:11:04.560 --> 00:11:07.920]  而這個介紹來到第三、第四節
[00:11:07.920 --> 00:11:09.440]  沒有停頓不止
[00:11:09.440 --> 00:11:13.040]  而且再次地去強調和引申
[00:11:13.040 --> 00:11:15.120]  所以當我們讀到第三節的時候
[00:11:15.120 --> 00:11:16.480]  我們同樣看見
[00:11:16.480 --> 00:11:18.600]  願恩惠平安
[00:11:18.600 --> 00:11:23.400]  從父上帝與我們主耶穌基督
[00:11:23.400 --> 00:11:25.400]  那裡歸於你們
[00:11:25.400 --> 00:11:29.200]  這個片語這個組合
[00:11:29.200 --> 00:11:33.520]  父神和耶穌基督這個同工的組合
[00:11:33.520 --> 00:11:36.760]  是仍然是保羅所強調的
[00:11:36.760 --> 00:11:40.280]  不過我們會留意到來到第三節的時候
[00:11:40.280 --> 00:11:43.240]  那個結構原來倒轉了過來
[00:11:43.240 --> 00:11:44.320]  怎麼倒轉呢?
[00:11:44.320 --> 00:11:46.920]  在先前我們從第一和第二節裡面
[00:11:46.920 --> 00:11:48.080]  我們講到
[00:11:48.080 --> 00:11:51.120]  原來這個保羅的仕途的身份
[00:11:51.120 --> 00:11:56.440]  是藉著耶穌基督和父神而帶來的
[00:11:56.440 --> 00:11:58.040]  只不過在那裡
[00:11:58.040 --> 00:12:02.240]  再將父神的角色作引申
[00:12:02.240 --> 00:12:03.240]  什麼引申呢?
[00:12:03.240 --> 00:12:06.800]  原來是父神驕耶穌基督
[00:12:06.800 --> 00:12:10.640]  或者父神使耶穌基督從死裡復活
[00:12:10.640 --> 00:12:12.360]  換句話來說
[00:12:12.360 --> 00:12:14.880]  父神是第一層的源頭
[00:12:14.880 --> 00:12:16.560]  耶穌基督執行
[00:12:16.560 --> 00:12:19.320]  然後父神在過程當中參與
[00:12:19.320 --> 00:12:23.840]  而來到這裡我們看的第三和第四節
[00:12:23.840 --> 00:12:26.840]  我們看到原來那個次序有些改變
[00:12:26.840 --> 00:12:27.880]  他這裡說
[00:12:27.880 --> 00:12:29.360]  願恩惠平安
[00:12:29.360 --> 00:12:35.800]  是先從父神與主耶穌基督歸於你們
[00:12:35.800 --> 00:12:38.320]  為什麼你會覺得這麼特別呢?
[00:12:38.320 --> 00:12:42.600]  這個其實一方面是從傳統上
[00:12:42.600 --> 00:12:45.200]  一個猶太人的寫作手法
[00:12:45.200 --> 00:12:47.320]  我們稱之為 Inclusio
[00:12:47.320 --> 00:12:50.400]  或者一個叫做摺疊式的
[00:12:50.400 --> 00:12:53.320]  或者有些學者叫做扇形的一個說法
[00:12:53.320 --> 00:12:55.320]  從A、B
[00:12:55.320 --> 00:12:58.560]  然後講Bπ、Aπ這個組合
[00:12:58.560 --> 00:13:00.320]  A當然是指耶穌
[00:13:00.320 --> 00:13:02.040]  B講到是父神
[00:13:02.040 --> 00:13:04.040]  而現在來到這一節
[00:13:04.040 --> 00:13:05.640]  再將它反過來
[00:13:05.640 --> 00:13:08.160]  講回耶穌然後再父神
[00:13:08.160 --> 00:13:12.320]  其實從這個結構上我們會發現
[00:13:12.320 --> 00:13:16.480]  作者其實有一個延展性的介紹
[00:13:16.480 --> 00:13:18.240]  告訴我們知道
[00:13:18.240 --> 00:13:20.240]  延展性是什麼呢?
[00:13:20.240 --> 00:13:24.760]  原來上頭才講完耶穌基督的仕途身份
[00:13:24.760 --> 00:13:31.120]  是藉著由耶穌基督與父神而帶來的
[00:13:31.120 --> 00:13:33.400]  但是來到這裡就告訴我們
[00:13:33.400 --> 00:13:37.080]  原來因為平安這個拯救
[00:13:37.400 --> 00:13:38.720]  那個塑造者
[00:13:38.720 --> 00:13:42.200]  原來是主耶穌基督為主
[00:13:42.200 --> 00:13:45.520]  所以在這裡就作了一個隱身的介紹
[00:13:45.520 --> 00:13:48.200]  就在第四節那裡介紹給我們知道
[00:13:48.200 --> 00:13:48.840]  是什麼呢?
[00:13:48.840 --> 00:13:50.120]  是耶穌基督
[00:13:50.120 --> 00:13:52.960]  照著我們父神的旨意
[00:13:52.960 --> 00:13:55.520]  為我們的罪捨己
[00:13:55.520 --> 00:13:59.760]  要救我們脫離罪惡的世代
[00:13:59.760 --> 00:14:01.920]  這個摺疊式
[00:14:01.920 --> 00:14:06.400]  或者我們稱為 Inclusio 的一個寫作手法
[00:14:07.720 --> 00:14:11.240]  從一個仕途的身份開始
[00:14:11.240 --> 00:14:15.000]  到現在講到一個新時代的創立
[00:14:15.000 --> 00:14:18.960]  前者由父神成就耶穌基督
[00:14:18.960 --> 00:14:21.760]  然後寫到保羅有這個仕途身份
[00:14:21.760 --> 00:14:22.360]  好了
[00:14:22.360 --> 00:14:23.680]  當仕途的身份
[00:14:23.680 --> 00:14:26.360]  這些人被訂定下來的時候
[00:14:26.360 --> 00:14:28.200]  他們去傳福音
[00:14:28.200 --> 00:14:29.680]  傳主的道理
[00:14:29.680 --> 00:14:31.080]  傳的時候
[00:14:31.080 --> 00:14:32.560]  那個道理是什麼呢?
[00:14:32.560 --> 00:14:34.720]  在這裡就馬上在第三和第四節
[00:14:34.720 --> 00:14:36.480]  馬上介紹給我們知道
[00:14:37.520 --> 00:14:39.160]  告訴我們知道的是
[00:14:39.160 --> 00:14:42.640]  原來福音的核心內容
[00:14:42.640 --> 00:14:45.040]  不是其他的東西
[00:14:45.040 --> 00:14:47.080]  不是你創立什麼
[00:14:47.080 --> 00:14:50.000]  或者解決了什麼問題
[00:14:50.000 --> 00:14:51.040]  你病了
[00:14:51.040 --> 00:14:53.200]  然後你突然間康復了
[00:14:53.200 --> 00:14:56.440]  不是有些神蹟突然在你身上發生
[00:14:56.440 --> 00:14:57.080]  不是
[00:14:57.080 --> 00:14:59.880]  福音不是指這些東西
[00:14:59.880 --> 00:15:01.240]  福音是指什麼東西
[00:15:01.240 --> 00:15:04.120]  這裡非常清楚介紹給我們知道
[00:15:04.120 --> 00:15:07.760]  是基督為我們的罪
[00:15:07.760 --> 00:15:09.120]  捨己
[00:15:09.120 --> 00:15:11.960]  祂的做法
[00:15:11.960 --> 00:15:13.360]  是怎麼樣呢?
[00:15:13.360 --> 00:15:14.960]  是為了有一個目的
[00:15:14.960 --> 00:15:19.160]  是救我們脫離罪惡的世代
[00:15:19.160 --> 00:15:23.360]  世代這個字眼在和合本現在非常準確
[00:15:23.360 --> 00:15:25.440]  在原文聖經裡面
[00:15:25.440 --> 00:15:27.800]  這個字的意思就是Aeon
[00:15:27.800 --> 00:15:31.640]  Aeon這個字就是一個時代
[00:15:31.640 --> 00:15:35.040]  一個新的時代的開始
[00:15:35.040 --> 00:15:39.960]  原來耶穌基督的寫生
[00:15:39.960 --> 00:15:41.160]  為誰呢?
[00:15:41.160 --> 00:15:42.600]  為罪啊
[00:15:42.600 --> 00:15:44.760]  我們的罪
[00:15:44.760 --> 00:15:46.520]  寫生祂自己
[00:15:46.520 --> 00:15:49.800]  使得我們不再被這些罪的捆綁
[00:15:49.800 --> 00:15:53.280]  讓我們脫離罪惡這個時代
[00:15:53.280 --> 00:15:55.960]  進入一個新的時代裡面
[00:15:55.960 --> 00:15:58.760]  這個時代我們稱之為
[00:15:58.760 --> 00:16:00.440]  救贖的時代
[00:16:00.440 --> 00:16:02.840]  或者救恩的時代
[00:16:02.840 --> 00:16:07.280]  或者用一些比較顯淺一些的神學字眼
[00:16:07.280 --> 00:16:09.800]  就叫做恩典的時代
[00:16:09.800 --> 00:16:13.440]  一個原本你不配得的一個待遇
[00:16:13.440 --> 00:16:15.720]  上帝都待了我們
[00:16:15.720 --> 00:16:17.040]  做了給我們
[00:16:17.040 --> 00:16:17.960]  就是什麼呢?
[00:16:17.960 --> 00:16:19.480]  就是祂的兒子
[00:16:19.480 --> 00:16:21.440]  死在十字架上
[00:16:21.440 --> 00:16:25.040]  為我們的罪能夠使得我們開脫
[00:16:25.040 --> 00:16:28.400]  不用再被這個罪所捆綁
[00:16:28.400 --> 00:16:29.880]  弟兄姊妹
[00:16:30.560 --> 00:16:33.440]  從這個介紹裡面
[00:16:33.440 --> 00:16:35.440]  告訴我們知道
[00:16:35.440 --> 00:16:40.440]  原來耶穌基督整個的行動
[00:16:40.440 --> 00:16:43.920]  是為了你和我的好處而做
[00:16:43.920 --> 00:16:45.440]  我們重複看看
[00:16:45.440 --> 00:16:47.440]  使徒的身份
[00:16:47.440 --> 00:16:50.000]  是從父神藉著耶穌基督
[00:16:50.000 --> 00:16:53.360]  帶到一些保羅的人身上
[00:16:53.360 --> 00:16:56.520]  是這樣才算是使徒
[00:16:56.520 --> 00:16:58.440]  而救恩是怎麼樣呢?
[00:16:58.440 --> 00:17:00.960]  原來是由耶穌基督
[00:17:00.960 --> 00:17:03.320]  造成在十字架上的時候
[00:17:03.320 --> 00:17:07.680]  為我們而帶來救恩的盼望
[00:17:07.680 --> 00:17:11.720]  得到從罪而釋放出來的結果
[00:17:11.720 --> 00:17:14.920]  這種連帶式的延伸
[00:17:14.920 --> 00:17:17.440]  就是讓我們看見
[00:17:17.440 --> 00:17:21.160]  保羅為什麼這麼強調說在《迦拉太書》裡面
[00:17:21.160 --> 00:17:22.680]  因為保羅知道
[00:17:22.680 --> 00:17:24.920]  當我們要傳福音的時候
[00:17:24.920 --> 00:17:27.240]  傳的就是這個內容
[00:17:27.920 --> 00:17:29.920]  不是其他的內容
[00:17:29.920 --> 00:17:31.840]  因為只有這個內容
[00:17:31.840 --> 00:17:38.800]  才能夠為我們帶來恩惠和平安
[00:17:38.800 --> 00:17:42.640]  如果我們不是傳這個福音的話
[00:17:42.640 --> 00:17:46.560]  即是那些東西稱之為一個福音
[00:17:46.560 --> 00:17:48.800]  其實它也不是一個福音
[00:17:48.800 --> 00:17:51.520]  今天很多人傳其他別樣的福音
[00:17:51.520 --> 00:17:53.000]  我一會兒會再詳細說
[00:17:53.000 --> 00:17:55.400]  不過我們先集中去看
[00:17:55.840 --> 00:17:58.760]  這個福音、這個拯救
[00:17:58.760 --> 00:18:03.640]  是為我們帶來恩惠和平安
[00:18:03.640 --> 00:18:05.000]  鄧小慕
[00:18:05.000 --> 00:18:07.800]  大家近年已經經歷過
[00:18:07.800 --> 00:18:12.120]  全球性的非典型肺炎的疫症
[00:18:12.120 --> 00:18:14.840]  到現在我們看見這個疫症
[00:18:14.840 --> 00:18:19.120]  仍然好像沒有一個根本止息的趨勢
[00:18:19.120 --> 00:18:22.880]  我們就應該開始更加能夠明白到
[00:18:22.880 --> 00:18:25.640]  我們今天活在這個世界的上面
[00:18:25.640 --> 00:18:28.560]  其實我們本身真是很脆弱
[00:18:28.560 --> 00:18:29.560]  不堪一擊
[00:18:29.560 --> 00:18:31.720]  但很可惜
[00:18:31.720 --> 00:18:35.640]  即或這些事情未發生之前
[00:18:35.640 --> 00:18:37.120]  人是否這樣想呢?
[00:18:37.120 --> 00:18:40.120]  人是否看見自己是很脆弱呢?
[00:18:40.120 --> 00:18:42.280]  人反而很多時候
[00:18:42.280 --> 00:18:44.760]  表現出自己是不可一世
[00:18:44.760 --> 00:18:47.760]  認為自己是可以不斷炫耀
[00:18:47.760 --> 00:18:49.920]  人的力量有多大
[00:18:49.920 --> 00:18:51.920]  但很可惜的是
[00:18:51.920 --> 00:18:54.160]  經過這個疫情之後
[00:18:54.160 --> 00:18:56.240]  我們才能夠發現到
[00:18:56.240 --> 00:18:58.480]  即是說連肉眼都看不到的
[00:18:58.480 --> 00:19:00.640]  這麼微小的病毒
[00:19:00.640 --> 00:19:03.840]  原來它的殺傷力也是這麼大的
[00:19:03.840 --> 00:19:06.360]  又或者現在我們聽見
[00:19:06.360 --> 00:19:07.920]  更加多的就是
[00:19:07.920 --> 00:19:10.600]  很小小的一些叫做蝗蟲
[00:19:10.600 --> 00:19:15.080]  現在已經在攻陷著很多不同的
[00:19:15.080 --> 00:19:17.960]  非洲和印度等等這些國家
[00:19:17.960 --> 00:19:22.120]  快要飛到亞洲整個地區裏面
[00:19:23.280 --> 00:19:24.680]  這麼小的事情
[00:19:24.680 --> 00:19:28.160]  我們發覺原來它的傷害能力其實很大
[00:19:28.160 --> 00:19:29.200]  不要說甚麼
[00:19:29.200 --> 00:19:30.040]  說下雨
[00:19:30.040 --> 00:19:31.960]  雨水這麼小的一滴
[00:19:31.960 --> 00:19:34.520]  所造成的摧毀
[00:19:34.520 --> 00:19:35.360]  現在我們看見
[00:19:35.360 --> 00:19:38.240]  不論是中國國內或者去日本也好
[00:19:38.240 --> 00:19:41.000]  因為下大雨的緣故
[00:19:41.000 --> 00:19:44.040]  我們看看那種摧毀的能力有多大
[00:19:44.040 --> 00:19:46.080]  很多事情今天我們看見
[00:19:46.080 --> 00:19:48.360]  很微小而已,大兄姊妹
[00:19:48.360 --> 00:19:52.760]  原來我們人都不能夠抵禦
[00:19:54.280 --> 00:19:58.640]  其實很多時候都自詡自己的力量有多大
[00:19:58.640 --> 00:20:01.160]  但是其實我們本身
[00:20:01.160 --> 00:20:03.640]  是否真的這麼有力量呢?
[00:20:03.640 --> 00:20:09.240]  其實我們所一直吹噓的自己很有能力的事情
[00:20:09.240 --> 00:20:13.120]  其實可以真是片刻蕩然無存
[00:20:13.120 --> 00:20:14.480]  兄姊妹
[00:20:14.480 --> 00:20:19.560]  我們怎樣才可以得到一個真正的平安和欣慰呢?
[00:20:19.560 --> 00:20:23.400]  只可以在耶穌基督的救恩裡面
