
[00:00:00.000 --> 00:00:03.480]  在年初我們說的《約書亞記》
[00:05:49.680 --> 00:05:51.920]  接著就去到神呼召摩西
[00:05:51.920 --> 00:05:53.880]  帶領以色列人出埃及
[00:05:53.880 --> 00:05:56.760]  穿越抗野進入迦南地
[00:05:56.760 --> 00:05:58.680]  去到約旦河東的時候
[00:05:58.680 --> 00:06:01.000]  拉合的應訊
[00:06:01.000 --> 00:06:04.320]  神又不准巴蘭的術士
[00:06:04.320 --> 00:06:05.840]  就坐以色列人
[00:06:05.840 --> 00:06:07.640]  反而是連連祝福
[00:06:07.640 --> 00:06:08.920]  然後去到後期
[00:06:08.920 --> 00:06:10.840]  以色列人過了約旦河
[00:06:10.840 --> 00:06:12.240]  在耶利哥德勝
[00:06:12.240 --> 00:06:15.360]  勝過迦南很多的族群
[00:06:15.360 --> 00:06:20.720]  都是因為神為以色列人爭戰
[00:06:20.720 --> 00:06:23.120]  神始終信實不變
[00:06:23.120 --> 00:06:24.720]  祂信守承諾
[00:06:24.720 --> 00:06:26.120]  神信實的故事
[00:06:26.120 --> 00:06:29.360]  在歷史裡面不斷要延續下去
[00:06:29.360 --> 00:06:33.720]  我深信成鎮家的故事
[00:06:33.720 --> 00:06:36.880]  同樣要延續下去
[00:06:36.880 --> 00:06:39.760]  我們要延續神信實的故事
[00:06:39.760 --> 00:06:43.240]  在你的人生歷史裡面
[00:06:43.240 --> 00:06:47.440]  我們都會看到神是信實的
[00:06:47.440 --> 00:06:51.200]  是堅守承諾的神
[00:06:51.200 --> 00:06:54.400]  這十七字的第一人稱「我」
[00:06:54.400 --> 00:06:57.760]  是凸顯了以色列的故事裡面的主角
[00:06:57.760 --> 00:06:59.400]  是神
[00:06:59.400 --> 00:07:01.320]  祂才是主體
[00:07:01.320 --> 00:07:04.120]  祂才是主角
[00:07:04.120 --> 00:07:05.720]  而且在歷史裡面
[00:07:05.720 --> 00:07:10.560]  展現了很多的神自己的作為
[00:07:10.560 --> 00:07:13.600]  所以在二節到十三節裡面
[00:07:13.600 --> 00:07:19.760]  說到「我將你們的祖宗帶來」
[00:07:19.760 --> 00:07:21.160]  「我猜掩摩西」
[00:07:21.160 --> 00:07:22.360]  「我領你們」
[00:07:22.360 --> 00:07:23.120]  「我行事」
[00:07:23.120 --> 00:07:24.520]  「我將仇敵滅絕」
[00:07:24.520 --> 00:07:25.560]  「我救你們出來」
[00:07:25.560 --> 00:07:31.520]  「我交在一些人的手裡邊」
[00:07:31.520 --> 00:07:32.360]  「我打發」
[00:07:32.360 --> 00:07:33.880]  「我賜給你們」
[00:07:33.880 --> 00:07:35.080]  真是很多
[00:07:35.080 --> 00:07:36.240]  你回去看
[00:07:36.240 --> 00:07:37.440]  有十七字
[00:07:37.440 --> 00:07:40.280]  有無數的動詞
[00:07:40.280 --> 00:07:42.600]  很有動態感
[00:07:42.600 --> 00:07:47.120]  就是要告訴以色列的百姓知道
[00:07:47.120 --> 00:07:49.680]  神為他們所做的一切
[00:07:49.680 --> 00:07:52.680]  這是神信實的故事
[00:07:52.680 --> 00:07:56.040]  在十三節那裡
[00:07:56.040 --> 00:07:59.080]  你也說到聖約的根基
[00:07:59.080 --> 00:08:00.800]  是神自己的信實
[00:08:00.800 --> 00:08:02.240]  我們一起讀
[00:08:02.240 --> 00:08:04.840]  「我賜給你們地圖」
[00:08:04.840 --> 00:08:07.480]  「非你們所修置的」
[00:08:07.480 --> 00:08:09.360]  「我賜給你們聖音」
[00:08:09.360 --> 00:08:12.240]  「非你們所建造的」
[00:08:12.240 --> 00:08:13.880]  「就住在其中」
[00:08:13.880 --> 00:08:17.600]  「由得吃非你們所栽種的葡萄園」
[00:08:17.600 --> 00:08:20.680]  「橄欖園的果子」
[00:08:20.680 --> 00:08:24.960]  「非你們」
[00:08:24.960 --> 00:08:28.760]  信實的故事一直要延續到耶穌基督
[00:08:28.760 --> 00:08:31.480]  祂在十字架成就了伯伯的救恩
[00:08:31.480 --> 00:08:34.960]  人在這一方面是無能為力的
[00:08:34.960 --> 00:08:37.440]  祂信守承諾
[00:08:37.440 --> 00:08:40.880]  直等到主再來
[00:08:40.880 --> 00:08:44.080]  聖約不是由人發起的合約
[00:08:44.080 --> 00:08:47.000]  是由神主動用生命
[00:08:47.000 --> 00:08:51.320]  用補血和我們所建立的永恆的文約
[00:08:51.320 --> 00:08:52.880]  弟兄姊妹
[00:08:52.880 --> 00:08:54.520]  可能你是二十歲
[00:08:54.520 --> 00:08:55.720]  可能你是四十歲
[00:08:55.720 --> 00:08:57.120]  可能你是六十歲
[00:08:57.120 --> 00:08:59.080]  可能你是九十歲
[00:08:59.080 --> 00:09:00.920]  神為你作過的一切
[00:09:00.920 --> 00:09:03.240]  你記不記得呢
[00:09:03.240 --> 00:09:05.280]  或許今天崇拜之後
[00:09:05.280 --> 00:09:07.560]  回到家的時候
[00:09:07.560 --> 00:09:09.840]  有時間你可以拿著一支筆
[00:09:09.840 --> 00:09:11.280]  去寫下
[00:09:11.280 --> 00:09:13.880]  在你的記事簿寫下
[00:09:13.880 --> 00:09:16.440]  由你一出生到今天
[00:09:16.440 --> 00:09:18.800]  神的角色在其中
[00:09:18.800 --> 00:09:20.960]  有些什麼位置呢
[00:09:20.960 --> 00:09:26.280]  祂有些什麼作為呢
[00:09:26.280 --> 00:09:28.520]  然後第十四至十五節
[00:09:28.520 --> 00:09:32.360]  就是講到聖約的條款
[00:09:32.360 --> 00:09:34.520]  在這一段經文裡面
[00:09:34.520 --> 00:09:36.120]  其實只有兩節
[00:09:36.120 --> 00:09:38.160]  但是這兩節裡面
[00:09:38.160 --> 00:09:40.600]  是重複出現了「侍奉」這個字
[00:09:40.600 --> 00:09:42.880]  有七次這麼多
[00:09:42.880 --> 00:09:46.760]  有七次這麼多
[00:09:46.760 --> 00:09:48.440]  第十四章的題材
[00:09:48.440 --> 00:09:53.080]  其實就是類似古晉東繁熟的條約
[00:09:53.080 --> 00:09:54.440]  有隱言
[00:09:54.440 --> 00:09:55.480]  有序言
[00:09:55.480 --> 00:09:57.400]  所以第二至十三節
[00:09:57.400 --> 00:09:59.280]  講到一連串
[00:09:59.280 --> 00:10:00.880]  是神自己的作為
[00:10:00.880 --> 00:10:02.400]  是神自己的信實
[00:10:02.400 --> 00:10:04.800]  是神帶領以色列人民
[00:10:04.800 --> 00:10:07.160]  一關一關一關這樣過
[00:10:07.160 --> 00:10:12.520]  這個就是聖約或者條約
[00:10:12.520 --> 00:10:15.480]  或者繁熟的條約的一個序言
[00:10:15.480 --> 00:10:17.400]  然後接著十四至十五節
[00:10:17.400 --> 00:10:19.600]  就是講到的條款
[00:10:19.600 --> 00:10:21.840]  然後十六至二十四節
[00:10:21.840 --> 00:10:24.080]  就是講到毀身的儀式
[00:10:24.080 --> 00:10:25.320]  二十五至二十六節
[00:10:25.320 --> 00:10:28.560]  就是講到傳放條約的文獻
[00:10:28.560 --> 00:10:31.200]  上面是用了十二節
[00:10:31.200 --> 00:10:35.400]  來講到君王過去對繁熟的恩惠
[00:10:35.400 --> 00:10:37.680]  而只是用了這兩節
[00:10:37.680 --> 00:10:43.560]  是講了約的要求
[00:10:43.560 --> 00:10:50.080]  神的恩典是在律法要求之善
[00:10:50.080 --> 00:10:59.120]  神的恩典是在律法要求之善
[00:10:59.120 --> 00:11:02.480]  在《春埃及記》二十章二至三節
[00:11:02.480 --> 00:11:03.440]  那裏這樣講
[00:11:03.440 --> 00:11:04.880]  我們一起讀
[00:11:04.880 --> 00:11:07.560]  「我是耶和華你的神」
[00:11:07.560 --> 00:11:12.000]  「曾將你從埃及地遺老之家領出來」
[00:11:12.000 --> 00:11:17.080]  「除了我以外 你不可有別的神」
[00:11:17.080 --> 00:11:18.400]  神在這些的誡命
[00:11:18.400 --> 00:11:20.200]  這些律法的時候
[00:11:20.200 --> 00:11:21.600]  祂說「除了我之外」
[00:11:21.600 --> 00:11:23.600]  「你不可以有別的神」
[00:11:23.600 --> 00:11:25.440]  一個要求
[00:11:25.440 --> 00:11:26.960]  一個誡命
[00:11:26.960 --> 00:11:29.120]  但是你可否看到
[00:11:29.120 --> 00:11:34.000]  律法之前是恩典
[00:11:34.000 --> 00:11:35.160]  這個恩典就是
[00:11:35.160 --> 00:11:36.520]  「我是耶和華你的神」
[00:11:36.520 --> 00:11:41.880]  「曾將你從埃及地遺老之家領出來」
[00:11:41.880 --> 00:11:46.280]  是這個恩典之後
[00:11:46.280 --> 00:11:49.200]  我們要回應這個恩典
[00:11:49.200 --> 00:11:51.480]  所以神是要保護我們
[00:11:51.480 --> 00:12:01.120]  叫我們不要有別的神
[00:12:01.120 --> 00:12:05.120]  單單的來侍奉敬拜神
[00:12:05.120 --> 00:12:08.160]  出現七次這麼多侍奉
[00:12:08.160 --> 00:12:11.520]  究竟甚麼是侍奉
[00:12:11.520 --> 00:12:13.000]  侍奉是甚麼意思
[00:12:13.000 --> 00:12:14.720]  是否我要做一個崗位
[00:12:14.720 --> 00:12:20.200]  是否我要去做成長班的班長
[00:12:20.200 --> 00:12:22.920]  職員等等
[00:12:22.920 --> 00:12:27.560]  在希臘文七十事本的舊約裏
[00:12:27.560 --> 00:12:34.640]  侍奉這個字是指對神的敬拜
[00:12:34.640 --> 00:12:37.400]  而新約羅馬書十二章一節
[00:12:37.400 --> 00:12:39.600]  都講得很清楚
[00:12:39.600 --> 00:12:41.720]  亦是大家很熟悉的
[00:12:41.720 --> 00:12:42.800]  「所以弟兄們
[00:12:42.800 --> 00:12:44.360]  我以神的慈悲勸你們
[00:12:44.360 --> 00:12:45.800]  將身體獻上
[00:12:45.800 --> 00:12:47.680]  當作活祭是聖祭的
[00:12:47.680 --> 00:12:48.960]  是神所喜悅的
[00:12:48.960 --> 00:12:51.640]  你們如此侍奉
[00:12:51.640 --> 00:12:59.000]  你們如此敬拜乃是理所當然的」
[00:12:59.000 --> 00:13:01.480]  我們這樣的敬拜的生命
[00:13:01.480 --> 00:13:05.280]  我們這樣侍奉敬拜的生命
[00:13:05.280 --> 00:13:08.240]  是要獻情給我們的神
[00:13:08.240 --> 00:13:09.720]  對象是誰
[00:13:09.720 --> 00:13:11.880]  唯獨神祂自己
[00:13:11.880 --> 00:13:14.080]  所以要斬釘截鐵
[00:13:14.080 --> 00:13:16.680]  與過去的偶像一刀兩斷
[00:13:16.680 --> 00:13:19.000]  要揮圍劍斬情絲
[00:13:19.000 --> 00:13:20.320]  心無旁騖
[00:13:20.320 --> 00:13:22.840]  專心致志來敬拜祂
[00:13:22.840 --> 00:13:24.840]  侍奉的心態是怎樣
[00:13:24.840 --> 00:13:26.040]  敬畏祂
[00:13:26.040 --> 00:13:28.400]  誠心實意地侍奉
[00:13:28.400 --> 00:13:29.600]  程度是怎樣
[00:13:29.600 --> 00:13:31.960]  全然的毀身
[00:13:31.960 --> 00:13:36.080]  這是侍奉耶和華的意思
[00:13:36.080 --> 00:13:37.480]  對象正確
[00:13:37.480 --> 00:13:39.240]  心態正確
[00:13:39.240 --> 00:13:45.080]  程度是將整個人獻情
[00:13:45.080 --> 00:13:46.760]  《清金伐木師》
[00:13:46.760 --> 00:13:52.520]  在《銳意作真門徒》
[00:13:52.520 --> 00:13:55.920]  這些講章裡
[00:13:55.920 --> 00:14:03.200]  我常常都記得它有三句令我深刻的說話
[00:14:03.200 --> 00:14:06.120]  當我們生命系統更新之後
[00:14:06.120 --> 00:14:10.680]  當我們真的單單去敬拜神
[00:14:10.680 --> 00:14:13.920]  單單去侍奉神的時候
[00:14:13.920 --> 00:14:18.160]  我們生命就能夠得到真正的自由
[00:14:18.160 --> 00:14:20.840]  在這個生命裡
[00:14:20.840 --> 00:14:23.480]  在一個更新了的生命裡
[00:14:23.480 --> 00:14:27.560]  祂說:Nothing to prove
[00:14:27.560 --> 00:14:29.080]  沒有什麼需要證明的
[00:14:29.080 --> 00:14:33.280]  因為我們在神的裡邊有十足的安穩
[00:14:33.280 --> 00:14:35.040]  Nothing to lose
[00:14:35.040 --> 00:14:37.160]  沒有什麼是失去的
[00:14:37.160 --> 00:14:38.520]  有時候我們說侍奉
[00:14:38.520 --> 00:14:40.040]  我們失去了一些時間
[00:14:40.040 --> 00:14:41.280]  我失去了金錢
[00:14:41.280 --> 00:14:43.160]  我失去了一些東西
[00:14:43.160 --> 00:14:44.800]  Nothing to lose
[00:14:44.800 --> 00:14:51.440]  因為我們是全然降伏在神的面前
[00:14:51.440 --> 00:14:53.720]  我們的神是豐富的神
[00:14:53.720 --> 00:14:56.240]  我們的神是富爸爸
[00:14:56.240 --> 00:14:57.920]  我們的天父是富爸爸
[00:14:57.920 --> 00:15:02.520]  所以我們每一個人的父親都是很有錢的
[00:15:02.520 --> 00:15:04.960]  我們沒有什麼是Lose
[00:15:04.960 --> 00:15:06.520]  Nothing to hide
[00:15:06.520 --> 00:15:08.440]  沒有什麼需要隱藏的
[00:15:08.440 --> 00:15:12.840]  因為我們在神的面前是赤膽忠誠的
[00:15:12.840 --> 00:15:14.960]  所以在侍奉在敬拜的時候
[00:15:14.960 --> 00:15:16.640]  我們赤膽忠誠
[00:15:16.640 --> 00:15:18.640]  我們毫無保留
[00:15:18.640 --> 00:15:21.640]  我們能夠有十足的安穩
[00:15:21.640 --> 00:15:22.840]  來去敬拜
[00:15:22.840 --> 00:15:23.680]  去跟隨
[00:15:23.680 --> 00:15:25.280]  去侍奉我們的神
[00:15:25.280 --> 00:15:26.440]  Nothing to prove
[00:15:26.440 --> 00:15:27.600]  Nothing to lose
[00:15:27.600 --> 00:15:29.440]  Nothing to hide
[00:15:29.440 --> 00:15:32.960]  今天你要選擇了
[00:15:32.960 --> 00:15:34.880]  第十五節
[00:15:34.880 --> 00:15:38.040]  如果你們以侍奉耶和華是不好的
[00:15:38.040 --> 00:15:40.680]  今天就可以選擇所要侍奉的
[00:15:40.680 --> 00:15:45.040]  是你們列祖在大河那邊所侍奉的神
[00:15:45.040 --> 00:15:49.080]  是你們所住的這個地方阿摩利人的神
[00:15:49.080 --> 00:15:52.840]  約書亞在這裡告訴他們
[00:15:52.840 --> 00:15:56.160]  你們今天就要選擇了
[00:15:56.160 --> 00:16:00.560]  事實上在聖約的條款裡面
[00:16:00.560 --> 00:16:02.960]  第十四十五節
[00:16:02.960 --> 00:16:04.160]  我剛才說了
[00:16:04.160 --> 00:16:06.520]  七次講到侍奉
[00:16:06.520 --> 00:16:10.560]  其實重點是強調
[00:16:10.560 --> 00:16:12.320]  要揀選
[00:16:12.320 --> 00:16:13.760]  要選擇
[00:16:13.760 --> 00:16:16.160]  選擇這個概念
[00:16:16.160 --> 00:16:18.240]  你選擇耶和華神
[00:16:18.240 --> 00:16:20.320]  還是選擇你先祖
[00:16:20.320 --> 00:16:23.640]  或者周邊國家的愛邦神
[00:16:23.640 --> 00:16:25.120]  或者是神明
[00:16:25.120 --> 00:16:28.040]  你要選擇
[00:16:28.040 --> 00:16:29.240]  值得注意的是
[00:16:29.240 --> 00:16:34.240]  基本上這是一個生命主權垂熟的問題
[00:16:34.240 --> 00:16:37.160]  你侍奉敬拜哪一個
[00:16:37.160 --> 00:16:43.040]  就等於將你自己的生命主權移交給祂
[00:16:43.040 --> 00:16:46.600]  歸屬給祂
[00:16:46.600 --> 00:16:49.000]  當你拜巴力
[00:16:49.000 --> 00:16:50.800]  當時很多人拜巴力
[00:16:50.800 --> 00:16:54.040]  因為巴力是雨水
[00:16:54.040 --> 00:16:56.680]  是農作物豐收
[00:16:56.680 --> 00:17:00.440]  是力量的神
[00:17:00.440 --> 00:17:01.720]  當時有很多神
[00:17:01.720 --> 00:17:05.080]  有麥杜克
[00:17:05.080 --> 00:17:06.880]  巴力
[00:17:06.880 --> 00:17:08.360]  阿斯他祿
[00:17:08.360 --> 00:17:12.800]  阿斯他祿就是享樂的女神
[00:17:12.800 --> 00:17:19.640]  對性對享樂是給予你的
[00:17:19.640 --> 00:17:22.320]  其實今天我們同樣在我們生命當中
[00:17:22.320 --> 00:17:23.960]  我們都需要選擇
[00:17:23.960 --> 00:17:27.240]  而且今天就要選擇
[00:17:27.240 --> 00:17:32.200]  慕迪曾經這樣形容摩西的生命
[00:17:32.200 --> 00:17:38.400]  摩西花了40年去認識自己
[00:17:38.400 --> 00:17:42.360]  或者認為自己是somebody
[00:17:42.360 --> 00:17:44.720]  認為自己是了不起
[00:17:44.720 --> 00:17:46.680]  然後那40年
[00:17:46.680 --> 00:17:51.280]  摩西學習他是nobody
[00:17:51.280 --> 00:17:53.200]  是微不足道
[00:17:53.200 --> 00:17:55.720]  最後的40年
[00:17:55.720 --> 00:18:02.440]  他發現神能夠使用一個nobody
[00:18:02.440 --> 00:18:05.240]  神能夠使用一個平凡
[00:18:05.240 --> 00:18:09.480]  不無奇的nobody
[00:18:09.480 --> 00:18:11.120]  今天我們要選擇
[00:18:11.120 --> 00:18:13.560]  摩西在整個人生的裡面
[00:18:13.560 --> 00:18:18.120]  他走過了這麼多的年日
[00:18:18.120 --> 00:18:22.440]  他自己都要選擇
[00:18:22.440 --> 00:18:25.760]  但是在這些挑戰和選擇的裡面
[00:18:25.760 --> 00:18:29.200]  他願意將生命的主權移交給神
[00:18:29.200 --> 00:18:30.760]  歸屬神
[00:18:30.760 --> 00:18:33.320]  在這些抉擇的上面
[00:18:33.320 --> 00:18:36.400]  約書亞說你不要拖拖拉拉了
[00:18:36.400 --> 00:18:38.200]  人生有多少個五年
[00:18:38.200 --> 00:18:40.600]  人生有多少個十年
[00:18:40.600 --> 00:18:42.160]  不要再渾渾噩噩了
[00:18:42.160 --> 00:18:44.000]  不要一腳踏兩船了
[00:18:44.000 --> 00:18:45.680]  要認真抉擇
[00:18:45.680 --> 00:18:49.440]  如果你們認為侍奉耶和華是不好
[00:18:49.440 --> 00:18:53.040]  今天就可以選擇所要侍奉的
[00:18:53.040 --> 00:18:59.720]  有學者認為聖經作者是給予了選擇
[00:18:59.720 --> 00:19:02.160]  其實是有兩個
[00:19:02.160 --> 00:19:07.040]  一是敬拜侍奉耶和華
[00:19:07.040 --> 00:19:12.160]  一是一無所有
[00:19:12.160 --> 00:19:15.160]  事實上這是生死存亡的抉擇
[00:19:15.160 --> 00:19:21.040]  稍後我會再多講一些
[00:19:21.040 --> 00:19:24.760]  當然約書亞希望百姓出於自由意志
[00:19:24.760 --> 00:19:28.040]  而不是被迫選擇耶和華
[00:19:28.040 --> 00:19:29.400]  作為以色列的領袖
[00:19:29.400 --> 00:19:31.760]  他率先以身作則
[00:19:31.760 --> 00:19:36.160]  選擇在他的世代帶來影響力
[00:19:36.160 --> 00:19:39.640]  按照古代以色列人的思維方式
[00:19:39.640 --> 00:19:44.080]  他的家人是在他的管轄之下
[00:19:44.080 --> 00:19:50.840]  他也同樣要為家人的行為負責
[00:19:50.840 --> 00:19:53.640]  約書亞作為一家之主
[00:19:53.640 --> 00:19:56.480]  他為他家人的行為負責
[00:19:56.480 --> 00:20:00.640]  他為他的家人的好處著想
[00:20:00.640 --> 00:20:01.960]  所以約書亞說
[00:20:01.960 --> 00:20:05.160]  至於我和我家
[00:20:05.160 --> 00:20:08.960]  我們必定侍奉耶和華
[00:20:08.960 --> 00:20:12.640]  當一家之主選擇的時候
[00:20:12.640 --> 00:20:18.320]  他的家人自然都會跟隨
[00:20:18.320 --> 00:20:22.280]  今天在一個個人化到極致的世代
[00:20:22.280 --> 00:20:24.040]  我們都需要被提醒
[00:20:24.040 --> 00:20:27.240]  信仰是否只是個人化的信仰
[00:20:27.240 --> 00:20:28.960]  屬靈操練上
[00:20:28.960 --> 00:20:34.200]  基督身體的角色和位置在哪裡
[00:20:34.200 --> 00:20:37.760]  你又會否為家人的好處
[00:20:37.760 --> 00:20:42.560]  你又會否為家人的行為負責
[00:20:42.560 --> 00:20:44.720]  作出明智的抉擇
[00:20:44.720 --> 00:20:47.640]  帶領全家同睦神恩
[00:20:47.640 --> 00:20:53.160]  舉家敬拜侍奉呢?
[00:20:53.160 --> 00:20:57.720]  當我父親在少年的時期
[00:20:57.720 --> 00:21:00.600]  他在鄉下
[00:21:00.600 --> 00:21:05.120]  當時他的鄉下那條村或者那個地方
[00:21:05.120 --> 00:21:09.880]  有很多德國和瑞士的宣教士
[00:21:09.880 --> 00:21:13.840]  在當年他們千辛萬苦
[00:21:13.840 --> 00:21:15.400]  長途跋涉
[00:21:15.400 --> 00:21:19.120]  從德國安屍的地方
[00:21:19.120 --> 00:21:22.240]  從瑞士安屍的地方
[00:21:22.240 --> 00:21:25.680]  來到中國大陸
[00:21:25.680 --> 00:21:29.480]  一條沒有什麼人認識的鄉村
[00:21:29.480 --> 00:21:31.840]  來傳福音
[00:21:31.840 --> 00:21:37.680]  在當時我父親的鄉下
[00:21:37.680 --> 00:21:39.040]  很多人信了耶穌
