
[00:00:00.000 --> 00:00:02.400]  嘿 第二天早晨
[00:01:57.040 --> 00:02:02.600]  我們會有錯覺 覺得上帝只是要我一個鐘頭時間
[00:02:02.600 --> 00:02:05.920]  好了 我打完卡就走了 好像你老闆一樣
[00:02:05.920 --> 00:02:07.800]  你老闆是要你做事
[00:02:07.800 --> 00:02:10.760]  我最近跟一些年輕人去聊天
[00:02:10.760 --> 00:02:13.440]  他說很多時候要工作
[00:02:13.440 --> 00:02:15.640]  他就買了一個程式
[00:02:15.640 --> 00:02:18.600]  就是弄到他的滑鼠可以自己動的
[00:02:18.600 --> 00:02:21.680]  然後他可以去廁所 去吃東西等等
[00:02:21.680 --> 00:02:24.000]  假扮自己在動
[00:02:24.000 --> 00:02:28.400]  這種心態是一種很聰明的心態
[00:02:28.400 --> 00:02:29.480]  這種方法
[00:02:29.480 --> 00:02:33.280]  因為你想到老闆要你做什麼
[00:02:33.280 --> 00:02:37.440]  老闆就是要你開啟你的微軟團隊
[00:02:37.440 --> 00:02:39.960]  或者你的Zoom 或者 whatever 你的online的東西
[00:02:39.960 --> 00:02:42.600]  他就是盯著你的滑鼠有沒有動
[00:02:42.600 --> 00:02:47.120]  你的滑鼠動就當你正在做事
[00:02:47.120 --> 00:02:50.360]  我們會不會這樣看上帝呢 其實上帝不是這樣的
[00:02:50.360 --> 00:02:53.920]  上帝不是在乎你那個純粹一個鐘頭的時間
[00:02:53.920 --> 00:02:57.440]  所以他在乎你 是你自己本身
[00:02:57.440 --> 00:03:00.240]  在崇拜裡面 他能夠跟你相遇
[00:03:00.240 --> 00:03:04.960]  我知道大家 我們生活裡面遇見很多不同的問題
[00:03:04.960 --> 00:03:06.560]  可能婚姻裡面有很多張力
[00:03:06.560 --> 00:03:08.400]  家庭裡面有很多負擔
[00:03:08.400 --> 00:03:13.640]  經濟裡面 工作裡面有很多堵塞的東西等等
[00:03:13.640 --> 00:03:14.840]  肯定的
[00:03:14.840 --> 00:03:18.120]  我們都背著很多不同包袱進來
[00:03:18.120 --> 00:03:19.200]  我們來到敬拜的時候
[00:03:19.200 --> 00:03:23.280]  但是你知道上帝所關注的是什麼嗎
[00:03:23.280 --> 00:03:26.560]  他關注的是你 是你的生命
[00:03:26.560 --> 00:03:28.720]  上帝真的很關懷你的生命
[00:03:28.720 --> 00:03:32.400]  上帝能夠跟你相遇 以致他能夠加力給你
[00:03:32.400 --> 00:03:36.000]  或者可能你正在經歷洪水
[00:03:36.000 --> 00:03:39.000]  但是上帝告訴你 他仍然坐著為王
[00:03:39.000 --> 00:03:42.280]  他仍然供應你的 你信不信
[00:03:42.280 --> 00:03:44.560]  當我們這樣去想敬拜的時候
[00:03:44.560 --> 00:03:47.920]  我們就不會想著好像老闆要我的貓去動
[00:03:47.920 --> 00:03:50.360]  我們就讓他去動
[00:03:50.360 --> 00:03:52.880]  上帝是一位愛我們和關心我們的上帝
[00:03:52.880 --> 00:03:55.440]  以及與我們同在的上帝
[00:03:55.440 --> 00:03:58.160]  所以我們在這個敬拜的系列的時候
[00:03:58.160 --> 00:04:03.880]  我們曾經提過 從開始直到永恆
[00:04:03.880 --> 00:04:07.360]  上帝是想跟我們建立關係
[00:04:07.360 --> 00:04:11.880]  跟我們建立一個 你可以叫友誼
[00:04:11.880 --> 00:04:13.360]  友誼
[00:04:13.360 --> 00:04:16.800]  上帝想跟你同在 在你生命裡面同在
[00:04:16.800 --> 00:04:17.760]  當你信耶穌的時候
[00:04:17.760 --> 00:04:20.800]  上帝的生命就跟我們在一起
[00:04:20.800 --> 00:04:23.200]  從創世開始
[00:04:23.200 --> 00:04:25.640]  上帝就說 這個就是我的聖殿
[00:04:25.640 --> 00:04:27.480]  就是我所居住的地方
[00:04:27.480 --> 00:04:28.560]  我去創造你的時候
[00:04:28.560 --> 00:04:30.320]  你的生命就是我所居住
[00:04:30.320 --> 00:04:33.240]  能夠跟你同行的一個地方
[00:04:33.240 --> 00:04:34.640]  雖然我們會墮落
[00:04:34.640 --> 00:04:36.040]  這個所謂Rebellion
[00:04:36.040 --> 00:04:38.040]  或者我們叫它Fall
[00:04:38.040 --> 00:04:41.000]  就是人類的叛逆
[00:04:41.000 --> 00:04:42.720]  創世的第三章
[00:04:42.720 --> 00:04:44.480]  我們不要認這個為上帝
[00:04:44.480 --> 00:04:47.840]  但是上帝從來沒有abandon過我們
[00:04:47.840 --> 00:04:50.400]  從來沒有放棄過這個墮落的世界
[00:04:50.400 --> 00:04:52.640]  這個搞到亂七八糟的世界
[00:04:52.640 --> 00:04:54.320]  甚至我們生命已經搞到亂七八糟
[00:04:54.320 --> 00:04:56.560]  所以上帝沒有放棄過
[00:04:56.560 --> 00:04:58.440]  他就是繼續去救贖我們
[00:04:58.440 --> 00:05:00.640]  去關懷我們
[00:05:00.640 --> 00:05:04.040]  所以他就跟上帝的子民同在
[00:05:04.040 --> 00:05:05.720]  拯救的意思就是人出了埃及
[00:05:05.720 --> 00:05:08.600]  然後在會幕當中跟他們同行
[00:05:08.600 --> 00:05:10.600]  在曠野裡面跟他們同行
[00:05:10.600 --> 00:05:12.960]  在聖殿裡面
[00:05:12.960 --> 00:05:18.200]  去到說這個是我的名所同在的地方
[00:05:18.200 --> 00:05:21.760]  在他的國民當中跟他們一起
[00:05:21.760 --> 00:05:23.280]  直到基督來了
[00:05:23.280 --> 00:05:24.480]  在基督耶穌裡面
[00:05:24.480 --> 00:05:27.440]  我們就能夠跟這位上帝
[00:05:27.440 --> 00:05:30.000]  直接面對面相遇
[00:05:30.000 --> 00:05:31.320]  去跟他建立這個關係
[00:05:31.320 --> 00:05:34.880]  重新恢復這個應該有的關係
[00:05:34.880 --> 00:05:36.040]  所以我們每一個信耶穌的人
[00:05:36.040 --> 00:05:37.360]  在基督裡面
[00:05:37.360 --> 00:05:38.880]  我們能夠去敬拜神
[00:05:38.880 --> 00:05:41.520]  直到去新天新地新的創造
[00:05:41.520 --> 00:05:42.680]  New Creation
[00:05:42.680 --> 00:05:46.680]  都是跟敬拜有關係
[00:05:46.680 --> 00:05:49.960]  跟上帝跟我們同住有關係
[00:05:49.960 --> 00:05:51.680]  所以上帝所關注的
[00:05:51.680 --> 00:05:53.760]  其實是跟我們之間有關係
[00:05:53.760 --> 00:05:57.760]  所以這次我們看過伊甸園
[00:05:57.760 --> 00:06:00.240]  會幕、聖殿等等
[00:06:00.240 --> 00:06:01.520]  我們去到新約
[00:06:01.520 --> 00:06:05.680]  新約裡面有很多有關敬拜的教導
[00:06:05.680 --> 00:06:08.520]  譬如《士郎行傳》開始的時候
[00:06:08.520 --> 00:06:10.240]  初期的教會
[00:06:10.240 --> 00:06:14.000]  他們很多時候是在家裡面敬拜的
[00:06:14.000 --> 00:06:15.000]  所以我們想起
[00:06:15.000 --> 00:06:17.840]  譬如哥倫多教會、羅馬教會
[00:06:17.840 --> 00:06:18.560]  我們不是想起
[00:06:18.560 --> 00:06:21.400]  好像我們今天這樣的教會
[00:06:21.400 --> 00:06:23.480]  因為他們很多時候是在自己的家裡面
[00:06:23.480 --> 00:06:24.920]  去敬拜
[00:06:24.920 --> 00:06:28.240]  所以在哪個家、哪個家
[00:06:28.240 --> 00:06:30.680]  有些小組的很小間很小間的教會
[00:06:30.680 --> 00:06:32.120]  很少數的基督徒
[00:06:32.120 --> 00:06:34.920]  上帝就跟他們同在
[00:06:34.920 --> 00:06:36.360]  《士郎行傳》第二章
[00:06:36.360 --> 00:06:39.760]  這裡說到初期教會建立的時候
[00:06:39.760 --> 00:06:42.160]  他說「他門」就是門徒
[00:06:42.160 --> 00:06:42.880]  初期教會
[00:06:42.880 --> 00:06:46.160]  他們專注在使徒的教導和彼此的團契
[00:06:46.160 --> 00:06:48.000]  擺餅和祈禱
[00:06:48.000 --> 00:06:50.720]  眾人是心存敬畏使徒
[00:06:50.720 --> 00:06:53.200]  也行了很多不同的神蹟
[00:06:53.200 --> 00:06:56.120]  信的人都罪在一處
[00:06:56.120 --> 00:06:58.080]  泛勿公庸
[00:06:58.080 --> 00:07:00.920]  讚美、敬拜上帝
[00:07:00.920 --> 00:07:03.840]  得到全體百姓的喜愛
[00:07:03.840 --> 00:07:05.960]  The good will of the people
[00:07:05.960 --> 00:07:08.080]  主就將得救的人數
[00:07:08.080 --> 00:07:09.960]  天天加給他門
[00:07:09.960 --> 00:07:12.680]  這裡告訴我們初期的教會是怎樣的
[00:07:12.680 --> 00:07:15.560]  他們聚集一起有corporeal worship的時候
[00:07:15.560 --> 00:07:18.640]  他們就是以敬拜
[00:07:18.640 --> 00:07:22.800]  以聚集、敬拜為他們的priority
[00:07:22.800 --> 00:07:26.080]  是他們的生命的優次
[00:07:26.080 --> 00:07:27.560]  是優先
[00:07:27.560 --> 00:07:28.920]  不是一些次要的東西
[00:07:28.920 --> 00:07:32.280]  或者是選項的東西
[00:07:32.280 --> 00:07:33.640]  是他們需要做的
[00:07:33.640 --> 00:07:34.760]  一起去做
[00:07:34.760 --> 00:07:36.360]  然後他們這個群體
[00:07:36.360 --> 00:07:39.280]  就可以彼此的去分享
[00:07:39.280 --> 00:07:41.240]  泛勿公庸
[00:07:41.240 --> 00:07:43.520]  是自願的
[00:07:43.520 --> 00:07:46.640]  將他們的資源拿出來
[00:07:46.640 --> 00:07:50.040]  然後大家可以一起去分享
[00:07:50.040 --> 00:07:51.880]  是generosity
[00:07:51.880 --> 00:07:53.760]  是慷慨的
[00:07:53.760 --> 00:07:56.200]  大家一起去分享
[00:07:56.200 --> 00:07:58.160]  然後他們對愛
[00:07:58.160 --> 00:08:01.880]  也是一個美好的見證
[00:08:01.880 --> 00:08:04.160]  有一個outreach的能力
[00:08:04.160 --> 00:08:05.920]  就是當他們聚在一起的時候
[00:08:05.920 --> 00:08:08.000]  當他們聚在一起的時候
[00:08:08.000 --> 00:08:09.480]  在什麼地方都好
[00:08:09.480 --> 00:08:12.080]  少數的人也好 多數的人也好
[00:08:12.080 --> 00:08:14.640]  就一個去到所謂外展
[00:08:14.640 --> 00:08:16.560]  就是對外一個的見證
[00:08:16.560 --> 00:08:17.280]  你看到嗎
[00:08:17.280 --> 00:08:20.960]  得全體的百姓的喜愛
[00:08:20.960 --> 00:08:24.000]  Good will of the people
[00:08:24.000 --> 00:08:26.440]  敬拜是應該這樣的
[00:08:26.440 --> 00:08:29.160]  當你一起去讚美上帝
[00:08:29.160 --> 00:08:32.400]  一起用歌聲、用祈禱來讚美上帝的時候
[00:08:32.400 --> 00:08:36.480]  人的生命很多時候就會因為這樣而被觸動
[00:08:36.480 --> 00:08:38.320]  就算是一些可能未信主的人
[00:08:38.320 --> 00:08:40.000]  或者是第一次來教會的人
[00:08:40.000 --> 00:08:41.640]  他們看到你們這樣敬拜的時候
[00:08:41.640 --> 00:08:43.680]  他們需要看到、需要聽到
[00:08:43.680 --> 00:08:46.640]  需要見證到
[00:08:46.640 --> 00:08:47.920]  然後他們就會知道
[00:08:47.920 --> 00:08:52.320]  你們是不同的
[00:08:52.320 --> 00:08:53.560]  最近有人告訴我
[00:08:53.560 --> 00:08:55.480]  有一些歌曲在YouTube上面
[00:08:55.480 --> 00:08:57.480]  有一些新的敬拜的思過
[00:08:57.480 --> 00:09:01.440]  你知道YouTube下面有一些comment
[00:09:01.440 --> 00:09:03.560]  那些user的comment
[00:09:03.560 --> 00:09:05.360]  有一些comment很有趣的
[00:09:05.360 --> 00:09:06.080]  有一些comment說
[00:09:06.080 --> 00:09:08.040]  我雖然不是基督徒
[00:09:08.040 --> 00:09:11.440]  但我覺得這首歌很觸動我
[00:09:11.440 --> 00:09:13.880]  這首歌很感動到我
[00:09:13.880 --> 00:09:16.280]  音樂或者敬拜的音樂
[00:09:16.280 --> 00:09:19.760]  就有一個這樣的power在那裡
[00:09:19.760 --> 00:09:22.240]  我知道大家不太喜歡音樂
[00:09:22.240 --> 00:09:23.160]  是嗎
[00:09:23.160 --> 00:09:25.760]  喜歡音樂,OK
[00:09:25.760 --> 00:09:29.120]  我知道那些華人的文化、華人的家庭
[00:09:29.120 --> 00:09:30.880]  都不太喜歡音樂
[00:09:30.880 --> 00:09:32.680]  因為我們假扮而已
[00:09:32.680 --> 00:09:34.920]  那些小朋友為什麼要學琴
[00:09:34.920 --> 00:09:37.040]  打到他們要學
[00:09:37.040 --> 00:09:39.480]  死都要學,哭都要練
[00:09:39.480 --> 00:09:40.000]  為什麼
[00:09:40.000 --> 00:09:42.160]  因為我們是工具性來看那些東西的
[00:09:42.160 --> 00:09:45.480]  因為可以鍛鍊他們的生命
[00:09:45.480 --> 00:09:48.600]  那是的,對不對
[00:09:48.600 --> 00:09:51.480]  但如果說去聽那個音樂會
[00:09:51.480 --> 00:09:53.480]  交響樂的音樂會
[00:09:53.480 --> 00:09:54.480]  你去不去
[00:09:54.480 --> 00:09:56.280]  我們不去
[00:09:56.280 --> 00:09:57.280]  我們不去
[00:09:57.280 --> 00:09:58.280]  小朋友去不去
[00:09:58.280 --> 00:09:59.920]  不去,OK
[00:09:59.920 --> 00:10:01.280]  給這麼多錢
[00:10:01.280 --> 00:10:03.080]  吃掉它好了,是不是
[00:10:03.080 --> 00:10:05.000]  我們其實不在乎的
[00:10:05.000 --> 00:10:06.400]  對不對
[00:10:06.400 --> 00:10:08.320]  真的很糟糕,是不是
[00:10:08.320 --> 00:10:11.280]  因為音樂是上帝所創造的東西,是不是
[00:10:11.280 --> 00:10:12.440]  你怎麼可以這樣,是不是
[00:10:12.440 --> 00:10:14.360]  所以,想清楚
[00:10:14.360 --> 00:10:16.320]  叫你的小朋友學琴的時候
[00:10:16.320 --> 00:10:18.240]  不要工具性,小朋友知道的
[00:10:18.240 --> 00:10:20.440]  你根本不喜歡音樂的,是不是
[00:10:20.440 --> 00:10:23.160]  所以學,下個月就不學了,對不對
[00:10:23.160 --> 00:10:25.240]  anyways,為什麼說到這裡
[00:10:25.240 --> 00:10:27.480]  是的,因為我說敬拜的音樂
[00:10:27.480 --> 00:10:29.640]  是有一種感染力,對不對
[00:10:29.640 --> 00:10:30.720]  有一種感染力
[00:10:30.720 --> 00:10:31.840]  音樂是有一種感染力
[00:10:31.840 --> 00:10:35.400]  是可以跨文化的感染力,對不對
[00:10:35.400 --> 00:10:36.920]  所以,想清楚
[00:10:36.920 --> 00:10:39.800]  今天我們想去看一段的經文
[00:10:39.800 --> 00:10:41.840]  是哥林多前書第十四章
[00:10:41.840 --> 00:10:43.440]  哥林多前書,大家知道
[00:10:43.440 --> 00:10:47.240]  是一個寫給哥林多的宗教會
[00:10:47.240 --> 00:10:49.800]  不同小組教會的一封書信
[00:10:49.800 --> 00:10:51.680]  是一個所謂corrective letter
[00:10:51.680 --> 00:10:55.200]  就是一個改正性的一種書信
[00:10:55.200 --> 00:10:56.560]  因為裡面有很多很多的問題
[00:10:56.560 --> 00:10:58.160]  有紛爭,有不同的
[00:10:58.160 --> 00:11:00.200]  甚至敬拜裡面都有問題
[00:11:00.200 --> 00:11:03.200]  我們就問,為什麼會敬拜會出問題
[00:11:03.200 --> 00:11:07.200]  我們看一段哥林多前書
[00:11:07.200 --> 00:11:09.000]  其中一段
[00:11:09.000 --> 00:11:12.160]  十二至十四章,全部都是處理敬拜的問題
[00:11:12.160 --> 00:11:15.240]  在他們自己的敬拜當中
[00:11:15.240 --> 00:11:17.880]  哥林多的信徒是很多很多這樣的問題
[00:11:17.880 --> 00:11:19.160]  到第十四章
[00:11:19.160 --> 00:11:22.240]  他就處理了一個特別的特定的問題
[00:11:22.240 --> 00:11:23.240]  保羅處理什麼問題呢
[00:11:23.240 --> 00:11:25.520]  就是所謂謊言的問題
[00:11:25.520 --> 00:11:27.800]  所以這一章,有四十節
[00:11:27.800 --> 00:11:29.520]  我們當然不能夠看完,對不對
[00:11:29.520 --> 00:11:31.320]  頭一半,一至十九節
[00:11:31.320 --> 00:11:34.680]  其實就在討論
[00:11:34.680 --> 00:11:40.480]  所謂說預言和說謊言之間有什麼差別
[00:11:40.480 --> 00:11:43.840]  還有為什麼說預言比說謊言好呢
[00:11:43.840 --> 00:11:46.120]  第二部分,二十至四十節
[00:11:46.120 --> 00:11:49.960]  就是我們公共的敬拜有什麼見證
[00:11:49.960 --> 00:11:51.440]  我們先解釋一下
[00:11:51.440 --> 00:11:54.000]  先看完經文第一節
[00:11:54.000 --> 00:11:54.920]  這裡說什麼呢
[00:11:54.920 --> 00:11:57.840]  他說你們要追求愛
[00:11:57.840 --> 00:12:00.160]  也要切勿屬靈的恩賜
[00:12:00.160 --> 00:12:03.520]  尤其是作先知講道的恩賜
[00:12:03.520 --> 00:12:05.400]  那說謊言的不是對人說的
[00:12:05.400 --> 00:12:06.480]  是對上帝說的
[00:12:06.480 --> 00:12:08.640]  因為沒有人聽得懂
[00:12:08.640 --> 00:12:13.800]  他是藉著聖靈說各種的奧秘
[00:12:13.800 --> 00:12:16.760]  說謊言的是詛咒自己
[00:12:16.760 --> 00:12:19.760]  作先知講道的是詛咒教會
[00:12:19.760 --> 00:12:22.720]  我希望你們都說謊言
[00:12:22.720 --> 00:12:24.760]  更希望你們作先知講道
[00:12:24.760 --> 00:12:26.000]  因為說謊言的
[00:12:26.000 --> 00:12:29.080]  若不解釋沒有翻譯出來的話
[00:12:29.080 --> 00:12:30.960]  使教會得造就
[00:12:30.960 --> 00:12:34.920]  那作先知講道的就比他強了
[00:12:34.920 --> 00:12:37.000]  什麼意思呢
[00:12:37.000 --> 00:12:38.720]  首先什麼叫做謊言
[00:12:38.720 --> 00:12:40.280]  Speaking in tongues
[00:12:40.280 --> 00:12:41.800]  很簡單地說
[00:12:41.800 --> 00:12:43.760]  雖然我們的傳統不是這樣
[00:12:43.760 --> 00:12:45.080]  有些教會的傳統
[00:12:45.080 --> 00:12:47.040]  或者有些教派的傳統
[00:12:47.040 --> 00:12:50.000]  他們在敬拜裡面可能說謊言等等
[00:12:50.000 --> 00:12:51.080]  說謊言簡單來說
[00:12:51.080 --> 00:12:55.680]  其實就是講一些unknown language
[00:12:55.680 --> 00:12:57.440]  是沒有人聽得懂的
[00:12:57.440 --> 00:13:01.840]  但是講者和上帝之間有很特別的契合
[00:13:01.840 --> 00:13:02.680]  OK
[00:13:02.680 --> 00:13:04.480]  我不知道大家有沒有聽過
[00:13:04.480 --> 00:13:06.360]  不要覺得什麼事
[00:13:06.360 --> 00:13:09.520]  有些很奇怪的現象
[00:13:09.520 --> 00:13:10.840]  以前我讀神學院的時候
[00:13:10.840 --> 00:13:14.520]  有三個韓國的室友
[00:13:14.520 --> 00:13:16.360]  其中一個他就是這樣
[00:13:16.360 --> 00:13:19.000]  每天早上他就在自己的房間
[00:13:19.000 --> 00:13:19.960]  然後他靈修的時候
[00:13:19.960 --> 00:13:22.440]  他就會說謊言
[00:13:22.440 --> 00:13:24.560]  那我就問他你在說什麼
[00:13:24.560 --> 00:13:26.760]  他說不是在說韓國話
[00:13:26.760 --> 00:13:28.600]  他是在說謊言
[00:13:28.600 --> 00:13:30.520]  總之是一種unknown language
[00:13:30.520 --> 00:13:32.640]  就是和上帝的一種契合
[00:13:32.640 --> 00:13:34.200]  你可以這樣想像
[00:13:34.200 --> 00:13:37.600]  兩個很相愛的人
[00:13:37.600 --> 00:13:40.840]  大家有一種契合的語言
[00:13:40.840 --> 00:13:42.640]  就好像是這樣的
[00:13:42.640 --> 00:13:44.280]  我記得有一次我去餐館吃飯
[00:13:44.280 --> 00:13:45.880]  我一個人去吃飯
[00:13:45.880 --> 00:13:47.240]  我忘記我去哪個會議
[00:13:47.240 --> 00:13:48.880]  我一個人自己出去吃飯
[00:13:48.880 --> 00:13:49.560]  我就在這裡吃飯
[00:13:49.560 --> 00:13:51.080]  我吃完東西就在這裡吃
[00:13:51.080 --> 00:13:53.440]  隔壁桌有一對男女
[00:13:53.440 --> 00:13:55.760]  我想他們在熱戀當中
[00:13:55.760 --> 00:13:57.640]  他們在聊天
[00:13:57.640 --> 00:14:00.880]  我英文也算是差不多吧
[00:14:00.880 --> 00:14:02.520]  我聽懂每一個字
[00:14:02.520 --> 00:14:05.800]  但我不知道他們在說什麼
[00:14:05.800 --> 00:14:07.400]  就是那種契合的語言
[00:14:07.400 --> 00:14:08.680]  我不知道他們在說什麼
[00:14:08.680 --> 00:14:11.120]  但是每一個字我都聽得懂
[00:14:11.120 --> 00:14:15.360]  這種就是大概謊言的意思
[00:14:15.360 --> 00:14:17.440]  他們才明白
[00:14:17.440 --> 00:14:21.120]  有一種人是有種說謊言的恩賜
[00:14:21.120 --> 00:14:22.440]  說語言是什麼意思呢
[00:14:22.440 --> 00:14:23.320]  說語言
[00:14:23.320 --> 00:14:24.440]  很多時候我們說語言的時候
[00:14:24.440 --> 00:14:27.840]  我們現代人就會說明天三點下不下雨
[00:14:27.840 --> 00:14:29.520]  我們在說預測
[00:14:29.520 --> 00:14:32.320]  我們在說預測
[00:14:32.320 --> 00:14:35.560]  但其實預言在聖經裡面不是這樣的意思
[00:14:35.560 --> 00:14:44.720]  其實是說出上帝的權威的說話
[00:14:44.720 --> 00:14:46.920]  是上帝的代言人這樣的意思
[00:14:46.920 --> 00:14:48.680]  你記得舊約裡面的先知
[00:14:48.680 --> 00:14:50.680]  他是怎麼說話的
[00:14:50.680 --> 00:14:52.880]  耶和華如此說
[00:14:52.880 --> 00:14:55.080]  因為上帝給先知的信息
[00:14:55.080 --> 00:14:57.880]  先知就要帶給上帝的子民
[00:14:57.880 --> 00:14:59.120]  所以耶和華如此說聽清楚了
[00:14:59.120 --> 00:15:00.320]  上帝是這樣說
[00:15:00.320 --> 00:15:02.720]  所以有一點點像是今天的preaching
[00:15:02.720 --> 00:15:04.280]  就是講道的意思
[00:15:04.280 --> 00:15:06.560]  是聖經的教導的意思
[00:15:06.560 --> 00:15:08.240]  保羅就在這裡
[00:15:08.240 --> 00:15:11.640]  就將兩樣東西對答或者比較
[00:15:11.640 --> 00:15:12.520]  一種是說語言
[00:15:12.520 --> 00:15:14.360]  一種是說講道
[00:15:14.360 --> 00:15:16.040]  先知講道
[00:15:16.040 --> 00:15:18.080]  他說什麼呢
[00:15:18.080 --> 00:15:23.320]  他說整個的十四章裡面
[00:15:23.320 --> 00:15:25.560]  經常都強調在敬拜裡面
[00:15:25.560 --> 00:15:28.080]  應該要做些什麼
[00:15:28.080 --> 00:15:30.280]  你看到我highlight了什麼
[00:15:30.280 --> 00:15:32.360]  understand
[00:15:32.360 --> 00:15:34.440]  要大家聽得懂才行
[00:15:34.440 --> 00:15:35.760]  如果大家聽不懂的時候
[00:15:35.760 --> 00:15:39.400]  大家的教會就不能夠得到詛咒了
[00:15:39.400 --> 00:15:41.360]  所以經常都說聽不聽得懂
[00:15:41.360 --> 00:15:44.800]  然後也經常都說做不詛咒到
[00:15:44.800 --> 00:15:46.640]  詛咒的意思就是strengthen
[00:15:46.640 --> 00:15:49.320]  可不可以強化到或者幫助到大家
[00:15:49.320 --> 00:15:52.960]  或者以前英文翻譯叫做edifying
[00:15:52.960 --> 00:15:54.880]  is it edifying
[00:15:54.880 --> 00:15:59.840]  就是說一些東西大家不明白的
[00:15:59.840 --> 00:16:01.520]  私下的語言
[00:16:01.520 --> 00:16:03.720]  私下的語言
[00:16:03.720 --> 00:16:05.400]  怎麼能夠做到教會
[00:16:05.400 --> 00:16:06.520]  怎麼能夠幫助到教會
[00:16:06.520 --> 00:16:07.920]  所以他如果這樣去對立
[00:16:07.920 --> 00:16:10.720]  說謊言和先知講道的話
[00:16:10.720 --> 00:16:15.440]  他就寧願說先知講道的恩賜更加重要
[00:16:15.440 --> 00:16:18.840]  edifying 詛咒
[00:16:18.840 --> 00:16:21.320]  是不是下一章在這裡
[00:16:21.320 --> 00:16:23.440]  說謊言的是詛咒自己的
[00:16:23.440 --> 00:16:25.600]  作先知講道的詛咒教會
[00:16:25.600 --> 00:16:27.160]  我希望你們都說謊言
[00:16:27.160 --> 00:16:29.960]  更加希望你們是作先知講道
[00:16:29.960 --> 00:16:32.520]  因為說謊言的若不解釋出來
[00:16:32.520 --> 00:16:34.760]  使教會得詛咒
[00:16:34.760 --> 00:16:39.000]  那作先知講道的就比他強了
[00:16:39.000 --> 00:16:43.320]  整章的聖經經常都說到教會
[00:16:43.320 --> 00:16:45.600]  教會有九字
[00:16:45.600 --> 00:16:46.840]  說到教會
[00:16:46.840 --> 00:16:48.560]  說到我們聚集在一起的時候
[00:16:48.560 --> 00:16:49.720]  就是要做什麼
[00:16:49.720 --> 00:16:53.000]  我們要彼此的去建立
[00:16:53.000 --> 00:16:56.880]  所以普羅說你們有什麼問題
[00:16:56.880 --> 00:16:59.160]  就是個個都想說謊言
[00:16:59.160 --> 00:17:02.080]  個個都想施施誓語
[00:17:02.080 --> 00:17:04.120]  你們覺得這樣跟上帝很契合
[00:17:04.120 --> 00:17:05.600]  他說no
[00:17:05.600 --> 00:17:07.400]  當你聚集一起敬拜的時候
[00:17:07.400 --> 00:17:10.120]  你需要去顧念整個群體
[00:17:10.120 --> 00:17:12.320]  需不需要得到幫助
[00:17:12.320 --> 00:17:15.360]  得到幫助
[00:17:15.360 --> 00:17:16.600]  得不得到詛咒
[00:17:16.600 --> 00:17:18.960]  得不得到建立
[00:17:18.960 --> 00:17:20.520]  上兩個星期
