
[00:00:00.000 --> 00:00:02.000]  各位大型姊妹早安
[00:02:12.000 --> 00:02:15.000]  今天我想從一個全新的角度去思考一下
[00:02:15.000 --> 00:02:17.000]  去發現一下大衛王
[00:02:17.000 --> 00:02:20.000]  讓我們看見一個有血有肉的大衛王
[00:02:20.000 --> 00:02:22.000]  讓我們看見大衛王
[00:02:22.000 --> 00:02:24.000]  有人性敗壞的那一面
[00:02:24.000 --> 00:02:25.000]  今天的題目叫做
[00:02:25.000 --> 00:02:27.000]  合神心意的王大衛
[00:02:27.000 --> 00:02:29.000]  其實我不太喜歡這個題目
[00:02:29.000 --> 00:02:31.000]  只不過不想破壞
[00:02:31.000 --> 00:02:33.000]  心目中對大衛的形象
[00:02:33.000 --> 00:02:35.000]  所以選擇了這個題目
[00:02:35.000 --> 00:02:37.000]  作為今天講道的題目
[00:02:37.000 --> 00:02:40.000]  讓我們在神面前先有禱告
[00:02:40.000 --> 00:02:42.000]  主我們感謝祢
[00:02:42.000 --> 00:02:43.000]  讓我們在生命當中
[00:02:43.000 --> 00:02:44.000]  我們看見
[00:02:44.000 --> 00:02:46.000]  我們主的偉大
[00:02:46.000 --> 00:02:48.000]  作為人有多少軟弱
[00:02:48.000 --> 00:02:49.000]  有多少罪惡
[00:02:49.000 --> 00:02:50.000]  但是祢都愛我們
[00:02:50.000 --> 00:02:51.000]  祢都使用我們
[00:02:51.000 --> 00:02:53.000]  心願讓我們
[00:02:53.000 --> 00:02:55.000]  心願我們的主教導我們
[00:02:55.000 --> 00:02:56.000]  提醒我們
[00:02:56.000 --> 00:02:58.000]  使我們因此懂得敬畏祢
[00:02:58.000 --> 00:02:59.000]  將生命獻於祢
[00:02:59.000 --> 00:03:00.000]  為祢而活
[00:03:00.000 --> 00:03:02.000]  奉耶穌基督名求
[00:03:02.000 --> 00:03:03.000]  阿門
[00:03:03.000 --> 00:03:05.000]  在大衛人生裏面
[00:03:05.000 --> 00:03:06.000]  我們可以這樣說
[00:03:06.000 --> 00:03:09.000]  大衛是一個很精明的人物
[00:03:09.000 --> 00:03:11.000]  如果你用欣賞的角度去講
[00:03:11.000 --> 00:03:14.000]  他是一個充滿著政治智慧的人物
[00:03:14.000 --> 00:03:16.000]  如果用一個鄙視的角度去講
[00:03:16.000 --> 00:03:19.000]  他應該被形容為一個狡猾仔
[00:03:19.000 --> 00:03:21.000]  一個相當狡猾的人
[00:03:21.000 --> 00:03:23.000]  首先當我們看大衛
[00:03:23.000 --> 00:03:25.000]  當先知撒姆爾
[00:03:25.000 --> 00:03:26.000]  高納他
[00:03:26.000 --> 00:03:27.000]  作王宣告
[00:03:27.000 --> 00:03:29.000]  預言他將要作王的時候
[00:03:29.000 --> 00:03:31.000]  但是他還沒有正式登基作王
[00:03:31.000 --> 00:03:32.000]  這段日子裏面
[00:03:32.000 --> 00:03:34.000]  我們看見他到處流露出
[00:03:34.000 --> 00:03:37.000]  政治的智慧的表現
[00:03:37.000 --> 00:03:38.000]  他對環境
[00:03:38.000 --> 00:03:41.000]  對人事的洞察力相當強
[00:03:41.000 --> 00:03:43.000]  他比身邊的人更加快察覺到
[00:03:43.000 --> 00:03:46.000]  蘇羅王對他的敵意和殺忌
[00:03:46.000 --> 00:03:48.000]  當蘇羅的兒子約拿丹
[00:03:48.000 --> 00:03:51.000]  仍未明白他父親要殺他的時候
[00:03:51.000 --> 00:03:53.000]  大衛就已經明白到
[00:03:53.000 --> 00:03:56.000]  蘇羅王對他的敵意
[00:03:56.000 --> 00:03:59.000]  當大衛要逃避危險的時候
[00:03:59.000 --> 00:04:00.000]  我們看見
[00:04:00.000 --> 00:04:02.000]  他善用任何機會
[00:04:02.000 --> 00:04:04.000]  當蘇羅要追殺他的時候
[00:04:04.000 --> 00:04:07.000]  他逃到祭司阿希米勒那裏
[00:04:07.000 --> 00:04:09.000]  他為了得到阿希米勒的幫助
[00:04:09.000 --> 00:04:13.000]  他說謊騙取祭司的信任
[00:04:13.000 --> 00:04:14.000]  告訴祭司知道
[00:04:14.000 --> 00:04:16.000]  因為王命緊急的緣故
[00:04:16.000 --> 00:04:17.000]  所以他沒有帶食物
[00:04:17.000 --> 00:04:19.000]  也沒有帶任何兵器
[00:04:19.000 --> 00:04:20.000]  因為這樣的緣故
[00:04:20.000 --> 00:04:23.000]  他從祭司那裏騙取了食物
[00:04:23.000 --> 00:04:26.000]  也拿到放在祭司那裏的刀
[00:04:26.000 --> 00:04:28.000]  當時祭司阿希米勒
[00:04:28.000 --> 00:04:31.000]  並不知道蘇羅王對他的追殺
[00:04:31.000 --> 00:04:33.000]  結果因為幫助大衛的緣故
[00:04:33.000 --> 00:04:37.000]  最終招來蘇羅對祭司的屠殺
[00:04:37.000 --> 00:04:40.000]  其後大衛逃到菲律士地那裏
[00:04:40.000 --> 00:04:43.000]  不過他的身份很快就被菲律士人認出
[00:04:43.000 --> 00:04:45.000]  為了生存的緣故
[00:04:45.000 --> 00:04:49.000]  他裝瘋在城門口那裏到處寫字
[00:04:49.000 --> 00:04:52.000]  好像以前的九龍皇帝一樣
[00:04:52.000 --> 00:04:53.000]  到處寫字
[00:04:53.000 --> 00:04:54.000]  他漏口水
[00:04:54.000 --> 00:04:56.000]  漏到整個臉都是
[00:04:56.000 --> 00:04:57.000]  於是人們就覺得
[00:04:57.000 --> 00:04:58.000]  這個人是瘋子
[00:04:58.000 --> 00:05:01.000]  於是菲律士王就說
[00:05:01.000 --> 00:05:03.000]  我這裏不是缺少了瘋子的人
[00:05:03.000 --> 00:05:05.000]  於是將他趕走
[00:05:05.000 --> 00:05:08.000]  因此他就保存了性命
[00:05:08.000 --> 00:05:10.000]  從以上兩件事我們看見
[00:05:10.000 --> 00:05:14.000]  他善用謊言來逃避任何危險
[00:05:14.000 --> 00:05:16.000]  可以看見他狡猾的一面
[00:05:16.000 --> 00:05:18.000]  當在猶大抗野裏面
[00:05:18.000 --> 00:05:20.000]  逃避蘇羅王追殺的時候
[00:05:20.000 --> 00:05:23.000]  聖經裏面形容當時的情況相當危急
[00:05:23.000 --> 00:05:26.000]  撒慕爾記上23章26節那裏形容
[00:05:26.000 --> 00:05:28.000]  蘇羅在山這邊走
[00:05:28.000 --> 00:05:31.000]  大衛和跟隨他的人在山的那邊
[00:05:31.000 --> 00:05:33.000]  大衛急忙逃避蘇羅
[00:05:33.000 --> 00:05:35.000]  因為蘇羅和跟隨他的人
[00:05:35.000 --> 00:05:38.000]  四面圍繞大衛和跟隨他的人
[00:05:38.000 --> 00:05:39.000]  要捉拿他
[00:05:39.000 --> 00:05:40.000]  你想像一下
[00:05:40.000 --> 00:05:43.000]  當在山的那邊你逃走的時候
[00:05:43.000 --> 00:05:45.000]  山的那邊就是你的敵人
[00:05:45.000 --> 00:05:47.000]  其實距離很近
[00:05:47.000 --> 00:05:50.000]  那個形勢相當險要
[00:05:50.000 --> 00:05:52.000]  不過對大衛來說
[00:05:52.000 --> 00:05:54.000]  他多次在逃避蘇羅的時候
[00:05:54.000 --> 00:05:58.000]  他有機會下手來殺死蘇羅
[00:05:58.000 --> 00:06:00.000]  不過聖經都記述他沒有這樣做
[00:06:00.000 --> 00:06:02.000]  第一次就在隱居底的樹
[00:06:02.000 --> 00:06:05.000]  隱居底的樹有一個很大的水泉
[00:06:05.000 --> 00:06:06.000]  有瀑布
[00:06:06.000 --> 00:06:07.000]  在那裏有一個山洞
[00:06:07.000 --> 00:06:10.000]  蘇羅王獨自進入這個山洞裏面
[00:06:10.000 --> 00:06:12.000]  當時大衛躲在山洞裏面
[00:06:12.000 --> 00:06:14.000]  蘇羅去做甚麼呢
[00:06:14.000 --> 00:06:16.000]  就是進去找廁所
[00:06:16.000 --> 00:06:18.000]  當時大衛有機會來殺死蘇羅
[00:06:18.000 --> 00:06:20.000]  但他沒有這樣做
[00:06:20.000 --> 00:06:21.000]  第二次
[00:06:21.000 --> 00:06:24.000]  當在西北曠野的哈基拉的樹
[00:06:24.000 --> 00:06:27.000]  這一次大衛趁著夜更的時候
[00:06:27.000 --> 00:06:29.000]  蘇羅和他的士兵都入睡的時候
[00:06:29.000 --> 00:06:31.000]  他偷偷地進入營裏面
[00:06:31.000 --> 00:06:34.000]  他拿走了王身邊的槍和瓶子
[00:06:34.000 --> 00:06:37.000]  兩次大衛都沒有殺死蘇羅
[00:06:37.000 --> 00:06:38.000]  原因
[00:06:38.000 --> 00:06:39.000]  聖經裏面這樣說
[00:06:39.000 --> 00:06:41.000]  就是因為大衛敬畏神
[00:06:41.000 --> 00:06:44.000]  不敢下手殺死所高立的王
[00:06:44.000 --> 00:06:47.000]  當然我們相信這的確是一個原因
[00:06:47.000 --> 00:06:48.000]  不過另一方面
[00:06:48.000 --> 00:06:50.000]  我們相信還有另外一些原因
[00:06:50.000 --> 00:06:52.000]  就是對大衛來說
[00:06:52.000 --> 00:06:53.000]  他很清楚明白到
[00:06:53.000 --> 00:06:56.000]  當時的蘇羅王是整個猶太人
[00:06:56.000 --> 00:06:59.000]  整個以色列民族很尊敬的王
[00:06:59.000 --> 00:07:03.000]  蘇羅王的聲勢可以說如日中天
[00:07:03.000 --> 00:07:06.000]  在這個時候下手殺蘇羅王的話
[00:07:06.000 --> 00:07:09.000]  他換來的只是殺王的兇手這個稱呼
[00:07:09.000 --> 00:07:13.000]  一點都不能夠對他贏取到百姓的支持和幫助
[00:07:13.000 --> 00:07:17.000]  所以那個時刻不是他殺蘇羅王最佳的時候
[00:07:17.000 --> 00:07:21.000]  相反大衛到處流露著他對王的擁護
[00:07:21.000 --> 00:07:24.000]  當有人殺了蘇羅王之後
[00:07:24.000 --> 00:07:26.000]  他走到大衛王那裏
[00:07:26.000 --> 00:07:27.000]  向大衛王邀功
[00:07:27.000 --> 00:07:32.000]  希望能夠得到大衛王的幫助和祝福的時候
[00:07:32.000 --> 00:07:34.000]  大衛的處理是怎樣呢?
[00:07:34.000 --> 00:07:38.000]  大衛的處理方式就是將邀功的人處死
[00:07:38.000 --> 00:07:42.000]  好讓天下知道他雖然被蘇羅所追殺
[00:07:42.000 --> 00:07:44.000]  但他一直都忠於王
[00:07:44.000 --> 00:07:49.000]  大衛也善待蘇羅的後代和蘇羅的僕人
[00:07:49.000 --> 00:07:53.000]  當有人將蘇羅的兒子伊斯波切殺死的時候
[00:07:53.000 --> 00:07:57.000]  也來到大衛那裏邀功,他處理的方式一樣
[00:07:57.000 --> 00:07:59.000]  就是將這些人處死
[00:07:59.000 --> 00:08:01.000]  並且厚葬伊斯波切
[00:08:01.000 --> 00:08:05.000]  讓普天下的百姓知道他對王的尊重
[00:08:05.000 --> 00:08:10.000]  這一切的舉動都充滿著政治的考慮和政治智慧
[00:08:10.000 --> 00:08:13.000]  贏取到百姓的那份信服
[00:08:13.000 --> 00:08:14.000]  贏取到民心
[00:08:14.000 --> 00:08:17.000]  贏取到不同支派對的支持
[00:08:17.000 --> 00:08:19.000]  其實還有一件很重要的事
[00:08:19.000 --> 00:08:22.000]  也流露著大衛的政治智慧
[00:08:22.000 --> 00:08:25.000]  和他對當時社會民情的了解
[00:08:25.000 --> 00:08:30.000]  就是他選擇了耶路撒冷作為立國的首都
[00:08:30.000 --> 00:08:32.000]  撒梅記下五章
[00:08:32.000 --> 00:08:34.000]  記述他攻取耶布斯的經過
[00:08:34.000 --> 00:08:37.000]  當時耶布斯,也就是後來的耶路撒冷
[00:08:37.000 --> 00:08:40.000]  耶布斯附近有一個水泉
[00:08:40.000 --> 00:08:42.000]  聖經記載叫做積分泉
[00:08:42.000 --> 00:08:47.000]  這個泉是耶布斯重要的水源
[00:08:47.000 --> 00:08:49.000]  耶布斯人為了保護水源
[00:08:49.000 --> 00:08:52.000]  也讓敵人進攻的時候,在戰爭裡的時候
[00:08:52.000 --> 00:08:54.000]  避免敵人的威脅
[00:08:54.000 --> 00:08:57.000]  所以耶布斯人收了一條地底的水道
[00:08:57.000 --> 00:09:01.000]  將城內積分泉的水引到城裡面
[00:09:01.000 --> 00:09:05.000]  方便市民不需要出城外來打水
[00:09:05.000 --> 00:09:07.000]  水道長20米
[00:09:07.000 --> 00:09:09.000]  並且在末端有一個水池
[00:09:09.000 --> 00:09:12.000]  還有一個垂直的樹井,起碼有13米深
[00:09:12.000 --> 00:09:15.000]  讓當時的百姓可以來拿水
[00:09:15.000 --> 00:09:18.000]  當時大衛要進攻耶布斯的時候
[00:09:18.000 --> 00:09:20.000]  耶布斯人很驕傲地說
[00:09:20.000 --> 00:09:24.000]  如果你能夠說出盲的、跛的
[00:09:24.000 --> 00:09:26.000]  就必不能進入這個地方
[00:09:26.000 --> 00:09:30.000]  意思就是說,只要盲的、跛的守著城
[00:09:30.000 --> 00:09:32.000]  你都不能進攻這個城
[00:09:32.000 --> 00:09:36.000]  但是聖經記述,大衛發現了一條水道
[00:09:36.000 --> 00:09:39.000]  於是這個水道就來攻取這個城
[00:09:39.000 --> 00:09:41.000]  所以聖經就這樣說
[00:09:41.000 --> 00:09:42.000]  當時大衛這樣說
[00:09:42.000 --> 00:09:44.000]  誰能夠攻打耶布斯人
[00:09:44.000 --> 00:09:48.000]  當上水溝,攻打我心裡所憎恨的
[00:09:48.000 --> 00:09:51.000]  鵲子和鴿子
[00:09:51.000 --> 00:09:55.000]  可見攻取城的確有著智慧
[00:09:55.000 --> 00:09:58.000]  這個水道在後來被考古學家所發現
[00:09:58.000 --> 00:10:00.000]  被一個考古學家華倫所發現
[00:10:00.000 --> 00:10:03.000]  所以被稱為華倫井道
[00:10:03.000 --> 00:10:05.000]  攻取了大衛城之後
[00:10:05.000 --> 00:10:06.000]  聖經就記述
[00:10:06.000 --> 00:10:10.000]  大衛就將耶布斯立為首都
[00:10:10.000 --> 00:10:12.000]  為什麼要立耶布斯為首都呢
[00:10:12.000 --> 00:10:14.000]  或者為什麼要立耶路撒冷為首都呢
[00:10:14.000 --> 00:10:16.000]  過去七年半裡
[00:10:16.000 --> 00:10:18.000]  大衛在希伯倫
[00:10:18.000 --> 00:10:20.000]  一個屬於猶大支派的城市
[00:10:20.000 --> 00:10:23.000]  現在的城市也是整個猶大支派中心的地方
[00:10:23.000 --> 00:10:25.000]  那裡來做首都
[00:10:25.000 --> 00:10:29.000]  在那裡四周有猶大支派保護
[00:10:29.000 --> 00:10:31.000]  為什麼今天他放棄了希伯倫
[00:10:31.000 --> 00:10:34.000]  選擇耶路撒冷呢
[00:10:34.000 --> 00:10:35.000]  原來當時來說
[00:10:35.000 --> 00:10:37.000]  十二支派裡一直存在著一個
[00:10:37.000 --> 00:10:39.000]  不是很明顯的裂痕
[00:10:39.000 --> 00:10:42.000]  他們支派之間互相有競爭
[00:10:42.000 --> 00:10:44.000]  互相有不信任
[00:10:44.000 --> 00:10:45.000]  對大衛來說
[00:10:45.000 --> 00:10:47.000]  他很早就察覺到這個情況
[00:10:47.000 --> 00:10:50.000]  也知道他屬於猶大支派
[00:10:50.000 --> 00:10:52.000]  只有猶大支派支持他
[00:10:52.000 --> 00:10:54.000]  其他支派仍然是支持著
[00:10:54.000 --> 00:10:57.000]  這個數羅王和他的後代
[00:10:57.000 --> 00:11:01.000]  所以當他作為全國的君王的時候
[00:11:01.000 --> 00:11:03.000]  他放棄了希伯倫
[00:11:03.000 --> 00:11:06.000]  選擇了耶路撒冷
[00:11:06.000 --> 00:11:08.000]  我們要知道耶路撒冷的位置
[00:11:08.000 --> 00:11:12.000]  其實不在猶大支派的領土之內
[00:11:12.000 --> 00:11:14.000]  耶路撒冷其實是屬於
[00:11:14.000 --> 00:11:15.000]  這個汴瓦敏支派
[00:11:15.000 --> 00:11:18.000]  不過如果你們熟悉聖經地理的話
[00:11:18.000 --> 00:11:21.000]  你會發覺耶路撒冷南邊有一個谷
[00:11:21.000 --> 00:11:23.000]  這個谷叫做恩聯子谷
[00:11:23.000 --> 00:11:25.000]  在恩聯子谷南邊
[00:11:25.000 --> 00:11:27.000]  就是說耶路撒冷南邊
[00:11:27.000 --> 00:11:28.000]  剛剛越過谷
[00:11:28.000 --> 00:11:31.000]  就到了猶大支派的地方
[00:11:31.000 --> 00:11:34.000]  所以耶路撒冷和猶大支派之間的距離
[00:11:34.000 --> 00:11:36.000]  只是一個山谷而已
[00:11:36.000 --> 00:11:39.000]  換言之當他選擇這個地點
[00:11:39.000 --> 00:11:41.000]  作為治國的地點的時候
[00:11:41.000 --> 00:11:43.000]  其實遠比希伯倫好得多
[00:11:43.000 --> 00:11:46.000]  因為希伯倫雖然在整個猶大的中心裏面
[00:11:46.000 --> 00:11:48.000]  受猶大支派保護
[00:11:48.000 --> 00:11:50.000]  但是在整個十二支派裏面
[00:11:50.000 --> 00:11:51.000]  或者整個以色列地來說
[00:11:51.000 --> 00:11:53.000]  位置偏南
[00:11:53.000 --> 00:11:55.000]  對北面的有異心的支派來說
[00:11:55.000 --> 00:11:59.000]  那個控制力和影響力相當之有限
[00:11:59.000 --> 00:12:01.000]  但是耶路撒冷的位置比較適中
[00:12:01.000 --> 00:12:04.000]  並且他雖然不屬於猶大支派
[00:12:04.000 --> 00:12:06.000]  不是一個安全的範圍之內
[00:12:06.000 --> 00:12:09.000]  但是離開猶大支派的距離不是很遠
[00:12:09.000 --> 00:12:10.000]  有任何危險的時候
[00:12:10.000 --> 00:12:12.000]  他只需要離開這個山谷
[00:12:12.000 --> 00:12:14.000]  就可以回到猶大支派
[00:12:14.000 --> 00:12:16.000]  他們支派所屬的地方裏面
[00:12:16.000 --> 00:12:18.000]  得到支派的人所保護
[00:12:18.000 --> 00:12:19.000]  換句話說
[00:12:19.000 --> 00:12:23.000]  耶路撒冷的位置進可攻退可逃
[00:12:23.000 --> 00:12:25.000]  是一個有戰略的位置
[00:12:25.000 --> 00:12:29.000]  和有政治眼光的人才選擇的地方
[00:12:29.000 --> 00:12:31.000]  從以上分析裏面我們可以看見
[00:12:31.000 --> 00:12:35.000]  大白王雖然他清楚被神所高納為王
[00:12:35.000 --> 00:12:39.000]  但是同時他在登基的過程裏面
[00:12:39.000 --> 00:12:40.000]  他充滿著
[00:12:40.000 --> 00:12:44.000]  展現著很多個人的智慧和政治智慧的地方
[00:12:44.000 --> 00:12:46.000]  如果你不欣賞的話
[00:12:46.000 --> 00:12:48.000]  你會說他是一個古惑的人
[00:12:48.000 --> 00:12:50.000]  但是你欣賞他的話
[00:12:50.000 --> 00:12:51.000]  你會看見
[00:12:51.000 --> 00:12:54.000]  他雖然清楚知道神選立他
[00:12:54.000 --> 00:12:56.000]  和對神的倚靠
[00:12:56.000 --> 00:12:58.000]  但是同時他也展現著
[00:12:58.000 --> 00:13:00.000]  政治的智慧和處事的智慧
[00:13:00.000 --> 00:13:01.000]  無論如何
[00:13:01.000 --> 00:13:02.000]  我們肯定一件事就是
[00:13:02.000 --> 00:13:04.000]  大衛王他不是豬
[00:13:04.000 --> 00:13:06.000]  他比狼更加有智慧
[00:13:06.000 --> 00:13:07.000]  我常常覺得
[00:13:07.000 --> 00:13:08.000]  在大衛的生命裏面
[00:13:08.000 --> 00:13:10.000]  起碼在提醒我們一件事
[00:13:10.000 --> 00:13:13.000]  就是今天很多侍奉神的人
[00:13:13.000 --> 00:13:14.000]  他們常常都有一個看法
[00:13:14.000 --> 00:13:16.000]  就是侍奉神的人
[00:13:16.000 --> 00:13:18.000]  最重要的就是屬天的智慧
[00:13:18.000 --> 00:13:19.000]  屬靈的智慧
[00:13:19.000 --> 00:13:20.000]  我們有屬靈的智慧
[00:13:20.000 --> 00:13:21.000]  屬天的智慧
[00:13:21.000 --> 00:13:22.000]  這樣就夠了
[00:13:22.000 --> 00:13:24.000]  而很多時候我們忽略了
[00:13:24.000 --> 00:13:27.000]  處世待人的智慧
[00:13:27.000 --> 00:13:29.000]  而大衛王就讓我們看見
[00:13:29.000 --> 00:13:31.000]  他既對神有倚靠
[00:13:31.000 --> 00:13:34.000]  但同時又明白人情世故
[00:13:34.000 --> 00:13:36.000]  有處世待人的智慧
[00:13:36.000 --> 00:13:39.000]  所以當他後來治國平天下的時候
[00:13:39.000 --> 00:13:41.000]  我們看見除了神的恩典之外
[00:13:41.000 --> 00:13:44.000]  也看見他流露出來那種管治的能力
[00:13:44.000 --> 00:13:46.000]  大衛的生命裏面
[00:13:46.000 --> 00:13:47.000]  另一方面我們看見的
[00:13:47.000 --> 00:13:50.000]  就是大衛應該是一個好色之人
[00:13:50.000 --> 00:13:52.000]  可能我這個評語
[00:13:52.000 --> 00:13:54.000]  和大部分的目者的評語都不相同
[00:13:54.000 --> 00:13:56.000]  過去可能你聽講道的時候
[00:13:56.000 --> 00:13:58.000]  大部分的目者都會認為
[00:13:58.000 --> 00:14:00.000]  大衛在拔士巴事件裏面跌倒
[00:14:00.000 --> 00:14:02.000]  即是偶然地跌倒
[00:14:02.000 --> 00:14:05.000]  並且拔士巴應該要負上更多的責任
[00:14:05.000 --> 00:14:06.000]  但我認為
[00:14:06.000 --> 00:14:07.000]  冰封三尺
[00:14:07.000 --> 00:14:09.000]  非一日之寒
[00:14:09.000 --> 00:14:12.000]  更多的是大衛早就是一位好色之徒
[00:14:12.000 --> 00:14:14.000]  因為這樣的緣故
[00:14:14.000 --> 00:14:17.000]  才在這件事件上輕易地失足
[00:14:17.000 --> 00:14:20.000]  在美軍的軍隊訓練裏面
[00:14:20.000 --> 00:14:25.000]  有一篇文章是他們軍隊裏面的學員必讀的
[00:14:25.000 --> 00:14:27.000]  這篇文章的名字叫
[00:14:27.000 --> 00:14:31.000]  拔士巴症候群成功領袖的道德淪亡
[00:14:31.000 --> 00:14:34.000]  就是引用大衛王沉迷於女色
[00:14:34.000 --> 00:14:36.000]  提醒那些軍官
[00:14:36.000 --> 00:14:39.000]  他們都要注意這個女色
[00:14:39.000 --> 00:14:41.000]  不過如果你看新聞的話
[00:14:41.000 --> 00:14:43.000]  你會發覺在美軍裏面
[00:14:43.000 --> 00:14:45.000]  無論是高層還是低層
[00:14:45.000 --> 00:14:48.000]  經常有這些性的醜聞爆出來
[00:14:48.000 --> 00:14:50.000]  為甚麼會這樣呢
[00:14:50.000 --> 00:14:52.000]  因為在美軍的文化裏面
[00:14:52.000 --> 00:14:54.000]  甚至可以說在美國的文化裏面
[00:14:54.000 --> 00:14:56.000]  色情文化其實是很普遍
[00:14:56.000 --> 00:14:58.000]  所以你見到美軍去到哪個地方
[00:14:58.000 --> 00:15:01.000]  那個地方的生意都會相當發展得好
[00:15:01.000 --> 00:15:03.000]  而這些生意是甚麼生意呢
[00:15:03.000 --> 00:15:05.000]  就是一些槍技的生意
[00:15:05.000 --> 00:15:08.000]  同樣你見到美軍去到哪裏駐守的時候
[00:15:08.000 --> 00:15:11.000]  哪裏裏面的強姦非禮案件都會增加
[00:15:11.000 --> 00:15:13.000]  因為在美軍的文化裏面
[00:15:13.000 --> 00:15:16.000]  早就有這種色情的文化
[00:15:16.000 --> 00:15:17.000]  因為這樣的緣故
[00:15:17.000 --> 00:15:19.000]  冰封三尺
[00:15:19.000 --> 00:15:20.000]  非日日之寒
[00:15:20.000 --> 00:15:21.000]  看多兩篇文章
[00:15:21.000 --> 00:15:23.000]  都無辦法阻止到在美軍裏面
[00:15:23.000 --> 00:15:25.000]  經常爆出來的一些性醜聞
[00:15:25.000 --> 00:15:28.000]  同樣大衛去面對的失敗
[00:15:28.000 --> 00:15:30.000]  恐怕都不是偶然的失敗
[00:15:30.000 --> 00:15:32.000]  大衛人生裏面
[00:15:32.000 --> 00:15:34.000]  似乎對女性充滿著慾望
[00:15:34.000 --> 00:15:37.000]  只要我們從他對婚姻
[00:15:37.000 --> 00:15:39.000]  或者和他一起相處的女性
[00:15:39.000 --> 00:15:41.000]  來看的話
[00:15:41.000 --> 00:15:43.000]  我們會發現似乎大衛王
