
[00:00:00.000 --> 00:00:06.120]  好 各位英語姊妹 新年蒙恩
[00:06:41.880 --> 00:06:43.200]  在那裏呢
[00:06:43.200 --> 00:06:46.680]  如果保羅所領受的和所傳講的
[00:06:46.680 --> 00:06:50.960]  和這些使徒們所領受的傳講的不一樣呢
[00:06:50.960 --> 00:06:53.320]  證明這是保羅自己揣摩出來的
[00:06:53.320 --> 00:06:55.000]  保羅自己發明出來的
[00:06:55.000 --> 00:06:58.360]  但是如果他們的福音是一致的一樣的
[00:06:58.360 --> 00:07:00.320]  就證明保羅的福音
[00:07:00.320 --> 00:07:04.080]  也是從上帝的啓示而來的
[00:07:04.080 --> 00:07:07.680]  我們看到 今天我們是從第十一節開始讀的
[00:07:07.680 --> 00:07:11.080]  到上文的第九節
[00:07:11.080 --> 00:07:13.080]  有一節的經文
[00:07:13.080 --> 00:07:15.680]  雅各 彼得 約翰
[00:07:15.680 --> 00:07:18.960]  這三位新約教會最重要的使徒
[00:07:18.960 --> 00:07:22.600]  就跟保羅行了右手相交之禮
[00:07:22.600 --> 00:07:24.320]  這個右手相交之禮
[00:07:24.320 --> 00:07:27.880]  表達的就是接納和認同
[00:07:27.880 --> 00:07:29.760]  表示說我們的福音
[00:07:29.760 --> 00:07:30.960]  我們的教義
[00:07:30.960 --> 00:07:33.320]  我們的真理是完全一致的
[00:07:33.320 --> 00:07:37.800]  我們在主理是彼此認同相互接納的
[00:07:37.800 --> 00:07:41.680]  好 右手行完相交之禮
[00:07:41.680 --> 00:07:43.440]  右手裏剛行完
[00:07:43.440 --> 00:07:47.200]  第十一節開始來了一記左勾拳
[00:07:47.200 --> 00:07:49.800]  我們看到馬上衝突就發生了
[00:07:49.800 --> 00:07:53.240]  不是一致嗎 怎麼還會有衝突呢
[00:07:53.240 --> 00:07:55.080]  各位 發生了什麼
[00:07:55.080 --> 00:07:56.760]  我們看到這節經文
[00:07:56.760 --> 00:07:59.880]  當基法就是彼得
[00:07:59.880 --> 00:08:03.080]  在安提壓的時候發生了一件事情
[00:08:03.080 --> 00:08:05.640]  基法在安提壓服侍得好好的
[00:08:05.640 --> 00:08:07.400]  在那裏教會生活好好的
[00:08:07.400 --> 00:08:10.640]  結果從雅各那裏來了一羣人
[00:08:10.640 --> 00:08:12.160]  來了一羣什麼人呢
[00:08:12.160 --> 00:08:13.360]  這段經文告訴我們說
[00:08:13.360 --> 00:08:17.040]  他們是鳳哥里的人
[00:08:17.040 --> 00:08:20.280]  這些從耶路撒冷雅各那裏來的猶太人
[00:08:20.280 --> 00:08:22.600]  認爲外邦人 外邦的基督徒
[00:08:22.600 --> 00:08:23.880]  一問你成了基督徒
[00:08:23.880 --> 00:08:25.760]  你仍舊是不潔淨的
[00:08:25.760 --> 00:08:28.440]  你仍然需要守摩西的律法
[00:08:28.440 --> 00:08:29.640]  很明顯
[00:08:29.640 --> 00:08:33.160]  這一班人他在耶路撒冷的地位是相當高的
[00:08:33.160 --> 00:08:34.920]  所以
[00:08:34.920 --> 00:08:36.520]  你從後邊你會看到
[00:08:36.520 --> 00:08:37.880]  彼得會害怕他
[00:08:37.880 --> 00:08:39.320]  彼得都是大使徒了
[00:08:39.320 --> 00:08:41.160]  他還會懼怕他們
[00:08:41.160 --> 00:08:44.000]  而且他們自認爲自己是根正苗紅的
[00:08:44.000 --> 00:08:45.240]  當他們一來
[00:08:45.240 --> 00:08:48.160]  哎呀 彼得啊 巴拿巴啊
[00:08:48.160 --> 00:08:49.320]  還有一些人呢
[00:08:49.320 --> 00:08:51.440]  他們就馬上轉變立場
[00:08:51.440 --> 00:08:54.600]  跟這些耶路撒冷來的純爺們兒
[00:08:54.600 --> 00:08:55.520]  一起去喫飯了
[00:08:55.520 --> 00:08:57.880]  不再跟這些他們認爲
[00:08:57.880 --> 00:09:01.640]  這些人眼中認爲不潔淨的人一起喫飯
[00:09:01.640 --> 00:09:03.360]  問題就來了
[00:09:03.360 --> 00:09:04.880]  接下來紛爭就來了
[00:09:04.880 --> 00:09:06.760]  我們看到這羣人是一羣什麼人呢
[00:09:06.760 --> 00:09:08.840]  聖經上說他是鳳割禮
[00:09:08.840 --> 00:09:10.800]  各位 什麼叫鳳割禮
[00:09:10.800 --> 00:09:12.840]  爲什麼不說他們是行割禮的
[00:09:12.840 --> 00:09:15.800]  請問保羅行不行割禮
[00:09:15.800 --> 00:09:17.680]  保羅行
[00:09:17.680 --> 00:09:20.000]  剛剛 昨天對吧
[00:09:20.000 --> 00:09:21.880]  這個宇康傳道在陳導海分享過
[00:09:21.880 --> 00:09:25.160]  他給提摩泰行過割禮
[00:09:25.160 --> 00:09:27.040]  行割禮不是錯
[00:09:27.040 --> 00:09:28.640]  但是他這裏用了一個字
[00:09:28.640 --> 00:09:29.800]  中文聖經翻譯的很好
[00:09:29.800 --> 00:09:31.560]  叫做鳳
[00:09:31.560 --> 00:09:33.560]  鳳是什麼意思
[00:09:33.560 --> 00:09:35.600]  鳳就是敬鳳
[00:09:35.600 --> 00:09:39.600]  鳳就是把它高高的舉起來
[00:09:39.600 --> 00:09:43.160]  把割禮這件事情高舉起來
[00:09:43.160 --> 00:09:45.120]  強調到一個地步
[00:09:45.120 --> 00:09:46.720]  你沒有行割禮
[00:09:46.720 --> 00:09:48.120]  你就是污穢的
[00:09:48.120 --> 00:09:49.160]  你沒有行割禮
[00:09:49.160 --> 00:09:51.280]  你就是不潔的
[00:09:51.280 --> 00:09:53.080]  弟兄姊妹
[00:09:53.080 --> 00:09:54.840]  如果你看整本新約聖經
[00:09:54.840 --> 00:09:56.760]  在舊約每一個神的子民
[00:09:56.760 --> 00:09:57.800]  都是行過割禮的
[00:09:57.800 --> 00:09:59.280]  但是在新約呢
[00:09:59.280 --> 00:10:01.880]  整本新約聖經已經把割禮
[00:10:01.880 --> 00:10:03.600]  從上帝的律法
[00:10:03.600 --> 00:10:06.240]  下降爲一種人的文化
[00:10:06.240 --> 00:10:07.320]  民族的文化
[00:10:07.320 --> 00:10:08.920]  就是猶太人的文化
[00:10:08.920 --> 00:10:11.880]  這件事情跟舊恩已經沒有關係了
[00:10:11.880 --> 00:10:12.920]  那既然是這樣
[00:10:12.920 --> 00:10:14.440]  其實你也不需要去改它
[00:10:14.440 --> 00:10:15.200]  你知道嗎
[00:10:15.200 --> 00:10:16.600]  它是文化傳統嘛
[00:10:16.600 --> 00:10:18.400]  猶太人的文化傳統嘛
[00:10:18.400 --> 00:10:19.880]  所以猶太人有自由
[00:10:19.880 --> 00:10:21.560]  可以繼續的行割禮
[00:10:21.560 --> 00:10:22.840]  守割禮
[00:10:22.840 --> 00:10:25.400]  那外邦人也有自由
[00:10:25.400 --> 00:10:26.920]  不需要受割禮
[00:10:26.920 --> 00:10:28.360]  這件事情
[00:10:28.360 --> 00:10:30.880]  沒有必要去把它絕對化
[00:10:30.880 --> 00:10:32.040]  各位
[00:10:32.040 --> 00:10:33.040]  我們要看到
[00:10:33.040 --> 00:10:35.680]  福音和文化之間
[00:10:35.680 --> 00:10:37.640]  始終有一個張力
[00:10:37.640 --> 00:10:39.240]  福音高於文化
[00:10:39.240 --> 00:10:40.520]  福音更新文化
[00:10:40.520 --> 00:10:44.600]  福音可以在每一種文化當中去傳揚
[00:10:44.600 --> 00:10:46.640]  文化不能決定福音
[00:10:46.640 --> 00:10:50.560]  但是福音要反過頭來決定文化
[00:10:50.560 --> 00:10:51.760]  我問大家一個問題
[00:10:51.760 --> 00:10:56.320]  請問彼得是不是奉割禮的基督徒
[00:10:56.320 --> 00:11:00.000]  是嗎
[00:11:00.000 --> 00:11:03.240]  如果在《史讀行傳》第十章以前
[00:11:03.240 --> 00:11:05.040]  可能是
[00:11:05.040 --> 00:11:07.440]  但是到《史讀行傳》的第十章的時候
[00:11:07.440 --> 00:11:10.680]  發生了一件事情
[00:11:10.680 --> 00:11:13.080]  發生了什麼事情
[00:11:13.080 --> 00:11:16.160]  第十章被稱爲外邦人的五旬節
[00:11:16.160 --> 00:11:19.280]  就是在割離牛家
[00:11:19.280 --> 00:11:22.120]  彼得給割離牛一家施洗
[00:11:22.120 --> 00:11:24.400]  但是在那之前
[00:11:24.400 --> 00:11:26.520]  上帝給了他一個異象
[00:11:26.520 --> 00:11:28.240]  你知道彼得是猶太人
[00:11:28.240 --> 00:11:30.280]  上帝給他看到一個異象
[00:11:30.280 --> 00:11:32.440]  就是在異象當中他看到一個大包袱
[00:11:32.440 --> 00:11:34.720]  裏邊有各樣的飛擎和走獸
[00:11:34.720 --> 00:11:36.520]  這些飛擎走獸在舊約
[00:11:36.520 --> 00:11:39.040]  根據立位紀來說是不結的
[00:11:39.040 --> 00:11:41.640]  猶太人世世代代堅決不能碰
[00:11:41.640 --> 00:11:43.120]  碰了就污穢了
[00:11:43.120 --> 00:11:45.000]  喫了就污穢了
[00:11:45.000 --> 00:11:46.840]  然後在異象當中
[00:11:46.840 --> 00:11:48.680]  神上帝授給他看
[00:11:48.680 --> 00:11:51.000]  說起來宰了喫
[00:11:51.000 --> 00:11:52.320]  一連三次哦
[00:11:52.320 --> 00:11:53.680]  彼得說不行不行
[00:11:53.680 --> 00:11:55.480]  不敢碰不敢碰從來沒碰過
[00:11:55.480 --> 00:11:57.160]  碰了我不就不結了嗎
[00:11:57.160 --> 00:12:00.200]  但是有聲音說
[00:12:00.200 --> 00:12:04.560]  神所接近的你不可以當作俗
[00:12:04.560 --> 00:12:06.240]  丁子妹在那個異象當中
[00:12:06.240 --> 00:12:09.000]  上帝幫助彼得打破了一個界限
[00:12:09.000 --> 00:12:12.640]  什麼界限
[00:12:12.640 --> 00:12:16.080]  到底什麼是聖什麼是俗
[00:12:16.080 --> 00:12:19.160]  到底什麼是接近什麼是不接近
[00:12:19.160 --> 00:12:21.200]  食物在立位紀當中
[00:12:21.200 --> 00:12:23.880]  是爲了說
[00:12:23.880 --> 00:12:26.120]  有些動物是很髒的
[00:12:26.120 --> 00:12:27.720]  有些動物是很乾淨的嗎
[00:12:27.720 --> 00:12:28.880]  是這樣子的意思嗎
[00:12:28.880 --> 00:12:29.560]  不是
[00:12:29.560 --> 00:12:34.960]  是用飲食把一羣罪人
[00:12:34.960 --> 00:12:38.240]  從一大羣罪人當中分別出來
[00:12:38.240 --> 00:12:39.280]  你知道嗎
[00:12:39.280 --> 00:12:43.440]  不是分別飛擎和走獸
[00:12:43.440 --> 00:12:45.840]  乃是分別異觀禽獸
[00:12:45.840 --> 00:12:48.480]  各位我們都是一羣異觀禽獸
[00:12:48.480 --> 00:12:51.520]  上帝要把這一羣人揀選出來
[00:12:51.520 --> 00:12:54.560]  而到了新約不是禮儀的分別
[00:12:54.560 --> 00:12:58.920]  食物的區別已經被信心的區別給取代了
[00:12:58.920 --> 00:13:03.120]  信與不信是人羣當中唯一的界限
[00:13:03.120 --> 00:13:05.240]  皮膚膚色不能區隔我們
[00:13:05.240 --> 00:13:06.640]  文化不能區隔我們
[00:13:06.640 --> 00:13:08.000]  種族不能區隔我們
[00:13:08.000 --> 00:13:09.280]  性別不能區隔我們
[00:13:09.280 --> 00:13:11.400]  社會地位不能區隔我們
[00:13:11.400 --> 00:13:13.760]  這就是加拿大書你往後讀你會發現
[00:13:13.760 --> 00:13:15.320]  彼得保羅在這裏說什麼
[00:13:15.320 --> 00:13:19.480]  無論是猶太人希臘人自主的爲奴的
[00:13:19.480 --> 00:13:24.400]  或男或女在耶穌基督裏都成爲一了
[00:13:24.400 --> 00:13:27.800]  各位彼得其實明白這個道理
[00:13:27.800 --> 00:13:30.280]  所以呢十一節他在那裏
[00:13:30.280 --> 00:13:34.240]  與這些安提壓的外邦人基督徒
[00:13:34.240 --> 00:13:35.960]  一起在那裏喫飯
[00:13:35.960 --> 00:13:38.000]  各位同桌喫飯
[00:13:38.000 --> 00:13:40.880]  這對猶太人來言是有它的背景
[00:13:40.880 --> 00:13:42.320]  這對於猶太人而言
[00:13:42.320 --> 00:13:44.480]  他們會把餐桌上的友誼
[00:13:44.480 --> 00:13:47.920]  看作在上帝面前的一種結盟
[00:13:47.920 --> 00:13:50.120]  通過分享同一塊麪包
[00:13:50.120 --> 00:13:52.000]  通過分享同一碗食物
[00:13:52.000 --> 00:13:56.680]  來表達彼此之間的一個合一和認同
[00:13:56.680 --> 00:13:59.160]  其實這有一點點像中國文化
[00:13:59.160 --> 00:14:02.000]  或者說酒桌文化當然是很世俗的
[00:14:02.000 --> 00:14:02.720]  我山東人
[00:14:02.720 --> 00:14:04.120]  山東人特別講這個
[00:14:04.120 --> 00:14:07.280]  商單上勸酒怎麼勸
[00:14:07.280 --> 00:14:09.320]  感情深
[00:14:09.320 --> 00:14:13.200]  哎喲你們不是山東人
[00:14:13.200 --> 00:14:15.320]  你不喝就不把我當朋友
[00:14:15.320 --> 00:14:17.000]  哇你就知道這杯酒
[00:14:17.000 --> 00:14:18.760]  不僅僅是一個酒精而已
[00:14:18.760 --> 00:14:21.040]  不僅僅是爲了喝了很爽而已
[00:14:21.040 --> 00:14:23.680]  這杯酒背後代表着一種
[00:14:23.680 --> 00:14:25.720]  情感的連接對不對
[00:14:25.720 --> 00:14:27.440]  當然這是很世俗的
[00:14:27.440 --> 00:14:29.240]  我們基督徒要棄絕這種文化
[00:14:29.240 --> 00:14:31.080]  但是猶太人認爲說
[00:14:31.080 --> 00:14:34.600]  你跟我一同喫飯這是表達一種合一
[00:14:34.600 --> 00:14:35.840]  這就是爲什麼
[00:14:35.840 --> 00:14:36.560]  記得嗎
[00:14:36.560 --> 00:14:38.960]  當耶穌在地上的時候
[00:14:38.960 --> 00:14:42.920]  當他跟罪人 稅吏 妓女一同喫飯的時候
[00:14:42.920 --> 00:14:45.280]  哇猶太人看不慣
[00:14:45.280 --> 00:14:46.800]  法利塞人文士看不慣
[00:14:46.800 --> 00:14:48.720]  他怎麼能跟他們一起喫飯
[00:14:48.720 --> 00:14:51.560]  你說不就喫一頓飯嗎
[00:14:51.560 --> 00:14:54.080]  哎喲喫飯意味的是合一
[00:14:54.080 --> 00:14:55.800]  喫飯意味的是接納
[00:14:55.800 --> 00:14:57.240]  彼得在那裏
[00:14:57.240 --> 00:14:58.520]  因爲這個意向
[00:14:58.520 --> 00:15:00.640]  他不排斥外邦人
[00:15:00.640 --> 00:15:02.200]  他跟外邦人一起坐席
[00:15:02.200 --> 00:15:04.560]  一起用餐
[00:15:04.560 --> 00:15:08.360]  接着彼得所領受的那個意向
[00:15:08.360 --> 00:15:10.640]  彼得已經打破了這個界限
[00:15:10.640 --> 00:15:15.360]  哎 但是這樣一個在福音當中被打破的界限
[00:15:15.360 --> 00:15:19.960]  到了十二節戛然而止
[00:15:19.960 --> 00:15:24.400]  因爲那一羣奉割禮的人來了
[00:15:24.400 --> 00:15:25.800]  《申嚴》二十九章那裏說
[00:15:25.800 --> 00:15:27.960]  懼怕人的就陷入網羅
[00:15:27.960 --> 00:15:28.680]  爲什麼呢
[00:15:28.680 --> 00:15:30.200]  因爲今天我們看
[00:15:30.200 --> 00:15:32.560]  彼得看到他們十二節的下半段
[00:15:32.560 --> 00:15:35.120]  他因怕奉割禮的人
[00:15:35.120 --> 00:15:40.360]  就退去與外邦人隔離了
[00:15:40.360 --> 00:15:41.440]  然後呢
[00:15:41.440 --> 00:15:43.600]  他就開始裝假
[00:15:43.600 --> 00:15:46.640]  其餘的人也跟着他裝假
[00:15:46.640 --> 00:15:51.360]  巴拿巴也跟着他裝假
[00:15:51.360 --> 00:15:53.400]  裝假
[00:15:53.400 --> 00:15:54.520]  假這個字
[00:15:54.520 --> 00:15:56.080]  你如果看整個
[00:15:56.080 --> 00:15:57.120]  如果你有聖經的話
[00:15:57.120 --> 00:15:58.600]  整個第二章出現了
[00:15:58.600 --> 00:15:59.600]  還出現了一次
[00:15:59.600 --> 00:16:00.560]  在上文當中
[00:16:00.560 --> 00:16:01.840]  一至十節當中
[00:16:01.840 --> 00:16:03.360]  出現在第四節
[00:16:03.360 --> 00:16:06.560]  那裏說由假弟兄引進來
[00:16:06.560 --> 00:16:08.560]  就是混進教會來
[00:16:08.560 --> 00:16:10.320]  他們不是真的基督徒
[00:16:10.320 --> 00:16:12.440]  他們是假弟兄
[00:16:12.440 --> 00:16:14.800]  裝成真弟兄的樣混進來
[00:16:14.800 --> 00:16:16.680]  那彼得是不是基督徒
[00:16:16.680 --> 00:16:17.560]  是嗎
