
[00:00:00.000 --> 00:00:03.720]  是的 很多信徒都跟我說
[00:04:43.080 --> 00:04:47.400]  那裏說保羅說 現在我為你們受苦
[00:04:47.400 --> 00:04:54.160]  這個「我」「你們」就是指
[00:04:54.160 --> 00:04:56.400]  哥羅西人賭博歡樂
[00:04:56.400 --> 00:04:59.360]  並且為基督的身體 就是為教會
[00:04:59.360 --> 00:05:04.040]  要在我肉身上補滿基督患難的缺欠
[00:05:04.040 --> 00:05:09.000]  所以做傳道人第一件事就是為主受苦
[00:05:09.000 --> 00:05:14.240]  哇 神學院的招生章程是沒有說的
[00:05:14.240 --> 00:05:18.120]  是你讀到第四年的時候才開始說為主受苦
[00:05:18.120 --> 00:05:20.280]  但你已經受了苦三年了 是不是
[00:05:20.280 --> 00:05:25.000]  保羅這裏說得很特別
[00:05:25.000 --> 00:05:33.800]  他說要在我肉身上補滿基督患難的缺欠
[00:05:33.800 --> 00:05:40.280]  即是說基督說受苦未受救 要我來跟祂受它
[00:05:40.280 --> 00:05:41.880]  英文也一樣
[00:05:41.880 --> 00:05:47.040]  Filling up what is lacking in Christ's affliction
[00:05:47.040 --> 00:05:53.600]  即是基督的患難有些東西是Lacking 有些東西是缺欠的
[00:05:53.600 --> 00:05:56.520]  我要Fill up它 我要跟祂受
[00:05:56.520 --> 00:05:58.320]  這位牧師有沒有搞錯
[00:05:58.320 --> 00:06:02.440]  耶穌基督在十字架上的救贖大功已經完成
[00:06:02.440 --> 00:06:04.960]  他在十字架上受的苦已經受完
[00:06:04.960 --> 00:06:09.280]  現在在天上救贖的工作已經Finish and Done
[00:06:09.280 --> 00:06:10.440]  是對的
[00:06:10.440 --> 00:06:13.200]  為什麼基督還有苦要受呢
[00:06:13.200 --> 00:06:18.040]  保羅這裏所說的基督受苦未受救的地方
[00:06:18.040 --> 00:06:21.760]  他不是說他在十字架上的救贖工作
[00:06:21.760 --> 00:06:26.240]  他是說教會拓展的時候所經歷的苦難
[00:06:26.240 --> 00:06:29.080]  教會拓展的時候經歷很多的苦難
[00:06:29.080 --> 00:06:31.120]  教會是基督的身體
[00:06:31.120 --> 00:06:32.560]  基督是教會的頭
[00:06:32.560 --> 00:06:35.040]  所以當教會受苦的時候
[00:06:35.040 --> 00:06:39.920]  基督都好像在受苦一樣
[00:06:39.920 --> 00:06:44.160]  如果你看《使徒行傳》第九章
[00:06:44.160 --> 00:06:45.600]  你就會看得明白
[00:06:45.600 --> 00:06:47.720]  《使徒行傳》第九章說到保羅
[00:06:47.720 --> 00:06:50.160]  走一條大馬式的路上遇見基督
[00:06:50.160 --> 00:06:51.560]  基督跟他說什麼
[00:06:51.560 --> 00:06:56.760]  基督說 蘇羅 蘇羅 你為什麼逼迫我
[00:06:56.760 --> 00:06:58.160]  蘇羅有沒有逼迫到基督
[00:06:58.160 --> 00:07:00.680]  蘇羅逼迫的是教會 基督已經升了天
[00:07:00.680 --> 00:07:03.360]  不過當蘇羅逼迫教會的時候
[00:07:03.360 --> 00:07:07.080]  在基督來看 他就是逼迫基督
[00:07:07.080 --> 00:07:09.640]  所以保羅說我現在受的苦
[00:07:09.640 --> 00:07:13.040]  是教會拓展所經歷的苦難
[00:07:13.040 --> 00:07:15.640]  我受我是歡樂的
[00:07:15.640 --> 00:07:17.760]  一個傳道人
[00:07:17.760 --> 00:07:21.160]  當他拓展教會的時候
[00:07:21.160 --> 00:07:23.240]  他會受苦
[00:07:23.240 --> 00:07:27.800]  而他是願意甘心樂意的去做
[00:07:27.800 --> 00:07:31.960]  初期教會經歷過二百多年
[00:07:31.960 --> 00:07:36.040]  最嚴峻的考驗和痛苦
[00:07:36.040 --> 00:07:42.000]  在羅馬帝國的手下受到很大的苦難
[00:07:42.000 --> 00:07:44.360]  但是很奇妙的
[00:07:44.360 --> 00:07:47.600]  有個皇帝叫君士坦丁信了耶穌
[00:07:47.600 --> 00:07:49.800]  接著基督教就被接納
[00:07:49.800 --> 00:07:52.880]  成為了羅馬帝國的國教
[00:07:52.880 --> 00:07:55.320]  在公元325年
[00:07:55.320 --> 00:07:58.600]  君士坦丁這個皇帝召開了一次
[00:07:58.600 --> 00:08:01.120]  教會第一次的普世會議
[00:08:01.120 --> 00:08:04.440]  當時的普世就是整個羅馬帝國
[00:08:04.440 --> 00:08:07.200]  這個會議很重要
[00:08:07.200 --> 00:08:09.600]  這個叫尼西亞會議
[00:08:09.600 --> 00:08:11.080]  在這個會議裏面
[00:08:11.080 --> 00:08:13.400]  我們澄清了很多教義
[00:08:13.400 --> 00:08:16.440]  特別最重要的就是基督的神聖
[00:08:16.440 --> 00:08:20.240]  基督的The Deity of Christ
[00:08:20.240 --> 00:08:25.920]  很清楚認明基督是神
[00:08:25.920 --> 00:08:29.400]  處理了一些異端的問題
[00:08:29.400 --> 00:08:31.200]  在這個會議裏面
[00:08:31.200 --> 00:08:32.200]  大家都聽過
[00:08:32.200 --> 00:08:35.480]  他就出了一個叫尼西亞信條
[00:08:35.480 --> 00:08:37.840]  大家都聽過
[00:08:37.840 --> 00:08:41.720]  在這個會議出席的人數是318人
[00:08:41.720 --> 00:08:45.600]  全部都是教會的領袖、資歷深的人
[00:08:45.600 --> 00:08:48.160]  在318人當中
[00:08:48.160 --> 00:08:53.240]  只有12個人是身體沒有殘缺的
[00:08:53.240 --> 00:08:55.560]  其他全部都是傷殘人士
[00:08:55.560 --> 00:08:56.840]  一些人不見了一隻手
[00:08:56.840 --> 00:08:57.960]  一些人不見了一隻腳
[00:08:57.960 --> 00:09:00.360]  一些人不見了一隻眼
[00:09:00.360 --> 00:09:04.240]  因為他們全部都是為道受苦
[00:09:04.240 --> 00:09:06.360]  在羅馬帝國逼迫他們的時候
[00:09:06.360 --> 00:09:07.240]  他們受苦
[00:09:07.240 --> 00:09:09.640]  到羅馬帝國接受了基督教的時候
[00:09:09.640 --> 00:09:12.240]  他們就成為最有資歷的信徒
[00:09:12.240 --> 00:09:15.560]  當要開一個大會處理教義的時候
[00:09:15.560 --> 00:09:17.640]  就叫他們來
[00:09:17.640 --> 00:09:23.440]  318人當中絕大部分都有傷痕
[00:09:23.440 --> 00:09:28.880]  弟兄姊妹,你有沒有傷痕?
[00:09:28.880 --> 00:09:30.480]  一個傳道人是受過苦
[00:09:30.480 --> 00:09:32.880]  我受過苦
[00:09:32.880 --> 00:09:34.680]  就無謂講那麼多
[00:09:34.680 --> 00:09:36.560]  但是你問一下你自己
[00:09:36.560 --> 00:09:38.000]  你受過苦在哪裏?
[00:09:38.000 --> 00:09:40.760]  如果你完全沒有傷痕的話
[00:09:40.760 --> 00:09:43.320]  可能你處在裏面仍然是一個嬰孩
[00:09:43.320 --> 00:09:46.160]  我很喜歡看野生的動物
[00:09:46.160 --> 00:09:47.800]  獅子是這樣的
[00:09:47.800 --> 00:09:50.200]  獅子在牠們出生的那兩年
[00:09:50.200 --> 00:09:51.600]  什麼都不用做
[00:09:51.600 --> 00:09:52.440]  牠們就玩
[00:09:52.440 --> 00:09:53.640]  玩了兩年
[00:09:53.640 --> 00:09:54.760]  但是兩年之後就不同了
[00:09:54.760 --> 00:09:57.800]  牠們要去參與獵食
[00:09:57.800 --> 00:09:59.040]  牠們就很辛苦
[00:09:59.040 --> 00:10:01.800]  但是在牠們出生的那兩年就沒有苦受
[00:10:01.800 --> 00:10:05.000]  弟兄姊妹,如果你沒有受過苦
[00:10:05.000 --> 00:10:08.160]  你就是一隻兩歲不夠的小獅子
[00:10:08.160 --> 00:10:09.760]  你現在就開心玩
[00:10:09.760 --> 00:10:11.920]  但是有一天要長大
[00:10:11.920 --> 00:10:18.440]  長大了你應該要受苦
[00:10:18.440 --> 00:10:20.800]  有一個故事是真的
[00:10:20.800 --> 00:10:24.560]  是Oswald Sanders
[00:10:24.560 --> 00:10:26.160]  就是孫德生
[00:10:26.160 --> 00:10:29.280]  就是寫了一本《屬靈領袖》書的孫德生
[00:10:29.280 --> 00:10:31.760]  他講到印度有一個基督徒
[00:10:31.760 --> 00:10:33.000]  他信了耶穌之後
[00:10:33.000 --> 00:10:37.280]  他就去到鄉村不同的地方傳道
[00:10:37.280 --> 00:10:38.600]  他走很多路
[00:10:38.600 --> 00:10:40.440]  鞋子都破了
[00:10:40.440 --> 00:10:43.320]  腳又起泡流血
[00:10:43.320 --> 00:10:45.160]  有一次他去到一個鄉村
[00:10:45.160 --> 00:10:47.200]  都沒有進去就被人趕走了
[00:10:47.200 --> 00:10:48.480]  不讓他進來
[00:10:48.480 --> 00:10:50.160]  他又很累又肚餓
[00:10:50.160 --> 00:10:52.160]  腳又燙又流血
[00:10:52.160 --> 00:10:55.880]  他在一棵樹那裡睡覺
[00:10:55.880 --> 00:10:57.480]  他睡醒的時候發現
[00:10:57.480 --> 00:10:59.680]  全村的人都圍著他
[00:10:59.680 --> 00:11:01.280]  原來那些村民經過
[00:11:01.280 --> 00:11:04.080]  看到他腳起泡流血
[00:11:04.080 --> 00:11:06.440]  他想到這個肯定是聖人
[00:11:06.440 --> 00:11:09.080]  他要講一些好的信息給我們
[00:11:09.080 --> 00:11:10.720]  我們拒絕他
[00:11:10.720 --> 00:11:12.520]  心裡面就有內疚
[00:11:12.520 --> 00:11:14.280]  他們就悔改說
[00:11:14.280 --> 00:11:16.400]  我們願意聽你的福音
[00:11:16.400 --> 00:11:21.120]  那條村的人就是因為這樣信著
[00:11:21.120 --> 00:11:23.200]  在最近內地
[00:11:23.200 --> 00:11:27.360]  我知道有一位傳道人
[00:11:27.360 --> 00:11:30.000]  在邊縣的地方
[00:11:30.000 --> 00:11:33.560]  他要去一個山區廣道
[00:11:33.560 --> 00:11:35.480]  山區一個教會
[00:11:35.480 --> 00:11:36.480]  但他沒有錢
[00:11:36.480 --> 00:11:40.640]  他沒有五元人民幣去坐公車
[00:11:40.640 --> 00:11:42.920]  他就問一個信徒借
[00:11:42.920 --> 00:11:44.320]  信徒都沒有
[00:11:44.320 --> 00:11:46.360]  不是不肯幫他 沒有
[00:11:46.360 --> 00:11:50.160]  他自己就走了兩天
[00:11:50.160 --> 00:11:52.440]  去那裡傳福音
[00:11:52.440 --> 00:11:57.360]  這個都是為主來受苦
[00:11:57.360 --> 00:11:58.760]  弟兄姊妹
[00:11:58.760 --> 00:12:01.920]  你願不願意為主的緣故
[00:12:01.920 --> 00:12:04.840]  受一些苦 做一些犧牲
[00:12:04.840 --> 00:12:07.640]  或者是在你們金錢上
[00:12:07.640 --> 00:12:10.040]  或者是時間上
[00:12:10.040 --> 00:12:13.120]  或者是你們的心裡面
[00:12:13.120 --> 00:12:16.880]  譬如我們教會有團契小組
[00:12:16.880 --> 00:12:18.480]  我們很多時候
[00:12:18.480 --> 00:12:23.200]  弟兄姊妹之間有些言語的摩擦
[00:12:23.200 --> 00:12:25.680]  有些不和
[00:12:25.680 --> 00:12:29.000]  你願不願意為基督的緣故
[00:12:29.000 --> 00:12:31.240]  去受了委屈
[00:12:31.240 --> 00:12:34.760]  而不為自己申辯
[00:12:34.760 --> 00:12:41.680]  以致教會能夠保持合一
[00:12:41.680 --> 00:12:47.280]  這個都是值得思考
[00:12:47.280 --> 00:12:48.720]  我剛才說保羅
[00:12:48.720 --> 00:12:50.040]  說到他做個傳道人
[00:12:50.040 --> 00:12:51.600]  他做四樣東西
[00:12:51.600 --> 00:12:53.560]  這就是第一樣為主受苦
[00:12:53.560 --> 00:12:55.200]  我希望每一樣東西
[00:12:55.200 --> 00:12:57.640]  這四樣我們都可以有應用
[00:12:57.640 --> 00:12:59.480]  這個我鼓勵大家
[00:12:59.480 --> 00:13:02.240]  這個應用就是你接下來一個月裡面
[00:13:02.240 --> 00:13:05.760]  找一些機會為主受苦
[00:13:05.760 --> 00:13:09.720]  牧師那不就拿苦來受?
[00:13:09.720 --> 00:13:13.280]  我們如果甘心樂意的為主受苦的話
[00:13:13.280 --> 00:13:17.400]  這就是一個傳道人的記號
[00:13:17.400 --> 00:13:20.920]  保羅的工作第二點就是傳福音
[00:13:20.920 --> 00:13:26.440]  我們如果看第26節到第27節
[00:13:26.440 --> 00:13:28.640]  他那裡就說他怎樣傳福音
[00:13:28.640 --> 00:13:30.160]  他傳這個道理
[00:13:30.160 --> 00:13:34.200]  就是歷世歷代所隱藏的奧秘
[00:13:34.200 --> 00:13:37.000]  以前阿伯拉罕、大衛不知道的
[00:13:37.000 --> 00:13:40.440]  現在就向我們聖徒顯明
[00:13:40.440 --> 00:13:42.280]  這個奧秘是什麼呢?
[00:13:42.280 --> 00:13:43.480]  在外邦人當中
[00:13:43.480 --> 00:13:47.760]  你和我有何等豐盛的榮耀
[00:13:47.760 --> 00:13:50.280]  這個奧秘是很豐富的
[00:13:50.280 --> 00:13:52.880]  就是基督在你裡面
[00:13:52.880 --> 00:13:54.640]  基督在你的心裡面
[00:13:54.640 --> 00:13:58.320]  基督就是創天造地的真神
[00:13:58.320 --> 00:14:02.120]  一個自有、永有、偉大的真神
[00:14:02.120 --> 00:14:03.200]  托鑽萬有
[00:14:03.200 --> 00:14:06.800]  祂竟然在你的心裡面
[00:14:06.800 --> 00:14:09.360]  叫你得著一個榮耀的盼望
[00:14:09.360 --> 00:14:13.960]  就是一個確定將來在天國裡面
[00:14:13.960 --> 00:14:15.520]  你成為了神的兒女
[00:14:15.520 --> 00:14:17.360]  你享受永遠的福祿
[00:14:17.360 --> 00:14:22.400]  這個就是他所傳的信息
[00:14:22.400 --> 00:14:27.840]  傳道人傳道不僅是港台上講的
[00:14:27.840 --> 00:14:29.960]  我現在這樣講也算是傳道
[00:14:29.960 --> 00:14:34.440]  但可能更加有意思的
[00:14:34.440 --> 00:14:35.920]  或者更加清楚的
[00:14:35.920 --> 00:14:38.480]  就是將福音傳出去外面
[00:14:38.480 --> 00:14:39.840]  所以弟兄姊妹
[00:14:39.840 --> 00:14:43.480]  你不要以為傳道沒有你的份
[00:14:43.480 --> 00:14:48.320]  你去傳福音這個就是傳道
[00:14:48.320 --> 00:14:53.280]  而你傳基督就很重要、很寶貴
[00:14:53.280 --> 00:14:55.360]  耶穌講過一個例子
[00:14:55.360 --> 00:14:58.640]  有個人發現一個珍珠很寶貴
[00:14:58.640 --> 00:15:01.560]  他就變賣所有東西去賣這個珍珠
[00:15:01.560 --> 00:15:03.240]  這個珍珠就是耶穌基督
[00:15:03.240 --> 00:15:05.640]  現在這個珍珠已經在你裡面
[00:15:05.640 --> 00:15:07.840]  你已經接受了耶穌基督
[00:15:07.840 --> 00:15:12.160]  那你怎樣去傳揚這個基督?
[00:15:12.160 --> 00:15:14.640]  這個就是我們要做
[00:15:14.640 --> 00:15:18.720]  保羅說他做這個傳福音
[00:15:18.720 --> 00:15:23.520]  是用珠般的智慧
[00:15:23.520 --> 00:15:27.200]  第28節他說「我們傳揚祂
[00:15:27.200 --> 00:15:33.000]  是用珠般的智慧去傳揚」
[00:15:33.000 --> 00:15:34.800]  有位姐妹跟我說
[00:15:34.800 --> 00:15:38.840]  1月22號就是阮志明牧師
[00:15:38.840 --> 00:15:41.680]  來到我們太古聖堂的報道會
[00:15:41.680 --> 00:15:42.800]  我跟大家講過
[00:15:42.800 --> 00:15:45.080]  阮志明牧師神很重用他
[00:15:45.080 --> 00:15:48.240]  這個姐妹說我要用珠般的智慧
[00:15:48.240 --> 00:15:52.600]  去想想怎樣可以帶我的家人
[00:15:52.600 --> 00:15:56.560]  她的家人是講普通話的
[00:15:56.560 --> 00:15:58.400]  但她的家人不回教會
[00:15:58.400 --> 00:16:00.280]  我怎樣可以帶她回來?
[00:16:00.280 --> 00:16:02.560]  大家想想
[00:16:02.560 --> 00:16:06.440]  你傳福音有沒有用珠般的智慧?
[00:16:06.440 --> 00:16:11.600]  我記得我汶川大地震是2008年5月
[00:16:11.600 --> 00:16:13.320]  那時候我在加拿大
[00:16:13.320 --> 00:16:15.880]  我們就想我們怎樣可以傳福音呢?
[00:16:15.880 --> 00:16:17.960]  星期一加拿大星期一
[00:16:17.960 --> 00:16:19.880]  上午知道了大地震
[00:16:19.880 --> 00:16:23.720]  我們星期二就去報館登廣告
[00:16:23.720 --> 00:16:27.800]  我們做好一個設計
[00:16:27.800 --> 00:16:32.120]  我們邀請所有全城市的基督徒
[00:16:32.120 --> 00:16:33.640]  和未信的朋友
[00:16:33.640 --> 00:16:34.880]  中國人
[00:16:34.880 --> 00:16:36.040]  不是中國人也好
[00:16:36.040 --> 00:16:38.040]  全部來我們教會
[00:16:38.040 --> 00:16:39.200]  開祈禱會
[00:16:39.200 --> 00:16:40.760]  為中國禱告
[00:16:40.760 --> 00:16:43.800]  有很多未信耶穌的人都來
[00:16:43.800 --> 00:16:44.800]  他們很感動
[00:16:44.800 --> 00:16:48.160]  原來這個教會是願意為中國禱告
[00:16:48.160 --> 00:16:50.120]  這個就是一個傳福音
[00:16:50.120 --> 00:16:54.240]  用各樣的方法將福音傳開
[00:16:54.240 --> 00:16:57.480]  我和一些小組都分享過
[00:16:57.480 --> 00:17:01.480]  我傳福音有另一個方法
[00:17:01.480 --> 00:17:05.560]  就是每逢節日我會安排一些大餐
[00:17:05.560 --> 00:17:07.560]  有一年的中秋節
[00:17:07.560 --> 00:17:09.880]  我安排了很特別的餐
[00:17:09.880 --> 00:17:12.080]  我邀請我們教會的英文部
[00:17:12.080 --> 00:17:13.880]  因為我教會的英文部和中文部
[00:17:13.880 --> 00:17:15.400]  英文部有幾位牧師
[00:17:15.400 --> 00:17:16.800]  中文部認得我
[00:17:16.800 --> 00:17:21.480]  我邀請西人弟兄去打獵
[00:17:21.480 --> 00:17:23.480]  加拿大是這樣的
[00:17:23.480 --> 00:17:26.640]  政府會發一些牌給人去打獵
[00:17:26.640 --> 00:17:28.800]  尤其是那些熊
[00:17:28.800 --> 00:17:32.160]  那些熊太多會影響生態平衡
[00:17:32.160 --> 00:17:33.920]  所以每一年某個時候
[00:17:33.920 --> 00:17:36.960]  加拿大政府會給人去打獵
[00:17:36.960 --> 00:17:38.160]  只是打那麼多隻
[00:17:38.160 --> 00:17:40.160]  你拿一個牌就打一隻
[00:17:40.160 --> 00:17:41.880]  我跟弟兄說
[00:17:41.880 --> 00:17:42.960]  你去打獵
[00:17:42.960 --> 00:17:45.560]  你只是要一針毛
[00:17:45.560 --> 00:17:47.400]  你給我一些肉
[00:17:47.400 --> 00:17:51.480]  我就做一個紅肉中秋晚宴
[00:17:51.480 --> 00:17:53.840]  邀請一些人來吃
[00:17:53.840 --> 00:17:56.680]  他們打了三隻
[00:17:56.680 --> 00:17:59.520]  拿了一些毛
[00:17:59.520 --> 00:18:02.280]  就找些屠夫把肉切好
[00:18:02.280 --> 00:18:03.560]  就真的給我
[00:18:03.560 --> 00:18:06.840]  一隻熊除了毛和骨之外
[00:18:06.840 --> 00:18:07.840]  剩下幾十磅
[00:18:07.840 --> 00:18:09.240]  比我還瘦
[00:18:09.240 --> 00:18:11.120]  三隻加起來一百多磅
[00:18:11.120 --> 00:18:12.560]  就剛剛夠五百人吃
[00:18:12.560 --> 00:18:15.560]  我們教會的室內運動場
[00:18:15.560 --> 00:18:17.000]  就坐了五百人
[00:18:17.000 --> 00:18:18.400]  五十張圓枱
[00:18:18.400 --> 00:18:20.120]  你們有沒有吃過熊
[00:18:20.120 --> 00:18:22.560]  熊的口感好像豬肉一樣
[00:18:22.560 --> 00:18:24.240]  但是就清很多
[00:18:24.240 --> 00:18:25.760]  很清的很瘦
[00:18:25.760 --> 00:18:27.640]  很好吃
[00:18:27.640 --> 00:18:31.720]  我們在社區報紙那裏又登廣告
[00:18:31.720 --> 00:18:33.320]  保衛基督教會
[00:18:33.320 --> 00:18:34.880]  紅肉中秋晚宴
[00:18:34.880 --> 00:18:36.800]  二千人來報名
[00:18:36.800 --> 00:18:39.120]  但是只有五百人可以來到
[00:18:39.120 --> 00:18:40.600]  哪裏才可以
[00:18:40.600 --> 00:18:42.280]  我們就說
[00:18:42.280 --> 00:18:43.680]  你們不用灰心
[00:18:43.680 --> 00:18:45.240]  你們報不了名的
[00:18:45.240 --> 00:18:47.960]  我們吃完晚餐我們開報道會
[00:18:47.960 --> 00:18:49.280]  報道會完了之後
[00:18:49.280 --> 00:18:51.520]  有熊獎抽獎
[00:18:51.520 --> 00:18:53.400]  一隻熊有多少隻獎
[00:18:53.400 --> 00:18:54.240]  四隻
[00:18:54.240 --> 00:18:55.320]  熊獎抽獎
[00:18:55.320 --> 00:18:56.480]  全城轟動
[00:18:56.480 --> 00:18:59.920]  那些社交網站就說得很厲害
[00:18:59.920 --> 00:19:04.480]  有另外一個中國教會的傳道人就跟我說
[00:19:04.480 --> 00:19:07.360]  羅牧師你弄了這個熊獎報道會
[00:19:07.360 --> 00:19:09.960]  好像不是很屬靈
[00:19:09.960 --> 00:19:12.720]  我說這個問題很有意思
[00:19:12.720 --> 00:19:14.560]  我請你喝茶慢慢談
[00:19:14.560 --> 00:19:17.400]  不過現在就等我開了報道會
[00:19:17.400 --> 00:19:23.880]  我們就用豬般的智慧去傳福音
[00:19:23.880 --> 00:19:27.640]  果然很多人信主
[00:19:27.640 --> 00:19:29.800]  有個拿了隻熊獎抽獎
[00:19:29.800 --> 00:19:31.400]  就說羅牧師我怎樣煮
[00:19:31.400 --> 00:19:33.320]  我都不懂我都沒吃過
[00:19:33.320 --> 00:19:35.800]  你回去研究了告訴我
[00:19:35.800 --> 00:19:38.480]  最後我們真的有隻熊獎
[00:19:38.480 --> 00:19:43.280]  我太太就在教會的午餐
[00:19:43.280 --> 00:19:45.360]  我們每次完了崇拜都有午餐
[00:19:45.360 --> 00:19:46.960]  就用來煲湯
[00:19:46.960 --> 00:19:48.400]  很好喝的
[00:19:48.400 --> 00:19:50.720]  不過可能最正宗的吃法不是煲湯也不一定
[00:19:50.720 --> 00:19:51.640]  但很好喝
[00:19:51.640 --> 00:19:53.240]  我其實現在都在想
[00:19:53.240 --> 00:19:55.560]  有沒有辦法可以叫加拿大那些
[00:19:55.560 --> 00:19:57.080]  這些西人弟兄
