
[00:00:00.000 --> 00:00:02.960]  今天講到的題目
[00:03:25.320 --> 00:03:27.960]  在口語化我們也會這樣的
[00:03:27.960 --> 00:03:29.400]  將那些字
[00:03:29.400 --> 00:03:31.040]  兜亂來講
[00:03:31.040 --> 00:03:32.360]  為什麼會這樣呢?
[00:03:32.360 --> 00:03:35.640]  因為我們想凸顯一些重要性
[00:03:35.640 --> 00:03:36.440]  是不是?
[00:03:36.440 --> 00:03:38.160]  很漂亮啊
[00:03:38.160 --> 00:03:39.400]  那個琴
[00:03:39.400 --> 00:03:40.560]  是不是?
[00:03:40.560 --> 00:03:43.520]  一講就說很漂亮
[00:03:43.520 --> 00:03:46.080]  讓你感覺到我那個重點
[00:03:46.080 --> 00:03:47.280]  一講就說很漂亮
[00:03:47.280 --> 00:03:49.440]  就是我想告訴你一個重要信息
[00:03:49.440 --> 00:03:50.400]  什麼東西很漂亮?
[00:03:50.400 --> 00:03:51.160]  就是那個琴
[00:03:51.160 --> 00:03:54.480]  就不是用平常說那個琴很漂亮
[00:03:54.480 --> 00:03:57.000]  如果你用那個琴很漂亮
[00:03:57.000 --> 00:03:58.520]  那是對的
[00:03:58.520 --> 00:04:00.440]  但是意思有些不同
[00:04:00.440 --> 00:04:02.360]  這一句
[00:04:02.360 --> 00:04:05.800]  在原裝的文字裡面
[00:04:05.800 --> 00:04:07.280]  我翻譯成廣東話
[00:04:07.280 --> 00:04:08.960]  次序就是這樣
[00:04:08.960 --> 00:04:12.040]  全都市喜樂啊
[00:04:12.040 --> 00:04:15.360]  你要去捍衛弟兄們
[00:04:15.360 --> 00:04:18.480]  當是年臨到的時候
[00:04:18.480 --> 00:04:20.960]  行不行?
[00:04:21.880 --> 00:04:22.880]  喜樂
[00:04:22.880 --> 00:04:24.480]  全都市喜樂
[00:04:24.480 --> 00:04:26.800]  這個字放在最前面
[00:04:26.800 --> 00:04:32.160]  就是說這一節很著重作者想將焦點放在
[00:04:32.160 --> 00:04:37.080]  你怎麼去看這些事年臨到
[00:04:37.080 --> 00:04:39.960]  是全都市喜樂
[00:04:39.960 --> 00:04:42.280]  行不行?
[00:04:42.280 --> 00:04:44.840]  中文翻譯成大喜樂
[00:04:44.840 --> 00:04:49.920]  有一點不是很完美的譯法
[00:04:49.920 --> 00:04:52.520]  不是說大喜樂還是小喜樂
[00:04:52.520 --> 00:04:55.200]  不是大小的問題
[00:04:55.200 --> 00:04:57.280]  而是全都市
[00:04:57.280 --> 00:05:00.080]  你碰到這些試驗的時候
[00:05:00.080 --> 00:05:02.040]  你要看它為
[00:05:02.040 --> 00:05:04.040]  你要認為它是
[00:05:04.040 --> 00:05:05.960]  中文說以為
[00:05:05.960 --> 00:05:07.800]  這個以為在廣東話來講
[00:05:07.800 --> 00:05:08.920]  我經常都說
[00:05:08.920 --> 00:05:10.240]  有一點誤會說
[00:05:10.240 --> 00:05:11.840]  你以為而已
[00:05:11.840 --> 00:05:13.120]  其實不是的
[00:05:13.120 --> 00:05:13.880]  不是這件事
[00:05:13.880 --> 00:05:15.240]  而是你要捍衛
[00:05:15.240 --> 00:05:16.560]  你要認為
[00:05:16.560 --> 00:05:18.600]  或者你要認定它是
[00:05:19.280 --> 00:05:20.480]  認定它是什麼?
[00:05:20.480 --> 00:05:22.400]  全都市喜樂
[00:05:22.400 --> 00:05:24.720]  就是說沒有雜質在裡面
[00:05:24.720 --> 00:05:28.840]  不是說有一點喜樂也可以找到一點喜樂在當中
[00:05:28.840 --> 00:05:29.440]  不是
[00:05:29.440 --> 00:05:31.960]  你碰到這些試驗的時候
[00:05:31.960 --> 00:05:33.800]  全都市喜樂
[00:05:33.800 --> 00:05:35.440]  你要認定
[00:05:35.440 --> 00:05:36.840]  行不行?
[00:05:36.840 --> 00:05:41.560]  當你碰到這些試驗的時候
[00:05:41.560 --> 00:05:43.680]  第二個字很重要
[00:05:43.680 --> 00:05:46.800]  當你碰到這些試驗的時候
[00:05:47.200 --> 00:05:50.920]  不是說如果你碰到這些試驗的時候
[00:05:50.920 --> 00:05:52.120]  有什麼不同?
[00:05:52.120 --> 00:05:53.680]  當你碰到
[00:05:53.680 --> 00:05:55.920]  跟你說如果碰到
[00:05:55.920 --> 00:05:58.160]  如果碰到
[00:05:58.160 --> 00:05:59.760]  意思是
[00:05:59.760 --> 00:06:01.120]  真實一點就是說
[00:06:01.120 --> 00:06:03.600]  都未必會發生的
[00:06:03.600 --> 00:06:05.960]  如果而已
[00:06:05.960 --> 00:06:08.280]  我們很世俗的說
[00:06:08.280 --> 00:06:09.640]  如果我發財了
[00:06:09.640 --> 00:06:11.400]  我就請你喝茶
[00:06:11.400 --> 00:06:13.480]  不用看了
[00:06:13.480 --> 00:06:15.000]  你都多數不發財了
[00:06:15.000 --> 00:06:15.680]  是不是?
[00:06:16.280 --> 00:06:18.680]  就是說如果有這個可能性在這裡
[00:06:18.680 --> 00:06:20.000]  未必會發生
[00:06:20.000 --> 00:06:20.840]  但是說
[00:06:20.840 --> 00:06:25.720]  當你碰到這些試驗的時候
[00:06:25.720 --> 00:06:26.960]  意思就不同了
[00:06:26.960 --> 00:06:28.640]  英文是用 "when" 這個字
[00:06:28.640 --> 00:06:31.520]  就是說這件事情一定會臨到
[00:06:31.520 --> 00:06:33.320]  看看什麼時候而已
[00:06:33.320 --> 00:06:35.320]  臨到的時候
[00:06:35.320 --> 00:06:39.520]  你要認定它是全都市喜樂
[00:06:39.520 --> 00:06:41.240]  這句話
[00:06:41.240 --> 00:06:45.280]  在《亞樂書》第一章是很重要的
[00:06:45.680 --> 00:06:50.040]  一開始就講出了重要的句子
[00:06:50.040 --> 00:06:51.680]  你要記住
[00:06:51.680 --> 00:06:54.240]  碰到這些試驗的時候
[00:06:54.240 --> 00:06:56.560]  你要認定它是全都市喜樂
[00:06:56.560 --> 00:06:57.920]  行不行?
[00:06:57.920 --> 00:06:59.720]  行得下去嗎?
[00:06:59.720 --> 00:07:01.680]  有些人是很誠實的
[00:07:01.680 --> 00:07:03.760]  就說這樣也很難而已
[00:07:03.760 --> 00:07:06.760]  真的很嚴重的那時候
[00:07:06.760 --> 00:07:08.880]  這樣是不行的
[00:07:08.880 --> 00:07:09.680]  是啊
[00:07:09.680 --> 00:07:13.320]  不過首先你要在思想上
[00:07:13.320 --> 00:07:14.920]  在認知上
[00:07:14.920 --> 00:07:16.280]  你要這樣認定
[00:07:16.280 --> 00:07:17.360]  是的了
[00:07:17.360 --> 00:07:20.120]  就等於媽媽教兒子那些
[00:07:20.120 --> 00:07:20.920]  給他吃東西
[00:07:20.920 --> 00:07:21.920]  吃吧
[00:07:21.920 --> 00:07:22.960]  不要吃
[00:07:22.960 --> 00:07:24.080]  有益的
[00:07:24.080 --> 00:07:25.160]  你吃吧
[00:07:25.160 --> 00:07:27.120]  有益的
[00:07:27.120 --> 00:07:28.480]  不要吃了
[00:07:28.480 --> 00:07:30.480]  你要認定它是有益的
[00:07:30.480 --> 00:07:31.480]  你要接受它
[00:07:31.480 --> 00:07:32.800]  類似是這樣
[00:07:32.800 --> 00:07:34.080]  所以這個認定
[00:07:34.080 --> 00:07:40.760]  是很重要的一個思想上的動作
[00:07:40.760 --> 00:07:42.640]  而剛才講說
[00:07:43.840 --> 00:07:45.440]  一些事情如果發生的時候
[00:07:45.440 --> 00:07:47.440]  想補充一個例子
[00:07:47.440 --> 00:07:48.720]  很多年前
[00:07:48.720 --> 00:07:50.120]  現在是不會做這件事情的了
[00:07:50.120 --> 00:07:51.680]  現在也沒得去旅行了
[00:07:51.680 --> 00:07:53.600]  去一些冷的地方旅行的時候
[00:07:53.600 --> 00:07:54.600]  去滑雪
[00:07:54.600 --> 00:07:57.840]  去滑雪如果不懂得滑的話
[00:07:57.840 --> 00:07:59.280]  你可以去參加一些課程
[00:07:59.280 --> 00:08:00.760]  這個教練教你的
[00:08:00.760 --> 00:08:02.640]  他給你兩個雪橇
[00:08:02.640 --> 00:08:05.080]  走到一個小小斜的雪地
[00:08:05.080 --> 00:08:06.880]  知不知道第一樣學的是什麼?
[00:08:06.880 --> 00:08:10.440]  第一樣學的是在村上的雪橇
[00:08:10.440 --> 00:08:11.920]  第一樣學的是
[00:08:11.920 --> 00:08:13.720]  當你跌倒的時候
[00:08:13.720 --> 00:08:16.240]  你要怎麼樣站起來
[00:08:16.240 --> 00:08:18.840]  有一些是簡單的
[00:08:18.840 --> 00:08:20.680]  用一支橇撐起來
[00:08:20.680 --> 00:08:21.520]  如果不行的話
[00:08:21.520 --> 00:08:22.560]  就脫掉雪橇
[00:08:22.560 --> 00:08:24.240]  起來之後再穿上
[00:08:24.240 --> 00:08:25.720]  第一課上的就是說
[00:08:25.720 --> 00:08:27.560]  當你跌倒的時候
[00:08:27.560 --> 00:08:28.760]  你要怎麼做就怎麼做
[00:08:28.760 --> 00:08:31.360]  這個跟剛才講的差不多意思了
[00:08:31.360 --> 00:08:33.120]  我不會跌的
[00:08:33.120 --> 00:08:34.800]  我不會跌的
[00:08:34.800 --> 00:08:35.800]  就學會了
[00:08:35.800 --> 00:08:37.680]  有沒有這樣的人呢?
[00:08:37.680 --> 00:08:39.040]  我覺得沒有
[00:08:39.040 --> 00:08:40.880]  是一定會跌的
[00:08:40.880 --> 00:08:41.800]  不過
[00:08:41.800 --> 00:08:43.480]  當你跌的時候
[00:08:43.480 --> 00:08:44.200]  你就等了
[00:08:44.200 --> 00:08:45.360]  明白我的意思了嗎?
[00:08:45.360 --> 00:08:46.040]  所以
[00:08:46.040 --> 00:08:48.200]  這些試煉淋到我們
[00:08:48.200 --> 00:08:52.560]  是每個人必然會淋到你的
[00:08:52.560 --> 00:08:55.040]  什麼叫做試煉呢?
[00:08:55.040 --> 00:08:56.720]  試煉呢
[00:08:56.720 --> 00:08:58.320]  在聖經裡面
[00:08:58.320 --> 00:09:01.320]  另一節的聖經是保羅寫的
[00:09:01.320 --> 00:09:06.080]  保羅在羅馬書十章七節講
[00:09:06.080 --> 00:09:06.960]  不是
[00:09:06.960 --> 00:09:07.560]  Sorry
[00:09:07.560 --> 00:09:08.760]  看錯了
[00:09:08.760 --> 00:09:12.000]  保羅在羅馬書五章三節講
[00:09:12.200 --> 00:09:17.680]  他說 "不但如此,就是在患難中也是歡歡喜喜的"
[00:09:17.680 --> 00:09:20.360]  "因為知道患難生忍耐"
[00:09:20.360 --> 00:09:25.200]  這一節的經文就好像一句平行句一樣
[00:09:25.200 --> 00:09:26.840]  同一個意思
[00:09:26.840 --> 00:09:27.920]  不過是保羅講的
[00:09:27.920 --> 00:09:31.640]  講到要歡歡喜喜就在患難中
[00:09:31.640 --> 00:09:35.640]  我們將這個跟《雅各書》這句話並排來看
[00:09:35.640 --> 00:09:42.000]  就會覺得試煉跟患難是很近似的
[00:09:42.320 --> 00:09:43.840]  那些試煉淋到你
[00:09:43.840 --> 00:09:52.400]  多數都是難啃、辛苦、不想接受、不如意的事
[00:09:52.400 --> 00:09:53.760]  那些都是試煉
[00:09:53.760 --> 00:09:54.960]  你可以看它為試煉
[00:09:54.960 --> 00:09:56.360]  也可以看它為患難
[00:09:56.360 --> 00:09:58.040]  異曲同工
[00:09:58.040 --> 00:10:04.000]  都是很難去接受、處理的事
[00:10:04.000 --> 00:10:07.960]  但是你說要將它認定為全都是喜樂
[00:10:07.960 --> 00:10:09.440]  第三節
[00:10:09.440 --> 00:10:11.440]  就是因為
[00:10:11.880 --> 00:10:13.880]  因為有個原因
[00:10:13.880 --> 00:10:17.200]  是你需要這樣去認定
[00:10:17.200 --> 00:10:18.680]  那個原因是什麼呢?
[00:10:18.680 --> 00:10:22.080]  就是知道一件重要的事情
[00:10:22.080 --> 00:10:25.760]  你們的信心經過了這個試驗之後
[00:10:25.760 --> 00:10:27.560]  就生出忍耐
[00:10:27.560 --> 00:10:29.880]  我們信主的人
[00:10:29.880 --> 00:10:31.200]  現在告訴你
[00:10:31.200 --> 00:10:34.160]  你必定會碰到這些試煉的
[00:10:34.160 --> 00:10:36.560]  你必定會有患難的
[00:10:36.560 --> 00:10:39.000]  你要認定是大喜樂
[00:10:39.000 --> 00:10:41.200]  保羅說你要在當中歡歡喜喜
[00:10:41.880 --> 00:10:43.440]  為什麼要這樣呢?
[00:10:43.440 --> 00:10:47.000]  因為我們的信心經過了試驗之後
[00:10:47.000 --> 00:10:48.520]  就生出忍耐了
[00:10:48.520 --> 00:10:52.000]  這個信心在這裡是很有趣的
[00:10:52.000 --> 00:10:54.880]  前前後後
[00:10:54.880 --> 00:10:58.160]  他沒有解釋過這個信心是怎麼來的
[00:10:58.160 --> 00:10:59.240]  我們只不過說
[00:10:59.240 --> 00:11:01.040]  我們大家都在教會裡面頂
[00:11:01.040 --> 00:11:02.040]  只會信耶穌
[00:11:02.040 --> 00:11:03.360]  所以我們信
[00:11:03.360 --> 00:11:05.360]  這個信是怎麼來的呢?
[00:11:05.360 --> 00:11:09.000]  另一節聖經
[00:11:09.000 --> 00:11:12.480]  《羅馬書》十章七節保羅說
[00:11:12.480 --> 00:11:16.280]  可見信是從聽而來的
[00:11:16.280 --> 00:11:20.520]  特別說到我們所信的這個道
[00:11:20.520 --> 00:11:23.840]  他說信道是從聽道而來
[00:11:23.840 --> 00:11:28.440]  聽道是從基督的話而來
[00:11:28.440 --> 00:11:32.560]  就是說有人傳講基督的話
[00:11:32.560 --> 00:11:34.040]  你聽到
[00:11:34.040 --> 00:11:35.800]  你就信
[00:11:35.800 --> 00:11:36.640]  行不行?
[00:11:36.640 --> 00:11:38.600]  那個信是從這樣而來的
[00:11:39.120 --> 00:11:41.080]  你信了之後這個信
[00:11:41.080 --> 00:11:43.040]  放回亞覺書的書
[00:11:43.040 --> 00:11:45.960]  就說這個信要經過試驗
[00:11:45.960 --> 00:11:47.960]  就是說你這個信
[00:11:47.960 --> 00:11:50.800]  就在你旁邊一直生活
[00:11:50.800 --> 00:11:52.960]  就如發生的事情
[00:11:52.960 --> 00:11:56.200]  就會試驗這個信心
[00:11:56.200 --> 00:11:58.360]  你這個信
[00:11:58.360 --> 00:12:01.640]  要被這些患難的試煉去試
[00:12:01.640 --> 00:12:03.400]  試驗之後
[00:12:03.400 --> 00:12:07.720]  結果就是產生了一種忍耐
[00:12:08.240 --> 00:12:09.080]  行不行?
[00:12:09.080 --> 00:12:11.720]  所以我們所有信的人
[00:12:11.720 --> 00:12:13.560]  要知道
[00:12:13.560 --> 00:12:15.560]  我們所信的這個信
[00:12:15.560 --> 00:12:17.160]  不是一個
[00:12:17.160 --> 00:12:18.480]  信了之後
[00:12:18.480 --> 00:12:20.560]  封條與信
[00:12:20.560 --> 00:12:22.160]  一切順利
[00:12:22.160 --> 00:12:25.360]  萬求萬靈
[00:12:25.360 --> 00:12:26.600]  求什麼有什麼
[00:12:26.600 --> 00:12:28.040]  不是的
[00:12:28.040 --> 00:12:31.000]  是要經過一些不如意
[00:12:31.000 --> 00:12:33.680]  你不喜歡的際遇
[00:12:33.680 --> 00:12:35.280]  必然會碰到
[00:12:35.280 --> 00:12:36.960]  然後你這個信
[00:12:37.280 --> 00:12:40.280]  就會產生一個忍耐
[00:12:40.280 --> 00:12:43.080]  產生這個忍耐也很奇怪
[00:12:43.080 --> 00:12:45.760]  不是產生一個解藥
[00:12:45.760 --> 00:12:48.880]  去解除這些患難
[00:12:48.880 --> 00:12:51.600]  讓我不用在當中受苦嗎?
[00:12:51.600 --> 00:12:52.960]  有沒有看到?
[00:12:52.960 --> 00:12:53.720]  不是的
[00:12:53.720 --> 00:12:55.920]  所以基督徒的信
[00:12:55.920 --> 00:12:57.800]  有一些人
[00:12:57.800 --> 00:13:00.200]  來到教會的時候聽到這個信
[00:13:00.200 --> 00:13:01.560]  信得這麼慘他不信
[00:13:01.560 --> 00:13:04.320]  他是不靈的
[00:13:05.520 --> 00:13:07.640]  他想求一些東西
[00:13:07.640 --> 00:13:08.680]  想得到一些東西
[00:13:08.680 --> 00:13:09.840]  你這個耶穌
[00:13:09.840 --> 00:13:11.240]  你不是說很厲害嗎?
[00:13:11.240 --> 00:13:12.160]  不靈的
[00:13:12.160 --> 00:13:13.200]  不符合我的心緒
[00:13:13.200 --> 00:13:14.920]  事情無法解決的問題
[00:13:14.920 --> 00:13:15.840]  他就不信了
[00:13:15.840 --> 00:13:16.600]  他就走了
[00:13:16.600 --> 00:13:17.720]  這是沒辦法的
[00:13:17.720 --> 00:13:18.480]  也是很可惜的
[00:13:18.480 --> 00:13:20.160]  他其實不是真的相信
[00:13:20.160 --> 00:13:21.880]  如果你真的相信
[00:13:21.880 --> 00:13:23.880]  這些試驗來到你
[00:13:23.880 --> 00:13:27.720]  耶穌聖經沒有說要幫你
[00:13:27.720 --> 00:13:29.720]  將這些問題拿走
[00:13:29.720 --> 00:13:30.840]  而是說
[00:13:30.840 --> 00:13:32.000]  這話說的
[00:13:32.000 --> 00:13:34.560]  讓你產生一個忍耐
[00:13:34.760 --> 00:13:36.760]  能夠忍受得到的
[00:13:36.760 --> 00:13:38.160]  行不行?
[00:13:38.160 --> 00:13:40.160]  所以這是很重要的真理
[00:13:40.160 --> 00:13:41.880]  我們去傳福音要小心
[00:13:41.880 --> 00:13:43.520]  千萬不要告訴別人
[00:13:43.520 --> 00:13:44.280]  你相信耶穌吧
[00:13:44.280 --> 00:13:45.480]  什麼事情都可以幫你解決的
[00:13:45.480 --> 00:13:46.440]  那就不要了
[00:13:46.440 --> 00:13:48.040]  你真的誤導了他
[00:13:48.040 --> 00:13:50.560]  用錯誤的方式引他入魂
[00:13:50.560 --> 00:13:53.080]  正確的就是說
[00:13:53.080 --> 00:13:54.600]  我們的信
[00:13:54.600 --> 00:13:56.160]  聽了道之後的信
[00:13:56.160 --> 00:13:59.040]  無可避免是經過很多的試驗
[00:13:59.040 --> 00:13:59.720]  不過
[00:13:59.720 --> 00:14:00.920]  這個試驗
[00:14:00.920 --> 00:14:03.480]  是會產生忍耐的
[00:14:03.640 --> 00:14:05.240]  我們知道了這件事
[00:14:05.240 --> 00:14:06.520]  就要認定
[00:14:06.520 --> 00:14:07.920]  這些試驗
[00:14:07.920 --> 00:14:09.680]  全都是喜樂
[00:14:09.680 --> 00:14:11.440]  歡歡喜喜
[00:14:11.440 --> 00:14:12.720]  你都要接受
[00:14:12.720 --> 00:14:13.600]  行不行?
[00:14:13.600 --> 00:14:15.200]  所以這個信
[00:14:15.200 --> 00:14:18.480]  在經過這個試驗的時候
[00:14:18.480 --> 00:14:21.760]  就顯出他真的相信
[00:14:21.760 --> 00:14:25.360]  有沒有聽過一個說法
[00:14:25.360 --> 00:14:28.440]  有一個很有名的挑客家人
[00:14:28.440 --> 00:14:31.960]  就挑了一隻駿馬出來
[00:14:31.960 --> 00:14:35.600]  很漂亮活神活焉的樣子
[00:14:35.600 --> 00:14:37.080]  好像真的一樣
[00:14:37.080 --> 00:14:38.520]  那些人就稱讚他
[00:14:38.520 --> 00:14:40.240]  哎呀,你真的很厲害
[00:14:40.240 --> 00:14:42.680]  能夠挑出一隻這樣的駿馬
[00:14:42.680 --> 00:14:45.760]  特別是用一些名貴的玉石挑出來
[00:14:45.760 --> 00:14:48.840]  就配合那些顏色
[00:14:48.840 --> 00:14:49.840]  真的厲害
[00:14:49.840 --> 00:14:53.760]  那些挑客家就會很謙虛地說
[00:14:53.760 --> 00:14:55.040]  我沒有
[00:14:55.040 --> 00:14:58.680]  其實我只是將那些駿馬旁邊
[00:14:58.680 --> 00:15:01.600]  擋住了它那些
[00:15:02.000 --> 00:15:03.400]  拿走了而已
[00:15:03.400 --> 00:15:05.480]  那隻駿馬本身就在這裡了
[00:15:05.480 --> 00:15:06.520]  這樣的意思
[00:15:06.520 --> 00:15:08.560]  行不行?
[00:15:08.560 --> 00:15:10.600]  我們的信心也類似是這樣
[00:15:10.600 --> 00:15:11.880]  可能呢
[00:15:11.880 --> 00:15:12.720]  就是
[00:15:12.720 --> 00:15:14.680]  未經過試驗的時候
[00:15:14.680 --> 00:15:19.520]  你自己都不留意你的信是真的
[00:15:19.520 --> 00:15:20.920]  還是有多少是真的
[00:15:20.920 --> 00:15:22.840]  但是試驗過之後
[00:15:22.840 --> 00:15:25.800]  你的忍耐就出來了
[00:15:25.800 --> 00:15:28.000]  就證明了你的信
[00:15:28.000 --> 00:15:29.760]  是真正的信
[00:15:29.760 --> 00:15:30.960]  所以很重要
[00:15:31.360 --> 00:15:33.440]  有一些信
[00:15:33.440 --> 00:15:35.920]  不是真正的信的時候
[00:15:35.920 --> 00:15:37.520]  他經過這些試驗
[00:15:37.520 --> 00:15:39.320]  他不會喜樂的
[00:15:39.320 --> 00:15:42.280]  因為他不是真的相信
[00:15:42.280 --> 00:15:47.200]  他只是看著自己想求得的那些結果
[00:15:47.200 --> 00:15:50.120]  所以他會產生不甘
[00:15:50.120 --> 00:15:51.480]  為什麼是我呢?
[00:15:51.480 --> 00:15:52.920]  怨恨
[00:15:52.920 --> 00:15:54.360]  神啊,我這麼信你
[00:15:54.360 --> 00:15:55.680]  你也這麼作弄我
[00:15:55.680 --> 00:15:57.560]  產生一些無奈
[00:15:57.560 --> 00:15:58.560]  失望
[00:15:58.560 --> 00:15:59.800]  氣餒
[00:16:00.240 --> 00:16:02.000]  這些負面的東西
[00:16:02.000 --> 00:16:05.000]  全部都是歸咎於你的信
[00:16:05.000 --> 00:16:08.160]  有些不是很正確
[00:16:08.160 --> 00:16:10.760]  你就會產生這些問題
[00:16:10.760 --> 00:16:12.680]  好了,當你產生這些問題的時候
[00:16:12.680 --> 00:16:14.160]  你又要檢討一下
[00:16:14.160 --> 00:16:16.480]  你自己的信是怎麼樣的
[00:16:16.480 --> 00:16:19.000]  我們的信仰有一個好處
[00:16:19.000 --> 00:16:21.520]  我們以前學寫一些電腦程式的時候
[00:16:21.520 --> 00:16:23.000]  很重要的一件事就是說
[00:16:23.000 --> 00:16:25.280]  畫一個流程圖
[00:16:25.280 --> 00:16:26.480]  Float chart
[00:16:26.480 --> 00:16:28.880]  一步一步地走到最後
[00:16:29.960 --> 00:16:31.520]  一步一步地走到最後
[00:16:31.520 --> 00:16:32.840]  又下降
[00:16:32.840 --> 00:16:36.160]  不過我們以前的電腦沒有這麼先進
