
[00:00:00.000 --> 00:00:04.000]  好 我們很光榮看到大家在現場和大家一起去崇拜
[00:02:26.000 --> 00:02:31.000]  他和我說的時候 我就發現他和我說一些我必須要聽的東西
[00:02:31.000 --> 00:02:34.000]  不是一些我想聽的東西 是不是
[00:02:34.000 --> 00:02:40.000]  他都忠告我 牧師你都開始 你要留意
[00:02:40.000 --> 00:02:43.000]  否則你玩不了多少年
[00:02:43.000 --> 00:02:47.000]  是一些必要性 需要聽的東西
[00:02:47.000 --> 00:02:50.000]  中末論 Eschaton
[00:02:50.000 --> 00:02:57.000]  其實就是告訴我們 我們需要去看什麼 是我們必須要看的
[00:02:57.000 --> 00:03:01.000]  我記得九零年代的時候 那時候我在溫哥華
[00:03:01.000 --> 00:03:04.000]  有機會在教會侍奉
[00:03:04.000 --> 00:03:09.000]  因為有個會友 他的爸爸是美信主
[00:03:09.000 --> 00:03:12.000]  叫我們的傳道人去探望他
[00:03:12.000 --> 00:03:17.000]  我們會有叫到 當然他也叫做願意去給你探望
[00:03:17.000 --> 00:03:20.000]  我們就說 好啊 那我們就去探望他
[00:03:20.000 --> 00:03:26.000]  我探望他九零年代尾的時候 在溫哥華
[00:03:26.000 --> 00:03:30.000]  你知道那裡很多香港人很有錢
[00:03:30.000 --> 00:03:34.000]  起碼在溫哥華有兩三間屋
[00:03:34.000 --> 00:03:36.000]  香港可能有幾棟樓
[00:03:36.000 --> 00:03:40.000]  我跟他談 我們大英姊妹跟他談
[00:03:40.000 --> 00:03:46.000]  嘩 他口氣真大 很難怪的
[00:03:46.000 --> 00:03:50.000]  他有錢又有權又有勢 有地位
[00:03:50.000 --> 00:03:57.000]  他是那些 每天都是出去飲茶
[00:03:57.000 --> 00:04:00.000]  那他為什麼要聽你的話
[00:04:00.000 --> 00:04:04.000]  那我又明白 我們這樣的窮傳道爛領一條
[00:04:04.000 --> 00:04:14.000]  你講什麼 他那個態度不太好
[00:04:14.000 --> 00:04:21.000]  我跟他說這些 教徒什麼叫感恩 什麼叫奉獻
[00:04:21.000 --> 00:04:25.000]  我自己白手興家 我不需要你
[00:04:25.000 --> 00:04:32.000]  最後不是很好收場 最後探訪的時間
[00:04:32.000 --> 00:04:35.000]  我們就說 這樣不耽誤你了 不好意思
[00:04:35.000 --> 00:04:37.000]  可能講了一些東西 不是你那麼好聽
[00:04:37.000 --> 00:04:40.000]  希望將來有機會再探訪你
[00:04:40.000 --> 00:04:43.000]  他在那種的境況裡面
[00:04:43.000 --> 00:04:49.000]  他不想聽一些他必須要聽的東西
[00:04:49.000 --> 00:04:51.000]  我們個個都是脆弱的
[00:04:51.000 --> 00:04:54.000]  我們總會面對 中末的問題
[00:04:54.000 --> 00:04:58.000]  中末論 eschatology 不是一些抽離的東西
[00:04:58.000 --> 00:05:03.000]  他告訴我們 有一些我們必須要聽
[00:05:03.000 --> 00:05:11.000]  must hear 一定要打大雙耳朵 睜大雙眼去看
[00:05:11.000 --> 00:05:15.000]  想清楚 到底這件事跟我們有什麼關係
[00:05:15.000 --> 00:05:18.000]  我們看過啟示錄 一張又一張的
[00:05:18.000 --> 00:05:22.000]  來告訴我們 到底中末是一回什麼事
[00:05:22.000 --> 00:05:24.000]  我們在看七印 是不是
[00:05:24.000 --> 00:05:30.000]  七印這裡講到 所謂中末的徵兆
[00:05:30.000 --> 00:05:34.000]  signs of time 現在我們所活著的這段時間
[00:05:34.000 --> 00:05:37.000]  就是一個 last chapter of history
[00:05:37.000 --> 00:05:44.000]  有戰禍 有經濟的動盪 有瘟疫 有迫害
[00:05:44.000 --> 00:05:49.000]  對教會的迫害 有天地的徵兆等等
[00:05:49.000 --> 00:05:55.000]  然後有一段叫做間奏interlude 十四萬四千人出現
[00:05:55.000 --> 00:05:57.000]  然後第七印就出現了
[00:05:57.000 --> 00:06:01.000]  這裡七印是很特別的 就是寂靜了半個小時
[00:06:01.000 --> 00:06:05.000]  在天上面 我們會繼續看下去
[00:06:05.000 --> 00:06:11.000]  但是你見到有一個param 聖經裡面特別新弱
[00:06:11.000 --> 00:06:15.000]  講到中末的時候 都會有一個這樣的形式
[00:06:15.000 --> 00:06:17.000]  就是有一些危機出現
[00:06:17.000 --> 00:06:20.000]  然後這些危機就會去到一個高潮
[00:06:20.000 --> 00:06:26.000]  那個高潮就會是一些可能天上面的一些笑頭
[00:06:26.000 --> 00:06:31.000]  就會出現 是一些我們人不能夠去控制到的東西出現
[00:06:31.000 --> 00:06:35.000]  然後最後上帝的審判就會來到
[00:06:35.000 --> 00:06:38.000]  我們看過馬達芬第24章
[00:06:38.000 --> 00:06:40.000]  Oliver Discourse
[00:06:40.000 --> 00:06:44.000]  那個耶穌講到 他回來的指揮是怎樣
[00:06:44.000 --> 00:06:48.000]  好像是主後六十年代尾七十年的時候
[00:06:48.000 --> 00:06:50.000]  耶路撒撼被毀的時候那個情況
[00:06:50.000 --> 00:06:52.000]  一樣都是講到這件事
[00:06:52.000 --> 00:06:55.000]  民要攻打民 國要攻打國 好像第一二印一樣
[00:06:55.000 --> 00:06:59.000]  然後有其他經濟的動盪 有饑荒
[00:06:59.000 --> 00:07:03.000]  然後有人出賣信仰
[00:07:03.000 --> 00:07:05.000]  或者很多人在艱難的時候
[00:07:05.000 --> 00:07:08.000]  他就離開主等等 迫害的時候
[00:07:08.000 --> 00:07:14.000]  然後也有天笑出現 然後主說他就要隨時會回來
[00:07:14.000 --> 00:07:16.000]  同一個的parallel
[00:07:16.000 --> 00:07:19.000]  甚至整腕啟示錄的結構
[00:07:19.000 --> 00:07:23.000]  我想告訴你 是應該這樣看的
[00:07:23.000 --> 00:07:26.000]  七印其實講的東西
[00:07:26.000 --> 00:07:31.000]  和七記號 七腕 七號講的東西其實都是一樣
[00:07:31.000 --> 00:07:33.000]  是同一個主題
[00:07:33.000 --> 00:07:35.000]  就是上帝終末的時候
[00:07:35.000 --> 00:07:37.000]  要去到審判活人死人
[00:07:37.000 --> 00:07:39.000]  這件事一定會發生
[00:07:39.000 --> 00:07:41.000]  那件事會是怎樣呢
[00:07:41.000 --> 00:07:43.000]  七印就一直打開的時候就告訴我們
[00:07:43.000 --> 00:07:46.000]  那個世界的終末 你的終末會是怎樣
[00:07:46.000 --> 00:07:48.000]  然後七號又再講同一個主題
[00:07:48.000 --> 00:07:50.000]  不過是再intensify
[00:07:50.000 --> 00:07:54.000]  或者再緊張一點這樣告訴你
[00:07:54.000 --> 00:07:56.000]  然後七號 七腕
[00:07:56.000 --> 00:07:59.000]  都是講一個的cycle
[00:07:59.000 --> 00:08:01.000]  就好像你聽一首交響樂曲一樣
[00:08:01.000 --> 00:08:04.000]  不斷的一個theme 一路play一路play的時候
[00:08:04.000 --> 00:08:07.000]  就告訴你這件事是多麼重要
[00:08:07.000 --> 00:08:09.000]  所以我們由第一印講到現在
[00:08:09.000 --> 00:08:11.000]  我們就去到第六印
[00:08:11.000 --> 00:08:15.000]  第六印講什麼呢 六章第十二節
[00:08:15.000 --> 00:08:18.000]  他說高揚 這個被殺復活的高揚耶穌基督
[00:08:18.000 --> 00:08:20.000]  揭開第六印的時候
[00:08:20.000 --> 00:08:23.000]  他就看見地帶震動 太陽就變黑
[00:08:23.000 --> 00:08:25.000]  然後月亮變紅像血
[00:08:25.000 --> 00:08:28.000]  天上的星辰聚落在地上
[00:08:28.000 --> 00:08:31.000]  好像無花果樹被大風吹搖一樣
[00:08:31.000 --> 00:08:34.000]  落在未熟的果子一樣
[00:08:34.000 --> 00:08:37.000]  天就裂開了 像書卷被捲起來
[00:08:37.000 --> 00:08:41.000]  山嶺海島都被移動離開本位
[00:08:41.000 --> 00:08:48.000]  地上的君王 臣宰 將軍 富戶 壯丁
[00:08:48.000 --> 00:08:51.000]  一切圍爐的 自主的
[00:08:51.000 --> 00:08:56.000]  都藏在山洞和岩石的懸崖的石穴裡面
[00:08:56.000 --> 00:09:00.000]  向山和岩石雪倒在我們身上吧
[00:09:00.000 --> 00:09:02.000]  把我們藏起來
[00:09:02.000 --> 00:09:09.000]  躲避助寶助者的念念和高揚的憤怒
[00:09:09.000 --> 00:09:11.000]  因為他們遭憤怒的大日子到了
[00:09:11.000 --> 00:09:15.000]  誰能站立得住呢
[00:09:15.000 --> 00:09:18.000]  在這裡講了一大堆的東西
[00:09:18.000 --> 00:09:20.000]  我們可以叫它做天兆
[00:09:20.000 --> 00:09:28.000]  即是一些天上可以見到的日蝕 月蝕等等
[00:09:28.000 --> 00:09:32.000]  這些對古代 甚至對我們今天的人來說
[00:09:32.000 --> 00:09:34.000]  都是一些我們不能夠控制的東西
[00:09:34.000 --> 00:09:35.000]  特別對古代的人來說
[00:09:35.000 --> 00:09:38.000]  是一些特別在不利的時候發生
[00:09:38.000 --> 00:09:41.000]  即是不適合那個日子
[00:09:41.000 --> 00:09:45.000]  有月蝕 或者它不是預測到那個日子
[00:09:45.000 --> 00:09:46.000]  去到有月蝕的時候
[00:09:46.000 --> 00:09:50.000]  對他們來說是一個凶兆
[00:09:50.000 --> 00:09:53.000]  這裡就用一些這樣的語言
[00:09:53.000 --> 00:09:55.000]  或者這樣的意象來說
[00:09:55.000 --> 00:09:58.000]  上帝的審判 他的公義的審判
[00:09:58.000 --> 00:10:04.000]  必定會到 以及有些什麼的預兆
[00:10:04.000 --> 00:10:05.000]  我們再講多一次
[00:10:05.000 --> 00:10:08.000]  這些不是預先寫好的天日報告
[00:10:08.000 --> 00:10:11.000]  這些在第一世紀已經有發生
[00:10:11.000 --> 00:10:13.000]  第一世紀文獻有記載
[00:10:13.000 --> 00:10:15.000]  特別是耶路撒冷70年
[00:10:15.000 --> 00:10:19.000]  被滅的之前已經出現
[00:10:19.000 --> 00:10:20.000]  並且每一代的信徒
[00:10:20.000 --> 00:10:22.000]  甚至我們今天這一代的信徒
[00:10:22.000 --> 00:10:25.000]  我們都會看到這些signs
[00:10:25.000 --> 00:10:27.000]  如果你看一下舊約的話
[00:10:27.000 --> 00:10:30.000]  舊約都已經有一樣這樣的parameter
[00:10:30.000 --> 00:10:32.000]  譬如在以塞亞書第十三章
[00:10:32.000 --> 00:10:34.000]  這裡上下文說什麼
[00:10:34.000 --> 00:10:36.000]  說巴比倫帝國要傾覆
[00:10:36.000 --> 00:10:40.000]  以塞亞先知預言將來
[00:10:40.000 --> 00:10:45.000]  巴比倫打壓上帝子民的國度
[00:10:45.000 --> 00:10:48.000]  必定會受審判
[00:10:48.000 --> 00:10:49.000]  那個情況會是怎樣呢
[00:10:49.000 --> 00:10:52.000]  你看到是差不多類似的情況
[00:10:52.000 --> 00:10:53.000]  十三章第十字
[00:10:53.000 --> 00:10:56.000]  天上的星獸都不發光
[00:10:56.000 --> 00:10:58.000]  太陽一升起就變黑
[00:10:58.000 --> 00:11:00.000]  月亮就不放光
[00:11:00.000 --> 00:11:01.000]  日蝕月蝕
[00:11:01.000 --> 00:11:03.000]  然後必定要
[00:11:03.000 --> 00:11:05.000]  我必因邪惡
[00:11:05.000 --> 00:11:06.000]  即是巴比倫帝國的邪惡
[00:11:06.000 --> 00:11:08.000]  來審判這個世界
[00:11:08.000 --> 00:11:11.000]  因罪孽來懲罰這些惡人
[00:11:11.000 --> 00:11:14.000]  止息狂傲人的狂妄
[00:11:14.000 --> 00:11:17.000]  制止殘暴者的傲慢
[00:11:17.000 --> 00:11:19.000]  巴比倫為列國的榮耀
[00:11:19.000 --> 00:11:22.000]  加底人所誇耀的華美
[00:11:22.000 --> 00:11:25.000]  必像上帝所傾覆過的
[00:11:25.000 --> 00:11:28.000]  索多瑪奧摩拉一族
[00:11:28.000 --> 00:11:29.000]  什麼時候發生的
[00:11:29.000 --> 00:11:31.000]  巴比倫帝國
[00:11:31.000 --> 00:11:33.000]  覆亡的時候
[00:11:33.000 --> 00:11:34.000]  一夜之間
[00:11:34.000 --> 00:11:38.000]  主前大約五百多年的時候
[00:11:38.000 --> 00:11:39.000]  歷史有說
[00:11:39.000 --> 00:11:40.000]  我們也知道
[00:11:40.000 --> 00:11:42.000]  聖經也是這樣預言的
[00:11:42.000 --> 00:11:44.000]  所以這裡告訴我們
[00:11:44.000 --> 00:11:47.000]  這種pattern
[00:11:47.000 --> 00:11:49.000]  當你看到這些所謂徵兆
[00:11:49.000 --> 00:11:50.000]  你不需要再想
[00:11:50.000 --> 00:11:52.000]  到底有多近
[00:11:52.000 --> 00:11:55.000]  主的日子就一定會來
[00:11:55.000 --> 00:11:57.000]  並且是隨時來的
[00:11:57.000 --> 00:12:01.000]  我們回到第六印
[00:12:01.000 --> 00:12:03.000]  這裡說什麼
[00:12:03.000 --> 00:12:05.000]  山洞和岩石縣
[00:12:05.000 --> 00:12:09.000]  這些又是很本土的一些描述
[00:12:09.000 --> 00:12:11.000]  當人們有患的時候
[00:12:11.000 --> 00:12:12.000]  當時巴哈斯坦帝的人
[00:12:12.000 --> 00:12:14.000]  就一定會走去哪
[00:12:14.000 --> 00:12:17.000]  就是走去山洞穴裡面
[00:12:17.000 --> 00:12:19.000]  在那裡躲起來
[00:12:19.000 --> 00:12:21.000]  然後說到什麼人呢
[00:12:21.000 --> 00:12:24.000]  七個階層的人
[00:12:24.000 --> 00:12:26.000]  七個的字眼
[00:12:26.000 --> 00:12:29.000]  地上的君王
[00:12:29.000 --> 00:12:32.000]  這個字很明顯就代表
[00:12:32.000 --> 00:12:34.000]  羅馬帝國裡面的
[00:12:34.000 --> 00:12:38.000]  蓋薩皇帝和他的貴族
[00:12:38.000 --> 00:12:42.000]  臣宰 在羅馬帝國底下
[00:12:42.000 --> 00:12:44.000]  有一些所謂臣宰
[00:12:44.000 --> 00:12:46.000]  那些叫client kings
[00:12:46.000 --> 00:12:48.000]  戴希律就是其中一個
[00:12:48.000 --> 00:12:50.000]  是代他管 好像特首那樣
[00:12:50.000 --> 00:12:52.000]  管一個的民族
[00:12:52.000 --> 00:12:54.000]  或者管一個的地方
[00:12:54.000 --> 00:12:56.000]  然後在他下面
[00:12:56.000 --> 00:12:59.000]  就有將軍 軍長
[00:12:59.000 --> 00:13:01.000]  有富戶
[00:13:01.000 --> 00:13:03.000]  有壯丁
[00:13:03.000 --> 00:13:05.000]  特別是每一個羅馬城裡面
[00:13:05.000 --> 00:13:07.000]  有錢的公民
[00:13:07.000 --> 00:13:09.000]  我們叫他身弱的時候
[00:13:09.000 --> 00:13:11.000]  叫他壯丁
[00:13:11.000 --> 00:13:15.000]  一切是慰勞的 自主的
[00:13:15.000 --> 00:13:18.000]  上帝第一次來
[00:13:18.000 --> 00:13:22.000]  是以耶穌基督十字架的方式來
[00:13:22.000 --> 00:13:24.000]  是以恩典來
[00:13:24.000 --> 00:13:26.000]  但如果說到上帝再來的時候
[00:13:26.000 --> 00:13:28.000]  耶穌基督再來
[00:13:28.000 --> 00:13:30.000]  就會是公義的審判
[00:13:30.000 --> 00:13:33.000]  就是全天下的人都吐不了
[00:13:33.000 --> 00:13:37.000]  全天下的人都不能夠避免
[00:13:37.000 --> 00:13:40.000]  有錢的 沒有錢的
[00:13:40.000 --> 00:13:43.000]  在上掌權的
[00:13:43.000 --> 00:13:46.000]  和甚至是做奴隸的
[00:13:46.000 --> 00:13:48.000]  沒有一個人能夠逃避到
[00:13:48.000 --> 00:13:51.000]  你和我都不能夠逃避
[00:13:51.000 --> 00:13:55.000]  說到宗活的時候
[00:13:55.000 --> 00:13:59.000]  就說到甚至一些勇者
[00:13:59.000 --> 00:14:02.000]  壯丁 軍長
[00:14:02.000 --> 00:14:04.000]  有權有勢的
[00:14:04.000 --> 00:14:06.000]  都逃避不了
[00:14:06.000 --> 00:14:09.000]  我說回剛才九年代的時候
[00:14:09.000 --> 00:14:16.000]  在加拿大溫哥華探望的朋友
[00:14:16.000 --> 00:14:19.000]  記得我第一次探望他
[00:14:19.000 --> 00:14:20.000]  記得我第一次探望他完結的時候
[00:14:20.000 --> 00:14:22.000]  我說什麼
[00:14:22.000 --> 00:14:25.000]  我希望再有時間探望你
[00:14:25.000 --> 00:14:28.000]  結果我真的有時間探望他
[00:14:28.000 --> 00:14:32.000]  但我再探望他的時候是在ICU
[00:14:32.000 --> 00:14:35.000]  我去到ICU的時候
[00:14:35.000 --> 00:14:40.000]  判若兩人
[00:14:40.000 --> 00:14:44.000]  當然我都是蒙恩得救的人
[00:14:44.000 --> 00:14:47.000]  我不能夠說你死了
[00:14:47.000 --> 00:14:49.000]  當然不是
[00:14:49.000 --> 00:14:51.000]  我都是蒙恩得救
[00:14:51.000 --> 00:14:54.000]  我算什麼我都是爛命一條
[00:14:54.000 --> 00:14:58.000]  但我很困惑的一件事
[00:14:58.000 --> 00:15:00.000]  真的判若兩人
[00:15:00.000 --> 00:15:02.000]  當時風光的時候
[00:15:02.000 --> 00:15:06.000]  他可以不聽那些他必須要聽的
[00:15:06.000 --> 00:15:10.000]  到他在ICU的時候
[00:15:10.000 --> 00:15:13.000]  我們一班大英智媒去探望他
[00:15:13.000 --> 00:15:16.000]  我們照說同一件事
[00:15:16.000 --> 00:15:18.000]  我們很脆弱
[00:15:18.000 --> 00:15:20.000]  我們需要上帝救人
[00:15:20.000 --> 00:15:22.000]  當我們面對宗活的時候
[00:15:22.000 --> 00:15:25.000]  你可以暫時不想
[00:15:25.000 --> 00:15:27.000]  但你不能逃避
[00:15:27.000 --> 00:15:30.000]  你儘管自然
[00:15:30.000 --> 00:15:33.000]  你要考慮的事
[00:15:33.000 --> 00:15:36.000]  但你不能夠逃避
[00:15:36.000 --> 00:15:40.000]  其實你想想福音起不是一回事
[00:15:40.000 --> 00:15:42.000]  信耶穌
[00:15:42.000 --> 00:15:46.000]  其實就是我們放下身段
[00:15:46.000 --> 00:15:48.000]  我知道我自己不行
[00:15:48.000 --> 00:15:51.000]  我知道我是脆弱的
[00:15:51.000 --> 00:15:54.000]  感謝主我們那次去探望他的時候
[00:15:54.000 --> 00:15:57.000]  他肯去聽
[00:15:57.000 --> 00:16:02.000]  他在病床上接受了
[00:16:02.000 --> 00:16:04.000]  這是上帝的救恩
[00:16:04.000 --> 00:16:05.000]  上帝的恩典
[00:16:05.000 --> 00:16:07.000]  我們每一個都需要
[00:16:07.000 --> 00:16:11.000]  宗活就是我們必須要知的事
[00:16:11.000 --> 00:16:13.000]  必須要去面對的事
[00:16:13.000 --> 00:16:15.000]  不是你想面對的事
[00:16:15.000 --> 00:16:17.000]  你和我都不想
[00:16:17.000 --> 00:16:21.000]  but you have to你一定要
[00:16:21.000 --> 00:16:22.000]  在這個第六印
[00:16:22.000 --> 00:16:23.000]  說到上帝的審判
[00:16:23.000 --> 00:16:25.000]  宗活來到的時候
[00:16:25.000 --> 00:16:27.000]  一個印一個印打開
[00:16:27.000 --> 00:16:28.000]  就告訴我們
[00:16:28.000 --> 00:16:31.000]  我們需要悔改去歸向上帝
[00:16:31.000 --> 00:16:33.000]  第六印之後
[00:16:33.000 --> 00:16:34.000]  你記得這裏
[00:16:34.000 --> 00:16:36.000]  第六印問一個問題
[00:16:36.000 --> 00:16:39.000]  誰能站立得住
[00:16:39.000 --> 00:16:41.000]  誰能夠逃避
[00:16:41.000 --> 00:16:43.000]  誰可以逃避
[00:16:43.000 --> 00:16:46.000]  基督再來公義審判的帶子
[00:16:46.000 --> 00:16:50.000]  誰能夠站立得穩
[00:16:50.000 --> 00:16:52.000]  第六印打開之後
[00:16:52.000 --> 00:16:56.000]  就是一個所謂的間奏
[00:16:56.000 --> 00:16:58.000]  我們看看第七章
[00:16:58.000 --> 00:17:01.000]  第一節
[00:17:01.000 --> 00:17:02.000]  此後我見到
[00:17:02.000 --> 00:17:04.000]  四位天使站在地的四角
[00:17:04.000 --> 00:17:07.000]  即是全地
[00:17:07.000 --> 00:17:10.000]  執掌地上四方的風
[00:17:10.000 --> 00:17:12.000]  使風不吹在地上
[00:17:12.000 --> 00:17:14.000]  風這裏啟示錄
[00:17:14.000 --> 00:17:17.000]  應該是有傷害的意思
[00:17:17.000 --> 00:17:19.000]  叫他不要吹在地上
[00:17:19.000 --> 00:17:21.000]  海上和各種的樹上
[00:17:21.000 --> 00:17:23.000]  所以風都沒有了
[00:17:23.000 --> 00:17:25.000]  我又看見另一個天使
[00:17:25.000 --> 00:17:27.000]  從日出之地東面出來
[00:17:27.000 --> 00:17:30.000]  他拿著永生上帝的印
[00:17:30.000 --> 00:17:33.000]  他把拿得到權柄
[00:17:33.000 --> 00:17:37.000]  能傷害地和海的四位天使
[00:17:37.000 --> 00:17:39.000]  大聲喊著說
[00:17:39.000 --> 00:17:41.000]  你們不可以傷害地
[00:17:41.000 --> 00:17:42.000]  海和樹樓
[00:17:42.000 --> 00:17:45.000]  讓我們在我們上帝
[00:17:45.000 --> 00:17:48.000]  中僕人的額上蓋了印
[00:17:48.000 --> 00:17:50.000]  我聽見以色列
[00:17:50.000 --> 00:17:52.000]  各支派中受印的數目
[00:17:52.000 --> 00:17:55.000]  有十四萬四千
[00:17:55.000 --> 00:17:57.000]  在這裏很明顯說
[00:17:57.000 --> 00:17:59.000]  一個間奏
[00:17:59.000 --> 00:18:02.000]  中局未到之前
[00:18:02.000 --> 00:18:04.000]  就是天使出來
[00:18:04.000 --> 00:18:07.000]  在上帝的僕人的額上
[00:18:07.000 --> 00:18:10.000]  來蓋印
[00:18:10.000 --> 00:18:12.000]  給他們一個mark
[00:18:12.000 --> 00:18:14.000]  有多少人呢
[00:18:14.000 --> 00:18:17.000]  有十四萬四千人
[00:18:17.000 --> 00:18:21.000]  這裏說到mark of god
[00:18:21.000 --> 00:18:26.000]  就是上帝給僕人的印記
[00:18:26.000 --> 00:18:27.000]  我們講啟示錄
[00:18:27.000 --> 00:18:29.000]  我知道有很多人亂解
[00:18:29.000 --> 00:18:31.000]  順便提一提
[00:18:31.000 --> 00:18:33.000]  有些人說那個受的印記
[00:18:33.000 --> 00:18:35.000]  十三章十六節
[00:18:35.000 --> 00:18:38.000]  他就是受的印記
[00:18:38.000 --> 00:18:40.000]  受即是羅馬帝國
[00:18:40.000 --> 00:18:43.000]  代表撒旦勢力的權勢
[00:18:43.000 --> 00:18:45.000]  又使眾人無論大小的
[00:18:45.000 --> 00:18:46.000]  自主的圍爐的
[00:18:46.000 --> 00:18:48.000]  在他右手或在額上
[00:18:48.000 --> 00:18:50.000]  打了一個印記
[00:18:50.000 --> 00:18:53.000]  這樣除了哪有印記的
[00:18:53.000 --> 00:18:56.000]  有受的數目的
[00:18:56.000 --> 00:18:59.000]  就不能夠做買賣了
[00:18:59.000 --> 00:19:00.000]  順帶提一提
[00:19:00.000 --> 00:19:02.000]  這個受的印記不是
[00:19:02.000 --> 00:19:05.000]  我聽過有人說是打疫苗
[00:19:05.000 --> 00:19:09.000]  因為打在手上的
[00:19:09.000 --> 00:19:11.000]  I don't know
[00:19:11.000 --> 00:19:13.000]  這樣也有
[00:19:13.000 --> 00:19:15.000]  但你見到是他斷章取義
[00:19:15.000 --> 00:19:17.000]  因為印記打在哪
[00:19:17.000 --> 00:19:21.000]  手或額
[00:19:21.000 --> 00:19:24.000]  你有沒有看漏
[00:19:24.000 --> 00:19:25.000]  額
[00:19:25.000 --> 00:19:26.000]  有沒有人打疫苗
[00:19:26.000 --> 00:19:28.000]  打在額
[00:19:28.000 --> 00:19:31.000]  有沒有人打在頭上
[00:19:31.000 --> 00:19:35.000]  無論如何
[00:19:35.000 --> 00:19:36.000]  很明顯
[00:19:36.000 --> 00:19:40.000]  錄音之後的interlude
[00:19:40.000 --> 00:19:43.000]  說十四萬四千人是受印
[00:19:43.000 --> 00:19:47.000]  這個和受的印記是相反的
[00:19:47.000 --> 00:19:49.000]  十四萬四千
[00:19:49.000 --> 00:19:52.000]  說的是上帝的印記
[00:19:52.000 --> 00:19:56.000]  印在這些神的子民身上
[00:19:56.000 --> 00:19:59.000]  說起十四萬四千人
[00:19:59.000 --> 00:20:02.000]  經文很出名
[00:20:02.000 --> 00:20:04.000]  因為爺和見證人說
[00:20:04.000 --> 00:20:06.000]  這十四萬四千是實數
[00:20:06.000 --> 00:20:08.000]  所以真正得救的人
[00:20:08.000 --> 00:20:09.000]  只是十四萬四千
[00:20:09.000 --> 00:20:12.000]  不會十四萬四千零一
[00:20:12.000 --> 00:20:14.000]  一定是十四萬四千
[00:20:14.000 --> 00:20:16.000]  如果你這樣解釋
[00:20:16.000 --> 00:20:17.000]  《天啟文學》
[00:20:17.000 --> 00:20:18.000]  一定是撞板
[00:20:18.000 --> 00:20:20.000]  因為不是實數
[00:20:20.000 --> 00:20:22.000]  Please
[00:20:22.000 --> 00:20:24.000]  不要當我們現代人
[00:20:24.000 --> 00:20:26.000]  的文學去看
