
[00:00:00.000 --> 00:00:03.300]  今天我們要跟大家來分享
[00:01:30.520 --> 00:01:33.400]  哥羅斯第12章又講死
[00:01:33.400 --> 00:01:37.480]  親愛的兄弟妹妹 他在講什麼
[00:01:37.480 --> 00:01:43.120]  他說 我們與基督已經同死了
[00:01:43.120 --> 00:01:45.840]  這是整個可以說是
[00:01:45.840 --> 00:01:48.920]  在哥羅西書裡面很重要的一個觀念
[00:01:48.920 --> 00:01:50.520]  它一直在出現
[00:01:50.520 --> 00:01:52.840]  我們已經與基督同死了
[00:01:52.840 --> 00:01:54.600]  我們與基督不僅僅同死
[00:01:54.600 --> 00:01:56.840]  我們也與基督一同活了
[00:01:56.840 --> 00:02:00.120]  所以親愛的兄弟妹妹 你死了嗎
[00:02:00.120 --> 00:02:04.160]  死了 跟你旁邊說你死了
[00:02:04.160 --> 00:02:05.880]  你說這個黎良堂怎麼這麼奇怪
[00:02:05.880 --> 00:02:09.000]  每次來就死了 死了 死了
[00:02:09.000 --> 00:02:13.160]  因為不死就不活 你懂我意思嗎
[00:02:13.160 --> 00:02:17.120]  我們講這個死是指什麼死
[00:02:17.120 --> 00:02:19.080]  我們的老我死了
[00:02:19.080 --> 00:02:21.560]  原來在我們裡面有一個叫老我
[00:02:21.560 --> 00:02:24.200]  叫做救人
[00:02:24.200 --> 00:02:26.520]  在沒有耶穌基督的生命進來之前
[00:02:26.520 --> 00:02:29.200]  我們這個人叫做老我
[00:02:29.200 --> 00:02:31.440]  可是你看見這個世界告訴我們說
[00:02:31.440 --> 00:02:33.760]  你的我 你要肯定你的自己
[00:02:33.760 --> 00:02:36.240]  有沒有 心理學告訴你說
[00:02:36.240 --> 00:02:38.160]  然後呢
[00:02:38.160 --> 00:02:41.120]  理財告訴你說你要超越你自己
[00:02:41.120 --> 00:02:45.160]  你要做一個超人
[00:02:45.160 --> 00:02:46.600]  所以你看見這個世界
[00:02:46.600 --> 00:02:49.200]  一直在告訴我們這個我多好 多好 多好
[00:02:49.200 --> 00:02:51.080]  你要肯定它 你要愛它
[00:02:51.080 --> 00:02:53.600]  親愛的兄弟妹妹 聖經反過來
[00:02:53.600 --> 00:02:57.200]  聖經說你這個我該死
[00:02:57.200 --> 00:02:59.760]  該不該死
[00:02:59.760 --> 00:03:02.880]  你太太最親自知道你該死
[00:03:02.880 --> 00:03:04.000]  跟你結婚三十年
[00:03:04.000 --> 00:03:06.080]  你那個脾氣還是不改
[00:03:06.080 --> 00:03:12.920]  該不該死
[00:03:12.920 --> 00:03:15.000]  跟你結婚三十年了
[00:03:15.000 --> 00:03:18.240]  我告訴你說 你要順服
[00:03:18.240 --> 00:03:21.880]  你就是不順服 該不該死
[00:03:21.880 --> 00:03:25.080]  這應該弟兄說
[00:03:25.080 --> 00:03:29.040]  我們那個老我就是不喜歡死
[00:03:29.040 --> 00:03:32.120]  所以保羅說的死就是那個老我要死
[00:03:32.120 --> 00:03:33.920]  那個救人要死
[00:03:33.920 --> 00:03:40.960]  所以保羅說你們既然已經與基督同死了
[00:03:40.960 --> 00:03:42.680]  這是保羅一直在強調的
[00:03:42.680 --> 00:03:43.960]  一直在提醒的
[00:03:43.960 --> 00:03:46.680]  彼佛我們今天談到思想上面的事情
[00:03:46.680 --> 00:03:48.960]  首先要再確定這件事情
[00:03:48.960 --> 00:03:53.800]  就是我們已經死了
[00:03:53.800 --> 00:03:54.840]  我們已經死了
[00:03:54.840 --> 00:04:00.560]  我們的生命與基督一同藏在神裡面
[00:04:00.560 --> 00:04:03.560]  這個藏是隱藏的意思
[00:04:03.560 --> 00:04:07.280]  這個生命與基督一同藏在神裡面
[00:04:07.280 --> 00:04:10.800]  這是一個奧秘
[00:04:10.800 --> 00:04:13.080]  這是沒有辦法我今天短短的
[00:04:13.080 --> 00:04:14.320]  甚至我沒有辦法
[00:04:14.320 --> 00:04:19.680]  這樣子用一堂課 一堂的信息來講清楚這件事情
[00:04:19.680 --> 00:04:22.080]  但是我們會不斷地講這件事情
[00:04:22.080 --> 00:04:23.120]  親愛的同志們
[00:04:23.120 --> 00:04:24.240]  你的生命
[00:04:24.240 --> 00:04:26.080]  雖然在地上活著這個生命
[00:04:26.080 --> 00:04:27.640]  但是今天你這個生命
[00:04:27.640 --> 00:04:29.720]  已經與基督在神的裡面
[00:04:29.720 --> 00:04:33.120]  也就是說你今天已經在天上了
[00:04:33.120 --> 00:04:35.560]  哇
[00:04:35.560 --> 00:04:36.960]  親愛的同志們
[00:04:36.960 --> 00:04:39.520]  我們所過的生活
[00:04:39.520 --> 00:04:42.400]  應該是在地如怎麼樣
[00:04:42.400 --> 00:04:46.720]  在天
[00:04:46.720 --> 00:04:50.520]  保羅在加拉太書第二章二十節也說
[00:04:50.520 --> 00:04:53.680]  我已經與基督同定十字架
[00:04:53.680 --> 00:04:55.720]  現在活著怎麼樣
[00:04:55.720 --> 00:05:00.160]  不再是我
[00:05:00.160 --> 00:05:06.320]  乃是基督在我裡面活著
[00:05:06.320 --> 00:05:09.720]  保羅他說我已經與基督同定十字架
[00:05:09.720 --> 00:05:14.040]  親愛的同志們請告訴我耶穌什麼時候定十字架的
[00:05:14.040 --> 00:05:18.080]  什麼時候定十字架的
[00:05:18.080 --> 00:05:20.120]  多久以前
[00:05:20.120 --> 00:05:21.640]  兩千年以前
[00:05:21.640 --> 00:05:25.080]  請問兩千年前你在哪裡
[00:05:25.080 --> 00:05:28.320]  還沒出生是不是
[00:05:28.320 --> 00:05:31.200]  但是保羅說我已經
[00:05:31.200 --> 00:05:34.000]  在兩千年耶穌基督定十字架的時候
[00:05:34.000 --> 00:05:36.000]  保羅說我已經跟祂同定十字架
[00:05:36.000 --> 00:05:38.800]  那個意思就是說從客觀的角度來講
[00:05:38.800 --> 00:05:41.880]  耶穌基督在十字架上面已經成就了一件事情
[00:05:41.880 --> 00:05:44.880]  就是將我們這歷世歷代的基督徒
[00:05:44.880 --> 00:05:49.200]  我們的救我的真命都跟他已經死了
[00:05:49.200 --> 00:05:56.320]  這個叫做客觀的事實
[00:05:56.320 --> 00:06:03.120]  但是必須要我們主觀的去知取
[00:06:03.120 --> 00:06:05.320]  你記得我用的這個名詞
[00:06:05.320 --> 00:06:07.080]  客觀的這個真理
[00:06:07.080 --> 00:06:08.760]  客觀的這個事實
[00:06:08.760 --> 00:06:12.760]  必須要我們主觀的去經歷
[00:06:12.760 --> 00:06:15.080]  所以昨天我跟
[00:06:15.080 --> 00:06:18.600]  神都團系的弟兄們分享
[00:06:18.600 --> 00:06:21.200]  我說你信主這麼多年
[00:06:21.200 --> 00:06:24.040]  不要只是停留在對聖經
[00:06:24.040 --> 00:06:27.600]  自具的頭腦知識裡面
[00:06:27.600 --> 00:06:31.160]  你一定要去經歷它
[00:06:31.160 --> 00:06:33.440]  什麼叫經歷
[00:06:33.440 --> 00:06:36.080]  經歷就是主觀
[00:06:36.080 --> 00:06:37.400]  是不是
[00:06:37.400 --> 00:06:40.800]  我們這邊請結過婚的告訴我
[00:06:40.800 --> 00:06:42.080]  請結過婚的告訴我
[00:06:42.080 --> 00:06:45.640]  舉下手好嗎
[00:06:45.640 --> 00:06:49.160]  好請告訴我結婚好不好
[00:06:49.160 --> 00:06:51.760]  好
[00:06:51.760 --> 00:06:56.480]  在你旁邊的你的兒女太有盼望了
[00:06:56.480 --> 00:07:00.200]  今天有很多年輕人不想結婚為什麼
[00:07:00.200 --> 00:07:07.160]  因為他看到太多旁邊的人婚姻不快樂
[00:07:07.160 --> 00:07:08.480]  但是親愛的六子妹
[00:07:08.480 --> 00:07:13.280]  你結過婚的人你知道
[00:07:13.280 --> 00:07:18.640]  婚姻是什麼一回事
[00:07:18.640 --> 00:07:21.320]  是那個童話故事
[00:07:21.320 --> 00:07:25.640]  從此白雪公主跟白馬王子
[00:07:25.640 --> 00:07:29.160]  就過著幸福美滿的生活 是嗎
[00:07:29.160 --> 00:07:36.480]  不是 是什麼
[00:07:36.480 --> 00:07:40.040]  婚姻當中會不會有爭吵
[00:07:40.040 --> 00:07:42.960]  婚姻當中會不會有難處
[00:07:42.960 --> 00:07:45.720]  會不會晚上睡不著覺
[00:07:45.720 --> 00:07:47.360]  不會
[00:07:47.360 --> 00:07:51.040]  都是對方睡不著覺
[00:07:51.040 --> 00:07:52.760]  所以你經驗過婚姻
[00:07:52.760 --> 00:07:58.120]  你知道什麼叫婚姻對不對
[00:07:58.120 --> 00:08:02.280]  所以當你去幫助那些有婚姻問題的人的時候
[00:08:02.280 --> 00:08:04.040]  你自己經歷過婚姻的難處
[00:08:04.040 --> 00:08:06.520]  然後你從這個婚姻的難處當中得勝了
[00:08:06.520 --> 00:08:08.520]  你的婚姻越來越好 越來越美滿
[00:08:08.520 --> 00:08:10.760]  所以你跟那些在婚姻問題當中的人
[00:08:10.760 --> 00:08:13.320]  你幫助他 你能不能幫助他
[00:08:13.320 --> 00:08:15.160]  你可以幫助他 為什麼
[00:08:15.160 --> 00:08:21.120]  因為你有主觀的經歷 你懂我意思嗎
[00:08:21.120 --> 00:08:24.320]  所以聖經的真理是客觀的
[00:08:24.320 --> 00:08:27.040]  但是你我需要主觀的經歷它
[00:08:27.040 --> 00:08:30.440]  所以耶穌基督我們已經與耶穌基督同地私下了
[00:08:30.440 --> 00:08:32.640]  已經了 已經成就了
[00:08:32.640 --> 00:08:34.520]  你不需要再去做這件事情
[00:08:34.520 --> 00:08:39.600]  但是你需要天天的去經歷與基督同死
[00:08:39.600 --> 00:08:44.600]  這個意思 懂我意思嗎
[00:08:44.600 --> 00:08:46.720]  好了 那不單單與基督同死
[00:08:46.720 --> 00:08:48.280]  我們需要天天去經歷
[00:08:48.280 --> 00:08:52.760]  而且我們也要經歷與基督一同復活
[00:08:52.760 --> 00:08:55.440]  保祿三尼路馬書第六章第八到十一節
[00:08:55.440 --> 00:08:56.840]  我們大家一起來練一下好不好
[00:08:56.840 --> 00:08:57.960]  來 預備起
[00:08:57.960 --> 00:09:02.760]  如果我們與基督同死 相信也必與祂同活
[00:09:02.760 --> 00:09:05.800]  祂死是像醉死 只死一次
[00:09:05.800 --> 00:09:09.440]  祂活卻是像神永遠活著
[00:09:09.440 --> 00:09:14.160]  這樣你們也應當看自己是像醉死了
[00:09:14.160 --> 00:09:20.960]  但向上帝則看自己是活在基督耶穌裡
[00:09:20.960 --> 00:09:23.480]  請注意在這段聖經裡面保羅講什麼呢
[00:09:23.480 --> 00:09:27.560]  保羅講了說我們像醉死
[00:09:27.560 --> 00:09:33.200]  當然死 死也包括就是我們像醉是死的
[00:09:33.200 --> 00:09:37.360]  活是像神活著
[00:09:37.360 --> 00:09:38.800]  所以千秋之輩
[00:09:38.800 --> 00:09:41.880]  當每一次罪惡來試驗我們
[00:09:41.880 --> 00:09:44.360]  來試探我們 來勾引我們的時候
[00:09:44.360 --> 00:09:46.080]  你要記得一件事情
[00:09:46.080 --> 00:09:49.280]  你已經死了
[00:09:49.280 --> 00:09:51.880]  每一次當你發脾氣的時候
[00:09:51.880 --> 00:09:58.040]  你要記得你死了
[00:09:58.040 --> 00:10:01.320]  這聽起來很抽象
[00:10:01.320 --> 00:10:07.560]  你說 可是牧師我還是發了 怎麼辦
[00:10:07.560 --> 00:10:10.880]  怎麼辦
[00:10:10.880 --> 00:10:15.200]  認罪
[00:10:15.200 --> 00:10:19.320]  你不是再繼續發脾氣 你就放棄了
[00:10:19.320 --> 00:10:21.560]  你要記得這是一生的
[00:10:21.560 --> 00:10:25.560]  我們要像神永遠活著
[00:10:25.560 --> 00:10:27.800]  像神永遠活著
[00:10:27.800 --> 00:10:30.720]  每一次當你犯了罪的時候
[00:10:30.720 --> 00:10:34.080]  你再一次的在主的面前誠懇的認罪
[00:10:34.080 --> 00:10:35.920]  然後你再一次的在主的面前說
[00:10:35.920 --> 00:10:39.360]  諸阿 我這一個罪人死了
[00:10:39.360 --> 00:10:42.560]  我這個會看那個圖案的罪人死了
[00:10:42.560 --> 00:10:43.760]  我這個會發脾氣
[00:10:43.760 --> 00:10:47.960]  我這個會做這些事情的這一個人死了
[00:10:47.960 --> 00:10:51.560]  你要告訴他 你要堅定的告訴他
[00:10:51.560 --> 00:10:53.000]  你已經死了
[00:10:53.000 --> 00:10:59.880]  因為基督已經為你死了
[00:10:59.880 --> 00:11:01.960]  所以保羅不僅僅講的與耶穌同死
[00:11:01.960 --> 00:11:03.480]  講的與耶穌同活
[00:11:03.480 --> 00:11:05.120]  而且繼續他講到說
[00:11:05.120 --> 00:11:07.480]  他說當主再來的時候
[00:11:07.480 --> 00:11:09.200]  我們必要向他
[00:11:09.200 --> 00:11:11.000]  這是我們的盼望
[00:11:11.000 --> 00:11:13.560]  約翰一書第三章第二節這邊說的
[00:11:13.560 --> 00:11:15.760]  當主做顯現的時候
[00:11:15.760 --> 00:11:19.840]  我們必要向他
[00:11:19.840 --> 00:11:23.920]  現在留著沒
[00:11:23.920 --> 00:11:25.800]  保羅在一夫所說第四章
[00:11:25.800 --> 00:11:29.240]  十一到十三節也這樣說
[00:11:29.240 --> 00:11:31.880]  他說只等到我們眾人在真道上同歸於
[00:11:31.880 --> 00:11:35.520]  認識神的兒子得以長大成人
[00:11:35.520 --> 00:11:37.200]  下面說什麼
[00:11:37.200 --> 00:11:42.800]  滿有基督長成的聲量
[00:11:42.800 --> 00:11:44.400]  滿有基督長成的聲量
[00:11:44.400 --> 00:11:49.680]  他簡單的說就是像基督
[00:11:49.680 --> 00:11:53.320]  現在留著沒
[00:11:53.320 --> 00:11:54.800]  兩個人結婚之後
[00:11:54.800 --> 00:11:58.960]  你會發現結婚越久
[00:11:58.960 --> 00:12:02.320]  兩個人會越來越像 有沒有
[00:12:02.320 --> 00:12:03.880]  你太太或你先生坐你旁邊
[00:12:03.880 --> 00:12:06.320]  看看他有沒有像
[00:12:06.320 --> 00:12:09.320]  沒像有一個問題
[00:12:09.320 --> 00:12:11.800]  就是不曉得你們兩個人到底
[00:12:11.800 --> 00:12:16.680]  怎麼會常常彼此看對方
[00:12:16.680 --> 00:12:19.040]  你會不知不覺的 有沒有
[00:12:19.040 --> 00:12:23.000]  不知不覺的兩個人相處久了
[00:12:23.000 --> 00:12:24.520]  小孩子跟夫妻也是
[00:12:24.520 --> 00:12:26.520]  你會發現總是你可以看見
[00:12:26.520 --> 00:12:27.920]  那個小孩子
[00:12:27.920 --> 00:12:30.280]  笑起來很像他爸爸
[00:12:30.280 --> 00:12:34.760]  或者很像他媽媽 有沒有
[00:12:34.760 --> 00:12:36.160]  所以這不是一天兩天的
[00:12:36.160 --> 00:12:39.800]  這是一生的時間的影響
[00:12:39.800 --> 00:12:41.680]  所以主耶穌在我們身上
[00:12:41.680 --> 00:12:43.040]  有一個盼望
[00:12:43.040 --> 00:12:46.520]  有一天當我們見主滅的時候
[00:12:46.520 --> 00:12:48.360]  主耶穌架著雲降臨
[00:12:48.360 --> 00:12:52.880]  他一看 哎呀 郭伯安進來
[00:12:52.880 --> 00:12:54.480]  毛小林來
[00:12:54.480 --> 00:12:56.160]  他一看就知道那是他的兒女
[00:12:56.160 --> 00:12:57.640]  你懂我意思嗎
[00:12:57.640 --> 00:12:59.000]  為什麼
[00:12:59.000 --> 00:13:05.280]  因為像他
[00:13:05.280 --> 00:13:06.400]  所以保羅在
[00:13:06.400 --> 00:13:07.840]  羅馬在以夫所書
[00:13:07.840 --> 00:13:09.680]  在這裡講到教會的建造的時候
[00:13:09.680 --> 00:13:11.680]  講到一個最高的目標
[00:13:11.680 --> 00:13:13.320]  就是整個教會
[00:13:13.320 --> 00:13:14.880]  所有的弟兄姊妹們
[00:13:14.880 --> 00:13:16.240]  他說只有一天
[00:13:16.240 --> 00:13:18.880]  我們都要因為認識神的兒子
[00:13:18.880 --> 00:13:21.200]  到達一個地步
[00:13:21.200 --> 00:13:26.600]  長大成蠻有基督長成的神娘
[00:13:26.600 --> 00:13:28.520]  所以我現在給大家再看一下
[00:13:28.520 --> 00:13:30.720]  再複習一下
[00:13:30.720 --> 00:13:33.520]  這個葛穆斯的
[00:13:33.520 --> 00:13:35.880]  Copyright
[00:13:35.880 --> 00:13:39.000]  Copy is right
[00:13:39.000 --> 00:13:41.120]  這一定要記得
[00:13:41.120 --> 00:13:42.000]  這一定要記得
[00:13:42.000 --> 00:13:42.640]  弟兄姊妹
[00:13:42.640 --> 00:13:44.520]  我知道重要的事情
[00:13:44.520 --> 00:13:46.240]  一定要講不僅僅三點
[00:13:46.240 --> 00:13:47.960]  要再講
[00:13:47.960 --> 00:13:48.920]  這個Picture
[00:13:48.920 --> 00:13:50.360]  你一定要記得
[00:13:50.360 --> 00:13:51.440]  你到全世界
[00:13:51.440 --> 00:13:52.920]  你到任何其他的地方
[00:13:52.920 --> 00:13:54.320]  你找不到這張圖
[00:13:54.320 --> 00:13:55.800]  如果你看到有這張圖
[00:13:55.800 --> 00:14:01.960]  那個就是葛穆斯寫的
[00:14:01.960 --> 00:14:06.640]  這是整個聖經裡面歸納出來的精華
[00:14:06.640 --> 00:14:09.240]  基金就在裡面
[00:14:09.240 --> 00:14:11.000]  精華
[00:14:11.000 --> 00:14:12.360]  當我們得救之後
[00:14:12.360 --> 00:14:14.040]  親愛的兄姊妹
[00:14:14.040 --> 00:14:15.240]  你信了耶穌之後
[00:14:15.240 --> 00:14:17.680]  你記得你生命上面追求
[00:14:17.680 --> 00:14:19.400]  你的目標是什麼呢
[00:14:19.400 --> 00:14:20.640]  就是剛才所說的
[00:14:20.640 --> 00:14:26.800]  向基督
[00:14:26.800 --> 00:14:27.760]  信了耶穌之後
[00:14:27.760 --> 00:14:29.920]  你生命上面追求
[00:14:29.920 --> 00:14:32.360]  而且你就是主的見證人
[00:14:32.360 --> 00:14:33.840]  你就開始要侍奉神
[00:14:33.840 --> 00:14:35.120]  你就開始要傳揚福音
[00:14:35.120 --> 00:14:38.360]  你就要開始去使萬民做主的門徒
[00:14:38.360 --> 00:14:39.840]  這個是我們在侍奉上面
[00:14:39.840 --> 00:14:40.640]  在工作上面
[00:14:40.640 --> 00:14:43.000]  主託付給我們的使命
[00:14:43.000 --> 00:14:44.160]  所以我們不僅僅有
[00:14:44.160 --> 00:14:46.400]  屬靈生命的這個目標
[00:14:46.400 --> 00:14:47.640]  我們也有工作
[00:14:47.640 --> 00:14:50.200]  侍奉上面的目標
[00:14:50.200 --> 00:14:51.240]  如果我們這一生
[00:14:51.240 --> 00:14:53.480]  照著這兩個目標來追求
[00:14:53.480 --> 00:14:56.240]  我們就是將來天國的得勝者
[00:14:56.240 --> 00:14:57.520]  就是保羅所說的
[00:14:57.520 --> 00:15:00.000]  我們將來要與主一同做王
[00:15:00.000 --> 00:15:03.320]  巴不得一天我們看見林良堂裡面
[00:15:03.320 --> 00:15:07.160]  每一個都是得勝者
[00:15:07.160 --> 00:15:09.240]  有些教會人山人海
[00:15:09.240 --> 00:15:12.240]  你也不必一定要羨慕他
[00:15:12.240 --> 00:15:13.920]  有一天你會很訝異發現
[00:15:13.920 --> 00:15:15.760]  原來這個梅加丘奇
[00:15:15.760 --> 00:15:17.480]  這個十萬人的大教會
[00:15:17.480 --> 00:15:19.200]  怎麼到天上去的時候
[00:15:19.200 --> 00:15:26.400]  只有三百個人是得勝者呢
[00:15:26.400 --> 00:15:28.640]  現在都準備
[00:15:28.640 --> 00:15:32.560]  所以我們不是只在追求數量
[00:15:32.560 --> 00:15:35.200]  我們要更看見主的心意
[00:15:35.200 --> 00:15:37.920]  要我們能夠成為得勝者
[00:15:37.920 --> 00:15:40.600]  所以這個是整個保羅在前面裡面
[00:15:40.600 --> 00:15:43.240]  把這一個藍圖把它列出來
[00:15:43.240 --> 00:15:45.000]  讓我們看見我們基督徒
[00:15:45.000 --> 00:15:46.640]  有一個榮耀的盼望
[00:15:46.640 --> 00:15:48.160]  將來主耶穌再來的時候
[00:15:48.160 --> 00:15:50.920]  我們的生命要越來越像耶穌基督
[00:15:50.920 --> 00:15:53.400]  現在都準備
[00:15:53.400 --> 00:15:57.560]  你真的是這樣子看見嗎
[00:15:57.560 --> 00:15:59.720]  第一個求主打開我們眼睛
[00:15:59.720 --> 00:16:03.160]  看見這個神永遠的計劃
[00:16:03.160 --> 00:16:06.400]  神帶我們身上的盼望抓住他
[00:16:06.400 --> 00:16:11.960]  讓他成為你一生的意象
[00:16:11.960 --> 00:16:16.920]  有一個孤兒在街頭做這個乞丐
[00:16:16.920 --> 00:16:18.360]  他常常到一個飯店裡面
[00:16:18.360 --> 00:16:21.680]  去撿別人客人吃剩下的東西
[00:16:21.680 --> 00:16:23.160]  別人吃完了
[00:16:23.160 --> 00:16:25.920]  這個飯店裡面剩了很多剩菜
[00:16:25.920 --> 00:16:27.440]  他就跑去
[00:16:27.440 --> 00:16:31.760]  人家走了他就在那邊吃剩菜
[00:16:31.760 --> 00:16:35.440]  那這個飯店的主人看他很有禮貌
[00:16:35.440 --> 00:16:38.600]  也就讓他常常來了
[00:16:38.600 --> 00:16:41.000]  心想說反正這個剩菜
[00:16:41.000 --> 00:16:42.360]  這顯然不會是美國
[00:16:42.360 --> 00:16:44.920]  美國不會幹這種事情
[00:16:44.920 --> 00:16:46.960]  就讓他來
[00:16:46.960 --> 00:16:48.520]  結果有一天有一對富翁
[00:16:48.520 --> 00:16:50.240]  大概六十幾歲
[00:16:50.240 --> 00:16:52.400]  他們沒有孩子
[00:16:52.400 --> 00:16:55.440]  他們一直想收養一個孩子
[00:16:55.440 --> 00:16:58.480]  有一天他們來到這個飯店吃飯
[00:16:58.480 --> 00:17:02.720]  結果就碰到那個孤兒來向他們要錢
[00:17:02.720 --> 00:17:05.360]  這對夫婦就給了他
[00:17:05.360 --> 00:17:07.200]  小孩子也很有禮貌
[00:17:07.200 --> 00:17:11.280]  就跟他鞠躬跟他謝謝
[00:17:11.280 --> 00:17:15.400]  這一對夫婦就覺得非常印象深刻
[00:17:15.400 --> 00:17:16.960]  他就去打聽
[00:17:16.960 --> 00:17:18.400]  就問這個飯店的主人
[00:17:18.400 --> 00:17:20.160]  我說這一個孩子
[00:17:20.160 --> 00:17:21.680]  這誰啊
[00:17:21.680 --> 00:17:23.480]  他是怎麼樣的一個情形
[00:17:23.480 --> 00:17:25.080]  後來打聽到才知道說
[00:17:25.080 --> 00:17:26.840]  原來他是一個孤兒
[00:17:26.840 --> 00:17:27.720]  所以呢
[00:17:27.720 --> 00:17:33.640]  這一對富翁就決定收養他做兒子
[00:17:33.640 --> 00:17:34.080]  哎呀
[00:17:34.080 --> 00:17:38.920]  這個小孩被收養做兒子之後呢
[00:17:38.920 --> 00:17:40.600]  整個生活就開始變了
[00:17:40.600 --> 00:17:42.520]  他現在是富翁的兒子啊
[00:17:42.520 --> 00:17:43.000]  對不對
[00:17:43.000 --> 00:17:46.040]  出路都坐轎車住大房子
[00:17:46.040 --> 00:17:48.600]  吃得好住得好
[00:17:48.600 --> 00:17:50.360]  有一天這一對夫婦
[00:17:50.360 --> 00:17:52.720]  這個富翁帶著這個小孩子外出
[00:17:52.720 --> 00:17:54.920]  正好經過那個飯店
[00:17:54.920 --> 00:17:57.120]  那他們就走進去了
[00:17:57.120 --> 00:17:59.840]  就要進去吃飯了
[00:17:59.840 --> 00:18:01.400]  富翁就叫了很多的菜啊
[00:18:01.400 --> 00:18:04.000]  然後這孩子也跟著他一起在那邊吃飯
[00:18:04.000 --> 00:18:05.160]  可是吃到一半的時候
[00:18:05.160 --> 00:18:10.360]  這一對夫婦就突然想起有一個電話要打
[00:18:10.360 --> 00:18:12.920]  就暫時就離開了
[00:18:12.920 --> 00:18:17.560]  就只剩下這個小孩子就坐在那個椅子上面
[00:18:17.560 --> 00:18:21.120]  結果他看見隔壁的那一桌吃飯了
[00:18:21.120 --> 00:18:24.240]  剩了一堆菜
[00:18:24.240 --> 00:18:26.320]  然後這些人結了上去走了
[00:18:26.320 --> 00:18:27.440]  哎呀
[00:18:27.440 --> 00:18:29.720]  他的那個老毛病又犯了
[00:18:29.720 --> 00:18:31.400]  他就又跑過去啊
[00:18:31.400 --> 00:18:32.920]  就在那個上面找剩菜
[00:18:32.920 --> 00:18:35.600]  就把這剩菜就在那邊吃啊
[00:18:35.600 --> 00:18:38.120]  結果這個富翁打電話完回來之後
[00:18:38.120 --> 00:18:41.760]  看到他認領的這個兒子在那邊吃剩菜
[00:18:41.760 --> 00:18:44.080]  他非常的生氣也非常的押韻
[00:18:44.080 --> 00:18:50.920]  他說你怎麼去吃剩菜呢
[00:18:50.920 --> 00:18:55.080]  親愛的劉子梅 你不要笑他
[00:18:55.080 --> 00:18:59.400]  今天很多基督徒就像這個孤兒一樣
[00:18:59.400 --> 00:19:05.000]  我們擁有的是神給我們這麼豐富的恩典
[00:19:05.000 --> 00:19:07.680]  我們與基督已經同定十字架了
[00:19:07.680 --> 00:19:10.880]  現在活著的不再是我們了
[00:19:10.880 --> 00:19:14.120]  我們已經這個救人死了
[00:19:14.120 --> 00:19:15.560]  我們對這個世界
[00:19:15.560 --> 00:19:19.360]  應該是再也沒有對我們有任何吸引力了
[00:19:19.360 --> 00:19:23.200]  我們過著在地如在天的生活
[00:19:23.200 --> 00:19:26.680]  我們每一天喜樂洋洋為主而活
[00:19:26.680 --> 00:19:30.480]  我們不再是為了生活無斗米而折腰
[00:19:30.480 --> 00:19:33.800]  我們不再是許許多多的事情成為我們的煩惱
[00:19:33.800 --> 00:19:36.640]  我們不再背著許多的試探罪惡所捆綁
[00:19:36.640 --> 00:19:39.000]  我們應該是這樣子的基督徒
[00:19:39.000 --> 00:19:42.920]  但是我們卻像那個孤兒一樣
[00:19:42.920 --> 00:19:46.600]  我們還是去吃剩飯
[00:19:46.600 --> 00:19:50.040]  老毛病沒改
[00:19:50.040 --> 00:19:53.680]  救人還沒死
