
[00:00:00.000 --> 00:00:07.420]  我們今天會跟你們分享的是一個所謂臉書傳奇啊臉書那就是什麼
[00:03:31.220 --> 00:03:32.240]  認識的
[00:03:32.240 --> 00:03:33.000]  人
[00:03:33.000 --> 00:03:38.380]  但是在我手機裡面那些電話號碼代表的人物呢
[00:03:38.380 --> 00:03:39.920]  每一個
[00:03:39.920 --> 00:03:42.480]  都是我跟他見過面
[00:03:42.480 --> 00:03:45.300]  而且我在想就那時候想了
[00:03:45.300 --> 00:03:48.360]  以後會有機會再次跟他聯繫
[00:03:48.880 --> 00:03:52.720]  所以呢才把他的電話他的名字輸入我的電話
[00:03:52.720 --> 00:03:54.000]  手機裡面對不對
[00:03:54.000 --> 00:03:55.800]  那這個是我的
[00:03:55.800 --> 00:03:56.820]  分別
[00:03:56.820 --> 00:03:58.360]  那不過老實說
[00:03:58.360 --> 00:04:01.160]  那麼多人了很多時候呢
[00:04:01.160 --> 00:04:03.480]  我看我contact list這個是誰呢
[00:04:03.480 --> 00:04:06.540]  那個名字好像蠻熟的
[00:04:06.540 --> 00:04:09.100]  電話的字頭是哪個地區
[00:04:09.100 --> 00:04:10.120]  大概曉得
[00:04:10.120 --> 00:04:14.480]  但是那個人的樣貌是怎麼樣我已經忘記了
[00:04:15.240 --> 00:04:20.100]  他的名字他的樣貌是怎麼樣我沒有辦法想出來
[00:04:20.100 --> 00:04:21.380]  不曉得是因為
[00:04:21.380 --> 00:04:23.940]  聯繫的緣故還是什麼的原因
[00:04:23.940 --> 00:04:30.600]  那麼這些人他們在我的手機裡面在我的臉書裡面我還稱他為我們的朋友
[00:04:30.600 --> 00:04:31.360]  但是
[00:04:31.360 --> 00:04:32.400]  他
[00:04:32.400 --> 00:04:34.180]  真的是我的朋友嗎
[00:04:34.180 --> 00:04:39.040]  所以呢臉書很多時候
[00:04:39.040 --> 00:04:41.360]  會給我們一個假象
[00:04:41.360 --> 00:04:42.380]  一個假象
[00:04:42.880 --> 00:04:47.500]  讓我們感覺到呢自己並不是自己所想的那麼差勁
[00:04:47.500 --> 00:04:49.540]  我們有一個Cartoon
[00:04:49.540 --> 00:04:50.820]  不是Cartoon了
[00:04:50.820 --> 00:04:52.100]  這個
[00:04:52.100 --> 00:04:53.900]  你看他講什麼東西
[00:04:53.900 --> 00:04:58.500]  If I have learned one thing since joining Facebook
[00:04:58.500 --> 00:05:01.580]  參加了Facebook以後我學的一件事情是什麼
[00:05:01.580 --> 00:05:06.940]  Is that I am not nearly as messed up as I thought I was
[00:05:06.940 --> 00:05:10.540]  不曉得是否同意為什麼
[00:05:10.540 --> 00:05:12.580]  這個人會有這句話
[00:05:13.100 --> 00:05:18.460]  因為還有那麼多人願意跟我做朋友嗎所以呢我看起來也不是那麼差勁
[00:05:18.460 --> 00:05:20.520]  給自己一些安慰吧對不對
[00:05:20.520 --> 00:05:24.600]  不過這個以下這個漫畫又如何呢還有一張
[00:05:24.600 --> 00:05:26.900]  還有一張我們看看下一張
[00:05:26.900 --> 00:05:31.260]  這個人打開門的時候呢哇裡面外面很多的朋友
[00:05:31.260 --> 00:05:32.540]  Facebook的朋友
[00:05:32.540 --> 00:05:35.880]  他說Hi we are your friends on Facebook
[00:05:35.880 --> 00:05:37.160]  And we thought
[00:05:37.160 --> 00:05:39.200]  We might pop in for a drink
[00:05:39.200 --> 00:05:41.240]  當然這個是Cartoon
[00:05:42.020 --> 00:05:45.600]  但實際上在Facebook裡面我們有很多朋友呢
[00:05:45.600 --> 00:05:47.140]  你打開門
[00:05:47.140 --> 00:05:49.700]  你真的願意讓他進來嗎
[00:05:49.700 --> 00:05:52.520]  他可以隨時到你家門口
[00:05:52.520 --> 00:05:56.360]  開門你打開門我就進來喝一杯可以嗎
[00:05:56.360 --> 00:05:59.440]  我相信我們不會
[00:05:59.440 --> 00:06:02.500]  這樣去做如果是這樣子的話就是
[00:06:02.500 --> 00:06:04.800]  所謂Facebook上面的朋友
[00:06:04.800 --> 00:06:06.340]  是否真的是
[00:06:06.340 --> 00:06:07.880]  我們的朋友呢
[00:06:07.880 --> 00:06:09.920]  這些朋友真的認識你嗎
[00:06:09.920 --> 00:06:11.980]  這些人真的跟你很熟嗎
[00:06:12.240 --> 00:06:14.020]  這些人他曉得你的掙扎嗎
[00:06:14.020 --> 00:06:15.560]  這些人他瞭解
[00:06:15.560 --> 00:06:17.100]  你心裡面的感受嗎
[00:06:17.100 --> 00:06:18.120]  這些人
[00:06:18.120 --> 00:06:20.160]  真的喜歡你關心你嗎
[00:06:20.160 --> 00:06:21.440]  這些人
[00:06:21.440 --> 00:06:23.480]  可以隨時隨地的說
[00:06:23.480 --> 00:06:25.540]  我願意來幫助你嗎
[00:06:25.540 --> 00:06:29.120]  耶穌呢
[00:06:29.120 --> 00:06:31.420]  希望我們每一個人
[00:06:31.420 --> 00:06:33.480]  都有一些真的朋友
[00:06:33.480 --> 00:06:38.340]  不是一般朋友Facebook的朋友我手機裡面的朋友
[00:06:38.340 --> 00:06:41.160]  耶穌希望我們呢有一些真的朋友
[00:06:41.420 --> 00:06:45.520]  他很希望我們能夠他也希望能夠成為我們的朋友
[00:06:45.520 --> 00:06:46.800]  為什麼呢
[00:06:46.800 --> 00:06:51.140]  為什麼耶穌希望我們有朋友也希望能夠成為我們的真朋友呢
[00:06:51.140 --> 00:06:53.440]  我們看一段聖經就是在
[00:06:53.440 --> 00:06:55.240]  約翰福音第15章
[00:06:55.240 --> 00:06:58.060]  在奧拉裡面也有在那個因果末也有
[00:06:58.060 --> 00:07:00.880]  我們一塊讀一讀好不好
[00:07:00.880 --> 00:07:02.160]  一塊讀一讀啊
[00:07:02.160 --> 00:07:05.480]  約翰福音15章12節到17節
[00:07:05.480 --> 00:07:07.520]  12節開始
[00:07:07.520 --> 00:07:09.840]  你們要彼此相愛
[00:07:10.080 --> 00:07:11.620]  像我愛你們一樣
[00:07:11.620 --> 00:07:13.160]  這是我的命令
[00:07:13.160 --> 00:07:15.980]  人為朋友犧牲積極的生命
[00:07:15.980 --> 00:07:19.040]  人真的愛沒有比這更偉大的了
[00:07:19.040 --> 00:07:21.600]  你們若遵守我的命令
[00:07:21.600 --> 00:07:22.880]  就是我的朋友
[00:07:22.880 --> 00:07:25.700]  我不再把你們當作僕人
[00:07:25.700 --> 00:07:28.520]  因為僕人不知道主人所造的事
[00:07:28.520 --> 00:07:30.560]  我把你們都做朋友
[00:07:30.560 --> 00:07:32.100]  因為我已經從
[00:07:32.100 --> 00:07:35.940]  父親那裡所聽到的一切都夠少了你們
[00:07:35.940 --> 00:07:38.240]  不是你們減損了我
[00:07:38.500 --> 00:07:40.280]  而是我減損了你們
[00:07:40.280 --> 00:07:44.120]  並且指派你們去截了長泉的果實
[00:07:44.120 --> 00:07:45.660]  你們奉我的名
[00:07:45.660 --> 00:07:47.960]  無論向父親求什麼
[00:07:47.960 --> 00:07:50.020]  他一定賜給你們
[00:07:50.020 --> 00:07:52.320]  你們要彼此相愛
[00:07:52.320 --> 00:07:54.880]  這就是我給你們的命令
[00:07:54.880 --> 00:07:58.980]  光在我說耶穌希望您有真的朋友
[00:07:58.980 --> 00:08:00.760]  為什麼呢
[00:08:00.760 --> 00:08:03.320]  因為聖經在真言18章
[00:08:03.320 --> 00:08:05.380]  24節裡面講得很清楚
[00:08:05.380 --> 00:08:06.660]  那你說呢
[00:08:06.660 --> 00:08:08.200]  濫交朋友的
[00:08:08.700 --> 00:08:09.220]  自取
[00:08:09.220 --> 00:08:10.500]  敗壞
[00:08:10.500 --> 00:08:12.540]  但有一個朋友比
[00:08:12.540 --> 00:08:14.860]  弟兄更加的親密
[00:08:14.860 --> 00:08:18.180]  我們都會受朋友影響你同意嗎
[00:08:18.180 --> 00:08:19.720]  每個人
[00:08:19.720 --> 00:08:22.020]  都會受朋友影響
[00:08:22.020 --> 00:08:25.860]  那麼所謂中國人說近朱者測
[00:08:25.860 --> 00:08:27.660]  近墨者黑
[00:08:27.660 --> 00:08:28.420]  對不對
[00:08:28.420 --> 00:08:31.240]  所以耶穌希望你有真的朋友
[00:08:31.240 --> 00:08:34.820]  真的朋友能夠讓你長大成熟
[00:08:34.820 --> 00:08:37.380]  激勵你能夠變得更好
[00:08:38.140 --> 00:08:40.700]  就好像權道書裡面的作者所說的
[00:08:40.700 --> 00:08:43.000]  他說兩個人總比一個人好因為
[00:08:43.000 --> 00:08:44.020]  兩個人
[00:08:44.020 --> 00:08:46.840]  合作的時候效果會更好
[00:08:46.840 --> 00:08:48.900]  他又說一個人跌倒了
[00:08:48.900 --> 00:08:51.200]  他的朋友可以扶他起來
[00:08:51.200 --> 00:08:53.500]  如果他孤獨一個人的話
[00:08:53.500 --> 00:08:56.060]  跌倒了就沒有人扶他起來
[00:08:56.060 --> 00:08:58.620]  聖經說了這個人就倒霉了
[00:08:58.620 --> 00:09:01.180]  所以朋友之間
[00:09:01.180 --> 00:09:04.760]  最珍貴的地方是什麼呢是能夠彼此幫助
[00:09:04.760 --> 00:09:06.820]  而且能夠互相
[00:09:06.820 --> 00:09:07.580]  鼓勵
[00:09:08.100 --> 00:09:10.140]  一塊去克服一些
[00:09:10.140 --> 00:09:11.420]  人生的困難
[00:09:11.420 --> 00:09:13.480]  繼續走人生的路
[00:09:13.480 --> 00:09:16.800]  雖然我是牧師
[00:09:16.800 --> 00:09:19.880]  實際上呢我不反對
[00:09:19.880 --> 00:09:22.940]  你們讀大學的時候去談戀愛
[00:09:22.940 --> 00:09:25.260]  沒問題可以啦OK
[00:09:25.260 --> 00:09:27.820]  但是如果談戀愛的時候
[00:09:27.820 --> 00:09:31.140]  令你不能夠專心去讀書
[00:09:31.140 --> 00:09:34.220]  你的愛人整天都只是
[00:09:34.220 --> 00:09:36.000]  想著要跟你在一塊
[00:09:36.000 --> 00:09:37.540]  陪伴在你身邊
[00:09:37.800 --> 00:09:39.840]  或者要到這裡去那裡去
[00:09:39.840 --> 00:09:40.880]  換灑
[00:09:40.880 --> 00:09:43.680]  以致呢你的誠摯
[00:09:43.680 --> 00:09:44.960]  慢慢推下來
[00:09:44.960 --> 00:09:46.500]  越來越不好了
[00:09:46.500 --> 00:09:48.800]  那麼如果是這個情況的話
[00:09:48.800 --> 00:09:52.140]  我是鼓勵你應該靜下來
[00:09:52.140 --> 00:09:53.160]  想想看
[00:09:53.160 --> 00:09:56.480]  你是否真的找對了
[00:09:56.480 --> 00:09:57.760]  戀愛的對象
[00:09:57.760 --> 00:10:03.920]  真正愛你的人能夠幫助你鼓勵你一塊有進步的
[00:10:04.680 --> 00:10:08.520]  我們曉得呢有些人是愛上了什麼呢愛上了Facebook
[00:10:08.520 --> 00:10:10.060]  OK
[00:10:10.060 --> 00:10:12.620]  那麼當你愛上了Facebook的時候
[00:10:12.620 --> 00:10:15.440]  其中一個可能的結果是什麼呢
[00:10:15.440 --> 00:10:17.480]  我們還有另外一個圖片
[00:10:17.480 --> 00:10:20.040]  OK check me check me
[00:10:20.040 --> 00:10:21.840]  OK
[00:10:21.840 --> 00:10:23.380]  Facebook please
[00:10:23.380 --> 00:10:24.660]  I'm trying to work
[00:10:24.660 --> 00:10:28.240]  你們做工的不曉得這個是你們的情況嗎
[00:10:28.240 --> 00:10:29.260]  每一天
[00:10:29.260 --> 00:10:32.840]  最近我常常收到一些社會啊你每一個禮拜
[00:10:34.380 --> 00:10:36.180]  去check那個Facebook多少次
[00:10:36.180 --> 00:10:37.200]  有說過嗎
[00:10:37.200 --> 00:10:40.520]  我一個禮拜可能一次兩次而已了但是有一些人
[00:10:40.520 --> 00:10:42.320]  一天好幾遍
[00:10:42.320 --> 00:10:43.340]  OK
[00:10:43.340 --> 00:10:48.200]  當你這樣做的話呢可能會影響你每天的生活影響你的工作
[00:10:48.200 --> 00:10:51.020]  我們有很多朋友
[00:10:51.020 --> 00:10:52.820]  人人都有很多朋友
[00:10:52.820 --> 00:10:53.840]  但是
[00:10:53.840 --> 00:10:55.380]  如果你的朋友
[00:10:55.380 --> 00:10:57.160]  只是對你好
[00:10:57.160 --> 00:10:58.440]  OK
[00:10:58.440 --> 00:11:02.280]  但是呢對其他的人是諸多的挑剔的OK
[00:11:02.280 --> 00:11:04.080]  很傲慢
[00:11:04.600 --> 00:11:05.600]  很驕傲
[00:11:05.600 --> 00:11:06.880]  沒有愛心
[00:11:06.880 --> 00:11:09.440]  做事的時候呢又沒有
[00:11:09.440 --> 00:11:11.760]  做事情的時候呢又言而無信
[00:11:11.760 --> 00:11:13.800]  推卸責任啊
[00:11:13.800 --> 00:11:16.360]  貪婪啊鬼咋了
[00:11:16.360 --> 00:11:20.200]  那麼你就不要妄想你能夠從他的身上面
[00:11:20.200 --> 00:11:21.480]  學到什麼東西
[00:11:21.480 --> 00:11:24.300]  也不要希望他能夠幫助你什麼東西
[00:11:24.300 --> 00:11:28.140]  這些人我希望你能夠明白你也同意
[00:11:28.140 --> 00:11:30.440]  不能夠成為我們真正的朋友
[00:11:30.440 --> 00:11:33.000]  聖經裡面怎麼說呢
[00:11:33.520 --> 00:11:35.040]  聖經說好樹
[00:11:35.040 --> 00:11:36.580]  不結壞果子
[00:11:36.580 --> 00:11:38.120]  壞樹
[00:11:38.120 --> 00:11:39.660]  也不結好果子
[00:11:39.660 --> 00:11:41.200]  樹的好壞
[00:11:41.200 --> 00:11:44.260]  從它的果子分辨不出來
[00:11:44.260 --> 00:11:46.820]  你們不會在荊棘里
[00:11:46.820 --> 00:11:48.620]  摘無花果
[00:11:48.620 --> 00:11:51.180]  也不會在植林中採葡萄
[00:11:51.180 --> 00:11:55.540]  當我們看這兩個聖經呢就應該蠻熟的
[00:11:55.540 --> 00:11:58.600]  是葡萄樹跟那個枝子之間的關係
[00:11:58.600 --> 00:12:01.160]  但是這兩個聖經呢
[00:12:01.160 --> 00:12:02.440]  不要誤會
[00:12:02.700 --> 00:12:05.520]  是教我們怎麼去選擇朋友
[00:12:05.520 --> 00:12:09.100]  其實上這兩個聖經是耶穌
[00:12:09.100 --> 00:12:14.220]  勸誡他的門徒要先看看自己的生命到底
[00:12:14.220 --> 00:12:16.260]  結出了一些什麼的果子
[00:12:16.260 --> 00:12:20.880]  然後就知道自己實際上是擁有
[00:12:20.880 --> 00:12:22.160]  什麼樣的生命
[00:12:22.160 --> 00:12:26.260]  為什麼我這樣說呢因為如果有機會你回去看
[00:12:26.260 --> 00:12:29.060]  同一章41節的時候呢
[00:12:29.060 --> 00:12:32.140]  耶穌在那個時候正是提醒他的門徒
[00:12:32.660 --> 00:12:33.940]  不要只看見
[00:12:33.940 --> 00:12:36.240]  自己弟兄眼中的牧師
[00:12:36.240 --> 00:12:39.820]  卻不管自己眼中的大良牧
[00:12:39.820 --> 00:12:42.120]  原來呢
[00:12:42.120 --> 00:12:43.660]  我們每一個人
[00:12:43.660 --> 00:12:44.680]  都有傾向
[00:12:44.680 --> 00:12:47.500]  先用自己的標準
[00:12:47.500 --> 00:12:50.320]  甚至只是用自己的感覺
[00:12:50.320 --> 00:12:53.400]  去批評人的軟弱
[00:12:53.400 --> 00:12:55.180]  人的短處
[00:12:55.180 --> 00:13:00.300]  所以耶穌是特別要勸誡我們特別是我們相信他的人
[00:13:00.560 --> 00:13:03.380]  要先把自己眼中的大良牧
[00:13:03.380 --> 00:13:04.140]  拿走
[00:13:04.140 --> 00:13:06.200]  才能夠看得清楚
[00:13:06.200 --> 00:13:09.020]  把弟兄眼中的牧師挑出來
[00:13:09.020 --> 00:13:12.080]  那我們是好呢還是壞呢
[00:13:12.080 --> 00:13:14.380]  可以從我們生命的果子裡面
[00:13:14.380 --> 00:13:15.660]  看得出來
[00:13:15.660 --> 00:13:18.480]  但是呢在我們臉書裡面
[00:13:18.480 --> 00:13:20.280]  就很難看到出來咯
[00:13:20.280 --> 00:13:23.100]  當然看臉書去認識這個朋友的話
[00:13:23.100 --> 00:13:25.900]  你很難看得出到底這個人
[00:13:25.900 --> 00:13:27.180]  是好是壞
[00:13:27.180 --> 00:13:28.460]  為什麼呢
[00:13:28.980 --> 00:13:30.760]  因為原來我們很多人
[00:13:30.760 --> 00:13:32.560]  都是Photoshop的高手
[00:13:32.560 --> 00:13:35.620]  我看看這個
[00:13:35.620 --> 00:13:38.440]  You look different in your online profile
[00:13:38.440 --> 00:13:41.780]  I was impressing you with my
[00:13:41.780 --> 00:13:43.300]  Photoshop skills
[00:13:43.300 --> 00:13:50.740]  我們通常都會把自己最美麗
[00:13:50.740 --> 00:13:52.520]  最Funny
[00:13:52.520 --> 00:13:54.320]  最親和的一面
[00:13:54.320 --> 00:13:56.880]  放在我們的臉書上面
[00:13:57.640 --> 00:14:01.740]  甚至呢我們會有意無意的在臉書裡面特別在我們的profile
[00:14:01.740 --> 00:14:03.020]  不但是照片
[00:14:03.020 --> 00:14:05.060]  我們放上去的東西呢
[00:14:05.060 --> 00:14:05.840]  我們會
[00:14:05.840 --> 00:14:06.860]  做點手腳
[00:14:06.860 --> 00:14:07.880]  OK
[00:14:07.880 --> 00:14:09.160]  讓我們看起來
[00:14:09.160 --> 00:14:10.440]  好一點點
[00:14:10.440 --> 00:14:14.020]  所以很多時候呢在臉書裡面我們看到的人
[00:14:14.020 --> 00:14:15.300]  所謂朋友呢
[00:14:15.300 --> 00:14:16.080]  是
[00:14:16.080 --> 00:14:17.620]  經過粉絲的
[00:14:17.620 --> 00:14:18.640]  一個
[00:14:18.640 --> 00:14:19.660]  Decorated的
[00:14:19.660 --> 00:14:20.940]  自我
[00:14:20.940 --> 00:14:24.520]  那麼我們也會自動自覺的
[00:14:24.780 --> 00:14:28.620]  把自己那些不好的東西包括我們的怒氣
[00:14:28.620 --> 00:14:31.180]  我們的自私我們的苦毒
[00:14:31.180 --> 00:14:32.200]  我們
[00:14:32.200 --> 00:14:34.260]  那些邪惡的念頭
[00:14:34.260 --> 00:14:35.540]  隱藏起來
[00:14:35.540 --> 00:14:38.100]  所以聖經說呢
[00:14:38.100 --> 00:14:39.880]  人心比
[00:14:39.880 --> 00:14:41.680]  萬物都詭詐
[00:14:41.680 --> 00:14:42.960]  壞到
[00:14:42.960 --> 00:14:43.720]  極處
[00:14:43.720 --> 00:14:45.260]  誰能徹透呢
[00:14:45.260 --> 00:14:47.820]  這個是世人所講的話
[00:14:47.820 --> 00:14:49.360]  但是實際上
[00:14:49.360 --> 00:14:50.900]  我們問自己
[00:14:50.900 --> 00:14:53.200]  有時候我們連自己的心
[00:14:53.200 --> 00:14:54.480]  也不能夠徹透
[00:14:55.240 --> 00:14:56.780]  你以為真的很明白自己嗎
[00:14:56.780 --> 00:14:58.820]  很瞭解自己嗎
[00:14:58.820 --> 00:15:01.140]  我們以為自己真的很好嗎
[00:15:01.140 --> 00:15:06.500]  因為這個緣故呢所以很多時候我們時不時都會感覺到做人很辛苦
[00:15:06.500 --> 00:15:08.560]  你感覺做人很辛苦嗎
[00:15:08.560 --> 00:15:11.120]  年輕的可能沒有那麼多的感覺嘛
[00:15:11.120 --> 00:15:14.700]  年長一點的時候時不時我們會感覺到做人很辛苦
[00:15:14.700 --> 00:15:18.020]  因為很多時候我們以為是我們的朋友的
[00:15:18.020 --> 00:15:20.580]  原來不是我們的真朋友
[00:15:20.580 --> 00:15:22.640]  我們看不透人的心
[00:15:23.140 --> 00:15:25.440]  我們對朋友不能夠完全的瞭解
[00:15:25.440 --> 00:15:29.020]  所以很多時候不能夠對他們完全的信任
[00:15:29.020 --> 00:15:33.120]  很多時候甚至我們親友甚至對我們自己也是一樣
[00:15:33.120 --> 00:15:35.680]  所以耶律彌書
[00:15:35.680 --> 00:15:36.460]  他講
[00:15:36.460 --> 00:15:38.240]  一件事情是講得很
[00:15:38.240 --> 00:15:40.540]  很好的也是很現實的
[00:15:40.540 --> 00:15:43.100]  耶律彌書第九章第四節
[00:15:43.100 --> 00:15:44.640]  第五節那裡說
[00:15:44.640 --> 00:15:45.920]  每一個人
[00:15:45.920 --> 00:15:47.980]  都得提防親友
[00:15:47.980 --> 00:15:49.000]  哇
[00:15:49.000 --> 00:15:51.560]  親兄弟也不能信任
[00:15:51.820 --> 00:15:54.640]  因為兄弟都跟雅各一樣詭詐
[00:15:54.640 --> 00:15:59.760]  每一個親友都好搬弄是非人人欺騙朋友
[00:15:59.760 --> 00:16:01.800]  沒有人說誠實話
[00:16:01.800 --> 00:16:02.820]  人人
[00:16:02.820 --> 00:16:04.880]  交到舌頭下方
[00:16:04.880 --> 00:16:08.980]  我們以為今天的謝貴才會這個樣子
[00:16:08.980 --> 00:16:14.340]  我們常常說在中國大陸裡面現在我們教室朋友要說方話
[00:16:14.340 --> 00:16:15.120]  要
[00:16:15.120 --> 00:16:15.880]  要
[00:16:15.880 --> 00:16:17.160]  裝模
[00:16:17.160 --> 00:16:18.960]  裝模作樣的對不對
[00:16:18.960 --> 00:16:20.500]  在美國也是一樣
[00:16:20.500 --> 00:16:21.780]  都是這個樣子
[00:16:22.280 --> 00:16:23.820]  我們是教導我們的下一代
[00:16:23.820 --> 00:16:28.420]  怎麼去用欺騙的手段不正當的方法去揭蓋自己的軟弱
[00:16:28.420 --> 00:16:31.500]  而把自己擺到一個有利的地位
[00:16:31.500 --> 00:16:33.300]  上前去爭取
[00:16:33.300 --> 00:16:35.600]  這個是今天現實
[00:16:35.600 --> 00:16:40.200]  但是在耶穌的時代不但是耶穌的時代在舊約的時代
[00:16:40.200 --> 00:16:42.240]  聖經已經把這個情況呢
[00:16:42.240 --> 00:16:44.300]  簡錄出來
[00:16:44.300 --> 00:16:46.860]  為什麼人會變成這個樣子
[00:16:46.860 --> 00:16:49.680]  聖經給我們一個很簡單的答案
[00:16:50.200 --> 00:16:52.500]  是因為罪在人的心裡面著重
[00:16:52.500 --> 00:16:54.040]  人心裡面有
[00:16:54.040 --> 00:16:55.060]  罪惡的念頭
[00:16:55.060 --> 00:16:57.100]  這個罪惡的念頭
[00:16:57.100 --> 00:16:58.900]  影響我們
[00:16:58.900 --> 00:17:00.940]  讓我們變成這個樣子
[00:17:00.940 --> 00:17:03.500]  所以呢
[00:17:03.500 --> 00:17:05.560]  安靜想想
[00:17:05.560 --> 00:17:07.340]  如果
[00:17:07.340 --> 00:17:10.940]  我們臉書裡面的朋友
[00:17:10.940 --> 00:17:11.960]  知道
[00:17:11.960 --> 00:17:14.260]  你跟我的真面目
[00:17:14.260 --> 00:17:18.620]  沒有裝飾的啊沒有做手腳的
[00:17:19.120 --> 00:17:22.440]  真的看到我們的內心我們的想法
[00:17:22.440 --> 00:17:26.040]  我們的慾望我們隱藏的一些行動
