
[00:00:00.000 --> 00:00:05.120]  各位姐妹平安,非常高興今天是2011年的第一個主日和大家見面
[00:04:16.320 --> 00:04:18.800]  其實是「observe」即是看得明白
[00:04:18.800 --> 00:04:21.040]  因為神的話語不是每個人都看得明白
[00:04:21.040 --> 00:04:23.320]  看得通、看得透
[00:04:23.320 --> 00:04:26.840]  你可能明白或者知道一些字面的解釋
[00:04:26.840 --> 00:04:29.160]  但是裡面深層的屬靈的意思
[00:04:29.160 --> 00:04:31.760]  是必須要有聖靈的引導
[00:04:31.760 --> 00:04:35.360]  有「悟性」才可以明白
[00:04:35.360 --> 00:04:37.040]  所以第一個的目的
[00:04:37.040 --> 00:04:42.240]  我們要有「悟性」是因為我們要遵守明白神的道
[00:04:42.240 --> 00:04:44.280]  第二節的經文七十三節
[00:04:44.280 --> 00:04:46.840]  「祢的手造了我,數造我」
[00:04:46.840 --> 00:04:52.280]  「求祢賜我「悟性」,學習祢的命令」
[00:04:52.280 --> 00:04:57.720]  「Your hands make me and fashion me, give me understanding that I may learn Your commandments」
[00:04:57.720 --> 00:05:00.080]  這個「learn」當然不是單單說「學」
[00:05:00.080 --> 00:05:03.960]  但是這個意思是「學得明白」
[00:05:03.960 --> 00:05:06.080]  因為我們有一個這樣的說法
[00:05:06.080 --> 00:05:08.080]  我們有時候聽到一些東西
[00:05:08.080 --> 00:05:11.040]  但是不一定是明白的
[00:05:11.040 --> 00:05:13.680]  或者英文其實我們說
[00:05:13.680 --> 00:05:15.040]  就是我知道一些東西
[00:05:15.040 --> 00:05:16.800]  但是不是comprehend
[00:05:16.800 --> 00:05:19.200]  就是不是真的看得明白
[00:05:19.200 --> 00:05:21.320]  記不記得以前我們有一個會考
[00:05:21.320 --> 00:05:23.440]  有這個「reading and comprehension」
[00:05:23.440 --> 00:05:25.720]  其實就是「閱讀和理解」
[00:05:25.720 --> 00:05:29.400]  所以其實這裡是在說理解神的命令
[00:05:29.400 --> 00:05:32.200]  第三節的經文是一百二十五節
[00:05:32.200 --> 00:05:38.400]  「我是祢的僕人,求祢賜我「悟性」,得以認識祢的法道」
[00:05:38.400 --> 00:05:42.960]  「I am your servant, give me understanding that I may know Your testimonies」
[00:05:42.960 --> 00:05:44.480]  「know」這個「know」我們知道
[00:05:44.480 --> 00:05:45.520]  就是「知道」
[00:05:45.520 --> 00:05:47.280]  但是這個「知道」不是單單「知道」
[00:05:47.280 --> 00:05:50.160]  而是「理解、明白」
[00:05:50.160 --> 00:05:53.680]  就是真的裡裡外外都明白的意思
[00:05:53.680 --> 00:05:56.200]  認識祢的法道
[00:05:56.200 --> 00:05:57.480]  一百四十四節
[00:05:57.480 --> 00:06:02.000]  「祢的法道永遠公義,求祢賜我「悟性」,使我存活」
[00:06:02.000 --> 00:06:03.680]  這一句
[00:06:03.680 --> 00:06:06.040]  這一節差不多就是一個
[00:06:06.040 --> 00:06:07.000]  concluding statement
[00:06:07.000 --> 00:06:08.920]  一個總結的說話
[00:06:08.920 --> 00:06:09.440]  為什麼呢?
[00:06:09.440 --> 00:06:12.400]  因為這裡說了前面那三節
[00:06:12.400 --> 00:06:14.240]  「求悟性」的目的
[00:06:14.240 --> 00:06:15.880]  就是使我存活
[00:06:15.880 --> 00:06:21.760]  「Your testimonies are righteous forever, give me understanding that I may live」
[00:06:21.760 --> 00:06:24.600]  所以其實我們可以將剛才這四節經文
[00:06:24.600 --> 00:06:30.240]  和它重新的組織就可以將它的次序變成
[00:06:30.240 --> 00:06:34.960]  一句很通順又有上文下理的一句句子
[00:06:34.960 --> 00:06:43.000]  「O Lord, give me understanding that I may observe and keep Your law, learn Your commandments, know Your testimonies, so that I may live」
[00:06:43.000 --> 00:06:46.840]  「求賜我悟性,讓我遵守祢的法道」
[00:06:46.840 --> 00:06:48.440]  遵守祢的律法
[00:06:48.440 --> 00:06:50.200]  學習祢的命令
[00:06:50.200 --> 00:06:51.480]  認識祢的法道
[00:06:51.480 --> 00:06:52.600]  目的是什麼?
[00:06:52.600 --> 00:06:54.600]  「好使我存活」
[00:06:54.600 --> 00:06:55.320]  換句話說
[00:06:55.320 --> 00:06:56.880]  當我們不認識
[00:06:56.880 --> 00:06:58.240]  當我們不遵守
[00:06:58.240 --> 00:07:01.560]  當我們不學習神的律法和法道的時候
[00:07:01.560 --> 00:07:03.760]  我們根本不能夠存活
[00:07:03.760 --> 00:07:04.440]  或者我們這樣說
[00:07:04.440 --> 00:07:06.720]  我們衰生猶死
[00:07:06.720 --> 00:07:07.880]  當然你的physical body
[00:07:07.880 --> 00:07:10.080]  即是你的肉身不會馬上死
[00:07:10.080 --> 00:07:12.360]  但是問題
[00:07:12.360 --> 00:07:14.160]  關鍵就是你的屬靈生命
[00:07:14.160 --> 00:07:17.280]  因為不認識神的話語已經死了
[00:07:17.280 --> 00:07:18.800]  你失去了這個亮光
[00:07:18.800 --> 00:07:20.320]  因為神就是光
[00:07:20.320 --> 00:07:24.480]  聖經也說 神的話語是我們腳前的燈 路上的光
[00:07:24.480 --> 00:07:26.800]  當我們缺乏燈和光的時候
[00:07:26.800 --> 00:07:29.640]  我們就注定活在黑暗當中
[00:07:29.640 --> 00:07:31.600]  或者掉進陷阱
[00:07:31.600 --> 00:07:33.200]  掉進無底坑
[00:07:33.200 --> 00:07:35.720]  又或者是一切的隱憂試探當中
[00:07:35.720 --> 00:07:36.960]  不能自拔
[00:07:36.960 --> 00:07:39.840]  這也是我們不能夠存活的原因
[00:07:39.840 --> 00:07:40.640]  所以在這裡
[00:07:40.640 --> 00:07:42.520]  施人說道「求賜我悟性」
[00:07:42.520 --> 00:07:45.240]  最重要 最關鍵就是學習
[00:07:45.240 --> 00:07:47.360]  認識神的法道命令
[00:07:47.360 --> 00:07:49.320]  並且去遵行
[00:07:49.320 --> 00:07:52.320]  以致祂的人生能夠是存活
[00:07:52.320 --> 00:07:53.320]  不單止存活
[00:07:53.320 --> 00:07:57.320]  是活得有意義
[00:07:57.320 --> 00:07:59.560]  新年願望 求你賜我悟性
[00:07:59.560 --> 00:08:03.600]  我們一起來去理解一下經文裡面一些重要的意思
[00:08:03.600 --> 00:08:04.600]  首先當然要問
[00:08:04.600 --> 00:08:05.920]  什麼是悟性
[00:08:05.920 --> 00:08:10.600]  我剛才是有一點故意不詳細解釋悟性的意思
[00:08:10.600 --> 00:08:13.200]  等待姐妹自己透過剛才那幾節經文
[00:08:13.200 --> 00:08:16.600]  應該你會有一個大概的理解
[00:08:16.600 --> 00:08:18.480]  不過可能又不是很肯定
[00:08:18.480 --> 00:08:20.840]  不過不要緊 我們現在一起來看一看
[00:08:20.840 --> 00:08:24.840]  究竟聖經所說的「悟性」是怎樣解釋呢
[00:08:24.840 --> 00:08:26.840]  是什麼意思呢
[00:08:26.840 --> 00:08:27.920]  原文的字根
[00:08:27.920 --> 00:08:29.640]  即是希伯來文的字根
[00:08:29.640 --> 00:08:30.640]  就是BIN
[00:08:30.640 --> 00:08:33.160]  B-I-N是拼音來的英文字
[00:08:33.160 --> 00:08:35.800]  旁邊那個就是希伯來文
[00:08:35.800 --> 00:08:38.320]  那BIN是什麼意思呢
[00:08:38.320 --> 00:08:39.840]  那個定義是to discern
[00:08:39.840 --> 00:08:41.440]  那我們明白了 是不是
[00:08:41.440 --> 00:08:42.320]  那我來了之後
[00:08:42.320 --> 00:08:43.280]  我經常聽到大家說
[00:08:43.280 --> 00:08:45.240]  我們祈禱是要discern
[00:08:45.240 --> 00:08:45.600]  是不是
[00:08:45.600 --> 00:08:46.120]  discern
[00:08:46.120 --> 00:08:46.640]  discern
[00:08:46.640 --> 00:08:47.880]  什麼是discern
[00:08:47.880 --> 00:08:49.680]  當然是神的旨意
[00:08:49.680 --> 00:08:50.520]  所以這個to discern
[00:08:50.520 --> 00:08:52.040]  中文應該是可以解釋
[00:08:52.040 --> 00:08:54.160]  或者是翻譯做分辨
[00:08:54.160 --> 00:08:55.320]  明辨
[00:08:55.320 --> 00:08:56.920]  到底什麼是神的旨意
[00:08:56.920 --> 00:08:58.040]  什麼不是神的旨意
[00:08:58.040 --> 00:08:59.080]  如果是神的旨意
[00:08:59.080 --> 00:09:00.120]  就應該跟從
[00:09:00.120 --> 00:09:01.240]  如果不是神的旨意
[00:09:01.240 --> 00:09:04.240]  就不應該跟從
[00:09:04.240 --> 00:09:05.160]  簡單一點來說
[00:09:05.160 --> 00:09:06.680]  這個是to discern
[00:09:06.680 --> 00:09:08.320]  就是說有智慧聰明
[00:09:08.320 --> 00:09:10.320]  可以明辨是非對錯
[00:09:10.320 --> 00:09:13.280]  有屬靈的領悟力
[00:09:13.280 --> 00:09:15.960]  或者我們講得簡潔一點
[00:09:15.960 --> 00:09:18.320]  是屬靈的睿智
[00:09:18.320 --> 00:09:19.600]  spiritual wisdom
[00:09:19.600 --> 00:09:20.320]  這個wisdom
[00:09:20.320 --> 00:09:22.040]  這個智慧不是普通的wisdom
[00:09:22.040 --> 00:09:22.960]  是spiritual
[00:09:22.960 --> 00:09:26.360]  是屬靈方面的智慧
[00:09:26.360 --> 00:09:27.120]  大家記住
[00:09:27.120 --> 00:09:28.880]  是有屬靈方面的智慧
[00:09:28.880 --> 00:09:30.680]  不是一般的
[00:09:30.680 --> 00:09:31.600]  地上的
[00:09:31.600 --> 00:09:32.760]  世俗的聰明
[00:09:32.760 --> 00:09:34.080]  小聰明
[00:09:34.080 --> 00:09:35.200]  去哪裡買東西便宜
[00:09:35.200 --> 00:09:37.160]  或者我們香港人最喜歡
[00:09:37.160 --> 00:09:37.920]  怎樣走一條路
[00:09:37.920 --> 00:09:40.120]  去A到B是最短的
[00:09:40.120 --> 00:09:42.520]  怎樣抄捷徑等等
[00:09:42.520 --> 00:09:43.080]  不是這些
[00:09:43.080 --> 00:09:44.680]  是在說一些大的
[00:09:44.680 --> 00:09:45.520]  big scale的
[00:09:45.520 --> 00:09:47.880]  或者大範圍的
[00:09:47.880 --> 00:09:51.120]  是在神的命定當中
[00:09:51.120 --> 00:09:52.800]  給我們有屬天的智慧
[00:09:52.800 --> 00:09:54.480]  以致我們能夠跟從
[00:09:54.480 --> 00:09:56.280]  祂所引領我們的道路
[00:09:56.280 --> 00:09:58.120]  我們就能夠得著智慧的心
[00:09:58.120 --> 00:09:59.440]  過一個有意義
[00:09:59.440 --> 00:10:03.080]  結果子的人生
[00:10:03.080 --> 00:10:05.040]  我們又以經解經
[00:10:05.040 --> 00:10:06.120]  用一些經文
[00:10:06.120 --> 00:10:08.520]  來嘗試加深我們對
[00:10:08.520 --> 00:10:10.120]  悟性的認識
[00:10:10.120 --> 00:10:11.400]  在同一篇詩篇
[00:10:11.400 --> 00:10:13.240]  詩篇119篇
[00:10:13.240 --> 00:10:16.520]  我們今天看的是另外4節
[00:10:16.520 --> 00:10:18.480]  我們看另外1節
[00:10:18.480 --> 00:10:19.320]  為甚麼呢
[00:10:19.320 --> 00:10:20.520]  這個很重要
[00:10:20.520 --> 00:10:21.880]  因為to discern
[00:10:21.880 --> 00:10:23.800]  原來跟其他幾個詞彙
[00:10:23.800 --> 00:10:26.320]  經常會放在一起來應用
[00:10:26.320 --> 00:10:27.240]  這是甚麼意思呢
[00:10:27.240 --> 00:10:29.760]  先看經文
[00:10:29.760 --> 00:10:30.520]  先看中文
[00:10:30.520 --> 00:10:32.160]  這是新譯本
[00:10:32.160 --> 00:10:36.000]  求你把聰明和知識指教我
[00:10:36.000 --> 00:10:38.240]  因為我信靠你的命令
[00:10:38.240 --> 00:10:39.080]  兩樣東西
[00:10:39.080 --> 00:10:40.760]  聰明和知識
[00:10:40.760 --> 00:10:42.040]  放在一起其實是甚麼意思
[00:10:42.040 --> 00:10:44.760]  很多時候聖經將兩樣的名詞
[00:10:44.760 --> 00:10:45.760]  或者兩樣的東西
[00:10:45.760 --> 00:10:47.240]  放在一起的時候
[00:10:47.240 --> 00:10:48.400]  那個意思很明顯
[00:10:48.400 --> 00:10:50.000]  就是這兩樣的東西
[00:10:50.000 --> 00:10:51.560]  是屬於同一個類別
[00:10:51.560 --> 00:10:51.960]  是不是
[00:10:51.960 --> 00:10:53.200]  same category
[00:10:53.200 --> 00:10:55.120]  或者甚至這兩樣的東西
[00:10:55.120 --> 00:10:56.040]  是interchangeable
[00:10:56.040 --> 00:10:58.680]  即是可以互相
[00:10:58.680 --> 00:11:00.760]  混淆來用的
[00:11:00.760 --> 00:11:02.160]  當你說人是聰明的時候
[00:11:02.160 --> 00:11:03.360]  即是說有知識
[00:11:03.360 --> 00:11:04.440]  當你說有知識的時候
[00:11:04.440 --> 00:11:06.160]  即是說有屬天的聰明
[00:11:06.160 --> 00:11:08.880]  我們試一下看英文和原文
[00:11:08.880 --> 00:11:10.720]  teach me good discernment
[00:11:10.720 --> 00:11:12.920]  原文是team
[00:11:12.920 --> 00:11:14.080]  team
[00:11:14.080 --> 00:11:15.360]  這是希伯來文
[00:11:15.360 --> 00:11:16.200]  and knowledge
[00:11:16.200 --> 00:11:18.280]  原文是the f
[00:11:18.280 --> 00:11:20.440]  for I believe in your commandments
[00:11:20.440 --> 00:11:22.640]  這裡有個細措的a
[00:11:22.640 --> 00:11:24.480]  他說其實這個discernment
[00:11:24.480 --> 00:11:26.720]  可以翻譯做judgment
[00:11:26.720 --> 00:11:27.520]  judgment
[00:11:27.520 --> 00:11:29.040]  judgment即是判斷
[00:11:29.040 --> 00:11:30.320]  所以我們可以得出一個
[00:11:30.320 --> 00:11:32.040]  這樣的合理的
[00:11:32.040 --> 00:11:34.800]  即是釋經的一個體會
[00:11:34.800 --> 00:11:35.200]  是甚麼呢
[00:11:35.200 --> 00:11:37.200]  就是
[00:11:37.200 --> 00:11:38.640]  這三個英文字
[00:11:38.640 --> 00:11:40.080]  discernment
[00:11:40.080 --> 00:11:41.120]  judgment
[00:11:41.120 --> 00:11:42.040]  knowledge
[00:11:42.040 --> 00:11:43.960]  即是中文是分辨
[00:11:43.960 --> 00:11:45.480]  或者是分別
[00:11:45.480 --> 00:11:46.920]  或者是判斷
[00:11:46.920 --> 00:11:48.200]  聰明知識
[00:11:48.200 --> 00:11:50.120]  全部是屬於同一個類別
[00:11:50.120 --> 00:11:51.400]  也就是我們所說的
[00:11:51.400 --> 00:11:53.280]  是同義詞來的
[00:11:53.280 --> 00:11:55.160]  有著同樣的意思
[00:11:55.160 --> 00:11:56.280]  所以當你看聖經的時候
[00:11:56.280 --> 00:11:58.200]  你會發覺這三個詞
[00:11:58.200 --> 00:12:02.360]  是會經常出現在同一個處境
[00:12:02.360 --> 00:12:03.960]  好像這一節經文
[00:12:03.960 --> 00:12:06.280]  119篇第66節
[00:12:06.280 --> 00:12:08.800]  這三個詞同時間的出現
[00:12:08.800 --> 00:12:12.000]  也就是說它們是可以互相
[00:12:12.000 --> 00:12:13.800]  互相混淆來用的
[00:12:13.800 --> 00:12:15.720]  或者它們所指的東西
[00:12:15.720 --> 00:12:17.400]  都是同一樣的東西
[00:12:17.400 --> 00:12:19.880]  就是屬天的分辨力
[00:12:19.880 --> 00:12:20.840]  判斷力
[00:12:20.840 --> 00:12:22.320]  或者是屬天的智慧
[00:12:22.320 --> 00:12:25.680]  屬天的知識和聰明
[00:12:25.680 --> 00:12:28.200]  這一節經文就說了這三個名詞
[00:12:28.200 --> 00:12:29.080]  英文三個名詞
[00:12:29.080 --> 00:12:31.200]  中文可以我們翻譯多一個也說不定
[00:12:31.200 --> 00:12:32.680]  但其實還有一個
[00:12:32.680 --> 00:12:34.600]  是經常放在一起用的
[00:12:34.600 --> 00:12:36.440]  這一節經文我們很熟悉的
[00:12:36.440 --> 00:12:39.720]  《心言九章十節》我們先讀中文
[00:12:39.720 --> 00:12:43.040]  敬畏耶和華是智慧的開端
[00:12:43.040 --> 00:12:45.520]  認識至聖者便是聰明
[00:12:45.520 --> 00:12:46.440]  換句話說
[00:12:46.440 --> 00:12:49.600]  智慧、認識和聰明
[00:12:49.600 --> 00:12:51.080]  是屬於同一個類別
[00:12:51.080 --> 00:12:53.040]  也就是說它們是可以互相
[00:12:53.040 --> 00:12:55.840]  來調亂來用的
[00:12:55.840 --> 00:12:57.360]  或者混在一起來用的
[00:12:57.360 --> 00:12:58.800]  或者它們放在一起的時候
[00:12:58.800 --> 00:13:01.240]  其實都是指向同一樣的東西
[00:13:01.240 --> 00:13:02.760]  在這一節的經文裡面
[00:13:02.760 --> 00:13:03.960]  其實指向就很簡單
[00:13:03.960 --> 00:13:07.920]  就是說凡是心裡面真正敬畏耶和華的人
[00:13:07.920 --> 00:13:09.480]  他就會有智慧
[00:13:09.480 --> 00:13:12.200]  凡是追求真正認識至聖者的人
[00:13:12.200 --> 00:13:13.920]  神就會賜給他有聰明
[00:13:13.920 --> 00:13:16.080]  我們看看英文和原文
[00:13:16.080 --> 00:13:18.800]  The fear of the Lord is the beginning of wisdom
[00:13:18.800 --> 00:13:23.960]  Wisdom的希伯來的原文是Chokmah
[00:13:23.960 --> 00:13:24.800]  And the knowledge
[00:13:24.800 --> 00:13:25.440]  剛才讀過了
[00:13:25.440 --> 00:13:28.960]  The earth of the Holy One is understanding
[00:13:28.960 --> 00:13:32.800]  Understanding這裡有一個新的希伯來字叫Bina
[00:13:32.800 --> 00:13:34.520]  有沒有留意和剛才我們一開始的時候
[00:13:34.520 --> 00:13:36.160]  的Discern和Discernment
[00:13:36.160 --> 00:13:37.800]  Bin很相似
[00:13:37.800 --> 00:13:38.840]  Bin和Bina
[00:13:38.840 --> 00:13:40.000]  所以其實它很明顯
[00:13:40.000 --> 00:13:41.480]  這兩個字
[00:13:41.480 --> 00:13:43.120]  原文、希伯來文
[00:13:43.120 --> 00:13:46.640]  都是指向同一個的意思
[00:13:46.640 --> 00:13:49.520]  或者是相似的意思
[00:13:49.520 --> 00:13:52.400]  Discernment就是分辨、辨別
[00:13:52.400 --> 00:13:54.800]  Understanding當然就是理解、明白
[00:13:54.800 --> 00:13:56.680]  其實都是同一個意思
[00:13:56.680 --> 00:13:58.680]  所以我們將這幾樣東西放在一起的時候
[00:13:58.680 --> 00:14:00.520]  我們就得出這樣的結論
[00:14:00.520 --> 00:14:03.000]  Discernment、Judgment、Knowledge and Wisdom
[00:14:03.000 --> 00:14:04.280]  這四個英文字
[00:14:04.280 --> 00:14:05.400]  或者他們分別所代表的
[00:14:05.400 --> 00:14:08.000]  希伯來的原文名詞
[00:14:08.000 --> 00:14:08.840]  如果翻譯成中文
[00:14:08.840 --> 00:14:13.680]  就是明辨、分別、判斷、聰明、智慧、知識等等
[00:14:13.680 --> 00:14:14.560]  在神的眼中
[00:14:14.560 --> 00:14:17.520]  在聖經的使用的頻率
[00:14:17.520 --> 00:14:19.600]  或者使用的習慣上面
[00:14:19.600 --> 00:14:23.320]  是屬於同一組的名詞或者形容詞
[00:14:23.320 --> 00:14:26.320]  是可以互相互惠來使用
[00:14:26.320 --> 00:14:28.000]  所以你會發覺
[00:14:28.000 --> 00:14:30.960]  特別是一些英文版本的翻譯、不同的聖經的翻譯
[00:14:30.960 --> 00:14:34.040]  其實有些地方可能會譯成Discernment
[00:14:34.040 --> 00:14:36.480]  但是有另外一個版本可能會譯成Judgment
[00:14:36.480 --> 00:14:39.080]  都是同一個希伯來的字
[00:14:39.080 --> 00:14:40.360]  當我們這樣理解之後
[00:14:40.360 --> 00:14:41.560]  第五個字是不是很明顯
[00:14:41.560 --> 00:14:44.200]  意思就很明顯出來了
[00:14:44.200 --> 00:14:46.600]  我們再看一看
[00:14:46.600 --> 00:14:47.680]  創世紀
[00:14:47.680 --> 00:14:48.560]  這個很重要的
[00:14:48.560 --> 00:14:49.680]  為什麼呢
[00:14:49.680 --> 00:14:53.760]  當你剛才明白了原文的釋經
[00:14:53.760 --> 00:14:56.040]  或者原文的字的意思
[00:14:56.040 --> 00:14:57.000]  或者這幾個字
[00:14:57.000 --> 00:15:00.480]  同屬於同一組的詞彙的時候
[00:15:00.480 --> 00:15:02.040]  你就會更加明白
[00:15:02.040 --> 00:15:03.880]  這一段很重要的經文
[00:15:03.880 --> 00:15:05.520]  就是在這個創世紀
[00:15:05.520 --> 00:15:06.840]  在伊甸園當中
[00:15:06.840 --> 00:15:08.680]  神吩咐亞當夏娃
[00:15:08.680 --> 00:15:09.640]  跟他們說
[00:15:09.640 --> 00:15:11.120]  在園中所有樹上的果子
[00:15:11.120 --> 00:15:12.560]  你們都可以隨意吃
[00:15:12.560 --> 00:15:16.280]  只是分別善惡樹上的果子
[00:15:16.280 --> 00:15:17.480]  你不可吃
[00:15:17.480 --> 00:15:19.560]  因為你吃的日子必定死
[00:15:19.560 --> 00:15:22.920]  這個分別在這裡創世紀第二章第十七節
[00:15:22.920 --> 00:15:24.840]  其實原文都是疊合
[00:15:24.840 --> 00:15:26.240]  原文的字根都是疊合
[00:15:26.240 --> 00:15:27.800]  記得嗎?這個字就是knowledge
[00:15:27.800 --> 00:15:29.040]  就是知識
[00:15:29.040 --> 00:15:31.320]  換句話說
[00:15:31.320 --> 00:15:32.400]  分別善惡
[00:15:32.400 --> 00:15:34.200]  也可以理解成
[00:15:34.200 --> 00:15:36.280]  有屬天屬靈的知識
[00:15:36.280 --> 00:15:38.360]  有屬靈屬天的智慧
[00:15:38.360 --> 00:15:40.160]  可以分辨到真與假
[00:15:40.160 --> 00:15:40.880]  對與錯
[00:15:40.880 --> 00:15:41.680]  黑與白
[00:15:41.680 --> 00:15:42.840]  善與惡
[00:15:42.840 --> 00:15:43.840]  所以其實後面
[00:15:43.840 --> 00:15:47.360]  撒旦魔鬼透過這個蛇來引誘亞當夏娃
[00:15:47.360 --> 00:15:48.640]  就是跟他們說
[00:15:48.640 --> 00:15:49.320]  吃吧
[00:15:49.320 --> 00:15:52.440]  吃了這棵樹上的果子之後
[00:15:52.440 --> 00:15:54.360]  你們就會有神一樣的智慧
[00:15:54.360 --> 00:15:57.880]  其實他是telling the truth
[00:15:57.880 --> 00:15:58.880]  他是在說真理
