
[00:00:00.000 --> 00:00:02.000]  各位早晨 我們一齊低頭禱告
[00:03:54.000 --> 00:03:56.200]  所以在經文當中又見不到
[00:03:56.200 --> 00:03:59.400]  一些個人的屬靈經驗來提及
[00:03:59.400 --> 00:04:02.600]  約西亞如何從小來尋求上帝
[00:04:02.800 --> 00:04:06.800]  接著問約西亞的父親 會否是約西亞的父親呢
[00:04:06.800 --> 00:04:10.000]  當他打開經文的時候
[00:04:10.000 --> 00:04:14.200]  約西亞的父親叫阿門
[00:04:14.200 --> 00:04:19.400]  阿門其實在聖經中行惡的事情
[00:04:19.400 --> 00:04:24.600]  所以無論約西亞的爺爺 約西亞的父親
[00:04:24.600 --> 00:04:28.800]  在聖經中認為他是眼中看為惡的皇帝
[00:04:29.000 --> 00:04:33.000]  所以不見得他的父親帶來任何的影響
[00:04:33.000 --> 00:04:38.200]  來當中如何扶持他的兒子 約西亞來作王
[00:04:38.200 --> 00:04:41.400]  順帶一提 約西亞的父親阿門
[00:04:41.400 --> 00:04:46.600]  是被他的神父背叛謀殺死了
[00:04:46.600 --> 00:04:50.800]  接著說約西亞的母親 莫非是他的母親
[00:04:50.800 --> 00:04:55.000]  但聖經中沒有提及是否他的母親
[00:04:55.200 --> 00:04:59.200]  只是提及他的名字
[00:04:59.200 --> 00:05:03.400]  在整本聖經中都不能明確地說明
[00:05:03.400 --> 00:05:09.600]  為什麼一個從小從小八歲做皇帝的約西亞
[00:05:09.600 --> 00:05:13.800]  到二十六歲都不斷活出敬虔的生活
[00:05:13.800 --> 00:05:19.000]  究竟約西亞是什麼原因來到當中
[00:05:19.000 --> 00:05:24.200]  去尋求什麼幫助他能夠經歷神 尋求神呢
[00:05:24.400 --> 00:05:30.400]  幾個月前有個年青人來找我吃飯
[00:05:30.400 --> 00:05:34.600]  以前是教童軍 現在大約三十歲
[00:05:34.600 --> 00:05:37.800]  他住在艾迪尼
[00:05:37.800 --> 00:05:41.000]  他很好 通常年青人找我的時候
[00:05:41.000 --> 00:05:44.200]  除了醉酒之外 帶另一半來讓我認識一下
[00:05:44.200 --> 00:05:48.400]  他在艾迪尼工作時認識了一個女孩
[00:05:48.400 --> 00:05:52.600]  帶我上來 跟她聊天的時候
[00:05:52.800 --> 00:05:59.800]  這個女孩子很特別 她一歲左右已經在艾迪尼住了
[00:05:59.800 --> 00:06:02.000]  我問她有沒有住過艾迪尼
[00:06:02.000 --> 00:06:04.200]  她說沒有 我就不知道怎樣的狀況
[00:06:04.200 --> 00:06:07.400]  我一來到悉尼 我跟她聊天的時候就問她
[00:06:07.400 --> 00:06:12.600]  你從小到大都在艾迪尼住 你的中文很好
[00:06:12.600 --> 00:06:16.800]  她說一口流利的中文當中
[00:06:16.800 --> 00:06:20.000]  剛才Keith聊天的時候都要翻譯
[00:06:20.200 --> 00:06:25.200]  我就問這個女孩子 什麼原因你的中文這麼好
[00:06:25.200 --> 00:06:29.400]  莫非你在艾迪尼有翻中文考 也有的
[00:06:29.400 --> 00:06:32.600]  你知道什麼原因令到她中文這麼好
[00:06:32.600 --> 00:06:35.800]  是TVB的
[00:06:35.800 --> 00:06:40.000]  為什麼呢 以前我在加拿大讀書的時候
[00:06:40.000 --> 00:06:43.200]  一有劇集 你們都經歷過的
[00:06:43.200 --> 00:06:47.400]  去到Chinatown去借大提 你會煲劇
[00:06:47.600 --> 00:06:50.600]  艾迪尼可能比悉尼還悶
[00:06:50.600 --> 00:06:53.800]  我們一家一起的家庭活動就是
[00:06:53.800 --> 00:06:59.000]  去韓國地方租大提 一起看大提
[00:06:59.000 --> 00:07:02.200]  久而久之 不是中文學校
[00:07:02.200 --> 00:07:06.400]  久而久之就是看錄影帶就會學會廣東話
[00:07:06.400 --> 00:07:09.600]  甚至不單止學會廣東話
[00:07:09.600 --> 00:07:14.800]  還會學會TVB的文化 劇集 哪個明星
[00:07:15.000 --> 00:07:19.000]  香港的潮語 哪個地方 她一概都清楚
[00:07:19.000 --> 00:07:22.200]  你的中文真是好厲害 不單止中文厲害
[00:07:22.200 --> 00:07:27.400]  而你們那些香港的術語 香港文化你都清楚
[00:07:27.400 --> 00:07:32.600]  我又問一個問題 今時今日你們的小朋友有沒有看TVB
[00:07:32.600 --> 00:07:39.800]  他們看什麼 看什麼 看Netflix
[00:07:39.800 --> 00:07:44.000]  Netflix都好一點 學韓劇 奧巴奧巴
[00:07:44.200 --> 00:07:47.200]  你就知道是哪個靚仔
[00:07:47.200 --> 00:07:51.400]  其實我們這個世代 學不到中文的其中一個原因
[00:07:51.400 --> 00:07:53.600]  因為他們不再看TVB
[00:07:53.600 --> 00:07:55.800]  所以你問Pastor Ho 或Pastor Joy
[00:07:55.800 --> 00:07:58.000]  為什麼你的中文那麼厲害 都是看TVB
[00:07:58.000 --> 00:08:00.200]  現在東南亞那邊的話
[00:08:00.200 --> 00:08:02.400]  我們新的一代不是再看TVB
[00:08:02.400 --> 00:08:06.600]  新的一代去看IG Snapchat
[00:08:06.600 --> 00:08:10.800]  不在Facebook 在Facebook是我們這一代
[00:08:11.000 --> 00:08:15.000]  在TikTok等等之類的東西
[00:08:15.000 --> 00:08:20.200]  你試想像下一個TVB的劇集
[00:08:20.200 --> 00:08:24.400]  所做的一個年青人 是什麼文化的呢
[00:08:24.400 --> 00:08:27.600]  是一個香港廣東話的文化
[00:08:27.600 --> 00:08:31.800]  你試想像下 當一個年青人
[00:08:31.800 --> 00:08:34.000]  再不是在一個TVB的文化長大
[00:08:34.000 --> 00:08:37.200]  而是一個網絡的世界文化長大的時候
[00:08:37.200 --> 00:08:40.400]  是一個什麼文化的成長長大的呢
[00:08:40.600 --> 00:08:42.600]  是一個TikTok的文化
[00:08:42.600 --> 00:08:44.800]  就是不知道是什麼來的
[00:08:44.800 --> 00:08:48.000]  是一個IG Snapchat的文化當中
[00:08:48.000 --> 00:08:50.200]  在網絡的文化當中
[00:08:50.200 --> 00:08:53.400]  是塑造了我們新的一代的生活
[00:08:53.400 --> 00:08:55.600]  和我們的成長當中
[00:08:55.600 --> 00:08:57.800]  過往可能你覺得TVBOK啦 是不是
[00:08:57.800 --> 00:09:00.000]  是一個很熟悉的文化
[00:09:00.000 --> 00:09:02.200]  很熟悉的語言 很熟悉的言語
[00:09:02.200 --> 00:09:04.400]  以致他們能夠一起看
[00:09:04.400 --> 00:09:09.600]  但我所說 我們新一代在網絡的文化當中
[00:09:09.800 --> 00:09:12.800]  其實我們不知道發生什麼事的
[00:09:12.800 --> 00:09:15.000]  因為誰有TikTok在這裡
[00:09:15.000 --> 00:09:17.200]  誰有IG在這裡
[00:09:17.200 --> 00:09:20.400]  都好 有IG你都跟得到
[00:09:20.400 --> 00:09:22.600]  誰有Snapchat在這裡
[00:09:22.600 --> 00:09:24.800]  都沒有Snapchat的 是啦
[00:09:24.800 --> 00:09:27.000]  香港少用的 我知道澳洲常用Snapchat
[00:09:27.000 --> 00:09:29.200]  在這個網絡的文化當中
[00:09:29.200 --> 00:09:34.400]  是塑造著我們新一代的生命和成長
[00:09:34.400 --> 00:09:38.600]  而這個東西是大家不知道發生什麼事的
[00:09:38.800 --> 00:09:42.800]  我們容納我們新一代在我們網絡上瀏覽
[00:09:42.800 --> 00:09:45.000]  就好像自助餐一樣
[00:09:45.000 --> 00:09:47.200]  喜歡看什麼就看什麼
[00:09:47.200 --> 00:09:49.400]  喜歡點什麼就點什麼
[00:09:49.400 --> 00:09:51.600]  甚至YouTube都有很多的位置
[00:09:51.600 --> 00:09:53.800]  而我們是沒有控制
[00:09:53.800 --> 00:09:56.000]  或者是沒有管理他們用IT的
[00:09:56.000 --> 00:09:58.200]  或者網絡上的文化之外
[00:09:58.200 --> 00:10:00.400]  你塑造了一個
[00:10:00.400 --> 00:10:02.600]  你不知道新一代的成長是什麼
[00:10:02.600 --> 00:10:07.800]  最近有一本書叫做The Ancestor Generation
[00:10:08.000 --> 00:10:13.000]  這本書是在研究年輕人的anxiety
[00:10:13.000 --> 00:10:16.200]  年輕人的憂慮是怎麼發生的
[00:10:16.200 --> 00:10:21.400]  尤其是用了到2010年開始
[00:10:21.400 --> 00:10:26.600]  發現年輕人的憂慮和心理質素越來越差
[00:10:26.600 --> 00:10:28.800]  為什麼是2010年開始呢
[00:10:28.800 --> 00:10:32.000]  因為那時候是網絡世界的興起
[00:10:32.000 --> 00:10:34.200]  我想表達什麼呢
[00:10:34.400 --> 00:10:39.400]  今天我們的家庭是怎麼塑造我們的年輕人呢
[00:10:39.400 --> 00:10:41.600]  你說我們現在像約西亞一樣
[00:10:41.600 --> 00:10:43.800]  從8歲開始到26歲
[00:10:43.800 --> 00:10:46.000]  都是一個敬虔的生命的時候
[00:10:46.000 --> 00:10:48.200]  究竟我們在用什麼方法
[00:10:48.200 --> 00:10:50.400]  去塑造我們的年輕人
[00:10:50.400 --> 00:10:52.600]  我們的小朋友
[00:10:52.600 --> 00:10:54.800]  在一個什麼生命當中呢
[00:10:54.800 --> 00:11:01.000]  在提摩侯書一章三節
[00:11:01.200 --> 00:11:05.200]  保羅講到提摩太告訴他
[00:11:05.200 --> 00:11:07.400]  我想到你的心是無偽的信心
[00:11:07.400 --> 00:11:14.600]  你的信是源於你的外祖母和你的母親有利基心裡的
[00:11:14.600 --> 00:11:16.800]  我深信也在你心裡
[00:11:16.800 --> 00:11:19.000]  保羅再次提醒就是告訴你
[00:11:19.000 --> 00:11:23.200]  提摩太你不要忘記你母親和你祖母的信心
[00:11:23.200 --> 00:11:27.400]  提摩太的信是源於他的祖母
[00:11:27.400 --> 00:11:30.600]  提摩太的信心是源於他的母親
[00:11:30.800 --> 00:11:35.800]  我很深信家庭不單止是
[00:11:35.800 --> 00:11:42.000]  我們將我們的信仰
[00:11:42.000 --> 00:11:47.200]  很多時候是單單給了我們的Kids Church的導師
[00:11:47.200 --> 00:11:49.400]  我再次多謝每一個Kids Church的導師
[00:11:49.400 --> 00:11:51.600]  因為他們用很多的時間
[00:11:51.600 --> 00:11:53.800]  不單止照顧自己的子女
[00:11:53.800 --> 00:11:57.000]  還用他們的生命來當中去見證
[00:11:57.000 --> 00:11:59.200]  來預備Kids Church
[00:11:59.400 --> 00:12:01.400]  不過你要問一個問題
[00:12:01.400 --> 00:12:04.600]  是不是每一個禮拜一次的Kids Church活動
[00:12:04.600 --> 00:12:08.800]  就足以培育我們的年輕人
[00:12:08.800 --> 00:12:11.000]  我們的下一代呢
[00:12:11.000 --> 00:12:13.200]  一年一個禮拜有七天
[00:12:13.200 --> 00:12:15.400]  但有六天是在家裡當中
[00:12:15.400 --> 00:12:19.600]  很多時候我們的小朋友在我們身上
[00:12:19.600 --> 00:12:21.800]  是否能夠遇見上帝
[00:12:21.800 --> 00:12:25.000]  我這次回香港有一個打亂了我的schedule
[00:12:25.000 --> 00:12:27.200]  打亂了我的時間表
[00:12:27.400 --> 00:12:29.400]  忽然間有一個人出現了
[00:12:29.400 --> 00:12:31.600]  嚇了我一跳
[00:12:31.600 --> 00:12:33.800]  我就要想想怎樣陪他
[00:12:33.800 --> 00:12:36.000]  這個是什麼朋友來的
[00:12:36.000 --> 00:12:38.200]  這個是我的侄子
[00:12:38.200 --> 00:12:40.400]  我第一次見他在他出生的第五天
[00:12:40.400 --> 00:12:42.600]  我見了他就要飛去澳洲了
[00:12:42.600 --> 00:12:44.800]  這次有機會回來
[00:12:44.800 --> 00:12:47.000]  我見到他出現
[00:12:47.000 --> 00:12:49.200]  給我一個驚喜
[00:12:49.200 --> 00:12:53.400]  能夠和這個侄子在這個世紀當中一起生活
[00:12:53.400 --> 00:12:55.600]  所以我都推了很多個聚會
[00:12:55.800 --> 00:12:57.800]  拿一些時間和他相處
[00:12:57.800 --> 00:13:00.000]  這個侄子很過癮
[00:13:00.000 --> 00:13:02.200]  我做什麼他就做什麼
[00:13:02.200 --> 00:13:04.400]  我在家裡按個按鈕
[00:13:04.400 --> 00:13:06.600]  他就去按一個按鈕
[00:13:06.600 --> 00:13:08.800]  小朋友很容易學到
[00:13:08.800 --> 00:13:11.000]  從我們身上學到很多東西
[00:13:11.000 --> 00:13:13.200]  monkey see monkey do
[00:13:13.200 --> 00:13:15.400]  你做什麼小朋友做什麼
[00:13:15.400 --> 00:13:17.600]  我想說
[00:13:17.600 --> 00:13:19.800]  我們的小朋友
[00:13:19.800 --> 00:13:22.000]  他現在大了可能是小學六年級
[00:13:22.000 --> 00:13:24.200]  或者中學十二年級
[00:13:24.400 --> 00:13:26.400]  但是同樣都在我們身上
[00:13:26.400 --> 00:13:28.600]  是在我們身上
[00:13:28.600 --> 00:13:30.800]  你是一個怎樣的父母
[00:13:30.800 --> 00:13:33.000]  你就會活出
[00:13:33.000 --> 00:13:35.200]  他就會怎樣活出他的人生
[00:13:35.200 --> 00:13:37.400]  我試過問過
[00:13:37.400 --> 00:13:39.600]  問過一些家庭
[00:13:39.600 --> 00:13:41.800]  我問一個弟兄
[00:13:41.800 --> 00:13:44.000]  你有沒有試過和你太太一起祈禱
[00:13:44.000 --> 00:13:46.200]  我沒有
[00:13:46.200 --> 00:13:48.400]  通常自己祈禱
[00:13:48.400 --> 00:13:50.600]  你有沒有試過和你太太一起靈修
[00:13:50.600 --> 00:13:52.800]  沒有通常自己靈修
[00:13:53.000 --> 00:13:55.000]  你和你的子女有沒有一起祈禱
[00:13:55.000 --> 00:13:57.200]  都沒有
[00:13:57.200 --> 00:13:59.400]  我們彷彿
[00:13:59.400 --> 00:14:01.600]  在我們家裡
[00:14:01.600 --> 00:14:03.800]  沒有一個屬靈的家
[00:14:03.800 --> 00:14:06.000]  你有沒有容納你的家
[00:14:06.000 --> 00:14:08.200]  成為上帝的家
[00:14:08.200 --> 00:14:10.400]  今天你的家純粹是供養教學
[00:14:10.400 --> 00:14:12.600]  還是培育你的小朋友
[00:14:12.600 --> 00:14:14.800]  在你的家庭當中遇見上帝
[00:14:14.800 --> 00:14:17.000]  你的小朋友
[00:14:17.000 --> 00:14:19.200]  在你兒童區的導師當中
[00:14:19.400 --> 00:14:23.400]  一兩個小時就知道是上帝
[00:14:23.400 --> 00:14:25.600]  還是在你日常生活當中
[00:14:25.600 --> 00:14:27.800]  都能夠見得到
[00:14:27.800 --> 00:14:30.000]  上帝在你父母身上
[00:14:30.000 --> 00:14:32.200]  接著
[00:14:32.200 --> 00:14:34.400]  在歷代誌之後
[00:14:34.400 --> 00:14:36.600]  在十四節說什麼
[00:14:36.600 --> 00:14:38.800]  十四節說到
[00:14:38.800 --> 00:14:41.000]  當希西迦拿錢出來
[00:14:41.000 --> 00:14:43.200]  籌錢出來
[00:14:43.200 --> 00:14:45.400]  去建立聖殿的時候
[00:14:45.400 --> 00:14:47.600]  就發現了這個律法書
[00:14:47.800 --> 00:14:49.800]  接著
[00:14:49.800 --> 00:14:52.000]  希臘迦將這本書
[00:14:52.000 --> 00:14:54.200]  給了沙藩
[00:14:54.200 --> 00:14:56.400]  沙藩就將這本書給了約西亞王
[00:14:56.400 --> 00:14:58.600]  約西亞王
[00:14:58.600 --> 00:15:00.800]  當皇帝聽見
[00:15:00.800 --> 00:15:03.000]  這本律法書的時候
[00:15:03.000 --> 00:15:05.200]  他的動作就是撕裂衣服
[00:15:05.200 --> 00:15:07.400]  然後就吩咐希臘迦
[00:15:07.400 --> 00:15:09.600]  和沙藩的兒子
[00:15:09.600 --> 00:15:11.800]  來到當中
[00:15:11.800 --> 00:15:14.000]  繼續告訴他們
[00:15:14.000 --> 00:15:16.200]  你和我派人去以色列和猶大人
[00:15:16.400 --> 00:15:18.400]  去求敏耶和華
[00:15:18.400 --> 00:15:20.600]  因為我們的列祖沒有遵守耶和華的言語
[00:15:20.600 --> 00:15:22.800]  我們沒有照著
[00:15:22.800 --> 00:15:25.000]  律法書上所記載的話
[00:15:25.000 --> 00:15:27.200]  所以耶和華生氣在他身上
[00:15:27.200 --> 00:15:29.400]  約西亞面對
[00:15:29.400 --> 00:15:31.600]  律法書的時候第一個回應就是
[00:15:31.600 --> 00:15:33.800]  撕裂衣服
[00:15:33.800 --> 00:15:36.000]  然後先知跟他說
[00:15:36.000 --> 00:15:38.200]  耶和華本來應該要罰你們成家
[00:15:38.200 --> 00:15:40.400]  不過因為你撕裂衣服
[00:15:40.400 --> 00:15:42.600]  因為你心裡敬服
[00:15:42.600 --> 00:15:44.800]  又自卑撕裂衣服的話
[00:15:45.000 --> 00:15:47.000]  你向我哭泣的話
[00:15:47.000 --> 00:15:49.200]  我就不將刑罰淋到你當中
[00:15:49.200 --> 00:15:51.400]  我們的屬靈生命成長
[00:15:51.400 --> 00:15:53.600]  有沒有留意到
[00:15:53.600 --> 00:15:55.800]  我們怎樣影響小朋友
[00:15:55.800 --> 00:15:58.000]  有沒有留意到我們的父母
[00:15:58.000 --> 00:16:00.200]  都在影響我們在一個怎樣的人當中
[00:16:00.200 --> 00:16:02.400]  我們往往都在忽略
[00:16:02.400 --> 00:16:04.600]  我們原生家庭帶來對我們的影響
[00:16:04.600 --> 00:16:06.800]  就很簡單
[00:16:06.800 --> 00:16:09.000]  我自己
[00:16:09.000 --> 00:16:11.200]  我家裡是一個水上人的家庭
[00:16:11.200 --> 00:16:13.400]  背景長大
[00:16:13.600 --> 00:16:15.600]  我爺爺是一個很傳統的家庭
[00:16:15.600 --> 00:16:17.800]  我爺爺是一家之主
[00:16:17.800 --> 00:16:20.000]  我爺爺有九個子女
[00:16:20.000 --> 00:16:22.200]  有二十七個孫子
[00:16:22.200 --> 00:16:24.400]  但是我爺爺
[00:16:24.400 --> 00:16:26.600]  在我們當中
[00:16:26.600 --> 00:16:28.800]  是很有權威的
[00:16:28.800 --> 00:16:31.000]  但相反另外我媽那邊就不同了
[00:16:31.000 --> 00:16:33.200]  我媽的女人
[00:16:33.200 --> 00:16:35.400]  是很有權威的
[00:16:35.400 --> 00:16:37.600]  因為阿婆比較兇
[00:16:37.600 --> 00:16:39.800]  阿公不敢說話
[00:16:39.800 --> 00:16:42.000]  所以久而久之
[00:16:42.200 --> 00:16:44.200]  我媽的基因
[00:16:44.200 --> 00:16:46.400]  作為男人就很想有多點權威
[00:16:46.400 --> 00:16:48.600]  好像爸爸一樣男人的地位大一點
[00:16:48.600 --> 00:16:50.800]  但是去到我媽那邊
[00:16:50.800 --> 00:16:53.000]  我的妹妹是比較兇的
[00:16:53.000 --> 00:16:55.200]  我有幾個妹妹就資資渣渣
[00:16:55.200 --> 00:16:57.400]  所以我的成長
[00:16:57.400 --> 00:16:59.600]  是源於我爸媽
[00:16:59.600 --> 00:17:01.800]  我爸那邊是有一個父權
[00:17:01.800 --> 00:17:04.000]  來到當中
[00:17:04.000 --> 00:17:06.200]  以致給我一個感覺
[00:17:06.200 --> 00:17:08.400]  但是我媽那邊
[00:17:08.400 --> 00:17:10.600]  女權就比較兇
[00:17:10.800 --> 00:17:12.800]  強勢一點
[00:17:12.800 --> 00:17:15.000]  所以形成有時
[00:17:15.000 --> 00:17:17.200]  見到我媽的強勢
[00:17:17.200 --> 00:17:19.400]  又見到我爸的強勢
[00:17:19.400 --> 00:17:21.600]  而塑造今天的我
[00:17:21.600 --> 00:17:23.800]  我問今天我怎樣被我爸媽影響呢
[00:17:23.800 --> 00:17:26.000]  我是不是很大男人呢
[00:17:26.000 --> 00:17:28.200]  我有沒有好好留意
[00:17:28.200 --> 00:17:30.400]  我家裡對我們的成長呢
[00:17:30.400 --> 00:17:32.600]  我曾經剛剛回香港的時候
[00:17:32.600 --> 00:17:34.800]  又和一個年輕人聊天
[00:17:34.800 --> 00:17:37.000]  他是一個小學老師
[00:17:37.000 --> 00:17:39.200]  他說小學
[00:17:39.400 --> 00:17:41.400]  他用他的時間
[00:17:41.400 --> 00:17:43.600]  他娶了一個老婆生了兩個子女
[00:17:43.600 --> 00:17:45.800]  但是他很喜歡教書
[00:17:45.800 --> 00:17:48.000]  因為在教書方面男人很喜歡工作
[00:17:48.000 --> 00:17:50.200]  在教書方面
[00:17:50.200 --> 00:17:52.400]  老師又有身份
[00:17:52.400 --> 00:17:54.600]  家長又多謝你
[00:17:54.600 --> 00:17:56.800]  學生又多謝你
[00:17:56.800 --> 00:17:59.000]  所以很喜歡工作
[00:17:59.000 --> 00:18:01.200]  但是很晚下班
[00:18:01.200 --> 00:18:03.400]  回到家的時候
[00:18:03.400 --> 00:18:05.600]  發覺不是很喜歡和子女一起相處
[00:18:05.600 --> 00:18:07.800]  因為覺得很煩
[00:18:08.000 --> 00:18:10.000]  他去探索
[00:18:10.000 --> 00:18:12.200]  為什麼我對子女
[00:18:12.200 --> 00:18:14.400]  好像是一種責任
[00:18:14.400 --> 00:18:16.600]  而不是一種愛
[00:18:16.600 --> 00:18:18.800]  他發現原來他原生家庭
[00:18:18.800 --> 00:18:21.000]  都有些對他影響
[00:18:21.000 --> 00:18:23.200]  他爸媽很喜歡工作
[00:18:23.200 --> 00:18:25.400]  他爸媽從小努力工作
[00:18:25.400 --> 00:18:27.600]  賺錢養他兩兄弟
[00:18:27.600 --> 00:18:29.800]  但是他爸媽只是工作
[00:18:29.800 --> 00:18:32.000]  從來忽略了婚姻的關係
[00:18:32.000 --> 00:18:34.200]  甚至忽略了他兩兄弟的關係
[00:18:34.200 --> 00:18:36.400]  以致久而久之
[00:18:36.600 --> 00:18:38.600]  他發覺原來他對家庭的關係
[00:18:38.600 --> 00:18:40.800]  不是很重視
[00:18:40.800 --> 00:18:43.000]  而是有一種疏離感
[00:18:43.000 --> 00:18:45.200]  所以他爸媽離婚
[00:18:45.200 --> 00:18:47.400]  很不幸在2019年
[00:18:47.400 --> 00:18:49.600]  香港社會運動出現之後
[00:18:49.600 --> 00:18:51.800]  他和他弟弟的關係都決裂
[00:18:51.800 --> 00:18:54.000]  因為政見不同的緣故
[00:18:54.000 --> 00:18:56.200]  又分開了
[00:18:56.200 --> 00:18:58.400]  所以他探索到
[00:18:58.400 --> 00:19:00.600]  原來他的成長和子女的關係
[00:19:00.600 --> 00:19:02.800]  這麼疏離源於
[00:19:02.800 --> 00:19:05.000]  他在過往原生家庭當中
[00:19:05.200 --> 00:19:07.200]  他對那種關係不是很熱切
[00:19:07.200 --> 00:19:09.400]  而是一種疏離
[00:19:09.400 --> 00:19:11.600]  他對家庭不是一種愛而是一種責任
[00:19:11.600 --> 00:19:13.800]  鄧小姐,在我們成長當中
[00:19:13.800 --> 00:19:16.000]  你有沒有留意到
[00:19:16.000 --> 00:19:18.200]  你的原生家庭怎樣影響你呢?
[00:19:18.200 --> 00:19:20.400]  最後,時間關係
[00:19:20.400 --> 00:19:22.600]  除去原生家庭
[00:19:22.600 --> 00:19:24.800]  那種犯罪的生活模式
[00:19:24.800 --> 00:19:27.000]  你要留意
[00:19:27.000 --> 00:19:29.200]  有機會你靜下來的時候
[00:19:29.200 --> 00:19:31.400]  檢視自己的原生家庭
[00:19:31.400 --> 00:19:33.600]  以致你怎樣去更新屬靈的生命
[00:19:33.800 --> 00:19:35.800]  很快說完這一點
[00:19:35.800 --> 00:19:38.000]  當約西亞
[00:19:38.000 --> 00:19:40.200]  拿了書之後
[00:19:40.200 --> 00:19:42.400]  他帶領百姓
[00:19:42.400 --> 00:19:44.600]  一起納約來盡心盡性地
