
[00:00:00.000 --> 00:00:07.000]  各位弟兄姊妹,平安救藥仍然說話
[00:07:51.000 --> 00:07:52.000]  可以有出路
[00:07:52.000 --> 00:07:55.000]  不再陷入一個困境
[00:07:55.000 --> 00:07:56.000]  一個絕望
[00:07:56.000 --> 00:07:58.000]  一個無助的境況裡
[00:07:58.000 --> 00:08:02.000]  所以我們對神是燃點
[00:08:02.000 --> 00:08:05.000]  心裡對神的渴求
[00:08:05.000 --> 00:08:07.000]  對神的依靠
[00:08:07.000 --> 00:08:09.000]  我們信靠祂
[00:08:09.000 --> 00:08:11.000]  我們不動搖
[00:08:11.000 --> 00:08:13.000]  因為祂是我們的高台
[00:08:13.000 --> 00:08:15.000]  是我們的避難所
[00:08:15.000 --> 00:08:17.000]  是我們的依靠
[00:08:17.000 --> 00:08:19.000]  靠耶和華的人
[00:08:19.000 --> 00:08:21.000]  是最有福的
[00:08:21.000 --> 00:08:24.000]  所以你時時抓住
[00:08:24.000 --> 00:08:26.000]  耶和華的名字
[00:08:26.000 --> 00:08:28.000]  你每次想起耶和華
[00:08:28.000 --> 00:08:30.000]  以立就是祂必有預備
[00:08:30.000 --> 00:08:32.000]  你想起耶和華
[00:08:32.000 --> 00:08:34.000]  拉法就是耶和華
[00:08:34.000 --> 00:08:36.000]  是醫治的神
[00:08:36.000 --> 00:08:38.000]  所以願神賜福給你
