
[00:00:00.000 --> 00:00:03.320]  會講一個題目叫做有關安全感的問題
[00:02:35.900 --> 00:02:37.180]  去逃避
[00:02:37.180 --> 00:02:40.260]  去想要滿足那種不安全的感覺
[00:02:40.260 --> 00:02:42.300]  結果一輩子這樣浪費
[00:02:42.300 --> 00:02:44.600]  那今天我想要從聖經
[00:02:44.600 --> 00:02:45.620]  讓你看
[00:02:45.620 --> 00:02:46.660]  一篇的詩篇
[00:02:46.660 --> 00:02:48.700]  那我希望透過這邊詩篇
[00:02:48.700 --> 00:02:51.260]  讓你們可以更加認識說
[00:02:51.260 --> 00:02:53.820]  我們認識這位神到底是怎麼樣的一位神
[00:02:54.340 --> 00:02:56.900]  那你可以從他身上怎麼樣去找到一些
[00:02:56.900 --> 00:02:59.980]  克服一些你缺乏安全感的恐懼
[00:02:59.980 --> 00:03:03.060]  以至於你不需要花一輩子的時間去
[00:03:03.060 --> 00:03:07.140]  就躲在那個沒有安全感的恐懼裡面就這樣就過了一輩子
[00:03:07.140 --> 00:03:10.480]  發現說你從來沒有試過有勇氣的踏出那一步
[00:03:10.480 --> 00:03:13.040]  真的可以過一些很豐盛的生活
[00:03:13.040 --> 00:03:16.620]  這邊詩篇記載在詩篇49篇
[00:03:16.620 --> 00:03:17.900]  詩篇49篇
[00:03:18.920 --> 00:03:25.060]  我們先來讀詩篇46篇的第一節到
[00:03:25.060 --> 00:03:26.340]  第三節
[00:03:26.340 --> 00:03:28.140]  第一節到第三節
[00:03:28.140 --> 00:03:31.980]  這邊我們看到詩人其實經歷過一個很大的
[00:03:31.980 --> 00:03:36.080]  災害以至於後來發生了這件事之後他寫了這篇詩
[00:03:36.080 --> 00:03:37.600]  那我們先來讀好不好
[00:03:37.600 --> 00:03:40.680]  這首詩是可拉的後裔的一首詩歌
[00:03:40.680 --> 00:03:41.440]  那麼
[00:03:41.440 --> 00:03:44.780]  46章的第一節他是這樣說的他說
[00:03:44.780 --> 00:03:46.820]  上帝與我們同在
[00:03:47.080 --> 00:03:49.120]  上帝是我們的避難所
[00:03:49.120 --> 00:03:50.920]  是我們的力量
[00:03:50.920 --> 00:03:54.000]  是我們在患難中隨時的幫助
[00:03:54.000 --> 00:03:56.300]  所以地雖改變
[00:03:56.300 --> 00:03:58.860]  山雖搖動到海心
[00:03:58.860 --> 00:04:02.180]  其中的水雖噴轟翻騰
[00:04:02.180 --> 00:04:04.740]  山雖因海漲而顫抖
[00:04:04.740 --> 00:04:07.040]  我們也不害怕
[00:04:07.040 --> 00:04:09.100]  這邊詩人講得很恐怖啊
[00:04:09.100 --> 00:04:11.400]  山也會搖動很大的地震
[00:04:11.400 --> 00:04:13.700]  山也會搖動到海心然後
[00:04:13.700 --> 00:04:14.980]  其中的水
[00:04:14.980 --> 00:04:16.000]  噴轟翻騰
[00:04:17.040 --> 00:04:18.320]  在這篇詩篇
[00:04:18.320 --> 00:04:22.160]  寫的時候作者其實經歷過一個很
[00:04:22.160 --> 00:04:25.240]  特別的歷史事件以至於有這篇詩
[00:04:25.240 --> 00:04:27.800]  你能夠了解這個故事
[00:04:27.800 --> 00:04:31.380]  然後你就比較了解為什麼詩人會這樣說
[00:04:31.380 --> 00:04:35.980]  那麼這件事其實是記載在以賽亞書的36到37
[00:04:35.980 --> 00:04:39.320]  章那我就大概解釋給你聽發生什麼事
[00:04:39.320 --> 00:04:41.620]  在公元前的700年
[00:04:41.620 --> 00:04:42.640]  左右
[00:04:42.640 --> 00:04:44.940]  那麼那時候有一個
[00:04:45.200 --> 00:04:48.280]  一個很厲害的帝國興起叫亞述帝國
[00:04:48.280 --> 00:04:52.620]  那麼亞述帝國當時的王呢叫做希拿基利
[00:04:52.620 --> 00:04:55.960]  那麼希拿基利如果你看歷史他是一個很好戰的王
[00:04:55.960 --> 00:04:58.000]  也是一個很野蠻很
[00:04:58.000 --> 00:04:59.020]  殘酷的王
[00:04:59.020 --> 00:05:01.840]  那麼他就把以色列的北國滅了
[00:05:01.840 --> 00:05:03.120]  以色列在
[00:05:03.120 --> 00:05:06.700]  索羅門灣之後就分南北
[00:05:06.700 --> 00:05:13.100]  那麼北國呢無論是論到他的戰地的面積啊經濟的發展啊軍事的力量
[00:05:13.100 --> 00:05:14.640]  都比南國強
[00:05:14.900 --> 00:05:16.680]  北國叫以色列南國叫猶大
[00:05:16.680 --> 00:05:19.240]  所以北國雖然這麼強
[00:05:19.240 --> 00:05:21.800]  可是都已經被亞述國吞沒了
[00:05:21.800 --> 00:05:23.600]  完全毀滅
[00:05:23.600 --> 00:05:26.920]  那麼南國的王當時叫做西西伽
[00:05:26.920 --> 00:05:28.980]  那麼西西伽就想了個辦法說
[00:05:28.980 --> 00:05:32.300]  以我們的實力應該鬥不過亞述王吧
[00:05:32.300 --> 00:05:34.600]  結果他就用了一個方法說這樣好了
[00:05:34.600 --> 00:05:37.680]  他就去找亞述王跟他說可不可以不要打我們
[00:05:37.680 --> 00:05:39.720]  我們就每年給錢你就好了
[00:05:39.720 --> 00:05:44.340]  那麼在古時候叫進貢啊那麼其實在歷史上很多國家都這樣就是
[00:05:44.580 --> 00:05:48.180]  建立邦交我每年給你多少錢你就不來侵犯我
[00:05:48.180 --> 00:05:53.800]  那後來那個亞述王覺得你們也乖乖的也沒做什麼事每年還有錢收那算不打你
[00:05:53.800 --> 00:05:54.820]  就不打他
[00:05:54.820 --> 00:05:56.880]  可是過了很多年之後呢
[00:05:56.880 --> 00:06:00.720]  他們就有一個軍師也不知道是誰提出這個意見
[00:06:00.720 --> 00:06:03.020]  跟那個西西伽王說
[00:06:03.020 --> 00:06:05.320]  我們這樣每年給錢也不是辦法
[00:06:05.320 --> 00:06:08.900]  在我們南邊呢有一個新興的帝國
[00:06:08.900 --> 00:06:11.220]  以前曾經很強後來墮落了
[00:06:11.220 --> 00:06:13.520]  現在他又重新建立起來
[00:06:13.780 --> 00:06:14.560]  就是埃及
[00:06:14.560 --> 00:06:16.860]  埃及國當時是開始
[00:06:16.860 --> 00:06:17.880]  越變越強
[00:06:17.880 --> 00:06:20.440]  所以有人就提西西伽說這樣吧
[00:06:20.440 --> 00:06:22.740]  可不可以跟南面的國
[00:06:22.740 --> 00:06:24.020]  建立邦交
[00:06:24.020 --> 00:06:26.580]  就不再給錢給亞述王
[00:06:26.580 --> 00:06:29.920]  那後來他就派使者去埃及去交涉
[00:06:29.920 --> 00:06:30.940]  那發現
[00:06:30.940 --> 00:06:33.760]  法老埃及的法老跟他們還蠻友善的
[00:06:33.760 --> 00:06:35.040]  他們就覺得
[00:06:35.040 --> 00:06:38.360]  埃及好像很厲害喔現在戰馬車也越來越多
[00:06:38.360 --> 00:06:39.380]  經濟越來越好
[00:06:39.380 --> 00:06:41.180]  他也答應
[00:06:41.440 --> 00:06:44.500]  如果我們給比如說如果我是每年給
[00:06:44.500 --> 00:06:47.580]  亞述國1000萬你只要每年給他500萬
[00:06:47.580 --> 00:06:51.160]  50%而已他就可以保護你的安全
[00:06:51.160 --> 00:06:54.500]  所以後來西西伽就代表猶大國就決定說
[00:06:54.500 --> 00:06:55.260]  這樣好了
[00:06:55.260 --> 00:06:57.060]  從今天開始我們就
[00:06:57.060 --> 00:06:58.840]  跟埃及建立邦交
[00:06:58.840 --> 00:07:01.660]  就把錢一半的錢給埃及
[00:07:01.660 --> 00:07:02.420]  就
[00:07:02.420 --> 00:07:03.700]  背叛了
[00:07:03.700 --> 00:07:04.740]  亞述國
[00:07:04.740 --> 00:07:07.300]  那後來亞述國聽到了之後
[00:07:07.300 --> 00:07:09.340]  那個西南尼基就覺得好
[00:07:09.340 --> 00:07:10.880]  敢背叛我對不對
[00:07:11.380 --> 00:07:13.420]  他就說我要率領大軍
[00:07:13.420 --> 00:07:14.700]  從北
[00:07:14.700 --> 00:07:18.040]  到南他說他會先到埃及
[00:07:18.040 --> 00:07:20.860]  先打完埃及再從南
[00:07:20.860 --> 00:07:23.420]  往上走再回來打耶路撒冷
[00:07:23.420 --> 00:07:25.460]  這就是這邊詩篇
[00:07:25.460 --> 00:07:28.020]  所面臨的一個歷史的背景
[00:07:28.020 --> 00:07:29.820]  所以當時
[00:07:29.820 --> 00:07:33.400]  亞述國王就帶領了很多的人
[00:07:33.400 --> 00:07:38.000]  很多的軍隊就先來打破了埃及他們已經攻破了埃及
[00:07:38.000 --> 00:07:41.340]  也攻破了耶路撒冷以南很多的城市
[00:07:41.840 --> 00:07:45.160]  亞述國其實就現在的大概伊朗那個位置所以
[00:07:45.160 --> 00:07:50.280]  在耶路撒冷的北邊他們先跑到最南邊打完埃及再往上打
[00:07:50.280 --> 00:07:51.580]  現在就大軍
[00:07:51.580 --> 00:07:53.880]  大軍就成齡到
[00:07:53.880 --> 00:07:55.920]  耶路撒冷的城牆外
[00:07:55.920 --> 00:07:59.260]  所以他們就在外面的時候就知道說
[00:07:59.260 --> 00:08:04.120]  西西伽就嚇壞了西西伽是個很信神的人不過他是個
[00:08:04.120 --> 00:08:10.780]  也不是一個軍事或者在經濟方面也弄得不好他不是一個很有能力的人可是他很信靠神
[00:08:11.540 --> 00:08:13.580]  他就嚇死了他嚇死了之後呢
[00:08:13.580 --> 00:08:16.160]  他就趕快當天的晚上
[00:08:16.160 --> 00:08:19.220]  他就來到神面前如果你去看以賽亞述
[00:08:19.220 --> 00:08:21.260]  他就撕裂衣服
[00:08:21.260 --> 00:08:25.620]  在神面前把所有他心裡面的恐懼向神述說
[00:08:25.620 --> 00:08:30.740]  所以因為這樣才有了這樣一篇的詩篇
[00:08:30.740 --> 00:08:32.780]  所以我希望你明白第一點
[00:08:32.780 --> 00:08:36.120]  當你想要找到安全感的時候
[00:08:36.120 --> 00:08:37.640]  最好的方法
[00:08:37.640 --> 00:08:39.440]  是你來到神面前
[00:08:39.700 --> 00:08:41.760]  把你所有的不安全感
[00:08:41.760 --> 00:08:43.540]  所有的恐懼
[00:08:43.540 --> 00:08:46.880]  直接清清楚義的在他面前跟他說
[00:08:46.880 --> 00:08:49.700]  所以你不要看到這邊詩篇一開始說
[00:08:49.700 --> 00:08:55.840]  無論是地衰改變山搖動到海星水又噴轟翻騰我都不害怕
[00:08:55.840 --> 00:09:02.240]  如果沒有經歷過那個很害怕你來到神面前把你的恐懼
[00:09:02.240 --> 00:09:05.820]  全部清清楚義的在神面前去述說
[00:09:05.820 --> 00:09:08.120]  就沒有這邊詩篇說
[00:09:08.120 --> 00:09:09.140]  什麼我都不怕
[00:09:10.160 --> 00:09:12.720]  沒有人天生是很有安全感
[00:09:12.720 --> 00:09:15.540]  沒有人天生可以來到神面前說
[00:09:15.540 --> 00:09:20.660]  我知道你與我同在無論是地震海嘯任何的東西我都不怕
[00:09:20.660 --> 00:09:22.700]  除非你經歷過
[00:09:22.700 --> 00:09:25.780]  像斯人一樣他經歷過一個很大的災害
[00:09:25.780 --> 00:09:27.060]  將要臨到他
[00:09:27.060 --> 00:09:30.640]  亞述國王帶領幾十萬的軍隊瀕臨城下
[00:09:30.640 --> 00:09:31.660]  嚇死了
[00:09:31.660 --> 00:09:35.000]  結果他來到神面前所有的東西都講出來
[00:09:35.000 --> 00:09:36.780]  才有了今天
[00:09:37.040 --> 00:09:40.620]  經歷過神的幫助他都知道現在我不怕
[00:09:40.620 --> 00:09:45.480]  我在讀中學的時候在一個國家叫貝里斯
[00:09:45.480 --> 00:09:49.080]  但是在貝里斯我吃過一次很大的災難
[00:09:49.080 --> 00:09:50.860]  就是有一個很大的颱風
[00:09:50.860 --> 00:09:53.680]  將要降落在那個海島的國家
[00:09:53.680 --> 00:09:58.280]  那如果你不清楚貝里斯他的海他是海拔以下
[00:09:58.280 --> 00:10:00.340]  就是他不是海拔以上
[00:10:00.340 --> 00:10:03.660]  所以任何一點點的颱風就整個城市淹水
[00:10:03.660 --> 00:10:05.720]  但是我們那個的颱風
[00:10:05.960 --> 00:10:09.540]  是聽說30年以來最大的颱風
[00:10:09.540 --> 00:10:12.620]  所以就知道整個國家應該會全淹
[00:10:12.620 --> 00:10:14.160]  那我們就後來
[00:10:14.160 --> 00:10:16.720]  市長就說整個城市要evacuate
[00:10:16.720 --> 00:10:18.520]  全部都要撤出
[00:10:18.520 --> 00:10:22.600]  那因為人道的緣故他要把所有的監獄全部開放
[00:10:22.600 --> 00:10:24.400]  犯人全部走出來
[00:10:24.400 --> 00:10:27.720]  所以我們就所有人都要離開我們的家
[00:10:27.720 --> 00:10:30.280]  我們要跑到最高的山上
[00:10:30.280 --> 00:10:32.080]  去躲 那有個cushion camp
[00:10:32.840 --> 00:10:38.480]  我還知道那時候我們都很害怕因為曾經經歷過30年前有個很大的颱風的那些人都
[00:10:38.480 --> 00:10:39.760]  一直講故事
[00:10:39.760 --> 00:10:42.060]  嚇我們說你知道當年30年前
[00:10:42.060 --> 00:10:43.600]  最大颱風來的時候
[00:10:43.600 --> 00:10:48.460]  當時很多鐵皮屋他是整塊鐵皮箱飛下來啊那個人頭都切斷了什麼
[00:10:48.460 --> 00:10:51.020]  就是當時因為當時確實死了很多人
[00:10:51.020 --> 00:10:52.300]  整個城市都淹了
[00:10:52.300 --> 00:10:54.340]  所以再來一次比30年前
[00:10:54.340 --> 00:10:57.160]  颱風更厲害的颱風來的時候大家都很害怕
[00:10:57.160 --> 00:10:58.960]  所以大家都要走啊
[00:10:59.220 --> 00:11:03.320]  那我們到時候我記得那時候我讀中學我們中學的那個
[00:11:03.320 --> 00:11:05.620]  團體大概有40人我們就40個人
[00:11:05.620 --> 00:11:06.640]  剛好
[00:11:06.640 --> 00:11:08.440]  帶上家人什麼的我們就
[00:11:08.440 --> 00:11:10.740]  十幾二十輛車排開
[00:11:10.740 --> 00:11:12.020]  我們經過freeway
[00:11:12.020 --> 00:11:14.320]  我們經過freeway的時候就很恐怖因為
[00:11:14.320 --> 00:11:16.120]  freeway旁邊有間監獄
[00:11:16.120 --> 00:11:20.200]  那我們聽到收音機說監獄現在全部開放犯人全部出來
[00:11:20.200 --> 00:11:22.760]  很有可能在路上就劫車這樣子
[00:11:22.760 --> 00:11:25.840]  那我們就找找找我們就是這麼多家庭
[00:11:25.840 --> 00:11:28.140]  找到了三支槍
[00:11:28.400 --> 00:11:31.980]  一支是那種來福的步槍兩支手槍
[00:11:31.980 --> 00:11:35.820]  那我們就說一個車隊最前面的車有一支槍
[00:11:35.820 --> 00:11:38.380]  後面那台車有一支槍中間有一支
[00:11:38.380 --> 00:11:42.740]  他說萬一有犯人劫車的時候我們就鳴槍示威
[00:11:42.740 --> 00:11:44.280]  那我們就就禱告
[00:11:44.280 --> 00:11:45.040]  就禱告
[00:11:45.040 --> 00:11:47.600]  那我們那時候我還記得那時候很很害怕
[00:11:47.600 --> 00:11:52.460]  有些人禱告的時候那是害怕到一種程度有人用方言禱告
[00:11:52.460 --> 00:11:56.820]  那是我第一次聽到有人用方言禱告那時候我剛信主
[00:11:57.080 --> 00:11:58.620]  我還不知道什麼叫方言
[00:11:58.620 --> 00:12:01.440]  我知道禱告的時候他一直講一些我聽不懂的話
[00:12:01.440 --> 00:12:08.080]  我就說你不是嚇到語無倫次吧還是怎麼樣他說沒有那是方言他說用方言禱告我比較有安全感
[00:12:08.080 --> 00:12:10.140]  他比較make sure神會聽
[00:12:10.140 --> 00:12:12.440]  所以後來我們就禱告就走
[00:12:12.440 --> 00:12:16.540]  那我很感恩就神一路保守我們就很安全的到達那個camp
[00:12:16.540 --> 00:12:19.860]  那我們就在camp裡面我們一直禱告一直禱告
[00:12:19.860 --> 00:12:23.700]  我記得很多晚上我們就是讀這樣一篇詩篇
[00:12:24.220 --> 00:12:27.540]  三歲搖動到海星可是如果神與我們同在
[00:12:27.540 --> 00:12:28.820]  我們就不害怕
[00:12:28.820 --> 00:12:31.640]  那我們把所有的恐懼都交給神在
[00:12:31.640 --> 00:12:33.700]  Christian Camp裡面我們就唱詩
[00:12:33.700 --> 00:12:34.460]  我們就
[00:12:34.460 --> 00:12:37.540]  我過了一個禮拜很高興的生活
[00:12:37.540 --> 00:12:39.060]  我們就一起禱告
[00:12:39.060 --> 00:12:41.380]  我們很感恩是那個颱風
[00:12:41.380 --> 00:12:45.460]  差不多要朝這個方向降落到我們國家的時候
[00:12:45.460 --> 00:12:47.780]  突然間twist有個turn
[00:12:47.780 --> 00:12:51.100]  就離開了我們國家所以那次完全沒事
[00:12:51.100 --> 00:12:52.640]  那我們就回到家
[00:12:52.640 --> 00:12:53.660]  安然無恙
[00:12:53.920 --> 00:12:57.240]  安然無恙所以我們在自從那一次我才知道原來
[00:12:57.240 --> 00:12:58.520]  有些的災難
[00:12:58.520 --> 00:13:00.320]  如果你真的來到神面前
[00:13:00.320 --> 00:13:02.100]  能夠把你的恐懼
[00:13:02.100 --> 00:13:04.160]  完全交託的時候
[00:13:04.160 --> 00:13:05.940]  你會經歷到神真的會做功
[00:13:05.940 --> 00:13:07.220]  神會特別的保守
[00:13:07.220 --> 00:13:11.840]  很多時候我們人生也會經歷很多這樣環境上的災難
[00:13:11.840 --> 00:13:13.380]  西西迦也經歷過
[00:13:13.380 --> 00:13:15.940]  如果沒有了他來到神面前說
[00:13:15.940 --> 00:13:17.460]  神我害怕得要死
[00:13:17.460 --> 00:13:19.000]  我現在不行了
[00:13:19.000 --> 00:13:22.580]  沒有那個禱告就經歷不到今天詩人所說的
[00:13:23.360 --> 00:13:26.680]  山水搖動到海心可是我們也不害怕
[00:13:26.680 --> 00:13:28.740]  沒有經歷過的人
[00:13:28.740 --> 00:13:31.040]  不可能直接跳到這一節的
[00:13:31.040 --> 00:13:33.080]  除非你經歷過
[00:13:33.080 --> 00:13:34.100]  你真的
[00:13:34.100 --> 00:13:35.380]  像聖經所說
[00:13:35.380 --> 00:13:36.660]  一無掛慮
[00:13:36.660 --> 00:13:38.720]  凡是所有的事情
[00:13:38.720 --> 00:13:42.300]  就接著禱告祈求把你所想要的
[00:13:42.300 --> 00:13:43.580]  告訴神
[00:13:43.580 --> 00:13:45.620]  神會賜給你意外的平安
[00:13:45.620 --> 00:13:47.420]  第二點
[00:13:47.420 --> 00:13:48.700]  人為的傷害
[00:13:48.700 --> 00:13:51.000]  我們繼續讀這邊詩篇
[00:13:51.000 --> 00:13:52.020]  繼續讀下去
[00:13:53.300 --> 00:13:55.860]  在詩篇的46篇4到7節
[00:13:55.860 --> 00:13:57.660]  這邊詩人繼續說
[00:13:57.660 --> 00:13:58.940]  他說
[00:13:58.940 --> 00:14:00.220]  有一道河
[00:14:00.220 --> 00:14:02.780]  這河的分岔使上帝的城
[00:14:02.780 --> 00:14:03.540]  歡喜
[00:14:03.540 --> 00:14:06.620]  這城就是至高者居住的聖所
[00:14:06.620 --> 00:14:09.700]  上帝在其中城必不搖動
[00:14:09.700 --> 00:14:10.980]  到天一亮
[00:14:10.980 --> 00:14:13.280]  上帝必幫助這城
[00:14:13.280 --> 00:14:14.800]  外邦軒然
[00:14:14.800 --> 00:14:21.200]  列國搖動上帝發聲地變雲化萬軍之耶華與我們同在
[00:14:21.460 --> 00:14:24.280]  雅各的上帝是我們的避難所
[00:14:24.280 --> 00:14:28.380]  你知道亞述帝國
[00:14:28.380 --> 00:14:29.900]  是很殘忍的帝國
[00:14:29.900 --> 00:14:33.500]  我記得在很多年前我們請了
[00:14:33.500 --> 00:14:35.280]  Stanford大學的
[00:14:35.280 --> 00:14:38.620]  他們的考古學的那個部門的主管
[00:14:38.620 --> 00:14:40.660]  來幫我們開了
[00:14:40.660 --> 00:14:45.280]  一課叫做聖經考古學他開了兩課一個是舊約的考古新約的考古
[00:14:45.280 --> 00:14:47.580]  在舊約考古的時候他放那些
[00:14:47.580 --> 00:14:49.360]  那些碑文給我們看
[00:14:49.880 --> 00:14:51.680]  他說亞述帝國以前
[00:14:51.680 --> 00:14:53.720]  的人打仗有一個
[00:14:53.720 --> 00:14:55.520]  有一個tradition
[00:14:55.520 --> 00:14:58.840]  有個習慣就是打仗前呢先立碑文
[00:14:58.840 --> 00:15:02.160]  而且那些碑文是立的如果你看懂的話
[00:15:02.160 --> 00:15:03.700]  是很殘忍
[00:15:03.700 --> 00:15:07.040]  就是基本上他是在吹牛是一種心理戰就是
[00:15:07.040 --> 00:15:08.560]  我來打你之前
[00:15:08.560 --> 00:15:12.160]  我先立一些碑文讓你看這些碑文就說我發誓
[00:15:12.160 --> 00:15:17.280]  如果我來到你的城門我攻進去的話我會挖你的眼睛什麼
[00:15:17.280 --> 00:15:18.800]  砍你頭什麼
[00:15:19.060 --> 00:15:20.340]  各種各樣
[00:15:20.340 --> 00:15:24.180]  很殘忍的暴行的那種我發誓要這樣做
[00:15:24.180 --> 00:15:27.260]  基本上這是一種古代打仗的心理戰就是
[00:15:27.260 --> 00:15:30.080]  大軍未到之前我先嚇死你
[00:15:30.080 --> 00:15:32.880]  先告訴你我來的時候我將要做什麼
[00:15:32.880 --> 00:15:34.160]  他們
[00:15:34.160 --> 00:15:38.520]  亞述帝國是他們發明了一種很殘酷的型
[00:15:38.520 --> 00:15:40.320]  是把你埋在地上
[00:15:40.320 --> 00:15:45.440]  這裡開個洞灌水銀讓你養的不得了你就跳出來皮還留在下面
[00:15:45.680 --> 00:15:49.260]  所以只有他們的國家想得出這種很殘忍
[00:15:49.260 --> 00:15:51.060]  你都想像不到的極刑
[00:15:51.060 --> 00:15:54.640]  他們就會立碑文說我如果進到這個城
[00:15:54.640 --> 00:15:55.920]  你們每個人
[00:15:55.920 --> 00:15:57.460]  都要享受這樣的心
[00:15:57.460 --> 00:15:59.500]  所以他們就會立這種碑文
[00:15:59.500 --> 00:16:04.880]  所以以前你不要以為說很很和平的戰爭是那些是很殘暴的
[00:16:04.880 --> 00:16:09.740]  他來之前已經立好碑文告訴你如果我攻破你的城你全家都這樣
[00:16:09.740 --> 00:16:15.120]  所以他們就來到這道城而且他做了一件很很壞的事情
[00:16:15.640 --> 00:16:17.680]  他們來到城下就不是打仗
[00:16:17.680 --> 00:16:22.040]  他們還先派了一個將軍在城外每天在罵戰
[00:16:22.040 --> 00:16:24.080]  這也是另外一種心理戰
[00:16:24.080 --> 00:16:28.700]  就是他們還沒打你之前先派一個人每天在你城門罵
[00:16:28.700 --> 00:16:32.020]  罵一直罵一直罵罵一些很難聽的話
[00:16:32.020 --> 00:16:37.140]  一直罵一直讀碑文給你聽碑文上寫我們攻城進來我要做什麼我要做什麼
[00:16:37.140 --> 00:16:39.440]  就是你還沒打已經嚇死
[00:16:39.440 --> 00:16:41.500]  你看到說他們
[00:16:41.500 --> 00:16:45.340]  幾十萬軍隊你蘭國小小一個國家
[00:16:46.100 --> 00:16:47.640]  這些的人為的傷害
[00:16:47.640 --> 00:16:49.180]  這些很恐懼
[00:16:49.180 --> 00:16:55.580]  讓西西嘉為什麼他會撕裂衣服在神面前說把他所有的恐懼一次過傾瀉出來
[00:16:55.580 --> 00:16:58.400]  你想想看如果你是那個國王
[00:16:58.400 --> 00:17:00.700]  你聽到這麼多大軍
[00:17:00.700 --> 00:17:05.560]  出了名的殘忍的在外面不斷的每天讀這種經文給你聽
[00:17:05.560 --> 00:17:06.840]  你都嚇壞
[00:17:06.840 --> 00:17:08.380]  你嚇死
[00:17:08.380 --> 00:17:11.200]  如果不是你知道有一位神
[00:17:11.200 --> 00:17:13.240]  你可以把你的恐懼來到他
[00:17:13.240 --> 00:17:14.780]  面前述說
[00:17:15.300 --> 00:17:16.580]  你真的無路可走
