
[00:00:00.000 --> 00:00:03.020]  我們親愛的天父感謝祢
[00:03:02.040 --> 00:03:06.040]  有些是豬年,有些是牛年
[00:03:06.040 --> 00:03:08.040]  還有什麼年?
[00:03:08.040 --> 00:03:10.040]  有雞年,還有什麼?
[00:03:10.040 --> 00:03:12.040]  馬、龍
[00:03:12.040 --> 00:03:15.040]  有一樣我們教會經常提的是什麼?
[00:03:15.040 --> 00:03:17.040]  羊
[00:03:17.040 --> 00:03:19.040]  今天我這個題目就是說
[00:03:19.040 --> 00:03:21.040]  究竟我們是不是主的羊
[00:03:21.040 --> 00:03:23.040]  Are we God's sheep?
[00:03:23.040 --> 00:03:25.040]  我們是不是主的羊?
[00:03:25.040 --> 00:03:30.040]  其實在耶穌基督的講道
[00:03:30.040 --> 00:03:32.040]  他也提到基督徒
[00:03:32.040 --> 00:03:34.040]  我們叫Christians
[00:03:34.040 --> 00:03:38.040]  我們應該有一些特別的character
[00:03:38.040 --> 00:03:40.040]  就好像羊
[00:03:40.040 --> 00:03:42.040]  所以在聖經裡面講道
[00:03:42.040 --> 00:03:46.040]  有羊提到很多很多
[00:03:46.040 --> 00:03:50.040]  不過耶穌也有用別的動物來帶出
[00:03:50.040 --> 00:03:53.040]  告訴我們我們做一個基督徒
[00:03:53.040 --> 00:03:55.040]  應該有什麼特質呢?
[00:03:55.040 --> 00:03:57.040]  好像什麼動物呢?
[00:03:57.040 --> 00:03:59.040]  今天我們來看一節經文
[00:03:59.040 --> 00:04:06.040]  我們在《馬太福音》第十六節
[00:04:06.040 --> 00:04:08.040]  我們一起讀好不好?
[00:04:08.040 --> 00:04:11.040]  Can you read the Bible verse on the screen with us?
[00:04:11.040 --> 00:04:13.040]  我們一起讀
[00:04:13.040 --> 00:04:16.040]  我們中文也可以,英文也可以
[00:04:16.040 --> 00:04:18.040]  我們一起讀這節經文好不好?
[00:04:18.040 --> 00:04:20.040]  See, I stand you out
[00:04:20.040 --> 00:04:22.040]  一起讀好嗎?中文
[00:04:22.040 --> 00:04:23.040]  我猜你們會
[00:04:23.040 --> 00:04:28.040]  See, I stand you out as sheep among wolves
[00:04:28.040 --> 00:04:36.040]  Be then as wise as snakes and as gentle as doves
[00:04:36.040 --> 00:04:37.040]  OK
[00:04:37.040 --> 00:04:40.040]  你看到這些中文字和英文字
[00:04:40.040 --> 00:04:42.040]  可以學到一些中文字
[00:04:42.040 --> 00:04:46.040]  好像這裡有三種動物
[00:04:46.040 --> 00:04:51.040]  提到耶穌說我們基督徒要好像這三種動物
[00:04:51.040 --> 00:04:53.040]  第一種動物是什麼?
[00:04:53.040 --> 00:04:55.040]  Sheep
[00:04:55.040 --> 00:04:59.040]  跟我讀一次好嗎?All the kids
[00:04:59.040 --> 00:05:01.040]  羊
[00:05:01.040 --> 00:05:04.040]  羊就是Sheep
[00:05:04.040 --> 00:05:05.040]  所以第一種是羊
[00:05:05.040 --> 00:05:12.040]  第二種,這裡好像基督徒有一種特質,好像什麼?
[00:05:12.040 --> 00:05:14.040]  蛇
[00:05:14.040 --> 00:05:16.040]  Snakes
[00:05:16.040 --> 00:05:19.040]  跟我讀一次好嗎?
[00:05:19.040 --> 00:05:23.040]  中文,Snakes叫做蛇
[00:05:23.040 --> 00:05:24.040]  好,厲害
[00:05:24.040 --> 00:05:29.040]  還有一種,這裡提到我們又要好像什麼?
[00:05:29.040 --> 00:05:33.040]  好像甲子
[00:05:33.040 --> 00:05:35.040]  英文就是Dogs
[00:05:35.040 --> 00:05:37.040]  所以跟我讀一次好嗎?
[00:05:37.040 --> 00:05:39.040]  Dogs,中文是什麼?
[00:05:39.040 --> 00:05:44.040]  甲子,甲或者白甲都可以
[00:05:44.040 --> 00:05:48.040]  雖然耶穌在這裡提到這幾種特質
[00:05:48.040 --> 00:05:53.040]  這幾種動物代表著我們要學的一些特質
[00:05:53.040 --> 00:05:55.040]  第一種是什麼?
[00:05:55.040 --> 00:05:56.040]  羊
[00:05:56.040 --> 00:05:59.040]  所以第一種就是羊
[00:05:59.040 --> 00:06:03.040]  這個特別是用Sheep,即是綿羊
[00:06:03.040 --> 00:06:06.040]  不是山羊,是綿羊
[00:06:06.040 --> 00:06:09.040]  其實在這裡,耶穌這樣說
[00:06:09.040 --> 00:06:14.040]  祂說:我猜你們去,要好像羊一樣進入狼群
[00:06:14.040 --> 00:06:20.040]  所以祂說,其實在方書裡面記載了很多次
[00:06:20.040 --> 00:06:23.040]  耶穌就稱那些屬祂的兒女
[00:06:23.040 --> 00:06:27.040]  所以我們所有的都是主的什麼人?
[00:06:27.040 --> 00:06:28.040]  我們是主的羊
[00:06:28.040 --> 00:06:31.040]  跟你旁邊的姐妹或者你的親朋好友說一聲
[00:06:31.040 --> 00:06:32.040]  我們是主的羊
[00:06:32.040 --> 00:06:33.040]  跟他們說一聲
[00:06:33.040 --> 00:06:39.040]  我們是主的羊
[00:06:39.040 --> 00:06:42.040]  是不是呢?
[00:06:42.040 --> 00:06:44.040]  所以我們今天這個題目就是說
[00:06:44.040 --> 00:06:47.040]  究竟我們是不是真是主的羊呢?
[00:06:47.040 --> 00:06:48.040]  OK
[00:06:48.040 --> 00:06:51.040]  耶穌在這裡說到羊的時候
[00:06:51.040 --> 00:06:53.040]  其實最大的目的就是說
[00:06:53.040 --> 00:06:55.040]  祂就是牧羊人
[00:06:55.040 --> 00:06:59.040]  祂就是羊的主人
[00:06:59.040 --> 00:07:02.040]  或者牧羊的救羊的人
[00:07:02.040 --> 00:07:06.040]  所以聖經裡面特別提到
[00:07:06.040 --> 00:07:09.040]  在舊約,Old Testament,舊約聖經
[00:07:09.040 --> 00:07:11.040]  還有新約,New Testament
[00:07:11.040 --> 00:07:15.040]  都有提到神是我們的Shepherd
[00:07:15.040 --> 00:07:16.040]  是我們牧羊人
[00:07:16.040 --> 00:07:20.040]  那麼牧羊人有什麼特別呢?
[00:07:20.040 --> 00:07:23.040]  我們每一個都是神的羊
[00:07:23.040 --> 00:07:26.040]  原來牧羊人第一個就是
[00:07:26.040 --> 00:07:27.040]  祂是Provider
[00:07:27.040 --> 00:07:29.040]  祂是供養羊的
[00:07:29.040 --> 00:07:30.040]  餵牠們的
[00:07:30.040 --> 00:07:31.040]  帶牠們出去吃草
[00:07:31.040 --> 00:07:33.040]  所以帶著羊
[00:07:33.040 --> 00:07:35.040]  來吧來吧
[00:07:35.040 --> 00:07:37.040]  餵牠們吃草
[00:07:37.040 --> 00:07:40.040]  所以祂就供應牠們
[00:07:40.040 --> 00:07:41.040]  照顧牠們
[00:07:41.040 --> 00:07:44.040]  所以第一個牧羊人的角色
[00:07:44.040 --> 00:07:46.040]  就是祂是Provider
[00:07:46.040 --> 00:07:50.040]  使牠們出入都有草吃
[00:07:50.040 --> 00:07:53.040]  所以今天我們都是信靠主
[00:07:53.040 --> 00:07:55.040]  我們是神的羊
[00:07:55.040 --> 00:07:58.040]  神就來照顧我們
[00:07:58.040 --> 00:07:59.040]  供應我們
[00:07:59.040 --> 00:08:01.040]  物質的供應
[00:08:01.040 --> 00:08:04.040]  我們有屋住
[00:08:04.040 --> 00:08:05.040]  睡覺的地方
[00:08:05.040 --> 00:08:07.040]  昨天我經過的地方
[00:08:07.040 --> 00:08:10.040]  那裡真的是全條街
[00:08:10.040 --> 00:08:13.040]  都是很多Tent
[00:08:13.040 --> 00:08:15.040]  有很多帳幕
[00:08:15.040 --> 00:08:17.040]  為什麼在街上車子在走
[00:08:17.040 --> 00:08:20.040]  旁邊整條街都是很多帳幕
[00:08:20.040 --> 00:08:22.040]  你知不知道住什麼人
[00:08:22.040 --> 00:08:25.040]  Homeless
[00:08:25.040 --> 00:08:27.040]  所以原來
[00:08:27.040 --> 00:08:29.040]  我好心和師母
[00:08:29.040 --> 00:08:31.040]  有一個感恩的車
[00:08:31.040 --> 00:08:33.040]  原來我們有屋住
[00:08:33.040 --> 00:08:35.040]  有地方住
[00:08:35.040 --> 00:08:37.040]  真的很感謝神
[00:08:37.040 --> 00:08:40.040]  誰給我們這些好處
[00:08:40.040 --> 00:08:41.040]  原來神給我們
[00:08:41.040 --> 00:08:42.040]  有得吃
[00:08:42.040 --> 00:08:44.040]  有得住
[00:08:44.040 --> 00:08:50.040]  有車可以帶我們去這裡或那裡
[00:08:50.040 --> 00:08:52.040]  我們有學生
[00:08:52.040 --> 00:08:53.040]  有工作做
[00:08:53.040 --> 00:08:55.040]  爸爸媽媽有工作做
[00:08:55.040 --> 00:08:57.040]  原來這些都是
[00:08:57.040 --> 00:08:58.040]  我們的Shepherd
[00:08:58.040 --> 00:08:59.040]  我們的Provider
[00:08:59.040 --> 00:09:01.040]  神供應我們
[00:09:01.040 --> 00:09:02.040]  不僅如此
[00:09:02.040 --> 00:09:04.040]  祂也幫助我們的心
[00:09:04.040 --> 00:09:06.040]  祂給我們有愛
[00:09:06.040 --> 00:09:08.040]  因為我們有朋友的愛
[00:09:08.040 --> 00:09:11.040]  有爸爸媽媽的愛
[00:09:11.040 --> 00:09:14.040]  我們有Grandpa Grandma
[00:09:14.040 --> 00:09:16.040]  有Uncle Aunty的愛
[00:09:16.040 --> 00:09:18.040]  我們弟兄姊妹有愛
[00:09:18.040 --> 00:09:20.040]  反過來
[00:09:20.040 --> 00:09:22.040]  年紀大了又感受到
[00:09:22.040 --> 00:09:24.040]  子女愛我們
[00:09:24.040 --> 00:09:25.040]  孫子愛我們
[00:09:25.040 --> 00:09:26.040]  所以我們發覺
[00:09:26.040 --> 00:09:28.040]  原來神給我們有愛
[00:09:28.040 --> 00:09:31.040]  心靈能夠有這種餵養
[00:09:31.040 --> 00:09:33.040]  都是一種的供應
[00:09:33.040 --> 00:09:34.040]  我們感謝神
[00:09:34.040 --> 00:09:36.040]  因為所有愛的源頭
[00:09:36.040 --> 00:09:38.040]  在哪裡來的
[00:09:38.040 --> 00:09:39.040]  是上帝那裡來的
[00:09:39.040 --> 00:09:40.040]  是神那裡來的
[00:09:40.040 --> 00:09:43.040]  是我們的Provider那裡來的
[00:09:43.040 --> 00:09:44.040]  不僅如此
[00:09:44.040 --> 00:09:46.040]  祂給我們有屬靈的供應
[00:09:46.040 --> 00:09:48.040]  不僅有物質的供應
[00:09:48.040 --> 00:09:49.040]  有食物
[00:09:49.040 --> 00:09:51.040]  又給我們有心靈的供應
[00:09:51.040 --> 00:09:52.040]  有愛
[00:09:52.040 --> 00:09:53.040]  有家人
[00:09:53.040 --> 00:09:55.040]  更加我們有屬靈的供應
[00:09:55.040 --> 00:09:57.040]  就是我們有
[00:09:57.040 --> 00:10:00.040]  神給我們在心靈裡的平安
[00:10:00.040 --> 00:10:01.040]  所以我們可以祈禱
[00:10:01.040 --> 00:10:02.040]  我們可以祈禱
[00:10:02.040 --> 00:10:04.040]  我們星期天回來教會
[00:10:04.040 --> 00:10:06.040]  我們可以讀Bible
[00:10:06.040 --> 00:10:07.040]  可以讀聖經
[00:10:07.040 --> 00:10:10.040]  我們剛剛這個星期有Vacation Bible School
[00:10:10.040 --> 00:10:11.040]  VBS
[00:10:11.040 --> 00:10:13.040]  就是一起讀聖經
[00:10:13.040 --> 00:10:14.040]  學聖經
[00:10:14.040 --> 00:10:15.040]  我們發現
[00:10:15.040 --> 00:10:17.040]  原來我們有很多
[00:10:17.040 --> 00:10:19.040]  這些心靈的幫助
[00:10:19.040 --> 00:10:21.040]  給我們能夠可以祈禱
[00:10:21.040 --> 00:10:22.040]  依靠神
[00:10:22.040 --> 00:10:24.040]  所以神是我們的Provider
[00:10:24.040 --> 00:10:25.040]  第二
[00:10:25.040 --> 00:10:26.040]  這個牧羊人
[00:10:26.040 --> 00:10:28.040]  祂又是我們的Shepherd
[00:10:28.040 --> 00:10:30.040]  Shepherd就是帶領我們
[00:10:30.040 --> 00:10:31.040]  所以第一
[00:10:31.040 --> 00:10:33.040]  祂是帶領我們的人生
[00:10:33.040 --> 00:10:35.040]  祂叫我們不要走錯路
[00:10:35.040 --> 00:10:37.040]  祂叫我們走對的路
[00:10:37.040 --> 00:10:38.040]  我們聽到
[00:10:38.040 --> 00:10:41.040]  在我們的教會
[00:10:41.040 --> 00:10:42.040]  爸爸媽媽在家教我們
[00:10:42.040 --> 00:10:43.040]  聖經教我們
[00:10:43.040 --> 00:10:47.040]  原來我們要做一些對的事情
[00:10:47.040 --> 00:10:50.040]  而且神又會保護我們
[00:10:50.040 --> 00:10:51.040]  保護我們
[00:10:51.040 --> 00:10:52.040]  Protection
[00:10:52.040 --> 00:10:54.040]  我們就有平安
[00:10:54.040 --> 00:10:55.040]  我們祈禱
[00:10:55.040 --> 00:10:56.040]  神幫助我們
[00:10:56.040 --> 00:10:58.040]  我們不明白的事情
[00:10:58.040 --> 00:10:59.040]  祈禱
[00:10:59.040 --> 00:11:00.040]  神給我們想通
[00:11:00.040 --> 00:11:02.040]  原來神也是
[00:11:02.040 --> 00:11:06.040]  常常來Shepherd帶領照顧我們
[00:11:06.040 --> 00:11:08.040]  而且祂更加關心我們
[00:11:08.040 --> 00:11:11.040]  祂知道我們有些事情需要
[00:11:11.040 --> 00:11:13.040]  甚至有時候我們未懂得祈禱
[00:11:13.040 --> 00:11:15.040]  神已經幫助我們
[00:11:15.040 --> 00:11:16.040]  照顧我們
[00:11:16.040 --> 00:11:18.040]  有些時候
[00:11:18.040 --> 00:11:19.040]  回想才知道
[00:11:19.040 --> 00:11:21.040]  原來是神保守
[00:11:21.040 --> 00:11:22.040]  看顧我們
[00:11:22.040 --> 00:11:23.040]  醫治我們
[00:11:23.040 --> 00:11:29.040]  所以神給我們很多很多的牧羊
[00:11:29.040 --> 00:11:31.040]  所以神不僅餵養我們
[00:11:31.040 --> 00:11:33.040]  神又牧養我們
[00:11:33.040 --> 00:11:34.040]  教我們
[00:11:34.040 --> 00:11:35.040]  保護我們
[00:11:35.040 --> 00:11:36.040]  照顧我們
[00:11:36.040 --> 00:11:38.040]  所以祂是我們的Provider
[00:11:38.040 --> 00:11:40.040]  是我們的Shepherd
[00:11:40.040 --> 00:11:41.040]  更重要的是
[00:11:41.040 --> 00:11:42.040]  原來這個牧羊人
[00:11:42.040 --> 00:11:44.040]  為什麼我們是神的羊呢?
[00:11:44.040 --> 00:11:45.040]  我們是神的羊
[00:11:45.040 --> 00:11:47.040]  因為耶穌基督說
[00:11:47.040 --> 00:11:50.040]  祂是為了羊寫命
[00:11:50.040 --> 00:11:53.040]  祂為羊犧牲祂的命
[00:11:53.040 --> 00:11:54.040]  來救牠們
[00:11:54.040 --> 00:11:56.040]  就好像羊掉下山崖
[00:11:56.040 --> 00:11:58.040]  祂走下去救牠們
[00:11:58.040 --> 00:12:00.040]  甚至有危險
[00:12:00.040 --> 00:12:02.040]  甚至自己的生命也有危險
[00:12:02.040 --> 00:12:04.040]  但是祂救了牠們
[00:12:04.040 --> 00:12:05.040]  耶穌很清楚
[00:12:05.040 --> 00:12:09.040]  祂就是為我們釘在十字架上
[00:12:09.040 --> 00:12:12.040]  祂就是為我們的罪來死
[00:12:12.040 --> 00:12:13.040]  犧牲
[00:12:13.040 --> 00:12:14.040]  救我們
[00:12:14.040 --> 00:12:17.040]  所以所有信主耶穌基督的人
[00:12:17.040 --> 00:12:18.040]  都是神的羊
[00:12:18.040 --> 00:12:19.040]  為什麼呢?
[00:12:19.040 --> 00:12:21.040]  因為祂為他們寫命
[00:12:21.040 --> 00:12:23.040]  祂為他們犧牲他們的性命
[00:12:23.040 --> 00:12:24.040]  救我們
[00:12:24.040 --> 00:12:27.040]  使我們能夠永生
[00:12:27.040 --> 00:12:29.040]  我們有永生的生命
[00:12:29.040 --> 00:12:31.040]  我們能夠得到神的拯救
[00:12:31.040 --> 00:12:34.040]  我們可以成為神的兒女
[00:12:34.040 --> 00:12:37.040]  所以今天我們所有人
[00:12:37.040 --> 00:12:40.040]  都成為了神的兒女
[00:12:40.040 --> 00:12:42.040]  我們不僅有我們的父親
[00:12:42.040 --> 00:12:44.040]  我們更加有我們的天父
[00:12:44.040 --> 00:12:47.040]  我們不僅有愛我們的人
[00:12:47.040 --> 00:12:49.040]  更加有我們的救贖者
[00:12:49.040 --> 00:12:50.040]  拯救我們
[00:12:50.040 --> 00:12:52.040]  拯救我們的生命
[00:12:52.040 --> 00:12:55.040]  讓我們能夠得到救恩
[00:12:55.040 --> 00:12:57.040]  以及永生
[00:12:57.040 --> 00:12:59.040]  所以我們看到
[00:12:59.040 --> 00:13:01.040]  原來我們做神的羊真的很好
[00:13:01.040 --> 00:13:03.040]  因為耶穌基督
[00:13:03.040 --> 00:13:05.040]  祂又提供我們
[00:13:05.040 --> 00:13:06.040]  祂是我們的提供者
[00:13:06.040 --> 00:13:09.040]  耶穌基督又是我們的救贖者
[00:13:09.040 --> 00:13:10.040]  祂牧養我們
[00:13:10.040 --> 00:13:12.040]  耶穌基督更加是我們的救贖者
[00:13:12.040 --> 00:13:14.040]  是我們的救主
[00:13:14.040 --> 00:13:17.040]  祂用祂的生命拯救我們
[00:13:17.040 --> 00:13:19.040]  所以這裡讓我們看到
[00:13:19.040 --> 00:13:22.040]  耶穌說你要做我的羊
[00:13:22.040 --> 00:13:24.040]  我們每個人都相信耶穌
[00:13:24.040 --> 00:13:27.040]  做耶穌的羊
[00:13:27.040 --> 00:13:29.040]  做他的羊
[00:13:29.040 --> 00:13:30.040]  做什麼羊?
[00:13:30.040 --> 00:13:32.040]  做綿羊
[00:13:32.040 --> 00:13:33.040]  不要做什麼?
[00:13:33.040 --> 00:13:35.040]  在耶穌第二句說
[00:13:35.040 --> 00:13:37.040]  不要做這些
[00:13:37.040 --> 00:13:39.040]  這些是什麼?
[00:13:39.040 --> 00:13:41.040]  這些是山羊
[00:13:41.040 --> 00:13:43.040]  山羊是怎樣的?
[00:13:43.040 --> 00:13:46.040]  山羊沒有綿羊那麼乖
[00:13:46.040 --> 00:13:48.040]  山羊是怎樣的?
[00:13:48.040 --> 00:13:52.040]  山羊是很兇的
[00:13:52.040 --> 00:13:57.040]  它很容易生氣
[00:13:57.040 --> 00:13:59.040]  我們看到
[00:13:59.040 --> 00:14:00.040]  其實這裡代表
[00:14:00.040 --> 00:14:02.040]  原來我們不要像山羊那樣
[00:14:02.040 --> 00:14:03.040]  經常這麼兇
[00:14:03.040 --> 00:14:04.040]  抱怨
[00:14:04.040 --> 00:14:07.040]  或者我們有很多爭論
[00:14:07.040 --> 00:14:09.040]  爭吵
[00:14:09.040 --> 00:14:11.040]  我們要愛我們的家人
[00:14:11.040 --> 00:14:12.040]  我們的弟弟妹妹
[00:14:12.040 --> 00:14:13.040]  哥哥姐姐
[00:14:13.040 --> 00:14:15.040]  還有我們的家人
[00:14:15.040 --> 00:14:18.040]  不要像山羊那樣
[00:14:18.040 --> 00:14:22.040]  令人很不開心
[00:14:22.040 --> 00:14:24.040]  其實主耶穌也說
[00:14:24.040 --> 00:14:28.040]  這些山羊是不要神的
[00:14:28.040 --> 00:14:30.040]  對神是很抗拒的
[00:14:30.040 --> 00:14:34.040]  所以我們不要像這些山羊那樣
[00:14:34.040 --> 00:14:36.040]  主耶穌剛才這篇經文
[00:14:36.040 --> 00:14:38.040]  是Matthew 10:16
[00:14:38.040 --> 00:14:40.040]  剛才我們讀的這篇經文
[00:14:40.040 --> 00:14:43.040]  耶穌說你們要像綿羊
[00:14:43.040 --> 00:14:45.040]  進到
[00:14:45.040 --> 00:14:48.040]  羊群那裡
[00:14:48.040 --> 00:14:53.040]  所以說你們不要像羊群那樣
[00:14:53.040 --> 00:14:56.040]  因為我們在這個世界裡
[00:14:56.040 --> 00:14:58.040]  有很多羊群
[00:14:58.040 --> 00:15:01.040]  有很多不信神
[00:15:01.040 --> 00:15:04.040]  或者他們不要聽神的話的人
[00:15:04.040 --> 00:15:06.040]  所以神告訴我們
[00:15:06.040 --> 00:15:08.040]  我們要像羊群
[00:15:08.040 --> 00:15:11.040]  進入這個世界
[00:15:11.040 --> 00:15:12.040]  我們學校
[00:15:12.040 --> 00:15:13.040]  我們工作
[00:15:13.040 --> 00:15:14.040]  我們周圍的朋友
[00:15:14.040 --> 00:15:15.040]  留心
[00:15:15.040 --> 00:15:16.040]  原來有時候
[00:15:16.040 --> 00:15:18.040]  這個世界有些壞的東西
[00:15:18.040 --> 00:15:19.040]  像什麼?
[00:15:19.040 --> 00:15:21.040]  好像狼
[00:15:21.040 --> 00:15:22.040]  他說你們要小心
[00:15:22.040 --> 00:15:24.040]  要和他們不同
[00:15:24.040 --> 00:15:25.040]  有什麼不同?
[00:15:25.040 --> 00:15:27.040]  譬如我們的信仰
[00:15:27.040 --> 00:15:28.040]  我們返教會
[00:15:28.040 --> 00:15:29.040]  我們信仰
[00:15:29.040 --> 00:15:31.040]  我們信神
[00:15:31.040 --> 00:15:33.040]  我們的價值觀
[00:15:33.040 --> 00:15:35.040]  和他們不同
[00:15:35.040 --> 00:15:37.040]  我們懂得和他們不同
[00:15:37.040 --> 00:15:38.040]  才懂得防備
[00:15:38.040 --> 00:15:39.040]  有時候不知不覺
[00:15:39.040 --> 00:15:41.040]  中了這個世界
[00:15:41.040 --> 00:15:45.040]  很多其他不合天賦的心的東西
[00:15:45.040 --> 00:15:46.040]  中了他們的詭計
[00:15:46.040 --> 00:15:48.040]  所以我們又會很容易
[00:15:48.040 --> 00:15:49.040]  不知不覺
[00:15:49.040 --> 00:15:52.040]  變成好像他們有些行為一樣
[00:15:52.040 --> 00:15:53.040]  又好像鬼一樣
[00:15:53.040 --> 00:15:55.040]  又甚至好像狼一樣
[00:15:55.040 --> 00:15:56.040]  所以耶穌說
[00:15:56.040 --> 00:15:57.040]  小心一點
[00:15:57.040 --> 00:15:58.040]  你要提防
[00:15:58.040 --> 00:16:01.040]  不要像他們那樣
[00:16:01.040 --> 00:16:03.040]  你們周圍有很多
[00:16:03.040 --> 00:16:05.040]  今天我們無論小孩子也好
[00:16:05.040 --> 00:16:06.040]  大人也好
[00:16:06.040 --> 00:16:08.040]  我們在這個世界裡
[00:16:08.040 --> 00:16:09.040]  我們工作
[00:16:09.040 --> 00:16:12.040]  我們周圍有些朋友
[00:16:12.040 --> 00:16:14.040]  在我們世界旁邊的人
[00:16:14.040 --> 00:16:16.040]  可能他們都不相信神
[00:16:16.040 --> 00:16:18.040]  可能他們有些價值觀
[00:16:18.040 --> 00:16:19.040]  有些做法
[00:16:19.040 --> 00:16:20.040]  有些想法
[00:16:20.040 --> 00:16:23.040]  有些他們認為對的東西
[00:16:23.040 --> 00:16:25.040]  其實可能不是很道德的
[00:16:25.040 --> 00:16:28.040]  或者不是神所喜歡的東西
[00:16:28.040 --> 00:16:29.040]  所以今天我們
[00:16:29.040 --> 00:16:30.040]  無論大人小孩子也好
[00:16:30.040 --> 00:16:32.040]  其實我們都進入一個世界
[00:16:32.040 --> 00:16:34.040]  好像有很多狼在旁邊
[00:16:34.040 --> 00:16:35.040]  耶穌提醒我們
[00:16:35.040 --> 00:16:38.040]  祂說我們好像羊進入狼群
[00:16:38.040 --> 00:16:40.040]  如果我們不察覺這件事
[00:16:40.040 --> 00:16:42.040]  我們慢慢就會和他們一起
[00:16:42.040 --> 00:16:43.040]  或者學了他們
[00:16:43.040 --> 00:16:45.040]  或者甚至被他們影響
[00:16:45.040 --> 00:16:48.040]  所以其實我們無論大人小孩子
[00:16:48.040 --> 00:16:50.040]  都要經常提醒
[00:16:50.040 --> 00:16:51.040]  我們小心一點
[00:16:51.040 --> 00:16:53.040]  不要做壞事
[00:16:53.040 --> 00:16:56.040]  所以我們就要有智慧
[00:16:56.040 --> 00:16:58.040]  不要讓這些東西傷害我們
[00:16:58.040 --> 00:16:59.040]  傷害我們的身體
[00:16:59.040 --> 00:17:01.040]  傷害我們的靈性
[00:17:01.040 --> 00:17:03.040]  傷害我們和天父的關係
[00:17:03.040 --> 00:17:04.040]  所以耶穌說
[00:17:04.040 --> 00:17:07.040]  你們好像羊進入狼群
[00:17:07.040 --> 00:17:09.040]  所以要像什麼
[00:17:09.040 --> 00:17:10.040]  第二樣
