
[00:00:00.000 --> 00:00:04.640]  不過開始之前我想說一對夫婦的對話
[00:03:16.680 --> 00:03:19.840]  大家怎會 為甚麼呢
[00:03:19.840 --> 00:03:21.120]  別人的丈夫好像覺得
[00:03:21.120 --> 00:03:23.240]  「嘩 別人的丈夫很容易聽」
[00:03:23.240 --> 00:03:24.600]  「說話都比較好聽」
[00:03:24.600 --> 00:03:26.360]  自己的丈夫總是要過來一下
[00:03:26.360 --> 00:03:29.280]  或者要先想一想 或者先頂一頂
[00:03:29.280 --> 00:03:30.520]  但我們會不會這樣問呢
[00:03:30.520 --> 00:03:35.160]  令到在座會產生一種張力
[00:03:35.160 --> 00:03:37.760]  不是 應該造反
[00:03:37.760 --> 00:03:40.600]  那怎麼辦呢
[00:03:40.600 --> 00:03:41.680]  那怎麼辦
[00:03:41.680 --> 00:03:44.320]  不過我想可能有時的確 怎樣說呢
[00:03:44.320 --> 00:03:46.280]  丈夫可能的確不太爭氣
[00:03:46.280 --> 00:03:49.600]  因為我覺得關係的事都是雙方面的
[00:03:49.600 --> 00:03:51.120]  關係是雙方面的
[00:03:51.120 --> 00:03:53.360]  有句說話叫「孤掌難鳴」
[00:03:53.360 --> 00:03:57.280]  可能有時的丈夫不算很爭氣
[00:03:57.280 --> 00:03:58.520]  是真的 會不會呢
[00:03:58.520 --> 00:03:59.240]  會
[00:03:59.240 --> 00:04:02.320]  我覺得其實頗接近下面那一節
[00:04:02.320 --> 00:04:05.840]  第十九節的關係
[00:04:05.840 --> 00:04:08.920]  你講到夫妻關係其實是雙方
[00:04:08.920 --> 00:04:12.160]  其實我想如果女人
[00:04:12.160 --> 00:04:13.440]  這裡很有趣
[00:04:13.440 --> 00:04:14.760]  我見到第十九節
[00:04:14.760 --> 00:04:17.280]  保羅很明顯講了兩件事
[00:04:17.280 --> 00:04:23.000]  第一件事是叫男人要愛自己的太太
[00:04:23.000 --> 00:04:25.880]  這就好像叫你一定要愛她
[00:04:25.880 --> 00:04:28.920]  另一件事是叫她千萬不要做甚麼
[00:04:28.920 --> 00:04:29.520]  (虎待)
[00:04:29.520 --> 00:04:30.560]  虎待她
[00:04:30.560 --> 00:04:33.320]  其實虎待在原文的意思是
[00:04:33.320 --> 00:04:35.480]  不要令到她很痛苦
[00:04:35.480 --> 00:04:38.240]  我想如果那個女人
[00:04:38.240 --> 00:04:41.760]  如果她經歷到丈夫那種愛的時候
[00:04:41.760 --> 00:04:47.040]  我想沒有太太不會甘心信服自己的丈夫
[00:04:47.040 --> 00:04:48.880]  是嗎
[00:04:48.880 --> 00:04:52.400]  你講到這裡 我想起一個例子
[00:04:52.400 --> 00:04:54.200]  你講吧
[00:04:54.200 --> 00:04:56.480]  有一對夫婦
[00:04:56.480 --> 00:05:00.480]  老婆本身都比較
[00:05:00.480 --> 00:05:04.960]  不是凶殘 比較兇
[00:05:04.960 --> 00:05:07.800]  即是比較兇
[00:05:07.800 --> 00:05:10.280]  我不知道你能否聯想到
[00:05:10.280 --> 00:05:11.800]  總之比較兇才走出來
[00:05:11.800 --> 00:05:12.520]  比較話事
[00:05:12.520 --> 00:05:14.080]  對 比較話事
[00:05:14.080 --> 00:05:16.120]  總之比較凶殘
[00:05:16.120 --> 00:05:19.120]  但丈夫看完《極聖經》
[00:05:19.120 --> 00:05:20.440]  嘩 真棒
[00:05:20.440 --> 00:05:21.880]  做妻子要信服丈夫
[00:05:21.880 --> 00:05:23.840]  所以今天他回到家的時候
[00:05:23.840 --> 00:05:26.120]  他說今天你就要信服我
[00:05:26.120 --> 00:05:29.240]  我要四菜一湯
[00:05:29.240 --> 00:05:32.600]  然後還要有甚麼甚麼拿來做甜品
[00:05:32.600 --> 00:05:34.040]  然後吃完飯之後
[00:05:34.040 --> 00:05:36.600]  你還要去澆水給我洗澡
[00:05:36.600 --> 00:05:37.840]  因為你要信服我
[00:05:37.840 --> 00:05:39.080]  我是頭 一家之主
[00:05:39.080 --> 00:05:41.360]  所以你全都聽我的話
[00:05:41.360 --> 00:05:42.840]  然後你再猜猜
[00:05:42.840 --> 00:05:43.760]  洗完澡之後
[00:05:43.760 --> 00:05:46.040]  你猜猜誰要和我穿衣服
[00:05:46.040 --> 00:05:48.960]  和梳頭
[00:05:48.960 --> 00:05:51.760]  然後你覺得這個老婆會怎樣回答他
[00:05:51.760 --> 00:05:55.200]  老婆的眼睛睜大
[00:05:55.200 --> 00:05:58.440]  殯儀館的人幫你穿衣服
[00:05:58.440 --> 00:06:02.920]  幫你梳頭 再送化妝給你
[00:06:02.920 --> 00:06:06.240]  所以我想 其實是嗎
[00:06:06.240 --> 00:06:08.680]  這個挺棒的
[00:06:08.680 --> 00:06:12.200]  大家小心點 千萬不要回去亂用
[00:06:12.200 --> 00:06:15.000]  所以有時候 笑一下
[00:06:15.000 --> 00:06:19.440]  有時候有些事情不是一下子可以扭轉的
[00:06:19.440 --> 00:06:22.480]  即使《聖經》說妻子要信服丈夫
[00:06:22.480 --> 00:06:23.600]  丈夫要愛妻子
[00:06:23.600 --> 00:06:25.400]  但有些事情可能有時候
[00:06:25.400 --> 00:06:27.400]  不是一下子可以改變
[00:06:27.400 --> 00:06:32.560]  是每一天在日常生活裏做些做些
[00:06:32.560 --> 00:06:35.760]  又或者不是靠嘴巴
[00:06:35.760 --> 00:06:39.120]  這樣說出來 他就是一家之主
[00:06:39.120 --> 00:06:42.440]  反而是 這裡不是說愛的
[00:06:42.440 --> 00:06:46.080]  其實我見到很多丈夫都愛自己的太太
[00:06:46.080 --> 00:06:47.680]  我也很愛我的太太
[00:06:47.680 --> 00:06:52.080]  我明白 很愛自己的老婆
[00:06:52.080 --> 00:06:56.200]  但好像有些事情總是不能改變
[00:06:56.200 --> 00:06:57.680]  你明不明白
[00:06:57.680 --> 00:06:59.640]  譬如男人都要覺得
[00:06:59.640 --> 00:07:02.920]  我做工一天到晚做得這麼辛苦
[00:07:02.920 --> 00:07:05.960]  賺錢回來不是為了家庭 不是為了你
[00:07:05.960 --> 00:07:09.960]  但女人好像內裏情感上有一份
[00:07:09.960 --> 00:07:12.480]  就是滿足不了
[00:07:12.480 --> 00:07:14.720]  我就覺得反而這種愛
[00:07:14.720 --> 00:07:17.400]  不是說我用那種方法
[00:07:17.400 --> 00:07:19.280]  用我自己那種方法去愛你
[00:07:19.280 --> 00:07:21.520]  反而可能丈夫要了解多些
[00:07:21.520 --> 00:07:24.000]  女人其實始終是有點不同的
[00:07:24.000 --> 00:07:26.880]  是需要滿足那種情感的需要
[00:07:26.880 --> 00:07:28.880]  所以你意思是說
[00:07:28.880 --> 00:07:31.360]  反而如果有時候丈夫說
[00:07:31.360 --> 00:07:33.640]  我什麼都可以給你
[00:07:33.640 --> 00:07:35.000]  我的命都可以給你
[00:07:35.000 --> 00:07:37.000]  其實這個反而不是很足夠
[00:07:37.000 --> 00:07:41.360]  反而有時候可能忽略了另外一樣東西
[00:07:41.360 --> 00:07:42.600]  是不是這個意思
[00:07:42.600 --> 00:07:44.160]  是的 又或者用一些
[00:07:44.160 --> 00:07:46.640]  應該是用一種女人的方法去愛他
[00:07:46.640 --> 00:07:47.560]  不是一種男人
[00:07:47.560 --> 00:07:49.680]  他用了大男人的方法去愛
[00:07:49.680 --> 00:07:50.720]  明不明白大男人
[00:07:50.720 --> 00:07:52.440]  用了男人的方法
[00:07:52.440 --> 00:07:54.480]  小男人的方法
[00:07:54.480 --> 00:07:56.280]  用了男人的方法去愛
[00:07:56.280 --> 00:07:59.240]  好像譬如我想起我們小時候
[00:07:59.240 --> 00:08:00.520]  我不知道你有沒有聽過
[00:08:00.520 --> 00:08:02.440]  雞胸比較好吃
[00:08:02.440 --> 00:08:03.400]  雞腿比較好吃
[00:08:03.400 --> 00:08:04.200]  雞腿比較滑
[00:08:04.200 --> 00:08:06.480]  然後就死人夾一塊雞腿給你
[00:08:06.480 --> 00:08:09.320]  其實很簡單就是這個道理
[00:08:09.320 --> 00:08:10.880]  我們很喜歡用自己的方法
[00:08:10.880 --> 00:08:11.720]  很正常的
[00:08:11.720 --> 00:08:12.560]  我覺得好吃
[00:08:12.560 --> 00:08:14.680]  當然我給你我喜歡吃的東西
[00:08:14.680 --> 00:08:16.640]  但其實未必是對方喜歡
[00:08:16.640 --> 00:08:18.360]  或者對方需要的東西
[00:08:18.360 --> 00:08:21.640]  令我想到有時候在家庭裡面
[00:08:21.640 --> 00:08:23.120]  不單是夫婦
[00:08:23.120 --> 00:08:24.800]  有時候可能跟兒女
[00:08:24.800 --> 00:08:26.320]  雖然稍後也會再說
[00:08:26.320 --> 00:08:28.720]  但是我也想起有一個
[00:08:28.720 --> 00:08:30.960]  我自己也在反省
[00:08:30.960 --> 00:08:33.840]  父母覺得子女
[00:08:33.840 --> 00:08:35.400]  你不夠衣服
[00:08:35.400 --> 00:08:37.080]  要穿衣服
[00:08:37.080 --> 00:08:38.600]  因為我自己覺得冷
[00:08:38.600 --> 00:08:39.680]  就叫他穿衣服
[00:08:39.680 --> 00:08:41.640]  但其實他真的熱到發燒
[00:08:41.640 --> 00:08:44.120]  但還要強行叫他穿衣服
[00:08:44.120 --> 00:08:46.800]  那個就是用自己的方法
[00:08:46.800 --> 00:08:49.440]  所謂去愛對方
[00:08:49.440 --> 00:08:50.160]  是的
[00:08:50.160 --> 00:08:53.200]  我覺得其實需要花點時間去了解
[00:08:53.200 --> 00:08:58.240]  我想起最近我跟一對牧師夫婦
[00:08:58.240 --> 00:08:59.640]  一起上課
[00:08:59.640 --> 00:09:03.000]  其實他們兩夫妻的關係都很好
[00:09:03.000 --> 00:09:07.440]  有一天我們坐著聊天的時候
[00:09:07.440 --> 00:09:09.040]  男的跟我說
[00:09:09.040 --> 00:09:10.960]  蘇兒你可不可以不要再叫我大哥
[00:09:10.960 --> 00:09:12.880]  在Facebook示愛
[00:09:12.880 --> 00:09:15.760]  因為每一次我老婆一開到Facebook
[00:09:15.760 --> 00:09:16.680]  他就說
[00:09:16.680 --> 00:09:19.520]  你看人家多浪漫
[00:09:19.520 --> 00:09:22.320]  你看人家會做這樣的事
[00:09:22.320 --> 00:09:24.160]  然後男的就說
[00:09:24.160 --> 00:09:25.840]  當然啦人家年輕
[00:09:25.840 --> 00:09:27.840]  年輕人當然會這樣做
[00:09:27.840 --> 00:09:31.320]  然後老婆就再回答
[00:09:31.320 --> 00:09:35.000]  你年輕的時候都沒有這樣做
[00:09:35.000 --> 00:09:38.560]  然後我就跟男的牧師夫婦說
[00:09:38.560 --> 00:09:40.040]  你看不看到
[00:09:40.040 --> 00:09:43.680]  你其實不是需要解決
[00:09:43.680 --> 00:09:46.560]  你現在聽不聽到你老婆那種呼喊
[00:09:46.560 --> 00:09:48.960]  其實她很需要你那份表達
[00:09:48.960 --> 00:09:51.520]  我不是叫你們每個人都上去Facebook示愛
[00:09:51.520 --> 00:09:53.280]  每一個太太不同
[00:09:53.280 --> 00:09:55.280]  你反而要摸她那種方法
[00:09:55.280 --> 00:09:57.640]  去表達你那份愛
[00:09:57.640 --> 00:10:02.560]  每個太太需要接受愛的方式都不同
[00:10:02.560 --> 00:10:03.480]  是的
[00:10:03.480 --> 00:10:07.560]  所以可能有些人要在Facebook示愛才行
[00:10:07.560 --> 00:10:11.920]  但有些人可能反而在日常生活裏面
[00:10:11.920 --> 00:10:15.120]  他要幫太太做多些家務
[00:10:15.120 --> 00:10:16.920]  是不是這個意思
[00:10:16.920 --> 00:10:17.960]  是的
[00:10:17.960 --> 00:10:22.280]  要永遠有一種心態
[00:10:22.280 --> 00:10:23.760]  我們很多時候收到禮物
[00:10:23.760 --> 00:10:26.640]  你有沒有試過收到禮物不拆
[00:10:26.640 --> 00:10:29.600]  那張花紙真的很漂亮
[00:10:29.600 --> 00:10:31.760]  我就一直不拆
[00:10:31.760 --> 00:10:34.440]  但我覺得兩夫妻那種關係
[00:10:34.440 --> 00:10:35.920]  其實對方是極品
[00:10:35.920 --> 00:10:36.920]  你有沒有想過
[00:10:36.920 --> 00:10:38.800]  我們收到那份禮物
[00:10:38.800 --> 00:10:43.200]  經常看那張花紙沒有拆裏面
[00:10:43.200 --> 00:10:46.160]  因為我們這個人一直在成長
[00:10:46.160 --> 00:10:48.520]  裏面有很多東西自己都未必知道
[00:10:48.520 --> 00:10:50.600]  自己的一個過程
[00:10:50.600 --> 00:10:52.200]  你要抱著一種心態
[00:10:52.200 --> 00:10:55.000]  是的 其實我現在是一種尋寶
[00:10:55.000 --> 00:10:56.240]  去認識 去明白
[00:10:56.240 --> 00:10:58.960]  不要停在那裏收到一份禮物
[00:10:58.960 --> 00:11:03.000]  就算那種心態
[00:11:03.000 --> 00:11:04.400]  暫時來到這裏
[00:11:04.400 --> 00:11:05.320]  這兩節
[00:11:05.320 --> 00:11:09.000]  所以說叫太太去信服丈夫
[00:11:09.000 --> 00:11:10.640]  丈夫去愛太太
[00:11:10.640 --> 00:11:13.800]  看上去表面好像是兩樣不同的東西
[00:11:13.800 --> 00:11:15.800]  你覺得是不是
[00:11:15.800 --> 00:11:17.680]  太太要信服丈夫
[00:11:17.680 --> 00:11:19.480]  丈夫要愛太太
[00:11:19.480 --> 00:11:21.280]  你覺得是不是不同的東西
[00:11:21.280 --> 00:11:23.800]  看上去 表面上
[00:11:23.800 --> 00:11:28.680]  你覺得有沒有一些東西是共通的
[00:11:28.680 --> 00:11:29.480]  你問我 是嗎
[00:11:29.480 --> 00:11:33.760]  無所謂 問大家就可以了
[00:11:33.760 --> 00:11:34.600]  好像沒有人回答
[00:11:34.600 --> 00:11:37.400]  沒有人回答 由她自己回答
[00:11:37.400 --> 00:11:38.920]  由她自己回答
[00:11:38.920 --> 00:11:42.560]  愛 其實根據你剛才所解釋
[00:11:42.560 --> 00:11:45.400]  其實那個愛背後是一個寫記
[00:11:45.400 --> 00:11:49.640]  就是不用自己的方法去愛太太
[00:11:49.640 --> 00:11:52.440]  用太太的方法去愛她
[00:11:52.440 --> 00:11:53.880]  是一個寫記
[00:11:53.880 --> 00:11:55.880]  信服也是
[00:11:55.880 --> 00:11:58.240]  信服也是一個寫記
[00:11:58.240 --> 00:12:03.000]  就是我願意信服於在你的權下
[00:12:03.000 --> 00:12:04.200]  就是做太太
[00:12:04.200 --> 00:12:07.240]  因為我知道很多太太都很聰明 很聰明
[00:12:07.240 --> 00:12:08.240]  是不是
[00:12:08.240 --> 00:12:09.800]  做太太 女的其實都很
[00:12:09.800 --> 00:12:11.320]  特別現在這個時代
[00:12:11.320 --> 00:12:13.000]  教育各方面
[00:12:13.000 --> 00:12:16.760]  其實都有很多女性是很sharp的 很smart的
[00:12:16.760 --> 00:12:23.080]  但為什麼還要我反而信服在一個我自己都不太服從的人身上
[00:12:23.080 --> 00:12:27.080]  但其實這個是一個寫記的心態
[00:12:27.080 --> 00:12:27.960]  是共通的
[00:12:27.960 --> 00:12:31.840]  就是愛和信服背後其實都是一個寫記
[00:12:31.840 --> 00:12:34.920]  嗯 或者我想補充多一點
[00:12:34.920 --> 00:12:38.800]  其實如果太太 想太太甘心信服的話
[00:12:38.800 --> 00:12:43.200]  我想就是當她很經歷到丈夫很愛她的時候
[00:12:43.200 --> 00:12:47.480]  其實她就會心底裏很敬重 很信服他
[00:12:47.480 --> 00:12:50.680]  所以男人可能就要
[00:12:50.680 --> 00:12:53.080]  我純粹是為太太說一點點說話
[00:12:53.080 --> 00:12:54.640]  嗯 嗯 嗯
[00:12:54.640 --> 00:12:56.240]  好 嗯
[00:12:56.240 --> 00:12:59.400]  我反而想知道其實
[00:12:59.400 --> 00:13:03.720]  太太怎樣能夠真是去信服她的丈夫呢
[00:13:03.720 --> 00:13:06.960]  特別覺得真是服不到
[00:13:06.960 --> 00:13:08.600]  即是服不到的時候
[00:13:08.600 --> 00:13:11.280]  即是怎樣可以去信服他呢
[00:13:11.280 --> 00:13:12.960]  我就覺得是一個loop來的
[00:13:12.960 --> 00:13:14.520]  即是好像一個圈這樣
[00:13:14.520 --> 00:13:16.760]  看看誰先踏出一步
[00:13:16.760 --> 00:13:21.240]  當你譬如嘗試去
[00:13:21.240 --> 00:13:24.080]  即有時都未必很
[00:13:24.080 --> 00:13:28.640]  容易接受的時候
[00:13:28.640 --> 00:13:30.640]  即你踏出多一步的話
[00:13:30.640 --> 00:13:33.320]  我相信未必一次半次可以
[00:13:33.320 --> 00:13:35.160]  即那個圈就可以動了
[00:13:35.160 --> 00:13:36.320]  即好像一個loop這樣
[00:13:36.320 --> 00:13:38.040]  但你付出多一點的時候
[00:13:38.040 --> 00:13:39.800]  對方會看到你付出的話
[00:13:39.800 --> 00:13:43.040]  他又會嘗試去愛你
[00:13:43.040 --> 00:13:45.440]  或者他會用你的方法
[00:13:45.440 --> 00:13:47.760]  即這樣 我覺得
[00:13:47.760 --> 00:13:49.880]  是的 我認同
[00:13:49.880 --> 00:13:52.720]  不過我這裏我會再提另外一個
[00:13:52.720 --> 00:13:55.360]  這個就可能是對太太
[00:13:55.360 --> 00:13:58.800]  自己裏面一個自我的檢視
[00:13:58.800 --> 00:14:00.320]  即當我們會說
[00:14:00.320 --> 00:14:03.680]  我服不到這個丈夫 信服不到他
[00:14:03.680 --> 00:14:08.360]  為甚麼 因為我覺得他不行
[00:14:08.360 --> 00:14:09.480]  即好像不行
[00:14:09.480 --> 00:14:10.960]  即一個丈夫不爭氣
[00:14:10.960 --> 00:14:14.080]  但問題是否真的丈夫一無是處呢
[00:14:14.080 --> 00:14:16.440]  他是否真的沒甚麼才幹 沒甚麼能力呢
[00:14:16.440 --> 00:14:17.760]  如果看聖經又不是
[00:14:17.760 --> 00:14:19.480]  聖經說 哥林多前書
[00:14:19.480 --> 00:14:21.720]  他說神會隨著他的意思
[00:14:21.720 --> 00:14:24.360]  來將恩賜 能力分給人
[00:14:24.360 --> 00:14:27.560]  所以其實每一個人都有他獨特的
[00:14:27.560 --> 00:14:30.160]  無論在工作或家庭裏面
[00:14:30.160 --> 00:14:33.680]  都有他的角色 他要擔當的
[00:14:33.680 --> 00:14:36.320]  還有我想太太當她會覺得
[00:14:36.320 --> 00:14:38.000]  我真的服不到這個丈夫的時候
[00:14:38.000 --> 00:14:40.480]  其實會否在太太心裏面
[00:14:40.480 --> 00:14:42.920]  自我一個反省
[00:14:42.920 --> 00:14:45.360]  其實會否我自視過高呢
[00:14:45.360 --> 00:14:49.160]  會否我在謙卑這件事情上
[00:14:49.160 --> 00:14:52.200]  我自己過了火位呢
[00:14:52.200 --> 00:14:55.760]  即我看得自己太大 看得自己太多
[00:14:55.760 --> 00:14:57.440]  所以我服不到這個丈夫
[00:14:57.440 --> 00:15:00.640]  即我反而會將焦點
[00:15:00.640 --> 00:15:05.040]  在太太的心裏面看一看
[00:15:05.040 --> 00:15:06.920]  我很同意你的一點
[00:15:06.920 --> 00:15:11.600]  即每一個男人 或者每一個人
[00:15:11.600 --> 00:15:15.680]  他們一定有他獨特的地方
[00:15:15.680 --> 00:15:20.560]  是值得尊敬 或者值得信服的 我覺得
[00:15:20.560 --> 00:15:25.280]  很在乎我們自己的心是怎樣
[00:15:25.280 --> 00:15:28.720]  即有時真的看得自己太高
[00:15:28.720 --> 00:15:30.520]  或者很多時候夫妻倆
[00:15:30.520 --> 00:15:32.960]  未必是一些方法
[00:15:32.960 --> 00:15:36.000]  即自己以為那種方法是最好
[00:15:36.000 --> 00:15:39.280]  那你就跟著我吧
[00:15:39.280 --> 00:15:41.560]  這個摺衣服的方法永遠是最好的
[00:15:41.560 --> 00:15:42.440]  晾衣服這個方法
[00:15:42.440 --> 00:15:45.080]  或者開車行這條路應該都是最快的
[00:15:45.080 --> 00:15:47.040]  但其實很多都是方法
[00:15:47.040 --> 00:15:48.800]  未必一定是最好
[00:15:48.800 --> 00:15:50.560]  即當你想到自己
[00:15:50.560 --> 00:15:52.160]  我這個方法是最好的
[00:15:52.160 --> 00:15:53.600]  或者我做這件事
[00:15:53.600 --> 00:15:55.520]  這樣的決定是最好的話
[00:15:55.520 --> 00:15:58.160]  我想你要跳出想多一點
[00:15:58.160 --> 00:15:59.840]  究竟我這個方法
[00:15:59.840 --> 00:16:03.080]  是不是真的最好呢
[00:16:03.080 --> 00:16:05.160]  或者鼓勵大家
[00:16:05.160 --> 00:16:07.280]  你跟身邊的人說
[00:16:07.280 --> 00:16:09.840]  說甚麼好
[00:16:09.840 --> 00:16:11.640]  我不知道 你想想
[00:16:11.640 --> 00:16:16.360]  你一定有些意思
[00:16:16.360 --> 00:16:20.360]  如果是姊妹 你就跟她說
[00:16:20.360 --> 00:16:22.440]  鼓勵你好好信服你的丈夫
[00:16:22.440 --> 00:16:24.640]  如果是弟兄 你就跟弟兄說
[00:16:24.640 --> 00:16:27.440]  你要好好愛你的妻子 或者將來的妻子
[00:16:27.440 --> 00:16:31.160]  但萬一坐在旁邊的是老公 怎麼辦
[00:16:31.160 --> 00:16:32.240]  好 來吧 大家來吧
[00:16:32.240 --> 00:16:33.360]  鼓勵身邊的人
[00:16:33.360 --> 00:16:35.680]  你跟姊妹說
[00:16:35.680 --> 00:16:38.040]  鼓勵你好好信服你的丈夫
[00:16:38.040 --> 00:16:39.840]  或者將來的丈夫
[00:16:39.840 --> 00:16:52.200]  好 我們繼續
[00:16:52.200 --> 00:16:58.000]  就二十二十一節
[00:16:58.000 --> 00:17:00.120]  是一起讀的
[00:17:00.120 --> 00:17:00.920]  一起讀一讀
[00:17:00.920 --> 00:17:02.960]  請讀二十到二十一
[00:17:02.960 --> 00:17:07.520]  「你們作兒女的 凡事聽從父母
[00:17:07.520 --> 00:17:10.240]  因為這是主所喜悅的」
[00:17:10.240 --> 00:17:14.080]  「你們作父親的 是要惹兒女的氣
[00:17:14.080 --> 00:17:16.840]  同下下不需要自棄」
[00:17:16.840 --> 00:17:18.760]  是
[00:17:18.760 --> 00:17:20.200]  你想我先說還是你自己說
[00:17:20.200 --> 00:17:20.920]  你其實可以繼續說
[00:17:20.920 --> 00:17:23.440]  我先說 或者你可能那裡會長一點
[00:17:23.440 --> 00:17:25.600]  我覺得這裡「作兒女」很簡單
[00:17:25.600 --> 00:17:27.040]  它就說一件事
[00:17:27.040 --> 00:17:29.800]  它就凡事 總之沒甚麼選擇
[00:17:29.800 --> 00:17:32.960]  你就是 它有聲音出來了
[00:17:32.960 --> 00:17:36.880]  「要聽話 凡事聽從父母」
[00:17:36.880 --> 00:17:37.720]  沒甚麼選擇
[00:17:37.720 --> 00:17:40.320]  如果你看這個經文裡面說
[00:17:40.320 --> 00:17:42.680]  它就說 總之你就聽
[00:17:42.680 --> 00:17:46.280]  因為這是主所喜悅的
[00:17:46.280 --> 00:17:49.240]  但如果父母有時候的要求是不合理
[00:17:49.240 --> 00:17:50.440]  或者是不對的
[00:17:50.440 --> 00:17:52.640]  那是不是也要聽呢
[00:17:52.640 --> 00:17:54.120]  我想你們要了解
