
[00:00:00.000 --> 00:00:03.880]  在美國有一個很出名的牧師叫Truss Ringdahl
[00:03:50.480 --> 00:03:52.880]  個人主義就是要搞定自己
[00:03:52.880 --> 00:03:54.280]  很忙很忙的生活
[00:03:54.280 --> 00:03:56.980]  我顧好我的家庭 我的工作 我的家人
[00:03:56.980 --> 00:03:58.480]  這個是好的
[00:03:58.480 --> 00:04:01.280]  但有時候我想我們忽略了其他人的需要
[00:04:01.280 --> 00:04:06.080]  甚至基督徒 我們回來教會聚會是很好的
[00:04:06.080 --> 00:04:09.280]  我們有神的那種真理
[00:04:09.280 --> 00:04:11.880]  我們有平安 有喜樂
[00:04:11.880 --> 00:04:16.880]  但我們反而忽略了其他人福音的需要
[00:04:16.880 --> 00:04:18.780]  或者Truss Ringdahl的媽媽
[00:04:18.780 --> 00:04:22.480]  給我們一個很好的榜樣
[00:04:22.480 --> 00:04:24.180]  或者我們今天看這段經文
[00:04:24.180 --> 00:04:25.680]  我們看看保羅
[00:04:25.680 --> 00:04:26.680]  看看保羅的榜樣
[00:04:26.680 --> 00:04:27.680]  他怎樣看福音
[00:04:27.680 --> 00:04:30.180]  福音對他來說是什麼意思
[00:04:30.180 --> 00:04:31.880]  什麼叫做傳福音
[00:04:31.880 --> 00:04:32.680]  所以很有意思
[00:04:32.680 --> 00:04:35.080]  我們今天一起看這段經文
[00:04:35.080 --> 00:04:37.980]  是哥倫多前書第九章
[00:04:37.980 --> 00:04:39.980]  十一節到十八節
[00:04:39.980 --> 00:04:42.580]  這段經文很濃縮
[00:04:42.580 --> 00:04:43.880]  或者對我們今天的信徒
[00:04:43.880 --> 00:04:45.580]  我覺得很大的提醒
[00:04:45.580 --> 00:04:47.180]  什麼是傳福音
[00:04:47.180 --> 00:04:49.480]  傳福音為了什麼
[00:04:49.480 --> 00:04:51.180]  所以這裡我們可以看到
[00:04:51.180 --> 00:04:53.680]  而上下文我們看到
[00:04:53.680 --> 00:04:56.380]  保羅在說一個很重要的真理
[00:04:56.380 --> 00:04:59.280]  信徒以愛行事
[00:04:59.280 --> 00:05:01.880]  而要放下自己的自由
[00:05:01.880 --> 00:05:04.080]  我們覺得很多權利
[00:05:04.080 --> 00:05:08.880]  以致別人在信仰上不會受到虧損
[00:05:08.880 --> 00:05:13.580]  這就是八到十章所講的內容
[00:05:13.580 --> 00:05:16.580]  這裡主要是講到
[00:05:16.580 --> 00:05:20.780]  保羅在說吃偶像的祭物的問題
[00:05:20.780 --> 00:05:24.080]  其實偶像之物不是很大不了
[00:05:24.080 --> 00:05:26.280]  信徒可以吃可以不吃
[00:05:26.280 --> 00:05:28.480]  但是最重要是憑著愛心
[00:05:28.480 --> 00:05:29.780]  不要讓別人跌倒
[00:05:29.780 --> 00:05:30.780]  這就是他的意思
[00:05:30.780 --> 00:05:31.680]  而來到這裡
[00:05:31.680 --> 00:05:34.780]  保羅說傳福音都是這樣的原則
[00:05:34.780 --> 00:05:36.580]  所以我們這樣看的時候
[00:05:36.580 --> 00:05:38.280]  開始的時候保羅就說
[00:05:38.280 --> 00:05:39.680]  我放下我的自由
[00:05:39.680 --> 00:05:41.680]  我放下我的利益
[00:05:41.680 --> 00:05:42.880]  為了福音的好處
[00:05:42.880 --> 00:05:45.080]  為了別人信仰的好處
[00:05:45.080 --> 00:05:47.680]  所以我們首先看看
[00:05:47.680 --> 00:05:52.380]  第九章十一節到十五節的上半節
[00:05:52.380 --> 00:05:53.780]  我們一起看看
[00:05:53.780 --> 00:05:56.480]  保羅放下他的權利
[00:05:56.480 --> 00:05:58.580]  我們一起讀
[00:05:58.580 --> 00:06:01.280]  我們既然把屬靈的種子
[00:06:01.280 --> 00:06:03.080]  剎在你們中間
[00:06:03.080 --> 00:06:05.880]  若從你們收取養生之物
[00:06:05.880 --> 00:06:07.980]  這還算大事嗎?
[00:06:07.980 --> 00:06:11.780]  假如別人在你們身上享有這權利
[00:06:11.780 --> 00:06:13.280]  何況我們呢?
[00:06:13.280 --> 00:06:16.880]  然而我們並沒有用過這權利
[00:06:16.880 --> 00:06:18.880]  倒是凡事忍受
[00:06:18.880 --> 00:06:22.080]  免得基督的福音受到阻礙
[00:06:22.080 --> 00:06:25.580]  你們豈不知在聖殿供食的人
[00:06:25.580 --> 00:06:27.880]  吃聖殿中的食物嗎?
[00:06:27.880 --> 00:06:29.880]  在祭壇事後的人
[00:06:29.880 --> 00:06:32.380]  分享天上的供物嗎?
[00:06:32.380 --> 00:06:34.380]  主也是這樣命令
[00:06:34.380 --> 00:06:35.880]  要傳福音的人
[00:06:35.880 --> 00:06:38.080]  靠著福音養生
[00:06:38.080 --> 00:06:41.080]  但這權利我傳言沒有用過
[00:06:41.080 --> 00:06:43.780]  好,我們暫時讀到這裏
[00:06:43.780 --> 00:06:45.780]  保羅在這裏
[00:06:45.780 --> 00:06:48.780]  這段經文他放下了自己的利益
[00:06:48.780 --> 00:06:50.780]  但他首先說了
[00:06:50.780 --> 00:06:52.380]  為何我有這個利益
[00:06:52.380 --> 00:06:55.180]  這個利益保羅說了三方面
[00:06:55.180 --> 00:06:56.880]  是非常合情合理的
[00:06:56.880 --> 00:06:58.080]  三方面
[00:06:58.080 --> 00:06:59.280]  或者我們看看第一方面
[00:06:59.280 --> 00:07:01.080]  如果我們看第十一節到十二節
[00:07:01.080 --> 00:07:02.280]  這個第一方面
[00:07:02.280 --> 00:07:04.480]  就是很合情理的
[00:07:04.480 --> 00:07:06.080]  我們看到保羅怎樣說
[00:07:06.080 --> 00:07:08.980]  他說:我們既然把屬靈的種子
[00:07:08.980 --> 00:07:11.380]  撒在你們中間
[00:07:11.380 --> 00:07:12.380]  即是說
[00:07:12.380 --> 00:07:15.380]  保羅將福音傳到
[00:07:15.380 --> 00:07:18.580]  當時在希臘的地方
[00:07:18.580 --> 00:07:20.880]  哥倫多這個城
[00:07:20.880 --> 00:07:22.180]  在《司徒行傳》十八章
[00:07:22.180 --> 00:07:28.380]  就說到保羅在旅遊報道當中
[00:07:28.380 --> 00:07:33.180]  他就是傳福音給這些人
[00:07:33.180 --> 00:07:36.280]  然後他就栽培他們的生命
[00:07:36.280 --> 00:07:39.180]  以致到他們靈明得就成長
[00:07:39.180 --> 00:07:40.980]  生命得就改變
[00:07:40.980 --> 00:07:43.180]  所以保羅全時間
[00:07:43.180 --> 00:07:45.380]  很長時間的
[00:07:45.380 --> 00:07:48.380]  將這個毀身做這個工作的時候
[00:07:48.380 --> 00:07:50.680]  那他那些時間做什麼
[00:07:50.680 --> 00:07:52.180]  他都要吃的
[00:07:52.180 --> 00:07:56.780]  所以等於你讀書都要交學費的
[00:07:56.780 --> 00:07:58.080]  當然傳福音不是一回
[00:07:58.080 --> 00:07:59.680]  好像要一個學校
[00:07:59.680 --> 00:08:02.180]  但是當一個人去付出
[00:08:02.180 --> 00:08:05.780]  去將你的屬靈的好處去餵養的時候
[00:08:05.780 --> 00:08:08.380]  你應該得到這個回報
[00:08:08.380 --> 00:08:10.180]  在日常生活裡面
[00:08:10.180 --> 00:08:11.580]  所以他說
[00:08:11.580 --> 00:08:14.680]  這裡特別提到養生
[00:08:14.680 --> 00:08:17.880]  即是說一些身體上的需要
[00:08:17.880 --> 00:08:20.980]  屬靈更重要還是身體的需要更重要
[00:08:20.980 --> 00:08:22.680]  其實屬靈更加重要
[00:08:22.680 --> 00:08:24.280]  如果我給你一些屬靈的東西
[00:08:24.280 --> 00:08:28.880]  你給我養生身體的需要的東西
[00:08:28.880 --> 00:08:31.080]  那有什麼大不了呢
[00:08:31.080 --> 00:08:33.380]  其實是很需要的
[00:08:33.380 --> 00:08:35.580]  很合理的
[00:08:35.580 --> 00:08:37.080]  還有十二節說
[00:08:37.080 --> 00:08:40.480]  假若別人在你們身上享有這個權利
[00:08:40.480 --> 00:08:43.080]  還有其他的傳道人做同樣的事情
[00:08:43.080 --> 00:08:44.780]  那他們都拿了這個享用
[00:08:44.780 --> 00:08:46.580]  何況我保羅呢
[00:08:46.580 --> 00:08:50.080]  因為保羅在哥倫多這個地方
[00:08:50.080 --> 00:08:52.180]  開始教會的工作
[00:08:52.180 --> 00:08:53.980]  開始傳福音的工作
[00:08:53.980 --> 00:08:56.480]  可以說是整個教會的一個創立人
[00:08:56.480 --> 00:08:57.880]  可以這麼說
[00:08:57.880 --> 00:08:59.580]  他更加需要
[00:08:59.580 --> 00:09:02.180]  所以首先第一個的理由
[00:09:02.180 --> 00:09:03.380]  就是我餵養你
[00:09:03.380 --> 00:09:04.380]  我有這個權利
[00:09:04.380 --> 00:09:06.680]  屬靈的餵養
[00:09:06.680 --> 00:09:07.780]  其實聖經裡面講到
[00:09:07.780 --> 00:09:10.580]  傳福音是好像殺種一樣
[00:09:10.580 --> 00:09:14.980]  為什麼這個形容都很有意思
[00:09:14.980 --> 00:09:17.880]  殺種是講到有生命
[00:09:17.880 --> 00:09:19.880]  殺種也要很有耐性
[00:09:19.880 --> 00:09:21.380]  很有心機
[00:09:21.380 --> 00:09:23.880]  然後人的生命就慢慢成長
[00:09:23.880 --> 00:09:25.080]  又不是急的
[00:09:25.080 --> 00:09:27.480]  是很有愛心的栽培
[00:09:27.480 --> 00:09:30.280]  原來傳福音就是一回這樣的事情
[00:09:30.280 --> 00:09:31.280]  慢慢來
[00:09:31.280 --> 00:09:32.480]  我們用愛心
[00:09:32.480 --> 00:09:34.080]  去將一些神的恩典
[00:09:34.080 --> 00:09:37.180]  去給一些未信的人
[00:09:37.180 --> 00:09:41.680]  我又記得以前我在美國讀書的時候
[00:09:41.680 --> 00:09:44.680]  我去到一間中西部一個地方讀書
[00:09:44.680 --> 00:09:47.580]  當時跟我一起入學
[00:09:47.580 --> 00:09:51.480]  有三個香港來的年青人
[00:09:51.480 --> 00:09:52.180]  比我年青
[00:09:52.180 --> 00:09:55.280]  因為讀的年級比我低
[00:09:55.280 --> 00:09:56.380]  他們很聰明
[00:09:56.380 --> 00:09:58.380]  你知道年青人很活潑
[00:09:58.380 --> 00:09:59.780]  很喜歡玩
[00:09:59.780 --> 00:10:04.980]  我們那間校園有名叫做派對大學
[00:10:04.980 --> 00:10:08.080]  派對大學就是Party School
[00:10:08.080 --> 00:10:12.180]  就是整天搞Party文明
[00:10:12.180 --> 00:10:15.180]  當然這個年紀的人
[00:10:15.180 --> 00:10:18.980]  很想認識一些異性的朋友
[00:10:18.980 --> 00:10:21.280]  他們特別活潑
[00:10:21.280 --> 00:10:24.680]  很想結識這些男女的關係
[00:10:24.680 --> 00:10:26.680]  有一次他們邀請我去
[00:10:26.680 --> 00:10:29.680]  一個真正的Party
[00:10:29.680 --> 00:10:31.280]  我就去
[00:10:31.280 --> 00:10:34.180]  人家邀請我儘管見識一下
[00:10:34.180 --> 00:10:36.480]  去到我喝果汁
[00:10:36.480 --> 00:10:40.380]  很多人都去喝酒
[00:10:40.380 --> 00:10:45.880]  我見到他們的男女關係很隨便
[00:10:45.880 --> 00:10:49.680]  但是我覺得很多人不同的生活
[00:10:49.680 --> 00:10:52.180]  我就認識這幾位的朋友
[00:10:52.180 --> 00:10:54.280]  成為了大家好聊
[00:10:54.280 --> 00:10:58.080]  我就逐個跟他們聊天
[00:10:58.080 --> 00:11:00.080]  我當時就學了宋後思
[00:11:00.080 --> 00:11:01.580]  怎樣傳呼音的方法
[00:11:01.580 --> 00:11:04.180]  儘量去運用
[00:11:04.180 --> 00:11:06.980]  逐個跟他們傳呼音
[00:11:06.980 --> 00:11:09.080]  到我離開這個校園的時候
[00:11:09.080 --> 00:11:12.480]  他們三位都沒有表示信耶穌
[00:11:12.480 --> 00:11:15.880]  後來我去到三魂市
[00:11:15.880 --> 00:11:19.380]  就是這個Bay Area的地方
[00:11:19.380 --> 00:11:20.580]  就是西岸的地方
[00:11:20.580 --> 00:11:23.380]  有時候跟一些校友聯絡
[00:11:23.380 --> 00:11:26.280]  他告訴我們
[00:11:26.280 --> 00:11:29.280]  其中有一位去了教會
[00:11:29.280 --> 00:11:31.580]  生命有很大的改變
[00:11:31.580 --> 00:11:36.780]  就跟我以前去的那間教會
[00:11:36.780 --> 00:11:39.480]  這間教會有很多聖經教導
[00:11:39.480 --> 00:11:43.380]  並且有位傳道人專門教他們學聖經
[00:11:43.380 --> 00:11:45.180]  這位傳道人叫阿伯
[00:11:45.180 --> 00:11:46.980]  阿伯就是栽培我讀聖經
[00:11:46.980 --> 00:11:50.480]  我想這個年輕人現在變成這樣
[00:11:50.480 --> 00:11:53.480]  可以看到生命有很大的改變
[00:11:53.480 --> 00:11:55.980]  所以傳呼音是一個這樣的栽種
[00:11:55.980 --> 00:11:57.580]  保羅就覺得
[00:11:57.580 --> 00:11:59.880]  沒錯 我付出很多
[00:11:59.880 --> 00:12:01.880]  但是我不要求任何的回報
[00:12:01.880 --> 00:12:03.680]  所以我有這個權利
[00:12:03.680 --> 00:12:04.980]  但是我都不要
[00:12:04.980 --> 00:12:07.680]  第二個保羅提到
[00:12:07.680 --> 00:12:09.080]  為什麼我有這個權利
[00:12:09.080 --> 00:12:11.280]  就是在第十三節
[00:12:11.280 --> 00:12:13.780]  這裡就說到
[00:12:13.780 --> 00:12:14.580]  他說
[00:12:14.580 --> 00:12:17.080]  他不知道在聖殿裡面供積的人
[00:12:17.080 --> 00:12:19.080]  吃聖殿葱的食物
[00:12:19.080 --> 00:12:24.080]  然後祭壇事後的人就分享壇上的供物
[00:12:24.080 --> 00:12:26.080]  同樣在舊約時代
[00:12:26.080 --> 00:12:29.480]  神設立了會幕和聖殿
[00:12:29.480 --> 00:12:31.780]  人們就在這個場所裡面
[00:12:31.780 --> 00:12:34.080]  就是這個地方去敬拜神
[00:12:34.080 --> 00:12:36.280]  而神也給一些神職人員
[00:12:36.280 --> 00:12:38.180]  一些專門的人
[00:12:38.180 --> 00:12:39.980]  毀身在這個侍奉當中
[00:12:39.980 --> 00:12:42.380]  仿似當時的保羅
[00:12:42.380 --> 00:12:46.280]  當時我們看到神也有一個規定
[00:12:46.280 --> 00:12:47.680]  是給這些供積的人
[00:12:47.680 --> 00:12:51.880]  全世界的人有身體上的供應
[00:12:51.880 --> 00:12:55.680]  根據《文素記》十八章提到
[00:12:55.680 --> 00:12:58.680]  以色列人神規定
[00:12:58.680 --> 00:13:00.980]  是利美人其中一個支派
[00:13:00.980 --> 00:13:05.880]  專門在會幕或者聖殿裡面去供積
[00:13:05.880 --> 00:13:08.080]  利美人這一族的支派
[00:13:08.080 --> 00:13:09.180]  就什麼都不做了
[00:13:09.180 --> 00:13:10.880]  只是做神的工作
[00:13:10.880 --> 00:13:12.080]  服侍神
[00:13:12.080 --> 00:13:13.880]  然後在利美族當中
[00:13:13.880 --> 00:13:15.780]  就揀選了亞倫
[00:13:15.780 --> 00:13:17.980]  和他的子孫做祭司
[00:13:17.980 --> 00:13:21.180]  所以祭司就專門在祭壇裡面工作
[00:13:21.180 --> 00:13:23.180]  去獻祭
[00:13:23.180 --> 00:13:25.680]  利美人就所有的職務都會做
[00:13:25.680 --> 00:13:28.480]  但是神對他們所有的人
[00:13:28.480 --> 00:13:30.380]  都有很好的安排
[00:13:30.380 --> 00:13:31.380]  我剛才說過
[00:13:31.380 --> 00:13:33.380]  是《文素記》十八章提到
[00:13:33.380 --> 00:13:35.680]  神就讓那些祭司
[00:13:35.680 --> 00:13:38.680]  就是當人民獻一些祭物的時候
[00:13:38.680 --> 00:13:40.580]  一些祭物是獻給神
[00:13:40.580 --> 00:13:42.480]  而他們都有份享用
[00:13:42.480 --> 00:13:44.380]  有一部分是他們可以享用
[00:13:44.380 --> 00:13:48.380]  而以色列人每年的初熟之物
[00:13:48.380 --> 00:13:52.080]  和一些頭生的生畜
[00:13:52.080 --> 00:13:53.380]  是奉獻給神的
[00:13:53.380 --> 00:13:55.380]  而他們也可以享用
[00:13:55.380 --> 00:13:56.980]  利美人又如何呢?
[00:13:56.980 --> 00:13:58.380]  所有的穀物
[00:13:58.380 --> 00:13:59.680]  以色列人的十分之一
[00:13:59.680 --> 00:14:03.180]  和他們的生畜的十分之一
[00:14:03.180 --> 00:14:04.680]  都是奉獻給神的
[00:14:04.680 --> 00:14:06.780]  而利美人可以享用
[00:14:06.780 --> 00:14:09.480]  你看到神是這樣的方式
[00:14:09.480 --> 00:14:12.280]  是體重屬靈的事情
[00:14:12.280 --> 00:14:15.280]  願意有些人專門去做這件事
[00:14:15.280 --> 00:14:17.080]  而神就為他們
[00:14:17.080 --> 00:14:20.280]  好好供應很多的安排
[00:14:20.280 --> 00:14:22.280]  所以神很體重屬靈的
[00:14:22.280 --> 00:14:25.280]  在人在社群裏面
[00:14:25.280 --> 00:14:28.080]  是很重要的一個工作
[00:14:28.080 --> 00:14:29.280]  第三方面
[00:14:29.280 --> 00:14:30.280]  這是剛才第二方面
[00:14:30.280 --> 00:14:31.280]  在聖經的根據
[00:14:31.280 --> 00:14:34.080]  舊約的時代
[00:14:34.080 --> 00:14:35.580]  來到耶穌基督
[00:14:35.580 --> 00:14:37.680]  我們有新的一個
[00:14:37.680 --> 00:14:39.480]  救恩來到的時候
[00:14:39.480 --> 00:14:41.680]  第十四節第三方面的原因
[00:14:41.680 --> 00:14:43.880]  主也使者有命令
[00:14:43.880 --> 00:14:45.080]  要傳福音的人
[00:14:45.080 --> 00:14:47.080]  要靠著福音養生
[00:14:47.080 --> 00:14:48.880]  主耶穌一樣
[00:14:48.880 --> 00:14:50.480]  在猜探門徒修女的時候
[00:14:50.480 --> 00:14:52.280]  根據《路加福音》第十章
[00:14:52.280 --> 00:14:54.280]  叫他們不要帶錢囊
[00:14:54.280 --> 00:14:57.680]  去某個家跟他們說
[00:14:57.680 --> 00:14:58.680]  平安的說話
[00:14:58.680 --> 00:14:59.480]  祝福的說話
[00:14:59.480 --> 00:15:01.680]  如果他們領受平安
[00:15:01.680 --> 00:15:03.280]  就去那裏住
[00:15:03.280 --> 00:15:06.680]  而那家人就會提供飲食給他們
[00:15:06.680 --> 00:15:10.680]  他說工人得工價是應當的
[00:15:10.680 --> 00:15:12.680]  但是你不要到處選擇
[00:15:12.680 --> 00:15:13.680]  他說你去那裏住
[00:15:13.680 --> 00:15:15.680]  這家就這家
[00:15:15.680 --> 00:15:17.680]  不可以到處走來走去
[00:15:17.680 --> 00:15:19.680]  人家擺什麼吃你就吃
[00:15:19.680 --> 00:15:22.680]  就是這樣的形式
[00:15:22.680 --> 00:15:24.680]  但是保羅怎麼說呢
[00:15:24.680 --> 00:15:27.680]  雖然我有盡這些合情合理的原因
[00:15:27.680 --> 00:15:28.680]  理由
[00:15:28.680 --> 00:15:31.680]  但是我一點都不要
[00:15:31.680 --> 00:15:32.680]  所以我們看到
[00:15:32.680 --> 00:15:33.680]  第十二節說
[00:15:33.680 --> 00:15:37.680]  然而我們並沒有用過這權利
[00:15:37.680 --> 00:15:38.680]  在第十五節說
[00:15:38.680 --> 00:15:39.680]  但這權利
[00:15:39.680 --> 00:15:42.680]  我全然沒有用過
[00:15:42.680 --> 00:15:44.680]  保羅全部沒有用過
[00:15:44.680 --> 00:15:46.680]  反而保羅在第十二節說
[00:15:46.680 --> 00:15:48.680]  倒是凡事忍受
[00:15:48.680 --> 00:15:50.680]  怎樣叫做凡事忍受
[00:15:50.680 --> 00:15:51.680]  簡單來說
[00:15:51.680 --> 00:15:53.680]  如果大家都有份全職的工作
[00:15:53.680 --> 00:15:55.680]  那你做這樣就做那樣
[00:15:55.680 --> 00:15:57.680]  但是保羅怎麼樣
[00:15:57.680 --> 00:15:59.680]  他全時間是做全套的工作
[00:15:59.680 --> 00:16:01.680]  但是他的生計怎麼樣
[00:16:01.680 --> 00:16:04.680]  他唯有額外的時間做工作
[00:16:04.680 --> 00:16:07.680]  他勞碌賺自己的飲食
[00:16:07.680 --> 00:16:09.680]  你看到所以他忍受
[00:16:09.680 --> 00:16:11.680]  所以保羅經常說
[00:16:11.680 --> 00:16:13.680]  我遇到饑寒的時候
[00:16:13.680 --> 00:16:15.680]  我遇到這些困苦的時候
[00:16:15.680 --> 00:16:17.680]  但是神的恩典夠他用
[00:16:17.680 --> 00:16:19.680]  保羅願意這樣做
[00:16:19.680 --> 00:16:20.680]  是一個什麼樣的全道人呢
[00:16:20.680 --> 00:16:22.680]  是願意犧牲的
[00:16:22.680 --> 00:16:24.680]  我不要這些
[00:16:24.680 --> 00:16:25.680]  我記得以前
[00:16:25.680 --> 00:16:27.680]  我剛才跟大家說
[00:16:27.680 --> 00:16:29.680]  我在中西部有個時間讀書
[00:16:29.680 --> 00:16:30.680]  我去過一間教會
[00:16:30.680 --> 00:16:33.680]  全道人就是Pastor Hickson
[00:16:33.680 --> 00:16:34.680]  Pastor Hickson有時候
[00:16:34.680 --> 00:16:36.680]  我回來教會的時候
[00:16:36.680 --> 00:16:37.680]  平時的時候
[00:16:37.680 --> 00:16:39.680]  見到他在這裡游泳
[00:16:39.680 --> 00:16:42.680]  這間教會這麼大
[00:16:42.680 --> 00:16:43.680]  如果有什麼事情
[00:16:43.680 --> 00:16:45.680]  自己要維修
[00:16:45.680 --> 00:16:48.680]  他自己去工作
[00:16:48.680 --> 00:16:49.680]  我又聽到
[00:16:49.680 --> 00:16:50.680]  其實Pastor Hickson
[00:16:50.680 --> 00:16:52.680]  平時有時候都會去外面
[00:16:52.680 --> 00:16:54.680]  做兼職游泳
[00:16:54.680 --> 00:16:55.680]  為什麼呢
[00:16:55.680 --> 00:16:58.680]  那間校園有很多大學生去聚會
[00:16:58.680 --> 00:17:00.680]  大學生你知道
[00:17:00.680 --> 00:17:02.680]  錢財有限
[00:17:02.680 --> 00:17:03.680]  所以這位牧師
[00:17:03.680 --> 00:17:06.680]  願意這樣去工作
[00:17:06.680 --> 00:17:08.680]  付出
[00:17:08.680 --> 00:17:09.680]  為什麼呢
[00:17:09.680 --> 00:17:10.680]  為了什麼呢
[00:17:10.680 --> 00:17:11.680]  他說免得基督的福音
[00:17:11.680 --> 00:17:14.680]  受到阻礙
[00:17:14.680 --> 00:17:16.680]  如果保羅收受這些錢的時候
[00:17:16.680 --> 00:17:18.680]  以信徒不是很明白意思
[00:17:18.680 --> 00:17:20.680]  有些未信的朋友見到
[00:17:20.680 --> 00:17:22.680]  他收錢的
[00:17:22.680 --> 00:17:23.680]  保羅
[00:17:23.680 --> 00:17:25.680]  是不是為了錢
[00:17:25.680 --> 00:17:26.680]  可能有這個嫌疑
[00:17:26.680 --> 00:17:29.680]  所以他寧願不要
[00:17:29.680 --> 00:17:31.680]  我們很容易理解
[00:17:31.680 --> 00:17:33.680]  我們教會也是
[00:17:33.680 --> 00:17:34.680]  來到教會
[00:17:34.680 --> 00:17:35.680]  我們有奉獻
