
[00:00:00.000 --> 00:00:03.000]  我特別喜歡福音主人
[00:03:17.000 --> 00:03:19.000]  究竟求什麼呢
[00:03:19.000 --> 00:03:21.000]  怎樣才算是福呢
[00:03:21.000 --> 00:03:24.000]  聖經裡面很喜歡福字
[00:03:24.000 --> 00:03:26.000]  所以我在準備的時候
[00:03:26.000 --> 00:03:28.000]  主耶穌基督說八福
[00:03:28.000 --> 00:03:29.000]  今天不說了
[00:03:29.000 --> 00:03:31.000]  哪些人有福
[00:03:31.000 --> 00:03:32.000]  哪八種的福
[00:03:32.000 --> 00:03:33.000]  很好
[00:03:33.000 --> 00:03:36.000]  今天我選了一篇我很喜歡的詩
[00:03:36.000 --> 00:03:41.000]  這篇詩當然全世界都翻譯了
[00:03:41.000 --> 00:03:43.000]  很奇怪的
[00:03:43.000 --> 00:03:46.000]  這篇詩超過三千年
[00:03:46.000 --> 00:03:50.000]  差不多每個國家都有自己的文字
[00:03:50.000 --> 00:03:52.000]  都是將這篇詩翻譯了
[00:03:52.000 --> 00:03:55.000]  現在都成為很多人很喜歡的一篇詩
[00:03:55.000 --> 00:03:57.000]  不是詩篇二十三篇
[00:03:57.000 --> 00:03:59.000]  詩篇二十三篇是其中一篇
[00:03:59.000 --> 00:04:01.000]  這篇很奇怪
[00:04:01.000 --> 00:04:05.000]  因為這篇的規格很工整
[00:04:05.000 --> 00:04:07.000]  寫得很美麗
[00:04:07.000 --> 00:04:10.000]  詩是很感性的
[00:04:10.000 --> 00:04:12.000]  很形象的
[00:04:12.000 --> 00:04:16.000]  但是一篇詩能夠經過三千年
[00:04:16.000 --> 00:04:19.000]  在全世界不同地方引起共鳴
[00:04:19.000 --> 00:04:22.000]  一定有用的
[00:04:22.000 --> 00:04:25.000]  這篇詩我再看它的歷史背景
[00:04:25.000 --> 00:04:27.000]  應該是以色列人
[00:04:27.000 --> 00:04:31.000]  當時仍然有一個聖殿存在的時間
[00:04:31.000 --> 00:04:35.000]  以色列人最輝煌的時間
[00:04:35.000 --> 00:04:37.000]  是大衛所羅門
[00:04:37.000 --> 00:04:41.000]  為神建造一個很美麗的殿
[00:04:41.000 --> 00:04:43.000]  但是後來
[00:04:43.000 --> 00:04:45.000]  以色列滅了
[00:04:45.000 --> 00:04:48.000]  殿也拆了
[00:04:48.000 --> 00:04:50.000]  杜拉美公元七十年
[00:04:50.000 --> 00:04:54.000]  羅馬直接將重建重修的殿
[00:04:54.000 --> 00:04:56.000]  片甲不留
[00:04:56.000 --> 00:04:58.000]  剷棄
[00:04:58.000 --> 00:05:01.000]  以色列的歷史給我們很多教訓
[00:05:01.000 --> 00:05:03.000]  所以當時
[00:05:03.000 --> 00:05:05.000]  相信寫這篇詩的人
[00:05:05.000 --> 00:05:07.000]  是很有感覺的
[00:05:07.000 --> 00:05:09.000]  感覺是
[00:05:09.000 --> 00:05:11.000]  一個人一生最重要的是什麼
[00:05:11.000 --> 00:05:13.000]  你想找的是什麼
[00:05:13.000 --> 00:05:15.000]  這篇詩表達出來
[00:05:15.000 --> 00:05:18.000]  很工整分開三段
[00:05:18.000 --> 00:05:21.000]  三段每段講一個福
[00:05:21.000 --> 00:05:23.000]  每一段講一個福
[00:05:23.000 --> 00:05:25.000]  三種福
[00:05:25.000 --> 00:05:26.000]  而且每一段
[00:05:26.000 --> 00:05:28.000]  那個福有一句
[00:05:28.000 --> 00:05:29.000]  我稍後會打出來
[00:05:29.000 --> 00:05:31.000]  是用紅色字打出來
[00:05:31.000 --> 00:05:33.000]  每一段有一個福
[00:05:33.000 --> 00:05:35.000]  而且每一段有一個動詞
[00:05:35.000 --> 00:05:37.000]  有一個動詞很重要
[00:05:37.000 --> 00:05:41.000]  福是神賜的
[00:05:41.000 --> 00:05:43.000]  但如果你想接福
[00:05:43.000 --> 00:05:45.000]  有行動的
[00:05:45.000 --> 00:05:47.000]  我們中國人說迎春接福
[00:05:47.000 --> 00:05:49.000]  上帝賜福
[00:05:49.000 --> 00:05:51.000]  你都要大膽行出一步
[00:05:51.000 --> 00:05:53.000]  憑信心去接
[00:05:53.000 --> 00:05:55.000]  所以是雙方面的
[00:05:55.000 --> 00:05:56.000]  神一定有行動
[00:05:56.000 --> 00:05:58.000]  賜福是行動
[00:05:58.000 --> 00:06:00.000]  God blesses
[00:06:00.000 --> 00:06:01.000]  是行動的
[00:06:01.000 --> 00:06:03.000]  我們聖經裏面很重要的字是行動
[00:06:03.000 --> 00:06:05.000]  在歷史裏面
[00:06:05.000 --> 00:06:07.000]  我們不是虛無縹緲的
[00:06:07.000 --> 00:06:09.000]  我們的信仰這個神是賜福的神
[00:06:09.000 --> 00:06:11.000]  但他每個賜福是有行動的
[00:06:11.000 --> 00:06:13.000]  但我們再接福
[00:06:13.000 --> 00:06:15.000]  你就同神接鬼
[00:06:15.000 --> 00:06:17.000]  賜福
[00:06:17.000 --> 00:06:18.000]  接福
[00:06:18.000 --> 00:06:20.000]  所以有三個動詞
[00:06:20.000 --> 00:06:22.000]  我今天就試一下
[00:06:22.000 --> 00:06:24.000]  講一講這篇詩
[00:06:24.000 --> 00:06:26.000]  講這篇詩的時間
[00:06:26.000 --> 00:06:29.000]  我這次就特別將這篇詩
[00:06:29.000 --> 00:06:31.000]  分三段打出來
[00:06:31.000 --> 00:06:33.000]  你和我讀
[00:06:33.000 --> 00:06:35.000]  先讀第一段
[00:06:35.000 --> 00:06:37.000]  總共十二節
[00:06:37.000 --> 00:06:39.000]  剛剛
[00:06:39.000 --> 00:06:41.000]  四節是一段
[00:06:41.000 --> 00:06:43.000]  三段
[00:06:43.000 --> 00:06:45.000]  三四一十二
[00:06:45.000 --> 00:06:47.000]  我每一段就將
[00:06:47.000 --> 00:06:49.000]  祝福的福是甚麼
[00:06:49.000 --> 00:06:51.000]  我用紅色字打出來
[00:06:51.000 --> 00:06:53.000]  你和我一起讀
[00:06:53.000 --> 00:06:55.000]  這篇詩
[00:06:55.000 --> 00:06:57.000]  你回去慢慢
[00:06:57.000 --> 00:06:59.000]  有時自己
[00:06:59.000 --> 00:07:01.000]  再想這篇詩
[00:07:01.000 --> 00:07:03.000]  再讓我感覺到
[00:07:03.000 --> 00:07:05.000]  神真是賜福
[00:07:05.000 --> 00:07:07.000]  先看前面那四節
[00:07:07.000 --> 00:07:09.000]  我們一起讀
[00:07:09.000 --> 00:07:11.000]  萬君子耶和華
[00:07:11.000 --> 00:07:13.000]  你的居所何等可愛
[00:07:13.000 --> 00:07:15.000]  我羨慕
[00:07:15.000 --> 00:07:17.000]  賀賞耶和華的婉語
[00:07:17.000 --> 00:07:19.000]  我的心腸
[00:07:19.000 --> 00:07:21.000]  我的肉體
[00:07:21.000 --> 00:07:23.000]  向永生神呼籲
[00:07:23.000 --> 00:07:25.000]  萬君子耶和華
[00:07:25.000 --> 00:07:27.000]  我的王 我的神
[00:07:27.000 --> 00:07:29.000]  在你祭壇那裡
[00:07:29.000 --> 00:07:31.000]  麻雀為自己找著房屋
[00:07:31.000 --> 00:07:33.000]  燕子為自己
[00:07:33.000 --> 00:07:35.000]  找著蒲錯之窩
[00:07:35.000 --> 00:07:37.000]  如此住在
[00:07:37.000 --> 00:07:39.000]  你殿中的
[00:07:39.000 --> 00:07:41.000]  便為有福
[00:07:41.000 --> 00:07:43.000]  他們要讚美你
[00:07:43.000 --> 00:07:45.000]  我這裡
[00:07:45.000 --> 00:07:47.000]  打了紅色的
[00:07:47.000 --> 00:07:49.000]  第一個
[00:07:49.000 --> 00:07:51.000]  我每一段
[00:07:51.000 --> 00:07:53.000]  我用兩個字
[00:07:53.000 --> 00:07:55.000]  代表福
[00:07:55.000 --> 00:07:57.000]  用一個動詞
[00:07:57.000 --> 00:07:59.000]  都是在這篇詩裡
[00:07:59.000 --> 00:08:01.000]  代表你去得這個福
[00:08:01.000 --> 00:08:03.000]  一個動詞
[00:08:03.000 --> 00:08:05.000]  第一個
[00:08:05.000 --> 00:08:07.000]  的福
[00:08:07.000 --> 00:08:09.000]  是同住
[00:08:09.000 --> 00:08:11.000]  同住
[00:08:11.000 --> 00:08:15.000]  那是什麼呢
[00:08:15.000 --> 00:08:17.000]  我做青年工作做了四十年
[00:08:17.000 --> 00:08:19.000]  我是行醫五年
[00:08:19.000 --> 00:08:21.000]  後來改行
[00:08:21.000 --> 00:08:23.000]  做青年工作
[00:08:23.000 --> 00:08:25.000]  現在香港政府很關心年青人
[00:08:25.000 --> 00:08:29.000]  我都在幾個委員會
[00:08:29.000 --> 00:08:31.000]  決定給年青人
[00:08:31.000 --> 00:08:33.000]  要往上行
[00:08:33.000 --> 00:08:35.000]  Youth upward mobility
[00:08:35.000 --> 00:08:37.000]  香港年青人
[00:08:37.000 --> 00:08:39.000]  好像在找很多東西
[00:08:39.000 --> 00:08:43.000]  尋求很多東西
[00:08:43.000 --> 00:08:45.000]  於是我在委員會
[00:08:45.000 --> 00:08:47.000]  當然有很多給他們錢
[00:08:47.000 --> 00:08:49.000]  創業 幫他們找工作
[00:08:49.000 --> 00:08:51.000]  政府就察覺
[00:08:51.000 --> 00:08:53.000]  有些年青人很困擾
[00:08:53.000 --> 00:08:55.000]  沒有地方住
[00:08:55.000 --> 00:08:57.000]  所以現在就想
[00:08:57.000 --> 00:08:59.000]  希望年青人
[00:08:59.000 --> 00:09:01.000]  都有他自己住得起的地方
[00:09:01.000 --> 00:09:05.000]  給他一間屋
[00:09:05.000 --> 00:09:07.000]  或者起碼有些宿舍
[00:09:07.000 --> 00:09:09.000]  給他
[00:09:09.000 --> 00:09:11.000]  平復他心中
[00:09:11.000 --> 00:09:13.000]  那些渴求
[00:09:13.000 --> 00:09:15.000]  屋是重要的
[00:09:15.000 --> 00:09:17.000]  但是屋是不是祝福
[00:09:17.000 --> 00:09:19.000]  當然也是
[00:09:19.000 --> 00:09:21.000]  但是一間屋
[00:09:21.000 --> 00:09:23.000]  最重要的是什麼
[00:09:23.000 --> 00:09:25.000]  誰跟你一起住
[00:09:25.000 --> 00:09:29.000]  很多人有屋
[00:09:29.000 --> 00:09:31.000]  開不開心
[00:09:31.000 --> 00:09:33.000]  是不是那間屋只有幾多呎
[00:09:33.000 --> 00:09:35.000]  問題是誰跟你住
[00:09:35.000 --> 00:09:39.000]  很多人的屋很大
[00:09:39.000 --> 00:09:41.000]  很悲傷
[00:09:41.000 --> 00:09:43.000]  最貼近一起住的人
[00:09:45.000 --> 00:09:47.000]  有時你都不想回家
[00:09:47.000 --> 00:09:49.000]  所以不是
[00:09:49.000 --> 00:09:51.000]  什麼屋
[00:09:51.000 --> 00:09:53.000]  是誰跟你一起住
[00:09:53.000 --> 00:09:55.000]  是誰跟你一起住
[00:09:55.000 --> 00:09:59.000]  跟年青人聊天
[00:09:59.000 --> 00:10:01.000]  當然我一會兒也會說
[00:10:01.000 --> 00:10:03.000]  我有八年
[00:10:03.000 --> 00:10:05.000]  跟太太收年青人
[00:10:05.000 --> 00:10:07.000]  來我家住
[00:10:07.000 --> 00:10:09.000]  她發覺她有屋
[00:10:09.000 --> 00:10:13.000]  但是住不下
[00:10:15.000 --> 00:10:17.000]  那是什麼
[00:10:17.000 --> 00:10:19.000]  所有詩人在這裡講的時候
[00:10:19.000 --> 00:10:21.000]  你只是詩人
[00:10:21.000 --> 00:10:23.000]  他說
[00:10:23.000 --> 00:10:25.000]  我很渴想一件事
[00:10:25.000 --> 00:10:27.000]  我很渴想一件事
[00:10:27.000 --> 00:10:29.000]  這篇詩
[00:10:29.000 --> 00:10:31.000]  到現在的以色列人
[00:10:31.000 --> 00:10:33.000]  每年有三次
[00:10:33.000 --> 00:10:35.000]  走過一些路
[00:10:35.000 --> 00:10:37.000]  向著錫安山
[00:10:37.000 --> 00:10:39.000]  去敬拜神的時間
[00:10:39.000 --> 00:10:41.000]  是其中一篇他們會背的詩
[00:10:41.000 --> 00:10:43.000]  但這篇詩
[00:10:43.000 --> 00:10:45.000]  他寫得很好
[00:10:45.000 --> 00:10:47.000]  他形容得很好
[00:10:47.000 --> 00:10:49.000]  他說
[00:10:49.000 --> 00:10:51.000]  好像麻雀都找自己
[00:10:51.000 --> 00:10:53.000]  居住的地方
[00:10:53.000 --> 00:10:55.000]  燕子都找自己抱初之窩
[00:10:55.000 --> 00:10:57.000]  連雀都需要有個巢
[00:10:57.000 --> 00:10:59.000]  需要有些跟它一起住的雀
[00:10:59.000 --> 00:11:01.000]  我有一段時間
[00:11:01.000 --> 00:11:03.000]  住在一個青年村
[00:11:03.000 --> 00:11:05.000]  看著山
[00:11:05.000 --> 00:11:07.000]  看著海
[00:11:07.000 --> 00:11:09.000]  那時我發覺對面有棵很大的樹
[00:11:09.000 --> 00:11:11.000]  是一些相思樹
[00:11:11.000 --> 00:11:13.000]  我看見有很多喜雀
[00:11:13.000 --> 00:11:15.000]  不斷飛過來
[00:11:15.000 --> 00:11:17.000]  我最初不是很明白
[00:11:17.000 --> 00:11:19.000]  我的孫子
[00:11:19.000 --> 00:11:21.000]  很多喜雀在那裡
[00:11:21.000 --> 00:11:23.000]  喜雀很聰明
[00:11:23.000 --> 00:11:25.000]  它快要生蛋
[00:11:25.000 --> 00:11:27.000]  就捉了巢
[00:11:27.000 --> 00:11:29.000]  結果它選擇在我家
[00:11:29.000 --> 00:11:31.000]  對面那裡
[00:11:31.000 --> 00:11:33.000]  有一棵比較大的樹
[00:11:33.000 --> 00:11:35.000]  我的孫子每次來看
[00:11:35.000 --> 00:11:37.000]  越捉越大
[00:11:37.000 --> 00:11:39.000]  我想他想著
[00:11:39.000 --> 00:11:41.000]  要生很多隻蛋
[00:11:41.000 --> 00:11:43.000]  越捉越大
[00:11:43.000 --> 00:11:45.000]  真的
[00:11:45.000 --> 00:11:47.000]  我看著它
[00:11:47.000 --> 00:11:49.000]  幾個月在那裡捉了
[00:11:49.000 --> 00:11:51.000]  然後有些媽媽
[00:11:51.000 --> 00:11:53.000]  爸爸那些來
[00:11:53.000 --> 00:11:55.000]  最後看到隔了不久
[00:11:55.000 --> 00:11:57.000]  有些小喜雀
[00:11:57.000 --> 00:11:59.000]  在那裡出來
[00:11:59.000 --> 00:12:01.000]  多開心
[00:12:01.000 --> 00:12:03.000]  不過最後巢捉得太大
[00:12:03.000 --> 00:12:05.000]  那棵樹斷了
[00:12:07.000 --> 00:12:09.000]  承擔不了
[00:12:09.000 --> 00:12:11.000]  回頭看的時候
[00:12:11.000 --> 00:12:13.000]  神造萬物
[00:12:13.000 --> 00:12:15.000]  最重要
[00:12:15.000 --> 00:12:17.000]  是有個家
[00:12:17.000 --> 00:12:21.000]  很重要
[00:12:21.000 --> 00:12:23.000]  那裡說嚮往
[00:12:23.000 --> 00:12:25.000]  你也想
[00:12:25.000 --> 00:12:27.000]  但是好奇
[00:12:27.000 --> 00:12:29.000]  神知道人同住是難
[00:12:29.000 --> 00:12:31.000]  但你同住
[00:12:31.000 --> 00:12:33.000]  如果能夠好好的相處
[00:12:33.000 --> 00:12:35.000]  有一樣東西
[00:12:35.000 --> 00:12:37.000]  神賜一樣東西給你
[00:12:37.000 --> 00:12:39.000]  神賜什麼
[00:12:39.000 --> 00:12:41.000]  賜個電
[00:12:41.000 --> 00:12:43.000]  電是什麼
[00:12:43.000 --> 00:12:45.000]  他用的字是電
[00:12:45.000 --> 00:12:47.000]  跟耶和華
[00:12:47.000 --> 00:12:49.000]  居所
[00:12:49.000 --> 00:12:51.000]  耶和華的婉語
[00:12:51.000 --> 00:12:53.000]  他說
[00:12:53.000 --> 00:12:55.000]  這裡說什麼
[00:12:55.000 --> 00:12:57.000]  神和人是接軌的
[00:12:57.000 --> 00:12:59.000]  起初神造人的時間
[00:12:59.000 --> 00:13:01.000]  是沒有間斷的
[00:13:01.000 --> 00:13:03.000]  神住在我們中間
[00:13:03.000 --> 00:13:05.000]  我們也住在祂中間
[00:13:05.000 --> 00:13:07.000]  一切都是祂無阻隔
[00:13:07.000 --> 00:13:09.000]  人很多時間喜歡自主
[00:13:09.000 --> 00:13:11.000]  喜歡走自己的路
[00:13:11.000 --> 00:13:13.000]  於是他很多時間
[00:13:13.000 --> 00:13:15.000]  走自己的路
[00:13:15.000 --> 00:13:17.000]  用自己的方法過自己的生活
[00:13:17.000 --> 00:13:19.000]  斷了
[00:13:19.000 --> 00:13:21.000]  斷了之後
[00:13:21.000 --> 00:13:23.000]  你回來我預備個地方給你
[00:13:23.000 --> 00:13:25.000]  你知道我真的想和你一起住
[00:13:25.000 --> 00:13:27.000]  以前最早期的時間
[00:13:27.000 --> 00:13:29.000]  摩西出埃及
[00:13:29.000 --> 00:13:31.000]  回末
[00:13:31.000 --> 00:13:33.000]  我起個回末
[00:13:33.000 --> 00:13:35.000]  我告訴你
[00:13:35.000 --> 00:13:37.000]  我就住在那裡
[00:13:37.000 --> 00:13:39.000]  你進來敬拜我
[00:13:39.000 --> 00:13:41.000]  後來再進去以色列
[00:13:41.000 --> 00:13:43.000]  就起個電
[00:13:43.000 --> 00:13:45.000]  他說我在這裡
[00:13:45.000 --> 00:13:47.000]  你回來我和你同住
[00:13:47.000 --> 00:13:49.000]  是讓你知道有福氣
[00:13:49.000 --> 00:13:51.000]  讓你知道神就是愛
[00:13:51.000 --> 00:13:53.000]  你有神住在你裡面的時間
[00:13:53.000 --> 00:13:55.000]  你有愛
[00:13:55.000 --> 00:13:57.000]  你在家裡的時間
[00:13:57.000 --> 00:13:59.000]  無論怎樣的時間
[00:13:59.000 --> 00:14:01.000]  在家裡就可以同住
[00:14:01.000 --> 00:14:03.000]  不容易
[00:14:03.000 --> 00:14:05.000]  我現在在家
[00:14:05.000 --> 00:14:07.000]  33個人
[00:14:07.000 --> 00:14:11.000]  共處都不簡單
[00:14:11.000 --> 00:14:13.000]  昔日
[00:14:13.000 --> 00:14:15.000]  我們微信主的時間
[00:14:15.000 --> 00:14:17.000]  都很多爭執
[00:14:17.000 --> 00:14:19.000]  我爸爸媽媽
[00:14:19.000 --> 00:14:21.000]  都幾好
[00:14:21.000 --> 00:14:23.000]  他們很相愛
[00:14:23.000 --> 00:14:25.000]  不過想事情很不同
[00:14:25.000 --> 00:14:27.000]  吃東西很不同
[00:14:27.000 --> 00:14:29.000]  很少事情都不同
[00:14:29.000 --> 00:14:31.000]  求神真是憐憫
[00:14:31.000 --> 00:14:35.000]  在家裡很少事情
[00:14:35.000 --> 00:14:37.000]  你就是容不下
[00:14:37.000 --> 00:14:39.000]  有時候說錯一句話的時間
[00:14:39.000 --> 00:14:41.000]  你又藏在心裡
[00:14:41.000 --> 00:14:43.000]  你自己住在一起的時間
[00:14:43.000 --> 00:14:45.000]  很難住
[00:14:45.000 --> 00:14:47.000]  神同在
[00:14:47.000 --> 00:14:49.000]  你可以包得住
[00:14:49.000 --> 00:14:51.000]  然後容忍得住
[00:14:51.000 --> 00:14:53.000]  我昨天才和
[00:14:53.000 --> 00:14:55.000]  我的老朋友的嫁女
[00:14:55.000 --> 00:14:57.000]  我和她說
[00:14:57.000 --> 00:14:59.000]  她也是選擇
[00:14:59.000 --> 00:15:01.000]  凡事包容
[00:15:01.000 --> 00:15:03.000]  凡事要相信
[00:15:03.000 --> 00:15:05.000]  凡事要盼望
[00:15:05.000 --> 00:15:07.000]  凡事要忍耐
[00:15:07.000 --> 00:15:09.000]  然後才愛是永不止息
[00:15:09.000 --> 00:15:11.000]  一個家如果不懂得包容
[00:15:11.000 --> 00:15:12.000]  不懂得饒恕
[00:15:12.000 --> 00:15:13.000]  不懂得相信
[00:15:13.000 --> 00:15:14.000]  不懂得信任
[00:15:14.000 --> 00:15:16.000]  不懂得這樣去
[00:15:16.000 --> 00:15:18.000]  你怎樣住
[00:15:18.000 --> 00:15:20.000]  跟你拍下拖
[00:15:20.000 --> 00:15:22.000]  就容易點
[00:15:22.000 --> 00:15:24.000]  有些蠟燭
[00:15:24.000 --> 00:15:26.000]  有些美麗的東西
[00:15:26.000 --> 00:15:28.000]  結了婚之後
[00:15:28.000 --> 00:15:30.000]  吃飯沒有蠟燭
[00:15:30.000 --> 00:15:32.000]  你明不明
[00:15:32.000 --> 00:15:34.000]  不是說假
[00:15:34.000 --> 00:15:36.000]  你珍惜
[00:15:36.000 --> 00:15:38.000]  你當然將自己最好的一面
[00:15:38.000 --> 00:15:40.000]  然後將自己最美麗的一面
[00:15:40.000 --> 00:15:42.000]  不是假
[00:15:42.000 --> 00:15:44.000]  人兩面
[00:15:44.000 --> 00:15:46.000]  結了婚
[00:15:46.000 --> 00:15:48.000]  才知道原來還有一面
[00:15:48.000 --> 00:15:52.000]  人是很善良
[00:15:52.000 --> 00:15:54.000]  每個人都有惻隱之心
[00:15:54.000 --> 00:15:56.000]  同時
[00:15:56.000 --> 00:15:58.000]  也很小器
[00:15:58.000 --> 00:16:00.000]  也很像我
[00:16:00.000 --> 00:16:02.000]  於是你同住就難
[00:16:02.000 --> 00:16:04.000]  同住就難
[00:16:04.000 --> 00:16:06.000]  神說我住
[00:16:06.000 --> 00:16:08.000]  但你知不知道最後改了
[00:16:08.000 --> 00:16:10.000]  主耶穌說
[00:16:10.000 --> 00:16:14.000]  你再敬拜我
[00:16:14.000 --> 00:16:16.000]  就不在這個山
[00:16:16.000 --> 00:16:18.000]  不在那個山
[00:16:18.000 --> 00:16:20.000]  不用電
[00:16:20.000 --> 00:16:22.000]  我就是那個電
[00:16:22.000 --> 00:16:26.000]  神住在我裏面
[00:16:26.000 --> 00:16:28.000]  你不需要
[00:16:28.000 --> 00:16:30.000]  一定上山去拜我
[00:16:30.000 --> 00:16:32.000]  你認識我
[00:16:32.000 --> 00:16:34.000]  你隨時隨地都可以
[00:16:34.000 --> 00:16:36.000]  就敬拜
[00:16:36.000 --> 00:16:38.000]  只要你心靈誠實
[00:16:38.000 --> 00:16:40.000]  你真就行了
[00:16:40.000 --> 00:16:42.000]  不需要再上某個山
[00:16:42.000 --> 00:16:44.000]  不需要去某個電
[00:16:44.000 --> 00:16:46.000]  然後他跟住一對十字架
[00:16:46.000 --> 00:16:48.000]  復活升天之後
[00:16:48.000 --> 00:16:50.000]  更加重要
[00:16:50.000 --> 00:16:52.000]  他是怎樣
[00:16:52.000 --> 00:16:54.000]  我一次聖靈給你
[00:16:54.000 --> 00:16:56.000]  我不單住在某間屋
[00:16:56.000 --> 00:16:58.000]  聖靈住在你裏面
[00:16:58.000 --> 00:17:02.000]  你就成為我的電
[00:17:02.000 --> 00:17:04.000]  天天我與你同住
[00:17:04.000 --> 00:17:06.000]  天天有神同住的時間
[00:17:06.000 --> 00:17:08.000]  你回家不一樣
[00:17:08.000 --> 00:17:10.000]  你不一樣
[00:17:10.000 --> 00:17:12.000]  因為你有神的愛
[00:17:12.000 --> 00:17:14.000]  不是你的愛
[00:17:14.000 --> 00:17:16.000]  在家裏同住的時間就容易
[00:17:16.000 --> 00:17:18.000]  爸爸媽媽
[00:17:18.000 --> 00:17:20.000]  你以為現在的年青人
[00:17:20.000 --> 00:17:22.000]  你頂得佢信嗎
[00:17:22.000 --> 00:17:24.000]  因為他很有意見
[00:17:24.000 --> 00:17:26.000]  他在網上有很多朋友
[00:17:26.000 --> 00:17:28.000]  他很有想法
[00:17:28.000 --> 00:17:30.000]  你又不知道他有什麼感覺
[00:17:30.000 --> 00:17:32.000]  你怎樣和他同住
[00:17:32.000 --> 00:17:34.000]  你都不明白我
[00:17:34.000 --> 00:17:36.000]  誰說你明白
[00:17:36.000 --> 00:17:38.000]  兒女他們告訴我
[00:17:38.000 --> 00:17:40.000]  你騙我
[00:17:40.000 --> 00:17:42.000]  他日日自己都不明白自己
[00:17:42.000 --> 00:17:44.000]  你又扮明他
[00:17:44.000 --> 00:17:46.000]  我明你你走
[00:17:46.000 --> 00:17:48.000]  你不要扮
[00:17:48.000 --> 00:17:50.000]  我真的不明你
[00:17:50.000 --> 00:17:52.000]  我覺得你都有些水準
[00:17:52.000 --> 00:17:56.000]  不要扮
[00:17:56.000 --> 00:17:58.000]  你怎樣明他
[00:17:58.000 --> 00:18:00.000]  他自己在找
[00:18:00.000 --> 00:18:02.000]  我明你我帶你
[00:18:02.000 --> 00:18:04.000]  你不要帶他
