
[00:00:00.000 --> 00:00:03.080]  今天的主題是加拿大主要的結局篇
[00:01:24.200 --> 00:01:28.520]  不過這三套在結局篇
[00:01:28.520 --> 00:01:29.920]  都不是太好的結局
[00:01:29.920 --> 00:01:30.880]  不知道大家有沒有看
[00:01:30.880 --> 00:01:32.200]  有沒有人喜歡看這幾套
[00:01:32.200 --> 00:01:33.840]  有吧 說了很多
[00:01:33.840 --> 00:01:37.360]  大家有沒有留意這三集的結局
[00:01:37.360 --> 00:01:39.800]  有些很類似的東西
[00:01:39.800 --> 00:01:41.240]  是甚麼
[00:01:41.240 --> 00:01:43.000]  就是 如果有看的
[00:01:43.000 --> 00:01:47.000]  猜到嗎
[00:01:47.000 --> 00:01:50.840]  是 這些三套的主角都死了
[00:01:50.840 --> 00:01:52.080]  所以自從《Avengers》
[00:01:52.080 --> 00:01:53.640]  Iron Man死了之後
[00:01:53.640 --> 00:01:57.040]  我覺得人生突然沒甚麼方向
[00:01:57.040 --> 00:01:59.240]  大家差了一點
[00:01:59.240 --> 00:02:01.080]  結局真的有很多種
[00:02:01.080 --> 00:02:04.120]  今天我們說迦拉太書的結局
[00:02:04.120 --> 00:02:05.320]  究竟是怎樣的呢
[00:02:05.320 --> 00:02:07.240]  我們很值得留意
[00:02:07.240 --> 00:02:09.320]  當然到了結局前
[00:02:09.320 --> 00:02:11.120]  我們重溫一下
[00:02:11.120 --> 00:02:14.440]  究竟整本迦拉太書大概說些甚麼
[00:02:14.440 --> 00:02:15.960]  接著到第六章
[00:02:15.960 --> 00:02:19.840]  你會覺得非常之精彩
[00:02:19.840 --> 00:02:20.360]  我們先看看
[00:02:20.360 --> 00:02:24.000]  一開始在第一章六到七節
[00:02:24.000 --> 00:02:28.040]  保羅納克已經說到當時的問題
[00:02:28.040 --> 00:02:29.280]  不如我們一起讀讀看
[00:02:29.280 --> 00:02:30.200]  一二三
[00:02:30.200 --> 00:02:32.800]  我希奇 你們怎麼犯
[00:02:32.800 --> 00:02:34.480]  離開那夕著
[00:02:34.480 --> 00:02:37.000]  基督之恩召你們的
[00:02:37.000 --> 00:02:38.920]  對同別的保育
[00:02:38.920 --> 00:02:40.680]  那必實施保育
[00:02:40.680 --> 00:02:43.120]  不過有些人教了你們
[00:02:43.120 --> 00:02:45.880]  叫那基督的保育跟著代替
[00:02:45.880 --> 00:02:48.360]  我們相信保羅是第一本書
[00:02:48.360 --> 00:02:49.720]  寫迦拉太書
[00:02:49.720 --> 00:02:52.000]  並且他很多不同的書卷一開始
[00:02:52.000 --> 00:02:54.360]  都沒有直接這麼快指出問題
[00:02:54.360 --> 00:02:55.000]  這裡
[00:02:55.000 --> 00:02:55.960]  得不及待他說
[00:02:55.960 --> 00:02:58.440]  我希奇
[00:02:58.440 --> 00:02:59.200]  希奇甚麼
[00:02:59.200 --> 00:03:01.200]  就是本來我傳了福音給你
[00:03:01.200 --> 00:03:06.440]  但是有人搞要你信了別的福音
[00:03:06.440 --> 00:03:07.240]  好像是福音
[00:03:07.240 --> 00:03:08.160]  但不是福音
[00:03:08.160 --> 00:03:09.680]  那些是假的
[00:03:09.680 --> 00:03:12.520]  將基督的福音改了
[00:03:12.520 --> 00:03:14.880]  所以他繼續在一章八節
[00:03:14.880 --> 00:03:16.520]  說這種假福音
[00:03:16.520 --> 00:03:17.520]  假基督教
[00:03:17.520 --> 00:03:18.520]  他指出
[00:03:18.520 --> 00:03:19.760]  這些說話
[00:03:19.760 --> 00:03:21.720]  無論是我們天上來的使者
[00:03:21.720 --> 00:03:22.840]  全有的福音
[00:03:22.840 --> 00:03:24.600]  比原本的福音不一樣
[00:03:24.600 --> 00:03:29.360]  他們就應當被奏作
[00:03:29.360 --> 00:03:30.720]  很厲害
[00:03:30.720 --> 00:03:32.800]  不行的 有問題的
[00:03:32.800 --> 00:03:34.640]  當時他指出一件事
[00:03:34.640 --> 00:03:35.960]  其實對我們今天
[00:03:35.960 --> 00:03:37.920]  我之前也說了
[00:03:37.920 --> 00:03:39.800]  非常貼切
[00:03:39.800 --> 00:03:41.360]  和非常有關的
[00:03:41.360 --> 00:03:42.600]  他提到有一種信
[00:03:42.600 --> 00:03:44.240]  叫清義的信
[00:03:44.240 --> 00:03:46.280]  不是因為公德
[00:03:46.280 --> 00:03:47.760]  不是因為行為
[00:03:47.760 --> 00:03:49.920]  是因為基督
[00:03:49.920 --> 00:03:51.520]  因信基督聖義
[00:03:51.520 --> 00:03:52.840]  不因行律法
[00:03:52.840 --> 00:03:54.160]  其實當時有背景
[00:03:54.160 --> 00:03:54.920]  而這件事
[00:03:54.920 --> 00:03:58.480]  他處理了對我們今天十分有影響
[00:03:58.480 --> 00:04:00.080]  例如我問大家
[00:04:00.080 --> 00:04:01.040]  過去一個星期
[00:04:01.040 --> 00:04:03.960]  有沒有人吃過豬扒
[00:04:03.960 --> 00:04:06.040]  有多少隻手
[00:04:06.040 --> 00:04:07.400]  都很多
[00:04:07.400 --> 00:04:08.920]  我問你有沒有吃過豬扒
[00:04:08.920 --> 00:04:09.440]  不用擔心
[00:04:09.440 --> 00:04:11.240]  不是問你是不是豬扒
[00:04:11.240 --> 00:04:12.360]  可以的
[00:04:12.360 --> 00:04:14.560]  有沒有人吃過蝦
[00:04:14.560 --> 00:04:16.080]  有多少隻手
[00:04:16.080 --> 00:04:16.880]  都很多
[00:04:16.880 --> 00:04:18.160]  有沒有人吃過豬扒
[00:04:18.160 --> 00:04:19.680]  划蝦的
[00:04:19.680 --> 00:04:20.400]  划
[00:04:20.400 --> 00:04:21.720]  就是划
[00:04:21.720 --> 00:04:22.560]  一大半
[00:04:22.560 --> 00:04:25.120]  有沒有人吃過鰻魚
[00:04:25.120 --> 00:04:27.080]  有鱔
[00:04:27.080 --> 00:04:28.400]  真是感恩
[00:04:28.400 --> 00:04:31.080]  因為保羅當日幫我們
[00:04:31.080 --> 00:04:33.600]  去揮回來的
[00:04:33.600 --> 00:04:36.520]  當日人們信了基督之後
[00:04:36.520 --> 00:04:39.480]  外邦人之後他們傳
[00:04:39.480 --> 00:04:40.200]  你們不行
[00:04:40.200 --> 00:04:42.800]  要守住猶太人的律法
[00:04:42.800 --> 00:04:44.280]  今天猶太人都不能吃豬
[00:04:44.280 --> 00:04:45.320]  知道嗎
[00:04:45.320 --> 00:04:46.920]  今天猶太人都不能吃蝦
[00:04:46.920 --> 00:04:47.720]  知道嗎
[00:04:47.720 --> 00:04:50.760]  所以他說你要守住他們的節期
[00:04:50.760 --> 00:04:52.240]  他們吃東西的方法
[00:04:52.240 --> 00:04:53.680]  以及受割禮
[00:04:53.680 --> 00:04:56.160]  我就不問你今天有沒有受割禮
[00:04:56.160 --> 00:04:58.080]  但是原來息息相關
[00:04:58.080 --> 00:04:59.280]  他當時說
[00:04:59.280 --> 00:05:02.720]  我們得救不是因為我們守住那些東西
[00:05:02.720 --> 00:05:04.800]  但是同時他又擔心
[00:05:04.800 --> 00:05:05.360]  有些人說
[00:05:05.360 --> 00:05:07.200]  那我就什麼都不用守
[00:05:07.200 --> 00:05:08.320]  接著他已經說
[00:05:08.320 --> 00:05:08.840]  不是
[00:05:08.840 --> 00:05:10.600]  第十七十八節
[00:05:10.600 --> 00:05:11.480]  他說
[00:05:11.480 --> 00:05:12.400]  這樣的話
[00:05:12.400 --> 00:05:13.800]  我們基督女清義
[00:05:13.800 --> 00:05:16.000]  是不是就可以犯罪呢
[00:05:16.000 --> 00:05:17.440]  是不是
[00:05:17.440 --> 00:05:18.640]  四個字去說
[00:05:18.640 --> 00:05:20.360]  斷腐什麼
[00:05:20.360 --> 00:05:20.920]  不是
[00:05:20.920 --> 00:05:21.240]  不行
[00:05:21.240 --> 00:05:22.840]  先弄清楚
[00:05:22.840 --> 00:05:24.720]  接著他又繼續
[00:05:24.720 --> 00:05:27.560]  一直在演繹第三章三節
[00:05:27.560 --> 00:05:28.360]  我們一起唸
[00:05:28.360 --> 00:05:29.400]  一二三
[00:05:29.400 --> 00:05:33.040]  你們既靠聖靈入門
[00:05:33.040 --> 00:05:36.200]  與引伯教育生性全貌
[00:05:36.200 --> 00:05:38.560]  你們是這樣的無知嗎
[00:05:38.560 --> 00:05:41.400]  我們是靠著聖靈可以行道
[00:05:41.400 --> 00:05:43.600]  上帝給我們行道
[00:05:43.600 --> 00:05:45.080]  格格道路
[00:05:45.080 --> 00:05:48.280]  我們有一個區目很喜歡用這個字
[00:05:48.280 --> 00:05:52.880]  說我們行神的路不是靠死力
[00:05:52.880 --> 00:05:54.960]  知不知道哪個區目經常說
[00:05:54.960 --> 00:05:56.480]  拍十屁股
[00:05:56.480 --> 00:05:58.280]  我們要靠著聖靈
[00:05:58.280 --> 00:06:00.240]  才行到神給我們的路
[00:06:00.240 --> 00:06:01.360]  不是死力
[00:06:01.360 --> 00:06:05.440]  不是守的時候是沒有方向的
[00:06:05.440 --> 00:06:08.240]  所以在《解體書》五章十六節
[00:06:08.240 --> 00:06:10.200]  二十二三節他這樣說
[00:06:10.200 --> 00:06:10.920]  我們一起唸
[00:06:10.920 --> 00:06:11.680]  一二三
[00:06:11.680 --> 00:06:18.080]  我說你們當順著聖靈而行
[00:06:18.080 --> 00:06:20.240]  聖靈所見的果子
[00:06:20.240 --> 00:06:21.600]  就是人愛
[00:06:21.600 --> 00:06:29.080]  喜樂和平
[00:06:29.080 --> 00:06:32.800]  原來跟著聖靈去跟隨主
[00:06:32.800 --> 00:06:35.320]  他會產生很多美好的東西
[00:06:35.320 --> 00:06:36.480]  這些好不好
[00:06:36.480 --> 00:06:38.240]  人愛好不好
[00:06:38.240 --> 00:06:39.280]  好不好
[00:06:39.280 --> 00:06:40.600]  好像一般般的
[00:06:40.600 --> 00:06:41.960]  好不好
[00:06:41.960 --> 00:06:44.280]  如果你覺得不好很簡單
[00:06:44.280 --> 00:06:45.240]  你看看我們旁邊
[00:06:45.240 --> 00:06:47.320]  旁邊的人一巴掌打過來
[00:06:47.320 --> 00:06:48.320]  你說不好
[00:06:48.320 --> 00:06:49.120]  打得好
[00:06:49.120 --> 00:06:50.120]  我們說不好
[00:06:50.120 --> 00:06:51.040]  人愛好
[00:06:51.040 --> 00:06:52.080]  喜樂好不好
[00:06:52.080 --> 00:06:53.600]  有沒有人要喜樂
[00:06:53.600 --> 00:06:54.480]  要
[00:06:54.480 --> 00:06:55.640]  平安好不好
[00:06:55.640 --> 00:06:56.640]  好
[00:06:56.640 --> 00:06:58.880]  所以我們按著主聖靈
[00:06:58.880 --> 00:07:02.240]  帶領我們有很多一個果子
[00:07:02.240 --> 00:07:03.080]  九個特質
[00:07:03.080 --> 00:07:04.840]  當然這是其中九個
[00:07:04.840 --> 00:07:06.400]  我們繼續會樂
[00:07:06.400 --> 00:07:08.680]  所以他在說的時候
[00:07:08.680 --> 00:07:11.760]  因為有一班人聽完保羅傳的福音
[00:07:11.760 --> 00:07:12.960]  但他離開了
[00:07:12.960 --> 00:07:14.320]  弄得很混亂
[00:07:14.320 --> 00:07:17.200]  保羅說你小心走回頭路
[00:07:17.200 --> 00:07:18.960]  不要信了別的福音
[00:07:18.960 --> 00:07:19.760]  這件事
[00:07:19.760 --> 00:07:22.080]  很好的福音不要搞亂
[00:07:22.080 --> 00:07:26.440]  並且鼓勵他們要好好跟領袖
[00:07:26.440 --> 00:07:29.160]  不要忘記原本信的事
[00:07:29.160 --> 00:07:30.160]  要有目標
[00:07:30.160 --> 00:07:32.680]  當然你可以聽回之前的道
[00:07:32.680 --> 00:07:34.320]  其中一件事保羅指出的
[00:07:34.320 --> 00:07:36.280]  當日我傳福音的時候
[00:07:36.280 --> 00:07:38.120]  你就當我是寶
[00:07:38.120 --> 00:07:39.600]  現在我走了之後
[00:07:39.600 --> 00:07:42.200]  你就當我是草
[00:07:42.200 --> 00:07:44.600]  當然不是完全這樣說
[00:07:44.600 --> 00:07:45.880]  更差這樣說
[00:07:45.880 --> 00:07:47.000]  在第四章他說
[00:07:47.000 --> 00:07:48.320]  當日我來的時候
[00:07:48.320 --> 00:07:50.360]  我眼疾
[00:07:50.360 --> 00:07:51.960]  眼有病
[00:07:51.960 --> 00:07:54.160]  你說挖了眼珠都肯醫我
[00:07:54.160 --> 00:07:55.240]  對我好
[00:07:55.240 --> 00:07:59.440]  但今天你當我是仇人
[00:07:59.440 --> 00:08:01.640]  嘩
[00:08:01.640 --> 00:08:03.520]  在這樣的背景下
[00:08:03.520 --> 00:08:06.680]  保羅在第六章想做一個總結
[00:08:06.680 --> 00:08:08.600]  面對他愛的人
[00:08:08.600 --> 00:08:11.400]  但愛的人裏面有很多搞擾混亂
[00:08:11.400 --> 00:08:13.280]  又攻擊他
[00:08:13.280 --> 00:08:15.440]  說他有問題的時候
[00:08:15.440 --> 00:08:16.480]  他可以怎樣做
[00:08:16.480 --> 00:08:18.640]  究竟他離開
[00:08:18.640 --> 00:08:20.760]  還是留下來繼續幫
[00:08:20.760 --> 00:08:22.040]  我們知道心理學
[00:08:22.040 --> 00:08:24.400]  我們說當我們面對挑戰困難
[00:08:24.400 --> 00:08:25.480]  壓力的時候
[00:08:25.480 --> 00:08:28.840]  我們通常有兩種的反應
[00:08:28.840 --> 00:08:30.280]  第一種是甚麼
[00:08:30.280 --> 00:08:31.600]  Fights
[00:08:31.600 --> 00:08:33.720]  F-I-G-H-T
[00:08:33.720 --> 00:08:35.080]  第二種是甚麼
[00:08:35.080 --> 00:08:36.280]  Flights
[00:08:36.280 --> 00:08:37.720]  F-L-I-G-H-T
[00:08:37.720 --> 00:08:38.360]  走人
[00:08:38.360 --> 00:08:40.320]  要不你就面對回應處理
[00:08:40.320 --> 00:08:42.280]  不過很辛苦的
[00:08:42.280 --> 00:08:43.000]  明白嗎
[00:08:43.000 --> 00:08:45.160]  要不你就一走了之
[00:08:45.160 --> 00:08:46.640]  不過你一走了之
[00:08:46.640 --> 00:08:50.520]  可能後果更嚴重
[00:08:50.520 --> 00:08:53.440]  你估保羅鼓勵我們第六章怎樣呢
[00:08:53.440 --> 00:08:54.560]  他當然鼓勵我們
[00:08:54.560 --> 00:08:55.960]  不要放棄
[00:08:55.960 --> 00:09:00.440]  繼續做你要挽回拯救的工作
[00:09:00.440 --> 00:09:03.760]  拯救行動即將開始
[00:09:03.760 --> 00:09:05.200]  所以他跟隔壁人說
[00:09:05.200 --> 00:09:07.560]  準備好了
[00:09:07.560 --> 00:09:09.120]  準備好了
[00:09:09.120 --> 00:09:12.600]  我們看看第六章頭十節怎樣說
[00:09:12.600 --> 00:09:13.480]  我們一起讀好嗎
[00:09:13.480 --> 00:09:14.520]  一二三
[00:09:14.520 --> 00:09:15.720]  弟兄們
[00:09:15.720 --> 00:09:19.440]  若有人偶然被過犯所姓
[00:09:19.440 --> 00:09:21.040]  你會數你的人
[00:09:21.040 --> 00:09:22.920]  就當你本有的心
[00:09:22.920 --> 00:09:24.840]  把他們拋回過來
[00:09:24.840 --> 00:09:26.680]  就當自己小心
[00:09:26.680 --> 00:09:28.640]  恐怕也會引誘
[00:09:28.640 --> 00:09:30.400]  你們當人的重擔
[00:09:30.400 --> 00:09:32.160]  要互相擔當
[00:09:32.160 --> 00:09:35.320]  因此就完全了結他們的律法
[00:09:35.320 --> 00:09:36.640]  人人共有
[00:09:36.640 --> 00:09:38.280]  自己萬二唯有
[00:09:38.280 --> 00:09:39.920]  就像自己
[00:09:39.920 --> 00:09:42.840]  都應該承擔自己的後遺
[00:09:42.840 --> 00:09:46.280]  這若他所迫就專在自己
[00:09:46.280 --> 00:09:47.720]  不在別人面前
[00:09:47.720 --> 00:09:51.360]  因為各人必擔當自己的擔子
[00:09:51.360 --> 00:09:54.000]  在道理上受教的
[00:09:54.000 --> 00:09:55.920]  當下一切需要的
[00:09:55.920 --> 00:09:57.640]  不斷的施壓的
[00:09:57.640 --> 00:09:58.960]  為了自己
[00:09:58.960 --> 00:10:02.520]  神賜萬物的 人種的是什麼
[00:10:02.520 --> 00:10:04.240]  受益的是什麼
[00:10:04.240 --> 00:10:06.240]  順著情慾煞衷的
[00:10:06.240 --> 00:10:08.440]  別從情慾受壞壞
[00:10:08.440 --> 00:10:10.360]  順著性命煞衷的
[00:10:10.360 --> 00:10:12.600]  別從性命修平身
[00:10:12.600 --> 00:10:15.040]  我們下次不可喪志
[00:10:15.040 --> 00:10:16.240]  若不悔心
[00:10:16.240 --> 00:10:18.600]  到了時候就要修成
[00:10:18.600 --> 00:10:22.400]  所以有機會就當更正人才
[00:10:22.400 --> 00:10:24.160]  但信徒一家的人
[00:10:24.160 --> 00:10:25.480]  更能幫助其他人
[00:10:25.480 --> 00:10:27.800]  今天將我由十節的經文
[00:10:27.800 --> 00:10:30.880]  為大家帶來幾點
[00:10:30.880 --> 00:10:33.120]  六點
[00:10:33.120 --> 00:10:34.240]  有些人很開心
[00:10:34.240 --> 00:10:35.520]  有些人很傷心
[00:10:35.520 --> 00:10:36.800]  有個拍手很開心
[00:10:36.800 --> 00:10:37.640]  我再問一次
[00:10:37.640 --> 00:10:39.320]  今天會帶來六點
[00:10:39.320 --> 00:10:40.840]  你們反應如何
[00:10:40.840 --> 00:10:43.000]  聖經當然好
[00:10:43.000 --> 00:10:44.160]  給掌聲你隔壁那個
[00:10:44.160 --> 00:10:45.520]  好 聽著
[00:10:45.520 --> 00:10:46.720]  這六點很豐富
[00:10:46.720 --> 00:10:49.000]  第一 我們立刻進入
[00:10:49.000 --> 00:10:50.240]  第一 第二點
[00:10:50.240 --> 00:10:51.680]  它是開始弟兄們
[00:10:51.680 --> 00:10:55.480]  若有人偶然被過犯所聖
[00:10:55.480 --> 00:10:56.680]  即是跌入去過犯
[00:10:56.680 --> 00:10:59.800]  突然間在墜淚的時候
[00:10:59.800 --> 00:11:01.280]  跌入去墜淚的時候
[00:11:01.280 --> 00:11:02.880]  我們第一個要學的
[00:11:02.880 --> 00:11:05.640]  就是我們屬靈的人
[00:11:05.640 --> 00:11:08.800]  要合力行動
[00:11:08.800 --> 00:11:12.560]  其實保羅都很傷的
[00:11:12.560 --> 00:11:16.760]  他一生就為著教會去行
[00:11:16.760 --> 00:11:19.480]  但換來很多的指責
[00:11:19.480 --> 00:11:22.200]  換來很多的誣衊
[00:11:22.200 --> 00:11:24.120]  但他選擇不走
[00:11:24.120 --> 00:11:27.040]  他並且鼓勵一班人
[00:11:27.040 --> 00:11:28.200]  這班人叫什麼人
[00:11:28.200 --> 00:11:33.760]  叫做「屬靈的人」
[00:11:33.760 --> 00:11:34.360]  中數來的
[00:11:34.360 --> 00:11:36.240]  所以只剩一個S
[00:11:36.240 --> 00:11:37.640]  他說一班人
[00:11:37.640 --> 00:11:39.160]  不是每個人都可以
[00:11:39.160 --> 00:11:41.440]  是一班屬靈的人
[00:11:41.440 --> 00:11:42.760]  Spiritual
[00:11:42.760 --> 00:11:43.920]  為什麼屬靈的人
[00:11:43.920 --> 00:11:47.440]  才去到幫助、尋索、挽回
[00:11:47.440 --> 00:11:51.800]  因為他恐怕有些信仰根基錢不明
[00:11:51.800 --> 00:11:54.880]  他去到反倒被誘惑
[00:11:54.880 --> 00:11:56.400]  是不是這樣的
[00:11:56.400 --> 00:11:57.640]  聖經是這樣說的嗎
[00:11:57.640 --> 00:11:59.080]  是不是真的這樣的
[00:11:59.080 --> 00:12:00.640]  是不是要這樣走的
[00:12:00.640 --> 00:12:01.840]  是感染的嗎
[00:12:01.840 --> 00:12:03.640]  是真的這樣嗎
[00:12:03.640 --> 00:12:05.160]  他說不要
[00:12:05.160 --> 00:12:08.600]  你這班屬靈成熟的人
[00:12:08.600 --> 00:12:10.640]  並且第二個元素
[00:12:10.640 --> 00:12:11.840]  在第一點他說
[00:12:11.840 --> 00:12:14.960]  要一班人合力
[00:12:14.960 --> 00:12:19.880]  重擔要互相擔當
[00:12:19.880 --> 00:12:20.760]  不容易的
[00:12:20.760 --> 00:12:24.680]  特別是在當日或者今天這個時代
[00:12:24.680 --> 00:12:27.480]  人都喜歡一句話叫
[00:12:27.480 --> 00:12:29.120]  「自己顧」什麼
[00:12:29.120 --> 00:12:30.880]  「自己」
[00:12:30.880 --> 00:12:33.440]  「自己顧自己」真的好像挺好的
[00:12:33.440 --> 00:12:34.880]  好一起不要一起
[00:12:34.880 --> 00:12:37.080]  有個小故事也挺好笑的
[00:12:37.080 --> 00:12:38.360]  都是在網上看的
[00:12:38.360 --> 00:12:40.720]  有兩夫婦
[00:12:40.720 --> 00:12:42.960]  有一個父親
[00:12:42.960 --> 00:12:46.360]  他就在公司的週年晚會
[00:12:46.360 --> 00:12:47.840]  誰知道公司宣佈了
[00:12:47.840 --> 00:12:50.520]  他是全公司選為最佳員工
[00:12:50.520 --> 00:12:52.120]  拿了個獎回去
[00:12:52.120 --> 00:12:54.680]  那天晚上他回家很開心
[00:12:54.680 --> 00:12:55.720]  打算告訴老婆
[00:12:55.720 --> 00:12:57.400]  哇拿獎了
[00:12:57.400 --> 00:12:58.400]  老婆一開門
[00:12:58.400 --> 00:12:59.680]  沒有理他
[00:12:59.680 --> 00:13:01.320]  他就很想老婆看到獎
[00:13:01.320 --> 00:13:02.400]  就到處擺
[00:13:02.400 --> 00:13:04.240]  擺在哪裡好呢
[00:13:04.240 --> 00:13:06.200]  在老婆面前搖搖晃晃
[00:13:06.200 --> 00:13:08.520]  誰知道他老婆沒有理他
[00:13:08.520 --> 00:13:11.880]  又在他面前反搖晃晃
[00:13:11.880 --> 00:13:13.320]  又在搖晃晃
[00:13:13.320 --> 00:13:15.280]  大家在搖晃晃了一個小時
[00:13:15.280 --> 00:13:16.800]  又沒有事情發生
[00:13:16.800 --> 00:13:19.000]  結果他又看到老婆的樣子
[00:13:19.000 --> 00:13:22.320]  又臉黑黑 臉燶燶
[00:13:22.320 --> 00:13:23.760]  於是他一個小時就忍不住了
[00:13:23.760 --> 00:13:25.120]  他就問老婆
[00:13:25.120 --> 00:13:26.800]  老婆你為什麼悶悶醬醬
[00:13:26.800 --> 00:13:29.640]  樣子又燶了 臉黑黑的
[00:13:29.640 --> 00:13:32.800]  然後老婆就說
[00:13:32.800 --> 00:13:35.960]  我找了六個小時 梳個美髮
[00:13:35.960 --> 00:13:38.280]  你也看不到的
[00:13:38.280 --> 00:13:41.160]  你就是這樣 為了你
[00:13:41.160 --> 00:13:42.560]  因為老公很心想
[00:13:42.560 --> 00:13:44.840]  我用了幾十年才拿到獎
[00:13:44.840 --> 00:13:47.040]  想著回來給你看
[00:13:47.040 --> 00:13:48.600]  人都是這樣
[00:13:48.600 --> 00:13:52.280]  都是趨向只顧自己的事
[00:13:52.280 --> 00:13:54.720]  但保祿說不要 不可以
[00:13:54.720 --> 00:13:58.440]  我們要去到中間
[00:13:58.440 --> 00:14:02.080]  各人的重擔要互相擔當
[00:14:02.080 --> 00:14:04.080]  甚至為什麼屬靈人有時都是
[00:14:04.080 --> 00:14:06.760]  教會有時看到有弟兄姊妹
[00:14:06.760 --> 00:14:11.040]  或者有組員做了一些不應該做的事
[00:14:11.040 --> 00:14:14.680]  犯奸人 詐騙
[00:14:14.680 --> 00:14:17.280]  當教會要有教會紀律
[00:14:17.280 --> 00:14:19.440]  我們都會聽到 很有趣的
[00:14:19.440 --> 00:14:20.240]  有些人說
[00:14:20.240 --> 00:14:24.680]  教會紀律 教會沒有愛
[00:14:24.680 --> 00:14:26.880]  那究竟是什麼愛呢
[00:14:26.880 --> 00:14:32.800]  原來愛是帶來懲罰和挽回的
[00:14:32.800 --> 00:14:34.800]  因為如果愛不帶來懲罰
[00:14:34.800 --> 00:14:36.280]  那叫什麼愛
[00:14:36.280 --> 00:14:38.760]  叫做歷愛
[00:14:38.760 --> 00:14:41.320]  所以我們要很成熟地出去
[00:14:41.320 --> 00:14:42.560]  所以保祿都明白的
[00:14:42.560 --> 00:14:44.120]  在那個處境
[00:14:44.120 --> 00:14:48.400]  他出去必然會被人回應並且指責
[00:14:48.400 --> 00:14:52.520]  但是都要繼續前往
[00:14:52.520 --> 00:14:57.200]  他提到這樣就是完全了什麼的律法
[00:14:57.200 --> 00:15:00.680]  基督的律法
[00:15:00.680 --> 00:15:03.400]  原來是包含這件事
[00:15:03.400 --> 00:15:04.560]  第二點
[00:15:04.560 --> 00:15:09.040]  他說要用溫柔的心將它挽回
[00:15:09.040 --> 00:15:11.120]  我們要一起出去
[00:15:11.120 --> 00:15:12.760]  並且用溫柔的心
[00:15:12.760 --> 00:15:14.760]  原因就是他都知道的
[00:15:14.760 --> 00:15:16.320]  當挽回的時候
[00:15:16.320 --> 00:15:18.200]  必定會起這件事就是什麼呢
[00:15:18.200 --> 00:15:20.840]  衝突
[00:15:20.840 --> 00:15:23.240]  如果不需要衝突
[00:15:23.240 --> 00:15:24.760]  就不會有掙扎
[00:15:24.760 --> 00:15:26.200]  就不會有爭拗
[00:15:26.200 --> 00:15:28.560]  而這個衝突對質
[00:15:28.560 --> 00:15:33.480]  往往需要我們有克制
[00:15:33.480 --> 00:15:34.960]  有時候我們都看到
[00:15:34.960 --> 00:15:37.360]  我們贏了道理
[00:15:37.360 --> 00:15:39.400]  不過輸了什麼
[00:15:39.400 --> 00:15:43.440]  輸了我們的態度
[00:15:43.440 --> 00:15:46.320]  他說要用溫柔的心
[00:15:46.320 --> 00:15:49.200]  正正是《迦拉大書》第五章說
[00:15:49.200 --> 00:15:51.320]  聖靈果子其中的特質
[00:15:51.320 --> 00:15:52.640]  不如我再讀一次
[00:15:52.640 --> 00:15:53.800]  1 2 3
[00:15:53.800 --> 00:15:57.640]  聖靈所結的果子就是仁愛
[00:15:57.640 --> 00:15:59.920]  其樂果竟仁愛
[00:15:59.920 --> 00:16:02.080]  欣賜真是信實
[00:16:02.080 --> 00:16:03.640]  而仁愛是信實
[00:16:03.640 --> 00:16:04.880]  而仁愛是信實
