
[00:00:00.000 --> 00:00:02.000]  各位頂節目 早安
[00:02:31.000 --> 00:02:33.000]  正教導人的時候
[00:02:33.000 --> 00:02:35.000]  如果我們設身處地在這裡
[00:02:35.000 --> 00:02:37.000]  在這裡想這個場景就是
[00:02:37.000 --> 00:02:40.000]  當耶穌進了聖殿
[00:02:40.000 --> 00:02:42.000]  在這裡剛剛要開講
[00:02:42.000 --> 00:02:45.000]  或者正在講話的情況裡面
[00:02:45.000 --> 00:02:47.000]  這幫人就出來跟耶穌說
[00:02:47.000 --> 00:02:51.000]  你憑什麼權柄來做這些事情呢?
[00:02:51.000 --> 00:02:53.000]  一定是耶穌正在講一些事情
[00:02:53.000 --> 00:02:56.000]  或者耶穌基督正在做一些事情
[00:02:56.000 --> 00:02:58.000]  是這些人不高興的
[00:02:58.000 --> 00:03:01.000]  讓這些人在他講的時候
[00:03:01.000 --> 00:03:03.000]  就進來挑戰
[00:03:03.000 --> 00:03:04.000]  你為什麼這樣講?
[00:03:04.000 --> 00:03:06.000]  你為什麼這樣做?
[00:03:06.000 --> 00:03:07.000]  我再講
[00:03:07.000 --> 00:03:09.000]  在23節打後
[00:03:09.000 --> 00:03:12.000]  我們不知道耶穌正在教什麼
[00:03:12.000 --> 00:03:15.000]  觸動了這幫宗教界的人士
[00:03:15.000 --> 00:03:17.000]  但是我們從21節那一段
[00:03:17.000 --> 00:03:19.000]  就是從21章開始看的時候
[00:03:19.000 --> 00:03:21.000]  我們就明白
[00:03:21.000 --> 00:03:24.000]  在耶穌基督的生活進程裡面
[00:03:24.000 --> 00:03:26.000]  有很多事情
[00:03:26.000 --> 00:03:30.000]  是這幫宗教界的人士不樂意見到的
[00:03:30.000 --> 00:03:34.000]  或者很不高興地見到的
[00:03:34.000 --> 00:03:36.000]  耶穌進了聖殿
[00:03:36.000 --> 00:03:39.000]  但是我們知道在21章開始的時候
[00:03:39.000 --> 00:03:40.000]  耶穌進了什麼?
[00:03:40.000 --> 00:03:41.000]  進了耶路撒冷
[00:03:41.000 --> 00:03:43.000]  進了那個城
[00:03:43.000 --> 00:03:45.000]  進了耶路撒冷城
[00:03:45.000 --> 00:03:46.000]  進了聖殿
[00:03:46.000 --> 00:03:47.000]  是兩回事
[00:03:47.000 --> 00:03:49.000]  因為進了耶路撒冷城
[00:03:49.000 --> 00:03:51.000]  不是代表他進了聖殿
[00:03:51.000 --> 00:03:53.000]  聖殿是在耶路撒冷城裡面
[00:03:53.000 --> 00:03:55.000]  但是你進了城之後
[00:03:55.000 --> 00:03:57.000]  你還要去到那個殿那裡
[00:03:57.000 --> 00:03:59.000]  因為那個殿是在一座山上
[00:03:59.000 --> 00:04:02.000]  你進城然後去殿
[00:04:02.000 --> 00:04:05.000]  但是耶穌基督在21章一開始記載
[00:04:05.000 --> 00:04:07.000]  他進了耶路撒冷城
[00:04:07.000 --> 00:04:08.000]  進了城之後
[00:04:08.000 --> 00:04:11.000]  那些友人就在那裡做一些事情
[00:04:11.000 --> 00:04:13.000]  做些什麼事情呢?
[00:04:13.000 --> 00:04:16.000]  耶穌騎著一個驢車
[00:04:16.000 --> 00:04:18.000]  來到一個小驢子
[00:04:18.000 --> 00:04:19.000]  一個小驢子
[00:04:19.000 --> 00:04:21.000]  他就騎在小驢子上面
[00:04:21.000 --> 00:04:23.000]  進了耶路撒冷城
[00:04:23.000 --> 00:04:24.000]  我們知道
[00:04:24.000 --> 00:04:26.000]  經文的說話就告訴我們
[00:04:26.000 --> 00:04:27.000]  第五節
[00:04:27.000 --> 00:04:29.000]  因為耶穌基督就說
[00:04:29.000 --> 00:04:33.000]  我這樣做是要應驗先知的說話
[00:04:33.000 --> 00:04:35.000]  要對石安的兒女說
[00:04:35.000 --> 00:04:38.000]  看你的王來到你這裡
[00:04:38.000 --> 00:04:40.000]  謙和地騎著驢
[00:04:40.000 --> 00:04:43.000]  騎著小驢驢的驢子
[00:04:43.000 --> 00:04:44.000]  於是我們看到
[00:04:44.000 --> 00:04:45.000]  他不是
[00:04:45.000 --> 00:04:46.000]  他作為一個王
[00:04:46.000 --> 00:04:49.000]  但是他不騎著一個馬
[00:04:49.000 --> 00:04:52.000]  一匹高大的馬進來
[00:04:52.000 --> 00:04:55.000]  他騎著一個很小的驢車
[00:04:55.000 --> 00:04:57.000]  進了耶路撒冷城
[00:04:57.000 --> 00:04:59.000]  眾人對著這個王
[00:04:59.000 --> 00:05:01.000]  一個很奇特的王
[00:05:01.000 --> 00:05:03.000]  騎著一個小驢車
[00:05:03.000 --> 00:05:05.000]  進了耶路撒冷城
[00:05:05.000 --> 00:05:07.000]  受眾人的擁戴
[00:05:07.000 --> 00:05:10.000]  將自己的衣服鋪在路上
[00:05:10.000 --> 00:05:11.000]  砍下樹枝
[00:05:11.000 --> 00:05:13.000]  大聲喊叫說
[00:05:13.000 --> 00:05:14.000]  那奉主名來的
[00:05:14.000 --> 00:05:16.000]  是應當稱頌的
[00:05:16.000 --> 00:05:17.000]  這幅畫面
[00:05:17.000 --> 00:05:19.000]  是宗教界人士不明白的
[00:05:19.000 --> 00:05:23.000]  有什麼人配得這麼大的尊榮呢?
[00:05:23.000 --> 00:05:25.000]  有什麼人可以在百姓
[00:05:25.000 --> 00:05:27.000]  甘心情願地
[00:05:27.000 --> 00:05:29.000]  將自己的衣服鋪在地上
[00:05:29.000 --> 00:05:31.000]  由那個驢軀可以走過呢?
[00:05:31.000 --> 00:05:33.000]  有什麼人可以自動性
[00:05:33.000 --> 00:05:35.000]  自發性地
[00:05:35.000 --> 00:05:37.000]  拿著樹枝
[00:05:37.000 --> 00:05:38.000]  拿著橄欖枝
[00:05:38.000 --> 00:05:39.000]  在那裏搖
[00:05:39.000 --> 00:05:40.000]  在那裏搖
[00:05:40.000 --> 00:05:41.000]  大聲高唱
[00:05:41.000 --> 00:05:42.000]  大聲說
[00:05:42.000 --> 00:05:43.000]  那奉主名來的
[00:05:43.000 --> 00:05:46.000]  是應當稱頌的呢?
[00:05:46.000 --> 00:05:48.000]  耶穌基督做這些事
[00:05:48.000 --> 00:05:50.000]  接納這些人的擁戴
[00:05:50.000 --> 00:05:54.000]  接納這些人的歡迎
[00:05:54.000 --> 00:05:55.000]  在第23節那裏就說
[00:05:55.000 --> 00:05:57.000]  這班宗教界人士說
[00:05:57.000 --> 00:05:59.000]  你憑什麼權柄
[00:05:59.000 --> 00:06:04.000]  可以做這件事呢?
[00:06:04.000 --> 00:06:07.000]  接著耶穌基督進入耶路撒冷
[00:06:07.000 --> 00:06:08.000]  他進入聖殿裏面
[00:06:08.000 --> 00:06:09.000]  第12節
[00:06:09.000 --> 00:06:11.000]  耶穌就進了聖殿
[00:06:11.000 --> 00:06:12.000]  馬太在這裏寫的時候
[00:06:12.000 --> 00:06:13.000]  好像進了聖
[00:06:13.000 --> 00:06:15.000]  就進了聖殿
[00:06:15.000 --> 00:06:17.000]  進了聖殿他做了什麼呢?
[00:06:17.000 --> 00:06:18.000]  他是做了一件
[00:06:18.000 --> 00:06:20.000]  很令人震驚的事
[00:06:20.000 --> 00:06:23.000]  好像和耶穌基督往常做的事
[00:06:23.000 --> 00:06:25.000]  是很格格不入的事情
[00:06:25.000 --> 00:06:28.000]  但是竟然是和一個耶穌做的
[00:06:28.000 --> 00:06:29.000]  在上文那裏
[00:06:29.000 --> 00:06:30.000]  他就說
[00:06:30.000 --> 00:06:31.000]  他騎著一個驢
[00:06:31.000 --> 00:06:34.000]  很謙卑地很溫柔地
[00:06:34.000 --> 00:06:38.000]  接受人的一個景仰
[00:06:38.000 --> 00:06:41.000]  一個的稱頌
[00:06:41.000 --> 00:06:42.000]  奉主命來的
[00:06:42.000 --> 00:06:44.000]  是應當稱頌的
[00:06:44.000 --> 00:06:46.000]  謙和地騎著驢
[00:06:46.000 --> 00:06:48.000]  騎著一匹小小的驢
[00:06:48.000 --> 00:06:50.000]  是一個驢驅子
[00:06:50.000 --> 00:06:52.000]  能夠進入耶路撒冷
[00:06:52.000 --> 00:06:56.000]  但是當他去到聖殿裏面的時候
[00:06:56.000 --> 00:06:57.000]  趕出聖殿裏面
[00:06:57.000 --> 00:07:00.000]  所有在做買賣的人
[00:07:00.000 --> 00:07:02.000]  我們讀聖經到這裏的時候
[00:07:02.000 --> 00:07:03.000]  我們就發覺到
[00:07:03.000 --> 00:07:06.000]  為什麼好像耶穌變了樣子呢?
[00:07:06.000 --> 00:07:09.000]  耶穌不是應該很磁場地
[00:07:09.000 --> 00:07:11.000]  是人去到他的那裏
[00:07:11.000 --> 00:07:13.000]  他都會磁場地說
[00:07:13.000 --> 00:07:15.000]  平平安安地回去吧
[00:07:15.000 --> 00:07:16.000]  你的罪謝了
[00:07:16.000 --> 00:07:18.000]  又或者說那些人得了醫治
[00:07:18.000 --> 00:07:19.000]  我肯
[00:07:19.000 --> 00:07:20.000]  你得了潔淨了
[00:07:20.000 --> 00:07:22.000]  對著長大麻瘋的人
[00:07:22.000 --> 00:07:24.000]  然後對著那些死了的人就說
[00:07:24.000 --> 00:07:26.000]  你從死裏面復活了
[00:07:26.000 --> 00:07:27.000]  你起來
[00:07:27.000 --> 00:07:28.000]  起來
[00:07:28.000 --> 00:07:29.000]  走了這樣
[00:07:29.000 --> 00:07:32.000]  耶穌基督不是一個這樣的人嗎?
[00:07:32.000 --> 00:07:33.000]  為什麼上文就說
[00:07:33.000 --> 00:07:36.000]  他謙和地騎著驢
[00:07:36.000 --> 00:07:37.000]  但是進到聖殿裏面
[00:07:37.000 --> 00:07:38.000]  變了樣子
[00:07:38.000 --> 00:07:40.000]  趕了那些人走呢?
[00:07:40.000 --> 00:07:41.000]  做生意的那些人
[00:07:41.000 --> 00:07:44.000]  全部趕走了他呢?
[00:07:44.000 --> 00:07:46.000]  如果我們知道當時的背景
[00:07:46.000 --> 00:07:47.000]  又或者說
[00:07:47.000 --> 00:07:49.000]  當時聖殿裏面的背景
[00:07:49.000 --> 00:07:56.000]  是一個很黑暗的時代
[00:07:56.000 --> 00:08:02.000]  如果我們看一下聖殿原先的結構
[00:08:02.000 --> 00:08:03.000]  聖殿的
[00:08:03.000 --> 00:08:05.000]  一進到聖殿裏面的時候
[00:08:05.000 --> 00:08:08.000]  它有一個很大很大的空間
[00:08:08.000 --> 00:08:10.000]  如果你拿舊版的聖經
[00:08:10.000 --> 00:08:13.000]  你就會看到後面有些聖殿的結構圖
[00:08:13.000 --> 00:08:14.000]  你會看到
[00:08:14.000 --> 00:08:16.000]  有一個很大的空間
[00:08:16.000 --> 00:08:20.000]  叫做外邦人院
[00:08:20.000 --> 00:08:22.000]  是外邦人可以進去的
[00:08:22.000 --> 00:08:23.000]  換言之就是說
[00:08:23.000 --> 00:08:26.000]  你以為進到聖殿裏面去
[00:08:26.000 --> 00:08:27.000]  進到那個殿
[00:08:27.000 --> 00:08:30.000]  是猶太人的特權來的嗎?
[00:08:30.000 --> 00:08:32.000]  是不是非猶太人都不能夠進去聖殿呢?
[00:08:32.000 --> 00:08:33.000]  不是
[00:08:33.000 --> 00:08:34.000]  在那個架構裏面
[00:08:34.000 --> 00:08:35.000]  在那個結構裏面
[00:08:35.000 --> 00:08:38.000]  上帝歡迎所有的人
[00:08:38.000 --> 00:08:39.000]  外邦人
[00:08:39.000 --> 00:08:40.000]  信的人
[00:08:40.000 --> 00:08:41.000]  不信的人
[00:08:41.000 --> 00:08:42.000]  猶太人
[00:08:42.000 --> 00:08:43.000]  信的人
[00:08:43.000 --> 00:08:44.000]  不信的人
[00:08:44.000 --> 00:08:46.000]  都可以進到聖殿裏面去的
[00:08:46.000 --> 00:08:47.000]  所以有一個外邦人院
[00:08:47.000 --> 00:08:49.000]  有一個很大的空間
[00:08:49.000 --> 00:08:50.000]  但是進去之後
[00:08:50.000 --> 00:08:51.000]  再進去裏面
[00:08:51.000 --> 00:08:54.000]  就只有猶太人可以進去了
[00:08:54.000 --> 00:08:55.000]  再進去一點
[00:08:55.000 --> 00:08:57.000]  連猶太人都進不了
[00:08:57.000 --> 00:08:59.000]  只有祭司可以進去了
[00:08:59.000 --> 00:09:01.000]  只有大祭司可以進去了
[00:09:01.000 --> 00:09:04.000]  所以你看到那個聖殿的圖跡
[00:09:04.000 --> 00:09:07.000]  看到聖殿原先架構的那個
[00:09:07.000 --> 00:09:08.000]  那個心意
[00:09:08.000 --> 00:09:09.000]  上帝的心意
[00:09:09.000 --> 00:09:11.000]  就願所有的人
[00:09:11.000 --> 00:09:13.000]  都能夠來到那個聖殿裏面
[00:09:13.000 --> 00:09:14.000]  敬拜祂
[00:09:14.000 --> 00:09:15.000]  所有的人
[00:09:15.000 --> 00:09:16.000]  你信也好
[00:09:16.000 --> 00:09:17.000]  不信也好
[00:09:17.000 --> 00:09:19.000]  希望你能夠有機會
[00:09:19.000 --> 00:09:21.000]  在這個聖殿裏面
[00:09:21.000 --> 00:09:22.000]  接觸到上帝
[00:09:22.000 --> 00:09:24.000]  接觸到信仰
[00:09:24.000 --> 00:09:26.000]  讓不信的人可以信
[00:09:26.000 --> 00:09:29.000]  讓信的人信得更加的迫切
[00:09:29.000 --> 00:09:32.000]  才是一個這樣的一個結構來的
[00:09:32.000 --> 00:09:34.000]  但是按照當時的記載
[00:09:34.000 --> 00:09:37.000]  這班人在聖殿裏面
[00:09:37.000 --> 00:09:40.000]  做一些兌換銀錢
[00:09:40.000 --> 00:09:41.000]  做買賣
[00:09:41.000 --> 00:09:42.000]  賣甲子
[00:09:42.000 --> 00:09:43.000]  賣牛
[00:09:43.000 --> 00:09:44.000]  賣羊
[00:09:44.000 --> 00:09:46.000]  為什麼聖殿要賣這些東西呢?
[00:09:46.000 --> 00:09:48.000]  為什麼聖殿會做這樣的事情呢?
[00:09:48.000 --> 00:09:51.000]  我們首先講一下兌換銀錢
[00:09:51.000 --> 00:09:54.000]  如果你今天去以色列旅行的時候
[00:09:54.000 --> 00:09:56.000]  你拿著他們的銀幣看看
[00:09:56.000 --> 00:09:57.000]  到現在為止
[00:09:57.000 --> 00:09:59.000]  都沒有人像在上面的
[00:09:59.000 --> 00:10:02.000]  我們在殖民地的時代上面
[00:10:02.000 --> 00:10:03.000]  一定會有什麼?
[00:10:03.000 --> 00:10:05.000]  英女皇的照片
[00:10:05.000 --> 00:10:07.000]  再舊一點的時候
[00:10:07.000 --> 00:10:10.000]  有她爸爸的照片在上面
[00:10:10.000 --> 00:10:12.000]  在當時的世界裏面
[00:10:12.000 --> 00:10:14.000]  因為在羅馬的管治下
[00:10:14.000 --> 00:10:15.000]  很多的城邦
[00:10:15.000 --> 00:10:17.000]  很多的大的地區裏面
[00:10:17.000 --> 00:10:18.000]  都出銀幣
[00:10:18.000 --> 00:10:19.000]  都出金幣
[00:10:19.000 --> 00:10:22.000]  那時候他們還不懂得用紙張
[00:10:22.000 --> 00:10:23.000]  只用銀幣
[00:10:23.000 --> 00:10:24.000]  用金幣
[00:10:24.000 --> 00:10:26.000]  金幣銀幣
[00:10:26.000 --> 00:10:28.000]  通常都是將皇帝的像
[00:10:28.000 --> 00:10:30.000]  或者城主的像
[00:10:30.000 --> 00:10:31.000]  或者城裏面
[00:10:31.000 --> 00:10:32.000]  那個地區裏面的
[00:10:32.000 --> 00:10:33.000]  那個皇的像
[00:10:33.000 --> 00:10:35.000]  蓋在那個印上面
[00:10:35.000 --> 00:10:39.000]  但是當你拿著一個上面有人像的銀兩
[00:10:39.000 --> 00:10:40.000]  進到耶路撒冷
[00:10:40.000 --> 00:10:41.000]  就不能夠用的
[00:10:41.000 --> 00:10:42.000]  因為在耶路撒冷裏面
[00:10:42.000 --> 00:10:44.000]  不能夠有什麼?
[00:10:44.000 --> 00:10:46.000]  不能夠有任何的偶像
[00:10:46.000 --> 00:10:47.000]  錢幣都不例外
[00:10:47.000 --> 00:10:49.000]  所以當一些外地的人
[00:10:49.000 --> 00:10:53.000]  拿著上面有人像的金幣銀幣
[00:10:53.000 --> 00:10:54.000]  進到耶路撒冷的話
[00:10:54.000 --> 00:10:57.000]  他一定要找兩體店的
[00:10:57.000 --> 00:10:58.000]  一定要找
[00:10:58.000 --> 00:10:59.000]  如果不是的話
[00:10:59.000 --> 00:11:01.000]  他在耶路撒冷城裏面
[00:11:01.000 --> 00:11:03.000]  如果過這個這麼大的節日
[00:11:03.000 --> 00:11:04.000]  可能是御節
[00:11:04.000 --> 00:11:05.000]  這麼大的節日的話
[00:11:05.000 --> 00:11:09.000]  他是冒犯了生活的
[00:11:09.000 --> 00:11:12.000]  買什麼都買不到的
[00:11:12.000 --> 00:11:15.000]  所以一定要有兌換銀錢的人
[00:11:15.000 --> 00:11:17.000]  還有一樣東西我們要留心的就是
[00:11:17.000 --> 00:11:19.000]  那個地方裏面的銀幣
[00:11:19.000 --> 00:11:21.000]  金幣裏面的含銀量
[00:11:21.000 --> 00:11:25.000]  含金量不是那麼標準
[00:11:25.000 --> 00:11:28.000]  在你那裏有含銀量是0.9
[00:11:28.000 --> 00:11:29.000]  去到那裏就1
[00:11:29.000 --> 00:11:30.000]  甚至有1.1
[00:11:30.000 --> 00:11:31.000]  那你就要補水
[00:11:31.000 --> 00:11:32.000]  很簡單的東西
[00:11:32.000 --> 00:11:35.000]  要補水的嘛
[00:11:35.000 --> 00:11:37.000]  所以兌換銀錢
[00:11:37.000 --> 00:11:38.000]  兩體店
[00:11:38.000 --> 00:11:40.000]  對於回來耶路撒冷過節的人
[00:11:40.000 --> 00:11:43.000]  是很必要的東西來的
[00:11:45.000 --> 00:11:48.000]  但是很多歷史的記載就告訴我們
[00:11:48.000 --> 00:11:50.000]  在兩體的過程裏面
[00:11:50.000 --> 00:11:54.000]  兌換銀的過程裏面
[00:11:54.000 --> 00:11:58.000]  就被剝削了很多人
[00:11:58.000 --> 00:12:02.000]  兌換的價格偏高
[00:12:02.000 --> 00:12:06.000]  蝕水蝕得很深
[00:12:06.000 --> 00:12:09.000]  有時候我們去外面旅行都是這樣
[00:12:09.000 --> 00:12:11.000]  你覺得很不公道
[00:12:11.000 --> 00:12:13.000]  好像很不值
[00:12:13.000 --> 00:12:16.000]  你想想這班人
[00:12:16.000 --> 00:12:18.000]  從遠方
[00:12:18.000 --> 00:12:20.000]  懷著一個心來到耶路撒冷
[00:12:20.000 --> 00:12:22.000]  要過節
[00:12:22.000 --> 00:12:23.000]  又或者說
[00:12:23.000 --> 00:12:25.000]  他心靈裏面遇到很大的悲痛
[00:12:25.000 --> 00:12:26.000]  一些外邦人
[00:12:26.000 --> 00:12:28.000]  甚至是一些猶太人
[00:12:28.000 --> 00:12:30.000]  他想來到聖殿那裏
[00:12:30.000 --> 00:12:32.000]  親近一下神明
[00:12:32.000 --> 00:12:34.000]  親近一下上帝
[00:12:34.000 --> 00:12:36.000]  讓他的心靈
[00:12:36.000 --> 00:12:37.000]  這班外邦人
[00:12:37.000 --> 00:12:39.000]  沒有信仰的人
[00:12:39.000 --> 00:12:42.000]  可能他想親近到這個神明
[00:12:42.000 --> 00:12:45.000]  我心裏面有很大的悲傷
[00:12:45.000 --> 00:12:48.000]  或者我前途裏面有很大的不肯定
[00:12:48.000 --> 00:12:51.000]  我希望神明能夠少少指引我
[00:12:51.000 --> 00:12:53.000]  所以他來到耶路撒冷
[00:12:53.000 --> 00:12:55.000]  去到這個聖殿裏面
[00:12:55.000 --> 00:12:58.000]  但是他如果做任何的東西
[00:12:58.000 --> 00:13:00.000]  他奉獻都不能夠將銀子
[00:13:00.000 --> 00:13:01.000]  扔到奉獻箱裏面
[00:13:01.000 --> 00:13:04.000]  他一定要兩體的
[00:13:04.000 --> 00:13:05.000]  無論什麼人
[00:13:05.000 --> 00:13:07.000]  他存著任何的心
[00:13:07.000 --> 00:13:08.000]  來到這個聖殿裏面
[00:13:08.000 --> 00:13:12.000]  要來親近上帝
[00:13:12.000 --> 00:13:17.000]  他就被剝奪了
[00:13:17.000 --> 00:13:21.000]  他說那裏有賣甲子的人
[00:13:21.000 --> 00:13:23.000]  在聖殿裏面獻祭
[00:13:23.000 --> 00:13:25.000]  如果我們讀律法書
[00:13:25.000 --> 00:13:26.000]  摩西的五經的時候
[00:13:26.000 --> 00:13:27.000]  特別是利未記
[00:13:27.000 --> 00:13:28.000]  我們就發現到
[00:13:28.000 --> 00:13:30.000]  任何的人
[00:13:30.000 --> 00:13:32.000]  如果有心要獻祭的話
[00:13:32.000 --> 00:13:34.000]  你一定獻到祭
[00:13:34.000 --> 00:13:36.000]  如果你有心要奉獻的話
[00:13:36.000 --> 00:13:39.000]  你一定可以奉獻
[00:13:39.000 --> 00:13:41.000]  甚至到你沒有錢
[00:13:41.000 --> 00:13:45.000]  你可以拿一堆麵粉來奉獻都可以
[00:13:45.000 --> 00:13:46.000]  你富有少少的話
[00:13:46.000 --> 00:13:48.000]  你可以獻一隻甲子
[00:13:48.000 --> 00:13:49.000]  你再富有一點
[00:13:49.000 --> 00:13:50.000]  可以獻一隻羊
[00:13:50.000 --> 00:13:51.000]  你再富有一點
[00:13:51.000 --> 00:13:53.000]  可以獻一隻牛
[00:13:53.000 --> 00:13:55.000]  又或者你要獻一些贖罪的祭
[00:13:55.000 --> 00:13:56.000]  你一定要獻牛
[00:13:56.000 --> 00:13:57.000]  要獻羊
[00:13:57.000 --> 00:13:59.000]  可以的 你就去吧
[00:13:59.000 --> 00:14:02.000]  有很多人
[00:14:02.000 --> 00:14:05.000]  在家裏自己養一隻羊
[00:14:05.000 --> 00:14:07.000]  由這隻羊出生那一天
[00:14:07.000 --> 00:14:11.000]  就養牠
[00:14:11.000 --> 00:14:13.000]  我要向上帝表明
[00:14:13.000 --> 00:14:18.000]  我對牠的愛心 尊崇
[00:14:18.000 --> 00:14:20.000]  所以由這隻羊一出生
[00:14:20.000 --> 00:14:22.000]  我就養牠
[00:14:22.000 --> 00:14:25.000]  養到牠肥肥白白
[00:14:25.000 --> 00:14:27.000]  好像我的寵物一樣
[00:14:27.000 --> 00:14:30.000]  跟我一起睡 跟我一起吃
[00:14:30.000 --> 00:14:31.000]  有朝一日
[00:14:31.000 --> 00:14:32.000]  他朝都有一日
[00:14:32.000 --> 00:14:34.000]  我會將牠帶上耶路撒冷
[00:14:34.000 --> 00:14:37.000]  奉獻給上帝
[00:14:37.000 --> 00:14:41.000]  我聽過很多類似的故事
[00:14:41.000 --> 00:14:42.000]  早期的時候
[00:14:42.000 --> 00:14:43.000]  我在內地
[00:14:43.000 --> 00:14:45.000]  有時候教一些家庭教會的領袖
[00:14:45.000 --> 00:14:48.000]  一些培訓班等等
[00:14:48.000 --> 00:14:51.000]  那些人就說
[00:14:51.000 --> 00:14:53.000]  教會裏面有些人
[00:14:53.000 --> 00:14:55.000]  很支持傳人來受培訓
[00:14:55.000 --> 00:14:57.000]  但是那些人沒有錢
[00:14:57.000 --> 00:14:58.000]  就送一些雞蛋給他
[00:14:58.000 --> 00:14:59.000]  送一些雞蛋出去
[00:14:59.000 --> 00:15:00.000]  拿一些雞蛋給他
[00:15:00.000 --> 00:15:02.000]  我都給你一些雞蛋
[00:15:02.000 --> 00:15:04.000]  讓你吃好身體 讓你去讀書
[00:15:04.000 --> 00:15:06.000]  有時候將一些雞蛋
[00:15:06.000 --> 00:15:07.000]  煲一些雞湯喝
[00:15:07.000 --> 00:15:08.000]  補補身體
[00:15:08.000 --> 00:15:11.000]  有些人就餵自己
[00:15:11.000 --> 00:15:12.000]  養一隻小豬
[00:15:12.000 --> 00:15:14.000]  養到牠大大肥一肥
[00:15:14.000 --> 00:15:15.000]  賣了的時候
[00:15:15.000 --> 00:15:16.000]  就用來做盤川
[00:15:16.000 --> 00:15:18.000]  來上課
