
[00:00:00.000 --> 00:00:04.000]  今天和大家分享一段聖經在詩篇的第一篇
[00:01:47.000 --> 00:01:51.000]  你看到這三個說話叫我們避免
[00:01:51.000 --> 00:01:53.000]  但你發覺有一個漸進式
[00:01:53.000 --> 00:01:56.000]  原來惡意念是漸進地引誘人
[00:01:56.000 --> 00:01:57.000]  怎樣漸進
[00:01:57.000 --> 00:01:59.000]  起初叫你不要從不要聽他們講
[00:01:59.000 --> 00:02:01.000]  然後斬
[00:02:01.000 --> 00:02:03.000]  最後坐在一起合作
[00:02:03.000 --> 00:02:05.000]  你看到漸進式
[00:02:05.000 --> 00:02:08.000]  起初是給你一些計謀的意念
[00:02:08.000 --> 00:02:10.000]  然後叫你學他們怎樣做
[00:02:10.000 --> 00:02:14.000]  最後坐在一起同流合污
[00:02:14.000 --> 00:02:16.000]  你看到原來這個惡念
[00:02:16.000 --> 00:02:19.000]  是會漸漸地進入你的思想
[00:02:19.000 --> 00:02:23.000]  接受後慢慢引誘你們偏執
[00:02:23.000 --> 00:02:24.000]  偏歪
[00:02:24.000 --> 00:02:28.000]  以至做了惡人的事情
[00:02:28.000 --> 00:02:31.000]  真言提醒一個義人
[00:02:31.000 --> 00:02:33.000]  要避免這方面
[00:02:33.000 --> 00:02:35.000]  首先要守護你的思想
[00:02:35.000 --> 00:02:38.000]  免受周圍惡意念
[00:02:38.000 --> 00:02:40.000]  先進入你的思想
[00:02:40.000 --> 00:02:41.000]  若你接受後
[00:02:41.000 --> 00:02:44.000]  慢慢你便會偏執
[00:02:46.000 --> 00:02:49.000]  有時我們身邊有很多東西充斥著
[00:02:49.000 --> 00:02:53.000]  隨時會進入你心理或你身邊
[00:02:53.000 --> 00:02:56.000]  我自己本身用Google搜尋
[00:02:56.000 --> 00:02:57.000]  很容易
[00:02:57.000 --> 00:02:59.000]  通常用這個去搜尋一些東西
[00:02:59.000 --> 00:03:01.000]  但近幾日你會發覺
[00:03:01.000 --> 00:03:03.000]  突然間會彈一些廣告
[00:03:03.000 --> 00:03:05.000]  每日都會不時彈一些廣告出來
[00:03:05.000 --> 00:03:06.000]  彈一些東西出來
[00:03:06.000 --> 00:03:07.000]  那些廣告出來
[00:03:07.000 --> 00:03:09.000]  其實有些是講及性的東西
[00:03:09.000 --> 00:03:11.000]  有些是講及錢、投資
[00:03:11.000 --> 00:03:13.000]  教你怎樣可以賺多些錢
[00:03:13.000 --> 00:03:16.000]  有些是講及消費的東西
[00:03:16.000 --> 00:03:19.000]  有時心軟一點的時候
[00:03:19.000 --> 00:03:20.000]  你隨時點一下
[00:03:20.000 --> 00:03:22.000]  你便會進入這些地方
[00:03:22.000 --> 00:03:24.000]  有時會帶你走彎
[00:03:24.000 --> 00:03:27.000]  有時我們的社交媒體非常方便
[00:03:27.000 --> 00:03:31.000]  隨時有些人可以直接跟你說話
[00:03:31.000 --> 00:03:34.000]  甚至有些陌生異性都可以點一下
[00:03:34.000 --> 00:03:35.000]  跟你說話
[00:03:35.000 --> 00:03:36.000]  哥哥
[00:03:36.000 --> 00:03:37.000]  聊聊天
[00:03:37.000 --> 00:03:38.000]  你便死了
[00:03:38.000 --> 00:03:39.000]  你點一下
[00:03:39.000 --> 00:03:42.000]  你就會發覺有這些事情
[00:03:42.000 --> 00:03:46.000]  因為它會帶你慢慢走彎
[00:03:46.000 --> 00:03:48.000]  社會上還有很多節目
[00:03:48.000 --> 00:03:49.000]  我們通常看電視
[00:03:49.000 --> 00:03:51.000]  最近就看這套片
[00:03:51.000 --> 00:03:52.000]  剛剛完結了
[00:03:52.000 --> 00:03:55.000]  它是講及女人四十年紀的時候
[00:03:55.000 --> 00:03:57.000]  有關方面他們關注的話題
[00:03:57.000 --> 00:04:00.000]  譬如性別、性、戀愛、婚姻
[00:04:00.000 --> 00:04:02.000]  或者職業上的東西
[00:04:02.000 --> 00:04:04.000]  我記得有一集
[00:04:04.000 --> 00:04:06.000]  他找了一個叫卓韻芝去結婚
[00:04:06.000 --> 00:04:08.000]  其中她說
[00:04:08.000 --> 00:04:09.000]  這是卓韻芝說的
[00:04:09.000 --> 00:04:11.000]  她是雙性戀者
[00:04:11.000 --> 00:04:12.000]  她有一次說
[00:04:12.000 --> 00:04:14.000]  我罵那些同性戀者
[00:04:14.000 --> 00:04:15.000]  罵她什麼
[00:04:15.000 --> 00:04:16.000]  不是說她錯
[00:04:16.000 --> 00:04:17.000]  她說你太狹窄
[00:04:17.000 --> 00:04:18.000]  你應該要雙性
[00:04:18.000 --> 00:04:19.000]  男也可以
[00:04:19.000 --> 00:04:20.000]  女也可以
[00:04:20.000 --> 00:04:21.000]  這樣才能擴大
[00:04:21.000 --> 00:04:23.000]  好像很對
[00:04:23.000 --> 00:04:25.000]  但如果你受了那個仇
[00:04:25.000 --> 00:04:27.000]  你就會慢慢的偏執
[00:04:27.000 --> 00:04:29.000]  其中有一集也會說
[00:04:29.000 --> 00:04:31.000]  有一個女士
[00:04:31.000 --> 00:04:32.000]  四十多歲左右
[00:04:32.000 --> 00:04:34.000]  未有結婚
[00:04:34.000 --> 00:04:36.000]  未有男朋友
[00:04:36.000 --> 00:04:38.000]  她有一個持守的
[00:04:38.000 --> 00:04:39.000]  不會婚前實行為
[00:04:39.000 --> 00:04:41.000]  因為你不知道那個人
[00:04:41.000 --> 00:04:42.000]  之前做過什麼
[00:04:42.000 --> 00:04:45.000]  舔了東西就不好
[00:04:45.000 --> 00:04:47.000]  但主持人會這樣說
[00:04:47.000 --> 00:04:50.000]  我不是鼓勵你婚前實行為
[00:04:50.000 --> 00:04:52.000]  但現在這些東西很普遍
[00:04:52.000 --> 00:04:54.000]  不知道是不是鼓勵你
[00:04:54.000 --> 00:04:55.000]  就是這樣
[00:04:55.000 --> 00:04:57.000]  有時候聽起來好像很對
[00:04:57.000 --> 00:04:59.000]  留心你的思想
[00:04:59.000 --> 00:05:02.000]  這個社會上充斥著很多很多的東西
[00:05:02.000 --> 00:05:06.000]  在裡面會帶你們走不失的
[00:05:06.000 --> 00:05:09.000]  不單止社會上周圍
[00:05:09.000 --> 00:05:12.000]  身邊有東西充斥著引誘你
[00:05:12.000 --> 00:05:16.000]  甚至我們自己內在的慾望
[00:05:16.000 --> 00:05:19.000]  有些聲音鼓勵我們做一些偏執的事
[00:05:19.000 --> 00:05:21.000]  這個可以說是最近
[00:05:21.000 --> 00:05:23.000]  這個十一月
[00:05:23.000 --> 00:05:25.000]  這個叫做賀建奎
[00:05:25.000 --> 00:05:28.000]  他做了一件震驚中外科學界
[00:05:28.000 --> 00:05:30.000]  大家看新聞留意
[00:05:30.000 --> 00:05:33.000]  他幫助了一對BB雙胞胎
[00:05:33.000 --> 00:05:35.000]  進行了一個基因偏執
[00:05:35.000 --> 00:05:37.000]  以後他就先天地可以
[00:05:37.000 --> 00:05:39.000]  不會有愛滋病
[00:05:39.000 --> 00:05:40.000]  你入侵到
[00:05:40.000 --> 00:05:43.000]  當然他這樣做會引起其他問題
[00:05:43.000 --> 00:05:45.000]  但當他公佈了之後
[00:05:45.000 --> 00:05:49.000]  中外科學界的人齊聲去責備他
[00:05:49.000 --> 00:05:50.000]  不單止責備他
[00:05:50.000 --> 00:05:54.000]  我們中國的有關政府部門
[00:05:54.000 --> 00:05:57.000]  立即依法辦理
[00:05:57.000 --> 00:05:59.000]  立即查封他所有東西
[00:05:59.000 --> 00:06:00.000]  不讓他做
[00:06:00.000 --> 00:06:01.000]  停止他的職業
[00:06:01.000 --> 00:06:05.000]  還要查處他的情況
[00:06:05.000 --> 00:06:07.000]  他為什麼這樣做呢
[00:06:07.000 --> 00:06:10.000]  當心裡很希望自己能夠在界域裡
[00:06:10.000 --> 00:06:11.000]  很急進
[00:06:11.000 --> 00:06:13.000]  希望拿到一個成就一個成績
[00:06:13.000 --> 00:06:16.000]  讓人知道他的成果
[00:06:16.000 --> 00:06:20.000]  但這些有時不理一些界別
[00:06:20.000 --> 00:06:22.000]  譬如道德的理解
[00:06:22.000 --> 00:06:24.000]  甚至當法律上是不容許
[00:06:24.000 --> 00:06:25.000]  去到的時候
[00:06:25.000 --> 00:06:29.000]  你就偏執了
[00:06:29.000 --> 00:06:34.000]  戴卓爾夫人這樣說
[00:06:34.000 --> 00:06:37.000]  她說注意你的思想
[00:06:37.000 --> 00:06:40.000]  它會變成你的言語
[00:06:40.000 --> 00:06:42.000]  注意你的言語
[00:06:42.000 --> 00:06:44.000]  它會變成你的行為
[00:06:44.000 --> 00:06:46.000]  注意你的行動
[00:06:46.000 --> 00:06:48.000]  它會變成你的習慣
[00:06:48.000 --> 00:06:50.000]  注意你的習慣
[00:06:50.000 --> 00:06:52.000]  它會變成你的性格
[00:06:52.000 --> 00:06:54.000]  注意你的性格
[00:06:54.000 --> 00:06:56.000]  它會變成你的命運
[00:06:56.000 --> 00:06:58.000]  即是你的人生的結果
[00:06:58.000 --> 00:07:01.000]  要留心你的思想
[00:07:01.000 --> 00:07:05.000]  因為這是逐漸來滲透你的人
[00:07:05.000 --> 00:07:08.000]  最終可能會帶來一個很悲的結果
[00:07:08.000 --> 00:07:11.000]  人生的命運在裡面
[00:07:11.000 --> 00:07:13.000]  大家都會留意一個人
[00:07:13.000 --> 00:07:14.000]  何志平
[00:07:14.000 --> 00:07:15.000]  都認識
[00:07:15.000 --> 00:07:17.000]  因為最近新聞都會提及他
[00:07:17.000 --> 00:07:20.000]  我們以前2003年的時候
[00:07:20.000 --> 00:07:25.000]  何志平是擔任香港民政事務局局長
[00:07:25.000 --> 00:07:27.000]  但他給人一件很出名的事件
[00:07:27.000 --> 00:07:28.000]  很多人都記得
[00:07:28.000 --> 00:07:31.000]  他在車公廟求籤
[00:07:31.000 --> 00:07:33.000]  求得個下下籤
[00:07:33.000 --> 00:07:34.000]  所以很多人都記得他
[00:07:34.000 --> 00:07:35.000]  被人罵他
[00:07:35.000 --> 00:07:37.000]  但更加有人會罵他
[00:07:37.000 --> 00:07:40.000]  你知不知道他有一個特別的身份
[00:07:40.000 --> 00:07:41.000]  他是醫生
[00:07:41.000 --> 00:07:42.000]  但他是基督徒
[00:07:42.000 --> 00:07:45.000]  基督徒在車公廟求籤
[00:07:45.000 --> 00:07:46.000]  做得個下下籤
[00:07:46.000 --> 00:07:47.000]  就更多被人罵
[00:07:47.000 --> 00:07:48.000]  基督徒都罵他
[00:07:48.000 --> 00:07:51.000]  你看到這個人是有些偏執
[00:07:51.000 --> 00:07:52.000]  很久不見他了
[00:07:52.000 --> 00:07:55.000]  但現在見他就出了這件事
[00:07:55.000 --> 00:07:59.000]  現在他正在幫中國某些機構做事
[00:07:59.000 --> 00:08:02.000]  現在確實他做了一些捐款
[00:08:02.000 --> 00:08:04.000]  但那些不是捐款
[00:08:04.000 --> 00:08:06.000]  是賄款
[00:08:06.000 --> 00:08:08.000]  賄賂非洲官員
[00:08:08.000 --> 00:08:10.000]  容許他們有合約去領取
[00:08:10.000 --> 00:08:13.000]  以致能夠有賺取
[00:08:13.000 --> 00:08:15.000]  但結果現在被告入了
[00:08:15.000 --> 00:08:17.000]  八項罪有七項成立
[00:08:17.000 --> 00:08:20.000]  最高刑罰可以判處65年
[00:08:20.000 --> 00:08:23.000]  明年3月14日判
[00:08:23.000 --> 00:08:25.000]  他都六十多歲
[00:08:25.000 --> 00:08:26.000]  他坐多幾十年
[00:08:26.000 --> 00:08:28.000]  他一輩子都在監倉
[00:08:28.000 --> 00:08:32.000]  你想想他當初的心已經有些偏執
[00:08:32.000 --> 00:08:35.000]  但隨著日子的偏執
[00:08:35.000 --> 00:08:39.000]  他的思想導致他的命運
[00:08:39.000 --> 00:08:43.000]  最終在監倉裡度過他餘下的人生
[00:08:43.000 --> 00:08:44.000]  弟兄姊妹
[00:08:44.000 --> 00:08:46.000]  守護你的思想
[00:08:46.000 --> 00:08:49.000]  因為周圍真的有很多思念
[00:08:49.000 --> 00:08:53.000]  或者內在的肉體惡念
[00:08:53.000 --> 00:08:55.000]  會影響你的思想
[00:08:55.000 --> 00:08:56.000]  留意
[00:08:56.000 --> 00:09:01.000]  他會導致你將來有一個很不幸的結局
[00:09:01.000 --> 00:09:05.000]  所以詩篇第一章提醒我們
[00:09:05.000 --> 00:09:09.000]  做一個二人你要避免三方面
[00:09:09.000 --> 00:09:11.000]  特別要守護你的思想
[00:09:11.000 --> 00:09:13.000]  但更加積極
[00:09:13.000 --> 00:09:15.000]  他提出有兩方面
[00:09:15.000 --> 00:09:17.000]  二人應該要去做
[00:09:17.000 --> 00:09:20.000]  積極地有兩方面我們要做
[00:09:20.000 --> 00:09:24.000]  第一方面就是喜愛耶和華的律法
[00:09:24.000 --> 00:09:26.000]  喜歡上帝的說話
[00:09:26.000 --> 00:09:28.000]  耶和華的律法就是上帝的說話
[00:09:28.000 --> 00:09:33.000]  因為上帝的說話裡有上帝的指引
[00:09:33.000 --> 00:09:37.000]  指示我們怎樣行事為人
[00:09:37.000 --> 00:09:41.000]  但有些人覺得上帝的說話很悶
[00:09:41.000 --> 00:09:43.000]  怎可以喜愛呢
[00:09:43.000 --> 00:09:45.000]  你怎樣理解上帝的律法
[00:09:45.000 --> 00:09:49.000]  你覺得上帝的律法是甚麼呢
[00:09:49.000 --> 00:09:52.000]  上帝的話語是甚麼呢
[00:09:52.000 --> 00:09:54.000]  我是這樣理解
[00:09:54.000 --> 00:09:56.000]  因為早前我要結婚
[00:09:56.000 --> 00:09:58.000]  結婚之前裝修房子
[00:09:58.000 --> 00:10:00.000]  裝修完之後就買傢俬
[00:10:00.000 --> 00:10:02.000]  其中有些東西是訂下來的
[00:10:02.000 --> 00:10:04.000]  譬如淘寶或者宜家送貨
[00:10:04.000 --> 00:10:06.000]  有些我需要自己去組裝
[00:10:06.000 --> 00:10:07.000]  即是DIY
[00:10:07.000 --> 00:10:08.000]  其中有些櫃子
[00:10:08.000 --> 00:10:09.000]  這個不是我的櫃子
[00:10:09.000 --> 00:10:11.000]  不過拿來DEMO
[00:10:11.000 --> 00:10:15.000]  當我收到DIY東西回來
[00:10:15.000 --> 00:10:17.000]  要自己組裝
[00:10:17.000 --> 00:10:19.000]  即是自己組裝是不行的
[00:10:19.000 --> 00:10:21.000]  你一定要拿說明書出來
[00:10:21.000 --> 00:10:23.000]  看一看圖示怎樣指示你
[00:10:23.000 --> 00:10:24.000]  這塊板是左還是右
[00:10:24.000 --> 00:10:25.000]  這塊板是甚麼
[00:10:25.000 --> 00:10:26.000]  這塊板是甚麼
[00:10:26.000 --> 00:10:28.000]  這螺絲應該怎樣
[00:10:28.000 --> 00:10:29.000]  你不會馬上做的
[00:10:29.000 --> 00:10:30.000]  你一定會看完之後
[00:10:30.000 --> 00:10:32.000]  按照指示逐樣逐樣
[00:10:32.000 --> 00:10:36.000]  慢慢就可以組裝到DIY
[00:10:36.000 --> 00:10:38.000]  組裝到櫃子出來
[00:10:38.000 --> 00:10:41.000]  這個就是說明書的作用
[00:10:41.000 --> 00:10:43.000]  早前結婚之後
[00:10:43.000 --> 00:10:44.000]  蜜月旅行
[00:10:44.000 --> 00:10:45.000]  去日本
[00:10:45.000 --> 00:10:47.000]  其中去到一個地方
[00:10:47.000 --> 00:10:50.000]  去到那裡還要找地點
[00:10:50.000 --> 00:10:52.000]  有時候都難搞
[00:10:52.000 --> 00:10:54.000]  手機最好了
[00:10:54.000 --> 00:10:56.000]  現在有GPS
[00:10:56.000 --> 00:10:58.000]  輸入了所在位置和要去的目的地
[00:10:58.000 --> 00:11:01.000]  它會馬上展示一條線出來
[00:11:01.000 --> 00:11:03.000]  跟著線慢慢摸一下
[00:11:03.000 --> 00:11:04.000]  就會去到
[00:11:04.000 --> 00:11:06.000]  這個就是很方便
[00:11:06.000 --> 00:11:08.000]  這個就是GPS的作用
[00:11:08.000 --> 00:11:10.000]  其實聖經就是這樣
[00:11:10.000 --> 00:11:12.000]  聖經就好像說明書
[00:11:12.000 --> 00:11:14.000]  砌圖幫你怎樣砌
[00:11:14.000 --> 00:11:16.000]  說明書就好像人生的GPS
[00:11:16.000 --> 00:11:18.000]  聖經就這樣說
[00:11:18.000 --> 00:11:19.000]  神的話語是甚麼
[00:11:19.000 --> 00:11:22.000]  你要說我腳前的燈
[00:11:22.000 --> 00:11:24.000]  路上的光
[00:11:24.000 --> 00:11:27.000]  腳前的燈就是你走一步路的時候
[00:11:27.000 --> 00:11:29.000]  有一盞燈照著讓你走清楚
[00:11:29.000 --> 00:11:31.000]  路上的光
[00:11:31.000 --> 00:11:32.000]  一條長遠的路
[00:11:32.000 --> 00:11:33.000]  怎樣走呢
[00:11:33.000 --> 00:11:36.000]  它是一個光照著一條長路給你
[00:11:36.000 --> 00:11:38.000]  以致你走在裏面正確
[00:11:38.000 --> 00:11:41.000]  聖經就好像一個人生的GPS
[00:11:41.000 --> 00:11:42.000]  當你了解聖經
[00:11:42.000 --> 00:11:43.000]  熟悉聖經的時候
[00:11:43.000 --> 00:11:47.000]  它指引你走近一條人生正確的道路
[00:11:47.000 --> 00:11:51.000]  以致你走在光明裏面
[00:11:51.000 --> 00:11:54.000]  聖經是我們人生的GPS
[00:11:54.000 --> 00:11:56.000]  所以我們更加需要依靠它
[00:11:56.000 --> 00:11:58.000]  更加需要熟悉它
[00:11:58.000 --> 00:12:00.000]  所以CPM說
[00:12:00.000 --> 00:12:02.000]  你要愛慕上帝的話
[00:12:02.000 --> 00:12:04.000]  你要學慕認識耶和華
[00:12:04.000 --> 00:12:05.000]  耶和華說
[00:12:05.000 --> 00:12:07.000]  不要將聖經變成一種規條
[00:12:07.000 --> 00:12:08.000]  戒命
[00:12:08.000 --> 00:12:09.000]  應該是規條
[00:12:09.000 --> 00:12:11.000]  是一些規則
[00:12:11.000 --> 00:12:12.000]  你一定要遵守
[00:12:12.000 --> 00:12:14.000]  好像一條戒例
[00:12:14.000 --> 00:12:15.000]  你一定要做
[00:12:15.000 --> 00:12:16.000]  不做就好像錯了
[00:12:16.000 --> 00:12:18.000]  不是這樣理解
[00:12:18.000 --> 00:12:21.000]  聖經是一個人生的地圖
[00:12:21.000 --> 00:12:22.000]  一個說明書
[00:12:22.000 --> 00:12:25.000]  是指引我們這樣走
[00:12:25.000 --> 00:12:27.000]  當然你也有選擇
[00:12:27.000 --> 00:12:28.000]  你不走的時候
[00:12:28.000 --> 00:12:30.000]  可能會有些偏執
[00:12:30.000 --> 00:12:32.000]  但按著它走的時候
[00:12:32.000 --> 00:12:36.000]  你可以走在人生的正確裏面
[00:12:36.000 --> 00:12:37.000]  聖經說
[00:12:37.000 --> 00:12:38.000]  CPM說
[00:12:38.000 --> 00:12:40.000]  我們要愛慕上帝的話語
[00:12:40.000 --> 00:12:41.000]  認識上帝的話語
[00:12:41.000 --> 00:12:43.000]  是我們人生的GPS
[00:12:43.000 --> 00:12:45.000]  我們更加需要做些什麼呢
[00:12:45.000 --> 00:12:47.000]  第二件事我們需要做的
[00:12:47.000 --> 00:12:50.000]  就是晝夜來思想
[00:12:50.000 --> 00:12:52.000]  晝夜即是整天
[00:12:52.000 --> 00:12:55.000]  整天都要思想上帝的話
[00:12:55.000 --> 00:12:56.000]  不單止思想
[00:12:56.000 --> 00:13:00.000]  就是將它從腦裏慢慢思想、咀嚼
[00:13:00.000 --> 00:13:01.000]  化為心裏面
[00:13:01.000 --> 00:13:04.000]  成為你生命裏面的一部份
[00:13:04.000 --> 00:13:05.000]  以致上帝的話
[00:13:05.000 --> 00:13:11.000]  是指引你的人該走的路
[00:13:11.000 --> 00:13:13.000]  怎樣晝夜思想
[00:13:13.000 --> 00:13:15.000]  即是我們叫默想上帝的話
[00:13:15.000 --> 00:13:17.000]  我在這裏教大家
[00:13:17.000 --> 00:13:20.000]  我有時會這樣來做默想
[00:13:20.000 --> 00:13:21.000]  舉一個例子
[00:13:21.000 --> 00:13:22.000]  剛才有一句說話
[00:13:22.000 --> 00:13:23.000]  上帝說
[00:13:23.000 --> 00:13:26.000]  喜愛耶和華的律法
[00:13:26.000 --> 00:13:29.000]  我想默想上帝的說話
[00:13:29.000 --> 00:13:30.000]  我可能會抽取一句說話
[00:13:30.000 --> 00:13:31.000]  有一個意思
[00:13:31.000 --> 00:13:32.000]  我想思想
[00:13:32.000 --> 00:13:34.000]  喜愛耶和華的說話
[00:13:34.000 --> 00:13:35.000]  我就會問自己
[00:13:35.000 --> 00:13:37.000]  默想就是自問自答
[00:13:37.000 --> 00:13:39.000]  什麼叫喜愛呢
[00:13:39.000 --> 00:13:41.000]  喜愛就是喜歡一件事
[00:13:41.000 --> 00:13:42.000]  可能你查一下聖經
[00:13:42.000 --> 00:13:44.000]  或者查一下注釋書
[00:13:44.000 --> 00:13:46.000]  喜愛有時是愛慕那件事
[00:13:46.000 --> 00:13:48.000]  希望得到為止
[00:13:48.000 --> 00:13:50.000]  就好像男追女
[00:13:50.000 --> 00:13:53.000]  喜歡她 希望得到
[00:13:53.000 --> 00:13:54.000]  這是喜愛
[00:13:54.000 --> 00:13:55.000]  喜愛上帝的話語
[00:13:55.000 --> 00:13:57.000]  就是喜愛神的話語
[00:13:57.000 --> 00:13:59.000]  好像要得到為止
[00:13:59.000 --> 00:14:00.000]  你問自己
[00:14:00.000 --> 00:14:01.000]  我有沒有這樣的心
[00:14:01.000 --> 00:14:03.000]  喜愛上帝的話語
[00:14:03.000 --> 00:14:05.000]  要得到為止呢
[00:14:05.000 --> 00:14:06.000]  你可能會回答
[00:14:06.000 --> 00:14:09.000]  我沒有這樣的喜愛
[00:14:09.000 --> 00:14:11.000]  回答沒有這樣的喜愛的時候
[00:14:11.000 --> 00:14:12.000]  你可能再問自己
[00:14:12.000 --> 00:14:15.000]  為什麼我沒有這樣的喜愛呢
[00:14:15.000 --> 00:14:17.000]  你可能會給一個答案
[00:14:17.000 --> 00:14:20.000]  我就是很悶 或者不明白他說什麼
[00:14:20.000 --> 00:14:21.000]  當你回答之後
[00:14:21.000 --> 00:14:22.000]  你再反問
[00:14:22.000 --> 00:14:26.000]  為什麼我不會覺得很悶呢
[00:14:26.000 --> 00:14:28.000]  為什麼不明白呢
[00:14:28.000 --> 00:14:29.000]  我有沒有做什麼
[00:14:29.000 --> 00:14:31.000]  以致我不會那麼悶
[00:14:31.000 --> 00:14:33.000]  會那麼有興趣
[00:14:33.000 --> 00:14:34.000]  於是你再問
[00:14:34.000 --> 00:14:35.000]  會不會有些工具
[00:14:35.000 --> 00:14:37.000]  有些東西幫助我呢
[00:14:37.000 --> 00:14:38.000]  以致我對上帝的話語
[00:14:38.000 --> 00:14:40.000]  會產生興趣呢
[00:14:40.000 --> 00:14:43.000]  當你每一個上帝的話語
[00:14:43.000 --> 00:14:45.000]  你問然後自己再回答
[00:14:45.000 --> 00:14:46.000]  一層一層深入的時候
[00:14:46.000 --> 00:14:49.000]  你就反覆思想
[00:14:49.000 --> 00:14:51.000]  咀嚼上帝的話語
[00:14:51.000 --> 00:14:53.000]  由開張很表層的
[00:14:53.000 --> 00:14:55.000]  慢慢慢慢入得很深
[00:14:55.000 --> 00:14:59.000]  你就會掌握到話語
[00:14:59.000 --> 00:15:02.000]  但聖經說晝夜
[00:15:02.000 --> 00:15:05.000]  晝夜的意思是早一整天
[00:15:05.000 --> 00:15:08.000]  當你早上讀經或者靈修的時候
[00:15:08.000 --> 00:15:10.000]  了解上帝的話的時候
[00:15:10.000 --> 00:15:12.000]  有時候下午上班
[00:15:12.000 --> 00:15:14.000]  下午到晚上你已經忘記了
[00:15:14.000 --> 00:15:16.000]  它就提醒你
[00:15:16.000 --> 00:15:18.000]  會不會早上思考完之後
[00:15:18.000 --> 00:15:20.000]  到下午又思想一下
[00:15:20.000 --> 00:15:23.000]  今早所體會的呢
[00:15:23.000 --> 00:15:26.000]  到晚上就有空間
[00:15:26.000 --> 00:15:28.000]  思想一下今天早上
[00:15:28.000 --> 00:15:30.000]  下午所體會的
[00:15:30.000 --> 00:15:32.000]  再深化呢
[00:15:32.000 --> 00:15:35.000]  這樣就晝夜思想
[00:15:35.000 --> 00:15:37.000]  上帝的話語才容易
[00:15:37.000 --> 00:15:40.000]  在你的心裡紮根
[00:15:40.000 --> 00:15:42.000]  我不知道大家
[00:15:42.000 --> 00:15:44.000]  每天都會不會有一些空間
[00:15:44.000 --> 00:15:47.000]  個人獨處的空間給自己呢
[00:15:47.000 --> 00:15:49.000]  有些人有很多約會
[00:15:49.000 --> 00:15:51.000]  每天都有人
[00:15:51.000 --> 00:15:53.000]  自然就很少空間
[00:15:53.000 --> 00:15:56.000]  給自己和神一起獨處
[00:15:56.000 --> 00:16:00.000]  但當我們要熟悉上帝的話語
[00:16:00.000 --> 00:16:02.000]  去愛慕上帝的話的時候
[00:16:02.000 --> 00:16:04.000]  有時候我們的確需要
[00:16:04.000 --> 00:16:06.000]  每一天抽一些時間出來
[00:16:06.000 --> 00:16:08.000]  是你一個人獨處
[00:16:08.000 --> 00:16:10.000]  來到在上帝的面前
[00:16:10.000 --> 00:16:12.000]  你未必一定要有很長的時間
[00:16:12.000 --> 00:16:14.000]  可能說
