
[00:00:00.000 --> 00:00:02.240]  願仆人口中的言語
[00:03:01.840 --> 00:03:04.520]  不過當你看到一家人一起
[00:03:04.520 --> 00:03:06.640]  很開心地去吃這一頓飯
[00:03:06.640 --> 00:03:09.480]  你會覺得辛苦也是值得的
[00:03:09.480 --> 00:03:13.840]  所以這些就是在人生裡很吊詭的事情
[00:03:13.840 --> 00:03:15.800]  你希望得到好的結果
[00:03:15.800 --> 00:03:16.960]  你要付出
[00:03:16.960 --> 00:03:20.840]  而且這些過程有時候都不是很舒服的
[00:03:21.720 --> 00:03:25.360]  同樣如果你在信仰上可能想有一個盡心
[00:03:25.360 --> 00:03:28.760]  你只是單靠在崇拜裡面去聽道
[00:03:28.760 --> 00:03:30.120]  是絕對不足夠的
[00:03:30.120 --> 00:03:32.800]  你需要自己來讀聖經
[00:03:32.800 --> 00:03:34.640]  你需要有其他的學習
[00:03:34.640 --> 00:03:39.240]  這樣才有機會在信仰裡面繼續盡心下去
[00:03:39.240 --> 00:03:41.720]  不單只是個人
[00:03:41.720 --> 00:03:44.600]  一個民族、一個社會同樣
[00:03:44.600 --> 00:03:47.200]  他要得到一個好的結果
[00:03:47.200 --> 00:03:50.320]  有些時候都會經歷考驗
[00:03:50.600 --> 00:03:51.880]  甚至乎是打擊
[00:03:51.880 --> 00:03:55.000]  在這些困難裡面
[00:03:55.000 --> 00:03:57.800]  有時候可能我們都會想用自己的方式
[00:03:57.800 --> 00:04:01.520]  來改變得到預期的結果
[00:04:01.520 --> 00:04:03.400]  但也有些時候
[00:04:03.400 --> 00:04:05.560]  其實就算你付出了努力
[00:04:05.560 --> 00:04:07.720]  都未必得到預期的結果
[00:04:07.720 --> 00:04:11.640]  有耕種經驗的弟兄姊妹就會明白了
[00:04:11.640 --> 00:04:14.800]  你很辛勤、很認真地去耕種
[00:04:14.800 --> 00:04:17.160]  都未必有好的成果
[00:04:18.160 --> 00:04:21.040]  在我辦公室裡面有些小小的盆栽
[00:04:21.040 --> 00:04:23.280]  我每一天都很悉心去打理它
[00:04:23.280 --> 00:04:25.760]  但有些被我弄死了
[00:04:25.760 --> 00:04:29.880]  有些當然見到它出花就很開心
[00:04:29.880 --> 00:04:33.680]  有些事情其實不是我的能力可以去改變的
[00:04:33.680 --> 00:04:37.040]  特別是一個民族、一個國家更加是
[00:04:37.040 --> 00:04:40.440]  有些時候可能真的需要上帝的介入
[00:04:40.440 --> 00:04:42.640]  上帝的拯救
[00:04:42.640 --> 00:04:44.760]  才會有機會得到改變
[00:04:45.200 --> 00:04:48.960]  今天我們讀的《爾賽亞書》這段經文就是這樣
[00:04:48.960 --> 00:04:51.640]  以色列的民族
[00:04:51.640 --> 00:04:54.720]  他們面對很大的困難
[00:04:54.720 --> 00:04:56.960]  憑他們個人的力量
[00:04:56.960 --> 00:04:58.880]  是沒有辦法去改變
[00:04:58.880 --> 00:05:03.040]  唯有期待上帝的介入、上帝的拯救
[00:05:03.040 --> 00:05:07.160]  他們才可以來到有一個好的開始
[00:05:07.160 --> 00:05:08.320]  好的將來
[00:05:08.320 --> 00:05:11.400]  這個是在困難的裡面
[00:05:11.400 --> 00:05:14.200]  很多的人很渴望得到的鼓勵
[00:05:14.480 --> 00:05:15.440]  得到的安慰
[00:05:15.440 --> 00:05:18.480]  而今天我們讀的《爾賽亞書》第十二章
[00:05:18.480 --> 00:05:21.560]  正正就是給我們有一個這樣的鼓勵
[00:05:21.560 --> 00:05:25.000]  但大家當去看這段經文的時候
[00:05:25.000 --> 00:05:27.280]  你可以去留意一下
[00:05:27.280 --> 00:05:31.080]  這個訊息是說給哪一群人聽的呢?
[00:05:31.080 --> 00:05:33.760]  是活在威脅
[00:05:33.760 --> 00:05:35.320]  巨大的威脅
[00:05:35.320 --> 00:05:36.600]  困難
[00:05:36.600 --> 00:05:40.720]  那種困難就是甚至乎自己的民族會被滅的
[00:05:41.080 --> 00:05:44.600]  在這樣的狀況下會聽到這個訊息
[00:05:44.600 --> 00:05:50.440]  就是說這群人的眼前只會看見可能就是滅亡
[00:05:50.440 --> 00:05:52.320]  看見是絕望
[00:05:52.320 --> 00:05:54.200]  絕對是看不到出路的
[00:05:54.200 --> 00:05:57.120]  才說一個這樣的訊息
[00:05:57.120 --> 00:06:00.200]  其實是他們沒有辦法去想像的
[00:06:00.200 --> 00:06:01.760]  但是如果
[00:06:01.760 --> 00:06:03.600]  先知所說
[00:06:03.600 --> 00:06:06.600]  真的有一天有機會出現的話
[00:06:06.600 --> 00:06:08.640]  這個就是我今天的題目
[00:06:09.040 --> 00:06:11.240]  超乎想像的感恩
[00:06:11.240 --> 00:06:13.480]  在你的眼前
[00:06:13.480 --> 00:06:16.440]  你看不到一個這樣的景象
[00:06:16.440 --> 00:06:20.160]  但是有一天它真的這樣來到發生
[00:06:20.160 --> 00:06:22.880]  是一個超乎想像的感恩
[00:06:22.880 --> 00:06:25.480]  用來去看一看
[00:06:25.480 --> 00:06:26.920]  這段經文
[00:06:26.920 --> 00:06:29.760]  究竟是想給我們一些什麼樣的訊息
[00:06:29.760 --> 00:06:32.000]  我鼓勵大家如果手上有聖經的話
[00:06:32.000 --> 00:06:36.080]  你打開第一千零一十四頁
[00:06:37.360 --> 00:06:39.600]  這個是以賽亞書的第十二章
[00:06:39.600 --> 00:06:42.440]  因為當我們去看這一章的時候
[00:06:42.440 --> 00:06:45.000]  也需要看一點前面的經文
[00:06:45.000 --> 00:06:46.280]  如果你有聖經的話
[00:06:46.280 --> 00:06:47.800]  你會明白得更多
[00:06:47.800 --> 00:06:53.360]  以賽亞書是一卷非常重要的書卷
[00:06:53.360 --> 00:06:56.280]  因為在裡面讓我們知道
[00:06:56.280 --> 00:06:59.760]  以色列人期待的救主尼塞亞
[00:06:59.760 --> 00:07:02.560]  都是從這卷書裡面
[00:07:02.560 --> 00:07:04.560]  帶出來的訊息
[00:07:07.160 --> 00:07:08.160]  以賽亞書
[00:07:08.160 --> 00:07:11.040]  當然它的主角就是以賽亞先知
[00:07:11.040 --> 00:07:13.640]  當他成為先知的時候
[00:07:13.640 --> 00:07:17.120]  當時以色列人在什麼樣的境況當中呢
[00:07:17.120 --> 00:07:21.680]  就是整個以色列民族已經分開了南面和北面
[00:07:21.680 --> 00:07:24.200]  北面就叫做以色列國
[00:07:24.200 --> 00:07:26.680]  南面就是猶大國
[00:07:26.680 --> 00:07:30.400]  而南面的猶大國的首都就是耶路撒冷
[00:07:30.400 --> 00:07:33.800]  以賽亞做先知的時候
[00:07:34.280 --> 00:07:38.400]  北面的以色列已經被亞述帝國滅了
[00:07:38.400 --> 00:07:41.640]  只剩下南面的猶大國
[00:07:41.640 --> 00:07:48.240]  先知就要來提醒留在南面猶大的子民
[00:07:48.240 --> 00:07:49.920]  叫他們去看看
[00:07:49.920 --> 00:07:53.520]  北面的以色列為什麼會被滅亡呢?
[00:07:53.520 --> 00:07:58.880]  就是因為人只是按照自己的意思來走
[00:07:58.880 --> 00:08:00.520]  叛逆了上帝
[00:08:01.240 --> 00:08:05.440]  也面臨威脅的時候沒有回到依靠上帝
[00:08:05.440 --> 00:08:10.120]  而是奢想透過政治、軍事的聯盟
[00:08:10.120 --> 00:08:13.280]  可以得到這個機會延續下去
[00:08:13.280 --> 00:08:18.560]  但最後當然他們還是被亞述帝國滅了
[00:08:18.560 --> 00:08:22.160]  以賽亞先知知道猶大的危機
[00:08:22.160 --> 00:08:27.520]  其實會報北面以色列的後塵
[00:08:27.520 --> 00:08:30.400]  所以不斷提醒這些人
[00:08:30.760 --> 00:08:34.400]  叫他們知道他們一定要回到上帝的面前
[00:08:34.400 --> 00:08:36.000]  如果不是的話
[00:08:36.000 --> 00:08:39.840]  他們的命運就跟他們北面的同胞是一樣的
[00:08:39.840 --> 00:08:43.800]  在以賽亞書第二章到第十一章
[00:08:43.800 --> 00:08:48.440]  這個就是對猶大、對耶路撒冷那種警告
[00:08:48.440 --> 00:08:51.720]  呼籲他們要來回轉歸向神
[00:08:51.720 --> 00:08:53.760]  而第十二章就是
[00:08:53.760 --> 00:08:57.400]  到第十一章的總結
[00:08:57.640 --> 00:09:02.440]  而這個總結是一種頌讚詩歌的形式來寫成的
[00:09:02.440 --> 00:09:04.840]  如果大家看回第十二章
[00:09:04.840 --> 00:09:09.280]  你會看到這首詩歌是有一個分段的
[00:09:09.280 --> 00:09:12.400]  第一節和第四節
[00:09:12.400 --> 00:09:15.400]  大家留意一下它開頭那幾個字
[00:09:15.400 --> 00:09:17.960]  第一節開頭那幾個字寫什麼呢?
[00:09:17.960 --> 00:09:19.440]  在那日
[00:09:19.440 --> 00:09:23.480]  第四節的開頭同樣都是在那日
[00:09:23.840 --> 00:09:30.160]  我們可以看到這個就是詩歌的分段所謂的標示位置
[00:09:30.160 --> 00:09:31.680]  然後呢
[00:09:31.680 --> 00:09:33.720]  第一至第二節
[00:09:33.720 --> 00:09:36.520]  是屬於個人去表達感恩的
[00:09:36.520 --> 00:09:40.280]  所以第一節就說在那日是你要說
[00:09:40.280 --> 00:09:45.000]  然後在第四節的在那日之後就不是你要說了
[00:09:45.000 --> 00:09:47.400]  在那日是你們要說
[00:09:47.400 --> 00:09:49.680]  所以第四至第六節
[00:09:49.680 --> 00:09:53.080]  就是一個群體來表達感恩
[00:09:53.480 --> 00:09:57.320]  我們可以看到詩歌的結構就是這樣
[00:09:57.320 --> 00:09:59.240]  然後呢
[00:09:59.240 --> 00:10:00.920]  這個第十二章
[00:10:00.920 --> 00:10:03.720]  其實它不是突然間走出來的
[00:10:03.720 --> 00:10:06.880]  是因為它是在延續第十一章
[00:10:06.880 --> 00:10:09.840]  十到十六節所說的
[00:10:09.840 --> 00:10:12.400]  第十一章的第十節
[00:10:12.400 --> 00:10:14.280]  是怎麼說呢?
[00:10:14.280 --> 00:10:16.080]  到那日
[00:10:16.080 --> 00:10:20.560]  所以你可以看到跟第十二章很相似
[00:10:20.560 --> 00:10:21.920]  到那日,在那日
[00:10:21.920 --> 00:10:24.920]  都是在說那一天,那一天其實是什麼呢?
[00:10:24.920 --> 00:10:26.600]  原來那一天就是在說
[00:10:26.600 --> 00:10:31.400]  在第十一章第一到第九節所描述的情況
[00:10:31.400 --> 00:10:34.280]  那個情況就是在說一個
[00:10:34.280 --> 00:10:38.120]  上帝創造最美好的原本的情形
[00:10:38.120 --> 00:10:40.160]  那怎麼美好呢?
[00:10:40.160 --> 00:10:41.600]  第一
[00:10:41.600 --> 00:10:43.200]  在第一節裡面可以看到
[00:10:43.200 --> 00:10:46.920]  從耶西的殘幹必長出聯知
[00:10:46.920 --> 00:10:51.720]  這個是在說因為耶西其實就是大衛的父親
[00:10:52.000 --> 00:10:53.600]  就是說大衛的家族
[00:10:53.600 --> 00:10:58.040]  將會興起一個救主
[00:10:58.040 --> 00:10:59.000]  去幫助他
[00:10:59.000 --> 00:11:01.600]  因為後面繼續說就是這個救主的出現了
[00:11:01.600 --> 00:11:03.680]  然後他的出現
[00:11:03.680 --> 00:11:06.120]  去到一個什麼境界呢?
[00:11:06.120 --> 00:11:07.600]  第六節就說
[00:11:07.600 --> 00:11:12.600]  豺狼和小綿羊同住豹子和小山羊同餓等等
[00:11:12.600 --> 00:11:15.480]  就是說兩類很極端的動物走在一起
[00:11:15.480 --> 00:11:17.160]  不是弱肉強食
[00:11:17.160 --> 00:11:19.600]  而是大家能夠和平的相處
[00:11:20.080 --> 00:11:24.720]  是因為是一個我們完全想像不到的一種境界
[00:11:24.720 --> 00:11:30.960]  因為那個是上帝絕對掌權的一個境界
[00:11:30.960 --> 00:11:35.040]  彼此不是再有這種仇恨、殺戮
[00:11:35.040 --> 00:11:38.400]  而是大家能夠在一起
[00:11:38.400 --> 00:11:39.560]  非常和平
[00:11:39.560 --> 00:11:41.360]  所有的動物
[00:11:41.360 --> 00:11:42.480]  所有的人
[00:11:42.480 --> 00:11:43.480]  都一樣
[00:11:43.480 --> 00:11:45.040]  你看看第八節說
[00:11:45.040 --> 00:11:47.880]  吃奶的嬰孩可以在餵蛇的洞口玩耍
[00:11:48.080 --> 00:11:51.040]  因為蛇都不會再咬那些嬰孩了
[00:11:51.040 --> 00:11:53.880]  嬰孩根本沒有能力來攻擊那些蛇
[00:11:53.880 --> 00:11:55.760]  這個就是說
[00:11:55.760 --> 00:11:56.360]  那一天
[00:11:56.360 --> 00:11:58.040]  是一個特別的日子
[00:11:58.040 --> 00:12:01.520]  是上帝絕對掌權的時候
[00:12:01.520 --> 00:12:04.120]  這個第十二章
[00:12:04.120 --> 00:12:06.520]  就是延續了前面所說的話
[00:12:06.520 --> 00:12:08.720]  究竟當時
[00:12:08.720 --> 00:12:09.800]  先知
[00:12:09.800 --> 00:12:12.360]  所說的群體
[00:12:12.360 --> 00:12:14.480]  他們面對什麼樣的情況呢?
[00:12:14.480 --> 00:12:16.320]  剛才就提過了
[00:12:16.680 --> 00:12:18.200]  當時北面的以色列
[00:12:18.200 --> 00:12:20.760]  已經被亞述帝國滅了
[00:12:20.760 --> 00:12:23.240]  而南面的猶大
[00:12:23.240 --> 00:12:27.040]  他們面對一個這麼強大的亞述帝國
[00:12:27.040 --> 00:12:29.280]  他們根本上是沒有力量
[00:12:29.280 --> 00:12:31.920]  來作出這個抵禦
[00:12:31.920 --> 00:12:33.400]  他們就考慮了
[00:12:33.400 --> 00:12:35.840]  是不是要借助一些
[00:12:35.840 --> 00:12:38.480]  政治和軍事的聯盟呢?
[00:12:38.480 --> 00:12:41.600]  如果真的從這一方面去想
[00:12:41.600 --> 00:12:43.560]  他們可以有什麼選擇呢?
[00:12:43.560 --> 00:12:46.400]  在第十一章裡面是有提示的
[00:12:46.800 --> 00:12:48.840]  在第十一章的第十一節
[00:12:48.840 --> 00:12:50.520]  列出了一些名字
[00:12:50.520 --> 00:12:51.960]  這些名字就是
[00:12:51.960 --> 00:12:53.840]  猶大國裡面的人
[00:12:53.840 --> 00:12:55.280]  可以去考慮
[00:12:55.280 --> 00:12:57.400]  去聯盟的一些力量
[00:12:57.400 --> 00:12:58.400]  第一
[00:12:58.400 --> 00:12:59.840]  當然就是亞述
[00:12:59.840 --> 00:13:01.520]  就是說既然打不過了
[00:13:01.520 --> 00:13:03.800]  不如早早投降、投誠
[00:13:03.800 --> 00:13:05.800]  保存自己的命
[00:13:05.800 --> 00:13:07.840]  減少犧牲
[00:13:07.840 --> 00:13:10.840]  直接跟亞述聯盟
[00:13:10.840 --> 00:13:13.240]  希望保留自己
[00:13:13.240 --> 00:13:14.760]  一些可能相對
[00:13:14.960 --> 00:13:17.440]  比較安全和獨立的身份
[00:13:17.440 --> 00:13:19.800]  但如果不跟亞述
[00:13:19.800 --> 00:13:21.280]  去投降的話
[00:13:21.280 --> 00:13:22.760]  有什麼選擇呢?
[00:13:22.760 --> 00:13:23.480]  在下面
[00:13:23.480 --> 00:13:25.520]  有埃及、巴特羅、古實、
[00:13:25.520 --> 00:13:27.160]  以蘭、士那、哈瑪
[00:13:27.160 --> 00:13:28.640]  並中海島
[00:13:28.640 --> 00:13:31.160]  就是說這些其他的力量
[00:13:31.160 --> 00:13:32.800]  如果聯合起來
[00:13:32.800 --> 00:13:35.960]  可能有機會跟亞述去抵抗
[00:13:35.960 --> 00:13:37.480]  當然
[00:13:37.480 --> 00:13:39.480]  這個也是真實的,為什麼呢?
[00:13:39.480 --> 00:13:42.160]  因為當亞述滅了
[00:13:42.160 --> 00:13:43.880]  北面的以色列之後
[00:13:44.200 --> 00:13:47.200]  其實他的國力開始慢慢一路下降
[00:13:47.200 --> 00:13:49.000]  下降到一個什麼地步呢?
[00:13:49.000 --> 00:13:50.680]  下降到最後呢
[00:13:50.680 --> 00:13:52.720]  就是巴比倫帝國興起
[00:13:52.720 --> 00:13:55.720]  將亞述帝國推翻了
[00:13:55.720 --> 00:13:58.120]  所以當然我們看
[00:13:58.120 --> 00:13:59.640]  《舊約聖經》就知道了
[00:13:59.640 --> 00:14:02.000]  到了後來的耶路撒冷
[00:14:02.000 --> 00:14:03.360]  就是劉大
[00:14:03.360 --> 00:14:04.240]  被滅亡
[00:14:04.240 --> 00:14:06.000]  那個是哪個力量呢?
[00:14:06.000 --> 00:14:07.120]  就是巴比倫
[00:14:07.120 --> 00:14:09.960]  所以結果他們就被擄到巴比倫了
[00:14:09.960 --> 00:14:13.320]  因為當時的亞述已經沒有了那個力量
[00:14:15.000 --> 00:14:16.920]  在政治上
[00:14:16.920 --> 00:14:18.640]  在軍事上
[00:14:18.640 --> 00:14:22.320]  在猶大裏面的人,他們面對這個外憂
[00:14:22.320 --> 00:14:25.840]  但是內患的問題也是相當的嚴重
[00:14:25.840 --> 00:14:30.120]  才去看見當時有什麼內患在裏面呢?
[00:14:30.120 --> 00:14:33.400]  就是富有的人來剝削貧窮的人
[00:14:33.400 --> 00:14:37.600]  宗教的領袖只是著重一些虛有其表的儀式
[00:14:37.600 --> 00:14:39.120]  以及傳統
[00:14:39.120 --> 00:14:42.000]  外面有強國的威脅
[00:14:42.560 --> 00:14:45.440]  裏面的自己人只是只顧著自身的利益
[00:14:45.440 --> 00:14:47.600]  領子妹
[00:14:47.600 --> 00:14:50.640]  這些場景似曾相識
[00:14:50.640 --> 00:14:53.960]  很多的地方似乎都是這樣
[00:14:53.960 --> 00:14:58.400]  《聖經》告訴我們,日光之下無身事
[00:14:58.400 --> 00:15:01.120]  在古時裏面出現的情況
[00:15:01.120 --> 00:15:04.560]  到今天仍然在不同的地方都會見得到
[00:15:04.560 --> 00:15:06.800]  歷史不斷地重複
[00:15:06.800 --> 00:15:10.720]  很可惜人們沒有從這些歷史場景裏面
[00:15:10.720 --> 00:15:12.520]  真正吸取到教訓
[00:15:12.920 --> 00:15:16.160]  讓錯誤在一代又一代裏面重複地出現
[00:15:16.160 --> 00:15:19.520]  有些時候我們都會問自己
[00:15:19.520 --> 00:15:23.200]  是否面對這些困難或挑戰的時候
[00:15:23.200 --> 00:15:26.080]  我都想用自己的辦法來解決呢?
[00:15:26.080 --> 00:15:30.000]  抑或我們會去倚靠上帝呢?
[00:15:30.000 --> 00:15:34.160]  這是先知來挑戰當時的人
[00:15:34.160 --> 00:15:36.480]  一個非常重要的訊息
[00:15:36.480 --> 00:15:39.920]  先知給了他們什麼訊息呢?
[00:15:39.920 --> 00:15:41.920]  先知告訴他們
[00:15:42.320 --> 00:15:44.200]  劫後是可以重生的
[00:15:44.200 --> 00:15:49.840]  以色列的民族有機會有一天可以恢復自主權
[00:15:49.840 --> 00:15:51.760]  這一天是必定出現的
[00:15:51.760 --> 00:15:54.040]  不過大家想想
[00:15:54.040 --> 00:15:55.280]  如果你是當時
[00:15:55.280 --> 00:15:58.480]  你想像一下你是當時以色列民族裏面的人
[00:15:58.480 --> 00:16:00.480]  國家已經被滅亡了
[00:16:00.480 --> 00:16:01.960]  先知說這些的話
[00:16:01.960 --> 00:16:04.640]  你會覺得他是在說真話還是廢話呢?
[00:16:04.640 --> 00:16:07.040]  已經滅族了
[00:16:07.040 --> 00:16:08.960]  已經被人統治了
[00:16:09.040 --> 00:16:12.640]  怎麼可能有機會恢復自己的自主權呢?
[00:16:12.640 --> 00:16:14.640]  這些訊息
[00:16:14.640 --> 00:16:20.360]  根本上是不會令人覺得很吸引
[00:16:20.360 --> 00:16:22.640]  或者是有真實
[00:16:22.640 --> 00:16:25.680]  覺得可能欺騙的成分是居多的
[00:16:25.680 --> 00:16:28.040]  審判之後
[00:16:28.040 --> 00:16:29.680]  是會有拯救
[00:16:29.680 --> 00:16:32.680]  上帝在審判和責罰之後
[00:16:32.680 --> 00:16:35.520]  必定是預備了這個救恩
[00:16:37.120 --> 00:16:40.880]  因為審判和拯救是並存的
[00:16:40.880 --> 00:16:43.240]  不會是單獨出現的
[00:16:43.240 --> 00:16:46.960]  在經文裏面第六節就說了
[00:16:46.960 --> 00:16:51.040]  因為在你們當中的以色列聖者
[00:16:51.040 --> 00:16:52.400]  最為偉大
[00:16:52.400 --> 00:16:55.320]  這個當然是在說耶和華上帝
[00:16:55.320 --> 00:17:00.640]  因為祂不會只是施行了審判就完結
[00:17:00.640 --> 00:17:02.520]  施行了審判之後
[00:17:02.520 --> 00:17:04.920]  祂預備了救贖
[00:17:05.520 --> 00:17:08.440]  人如果不依靠上帝
[00:17:08.440 --> 00:17:11.640]  不去糾正自己的錯誤
[00:17:11.640 --> 00:17:15.160]  最終當然是經歷完這個審判
[00:17:15.160 --> 00:17:17.360]  繼續去面對懲罰
[00:17:17.360 --> 00:17:19.520]  但是如果他回轉的話
[00:17:19.520 --> 00:17:22.280]  他所得到的就是拯救
[00:17:22.280 --> 00:17:25.400]  在這樣的情況下
[00:17:25.400 --> 00:17:28.600]  一個可以說是沒有市場的訊息
[00:17:28.600 --> 00:17:30.440]  人不喜歡聽
[00:17:30.440 --> 00:17:31.600]  不相信
[00:17:31.600 --> 00:17:32.840]  也不接受
[00:17:32.840 --> 00:17:35.200]  才知道是否閉口不言呢?
[00:17:35.200 --> 00:17:35.800]  不是
[00:17:35.800 --> 00:17:38.240]  先知仍然忠於上帝
[00:17:38.240 --> 00:17:39.760]  忠於祂所託的
[00:17:39.760 --> 00:17:43.760]  縱然好像是大部分的人都沒有認真去看待
[00:17:43.760 --> 00:17:46.040]  但是他仍然要去宣講
[00:17:46.040 --> 00:17:49.000]  結果那些願意去接受先知提醒的人
[00:17:49.000 --> 00:17:51.000]  當然就會得到終極的拯救
[00:17:51.000 --> 00:17:53.040]  繼續走自己路的人
[00:17:53.040 --> 00:17:55.840]  當然就會自招滅亡
[00:17:55.840 --> 00:17:58.440]  對於我們這一群人
[00:17:58.440 --> 00:18:01.560]  今時今日我們看見這一段經文
[00:18:02.160 --> 00:18:05.400]  跟我們好像有一個很大的距離
[00:18:05.400 --> 00:18:06.400]  是不是呢?
[00:18:06.400 --> 00:18:08.280]  好像是
[00:18:08.280 --> 00:18:10.600]  但是似乎又不是
[00:18:10.600 --> 00:18:13.400]  因為有很多的片段
[00:18:13.400 --> 00:18:14.640]  對我們來說
[00:18:14.640 --> 00:18:19.280]  仍然是有相當可以說是共鳴的地方
[00:18:19.280 --> 00:18:23.120]  以往的社會
[00:18:23.120 --> 00:18:24.960]  有權力的人
[00:18:24.960 --> 00:18:26.480]  富有的人
[00:18:26.480 --> 00:18:29.240]  都是欺壓那些無權無勢的人
[00:18:29.240 --> 00:18:30.440]  貧窮的人
[00:18:31.120 --> 00:18:32.680]  今時今日的社會
[00:18:32.680 --> 00:18:33.760]  我們看見
[00:18:33.760 --> 00:18:34.720]  好人
[00:18:34.720 --> 00:18:36.720]  是可能會當賊辦
[00:18:36.720 --> 00:18:38.040]  惡人
[00:18:38.040 --> 00:18:39.960]  可以是逍遙法外
[00:18:39.960 --> 00:18:43.280]  大家有沒有這樣的同感呢?
[00:18:43.280 --> 00:18:46.920]  最近在網絡裏面有一句這樣的說話
[00:18:46.920 --> 00:18:48.480]  我不知道大家贊不贊成
[00:18:48.480 --> 00:18:49.960]  那句話是怎麼說的呢?
[00:18:49.960 --> 00:18:51.600]  誰大
[00:18:51.600 --> 00:18:52.920]  誰惡
[00:18:52.920 --> 00:18:54.120]  誰正確
[00:18:54.120 --> 00:18:56.680]  誰大
[00:18:56.680 --> 00:18:57.640]  誰惡
[00:18:57.640 --> 00:18:58.600]  誰正確
[00:18:59.120 --> 00:19:01.440]  你想一下是不是在你家裏出現的呢?
[00:19:01.440 --> 00:19:05.320]  就是說沒有公道可言的
[00:19:05.320 --> 00:19:07.840]  誰好像手握權力
[00:19:07.840 --> 00:19:09.200]  那麼誰大呢?
[00:19:09.200 --> 00:19:10.320]  誰惡
[00:19:10.320 --> 00:19:12.520]  誰可以惡人先告狀
[00:19:12.520 --> 00:19:13.840]  誰可以大聲
[00:19:13.840 --> 00:19:15.880]  那麼誰就是正確的了
[00:19:15.880 --> 00:19:18.080]  似乎
