
[00:00:00.000 --> 00:00:02.000]  我們給予掌聲主席耶穌好嗎
[00:06:54.640 --> 00:06:56.640]  都已經距離這麼遠
[00:06:56.640 --> 00:06:58.640]  整個宇宙原來是沒有上帝造出來的
[00:06:58.640 --> 00:07:00.640]  自然產生的 這個信心真的大到不得了
[00:07:00.640 --> 00:07:02.640]  人生更加複雜
[00:07:02.640 --> 00:07:04.640]  人生複雜到什麼地步
[00:07:04.640 --> 00:07:06.640]  人生很無常
[00:07:06.640 --> 00:07:08.640]  因為我們預計不到
[00:07:08.640 --> 00:07:10.640]  但人生其實是有常
[00:07:10.640 --> 00:07:12.640]  想清楚 旁邊這個人跟你一樣有常
[00:07:12.640 --> 00:07:14.640]  就是生老病死
[00:07:14.640 --> 00:07:16.640]  四樣東西一起
[00:07:16.640 --> 00:07:18.640]  他不會離得開的
[00:07:18.640 --> 00:07:20.640]  生老病死他離不開的
[00:07:20.640 --> 00:07:22.640]  他都有出世的
[00:07:22.640 --> 00:07:24.640]  他都會有一天
[00:07:24.640 --> 00:07:26.640]  你現在跟他旁邊的人說一下
[00:07:26.640 --> 00:07:28.640]  你跟他說一下
[00:07:28.640 --> 00:07:30.640]  你怎樣都會死的
[00:07:32.640 --> 00:07:34.640]  敢不敢跟他說一下
[00:07:34.640 --> 00:07:36.640]  你怎樣都會死的
[00:07:36.640 --> 00:07:40.640]  人生的有常是生老病死
[00:07:40.640 --> 00:07:42.640]  我們都一樣經歷的
[00:07:42.640 --> 00:07:44.640]  但人生的無常就是我們的生是不一樣的
[00:07:44.640 --> 00:07:46.640]  我們的死不一樣
[00:07:46.640 --> 00:07:48.640]  我們的老不一樣
[00:07:48.640 --> 00:07:50.640]  我們的病都不一樣
[00:07:50.640 --> 00:07:52.640]  有人一出世就在李嘉誠那裡
[00:07:52.640 --> 00:07:54.640]  多開心
[00:07:54.640 --> 00:07:56.640]  我以前
[00:07:56.640 --> 00:07:58.640]  我教會租的地方
[00:07:58.640 --> 00:08:00.640]  是一個叫李嘉誠家師
[00:08:00.640 --> 00:08:02.640]  家是家庭的家
[00:08:02.640 --> 00:08:04.640]  誠是誠實的誠
[00:08:04.640 --> 00:08:06.640]  李嘉誠家師
[00:08:06.640 --> 00:08:08.640]  所以有人問我住在哪裡
[00:08:08.640 --> 00:08:10.640]  我就在李嘉誠樓上
[00:08:10.640 --> 00:08:16.640]  你的出世跟我的出世不一樣
[00:08:16.640 --> 00:08:18.640]  我在廣華醫院出世
[00:08:18.640 --> 00:08:20.640]  你可能在養和醫院出世
[00:08:20.640 --> 00:08:22.640]  我們的生不一樣
[00:08:22.640 --> 00:08:24.640]  我們出世之後的對待很不一樣
[00:08:24.640 --> 00:08:26.640]  我們會老
[00:08:26.640 --> 00:08:28.640]  所有的女士我們知道
[00:08:28.640 --> 00:08:30.640]  在做一件事叫抗衰老
[00:08:30.640 --> 00:08:34.640]  這個抗衰老是每一天都很努力去做的
[00:08:34.640 --> 00:08:36.640]  女士最怕的是什麼
[00:08:36.640 --> 00:08:38.640]  女士是不怕死的
[00:08:38.640 --> 00:08:40.640]  她最怕老
[00:08:40.640 --> 00:08:42.640]  你想想她真的不怕死到那個地步
[00:08:42.640 --> 00:08:44.640]  任何新的科技都試的
[00:08:44.640 --> 00:08:46.640]  是不是
[00:08:46.640 --> 00:08:48.640]  激光電
[00:08:48.640 --> 00:08:50.640]  拉一塊皮去後面
[00:08:50.640 --> 00:08:52.640]  釘一些釘下去感受到年輕了
[00:08:52.640 --> 00:08:54.640]  我聽到都怕
[00:08:54.640 --> 00:08:56.640]  什麼叫拉一塊皮去後面用釘釘住
[00:08:56.640 --> 00:08:58.640]  這是肉
[00:08:58.640 --> 00:09:00.640]  是人肉
[00:09:00.640 --> 00:09:02.640]  馬上年輕了20年
[00:09:02.640 --> 00:09:04.640]  很怕
[00:09:04.640 --> 00:09:06.640]  有一個朋友跟我說
[00:09:06.640 --> 00:09:08.640]  在韓國有一個小格
[00:09:08.640 --> 00:09:10.640]  吸在臉上
[00:09:10.640 --> 00:09:12.640]  一格格不用30分鐘
[00:09:12.640 --> 00:09:14.640]  弄好之後
[00:09:14.640 --> 00:09:16.640]  半個小時到一格格就會散
[00:09:16.640 --> 00:09:18.640]  你想半個小時照鏡
[00:09:18.640 --> 00:09:20.640]  臉上一格格小格皮
[00:09:20.640 --> 00:09:22.640]  散了之後
[00:09:22.640 --> 00:09:24.640]  兩天之後你的臉就很漂亮
[00:09:24.640 --> 00:09:26.640]  我們做過
[00:09:26.640 --> 00:09:28.640]  做完回來真的很滑
[00:09:28.640 --> 00:09:30.640]  在韓國坐飛機
[00:09:30.640 --> 00:09:32.640]  過關的時候
[00:09:32.640 --> 00:09:34.640]  最難做的就是海關
[00:09:34.640 --> 00:09:36.640]  入境時的樣子
[00:09:36.640 --> 00:09:38.640]  跟出境之後的樣子
[00:09:38.640 --> 00:09:40.640]  是不一樣的
[00:09:40.640 --> 00:09:42.640]  護照完全不同的樣子
[00:09:42.640 --> 00:09:44.640]  是不是你來的
[00:09:44.640 --> 00:09:46.640]  全世界最厲害的海關
[00:09:46.640 --> 00:09:48.640]  就是南韓的海關
[00:09:48.640 --> 00:09:50.640]  他夠膽認得這個是你來的
[00:09:50.640 --> 00:09:52.640]  完全不同了
[00:09:52.640 --> 00:09:54.640]  去完那個名洞
[00:09:54.640 --> 00:09:56.640]  有什麼洞
[00:09:56.640 --> 00:09:58.640]  完全不一樣
[00:09:58.640 --> 00:10:00.640]  在那條街你會見到那些女士
[00:10:00.640 --> 00:10:02.640]  真的不怕死
[00:10:02.640 --> 00:10:04.640]  一塊沙布
[00:10:04.640 --> 00:10:06.640]  走來走去
[00:10:06.640 --> 00:10:08.640]  照去買東西
[00:10:08.640 --> 00:10:10.640]  所以女士是不怕死的
[00:10:10.640 --> 00:10:12.640]  最怕老
[00:10:12.640 --> 00:10:14.640]  你想想iphone 6
[00:10:14.640 --> 00:10:16.640]  還有6 plus
[00:10:16.640 --> 00:10:18.640]  未出之前
[00:10:18.640 --> 00:10:20.640]  女士死都不用samsung
[00:10:20.640 --> 00:10:22.640]  一拿samsung出來
[00:10:22.640 --> 00:10:24.640]  不就說我老
[00:10:24.640 --> 00:10:26.640]  這麼大的螢幕
[00:10:26.640 --> 00:10:28.640]  她寧願用部5
[00:10:28.640 --> 00:10:34.640]  夠最大的字
[00:10:34.640 --> 00:10:36.640]  寧願用部5
[00:10:36.640 --> 00:10:38.640]  都不要透露我的年齡
[00:10:38.640 --> 00:10:40.640]  老花
[00:10:40.640 --> 00:10:42.640]  iphone 6 plus一出之後
[00:10:42.640 --> 00:10:44.640]  為什麼天下無敵
[00:10:44.640 --> 00:10:46.640]  所有老花人都買
[00:10:46.640 --> 00:10:48.640]  大家反正都老花
[00:10:48.640 --> 00:10:50.640]  老花是不提的
[00:10:50.640 --> 00:10:52.640]  唯有這個字到今天的醫學名詞
[00:10:52.640 --> 00:10:54.640]  還未改名
[00:10:54.640 --> 00:10:56.640]  很奇怪老人痴呆就改了
[00:10:56.640 --> 00:10:58.640]  老花不改
[00:10:58.640 --> 00:11:00.640]  什麼花好
[00:11:00.640 --> 00:11:02.640]  退又不好
[00:11:02.640 --> 00:11:04.640]  衰又更加不好
[00:11:04.640 --> 00:11:06.640]  暫時還未想到一個好一點的名
[00:11:06.640 --> 00:11:08.640]  你要記住
[00:11:08.640 --> 00:11:10.640]  今天我們最怕老
[00:11:10.640 --> 00:11:12.640]  每一個人老都不同
[00:11:12.640 --> 00:11:14.640]  我去過
[00:11:14.640 --> 00:11:16.640]  廣西遼寧的
[00:11:16.640 --> 00:11:18.640]  一條村
[00:11:18.640 --> 00:11:20.640]  全球最長壽的村
[00:11:20.640 --> 00:11:22.640]  叫巴馬
[00:11:22.640 --> 00:11:24.640]  一個爛笑話
[00:11:24.640 --> 00:11:26.640]  導遊告訴我去到巴馬
[00:11:26.640 --> 00:11:28.640]  我就說奧巴馬
[00:11:28.640 --> 00:11:30.640]  我真是
[00:11:30.640 --> 00:11:32.640]  奧巴馬
[00:11:32.640 --> 00:11:34.640]  我真是叫出來
[00:11:34.640 --> 00:11:36.640]  我老婆說你搞爛笑話
[00:11:36.640 --> 00:11:38.640]  在門口坐著
[00:11:38.640 --> 00:11:40.640]  都95歲
[00:11:40.640 --> 00:11:42.640]  那些女士全部都
[00:11:42.640 --> 00:11:44.640]  90幾歲
[00:11:44.640 --> 00:11:46.640]  還可以拿支針出來穿線
[00:11:46.640 --> 00:11:48.640]  不用戴眼鏡
[00:11:48.640 --> 00:11:50.640]  那才厲害
[00:11:50.640 --> 00:11:52.640]  95歲
[00:11:52.640 --> 00:11:54.640]  下樓梯不用扶
[00:11:54.640 --> 00:11:56.640]  不用扶
[00:11:56.640 --> 00:11:58.640]  我現在下樓梯都要扶
[00:11:58.640 --> 00:12:00.640]  不用扶
[00:12:00.640 --> 00:12:02.640]  95歲
[00:12:02.640 --> 00:12:04.640]  我去找男士拍照
[00:12:04.640 --> 00:12:06.640]  116歲拍完照很開心
[00:12:06.640 --> 00:12:08.640]  我覺得我很年輕
[00:12:08.640 --> 00:12:10.640]  我人生未走到他的一半
[00:12:10.640 --> 00:12:12.640]  你明不明
[00:12:12.640 --> 00:12:14.640]  原來你怕老
[00:12:14.640 --> 00:12:16.640]  去巴馬拍幾張照
[00:12:16.640 --> 00:12:18.640]  你和那些116歲拍了照
[00:12:18.640 --> 00:12:20.640]  你會發覺真的很年輕
[00:12:20.640 --> 00:12:22.640]  聯合國講60歲是青年是對的
[00:12:22.640 --> 00:12:24.640]  我們很怕老
[00:12:24.640 --> 00:12:26.640]  有些女士
[00:12:26.640 --> 00:12:28.640]  80幾歲
[00:12:28.640 --> 00:12:30.640]  但皮膚還是很好
[00:12:30.640 --> 00:12:32.640]  我認識一個中醫不過過身了
[00:12:32.640 --> 00:12:34.640]  皮膚好到不得了
[00:12:34.640 --> 00:12:36.640]  我就問他有什麼秘訣
[00:12:36.640 --> 00:12:38.640]  吃得清淡一點
[00:12:38.640 --> 00:12:40.640]  即是怎樣
[00:12:40.640 --> 00:12:42.640]  吃得清淡一點
[00:12:42.640 --> 00:12:44.640]  簡單一點就行了
[00:12:44.640 --> 00:12:48.640]  認識了半年
[00:12:48.640 --> 00:12:50.640]  去看中醫再問
[00:12:50.640 --> 00:12:52.640]  你皮膚這麼滑有什麼秘訣
[00:12:52.640 --> 00:12:54.640]  吃得清淡一點就行了
[00:12:54.640 --> 00:12:56.640]  肯定死都不告訴我
[00:12:56.640 --> 00:12:58.640]  清淡即是吃什麼
[00:12:58.640 --> 00:13:00.640]  簡單的
[00:13:00.640 --> 00:13:02.640]  過了一年半熟了
[00:13:02.640 --> 00:13:04.640]  我再問他吃什麼
[00:13:04.640 --> 00:13:06.640]  皮膚這麼滑
[00:13:06.640 --> 00:13:08.640]  清淡一點
[00:13:08.640 --> 00:13:10.640]  即是什麼
[00:13:10.640 --> 00:13:12.640]  一日一斤燕窩
[00:13:12.640 --> 00:13:18.640]  清淡很簡單
[00:13:18.640 --> 00:13:20.640]  不要多過一斤
[00:13:20.640 --> 00:13:22.640]  真的不簡單
[00:13:22.640 --> 00:13:24.640]  皮膚這麼滑
[00:13:24.640 --> 00:13:26.640]  但有些女士40幾歲
[00:13:26.640 --> 00:13:28.640]  已經好像
[00:13:28.640 --> 00:13:30.640]  80幾歲
[00:13:30.640 --> 00:13:32.640]  老到
[00:13:32.640 --> 00:13:34.640]  你見到女士千萬不要說老
[00:13:34.640 --> 00:13:36.640]  男士的樣子
[00:13:36.640 --> 00:13:38.640]  已經暴露了
[00:13:38.640 --> 00:13:40.640]  你的說話真偽
[00:13:40.640 --> 00:13:42.640]  你知道發生什麼事
[00:13:42.640 --> 00:13:44.640]  什麼事
[00:13:44.640 --> 00:13:46.640]  是不是漂亮了那麼多
[00:13:46.640 --> 00:13:50.640]  你說謊不懂說
[00:13:50.640 --> 00:13:52.640]  老是完全不一樣
[00:13:52.640 --> 00:13:54.640]  病更加不一樣
[00:13:54.640 --> 00:13:56.640]  你會發覺有些人
[00:13:56.640 --> 00:13:58.640]  一生人都沒怎麼病
[00:13:58.640 --> 00:14:00.640]  一病就死
[00:14:00.640 --> 00:14:02.640]  有些人經常都病死不了
[00:14:02.640 --> 00:14:04.640]  所以醫生跟我說
[00:14:04.640 --> 00:14:06.640]  要麼早死沒病
[00:14:06.640 --> 00:14:08.640]  要麼長壽多病
[00:14:08.640 --> 00:14:10.640]  你自己選
[00:14:10.640 --> 00:14:12.640]  有沒有長壽不病
[00:14:12.640 --> 00:14:14.640]  很難
[00:14:14.640 --> 00:14:16.640]  早死就沒病
[00:14:16.640 --> 00:14:18.640]  早死又何來有病
[00:14:18.640 --> 00:14:22.640]  30歲死了又何來有病
[00:14:22.640 --> 00:14:24.640]  麥兜說故事
[00:14:24.640 --> 00:14:26.640]  一出生就死了
[00:14:26.640 --> 00:14:28.640]  要麼長壽多病
[00:14:28.640 --> 00:14:30.640]  長壽一定病
[00:14:30.640 --> 00:14:32.640]  機器壞
[00:14:32.640 --> 00:14:34.640]  30歲之後
[00:14:34.640 --> 00:14:36.640]  工作人員
[00:14:36.640 --> 00:14:38.640]  最重要身體健康
[00:14:38.640 --> 00:14:40.640]  發財不重要
[00:14:40.640 --> 00:14:42.640]  窮得只剩下錢
[00:14:42.640 --> 00:14:44.640]  那個恐怖
[00:14:44.640 --> 00:14:46.640]  錢是萬能
[00:14:46.640 --> 00:14:48.640]  30歲之後你會發覺不是這回事
[00:14:48.640 --> 00:14:50.640]  有錢都不行
[00:14:50.640 --> 00:14:52.640]  有錢都不行
[00:14:52.640 --> 00:14:54.640]  有些人說
[00:14:54.640 --> 00:14:56.640]  癌病很恐怖
[00:14:56.640 --> 00:14:58.640]  最近聽到癌病
[00:14:58.640 --> 00:15:00.640]  越來越年輕
[00:15:00.640 --> 00:15:02.640]  越來越年輕
[00:15:02.640 --> 00:15:04.640]  很奇怪
[00:15:04.640 --> 00:15:06.640]  我在香港就發覺
[00:15:06.640 --> 00:15:08.640]  癌病年輕化
[00:15:08.640 --> 00:15:10.640]  是不是壓力大
[00:15:10.640 --> 00:15:12.640]  緊張
[00:15:12.640 --> 00:15:14.640]  香港人很陰公
[00:15:14.640 --> 00:15:16.640]  上班到8點都未放工
[00:15:16.640 --> 00:15:18.640]  我去到倫敦
[00:15:18.640 --> 00:15:20.640]  人4點半就預備放工
[00:15:20.640 --> 00:15:22.640]  你去到店鋪想買東西
[00:15:22.640 --> 00:15:24.640]  收了
[00:15:24.640 --> 00:15:26.640]  不是收5點
[00:15:26.640 --> 00:15:28.640]  預備收
[00:15:28.640 --> 00:15:30.640]  5點半才放工
[00:15:30.640 --> 00:15:32.640]  4點半就預備收
[00:15:32.640 --> 00:15:34.640]  我們去到倫敦完全不習慣
[00:15:34.640 --> 00:15:36.640]  我買這東西行不行
[00:15:36.640 --> 00:15:38.640]  有錢都不行
[00:15:38.640 --> 00:15:40.640]  歐洲和倫敦有錢都不行
[00:15:40.640 --> 00:15:42.640]  我給你多些貼士
[00:15:42.640 --> 00:15:44.640]  我不做你的生意
[00:15:44.640 --> 00:15:46.640]  特首去過馬來西亞
[00:15:46.640 --> 00:15:48.640]  新加坡人不做你的生意
[00:15:48.640 --> 00:15:50.640]  你有錢大債
[00:15:50.640 --> 00:15:52.640]  我們香港人以為有錢大債
[00:15:52.640 --> 00:15:54.640]  這個世界很多人
[00:15:54.640 --> 00:15:56.640]  你有錢就大債
[00:15:56.640 --> 00:15:58.640]  歐洲很恐怖
[00:15:58.640 --> 00:16:00.640]  很快放工
