
[00:00:00.000 --> 00:00:10.000]  我愛你愛你愛你愛你愛你愛你愛你愛你愛你愛你愛你愛你
[00:08:47.000 --> 00:08:51.000]  然後預備迎接一個充滿喜樂和希望
[00:08:51.000 --> 00:08:54.000]  或者盼望的復活節
[00:08:54.000 --> 00:08:56.000]  我相信在這樣的一個時間
[00:08:56.000 --> 00:08:59.000]  我們重新去想想耶穌
[00:08:59.000 --> 00:09:01.000]  去認識一下耶穌
[00:09:01.000 --> 00:09:04.000]  我相信是很好的
[00:09:04.000 --> 00:09:07.000]  每年起碼我們有一次機會這樣做
[00:09:07.000 --> 00:09:11.000]  小路保羅因為他自己的經歷
[00:09:11.000 --> 00:09:13.000]  他之前迫伐神
[00:09:13.000 --> 00:09:14.000]  迫伐基督徒
[00:09:14.000 --> 00:09:16.000]  到他後來一個很特殊的經歷裡去信耶穌
[00:09:16.000 --> 00:09:19.000]  所以他們這位主有很深刻的認識
[00:09:19.000 --> 00:09:22.000]  於是他覺得每一個相信耶穌基督的人
[00:09:22.000 --> 00:09:25.000]  每一個以主作為他們的主
[00:09:25.000 --> 00:09:27.000]  而他願意做門徒的人
[00:09:27.000 --> 00:09:29.000]  都應該來學習耶穌基督
[00:09:29.000 --> 00:09:33.000]  以耶穌基督作為他們至宗學校的榜樣
[00:09:33.000 --> 00:09:36.000]  其實今天我們在這個世界裡生活
[00:09:36.000 --> 00:09:39.000]  我們有很多的人是我們去推崇的
[00:09:39.000 --> 00:09:44.000]  很多人我們覺得是我們想學校的
[00:09:44.000 --> 00:09:46.000]  我想在我們的生命裡
[00:09:46.000 --> 00:09:47.000]  如果你做生意有些很成功的
[00:09:47.000 --> 00:09:49.000]  你覺得你很想學一下他怎樣做
[00:09:49.000 --> 00:09:51.000]  或者在這個行業裡你覺得他做得很成功的
[00:09:51.000 --> 00:09:54.000]  你都希望能夠成為他這樣的樣式
[00:09:54.000 --> 00:09:56.000]  屬靈裡一樣
[00:09:56.000 --> 00:09:58.000]  我們在基督教的書裡面有很多傳記
[00:09:58.000 --> 00:10:00.000]  是我們會去看
[00:10:00.000 --> 00:10:02.000]  我們看的時候很感動
[00:10:02.000 --> 00:10:05.000]  最近有三個人的名字
[00:10:05.000 --> 00:10:08.000]  常常在我的當中出現
[00:10:08.000 --> 00:10:09.000]  有很多原因
[00:10:09.000 --> 00:10:11.000]  一個是戴德生
[00:10:11.000 --> 00:10:12.000]  戴德生很有趣
[00:10:12.000 --> 00:10:14.000]  很少人像他這樣
[00:10:14.000 --> 00:10:16.000]  到了第五代還有牧師出現
[00:10:16.000 --> 00:10:18.000]  他的兒子、他的孫子、他的元孫
[00:10:18.000 --> 00:10:20.000]  到了第五代還是一樣
[00:10:20.000 --> 00:10:24.000]  於是我們在想他屬靈的傳承
[00:10:24.000 --> 00:10:27.000]  生命的影響是很強烈的
[00:10:27.000 --> 00:10:29.000]  我想他沒有寫遺囑
[00:10:29.000 --> 00:10:32.000]  他的兒子應該做牧師
[00:10:32.000 --> 00:10:34.000]  他的生命就是這樣
[00:10:34.000 --> 00:10:37.000]  另外一個叫潘霍華
[00:10:37.000 --> 00:10:39.000]  這幾年我們聽得比較多
[00:10:39.000 --> 00:10:41.000]  究竟他是一個怎樣的人
[00:10:41.000 --> 00:10:43.000]  於是我們又想
[00:10:43.000 --> 00:10:45.000]  另外一個是德蘭修女
[00:10:45.000 --> 00:10:47.000]  因為她在印度做過工作
[00:10:47.000 --> 00:10:49.000]  觸動了很多人的心
[00:10:49.000 --> 00:10:52.000]  我相信這三個人物在他們的生命裡
[00:10:52.000 --> 00:10:55.000]  真的有很多東西值得我們學校跟從
[00:10:55.000 --> 00:10:57.000]  不過如果我們的信心
[00:10:57.000 --> 00:10:59.000]  是放在這三個人的身上
[00:10:59.000 --> 00:11:02.000]  或者我們的信心放在任何一個人的身上
[00:11:02.000 --> 00:11:06.000]  如果這個人在他生命中出了問題
[00:11:06.000 --> 00:11:07.000]  或者我們發覺
[00:11:07.000 --> 00:11:08.000]  在他生命中有軟弱的時候
[00:11:08.000 --> 00:11:10.000]  我們的信心就隨之跌下來
[00:11:10.000 --> 00:11:14.000]  所以我相信在我們的信仰當中
[00:11:14.000 --> 00:11:16.000]  無論我們對任何一個人
[00:11:16.000 --> 00:11:17.000]  我們覺得很尊崇他
[00:11:17.000 --> 00:11:18.000]  他很偉大也好
[00:11:18.000 --> 00:11:21.000]  我們的信心都應該從他們的身上
[00:11:21.000 --> 00:11:24.000]  轉移到耶穌基督的身上
[00:11:26.000 --> 00:11:29.000]  所以保羅在《菲律賓書》第二章第五節
[00:11:29.000 --> 00:11:33.000]  他說我們要以基督耶穌的心為心
[00:11:33.000 --> 00:11:35.000]  他說作主的門徒
[00:11:35.000 --> 00:11:38.000]  我們在我們的心思意念上
[00:11:38.000 --> 00:11:40.000]  要以耶穌基督的心思意念
[00:11:40.000 --> 00:11:42.000]  作為我們的榜樣
[00:11:42.000 --> 00:11:45.000]  中國的古人真的很有智慧
[00:11:45.000 --> 00:11:48.000]  他說我們的心在想什麼
[00:11:48.000 --> 00:11:50.000]  我們做出來就是什麼
[00:11:50.000 --> 00:11:53.000]  有知於內而仍知於外
[00:11:55.000 --> 00:11:56.000]  然後保羅就說
[00:11:56.000 --> 00:11:58.000]  他在《菲律賓書》第二章第六節說
[00:11:58.000 --> 00:12:00.000]  他本有神的形象
[00:12:00.000 --> 00:12:03.000]  不以自己與神同等為強奪的
[00:12:03.000 --> 00:12:05.000]  在聖經中保羅告訴我們
[00:12:05.000 --> 00:12:07.000]  他說這位耶穌基督原本是神
[00:12:07.000 --> 00:12:09.000]  不過當他來到地上
[00:12:09.000 --> 00:12:11.000]  選擇成為一個人的時候
[00:12:11.000 --> 00:12:14.000]  他將那些神的屬性
[00:12:14.000 --> 00:12:16.000]  暫時的放下了
[00:12:16.000 --> 00:12:18.000]  今天我選了他其中三個
[00:12:18.000 --> 00:12:19.000]  就是我們很容易就知道
[00:12:19.000 --> 00:12:23.000]  神是全知、全在、全能
[00:12:24.000 --> 00:12:26.000]  但是我們看到當耶穌基督
[00:12:26.000 --> 00:12:27.000]  道成肉身之後
[00:12:27.000 --> 00:12:29.000]  他願意將這一切放下
[00:12:29.000 --> 00:12:30.000]  因為在他心目當中
[00:12:30.000 --> 00:12:32.000]  只有一件最重要的事情
[00:12:32.000 --> 00:12:33.000]  就是他來到地上
[00:12:33.000 --> 00:12:35.000]  就是要成就神的計劃
[00:12:35.000 --> 00:12:37.000]  但是有時候我們會有一個疑問
[00:12:37.000 --> 00:12:39.000]  耶穌基督放下這一切
[00:12:39.000 --> 00:12:40.000]  有什麼特別呢?
[00:12:40.000 --> 00:12:44.000]  說到神的全知的時候
[00:12:44.000 --> 00:12:46.000]  宣道會有一位牧師叫陶柱博士
[00:12:46.000 --> 00:12:47.000]  可能有些人看過他的書
[00:12:47.000 --> 00:12:48.000]  他寫了很多書
[00:12:48.000 --> 00:12:52.000]  他寫了一段頗長的說話
[00:12:52.000 --> 00:12:53.000]  我嘗試讀給大家聽
[00:12:53.000 --> 00:12:56.000]  給大家一點耐性聽聽
[00:12:56.000 --> 00:12:59.000]  「神立時及毫不費力地知道
[00:12:59.000 --> 00:13:01.000]  所有的事及每一件事
[00:13:01.000 --> 00:13:03.000]  所有的思想及每一個思想
[00:13:03.000 --> 00:13:06.000]  所有的心靈及每一個心靈
[00:13:06.000 --> 00:13:08.000]  所有的生物及每一個生物
[00:13:08.000 --> 00:13:11.000]  所有的受造物及每一個受造物
[00:13:11.000 --> 00:13:13.000]  所有多元體及每一個多元體
[00:13:13.000 --> 00:13:15.000]  所有律法及每一條律法
[00:13:15.000 --> 00:13:17.000]  所有關係、所有原因
[00:13:17.000 --> 00:13:19.000]  所有意念、所有奧妙、所有謎語
[00:13:19.000 --> 00:13:21.000]  所有感受、所有慾望
[00:13:21.000 --> 00:13:23.000]  每個不可告人的秘密
[00:13:23.000 --> 00:13:24.000]  所有王權及領土
[00:13:24.000 --> 00:13:28.000]  所有性格以及所有的天上地下運行當中
[00:13:28.000 --> 00:13:32.000]  空間、時間、生命、死亡、美善、邪惡
[00:13:32.000 --> 00:13:35.000]  天堂與地獄中能見與不能見的事
[00:13:35.000 --> 00:13:37.000]  祂都知」
[00:13:37.000 --> 00:13:41.000]  你看,真是很長
[00:13:41.000 --> 00:13:43.000]  我用廣東話一次說完
[00:13:43.000 --> 00:13:44.000]  「全部」
[00:13:44.000 --> 00:13:48.000]  我真的很喜歡廣東話
[00:13:48.000 --> 00:13:51.000]  「全部」
[00:13:51.000 --> 00:13:53.000]  所有的事情神都知道
[00:13:53.000 --> 00:13:55.000]  但是當耶穌基督到誠育身之後
[00:13:55.000 --> 00:13:56.000]  祂願意受到克制
[00:13:56.000 --> 00:13:58.000]  有所不知
[00:13:58.000 --> 00:13:59.000]  是不是很難?
[00:13:59.000 --> 00:14:01.000]  祂原本不用受到克制
[00:14:01.000 --> 00:14:04.000]  所以當耶穌基督說到末世要來的時候
[00:14:04.000 --> 00:14:06.000]  有人問祂:耶穌祢知不知道?
[00:14:06.000 --> 00:14:08.000]  祂說:那日子那時神沒有人知道
[00:14:08.000 --> 00:14:10.000]  連天上的使者也不知道
[00:14:10.000 --> 00:14:12.000]  子也不知道
[00:14:12.000 --> 00:14:14.000]  唯獨父知道
[00:14:14.000 --> 00:14:15.000]  作為神祂可不可以知道?
[00:14:15.000 --> 00:14:16.000]  祂可以知道
[00:14:16.000 --> 00:14:18.000]  祂說:耶穌基督說:作為人
[00:14:18.000 --> 00:14:20.000]  我願意被限制
[00:14:20.000 --> 00:14:23.000]  對於永恆的最後日子是怎樣?
[00:14:23.000 --> 00:14:24.000]  祂說:這個交回給神
[00:14:24.000 --> 00:14:25.000]  因為我已經選擇了
[00:14:25.000 --> 00:14:26.000]  作為人
[00:14:26.000 --> 00:14:29.000]  我願意完完全全接受人的限制
[00:14:29.000 --> 00:14:30.000]  來到這個地球上
[00:14:30.000 --> 00:14:34.000]  今天如果神跟你說
[00:14:34.000 --> 00:14:35.000]  放下你的專業
[00:14:35.000 --> 00:14:36.000]  無論是什麼專業都好
[00:14:36.000 --> 00:14:38.000]  去一個落後的地方
[00:14:38.000 --> 00:14:41.000]  用當地人的生活方式去幫助他們
[00:14:41.000 --> 00:14:44.000]  你仍然擁有你一切專業的知識
[00:14:44.000 --> 00:14:50.000]  我住在一條不算很漂亮的村屋
[00:14:50.000 --> 00:14:52.000]  這幾天剛好看到一個人
[00:14:52.000 --> 00:14:53.000]  他的牆倒塌了
[00:14:53.000 --> 00:14:54.000]  他要重建
[00:14:54.000 --> 00:14:56.000]  我看到他自己重建
[00:14:56.000 --> 00:14:57.000]  很容易重建
[00:14:57.000 --> 00:14:59.000]  買一些紅磚回來
[00:14:59.000 --> 00:15:01.000]  他拿一把尺出來量度
[00:15:01.000 --> 00:15:02.000]  平了
[00:15:02.000 --> 00:15:03.000]  三塊磚
[00:15:03.000 --> 00:15:04.000]  上一些石屎踏上去
[00:15:04.000 --> 00:15:05.000]  又量度
[00:15:05.000 --> 00:15:06.000]  又一塊
[00:15:06.000 --> 00:15:07.000]  又一塊石屎踏上去
[00:15:07.000 --> 00:15:08.000]  踏好之後
[00:15:08.000 --> 00:15:09.000]  他又拿一些石屎
[00:15:09.000 --> 00:15:10.000]  抹好之後
[00:15:10.000 --> 00:15:11.000]  然後塗些油
[00:15:13.000 --> 00:15:14.000]  我們當中
[00:15:14.000 --> 00:15:16.000]  我知道有些弟兄好像幾年前做過
[00:15:16.000 --> 00:15:17.000]  回內地幫忙蓋房子
[00:15:17.000 --> 00:15:19.000]  他說不是啊
[00:15:19.000 --> 00:15:21.000]  我是建築師
[00:15:21.000 --> 00:15:22.000]  讓我先計算一下
[00:15:22.000 --> 00:15:23.000]  計算什麼呢?
[00:15:23.000 --> 00:15:24.000]  搬些磚來吧
[00:15:24.000 --> 00:15:26.000]  砌上去就是了
[00:15:26.000 --> 00:15:28.000]  其實這裡有一點意思
[00:15:28.000 --> 00:15:29.000]  這位耶穌
[00:15:29.000 --> 00:15:32.000]  他仍然是擁有宇宙一切的知識
[00:15:32.000 --> 00:15:33.000]  的一個人
[00:15:33.000 --> 00:15:34.000]  一個神
[00:15:34.000 --> 00:15:35.000]  但是他來到的時候
[00:15:35.000 --> 00:15:36.000]  他願意被局限
[00:15:36.000 --> 00:15:37.000]  放下一切
[00:15:37.000 --> 00:15:40.000]  按著人能夠了解的來過他的生活
[00:15:41.000 --> 00:15:43.000]  然後詩篇139篇7到12節
[00:15:43.000 --> 00:15:45.000]  這樣論到神的無所不在
[00:15:45.000 --> 00:15:48.000]  詩人說:我往哪裡去躲避你的靈?
[00:15:48.000 --> 00:15:50.000]  我往哪裡去躲避你的面?
[00:15:50.000 --> 00:15:52.000]  我若升上天上,你在哪裡?
[00:15:52.000 --> 00:15:55.000]  我若在陰間下塔,你也在哪裡?
[00:15:55.000 --> 00:15:58.000]  我若開展清晨的翅膀,飛到地極居住
[00:15:58.000 --> 00:16:00.000]  就是在哪裡你的手必引導我
[00:16:00.000 --> 00:16:02.000]  你的右手也必扶持我
[00:16:02.000 --> 00:16:04.000]  我若雪黑暗必定遮蔽我
[00:16:04.000 --> 00:16:06.000]  我周圍的亮光必成為黑夜
[00:16:06.000 --> 00:16:08.000]  黑暗也不能遮蔽我,使你不見
[00:16:08.000 --> 00:16:10.000]  黑夜卻如白晝發亮
[00:16:10.000 --> 00:16:13.000]  黑暗和光明在你看都是一樣
[00:16:13.000 --> 00:16:17.000]  詩人說:我去到哪裡,神也在哪裡
[00:16:17.000 --> 00:16:19.000]  但會不會有時候在我們信仰裡面
[00:16:19.000 --> 00:16:21.000]  我們以為我們可以躲起來?
[00:16:21.000 --> 00:16:23.000]  我養了兩隻貓
[00:16:23.000 --> 00:16:24.000]  有時候我看到那兩隻貓
[00:16:24.000 --> 00:16:26.000]  我就明白神在說什麼
[00:16:26.000 --> 00:16:28.000]  年初一,我們村有舞獅
[00:16:28.000 --> 00:16:29.000]  那些貓很害怕
[00:16:29.000 --> 00:16:30.000]  於是一聽到的時候
[00:16:30.000 --> 00:16:31.000]  牠們就會在梳化底
[00:16:31.000 --> 00:16:33.000]  最快的速度
[00:16:33.000 --> 00:16:35.000]  將頭伸進去
[00:16:35.000 --> 00:16:36.000]  牠以為牠躲起來了
[00:16:36.000 --> 00:16:37.000]  不過牠的整個身體在外面
[00:16:37.000 --> 00:16:38.000]  我看見牠
[00:16:38.000 --> 00:16:39.000]  我可以去召喚牠
[00:16:39.000 --> 00:16:40.000]  說不要嚇壞牠
[00:16:40.000 --> 00:16:41.000]  如果嚇壞牠
[00:16:41.000 --> 00:16:42.000]  牠自己就不會躲起來
[00:16:42.000 --> 00:16:43.000]  其實詩人說
[00:16:43.000 --> 00:16:45.000]  我們以為我們可以躲起來
[00:16:45.000 --> 00:16:46.000]  我們以為我們可以
[00:16:46.000 --> 00:16:48.000]  做一些事情神不知道
[00:16:48.000 --> 00:16:50.000]  他說:你到哪裡神都知道
[00:16:50.000 --> 00:16:51.000]  但是耶穌基督
[00:16:51.000 --> 00:16:52.000]  祂度成肉身之後
[00:16:52.000 --> 00:16:53.000]  我們很明白
[00:16:53.000 --> 00:16:54.000]  祂在加里尼的時候
[00:16:54.000 --> 00:16:55.000]  祂不會在耶路撒冷
[00:16:55.000 --> 00:16:58.000]  祂在猶大的時候
[00:16:58.000 --> 00:16:59.000]  祂不會在伯大利
[00:16:59.000 --> 00:17:01.000]  所以當祂面對拉薩路的死亡
[00:17:01.000 --> 00:17:02.000]  祂要去的時候
[00:17:02.000 --> 00:17:03.000]  祂只有一個選擇
[00:17:03.000 --> 00:17:04.000]  如果同時間有人告訴你
[00:17:04.000 --> 00:17:06.000]  耶穌你所愛的另外一個人
[00:17:06.000 --> 00:17:07.000]  在另外一個地方死了
[00:17:08.000 --> 00:17:10.000]  這就是祂的受限
[00:17:10.000 --> 00:17:12.000]  祂不可以同時間去兩個地方
[00:17:12.000 --> 00:17:15.000]  這是祂的限制
[00:17:15.000 --> 00:17:17.000]  在這個限制之下
[00:17:17.000 --> 00:17:18.000]  有時候我會想
[00:17:18.000 --> 00:17:19.000]  耶穌的心可能很痛
[00:17:19.000 --> 00:17:21.000]  因為祂要做一個抉擇
[00:17:21.000 --> 00:17:23.000]  祂可能有一點遺憾
[00:17:23.000 --> 00:17:24.000]  神沒有遺憾
[00:17:24.000 --> 00:17:25.000]  神性沒有遺憾
[00:17:25.000 --> 00:17:27.000]  人性的耶穌是有遺憾的
[00:17:27.000 --> 00:17:28.000]  如果你問我
[00:17:28.000 --> 00:17:30.000]  祂可能有一點感覺
[00:17:30.000 --> 00:17:37.000]  然後耶穌是不是全能呢?
[00:17:37.000 --> 00:17:41.000]  我們看聖經裡面有幾句這樣的說話
[00:17:41.000 --> 00:18:00.000]  我們知道神告訴我們
[00:18:00.000 --> 00:18:01.000]  祂不需要睡覺
[00:18:01.000 --> 00:18:04.000]  我們會閉上眼睛睡
[00:18:04.000 --> 00:18:05.000]  慢慢年紀大一點
[00:18:05.000 --> 00:18:07.000]  我發覺坐著的時候
[00:18:07.000 --> 00:18:12.000]  眼睛開始不自覺地向下垂
[00:18:12.000 --> 00:18:13.000]  我們閉上眼睛睡
[00:18:13.000 --> 00:18:14.000]  但是耶穌不會
[00:18:14.000 --> 00:18:15.000]  但是來到這個時間
[00:18:15.000 --> 00:18:17.000]  我們明白耶穌作為人
[00:18:17.000 --> 00:18:18.000]  祂要睡覺
