
[00:00:00.000 --> 00:00:04.600]  首先在這裡很感謝浸聯會的邀請
[00:02:42.000 --> 00:02:47.400]  我們是可以指香港的重浸信教會
[00:02:47.400 --> 00:02:55.000]  亦是可以指香港浸信會聯會以下的會員堂的堂會
[00:02:55.000 --> 00:02:59.200]  亦可以指香港浸信會聯會
[00:02:59.200 --> 00:03:03.000]  當然在我們當中也有些弟兄姊妹們
[00:03:03.000 --> 00:03:05.200]  他們是非浸信會的
[00:03:05.200 --> 00:03:07.800]  他們都可以在浸信會的故事
[00:03:07.800 --> 00:03:10.000]  和在聖經的閱讀當中
[00:03:10.000 --> 00:03:15.000]  他們找到我們重要的意思
[00:03:15.000 --> 00:03:16.800]  第二個解釋就是
[00:03:16.800 --> 00:03:25.000]  為什麼說我們是仍要跟隨基督呢
[00:03:25.000 --> 00:03:29.200]  因為在今天的世代當中
[00:03:29.200 --> 00:03:34.000]  跟隨耶穌基督是不容易的
[00:03:34.000 --> 00:03:37.400]  有些人相信了耶穌但是信得不深
[00:03:37.400 --> 00:03:41.200]  好像種子丟在路旁
[00:03:41.200 --> 00:03:43.800]  丟在錢桶裏面
[00:03:43.800 --> 00:03:45.600]  被人踐踏
[00:03:45.600 --> 00:03:47.600]  被鳥擔走
[00:03:47.600 --> 00:03:50.600]  被太陽曬死
[00:03:50.600 --> 00:03:53.600]  有些是不能夠再跟隨耶穌基督
[00:03:53.600 --> 00:03:56.400]  因為在成長的路當中
[00:03:56.400 --> 00:03:59.800]  是有很多的荊棘疾例
[00:03:59.800 --> 00:04:03.200]  另一方面又容許很多的煩惱
[00:04:03.200 --> 00:04:06.600]  財富、名利、權勢
[00:04:06.600 --> 00:04:09.400]  阻礙我們生命的成長
[00:04:09.400 --> 00:04:13.600]  所以有些人是因為物質的吸引和私貪
[00:04:13.600 --> 00:04:17.400]  他們希望是敬拜耶和華
[00:04:17.400 --> 00:04:19.800]  跟隨耶穌基督
[00:04:19.800 --> 00:04:24.600]  但另一方面他們都會喜愛敬拜罵門
[00:04:24.600 --> 00:04:29.800]  所以他們都不會跟隨耶穌基督
[00:04:29.800 --> 00:04:31.800]  所以因為種種的原因
[00:04:31.800 --> 00:04:34.600]  跟隨耶穌基督是不容易的
[00:04:34.600 --> 00:04:38.200]  所以在今晚我們所講的題目
[00:04:38.200 --> 00:04:42.400]  「我們仍然跟隨耶穌基督」
[00:04:42.400 --> 00:04:44.800]  想表明一個事實
[00:04:44.800 --> 00:04:47.200]  亦是表明一個志願
[00:04:47.200 --> 00:04:51.800]  事實就是「真信教會」在過往的四百年來
[00:04:51.800 --> 00:04:54.800]  有些弟兄姊妹們仍然是很忠心的
[00:04:54.800 --> 00:04:56.800]  他們跟隨耶穌基督
[00:04:56.800 --> 00:04:59.400]  祂在我們周圍
[00:04:59.400 --> 00:05:02.400]  這個另外都是一個志願
[00:05:02.400 --> 00:05:05.400]  因為意思是我們真是軟弱的
[00:05:05.400 --> 00:05:07.400]  我們要靠著主的恩惠
[00:05:07.400 --> 00:05:13.000]  我們要繼續跟隨耶穌基督
[00:05:13.000 --> 00:05:15.800]  另一方面在今晚的分題
[00:05:15.800 --> 00:05:18.800]  我們說「我們仍然愛耶穌」
[00:05:18.800 --> 00:05:22.000]  又說到「唯獨基督」
[00:05:22.000 --> 00:05:25.400]  為什麼說到「唯獨基督」呢?
[00:05:25.400 --> 00:05:29.000]  因為我們是沒有族長
[00:05:29.000 --> 00:05:31.800]  我們沒有浸信會的族長
[00:05:31.800 --> 00:05:37.000]  我們是沒有馬丁路德成為我們標誌的人物
[00:05:37.000 --> 00:05:39.600]  只要他一些神學的呼聲
[00:05:39.600 --> 00:05:42.800]  我們就會跟著他走
[00:05:42.800 --> 00:05:45.200]  我們亦沒有加爾文
[00:05:45.200 --> 00:05:48.800]  可以發展龐大的神學系統
[00:05:48.800 --> 00:05:52.200]  藉此去量度我們的神學
[00:05:52.200 --> 00:05:55.800]  所以其實在「真信教會」我們發覺
[00:05:55.800 --> 00:05:58.000]  是沒有一個標準
[00:05:58.000 --> 00:06:01.800]  是可以讓我們能夠很好
[00:06:01.800 --> 00:06:04.000]  很統一的去運作
[00:06:04.000 --> 00:06:06.600]  但是在這樣的情況底下
[00:06:06.600 --> 00:06:08.200]  我們卻在歷史當中
[00:06:08.200 --> 00:06:10.400]  是有一班「中信」的
[00:06:10.400 --> 00:06:13.000]  「浸信會」的人士
[00:06:13.000 --> 00:06:17.800]  他們都相信一位唯一的領袖
[00:06:17.800 --> 00:06:21.400]  這位領袖是牧羊群羊
[00:06:21.400 --> 00:06:24.800]  這位領袖是耶穌基督
[00:06:24.800 --> 00:06:29.000]  所以我們會說唯獨基督
[00:06:29.000 --> 00:06:32.600]  讓我們同心同意
[00:06:32.600 --> 00:06:33.200]  親愛的主人
[00:06:33.200 --> 00:06:36.200]  求祢幫助我們眾弟兄姊妹們
[00:06:36.200 --> 00:06:38.000]  讓我們的心思匯聚
[00:06:38.000 --> 00:06:39.600]  在今天晚上
[00:06:39.600 --> 00:06:44.600]  我們一同去思想「真信教會」的故事
[00:06:44.600 --> 00:06:47.800]  能夠領受祢在聖經當中
[00:06:47.800 --> 00:06:51.000]  向我們所發出的啟示
[00:06:51.000 --> 00:06:52.200]  主人求祢幫助我們
[00:06:52.200 --> 00:06:54.200]  在今天晚上
[00:06:54.200 --> 00:06:57.800]  我們有不同的期盼來到當中
[00:06:57.800 --> 00:07:00.200]  無論我們有什麼期盼
[00:07:00.200 --> 00:07:03.200]  我們懇求祢的聖靈
[00:07:03.200 --> 00:07:05.200]  澆灌我們
[00:07:05.200 --> 00:07:07.400]  充滿我們
[00:07:07.400 --> 00:07:11.000]  讓我們一同去經歷祢
[00:07:11.000 --> 00:07:13.600]  一同我們在祢面前
[00:07:13.600 --> 00:07:15.600]  我們去呼求我們說
[00:07:15.600 --> 00:07:17.400]  主啊
[00:07:17.400 --> 00:07:19.000]  我們會跟隨祢
[00:07:19.000 --> 00:07:21.600]  我們仍然會跟隨祢
[00:07:21.600 --> 00:07:22.800]  主啊求祢幫助我們
[00:07:22.800 --> 00:07:26.000]  今天晚上我們有好的耳朵
[00:07:26.000 --> 00:07:27.800]  我們有好的精神
[00:07:27.800 --> 00:07:30.200]  我們一同去聆聽
[00:07:30.200 --> 00:07:32.200]  一同去思考
[00:07:32.200 --> 00:07:33.400]  我們這樣的祈禱
[00:07:33.400 --> 00:07:35.800]  是奉主耶穌基督的名字
[00:07:35.800 --> 00:07:40.400]  是不是?
[00:07:40.400 --> 00:07:44.000]  「真信教會」是在十七世紀
[00:07:44.000 --> 00:07:46.400]  冒起的
[00:07:46.400 --> 00:07:49.000]  「真信會」開始的時候
[00:07:49.000 --> 00:07:53.800]  是一個追求信仰自由的運動
[00:07:53.800 --> 00:07:56.800]  我強調是一個運動
[00:07:56.800 --> 00:07:58.800]  在過往的四百年
[00:07:58.800 --> 00:08:02.800]  「真信教會」成為了一個國際的宗派
[00:08:02.800 --> 00:08:04.000]  有些人認為
[00:08:04.000 --> 00:08:06.600]  「真信教會」是在十六世紀的
[00:08:06.600 --> 00:08:08.400]  歐陸的
[00:08:08.400 --> 00:08:12.000]  從政派的一個運動
[00:08:12.000 --> 00:08:14.800]  有些人認為「真信教會」的運動
[00:08:14.800 --> 00:08:18.800]  是在英國發生的宗教改革的運動
[00:08:18.800 --> 00:08:22.800]  尤其是清教徒主義
[00:08:22.800 --> 00:08:25.800]  分離主義
[00:08:25.800 --> 00:08:27.600]  在一些主要理論當中
[00:08:27.600 --> 00:08:29.800]  最後者的解釋
[00:08:29.800 --> 00:08:34.800]  是大多數的學者所接受的
[00:08:34.800 --> 00:08:36.600]  不少的學者都認為
[00:08:36.600 --> 00:08:38.400]  「真信教會」是出自於
[00:08:38.400 --> 00:08:41.200]  英國的宗教改革運動
[00:08:41.200 --> 00:08:44.400]  是從英國的宗教改革運動
[00:08:44.400 --> 00:08:48.200]  吸收了很多的養分
[00:08:48.200 --> 00:08:51.200]  十六世紀的宗教改革運動
[00:08:51.200 --> 00:08:54.200]  是一種信仰的更新
[00:08:54.200 --> 00:09:00.200]  標誌著一種基本的調向
[00:09:00.200 --> 00:09:03.200]  馬丁路德的「恩信」「清義」
[00:09:03.200 --> 00:09:06.600]  產生了新的「迎信」「confessions」
[00:09:06.600 --> 00:09:08.200]  新的「解經」
[00:09:08.200 --> 00:09:09.800]  新的「禮儀」
[00:09:09.800 --> 00:09:11.200]  新的「詩歌」
[00:09:11.200 --> 00:09:13.600]  和「教會秩序」
[00:09:13.600 --> 00:09:15.800]  但是宗教改革運動的衝擊
[00:09:15.800 --> 00:09:18.200]  好像一個地震一樣
[00:09:18.200 --> 00:09:19.600]  它發動一些餘波
[00:09:19.600 --> 00:09:22.200]  那些餘波是繼續持續下去
[00:09:22.200 --> 00:09:24.400]  去到第二代
[00:09:24.400 --> 00:09:25.400]  在英國
[00:09:25.400 --> 00:09:29.200]  在伊麗莎白女皇的年代
[00:09:29.200 --> 00:09:30.200]  一些人
[00:09:30.200 --> 00:09:32.200]  他們叫做「清教徒」
[00:09:32.200 --> 00:09:35.800]  他們說英國的教會
[00:09:35.800 --> 00:09:37.800]  即是現在的聖公會
[00:09:37.800 --> 00:09:41.000]  是需要徹底的改革
[00:09:41.000 --> 00:09:43.000]  這些人是很不喜歡
[00:09:43.000 --> 00:09:46.800]  那些建制教會的禱告書
[00:09:46.800 --> 00:09:49.800]  覺得是非常的呆板
[00:09:49.800 --> 00:09:52.000]  又不喜歡那些教務人員
[00:09:52.000 --> 00:09:54.400]  穿那些制服
[00:09:54.400 --> 00:09:55.400]  覺得應該
[00:09:55.400 --> 00:09:57.000]  士工是要活潑
[00:09:57.000 --> 00:09:58.200]  要愉快的
[00:09:58.200 --> 00:09:59.200]  要好的
[00:09:59.200 --> 00:10:01.600]  是要敬虔的
[00:10:01.600 --> 00:10:03.000]  有些「清教徒」覺得
[00:10:03.000 --> 00:10:05.800]  這個教會改革的速度太緩慢
[00:10:05.800 --> 00:10:10.600]  所以成為了分離主義者
[00:10:10.600 --> 00:10:12.800]  在第十七世紀
[00:10:12.800 --> 00:10:15.400]  英國的浸信會
[00:10:15.400 --> 00:10:18.200]  就是出自於這樣的土壤
[00:10:18.200 --> 00:10:20.800]  是這樣的環境
[00:10:20.800 --> 00:10:21.600]  在那個時候
[00:10:21.600 --> 00:10:23.000]  英國的浸信會
[00:10:23.000 --> 00:10:28.400]  是有兩種的教會形態
[00:10:28.400 --> 00:10:31.800]  一種叫做普遍浸信會
[00:10:31.800 --> 00:10:33.800]  在1612年
[00:10:33.800 --> 00:10:38.000]  在倫敦的地方的近駐開始
[00:10:38.000 --> 00:10:41.400]  另一種就叫做特別浸信會
[00:10:41.400 --> 00:10:43.600]  在1630年
[00:10:43.600 --> 00:10:47.400]  在倫敦的地下堂會開始
[00:10:47.400 --> 00:10:50.800]  普遍的浸信會人士強調
[00:10:50.800 --> 00:10:54.200]  救贖的普世性
[00:10:54.200 --> 00:10:57.000]  這個是和荷蘭的神學家
[00:10:57.000 --> 00:11:00.600]  亞米柳斯的神學是相關的
[00:11:00.600 --> 00:11:02.600]  認為耶穌基督
[00:11:02.600 --> 00:11:06.600]  是為所有的人去死去
[00:11:06.600 --> 00:11:09.600]  但另一邊就是特別浸信會
[00:11:09.600 --> 00:11:14.600]  是加以民主義者
[00:11:14.600 --> 00:11:16.800]  他們相信預定
[00:11:16.800 --> 00:11:19.000]  相信揀選
[00:11:19.000 --> 00:11:21.600]  不是所有的人
[00:11:21.600 --> 00:11:24.600]  都是可以得救
[00:11:24.600 --> 00:11:30.400]  耶穌基督不是為所有人去死
[00:11:30.400 --> 00:11:32.000]  在1689年
[00:11:32.000 --> 00:11:35.600]  英國的特別浸信會出版了
[00:11:35.600 --> 00:11:39.200]  是非常有影響力的刑訊
[00:11:39.200 --> 00:11:42.800]  就叫做The Second London Confession
[00:11:42.800 --> 00:11:45.800]  第二倫敦刑訊
[00:11:45.800 --> 00:11:50.600]  它是一個關於浸信教會的刑訊的中覽
[00:11:50.600 --> 00:11:53.600]  是用了很多16世紀的宗教改革
[00:11:53.600 --> 00:11:57.200]  運動當中的一些神學的主題
[00:11:57.200 --> 00:11:59.600]  後來這個第二倫敦刑訊
[00:11:59.600 --> 00:12:01.000]  是被調改
[00:12:01.000 --> 00:12:04.400]  被美國的費城
[00:12:04.400 --> 00:12:08.600]  Philadelphia的浸聯會去採用
[00:12:08.600 --> 00:12:13.000]  很快就成為了美國的浸信會人士
[00:12:13.000 --> 00:12:16.600]  那種標準的刑訊
[00:12:16.600 --> 00:12:19.400]  這些刑訊
[00:12:19.400 --> 00:12:22.200]  都是標誌著浸信會
[00:12:22.200 --> 00:12:25.400]  是和宗教改革運動
[00:12:25.400 --> 00:12:27.600]  是有一些共同的主題
[00:12:27.600 --> 00:12:29.000]  所以說這麼久
[00:12:29.000 --> 00:12:30.000]  想解釋給你聽
[00:12:30.000 --> 00:12:34.600]  我們真的和他們是有關係的
[00:12:34.600 --> 00:12:36.600]  其中一樣就是
[00:12:36.600 --> 00:12:40.000]  浸信會是和這個
[00:12:40.000 --> 00:12:45.000]  宗教改革運動的先賢一樣
[00:12:45.000 --> 00:12:50.400]  是堅持唯獨聖經
[00:12:50.400 --> 00:12:51.400]  我們都知道
[00:12:51.400 --> 00:12:54.400]  在那時候羅馬天主教是相信
[00:12:54.400 --> 00:12:56.800]  啟示是有兩種來源的
[00:12:56.800 --> 00:12:59.200]  就是相信聖經
[00:12:59.200 --> 00:13:02.200]  另一方面相信教會的傳統
[00:13:02.200 --> 00:13:03.600]  在聖經以外
[00:13:03.600 --> 00:13:08.400]  他們是可以相信教條
[00:13:08.400 --> 00:13:11.200]  要相信教皇的御令
[00:13:11.200 --> 00:13:13.600]  教條、教皇的御令
[00:13:13.600 --> 00:13:16.600]  是代表神的話
[00:13:16.600 --> 00:13:17.600]  在1519年
[00:13:17.600 --> 00:13:19.000]  馬丁路德就宣佈
[00:13:19.000 --> 00:13:21.800]  教皇和教會的會議
[00:13:21.800 --> 00:13:25.800]  所作出的信條是錯誤的
[00:13:25.800 --> 00:13:28.800]  並且認為真正的教義
[00:13:28.800 --> 00:13:32.600]  是必須要建立在聖經的上面
[00:13:32.600 --> 00:13:34.200]  所以馬丁路德就說
[00:13:34.200 --> 00:13:36.000]  唯獨聖經
[00:13:36.000 --> 00:13:39.000]  這是一個很重要的信仰原則
[00:13:39.000 --> 00:13:40.200]  整體來說
[00:13:40.200 --> 00:13:41.800]  宗教改革運動者
[00:13:41.800 --> 00:13:44.200]  大多數都不會認為
[00:13:44.200 --> 00:13:48.800]  信經和聖經是有同等的權威的
[00:13:48.800 --> 00:13:50.800]  但我們知道
[00:13:50.800 --> 00:13:52.200]  當我們留心
[00:13:52.200 --> 00:13:57.400]  宗教改革運動所散出來的教會
[00:13:57.400 --> 00:13:58.400]  他們沒錯
[00:13:58.400 --> 00:14:00.400]  他們是唯獨聖經
[00:14:00.400 --> 00:14:02.200]  但他們很多時候
[00:14:02.200 --> 00:14:04.000]  在崇拜當中
[00:14:04.000 --> 00:14:06.000]  都會用聖經
[00:14:06.000 --> 00:14:08.000]  聖經對他們來說
[00:14:08.000 --> 00:14:10.400]  是很重要的
[00:14:10.400 --> 00:14:12.400]  但浸信會強調
[00:14:12.400 --> 00:14:15.000]  信徒是要翻到聖經
[00:14:15.000 --> 00:14:19.000]  可以直接認識到神的心意
[00:14:19.000 --> 00:14:21.600]  是不需要靠聖經以外
[00:14:21.600 --> 00:14:23.800]  任何教會的傳統
[00:14:23.800 --> 00:14:28.000]  甚至不需要包括聖經
[00:14:28.000 --> 00:14:30.000]  因為浸信會人士
[00:14:30.000 --> 00:14:32.200]  我們強調
[00:14:32.200 --> 00:14:34.000]  聖經是自足的
[00:14:34.000 --> 00:14:35.200]  是足夠的
[00:14:35.200 --> 00:14:38.800]  聖靈是會向我們
[00:14:38.800 --> 00:14:40.000]  是直接
[00:14:40.000 --> 00:14:44.000]  透過聖經來直接向我們說話
[00:14:44.000 --> 00:14:46.600]  所以我們一位浸信會的先賢
[00:14:46.600 --> 00:14:48.000]  大家都認識他的名字
[00:14:48.000 --> 00:14:50.600]  叫若翰本人
[00:14:50.600 --> 00:14:52.200]  他這樣說
[00:14:52.200 --> 00:14:54.600]  你記不記得
[00:14:54.600 --> 00:14:58.000]  記不記得神在哪個時間探望過你
[00:14:58.000 --> 00:14:59.800]  記不記得哪個時間
[00:14:59.800 --> 00:15:03.200]  神是探望你的靈魂的地方
[00:15:03.200 --> 00:15:05.800]  你要記得他的說話
[00:15:05.800 --> 00:15:09.000]  因為這是上主對你說的
[00:15:09.000 --> 00:15:12.800]  「沒有希望」的說話
[00:15:12.800 --> 00:15:14.400]  所以在浸信教會當中
[00:15:14.400 --> 00:15:17.200]  聖靈內在的見證
[00:15:17.200 --> 00:15:19.800]  是我們一個特點
[00:15:19.800 --> 00:15:23.000]  我們不想讀聖經
[00:15:23.000 --> 00:15:25.800]  讀得很冰冷
[00:15:25.800 --> 00:15:27.400]  很理性
[00:15:27.400 --> 00:15:31.400]  跟我們的生活是沒有關係的
[00:15:31.400 --> 00:15:33.200]  除此之外
[00:15:33.200 --> 00:15:36.400]  跟宗教改革運動一樣
[00:15:36.400 --> 00:15:39.400]  浸信會都是很強調
[00:15:39.400 --> 00:15:43.400]  唯獨基督
[00:15:43.400 --> 00:15:47.400]  我們都是跟馬丁路德一樣強調
[00:15:47.400 --> 00:15:50.400]  神是我們的主人
[00:15:50.400 --> 00:15:53.800]  神是掌管大自然
[00:15:53.800 --> 00:15:57.200]  神是掌管歷史
[00:15:57.200 --> 00:15:58.600]  所以浸信會人士
[00:15:58.600 --> 00:16:00.600]  都是受馬丁路德那種
[00:16:00.600 --> 00:16:03.200]  「戈柏尼式」的革命所影響
[00:16:03.200 --> 00:16:05.600]  我們會一起說
[00:16:05.600 --> 00:16:08.000]  讓神成為神
[00:16:08.000 --> 00:16:10.400]  讓神成為我們的神
[00:16:10.400 --> 00:16:13.000]  我們的神是不可比擬的
[00:16:13.000 --> 00:16:15.800]  我們的神是完全超越
[00:16:15.800 --> 00:16:19.400]  又有恩慈、又有公義
[00:16:19.400 --> 00:16:21.400]  所以馬丁路德強調
[00:16:21.400 --> 00:16:24.200]  我們要廢除自我中心
[00:16:24.200 --> 00:16:30.000]  一切以人為中心的宗教傾向
[00:16:30.000 --> 00:16:32.200]  就在這種神觀底下
[00:16:32.200 --> 00:16:35.200]  浸信教會跟馬丁路德一樣
[00:16:35.200 --> 00:16:38.400]  高舉神的主權
[00:16:38.400 --> 00:16:41.800]  浸信教會跟宗教改革者一樣
[00:16:41.800 --> 00:16:44.400]  一方面高舉神的主權
[00:16:44.400 --> 00:16:47.600]  另一方面是唯獨基督
[00:16:47.600 --> 00:16:49.400]  尤其是很著重
[00:16:49.400 --> 00:16:52.600]  耶穌基督救贖的工作
[00:16:52.600 --> 00:16:55.600]  所以浸信會人士他們說
[00:16:55.600 --> 00:16:59.000]  基督的救恩是很重要的
[00:16:59.000 --> 00:17:00.000]  但因為如此
[00:17:00.000 --> 00:17:04.000]  我們對耶穌基督的本質
[00:17:04.000 --> 00:17:05.400]  神人異性
[00:17:05.400 --> 00:17:08.400]  我們的興趣就沒有那麼多
[00:17:08.400 --> 00:17:10.600]  最重要是耶穌救了我們
[00:17:10.600 --> 00:17:12.000]  祂是神,祂是人
[00:17:12.000 --> 00:17:13.400]  怎樣神,怎樣人
[00:17:13.400 --> 00:17:15.400]  我們不多理
[00:17:15.400 --> 00:17:16.600]  我們信耶穌
[00:17:16.600 --> 00:17:18.000]  祂讓我們有救恩
[00:17:18.000 --> 00:17:20.000]  何等的甘甜,何等的美好
[00:17:20.000 --> 00:17:21.400]  就好了
[00:17:21.400 --> 00:17:24.000]  所以浸信會人士強調
[00:17:24.000 --> 00:17:25.200]  在敬拜當中
[00:17:25.200 --> 00:17:27.800]  我們要敬拜神聖的奧秘
[00:17:27.800 --> 00:17:29.000]  經歷的奧秘
[00:17:29.000 --> 00:17:31.800]  而不是去討論
[00:17:31.800 --> 00:17:34.800]  探討、分析那個奧秘
[00:17:34.800 --> 00:17:37.200]  我們強調救贖
[00:17:37.200 --> 00:17:39.400]  我們強調耶穌基督
[00:17:39.400 --> 00:17:43.400]  帶來給我們那種永遠的生命
[00:17:43.400 --> 00:17:47.400]  我們著重重生得救
[00:17:47.400 --> 00:17:49.000]  所以在浸信會的詩歌
[00:17:49.000 --> 00:17:53.000]  浸信會的宣講和神學文件當中
[00:17:53.000 --> 00:17:57.200]  我們是以耶穌基督為中心
[00:17:57.200 --> 00:18:00.200]  有一位很著名的神學家
[00:18:00.200 --> 00:18:04.000]  在今晚、明晚、後晚
[00:18:04.000 --> 00:18:06.600]  你都會見到他的名字
[00:18:06.600 --> 00:18:09.600]  我想你記得他的名字
[00:18:09.600 --> 00:18:13.200]  他的名字是E.Y.梅連思
[00:18:13.200 --> 00:18:19.200]  在1923年在美南浸信會的聯會
[00:18:19.200 --> 00:18:24.400]  聯會當中發表很重要的演說
[00:18:24.400 --> 00:18:28.800]  他講到耶穌基督是何等的重要
[00:18:28.800 --> 00:18:33.000]  耶穌基督對整個宗派是何等的重要
[00:18:33.000 --> 00:18:34.800]  所以他鼓勵大家一起
[00:18:34.800 --> 00:18:39.800]  要站穩耶穌為獨基督的基礎上
[00:18:39.800 --> 00:18:42.000]  繼續前進
[00:18:42.000 --> 00:18:44.800]  所以他說我們要相信什麼?
[00:18:44.800 --> 00:18:48.800]  我們要相信耶穌基督是從精女所生的
[00:18:48.800 --> 00:18:51.800]  是聖靈的權能
[00:18:51.800 --> 00:18:54.600]  我們要相信耶穌基督是神聖的
[00:18:54.600 --> 00:18:56.400]  是神的兒子
[00:18:56.400 --> 00:18:59.600]  耶穌基督是行神蹟、醫病、講鬼
[00:18:59.600 --> 00:19:02.200]  叫人從死裡復活
[00:19:02.200 --> 00:19:06.600]  耶穌基督的死是代表對我們生命的救贖
[00:19:06.600 --> 00:19:09.600]  耶穌基督從死裡復活
[00:19:09.600 --> 00:19:12.800]  墳墓找出來是空的
[00:19:12.800 --> 00:19:17.600]  祂復活的身體有很多次向門徒顯現
[00:19:17.600 --> 00:19:20.800]  後來祂升到父神的右邊
[00:19:20.800 --> 00:19:24.000]  祂將會回來
[00:19:24.000 --> 00:19:27.000]  他說所有浸信會的人士
[00:19:27.000 --> 00:19:32.800]  應該相信這些真理、這些事實
[00:19:32.800 --> 00:19:36.200]  在上面我們見到
[00:19:36.200 --> 00:19:40.200]  我們確實和宗教改革運動
[00:19:40.200 --> 00:19:43.000]  是有一些相異的地方
[00:19:43.000 --> 00:19:45.600]  亦有很多相同的地方
[00:19:45.600 --> 00:19:49.400]  尤其是在唯獨基督方面
[00:19:49.400 --> 00:19:52.000]  當然我們相同
[00:19:52.000 --> 00:19:55.800]  我們的神學不是
[00:19:55.800 --> 00:20:03.600]  馬丁路德、加爾文、慈雲里的神學的複製
[00:20:03.600 --> 00:20:05.600]  對於浸信會人士來說
[00:20:05.600 --> 00:20:10.400]  宗教改革運動那種偉大的教義
[00:20:10.400 --> 00:20:15.200]  是透過我們浸信會人士的什麼?
[00:20:15.200 --> 00:20:19.000]  透過我們的異議
[00:20:19.000 --> 00:20:25.400]  透過我們被迫害的信仰經歷
[00:20:25.400 --> 00:20:28.800]  而去發展、折射出來
[00:20:28.800 --> 00:20:31.200]  有更加多的光輝
[00:20:31.200 --> 00:20:34.600]  所以留意我們真的會讀那些教義
[00:20:34.600 --> 00:20:36.200]  我們唯獨基督
[00:20:36.200 --> 00:20:38.600]  但我們不同的地方
[00:20:38.600 --> 00:20:41.400]  我們是在迫害的當中
[00:20:41.400 --> 00:20:44.000]  在發出異議的當中
[00:20:44.000 --> 00:20:47.400]  我們去唯獨基督
[00:20:47.400 --> 00:20:52.600]  所以被迫害、異議的經驗
[00:20:52.600 --> 00:20:58.400]  是成為了浸信教會的宗教自由
[00:20:58.400 --> 00:21:08.800]  和教會與國家分離的堅持的一個很重要的原因
[00:21:08.800 --> 00:21:15.200]  浸信會是能夠抵受過往所面對的迫害
[00:21:15.200 --> 00:21:18.200]  被迫害仍然信耶穌
[00:21:18.200 --> 00:21:22.800]  在當中見到不對的地方發出異議
[00:21:22.800 --> 00:21:24.400]  這麼有勇氣?
[00:21:24.400 --> 00:21:28.800]  因為浸信會人士在過往的四百年當中
[00:21:28.800 --> 00:21:31.000]  他們熱愛耶穌
[00:21:31.000 --> 00:21:34.600]  他們是唯獨基督
[00:21:34.600 --> 00:21:36.400]  所以沒有錯的
[00:21:36.400 --> 00:21:42.200]  浸信會人士是相信聖經的權柄
[00:21:42.200 --> 00:21:45.800]  但浸信會人士是更加強調
[00:21:45.800 --> 00:21:51.400]  是明白在聖經當中耶穌基督的心意
