
[00:00:00.000 --> 00:00:06.360]  好 我們今天的主題是「從獻殿學習祈禱」
[00:01:49.000 --> 00:01:50.320]  或者沒什麼讀書的
[00:01:50.320 --> 00:01:51.600]  不懂得分析
[00:01:51.600 --> 00:01:53.280]  如果你這樣想是很正常
[00:01:53.280 --> 00:01:54.400]  不過都是錯的
[00:01:54.400 --> 00:01:56.440]  因為這個報告告訴你
[00:01:56.440 --> 00:01:58.000]  每天祈禱的人
[00:01:58.000 --> 00:02:02.360]  超過百分之六十是收入比較高
[00:02:02.360 --> 00:02:04.880]  是一年收入有三萬元美金
[00:02:04.880 --> 00:02:07.520]  有百分之四十一是有五萬元美金
[00:02:07.520 --> 00:02:09.040]  即是說你收入高也好
[00:02:09.040 --> 00:02:09.480]  低也好
[00:02:09.480 --> 00:02:11.040]  都需要上帝
[00:02:11.040 --> 00:02:12.280]  是嗎
[00:02:12.280 --> 00:02:12.880]  好了 你說
[00:02:12.880 --> 00:02:14.160]  喂 剛才我講到
[00:02:14.160 --> 00:02:16.040]  有些人覺得你祈禱是否不行
[00:02:16.040 --> 00:02:17.040]  又不是
[00:02:17.040 --> 00:02:22.480]  原來祈禱中每天祈禱超過百分之五十五
[00:02:22.480 --> 00:02:23.960]  即是五十七個百分比
[00:02:23.960 --> 00:02:30.360]  是大學或以上的學位
[00:02:30.360 --> 00:02:32.320]  那麼再奇是什麼呢
[00:02:32.320 --> 00:02:35.760]  其實全美國有幾多個百分比的人
[00:02:35.760 --> 00:02:38.000]  是有大學或以上學位呢
[00:02:38.000 --> 00:02:40.600]  其實跟香港差不多是百分之三十五
[00:02:40.600 --> 00:02:43.640]  原來祈禱的人他更加有學識
[00:02:43.640 --> 00:02:44.600]  那代表什麼呢
[00:02:44.600 --> 00:02:47.000]  你有無學識都要祈禱
[00:02:47.000 --> 00:02:48.200]  那個不是那個問題
[00:02:48.200 --> 00:02:51.720]  那個問題就是我們裡面需要上帝
[00:02:51.720 --> 00:02:53.640]  但是這樣講又不是完全對的
[00:02:53.640 --> 00:02:54.360]  為什麼
[00:02:54.360 --> 00:02:57.520]  因為原來祈禱裡面有很多雜質
[00:02:57.520 --> 00:02:59.240]  他訪問下去繼續講
[00:02:59.240 --> 00:03:04.240]  原來每天祈禱的人有百分之四十一是接受墮胎
[00:03:04.240 --> 00:03:07.000]  有百分之三十九是接受同性婚姻
[00:03:07.000 --> 00:03:09.840]  即是說可能他們祈禱的裡面
[00:03:09.840 --> 00:03:13.680]  有不少人剛剛那天打算去墮胎
[00:03:13.680 --> 00:03:16.320]  就求神幫他們墮胎舒服一點
[00:03:16.320 --> 00:03:18.000]  有這個可能是吧
[00:03:18.000 --> 00:03:22.120]  又或者他那天快要想到會不會跟同性伴侶結婚
[00:03:22.120 --> 00:03:24.480]  所以祈禱神就求你教導我
[00:03:24.480 --> 00:03:25.720]  應不應該
[00:03:25.720 --> 00:03:28.160]  那麼又要混雜
[00:03:28.160 --> 00:03:32.480]  每個月祈禱的人有百分之二十一是不相信有天堂的
[00:03:32.480 --> 00:03:34.960]  也有四十個百分比不相信有地獄
[00:03:34.960 --> 00:03:38.320]  即是說我無惡不作都可以祈禱
[00:03:38.320 --> 00:03:39.800]  很有趣
[00:03:39.800 --> 00:03:45.640]  不過重點當然很多人都心靈需要是上帝所做
[00:03:45.640 --> 00:03:48.440]  但重點不是有多少人祈禱
[00:03:48.440 --> 00:03:50.080]  或者有多少人祈禱
[00:03:50.080 --> 00:03:52.560]  重點是怎樣祈禱
[00:03:52.560 --> 00:03:56.120]  重點是你祈禱的內容怎樣上帝才聽
[00:03:56.120 --> 00:03:57.160]  對不對
[00:03:57.160 --> 00:04:01.680]  所以今天我會用所羅門獻聖殿的情景
[00:04:01.680 --> 00:04:05.280]  裡面學習怎樣祈禱
[00:04:05.280 --> 00:04:07.200]  上帝才去接納
[00:04:07.200 --> 00:04:08.280]  我為什麼這樣說
[00:04:08.280 --> 00:04:10.120]  我先講一些背景你不明白
[00:04:10.120 --> 00:04:12.520]  上星期講到帕蘇賓尼提到
[00:04:12.520 --> 00:04:14.880]  剛才我講到準備聖殿
[00:04:14.880 --> 00:04:18.040]  去到七章尾五十一節有這樣講
[00:04:18.040 --> 00:04:19.040]  我們一起讀
[00:04:19.040 --> 00:04:20.000]  一二三
[00:04:20.000 --> 00:04:24.200]  所羅門王造完耶和華殿的一切宮
[00:04:24.200 --> 00:04:28.840]  作大客戶大衛分別為聖的救民和嬉美
[00:04:28.840 --> 00:04:32.520]  都大來放在耶和華殿的苦父女
[00:04:32.520 --> 00:04:34.840]  講到上星期帕蘇賓尼有提
[00:04:34.840 --> 00:04:38.240]  當時大衛王很想為神建聖殿
[00:04:38.240 --> 00:04:39.800]  不過他準備了所有東西
[00:04:39.800 --> 00:04:40.720]  實在不行
[00:04:40.720 --> 00:04:43.680]  因為他流太多人血
[00:04:43.680 --> 00:04:46.040]  所以當他兒子所羅門一建聖殿
[00:04:46.040 --> 00:04:48.440]  他準備了所有東西都是好東西
[00:04:48.440 --> 00:04:50.360]  又金又銀的器皿
[00:04:50.360 --> 00:04:53.040]  就放在耶和華的殿裡
[00:04:53.040 --> 00:04:54.640]  那個苦父女
[00:04:54.640 --> 00:04:56.440]  這裡也提醒我們一件事
[00:04:56.440 --> 00:04:57.520]  提醒什麼呢
[00:04:57.520 --> 00:04:59.240]  有時電影節目也會打來
[00:04:59.240 --> 00:04:59.920]  都是好的
[00:04:59.920 --> 00:05:01.360]  不過又不是那麼好的
[00:05:01.360 --> 00:05:02.640]  他會問
[00:05:02.640 --> 00:05:06.920]  同事說什麼事 我家裡有些東西用完都不用了
[00:05:06.920 --> 00:05:07.640]  行不行
[00:05:07.640 --> 00:05:10.520]  或者小孩子玩的東西都不再玩了
[00:05:10.520 --> 00:05:12.440]  教會要不要
[00:05:12.440 --> 00:05:15.200]  教會不是回收箱
[00:05:15.200 --> 00:05:17.280]  都是好的 出了好的
[00:05:17.280 --> 00:05:19.320]  但是不好的東西
[00:05:19.320 --> 00:05:20.640]  我們不給教會
[00:05:20.640 --> 00:05:21.840]  我自己也是
[00:05:21.840 --> 00:05:23.440]  最好我自己在用的
[00:05:23.440 --> 00:05:24.720]  好到不得了的
[00:05:24.720 --> 00:05:26.280]  或者新的
[00:05:26.280 --> 00:05:26.720]  才不給
[00:05:26.720 --> 00:05:27.840]  甚至我們探訪都是
[00:05:27.840 --> 00:05:29.440]  我們每買一個食物
[00:05:29.440 --> 00:05:30.280]  我都會問自己
[00:05:30.280 --> 00:05:32.080]  我自己都會吃同樣的東西
[00:05:32.080 --> 00:05:33.440]  我才會準備給別人
[00:05:33.440 --> 00:05:34.000]  明白嗎
[00:05:34.000 --> 00:05:34.640]  明白吧
[00:05:34.640 --> 00:05:35.640]  好的東西
[00:05:35.640 --> 00:05:36.440]  我們比算一下
[00:05:36.440 --> 00:05:38.520]  我們去幫人是好的東西
[00:05:38.520 --> 00:05:40.440]  這裡看到
[00:05:40.440 --> 00:05:45.000]  所羅門將他父親準備金銀器皿放進去
[00:05:45.000 --> 00:05:46.280]  不僅如此
[00:05:46.280 --> 00:05:48.480]  那個藥櫃
[00:05:48.480 --> 00:05:51.920]  也是搬到至聖所
[00:05:51.920 --> 00:05:54.080]  結束建立聖殿
[00:05:54.080 --> 00:05:56.120]  距離十一個月才開始做這些事情
[00:05:56.120 --> 00:05:58.280]  就是說裡面可能很多仔細的東西
[00:05:58.280 --> 00:05:59.880]  十一個月後就這件事
[00:05:59.880 --> 00:06:00.560]  我們也提到
[00:06:00.560 --> 00:06:01.360]  一二三
[00:06:01.360 --> 00:06:05.320]  祭司將耶穌說的藥櫃抬進內殿
[00:06:05.320 --> 00:06:07.040]  就至至聖所
[00:06:07.040 --> 00:06:10.280]  放在兩個基督白色的天堂之下
[00:06:10.280 --> 00:06:10.800]  哇
[00:06:10.800 --> 00:06:12.280]  非常重要
[00:06:12.280 --> 00:06:14.120]  其實第八章
[00:06:14.120 --> 00:06:16.760]  他們準備了器皿進去
[00:06:16.760 --> 00:06:19.760]  他們會記載所羅門的祈禱
[00:06:19.760 --> 00:06:22.360]  記載祂的憲制
[00:06:22.360 --> 00:06:24.320]  整個過程之後
[00:06:24.320 --> 00:06:26.000]  那你說陳牧師為什麼要向祂學
[00:06:26.000 --> 00:06:27.400]  因為
[00:06:27.400 --> 00:06:31.000]  上帝明顯表示他接納
[00:06:31.000 --> 00:06:33.440]  祈禱上的接納才重要
[00:06:33.440 --> 00:06:34.440]  明白嗎
[00:06:34.440 --> 00:06:35.200]  你說什麼都可以
[00:06:35.200 --> 00:06:36.080]  沒問題
[00:06:36.080 --> 00:06:37.680]  上帝接不接納
[00:06:37.680 --> 00:06:38.880]  為什麼我說接納
[00:06:38.880 --> 00:06:41.480]  我們看看第八章十到十一節
[00:06:41.480 --> 00:06:42.200]  這樣描述
[00:06:42.200 --> 00:06:42.720]  我們一起讀
[00:06:42.720 --> 00:06:43.640]  一二三
[00:06:43.640 --> 00:06:46.440]  祭司從聖所出來的時候
[00:06:46.440 --> 00:06:48.960]  又能充滿耶穌說的天堂
[00:06:48.960 --> 00:06:51.880]  甚至祭司不能站立功績
[00:06:51.880 --> 00:06:54.560]  因為耶穌說的榮光充滿了
[00:06:54.560 --> 00:06:56.920]  耶穌說榮光充滿
[00:06:56.920 --> 00:06:59.480]  祭司竟然不能站立
[00:06:59.480 --> 00:07:01.080]  上帝預立在中間
[00:07:01.080 --> 00:07:04.320]  同在聖殿其中很重要
[00:07:04.320 --> 00:07:06.760]  裡面提到的原因
[00:07:06.760 --> 00:07:08.720]  九章二到三節
[00:07:08.720 --> 00:07:09.760]  完結第八章
[00:07:09.760 --> 00:07:10.800]  怎麼描述呢
[00:07:10.800 --> 00:07:11.360]  我們一起讀
[00:07:11.360 --> 00:07:12.160]  一二三
[00:07:12.160 --> 00:07:16.080]  耶穌說就二次向所羅門顯而
[00:07:16.080 --> 00:07:19.720]  如先前在基地上反映的一樣
[00:07:19.720 --> 00:07:20.800]  對祂說
[00:07:20.800 --> 00:07:23.480]  祢向我所祈禱祈求的
[00:07:23.480 --> 00:07:25.360]  我都應允了
[00:07:25.360 --> 00:07:29.120]  我已將祢所見的這一年分別為聖
[00:07:29.120 --> 00:07:31.720]  使我的名永遠在其中
[00:07:31.720 --> 00:07:35.040]  我的眼我的心也必常在那裡
[00:07:35.040 --> 00:07:38.640]  祂說祢向我禱告祈求的
[00:07:38.640 --> 00:07:39.560]  我都什麼
[00:07:39.560 --> 00:07:41.600]  應允
[00:07:41.600 --> 00:07:42.400]  我都什麼
[00:07:42.400 --> 00:07:44.080]  應允
[00:07:44.080 --> 00:07:45.080]  這邊大聲
[00:07:45.080 --> 00:07:46.120]  這邊我都什麼
[00:07:46.120 --> 00:07:47.160]  應允
[00:07:47.160 --> 00:07:48.280]  這邊又說我都什麼
[00:07:48.280 --> 00:07:49.160]  應允
[00:07:49.160 --> 00:07:50.360]  我想問大家
[00:07:50.360 --> 00:07:51.440]  祢的禱告
[00:07:51.440 --> 00:07:53.040]  想不想神應允
[00:07:53.040 --> 00:07:53.520]  想不想
[00:07:53.520 --> 00:07:55.160]  祢不會說我祝祢的祈禱
[00:07:55.160 --> 00:07:56.920]  神一句都不聽
[00:07:56.920 --> 00:07:58.640]  不會的
[00:07:58.640 --> 00:08:00.120]  我祝祢
[00:08:00.120 --> 00:08:01.760]  天天都不聽
[00:08:01.760 --> 00:08:02.760]  不會吧
[00:08:02.760 --> 00:08:04.960]  神不是這樣的神
[00:08:04.960 --> 00:08:06.000]  所以重點是
[00:08:06.000 --> 00:08:06.600]  怎樣祈禱
[00:08:06.600 --> 00:08:07.880]  稍後會看
[00:08:07.880 --> 00:08:09.880]  接著在歷代字
[00:08:09.880 --> 00:08:12.800]  另一個角度描述當時的祈禱
[00:08:12.800 --> 00:08:14.000]  一定有些東西發生
[00:08:14.000 --> 00:08:14.600]  一起讀
[00:08:14.600 --> 00:08:15.640]  一二三
[00:08:15.640 --> 00:08:17.520]  所羅門祈禱而不
[00:08:17.520 --> 00:08:20.320]  就有火從天上降下來
[00:08:20.320 --> 00:08:32.320]  燒盡繁濟無結的濟 耶和華的榮光充滿了電 因耶和華的榮光充滿了耶和華電 所以祭司不可盡變
[00:08:32.320 --> 00:08:33.440]  一跪進來
[00:08:33.440 --> 00:08:35.720]  所羅門各樣的祈禱的內容等等等等
[00:08:35.720 --> 00:08:39.400]  接著獻祭的時刻
[00:08:39.400 --> 00:08:40.160]  哇
[00:08:40.160 --> 00:08:42.120]  火從天上來
[00:08:42.120 --> 00:08:43.840]  燒了繁濟
[00:08:43.840 --> 00:08:45.440]  就是接納可以嗎
[00:08:45.440 --> 00:08:47.120]  我不知道你有沒有試過
[00:08:47.120 --> 00:08:48.960]  有一次有人找你一起BBQ
[00:08:48.960 --> 00:08:50.640]  哇正啊BBQ
[00:08:50.640 --> 00:08:51.760]  你打算透火的時候
[00:08:51.760 --> 00:08:52.760]  突然間天上有火
[00:08:52.760 --> 00:08:53.280]  砰
[00:08:53.280 --> 00:08:55.000]  燒了不用透火
[00:08:55.000 --> 00:08:55.400]  哇
[00:08:55.400 --> 00:08:56.640]  很厲害的情景
[00:08:56.640 --> 00:08:57.120]  行不行
[00:08:57.120 --> 00:08:58.680]  上帝月立
[00:08:58.680 --> 00:08:59.680]  我們當然不會這樣
[00:08:59.680 --> 00:09:01.080]  因為上帝月立
[00:09:01.080 --> 00:09:02.440]  所以今天重點就是看
[00:09:02.440 --> 00:09:05.320]  究竟所羅門祈了什麼禱
[00:09:05.320 --> 00:09:06.000]  行不行
[00:09:06.000 --> 00:09:06.560]  很重要
[00:09:06.560 --> 00:09:09.600]  當然整個聖殿的準備是符合神的心意
[00:09:09.600 --> 00:09:13.040]  而祂的禱告也帶出上帝的心
[00:09:13.040 --> 00:09:14.960]  我們今天將會有很多學習
[00:09:14.960 --> 00:09:16.320]  你猜有多少個學習
[00:09:16.320 --> 00:09:17.360]  三
[00:09:17.360 --> 00:09:17.960]  沒錯
[00:09:17.960 --> 00:09:20.400]  再加三個
[00:09:20.400 --> 00:09:22.440]  再加多一個七個
[00:09:22.440 --> 00:09:22.680]  正不正
[00:09:22.680 --> 00:09:23.600]  開不開心
[00:09:23.600 --> 00:09:25.120]  所以今天聽到七點好不好
[00:09:25.120 --> 00:09:25.680]  好
[00:09:25.680 --> 00:09:26.800]  好吧
[00:09:26.800 --> 00:09:27.440]  一般般而已
[00:09:27.440 --> 00:09:28.200]  很多人說
[00:09:28.200 --> 00:09:28.840]  不是吧
[00:09:28.840 --> 00:09:31.080]  我第一次來教會而已
[00:09:31.080 --> 00:09:31.680]  從旁邊又說
[00:09:31.680 --> 00:09:32.800]  今天有七點
[00:09:32.800 --> 00:09:33.320]  好不好
[00:09:33.320 --> 00:09:34.000]  今天有七點
[00:09:34.000 --> 00:09:34.480]  聽著
[00:09:34.480 --> 00:09:35.760]  不過不會聽到七點
[00:09:35.760 --> 00:09:37.200]  準時一點放學
[00:09:37.200 --> 00:09:37.840]  好
[00:09:37.840 --> 00:09:39.280]  學習一
[00:09:39.280 --> 00:09:40.840]  我們看看究竟
[00:09:40.840 --> 00:09:42.960]  這七個學習
[00:09:42.960 --> 00:09:44.400]  是什麼
[00:09:44.400 --> 00:09:46.960]  我們先讀八章二十二到二十四節
[00:09:46.960 --> 00:09:47.480]  我們一起讀
[00:09:47.480 --> 00:09:48.440]  一 二 三
[00:09:48.440 --> 00:09:50.960]  所門廣上二師爺會眾
[00:09:50.960 --> 00:09:53.200]  插上耶穌話的譚詩
[00:09:53.200 --> 00:09:54.800]  向天舉手說
[00:09:54.800 --> 00:09:57.040]  耶穌話以聖聖神話
[00:09:57.040 --> 00:09:59.920]  天上地下沒有神可比利的
[00:09:59.920 --> 00:10:03.440]  你向那尊神合在你面前的僕人
[00:10:03.440 --> 00:10:05.120]  守曰先賜愛
[00:10:05.120 --> 00:10:08.640]  向你僕人我負責為所應許的話
[00:10:08.640 --> 00:10:10.200]  現在應驗了
[00:10:10.200 --> 00:10:11.800]  你身後應許
[00:10:11.800 --> 00:10:13.160]  親手成就
[00:10:13.160 --> 00:10:15.280]  正如今日一樣
[00:10:15.280 --> 00:10:17.640]  這裡第一個看我們看到
[00:10:17.640 --> 00:10:18.480]  所羅門
[00:10:18.480 --> 00:10:19.920]  我想大家看就是看什麼呢
[00:10:19.920 --> 00:10:21.560]  特別留意
[00:10:21.560 --> 00:10:26.120]  他說他是一個守曰先賜愛
[00:10:26.120 --> 00:10:29.320]  第一個祈禱就是我們認識上帝的特性
[00:10:29.320 --> 00:10:31.080]  認識他的特性之道
[00:10:31.080 --> 00:10:32.480]  無論他是守曰的
[00:10:32.480 --> 00:10:33.560]  他是賜愛的
[00:10:33.560 --> 00:10:34.880]  他是公認的主
[00:10:34.880 --> 00:10:36.280]  Jovah Jireh
[00:10:36.280 --> 00:10:37.800]  或者他是德性的主
[00:10:37.800 --> 00:10:39.400]  他是依治的主等等
[00:10:39.400 --> 00:10:40.640]  El Shaddai
[00:10:40.640 --> 00:10:41.640]  很多名字
[00:10:41.640 --> 00:10:44.880]  為什麼你要知道這個上帝的本質是什麼
[00:10:44.880 --> 00:10:46.760]  因為我們常常
[00:10:46.760 --> 00:10:47.960]  如果看回自己
[00:10:47.960 --> 00:10:50.040]  我們有時會開心
[00:10:50.040 --> 00:10:51.280]  環境好
[00:10:51.280 --> 00:10:52.440]  性質子女乖
[00:10:52.440 --> 00:10:54.240]  有時會不開心
[00:10:54.240 --> 00:10:55.800]  那陣子生意不好
[00:10:55.800 --> 00:10:57.480]  老闆不看我
[00:10:57.480 --> 00:10:59.000]  正正因為這樣
[00:10:59.000 --> 00:11:02.080]  我們要看清我們的禱告開始
[00:11:02.080 --> 00:11:03.800]  不是我們的環境和我自己
[00:11:03.800 --> 00:11:06.200]  我們看清這個上帝是什麼上帝
[00:11:06.200 --> 00:11:07.040]  明白嗎
[00:11:07.040 --> 00:11:09.080]  當我們懂得走下去的時候
[00:11:09.080 --> 00:11:10.400]  我們不同的處境
[00:11:10.400 --> 00:11:14.800]  我們知道確認這個上帝如何帶領我們
[00:11:14.800 --> 00:11:15.720]  行不行
[00:11:15.720 --> 00:11:18.840]  我不知道你對這個上帝有多認識
[00:11:18.840 --> 00:11:21.600]  就是他的名字你多麼認識
[00:11:21.600 --> 00:11:27.120]  這是相當重要的
[00:11:27.120 --> 00:11:30.680]  同樣不單止他的本質本性
[00:11:30.680 --> 00:11:32.080]  他的本性就是這樣
[00:11:32.080 --> 00:11:34.240]  你攔住他不愛你也不行
[00:11:34.240 --> 00:11:35.040]  你明白嗎
[00:11:35.040 --> 00:11:37.560]  你攔住他你不要公認我也不行
[00:11:37.560 --> 00:11:39.600]  因為他的本質是這樣
[00:11:39.600 --> 00:11:39.960]  好了
[00:11:39.960 --> 00:11:41.520]  不單止是這樣
[00:11:41.520 --> 00:11:44.120]  他接著我想帶大家看的是
[00:11:44.120 --> 00:11:46.680]  八章十五十六十九節
[00:11:46.680 --> 00:11:47.400]  所羅門的祈禱
[00:11:47.400 --> 00:11:47.880]  我們一起唸
[00:11:47.880 --> 00:11:48.640]  一二三
[00:11:48.640 --> 00:11:49.800]  所羅門說
[00:11:49.800 --> 00:11:53.360]  耶和華以色列的神是應當稱重的
[00:11:53.360 --> 00:11:57.000]  因他身後是我父大為所應許的
[00:11:57.000 --> 00:11:59.000]  也親手成就了
[00:11:59.000 --> 00:12:03.160]  他選大為治理我民以色列
[00:12:03.160 --> 00:12:05.440]  指使你留我面前
[00:12:05.440 --> 00:12:07.240]  為你們所生的兒子
[00:12:07.240 --> 00:12:09.120]  並為我明天殿
[00:12:09.120 --> 00:12:12.480]  第二則貼身是感謝神
[00:12:12.480 --> 00:12:13.520]  感謝神是什麼呢
[00:12:13.520 --> 00:12:15.800]  第一個是讚美他的特性
[00:12:15.800 --> 00:12:18.520]  第二是感謝他向你所做的事
[00:12:18.520 --> 00:12:19.440]  他提到
[00:12:19.440 --> 00:12:21.760]  特別是你向我父大為所應許
[00:12:21.760 --> 00:12:22.520]  都什麼
[00:12:22.520 --> 00:12:25.600]  成就了
[00:12:25.600 --> 00:12:26.360]  我們一定是
[00:12:26.360 --> 00:12:28.160]  每次祈禱都是鼓勵你
[00:12:28.160 --> 00:12:29.160]  先想想上帝
[00:12:29.160 --> 00:12:30.200]  定睛在神身上
[00:12:30.200 --> 00:12:33.360]  並且思考上帝在你生命
[00:12:33.360 --> 00:12:35.240]  曾經做過什麼
[00:12:35.240 --> 00:12:36.880]  這樣你面對每一天
[00:12:36.880 --> 00:12:38.480]  如果你剛剛有困境
[00:12:38.480 --> 00:12:40.480]  你就知道神必定會
[00:12:40.480 --> 00:12:42.960]  因為他是一個這樣的神
[00:12:42.960 --> 00:12:44.320]  他過去這樣帶過你
[00:12:44.320 --> 00:12:45.760]  必定帶你度過
[00:12:45.760 --> 00:12:49.040]  未來每一天你的難關
[00:12:49.040 --> 00:12:50.040]  明白嗎
[00:12:50.040 --> 00:12:51.200]  明白嗎 很重要
[00:12:51.200 --> 00:12:53.040]  但這裡更加特別的是
[00:12:53.040 --> 00:12:55.520]  他感謝神什麼呢
[00:12:55.520 --> 00:12:58.480]  他感謝神選擇大為
[00:12:58.480 --> 00:13:00.360]  即是他父親幫他做事
[00:13:00.360 --> 00:13:01.600]  治理
[00:13:01.600 --> 00:13:03.400]  我們常常感謝神
[00:13:03.400 --> 00:13:05.880]  多謝你子女乖 升職 薪水
[00:13:05.880 --> 00:13:06.680]  都可以的
[00:13:06.680 --> 00:13:07.560]  沒問題的
[00:13:07.560 --> 00:13:08.520]  去旅行
[00:13:08.520 --> 00:13:09.560]  都沒問題的
[00:13:09.560 --> 00:13:11.240]  不過這裡的感謝就很有趣
[00:13:11.240 --> 00:13:13.640]  他感謝上帝叫他做事
[00:13:13.640 --> 00:13:16.440]  感謝上帝叫他侍奉
[00:13:16.440 --> 00:13:17.400]  如果你明白
[00:13:17.400 --> 00:13:19.160]  你就明白我說什麼
[00:13:19.160 --> 00:13:21.240]  其實我們最終感謝就是
[00:13:21.240 --> 00:13:25.320]  我們見到我們更高的呼召
[00:13:25.320 --> 00:13:26.760]  更高在神裡面
[00:13:26.760 --> 00:13:28.440]  神想我們怎樣
[00:13:28.440 --> 00:13:33.280]  完成上帝給我在今生的使命
[00:13:33.280 --> 00:13:34.760]  而這樣的話
[00:13:34.760 --> 00:13:37.360]  我們一方面認定神的屬性
[00:13:37.360 --> 00:13:38.800]  而讚美神的原因
[00:13:38.800 --> 00:13:40.080]  感謝神為由所作
[00:13:40.080 --> 00:13:42.640]  並且堅定知道
[00:13:42.640 --> 00:13:47.080]  我們服侍祂是恩典
[00:13:47.080 --> 00:13:51.040]  如果我們覺得服侍主是辛苦困難
[00:13:51.040 --> 00:13:56.600]  你還未拿到神國有份的那種喜樂
[00:13:56.600 --> 00:13:57.600]  明白嗎
[00:13:57.600 --> 00:13:59.200]  又或者你沒有了
[00:13:59.200 --> 00:14:00.720]  你應該做了什麼
[00:14:00.720 --> 00:14:02.640]  有些例子例如這樣
[00:14:02.640 --> 00:14:03.680]  我不知道大家有沒有留意
[00:14:03.680 --> 00:14:05.920]  近來有很多科技股
[00:14:05.920 --> 00:14:07.520]  例如AI有很多東西
[00:14:07.520 --> 00:14:10.240]  令到科技股大大攀升
[00:14:10.240 --> 00:14:11.600]  例如蘋果
[00:14:11.600 --> 00:14:12.880]  大家有沒有用蘋果
[00:14:12.880 --> 00:14:13.800]  我沒有買
[00:14:13.800 --> 00:14:14.840]  不知道有沒有買
[00:14:14.840 --> 00:14:15.920]  總之用蘋果
[00:14:15.920 --> 00:14:16.360]  當然有
[00:14:16.360 --> 00:14:17.960]  因為我正在用
[00:14:17.960 --> 00:14:19.760]  或者微軟
[00:14:19.760 --> 00:14:21.240]  那些大公司真的很大
[00:14:21.240 --> 00:14:22.800]  我想大到一個地步
[00:14:22.800 --> 00:14:25.440]  蘋果這間公司是蘋果這間公司
[00:14:25.440 --> 00:14:29.680]  加上微軟這間公司的市值
[00:14:29.680 --> 00:14:30.920]  兩間公司
[00:14:30.920 --> 00:14:34.200]  已經大過全香港股票市場的市值
[00:14:34.200 --> 00:14:37.000]  香港有1400間公司
[00:14:37.000 --> 00:14:38.600]  是不是大得很厲害
[00:14:38.600 --> 00:14:42.600]  所以很多人已經進到這些公司工作
[00:14:42.600 --> 00:14:44.040]  為喜樂
[00:14:44.040 --> 00:14:46.160]  Meta
[00:14:46.160 --> 00:14:47.520]  亞馬遜
[00:14:47.520 --> 00:14:48.840]  Navidia
[00:14:48.840 --> 00:14:49.240]  你明白嗎
[00:14:49.240 --> 00:14:49.880]  很開心
[00:14:49.880 --> 00:14:51.680]  當然我們有很多舊同學都在裡面工作
[00:14:51.680 --> 00:14:52.240]  很開心
