
[00:00:00.000 --> 00:00:02.700]  咪魚不是寫的那麼簡單
[00:02:02.960 --> 00:02:05.960]  吃東西的人就會連面也燒焦了
[00:02:05.960 --> 00:02:13.480]  如果我們透過這些民間的一些言語 俗語
[00:02:13.480 --> 00:02:16.600]  一些所謂的說話
[00:02:16.600 --> 00:02:18.600]  我們有時候發覺
[00:02:18.600 --> 00:02:21.280]  就是我們知其言而不知其所以然
[00:02:21.280 --> 00:02:24.280]  好像知道表面的意思
[00:02:24.280 --> 00:02:28.000]  但我們不能夠明白背後的真相的話
[00:02:28.000 --> 00:02:32.760]  有時候我們是失落了很多很多寶貴的東西
[00:02:32.760 --> 00:02:35.960]  就好像今天我們要說比喻的時候
[00:02:35.960 --> 00:02:39.200]  比喻在聖經裡面是經常出現
[00:02:39.200 --> 00:02:40.600]  如果你熟悉聖經的時候
[00:02:40.600 --> 00:02:41.720]  你就會很明白
[00:02:41.720 --> 00:02:47.320]  耶穌說的比喻其實很多時候是為了將真理要說出來
[00:02:47.320 --> 00:02:48.920]  但如果你記得
[00:02:48.920 --> 00:02:51.000]  耶穌說我要說比喻
[00:02:51.000 --> 00:02:52.840]  是因為那些人不明白
[00:02:52.840 --> 00:02:55.320]  要他們不明白 要他們想多一點
[00:02:55.320 --> 00:02:57.800]  如果對著你們信了我的人
[00:02:57.800 --> 00:03:01.240]  我會直接說這個道理 真理出來
[00:03:01.240 --> 00:03:04.080]  比喻其實就是發揮了一個作用
[00:03:04.080 --> 00:03:07.400]  就是說我講一些東西給你聽
[00:03:07.400 --> 00:03:10.360]  你好像自己以為懂得
[00:03:10.360 --> 00:03:14.400]  但想一想你又覺得有些問題
[00:03:14.400 --> 00:03:19.240]  比喻成為了吸引聽眾讀者
[00:03:19.240 --> 00:03:23.240]  去了解多一點究竟那個說話的人
[00:03:23.240 --> 00:03:27.040]  講這個比喻的人的目的意義
[00:03:27.040 --> 00:03:30.120]  這個就是比喻那種趣味性
[00:03:30.120 --> 00:03:33.760]  讓你覺得是人都知道
[00:03:33.760 --> 00:03:35.080]  還用說的
[00:03:35.080 --> 00:03:38.800]  但當中如果你細心了解多一點的時候
[00:03:38.800 --> 00:03:41.160]  你就說是不是真的這樣呢
[00:03:41.160 --> 00:03:43.760]  譬如耶穌說到殺種的比喻
[00:03:43.760 --> 00:03:49.960]  你有沒有想過殺種的人怎會殺東西去荊棘
[00:03:49.960 --> 00:03:54.640]  懂得種田的人都覺得不合常理
[00:03:54.640 --> 00:03:57.760]  正正就是這種似懂非懂的方式
[00:03:57.760 --> 00:04:01.160]  引起我們對比喻理解的趣味性
[00:04:01.160 --> 00:04:05.600]  而更加我們要明白比喻的裡與外
[00:04:05.600 --> 00:04:08.880]  背後有它的文化背景
[00:04:08.880 --> 00:04:11.480]  獨特的一個時空景象
[00:04:11.480 --> 00:04:15.680]  就好像我剛才所說的食碗底反碗面
[00:04:15.680 --> 00:04:17.920]  如果你明白多一點的時候
[00:04:17.920 --> 00:04:22.960]  你就會知道當中的出處來源
[00:04:22.960 --> 00:04:25.200]  甚至我們在日常生活中
[00:04:25.200 --> 00:04:29.800]  都經常用一種比喻式的表達方式
[00:04:29.800 --> 00:04:32.400]  譬如坐下來喝杯茶
[00:04:32.400 --> 00:04:34.280]  吃個麵包慢慢聊天
[00:04:34.280 --> 00:04:36.800]  是誰說的
[00:04:36.800 --> 00:04:39.840]  是周星馳說的
[00:04:39.840 --> 00:04:42.720]  但究竟是在什麼情況下說的呢
[00:04:42.720 --> 00:04:43.880]  是電視劇
[00:04:43.880 --> 00:04:48.440]  但我們會用這些表達方式表達什麼呢
[00:04:48.440 --> 00:04:50.800]  不要心急 慢慢來
[00:04:50.800 --> 00:04:54.160]  我們不知不覺當中就被這種文化意識
[00:04:54.160 --> 00:04:57.480]  影響了我們的思考
[00:04:57.480 --> 00:04:59.960]  甚至影響了我們的言語
[00:04:59.960 --> 00:05:02.720]  所以當我們看聖經裡的比喻的時候
[00:05:02.720 --> 00:05:06.040]  我們要帶著這種眼光去問
[00:05:06.040 --> 00:05:10.680]  耶穌說的話究竟有沒有深層的意義呢
[00:05:10.680 --> 00:05:12.440]  而今天我想跟大家說
[00:05:12.440 --> 00:05:16.040]  路加夫音的財主和拉撒路的比喻
[00:05:16.040 --> 00:05:19.680]  正正就是挑戰我們
[00:05:19.680 --> 00:05:22.600]  引發我們去深層去想一下
[00:05:22.600 --> 00:05:26.240]  究竟這個比喻的重點是什麼呢
[00:05:26.240 --> 00:05:27.120]  是不是就是
[00:05:27.120 --> 00:05:29.240]  人人都知道
[00:05:29.240 --> 00:05:33.120]  窮人就是上帝喜歡有錢人
[00:05:33.120 --> 00:05:36.520]  那些衰有錢人就落地獄這麼簡單的道理呢
[00:05:36.520 --> 00:05:39.320]  讓我們一起同心祈禱
[00:06:03.120 --> 00:06:05.360]  讓我們無論是說的聽的
[00:06:05.360 --> 00:06:06.640]  都是同感一靈的
[00:06:06.640 --> 00:06:10.520]  一起來跟聖經裏面寶貴耶穌的說話
[00:06:10.520 --> 00:06:12.000]  所發出的教導
[00:06:12.000 --> 00:06:14.160]  你一個的共鳴迴響
[00:06:14.160 --> 00:06:15.960]  我們彼此在當中學習
[00:06:15.960 --> 00:06:17.520]  願主都去賜福我們
[00:06:17.520 --> 00:06:19.320]  祈禱奉耶穌基督的聖名祈求
[00:06:19.320 --> 00:06:20.320]  阿門
[00:06:33.120 --> 00:06:35.760]  結束部分
[00:06:35.760 --> 00:06:37.240]  整個十六章裏面
[00:06:37.240 --> 00:06:39.400]  由一至十三節裏面提到
[00:06:39.400 --> 00:06:43.640]  就是那個不義管家為將來的籌算
[00:06:43.640 --> 00:06:46.000]  作為一個首先的開始
[00:06:46.000 --> 00:06:47.440]  然後結束的部分
[00:06:47.440 --> 00:06:52.640]  同樣都是說為將來籌算這個向度
[00:06:52.640 --> 00:06:56.720]  來說財主和拉撒路的遭遇
[00:06:56.720 --> 00:06:59.400]  而中間有意思的地方就是
[00:06:59.400 --> 00:07:01.880]  夾雜著十四至十八節裏面
[00:07:01.880 --> 00:07:03.920]  就是耶穌回應了法利塞人
[00:07:03.920 --> 00:07:08.560]  在聽到耶穌說這個不義管家的教訓之後
[00:07:08.560 --> 00:07:12.080]  那種態度 那種嘲諷看不起耶穌
[00:07:12.080 --> 00:07:16.600]  哪有人會這樣做事
[00:07:16.600 --> 00:07:19.760]  然後路加醫生裏面
[00:07:19.760 --> 00:07:23.200]  在這裏特別強調了法利塞人那種人性
[00:07:23.200 --> 00:07:24.600]  在這個中間段落裏面
[00:07:24.600 --> 00:07:28.920]  他說這班人貪愛錢財
[00:07:28.920 --> 00:07:31.840]  所以如果我們把整個十六章裏面
[00:07:31.840 --> 00:07:35.600]  一次來看連貫性的時候
[00:07:35.600 --> 00:07:38.240]  三個段落都是以一個
[00:07:38.240 --> 00:07:45.200]  你要為將來打算的成為主題
[00:07:45.200 --> 00:07:47.800]  在這個部分裏面
[00:07:47.800 --> 00:07:50.240]  十九至二十一節
[00:07:50.240 --> 00:07:54.080]  關於財主與拉撒路的部分裏面
[00:07:54.080 --> 00:07:58.080]  是交代了兩個人的出場
[00:07:58.080 --> 00:08:00.400]  在這裏我們看到兩種人生
[00:08:00.400 --> 00:08:03.480]  拉撒路的人生是痛苦的
[00:08:03.480 --> 00:08:04.880]  我們看看當中的形容
[00:08:04.880 --> 00:08:08.640]  說他討飯散床
[00:08:08.640 --> 00:08:10.480]  甚至乎要仰賴財主
[00:08:10.480 --> 00:08:13.000]  桌子上掉下來的碎食充飢
[00:08:13.000 --> 00:08:15.520]  才能夠得到飽足
[00:08:15.520 --> 00:08:17.120]  有色經學者認為
[00:08:17.120 --> 00:08:21.240]  這個不是說拉撒路可以得到的那些餅碎那麼好
[00:08:21.240 --> 00:08:22.760]  即是說食物 食剩的那些
[00:08:22.760 --> 00:08:26.120]  那些掉下來的實質上的那些餅碎
[00:08:26.120 --> 00:08:28.760]  所謂叫做殘羹
[00:08:28.760 --> 00:08:30.920]  不是那麼理想的
[00:08:30.920 --> 00:08:32.760]  而是他只能夠
[00:08:32.760 --> 00:08:34.280]  撿到一些那些汁
[00:08:34.280 --> 00:08:38.720]  黏在衣服 衣物裏面的那些東西裏面
[00:08:38.720 --> 00:08:44.120]  才能夠得到滿足的那種境況
[00:08:44.120 --> 00:08:46.240]  因為沒有理由
[00:08:46.240 --> 00:08:48.000]  那些人吃完一大堆東西
[00:08:48.000 --> 00:08:50.520]  會比賽 比這個拉撒路
[00:08:50.520 --> 00:08:54.120]  甚至乎整個形容裏面
[00:08:54.120 --> 00:08:58.160]  是說這個拉撒路其實是很困難
[00:08:58.160 --> 00:08:59.880]  很無助
[00:08:59.880 --> 00:09:01.360]  我們可以想像得到
[00:09:01.360 --> 00:09:05.680]  他的生存空間是非常之狹小
[00:09:05.680 --> 00:09:08.960]  我們再看看關於這個拉撒路的形容的時候
[00:09:08.960 --> 00:09:09.960]  第21節說
[00:09:09.960 --> 00:09:13.480]  甚至有狗來舔他的瘡
[00:09:13.480 --> 00:09:16.840]  按照猶太人的文化來講
[00:09:16.840 --> 00:09:19.000]  有狗來舔他的瘡
[00:09:19.000 --> 00:09:23.400]  狗代表著不潔
[00:09:23.400 --> 00:09:30.880]  令人想到一個你不想接近他的一個狀況
[00:09:30.880 --> 00:09:32.640]  一個不潔的狀況
[00:09:32.640 --> 00:09:35.000]  一個很可憐的狀況
[00:09:35.000 --> 00:09:36.240]  那當然了
[00:09:36.240 --> 00:09:37.880]  有另一個說法
[00:09:37.880 --> 00:09:39.200]  就說狗
[00:09:39.200 --> 00:09:41.640]  這個所謂西方的說法
[00:09:41.640 --> 00:09:43.960]  就說狗去舔他這個瘡
[00:09:43.960 --> 00:09:48.240]  其實表達狗對拉撒路的憐憫
[00:09:48.240 --> 00:09:50.960]  是襯托出了財主的冷漠
[00:09:50.960 --> 00:09:53.600]  但無論如何
[00:09:53.600 --> 00:09:56.800]  我們看拉撒路的人生
[00:09:56.800 --> 00:10:00.560]  可以看到他是一個不猶自已的人生
[00:10:00.560 --> 00:10:04.680]  他沒有辦法靠自己的能力來改變命運
[00:10:04.680 --> 00:10:10.920]  一個令人心酸難過的人生際遇
[00:10:10.920 --> 00:10:14.400]  雖然他的名字拉撒路
[00:10:14.400 --> 00:10:19.760]  是表示一個神幫助的人
[00:10:19.760 --> 00:10:25.240]  一個神幫助的人竟然有這樣的下場
[00:10:25.240 --> 00:10:32.080]  或者可能讓我們引起不安的地方就是
[00:10:32.080 --> 00:10:36.400]  你會不會好像他這樣
[00:10:36.400 --> 00:10:40.040]  做一個上帝可以幫助的人
[00:10:40.040 --> 00:10:41.760]  而在這樣的光景
[00:10:41.760 --> 00:10:46.320]  拉撒路的光景讓我們想到的就是
[00:10:46.320 --> 00:10:49.840]  在現實生活裏面我們怎樣可以看到
[00:10:49.840 --> 00:10:55.720]  上帝去幫助一個人
[00:10:55.720 --> 00:10:58.720]  我們沒有辦法去明白
[00:10:58.720 --> 00:11:03.240]  看到一個這樣的人
[00:11:03.240 --> 00:11:06.840]  可以看到上帝是怎樣幫助他
[00:11:06.840 --> 00:11:10.800]  很不容易理解的一個安排
[00:11:10.800 --> 00:11:14.440]  拉撒路一個上帝幫助的人
[00:11:14.440 --> 00:11:17.440]  竟然是天天討飯在財主門口
[00:11:17.440 --> 00:11:25.000]  甚至最後群困潦倒地去死了
[00:11:25.000 --> 00:11:29.600]  而另一方面財主的出場介紹
[00:11:29.600 --> 00:11:33.400]  如果我們留心的話是來得很簡單
[00:11:33.400 --> 00:11:36.160]  而有一樣東西值得我們留心的就是
[00:11:36.160 --> 00:11:38.640]  財主沒有名字
[00:11:38.640 --> 00:11:41.960]  沒有名字在猶太文化裏面
[00:11:41.960 --> 00:11:48.560]  是很重要的一個意思
[00:11:48.560 --> 00:11:53.360]  沒有名字代表著沒有那個社會地位
[00:11:53.360 --> 00:11:55.120]  特別我們在聖經裏面看到
[00:11:55.120 --> 00:11:58.000]  名字是賦予了人的意義
[00:11:58.000 --> 00:12:03.600]  有名字被紀念是代表著他在社會上有地位
[00:12:03.600 --> 00:12:07.120]  特別是在上帝眼中有名字的時候
[00:12:07.120 --> 00:12:10.400]  是十分榮譽的事情
[00:12:10.400 --> 00:12:14.440]  昨天聖經裏面詩篇109篇的十三字裏面
[00:12:14.440 --> 00:12:15.560]  它講到說
[00:12:15.560 --> 00:12:17.040]  元太的後人斷絕
[00:12:17.040 --> 00:12:20.200]  名字被淘沒不存於下代
[00:12:20.200 --> 00:12:24.360]  很嚴重很緊要的一個咒咒
[00:12:24.360 --> 00:12:25.360]  名字
[00:12:25.360 --> 00:12:28.680]  名字代表著你的生命的延續
[00:12:28.680 --> 00:12:31.720]  而在這個《針研十章》的第七字裏面亦都講
[00:12:31.720 --> 00:12:34.360]  義人的紀念被稱讚
[00:12:34.360 --> 00:12:36.760]  惡人的名字必扭爛
[00:12:36.760 --> 00:12:43.840]  原來有名字被紀念是非常榮譽的事情
[00:12:43.840 --> 00:12:45.960]  所以當我們看這個比喻的時候
[00:12:45.960 --> 00:12:49.400]  我們不要錯過了這個細節
[00:12:49.400 --> 00:12:51.920]  一個有名的
[00:12:51.920 --> 00:12:54.160]  可以叫得出的拉薩路
[00:12:54.160 --> 00:12:59.480]  相對於一個沒有名字的財主
[00:12:59.480 --> 00:13:03.240]  在財主身上我們看到不單止他沒有名字
[00:13:03.240 --> 00:13:07.240]  另一方面更加看到他是穿著紫色袍和細麻衣服
[00:13:07.240 --> 00:13:09.640]  天天奢華艷樂
[00:13:09.640 --> 00:13:16.080]  穿著這個時態是一個表示出他習慣一路持續的意思
[00:13:16.080 --> 00:13:20.640]  紫色袍是一些貴重的物料
[00:13:20.640 --> 00:13:23.320]  價格公昂
[00:13:23.320 --> 00:13:26.640]  紫色亦都代表著尊貴榮譽
[00:13:26.640 --> 00:13:28.960]  而細麻布是講一些內衣
[00:13:28.960 --> 00:13:33.720]  連內衣都是用一些上等材料製成
[00:13:33.720 --> 00:13:37.440]  你可想而知這個財主多富貴
[00:13:37.440 --> 00:13:41.560]  而關鍵就是這個財主不單止奢華艷樂
[00:13:41.560 --> 00:13:43.640]  而且天天如此
[00:13:43.640 --> 00:13:50.200]  這個就表達了他那種所謂的窮奢極侈
[00:13:50.200 --> 00:13:52.920]  這個比較強烈的形容
[00:13:52.920 --> 00:13:55.080]  天天都艷樂
[00:13:55.080 --> 00:14:02.400]  我就想像不到究竟你天天要吃鮑魚鮑參翅肚會是甚麼一回事
[00:14:02.400 --> 00:14:10.640]  顯然這個財主給我們看到的是一個非常之豐富的人生
[00:14:10.640 --> 00:14:17.080]  非常之令人可以某個角度來說羨慕的人生
[00:14:17.080 --> 00:14:23.800]  如果財主和拉薩路的地位身份
[00:14:23.800 --> 00:14:25.800]  擺在你面前給你選擇的話
[00:14:25.800 --> 00:14:31.800]  我想你都不會真的很樂意去選擇拉薩路吧
[00:14:31.800 --> 00:14:34.520]  很老實說我就不願意了
[00:14:34.520 --> 00:14:36.440]  我就會最多說不如這樣吧
[00:14:36.440 --> 00:14:38.200]  中間行不行呢
[00:14:38.200 --> 00:14:41.440]  又不是拉薩路又不是財主
[00:14:41.440 --> 00:14:46.120]  這個就是香港人的聰明之處
[00:14:46.120 --> 00:14:53.360]  當我們看到拉薩路和財主的對照的時候
[00:14:53.360 --> 00:14:59.960]  我們會想到一個很重要的問題
[00:14:59.960 --> 00:15:06.080]  在門口的拉薩路財主是怎樣對待他呢
[00:15:06.080 --> 00:15:10.040]  財主有沒有照顧拉薩路呢
[00:15:10.040 --> 00:15:14.400]  一個很正常合理的推敲
[00:15:14.400 --> 00:15:17.080]  所以我就會想
[00:15:17.080 --> 00:15:19.960]  如果你是財主
[00:15:19.960 --> 00:15:25.080]  你看到拉薩路這樣你會怎樣做呢
[00:15:25.080 --> 00:15:30.400]  聖經沒有交代財主怎樣對待拉薩路
[00:15:30.400 --> 00:15:31.680]  或者這麼說
[00:15:31.680 --> 00:15:35.160]  聖經沒有說財主做過什麼
[00:15:35.160 --> 00:15:35.960]  很快的
[00:15:35.960 --> 00:15:39.560]  耶穌就說了兩個人死後的境況
[00:15:39.560 --> 00:15:42.000]  生前的拉薩路和財主是一個
[00:15:42.000 --> 00:15:46.600]  兩種世界兩個處境的人
[00:15:46.600 --> 00:15:49.680]  可以說是天淵之別
[00:15:49.680 --> 00:15:51.880]  高下立見
[00:15:51.880 --> 00:15:55.000]  但是死後的情況呢
[00:15:55.000 --> 00:16:00.920]  兩個人是不是都大家殊途同歸地
[00:16:00.920 --> 00:16:04.640]  去到那裡大家一起歡喜快樂呢
[00:16:04.640 --> 00:16:11.120]  聖經有一個很不簡單的描述
[00:16:11.120 --> 00:16:18.600]  22-26節裡面就記載了兩個人死後的際遇
[00:16:18.600 --> 00:16:21.000]  聖經裡面呈現出給我們眼前的
[00:16:21.000 --> 00:16:25.480]  是兩個完全不同的一個境況
[00:16:25.480 --> 00:16:26.360]  可以這麼說
[00:16:26.360 --> 00:16:30.200]  簡直是一個大反轉大翻身
[00:16:30.200 --> 00:16:32.920]  拉薩路在阿伯拉罕的懷裡
[00:16:32.920 --> 00:16:34.160]  這個聖經的形容
[00:16:34.160 --> 00:16:38.240]  不是說拉薩路死下死下地落到下面
[00:16:38.240 --> 00:16:42.160]  阿伯拉罕和他搓藥酒和他敷傷口
[00:16:42.160 --> 00:16:43.240]  不是這樣
[00:16:43.240 --> 00:16:47.080]  也不是抱著他像親他一樣
[00:16:47.080 --> 00:16:53.960]  按照一個我敬重的前輩楊牧師所說
[00:16:53.960 --> 00:16:59.960]  他說拉薩路和阿伯拉罕一同坐在飯桌裡面坐直
[00:16:59.960 --> 00:17:01.840]  這個是猶太的文化
[00:17:01.840 --> 00:17:05.280]  他說他是靠近阿伯拉罕
[00:17:05.280 --> 00:17:09.720]  情況就好像約翰福音13章23節裡面說
[00:17:09.720 --> 00:17:12.440]  主耶穌在逾節晚餐的時候
[00:17:12.440 --> 00:17:17.960]  有耶穌所愛的門徒靠近他的胸懷的情景一樣
[00:17:17.960 --> 00:17:19.160]  是和他一起吃飯
[00:17:19.160 --> 00:17:25.560]  很舒服靠在他旁邊的景象
[00:17:25.560 --> 00:17:29.200]  相比以往的拉薩路
[00:17:29.200 --> 00:17:31.800]  在世間上的日子
[00:17:31.800 --> 00:17:34.560]  那種招根本不可以招不保夕
[00:17:34.560 --> 00:17:38.320]  根本就是從頭到尾沒有一口好吃
[00:17:38.320 --> 00:17:41.320]  沒有人照顧那種淒涼的場景
[00:17:41.320 --> 00:17:44.520]  現在他離開了塵世之後
[00:17:44.520 --> 00:17:47.800]  竟然得到阿伯拉罕的眷顧
[00:17:47.800 --> 00:17:49.000]  或者應該這麼說
[00:17:49.000 --> 00:17:52.320]  他竟然可以得到上帝的恩典
[00:17:52.320 --> 00:17:54.280]  和阿伯拉罕一起
[00:17:54.280 --> 00:17:59.800]  這個場景是完全一個大的反轉
[00:17:59.800 --> 00:18:03.640]  一個大逆轉的景象
[00:18:03.640 --> 00:18:06.280]  我想像到這是一個很甜美
[00:18:06.280 --> 00:18:10.040]  很享受很滿足的感覺
[00:18:10.040 --> 00:18:12.960]  而聖經裡面進一步讓我們留意的
[00:18:12.960 --> 00:18:14.680]  就是財主的境況
[00:18:14.680 --> 00:18:16.640]  這個沒名字
[00:18:16.640 --> 00:18:18.960]  生前雖然生活如意
[00:18:18.960 --> 00:18:20.840]  日日如廁的人
[00:18:20.840 --> 00:18:25.120]  現在死後竟然落到陰間
[00:18:25.120 --> 00:18:27.280]  我想大家去明白一件事
[00:18:27.280 --> 00:18:30.280]  猶太人對於陰間的理解意象
[00:18:30.280 --> 00:18:31.880]  並不是我們中國文化裡面
[00:18:31.880 --> 00:18:33.960]  那種具有一種懲罰性的
[00:18:33.960 --> 00:18:36.360]  你落到地獄裡面
[00:18:36.360 --> 00:18:38.680]  就有煎炒煮炸來招呼你的
[00:18:38.680 --> 00:18:41.440]  不是這件事
[00:18:41.440 --> 00:18:42.240]  是受苦
[00:18:42.240 --> 00:18:43.000]  煎炒煮炸
[00:18:43.000 --> 00:18:45.480]  不是吃火鍋
[00:18:45.480 --> 00:18:47.640]  如果你去過胡文虎你就明白
[00:18:47.640 --> 00:18:48.720]  不過胡文虎現在還沒有
[00:18:48.720 --> 00:18:50.200]  我不是很記得
[00:18:50.200 --> 00:18:54.960]  胡文虎就有這種地獄的景象
[00:18:54.960 --> 00:18:56.680]  猶太人所說的陰間
[00:18:56.680 --> 00:19:01.520]  是指人死後聚集的地方
[00:19:01.520 --> 00:19:02.760]  當然了
[00:19:02.760 --> 00:19:05.440]  猶太人也有另一種
[00:19:05.440 --> 00:19:09.840]  對嚮往和列祖同在的榮譽的感覺
[00:19:09.840 --> 00:19:11.200]  那種觀念
[00:19:11.200 --> 00:19:13.600]  與列祖同葬同睡
[00:19:13.600 --> 00:19:16.840]  其實是一個猶太人非常重視的
[00:19:16.840 --> 00:19:24.000]  所謂死後的後代的觀念
[00:19:24.000 --> 00:19:27.480]  甚至乎我們可以在成經裡面看到
[00:19:27.480 --> 00:19:30.160]  有先知以利亞
[00:19:30.160 --> 00:19:33.080]  被接上升天的榮譽的感覺
[00:19:33.080 --> 00:19:36.400]  換言之這個在天上並與神同在
[00:19:36.400 --> 00:19:38.080]  在猶太人的文化裡面
[00:19:38.080 --> 00:19:42.320]  是非常被崇敬
[00:19:42.320 --> 00:19:45.600]  尊崇的一個期待
[00:19:45.600 --> 00:19:50.040]  所以耶穌就沿著這個信仰文化信念
[00:19:50.040 --> 00:19:53.800]  來挑戰讀者的思考
[00:19:53.800 --> 00:19:58.720]  生前和死後的對比
[00:19:58.720 --> 00:20:01.200]  因為猶太人習慣認為
[00:20:01.200 --> 00:20:04.840]  人生在世上有財富
[00:20:04.840 --> 00:20:07.840]  是上帝的賜福
[00:20:07.840 --> 00:20:11.720]  他們有很強烈的現世色彩
[00:20:11.720 --> 00:20:13.880]  今生今世才重要
[00:20:13.880 --> 00:20:16.200]  今生今世的環境
[00:20:16.200 --> 00:20:20.120]  去反映了上帝對我的祝福
[00:20:20.120 --> 00:20:23.720]  對於死後的理解
[00:20:23.720 --> 00:20:26.600]  猶太人相對而言
[00:20:26.600 --> 00:20:33.440]  是比較充滿了不清楚疑惑的地方
[00:20:33.440 --> 00:20:36.360]  這個說法我們可以透過在聖經裡面
[00:20:36.360 --> 00:20:39.600]  記載著法利塞人和薩都哥人
[00:20:39.600 --> 00:20:43.360]  經常去爭論有關復活的事情
[00:20:43.360 --> 00:20:46.840]  我們就可以明白到他們這個想法
[00:20:46.840 --> 00:20:48.800]  復活對於他們來說
[00:20:48.800 --> 00:20:51.760]  未能夠有一個很具體清楚
[00:20:51.760 --> 00:20:55.840]  清晰的一個觀念
[00:20:55.840 --> 00:20:59.160]  不過被接到天上
[00:20:59.160 --> 00:21:01.760]  與上帝同在的觀念
[00:21:01.760 --> 00:21:07.160]  仍然是猶太人對人生追求上的信念
[00:21:07.160 --> 00:21:10.360]  或者我們再留意有關財主的形容
[00:21:10.360 --> 00:21:12.200]  在第24節裡面
[00:21:12.200 --> 00:21:14.440]  財主在叫什麼
[00:21:14.440 --> 00:21:16.880]  他說阿伯拉罕我祖
[00:21:16.880 --> 00:21:18.040]  可憐我
[00:21:18.040 --> 00:21:22.920]  叫拉薩路給點點水來點我的舌頭
[00:21:22.920 --> 00:21:27.480]  我在這裡極其痛苦
[00:21:27.480 --> 00:21:31.520]  這個時候的財主在陰間受苦
[00:21:31.520 --> 00:21:34.000]  受苦的情況是滴水不沾
[00:21:34.000 --> 00:21:35.400]  苦不堪言
[00:21:35.400 --> 00:21:39.880]  他很渴求得著滿足
[00:21:39.880 --> 00:21:44.920]  不過可惜他只能夠在這裡哭喊
[00:21:44.920 --> 00:21:47.720]  他看到拉薩路的現況
[00:21:47.720 --> 00:21:52.440]  就哀求阿伯拉罕差遣拉薩路來幫他
[00:21:52.440 --> 00:21:56.600]  這是非常戲劇性的一幕
[00:21:56.600 --> 00:21:59.600]  我們想一想當中的記載
[00:21:59.600 --> 00:22:03.640]  用指尖沾一點水
[00:22:03.640 --> 00:22:05.160]  一點點就可以了
[00:22:05.160 --> 00:22:07.280]  涼涼我的舌頭
[00:22:07.280 --> 00:22:09.600]  相對於前面的記載
[00:22:09.600 --> 00:22:10.600]  21節說
[00:22:10.600 --> 00:22:16.440]  想得財主赤子上掉下來的碎石充饑
[00:22:16.440 --> 00:22:19.280]  碎石和點點水
[00:22:19.280 --> 00:22:23.640]  這個對比充滿了戲劇效果
[00:22:23.640 --> 00:22:27.400]  大家也想找一點
[00:22:27.400 --> 00:22:31.320]  不同的場景
[00:22:31.320 --> 00:22:36.160]  不同的社會地位
[00:22:36.160 --> 00:22:41.080]  但同樣渴求的也要有滿足
[00:22:41.080 --> 00:22:43.800]  在不同的境界裡
