
[00:00:00.000 --> 00:00:02.800]  《聖經》的不同經卷都有些喜好
[00:01:17.140 --> 00:01:17.940]  大家都很懂
[00:01:17.940 --> 00:01:18.940]  死路一條而已
[00:01:18.940 --> 00:01:20.840]  但是竟然要買她回來
[00:01:20.840 --> 00:01:21.840]  聖經就說
[00:01:21.840 --> 00:01:23.940]  《河西亞仙姿》用錢
[00:01:23.940 --> 00:01:26.740]  和大麥一鵝媒二半
[00:01:26.740 --> 00:01:29.340]  就是銀子不知多少赤克勒
[00:01:29.340 --> 00:01:30.140]  買她回來
[00:01:30.140 --> 00:01:31.840]  還要去愛她
[00:01:31.840 --> 00:01:33.840]  我們這麼看就不太明白
[00:01:33.840 --> 00:01:36.140]  為什麼他又要給錢
[00:01:36.140 --> 00:01:39.340]  又要給墨紙來買她呢?
[00:01:39.340 --> 00:01:40.340]  其實很簡單
[00:01:40.340 --> 00:01:41.840]  但是夠不夠錢?
[00:01:41.840 --> 00:01:43.340]  不夠錢
[00:01:43.340 --> 00:01:46.340]  就把家裡的糧食搭滿
[00:01:46.340 --> 00:01:49.140]  如果你看到大麥你就知道
[00:01:49.140 --> 00:01:51.540]  現在我們這個年代講健康
[00:01:51.540 --> 00:01:53.640]  我們喜歡吃糙米
[00:01:53.640 --> 00:01:54.940]  是不是叫糙米?
[00:01:54.940 --> 00:01:56.140]  紅米
[00:01:56.140 --> 00:01:57.840]  不要吃小米
[00:01:57.840 --> 00:01:59.440]  小米的機器有問題
[00:01:59.440 --> 00:02:00.540]  你知道嗎?
[00:02:00.540 --> 00:02:01.040]  好了
[00:02:01.040 --> 00:02:04.040]  就用麥維他消化餅
[00:02:04.040 --> 00:02:06.740]  但是原來在舊約的年代裡面
[00:02:06.740 --> 00:02:08.940]  是窮的人才吃大麥
[00:02:08.940 --> 00:02:10.040]  因為很粗糙
[00:02:10.040 --> 00:02:14.140]  那些生活比較好的人
[00:02:14.140 --> 00:02:15.740]  是吃小麥的
[00:02:15.740 --> 00:02:18.940]  那些粉磨出來是比較滑的
[00:02:18.940 --> 00:02:22.140]  就是說《河西亞仙姿》是一個窮的仙姿
[00:02:22.140 --> 00:02:25.440]  但是他還要去賺錢
[00:02:25.640 --> 00:02:27.740]  又要買糧食
[00:02:27.740 --> 00:02:30.540]  就是用糧食來買這個淫婦回來
[00:02:30.540 --> 00:02:32.040]  還要愛她
[00:02:32.040 --> 00:02:33.040]  哇
[00:02:33.040 --> 00:02:34.640]  這是很大的事情
[00:02:34.640 --> 00:02:36.540]  原來為什麼呢?
[00:02:36.540 --> 00:02:39.540]  神是讓《河西亞仙姿》經歷了一件事情
[00:02:39.540 --> 00:02:42.440]  然後就可以體會到神的心腸是什麼呢?
[00:02:42.440 --> 00:02:46.940]  神的子民在屬靈上有淫亂
[00:02:46.940 --> 00:02:48.540]  拜偶像
[00:02:48.540 --> 00:02:51.240]  但是神仍然愛他們
[00:02:51.240 --> 00:02:54.640]  甚至如果用現在新的角度就是
[00:02:54.740 --> 00:02:57.140]  用耶穌的生命來救贖我們
[00:02:57.140 --> 00:02:59.540]  我們其實是不值得神去愛的
[00:02:59.540 --> 00:03:02.040]  但是買她回來還要去愛她
[00:03:02.040 --> 00:03:06.140]  所以《河西亞仙姿》是一篇很柔情的書
[00:03:06.140 --> 00:03:09.140]  還有很多很漂亮的比喻
[00:03:09.140 --> 00:03:10.640]  比如《河西亞仙姿》說
[00:03:10.640 --> 00:03:12.040]  你們的良善
[00:03:12.040 --> 00:03:14.640]  就好像早晨的雲霧
[00:03:14.640 --> 00:03:16.840]  猶如速散的甘露
[00:03:16.840 --> 00:03:19.740]  早晨的雲霧是很漂亮的
[00:03:19.740 --> 00:03:21.140]  但是太陽一出來又怎樣呢?
[00:03:21.140 --> 00:03:22.340]  沒有了
[00:03:22.440 --> 00:03:25.640]  甘露停留在樹葉上
[00:03:25.640 --> 00:03:27.240]  但是太陽一出來又怎樣呢?
[00:03:27.240 --> 00:03:28.640]  馬上被蒸發
[00:03:28.640 --> 00:03:31.040]  祂說你們的良善就是這樣
[00:03:31.040 --> 00:03:33.140]  我們每個人都有良善的一面
[00:03:33.140 --> 00:03:35.040]  但是有時候很容易會放棄
[00:03:35.040 --> 00:03:37.440]  有很多這樣的比喻
[00:03:37.440 --> 00:03:40.640]  於是《河西亞仙姿》是一篇很柔情的書
[00:03:40.640 --> 00:03:41.240]  OK
[00:03:41.240 --> 00:03:42.140]  所以我很喜歡
[00:03:42.140 --> 00:03:44.740]  另外一本書就是我們今晚要研究的
[00:03:44.740 --> 00:03:46.240]  叫做《阿摩斯書》
[00:03:46.240 --> 00:03:49.640]  《阿摩斯書》不是因為我曾經住過摩羅街
[00:03:49.640 --> 00:03:50.440]  有個摩字
[00:03:50.440 --> 00:03:51.940]  而我的樣子又像摩羅叉
[00:03:51.940 --> 00:03:53.240]  所以我就喜歡這本書
[00:03:53.240 --> 00:03:54.340]  不是,不關事的
[00:03:54.340 --> 00:03:56.440]  《阿摩斯書》是什麼呢?
[00:03:56.440 --> 00:03:58.240]  是另一個極端
[00:03:58.240 --> 00:03:59.440]  是講公義
[00:03:59.440 --> 00:04:02.140]  是為公義而發聲
[00:04:02.140 --> 00:04:07.340]  我們今晚就會看背景和悼論
[00:04:07.340 --> 00:04:10.540]  你留意在《阿摩斯書》裡面很少
[00:04:10.540 --> 00:04:11.240]  不是沒有
[00:04:11.240 --> 00:04:13.040]  是很少的內容
[00:04:13.040 --> 00:04:14.740]  是責備他們拜偶像
[00:04:14.740 --> 00:04:18.840]  但是是在講社會的不公平
[00:04:18.840 --> 00:04:21.640]  有錢的人來剝削窮人
[00:04:22.040 --> 00:04:24.640]  用鬼債的手段謀取暴利
[00:04:24.640 --> 00:04:28.540]  窮的人還被繼續來帶去剝削
[00:04:28.540 --> 00:04:30.840]  去為這些事情發聲
[00:04:30.840 --> 00:04:33.840]  所以為什麼這次我會選擇《阿摩斯書》呢?
[00:04:33.840 --> 00:04:37.140]  就是跟我們今天香港的社會
[00:04:37.140 --> 00:04:38.840]  是相似的
[00:04:38.840 --> 00:04:42.640]  所以我們就需要來帶去讀這本書
[00:04:42.640 --> 00:04:44.140]  你看回這本書
[00:04:44.140 --> 00:04:46.540]  聖經不只是叫我們彼此相愛
[00:04:46.540 --> 00:04:48.040]  這是對的,不是錯的
[00:04:48.040 --> 00:04:51.340]  不只是在教會裡面讀一些經文
[00:04:51.340 --> 00:04:53.940]  你沒有為公義而發聲
[00:04:53.940 --> 00:04:57.140]  為不公平的事情來帶去發聲
[00:04:57.140 --> 00:04:59.340]  譬如很簡單舉個例子
[00:04:59.340 --> 00:05:01.540]  香港2月1日開始
[00:05:01.540 --> 00:05:04.540]  那個所謂福利政策又改變了
[00:05:04.540 --> 00:05:05.640]  知道是什麼嗎?
[00:05:05.640 --> 00:05:07.940]  你們還沒有資格
[00:05:07.940 --> 00:05:10.140]  61歲到64歲的那些
[00:05:10.140 --> 00:05:14.040]  就要來帶去剝削他們的綜援
[00:05:14.040 --> 00:05:16.640]  但是這次反對聲音很大
[00:05:16.640 --> 00:05:18.740]  於是就會來帶去
[00:05:18.740 --> 00:05:21.540]  表面就說好,我們給你1160元
[00:05:21.540 --> 00:05:23.640]  但是這個就不是叫福利了
[00:05:23.640 --> 00:05:24.540]  就叫做什麼呢?
[00:05:24.540 --> 00:05:25.740]  什麼工作
[00:05:25.740 --> 00:05:27.940]  什麼補貼那些
[00:05:27.940 --> 00:05:29.840]  但是不做事也能給的
[00:05:29.840 --> 00:05:32.040]  其實就是找個下台階
[00:05:32.040 --> 00:05:34.940]  但是仍然有幾百元的其他的津貼
[00:05:34.940 --> 00:05:36.140]  其實是被剝削了
[00:05:36.140 --> 00:05:38.340]  那麼我們有沒有為這些人
[00:05:38.340 --> 00:05:42.240]  我們知道有些人真的不是很好的
[00:05:42.240 --> 00:05:44.240]  就是不做事拿綜援的
[00:05:44.240 --> 00:05:45.740]  但是問題就是
[00:05:45.740 --> 00:05:48.840]  我們大部分的人真的有時候是做不了事的
[00:05:48.840 --> 00:05:52.540]  教會的工作很重要
[00:05:52.540 --> 00:05:53.840]  是要貼地的
[00:05:53.840 --> 00:05:55.340]  所以我是很貼地的
[00:05:55.340 --> 00:05:56.240]  因為我的鞋子很薄的
[00:05:56.240 --> 00:05:58.140]  穿到都爛了
[00:05:58.140 --> 00:06:01.740]  我是塞紙皮進去
[00:06:01.740 --> 00:06:04.340]  就是只要表面沒有掉
[00:06:04.340 --> 00:06:05.740]  我真的沒有騙你的
[00:06:05.740 --> 00:06:07.040]  我塞了紙皮進去
[00:06:07.040 --> 00:06:08.640]  這件衣服的碼數不對的
[00:06:08.640 --> 00:06:09.440]  你有沒有留意到?
[00:06:09.440 --> 00:06:11.140]  是我在外國那裡買的
[00:06:11.140 --> 00:06:13.440]  所以又露帶又什麼的
[00:06:13.540 --> 00:06:16.540]  但是擋住了就算了
[00:06:16.540 --> 00:06:18.240]  就是OK的
[00:06:18.240 --> 00:06:20.540]  林鄭月娥就說
[00:06:20.540 --> 00:06:22.340]  我已經過了60歲了
[00:06:22.340 --> 00:06:24.240]  我還可以做十幾個小時的事情
[00:06:24.240 --> 00:06:26.340]  如果你有聽我講永善論壇
[00:06:26.340 --> 00:06:27.740]  我是做特首
[00:06:27.740 --> 00:06:29.140]  有很多人幫你守的
[00:06:29.140 --> 00:06:30.440]  是做文職的
[00:06:30.440 --> 00:06:32.240]  你想想現在60多歲的人
[00:06:32.240 --> 00:06:34.540]  他們應該是50年代左右出生的
[00:06:34.540 --> 00:06:35.840]  50年代出生的人
[00:06:35.840 --> 00:06:37.640]  不是每個人都有學識的
[00:06:37.640 --> 00:06:39.440]  可能他們是做粗重事的
[00:06:39.440 --> 00:06:40.440]  做地盤的
[00:06:40.440 --> 00:06:41.740]  去到60歲左右
[00:06:41.740 --> 00:06:42.840]  他們很辛苦的
[00:06:42.940 --> 00:06:44.440]  接著我就挑戰政府
[00:06:44.440 --> 00:06:46.540]  我說你政府有沒有帶頭呢?
[00:06:46.540 --> 00:06:49.540]  請60歲以外的那些人
[00:06:49.540 --> 00:06:50.840]  來帶他們去做事呢?
[00:06:50.840 --> 00:06:53.340]  其實不是這麼容易的
[00:06:53.340 --> 00:06:55.040]  我要講教會
[00:06:55.040 --> 00:06:56.140]  坦白地講
[00:06:56.140 --> 00:06:58.340]  如果你有聽我這一集
[00:06:58.340 --> 00:07:00.040]  我教會請全道人
[00:07:00.040 --> 00:07:03.740]  現在很多是50多歲之後才讀神學的
[00:07:03.740 --> 00:07:05.140]  我今年感恩
[00:07:05.140 --> 00:07:06.940]  我今年是事主第40年了
[00:07:06.940 --> 00:07:09.340]  我很小的時候就已經奉獻了
[00:07:09.340 --> 00:07:11.740]  但是在這十幾年就轉變了很多
[00:07:11.840 --> 00:07:14.940]  人們是退休了才延續他們的生命
[00:07:14.940 --> 00:07:17.040]  如果我作為一個教會的牧者
[00:07:17.040 --> 00:07:18.940]  如果我要請一個全道人
[00:07:18.940 --> 00:07:20.240]  他剛剛神學畢業
[00:07:20.240 --> 00:07:22.040]  但原來已經是54歲了
[00:07:22.040 --> 00:07:22.940]  我心想
[00:07:22.940 --> 00:07:25.240]  多做6年
[00:07:25.240 --> 00:07:26.340]  可能你就
[00:07:26.340 --> 00:07:28.440]  Sayonara
[00:07:28.440 --> 00:07:30.940]  Japanese goodbye
[00:07:30.940 --> 00:07:32.840]  Whisper sayonara
[00:07:32.840 --> 00:07:34.740]  這首是很傳統的歌
[00:07:34.740 --> 00:07:36.040]  好了
[00:07:36.040 --> 00:07:38.440]  是不是叫做《櫻花戀》
[00:07:38.440 --> 00:07:40.440]  是威廉.賀頓的
[00:07:40.540 --> 00:07:42.540]  大家不知道我是誰就算了
[00:07:42.540 --> 00:07:46.940]  不是,是桂河橋,另一個
[00:07:46.940 --> 00:07:48.940]  吹不到
[00:07:48.940 --> 00:07:52.840]  一會兒吹給你聽
[00:07:52.840 --> 00:07:55.240]  桂河橋是吹口哨的
[00:07:55.240 --> 00:08:01.040]  那個就是桂河橋
[00:08:01.040 --> 00:08:02.940]  不要考我,幸好我懂
[00:08:02.940 --> 00:08:05.440]  廢話
[00:08:05.440 --> 00:08:08.340]  你留意到
[00:08:08.340 --> 00:08:11.340]  不是那麼多人可以來和去
[00:08:11.340 --> 00:08:13.040]  六十多歲可以做到事情
[00:08:13.040 --> 00:08:15.640]  都挺悲哀的
[00:08:15.640 --> 00:08:18.340]  譬如我作為一個牧者
[00:08:18.340 --> 00:08:20.140]  如果一個人去應徵我的教會
[00:08:20.140 --> 00:08:22.140]  已經56歲或者54歲
[00:08:22.140 --> 00:08:23.440]  做幾年就完
[00:08:23.440 --> 00:08:25.340]  你頭兩年要適應的
[00:08:25.340 --> 00:08:26.340]  我不會考慮
[00:08:26.340 --> 00:08:28.240]  如果讓我選,我選一個年輕一點的
[00:08:28.240 --> 00:08:30.640]  我說就算教會也會有這些情況出現
[00:08:30.640 --> 00:08:32.440]  特別是一些初出茅廬的人
[00:08:32.440 --> 00:08:33.840]  沒有經驗的人
[00:08:33.840 --> 00:08:35.340]  所以我們都要去
[00:08:35.340 --> 00:08:37.240]  譬如我們會說
[00:08:37.240 --> 00:08:38.840]  為公義去發聲
[00:08:38.840 --> 00:08:39.840]  這個很重要
[00:08:39.840 --> 00:08:43.240]  《阿摩斯書》就是為了當時的社會
[00:08:43.240 --> 00:08:45.440]  很多不公平的事情來發聲
[00:08:45.440 --> 00:08:47.840]  所以我很喜歡《阿摩斯書》
[00:08:47.840 --> 00:08:50.640]  而且它是非常有邏輯的
[00:08:50.640 --> 00:08:52.940]  我們稍後會看看這些經文
[00:08:52.940 --> 00:08:53.440]  好了
[00:08:53.440 --> 00:08:55.540]  我已經說了我會選《阿摩斯書》
[00:08:55.540 --> 00:08:58.540]  我要將這段聖經解釋完之後
[00:08:58.540 --> 00:09:00.440]  再應用在我們今天的生活裡面
[00:09:00.440 --> 00:09:02.440]  我們先說說什麼叫做先知
[00:09:02.440 --> 00:09:03.540]  什麼叫做先知?
[00:09:04.940 --> 00:09:07.340]  先知就是先覺
[00:09:07.340 --> 00:09:08.140]  OK
[00:09:08.140 --> 00:09:09.740]  不是先死
[00:09:09.740 --> 00:09:10.440]  OK
[00:09:10.440 --> 00:09:12.040]  先知
[00:09:12.040 --> 00:09:15.740]  我們一想到先知就一定會說預言
[00:09:15.740 --> 00:09:16.840]  請你記住
[00:09:16.840 --> 00:09:19.740]  先知不一定是說預言的
[00:09:19.740 --> 00:09:22.840]  先知是什麼呢?
[00:09:22.840 --> 00:09:24.940]  很簡單的解釋
[00:09:24.940 --> 00:09:27.340]  神的代言人
[00:09:27.340 --> 00:09:28.340]  就是這個定義
[00:09:28.340 --> 00:09:29.540]  神的代言人
[00:09:29.540 --> 00:09:31.440]  是代神來說話的
[00:09:31.440 --> 00:09:34.640]  不一定是說預言的
[00:09:34.640 --> 00:09:39.940]  我們要留意到預言和應許是有不同的
[00:09:39.940 --> 00:09:44.240]  預言就是告訴你什麼時候一件事會發生
[00:09:44.240 --> 00:09:44.840]  很簡單
[00:09:44.840 --> 00:09:46.540]  我們有一群去以色列的團友
[00:09:46.540 --> 00:09:48.140]  聖經裡面很清楚地說
[00:09:48.140 --> 00:09:49.540]  以色列會亡國
[00:09:49.540 --> 00:09:51.740]  但是他被巴比倫亡了之後
[00:09:51.740 --> 00:09:53.540]  他七十年會歸回
[00:09:53.540 --> 00:09:57.940]  但是後來他們又被人來驅散在世界各地
[00:09:57.940 --> 00:10:00.440]  但是終於有一天他們會復國
[00:10:00.440 --> 00:10:02.140]  這個就叫做預言
[00:10:02.140 --> 00:10:04.240]  你看到以色列是復國的
[00:10:04.240 --> 00:10:04.740]  是不是?
[00:10:04.740 --> 00:10:05.440]  1948年
[00:10:05.440 --> 00:10:07.540]  你看到那個真實性
[00:10:07.540 --> 00:10:08.140]  好了
[00:10:08.140 --> 00:10:09.240]  應許
[00:10:09.240 --> 00:10:12.040]  應許就是神會答應我們一些事情
[00:10:12.040 --> 00:10:13.040]  譬如是什麼?
[00:10:13.040 --> 00:10:16.440]  這個就是普遍一點的
[00:10:16.440 --> 00:10:19.440]  譬如說如果我們能夠彼此相愛的時候
[00:10:19.440 --> 00:10:20.740]  神自然會愛我們
[00:10:20.740 --> 00:10:23.940]  譬如我們願意為神擺上用信心
[00:10:23.940 --> 00:10:26.740]  獻上我們的十分之一或者更多的時候
[00:10:26.740 --> 00:10:28.440]  神會傾福於我們
[00:10:28.440 --> 00:10:29.840]  甚至無處可用
[00:10:29.840 --> 00:10:30.940]  這些就是應許
[00:10:30.940 --> 00:10:33.040]  特別有時候你要祈禱的時候
[00:10:33.040 --> 00:10:35.840]  要拿著神的應許跟神講述
[00:10:35.840 --> 00:10:37.340]  怎麼跟神講述呢?
[00:10:37.340 --> 00:10:40.140]  譬如當年我媽媽離開世界的時候
[00:10:40.140 --> 00:10:41.540]  我媽媽是很健康
[00:10:41.540 --> 00:10:43.340]  四十二歲就離開世界了
[00:10:43.340 --> 00:10:44.540]  也是很健康
[00:10:44.540 --> 00:10:45.740]  但是誰知道後來肚子痛
[00:10:45.740 --> 00:10:46.740]  送進醫院
[00:10:46.740 --> 00:10:49.240]  誰知道很快就發現了
[00:10:49.240 --> 00:10:50.540]  她有腸癌
[00:10:50.540 --> 00:10:52.740]  但是完全做不到任何事情
[00:10:52.740 --> 00:10:55.340]  我媽媽很快就離開世界
[00:10:55.340 --> 00:10:56.440]  不到三個月
[00:10:56.440 --> 00:10:57.940]  我那時候就心急了
[00:10:57.940 --> 00:10:58.640]  糟糕了
[00:10:58.640 --> 00:11:00.040]  因為我當時還想著
[00:11:00.040 --> 00:11:02.940]  慢慢慢慢才可以跟媽媽傳福音
[00:11:02.940 --> 00:11:03.440]  我有的
[00:11:03.440 --> 00:11:04.240]  不過不著急
[00:11:04.240 --> 00:11:06.040]  因為還有很多時間
[00:11:06.040 --> 00:11:07.240]  但是現在不行了
[00:11:07.240 --> 00:11:08.040]  怎麼辦呢?
[00:11:08.040 --> 00:11:10.340]  不斷地帶她去迫切祈禱
[00:11:10.340 --> 00:11:11.240]  那祈禱怎麼樣呢?
[00:11:11.240 --> 00:11:12.340]  拿著神的應許
[00:11:12.340 --> 00:11:13.340]  我問神
[00:11:13.340 --> 00:11:15.040]  祢曾經應許過
[00:11:15.040 --> 00:11:17.840]  祢願意萬人得救
[00:11:17.840 --> 00:11:19.340]  明白真道
[00:11:19.340 --> 00:11:20.040]  是不是?
[00:11:20.040 --> 00:11:20.640]  我問神
[00:11:20.640 --> 00:11:21.740]  我媽媽也是人
[00:11:21.740 --> 00:11:22.840]  祢幫助她
[00:11:22.840 --> 00:11:25.240]  讓她能夠真的在離開世界之前
[00:11:25.240 --> 00:11:28.040]  都能夠去決志接受祢
[00:11:28.040 --> 00:11:31.740]  你一定要拿著這些應許跟神來講述
[00:11:31.740 --> 00:11:33.140]  結果神也很憐憫
[00:11:33.140 --> 00:11:35.040]  在我媽媽離開世界之前三天
[00:11:35.040 --> 00:11:36.740]  她終於來信主了
[00:11:36.740 --> 00:11:39.240]  我還有一位護士來跟她傳福音
[00:11:39.240 --> 00:11:41.340]  這個護士是我自己教會的團友
[00:11:41.340 --> 00:11:43.540]  但是我失去了我自己的教會
[00:11:43.540 --> 00:11:44.540]  四年了
[00:11:44.540 --> 00:11:47.440]  我奉獻獨臣後就失去了
[00:11:47.440 --> 00:11:49.840]  但是竟然幾年都沒有回去
[00:11:49.840 --> 00:11:51.640]  但是偶然回去一次
[00:11:51.640 --> 00:11:53.440]  竟然在樓下碰到她
[00:11:53.440 --> 00:11:55.040]  我是回宣道會北角堂的
[00:11:55.040 --> 00:11:56.540]  也有幾百人聚會的
[00:11:56.540 --> 00:11:58.740]  散了會碰到一個人
[00:11:58.740 --> 00:12:00.640]  還是幾年沒見過
[00:12:00.640 --> 00:12:02.840]  原來他在我媽媽的醫院當護士
[00:12:02.840 --> 00:12:04.640]  後來他帶了我媽媽去信耶穌
[00:12:04.640 --> 00:12:06.040]  好像是偶然,但不是
[00:12:06.040 --> 00:12:07.640]  這就是神的恩典
[00:12:07.640 --> 00:12:08.940]  所以今天我們去祈禱
[00:12:08.940 --> 00:12:12.340]  懂不懂得拿著神的應許來禱告
[00:12:12.340 --> 00:12:16.940]  應許跟預言是不同的
[00:12:16.940 --> 00:12:18.140]  是有分別的
[00:12:18.140 --> 00:12:18.840]  好了
[00:12:18.840 --> 00:12:21.440]  還有先知最重要的是什麼呢?
[00:12:21.440 --> 00:12:24.540]  其實先知最重要是講道
[00:12:24.540 --> 00:12:27.340]  我們經常問有沒有先知的恩賜
[00:12:27.340 --> 00:12:30.240]  如果我們來看哥林多前書第十四章
[00:12:30.240 --> 00:12:31.640]  大家有沒有聖經呢?
[00:12:31.640 --> 00:12:32.840]  我們一起來看
[00:12:32.840 --> 00:12:34.440]  這裡講到什麼呢?
[00:12:34.440 --> 00:12:37.640]  就是在講方言
[00:12:37.640 --> 00:12:41.440]  還有講道的關係
[00:12:41.440 --> 00:12:45.140]  我們一起來看
[00:12:45.140 --> 00:12:47.940]  有沒有人可以幫我拿著麥克風呢?
[00:12:47.940 --> 00:12:51.440]  讓我叫弟兄姊妹讀聖經的時候
[00:12:51.440 --> 00:12:53.340]  一樣可以拿著麥克風
[00:12:53.340 --> 00:12:56.540]  但是我又可以帶他們去喝水
[00:12:56.540 --> 00:12:58.840]  哥林多前書
[00:12:58.840 --> 00:12:59.840]  姊妹也可以
[00:12:59.840 --> 00:13:05.440]  第十四章的第十三節
[00:13:05.440 --> 00:13:08.840]  我們由第十二節讀起
[00:13:08.840 --> 00:13:11.340]  從第十二節讀起到第十三節
[00:13:11.340 --> 00:13:12.740]  十二、十三兩節
[00:13:12.740 --> 00:13:13.240]  好
[00:13:13.240 --> 00:13:17.240]  哥林多前書第十四章的十二、十三兩節
[00:13:17.240 --> 00:13:18.640]  我們一起來讀
[00:13:28.640 --> 00:13:31.040]  所以那說方言的
[00:13:31.040 --> 00:13:34.340]  就當求著能力來
[00:13:34.340 --> 00:13:36.240]  這裡很清楚地說
[00:13:36.240 --> 00:13:38.940]  就是今天我們要切務熟能的恩賜
[00:13:38.940 --> 00:13:39.940]  如果講方言
[00:13:39.940 --> 00:13:41.640]  有些人來也是去翻譯的
[00:13:41.640 --> 00:13:43.540]  但是你不只是講方言
[00:13:43.540 --> 00:13:44.840]  最重要是講道
[00:13:44.840 --> 00:13:46.740]  其實那個講道是什麼呢?
[00:13:46.740 --> 00:13:48.340]  我們跳上去
[00:13:48.340 --> 00:13:52.440]  第十四章第三節
[00:13:52.440 --> 00:13:53.740]  我們一起來讀
[00:13:56.640 --> 00:14:01.240]  是對人說要造就安慰勸勉人
[00:14:01.240 --> 00:14:03.040]  先知講道
[00:14:03.040 --> 00:14:05.140]  就是來造就人
[00:14:05.140 --> 00:14:06.940]  他沒有否定講方言
[00:14:06.940 --> 00:14:08.740]  講方言是你自己的
[00:14:08.740 --> 00:14:11.240]  原來先知記住就是什麼?
[00:14:11.240 --> 00:14:12.540]  定義是什麼?
[00:14:12.540 --> 00:14:13.940]  什麼人?
[00:14:13.940 --> 00:14:15.440]  神的代言人
[00:14:15.440 --> 00:14:19.240]  我們看到明星什麼什麼代言人
[00:14:19.240 --> 00:14:21.640]  原來先知就是神的代言人
[00:14:21.640 --> 00:14:24.040]  代替神來宣講信息
[00:14:24.040 --> 00:14:27.640]  所以未必一定是講預言的
[00:14:27.640 --> 00:14:30.640]  如果你留意到在舊約聖經裡面的小先知
[00:14:30.640 --> 00:14:32.140]  他們也沒有什麼
[00:14:32.140 --> 00:14:33.540]  未必一定會講預言的
[00:14:33.540 --> 00:14:34.540]  好了
[00:14:34.540 --> 00:14:36.440]  仕途是什麼呢?
[00:14:36.440 --> 00:14:38.140]  我們要有些定義
[00:14:38.140 --> 00:14:39.940]  仕途就是
[00:14:39.940 --> 00:14:43.140]  為神所揀選
[00:14:43.140 --> 00:14:45.940]  特別有時候是指開方的
[00:14:45.940 --> 00:14:47.240]  好,我想問問大家
[00:14:47.240 --> 00:14:49.240]  現在是過了十五分鐘了
[00:14:49.240 --> 00:14:50.240]  廣告時間
[00:14:50.240 --> 00:14:51.340]  我想問問大家
[00:14:51.340 --> 00:14:53.640]  你不用理會,糟糕了
[00:14:53.640 --> 00:14:54.740]  信徒
[00:14:54.740 --> 00:14:56.540]  基督徒
[00:14:56.540 --> 00:14:58.040]  門徒
[00:14:58.040 --> 00:14:59.340]  仕途
[00:14:59.340 --> 00:15:01.140]  你可不可以很清楚
[00:15:01.140 --> 00:15:03.340]  給這個定義
[00:15:03.340 --> 00:15:06.740]  認為自己是信徒的請舉手
[00:15:06.740 --> 00:15:10.440]  糟糕了,這樣才是信耶穌的
[00:15:10.440 --> 00:15:11.640]  那我是不是要開報道會呢?
[00:15:11.640 --> 00:15:12.540]  OK,OK,OK
[00:15:12.540 --> 00:15:13.840]  是信徒的請舉手
[00:15:13.840 --> 00:15:16.140]  說自己是基督徒的請舉手
