
[00:00:00.000 --> 00:00:03.320]  我們今天講到的這個講題
[00:01:52.380 --> 00:01:58.720]  因為我們這個身體進入不了我們永生的環境
[00:01:58.720 --> 00:02:01.960]  我們也知道了,我們在上一次講了第一講
[00:02:01.960 --> 00:02:04.220]  關於哥倫多前書第十五章
[00:02:04.220 --> 00:02:05.580]  現在講第二講
[00:02:05.580 --> 00:02:11.540]  上次提到耶穌基督的出生和復活的鐵證
[00:02:11.540 --> 00:02:13.860]  無論在聖經描述
[00:02:13.860 --> 00:02:17.180]  有二百萬人去見到
[00:02:17.180 --> 00:02:21.820]  或者在歷史裡面怎樣去描述耶穌基督的出生、死亡
[00:02:21.820 --> 00:02:25.240]  以及之後還有很多門徒去跟從
[00:02:25.240 --> 00:02:29.240]  又見到復活的生命扭轉人生
[00:02:29.240 --> 00:02:33.580]  以及在裡面提到我們怎樣去期待
[00:02:33.580 --> 00:02:38.220]  而我們今天就會講到復活那一刻的情境是什麼
[00:02:38.220 --> 00:02:40.920]  當然那一刻的情境之先
[00:02:40.920 --> 00:02:43.400]  發生的事情我們也會帶及
[00:02:43.400 --> 00:02:44.740]  而我們也知道
[00:02:44.740 --> 00:02:48.240]  我們很多在看末世有關的電影
[00:02:48.240 --> 00:02:54.460]  我們也看到末世有關的電影通常都會帶出一個結論
[00:02:54.460 --> 00:02:57.260]  就是世界都會毀滅
[00:02:57.260 --> 00:02:59.940]  無論信主不信主都會帶出一個結論
[00:02:59.940 --> 00:03:04.340]  世界不單止是毀滅,或者是會更差的方向走
[00:03:04.340 --> 00:03:08.200]  例如最近我和我太太看了《末日戰士》
[00:03:08.200 --> 00:03:10.760]  2019年《Terminator》
[00:03:10.760 --> 00:03:13.520]  我不知道為什麼諾斯華辛尼加去到這麼老
[00:03:13.520 --> 00:03:15.920]  也這麼有型、這麼健碩
[00:03:15.920 --> 00:03:19.000]  我都很希望我去到那個時刻
[00:03:19.000 --> 00:03:22.460]  我都很健碩,不過健碩的方法不同了
[00:03:22.460 --> 00:03:25.500]  他也說到在末日的時候
[00:03:25.500 --> 00:03:31.560]  人類就被電腦、科技、機械人殲滅了
[00:03:31.560 --> 00:03:34.600]  又或者看《天能》或者《Greenland》
[00:03:34.600 --> 00:03:37.940]  都是說到好像末期的時候發生的事情
[00:03:37.940 --> 00:03:40.960]  有些人說,當我們看電影
[00:03:40.960 --> 00:03:44.000]  盡量不要,有些人看了,有些人還沒看
[00:03:44.000 --> 00:03:46.360]  看了就不要劇透了
[00:03:46.360 --> 00:03:49.140]  但是有些電影你劇透完也不明白
[00:03:49.140 --> 00:03:54.080]  例如《天能》,你講完也不明白,你去看也未必明白
[00:03:54.080 --> 00:03:57.620]  但是今天我也想劇透一些奧秘
[00:03:57.620 --> 00:04:00.080]  關於末日的奧秘
[00:04:00.080 --> 00:04:03.900]  這個末日的奧秘的劇透是從聖經而來
[00:04:03.900 --> 00:04:05.660]  並且你一定明白的
[00:04:05.660 --> 00:04:08.000]  是一定看得明白的
[00:04:08.000 --> 00:04:11.000]  在哥倫多前書15章51節
[00:04:11.000 --> 00:04:13.000]  他開始這麼說
[00:04:13.000 --> 00:04:20.000]  他說:「我如今把一件奧秘的事告訴你們。」
[00:04:20.000 --> 00:04:22.000]  這個奧秘的事代表什麼呢?
[00:04:22.000 --> 00:04:26.500]  奧秘我們都知道,代表一個深奧並且神秘的事
[00:04:26.500 --> 00:04:31.000]  事情的由來是複雜的,不是一般人可以所知
[00:04:31.000 --> 00:04:33.000]  所以保羅就要告訴你了
[00:04:33.000 --> 00:04:39.500]  在裡面,說定未來會發生的事
[00:04:39.500 --> 00:04:42.500]  而我們今天當聽這件事
[00:04:42.500 --> 00:04:47.000]  要帶一個屬靈的眼睛和屬靈的期盼
[00:04:47.000 --> 00:04:51.000]  我們去看看究竟這件事代表什麼
[00:04:51.000 --> 00:04:54.500]  他在15章35節這樣說
[00:04:54.500 --> 00:04:56.500]  我們一起讀,1,2,3
[00:04:56.500 --> 00:05:01.500]  「世人怎樣復活,帶著什麼身體來。」
[00:05:01.500 --> 00:05:05.000]  那個情景,那個奧秘
[00:05:05.000 --> 00:05:08.500]  浮生發生的事,並且生命狀態是怎樣
[00:05:08.500 --> 00:05:12.000]  當然保羅當日說是在回應希羅文化
[00:05:12.000 --> 00:05:15.500]  他相信靈魂和肉體是分開的
[00:05:15.500 --> 00:05:20.000]  肉體是任何犯罪,而肉體是在囚禁靈魂
[00:05:20.000 --> 00:05:21.500]  即是肉體是不好的
[00:05:21.500 --> 00:05:23.500]  但我們信不是,保羅說不是
[00:05:23.500 --> 00:05:26.000]  我們的肉體是好的,未來復活也是好的
[00:05:26.000 --> 00:05:29.000]  是怎樣好和不好,怎樣是現有的
[00:05:29.000 --> 00:05:33.000]  雖然是上帝給,但都是扭壞
[00:05:33.000 --> 00:05:35.500]  究竟是怎樣,我們今天會慢慢拆解
[00:05:35.500 --> 00:05:39.500]  我們接下來究竟帶著一個什麼身體
[00:05:39.500 --> 00:05:42.500]  今天有三點,都是用一字開始
[00:05:42.500 --> 00:05:45.000]  第一點是一步一步
[00:05:45.000 --> 00:05:48.500]  我們一起讀15章36節
[00:05:48.500 --> 00:05:50.000]  我們一起讀,預備起
[00:05:50.000 --> 00:05:56.500]  「無知的人,你所中的,若不死就不能生。」
[00:05:56.500 --> 00:06:00.000]  他講了一個很重要的原則
[00:06:00.000 --> 00:06:05.500]  就是我們必須要渡過一個階段
[00:06:05.500 --> 00:06:09.500]  保羅用栽種作一個類比
[00:06:09.500 --> 00:06:12.500]  種子如果不埋在泥裡
[00:06:12.500 --> 00:06:14.500]  好像死的狀態一樣
[00:06:14.500 --> 00:06:18.000]  它就不會分解,就不會裂開
[00:06:18.000 --> 00:06:21.500]  就不會發芽,冒出新的生命
[00:06:21.500 --> 00:06:25.500]  而這個新的生命和種子
[00:06:25.500 --> 00:06:28.500]  外表是會完全不同的
[00:06:28.500 --> 00:06:32.500]  種子是一粒的,但慢慢發芽的外表完全不同
[00:06:32.500 --> 00:06:36.500]  不過奇妙的是,這個新長大的生命
[00:06:36.500 --> 00:06:42.500]  和原本的種子是同屬一個生命的實體
[00:06:42.500 --> 00:06:44.500]  是連貫的,不能拆的
[00:06:44.500 --> 00:06:48.500]  所以在這個過程是不能跳步
[00:06:48.500 --> 00:06:51.500]  不能偷步,不能跳級
[00:06:51.500 --> 00:06:53.500]  意思是什麼呢?
[00:06:53.500 --> 00:06:57.500]  意思就是說,當我們很想不死
[00:06:57.500 --> 00:07:01.500]  我們也知道歷代人也想不死
[00:07:01.500 --> 00:07:04.500]  例如秦始皇也想不死
[00:07:04.500 --> 00:07:07.500]  但他就煉仙丹,令很多人死
[00:07:07.500 --> 00:07:09.500]  煉仙丹給他結果他也死
[00:07:09.500 --> 00:07:13.500]  他想跳級,他想進入不死的狀態
[00:07:13.500 --> 00:07:17.500]  他以為可以今生用這個肉身進入一個不死
[00:07:17.500 --> 00:07:21.500]  永遠不死的生命狀態,但是不行的
[00:07:21.500 --> 00:07:23.500]  聖經告訴我們不是
[00:07:23.500 --> 00:07:26.500]  如果我們要進入不死的狀態
[00:07:26.500 --> 00:07:28.500]  我們先要死
[00:07:28.500 --> 00:07:32.500]  就像種子一個死亡的狀態再分裂
[00:07:32.500 --> 00:07:36.500]  想盡辦法做,也不可能
[00:07:36.500 --> 00:07:39.500]  這也告訴我們,我們中國人的想法
[00:07:39.500 --> 00:07:41.500]  也不是會發生
[00:07:41.500 --> 00:07:47.500]  就是人死就如燈滅
[00:07:47.500 --> 00:07:49.500]  但你會問一個問題
[00:07:49.500 --> 00:07:51.500]  為什麼我們這麼多科幻片
[00:07:51.500 --> 00:07:53.500]  這麼多人在想究竟末世是什麼呢?
[00:07:53.500 --> 00:07:56.500]  我相信這個末世的心態
[00:07:56.500 --> 00:07:58.500]  是上帝放了我們的心
[00:07:58.500 --> 00:08:02.500]  而末世的心態好像被我們看到,好像看不到
[00:08:02.500 --> 00:08:06.500]  就好像我們很多不同的種族都在找這個神是誰,不是誰
[00:08:06.500 --> 00:08:08.500]  是不是樹木,是不是豬等等
[00:08:08.500 --> 00:08:12.500]  有一個心放在裡面,你就要去尋求
[00:08:12.500 --> 00:08:15.500]  而尋求的過程,聖經很清楚告訴我們
[00:08:15.500 --> 00:08:17.500]  究竟是如何
[00:08:17.500 --> 00:08:22.500]  我想大家都知道,我很喜歡吃榴槤
[00:08:22.500 --> 00:08:24.500]  特別是一種榴槤叫貓山王
[00:08:24.500 --> 00:08:28.500]  如果大家發現家裡有榴槤叫貓山王
[00:08:28.500 --> 00:08:30.500]  又不想吃的話
[00:08:30.500 --> 00:08:32.500]  你可以來教會
[00:08:32.500 --> 00:08:35.500]  註明給陳全華就可以了
[00:08:35.500 --> 00:08:36.500]  我幫你處理了
[00:08:36.500 --> 00:08:40.500]  有一天,我岳父就知道我喜歡吃貓山王
[00:08:40.500 --> 00:08:46.500]  吃完之後,他就拿了我們家裡吃完貓山王的核
[00:08:46.500 --> 00:08:50.500]  6顆就放在一個盤子裡
[00:08:50.500 --> 00:08:52.500]  就在我騎樓那裡種了
[00:08:52.500 --> 00:08:54.500]  嘩,是不是很開心
[00:08:54.500 --> 00:08:56.500]  我想,當然是種不到
[00:08:56.500 --> 00:09:01.500]  因為香港的天氣又不像在馬來西亞或泰國
[00:09:01.500 --> 00:09:05.500]  不過很奇妙,結果一個星期後,兩個星期後,真的種了
[00:09:05.500 --> 00:09:10.500]  我們看到盤子裡有6支發芽的東西出來了
[00:09:10.500 --> 00:09:12.500]  嘉倫你不吃的吧
[00:09:12.500 --> 00:09:15.500]  你出去一下,是不是
[00:09:15.500 --> 00:09:18.500]  不識貨,是不是
[00:09:18.500 --> 00:09:22.500]  很奇怪,真的出來了,我們有點後悔
[00:09:22.500 --> 00:09:24.500]  因為他不夠位置
[00:09:24.500 --> 00:09:26.500]  應該分6個盤子
[00:09:26.500 --> 00:09:28.500]  但沒理由不拔掉
[00:09:28.500 --> 00:09:30.500]  但我看到一個很有趣的情景
[00:09:30.500 --> 00:09:32.500]  如果大家吃過榴槤
[00:09:32.500 --> 00:09:34.500]  沒吃過也看過
[00:09:34.500 --> 00:09:37.500]  看過我吃,榴槤核是一顆的
[00:09:37.500 --> 00:09:41.500]  發芽生長的時候,出來撞破了泥
[00:09:41.500 --> 00:09:44.500]  竟然有榴槤核在上面
[00:09:44.500 --> 00:09:47.500]  和榴槤樣子一樣
[00:09:47.500 --> 00:09:50.500]  你就看到那個很特別
[00:09:50.500 --> 00:09:53.500]  寶羅描述的心態,那個情景就是
[00:09:53.500 --> 00:09:56.500]  那個同一個生命實體
[00:09:56.500 --> 00:09:58.500]  那個核出來了
[00:09:58.500 --> 00:10:02.500]  但是呢,在那個發芽裡面有顆核
[00:10:02.500 --> 00:10:05.500]  好有趣,大家覺得是不是很難想像
[00:10:05.500 --> 00:10:07.500]  有空來我家看一下,好不好
[00:10:07.500 --> 00:10:10.500]  但來看的時候,多買一個金沙三王
[00:10:10.500 --> 00:10:12.500]  你就可以來看的了
[00:10:12.500 --> 00:10:14.500]  他在說的是連貫性的
[00:10:14.500 --> 00:10:17.500]  但是一步一步先死了
[00:10:17.500 --> 00:10:19.500]  才可以生
[00:10:19.500 --> 00:10:21.500]  而他繼續描述那個情況
[00:10:21.500 --> 00:10:24.500]  他這樣說,在42-49節
[00:10:24.500 --> 00:10:26.500]  我們一起讀,預備起
[00:10:26.500 --> 00:10:28.500]  死人復活也是這樣
[00:10:28.500 --> 00:10:31.500]  所中的是必留懷的
[00:10:31.500 --> 00:10:33.500]  復活的是不留懷的
[00:10:33.500 --> 00:10:35.500]  所中的是羞辱的
[00:10:35.500 --> 00:10:37.500]  復活的是榮耀的
[00:10:37.500 --> 00:10:39.500]  所中的是軟弱的
[00:10:39.500 --> 00:10:41.500]  復活的是強壯的
[00:10:41.500 --> 00:10:44.500]  所中的是血氣的身體
[00:10:44.500 --> 00:10:47.500]  復活的是靈性的身體
[00:10:47.500 --> 00:10:49.500]  若有血氣的身體
[00:10:49.500 --> 00:10:52.500]  也必有靈性的身體
[00:10:52.500 --> 00:10:54.500]  是還有,不好意思
[00:10:54.500 --> 00:10:57.500]  我們既有屬土的形狀
[00:10:57.500 --> 00:11:00.500]  將來也必有屬天的形狀
[00:11:00.500 --> 00:11:04.500]  他在說的不是一個沒有變為有的東西
[00:11:04.500 --> 00:11:07.500]  是一個過程,一個連貫,剛才說
[00:11:07.500 --> 00:11:12.500]  而很特別,他在比喻今生地上的身體
[00:11:12.500 --> 00:11:14.500]  縱然是上帝制
[00:11:14.500 --> 00:11:16.500]  但是一對比
[00:11:16.500 --> 00:11:19.500]  永恆的復活的身體,不能比
[00:11:19.500 --> 00:11:22.500]  一個是留懷的,一個是不留懷的
[00:11:22.500 --> 00:11:25.500]  一個是羞辱的,一個是榮耀的
[00:11:25.500 --> 00:11:27.500]  那代表什麼呢?
[00:11:27.500 --> 00:11:32.500]  代表如果我們今生覺得人生是很難的
[00:11:32.500 --> 00:11:34.500]  我也聽過很多人覺得
[00:11:34.500 --> 00:11:36.500]  每一天很難走
[00:11:36.500 --> 00:11:38.500]  環境很難
[00:11:38.500 --> 00:11:40.500]  家庭很難,是呀
[00:11:40.500 --> 00:11:42.500]  但是我們感恩
[00:11:42.500 --> 00:11:45.500]  在接下來的狀態不同了
[00:11:45.500 --> 00:11:47.500]  那個死亡對復活
[00:11:47.500 --> 00:11:49.500]  必留懷對不留懷
[00:11:49.500 --> 00:11:50.500]  羞辱變榮耀
[00:11:50.500 --> 00:11:52.500]  軟弱變強壯
[00:11:52.500 --> 00:11:53.500]  血氣變靈性
[00:11:53.500 --> 00:11:55.500]  屬土屬天不一樣
[00:11:55.500 --> 00:11:57.500]  我又聽過很多人這樣說
[00:11:57.500 --> 00:12:00.500]  其實我今生都很好了
[00:12:00.500 --> 00:12:02.500]  那我告訴你
[00:12:02.500 --> 00:12:04.500]  還不夠好
[00:12:04.500 --> 00:12:06.500]  如果你覺得今生,我感恩為你
[00:12:06.500 --> 00:12:09.500]  你活了,上帝給你的豐富感恩
[00:12:09.500 --> 00:12:11.500]  不過比起未來
[00:12:11.500 --> 00:12:13.500]  保羅這個對比告訴你
[00:12:13.500 --> 00:12:16.500]  還有很長時間好
[00:12:16.500 --> 00:12:19.500]  其實我們
[00:12:19.500 --> 00:12:22.500]  在地上的確有很多東西很值得留戀的
[00:12:22.500 --> 00:12:24.500]  無論我們人生有多難
[00:12:24.500 --> 00:12:26.500]  都有東西值得留戀
[00:12:26.500 --> 00:12:32.500]  在上年我不知道大家有沒有看一單新聞
[00:12:32.500 --> 00:12:34.500]  是說到在中國
[00:12:34.500 --> 00:12:39.500]  一個很愛寵物的家人
[00:12:39.500 --> 00:12:41.500]  他的寵物叫大蒜
[00:12:41.500 --> 00:12:43.500]  是一隻貓
[00:12:43.500 --> 00:12:46.500]  很愛寵物的梁牧師和梁師母
[00:12:46.500 --> 00:12:47.500]  一隻貓
[00:12:47.500 --> 00:12:49.500]  他愛到怎樣呢
[00:12:49.500 --> 00:12:51.500]  當那隻貓過世之後
[00:12:51.500 --> 00:12:55.500]  他拿去做複製貓
[00:12:55.500 --> 00:12:57.500]  我們知道貓
[00:12:57.500 --> 00:13:00.500]  很名貴很漂亮的貓
[00:13:00.500 --> 00:13:02.500]  我聽說過
[00:13:02.500 --> 00:13:04.500]  幾萬元一隻
[00:13:04.500 --> 00:13:06.500]  有沒有人聽過多一點
[00:13:06.500 --> 00:13:08.500]  我聽到,幾萬元
[00:13:08.500 --> 00:13:09.500]  真的很漂亮,很好
[00:13:09.500 --> 00:13:11.500]  我也養過兩隻貓
[00:13:11.500 --> 00:13:14.500]  那些貓也是SBCA收養的
[00:13:14.500 --> 00:13:15.500]  都很好
[00:13:15.500 --> 00:13:17.500]  總之神的生命好,漂亮也好
[00:13:17.500 --> 00:13:20.500]  我們覺得有人要收養也是好
[00:13:20.500 --> 00:13:21.500]  我都很明白
[00:13:21.500 --> 00:13:24.500]  當我們養貓的那種心情
[00:13:24.500 --> 00:13:26.500]  當貓死了
[00:13:26.500 --> 00:13:28.500]  他怎樣呢,他就去複製貓
[00:13:28.500 --> 00:13:30.500]  大家知不知道他用了多少錢
[00:13:30.500 --> 00:13:34.500]  去複製一隻貓
[00:13:34.500 --> 00:13:38.500]  他總共用了25萬人民幣
[00:13:38.500 --> 00:13:40.500]  嘩
[00:13:40.500 --> 00:13:43.500]  那為什麼他想複製呢
[00:13:43.500 --> 00:13:45.500]  因為他很想念他
[00:13:45.500 --> 00:13:47.500]  他很想見到他
[00:13:47.500 --> 00:13:49.500]  同一個樣子
[00:13:49.500 --> 00:13:50.500]  你知道複製
[00:13:50.500 --> 00:13:53.500]  完全樣子一樣,毛一樣
[00:13:53.500 --> 00:13:55.500]  不過我們都知道
[00:13:55.500 --> 00:13:58.500]  複製了,其實不是那一隻
[00:13:58.500 --> 00:14:01.500]  人都這麼想,都很想
[00:14:01.500 --> 00:14:03.500]  但我們感謝主
[00:14:03.500 --> 00:14:05.500]  我們知道末後
[00:14:05.500 --> 00:14:06.500]  我們去到末世
[00:14:06.500 --> 00:14:10.500]  當我們記掛我們的親友弟兄姊妹
[00:14:10.500 --> 00:14:13.500]  我們不用複製他了
[00:14:13.500 --> 00:14:14.500]  就是他了
[00:14:14.500 --> 00:14:15.500]  是他來的
[00:14:15.500 --> 00:14:16.500]  他記得的
[00:14:16.500 --> 00:14:18.500]  你發生的事情都在你旁邊
[00:14:18.500 --> 00:14:21.500]  所以我們見到我們的同工在這裡
[00:14:21.500 --> 00:14:22.500]  我們會再見的
[00:14:22.500 --> 00:14:24.500]  我們家裡的弟兄姊妹
[00:14:24.500 --> 00:14:26.500]  我們不用複製了
[00:14:26.500 --> 00:14:28.500]  我們明白,我們會見到
[00:14:28.500 --> 00:14:30.500]  而很奇妙就知道我們日後
[00:14:30.500 --> 00:14:33.500]  當我們進到去那個永生
[00:14:33.500 --> 00:14:35.500]  那個新的生命
[00:14:35.500 --> 00:14:36.500]  我們知道
[00:14:36.500 --> 00:14:38.500]  聖經告訴我們一件事實
[00:14:38.500 --> 00:14:40.500]  他說弟兄們我告訴你們
[00:14:40.500 --> 00:14:44.500]  血肉之體不能承受神的國
[00:14:44.500 --> 00:14:48.500]  必扭壞的不能承受不扭壞
[00:14:48.500 --> 00:14:51.500]  就是說我們去到永遠的時候
[00:14:51.500 --> 00:14:53.500]  我們現在扭壞的身體
[00:14:53.500 --> 00:14:56.500]  已經不可能去到永生
[00:14:56.500 --> 00:14:58.500]  所以我們需要一個新的裝備
[00:14:58.500 --> 00:15:02.500]  這個新的裝備才可以承受神的國
[00:15:02.500 --> 00:15:04.500]  就好像我們去太空一樣
[00:15:04.500 --> 00:15:06.500]  我們不可以就這樣衝上太空
[00:15:06.500 --> 00:15:07.500]  我們會死的
[00:15:07.500 --> 00:15:09.500]  我們要有太空衣
[00:15:09.500 --> 00:15:10.500]  有裝備
[00:15:10.500 --> 00:15:15.500]  我最近在網上做了一些research
[00:15:15.500 --> 00:15:17.500]  我不知道大家知不知道
[00:15:17.500 --> 00:15:19.500]  太空衣我們很多時候
[00:15:19.500 --> 00:15:22.500]  太空人去做太空漫遊
[00:15:22.500 --> 00:15:24.500]  做很多研究
[00:15:24.500 --> 00:15:25.500]  都有這樣的情況發生
[00:15:25.500 --> 00:15:27.500]  因為方向不同了
[00:15:27.500 --> 00:15:28.500]  光線不同了
[00:15:28.500 --> 00:15:30.500]  不同的地球
[00:15:30.500 --> 00:15:31.500]  早上東邊起
[00:15:31.500 --> 00:15:32.500]  太陽西邊
[00:15:32.500 --> 00:15:33.500]  很難看的
[00:15:33.500 --> 00:15:36.500]  有些地方是全日都黑漆漆
[00:15:36.500 --> 00:15:38.500]  他說有些太空人
[00:15:38.500 --> 00:15:40.500]  當他做太空漫遊的時候
[00:15:40.500 --> 00:15:42.500]  做完任務
[00:15:42.500 --> 00:15:44.500]  他找不到太空船
[00:15:44.500 --> 00:15:46.500]  他不知道怎麼回
[00:15:46.500 --> 00:15:47.500]  很黑
[00:15:47.500 --> 00:15:50.500]  太空船的隊友也很難找到他
[00:15:50.500 --> 00:15:52.500]  結果他們做了一個研究
[00:15:52.500 --> 00:15:56.500]  有一個叫take me home button
[00:15:56.500 --> 00:15:59.500]  即是帶我回家裝置
[00:15:59.500 --> 00:16:00.500]  應該在發明中
[00:16:00.500 --> 00:16:01.500]  應該快要出了
[00:16:01.500 --> 00:16:02.500]  他說怎樣呢
[00:16:02.500 --> 00:16:04.500]  當他在太空漫遊的時候
[00:16:04.500 --> 00:16:06.500]  找不到自己的家
[00:16:06.500 --> 00:16:07.500]  他一按個按鈕
[00:16:07.500 --> 00:16:10.500]  他就會自動飛回去
[00:16:10.500 --> 00:16:12.500]  嘩感恩
[00:16:12.500 --> 00:16:14.500]  其實當我們這幾十年
[00:16:14.500 --> 00:16:15.500]  這麼多的科技出現
[00:16:15.500 --> 00:16:17.500]  我們就開始明白聖經說的那些東西
[00:16:17.500 --> 00:16:19.500]  是可以做到的
[00:16:19.500 --> 00:16:21.500]  連人的智慧都可以發明到
[00:16:21.500 --> 00:16:22.500]  即是說
[00:16:22.500 --> 00:16:24.500]  我們他日有一個新的身體
[00:16:24.500 --> 00:16:26.500]  我們在雲中相遇
[00:16:26.500 --> 00:16:29.500]  那個take me home button
[00:16:29.500 --> 00:16:31.500]  就是上帝幫我們一按
[00:16:31.500 --> 00:16:33.500]  就帶我們去到雲中
[00:16:33.500 --> 00:16:36.500]  與耶穌相遇
[00:16:36.500 --> 00:16:39.500]  第一點我們見到什麼呢
[00:16:39.500 --> 00:16:41.500]  告訴我們一個很重要的事
[00:16:41.500 --> 00:16:43.500]  我們的身體必扭壞
[00:16:43.500 --> 00:16:45.500]  我們有一個不扭壞的身體
[00:16:45.500 --> 00:16:46.500]  即是說我們今天
[00:16:46.500 --> 00:16:47.500]  當我們常常想
[00:16:47.500 --> 00:16:49.500]  咦我們死了之後
[00:16:49.500 --> 00:16:51.500]  火化會不會沒有了
[00:16:51.500 --> 00:16:52.500]  我們死了之後
[00:16:52.500 --> 00:16:54.500]  火化倒進海裡
[00:16:54.500 --> 00:16:56.500]  放進公園裡
[00:16:56.500 --> 00:16:58.500]  我們日後可不可以再重生
[00:16:58.500 --> 00:17:01.500]  或者我們是不是一定要土葬
[00:17:01.500 --> 00:17:03.500]  我猜這裡給我們一個很清晰的答案
[00:17:03.500 --> 00:17:05.500]  通通都沒有問題
[00:17:05.500 --> 00:17:07.500]  你選擇什麼方法
[00:17:07.500 --> 00:17:09.500]  最後你完了生命
[00:17:09.500 --> 00:17:11.500]  去處理你地上的身體都沒有問題
[00:17:11.500 --> 00:17:13.500]  因為我們將會一個
[00:17:13.500 --> 00:17:17.500]  不扭壞榮耀的身體
[00:17:17.500 --> 00:17:18.500]  Amen
[00:17:18.500 --> 00:17:20.500]  我們給點掌聲處好不好
[00:17:20.500 --> 00:17:23.500]  真是很貼身的準備
[00:17:23.500 --> 00:17:25.500]  為我們一步一步
[00:17:25.500 --> 00:17:27.500]  第二我們看看情景又會怎樣
[00:17:27.500 --> 00:17:30.500]  去到一剎那間
[00:17:30.500 --> 00:17:32.500]  在十時的時間
[00:17:32.500 --> 00:17:36.500]  保羅繼續描述將會的情景
[00:17:36.500 --> 00:17:38.500]  五十一節去到五十四節
[00:17:38.500 --> 00:17:39.500]  我們一起讀
[00:17:39.500 --> 00:17:40.500]  預備起
[00:17:40.500 --> 00:17:44.500]  我如今把一件懊悲的事告訴你們
[00:17:44.500 --> 00:17:47.500]  我們不是都要睡覺
[00:17:47.500 --> 00:17:49.500]  乃是都要改變
[00:17:49.500 --> 00:17:51.500]  要在一剎時
[00:17:51.500 --> 00:17:52.500]  眨眼之間
[00:17:52.500 --> 00:17:56.500]  號筒末次吹響的時候
[00:17:56.500 --> 00:17:58.500]  因號筒要響
[00:17:58.500 --> 00:17:59.500]  死人要復活
[00:17:59.500 --> 00:18:01.500]  成為不扭壞的
[00:18:01.500 --> 00:18:03.500]  我們也要改變
[00:18:03.500 --> 00:18:06.500]  這必扭壞的既變成不扭壞的
[00:18:06.500 --> 00:18:10.500]  這必死的既變成不死的
[00:18:10.500 --> 00:18:12.500]  那時經上所記
[00:18:12.500 --> 00:18:15.500]  死被得性吞滅的話
[00:18:15.500 --> 00:18:18.500]  就應驗了
[00:18:18.500 --> 00:18:19.500]  他說了一個很有趣的事
[00:18:19.500 --> 00:18:20.500]  第一
[00:18:20.500 --> 00:18:23.500]  是十時間眨眼
[00:18:23.500 --> 00:18:24.500]  代表什麼呢
[00:18:24.500 --> 00:18:28.500]  代表我們不用複製慢慢再出
[00:18:28.500 --> 00:18:30.500]  我們不像嬰兒由頭生一個身體
[00:18:30.500 --> 00:18:32.500]  不需要
[00:18:32.500 --> 00:18:35.500]  當然這個十時間
[00:18:35.500 --> 00:18:37.500]  突然眨眼
[00:18:37.500 --> 00:18:39.500]  不等於我們
[00:18:39.500 --> 00:18:41.500]  作為父母很清楚
[00:18:41.500 --> 00:18:43.500]  Pasa Irene在這裏
[00:18:43.500 --> 00:18:47.500]  Dominic在這裏
[00:18:47.500 --> 00:18:50.500]  或者Joanne Joyce Pasa Ada
[00:18:50.500 --> 00:18:51.500]  我們經常說
[00:18:51.500 --> 00:18:53.500]  我們這些小朋友長大
[00:18:53.500 --> 00:18:55.500]  都不想這麼快長大
[00:18:55.500 --> 00:18:57.500]  一眨眼就長大了
