
[00:00:00.000 --> 00:00:02.520]  2013年的主題講道的第一炮
[00:01:55.760 --> 00:01:57.920]  在教會裡面就開始了
[00:01:57.920 --> 00:02:00.800]  男性成為了一個牧羊的課題
[00:02:00.800 --> 00:02:02.600]  怎樣牧養男性
[00:02:02.600 --> 00:02:05.160]  怎樣讓男性在主面前
[00:02:05.160 --> 00:02:06.680]  能夠更加成熟
[00:02:06.680 --> 00:02:08.320]  更加榮耀神呢
[00:02:08.320 --> 00:02:11.440]  於是就成為了教會裡面其中一個題目了
[00:02:11.440 --> 00:02:14.040]  所以今天很多時候我們聽到不同的教會裡面
[00:02:14.040 --> 00:02:15.600]  有男性的講座
[00:02:15.600 --> 00:02:17.000]  男性小組
[00:02:17.000 --> 00:02:18.480]  男性的侍工
[00:02:18.480 --> 00:02:22.760]  我們也因此需要有男性的系列的講道
[00:02:22.760 --> 00:02:24.920]  男性的講座
[00:02:24.920 --> 00:02:27.560]  讓我們認識到現代的男性
[00:02:27.560 --> 00:02:28.680]  多了一個認識
[00:02:28.680 --> 00:02:31.200]  可能你也會聽過一些錄音帶
[00:02:31.200 --> 00:02:32.800]  或者一些CD
[00:02:32.800 --> 00:02:34.960]  他們會提到現代的男性
[00:02:34.960 --> 00:02:36.920]  應該有四個不同的原型
[00:02:36.920 --> 00:02:38.920]  譬如說有君王
[00:02:38.920 --> 00:02:40.160]  有戰士
[00:02:40.160 --> 00:02:41.280]  有智者
[00:02:41.280 --> 00:02:42.360]  有情人
[00:02:42.360 --> 00:02:44.360]  到底究竟是講什麼呢
[00:02:44.360 --> 00:02:46.120]  你可以聽一下錄音帶的
[00:02:46.280 --> 00:02:49.120]  不過這些講述
[00:02:49.120 --> 00:02:50.400]  都讓我們知道
[00:02:50.400 --> 00:02:51.920]  還有提醒著男性
[00:02:51.920 --> 00:02:53.440]  我們作為一個男性
[00:02:53.440 --> 00:02:55.040]  再不是像以前那樣
[00:02:55.040 --> 00:02:56.520]  我們應該成為一個
[00:02:56.520 --> 00:02:58.040]  肝、油並重
[00:02:58.040 --> 00:02:59.560]  既是顏項
[00:02:59.560 --> 00:03:01.640]  但是也是柔情的男性
[00:03:01.640 --> 00:03:02.840]  的確
[00:03:02.840 --> 00:03:04.520]  神創造人的時候
[00:03:04.520 --> 00:03:07.720]  男人是按照神的形象來做的
[00:03:07.720 --> 00:03:11.200]  所以神對男性有著一個心意
[00:03:11.200 --> 00:03:12.320]  這個心意
[00:03:12.320 --> 00:03:13.400]  就是提醒我們
[00:03:13.400 --> 00:03:15.120]  要來榮耀我們的神
[00:03:15.480 --> 00:03:18.200]  《聖經》裡面在提摩太前書二章八字那裡
[00:03:18.200 --> 00:03:20.800]  有一節很清楚對男性的教導
[00:03:20.800 --> 00:03:22.560]  所以是男性的話
[00:03:22.560 --> 00:03:23.800]  你也應該背了它
[00:03:23.800 --> 00:03:25.080]  上去提醒自己
[00:03:25.080 --> 00:03:26.360]  剛才我們也背了
[00:03:26.360 --> 00:03:27.560]  希望你真的記得
[00:03:27.560 --> 00:03:29.800]  保羅提醒男性
[00:03:29.800 --> 00:03:32.160]  他說我願男人無憤怒
[00:03:32.160 --> 00:03:33.440]  無爭論
[00:03:33.440 --> 00:03:35.080]  舉起聖旗的手
[00:03:35.080 --> 00:03:36.520]  隨處禱告
[00:03:36.520 --> 00:03:38.040]  所以今天第一講
[00:03:38.040 --> 00:03:39.040]  我的題目就是
[00:03:39.040 --> 00:03:41.200]  我願男人無憤怒
[00:03:41.200 --> 00:03:43.800]  我們一起在神面前低頭禱告
[00:03:46.280 --> 00:03:47.400]  主我們求祢
[00:03:47.400 --> 00:03:49.440]  在我們每一個弟兄姊妹心靈裡面
[00:03:49.440 --> 00:03:50.320]  都教我們
[00:03:50.320 --> 00:03:53.040]  讓我們認識祢在我們生命當中
[00:03:53.040 --> 00:03:55.560]  祢期望我們怎樣活出祢的榮耀
[00:03:55.560 --> 00:03:57.960]  教我們做一個榮耀祢的人
[00:03:57.960 --> 00:03:59.240]  教導每一個弟兄
[00:03:59.240 --> 00:04:01.160]  能夠成為一個榮耀祢的弟兄
[00:04:01.160 --> 00:04:02.840]  教導每一位姊妹
[00:04:02.840 --> 00:04:05.160]  能夠更加明白弟兄是怎樣的
[00:04:05.160 --> 00:04:07.000]  以致我們在同一位主面前
[00:04:07.000 --> 00:04:07.880]  榮耀祢
[00:04:07.880 --> 00:04:09.160]  奉耶穌基督命求
[00:04:09.160 --> 00:04:10.160]  阿們
[00:04:10.160 --> 00:04:13.520]  曾經一位姊妹問我一個問題
[00:04:13.520 --> 00:04:15.040]  她問我
[00:04:15.040 --> 00:04:16.320]  到底天下間
[00:04:16.320 --> 00:04:18.280]  有沒有不發怒的男人呢?
[00:04:18.280 --> 00:04:20.440]  我問問大家
[00:04:20.440 --> 00:04:23.320]  到底天下間有沒有不發怒的男人呢?
[00:04:23.320 --> 00:04:24.680]  如果你認為有的話
[00:04:24.680 --> 00:04:25.560]  請你舉手
[00:04:25.560 --> 00:04:27.840]  只有一位
[00:04:27.840 --> 00:04:28.720]  兩位
[00:04:28.720 --> 00:04:30.080]  還有男人舉手
[00:04:30.080 --> 00:04:33.600]  可能你是天下間不發怒的男人
[00:04:33.600 --> 00:04:35.960]  如果你認為天下間
[00:04:35.960 --> 00:04:38.480]  沒有不發怒的男人的話
[00:04:38.480 --> 00:04:39.400]  請你舉手
[00:04:39.400 --> 00:04:41.360]  很多很多
[00:04:41.360 --> 00:04:43.680]  很多姊妹都舉手
[00:04:44.080 --> 00:04:45.800]  那些男人不敢舉手了
[00:04:45.800 --> 00:04:49.400]  我曾經將這個問題問了不同的人
[00:04:49.400 --> 00:04:51.960]  大部分的人都認為
[00:04:51.960 --> 00:04:54.120]  男人和發怒
[00:04:54.120 --> 00:04:56.000]  中間是有一個等號的
[00:04:56.000 --> 00:04:57.320]  換言之
[00:04:57.320 --> 00:04:59.400]  男人很自然就會發怒
[00:04:59.400 --> 00:05:01.000]  不過有一次我例外
[00:05:01.000 --> 00:05:02.880]  我遇到一位姊妹告訴我
[00:05:02.880 --> 00:05:05.040]  她哥哥是從來不發怒的
[00:05:05.040 --> 00:05:06.960]  是一個極溫柔的男性
[00:05:06.960 --> 00:05:10.880]  男人和發怒中間有一個等號
[00:05:10.880 --> 00:05:13.480]  這個形象已經深入了人心
[00:05:13.760 --> 00:05:15.800]  對絕大部分的人來說
[00:05:15.800 --> 00:05:17.160]  無論男性女性
[00:05:17.160 --> 00:05:18.760]  我們第一個形象就是
[00:05:18.760 --> 00:05:20.840]  男人其實是很容易發怒的
[00:05:20.840 --> 00:05:22.440]  沒多久之前
[00:05:22.440 --> 00:05:24.280]  在新聞裏面有一段這樣的新聞
[00:05:24.280 --> 00:05:26.360]  網上的標題是這樣的
[00:05:26.360 --> 00:05:28.240]  怒火茶餐廳
[00:05:28.240 --> 00:05:30.080]  茶餐廳的廚房裏面
[00:05:30.080 --> 00:05:32.960]  昨日上映了雨傘對菜刀的混戰
[00:05:32.960 --> 00:05:35.160]  經理因為擺放食物問題
[00:05:35.160 --> 00:05:37.160]  和廚師爆發了激烈的衝突
[00:05:37.160 --> 00:05:38.880]  有人怒火中燒
[00:05:38.880 --> 00:05:40.240]  拿菜刀斬人
[00:05:40.240 --> 00:05:42.480]  廚師看到這個形勢不妙
[00:05:42.480 --> 00:05:44.480]  手撿起雨傘抵擋
[00:05:44.480 --> 00:05:47.440]  結果清潔女工充當和事佬
[00:05:47.440 --> 00:05:49.320]  無辜遭殃
[00:05:49.320 --> 00:05:52.600]  這段新聞講得很精彩
[00:05:52.600 --> 00:05:54.320]  很清楚讓我們看到
[00:05:54.320 --> 00:05:55.920]  一個發怒的男人
[00:05:55.920 --> 00:05:57.480]  其實有多麼可怕
[00:05:57.480 --> 00:05:59.800]  而兩個都發怒的男人
[00:05:59.800 --> 00:06:01.280]  就更加可怕
[00:06:01.280 --> 00:06:03.000]  很多年前
[00:06:03.000 --> 00:06:05.760]  我和太太到了國內旅行的時候
[00:06:05.760 --> 00:06:08.440]  那個旅行的行程最後一天
[00:06:08.440 --> 00:06:11.880]  就安排在市宅那裏觀光購物
[00:06:12.160 --> 00:06:14.160]  我和太太在窗戶購物
[00:06:14.160 --> 00:06:16.160]  忽然之間聽到後面有噪音
[00:06:16.160 --> 00:06:18.160]  於是我們轉身看
[00:06:18.160 --> 00:06:20.480]  只見到兩個中年的男性
[00:06:20.480 --> 00:06:24.080]  他們彼此之間相距大約有十呎左右
[00:06:24.080 --> 00:06:25.600]  大家挺起胸
[00:06:25.600 --> 00:06:28.080]  傾斜45度角
[00:06:28.080 --> 00:06:29.680]  看著眼
[00:06:29.680 --> 00:06:31.680]  互相對望
[00:06:31.680 --> 00:06:33.680]  你知不知道發生什麼事
[00:06:33.680 --> 00:06:35.680]  你知不知道發生什麼事
[00:06:35.680 --> 00:06:37.400]  是不是彼此相望
[00:06:37.400 --> 00:06:39.400]  然後衝過去擁抱
[00:06:39.400 --> 00:06:41.000]  當然不是
[00:06:41.000 --> 00:06:43.000]  所以我現在看到這情景就知道
[00:06:43.000 --> 00:06:45.000]  將要有一場戰鬥發生
[00:06:45.000 --> 00:06:47.000]  大家第一時間就走開了
[00:06:47.000 --> 00:06:50.000]  很多小朋友都怕爸爸
[00:06:50.000 --> 00:06:51.400]  為什麼怕爸爸呢
[00:06:51.400 --> 00:06:53.400]  因為家裏的爸爸
[00:06:53.400 --> 00:06:55.400]  一發起火來的時候會怎樣
[00:06:55.400 --> 00:06:57.400]  就會很可怕
[00:06:57.400 --> 00:07:01.200]  所以男人和路漢之間畫一個等號
[00:07:01.200 --> 00:07:03.200]  是人心的事
[00:07:03.200 --> 00:07:05.200]  所以你們看漫畫
[00:07:05.200 --> 00:07:07.200]  當要畫一個憤怒形象的時候
[00:07:07.200 --> 00:07:09.200]  通常是怎樣畫的呢
[00:07:09.200 --> 00:07:11.200]  是V字的眉
[00:07:11.200 --> 00:07:13.200]  而且眉毛一定是男人的眉
[00:07:13.200 --> 00:07:15.200]  很粗的
[00:07:15.200 --> 00:07:17.200]  所以你看Angry Bird就知道了
[00:07:17.200 --> 00:07:19.200]  你看見Angry Bird的時候
[00:07:19.200 --> 00:07:21.200]  你就會說這個樣子是什麼樣子
[00:07:21.200 --> 00:07:24.200]  這是一個憤怒的男人的樣子
[00:07:24.200 --> 00:07:26.200]  這是一個Angry Man
[00:07:26.200 --> 00:07:28.200]  或者Angry Face的樣子
[00:07:28.200 --> 00:07:30.200]  所以你很容易就知道
[00:07:30.200 --> 00:07:32.200]  憤怒的樣子是怎樣
[00:07:32.200 --> 00:07:34.200]  聖經裏面有很清楚的體會
[00:07:34.200 --> 00:07:36.200]  所以聖經裏面保羅
[00:07:36.200 --> 00:07:38.200]  寫信給提摩太受
[00:07:38.200 --> 00:07:40.200]  他在免禮的時候
[00:07:40.200 --> 00:07:42.200]  他講到他希望男人
[00:07:42.200 --> 00:07:44.200]  能夠學會一些東西
[00:07:44.200 --> 00:07:46.200]  學會什麼呢 就是不要發怒
[00:07:46.200 --> 00:07:48.200]  不要爭論 學習舉起聖旗的手
[00:07:48.200 --> 00:07:50.200]  隨著禱告
[00:07:50.200 --> 00:07:52.200]  為什麼男人要憤怒呢
[00:07:52.200 --> 00:07:54.200]  為什麼男人明知道
[00:07:54.200 --> 00:07:56.200]  憤怒會帶來短命
[00:07:56.200 --> 00:07:58.200]  很容易就會很快死
[00:07:58.200 --> 00:08:00.200]  為什麼男人知道憤怒會破壞家庭
[00:08:00.200 --> 00:08:02.200]  破壞大事
[00:08:02.200 --> 00:08:04.200]  但仍然會失控 怒髮衝冠
[00:08:04.200 --> 00:08:06.200]  甚至最後爆血管
[00:08:06.200 --> 00:08:08.200]  結果落得爆血管
[00:08:08.200 --> 00:08:10.200]  死的下場
[00:08:10.200 --> 00:08:12.200]  為什麼男人仍然要憤怒呢
[00:08:12.200 --> 00:08:14.200]  背後男人
[00:08:14.200 --> 00:08:16.200]  真的有很多痛苦
[00:08:16.200 --> 00:08:18.200]  當然要解釋一下
[00:08:18.200 --> 00:08:20.200]  這個痛苦的苦
[00:08:20.200 --> 00:08:22.200]  男人的苦不是痛苦的苦
[00:08:22.200 --> 00:08:24.200]  不是老虎的苦
[00:08:24.200 --> 00:08:26.200]  所以不要以為男人之苦
[00:08:26.200 --> 00:08:28.200]  就像老虎那麼威猛
[00:08:28.200 --> 00:08:30.200]  男人的苦很多
[00:08:30.200 --> 00:08:32.200]  首先男人在成長的階段裏
[00:08:32.200 --> 00:08:34.200]  很多時候都見不到一些
[00:08:34.200 --> 00:08:36.200]  好的榜樣
[00:08:36.200 --> 00:08:38.200]  往往他見到的父親
[00:08:38.200 --> 00:08:40.200]  都是一些路漢
[00:08:40.200 --> 00:08:42.200]  動不動就發怒
[00:08:42.200 --> 00:08:44.200]  動不動就動手
[00:08:44.200 --> 00:08:46.200]  於是乎在這個憤怒的環境成長的時候
[00:08:46.200 --> 00:08:48.200]  很自然他學會的就是
[00:08:48.200 --> 00:08:50.200]  任何事要處理的時候
[00:08:50.200 --> 00:08:52.200]  就透過憤怒 發怒來解決
[00:08:52.200 --> 00:08:54.200]  而發怒也成為了
[00:08:54.200 --> 00:08:56.200]  解決問題的唯一方法
[00:08:56.200 --> 00:08:58.200]  所以面對問題的時候
[00:08:58.200 --> 00:09:00.200]  他雖然知道這個解決方法
[00:09:00.200 --> 00:09:02.200]  一定不是最好的
[00:09:02.200 --> 00:09:04.200]  他會後悔
[00:09:04.200 --> 00:09:06.200]  但結果他仍然選擇用這個方法
[00:09:06.200 --> 00:09:08.200]  雖然事情惡化了
[00:09:08.200 --> 00:09:10.200]  但他沒有辦法解決問題
[00:09:10.200 --> 00:09:12.200]  因為這個是他唯一解決問題的方法
[00:09:12.200 --> 00:09:14.200]  我又見過一段新聞
[00:09:14.200 --> 00:09:16.200]  這段新聞是一對訂婚的男女
[00:09:16.200 --> 00:09:18.200]  在安排這個結婚
[00:09:18.200 --> 00:09:20.200]  婚禮的事上
[00:09:20.200 --> 00:09:22.200]  他們意見不合
[00:09:22.200 --> 00:09:24.200]  於是那個男士
[00:09:24.200 --> 00:09:26.200]  就打了自己的女朋友
[00:09:26.200 --> 00:09:28.200]  女朋友就報警
[00:09:28.200 --> 00:09:30.200]  結果就要去
[00:09:30.200 --> 00:09:32.200]  見警察
[00:09:32.200 --> 00:09:34.200]  最後這個女方就決定
[00:09:34.200 --> 00:09:36.200]  不告男方
[00:09:36.200 --> 00:09:38.200]  不過婚事就告吹了
[00:09:38.200 --> 00:09:40.200]  所以發怒
[00:09:40.200 --> 00:09:42.200]  後果多麼嚴重呢
[00:09:42.200 --> 00:09:44.200]  但雖然這樣 你見到男士
[00:09:44.200 --> 00:09:46.200]  依然很容易就發怒了
[00:09:46.200 --> 00:09:48.200]  明知道結果不好
[00:09:48.200 --> 00:09:50.200]  但又沒有能力去改善
[00:09:50.200 --> 00:09:52.200]  另一方面
[00:09:52.200 --> 00:09:54.200]  社會又教導很多男士
[00:09:54.200 --> 00:09:56.200]  告訴他 發怒其實很多時候
[00:09:56.200 --> 00:09:58.200]  都很合情合理的
[00:09:58.200 --> 00:10:00.200]  社會又教導男士要自強
[00:10:00.200 --> 00:10:02.200]  所謂男兒當自強
[00:10:02.200 --> 00:10:04.200]  社會又教導男性
[00:10:04.200 --> 00:10:06.200]  要鬥心 不要失敗
[00:10:06.200 --> 00:10:08.200]  於是乎
[00:10:08.200 --> 00:10:10.200]  戰鬥就成為了男性的責任
[00:10:10.200 --> 00:10:12.200]  而社會又教導男性
[00:10:12.200 --> 00:10:14.200]  要嚴肅
[00:10:14.200 --> 00:10:16.200]  不可以女性化 不要做弱者
[00:10:16.200 --> 00:10:18.200]  畢竟中國人很多的父親
[00:10:18.200 --> 00:10:20.200]  都是炎父
[00:10:20.200 --> 00:10:22.200]  所以對於男士來說
[00:10:22.200 --> 00:10:24.200]  自小我們就學會這句說話
[00:10:24.200 --> 00:10:26.200]  男兒流血
[00:10:26.200 --> 00:10:28.200]  大家不敢說下去
[00:10:28.200 --> 00:10:30.200]  只是聽到前面的姐妹們說
[00:10:30.200 --> 00:10:32.200]  男兒流血不流淚
[00:10:32.200 --> 00:10:34.200]  所以這些男性
[00:10:34.200 --> 00:10:36.200]  要展示男性的氣質
[00:10:36.200 --> 00:10:38.200]  用什麼方法去展示呢
[00:10:38.200 --> 00:10:40.200]  就是透過發脾氣
[00:10:40.200 --> 00:10:42.200]  即使令人受傷
[00:10:42.200 --> 00:10:44.200]  即使令人害怕
[00:10:44.200 --> 00:10:46.200]  總好過展示自己是弱者
[00:10:46.200 --> 00:10:48.200]  只會哭
[00:10:48.200 --> 00:10:50.200]  沒用的
[00:10:50.200 --> 00:10:52.200]  所有男士自然地就會發脾氣
[00:10:52.200 --> 00:10:54.200]  我曾經聽過
[00:10:54.200 --> 00:10:56.200]  在見證裡面
[00:10:56.200 --> 00:10:58.200]  聽到一個這樣的例子
[00:10:58.200 --> 00:11:00.200]  一個年輕人
[00:11:00.200 --> 00:11:02.200]  當他打架輸了回家的時候
[00:11:02.200 --> 00:11:04.200]  他爸爸不是罵他
[00:11:04.200 --> 00:11:06.200]  有可能打架
[00:11:06.200 --> 00:11:08.200]  他爸爸是告訴他
[00:11:08.200 --> 00:11:10.200]  打輸了就不要回來見我
[00:11:10.200 --> 00:11:12.200]  所以對男性來說
[00:11:12.200 --> 00:11:14.200]  發脾氣不算什麼
[00:11:14.200 --> 00:11:16.200]  最重要不要打輸
[00:11:16.200 --> 00:11:18.200]  最重要不要做弱者
[00:11:18.200 --> 00:11:20.200]  我們的社會也讓男性有很多不同的責任
[00:11:20.200 --> 00:11:22.200]  而當男性面對著很多責任的時候
[00:11:22.200 --> 00:11:24.200]  心裡面有時候
[00:11:24.200 --> 00:11:26.200]  面對無能為力的責任
[00:11:26.200 --> 00:11:28.200]  他不知道怎麼面對
[00:11:28.200 --> 00:11:30.200]  面對自己弱項的責任應該怎麼做呢
[00:11:30.200 --> 00:11:32.200]  唯有透過發脾氣
[00:11:32.200 --> 00:11:34.200]  宣洩自己心底的壓力
[00:11:34.200 --> 00:11:36.200]  和不開心
[00:11:36.200 --> 00:11:38.200]  很多年前認識一個年輕人
[00:11:38.200 --> 00:11:40.200]  這個年輕人有黑底
[00:11:40.200 --> 00:11:42.200]  為什麼他有黑底
[00:11:42.200 --> 00:11:44.200]  其實他也不想加入黑社會
[00:11:44.200 --> 00:11:46.200]  但是對他來說
[00:11:46.200 --> 00:11:48.200]  他面對著很多壓力
[00:11:48.200 --> 00:11:50.200]  面對著一些辛苦的責任
[00:11:50.200 --> 00:11:52.200]  於是他選擇放縱
[00:11:52.200 --> 00:11:54.200]  選擇去玩
[00:11:54.200 --> 00:11:56.200]  去瘋 透過這些來忘記一切
[00:11:56.200 --> 00:11:58.200]  結果不經意之間
[00:11:58.200 --> 00:12:00.200]  被人扯進黑社會
[00:12:00.200 --> 00:12:02.200]  加入了黑社會
[00:12:02.200 --> 00:12:04.200]  但其實心底裡他並不想參加黑社會
[00:12:04.200 --> 00:12:08.200]  到底他面對著什麼壓力呢
[00:12:08.200 --> 00:12:10.200]  壓力就是他爸爸
[00:12:10.200 --> 00:12:12.200]  媽媽經常跟他說
[00:12:12.200 --> 00:12:14.200]  兒子將來
[00:12:14.200 --> 00:12:16.200]  你要承擔起整個家的
[00:12:16.200 --> 00:12:18.200]  因為他家族是重男輕女
[00:12:18.200 --> 00:12:20.200]  剛剛整個家裡
[00:12:20.200 --> 00:12:22.200]  他是唯一的兒子
[00:12:22.200 --> 00:12:24.200]  對上全部都是女
[00:12:24.200 --> 00:12:26.200]  於是父母親就
[00:12:26.200 --> 00:12:28.200]  將所有寄託都放在身上
[00:12:28.200 --> 00:12:30.200]  告訴他 你很重要
[00:12:30.200 --> 00:12:32.200]  你要承擔起整個家
[00:12:32.200 --> 00:12:34.200]  面對這些壓力
[00:12:34.200 --> 00:12:36.200]  這個年輕人很難受
[00:12:36.200 --> 00:12:38.200]  於是選擇去玩
[00:12:38.200 --> 00:12:40.200]  去放縱 去瘋
[00:12:40.200 --> 00:12:42.200]  除此之外 對男性來說
[00:12:42.200 --> 00:12:44.200]  男性的安全感在哪裡呢
[00:12:44.200 --> 00:12:46.200]  就是當那些事情
[00:12:46.200 --> 00:12:48.200]  是一個男士能夠控制的話
[00:12:48.200 --> 00:12:50.200]  他能夠掌握的話
[00:12:50.200 --> 00:12:52.200]  他就會有安全感
[00:12:52.200 --> 00:12:54.200]  但當他失去掌握的能力
[00:12:54.200 --> 00:12:56.200]  失控的時候
[00:12:56.200 --> 00:12:58.200]  他就會失去安全感
[00:12:58.200 --> 00:13:00.200]  於是他面對那一刻
[00:13:00.200 --> 00:13:02.200]  他唯有透過發脾氣
[00:13:02.200 --> 00:13:04.200]  透過憤怒來遮蓋自己的懼怕
[00:13:04.200 --> 00:13:08.200]  有一個弟兄工作有很大的壓力
[00:13:08.200 --> 00:13:10.200]  很多時候很多不如意
[00:13:10.200 --> 00:13:12.200]  回到家的時候
[00:13:12.200 --> 00:13:14.200]  他很想發洩
[00:13:14.200 --> 00:13:16.200]  這種工作上的不如意
[00:13:16.200 --> 00:13:18.200]  不過對他來說
[00:13:18.200 --> 00:13:20.200]  他又不想傷害妻子
[00:13:20.200 --> 00:13:22.200]  於是他唯一的發洩方法
[00:13:22.200 --> 00:13:24.200]  就是大力一拳
[00:13:24.200 --> 00:13:26.200]  打到牆上
[00:13:26.200 --> 00:13:28.200]  結果他太太望見的時候
[00:13:28.200 --> 00:13:30.200]  心裡就有很多恐懼
[00:13:30.200 --> 00:13:32.200]  於是他去找牧師
[00:13:32.200 --> 00:13:34.200]  牧師 請你做婚姻輔導
[00:13:34.200 --> 00:13:36.200]  他這樣拳拳打下去
[00:13:36.200 --> 00:13:38.200]  是不通的
[00:13:38.200 --> 00:13:40.200]  我怕他突然失控
[00:13:40.200 --> 00:13:42.200]  不是打牆 是打到我身上
[00:13:42.200 --> 00:13:44.200]  怎麼辦
[00:13:44.200 --> 00:13:46.200]  男性也不善於
[00:13:46.200 --> 00:13:48.200]  處理那種關係
[00:13:48.200 --> 00:13:50.200]  他不懂得怎樣去表達
[00:13:50.200 --> 00:13:52.200]  所以對他來說
[00:13:52.200 --> 00:13:54.200]  唯一去表達的方式
[00:13:54.200 --> 00:13:56.200]  就是透過發脾氣
[00:13:56.200 --> 00:13:58.200]  憤怒來表達
[00:13:58.200 --> 00:14:00.200]  例如當男士面對太太
[00:14:00.200 --> 00:14:02.200]  不肯聽她說的時候
[00:14:02.200 --> 00:14:04.200]  或是太太不想掌握明白的時候
[00:14:04.200 --> 00:14:06.200]  他就選擇發脾氣
[00:14:06.200 --> 00:14:08.200]  透過發脾氣來處理
[00:14:08.200 --> 00:14:10.200]  當男性不善於處理女性的情緒
[00:14:10.200 --> 00:14:12.200]  結果就用脾氣
[00:14:12.200 --> 00:14:14.200]  憤怒來表達
[00:14:14.200 --> 00:14:16.200]  有一次我坐巴士的時候
[00:14:16.200 --> 00:14:18.200]  在巴士站等巴士
[00:14:18.200 --> 00:14:20.200]  巴士公司服務不太好
[00:14:20.200 --> 00:14:22.200]  等了很久
[00:14:22.200 --> 00:14:24.200]  在巴士站那裡有很多人
[00:14:24.200 --> 00:14:26.200]  有一對男女
[00:14:26.200 --> 00:14:28.200]  一看就知道很年輕
[00:14:28.200 --> 00:14:30.200]  大概十九二十五歲
[00:14:30.200 --> 00:14:32.200]  他們應該是在拍拖
[00:14:32.200 --> 00:14:34.200]  因為兩個都站在一起
[00:14:34.200 --> 00:14:36.200]  而且你見到他們面上的表情
[00:14:36.200 --> 00:14:38.200]  告訴你
[00:14:38.200 --> 00:14:40.200]  他們似乎剛剛吵架
[00:14:40.200 --> 00:14:42.200]  很多不開心的表情
[00:14:42.200 --> 00:14:44.200]  在那裡兩個人
[00:14:44.200 --> 00:14:46.200]  無聲無息沒有任何言語
[00:14:46.200 --> 00:14:48.200]  不過你感受到
[00:14:48.200 --> 00:14:50.200]  氣氛相當緊張
[00:14:50.200 --> 00:14:52.200]  忽然之間
[00:14:52.200 --> 00:14:54.200]  男士一拳
[00:14:54.200 --> 00:14:56.200]  打在巴士站的柱子上
[00:14:56.200 --> 00:14:58.200]  那裡是鐵柱
[00:14:58.200 --> 00:15:00.200]  我們在旁邊
[00:15:00.200 --> 00:15:02.200]  馬上要
[00:15:02.200 --> 00:15:04.200]  做好最佳的準備
[00:15:04.200 --> 00:15:06.200]  隨時一彈就彈開幾呎
