
[00:00:00.000 --> 00:00:02.000]  領事館主內平安
[00:02:23.640 --> 00:02:26.640]  很簡單看《馬太福音》我們看到的情景就是
[00:02:26.640 --> 00:02:31.640]  耶穌肚子餓 發脾氣 找無花果樹出氣
[00:02:31.640 --> 00:02:36.640]  無花果樹死了之後還裝聰明 只是很簡單的事
[00:02:36.640 --> 00:02:39.640]  如果你有信心的話 不單止無花果樹可以枯乾
[00:02:39.640 --> 00:02:43.640]  連山也可以被移開丟進海裡 好像沒有什麼關係
[00:02:43.640 --> 00:02:47.640]  但原來同樣的記載在《馬可福音》十一章
[00:02:47.640 --> 00:02:49.640]  今天我們沒有時間看完兩篇
[00:02:49.640 --> 00:02:52.640]  我特地選《馬太福音》就是想大家看看
[00:02:52.640 --> 00:02:54.640]  有時候我們看聖經不可以只看《馬太福音》
[00:02:54.640 --> 00:02:56.640]  因為很多地方我們不明白
[00:02:56.640 --> 00:03:00.640]  好像前文不對後語 很多不相關的東西
[00:03:00.640 --> 00:03:03.640]  說得好像耶穌不近人情
[00:03:03.640 --> 00:03:06.640]  但是《馬太福音》原來這件事發生了兩天
[00:03:06.640 --> 00:03:11.640]  中間就加插了他潔淨聖殿
[00:03:11.640 --> 00:03:16.640]  第一天耶穌肚子餓 看到那棵樹沒有潔果子
[00:03:16.640 --> 00:03:20.640]  他就說你不潔果子 你不要再潔果子了
[00:03:20.640 --> 00:03:25.640]  那棵樹就不是突然在他們面前突然枯乾了
[00:03:25.640 --> 00:03:27.640]  接著他們和一群叛徒去了聖殿
[00:03:27.640 --> 00:03:29.640]  大家回去看《馬可福音》十一章就知道了
[00:03:29.640 --> 00:03:32.640]  去潔淨聖殿 大家都很清楚了
[00:03:32.640 --> 00:03:40.640]  接著他說第二天早晨他們再經過這棵樹的時候
[00:03:40.640 --> 00:03:46.640]  門徒就很奇怪 說這棵樹真的枯乾了
[00:03:46.640 --> 00:03:50.640]  耶穌才和他們說 上帝的能力
[00:03:50.640 --> 00:03:53.640]  只要你有信心 什麼都能夠做到
[00:03:53.640 --> 00:03:55.640]  大家明白了嗎 是兩件事
[00:03:55.640 --> 00:03:58.640]  我們問為什麼這棵樹要枯乾
[00:03:58.640 --> 00:04:02.640]  因為它不潔果子 它是一棵沒用的樹
[00:04:02.640 --> 00:04:06.640]  無花果樹不潔果子 即是一棵沒用的樹
[00:04:06.640 --> 00:04:09.640]  你長得多漂亮 多茂盛都好
[00:04:09.640 --> 00:04:12.640]  你是一棵不會潔果子的樹
[00:04:12.640 --> 00:04:16.640]  耶穌說這是一個比喻 這是一個行動的比喻
[00:04:16.640 --> 00:04:18.640]  之前耶穌說了很多比喻
[00:04:18.640 --> 00:04:20.640]  有山羊面羊 有殺種的比喻
[00:04:20.640 --> 00:04:23.640]  有很多不同的比喻 有浪子的比喻
[00:04:23.640 --> 00:04:25.640]  但這些不是行動上的比喻 這是一個故事
[00:04:25.640 --> 00:04:30.640]  但這也是一個比喻 但耶穌是一個行動上的比喻
[00:04:30.640 --> 00:04:32.640]  他帶著徒徒一起走過那棵樹
[00:04:32.640 --> 00:04:35.640]  他遷就那棵樹 後來那棵樹枯乾了
[00:04:35.640 --> 00:04:37.640]  這是行動上的比喻
[00:04:37.640 --> 00:04:42.640]  但這件事背後有一個比喻 背後有一個意思
[00:04:42.640 --> 00:04:46.640]  就是如果不潔果 你只憑外表
[00:04:46.640 --> 00:04:50.640]  你不去潔果子 你不合上帝的心意
[00:04:50.640 --> 00:04:52.640]  你是枯乾的
[00:04:52.640 --> 00:04:54.640]  為什麼耶穌要說這些話呢
[00:04:54.640 --> 00:04:58.640]  他不單是針對當時的環境
[00:04:58.640 --> 00:05:00.640]  今天也在跟我們說話
[00:05:00.640 --> 00:05:02.640]  當時的環境是什麼呢
[00:05:02.640 --> 00:05:08.640]  有很多的法理賽人 文士 律法師 祭司長
[00:05:08.640 --> 00:05:11.640]  他們以為自己做得很好
[00:05:11.640 --> 00:05:14.640]  特別是法理賽人很熟讀律法
[00:05:14.640 --> 00:05:16.640]  他們遵守了所有的誡命
[00:05:16.640 --> 00:05:18.640]  他們做了十一奉獻
[00:05:18.640 --> 00:05:20.640]  他們禁食禱告
[00:05:20.640 --> 00:05:25.640]  但是他們的內心是不正的
[00:05:25.640 --> 00:05:27.640]  他們是枯乾的
[00:05:27.640 --> 00:05:29.640]  單憑外表是沒用的
[00:05:29.640 --> 00:05:34.640]  他們是一個不潔果子的信徒
[00:05:34.640 --> 00:05:38.640]  耶穌基督的話針對後來
[00:05:38.640 --> 00:05:43.640]  中世紀的時候的教會
[00:05:43.640 --> 00:05:47.640]  中世紀教會就是羅馬大公教
[00:05:47.640 --> 00:05:51.640]  當時試過一段時間是很黑暗的
[00:05:51.640 --> 00:05:54.640]  今天天主教徒也承認那段時間是黑暗的
[00:05:54.640 --> 00:05:58.640]  他們很注重外表
[00:05:58.640 --> 00:06:00.640]  注重教會的勢力有多大
[00:06:00.640 --> 00:06:03.640]  有多少權力可以影響到政府
[00:06:03.640 --> 00:06:05.640]  影響到皇帝
[00:06:05.640 --> 00:06:07.640]  教堂要建得最漂亮
[00:06:07.640 --> 00:06:09.640]  聖經一大教堂建得最漂亮的時候
[00:06:09.640 --> 00:06:12.640]  他們不夠錢就想很多方法去籌款
[00:06:12.640 --> 00:06:16.640]  包括叫人去買贖罪券
[00:06:16.640 --> 00:06:18.640]  他們單憑外表
[00:06:18.640 --> 00:06:20.640]  但是沒有實質
[00:06:20.640 --> 00:06:22.640]  而且他們是沒有結果的
[00:06:22.640 --> 00:06:24.640]  你想教會興旺
[00:06:24.640 --> 00:06:26.640]  第一件事就是要去傳福音
[00:06:26.640 --> 00:06:28.640]  這是耶穌的教導
[00:06:28.640 --> 00:06:30.640]  要去潔果子
[00:06:30.640 --> 00:06:32.640]  但是沒有去做到
[00:06:32.640 --> 00:06:35.640]  結果後來馬丁路德改教之後
[00:06:35.640 --> 00:06:38.640]  羅馬大公教就開始反省
[00:06:38.640 --> 00:06:40.640]  設立了耶穌會
[00:06:40.640 --> 00:06:42.640]  有聖方濟 尼瑪竇
[00:06:42.640 --> 00:06:44.640]  那些人就來到東方
[00:06:44.640 --> 00:06:46.640]  開始傳福音
[00:06:46.640 --> 00:06:48.640]  原來福音是很重要的
[00:06:48.640 --> 00:06:51.640]  他們回復了第一世紀耶穌的教導
[00:06:51.640 --> 00:06:53.640]  你要去潔果子
[00:06:53.640 --> 00:06:55.640]  如果不是就像一棵無花果樹
[00:06:55.640 --> 00:06:57.640]  你是枯乾的
[00:06:57.640 --> 00:06:59.640]  今天上帝跟我們說了這句話
[00:06:59.640 --> 00:07:01.640]  今天教會如果我們不去潔果子
[00:07:01.640 --> 00:07:03.640]  你教得多好 多大型
[00:07:03.640 --> 00:07:05.640]  多好的音響
[00:07:05.640 --> 00:07:07.640]  多多會眾
[00:07:07.640 --> 00:07:09.640]  你不去潔果子
[00:07:09.640 --> 00:07:11.640]  你就像一棵無花果樹
[00:07:11.640 --> 00:07:13.640]  單憑外表 是沒有實質的
[00:07:13.640 --> 00:07:18.640]  今天講的話題
[00:07:18.640 --> 00:07:20.640]  也是講到信心
[00:07:20.640 --> 00:07:24.640]  教會不去潔果子
[00:07:24.640 --> 00:07:26.640]  或者個人不去潔果子
[00:07:26.640 --> 00:07:29.640]  很多時候就是我們信心不夠
[00:07:29.640 --> 00:07:31.640]  耶穌說如果你信心夠的話
[00:07:31.640 --> 00:07:33.640]  不單止無花果樹可以枯乾
[00:07:33.640 --> 00:07:35.640]  在你面前
[00:07:35.640 --> 00:07:37.640]  你移山填海都可以
[00:07:37.640 --> 00:07:39.640]  但是很多時候
[00:07:39.640 --> 00:07:41.640]  我們就是不夠信心去做
[00:07:41.640 --> 00:07:43.640]  我們
[00:07:43.640 --> 00:07:45.640]  暴徒會
[00:07:45.640 --> 00:07:47.640]  今年不要搞了
[00:07:47.640 --> 00:07:49.640]  搞一次好了 搞了幾年
[00:07:49.640 --> 00:07:51.640]  放這麼多人力物力
[00:07:51.640 --> 00:07:53.640]  全體出動去派單張
[00:07:53.640 --> 00:07:55.640]  又叫朋友來
[00:07:55.640 --> 00:07:57.640]  到時都是小貓幾隻
[00:07:57.640 --> 00:07:59.640]  沒人舉手
[00:07:59.640 --> 00:08:01.640]  我們很失望
[00:08:01.640 --> 00:08:03.640]  我們不敢再搞
[00:08:03.640 --> 00:08:05.640]  派單張 進去take away
[00:08:05.640 --> 00:08:07.640]  他們國家很惡的 每次都趕人走
[00:08:07.640 --> 00:08:09.640]  黑面的 不要進去
[00:08:09.640 --> 00:08:11.640]  我們不夠膽去做
[00:08:11.640 --> 00:08:13.640]  信心不夠
[00:08:13.640 --> 00:08:15.640]  今天我們不去潔果子
[00:08:15.640 --> 00:08:17.640]  就好像之前我所講
[00:08:17.640 --> 00:08:19.640]  我們停留在一個comfort zone裏
[00:08:19.640 --> 00:08:21.640]  我們不敢走過這個約旦河
[00:08:21.640 --> 00:08:23.640]  走過就要打仗
[00:08:23.640 --> 00:08:25.640]  不如在這邊
[00:08:25.640 --> 00:08:27.640]  過著安逸的生活
[00:08:27.640 --> 00:08:29.640]  星期天回來聽聽道理
[00:08:29.640 --> 00:08:31.640]  小朋友學學道理
[00:08:31.640 --> 00:08:33.640]  唱唱詩歌 多開心
[00:08:33.640 --> 00:08:35.640]  我們不願意多走一步
[00:08:35.640 --> 00:08:37.640]  在那裏執事 不要搞了
[00:08:37.640 --> 00:08:39.640]  很多政治的事
[00:08:39.640 --> 00:08:41.640]  很多是非
[00:08:41.640 --> 00:08:43.640]  吃來不討好的工作
[00:08:43.640 --> 00:08:45.640]  不敢去做
[00:08:45.640 --> 00:08:47.640]  上帝要我們去潔果子
[00:08:47.640 --> 00:08:49.640]  要我們真的走出comfort zone
[00:08:49.640 --> 00:08:51.640]  我們憑什麼
[00:08:51.640 --> 00:08:53.640]  不是憑自己的才能
[00:08:53.640 --> 00:08:55.640]  不是憑自己的智慧
[00:08:55.640 --> 00:08:57.640]  而是憑著對上帝的信心
[00:08:57.640 --> 00:08:59.640]  所以今天講這個信心
[00:08:59.640 --> 00:09:01.640]  就是這麼重要
[00:09:01.640 --> 00:09:03.640]  我們講這個信心
[00:09:03.640 --> 00:09:05.640]  我們知道每一張書
[00:09:05.640 --> 00:09:07.640]  有這麼多 這是希伯來書十一章
[00:09:07.640 --> 00:09:09.640]  一會兒我們唱一首回應詩歌
[00:09:09.640 --> 00:09:11.640]  也是基於希伯來書十一章
[00:09:11.640 --> 00:09:13.640]  一開始它說信就是所盼望的事
[00:09:13.640 --> 00:09:15.640]  把握未見時的確具
[00:09:15.640 --> 00:09:17.640]  這個是和合本修訂版
[00:09:17.640 --> 00:09:19.640]  比較容易明白
[00:09:19.640 --> 00:09:21.640]  但是也不是那麼容易明白
[00:09:21.640 --> 00:09:23.640]  其實
[00:09:23.640 --> 00:09:25.640]  主要就是很簡單
[00:09:25.640 --> 00:09:27.640]  就是你未見到的東西
[00:09:27.640 --> 00:09:29.640]  你正在盼望
[00:09:29.640 --> 00:09:31.640]  你已經有了把握
[00:09:31.640 --> 00:09:33.640]  因為上帝已經應許了你
[00:09:33.640 --> 00:09:35.640]  你是相信上帝
[00:09:35.640 --> 00:09:37.640]  一定會成就
[00:09:37.640 --> 00:09:39.640]  你是相信他
[00:09:39.640 --> 00:09:41.640]  我舉個例子
[00:09:41.640 --> 00:09:43.640]  我小時候爸爸帶我去吃自助餐
[00:09:43.640 --> 00:09:45.640]  我從來沒有懷疑過他
[00:09:45.640 --> 00:09:47.640]  會不會沒錢結帳
[00:09:47.640 --> 00:09:49.640]  會不會丟下我洗碗
[00:09:49.640 --> 00:09:51.640]  是不是很簡單
[00:09:51.640 --> 00:09:53.640]  你有沒有懷疑過你爸爸
[00:09:53.640 --> 00:09:55.640]  沒有
[00:09:55.640 --> 00:09:57.640]  你跳上一輛Uber車或者的士
[00:09:57.640 --> 00:09:59.640]  你不會懷疑司機
[00:09:59.640 --> 00:10:01.640]  有沒有車牌
[00:10:01.640 --> 00:10:03.640]  GP有沒有看看他的Shirt
[00:10:03.640 --> 00:10:05.640]  才知道是不是真的畢業
[00:10:05.640 --> 00:10:07.640]  可能是沒有牌
[00:10:07.640 --> 00:10:09.640]  不會的
[00:10:09.640 --> 00:10:11.640]  對上帝都是信心
[00:10:11.640 --> 00:10:13.640]  不是看到才去信
[00:10:13.640 --> 00:10:15.640]  這個是很重要
[00:10:15.640 --> 00:10:19.640]  在希伯來書也說過
[00:10:19.640 --> 00:10:21.640]  歷代的偉人都是憑著信心去做
[00:10:21.640 --> 00:10:23.640]  之前我說創世紀出埃及
[00:10:23.640 --> 00:10:25.640]  已經說了很多次
[00:10:25.640 --> 00:10:27.640]  一直說到
[00:10:27.640 --> 00:10:29.640]  其實信心是很重要的
[00:10:29.640 --> 00:10:31.640]  羅亞
[00:10:31.640 --> 00:10:33.640]  很簡單
[00:10:33.640 --> 00:10:35.640]  因著信羅亞蒙上帝
[00:10:35.640 --> 00:10:37.640]  指示他未見的事
[00:10:37.640 --> 00:10:39.640]  他未見過下雨
[00:10:39.640 --> 00:10:41.640]  下到這麼大
[00:10:41.640 --> 00:10:43.640]  想像不到
[00:10:43.640 --> 00:10:45.640]  上帝要他在山上起方舟
[00:10:45.640 --> 00:10:47.640]  是不是一個很愚蠢的事
[00:10:47.640 --> 00:10:49.640]  就像保羅所說
[00:10:49.640 --> 00:10:51.640]  西人看見愚蠢的事
[00:10:51.640 --> 00:10:53.640]  其實就是上帝的智慧
[00:10:53.640 --> 00:10:55.640]  為什麼
[00:10:55.640 --> 00:10:57.640]  因為下雨不停
[00:10:57.640 --> 00:10:59.640]  掩沒山
[00:10:59.640 --> 00:11:01.640]  平時你不會
[00:11:01.640 --> 00:11:03.640]  在山上起船
[00:11:03.640 --> 00:11:07.640]  弄完怎樣
[00:11:07.640 --> 00:11:09.640]  搬下來
[00:11:09.640 --> 00:11:11.640]  怎樣搬
[00:11:11.640 --> 00:11:13.640]  有沒有組裝過
[00:11:13.640 --> 00:11:15.640]  IKEA的傢俬
[00:11:15.640 --> 00:11:17.640]  有沒有想像
[00:11:17.640 --> 00:11:19.640]  應該在房間
[00:11:19.640 --> 00:11:21.640]  但房間不夠大
[00:11:21.640 --> 00:11:23.640]  在客廳搬進房間
[00:11:23.640 --> 00:11:25.640]  發現不行
[00:11:25.640 --> 00:11:27.640]  是吧
[00:11:27.640 --> 00:11:29.640]  何況你的船在山上起
[00:11:29.640 --> 00:11:31.640]  怎樣搬下來
[00:11:31.640 --> 00:11:33.640]  上帝有智慧
[00:11:33.640 --> 00:11:35.640]  未見之事的
[00:11:35.640 --> 00:11:37.640]  確據
[00:11:37.640 --> 00:11:39.640]  你相信上帝的能力
[00:11:39.640 --> 00:11:41.640]  羅亞想像不到
[00:11:41.640 --> 00:11:43.640]  阿伯拉罕呢
[00:11:43.640 --> 00:11:45.640]  因著信
[00:11:45.640 --> 00:11:47.640]  阿伯拉罕蒙召的時候
[00:11:47.640 --> 00:11:49.640]  就遵命出去
[00:11:49.640 --> 00:11:51.640]  往將來要承受為基業的地方
[00:11:51.640 --> 00:11:53.640]  他出去的時候還不知往那裡去
[00:11:53.640 --> 00:11:55.640]  阿伯拉罕出去的時候
[00:11:55.640 --> 00:11:57.640]  不知往那裡去
[00:11:57.640 --> 00:11:59.640]  我也是
[00:11:59.640 --> 00:12:01.640]  我來英國之前不知去哪裡
[00:12:01.640 --> 00:12:03.640]  我去華盛頓就好
[00:12:03.640 --> 00:12:05.640]  很慶幸就選了華盛頓
[00:12:05.640 --> 00:12:07.640]  當然好很多
[00:12:07.640 --> 00:12:09.640]  但不要忘記
[00:12:09.640 --> 00:12:11.640]  要代入你那段時期
[00:12:11.640 --> 00:12:13.640]  那時是沒有移民
[00:12:13.640 --> 00:12:15.640]  不會離開本族
[00:12:15.640 --> 00:12:17.640]  附加
[00:12:17.640 --> 00:12:19.640]  除非被族人趕走
[00:12:19.640 --> 00:12:21.640]  是很羞恥的事
[00:12:21.640 --> 00:12:23.640]  沒有人逃脫
[00:12:23.640 --> 00:12:25.640]  以前是不會的
[00:12:25.640 --> 00:12:27.640]  交通不發達
[00:12:27.640 --> 00:12:29.640]  文化不容許
[00:12:29.640 --> 00:12:31.640]  阿伯拉罕
[00:12:31.640 --> 00:12:33.640]  聽從上帝的說話
[00:12:33.640 --> 00:12:35.640]  去哪裡?從來沒有問過
[00:12:35.640 --> 00:12:37.640]  去哪裡
[00:12:37.640 --> 00:12:39.640]  起碼你們也上網看看
[00:12:39.640 --> 00:12:41.640]  英國是什麼環境
[00:12:41.640 --> 00:12:43.640]  聽聽什麼
[00:12:43.640 --> 00:12:45.640]  講講關於英國
[00:12:45.640 --> 00:12:47.640]  起碼你也去聽聽
[00:12:47.640 --> 00:12:49.640]  打開地圖
[00:12:49.640 --> 00:12:51.640]  你就看到
[00:12:51.640 --> 00:12:53.640]  孫靖都差不多
[00:12:53.640 --> 00:12:55.640]  南邊暖一點
[00:12:55.640 --> 00:12:57.640]  近一點
[00:12:57.640 --> 00:12:59.640]  回香港容易
[00:12:59.640 --> 00:13:01.640]  牛津附近
[00:13:01.640 --> 00:13:03.640]  牛津屋貴
[00:13:03.640 --> 00:13:05.640]  但兒女在牛津讀書方便
[00:13:05.640 --> 00:13:07.640]  我們是這樣想
[00:13:07.640 --> 00:13:09.640]  但阿伯拉罕沒有想過
[00:13:09.640 --> 00:13:11.640]  他不會想這些
[00:13:11.640 --> 00:13:13.640]  也不需要想
[00:13:13.640 --> 00:13:15.640]  未見之時的確據
[00:13:15.640 --> 00:13:17.640]  未見之時已經有assurance
[00:13:17.640 --> 00:13:19.640]  上帝已經assure了他
[00:13:19.640 --> 00:13:21.640]  給了他確據
[00:13:21.640 --> 00:13:23.640]  我為你預備是最好的
[00:13:23.640 --> 00:13:29.640]  但是
[00:13:29.640 --> 00:13:31.640]  聖經也記載
[00:13:31.640 --> 00:13:33.640]  以色列人跌倒的時候
[00:13:33.640 --> 00:13:35.640]  他們失敗的時候就是信心不夠
[00:13:35.640 --> 00:13:37.640]  很多次了
[00:13:37.640 --> 00:13:39.640]  很多次了
[00:13:39.640 --> 00:13:41.640]  我講不完
[00:13:41.640 --> 00:13:43.640]  提提大家
[00:13:43.640 --> 00:13:45.640]  摩西上了西夏山取經
[00:13:45.640 --> 00:13:47.640]  他很久都不下來
[00:13:47.640 --> 00:13:49.640]  百姓見摩西
[00:13:49.640 --> 00:13:51.640]  遲遲不下山
[00:13:51.640 --> 00:13:53.640]  就聚集到阿倫那裡
[00:13:53.640 --> 00:13:55.640]  對他說什麼
[00:13:55.640 --> 00:13:57.640]  他起來為我們做神明
[00:13:57.640 --> 00:13:59.640]  在我們前面引路
[00:13:59.640 --> 00:14:01.640]  因為領我們出埃及地的那個摩西
[00:14:01.640 --> 00:14:03.640]  我們不知道他遭遇了什麼事
[00:14:03.640 --> 00:14:07.640]  不見了摩西
[00:14:07.640 --> 00:14:09.640]  不見了領袖
[00:14:09.640 --> 00:14:11.640]  剛才早堂也坐在那裡
[00:14:11.640 --> 00:14:13.640]  現在不見了
[00:14:13.640 --> 00:14:15.640]  走了
[00:14:15.640 --> 00:14:17.640]  怎麼辦
[00:14:17.640 --> 00:14:19.640]  我們擔心這些
[00:14:19.640 --> 00:14:21.640]  他見摩西遲遲不下山
[00:14:21.640 --> 00:14:23.640]  他們就擔心
[00:14:23.640 --> 00:14:25.640]  結果用了人的方法
[00:14:25.640 --> 00:14:27.640]  去解決問題
[00:14:27.640 --> 00:14:29.640]  弄了一個神明就是金牛
[00:14:29.640 --> 00:14:33.640]  他們不是不再敬拜耶和華
[00:14:33.640 --> 00:14:35.640]  聖經沒有這樣說
[00:14:35.640 --> 00:14:37.640]  他們不是去拜金牛
[00:14:37.640 --> 00:14:39.640]  他們當金牛做了摩西
[00:14:39.640 --> 00:14:41.640]  去引領他們
[00:14:41.640 --> 00:14:43.640]  這是違反神的意義
[00:14:43.640 --> 00:14:45.640]  神不是要他們這樣做
[00:14:45.640 --> 00:14:47.640]  神要他們耐心等候摩西
[00:14:47.640 --> 00:14:49.640]  回來
[00:14:49.640 --> 00:14:51.640]  另外一次就是文素記十三章
[00:14:51.640 --> 00:14:53.640]  之前也說過
[00:14:53.640 --> 00:14:55.640]  十二個探子進入迦南的地方
[00:14:55.640 --> 00:14:59.640]  信心不夠
[00:14:59.640 --> 00:15:01.640]  他們見到什麼
[00:15:01.640 --> 00:15:05.640]  他說見到有流奶與麥芝地
[00:15:05.640 --> 00:15:07.640]  是真的
[00:15:07.640 --> 00:15:09.640]  那裡的葡萄
[00:15:09.640 --> 00:15:11.640]  好像橙一樣大
[00:15:11.640 --> 00:15:13.640]  這是我說的
[00:15:13.640 --> 00:15:15.640]  他們是好地方
[00:15:15.640 --> 00:15:17.640]  但是
[00:15:17.640 --> 00:15:19.640]  那個才是重點
[00:15:19.640 --> 00:15:21.640]  但是那裡的人很強
[00:15:21.640 --> 00:15:23.640]  城鎮又堅固
[00:15:23.640 --> 00:15:27.640]  還有那裡有些很怪的人
[00:15:27.640 --> 00:15:29.640]  阿納族人
[00:15:29.640 --> 00:15:31.640]  Nephilim
[00:15:31.640 --> 00:15:33.640]  阿納族人我們也不太明白
[00:15:33.640 --> 00:15:35.640]  除了聖經之外
[00:15:35.640 --> 00:15:37.640]  歷史也有記載
[00:15:37.640 --> 00:15:39.640]  很高大的
[00:15:39.640 --> 00:15:41.640]  有人說
[00:15:41.640 --> 00:15:43.640]  這些可能是上古偉人
[00:15:43.640 --> 00:15:45.640]  聖經有說
[00:15:45.640 --> 00:15:47.640]  可能是天使與人不交配的
[00:15:47.640 --> 00:15:49.640]  羅亞之後死剩的
[00:15:49.640 --> 00:15:51.640]  照理說是不會的
[00:15:51.640 --> 00:15:53.640]  這是我們說的
[00:15:53.640 --> 00:15:55.640]  又說大衛打死哥利亞
[00:15:55.640 --> 00:15:57.640]  哥利亞也是Nephilim
[00:15:57.640 --> 00:15:59.640]  總之他們是兇猛的
[00:15:59.640 --> 00:16:01.640]  他們是很強的
[00:16:01.640 --> 00:16:03.640]  以色列人很差的
[00:16:03.640 --> 00:16:05.640]  他們
[00:16:07.640 --> 00:16:09.640]  奴隸的社會
[00:16:09.640 --> 00:16:11.640]  他們是很強壯的
[00:16:11.640 --> 00:16:13.640]  因為他們只有一個大敵
[00:16:13.640 --> 00:16:15.640]  很有力氣
[00:16:15.640 --> 00:16:17.640]  好像新界的牛一樣
[00:16:17.640 --> 00:16:19.640]  我們經常形容他們很有力氣
[00:16:19.640 --> 00:16:21.640]  但是沒什麼智慧
[00:16:21.640 --> 00:16:23.640]  因為他們不懂行軍打仗
[00:16:23.640 --> 00:16:25.640]  從來沒試過
[00:16:25.640 --> 00:16:27.640]  人家點他們做事
[00:16:27.640 --> 00:16:29.640]  他們做奴隸
[00:16:29.640 --> 00:16:31.640]  這麼多年在曠野上
[00:16:31.640 --> 00:16:33.640]  上帝什麼都給他們
[00:16:33.640 --> 00:16:35.640]  他們打那些阿瑪力人
[00:16:35.640 --> 00:16:37.640]  其實他們根本不懂
[00:16:37.640 --> 00:16:39.640]  看到巨人
[00:16:39.640 --> 00:16:41.640]  他們害怕
[00:16:41.640 --> 00:16:43.640]  而且那些人是打慣仗的
[00:16:43.640 --> 00:16:45.640]  這樣才會死
[00:16:45.640 --> 00:16:47.640]  阿瑪力人在曠野
[00:16:47.640 --> 00:16:49.640]  是聊事鬥非的人
[00:16:49.640 --> 00:16:51.640]  是喜歡打仗的人
[00:16:51.640 --> 00:16:53.640]  是喜歡打仗的人
[00:16:53.640 --> 00:16:55.640]  那些人是鵪鶉
[00:16:55.640 --> 00:16:57.640]  他們不敢的
[00:16:57.640 --> 00:16:59.640]  不敢的
[00:16:59.640 --> 00:17:01.640]  我小時候讀中學
[00:17:01.640 --> 00:17:03.640]  我小時候讀中學
[00:17:03.640 --> 00:17:05.640]  那時候政府開始
[00:17:05.640 --> 00:17:07.640]  搞普及教育
[00:17:07.640 --> 00:17:09.640]  剛剛開始搞
[00:17:09.640 --> 00:17:11.640]  那間有名氣的學校
[00:17:11.640 --> 00:17:13.640]  那間有名氣的學校
[00:17:13.640 --> 00:17:15.640]  本來都是收乖孩子
[00:17:15.640 --> 00:17:17.640]  但是一定要他們收
[00:17:17.640 --> 00:17:19.640]  讀三年制
[00:17:19.640 --> 00:17:21.640]  讀三年制
[00:17:21.640 --> 00:17:23.640]  他們會考成績
[00:17:23.640 --> 00:17:25.640]  只能夠讀到
[00:17:25.640 --> 00:17:27.640]  三年津貼學校
[00:17:27.640 --> 00:17:29.640]  讀到荒廢沒書讀
[00:17:29.640 --> 00:17:31.640]  要找私校
[00:17:31.640 --> 00:17:33.640]  那年代是這樣的
