
[00:00:00.000 --> 00:00:01.740]  很主要的人物
[00:01:50.180 --> 00:01:53.640]  這個人到底是誰
[00:01:53.640 --> 00:01:56.420]  這位耶穌到底是誰
[00:01:56.420 --> 00:01:59.180]  從外表上看來跟我們一模一樣
[00:01:59.180 --> 00:02:02.560]  跟當時的人沒有什麼差別
[00:02:02.560 --> 00:02:04.760]  可是他們又問一個問題
[00:02:04.760 --> 00:02:08.400]  這個人到底是誰
[00:02:08.400 --> 00:02:11.260]  自從神創造了我們人類的老祖宗
[00:02:11.260 --> 00:02:13.240]  亞當夏娃之後
[00:02:13.240 --> 00:02:15.500]  後來人墮落了
[00:02:15.500 --> 00:02:17.400]  我們一起看一下
[00:02:17.400 --> 00:02:18.880]  如果你們有聖經的話
[00:02:18.880 --> 00:02:24.180]  請你們打開創世紀第三章
[00:02:24.180 --> 00:02:28.680]  我們從第一節唸到十一節
[00:02:28.680 --> 00:02:31.660]  如果你們有聖經的話一起唸
[00:02:31.660 --> 00:02:33.080]  我唸給你們聽
[00:02:33.080 --> 00:02:34.680]  耶和華神所造的
[00:02:34.680 --> 00:02:38.660]  唯有蛇比田野一切的活物更狡猾
[00:02:38.660 --> 00:02:40.120]  蛇對女人說
[00:02:40.120 --> 00:02:41.660]  神豈是真說
[00:02:41.660 --> 00:02:45.500]  不許你們吃園中所有樹上的果子嗎
[00:02:45.500 --> 00:02:46.960]  女人對蛇說
[00:02:46.960 --> 00:02:50.040]  園中樹上的果子我們可以吃
[00:02:50.040 --> 00:02:53.080]  唯有園當中那棵樹上的果子
[00:02:53.080 --> 00:02:54.240]  神曾說
[00:02:54.240 --> 00:02:56.680]  你們不可吃也不可摸
[00:02:56.680 --> 00:02:58.220]  免得你們死
[00:02:58.220 --> 00:02:59.740]  蛇對女人說
[00:02:59.740 --> 00:03:01.380]  你們不一定死
[00:03:01.380 --> 00:03:04.060]  因為神知道你們吃的日子
[00:03:04.060 --> 00:03:05.720]  眼睛就明亮了
[00:03:05.720 --> 00:03:08.820]  你們便如神能知道善惡
[00:03:08.820 --> 00:03:13.120]  於是女人見那棵樹的果子好做食物
[00:03:13.120 --> 00:03:14.860]  也躍人的眼目
[00:03:14.860 --> 00:03:18.360]  且是可喜愛的能使人有智慧
[00:03:18.360 --> 00:03:20.740]  就摘下果子來吃了
[00:03:20.740 --> 00:03:22.100]  又給她丈夫
[00:03:22.100 --> 00:03:23.800]  她丈夫也吃了
[00:03:23.800 --> 00:03:26.540]  他們二人的眼睛就明亮了
[00:03:26.540 --> 00:03:29.440]  才知道自己是赤身肉體
[00:03:29.440 --> 00:03:31.740]  便拿無花果樹的葉子
[00:03:31.740 --> 00:03:33.880]  為自己編做裙子
[00:03:33.880 --> 00:03:35.620]  天起了涼風
[00:03:35.620 --> 00:03:38.260]  耶和華神在園中行走
[00:03:38.260 --> 00:03:41.560]  那人聽見神的聲音
[00:03:41.560 --> 00:03:44.260]  就藏在園裡的樹木中
[00:03:44.260 --> 00:03:46.620]  躲避耶和華神的面
[00:03:46.620 --> 00:03:48.860]  耶和華神呼喚那人
[00:03:48.860 --> 00:03:51.100]  對他說你在哪裡
[00:03:51.100 --> 00:03:54.440]  他說我在園中聽見你的聲音
[00:03:54.440 --> 00:03:55.700]  我就害怕
[00:03:55.700 --> 00:03:57.640]  因為我赤身肉體
[00:03:57.640 --> 00:03:59.080]  我便藏了
[00:03:59.080 --> 00:04:00.240]  耶和華說
[00:04:00.240 --> 00:04:02.740]  誰告訴你赤身肉體呢
[00:04:02.740 --> 00:04:05.880]  莫非你吃了我吩咐你不可吃的
[00:04:05.880 --> 00:04:07.680]  那樹上的果子嗎
[00:04:07.680 --> 00:04:09.420]  好我們就念到這邊
[00:04:09.420 --> 00:04:10.880]  從那個時候開始
[00:04:10.880 --> 00:04:12.960]  神就把人的命運
[00:04:12.960 --> 00:04:18.820]  交給了人墮落之後帶來的結果
[00:04:18.820 --> 00:04:20.160]  從那個時候開始
[00:04:20.160 --> 00:04:24.400]  人就陷在罪所帶來的困境當中
[00:04:24.400 --> 00:04:28.900]  我們再繼續念十六節到十九節
[00:04:28.900 --> 00:04:30.640]  十六節
[00:04:30.640 --> 00:04:32.000]  又對女人說
[00:04:32.000 --> 00:04:35.440]  我必多多加徵你懷胎的苦楚
[00:04:35.440 --> 00:04:38.440]  你生產兒女必多受苦楚
[00:04:38.440 --> 00:04:40.440]  你必戀慕你丈夫
[00:04:40.440 --> 00:04:42.680]  你丈夫必管轄你
[00:04:42.680 --> 00:04:44.120]  又對亞當說
[00:04:44.120 --> 00:04:46.420]  你既聽從梯子的話
[00:04:46.420 --> 00:04:48.820]  聽了我所吩咐你不可吃的
[00:04:48.820 --> 00:04:50.400]  那樹上的果子
[00:04:50.400 --> 00:04:53.200]  地必為你的緣故受咒詛
[00:04:53.200 --> 00:04:57.500]  你必終生勞苦才能從地裡得吃的
[00:04:57.500 --> 00:05:01.400]  地必給你長途幾里來
[00:05:01.400 --> 00:05:04.000]  你也要吃田間的菜蔬
[00:05:04.000 --> 00:05:07.300]  你必汗流滿面才得糊口
[00:05:07.300 --> 00:05:08.940]  直到你歸了土
[00:05:08.940 --> 00:05:11.340]  因為你是從土而出的
[00:05:11.340 --> 00:05:14.580]  你本是塵土仍要歸於塵土
[00:05:14.580 --> 00:05:16.220]  好我們就念到這裡
[00:05:16.220 --> 00:05:17.920]  那麼在這裡我們看見
[00:05:17.920 --> 00:05:19.880]  自從人墮落了之後
[00:05:19.880 --> 00:05:24.160]  那人就要開始辛苦的工作才有飯吃
[00:05:24.160 --> 00:05:26.120]  才得養家糊口
[00:05:26.120 --> 00:05:27.800]  不只是為了自己
[00:05:27.800 --> 00:05:29.940]  而且還有自己的家人
[00:05:29.940 --> 00:05:33.360]  那麼人也經歷到生養子女的痛苦
[00:05:33.360 --> 00:05:36.380]  那麼破碎了的人際關係
[00:05:36.380 --> 00:05:38.340]  不管是在家庭裡面也好
[00:05:38.340 --> 00:05:40.380]  或者是在家庭外面也好
[00:05:40.380 --> 00:05:43.780]  我們今天看世界上許許多多的各樣的事情
[00:05:43.780 --> 00:05:48.520]  我們曉得這真的是人際之間的關係的破壞
[00:05:48.520 --> 00:05:50.860]  那麼然後呢我們也發現
[00:05:50.860 --> 00:05:54.060]  我們看見人我們自己被傷害
[00:05:54.060 --> 00:05:55.520]  不但我們自己被傷害
[00:05:55.520 --> 00:05:57.760]  而且我們也會傷害別人
[00:05:57.760 --> 00:05:59.660]  最後呢有一個結局
[00:05:59.660 --> 00:06:01.560]  就是我們每一個人都要走到的
[00:06:01.560 --> 00:06:02.800]  就是死
[00:06:02.800 --> 00:06:04.860]  每一個人都一樣
[00:06:04.860 --> 00:06:06.600]  你我如此
[00:06:06.600 --> 00:06:09.040]  古今中外也是一樣
[00:06:09.040 --> 00:06:10.740]  其實人類的歷史
[00:06:10.740 --> 00:06:13.240]  就是這個命運的寫實
[00:06:13.240 --> 00:06:14.580]  恩恩怨怨
[00:06:14.580 --> 00:06:17.380]  你爭我奪
[00:06:17.380 --> 00:06:18.480]  但是神呢
[00:06:18.480 --> 00:06:21.780]  祂是滿了恩典和慈愛的
[00:06:21.780 --> 00:06:22.980]  祂答應了
[00:06:22.980 --> 00:06:26.020]  有一天拯救者就會出現
[00:06:26.020 --> 00:06:28.720]  我們再讀《創世紀》剛才第三章
[00:06:28.720 --> 00:06:30.920]  十四節、十五節
[00:06:30.920 --> 00:06:32.400]  《創世紀》第三章
[00:06:32.400 --> 00:06:33.800]  我們一起來讀
[00:06:33.800 --> 00:06:36.040]  耶和華神對蛇說
[00:06:36.040 --> 00:06:39.360]  你既做了這事,就必受咒詛
[00:06:39.360 --> 00:06:42.340]  比一切的牲畜也受更甚
[00:06:42.340 --> 00:06:45.680]  你必用肚子行走,終生吃土
[00:06:45.680 --> 00:06:49.280]  我又要叫你和女人彼此為仇
[00:06:49.280 --> 00:06:53.140]  你的後遺和女人的後遺也彼此為仇
[00:06:53.140 --> 00:06:55.520]  女人的後遺要傷你的頭
[00:06:55.520 --> 00:06:57.920]  你要傷她的腳跟
[00:06:57.920 --> 00:06:59.720]  我們在這裡我們看見
[00:06:59.720 --> 00:07:00.920]  這就是神的恩典
[00:07:00.920 --> 00:07:01.860]  祂答應了
[00:07:01.860 --> 00:07:04.100]  有一天拯救者會來到
[00:07:04.100 --> 00:07:05.800]  這個拯救者是從哪裡來
[00:07:05.800 --> 00:07:08.860]  祂說從女子所生
[00:07:08.860 --> 00:07:11.100]  為了實現神所答應
[00:07:11.100 --> 00:07:14.140]  所應許的這件事情
[00:07:14.140 --> 00:07:17.280]  神就從所有墮落的人當中
[00:07:17.280 --> 00:07:21.180]  選了一個人名叫亞伯拉罕
[00:07:21.180 --> 00:07:22.680]  從他的後代
[00:07:22.680 --> 00:07:24.680]  以色列人當中
[00:07:24.680 --> 00:07:26.420]  要有一個子孫
[00:07:26.420 --> 00:07:28.980]  這個子孫他要成全
[00:07:28.980 --> 00:07:32.120]  神所答應的拯救
[00:07:32.120 --> 00:07:35.020]  我們請翻到《創世紀》第十二章
[00:07:35.020 --> 00:07:36.600]  第一節到第三節
[00:07:36.600 --> 00:07:37.700]  我們一起來讀
[00:07:37.700 --> 00:07:39.500]  《創世紀》第十二章
[00:07:39.500 --> 00:07:41.840]  葉赫華對亞伯拉罕說
[00:07:41.840 --> 00:07:45.100]  你要離開本地本族父家
[00:07:45.100 --> 00:07:47.900]  往我所要指示你的地去
[00:07:47.900 --> 00:07:50.180]  我必叫你成為大國
[00:07:50.180 --> 00:07:52.040]  我必賜你
[00:07:52.040 --> 00:07:53.680]  叫你的名為大
[00:07:53.680 --> 00:07:56.080]  你也要叫別人得福
[00:07:56.080 --> 00:07:57.480]  為你祝福的
[00:07:57.480 --> 00:07:59.320]  我必賜福於他
[00:07:59.320 --> 00:08:00.680]  那咒詛你的
[00:08:00.680 --> 00:08:02.360]  我必咒
[00:08:02.360 --> 00:08:05.160]  地上的萬族都要因你得福
[00:08:05.160 --> 00:08:06.720]  在這裡我們看見
[00:08:06.720 --> 00:08:08.320]  神應許亞伯拉罕
[00:08:08.320 --> 00:08:09.620]  從他的後裔
[00:08:09.620 --> 00:08:10.860]  雖然他沒有講出來
[00:08:10.860 --> 00:08:11.900]  但是他告訴我們
[00:08:11.900 --> 00:08:13.160]  從亞伯拉罕
[00:08:13.160 --> 00:08:14.960]  萬族都要因他得福
[00:08:14.960 --> 00:08:17.200]  就是全世界所有的人類
[00:08:17.200 --> 00:08:19.140]  都要因他得福
[00:08:19.140 --> 00:08:21.800]  那麼我們現在回到馬太福音
[00:08:21.800 --> 00:08:25.100]  我們翻到馬太福音第一章
[00:08:25.100 --> 00:08:25.680]  第一節
[00:08:25.680 --> 00:08:28.080]  我們通常弟兄姊妹在看聖經的時候
[00:08:28.080 --> 00:08:30.940]  我們很多時候都不太喜歡看家譜
[00:08:30.940 --> 00:08:32.440]  其實家譜很重要
[00:08:32.440 --> 00:08:34.080]  特別是這一位
[00:08:34.080 --> 00:08:36.120]  耶穌他的家譜
[00:08:36.120 --> 00:08:38.180]  那麼我也鼓勵你們
[00:08:38.180 --> 00:08:39.660]  把馬太福音第一章
[00:08:39.660 --> 00:08:42.360]  從第一節到十六節把它背下來
[00:08:42.360 --> 00:08:44.920]  全部是家譜
[00:08:44.920 --> 00:08:46.560]  但是你背完了之後
[00:08:46.560 --> 00:08:48.360]  你去上歷史課的時候
[00:08:48.360 --> 00:08:49.800]  就業歷史的時候
[00:08:49.800 --> 00:08:52.700]  你就曉得這個老師講的對還是錯
[00:08:52.700 --> 00:08:55.240]  那麼第一章第一節
[00:08:55.240 --> 00:08:56.540]  我念給你們聽
[00:08:56.540 --> 00:08:58.140]  亞伯拉罕的後裔
[00:08:58.140 --> 00:08:59.700]  大衛的子孫
[00:08:59.700 --> 00:09:03.840]  耶穌基督的家譜
[00:09:03.840 --> 00:09:06.580]  從亞伯拉罕而出的後代
[00:09:06.580 --> 00:09:09.480]  或者是說就是從他的子孫
[00:09:09.480 --> 00:09:11.860]  那麼以色列
[00:09:11.860 --> 00:09:16.660]  大概將近在四千年以前
[00:09:16.660 --> 00:09:19.760]  那麼成立了以色列這個國
[00:09:19.760 --> 00:09:22.000]  那麼神成立了以色列這個國
[00:09:22.000 --> 00:09:25.860]  從他們中間偶爾也有一些叫外人得福的
[00:09:25.860 --> 00:09:28.140]  從舊約裡面你可以看到的
[00:09:28.140 --> 00:09:30.040]  但不是對所有的人類
[00:09:30.040 --> 00:09:34.140]  不是對全部的人類
[00:09:34.140 --> 00:09:36.440]  那麼以色列人他們也在等
[00:09:36.440 --> 00:09:39.240]  因為他們知道神給亞伯拉罕的應許
[00:09:39.240 --> 00:09:41.620]  所以他們也在等
[00:09:41.620 --> 00:09:45.080]  等了幾十個世紀
[00:09:45.080 --> 00:09:48.180]  他們還在等
[00:09:48.180 --> 00:09:50.260]  我們從整本舊約的記載
[00:09:50.260 --> 00:09:52.360]  我們看見以色列人
[00:09:52.360 --> 00:09:54.460]  他們雖然是神所揀選的
[00:09:54.460 --> 00:10:01.160]  但是他們也是活在罪所帶來的困境當中
[00:10:01.160 --> 00:10:04.300]  即使他們知道什麼是對什麼是錯的
[00:10:04.300 --> 00:10:06.640]  因為神把律法頒布給他們
[00:10:06.640 --> 00:10:08.280]  告訴他們什麼事情可以做
[00:10:08.280 --> 00:10:10.240]  什麼事情不能做
[00:10:10.240 --> 00:10:12.980]  他們知道什麼是對的什麼是錯的
[00:10:12.980 --> 00:10:16.340]  但是他們仍然脫離不了那個命運
[00:10:16.340 --> 00:10:19.760]  就是那個罪所帶來的後果
[00:10:19.760 --> 00:10:23.120]  掌握著他們的命運
[00:10:23.120 --> 00:10:24.420]  我們從聖經上面看
[00:10:24.420 --> 00:10:26.460]  從剛才我們所聽到的詩歌裡面
[00:10:26.460 --> 00:10:29.500]  只有一位就是神應許亞伯拉罕的
[00:10:29.500 --> 00:10:32.100]  他那一個子孫來到的時候
[00:10:32.100 --> 00:10:34.000]  那麼就聖經上告訴我們說
[00:10:34.000 --> 00:10:36.500]  道成了肉身住在我們中間
[00:10:36.500 --> 00:10:40.400]  充充滿滿的有恩典和真理
[00:10:40.400 --> 00:10:42.300]  就是神告訴亞伯拉罕
[00:10:42.300 --> 00:10:47.520]  所有的人類都要因他得福
[00:10:47.520 --> 00:10:49.780]  剛才我們也聽到
[00:10:49.780 --> 00:10:51.680]  這個馬太福音第一章
[00:10:51.680 --> 00:10:53.920]  那邊十八節到二十三節
[00:10:53.920 --> 00:10:57.420]  我們看見聖靈接著瑪麗亞
[00:10:57.420 --> 00:10:59.320]  這個瑪麗亞是一個童女
[00:10:59.320 --> 00:11:02.000]  她只是許配給她的丈夫
[00:11:02.000 --> 00:11:03.900]  但是他們還沒有成親
[00:11:03.900 --> 00:11:05.360]  還沒有同房
[00:11:05.360 --> 00:11:09.200]  那麼我們從馬太福音第一章十八節那邊
[00:11:09.200 --> 00:11:12.840]  他說耶穌基督降生的事記在下面
[00:11:12.840 --> 00:11:15.200]  他母親瑪麗亞已經許配了約瑟
[00:11:15.200 --> 00:11:17.180]  還沒有允許
[00:11:17.180 --> 00:11:19.720]  瑪麗亞就從聖靈懷了孕
[00:11:19.720 --> 00:11:21.440]  那麼接下去
[00:11:21.440 --> 00:11:23.520]  他說她正思念這事的時候
[00:11:23.520 --> 00:11:26.320]  有主的使者向她夢中顯現說
[00:11:26.320 --> 00:11:28.960]  大衛的子孫約瑟不要怕
[00:11:28.960 --> 00:11:31.560]  只管娶過你的妻子瑪麗亞來
[00:11:31.560 --> 00:11:34.300]  因她所懷的孕是從聖靈來的
[00:11:34.300 --> 00:11:36.060]  她將要生一個兒子
[00:11:36.060 --> 00:11:38.300]  你要給他起名叫耶穌
[00:11:38.300 --> 00:11:42.300]  因他要將自己的百姓從罪惡裡救出來
[00:11:42.300 --> 00:11:44.240]  這一切的事成就
[00:11:44.240 --> 00:11:50.240]  是要應驗主藉先知所說的
[00:11:50.240 --> 00:11:52.820]  在迦拉太書第四章那邊告訴我們說
[00:11:52.820 --> 00:11:54.040]  時候到了
[00:11:54.040 --> 00:11:55.880]  或者是說時候滿足了
[00:11:55.880 --> 00:11:57.080]  時機成熟了
[00:11:57.080 --> 00:11:58.680]  就是神的時間到了
[00:11:58.680 --> 00:12:01.160]  神就差遣祂自己的兒子
[00:12:01.160 --> 00:12:02.660]  來到這個世界上
[00:12:02.660 --> 00:12:05.760]  經過同女瑪麗亞所生
[00:12:05.760 --> 00:12:07.760]  成為我們的救主
[00:12:07.760 --> 00:12:10.560]  如果我們從馬太福音第一章
[00:12:10.560 --> 00:12:12.800]  第一節一直到第十七節
[00:12:12.800 --> 00:12:14.860]  你就知道這位耶穌
[00:12:14.860 --> 00:12:17.040]  我們所講的這位耶穌
[00:12:17.040 --> 00:12:18.800]  我們從聖經上面所看到的
[00:12:18.800 --> 00:12:20.400]  剛才師班所唱的
[00:12:20.400 --> 00:12:22.380]  弟兄姊妹這不是各位朋友
[00:12:22.380 --> 00:12:25.720]  這不是一個童話故事
[00:12:25.720 --> 00:12:29.520]  耶穌不是從石頭裡面蹦出來的
[00:12:29.520 --> 00:12:33.820]  祂是從聖靈使瑪麗亞懷孕生子
[00:12:33.820 --> 00:12:36.860]  生在亞伯拉罕和大衛的家中
[00:12:36.860 --> 00:12:41.120]  就完成了神向以色列人他們所應許的
[00:12:41.120 --> 00:12:45.840]  而且也完成了神答應全人類的拯救
[00:12:45.840 --> 00:12:47.460]  耶穌來到這個世界上
[00:12:47.460 --> 00:12:48.740]  祂的目的是什麼
[00:12:48.740 --> 00:12:50.840]  祂的目的是要除掉罪
[00:12:50.840 --> 00:12:55.940]  要把我們人從罪的後果中拯救出來
[00:12:55.940 --> 00:12:59.840]  要把我們人從罪的捆綁當中拯救出來
[00:12:59.840 --> 00:13:01.440]  在約翰一書第二章第二節
[00:13:01.440 --> 00:13:02.680]  那邊告訴我們說
[00:13:02.680 --> 00:13:05.240]  祂為我們的罪做了贖罪祭
[00:13:05.240 --> 00:13:07.620]  不是單為我們的罪
[00:13:07.620 --> 00:13:08.860]  以色列人
[00:13:08.860 --> 00:13:10.920]  也是為全人類的罪
[00:13:10.920 --> 00:13:13.160]  這是神給所有的人
[00:13:13.160 --> 00:13:15.860]  每一個人都有一個機會
[00:13:15.860 --> 00:13:17.400]  祂是唯一的方法
[00:13:17.400 --> 00:13:19.800]  只有信靠這位奇妙的耶穌
[00:13:19.800 --> 00:13:23.360]  祢的命運就是被罪的後果
[00:13:23.360 --> 00:13:25.240]  所控制的那個命運
[00:13:25.240 --> 00:13:27.600]  祢才能夠改變
[00:13:27.600 --> 00:13:32.240]  耶穌祂就是神來到世間
[00:13:32.240 --> 00:13:34.780]  祂就是要將平安賜給人
[00:13:34.780 --> 00:13:36.840]  在路加福音那邊告訴我們說
[00:13:36.840 --> 00:13:40.520]  在地上平安歸於祂所喜悅的人
[00:13:40.520 --> 00:13:42.680]  罪的問題我們從聖經上面看
[00:13:42.680 --> 00:13:44.820]  罪的問題如果不解決
[00:13:44.820 --> 00:13:47.560]  人不會有真正的平安的
[00:13:47.560 --> 00:13:50.860]  耶穌來就是要把這個罪的事情除掉
[00:13:50.860 --> 00:13:54.100]  就是要解決人的這個罪的問題
[00:13:54.100 --> 00:13:58.600]  使人從罪帶來的命運中被解救出來
[00:13:58.600 --> 00:14:00.900]  只有信靠祂
[00:14:00.900 --> 00:14:02.600]  這是唯一的一個方法
[00:14:02.600 --> 00:14:05.540]  但是神也是有一個唯一的要求
[00:14:05.540 --> 00:14:06.580]  什麼要求呢
[00:14:06.580 --> 00:14:09.640]  就是要你信靠祂
[00:14:09.640 --> 00:14:11.240]  什麼叫做信靠神呢
[00:14:11.240 --> 00:14:12.880]  就是要自卑
[00:14:12.880 --> 00:14:15.180]  你要在神的面前自卑
[00:14:15.180 --> 00:14:17.360]  承認自己是有罪的
[00:14:17.360 --> 00:14:19.360]  然後你要悔改
[00:14:19.360 --> 00:14:21.860]  你要回頭
[00:14:21.860 --> 00:14:23.600]  各位朋友弟兄姊妹
[00:14:23.600 --> 00:14:24.400]  在我們當中
[00:14:24.400 --> 00:14:27.800]  如果你今天聽見了施班所唱的詩歌
[00:14:27.800 --> 00:14:31.060]  你心裡面有所觸動有所感動
[00:14:31.060 --> 00:14:33.240]  你心裡面想要認識這位神
[00:14:33.240 --> 00:14:35.640]  你願意來到祂的面前
[00:14:35.640 --> 00:14:36.700]  我告訴你
[00:14:36.700 --> 00:14:38.340]  你可以告訴神
[00:14:38.340 --> 00:14:39.480]  就是禱告
[00:14:39.480 --> 00:14:40.440]  你可以告訴神
[00:14:40.440 --> 00:14:41.140]  你告訴祂說
[00:14:41.140 --> 00:14:44.680]  你說我今天終於聽到你的事情了
[00:14:44.680 --> 00:14:46.520]  我知道我自己是個罪人
[00:14:46.520 --> 00:14:48.660]  我知道我自己被罪所困
[00:14:48.660 --> 00:14:50.220]  不管是在我的生活當中
[00:14:50.220 --> 00:14:51.320]  在我的工作當中
[00:14:51.320 --> 00:14:53.120]  在我的人際關係當中
[00:14:53.120 --> 00:14:56.400]  我都能夠看見我自己是有罪的
[00:14:56.400 --> 00:14:57.500]  受罪的影響
[00:14:57.500 --> 00:14:58.860]  被罪的捆綁
[00:14:58.860 --> 00:15:00.900]  我沒有辦法把我自己救出來
[00:15:00.900 --> 00:15:06.240]  求你救我
[00:15:06.240 --> 00:15:09.240]  祂就會救你
[00:15:09.240 --> 00:15:12.240]  我們一起禱告
[00:15:12.240 --> 00:15:13.980]  天父我們滿心的感謝祢
[00:15:13.980 --> 00:15:17.080]  感謝祢自己是從創世以前
[00:15:17.080 --> 00:15:19.020]  祢就為我們預備了救恩
[00:15:19.020 --> 00:15:21.480]  在這個末世的時候才向我們顯明
[00:15:21.480 --> 00:15:23.420]  在這個時代我們更清楚了
[00:15:23.420 --> 00:15:24.520]  因為從祢的話
[00:15:24.520 --> 00:15:25.400]  從聖經裡面
[00:15:25.400 --> 00:15:28.200]  我們曉得祢為我們所預備的恩典
[00:15:28.200 --> 00:15:29.300]  我們謝謝祢
[00:15:29.300 --> 00:15:31.400]  為我們在座的每一位禱告
[00:15:31.400 --> 00:15:35.640]  也許我們中間有人第一次聽見祢的事情
[00:15:35.640 --> 00:15:39.200]  如果是祢在他心裡面做了感動的工作
[00:15:39.200 --> 00:15:42.180]  祢讓他願意真的是來到你的面前
[00:15:42.180 --> 00:15:44.620]  承認我們自己是個罪人
[00:15:44.620 --> 00:15:48.340]  承認自己是被罪所捆綁
[00:15:48.340 --> 00:15:49.720]  求祢拯救
[00:15:49.720 --> 00:15:50.980]  我們謝謝祢
[00:15:50.980 --> 00:15:53.620]  我們將榮耀讚美和感謝
[00:15:53.620 --> 00:15:55.560]  都歸在祢自己的名下
[00:15:55.560 --> 00:15:57.920]  禱告奉耶穌基督的聖名
[00:15:57.920 --> 00:15:59.060]  阿門
