
[00:00:00.000 --> 00:00:02.920]  弟弟姊妹平安 主恩滿滿
[00:02:41.720 --> 00:02:45.800]  去提醒這位職員去反省她自己的行為
[00:02:45.800 --> 00:02:49.560]  剛才我們看《尼加書》六章一至八節
[00:02:49.560 --> 00:02:53.720]  尼加先知在這裏描述一個法庭
[00:02:53.720 --> 00:02:56.800]  神就是一位法官
[00:02:56.800 --> 00:03:00.920]  告訴百姓他的要求是什麼呢
[00:03:00.920 --> 00:03:06.040]  去數算他們對神和其他人所犯的錯
[00:03:06.040 --> 00:03:10.320]  指出以色列不再受聖殿的保護
[00:03:10.320 --> 00:03:15.480]  因為以色列未依照他們曾經和神所立的約
[00:03:15.480 --> 00:03:16.960]  去履行義務
[00:03:16.960 --> 00:03:20.120]  怎樣可以與神同行呢
[00:03:20.120 --> 00:03:21.720]  在第一第二節
[00:03:21.720 --> 00:03:24.840]  神就宣告群山前來
[00:03:24.840 --> 00:03:28.240]  來證實百姓是有罪
[00:03:28.240 --> 00:03:30.680]  百姓在山頂上
[00:03:30.680 --> 00:03:33.640]  做一些異教的祭壇
[00:03:33.640 --> 00:03:36.440]  向假神獻祭
[00:03:36.440 --> 00:03:40.400]  所以這些生物就是最好的證人
[00:03:40.400 --> 00:03:41.640]  在第一第二節這樣說
[00:03:41.640 --> 00:03:43.240]  他說以色列人
[00:03:43.240 --> 00:03:45.440]  當聽耶和華的話
[00:03:45.440 --> 00:03:48.520]  要起來向山領爭辯
[00:03:48.520 --> 00:03:51.160]  使光靈聽你的話
[00:03:51.160 --> 00:03:54.440]  山領和地永久的根基
[00:03:54.440 --> 00:03:58.080]  要聽耶和華爭辯的話
[00:03:58.080 --> 00:04:01.600]  因為耶和華要與他的百姓爭辯
[00:04:01.600 --> 00:04:03.840]  與以色列爭論
[00:04:03.840 --> 00:04:06.760]  尼加用一個莊嚴的態度
[00:04:06.760 --> 00:04:08.600]  實行他的任務
[00:04:08.600 --> 00:04:10.160]  點照證人
[00:04:10.160 --> 00:04:13.360]  指明被告就是以色列人
[00:04:13.360 --> 00:04:17.600]  山領在這裡被稱為永久的根基
[00:04:17.600 --> 00:04:22.240]  去強調他是地最古老的部分
[00:04:22.240 --> 00:04:25.880]  最有資格作為一個證人
[00:04:25.880 --> 00:04:28.320]  神提出控告
[00:04:28.320 --> 00:04:31.080]  就是要樹立正義
[00:04:31.080 --> 00:04:32.760]  什麼是公義
[00:04:32.760 --> 00:04:34.600]  什麼是不公義
[00:04:34.600 --> 00:04:36.320]  很清楚表明
[00:04:36.320 --> 00:04:40.680]  尼加就是代表神去發言
[00:04:40.680 --> 00:04:43.600]  如果你看後面的六章十六節
[00:04:43.600 --> 00:04:46.760]  你可以體會這裡說
[00:04:46.760 --> 00:04:48.560]  當時的以色列民
[00:04:48.560 --> 00:04:51.400]  他們守暗利的惡規
[00:04:51.400 --> 00:04:54.600]  行阿哈迦一切所行的
[00:04:54.600 --> 00:04:56.640]  順從他們的計謀
[00:04:56.640 --> 00:04:59.120]  他們將要受罰
[00:04:59.120 --> 00:05:01.480]  其實在十二至十四節
[00:05:01.480 --> 00:05:03.520]  十三節開始怎麼說呢?
[00:05:03.520 --> 00:05:06.480]  都是說到他們將要受罰
[00:05:06.480 --> 00:05:08.920]  十三節說「我擊打你
[00:05:08.920 --> 00:05:11.680]  使你的傷痕甚重」
[00:05:11.680 --> 00:05:12.680]  十四節
[00:05:12.680 --> 00:05:14.840]  「你要吃卻吃不飽
[00:05:14.840 --> 00:05:18.000]  你必殺種卻不得收割
[00:05:18.000 --> 00:05:21.680]  斷橄欖卻不得游沒生
[00:05:21.680 --> 00:05:25.000]  斷葡萄卻不得走殼」
[00:05:25.000 --> 00:05:28.680]  因為暗利曾經是統治以色列
[00:05:28.680 --> 00:05:31.640]  帶百姓來拜偶像
[00:05:31.640 --> 00:05:33.320]  他的兒子阿哈
[00:05:33.320 --> 00:05:36.760]  就是以色列最邪惡的國王
[00:05:36.760 --> 00:05:41.360]  如果百姓聽他們的吩咐、命令
[00:05:41.360 --> 00:05:44.360]  必定成為敗壞的子民
[00:05:44.360 --> 00:05:46.520]  他們惡貫滿盈
[00:05:46.520 --> 00:05:48.920]  受到神的懲罰
[00:05:48.920 --> 00:05:50.160]  所以第一節說
[00:05:50.160 --> 00:05:51.480]  以色列人
[00:05:51.480 --> 00:05:54.720]  「當聽耶和華的話
[00:05:54.720 --> 00:05:57.320]  不是聽人的話」
[00:05:57.320 --> 00:06:01.560]  忘記了神的教導、吩咐
[00:06:01.560 --> 00:06:03.080]  因為方案四章提醒我們
[00:06:03.080 --> 00:06:05.040]  以心靈誠實
[00:06:05.040 --> 00:06:08.320]  就是以神的說話去敬拜祂
[00:06:08.320 --> 00:06:10.600]  因為百姓忘恩
[00:06:10.600 --> 00:06:12.800]  而受著神的譴責
[00:06:12.800 --> 00:06:13.960]  第三節
[00:06:13.960 --> 00:06:15.840]  「我的百姓啊
[00:06:15.840 --> 00:06:18.360]  我向你做了甚麼呢?
[00:06:18.360 --> 00:06:22.360]  我在甚麼事上使你厭乏?」
[00:06:22.360 --> 00:06:24.600]  神的百姓、以色列民
[00:06:24.600 --> 00:06:28.040]  以為憲制可以去取悅神
[00:06:28.040 --> 00:06:31.240]  因為神將不能夠忍受的苦難
[00:06:31.240 --> 00:06:32.600]  加諸給他們
[00:06:32.600 --> 00:06:36.080]  他們以為神沒有接納他們的憲制
[00:06:36.080 --> 00:06:38.600]  去埋怨神、控訴神
[00:06:38.600 --> 00:06:43.640]  其實是百姓忘記了神各樣的恩典
[00:06:43.640 --> 00:06:48.120]  聖庭就是以色列進入應許之地之前
[00:06:48.120 --> 00:06:52.080]  在約旦河東岸一個住宅的地方
[00:06:52.080 --> 00:06:55.040]  百姓就在那裡去領受神
[00:06:55.040 --> 00:06:59.080]  給他們各樣在生活上的指引
[00:06:59.080 --> 00:07:02.120]  吉甲是他們過了約旦河之後
[00:07:02.120 --> 00:07:04.120]  第一個的營地
[00:07:04.120 --> 00:07:08.000]  就是百姓和神更新納約的地方
[00:07:08.000 --> 00:07:13.840]  這兩個地方其實提示神對百姓的關愛
[00:07:13.840 --> 00:07:17.680]  神是心願保護祂的子民
[00:07:17.680 --> 00:07:19.560]  也警告他們
[00:07:19.560 --> 00:07:22.000]  可能會遇到一些麻煩
[00:07:22.000 --> 00:07:23.320]  在尼加的時候
[00:07:23.320 --> 00:07:27.400]  百姓已經忘記了他們從神所納的約
[00:07:27.400 --> 00:07:29.280]  而且背離了神
[00:07:29.280 --> 00:07:31.160]  在第三和第五節
[00:07:31.160 --> 00:07:35.520]  神都是用一個悲傷、溫柔的態度
[00:07:35.520 --> 00:07:37.520]  去稱呼以色列人
[00:07:37.520 --> 00:07:39.640]  祂說「我的百姓」
[00:07:39.640 --> 00:07:43.880]  這篇充滿了恩典實情的講辭
[00:07:43.880 --> 00:07:47.120]  它的目的是要斥責以色列
[00:07:47.120 --> 00:07:50.720]  也都很希望勸他們回轉
[00:07:50.720 --> 00:07:53.720]  去到從神的納約當中
[00:07:53.720 --> 00:07:55.920]  指出神的子民
[00:07:55.920 --> 00:08:00.840]  他們沒有回報神對他們的愛和恩典
[00:08:00.840 --> 00:08:04.520]  神是列舉了對以色列的恩情
[00:08:04.520 --> 00:08:08.320]  去證明祂有理由去指控以色列
[00:08:08.320 --> 00:08:11.560]  此於神為他們預備了領袖
[00:08:11.560 --> 00:08:13.560]  帶領他們出埃及
[00:08:13.560 --> 00:08:17.360]  直到結束抗野漂流的生活
[00:08:17.360 --> 00:08:22.120]  渡過約旦河發生的一些神跡奇事
[00:08:22.120 --> 00:08:24.640]  神開始就講到
[00:08:24.640 --> 00:08:29.520]  祂為著百姓提供了幾位出色的領袖
[00:08:29.520 --> 00:08:33.000]  有摩西、阿倫、米尼吟
[00:08:33.000 --> 00:08:35.320]  神是藉此提醒他們
[00:08:35.320 --> 00:08:38.200]  如果神要打擊百姓
[00:08:38.200 --> 00:08:42.400]  就是因為他們的過犯、人治
[00:08:42.400 --> 00:08:44.480]  神伯伯的恩典
[00:08:44.480 --> 00:08:49.000]  拯救以色列人脫離埃及人的手
[00:08:49.000 --> 00:08:51.520]  以色列又怎可以說
[00:08:51.520 --> 00:08:56.360]  用昂貴的祭物可以換取神的救恩
[00:08:56.360 --> 00:08:58.560]  神在第五節再提到
[00:08:58.560 --> 00:09:03.080]  發生在聖廷的巴勒和巴蘭事件
[00:09:03.080 --> 00:09:07.120]  以色列人渡過約旦河到吉格
[00:09:07.120 --> 00:09:10.080]  去喚醒他們的回憶
[00:09:10.080 --> 00:09:12.600]  以色列當然記得
[00:09:12.600 --> 00:09:17.160]  他們怎樣從法老來周旋
[00:09:17.160 --> 00:09:19.520]  法老施行十災
[00:09:19.520 --> 00:09:23.280]  和其他術士的對抗
[00:09:23.280 --> 00:09:25.560]  怎樣去過紅海
[00:09:25.560 --> 00:09:30.360]  其實這些事情都是神的恩典在當中
[00:09:30.360 --> 00:09:35.120]  讓他們平安經過紅海渡過約旦河
[00:09:35.120 --> 00:09:36.920]  如果以色列的神
[00:09:36.920 --> 00:09:40.040]  從前是這樣來為他們開路
[00:09:40.040 --> 00:09:43.640]  征服在政治屬靈上的敵人
[00:09:43.640 --> 00:09:48.440]  在當時神豈不會同樣幫助他們
[00:09:48.440 --> 00:09:52.520]  在信仰上來更新他們的生命
[00:09:52.520 --> 00:09:55.400]  其實問題不是在神那裡
[00:09:55.400 --> 00:09:57.000]  而是在以色列民
[00:09:57.000 --> 00:10:01.240]  他們需要悔改去親近主
[00:10:01.240 --> 00:10:05.680]  讓聖靈工作提點他們應該怎樣來生活
[00:10:05.680 --> 00:10:08.320]  免得忘記了神的恩典
[00:10:08.320 --> 00:10:13.240]  有一個舞台劇叫做《阿瑪迪斯》
[00:10:13.240 --> 00:10:16.760]  有名是莫扎特謀殺案
[00:10:16.760 --> 00:10:20.440]  是描述了一個十八世紀的作曲家
[00:10:20.440 --> 00:10:22.840]  尋求明白神的心意
[00:10:22.840 --> 00:10:26.040]  其中提到虔誠的作曲家
[00:10:26.040 --> 00:10:28.640]  安東尼奧·薩列尼
[00:10:28.640 --> 00:10:32.240]  很渴望用自己的音樂天賦
[00:10:32.240 --> 00:10:34.320]  來重讚上帝
[00:10:34.320 --> 00:10:39.240]  但卻沒有這個才華
[00:10:39.240 --> 00:10:42.880]  來創作一些不朽的作品
[00:10:42.880 --> 00:10:43.920]  反之
[00:10:43.920 --> 00:10:47.360]  放蕩不羈的音樂天才莫扎特
[00:10:47.360 --> 00:10:50.360]  卻擁有最偉大的音樂恩賜
[00:10:50.360 --> 00:10:55.400]  這讓安東尼奧感到忿忿不平
[00:10:55.400 --> 00:11:01.760]  這個戲劇提出了跟《約伯記》一樣的問題
[00:11:01.760 --> 00:11:05.640]  是用一個相反的方式來表達
[00:11:05.640 --> 00:11:07.440]  《約伯記》的作者不明白
[00:11:07.440 --> 00:11:11.040]  上帝為什麼懲罰世上這麼正直的人
[00:11:11.040 --> 00:11:13.160]  《阿瑪迪斯》的作者不明白
[00:11:13.160 --> 00:11:15.680]  上帝為什麼賞賜
[00:11:15.680 --> 00:11:18.480]  好像莫扎特這麼不配的人
[00:11:18.480 --> 00:11:21.520]  耶穌說了一個葡萄園的比喻
[00:11:21.520 --> 00:11:24.560]  就是說有一個工人
[00:11:24.560 --> 00:11:28.960]  其實他很像智力被僱
[00:11:28.960 --> 00:11:34.960]  到了下午五時被這個葡萄園園主來僱傭
[00:11:34.960 --> 00:11:38.720]  最後跟其他做了一天工作的工人
[00:11:38.720 --> 00:11:40.600]  他們做了十二小時
[00:11:40.600 --> 00:11:42.760]  他只是做了一小時
[00:11:42.760 --> 00:11:44.560]  有一樣的工價
[00:11:44.560 --> 00:11:49.400]  所以其他的工人覺得不忿
[00:11:49.400 --> 00:11:53.600]  耶穌這個比喻完全不符合經濟的原則
[00:11:53.600 --> 00:11:56.080]  但這正是他的榮譽
[00:11:56.080 --> 00:11:59.880]  他說的是關於因典的比喻
[00:11:59.880 --> 00:12:02.560]  不是一個工資的比喻
[00:12:02.560 --> 00:12:07.840]  這個因典不是用一天的工資來比喻
[00:12:07.840 --> 00:12:10.160]  上帝賜給我們的因典
[00:12:10.160 --> 00:12:13.720]  在神的眼中沒有一個二人
[00:12:13.720 --> 00:12:18.360]  我們都是需要悔改去接受神的厚恩
[00:12:18.360 --> 00:12:24.680]  其實有時我們會忘記神的赦免和因典
[00:12:24.680 --> 00:12:29.000]  不能夠努力去賺取神的恩典
[00:12:29.000 --> 00:12:30.440]  我們很感謝神
[00:12:30.440 --> 00:12:32.320]  因為是禮物
[00:12:32.320 --> 00:12:37.440]  不是靠我們的能力去賺取這個無價的禮物
[00:12:37.440 --> 00:12:38.920]  在第六第七節
[00:12:38.920 --> 00:12:42.760]  以色列人對這位奇妙的救主
[00:12:42.760 --> 00:12:47.960]  不單只是沒有用一個愛或者信服的心去回應
[00:12:47.960 --> 00:12:50.560]  尼加那個時代的以色列人
[00:12:50.560 --> 00:12:55.160]  他們將神的比喻好像很商業化
[00:12:55.160 --> 00:13:01.120]  一位代表用一連串的問題來回應
[00:13:01.120 --> 00:13:05.640]  提出高價去尋求神的喜悅
[00:13:05.640 --> 00:13:09.160]  譬如他說是否要獻上梵祭
[00:13:09.160 --> 00:13:15.040]  就是將整個的祭身來焚燒獻給主
[00:13:15.040 --> 00:13:22.320]  或者一隻牛犢八天就可以作為梵祭去獻上
[00:13:22.320 --> 00:13:25.120]  這裏說到是否獻一歲的牛犢
[00:13:25.120 --> 00:13:28.560]  即是更加貴重的祭物
[00:13:28.560 --> 00:13:32.120]  或者獻千千的公羊
[00:13:32.120 --> 00:13:34.680]  萬萬的遊河
[00:13:34.680 --> 00:13:37.680]  或者獻上自己的兒女
[00:13:37.680 --> 00:13:43.960]  原來當時獻自己的兒女
[00:13:43.960 --> 00:13:48.840]  就是迦南的一種偶像敬拜的形式
[00:13:48.840 --> 00:13:51.760]  所以在外表來看
[00:13:51.760 --> 00:13:57.480]  這位朝聖者是俯伏在神的面前
[00:13:57.480 --> 00:14:01.000]  手中拿著祭物來獻上
[00:14:01.000 --> 00:14:02.760]  好像是很淑女
[00:14:02.760 --> 00:14:07.960]  可是他的說話其實是在得罪神
[00:14:07.960 --> 00:14:12.120]  他用他自己腐敗的心來揣度主
[00:14:12.120 --> 00:14:16.680]  他認識自己他不覺得自己需要悔改
[00:14:16.680 --> 00:14:19.600]  他好像覺得神要改變
[00:14:19.600 --> 00:14:23.840]  一個拒絕悔改的人已經是一種罪
[00:14:23.840 --> 00:14:28.360]  其實暗示了他覺得神的要求是過高
[00:14:28.360 --> 00:14:31.800]  在他的草價還價的背後
[00:14:31.800 --> 00:14:37.240]  他內心很渴望越便宜越好來獻祭
[00:14:37.240 --> 00:14:41.920]  求神去憐憫讓我們能夠上上去反省
[00:14:41.920 --> 00:14:45.520]  我們有沒有將最好的獻給我們的主
[00:14:45.520 --> 00:14:48.320]  在多年前的崇拜裡邊
[00:14:48.320 --> 00:14:51.680]  斯德曼牧師在講壇上
[00:14:51.680 --> 00:14:54.040]  他讀出一段聖經
[00:14:54.040 --> 00:14:57.400]  哥倫多前書六章九至十一節
[00:14:57.400 --> 00:14:59.760]  他說:不要自欺
[00:14:59.760 --> 00:15:05.800]  無論是淫亂的、拜偶像的、奸淫的、作戀童的
[00:15:05.800 --> 00:15:10.400]  親男色的、偷竊的、貪男的、醉酒的
[00:15:10.400 --> 00:15:12.400]  辱罵的、勒索的
[00:15:12.400 --> 00:15:14.760]  都不能承受上帝的國
[00:15:14.760 --> 00:15:18.960]  你們中間也有人同前事者樣
[00:15:18.960 --> 00:15:22.960]  接著這位牧師抬頭望一望
[00:15:22.960 --> 00:15:25.560]  回眾微笑地問
[00:15:25.560 --> 00:15:26.840]  我很好奇
[00:15:26.840 --> 00:15:30.200]  你們當中有沒有人曾經犯過一樣
[00:15:30.200 --> 00:15:31.280]  或者多過一樣
[00:15:31.280 --> 00:15:34.880]  正如經文列出的一些罪呢?
[00:15:34.880 --> 00:15:38.840]  當時有一位是第一次來到教會的年青人
[00:15:38.840 --> 00:15:44.680]  他是剛剛參加過葛培里報道會決志的一位青年人
[00:15:44.680 --> 00:15:47.080]  他戰戰兢兢來到教會
[00:15:47.080 --> 00:15:49.760]  他後來跟一位知體說
[00:15:49.760 --> 00:15:52.920]  他說當這位牧師這樣問這個問題
[00:15:52.920 --> 00:15:55.000]  他就四目環顧
[00:15:55.000 --> 00:15:58.880]  初時不見有人站起來
[00:15:58.880 --> 00:16:00.560]  他說過了一會兒
[00:16:00.560 --> 00:16:04.080]  幾乎大部分的會眾都站起來
[00:16:04.080 --> 00:16:07.720]  可能我們都覺得我們沒有犯這些過錯
[00:16:07.720 --> 00:16:12.120]  其實當我們不是將神放在第一位
[00:16:12.120 --> 00:16:14.960]  已經是可能我們自己
[00:16:14.960 --> 00:16:18.360]  或者其他的東西取代了神的位置
[00:16:18.360 --> 00:16:20.720]  就是一個敗偶像
[00:16:20.720 --> 00:16:22.880]  我們很喜歡我們的工作
[00:16:22.880 --> 00:16:24.680]  因為帶來滿足感
[00:16:24.680 --> 00:16:28.600]  每一天可能我們用十至十多小時
[00:16:28.600 --> 00:16:30.760]  很積極在工作當中
[00:16:30.760 --> 00:16:34.640]  但我們每一天未必有十分鐘
[00:16:34.640 --> 00:16:37.160]  三十分鐘來到親近神
[00:16:37.160 --> 00:16:38.760]  去讀神的話
[00:16:38.760 --> 00:16:40.360]  跟神相交
[00:16:40.360 --> 00:16:42.640]  如果我們將神放在首位
[00:16:42.640 --> 00:16:45.240]  我們一定有時間去靈修
[00:16:45.240 --> 00:16:47.280]  去讀經、禱告
[00:16:47.280 --> 00:16:50.800]  我們可以上網、Facebook、追劇
[00:16:50.800 --> 00:16:52.720]  看電視幾個小時
[00:16:52.720 --> 00:16:56.440]  但我們撥不到一些時間來給主
[00:16:56.440 --> 00:16:57.760]  是不是很可笑?
[00:16:57.760 --> 00:16:59.440]  在六章第八節
[00:16:59.440 --> 00:17:02.600]  神的百姓嘗試用很多的
[00:17:02.600 --> 00:17:06.520]  提到之前第六、第七節提到去取悅神
[00:17:06.520 --> 00:17:10.400]  現在去控訴以色列的領袖
[00:17:10.400 --> 00:17:12.960]  在這裡控訴百姓
[00:17:12.960 --> 00:17:15.520]  祂希望將以色列帶回
[00:17:15.520 --> 00:17:18.960]  與神立的約和平安的當中
[00:17:18.960 --> 00:17:23.360]  神將祂對百姓的要求講得很清楚
[00:17:23.360 --> 00:17:24.960]  神要他們正直
[00:17:24.960 --> 00:17:26.560]  有憐憫的心
[00:17:26.560 --> 00:17:27.960]  有謙卑
[00:17:27.960 --> 00:17:29.720]  與神去同行
[00:17:29.720 --> 00:17:33.160]  我們都可以在這幾方面來問自己
[00:17:33.160 --> 00:17:34.760]  去檢視一下
[00:17:34.760 --> 00:17:38.760]  我們是不是公平去跟人相處呢?
[00:17:38.760 --> 00:17:41.840]  對那些冤屈、得罪我們的人
[00:17:41.840 --> 00:17:45.440]  我們有沒有一個憐憫的心去寬恕他?
[00:17:45.440 --> 00:17:47.720]  好像主寬恕我們一樣
[00:17:47.720 --> 00:17:50.240]  我們有沒有一個謙卑、倚靠神
[00:17:50.240 --> 00:17:52.480]  將自己的生命
[00:17:52.480 --> 00:17:55.000]  馴服在神的心意當中?
[00:17:55.000 --> 00:17:58.520]  根據《明綱社》出一份商業刊
[00:17:58.520 --> 00:18:00.960]  叫做《燭光網絡》
[00:18:00.960 --> 00:18:03.120]  有一篇文章裡面
[00:18:03.120 --> 00:18:05.680]  一部分是這樣寫的
[00:18:05.680 --> 00:18:10.400]  它說智能手機和流動的數據普及
[00:18:10.400 --> 00:18:14.400]  無疑改變了現代人的生活模式
[00:18:14.400 --> 00:18:16.760]  不論是上網、社交
[00:18:16.760 --> 00:18:19.560]  娛樂或是工作等
[00:18:19.560 --> 00:18:22.480]  都可以透過智能手機進行
[00:18:22.480 --> 00:18:25.880]  智能手機的確為我們帶來方便
[00:18:25.880 --> 00:18:26.920]  但是
[00:18:26.920 --> 00:18:31.240]  是不是必定要定期更換手機
[00:18:31.240 --> 00:18:33.360]  來換取方便呢?
[00:18:33.360 --> 00:18:37.680]  根據2009年《地球之友》的一份調查顯示
[00:18:37.680 --> 00:18:40.400]  受訪者平均不到一年八個月
[00:18:40.400 --> 00:18:41.960]  就更換手機
[00:18:41.960 --> 00:18:43.760]  當中有六成半
[00:18:43.760 --> 00:18:46.760]  受訪者更使用不足一年
[00:18:46.760 --> 00:18:49.200]  我們可以參考別國的情況
[00:18:49.200 --> 00:18:50.800]  去了解自己
[00:18:50.800 --> 00:18:54.120]  更換手機的次數是不是頻繁
[00:18:54.120 --> 00:18:55.320]  在2010年
[00:18:55.320 --> 00:18:58.200]  印度人平均是93.6個月
[00:18:58.200 --> 00:19:00.520]  召喚手機即是說七年多
[00:19:00.520 --> 00:19:02.400]  日本人46.6個月
[00:19:02.400 --> 00:19:03.800]  差不多四年
[00:19:03.800 --> 00:19:05.800]  英國人是夜2.4個月
[00:19:05.800 --> 00:19:07.880]  美國人是夜1.7個月
[00:19:07.880 --> 00:19:12.560]  可見香港人的情況是超英趕美
[00:19:12.560 --> 00:19:13.840]  超越英國
[00:19:13.840 --> 00:19:15.080]  追緊美國
[00:19:15.080 --> 00:19:17.440]  我們頻繁換手機的背後
[00:19:17.440 --> 00:19:21.080]  卻有不少第三世界的血汗工人
[00:19:21.080 --> 00:19:25.760]  甚至是全球環境為我們付出沉重的代價
[00:19:25.760 --> 00:19:28.320]  在整個生產線當中
[00:19:28.320 --> 00:19:31.200]  最被剝削的是往往負責
[00:19:31.200 --> 00:19:34.320]  執行生產程序的血汗工人
[00:19:34.320 --> 00:19:37.960]  不少智能手機的製作過程
[00:19:37.960 --> 00:19:39.840]  和原材料
[00:19:39.840 --> 00:19:42.440]  譬如是「鵝」「蛋」
[00:19:42.440 --> 00:19:45.440]  即金字邊一個「鵝」一個「蛋」
[00:19:45.440 --> 00:19:48.040]  或者是這些「鋼」
[00:19:48.040 --> 00:19:49.120]  這些鐵「鋼」
[00:19:49.120 --> 00:19:50.080]  還有「石」
[00:19:50.080 --> 00:19:51.440]  即金字邊的「容易」
[00:19:51.440 --> 00:19:52.160]  「石」「石」
[00:19:52.160 --> 00:19:54.560]  這些都是一些
[00:19:54.560 --> 00:19:58.360]  是化學元素之一
[00:19:58.360 --> 00:20:00.640]  在加工過程裏面
[00:20:00.640 --> 00:20:04.720]  是會做出一些污染
[00:20:04.720 --> 00:20:07.160]  而到我們更換手機的時候
[00:20:07.160 --> 00:20:09.320]  造成另一種的污染
[00:20:09.320 --> 00:20:10.880]  一些電子廢物
[00:20:10.880 --> 00:20:13.520]  消費者往往會無意中跌入
[00:20:13.520 --> 00:20:16.320]  在這個消費陷阱當中
[00:20:16.320 --> 00:20:20.160]  被生產商的宣傳不斷去洗腦
[00:20:20.160 --> 00:20:24.640]  彷如某些新的手機功能是必須的
[00:20:24.640 --> 00:20:27.000]  而卻未必仔細思考到
[00:20:27.000 --> 00:20:29.560]  個人是否需要這些功能
[00:20:29.560 --> 00:20:32.160]  當我們不斷去更換手機
[00:20:32.160 --> 00:20:36.800]  某程度上間接是推動了手機業的發展
[00:20:36.800 --> 00:20:40.720]  不過同時助長了剝削的出現
[00:20:40.720 --> 00:20:44.160]  所以當大家換手機的時候
[00:20:44.160 --> 00:20:46.680]  不妨先停一停
[00:20:46.680 --> 00:20:49.160]  想一想是否有這個需要
[00:20:49.160 --> 00:20:51.800]  怎樣可以去與神同行
[00:20:51.800 --> 00:20:56.040]  我們很需要承認自己的軟弱
[00:20:56.040 --> 00:20:59.000]  常常都會忘記神的恩典
[00:20:59.000 --> 00:21:03.000]  我們更加需要多多來親近神
[00:21:03.000 --> 00:21:05.360]  去看祂的說話
[00:21:05.360 --> 00:21:07.040]  祂有甚麼的教導
[00:21:07.040 --> 00:21:10.080]  免得我們去忘記主恩
[00:21:10.080 --> 00:21:12.120]  求主去更新我們
[00:21:12.120 --> 00:21:15.560]  我們需要不斷去悔改
[00:21:15.560 --> 00:21:21.640]  讓我們熟齡、有成長、知道怎樣去回應神的愛
[00:21:21.640 --> 00:21:26.600]  行公義、好憐憫、謙卑、倚靠主
[00:21:26.600 --> 00:21:30.600]  將自己的生命信服在神的心意之下
[00:21:30.600 --> 00:21:31.960]  我們一起禱告
[00:21:31.960 --> 00:21:36.280]  慈愛主多謝祢上上的施恩憐憫
[00:21:36.280 --> 00:21:39.640]  但祢亦是一位公義聖潔的主
[00:21:39.640 --> 00:21:42.520]  在適當時候祢要施行審判
[00:21:42.520 --> 00:21:46.520]  讓我們把握機會來親近祢
