
[00:00:00.000 --> 00:00:03.020]  好 讓我們進入上帝的話語
[00:01:16.640 --> 00:01:18.480]  情與義 值千金
[00:01:18.480 --> 00:01:20.360]  我們看到約拿丹
[00:01:20.360 --> 00:01:22.280]  他是看重上帝的義
[00:01:22.280 --> 00:01:23.600]  看重神的心義
[00:01:23.600 --> 00:01:26.100]  將自己完全放下
[00:01:26.100 --> 00:01:28.300]  看重神高過自己
[00:01:28.300 --> 00:01:31.440]  所以他愛大衛如同愛自己的生命
[00:01:31.440 --> 00:01:32.900]  祝福大衛
[00:01:32.900 --> 00:01:35.160]  我們透過約拿丹的生命
[00:01:35.160 --> 00:01:37.560]  我們看到他如何去祝福
[00:01:37.560 --> 00:01:39.440]  去建立他身邊的朋友
[00:01:39.440 --> 00:01:41.260]  和下一代的青年人
[00:01:41.260 --> 00:01:42.700]  也讓我們看到
[00:01:42.700 --> 00:01:45.800]  上帝的意念是高過我們的意念
[00:01:45.800 --> 00:01:49.080]  但約拿丹就願意完全信服上帝
[00:01:49.080 --> 00:01:51.980]  犧牲自己 放下自己
[00:01:51.980 --> 00:01:53.760]  其實約拿丹在撒姆爾記裡面
[00:01:53.760 --> 00:01:56.020]  只是很少篇幅的記載
[00:01:56.020 --> 00:02:00.100]  相對於大衛 或者是蘇羅 撒姆爾等等
[00:02:00.100 --> 00:02:04.080]  但約拿丹對大衛的生命有很大的影響
[00:02:04.080 --> 00:02:08.180]  甚至建立了大衛的信心和心智
[00:02:08.180 --> 00:02:12.300]  對整個大皇朝都可能是一個很重要的功臣
[00:02:12.300 --> 00:02:14.300]  同樣在今天我想說的
[00:02:14.300 --> 00:02:17.400]  一位小女子哈娜
[00:02:17.400 --> 00:02:21.220]  在撒姆爾記裡面只有一章半的記載
[00:02:21.220 --> 00:02:25.220]  但同樣她對大衛皇朝也有很重大的影響
[00:02:25.220 --> 00:02:27.800]  待會再說
[00:02:27.800 --> 00:02:30.360]  今天大家都清楚了是母親節
[00:02:30.360 --> 00:02:31.940]  在疫情下的母親
[00:02:31.940 --> 00:02:35.760]  我相信比平時做母親更加艱難
[00:02:35.760 --> 00:02:38.920]  更加辛苦 更多的艱苦
[00:02:38.920 --> 00:02:43.060]  大部分家人 包括老公 子女都留在家裡
[00:02:43.060 --> 00:02:44.660]  而香港地方小
[00:02:44.660 --> 00:02:47.280]  所以一家人被困在家裡
[00:02:47.280 --> 00:02:48.460]  人們形容什麼呢
[00:02:48.460 --> 00:02:51.160]  困獸鬥 困獸鬥 真慘
[00:02:51.160 --> 00:02:53.800]  媽媽的身份也要身兼多職
[00:02:53.800 --> 00:02:56.580]  聽一下師母在姐妹組的分享
[00:02:56.580 --> 00:02:59.840]  因為姐妹組也是要用電話會議來進行
[00:02:59.840 --> 00:03:02.920]  有時候我聽到他們的分享也覺得很有趣
[00:03:02.920 --> 00:03:07.900]  媽媽就變成了24小時茶餐廳的廚房
[00:03:07.900 --> 00:03:09.840]  因為老公八點鐘要吃早餐
[00:03:09.840 --> 00:03:11.480]  兒子十點鐘吃早餐
[00:03:11.480 --> 00:03:14.560]  女兒十二點鐘早餐連午餐一起吃
[00:03:14.560 --> 00:03:17.740]  不斷兩個小時都要煮一些東西吃出來
[00:03:17.740 --> 00:03:20.780]  還有有時候下午茶 有時候有宵夜
[00:03:20.780 --> 00:03:21.980]  因為不會在街上買
[00:03:21.980 --> 00:03:25.780]  所以全部都是媽媽在廚房裡炮製準備
[00:03:25.780 --> 00:03:27.480]  小學生的家長更加辛苦
[00:03:27.480 --> 00:03:30.300]  現在又用Zoom上課 又要預備教材
[00:03:30.300 --> 00:03:31.700]  有時候老師教得不清楚
[00:03:31.700 --> 00:03:33.580]  就要媽媽在旁邊教
[00:03:33.580 --> 00:03:35.900]  又要兼顧老師的工作
[00:03:35.900 --> 00:03:39.560]  還有平時的家務 收拾房子清潔
[00:03:39.560 --> 00:03:42.020]  還要去街上買菜 還要買什麼
[00:03:42.020 --> 00:03:44.060]  買口罩 防疫裝備等等
[00:03:44.060 --> 00:03:46.120]  媽媽超負荷
[00:03:46.120 --> 00:03:50.120]  平時可能有些人上了班 上了學
[00:03:50.120 --> 00:03:52.280]  在家裡靜一靜都會好一點
[00:03:52.280 --> 00:03:54.560]  現在全部人困獸鬥一樣
[00:03:54.560 --> 00:03:56.820]  自然可能會有很多磨擦
[00:03:56.820 --> 00:04:00.860]  媽媽比平時更多的辛勞 更多的辛苦
[00:04:00.860 --> 00:04:05.620]  平時媽媽可能在家裡做一個和事人的角色
[00:04:05.620 --> 00:04:06.960]  現在多了這麼多的工作
[00:04:06.960 --> 00:04:09.920]  其實很多的情緒 很多的苦情
[00:04:09.920 --> 00:04:12.380]  很多的怨氣埋藏在心裡
[00:04:12.380 --> 00:04:17.600]  所以母親永遠都是在家裡最大的付出者
[00:04:17.600 --> 00:04:18.900]  最大的犧牲者
[00:04:18.900 --> 00:04:23.020]  所以今天我們真的要為我們在家的母親鼓掌
[00:04:23.020 --> 00:04:24.960]  去感恩 去打氣
[00:04:24.960 --> 00:04:28.240]  願這篇道也能夠成為她們心靈的激勵
[00:04:28.240 --> 00:04:31.680]  作為母親的 也讓我們去看見
[00:04:31.680 --> 00:04:33.000]  在疫情底下
[00:04:33.000 --> 00:04:36.500]  上帝有沒有一個特別的角色給我們作為媽媽的
[00:04:36.500 --> 00:04:38.720]  去發揮這個重要角色呢?
[00:04:38.720 --> 00:04:40.580]  所以這篇道不單給媽媽
[00:04:40.580 --> 00:04:42.420]  也給我們每一個人去聽
[00:04:42.420 --> 00:04:43.940]  我們去留意一下
[00:04:43.940 --> 00:04:48.180]  我們在這個疫情底下 在這個大時代裡面
[00:04:48.180 --> 00:04:53.620]  我們怎樣去發揮一個好像微不足道的角色
[00:04:53.620 --> 00:04:56.200]  怎樣被上帝使用呢?
[00:04:56.200 --> 00:04:58.720]  今天我們就回到《撒慕爾記》的第一章
[00:04:58.720 --> 00:05:01.700]  我們看看哈拿這個小女子的人物
[00:05:01.700 --> 00:05:04.120]  在這個大時代裡面怎樣被神使用
[00:05:04.120 --> 00:05:06.100]  特別是在以色列的時代裡面
[00:05:06.100 --> 00:05:07.920]  怎樣被神使用
[00:05:07.920 --> 00:05:09.000]  所以第一個的分題
[00:05:09.000 --> 00:05:12.620]  我定了是大時代的風起雲湧
[00:05:12.620 --> 00:05:16.620]  用一句《時詩記》21章25字去描述這個大時代
[00:05:16.620 --> 00:05:18.880]  那時以色列中沒有王
[00:05:18.880 --> 00:05:23.160]  各人照自己眼中看為對的去做
[00:05:23.160 --> 00:05:24.500]  是甚麼時代呢?
[00:05:24.500 --> 00:05:26.220]  這個是由約書亞記
[00:05:26.220 --> 00:05:27.640]  如果你看回聖經的目錄
[00:05:27.640 --> 00:05:29.400]  打開我們聖經的目錄
[00:05:29.400 --> 00:05:30.700]  都可以看到很多東西
[00:05:30.700 --> 00:05:35.220]  約書亞記、時詩記、路德記、撒慕爾記
[00:05:35.220 --> 00:05:37.340]  一路演變著不同的時代
[00:05:37.340 --> 00:05:39.500]  由摩西約書亞的時代
[00:05:39.500 --> 00:05:41.120]  去到時詩的時代
[00:05:41.120 --> 00:05:43.800]  去到君王的時代
[00:05:43.800 --> 00:05:45.400]  撒慕爾記的開始
[00:05:45.400 --> 00:05:48.160]  正正是以色列的歷史的一個大時代
[00:05:48.160 --> 00:05:49.500]  由一個時詩的時代
[00:05:49.500 --> 00:05:53.240]  轉為一個君王時代的轉變期
[00:05:53.240 --> 00:05:57.980]  自從約書亞帶領以色列人去到迦南地
[00:05:57.980 --> 00:06:02.320]  但以色列人未正式地完全征服到當地的民族
[00:06:02.320 --> 00:06:04.520]  反而被當地的民族影響回頭
[00:06:04.520 --> 00:06:06.560]  去敬拜偶像 去侍奉別神
[00:06:06.560 --> 00:06:09.520]  去遠離了上帝的話語
[00:06:09.520 --> 00:06:12.640]  遠離了聖經 摩西五經
[00:06:12.640 --> 00:06:15.200]  就經常被當地的民族欺凌
[00:06:15.200 --> 00:06:17.520]  當以色列人利欺耶和華
[00:06:17.520 --> 00:06:19.720]  敬拜侍奉別神的時候
[00:06:19.720 --> 00:06:21.240]  犯罪得罪主
[00:06:21.240 --> 00:06:25.580]  上帝就容讓那些異族敵人欺壓以色列人
[00:06:25.580 --> 00:06:27.000]  以色列人會怎樣呢?
[00:06:27.000 --> 00:06:28.460]  當然是悔改
[00:06:28.460 --> 00:06:30.160]  向神面前認罪
[00:06:30.160 --> 00:06:33.740]  上帝就興起不同年代不同的時詩
[00:06:33.740 --> 00:06:35.920]  屬靈的領袖 時詩
[00:06:35.920 --> 00:06:37.840]  時詩的意思就是審判官
[00:06:37.840 --> 00:06:40.580]  包含了軍事上的領袖
[00:06:40.580 --> 00:06:43.240]  也是當時宗教或者政治上的領袖
[00:06:43.240 --> 00:06:46.200]  去帶領以色列人去得勝
[00:06:46.200 --> 00:06:50.200]  穩定當時的社會環境
[00:06:50.200 --> 00:06:52.320]  譬如我們認識的基甸 參孫
[00:06:52.320 --> 00:06:55.320]  都是當時的時詩記中很出名的時詩
[00:06:55.320 --> 00:06:56.840]  但是過了一段時間之後
[00:06:56.840 --> 00:06:59.800]  以色列人又再回到屬靈的低點
[00:06:59.800 --> 00:07:02.680]  敬拜偶像 不恨律法
[00:07:02.680 --> 00:07:04.520]  又再被敵人欺凌的時候
[00:07:04.520 --> 00:07:06.040]  以色列人又要悔改
[00:07:06.040 --> 00:07:07.240]  又要求神拯救
[00:07:07.240 --> 00:07:09.000]  神又再興起另一位時詩
[00:07:09.000 --> 00:07:10.320]  去拯救以色列
[00:07:10.320 --> 00:07:14.200]  這就是在不斷循環的時詩記中看到的
[00:07:14.200 --> 00:07:16.560]  其實這也反映了我們基督徒的生命
[00:07:16.560 --> 00:07:18.240]  大家覺得自己是不是這樣的呢?
[00:07:18.240 --> 00:07:21.080]  我們基督徒的生命都是起起跌跌
[00:07:21.080 --> 00:07:24.120]  一時很屬靈 很倚靠上帝
[00:07:24.120 --> 00:07:25.480]  但是到了安逸的時候
[00:07:25.480 --> 00:07:27.200]  我們又會犯罪 得罪主
[00:07:27.200 --> 00:07:28.360]  離棄上帝
[00:07:28.360 --> 00:07:29.640]  我們又認罪悔改
[00:07:29.640 --> 00:07:30.840]  再次尋求復興
[00:07:30.840 --> 00:07:33.600]  又感受到上帝的愛和帶領
[00:07:33.600 --> 00:07:35.000]  我們真的很軟弱
[00:07:35.000 --> 00:07:38.880]  我們經常都會遠離神 離開神
[00:07:38.880 --> 00:07:42.680]  而在《撒姆爾記》中所記載的撒姆爾
[00:07:42.680 --> 00:07:47.000]  就是大時代中的最後一位時詩
[00:07:47.000 --> 00:07:50.040]  他也是偉大的祭司和先知
[00:07:50.040 --> 00:07:51.240]  他曾經帶領以色列人
[00:07:51.240 --> 00:07:54.520]  得勝打敗當時的敵人菲利士人
[00:07:54.520 --> 00:07:58.040]  非常受到以色列人的敬愛和尊敬
[00:07:58.040 --> 00:07:59.440]  但亦都是一樣
[00:07:59.440 --> 00:08:02.600]  到了撒姆爾的晚年的時候
[00:08:02.600 --> 00:08:05.960]  這是撒姆爾記上的第八章四至六節
[00:08:05.960 --> 00:08:07.240]  我們不讀了
[00:08:07.240 --> 00:08:10.040]  中間黃色的字就是那群長老
[00:08:10.040 --> 00:08:13.640]  以色列的長老去找撒姆爾
[00:08:13.640 --> 00:08:16.560]  「你都年紀老了 你的子女又不行」
[00:08:16.560 --> 00:08:18.360]  到了第五節中間說
[00:08:18.360 --> 00:08:23.040]  「請你為我們立一個王 治理我們 像列國一樣」
[00:08:23.040 --> 00:08:24.280]  當時的以色列人就覺得
[00:08:24.280 --> 00:08:28.520]  其他民族 菲利士人 基丁人
[00:08:28.520 --> 00:08:30.600]  都會有一個王統治他們
[00:08:30.600 --> 00:08:32.000]  我們就沒有王
[00:08:32.000 --> 00:08:33.160]  不如你也立一個王吧
[00:08:33.160 --> 00:08:37.160]  不用經常要求一個祭司出現
[00:08:37.160 --> 00:08:39.280]  撒姆爾聽完之後很傷心
[00:08:39.280 --> 00:08:40.920]  但更加傷心的是誰呢?
[00:08:40.920 --> 00:08:42.480]  是耶和華上帝
[00:08:42.480 --> 00:08:44.440]  耶和華這樣回應撒姆爾
[00:08:44.440 --> 00:08:47.880]  在第七和第八節我讀給大家聽
[00:08:47.880 --> 00:08:51.480]  「你只管聽從百姓向你說的一切話
[00:08:51.480 --> 00:08:55.160]  因為他們不是嫌棄你 而是嫌棄我
[00:08:55.160 --> 00:08:57.080]  不要我作他們的王
[00:08:57.080 --> 00:08:59.800]  自從我領他們出埃及的日子到如今
[00:08:59.800 --> 00:09:02.040]  他們離棄我 侍奉必臣
[00:09:02.040 --> 00:09:04.600]  正像他們從前所做的一切事
[00:09:04.600 --> 00:09:08.640]  現在他們也照樣向你造了」
[00:09:08.640 --> 00:09:11.000]  其實問題是這群以色列人
[00:09:11.000 --> 00:09:13.560]  根本沒有當上帝是他們的王
[00:09:13.560 --> 00:09:15.400]  真正的王才是上帝
[00:09:15.400 --> 00:09:17.480]  他們反而要和其他民族一樣
[00:09:17.480 --> 00:09:19.360]  要立一個君王
[00:09:19.360 --> 00:09:21.800]  但是上帝容讓他們做
[00:09:21.800 --> 00:09:25.920]  所以後來撒姆爾就按著神的心意
[00:09:25.920 --> 00:09:29.080]  選擇選擇高立了兩個以色列的君王
[00:09:29.080 --> 00:09:30.200]  第一個是誰呢?
[00:09:30.200 --> 00:09:31.800]  沒錯 是蘇羅
[00:09:31.800 --> 00:09:34.000]  第二個就是大衛
[00:09:34.000 --> 00:09:36.640]  所以我們看到原來撒姆爾這麼特別
[00:09:36.640 --> 00:09:43.480]  他在這個大時代高立了兩個不同朝代的君王
[00:09:43.480 --> 00:09:45.560]  這是很特別的事情
[00:09:45.560 --> 00:09:50.080]  而撒姆爾的確是這個大時代的大人物
[00:09:50.080 --> 00:09:53.960]  但是這個大人物背後是怎樣出現的呢?
[00:09:53.960 --> 00:09:56.760]  大家都知道 每個人都有母親
[00:09:56.760 --> 00:09:58.240]  那撒姆爾的母親是誰呢?
[00:09:58.240 --> 00:09:59.920]  就是哈蘭
[00:09:59.920 --> 00:10:03.200]  撒姆爾的出世充滿著傳奇
[00:10:03.200 --> 00:10:05.280]  我們今天就會在第一章裡面
[00:10:05.280 --> 00:10:08.080]  看到一個小女子的祈禱
[00:10:08.080 --> 00:10:10.720]  去影響了撒姆爾的出世
[00:10:10.720 --> 00:10:14.480]  而影響了這個大時代的轉變
[00:10:14.480 --> 00:10:18.040]  其實我們現在也是活在一個大時代的裡面
[00:10:18.040 --> 00:10:19.600]  我忘了展示這兩個
[00:10:19.600 --> 00:10:21.640]  立了兩個君王
[00:10:21.640 --> 00:10:25.360]  就是蘇羅和耶西的兒子大衛
[00:10:25.360 --> 00:10:27.520]  都見過這些圖了
[00:10:27.520 --> 00:10:30.200]  我們現在是BCAC的轉移年代
[00:10:30.200 --> 00:10:32.280]  大家知道什麼叫BCAC嗎?
[00:10:32.280 --> 00:10:34.720]  BCAC應該是2020年之前
[00:10:34.720 --> 00:10:37.440]  耶穌出世前後就是BCAC
[00:10:37.440 --> 00:10:38.760]  但是有些人說
[00:10:38.760 --> 00:10:41.000]  自從有了COVID-19之後
[00:10:41.000 --> 00:10:44.800]  這個C就是C for COVID-19
[00:10:44.800 --> 00:10:48.400]  我們在新冠肺炎前後的年代
[00:10:48.400 --> 00:10:52.080]  有人說今天新冠肺炎的影響力
[00:10:52.080 --> 00:10:54.120]  比第二次世界大戰更加厲害
[00:10:54.120 --> 00:10:55.840]  好像第三次世界大戰一樣
[00:10:55.840 --> 00:10:58.800]  整個世界很多國都受到影響
[00:10:58.800 --> 00:11:01.840]  雖然死傷人數沒有第二次世界大戰那麼厲害
[00:11:01.840 --> 00:11:04.640]  但是每個人都被它影響著
[00:11:04.640 --> 00:11:06.680]  我們很多東西都不同了
[00:11:06.680 --> 00:11:09.160]  所以可能在接下來
[00:11:09.160 --> 00:11:11.880]  就算限聚令解除了
[00:11:11.880 --> 00:11:14.440]  或者香港疫情能夠轉好
[00:11:14.440 --> 00:11:16.720]  但是可能我們接下來的生活習慣
[00:11:16.720 --> 00:11:19.480]  我們面對的經濟、政治
[00:11:19.480 --> 00:11:23.200]  面對這個世界的彼此之間的關係
[00:11:23.200 --> 00:11:26.640]  都可能因為這個COVID-19有很大的轉變
[00:11:26.640 --> 00:11:28.720]  我們就在一個大時代的當中
[00:11:28.720 --> 00:11:30.480]  而我們作為一個很小的人物
[00:11:30.480 --> 00:11:32.960]  我們被病毒影響的一個小人物
[00:11:32.960 --> 00:11:35.560]  我們如何發揮上帝給我們的角色呢?
[00:11:35.560 --> 00:11:36.960]  我們如何自處呢?
[00:11:36.960 --> 00:11:38.480]  上帝如何使用我們呢?
[00:11:38.480 --> 00:11:41.320]  願以這篇道給我們一些提醒
[00:11:41.320 --> 00:11:42.920]  我們就和哈娜這個小女子
[00:11:42.920 --> 00:11:46.640]  看看她如何扭轉乾坤
[00:11:46.640 --> 00:11:49.320]  在剛才嘉穎我們的實學生
[00:11:49.320 --> 00:11:50.960]  今天第一次做我們的領會
[00:11:50.960 --> 00:11:52.280]  不過她讀了剛才的經文
[00:11:52.280 --> 00:11:54.920]  所以不和大家重提一次
[00:11:54.920 --> 00:11:56.160]  十秒記的第一章
[00:11:56.160 --> 00:11:57.520]  大家帶著這本聖經
[00:11:57.520 --> 00:11:59.080]  裡面說出了一個背景
[00:11:59.080 --> 00:12:01.320]  就是一個叫做以利加拿的人
[00:12:01.320 --> 00:12:03.440]  這個以利加拿就是撒末的爸爸
[00:12:03.440 --> 00:12:04.280]  他有兩個太太
[00:12:04.280 --> 00:12:06.280]  一個叫做哈娜 一個叫做比利娜
[00:12:06.280 --> 00:12:09.000]  大家知道比利娜是有小朋友的
[00:12:09.000 --> 00:12:11.200]  有子女的 哈娜是沒有的
[00:12:11.200 --> 00:12:14.880]  所以就經常被比利娜攻擊
[00:12:14.880 --> 00:12:16.560]  而以利拿又很特別
[00:12:16.560 --> 00:12:19.600]  很偏愛沒有子女
[00:12:19.600 --> 00:12:21.560]  通常都是偏愛有子女的太太
[00:12:21.560 --> 00:12:22.280]  很有趣的
[00:12:22.280 --> 00:12:24.840]  他很偏愛沒有子女的太太哈娜
[00:12:24.840 --> 00:12:29.240]  如果去祭祀的時候 分祭玉的時候
[00:12:29.240 --> 00:12:30.920]  他有被哈娜傷憤的
[00:12:30.920 --> 00:12:34.440]  就是那種偏愛 偏到出了臉
[00:12:34.440 --> 00:12:37.760]  自然有子女的比利娜就很不值得
[00:12:37.760 --> 00:12:39.320]  經常在耳語上攻擊哈娜
[00:12:39.320 --> 00:12:43.880]  搞得哈娜經常哭 憤怒傷心
[00:12:43.880 --> 00:12:46.360]  其實背後反映了比利娜也有妒忌
[00:12:46.360 --> 00:12:48.080]  還記得窒道這件事
[00:12:48.080 --> 00:12:48.960]  為什麼窒道
[00:12:48.960 --> 00:12:50.000]  窒道有比較
[00:12:50.000 --> 00:12:53.680]  我和她大家都是以利加拿的太太
[00:12:53.680 --> 00:12:56.960]  為什麼老公會偏愛她呢
[00:12:56.960 --> 00:12:59.520]  這種窒道就引起了很多怨氣
[00:12:59.520 --> 00:13:02.520]  就破壞了自己和破壞了身邊人的關係
[00:13:02.520 --> 00:13:04.440]  比利娜經常抓住哈娜的弱點
[00:13:04.440 --> 00:13:06.640]  說她不能生育
[00:13:06.640 --> 00:13:08.400]  去激怒哈娜
[00:13:08.400 --> 00:13:11.680]  造成了很多家庭的衝突
[00:13:11.680 --> 00:13:12.640]  家庭衝突
[00:13:12.640 --> 00:13:13.680]  在疫情底下
[00:13:13.680 --> 00:13:14.960]  不知在你家裏面
[00:13:14.960 --> 00:13:16.720]  困獸鬥的局面裏面
[00:13:16.720 --> 00:13:19.400]  都會多了很多家庭的衝突
[00:13:19.400 --> 00:13:21.080]  發生了很多類似的事件
[00:13:21.080 --> 00:13:23.480]  譬如哥哥經常吃醋
[00:13:23.480 --> 00:13:27.480]  媽媽經常煮叉燒炒蛋
[00:13:27.480 --> 00:13:29.240]  我明明喜歡吃叉燒
[00:13:29.240 --> 00:13:30.200]  蝦仁炒蛋
[00:13:30.200 --> 00:13:31.160]  只差一點點
[00:13:31.160 --> 00:13:32.640]  但都會吵架
[00:13:32.640 --> 00:13:35.480]  這就是今天疫情底下的困獸鬥
[00:13:35.480 --> 00:13:36.080]  很感恩
[00:13:36.080 --> 00:13:38.480]  這位丈夫也很懂得安慰太太
[00:13:38.480 --> 00:13:39.760]  他說
[00:13:39.760 --> 00:13:41.920]  哈娜你為什麼要哭泣呢
[00:13:41.920 --> 00:13:43.360]  為何不吃飯呢
[00:13:43.360 --> 00:13:45.000]  為何傷心難過呢
[00:13:45.000 --> 00:13:48.240]  有我不比有十個兒子更好
[00:13:48.240 --> 00:13:50.800]  我相信對於哈娜來說
[00:13:50.800 --> 00:13:53.520]  都是一個很窩心很甜心的說話
[00:13:53.520 --> 00:13:55.600]  今天做丈夫或者做爸爸
[00:13:55.600 --> 00:13:57.040]  就要說多一點了
[00:13:57.040 --> 00:13:58.280]  但如果這個爸爸
[00:13:58.280 --> 00:13:59.360]  或者這個伊麗嘉娜
[00:13:59.360 --> 00:14:01.440]  更加知情識趣多一點
[00:14:01.440 --> 00:14:02.760]  多一點同理心
[00:14:02.760 --> 00:14:06.480]  多一點站在兩位太太的角度思考的時候
[00:14:06.480 --> 00:14:07.520]  可能
[00:14:07.520 --> 00:14:09.120]  或者感受我們的情緒
[00:14:09.120 --> 00:14:09.920]  可能
[00:14:09.920 --> 00:14:12.000]  家庭裏面的一些衝突能夠化解
[00:14:12.000 --> 00:14:14.160]  或者能夠大事化小
[00:14:14.160 --> 00:14:15.120]  譬如
[00:14:15.120 --> 00:14:17.960]  會令到我們的太太或者媽媽
[00:14:17.960 --> 00:14:18.920]  少一點煩惱
[00:14:18.920 --> 00:14:20.000]  多一點開心
[00:14:20.000 --> 00:14:23.000]  整個家庭都會快樂和太平
[00:14:23.000 --> 00:14:25.280]  例如多一點關愛比利娜
[00:14:25.280 --> 00:14:26.560]  比利娜下草
[00:14:26.560 --> 00:14:28.520]  不要偏心偏出面
[00:14:28.520 --> 00:14:30.360]  多一點關愛比利娜
[00:14:30.360 --> 00:14:32.120]  或者哈娜不能夠生育
[00:14:32.120 --> 00:14:35.040]  丈夫就要和太太一起祈禱
[00:14:35.040 --> 00:14:36.920]  因為他們都很相信
[00:14:36.920 --> 00:14:38.480]  只有上帝的小人道
[00:14:38.480 --> 00:14:40.520]  令到我們有下一代
[00:14:40.520 --> 00:14:42.920]  所以要多一點從這個角度去幫她
[00:14:42.920 --> 00:14:44.520]  就這樣說我疼你
[00:14:44.520 --> 00:14:46.240]  比十個兒子更好
[00:14:46.240 --> 00:14:47.320]  對於哈娜來說
[00:14:47.320 --> 00:14:48.920]  不夠
[00:14:48.920 --> 00:14:50.560]  在這裏我不是在教
[00:14:50.560 --> 00:14:52.320]  老公如何享齊人之福
[00:14:52.320 --> 00:14:53.400]  不是這個意思
[00:14:53.400 --> 00:14:55.920]  而是說我們如何做一個懂得
[00:14:55.920 --> 00:14:58.080]  知情識趣
[00:14:58.080 --> 00:15:00.720]  和同理心的丈夫和爸爸
[00:15:00.720 --> 00:15:02.680]  多一點懂得關愛自己的太太
[00:15:02.680 --> 00:15:04.480]  和另一半
[00:15:04.480 --> 00:15:05.560]  媽媽
[00:15:05.560 --> 00:15:07.960]  做一個家庭當中和睦的角色
[00:15:07.960 --> 00:15:09.720]  多一點人做和睦的角色
[00:15:09.720 --> 00:15:13.080]  困獸的家庭就能夠和睦多一點
[00:15:13.080 --> 00:15:14.680]  回到這個大時代
[00:15:14.680 --> 00:15:16.800]  小女子哈娜裏面
[00:15:16.800 --> 00:15:18.280]  我們都感受到
[00:15:18.280 --> 00:15:21.120]  她不是為了珍寵
[00:15:21.120 --> 00:15:23.520]  她也知道丈夫很愛她
[00:15:23.520 --> 00:15:26.280]  她更加知道丈夫寵愛自己
[00:15:26.280 --> 00:15:28.360]  所以她很真心想
[00:15:28.360 --> 00:15:31.600]  為自己的丈夫能夠生兒育女
[00:15:31.600 --> 00:15:34.080]  做一個真正的母親的天職
[00:15:34.080 --> 00:15:36.360]  待會和她的祈禱就知道了
[00:15:36.360 --> 00:15:39.280]  經文原文說
[00:15:39.280 --> 00:15:40.480]  她不能生育
[00:15:40.480 --> 00:15:42.680]  其實原文的意思是
[00:15:42.680 --> 00:15:44.040]  希伯來的原文就是
[00:15:44.040 --> 00:15:47.480]  子宮被關閉
[00:15:47.480 --> 00:15:50.520]  直截了當是上帝關閉了哈娜的子宮
[00:15:50.520 --> 00:15:52.360]  所以她不能生育
[00:15:52.360 --> 00:15:53.720]  所以讓我們知道
[00:15:53.720 --> 00:15:56.440]  生命的誕生
[00:15:56.440 --> 00:15:58.160]  全部都是上帝的主權
[00:15:58.160 --> 00:15:59.800]  必須有神的心意
[00:15:59.800 --> 00:16:01.520]  就要等候神的英魂
[00:16:01.520 --> 00:16:02.960]  因為生命的大門
[00:16:02.960 --> 00:16:07.440]  就是掌握在上帝的手裏
[00:16:07.440 --> 00:16:09.400]  去到第二個部分
[00:16:09.400 --> 00:16:13.720]  我們看到哈娜怎樣求助母親
[00:16:13.720 --> 00:16:15.720]  她是龜兒女給上帝
[00:16:15.720 --> 00:16:19.080]  在9月11日我們看到
[00:16:19.080 --> 00:16:22.160]  當哈娜去到祈禱
[00:16:22.160 --> 00:16:24.440]  去到侍奴的聖殿裏面去祈禱的時候
[00:16:24.440 --> 00:16:25.880]  當時沒有聖殿
[00:16:25.880 --> 00:16:27.800]  不過也有藥櫃的
