
[00:00:00.000 --> 00:00:05.940]  好不好,在開始之前,我邀請大家一同為今天的信息來禱告
[00:02:38.660 --> 00:02:40.020]  川配琵琶高嗎?
[00:02:40.020 --> 00:02:42.340]  還是抹眼藥的高呢?
[00:02:42.340 --> 00:02:46.840]  剛信主的弟兄姊妹可能看這個高看不懂
[00:02:46.840 --> 00:02:53.640]  其實有一些學者
[00:02:53.640 --> 00:02:54.780]  他們批評說
[00:02:54.780 --> 00:02:57.980]  現在的教會裡面太多術語了
[00:02:57.980 --> 00:03:00.020]  特別是講到恩高的時候
[00:03:00.020 --> 00:03:01.920]  這個恩高來,那個恩高去
[00:03:01.920 --> 00:03:03.620]  到底恩高是什麼意思?
[00:03:03.620 --> 00:03:05.020]  他就說聖經裡面
[00:03:05.020 --> 00:03:06.920]  明明只有三處講到恩高
[00:03:06.920 --> 00:03:07.920]  其他的地方
[00:03:07.920 --> 00:03:11.060]  都是你們自己弄出來的名詞
[00:03:11.060 --> 00:03:13.300]  看起來好像是
[00:03:13.300 --> 00:03:18.800]  但是你仔細去了解聖經
[00:03:18.800 --> 00:03:20.540]  其實不是這樣子的
[00:03:20.540 --> 00:03:22.040]  我今天把它分成三塊
[00:03:22.040 --> 00:03:23.540]  你看到左邊的那塊叫做
[00:03:23.540 --> 00:03:24.500]  生靈的恩高
[00:03:24.500 --> 00:03:25.240]  信心的恩高
[00:03:25.240 --> 00:03:26.280]  喜樂的恩高
[00:03:26.280 --> 00:03:27.180]  突破的恩高
[00:03:27.180 --> 00:03:28.540]  加倍的恩高
[00:03:28.540 --> 00:03:29.840]  我不是要一個一個解釋
[00:03:29.840 --> 00:03:34.060]  我只是把我們常常用的術語做分類
[00:03:34.060 --> 00:03:37.120]  第一個是形容恩高的形容詞
[00:03:37.120 --> 00:03:38.420]  中間的那個
[00:03:38.420 --> 00:03:39.900]  生靈恩高我
[00:03:39.900 --> 00:03:41.660]  喜樂有高我
[00:03:41.660 --> 00:03:43.460]  有高我病人
[00:03:43.460 --> 00:03:44.900]  那這個高又是什麼意思?
[00:03:44.900 --> 00:03:47.800]  這個是屬於動詞
[00:03:47.800 --> 00:03:50.000]  是屬於動詞類的
[00:03:50.000 --> 00:03:51.000]  那另外呢
[00:03:51.000 --> 00:03:53.040]  另外第三個部分就是
[00:03:53.040 --> 00:03:54.600]  有恩高的器皿
[00:03:54.600 --> 00:03:57.940]  被神所高抹的僕人
[00:03:57.940 --> 00:04:00.380]  有恩高的講道
[00:04:00.380 --> 00:04:03.140]  那到底恩高在這個器皿上面
[00:04:03.140 --> 00:04:04.680]  發生了什麼事情?
[00:04:04.680 --> 00:04:07.220]  在僕人身上發生了什麼事情?
[00:04:07.220 --> 00:04:08.260]  在講道
[00:04:08.260 --> 00:04:10.220]  跟講道有什麼關係?
[00:04:10.220 --> 00:04:11.460]  第三個部分
[00:04:11.460 --> 00:04:12.620]  其實就是講道
[00:04:12.620 --> 00:04:13.860]  被高抹的
[00:04:13.860 --> 00:04:17.960]  當動詞是被動語態的時候
[00:04:17.960 --> 00:04:21.400]  就可以當形容詞用
[00:04:21.400 --> 00:04:22.560]  所以我們了解
[00:04:22.560 --> 00:04:25.600]  現在教會有很多的術語都在講恩高
[00:04:25.600 --> 00:04:26.600]  上個禮拜
[00:04:26.600 --> 00:04:28.100]  我記得格木斯就講到
[00:04:28.100 --> 00:04:29.680]  恩高是什麼?
[00:04:29.680 --> 00:04:32.480]  大家還記得嗎?
[00:04:32.480 --> 00:04:33.440]  格木斯說
[00:04:33.440 --> 00:04:35.540]  恩高是聖靈
[00:04:35.540 --> 00:04:37.740]  他就給我了這個題目
[00:04:37.740 --> 00:04:38.380]  我就想
[00:04:38.380 --> 00:04:41.160]  對啊我下個禮拜就是要講恩高
[00:04:41.160 --> 00:04:43.380]  好我們要講恩高之前
[00:04:43.380 --> 00:04:44.660]  應該要先了解
[00:04:44.660 --> 00:04:46.400]  聖經裡面的高遊
[00:04:46.400 --> 00:04:48.420]  聖經裡面的高遊
[00:04:48.420 --> 00:04:51.160]  聖經裡面的高遊
[00:04:51.160 --> 00:04:53.040]  什麼時候要使用呢?
[00:04:53.040 --> 00:04:55.460]  有一天耶和華小玉摩西說
[00:04:55.460 --> 00:04:58.000]  你要取上品的香料
[00:04:58.000 --> 00:04:59.040]  是流質的
[00:04:59.040 --> 00:05:01.600]  liquid的這個末藥
[00:05:01.600 --> 00:05:02.840]  500色克的
[00:05:02.840 --> 00:05:04.740]  然後呢
[00:05:04.740 --> 00:05:08.680]  這個
[00:05:08.680 --> 00:05:10.840]  他說這個有香肉桂
[00:05:10.840 --> 00:05:11.520]  然後呢
[00:05:11.520 --> 00:05:12.720]  然後還有倉庫
[00:05:12.720 --> 00:05:14.320]  還有桂皮
[00:05:14.320 --> 00:05:15.680]  然後還有橄欖油
[00:05:15.680 --> 00:05:17.520]  就是這五種材料
[00:05:17.520 --> 00:05:18.220]  拿到這
[00:05:18.220 --> 00:05:21.060]  拿到這個五種的上等的材料
[00:05:21.060 --> 00:05:21.660]  注意聽喔
[00:05:21.660 --> 00:05:22.760]  是上等的
[00:05:22.760 --> 00:05:24.160]  不是隨隨便便的
[00:05:24.160 --> 00:05:25.500]  這種瑕疵品
[00:05:25.500 --> 00:05:27.040]  或者是重工品
[00:05:27.040 --> 00:05:28.160]  是上等的
[00:05:28.160 --> 00:05:30.500]  在今日來講可能是organic
[00:05:30.500 --> 00:05:32.040]  或者是什麼什麼進口的
[00:05:32.040 --> 00:05:33.640]  沒有用農藥殘留的
[00:05:33.640 --> 00:05:35.340]  就是要用最好的材料
[00:05:35.340 --> 00:05:36.180]  然後呢
[00:05:36.180 --> 00:05:39.220]  要拿到聖所的瓶
[00:05:39.220 --> 00:05:40.140]  去做什麼
[00:05:40.140 --> 00:05:40.980]  要去做秤
[00:05:40.980 --> 00:05:41.820]  非常的精準
[00:05:41.820 --> 00:05:43.920]  秤多少色克的
[00:05:43.920 --> 00:05:45.180]  幾克到底幾克
[00:05:45.180 --> 00:05:46.220]  你要秤準
[00:05:46.220 --> 00:05:47.460]  不可以多不可以少
[00:05:47.460 --> 00:05:49.020]  而且要用聖所的瓶
[00:05:49.020 --> 00:05:49.860]  我就想到
[00:05:49.860 --> 00:05:52.020]  是不是民間的瓶不太準
[00:05:52.020 --> 00:05:54.660]  民間是不是偷精減量
[00:05:54.660 --> 00:05:56.000]  那另外又講到
[00:05:56.000 --> 00:05:58.960]  要用什麼按照做香的方法
[00:05:58.960 --> 00:06:01.240]  做成這個聖膏油
[00:06:01.240 --> 00:06:03.900]  就讓我想到
[00:06:03.900 --> 00:06:06.240]  如果我們的神
[00:06:06.240 --> 00:06:08.600]  他開一個製造商的話
[00:06:08.600 --> 00:06:11.400]  這家一定是嚴格品管的
[00:06:11.400 --> 00:06:13.740]  這個製造廠商
[00:06:13.740 --> 00:06:15.140]  如果是製造疫苗的話
[00:06:15.140 --> 00:06:20.080]  這品質一定是百分之百最好的
[00:06:20.080 --> 00:06:22.820]  所以就是他是用最好的材料
[00:06:22.820 --> 00:06:24.620]  最佳的比例
[00:06:24.620 --> 00:06:27.620]  最好的製程
[00:06:27.620 --> 00:06:29.760]  完成了這個聖膏油
[00:06:29.760 --> 00:06:32.500]  那你看到這個聖膏油
[00:06:32.500 --> 00:06:35.660]  你會不會想拿來試一下呢
[00:06:35.660 --> 00:06:36.700]  會不會
[00:06:36.700 --> 00:06:39.560]  會想拿來試一下對不對
[00:06:39.560 --> 00:06:41.040]  那我也在想說
[00:06:41.040 --> 00:06:43.440]  這到底是什麼味道
[00:06:43.440 --> 00:06:45.840]  有一天有一個童工
[00:06:45.840 --> 00:06:47.180]  這個我不認識他
[00:06:47.180 --> 00:06:48.380]  他就說他來美國
[00:06:48.380 --> 00:06:50.020]  他是臺北領養堂的
[00:06:50.020 --> 00:06:51.720]  禱告團隊的一員
[00:06:51.720 --> 00:06:53.980]  他們去了聖地
[00:06:53.980 --> 00:06:57.220]  然後他就買了幾罐這個橄欖油
[00:06:57.220 --> 00:06:59.120]  他說這個是膏油
[00:06:59.120 --> 00:06:59.820]  不是橄欖油
[00:06:59.820 --> 00:07:02.820]  因為這是真拿達香膏的
[00:07:02.820 --> 00:07:04.260]  真拿達香膏做
[00:07:04.260 --> 00:07:07.020]  真拿達做的膏油
[00:07:07.020 --> 00:07:08.760]  然後這個膏油
[00:07:08.760 --> 00:07:12.000]  他的用意是希望有服事人員
[00:07:12.000 --> 00:07:14.740]  可以來為弟兄姊妹塗抹
[00:07:14.740 --> 00:07:16.100]  禱告的時候可以使用
[00:07:16.100 --> 00:07:18.900]  所以他就說我可不可以
[00:07:18.900 --> 00:07:21.680]  主要我希望把這個送給牧者
[00:07:21.680 --> 00:07:22.680]  所以呢
[00:07:22.680 --> 00:07:25.380]  就有一次在談話的機會裡面
[00:07:25.380 --> 00:07:26.620]  他就送我一罐
[00:07:26.620 --> 00:07:31.180]  我就第一次拿了這個口味的
[00:07:31.180 --> 00:07:32.820]  這個flavor的膏油
[00:07:32.820 --> 00:07:34.880]  我就抹在自己的鼻子上面
[00:07:34.880 --> 00:07:37.460]  就覺得哇好香喔
[00:07:37.460 --> 00:07:39.400]  然後我回家之後
[00:07:39.400 --> 00:07:42.400]  我常常就是在主的面前
[00:07:42.400 --> 00:07:46.000]  禱告的時候就為自己抹油
[00:07:46.000 --> 00:07:48.840]  就在主的同在當中
[00:07:48.840 --> 00:07:51.180]  領受神的膏油
[00:07:51.180 --> 00:07:59.580]  神的聖靈
[00:07:59.580 --> 00:08:01.620]  等一下我再來分享
[00:08:01.620 --> 00:08:03.480]  這個經驗對我來講
[00:08:03.480 --> 00:08:06.360]  有什麼樣的感受
[00:08:06.360 --> 00:08:08.960]  我們快快的回到聖經裡面
[00:08:08.960 --> 00:08:11.520]  來看到在舊約裡面
[00:08:11.520 --> 00:08:14.200]  講到的恩高
[00:08:14.200 --> 00:08:15.000]  恩高呢
[00:08:15.000 --> 00:08:16.960]  其實你去查英文這個字
[00:08:16.960 --> 00:08:18.600]  他就是anoint
[00:08:18.600 --> 00:08:20.440]  他如果是動詞的話
[00:08:20.440 --> 00:08:21.560]  就是anoint
[00:08:21.560 --> 00:08:22.740]  那如果是被動的話
[00:08:22.740 --> 00:08:24.180]  就是anointed
[00:08:24.180 --> 00:08:25.740]  那他的使用呢
[00:08:25.740 --> 00:08:28.380]  就都是在舊約裡面
[00:08:28.380 --> 00:08:30.680]  有大部分的次數
[00:08:30.680 --> 00:08:32.320]  在講動詞的時候
[00:08:32.320 --> 00:08:35.080]  都是使用這個動詞
[00:08:35.080 --> 00:08:36.520]  那這個動詞
[00:08:36.520 --> 00:08:39.580]  它的用途是什麼意思呢
[00:08:39.580 --> 00:08:42.460]  我們最早的時候是看到雅各呢
[00:08:42.460 --> 00:08:45.100]  他在睡覺的時候有一次
[00:08:45.100 --> 00:08:47.500]  他就夢見這個天梯嘛
[00:08:47.500 --> 00:08:48.860]  我們都知道這個故事
[00:08:48.860 --> 00:08:49.900]  他清早起來的時候
[00:08:49.900 --> 00:08:52.760]  就把他所整的石頭立作柱子
[00:08:52.760 --> 00:08:54.040]  膠油在上面
[00:08:54.040 --> 00:08:58.000]  這個膠的動作就是anoint
[00:08:58.000 --> 00:08:59.780]  就是塗抹的意思
[00:08:59.780 --> 00:09:02.980]  就是膏抹的意思
[00:09:02.980 --> 00:09:06.980]  那等到這個摩西
[00:09:06.980 --> 00:09:09.020]  他在曠野中
[00:09:09.020 --> 00:09:13.060]  神跟他講說要建造這個葬墓
[00:09:13.060 --> 00:09:18.260]  然後要用這個膏油抹在壇上
[00:09:18.260 --> 00:09:21.160]  抹在所有這些的聖物
[00:09:21.160 --> 00:09:22.660]  這些器皿上面
[00:09:22.660 --> 00:09:24.260]  然後使其成聖
[00:09:24.260 --> 00:09:25.460]  也是這個
[00:09:25.460 --> 00:09:28.200]  也是這個膏抹這個字
[00:09:28.200 --> 00:09:30.680]  那我們看見當
[00:09:30.680 --> 00:09:33.480]  亞倫被案例為大祭司的時候
[00:09:33.480 --> 00:09:37.320]  這些他的兒子被案例成祭司的時候
[00:09:37.320 --> 00:09:39.820]  也是使用這個字
[00:09:39.820 --> 00:09:42.280]  那同樣的案例君王
[00:09:42.280 --> 00:09:43.620]  案例先知
[00:09:43.620 --> 00:09:46.180]  通通都是使用這個字
[00:09:46.180 --> 00:09:47.320]  所以這個字
[00:09:47.320 --> 00:09:48.460]  膏抹這個字
[00:09:48.460 --> 00:09:49.860]  anoint這個字呢
[00:09:49.860 --> 00:09:51.720]  在舊約聖經裡面
[00:09:51.720 --> 00:09:55.600]  就是代表著一個動詞一個動作
[00:09:55.600 --> 00:09:57.660]  那在膏抹的時候呢
[00:09:57.660 --> 00:09:59.640]  都會有一個戒指
[00:09:59.640 --> 00:10:01.840]  都會使用油
[00:10:01.840 --> 00:10:03.940]  油這樣的東西
[00:10:03.940 --> 00:10:05.400]  那我們知道
[00:10:05.400 --> 00:10:09.440]  彌賽亞就是這個字的被動態
[00:10:09.440 --> 00:10:10.720]  彌賽亞這個字
[00:10:10.720 --> 00:10:16.220]  在聖經經文裡面用了33次
[00:10:16.220 --> 00:10:17.860]  那他就是一個
[00:10:17.860 --> 00:10:20.080]  我們說如果你被膏的話
[00:10:20.080 --> 00:10:21.420]  你就是受膏者
[00:10:21.420 --> 00:10:24.520]  所以彌賽亞他就是受膏者
[00:10:24.520 --> 00:10:25.860]  就是基督的意思
[00:10:25.860 --> 00:10:29.360]  所以我們說耶穌基督他是受膏者
[00:10:29.360 --> 00:10:32.240]  的來源就是因為在舊約裡面
[00:10:32.240 --> 00:10:36.100]  有這樣的一個膏抹的儀式
[00:10:36.100 --> 00:10:38.700]  那每一個
[00:10:38.700 --> 00:10:39.240]  你看喔
[00:10:39.240 --> 00:10:42.040]  每一個器皿或者是每一位職分
[00:10:42.040 --> 00:10:44.080]  當他們在被膏抹的時候
[00:10:44.080 --> 00:10:47.880]  都有他們特殊的用途
[00:10:47.880 --> 00:10:50.820]  如果你是祭司
[00:10:50.820 --> 00:10:58.300]  你就是在神的面前代表人
[00:10:58.300 --> 00:11:01.420]  在神的面前我們代表人獻祭
[00:11:01.420 --> 00:11:03.460]  那如果你是先知的話
[00:11:03.460 --> 00:11:07.300]  你是在人的面前代表神說話
[00:11:07.300 --> 00:11:08.940]  如果你是君王的話
[00:11:08.940 --> 00:11:15.640]  你就是在地上面代理神來治理
[00:11:15.640 --> 00:11:18.480]  所以每一個角色呢
[00:11:18.480 --> 00:11:20.880]  被被膏力的時候
[00:11:20.880 --> 00:11:23.020]  這都有一個職分賦予他
[00:11:23.020 --> 00:11:27.980]  那他的職責也會不一樣
[00:11:27.980 --> 00:11:29.460]  那我們再來看看
[00:11:29.460 --> 00:11:30.900]  看看這個動作
[00:11:30.900 --> 00:11:31.920]  這就我剛剛說的
[00:11:31.920 --> 00:11:33.420]  這就是一個膏抹
[00:11:33.420 --> 00:11:36.960]  所以當薩摩爾膏力大衛座
[00:11:36.960 --> 00:11:39.660]  在膏力大衛的時候呢
[00:11:39.660 --> 00:11:42.140]  他就拿著油餃裡面盛著油
[00:11:42.140 --> 00:11:44.800]  就倒在他的頭上
[00:11:44.800 --> 00:11:46.000]  那我們要知道
[00:11:46.000 --> 00:11:48.000]  這個是一個由上而下的
[00:11:48.000 --> 00:11:49.980]  膏油不是大衛本身的
[00:11:49.980 --> 00:11:52.720]  膏油是從上而上面來的
[00:11:52.720 --> 00:11:54.580]  看是誰膏抹他
[00:11:54.580 --> 00:11:57.280]  那為什麼要有一個戒指呢
[00:11:57.280 --> 00:11:59.080]  其實在聖經裡面
[00:11:59.080 --> 00:12:00.580]  這個油呢
[00:12:00.580 --> 00:12:02.380]  其實就是預表著
[00:12:02.380 --> 00:12:04.420]  新約裡面的那個膏油
[00:12:04.420 --> 00:12:08.700]  聖靈
[00:12:08.700 --> 00:12:10.100]  我們在看這幅畫的時候
[00:12:10.100 --> 00:12:11.660]  我們要想到
[00:12:11.660 --> 00:12:14.300]  這個油的來源呢
[00:12:14.300 --> 00:12:16.540]  是上面
[00:12:16.540 --> 00:12:18.340]  那在我們今日
[00:12:18.340 --> 00:12:20.980]  如果我們被膏抹的時候
[00:12:20.980 --> 00:12:23.780]  我們就可以感受到
[00:12:23.780 --> 00:12:26.020]  不僅只是一個儀式
[00:12:26.020 --> 00:12:27.180]  好像這樣子一個動作
[00:12:27.180 --> 00:12:28.240]  我們被膏的人
[00:12:28.240 --> 00:12:28.920]  我們可以感受到
[00:12:28.920 --> 00:12:31.380]  有個油從我們頭上流下來
[00:12:31.380 --> 00:12:32.880]  流到我們的身體
[00:12:32.880 --> 00:12:35.680]  然後你還可以聞到那個味道
[00:12:35.680 --> 00:12:38.620]  好像我們親手摸到
[00:12:38.620 --> 00:12:40.300]  親眼見到
[00:12:40.300 --> 00:12:44.000]  皮膚這個經歷到
[00:12:44.000 --> 00:12:46.360]  這是一個難忘的經歷
[00:12:46.360 --> 00:12:49.840]  是一個沒有辦法被抹滅的記憶
[00:12:49.840 --> 00:12:51.940]  是一個神檢選你
[00:12:51.940 --> 00:12:53.700]  是一個神分別你為聖的
[00:12:53.700 --> 00:12:57.280]  一個特別的日子
[00:12:57.280 --> 00:13:00.280]  我們常常說聖靈充滿
[00:13:00.280 --> 00:13:02.140]  我們說聖靈充滿
[00:13:02.140 --> 00:13:04.180]  那你聖靈充滿了沒有
[00:13:04.180 --> 00:13:05.080]  有人就說
[00:13:05.080 --> 00:13:06.080]  對我充滿了
[00:13:06.080 --> 00:13:07.520]  他就以為我充滿了
[00:13:07.520 --> 00:13:10.860]  就是滿了這個概念
[00:13:10.860 --> 00:13:13.200]  但是如果以膏油來講的話
[00:13:13.200 --> 00:13:16.160]  你膏油到底在這個瓶子裡面
[00:13:16.160 --> 00:13:18.500]  你現在是裝滿了沒有
[00:13:18.500 --> 00:13:19.640]  這個膏油
[00:13:19.640 --> 00:13:22.200]  你到底有多少膏油呢
[00:13:22.200 --> 00:13:23.240]  如果我問說
[00:13:23.240 --> 00:13:24.300]  你有沒有聖靈充滿
[00:13:24.300 --> 00:13:25.800]  當我說我聖靈充滿了
[00:13:25.800 --> 00:13:29.040]  我們就以為我已經滿了
[00:13:29.040 --> 00:13:30.180]  其實我們會發現
[00:13:30.180 --> 00:13:32.380]  真正在服事的時候
[00:13:32.380 --> 00:13:34.140]  膏油多和膏油少
[00:13:34.140 --> 00:13:36.620]  還是有差別
[00:13:36.620 --> 00:13:37.680]  我不曉得弟兄姊妹
[00:13:37.680 --> 00:13:38.320]  有沒有這樣的
[00:13:38.320 --> 00:13:40.820]  真實的這樣的感受和經歷
[00:13:40.820 --> 00:13:42.320]  組的同在多的時候
[00:13:42.320 --> 00:13:44.360]  神經其實發生了很多
[00:13:44.360 --> 00:13:46.120]  可是組的同在很少的時候
[00:13:46.120 --> 00:13:48.100]  我們眾人拼命禱告
[00:13:48.100 --> 00:13:50.900]  好像都沒有什麼
[00:13:50.900 --> 00:13:55.740]  這個好像沒有什麼果效發生
[00:13:55.740 --> 00:13:57.840]  可是當組的同在
[00:13:57.840 --> 00:13:59.240]  在我們當中的時候
[00:13:59.240 --> 00:14:01.540]  那個膏油好像就是很豐盛的膏油
[00:14:01.540 --> 00:14:03.580]  自然的就滿溢出來了
[00:14:03.580 --> 00:14:07.120]  人的心就自然的就可慕神
[00:14:07.120 --> 00:14:08.320]  同樣的一篇道
[00:14:08.320 --> 00:14:10.780]  在組的同在當中的時候
[00:14:10.780 --> 00:14:14.660]  弟兄姊妹的心就向主敞開
[00:14:14.660 --> 00:14:17.480]  但是如果弟兄姊妹
[00:14:17.480 --> 00:14:19.320]  聽了同樣一篇道
[00:14:19.320 --> 00:14:20.420]  是封閉的時候
[00:14:20.420 --> 00:14:21.720]  那個膏油是
[00:14:21.720 --> 00:14:24.500]  好像就是被拒絕在外面的
[00:14:24.500 --> 00:14:26.800]  所以當我們越明白說
[00:14:26.800 --> 00:14:28.940]  我們需要歡迎那個
[00:14:28.940 --> 00:14:30.540]  那個膏油來到我們當中
[00:14:30.540 --> 00:14:32.800]  我們需要歡迎聖靈來到我們當中
[00:14:32.800 --> 00:14:34.840]  我們要意識到每一場聚會
[00:14:34.840 --> 00:14:37.140]  神都與我們同在
[00:14:37.140 --> 00:14:38.580]  在舊約裡面
[00:14:38.580 --> 00:14:41.880]  這個膏油你不可以隨便拿來用
[00:14:41.880 --> 00:14:45.120]  這個在聖所裡面調的聖膏油
[00:14:45.120 --> 00:14:49.460]  是上帝說要世世代代歸神所使用的
[00:14:49.460 --> 00:14:51.460]  我們不可以自己拿來用
[00:14:51.460 --> 00:14:53.120]  然而在新約呢
[00:14:53.120 --> 00:14:54.700]  我們看見
[00:14:54.700 --> 00:14:55.460]  我去查了一下
[00:14:55.460 --> 00:14:58.800]  Annoying在新約裡面出現了二十次
[00:14:58.800 --> 00:15:00.900]  不是只有剛剛說的那個
[00:15:00.900 --> 00:15:03.140]  那個教訓
[00:15:03.140 --> 00:15:04.980]  那個只有三次而已
[00:15:04.980 --> 00:15:07.700]  在新約裡面的這個
[00:15:07.700 --> 00:15:09.100]  有三個字
[00:15:09.100 --> 00:15:11.540]  今天我們看到的在本文
[00:15:11.540 --> 00:15:13.680]  在主耶穌說
[00:15:13.680 --> 00:15:14.680]  主的靈在我身上
[00:15:14.680 --> 00:15:16.480]  因為祂用膏膏我
[00:15:16.480 --> 00:15:24.420]  就是這creo這個字
[00:15:24.420 --> 00:15:26.460]  那祂出現的經文在哪裡呢
[00:15:26.460 --> 00:15:30.100]  祂出現的經文就在於
[00:15:30.100 --> 00:15:32.560]  聖靈膏耶穌的時候
[00:15:32.560 --> 00:15:34.340]  的四節經文出現
[00:15:34.340 --> 00:15:35.740]  主的靈在我身上
[00:15:35.740 --> 00:15:37.540]  因為祂用膏膏我
[00:15:37.540 --> 00:15:40.740]  然後在始祖行傳裡面講到
[00:15:40.740 --> 00:15:44.980]  這個神以聖靈和能力膏耶穌
[00:15:44.980 --> 00:15:47.220]  然後呢在希伯來書裡面講到
[00:15:47.220 --> 00:15:49.580]  神又喜樂由膏你
[00:15:49.580 --> 00:15:50.780]  就是指的耶穌
[00:15:50.780 --> 00:15:52.260]  那外邦人和以色列人
[00:15:52.260 --> 00:15:55.560]  要攻打你所膏的聖僕耶穌
[00:15:55.560 --> 00:15:57.460]  所以這個膏這個字呢
[00:15:57.460 --> 00:15:58.760]  creo這個字
[00:15:58.760 --> 00:16:00.460]  是神的膏力
[00:16:00.460 --> 00:16:03.240]  神在用的膏力
[00:16:03.240 --> 00:16:10.800]  那這個字也用在聖靈在基督裡膏我們
[00:16:10.800 --> 00:16:12.040]  所以你會發現
[00:16:12.040 --> 00:16:13.440]  各位姐妹
[00:16:13.440 --> 00:16:16.040]  當主耶穌說主的靈在我身上
[00:16:16.040 --> 00:16:18.240]  因為祂用膏膏我
[00:16:18.240 --> 00:16:21.120]  這是一個很神聖的用法
[00:16:21.120 --> 00:16:26.960]  是用在新約的聖徒上面
[00:16:26.960 --> 00:16:28.660]  用在主基督的身上
[00:16:28.660 --> 00:16:32.060]  也用在我們今天新約聖徒的身上
[00:16:32.060 --> 00:16:34.460]  他就好像是舊約的那個膏油
[00:16:34.460 --> 00:16:42.500]  只能用在神祂的祭司或者君王的身上
[00:16:42.500 --> 00:16:45.840]  那在新約裡面有另外的其他的字
[00:16:45.840 --> 00:16:47.180]  這個字呢
[00:16:47.180 --> 00:16:49.240]  這個字我先讓你們看第三個字
[00:16:49.240 --> 00:16:50.880]  就是一般的用法
[00:16:50.880 --> 00:16:52.980]  不管是門徒出去服侍
[00:16:52.980 --> 00:16:55.820]  或者是說雅各書裡面說要找到這個
[00:16:55.820 --> 00:16:59.020]  長老出來要抹油服侍
[00:16:59.020 --> 00:17:01.260]  只要是一般的門徒
[00:17:01.260 --> 00:17:04.060]  一般的信徒或者是一般的人
[00:17:04.060 --> 00:17:06.460]  他們在使用的這個膏抹的時候
[00:17:06.460 --> 00:17:08.400]  就用這個字
