
[00:00:00.000 --> 00:00:03.500]  各位兄弟姐妹,我是讀歷史的
[00:02:19.040 --> 00:02:21.240]  英國的陸軍是全部沒了的了
[00:02:21.240 --> 00:02:23.000]  你只有一個島在那裡
[00:02:23.000 --> 00:02:25.000]  德軍橫過那個英倫海峽
[00:02:25.000 --> 00:02:27.000]  就可以完全佔領了英國
[00:02:27.000 --> 00:02:29.400]  整個國家都滅亡
[00:02:29.400 --> 00:02:32.200]  如果你是當時的領袖
[00:02:32.200 --> 00:02:34.560]  你是當時的英國人
[00:02:34.560 --> 00:02:37.040]  你又怎樣想呢?
[00:02:37.040 --> 00:02:38.400]  失敗?
[00:02:38.400 --> 00:02:40.000]  面臨失敗
[00:02:40.000 --> 00:02:42.680]  面臨危亡
[00:02:42.680 --> 00:02:44.560]  在最緊急的時候
[00:02:44.560 --> 00:02:47.680]  當時的英國國王叫做喬治八世
[00:02:47.680 --> 00:02:49.360]  如果大家看過那些電影
[00:02:49.360 --> 00:02:52.360]  King's Beach那個,口齒疾的
[00:02:52.360 --> 00:02:54.000]  脫牙的那個
[00:02:54.000 --> 00:02:56.200]  就是當時的國王了
[00:02:56.200 --> 00:03:02.120]  他宣佈在5月26日是全國的祈禱日
[00:03:02.120 --> 00:03:03.520]  他背於聖經
[00:03:03.520 --> 00:03:06.280]  歷代之下,則將14至15節
[00:03:06.280 --> 00:03:08.400]  稱為我名下的子民
[00:03:08.400 --> 00:03:10.520]  若是自卑、禱告
[00:03:10.520 --> 00:03:12.080]  尋求我的面
[00:03:12.080 --> 00:03:13.840]  轉離我的惡行
[00:03:13.840 --> 00:03:16.040]  我就必從天上垂聽
[00:03:16.040 --> 00:03:17.560]  赦免他們的罪
[00:03:17.560 --> 00:03:19.240]  醫治他們的地
[00:03:19.240 --> 00:03:20.640]  我必睜眼看
[00:03:20.640 --> 00:03:24.120]  則而聽在此處所獻的禱告
[00:03:24.120 --> 00:03:25.800]  在那一天
[00:03:25.800 --> 00:03:28.760]  英國國民湧上街
[00:03:28.760 --> 00:03:31.240]  走進教會祈禱
[00:03:31.240 --> 00:03:33.240]  剛才大家看那張照片
[00:03:33.240 --> 00:03:36.360]  那些人不是排隊等巴士
[00:03:36.360 --> 00:03:38.880]  不是去搭交通工具參觀展覽
[00:03:38.880 --> 00:03:42.480]  是排隊進入教會祈禱
[00:03:42.480 --> 00:03:45.880]  當所有人萬眾一心齊心合二
[00:03:45.880 --> 00:03:48.680]  依賴上帝向他祈禱
[00:03:48.680 --> 00:03:51.240]  就有三個神蹟奇事發生
[00:03:51.240 --> 00:03:53.560]  第一個神蹟奇事
[00:03:53.560 --> 00:03:54.880]  突然間
[00:03:54.880 --> 00:03:59.960]  希特勒命令所有包圍英軍的德軍
[00:03:59.960 --> 00:04:01.960]  全部停戰三日
[00:04:01.960 --> 00:04:04.400]  為什麼?因為坦克車去得太快
[00:04:04.400 --> 00:04:06.200]  步兵跟不上
[00:04:06.200 --> 00:04:08.400]  如果大家認識英國朋友
[00:04:08.400 --> 00:04:10.080]  那些德國人
[00:04:10.080 --> 00:04:13.280]  那些德國人計數很準、很精
[00:04:13.280 --> 00:04:15.600]  部署物資很周密
[00:04:15.600 --> 00:04:20.720]  但竟然這樣搞出一個鬧事
[00:04:20.720 --> 00:04:22.720]  其實都是一個神蹟奇事
[00:04:22.720 --> 00:04:24.720]  不過希特勒說不要緊
[00:04:24.720 --> 00:04:27.040]  停戰三日都不要緊
[00:04:27.040 --> 00:04:29.040]  因為我有空軍
[00:04:29.040 --> 00:04:31.040]  我可以炸到炸死你
[00:04:31.040 --> 00:04:35.080]  因為整班人在一個空蕩蕩的海灘
[00:04:35.080 --> 00:04:37.080]  但很奇怪 第二個神蹟
[00:04:37.080 --> 00:04:42.480]  就是當日在鄧寇克周圍的機場附近的地方
[00:04:42.480 --> 00:04:44.280]  刮起很大的風
[00:04:44.280 --> 00:04:49.000]  所以那三日只有少數的飛機起得飛
[00:04:49.000 --> 00:04:50.640]  其餘的全部都起不到飛
[00:04:50.640 --> 00:04:52.240]  這是第二個神蹟
[00:04:52.240 --> 00:04:53.440]  第三個神蹟
[00:04:53.440 --> 00:04:55.440]  如果大家去過英倫海峽
[00:04:55.440 --> 00:04:58.400]  就知道英倫海峽出名大風大浪
[00:04:58.400 --> 00:05:00.720]  船很難經過
[00:05:00.720 --> 00:05:02.320]  但很奇怪
[00:05:02.320 --> 00:05:10.640]  那三日就出現英倫海峽二十年來難得一遇的風平浪靜
[00:05:10.640 --> 00:05:13.360]  海面水平如鏡
[00:05:13.360 --> 00:05:17.000]  所以當時英國所有超過十呎長的船
[00:05:17.000 --> 00:05:19.800]  全部出動去到那個地方
[00:05:19.800 --> 00:05:22.240]  橫過英倫海峽載那班人回來
[00:05:22.240 --> 00:05:25.640]  很成功地將三十三萬八千人
[00:05:25.640 --> 00:05:30.400]  完全的安全載回英國
[00:05:30.400 --> 00:05:31.960]  兩年之後
[00:05:31.960 --> 00:05:33.480]  1942年
[00:05:33.480 --> 00:05:37.440]  英軍在北非大敗德軍
[00:05:37.440 --> 00:05:40.240]  反敗為勝
[00:05:40.240 --> 00:05:42.800]  這個故事說什麼呢
[00:05:42.800 --> 00:05:46.200]  一班人同心合意
[00:05:46.200 --> 00:05:48.120]  齊心協力
[00:05:48.120 --> 00:05:50.280]  不要怕困難
[00:05:50.280 --> 00:05:52.440]  不要怕挑戰
[00:05:52.440 --> 00:05:55.640]  依賴上帝討告
[00:05:55.640 --> 00:05:57.960]  神會有神蹟奇事一舉
[00:05:57.960 --> 00:05:59.480]  他們當中發生
[00:05:59.480 --> 00:06:01.360]  他們可以反敗為勝
[00:06:01.360 --> 00:06:04.480]  事實上如果你看回當時的報紙
[00:06:04.480 --> 00:06:06.200]  報紙的報道是什麼呢
[00:06:06.200 --> 00:06:09.520]  它說就算你不是很敏銳
[00:06:09.520 --> 00:06:13.560]  你都察覺到神大能的手在工作
[00:06:13.560 --> 00:06:16.080]  反敗為勝
[00:06:16.080 --> 00:06:19.080]  《史徒行傳》也有反敗為勝
[00:06:19.080 --> 00:06:21.680]  今天我們的光景是什麼
[00:06:21.680 --> 00:06:24.160]  可能是生命的光景是什麼
[00:06:24.160 --> 00:06:27.560]  你有沒有期望一個反敗為勝
[00:06:27.560 --> 00:06:31.520]  一個完全扭轉局面的情況
[00:06:31.520 --> 00:06:32.880]  《史徒行傳》也一樣
[00:06:32.880 --> 00:06:36.840]  《史徒行傳》一共有28章的聖經
[00:06:36.840 --> 00:06:40.400]  由第1章至第20章的聖經
[00:06:40.400 --> 00:06:43.200]  說了28年的事
[00:06:43.200 --> 00:06:44.520]  但很奇怪
[00:06:44.520 --> 00:06:47.120]  它說了25年的事
[00:06:47.120 --> 00:06:50.880]  但當中由21章到28章8章的聖經
[00:06:50.880 --> 00:06:53.240]  只說了兩年半的事
[00:06:53.240 --> 00:06:55.760]  這兩年半也挺激烈的
[00:06:55.760 --> 00:06:57.800]  為什麼呢?因為這兩年半是說
[00:06:57.800 --> 00:07:01.120]  保羅從耶路撒冷到羅馬
[00:07:01.120 --> 00:07:03.840]  在這兩年半這8章的聖經裡
[00:07:03.840 --> 00:07:06.840]  保羅所面對的是困難重重
[00:07:06.840 --> 00:07:15.160]  一段很難、很艱苦、很苦、很慘的情況
[00:07:15.160 --> 00:07:19.520]  就好像人生裡有很多不斷的失敗
[00:07:19.520 --> 00:07:23.800]  保羅在耶路撒冷被猶太人圍著
[00:07:23.800 --> 00:07:25.840]  群情洶湧想要他的命
[00:07:25.840 --> 00:07:30.400]  然後被羅馬帝國的官府收監
[00:07:30.400 --> 00:07:32.120]  一關就關了兩年
[00:07:32.120 --> 00:07:35.000]  然後就被押去羅馬
[00:07:35.000 --> 00:07:38.200]  但中間坐船又遇到風落船又沉埋
[00:07:38.200 --> 00:07:40.800]  很苦、很慘
[00:07:40.800 --> 00:07:43.880]  今天你是不是這樣?
[00:07:43.880 --> 00:07:46.880]  但我們仔細再看這8章聖經
[00:07:46.880 --> 00:07:48.400]  仔細看的時候
[00:07:48.400 --> 00:07:51.800]  保羅在人的眼裡好像很慘
[00:07:51.800 --> 00:07:55.440]  但他卻有一個得勝的人生
[00:07:55.440 --> 00:07:56.840]  你看看這些細節
[00:07:56.840 --> 00:07:58.160]  為什麼我這樣說呢?
[00:07:58.160 --> 00:08:00.160]  保羅即使在坐牢
[00:08:00.160 --> 00:08:01.480]  被人關著
[00:08:01.480 --> 00:08:02.600]  但很奇怪
[00:08:02.600 --> 00:08:04.160]  因緣際遇
[00:08:04.160 --> 00:08:07.160]  很多人都來聽他講道
[00:08:07.160 --> 00:08:10.960]  達官貴人、國王、高官
[00:08:10.960 --> 00:08:12.760]  坐著聽他講道
[00:08:12.760 --> 00:08:14.800]  就好像被冤枉被抓去坐牢
[00:08:14.800 --> 00:08:18.640]  誰知道所有的官概名人、國家元首
[00:08:18.640 --> 00:08:20.440]  都來聽你講道一樣
[00:08:20.440 --> 00:08:21.480]  第二
[00:08:21.480 --> 00:08:23.320]  保羅的環境這麼惡劣
[00:08:23.320 --> 00:08:27.680]  但不知為什麼他身邊有很多人接受耶穌
[00:08:27.680 --> 00:08:28.560]  很奇怪
[00:08:28.560 --> 00:08:29.760]  第三
[00:08:29.760 --> 00:08:32.200]  猶太人千方百計想要他的命
[00:08:32.200 --> 00:08:34.800]  說他是叛徒、奸鬼
[00:08:34.800 --> 00:08:36.640]  但很奇怪
[00:08:36.640 --> 00:08:38.160]  羅馬的官員
[00:08:38.160 --> 00:08:42.080]  不知為什麼種種原因都派兵來保護他
[00:08:42.080 --> 00:08:43.720]  本來很多人想殺他
[00:08:43.720 --> 00:08:45.280]  很多機會殺他
[00:08:45.280 --> 00:08:46.880]  但出人意表
[00:08:46.880 --> 00:08:48.160]  無論如何
[00:08:48.160 --> 00:08:52.720]  那些被認為壞人竟然可以保護他
[00:08:52.720 --> 00:08:54.880]  反敗為勝
[00:08:54.880 --> 00:08:56.680]  各位等姐妹
[00:08:56.680 --> 00:08:59.800]  今日你人生的光景是不是真的這樣
[00:08:59.800 --> 00:09:01.680]  可能在工作上都有很多難處
[00:09:01.680 --> 00:09:07.040]  香港的職業、工作、處境
[00:09:07.040 --> 00:09:09.160]  很多挑戰、很多困難
[00:09:09.160 --> 00:09:11.480]  可能你覺得看不到盡頭
[00:09:11.480 --> 00:09:14.200]  或者今天你可能有些好朋友
[00:09:14.200 --> 00:09:19.080]  有很多死黨一起成長
[00:09:19.080 --> 00:09:21.760]  講說話給你聽
[00:09:21.760 --> 00:09:25.920]  下來很難聽、很困難
[00:09:25.920 --> 00:09:28.600]  你很傷心、很難過
[00:09:28.600 --> 00:09:30.320]  或者可能你今日收到的資訊
[00:09:30.320 --> 00:09:32.120]  所有都是負面的
[00:09:32.120 --> 00:09:35.320]  令你覺得很絕望
[00:09:35.320 --> 00:09:37.200]  我想告訴大家
[00:09:37.200 --> 00:09:41.160]  這個世界有一種黑暗勢力
[00:09:41.160 --> 00:09:44.040]  這種黑暗勢力是
[00:09:44.040 --> 00:09:48.760]  很想見到你不斷在失敗的光景
[00:09:48.760 --> 00:09:51.760]  失敗、又失敗、繼續失敗
[00:09:51.760 --> 00:09:55.120]  令到你自己都看不起自己
[00:09:55.120 --> 00:09:58.000]  令到你覺得自己都比不上別人
[00:09:58.000 --> 00:09:59.520]  覺得你自己
[00:09:59.520 --> 00:10:01.000]  沒有人會說你是失敗者
[00:10:01.000 --> 00:10:03.880]  除非你自己說你自己是失敗者
[00:10:03.880 --> 00:10:07.320]  這種黑暗勢力就是想你這樣
[00:10:07.320 --> 00:10:08.000]  各位等姐妹
[00:10:08.000 --> 00:10:09.440]  我今日很想告訴大家
[00:10:09.440 --> 00:10:11.520]  我們的上帝
[00:10:11.520 --> 00:10:12.840]  我們的神
[00:10:12.840 --> 00:10:14.680]  絕對不是這樣看
[00:10:14.680 --> 00:10:15.640]  我們的神是怎樣看
[00:10:15.640 --> 00:10:20.920]  我們一起看羅馬書八章三十七節
[00:10:20.920 --> 00:10:22.240]  如果看到我們一起讀
[00:10:22.240 --> 00:10:24.600]  羅馬書八章三十七節
[00:10:24.600 --> 00:10:27.320]  然而靠著愛我們的主
[00:10:27.320 --> 00:10:29.320]  在這一切的事上
[00:10:29.320 --> 00:10:32.400]  已經得勝有餘
[00:10:32.400 --> 00:10:34.280]  等姐妹你記住
[00:10:34.280 --> 00:10:36.400]  上帝對你的心意
[00:10:36.400 --> 00:10:39.160]  是想你勝過今天的一切
[00:10:39.160 --> 00:10:41.480]  勝過你人生一切的困難
[00:10:41.480 --> 00:10:44.000]  勝過人生一切的難處
[00:10:44.000 --> 00:10:47.040]  這些難處是難不倒你
[00:10:47.040 --> 00:10:50.360]  只有你自己讓自己失敗
[00:10:50.360 --> 00:10:52.600]  但我們的神祂是要撐你
[00:10:52.600 --> 00:10:54.000]  要你起來
[00:10:54.000 --> 00:10:56.040]  要你永遠走下去
[00:10:56.040 --> 00:10:58.440]  就像保羅一樣
[00:10:58.440 --> 00:11:00.560]  絕對困難
[00:11:00.560 --> 00:11:02.840]  絕對艱險
[00:11:02.840 --> 00:11:06.080]  但保羅的心裡有上帝給他的能力
[00:11:06.080 --> 00:11:07.440]  可以面對一切
[00:11:07.440 --> 00:11:08.920]  所以今天
[00:11:08.920 --> 00:11:11.280]  聖靈也要跟你自己說
[00:11:11.280 --> 00:11:13.240]  你不是一個失敗者
[00:11:13.240 --> 00:11:14.160]  你要靠著神
[00:11:14.160 --> 00:11:16.080]  要勝過這一切的難處
[00:11:16.080 --> 00:11:18.000]  究竟保羅靠著什麼呢?
[00:11:18.000 --> 00:11:20.920]  有什麼他反敗為勝的秘訣呢?
[00:11:20.920 --> 00:11:22.680]  今天我想跟大家說
[00:11:22.680 --> 00:11:23.760]  保羅這四個秘訣
[00:11:23.760 --> 00:11:25.040]  第一個
[00:11:25.040 --> 00:11:27.160]  他堅定
[00:11:27.160 --> 00:11:29.720]  認定他的使命
[00:11:29.720 --> 00:11:32.280]  《司徒行傳》第20章
[00:11:32.280 --> 00:11:35.600]  保羅很清楚知道聖靈催促他
[00:11:35.600 --> 00:11:37.000]  回到耶路撒冷
[00:11:37.000 --> 00:11:39.080]  宣教旅程差不多完結
[00:11:39.080 --> 00:11:40.520]  但聖靈很清楚告訴他
[00:11:40.520 --> 00:11:42.000]  你要回到耶路撒冷
[00:11:42.000 --> 00:11:45.600]  但奇怪的是他身邊所有的人
[00:11:45.600 --> 00:11:47.400]  都叫他不要去
[00:11:47.400 --> 00:11:48.840]  更加奇怪的是
[00:11:48.840 --> 00:11:50.920]  保羅是被聖靈感動
[00:11:50.920 --> 00:11:52.360]  叫他回到耶路撒冷
[00:11:52.360 --> 00:11:54.560]  但他身邊的人同樣被聖靈感動
[00:11:54.560 --> 00:11:55.600]  叫他不要回去
[00:11:55.600 --> 00:11:57.280]  說他有危險叫他不要回去
[00:11:57.280 --> 00:12:00.360]  我們看看《司徒行傳》
[00:12:00.360 --> 00:12:01.960]  21章4節
[00:12:01.960 --> 00:12:04.040]  他身邊的人跟他同行
[00:12:04.040 --> 00:12:05.560]  愛他的人怎麼說呢?
[00:12:05.560 --> 00:12:07.600]  《司徒行傳》21章4節怎麼說呢?
[00:12:07.600 --> 00:12:09.800]  「保羅找著了門徒
[00:12:09.800 --> 00:12:12.240]  就在那裡住了七天
[00:12:12.240 --> 00:12:14.440]  他們被聖靈感動
[00:12:14.440 --> 00:12:15.800]  對保羅說
[00:12:15.800 --> 00:12:18.440]  不要上耶路撒冷去」
[00:12:18.440 --> 00:12:22.280]  不僅保羅身邊的朋友這樣跟他說
[00:12:22.280 --> 00:12:23.240]  勸他
[00:12:23.240 --> 00:12:25.400]  連先知也這樣說
[00:12:25.400 --> 00:12:26.840]  先知是被聖靈感動
[00:12:26.840 --> 00:12:30.280]  有那種說先知完結的恩賜
[00:12:30.280 --> 00:12:31.400]  也可以這樣說
[00:12:31.400 --> 00:12:35.560]  我們繼續看《司徒行傳》21章10至12節
[00:12:35.560 --> 00:12:38.080]  「我們在那裡多住了幾天
[00:12:38.080 --> 00:12:41.560]  有一個先知名叫阿加布
[00:12:41.560 --> 00:12:43.560]  從猶太下來
[00:12:43.560 --> 00:12:45.240]  到了我們這裡
[00:12:45.240 --> 00:12:48.880]  就拿保羅的腰帶捆著自己的手腳說
[00:12:48.880 --> 00:12:52.320]  聖靈說猶太人在耶路撒冷
[00:12:52.320 --> 00:12:55.680]  要如此捆綁著腰帶的主人
[00:12:55.680 --> 00:12:58.080]  把他交在外邦人手裡
[00:12:58.080 --> 00:13:02.160]  我們和那本地的人聽見這話
[00:13:02.160 --> 00:13:05.960]  都苦勸保羅不要上耶路撒冷去」
[00:13:05.960 --> 00:13:08.080]  這裡出現一個問題
[00:13:08.080 --> 00:13:10.120]  保羅會不會太固執呢?
[00:13:10.120 --> 00:13:12.560]  他身邊所有人都勸他
[00:13:12.560 --> 00:13:14.200]  不要去耶路撒冷
[00:13:14.200 --> 00:13:17.200]  連先知都勸他不要去耶路撒冷
[00:13:17.200 --> 00:13:19.920]  在《聖經》中中人以為這麼美的事
[00:13:19.920 --> 00:13:21.720]  你都留心去做
[00:13:21.720 --> 00:13:25.400]  為什麼保羅不聽呢?
[00:13:25.400 --> 00:13:27.840]  今天
[00:13:27.840 --> 00:13:32.600]  有沒有聲音在你身邊說一些話?
[00:13:32.600 --> 00:13:34.960]  可能不是叫你不去
[00:13:34.960 --> 00:13:36.680]  不是叫你不走
[00:13:36.680 --> 00:13:38.360]  是叫你走
[00:13:38.360 --> 00:13:39.960]  今天你是不是在聽這些聲音?
[00:13:39.960 --> 00:13:44.840]  今天有什麼聲音在跟你說話?
[00:13:44.840 --> 00:13:46.840]  我們要留意
[00:13:46.840 --> 00:13:49.400]  保羅很清楚他的使命
[00:13:49.400 --> 00:13:51.800]  為什麼他不聽那些人說話呢?
[00:13:51.800 --> 00:13:55.720]  原來你要清楚神要你做什麼
[00:13:55.720 --> 00:13:57.840]  不是人要你做什麼
[00:13:57.840 --> 00:14:00.000]  保羅很清楚他的使命是什麼
[00:14:00.000 --> 00:14:03.680]  我們看看《少行傳》二十二章二十一節
[00:14:03.680 --> 00:14:05.040]  《少行傳》二十二章二十一節
[00:14:05.040 --> 00:14:06.680]  他說「主向我說
[00:14:06.680 --> 00:14:07.400]  你去吧
[00:14:07.400 --> 00:14:12.160]  我要差你遠地往外邦人那裡去」
[00:14:12.160 --> 00:14:13.960]  那裡是做什麼?傳福音
[00:14:13.960 --> 00:14:17.400]  弟子們,保羅很清楚他的使命是什麼
[00:14:17.400 --> 00:14:20.040]  他要將福音傳給外邦人
[00:14:20.040 --> 00:14:22.320]  你看看整本聖經
[00:14:22.320 --> 00:14:24.120]  福音不只是給猶太人
[00:14:24.120 --> 00:14:24.920]  是給所有人
[00:14:24.920 --> 00:14:27.360]  以蔡霞說得很清楚
[00:14:27.360 --> 00:14:30.360]  神的名字要在外邦被尊崇
[00:14:30.360 --> 00:14:33.120]  所以福音是傳給所有人
[00:14:33.120 --> 00:14:35.400]  不只是猶太人
[00:14:35.400 --> 00:14:36.240]  而是外邦人
[00:14:36.240 --> 00:14:39.040]  保羅很清楚這個感動
[00:14:39.040 --> 00:14:42.680]  弟子們,你心裡有什麼感動?
[00:14:42.680 --> 00:14:45.200]  你在這個群體、你這個地方
[00:14:45.200 --> 00:14:47.560]  你這個時間、空間
[00:14:47.560 --> 00:14:48.840]  你的感動是什麼?
[00:14:48.840 --> 00:14:51.040]  沒有人比你更清楚
[00:14:51.040 --> 00:14:54.320]  聖靈擺了一個感動
[00:14:54.320 --> 00:14:56.600]  屬於什麼群體
[00:14:56.600 --> 00:14:58.480]  屬於什麼地方
[00:14:58.480 --> 00:15:01.080]  今天祂推動你做什麼
[00:15:01.080 --> 00:15:03.880]  沒有人比你更清楚
[00:15:03.880 --> 00:15:07.360]  這個印證不只是神跟保羅說
[00:15:07.360 --> 00:15:09.920]  神跟祂身邊愛祂的人
[00:15:09.920 --> 00:15:10.800]  都一樣這樣說
[00:15:10.800 --> 00:15:14.240]  我們看《少林傳》九章十五至十六節
[00:15:14.240 --> 00:15:15.760]  說得很清楚
[00:15:15.760 --> 00:15:17.880]  主對阿拿尼亞說
[00:15:17.880 --> 00:15:20.880]  保羅是我所揀選的器皿
[00:15:20.880 --> 00:15:23.520]  要在外邦人和君王
[00:15:23.520 --> 00:15:26.720]  並以色列人面前宣揚我的名
[00:15:26.720 --> 00:15:28.480]  我也要指示他
[00:15:28.480 --> 00:15:31.880]  為我的名必須受許多苦難
[00:15:31.880 --> 00:15:33.120]  外邦人就是猶太人
[00:15:33.120 --> 00:15:34.960]  這裡已經很清楚
[00:15:34.960 --> 00:15:37.320]  保羅所擁抱的聖靈
[00:15:37.320 --> 00:15:38.880]  擺在他的心裡面
[00:15:38.880 --> 00:15:41.760]  他的心意和使命
[00:15:41.760 --> 00:15:44.560]  印證得很清楚他要做什麼
[00:15:44.560 --> 00:15:46.520]  他將來要做什麼
[00:15:46.520 --> 00:15:47.080]  各位等姐妹
[00:15:47.080 --> 00:15:51.360]  今天神擺在你心裡面的肯定
[00:15:51.360 --> 00:15:53.040]  那個感動
[00:15:53.040 --> 00:15:54.680]  你是屬於什麼的
[00:15:54.680 --> 00:15:57.160]  你是要在哪裡的
[00:15:57.160 --> 00:15:59.360]  這個沒有人比你更清楚
[00:15:59.360 --> 00:16:00.160]  這是第一個
[00:16:00.160 --> 00:16:02.840]  認定神給你的使命
[00:16:02.840 --> 00:16:06.200]  這裡也有一個很奇怪的問題
[00:16:06.200 --> 00:16:10.880]  神通過聖靈告訴保羅這個使命
[00:16:10.880 --> 00:16:12.840]  但又通過先知告訴他
[00:16:12.840 --> 00:16:15.480]  你要去耶路撒冷帶
[00:16:15.480 --> 00:16:17.280]  通過先知告訴你不要去
[00:16:17.280 --> 00:16:18.800]  那神是不是自相矛盾呢
[00:16:18.800 --> 00:16:20.400]  這裡很奇怪
[00:16:20.400 --> 00:16:23.360]  等姐妹我們要清楚一件事
[00:16:23.360 --> 00:16:25.440]  就是教會裡面有先知預言
[00:16:25.440 --> 00:16:27.160]  這種超自然的恩賜
[00:16:27.160 --> 00:16:29.400]  但先知的責任是什麼呢
[00:16:29.400 --> 00:16:31.640]  先知的責任不是幫你做決定
[00:16:31.640 --> 00:16:33.080]  先知的責任就是
[00:16:33.080 --> 00:16:34.840]  他有這個恩賜
[00:16:34.840 --> 00:16:38.120]  聖靈讓他知道將來所發生的事
[00:16:38.120 --> 00:16:40.320]  神要這樣發生的事
[00:16:40.320 --> 00:16:42.200]  他就告訴你
[00:16:42.200 --> 00:16:43.120]  目的是什麼
[00:16:43.120 --> 00:16:44.840]  讓你知道神的真實
[00:16:44.840 --> 00:16:48.240]  但他不是幫你做決定的
[00:16:48.240 --> 00:16:51.560]  這個決定是必須你自己做的
[00:16:51.560 --> 00:16:54.200]  沒有人可以告訴你自己要做什麼
[00:16:54.200 --> 00:16:56.760]  只有你很清楚神的心意
[00:16:56.760 --> 00:16:58.760]  你有信服神的心意去做
[00:16:58.760 --> 00:17:00.640]  你才作出這個決定
[00:17:00.640 --> 00:17:03.400]  我自己也有一個經歷
[00:17:03.400 --> 00:17:06.360]  在我還沒在教會全職侍奉的時候
[00:17:06.360 --> 00:17:09.840]  我曾經在公司發生一個很大的事
[00:17:09.840 --> 00:17:11.200]  很大的困難
[00:17:11.200 --> 00:17:13.760]  很不開心
[00:17:13.760 --> 00:17:15.920]  當時教會不是很多人知道
[00:17:15.920 --> 00:17:18.880]  除非很熟悉我的弟兄姐妹
[00:17:18.880 --> 00:17:20.440]  但我記得有一次星期三晚
[00:17:20.440 --> 00:17:22.320]  祈禱會都結束了
[00:17:22.320 --> 00:17:24.720]  我差不多要走的時候
[00:17:24.720 --> 00:17:26.440]  有一位姐妹
[00:17:26.440 --> 00:17:28.360]  其實是故意離開了祈禱會
[00:17:28.360 --> 00:17:30.160]  故意走回來
[00:17:30.160 --> 00:17:35.520]  她告訴我其實她已經離開了祈禱會
[00:17:35.520 --> 00:17:38.040]  正在走去銅鑼灣
[00:17:38.040 --> 00:17:39.720]  她說那一刻
[00:17:39.720 --> 00:17:41.560]  聖靈感動我
[00:17:41.560 --> 00:17:43.360]  我清楚
[00:17:43.360 --> 00:17:45.440]  神要我跟你說話
