
[00:00:00.000 --> 00:00:05.760]  在這兩個月我們的心情都是顛簸的
[00:04:01.640 --> 00:04:03.280]  我們一書嗚氣
[00:04:03.280 --> 00:04:05.840]  於是我們當然發炮
[00:04:05.840 --> 00:04:07.880]  但是一個具有明智的人
[00:04:07.880 --> 00:04:12.800]  他就說,我都不會一時貪我心頭的滿足
[00:04:12.800 --> 00:04:16.680]  我未必一定是破口大罵的
[00:04:16.680 --> 00:04:19.120]  一個人在開車的時候很着急
[00:04:19.120 --> 00:04:20.560]  可能要開車的時候
[00:04:20.560 --> 00:04:23.560]  拿着手機要發短信
[00:04:23.560 --> 00:04:26.880]  但是不小心的話就會帶來車
[00:04:26.880 --> 00:04:29.600]  明智的人就會停一停,想一想
[00:04:29.600 --> 00:04:30.960]  究竟我這樣做
[00:04:30.960 --> 00:04:33.960]  是不是真的帶來生命的美善
[00:04:33.960 --> 00:04:37.200]  所以明智的意思就是說
[00:04:37.200 --> 00:04:40.360]  我們要想一想,我們要怎麼做
[00:04:40.360 --> 00:04:43.560]  以至能夠建立一個更加美善的我
[00:04:43.560 --> 00:04:45.720]  更美善的羣體
[00:04:45.720 --> 00:04:48.000]  更美善的世界
[00:04:48.000 --> 00:04:49.880]  根據阿里士多德
[00:04:49.880 --> 00:04:53.400]  他認爲明智是最重要的
[00:04:53.400 --> 00:04:55.120]  所以他一句話就說
[00:04:55.120 --> 00:04:59.920]  四書德,四個重要的德性的首領
[00:04:59.920 --> 00:05:03.080]  意思就是說所有的品德都是重要的
[00:05:03.080 --> 00:05:05.040]  不過要看頭的
[00:05:05.040 --> 00:05:07.240]  要看這個頭就是明智
[00:05:07.240 --> 00:05:08.600]  因爲如果沒有明智
[00:05:08.600 --> 00:05:11.320]  你決定了什麼出來
[00:05:11.320 --> 00:05:12.520]  因爲沒有明智
[00:05:12.520 --> 00:05:15.280]  你怎麼知道什麼叫勇氣
[00:05:15.280 --> 00:05:16.560]  因爲沒有明智
[00:05:16.560 --> 00:05:20.040]  你怎麼知道你決定的東西是正義
[00:05:20.040 --> 00:05:21.600]  如果沒有明智
[00:05:21.600 --> 00:05:24.400]  你怎麼控制你的情慾,你的脾氣
[00:05:24.400 --> 00:05:25.560]  你的渴求
[00:05:25.560 --> 00:05:29.800]  以至保存你生命的那種正義
[00:05:29.800 --> 00:05:32.000]  早期的哲學家就說
[00:05:32.000 --> 00:05:35.360]  這個阿里士多德的德性倫理
[00:05:35.360 --> 00:05:37.320]  品德倫理是好東西
[00:05:37.320 --> 00:05:41.880]  是希臘哲學所獨家擁有的
[00:05:41.880 --> 00:05:43.880]  事實就是
[00:05:43.880 --> 00:05:47.960]  在西方哲學講品德之前
[00:05:47.960 --> 00:05:51.760]  聖經已經講到品德的重要性
[00:05:51.760 --> 00:05:54.360]  例如聖經當中的針言
[00:05:54.360 --> 00:05:56.600]  就常常講到品德
[00:05:56.600 --> 00:06:01.560]  我們聽一聽聖經針言是怎麼講品德的呢
[00:06:01.560 --> 00:06:04.560]  有一些針言是會罵人的
[00:06:04.560 --> 00:06:07.000]  你看他怎麼罵
[00:06:07.000 --> 00:06:09.040]  他說懶惰的人在牀上
[00:06:09.040 --> 00:06:11.880]  好像門的軸芯在上面
[00:06:11.880 --> 00:06:13.600]  轉動一樣
[00:06:13.600 --> 00:06:14.640]  想一想
[00:06:14.640 --> 00:06:15.520]  究竟在講什麼呢
[00:06:15.520 --> 00:06:21.400]  懶惰的人在門的軸芯上轉動一下
[00:06:21.400 --> 00:06:23.080]  要想一想
[00:06:23.080 --> 00:06:26.640]  另外針言有些威嚇的說話
[00:06:26.640 --> 00:06:28.120]  他說嘲笑父親的
[00:06:28.120 --> 00:06:30.920]  藐視而不聽從母親的
[00:06:30.920 --> 00:06:34.480]  谷中的烏鴉都會啄他的眼睛
[00:06:34.480 --> 00:06:37.800]  小鷹亦要喫他
[00:06:37.800 --> 00:06:40.280]  又要想一想
[00:06:40.280 --> 00:06:43.240]  有些針言是搞笑的
[00:06:43.240 --> 00:06:48.520]  他說清晨起來大聲給朋友祝福的
[00:06:48.520 --> 00:06:52.240]  就算叫做詛咒他
[00:06:52.240 --> 00:06:53.640]  這個就是針言的特點
[00:06:53.640 --> 00:06:54.560]  讓你們停一停
[00:06:54.560 --> 00:06:56.920]  想一想爲什麼要這樣講呢
[00:06:56.920 --> 00:06:58.200]  在針言當中
[00:06:58.200 --> 00:07:01.720]  其實很多時候是講到追尋智慧
[00:07:01.720 --> 00:07:06.640]  針言就說你在每一天要追尋智慧
[00:07:06.640 --> 00:07:08.880]  今天的經文就是講到這方面
[00:07:08.880 --> 00:07:10.240]  剛纔大家讀過了
[00:07:10.240 --> 00:07:13.680]  得智慧得聰明者人有福了
[00:07:13.680 --> 00:07:18.120]  因爲智慧的獲利勝過銀子
[00:07:18.120 --> 00:07:22.320]  所得的盈餘強於金子
[00:07:22.320 --> 00:07:24.120]  這幅圖畫是很吸引的
[00:07:24.120 --> 00:07:27.720]  意思就是智慧是很寶貴的
[00:07:27.720 --> 00:07:30.960]  你們要去尋找它
[00:07:30.960 --> 00:07:33.240]  這幅圖畫的背後
[00:07:33.240 --> 00:07:36.240]  就是一幅爸爸媽媽的圖畫
[00:07:36.240 --> 00:07:40.880]  爸爸媽媽在客廳的飯桌
[00:07:40.880 --> 00:07:43.120]  等到子女一起喫飯的時候
[00:07:43.120 --> 00:07:45.520]  現在子女已經長大成人了
[00:07:45.520 --> 00:07:48.000]  但仍然都會問他
[00:07:48.000 --> 00:07:50.160]  你準備好了沒有
[00:07:50.160 --> 00:07:53.720]  你需要在生命當中有好的判斷
[00:07:53.720 --> 00:07:55.400]  你需要有智慧
[00:07:55.400 --> 00:07:56.960]  你需要有明智
[00:07:56.960 --> 00:08:00.240]  以至能夠蒙福
[00:08:00.240 --> 00:08:04.680]  親愛的孩子要有智慧
[00:08:04.680 --> 00:08:08.800]  針研當中說到爸爸媽媽一個背景的話
[00:08:08.800 --> 00:08:13.480]  其實我們做爸爸媽媽的是很明白的
[00:08:13.480 --> 00:08:18.320]  因爲我們知道青少年進入一個成長的階段
[00:08:18.320 --> 00:08:19.880]  成熟的階段
[00:08:19.880 --> 00:08:22.640]  也要面對危險
[00:08:22.640 --> 00:08:27.080]  因爲青少年越來越面對更多的責任
[00:08:27.080 --> 00:08:31.520]  青少年甚至是要參與政治
[00:08:31.520 --> 00:08:34.600]  他們要和很多陌生人去互動
[00:08:34.600 --> 00:08:39.200]  進入一個不熟悉危險的地方
[00:08:39.200 --> 00:08:42.880]  所以爸爸媽媽是會說出有關的危險
[00:08:42.880 --> 00:08:44.280]  從我們小的時候
[00:08:44.280 --> 00:08:46.840]  很小的時候爸爸媽媽就會和我們說
[00:08:46.840 --> 00:08:49.800]  你們千萬不要喫陌生人的糖
[00:08:49.800 --> 00:08:52.120]  你們不要隨便聽陌生人的話
[00:08:52.120 --> 00:08:53.560]  你們快點小心過馬路
[00:08:53.560 --> 00:08:55.480]  那時候看清楚那些紅綠燈
[00:08:55.480 --> 00:08:57.600]  小心過馬路
[00:08:57.600 --> 00:09:01.000]  長大的時候當我們已經可以獨立
[00:09:01.000 --> 00:09:04.200]  爸爸媽媽說小心駕車
[00:09:04.200 --> 00:09:07.200]  小心男女的關係
[00:09:07.200 --> 00:09:10.280]  小心喝酒的問題
[00:09:10.280 --> 00:09:13.040]  小心毒品
[00:09:13.040 --> 00:09:18.080]  我們知道這是我們做爸爸媽媽的擔憂
[00:09:18.080 --> 00:09:20.680]  但另一方面我們又知道
[00:09:20.680 --> 00:09:28.400]  智慧的獲得是從生命的困難去獲得的
[00:09:28.400 --> 00:09:31.200]  是要經驗而得的智慧
[00:09:31.200 --> 00:09:34.480]  所以我們只好讓我們的子女
[00:09:34.480 --> 00:09:36.520]  去面對這個世界的困難
[00:09:36.520 --> 00:09:38.880]  我們不能夠全部幫他
[00:09:38.880 --> 00:09:41.000]  所以我們很多時候問
[00:09:41.000 --> 00:09:43.840]  智慧真的從經驗來
[00:09:43.840 --> 00:09:48.640]  但我們又問智慧從哪裏來
[00:09:48.640 --> 00:09:51.480]  真的從經驗而來
[00:09:51.480 --> 00:09:55.200]  有一套影片叫時光大道
[00:09:55.200 --> 00:09:57.600]  當中的主角叫Kevin
[00:09:57.600 --> 00:09:59.960]  Kevin是十一歲
[00:09:59.960 --> 00:10:02.640]  他看着周圍的成人
[00:10:02.640 --> 00:10:05.840]  他覺得這些成人是很自我中心的
[00:10:05.840 --> 00:10:07.680]  很自信的那些人
[00:10:07.680 --> 00:10:09.680]  很自我牽扯的
[00:10:09.680 --> 00:10:12.560]  經常都說自己很對
[00:10:12.560 --> 00:10:13.640]  在這裏的結束
[00:10:13.640 --> 00:10:17.480]  年輕的Kevin表現出他的明智
[00:10:17.480 --> 00:10:19.360]  他警告爸爸媽媽說
[00:10:19.360 --> 00:10:21.760]  那塊石頭你不要碰
[00:10:21.760 --> 00:10:23.000]  你不要碰那塊石頭
[00:10:23.000 --> 00:10:23.960]  不行的
[00:10:23.960 --> 00:10:26.320]  是危害生命的
[00:10:26.320 --> 00:10:29.960]  所以Kevin大聲說不要碰
[00:10:29.960 --> 00:10:31.560]  是邪惡的
[00:10:31.560 --> 00:10:34.360]  但爸爸媽媽是沒有聽他的
[00:10:34.360 --> 00:10:37.960]  爸爸媽媽摸了那塊石頭之後
[00:10:37.960 --> 00:10:41.520]  就煙消雲散
[00:10:41.520 --> 00:10:42.880]  對導演來說
[00:10:42.880 --> 00:10:47.320]  智慧不是單單是因爲人的
[00:10:47.320 --> 00:10:50.480]  年紀的長大而獲得的
[00:10:50.480 --> 00:10:55.160]  智慧是可以有一個更加深的來源
[00:10:55.160 --> 00:10:56.880]  對我來說是真的
[00:10:56.880 --> 00:10:59.320]  可以體會到智慧
[00:10:59.320 --> 00:11:04.280]  不是從那些頭髮灰白的人而得的
[00:11:04.280 --> 00:11:07.760]  這是我這兩年很深的經驗
[00:11:07.760 --> 00:11:11.240]  我兩個兒子在大一進入研究院
[00:11:11.240 --> 00:11:13.080]  他是讀漢學的
[00:11:13.080 --> 00:11:14.800]  是讀明朝的
[00:11:14.800 --> 00:11:16.680]  他是讀明朝的政治
[00:11:16.680 --> 00:11:19.240]  看明朝的政治理論
[00:11:19.240 --> 00:11:23.160]  是怎樣影響到今天的中國
[00:11:23.160 --> 00:11:25.480]  我的小兒子現在讀大學四年班
[00:11:25.480 --> 00:11:29.200]  他由經濟系轉爲哲學系
[00:11:29.200 --> 00:11:31.600]  我就很喜歡和大兒子談談歷史
[00:11:31.600 --> 00:11:33.800]  聽他講明朝的歷史
[00:11:33.800 --> 00:11:35.560]  因爲我在普林斯頓的時候
[00:11:35.560 --> 00:11:38.960]  我都有讀過一些朱熹的
[00:11:38.960 --> 00:11:42.920]  會和余英時都談談
[00:11:42.920 --> 00:11:47.480]  當代的政治和中國的政治的問題
[00:11:47.480 --> 00:11:49.520]  所以我是懂得的
[00:11:49.520 --> 00:11:54.160]  但我發覺原來當孩子專精的時候
[00:11:54.160 --> 00:11:57.040]  他學的東西比我們更多
[00:11:57.040 --> 00:11:58.600]  所以我很喜歡和他聊天
[00:11:58.600 --> 00:12:00.160]  在他身上聽聽
[00:12:00.160 --> 00:12:04.720]  究竟明朝那種政治理論的發展
[00:12:04.720 --> 00:12:08.600]  怎樣影響到今天的中國
[00:12:08.600 --> 00:12:12.040]  在兩年前我和我小兒子
[00:12:12.040 --> 00:12:13.760]  一起談一本叫做
[00:12:13.760 --> 00:12:16.560]  《尼國馬可倫尼學》這本書
[00:12:16.560 --> 00:12:18.400]  這本書我讀過
[00:12:18.400 --> 00:12:21.560]  這本書我都寫過一些文章
[00:12:21.560 --> 00:12:24.520]  我以爲我應該是比他好
[00:12:24.520 --> 00:12:26.000]  一定是的
[00:12:26.000 --> 00:12:27.680]  喫飯多過他
[00:12:27.680 --> 00:12:28.960]  走路也多過他
[00:12:28.960 --> 00:12:30.800]  但在兩年前
[00:12:30.800 --> 00:12:32.720]  當我和他一起看的時候
[00:12:32.720 --> 00:12:34.800]  我以爲我可以教他
[00:12:34.800 --> 00:12:37.920]  誰知道原來他講的東西我不是很明白
[00:12:37.920 --> 00:12:39.680]  後來我查一下他講的東西
[00:12:39.680 --> 00:12:41.840]  原來挺好的
[00:12:41.840 --> 00:12:43.120]  所以自此之後
[00:12:43.120 --> 00:12:47.680]  我就在孩子那麼近的距離
[00:12:47.680 --> 00:12:50.360]  我就看周圍的年輕人
[00:12:50.360 --> 00:12:55.240]  我覺得年輕人年輕可畏
[00:12:55.240 --> 00:12:58.720]  沒錯我們的經驗比年輕人多
[00:12:58.720 --> 00:13:01.680]  但他們的頭腦比我們新鮮
[00:13:01.680 --> 00:13:03.520]  眼睛是明快
[00:13:03.520 --> 00:13:05.280]  耳朵是聰明
[00:13:05.280 --> 00:13:09.960]  所以他們可以比我們更加有智慧
[00:13:09.960 --> 00:13:12.640]  這是人間的實況
[00:13:12.640 --> 00:13:17.120]  青年人的智慧不是一定少的
[00:13:17.120 --> 00:13:19.520]  因爲他們成長得快
[00:13:19.520 --> 00:13:22.600]  學得很快
[00:13:22.600 --> 00:13:24.200]  對導演來說
[00:13:24.200 --> 00:13:27.680]  智慧不是單單從人的經驗
[00:13:27.680 --> 00:13:31.000]  人的年紀長大而獲取的
[00:13:31.000 --> 00:13:36.440]  智慧是有一個更加深入的來源
[00:13:36.440 --> 00:13:38.160]  對基督徒來說
[00:13:38.160 --> 00:13:43.760]  智慧真的不是單單從年長的人的經驗而得的
[00:13:43.760 --> 00:13:49.080]  智慧是有一個更加深入的來源
[00:13:49.080 --> 00:13:51.760]  智慧是從何而來的呢?
[00:13:51.760 --> 00:13:56.360]  智慧就是我們要看着我們的神
[00:13:56.360 --> 00:13:58.640]  我們看着我們的神所看的
[00:13:58.640 --> 00:14:00.840]  看着我們的神所做的
[00:14:00.840 --> 00:14:06.320]  智慧就是明白我們的神的心
[00:14:06.320 --> 00:14:10.960]  當我們說智慧是明白神的心
[00:14:10.960 --> 00:14:15.000]  這是很高的境界,行不行的?
[00:14:15.000 --> 00:14:16.520]  怎樣能夠得到
[00:14:16.520 --> 00:14:20.040]  這種智慧能夠明白到神的心呢?
[00:14:20.040 --> 00:14:22.360]  我們的信仰告訴我們
[00:14:22.360 --> 00:14:27.520]  神的心智又不是遙不可及的
[00:14:27.520 --> 00:14:30.640]  不是真的拿不到的,看不到的
[00:14:30.640 --> 00:14:34.800]  假如我們真的要知道神的智慧的面貌
[00:14:34.800 --> 00:14:37.920]  在哪裏看得到?
[00:14:37.920 --> 00:14:43.880]  就是將我們的眼睛轉向耶穌基督
[00:14:43.880 --> 00:14:47.960]  耶穌基督是神的智慧
[00:14:47.960 --> 00:14:53.880]  耶穌基督所做的一切是我們的智慧
[00:14:53.880 --> 00:14:55.960]  祂會告訴我們
[00:14:55.960 --> 00:15:01.280]  什麼是智慧,什麼是冷漠,犬儒,cynical
[00:15:01.280 --> 00:15:05.400]  這個不信任的世界當中
[00:15:05.400 --> 00:15:08.240]  祂叫我們要停一停想一想
[00:15:08.240 --> 00:15:10.360]  停一停想一想什麼?
[00:15:10.360 --> 00:15:13.200]  就是停一停想一想神的心
[00:15:13.200 --> 00:15:17.880]  停一停想一想望着耶穌基督的心
[00:15:17.880 --> 00:15:19.800]  所以我們要有智慧
[00:15:19.800 --> 00:15:22.880]  我們一定要望着耶穌
[00:15:22.880 --> 00:15:27.960]  以耶穌基督的心爲心
[00:15:27.960 --> 00:15:30.720]  究竟什麼叫以基督的心爲心?
[00:15:30.720 --> 00:15:33.480]  風來,風來這個字很有趣
[00:15:33.480 --> 00:15:36.040]  那個實踐智慧就是phonesis
[00:15:36.040 --> 00:15:38.960]  後面改幾個字就是了
[00:15:38.960 --> 00:15:42.600]  風來的意思就是一種實踐智慧
[00:15:42.600 --> 00:15:44.360]  就是phonesis
[00:15:44.360 --> 00:15:48.480]  意思就是一種辨識的能力
[00:15:48.480 --> 00:15:50.800]  意思就是你在不同的時間
[00:15:50.800 --> 00:15:52.200]  在不同的地點
[00:15:52.200 --> 00:15:55.800]  你能夠知道耶穌基督怎麼去感受
[00:15:55.800 --> 00:15:58.040]  耶穌基督怎麼去思想
[00:15:58.040 --> 00:16:00.840]  耶穌基督怎麼去行爲
[00:16:00.840 --> 00:16:04.120]  所以我們說實踐智慧,具有智慧
[00:16:04.120 --> 00:16:06.640]  就是說你和我有智慧的話
[00:16:06.640 --> 00:16:08.200]  我們能夠在不同的地方
[00:16:08.200 --> 00:16:12.600]  不同的時間能夠感受到耶穌基督的感受
[00:16:12.600 --> 00:16:15.240]  想耶穌基督所想
[00:16:15.240 --> 00:16:18.520]  行耶穌基督所行
[00:16:18.520 --> 00:16:23.960]  在菲勒比書就講到這種智慧的特徵
[00:16:23.960 --> 00:16:27.120]  原來要有這種智慧有一個大前提
[00:16:27.120 --> 00:16:31.040]  要有一種氣質,有一種心性
[00:16:31.040 --> 00:16:34.160]  在菲勒比書的二章五節
[00:16:34.160 --> 00:16:36.600]  他講到以基督的心爲心
[00:16:36.600 --> 00:16:39.000]  風來實踐智慧之後
[00:16:39.000 --> 00:16:42.960]  他接着就講到第六至第八節
[00:16:42.960 --> 00:16:44.920]  他說:他本有上帝的形象
[00:16:44.920 --> 00:16:47.720]  卻不堅持自己與上帝同等
[00:16:47.720 --> 00:16:50.560]  反倒虛己取了奴僕的形象
[00:16:50.560 --> 00:16:53.800]  成爲人的樣式既有人的樣子
[00:16:53.800 --> 00:16:58.080]  就謙卑自己
[00:16:58.080 --> 00:17:00.520]  全心信服
[00:17:00.520 --> 00:17:02.960]  以至於死
[00:17:02.960 --> 00:17:06.480]  且死在十字架上
[00:17:06.480 --> 00:17:08.440]  耶穌基督的智慧的心
[00:17:08.440 --> 00:17:11.280]  是一顆虛企的心
[00:17:11.280 --> 00:17:12.800]  謙卑的心
[00:17:12.800 --> 00:17:14.880]  甚至是全心信服
[00:17:14.880 --> 00:17:16.480]  以至於死
[00:17:16.480 --> 00:17:19.240]  且死在十字架上
[00:17:19.240 --> 00:17:21.880]  所以我們說以耶穌基督的心爲心
[00:17:21.880 --> 00:17:23.880]  的意思是大前提
[00:17:23.880 --> 00:17:26.040]  你有智慧
[00:17:26.040 --> 00:17:27.480]  你就要有謙卑
[00:17:27.480 --> 00:17:29.240]  這個謙卑是什麼謙卑
[00:17:29.240 --> 00:17:33.080]  是耶穌基督的謙卑虛己信服
[00:17:33.080 --> 00:17:35.160]  甚至信服到
[00:17:35.160 --> 00:17:38.160]  以至於死
[00:17:38.160 --> 00:17:40.800]  當香港面對困難的時候
[00:17:40.800 --> 00:17:44.840]  我們仍然希望香港會進步
[00:17:44.840 --> 00:17:46.720]  但有些人會擔心
[00:17:46.720 --> 00:17:51.000]  擔心香港會沉下來
[00:17:51.000 --> 00:17:52.080]  我們在爭議
[00:17:52.080 --> 00:17:54.120]  我們在抗爭當中
[00:17:54.120 --> 00:17:55.760]  我們在盼望
[00:17:55.760 --> 00:17:58.960]  我們在擔心的當中
[00:17:58.960 --> 00:18:00.720]  在這樣的光景
[00:18:00.720 --> 00:18:03.280]  我們怎麼面對呢
[00:18:03.280 --> 00:18:04.880]  我們更加要以
[00:18:04.880 --> 00:18:10.280]  耶穌基督的心爲心
[00:18:10.280 --> 00:18:13.600]  基督的心是一顆虛企的心
[00:18:13.600 --> 00:18:16.800]  是一顆謙卑的心
[00:18:16.800 --> 00:18:19.040]  所以在衆多的事
[00:18:19.040 --> 00:18:20.440]  在抗議當中
[00:18:20.440 --> 00:18:22.080]  或者在我們以後日常
[00:18:22.080 --> 00:18:25.480]  我們還要面對種種的艱難
[00:18:25.480 --> 00:18:29.200]  其實我們真的需要謙卑的品德
[00:18:29.200 --> 00:18:33.280]  謙卑的品德是我們的社會所缺乏的
[00:18:33.280 --> 00:18:37.560]  謙卑的品德是我們的政府所缺乏的
[00:18:37.560 --> 00:18:42.680]  謙卑的品德是你和我都缺乏的
[00:18:42.680 --> 00:18:48.560]  謙卑就是將我們這種全能的自我
[00:18:48.560 --> 00:18:49.720]  Ego
[00:18:49.720 --> 00:18:50.680]  你聽着我說
[00:18:50.680 --> 00:18:53.480]  是全能的自我放在一起
[00:18:53.480 --> 00:18:55.080]  放在一邊
[00:18:55.080 --> 00:18:55.880]  什麼意思呢
[00:18:55.880 --> 00:18:57.320]  很多時候我們是Ego
[00:18:57.320 --> 00:18:59.040]  我們以爲我們是全能的
[00:18:59.040 --> 00:19:01.880]  我們以爲我們知道一切
[00:19:01.880 --> 00:19:05.840]  所以我們所知道的是完全的對
[00:19:05.840 --> 00:19:08.560]  而那些和我們所知道的不同
[00:19:08.560 --> 00:19:10.840]  講的意見和我們不同的時候
[00:19:10.840 --> 00:19:12.320]  那些是邪惡的
[00:19:12.320 --> 00:19:15.040]  那些是愚蠢的
[00:19:15.040 --> 00:19:19.240]  謙卑就是我們要放下這樣的東西
[00:19:19.240 --> 00:19:23.520]  但另一方面謙卑不是指我們沒有意見
[00:19:23.520 --> 00:19:27.360]  不是一條沒有意見的可憐蟲
[00:19:27.360 --> 00:19:30.720]  相反我們是要更加殷勤去工作
[00:19:30.720 --> 00:19:32.440]  殷勤去關心
[00:19:32.440 --> 00:19:33.880]  殷勤去閱讀
[00:19:33.880 --> 00:19:35.480]  殷勤去研究
[00:19:35.480 --> 00:19:37.800]  殷勤去聆聽
[00:19:37.800 --> 00:19:41.800]  對有關的事我們要儘量去理解
[00:19:41.800 --> 00:19:45.200]  並且在當中去推動
[00:19:45.200 --> 00:19:52.560]  所以我們不要假設我們是代表着所有的真理
[00:19:52.560 --> 00:19:55.720]  不要自以爲意
[00:19:55.720 --> 00:19:58.160]  我們需要尊重人
[00:19:58.160 --> 00:20:01.160]  尊重人就是尊重自己
[00:20:01.160 --> 00:20:04.920]  也知道其實容易的答案
[00:20:04.920 --> 00:20:08.640]  很多時候都不是完整的答案
[00:20:08.640 --> 00:20:11.440]  因此我們需要謙卑的心
[00:20:11.440 --> 00:20:14.160]  繼續的聆聽
[00:20:14.160 --> 00:20:16.480]  所以對於基督徒來說
[00:20:16.480 --> 00:20:21.960]  我們和社會的傑出人士是有分別的
[00:20:21.960 --> 00:20:26.000]  因爲我們知道我們需要謙卑
[00:20:26.000 --> 00:20:28.560]  我們需要在神的面前謙卑
[00:20:28.560 --> 00:20:31.840]  我們需要在耶穌基督裏面找出真理
[00:20:31.840 --> 00:20:34.880]  我們需要尋找耶穌基督
[00:20:34.880 --> 00:20:37.320]  我們需要去到馬槽
[00:20:37.320 --> 00:20:39.920]  我們需要去到伯利恆
[00:20:39.920 --> 00:20:41.680]  我們需要去到十字架
[00:20:41.680 --> 00:20:44.200]  我們需要去到耶穌基督的墳墓
