
[00:00:00.000 --> 00:00:04.740]  今日我選了一位牧者在他臨死之前
[00:03:57.000 --> 00:04:01.340]  希望提摩太去領會到
[00:04:01.340 --> 00:04:05.740]  屬靈父親對他的那種教導和勉勵
[00:04:05.740 --> 00:04:10.140]  如果我們看提摩太後書第二章
[00:04:10.140 --> 00:04:13.840]  其實有很多命令的字眼 我們看到
[00:04:13.840 --> 00:04:16.880]  你要 也要 應當這樣
[00:04:16.880 --> 00:04:21.320]  我拋一拋書包 在幾位牧者面前拋一拋書包
[00:04:21.320 --> 00:04:25.880]  希臘文有一種語態叫做命令式的語態
[00:04:25.880 --> 00:04:28.440]  英文叫做imperative mood
[00:04:28.440 --> 00:04:32.660]  就是一用這個字眼就要去做的了
[00:04:32.660 --> 00:04:35.580]  就好像主耶穌也是這樣教導我們的
[00:04:35.580 --> 00:04:37.820]  你們要去 使萬民作我的門徒
[00:04:37.820 --> 00:04:41.160]  沒得說不去的 因為這個是命令的字眼
[00:04:41.160 --> 00:04:44.720]  而保羅就是用了很多很多這些字眼
[00:04:44.720 --> 00:04:49.480]  你要這樣 你要這樣 你應當這樣
[00:04:49.480 --> 00:04:51.800]  第一句 他就是這樣講的
[00:04:51.800 --> 00:04:56.560]  提摩太 你要振作 要勇敢
[00:04:56.560 --> 00:05:02.920]  原文剛強起來可以解作加給力量的意思
[00:05:02.920 --> 00:05:05.080]  就是大致上是給力
[00:05:05.080 --> 00:05:08.540]  如果廣東話再落地一點就是
[00:05:08.540 --> 00:05:11.820]  兒子 你要加油
[00:05:11.820 --> 00:05:16.320]  你有沒有被人鼓勵過你要加油的
[00:05:16.320 --> 00:05:17.840]  你要加油 你要加油
[00:05:17.840 --> 00:05:21.320]  有個歌星叫黎明 你們一定認識
[00:05:21.320 --> 00:05:24.120]  黎明說不要跟別人說加油
[00:05:24.120 --> 00:05:29.300]  他說因為加油是很吃花生的
[00:05:29.300 --> 00:05:34.040]  我在這裡都怕說錯話
[00:05:34.040 --> 00:05:38.000]  在有段時間網絡上面
[00:05:38.000 --> 00:05:39.420]  直接有這樣說的
[00:05:39.420 --> 00:05:44.220]  不好意思 我講一句可能比較粗俗的說話
[00:05:44.220 --> 00:05:45.820]  不過不是粗口
[00:05:45.820 --> 00:05:49.380]  他說加油是難聽過粗口的
[00:05:49.380 --> 00:05:51.420]  有一些情況
[00:05:51.420 --> 00:05:54.040]  我想類似就是
[00:05:54.040 --> 00:05:56.240]  你們有沒有去過外國呢
[00:05:56.240 --> 00:06:00.120]  如果去外國開車去到一些偏僻一點的地方
[00:06:00.120 --> 00:06:03.840]  如果沒有油就要去加油 是吧
[00:06:03.840 --> 00:06:06.620]  但是很偏僻的地方是找不到油站的
[00:06:06.620 --> 00:06:09.400]  不像香港可以這麼方便就找到油站
[00:06:09.400 --> 00:06:12.800]  如果隔壁那個人就跟你說加油
[00:06:12.800 --> 00:06:14.960]  但是你開車的時候
[00:06:14.960 --> 00:06:16.400]  其實整件事是很無聊的
[00:06:16.400 --> 00:06:19.480]  因為是加不到油的
[00:06:19.480 --> 00:06:23.240]  我教會是一間很小的教會
[00:06:23.240 --> 00:06:24.880]  我們作為牧者
[00:06:24.880 --> 00:06:29.360]  常常都遇到很多弟兄姊妹很困難的情況
[00:06:29.360 --> 00:06:31.080]  我們牧者有時候
[00:06:31.080 --> 00:06:36.380]  不好意思 我有時候都很不合時宜的
[00:06:36.380 --> 00:06:37.760]  可能講了一些話
[00:06:37.760 --> 00:06:40.220]  比如就是如果你很困難的時候
[00:06:40.220 --> 00:06:42.760]  你加油 你知道吧
[00:06:42.760 --> 00:06:46.520]  弟兄姊妹你們有很多WhatsApp群組或者Signal群組
[00:06:46.520 --> 00:06:49.640]  如果有一個弟兄姊妹面對很大困難
[00:06:49.640 --> 00:06:52.060]  你通常第一個反應是什麼
[00:06:52.060 --> 00:06:54.080]  就是弄一隻祈禱手給他
[00:06:54.080 --> 00:06:56.440]  或者弄一個大力的手瓜
[00:06:56.440 --> 00:06:59.360]  手瓜起子 吃東西不用給錢的那個
[00:06:59.360 --> 00:07:01.160]  那個通常都是這樣的
[00:07:01.160 --> 00:07:03.040]  如果你有祈禱也是好一點的
[00:07:03.040 --> 00:07:05.120]  如果你完全就是
[00:07:05.120 --> 00:07:07.320]  人弄一個祈禱手 你弄兩個祈禱手
[00:07:07.320 --> 00:07:08.800]  然後三個祈禱手
[00:07:08.800 --> 00:07:10.920]  其實是非常無聊的事情
[00:07:10.920 --> 00:07:14.720]  對於那個人來講是完全沒有幫助的
[00:07:14.720 --> 00:07:17.120]  我們有時候做牧者
[00:07:17.120 --> 00:07:19.320]  我經常都是這樣覺得的
[00:07:19.320 --> 00:07:22.280]  我教會有百多人
[00:07:22.280 --> 00:07:25.360]  我教會其實那個組合是很奇怪的
[00:07:25.360 --> 00:07:27.440]  我昨天才跟一個同學分享過
[00:07:27.440 --> 00:07:30.480]  我教會的組合就是有30個老師
[00:07:30.480 --> 00:07:33.280]  就是120人都有30個老師
[00:07:33.280 --> 00:07:37.840]  有5個校長 有5個醫生 有10個社工
[00:07:37.840 --> 00:07:40.520]  這裡已經佔了我們教會的一半人
[00:07:40.520 --> 00:07:43.000]  你剛才也聽到了
[00:07:43.000 --> 00:07:46.280]  這樣的組合是一個非常中產的組合
[00:07:46.280 --> 00:07:50.240]  而我教會就坐落在一個屋邨裏面的
[00:07:50.240 --> 00:07:51.600]  就好像貴教會那樣
[00:07:51.600 --> 00:07:55.680]  不是屋邨 貴教會坐落在一個屋苑裏面
[00:07:55.680 --> 00:07:57.720]  我們就坐落在一個屋邨裏面
[00:07:57.720 --> 00:08:03.920]  而其餘的弟兄姊妹有些是很基層很基層的
[00:08:03.920 --> 00:08:05.800]  你試想一下 弟兄姊妹
[00:08:05.800 --> 00:08:08.360]  如果弟兄姊妹有困難
[00:08:08.360 --> 00:08:11.440]  你猜她會先去找誰呢?
[00:08:11.440 --> 00:08:15.120]  如果是患病的一定是先去找醫生的
[00:08:15.120 --> 00:08:19.360]  如果是子女去找學校的一定是先去找校長的
[00:08:19.360 --> 00:08:21.840]  如果心靈有問題
[00:08:21.840 --> 00:08:24.720]  你不要想著接著就傳染給別人
[00:08:24.720 --> 00:08:26.320]  都是先去找社工的
[00:08:26.320 --> 00:08:28.880]  我經常覺得在這裏的墓會
[00:08:28.880 --> 00:08:33.200]  其實我跟弟兄姊妹說加油都挺沒用的
[00:08:33.200 --> 00:08:36.640]  因為他們根本都不會先找你
[00:08:36.640 --> 00:08:41.520]  但是 你猜弟兄姊妹聽到我跟她說加油
[00:08:41.520 --> 00:08:44.000]  她會不會覺得我很沒用呢?
[00:08:44.000 --> 00:08:47.200]  也不會的 主要的原因是
[00:08:47.200 --> 00:08:52.400]  因為我跟她有一定的關係
[00:08:52.400 --> 00:08:53.840]  我跟她有一定的關係
[00:08:53.840 --> 00:08:56.080]  然後我跟她說加油
[00:08:56.080 --> 00:08:59.920]  她就會覺得我是很真心的
[00:08:59.920 --> 00:09:02.480]  因為我們建立了一定的關係
[00:09:02.480 --> 00:09:06.400]  就正如保羅和提摩泰的關係是什麼呢?
[00:09:06.400 --> 00:09:10.400]  是屬靈的爸爸和屬靈的兒子
[00:09:10.400 --> 00:09:12.800]  提摩泰雖然在忐忑的裏面
[00:09:12.800 --> 00:09:14.240]  雖然在不安的裏面
[00:09:14.240 --> 00:09:18.160]  但是收到一個這樣的訊息
[00:09:18.160 --> 00:09:20.640]  其實他是很心領神會的
[00:09:20.640 --> 00:09:25.760]  他是知道屬靈的爸爸在一個這麼艱難的世代裏面
[00:09:25.760 --> 00:09:30.480]  真的很想跟他打氣
[00:09:30.480 --> 00:09:34.320]  我很希望太古城堂也一樣
[00:09:34.320 --> 00:09:38.400]  我們的弟兄姊妹的關係是可以有這樣的關係
[00:09:38.400 --> 00:09:43.680]  以致到當我們跟困難的弟兄姊妹說加油
[00:09:43.680 --> 00:09:45.840]  她不覺得是吃花生的
[00:09:45.840 --> 00:09:49.040]  她不覺得是難聽過不知道什麼的
[00:09:49.040 --> 00:09:55.040]  而是有一種屬靈的爸爸和屬靈的兒女的關係
[00:09:55.040 --> 00:09:59.440]  我們大家就可以同行下去
[00:09:59.440 --> 00:10:01.680]  保羅沒有停在這裏
[00:10:01.680 --> 00:10:04.560]  保羅沒有停在這裏
[00:10:04.560 --> 00:10:09.360]  好像鼓勵提摩泰要加油這樣就算了
[00:10:09.360 --> 00:10:13.760]  而是保羅接著說了一句話
[00:10:13.760 --> 00:10:19.520]  希望提摩泰可以薪火相傳下去
[00:10:19.520 --> 00:10:23.200]  我們看到保羅第二節說
[00:10:23.200 --> 00:10:27.200]  又應當把你在許多見證人面前
[00:10:27.200 --> 00:10:29.280]  從我這裏聽見的
[00:10:29.280 --> 00:10:34.880]  交託那些可以又忠心又能夠教導別人的人
[00:10:34.880 --> 00:10:37.760]  在一個這麼艱難的世代裏面
[00:10:37.760 --> 00:10:44.960]  保羅跟提摩泰說你要去找一些傳承真理的人
[00:10:44.960 --> 00:10:47.280]  然後去教導他們
[00:10:47.280 --> 00:10:49.440]  但有條件的 你去找這些人
[00:10:49.440 --> 00:10:52.160]  這些人是要忠心的
[00:10:52.160 --> 00:10:53.600]  忠心是什麼意思呢
[00:10:53.600 --> 00:10:57.600]  可以解作可以作為交託的
[00:10:57.600 --> 00:11:00.720]  你要找一些可以作為交託的人
[00:11:00.720 --> 00:11:05.120]  然後教導他們成為別人的生命導師
[00:11:05.120 --> 00:11:07.680]  真理的導師
[00:11:07.680 --> 00:11:12.240]  可以作為交託我有一個很好的經驗
[00:11:12.240 --> 00:11:15.360]  我剛才說過我教會有百多人左右
[00:11:15.360 --> 00:11:17.680]  我教會其實很小
[00:11:17.680 --> 00:11:22.880]  我們寄生在一個託管中心那裏
[00:11:22.880 --> 00:11:26.240]  託管中心星期一到星期五就是託管
[00:11:26.240 --> 00:11:28.960]  星期六、日就是教會
[00:11:28.960 --> 00:11:31.280]  其實我們只有一道門
[00:11:31.280 --> 00:11:33.840]  鎖門其實很簡單
[00:11:33.840 --> 00:11:36.000]  我有一次來探望李牧師
[00:11:36.000 --> 00:11:39.760]  李牧師帶我巡遊太古城堂一次
[00:11:39.760 --> 00:11:42.800]  我覺得真的很複雜
[00:11:42.800 --> 00:11:45.280]  做鎖門人的責任真的很大
[00:11:45.280 --> 00:11:49.440]  因為李牧師身上有一串鎖匙
[00:11:49.440 --> 00:11:51.200]  他又要全開門
[00:11:51.200 --> 00:11:54.960]  我心想其實李牧師我都不用參觀那麼多
[00:11:54.960 --> 00:11:57.360]  我大概知道在哪裏都可以
[00:11:57.360 --> 00:12:00.720]  不過李牧師就很好
[00:12:00.720 --> 00:12:02.720]  我教會只有一道門
[00:12:02.720 --> 00:12:05.920]  有時候年輕人會留到很晚
[00:12:05.920 --> 00:12:08.800]  因為你應該知道如果做年輕人工作
[00:12:08.800 --> 00:12:13.120]  玩狼人殺是要很晚才玩得很興奮
[00:12:13.120 --> 00:12:16.720]  他們就玩到很晚 有時候玩到十一、二點
[00:12:16.720 --> 00:12:21.200]  不過他們日後都會返崇拜的 都很乖
[00:12:21.200 --> 00:12:23.520]  但是我年紀就比較大
[00:12:23.520 --> 00:12:26.640]  我沒可能和他們磨到一、兩點
[00:12:26.640 --> 00:12:29.760]  我就會和他們說我先走了
[00:12:29.760 --> 00:12:31.120]  那你們鎖門了
[00:12:31.120 --> 00:12:34.400]  不過我會關掉所有應該關的燈
[00:12:34.400 --> 00:12:36.560]  然後你們就鎖門
[00:12:36.560 --> 00:12:38.880]  我就曾經試過很有信心地
[00:12:38.880 --> 00:12:42.560]  隨便交託了一位去鎖這道門
[00:12:42.560 --> 00:12:44.960]  我第二天早上回來 其實過了幾個小時
[00:12:44.960 --> 00:12:46.480]  因為他們玩到十二點、一點
[00:12:46.480 --> 00:12:47.920]  過幾個小時我就回到教會
[00:12:47.920 --> 00:12:50.400]  「啊 為什麼這盞燈還沒熄呢?」
[00:12:50.400 --> 00:12:55.280]  「啊 為什麼那盞燈還沒熄呢?」
[00:12:55.280 --> 00:12:56.880]  我後來就在想
[00:12:56.880 --> 00:12:59.920]  如果我下次再交一條鎖匙給一個人
[00:12:59.920 --> 00:13:03.840]  這個人一定要是可以交託才行
[00:13:03.840 --> 00:13:06.480]  這個人一定要忠心才行
[00:13:06.480 --> 00:13:10.080]  不可以隨便交給一個人
[00:13:10.080 --> 00:13:12.160]  保羅勸勉提摩泰
[00:13:12.160 --> 00:13:18.560]  他說你要找一些可以交託、忠心的人去交託他
[00:13:18.560 --> 00:13:21.920]  然後去教導別人
[00:13:21.920 --> 00:13:28.160]  主要就是我們回想最先前的那個場景
[00:13:28.160 --> 00:13:32.400]  教會現在被逼迫
[00:13:32.400 --> 00:13:35.840]  但是有些什麼一定要薪火相傳下去呢?
[00:13:35.840 --> 00:13:37.360]  是真理
[00:13:37.360 --> 00:13:39.840]  上帝的真理一定要薪火相傳下去
[00:13:39.840 --> 00:13:43.040]  不是地方可不可以續租
[00:13:43.040 --> 00:13:46.800]  不是有多少遺產可以繼承
[00:13:46.800 --> 00:13:50.240]  而是教會的真理一定要繼承下去
[00:13:50.240 --> 00:13:54.320]  所以我們找的人一定要很忠心
[00:13:54.320 --> 00:13:55.840]  可以交託
[00:13:55.840 --> 00:13:59.760]  然後才可以薪火相傳下去
[00:13:59.760 --> 00:14:02.960]  我是成長於80年代的基督徒
[00:14:02.960 --> 00:14:04.560]  我信主主三十多年
[00:14:04.560 --> 00:14:08.000]  那時候就有一個叫九七危機
[00:14:08.000 --> 00:14:11.520]  九七危機的教會
[00:14:11.520 --> 00:14:14.400]  我相信有很多是年輕一點的
[00:14:14.400 --> 00:14:16.160]  九七都還沒有出生
[00:14:16.160 --> 00:14:20.560]  九七前後的教會其實最重視的是什麼呢?
[00:14:20.560 --> 00:14:24.720]  就是我們教會的牧者是要我們唸聖經的
[00:14:24.720 --> 00:14:28.400]  他們說如果真的被人抓坐牢
[00:14:28.400 --> 00:14:33.680]  入到監獄都起碼可以唸到一節半節聖經
[00:14:33.680 --> 00:14:34.720]  傍下身
[00:14:34.720 --> 00:14:36.720]  那時候是這樣教導的
[00:14:36.720 --> 00:14:40.320]  我不知道現在貴教會是怎樣
[00:14:40.320 --> 00:14:42.000]  但是我相信都是一樣的
[00:14:42.000 --> 00:14:44.000]  就是要門訓
[00:14:44.000 --> 00:14:46.720]  要聖經真理很熟
[00:14:46.720 --> 00:14:51.440]  神學院其實應該最重視的就是教導聖經
[00:14:51.440 --> 00:14:52.960]  我們那個年代
[00:14:52.960 --> 00:14:55.440]  我們那個年代真的有很多神學生
[00:14:55.440 --> 00:14:58.720]  我現在主要都是跟在座一位神學生說
[00:14:58.720 --> 00:15:00.960]  我們那個年代那些神學生
[00:15:00.960 --> 00:15:03.360]  真的有人六點多起身靈修
[00:15:03.360 --> 00:15:06.320]  是從不間斷的
[00:15:06.320 --> 00:15:10.320]  神學院其實就是要教生命的質素
[00:15:10.320 --> 00:15:12.080]  我經常跟這些學生說
[00:15:12.080 --> 00:15:14.240]  我神學很差的
[00:15:14.240 --> 00:15:15.760]  我不是很懂得神學的
[00:15:15.760 --> 00:15:20.640]  不過我跟你們是生命同行
[00:15:20.640 --> 00:15:22.480]  一定要做一個好的牧者
[00:15:22.480 --> 00:15:23.840]  好的牧者就是要有生命
[00:15:23.840 --> 00:15:25.840]  就是要聖經很熟
[00:15:25.840 --> 00:15:28.320]  就是在一個艱難的世代
[00:15:28.320 --> 00:15:34.240]  要將真理傳承下去
[00:15:34.240 --> 00:15:36.640]  貴教會有沒有一些這樣的人
[00:15:36.640 --> 00:15:38.320]  我的意思是有沒有一些
[00:15:38.320 --> 00:15:42.000]  肯將真理傳承到下一代的人
[00:15:42.000 --> 00:15:46.160]  又有沒有一些肯接受真理
[00:15:46.160 --> 00:15:49.600]  然後又再傳承這個真理下去的人
[00:15:49.600 --> 00:15:52.800]  我希望每一間教會都會有
[00:15:52.800 --> 00:15:54.320]  想起生火相傳
[00:15:54.320 --> 00:15:55.840]  我想起燒烤
[00:15:55.840 --> 00:15:59.280]  我相信大部份香港人都燒過烤
[00:15:59.280 --> 00:16:00.480]  除了小朋友
[00:16:00.480 --> 00:16:03.200]  零歲那些都可能燒過
[00:16:03.200 --> 00:16:07.200]  媽媽托著他都可能燒過
[00:16:07.200 --> 00:16:08.960]  燒烤
[00:16:08.960 --> 00:16:11.680]  因為這個是我們共同的活動
[00:16:11.680 --> 00:16:13.680]  是我們共同的回憶
[00:16:13.680 --> 00:16:15.520]  燒烤
[00:16:15.520 --> 00:16:17.040]  或者這樣問
[00:16:17.040 --> 00:16:18.800]  燒烤其實最重要的是什麼
[00:16:18.800 --> 00:16:20.400]  弟兄姊妹
[00:16:20.400 --> 00:16:21.600]  有很多
[00:16:21.600 --> 00:16:25.920]  其中一個就是火要起得很好
[00:16:25.920 --> 00:16:27.440]  燒一燒東西吃
[00:16:27.440 --> 00:16:32.320]  通常會有兩個字出現的
[00:16:32.320 --> 00:16:34.640]  通常這兩個字是一定出現的
[00:16:34.640 --> 00:16:37.360]  就是加碳
[00:16:37.360 --> 00:16:39.600]  就是加碳
[00:16:39.600 --> 00:16:41.760]  那我們會加些什麼碳呢
[00:16:41.760 --> 00:16:45.040]  弟兄姊妹 你說你會加些什麼碳下去
[00:16:45.040 --> 00:16:47.040]  多數都是加些好的碳
[00:16:47.040 --> 00:16:48.640]  起碼我們認為好的碳
[00:16:48.640 --> 00:16:50.400]  然後我們就放進火裡燒
[00:16:50.400 --> 00:16:52.560]  我們通常是不會找一些
[00:16:52.560 --> 00:16:55.680]  因為一袋碳有很多濕濕碎碎的碳
[00:16:55.680 --> 00:16:57.280]  我們通常都不會找那些碳
[00:16:57.280 --> 00:17:00.960]  我們通常就會加一些我們認為很好的碳
[00:17:00.960 --> 00:17:04.000]  我覺得生火相傳是一件這樣的事
[00:17:04.000 --> 00:17:08.160]  就是我們要不停地去加碳
[00:17:08.160 --> 00:17:12.000]  因為燒著燒著那個火就會慢慢地暗淡
[00:17:12.000 --> 00:17:13.760]  然後加些很好的碳
[00:17:13.760 --> 00:17:17.040]  不過我都有一個經驗
[00:17:17.040 --> 00:17:19.040]  但是如果有些很好的碳
[00:17:19.040 --> 00:17:21.200]  有些濕濕碎碎的碳都加進去
[00:17:21.200 --> 00:17:22.960]  濕濕碎碎的碳都會被燒到
[00:17:22.960 --> 00:17:27.520]  我的意思是會被好一點的碳都會影響到
[00:17:27.520 --> 00:17:30.880]  所以你不要以為你什麼都做不到
[00:17:30.880 --> 00:17:31.840]  弟兄姊妹
[00:17:31.840 --> 00:17:33.520]  我是濕濕碎碎的碳
[00:17:33.520 --> 00:17:37.680]  教會的東西都不會承傳給我的
[00:17:37.680 --> 00:17:39.760]  不是的
[00:17:39.760 --> 00:17:43.280]  你有沒有記得
[00:17:43.280 --> 00:17:46.400]  《馬太福音》24章的那個部分
[00:17:46.400 --> 00:17:47.840]  講了幾個比喻
[00:17:47.840 --> 00:17:51.360]  其中一個比喻就是有人有五千的
[00:17:51.360 --> 00:17:52.960]  有人有二千的
[00:17:52.960 --> 00:17:55.280]  有人有一千的
[00:17:55.280 --> 00:17:56.640]  有沒有人無千的
[00:17:56.640 --> 00:17:59.600]  現在不是在講末世論的那些無千
[00:17:59.600 --> 00:18:01.600]  沒有的 沒有人是零的
[00:18:01.600 --> 00:18:04.880]  最弱的那個都有一千的
[00:18:04.880 --> 00:18:07.200]  聖經說都有一千的Talent
[00:18:07.200 --> 00:18:10.400]  就是Talent
[00:18:10.400 --> 00:18:13.040]  所以你是好的碳
[00:18:13.040 --> 00:18:15.200]  你覺得自己一般般都好
[00:18:15.200 --> 00:18:21.680]  都丟下去燒 火都是會生火相傳下去的
[00:18:21.680 --> 00:18:30.480]  接著保羅就講了三個身份要提摩太去思想的
[00:18:30.480 --> 00:18:32.240]  這三個身份
[00:18:32.240 --> 00:18:34.640]  第三節這樣說
[00:18:34.640 --> 00:18:37.760]  你應當和我同壽磨爛
[00:18:37.760 --> 00:18:40.800]  好像基督耶穌的精兵
[00:18:40.800 --> 00:18:42.720]  他要提摩太做精兵的
[00:18:42.720 --> 00:18:44.880]  不過做精兵的條件是什麼呢
[00:18:44.880 --> 00:18:46.960]  是同壽磨爛的
[00:18:46.960 --> 00:18:50.480]  我們一看精兵我們覺得一定要很型的
[00:18:50.480 --> 00:18:53.040]  好像韓劇的那些惡霸那樣
[00:18:53.040 --> 00:18:56.880]  要很高大很帥很威猛
[00:18:56.880 --> 00:19:02.000]  但是保羅最大的條件作為精兵是
[00:19:02.000 --> 00:19:06.320]  應當和我同壽磨爛
[00:19:06.320 --> 00:19:08.880]  這個對於我們來說
[00:19:08.880 --> 00:19:11.520]  或者對於年輕人來說是很匪夷所思的
[00:19:11.520 --> 00:19:13.920]  做侍奉是要型的
[00:19:13.920 --> 00:19:15.680]  剛剛相反
[00:19:15.680 --> 00:19:19.680]  去做生火相傳這個工作不是要很型
[00:19:19.680 --> 00:19:22.480]  是要同壽磨爛
[00:19:22.480 --> 00:19:25.040]  然後保羅就講了三個身份
[00:19:25.040 --> 00:19:27.520]  第一個身份就是要做士兵
[00:19:27.520 --> 00:19:28.560]  第四節
[00:19:28.560 --> 00:19:30.880]  凡在軍中當兵的
[00:19:30.880 --> 00:19:33.120]  不要將誓無前身
[00:19:33.120 --> 00:19:39.040]  好叫那些朝他當兵的人喜悅
[00:19:39.040 --> 00:19:41.120]  在這裡我講一點背景
[00:19:41.120 --> 00:19:46.240]  因為羅馬士兵是有一點點條件才可以做到的
[00:19:46.240 --> 00:19:51.280]  當時的士兵一般為羅馬帝國服務30年左右
[00:19:51.280 --> 00:19:54.080]  他們退役之後才可以結婚的
[00:19:54.080 --> 00:19:58.880]  所以在社會上出現了不少年紀很大的人
[00:19:58.880 --> 00:20:01.040]  就是結婚的男人
[00:20:01.040 --> 00:20:03.920]  當兵不單單是一種工作
[00:20:03.920 --> 00:20:06.000]  也是一種生活方式
[00:20:06.000 --> 00:20:08.960]  因為當兵的人在服役期間
[00:20:08.960 --> 00:20:12.560]  他們是要無時無刻穿著軍服的
[00:20:12.560 --> 00:20:15.680]  我想我們有時候看那些荷里活片也是
[00:20:15.680 --> 00:20:18.320]  那些美國軍人經常都要穿著一套衣服
[00:20:18.320 --> 00:20:20.800]  這樣去遊走在不同的地方
[00:20:20.800 --> 00:20:25.120]  因為萬一上級一拖
[00:20:25.120 --> 00:20:29.920]  他們就要整裝待發去到當地救援也好
[00:20:29.920 --> 00:20:32.480]  或者作戰也好
[00:20:32.480 --> 00:20:34.560]  我講一下我一點
[00:20:34.560 --> 00:20:38.480]  我怕講完有人會有些不好的反應
[00:20:38.480 --> 00:20:39.760]  不過我也照樣講
[00:20:39.760 --> 00:20:43.600]  其實我幾十年前是做過警察的
[00:20:43.600 --> 00:20:45.680]  即是皇家香港警察
