
[00:00:00.000 --> 00:00:05.000]  當我們看到今天的經文的這個主題的時候
[00:03:33.000 --> 00:03:35.000]  這個地方一般稱它叫做
[00:03:35.000 --> 00:03:40.000]  安提阿的事件
[00:03:40.000 --> 00:03:42.000]  這裡發生什麼事情
[00:03:42.000 --> 00:03:46.000]  就是彼得到了這個安提阿
[00:03:46.000 --> 00:03:48.000]  是不是 我們說這是一個外邦人
[00:03:48.000 --> 00:03:49.000]  好了 吃飯時間了
[00:03:49.000 --> 00:03:51.000]  客人來對不對 請他吃飯
[00:03:51.000 --> 00:03:56.000]  好了 哇 這個桌上裡面紅燒豬蹄
[00:03:56.000 --> 00:04:01.000]  哎呀 清蒸這個這個這個什麼魚
[00:04:01.000 --> 00:04:04.000]  清蒸鱸魚
[00:04:04.000 --> 00:04:12.000]  哇 還沒有說那個叫做什麼
[00:04:12.000 --> 00:04:15.000]  那個紅燒田雞
[00:04:15.000 --> 00:04:18.000]  田雞聽過嗎
[00:04:18.000 --> 00:04:20.000]  或者還有鱉
[00:04:20.000 --> 00:04:22.000]  這些都是我們中國人最喜歡吃的
[00:04:22.000 --> 00:04:23.000]  對不對
[00:04:23.000 --> 00:04:25.000]  哎呀 這個彼得在那邊
[00:04:25.000 --> 00:04:28.000]  跟這些外邦人在一起吃飯
[00:04:28.000 --> 00:04:29.000]  特別是我們中國人
[00:04:29.000 --> 00:04:31.000]  在一起吃得好快樂
[00:04:31.000 --> 00:04:33.000]  中國人的美食實在太好了
[00:04:33.000 --> 00:04:36.000]  結果這時候從雅各那邊
[00:04:36.000 --> 00:04:38.000]  就是指的從耶路撒冷來的
[00:04:38.000 --> 00:04:40.000]  這有幾個猶太弟兄
[00:04:40.000 --> 00:04:43.000]  他們 這個猶太弟兄
[00:04:43.000 --> 00:04:46.000]  他們就來這邊了
[00:04:46.000 --> 00:04:48.000]  他們是受隔離的
[00:04:48.000 --> 00:04:49.000]  雖然他們信耶穌
[00:04:49.000 --> 00:04:52.000]  可是他們還是認為要受隔離的
[00:04:52.000 --> 00:04:53.000]  懂這意思嗎
[00:04:53.000 --> 00:04:55.000]  因此他們就下來
[00:04:55.000 --> 00:04:59.000]  告訴這些安提阿教會
[00:04:59.000 --> 00:05:02.000]  你們要受隔離
[00:05:02.000 --> 00:05:06.000]  彼得聽到從母會來了這些人
[00:05:06.000 --> 00:05:09.000]  督察來了怎麼辦呢
[00:05:09.000 --> 00:05:12.000]  哎 彼得就開始裝假了
[00:05:12.000 --> 00:05:14.000]  他一看這些人來了
[00:05:14.000 --> 00:05:16.000]  本來在這邊吃得好好的
[00:05:16.000 --> 00:05:18.000]  哎喲 趕快閃
[00:05:18.000 --> 00:05:21.000]  他就跑掉了
[00:05:21.000 --> 00:05:23.000]  彼得他裝假
[00:05:23.000 --> 00:05:25.000]  下面說什麼
[00:05:25.000 --> 00:05:28.000]  其他猶太背景的基督徒呢
[00:05:28.000 --> 00:05:33.000]  猶太人都隨著他一起裝假
[00:05:33.000 --> 00:05:35.000]  還有誰也裝假
[00:05:35.000 --> 00:05:41.000]  巴拉巴也裝假
[00:05:41.000 --> 00:05:44.000]  所以保羅責備彼得
[00:05:44.000 --> 00:05:49.000]  因他有可責之處
[00:05:49.000 --> 00:05:51.000]  他什麼可責
[00:05:51.000 --> 00:05:54.000]  他有什麼需要被責備的
[00:05:54.000 --> 00:05:56.000]  我是大弟子
[00:05:56.000 --> 00:05:59.000]  耶穌的門徒我是老大
[00:05:59.000 --> 00:06:01.000]  你保羅算幾顆蔥
[00:06:01.000 --> 00:06:03.000]  你還敢責備我
[00:06:03.000 --> 00:06:04.000]  是不是
[00:06:04.000 --> 00:06:05.000]  親愛的兄弟妹
[00:06:05.000 --> 00:06:07.000]  所以這個安提阿事件不得了
[00:06:07.000 --> 00:06:09.000]  這個發生這件事情
[00:06:09.000 --> 00:06:12.000]  在歷史上面是非常重要的一件事情
[00:06:12.000 --> 00:06:13.000]  對不對
[00:06:13.000 --> 00:06:15.000]  到底是應該聽保羅的
[00:06:15.000 --> 00:06:17.000]  還是聽彼得的呢
[00:06:17.000 --> 00:06:20.000]  這是一個非常重要的一件事情
[00:06:20.000 --> 00:06:22.000]  在整個的神學上面來講
[00:06:22.000 --> 00:06:26.000]  這一次的事件關係重要
[00:06:26.000 --> 00:06:27.000]  好了
[00:06:27.000 --> 00:06:30.000]  彼得保羅責備他什麼呢
[00:06:30.000 --> 00:06:34.000]  彼得責備他裝假
[00:06:34.000 --> 00:06:37.000]  什麼叫裝假
[00:06:37.000 --> 00:06:39.000]  裝假這個字
[00:06:39.000 --> 00:06:41.000]  其實原來的意思就是
[00:06:41.000 --> 00:06:46.000]  那些演員演戲戴的面具
[00:06:46.000 --> 00:06:48.000]  所以裝假這個字
[00:06:48.000 --> 00:06:51.000]  跟這個假冒為善
[00:06:51.000 --> 00:06:55.000]  這個字是同樣的字
[00:06:55.000 --> 00:06:57.000]  所以保羅說
[00:06:57.000 --> 00:07:00.000]  彼得他裝假
[00:07:00.000 --> 00:07:02.000]  他帶來一個結果就是
[00:07:02.000 --> 00:07:04.000]  其他的猶太人包括巴拉巴
[00:07:04.000 --> 00:07:05.000]  跟著他一起裝假
[00:07:05.000 --> 00:07:06.000]  水火裝假
[00:07:06.000 --> 00:07:08.000]  看到沒有
[00:07:08.000 --> 00:07:11.000]  這表示這一幫人都裝假
[00:07:11.000 --> 00:07:15.000]  都假冒為善
[00:07:15.000 --> 00:07:17.000]  現在第五點
[00:07:17.000 --> 00:07:20.000]  基督徒會不會裝假
[00:07:20.000 --> 00:07:23.000]  會不會
[00:07:23.000 --> 00:07:25.000]  你發現
[00:07:25.000 --> 00:07:29.000]  剛剛信主的不太容易裝假
[00:07:29.000 --> 00:07:34.000]  越容易裝假的是誰你知道嗎
[00:07:34.000 --> 00:07:37.000]  都不敢講
[00:07:37.000 --> 00:07:41.000]  最容易裝假的是誰
[00:07:41.000 --> 00:07:46.000]  你這個安德烈
[00:07:46.000 --> 00:07:48.000]  很好
[00:07:48.000 --> 00:07:51.000]  信主越糗越容易裝假
[00:07:51.000 --> 00:08:11.000]  跟你旁邊說不要裝假
[00:08:11.000 --> 00:08:23.000]  可能有點次序有點不對了
[00:08:23.000 --> 00:08:25.000]  什麼是裝假
[00:08:25.000 --> 00:08:27.000]  在聖經上你們提到
[00:08:27.000 --> 00:08:29.000]  耶穌告訴門徒們說
[00:08:29.000 --> 00:08:34.000]  你們要防備法力賽人的教
[00:08:34.000 --> 00:08:35.000]  那耶穌做了解釋
[00:08:35.000 --> 00:08:40.000]  什麼叫做法力賽人的教
[00:08:40.000 --> 00:08:41.000]  有人列孝
[00:08:41.000 --> 00:08:42.000]  這兩個都可以
[00:08:42.000 --> 00:08:43.000]  孝有沒有
[00:08:43.000 --> 00:08:45.000]  孝有沒有
[00:08:45.000 --> 00:08:49.000]  你做麵包做饅頭需要什麼
[00:08:49.000 --> 00:08:51.000]  需要發孝粉
[00:08:51.000 --> 00:08:54.000]  做蔥油餅要不要
[00:08:54.000 --> 00:08:59.000]  就考驗出來你會不會做菜
[00:08:59.000 --> 00:09:02.000]  做麵包做這些發的東西
[00:09:02.000 --> 00:09:03.000]  你要孝粉對不對
[00:09:03.000 --> 00:09:04.000]  所以耶穌說
[00:09:04.000 --> 00:09:07.000]  你要防備法力賽人的孝
[00:09:07.000 --> 00:09:10.000]  意思就是說
[00:09:10.000 --> 00:09:12.000]  法力賽人影響到你
[00:09:12.000 --> 00:09:15.000]  就好像那個孝一進來怎麼樣
[00:09:15.000 --> 00:09:18.000]  整個拳團就發起來了
[00:09:18.000 --> 00:09:19.000]  那個孝是什麼呢
[00:09:19.000 --> 00:09:25.000]  耶穌講的就是不要假冒為善
[00:09:25.000 --> 00:09:28.000]  法力賽人就是假冒為善
[00:09:28.000 --> 00:09:30.000]  還記得
[00:09:30.000 --> 00:09:32.000]  還記得聖經上裡面
[00:09:32.000 --> 00:09:34.000]  耶穌舉了一個例子對不對
[00:09:34.000 --> 00:09:37.000]  有一個法力賽人
[00:09:37.000 --> 00:09:39.000]  他在會堂裡面禱告的時候
[00:09:39.000 --> 00:09:41.000]  他頭抬起來
[00:09:41.000 --> 00:09:43.000]  兩隻手伸起來
[00:09:43.000 --> 00:09:45.000]  高高的舉起來
[00:09:45.000 --> 00:09:49.000]  然後一隻手指著旁邊的那個罪人
[00:09:49.000 --> 00:09:51.000]  那個瑞麗
[00:09:51.000 --> 00:09:54.000]  他說上帝你看我
[00:09:54.000 --> 00:09:58.000]  我固定每個月都做十一奉獻
[00:09:58.000 --> 00:10:01.000]  上帝你看我
[00:10:01.000 --> 00:10:03.000]  我平常該做的都做了
[00:10:03.000 --> 00:10:05.000]  我也周計求仁
[00:10:05.000 --> 00:10:07.000]  我不像那一個瑞麗
[00:10:07.000 --> 00:10:09.000]  你看
[00:10:09.000 --> 00:10:13.000]  這個法力賽人在上帝的面前禱告
[00:10:13.000 --> 00:10:14.000]  是這樣子禱告
[00:10:14.000 --> 00:10:17.000]  那旁邊那一個瑞麗怎麼禱告呢
[00:10:17.000 --> 00:10:20.000]  那個瑞麗垂著胸
[00:10:20.000 --> 00:10:23.000]  然後說上帝啊
[00:10:23.000 --> 00:10:25.000]  開恩可憐我這個罪人
[00:10:25.000 --> 00:10:28.000]  請問哪一個人的禱告
[00:10:28.000 --> 00:10:32.000]  蒙上帝垂聽
[00:10:32.000 --> 00:10:37.000]  瑞麗為什麼
[00:10:37.000 --> 00:10:39.000]  因為他心口一致
[00:10:39.000 --> 00:10:42.000]  你懂我意思嗎
[00:10:42.000 --> 00:10:43.000]  法力賽人的禱告
[00:10:43.000 --> 00:10:46.000]  為什麼蒙上帝垂聽
[00:10:46.000 --> 00:10:50.000]  因為口是心非
[00:10:50.000 --> 00:10:53.000]  假冒為善
[00:10:53.000 --> 00:10:54.000]  親愛的同志們
[00:10:54.000 --> 00:10:56.000]  這就是為什麼耶穌
[00:10:56.000 --> 00:10:58.000]  在整個四福音書你去看
[00:10:58.000 --> 00:11:01.000]  耶穌常常責備法力賽人
[00:11:01.000 --> 00:11:03.000]  當然這個意思不是說法力賽人都不好
[00:11:03.000 --> 00:11:04.000]  對不對
[00:11:04.000 --> 00:11:06.000]  葉金來見耶穌的那個也是
[00:11:06.000 --> 00:11:07.000]  雷戈狄姆也是法力賽人
[00:11:07.000 --> 00:11:08.000]  懂我意思嗎
[00:11:08.000 --> 00:11:09.000]  但是呢
[00:11:09.000 --> 00:11:12.000]  當初最能最攻擊耶穌最厲害的
[00:11:12.000 --> 00:11:15.000]  就是法力賽人
[00:11:15.000 --> 00:11:16.000]  耶穌責備法力賽人
[00:11:16.000 --> 00:11:19.000]  其中一個最大的問題就是什麼
[00:11:19.000 --> 00:11:21.000]  就是他們假冒為善
[00:11:21.000 --> 00:11:24.000]  他們人之不能行
[00:11:24.000 --> 00:11:25.000]  對不對
[00:11:25.000 --> 00:11:27.000]  他們好像粉飾的墳墓一樣
[00:11:27.000 --> 00:11:28.000]  外面漂亮
[00:11:28.000 --> 00:11:29.000]  裡面怎麼樣
[00:11:29.000 --> 00:11:34.000]  充滿了詭詐嫉妒紛爭仇恨
[00:11:34.000 --> 00:11:39.000]  因此神不要我們做假冒為善的人
[00:11:39.000 --> 00:11:43.000]  在美國的這個做過的一個統計
[00:11:43.000 --> 00:11:44.000]  他裡面提到說
[00:11:44.000 --> 00:11:47.000]  美國人的世界觀
[00:11:47.000 --> 00:11:49.000]  這個參加禱告會就常常我提
[00:11:49.000 --> 00:11:51.000]  常常聽我提
[00:11:51.000 --> 00:11:53.000]  世界觀
[00:11:53.000 --> 00:11:54.000]  也許我們中文裡面
[00:11:54.000 --> 00:11:57.000]  我們不太有聽過這個字
[00:11:57.000 --> 00:12:00.000]  但是事實上我們常常都在用這個字
[00:12:00.000 --> 00:12:03.000]  我們的思想觀念所謂的世界觀
[00:12:03.000 --> 00:12:08.000]  就是你用什麼角度來看這個世界
[00:12:08.000 --> 00:12:11.000]  那麼根據這個統計
[00:12:11.000 --> 00:12:16.000]  發現說美國人的世界觀
[00:12:16.000 --> 00:12:21.000]  92%都是混合主義的世界觀
[00:12:21.000 --> 00:12:22.000]  什麼意思呢
[00:12:22.000 --> 00:12:27.000]  大概有七種主要的這些的世界觀
[00:12:27.000 --> 00:12:28.000]  馬克思主義
[00:12:28.000 --> 00:12:30.000]  這個泛林論
[00:12:30.000 --> 00:12:32.000]  還有這種後現代主義
[00:12:32.000 --> 00:12:36.000]  等等這些在影響著美國人的思想
[00:12:36.000 --> 00:12:39.000]  所以他的思想觀念裡面是混雜的
[00:12:39.000 --> 00:12:42.000]  你懂我意思嗎
[00:12:42.000 --> 00:12:45.000]  92%
[00:12:45.000 --> 00:12:49.000]  這是非常高的比例
[00:12:49.000 --> 00:12:55.000]  那麼其中基督徒
[00:12:55.000 --> 00:12:59.000]  有66%的人
[00:12:59.000 --> 00:13:03.000]  他們稱自己是基督徒
[00:13:03.000 --> 00:13:05.000]  而他們有聖經世界觀
[00:13:05.000 --> 00:13:07.000]  這是相對的
[00:13:07.000 --> 00:13:09.000]  聖經世界觀就是以聖經
[00:13:09.000 --> 00:13:10.000]  以神的話
[00:13:10.000 --> 00:13:13.000]  作為他形式為人的
[00:13:13.000 --> 00:13:15.000]  這樣子的一種世界觀
[00:13:15.000 --> 00:13:20.000]  他說基督徒當中有6%的基督徒
[00:13:20.000 --> 00:13:25.000]  他們是聖經世界觀的基督徒
[00:13:25.000 --> 00:13:26.000]  這個意思就是說
[00:13:26.000 --> 00:13:30.000]  在美國有66%的基督徒
[00:13:30.000 --> 00:13:31.000]  但是呢
[00:13:31.000 --> 00:13:33.000]  就是說自稱是基督徒
[00:13:33.000 --> 00:13:37.000]  但是只有6%的基督徒
[00:13:37.000 --> 00:13:44.000]  他們是按照聖經的原則形式為人
[00:13:44.000 --> 00:13:46.000]  那麼這個意思就表明說
[00:13:46.000 --> 00:13:50.000]  有百分之多少
[00:13:50.000 --> 00:13:55.000]  有60%的自稱基督徒的基督徒
[00:13:55.000 --> 00:13:59.000]  他形式為人就是法律賽人
[00:13:59.000 --> 00:14:03.000]  懂我意思嗎
[00:14:03.000 --> 00:14:04.000]  他雖是基督徒
[00:14:04.000 --> 00:14:06.000]  但是他形式為人
[00:14:06.000 --> 00:14:08.000]  不按照基督的樣式
[00:14:08.000 --> 00:14:10.000]  不按照聖經的原則起行
[00:14:10.000 --> 00:14:13.000]  那這是給我們一個很深的提醒
[00:14:13.000 --> 00:14:15.000]  我不知道利用者們
[00:14:15.000 --> 00:14:16.000]  因為這種統計數據
[00:14:16.000 --> 00:14:18.000]  通常都是針對美國的
[00:14:18.000 --> 00:14:20.000]  美國很多這一類統計數據
[00:14:20.000 --> 00:14:22.000]  我們中國也好或者是台灣也好
[00:14:22.000 --> 00:14:24.000]  很少做這一類的統計
[00:14:24.000 --> 00:14:25.000]  我不知道
[00:14:25.000 --> 00:14:28.000]  但是我們今天生長在美國這個地方
[00:14:28.000 --> 00:14:30.000]  我們要問一下我們自己
[00:14:30.000 --> 00:14:32.000]  我們是什麼樣的基督徒
[00:14:32.000 --> 00:14:33.000]  跟你旁邊說
[00:14:33.000 --> 00:14:37.000]  你要做有聖經世界觀的基督徒
[00:14:44.000 --> 00:14:47.000]  我在宣教的時候
[00:14:47.000 --> 00:14:51.000]  那麼有一次在一個教會
[00:14:51.000 --> 00:14:53.000]  在這個教會
[00:14:53.000 --> 00:14:57.000]  他們當時候正要準備建禮拜堂
[00:14:57.000 --> 00:15:00.000]  那麼我幫助了他們
[00:15:00.000 --> 00:15:02.000]  大概一年的時間
[00:15:02.000 --> 00:15:05.000]  教會一直都沒有牧者
[00:15:05.000 --> 00:15:09.000]  他們都是靠我們這些宣教士
[00:15:09.000 --> 00:15:12.000]  或者是曾經有過牧者去
[00:15:12.000 --> 00:15:15.000]  但是也都待不久就後來走了
[00:15:15.000 --> 00:15:16.000]  所以我們去的時候
[00:15:16.000 --> 00:15:17.000]  我們在那個地方宣教
[00:15:17.000 --> 00:15:19.000]  我們也只是短暫的停留
[00:15:19.000 --> 00:15:22.000]  那我們就是幫助他們
[00:15:22.000 --> 00:15:23.000]  那麼感謝主
[00:15:23.000 --> 00:15:25.000]  慢慢的在這個差不多
[00:15:25.000 --> 00:15:27.000]  其實沒有到一年
[00:15:27.000 --> 00:15:29.000]  因為我前面的一段時間
[00:15:29.000 --> 00:15:30.000]  都是去在學語言
[00:15:30.000 --> 00:15:33.000]  所以到後面我才去幫忙這個教會
[00:15:33.000 --> 00:15:35.000]  但至少半年的時間
[00:15:35.000 --> 00:15:37.000]  這個教會慢慢的從四十幾個人
[00:15:37.000 --> 00:15:39.000]  後來變成六十幾個人
[00:15:39.000 --> 00:15:41.000]  丟子們們也開始彼此相愛
[00:15:41.000 --> 00:15:43.000]  同工們彼此相愛等等
[00:15:43.000 --> 00:15:45.000]  這些非常好
[00:15:45.000 --> 00:15:47.000]  可是後來當我離開之後呢
[00:15:47.000 --> 00:15:51.000]  那麼我就幫助他們
[00:15:51.000 --> 00:15:53.000]  設立了兩個弟兄
[00:15:53.000 --> 00:15:57.000]  讓他們可以在主日講台講道
[00:15:57.000 --> 00:15:59.000]  也訓練他們
[00:15:59.000 --> 00:16:00.000]  就這樣走了
[00:16:00.000 --> 00:16:01.000]  那離開之後
[00:16:01.000 --> 00:16:03.000]  我還保持跟他們一些的聯繫
[00:16:03.000 --> 00:16:05.000]  也經常為他們禱告
[00:16:05.000 --> 00:16:06.000]  結果有一天
[00:16:06.000 --> 00:16:08.000]  他們這個一個負責弟兄
[00:16:08.000 --> 00:16:09.000]  就告訴我說
[00:16:09.000 --> 00:16:11.000]  他說葛穆斯
[00:16:11.000 --> 00:16:14.000]  你離開前設立的那個弟兄
[00:16:14.000 --> 00:16:17.000]  也是教會的知識
[00:16:17.000 --> 00:16:19.000]  他在教會裡面講道
[00:16:19.000 --> 00:16:22.000]  告訴大家要見堂奉獻
[00:16:22.000 --> 00:16:25.000]  因為當時教會正在見堂嘛
[00:16:25.000 --> 00:16:26.000]  他這邊講道
[00:16:26.000 --> 00:16:31.000]  告訴弟兄姊妹們要見堂奉獻
[00:16:31.000 --> 00:16:36.000]  但是他自己都沒有奉獻
[00:16:36.000 --> 00:16:39.000]  教會的財務
[00:16:39.000 --> 00:16:41.000]  知道這件事情
[00:16:41.000 --> 00:16:44.000]  停不下去啊
[00:16:44.000 --> 00:16:48.000]  在講台自己說要奉獻了
[00:16:48.000 --> 00:16:49.000]  叫別人奉獻
[00:16:49.000 --> 00:16:51.000]  自己不奉獻
[00:16:51.000 --> 00:16:53.000]  這叫什麼
[00:16:53.000 --> 00:16:57.000]  這叫假冒為善
[00:16:57.000 --> 00:16:58.000]  是不是
[00:16:58.000 --> 00:16:59.000]  親愛的牛仔妹
[00:16:59.000 --> 00:17:01.000]  我們會不會有這個問題啊
[00:17:01.000 --> 00:17:04.000]  會不會
[00:17:04.000 --> 00:17:09.000]  我們會不會有假冒為善的問題啊
[00:17:09.000 --> 00:17:10.000]  我們很容易會有
[00:17:10.000 --> 00:17:15.000]  假冒為善的問題
[00:17:15.000 --> 00:17:18.000]  這個秩序上要回到前面了
[00:17:18.000 --> 00:17:22.000]  親愛的牛仔妹
[00:17:22.000 --> 00:17:26.000]  這個
[00:17:26.000 --> 00:17:29.000]  我在一個教會服事的時候
[00:17:29.000 --> 00:17:34.000]  那麼在我還沒有到之前
[00:17:34.000 --> 00:17:38.000]  教會的禱告會很可憐
[00:17:38.000 --> 00:17:39.000]  後來我去之後
[00:17:39.000 --> 00:17:40.000]  你們也知道
[00:17:40.000 --> 00:17:43.000]  這個牧師很看重禱告
[00:17:43.000 --> 00:17:48.000]  我就說把禱告會要重新建立起來
[00:17:48.000 --> 00:17:53.000]  那麼我就講台上大聲疾呼
[00:17:53.000 --> 00:17:54.000]  慢慢慢慢開始
[00:17:54.000 --> 00:17:57.000]  一些弟兄姊妹就回來禱告會了
[00:17:57.000 --> 00:18:00.000]  但是有一些長職
[00:18:00.000 --> 00:18:02.000]  他就不會來
[00:18:02.000 --> 00:18:08.000]  他就不來禱告會
[00:18:08.000 --> 00:18:12.000]  我後來好多次公開的講
[00:18:12.000 --> 00:18:13.000]  我說你做長職的
[00:18:13.000 --> 00:18:15.000]  你不來禱告會
[00:18:15.000 --> 00:18:19.000]  你怎麼有資格做長職
[00:18:19.000 --> 00:18:21.000]  你自己不來禱告會
[00:18:21.000 --> 00:18:23.000]  你怎麼可能期望弟兄姊妹來禱告
[00:18:23.000 --> 00:18:25.000]  你懂我意思嗎
[00:18:25.000 --> 00:18:26.000]  就像我做牧師的
[00:18:26.000 --> 00:18:28.000]  如果說我自己不來禱告會
[00:18:28.000 --> 00:18:32.000]  親愛的牛仔妹你會來嗎
[00:18:32.000 --> 00:18:36.000]  在台灣有一個教會的主任牧師
[00:18:36.000 --> 00:18:38.000]  教會有個弟兄非常愛主
[00:18:38.000 --> 00:18:40.000]  哇 愛主起來啊
[00:18:40.000 --> 00:18:41.000]  開始學韓國教會
[00:18:41.000 --> 00:18:43.000]  早上五點鐘來教會裡面晨禱
[00:18:43.000 --> 00:18:45.000]  跟牧師提了好幾次
[00:18:45.000 --> 00:18:46.000]  牧師我們要不要開始
[00:18:46.000 --> 00:18:48.000]  早上五點鐘的晨禱
[00:18:48.000 --> 00:18:52.000]  牧師說 哎呀 太早了
[00:18:52.000 --> 00:18:54.000]  好了
[00:18:54.000 --> 00:18:56.000]  到最後這個弟兄沒辦法
[00:18:56.000 --> 00:18:58.000]  就自己找了一些
[00:18:58.000 --> 00:19:01.000]  追求的弟兄姊妹們
[00:19:01.000 --> 00:19:06.000]  就自己開始了早上的晨禱
[00:19:06.000 --> 00:19:12.000]  就是你會不會覺得很奇怪
[00:19:12.000 --> 00:19:15.000]  你如果在台灣的背景就了解了
[00:19:15.000 --> 00:19:17.000]  在台灣的教會
[00:19:17.000 --> 00:19:22.000]  沒有晨禱的是稀有動物
[00:19:22.000 --> 00:19:24.000]  換句話說就好像
[00:19:24.000 --> 00:19:25.000]  我也用韓國來講
[00:19:25.000 --> 00:19:27.000]  在韓國的教會
[00:19:27.000 --> 00:19:30.000]  如果牧師不早上起來禱告
[00:19:30.000 --> 00:19:32.000]  這個牧師是沒辦法做牧師的
