
[00:00:00.000 --> 00:00:02.740]  因爲保羅的福音很大
[00:04:19.600 --> 00:04:28.400]  傳給萬世萬代的人聽
[00:04:28.400 --> 00:04:31.600]  一個星期前是黃金週
[00:04:31.600 --> 00:04:34.500]  我不知道大家有沒有去那裏玩
[00:04:34.500 --> 00:04:37.700]  前兩天我有個朋友
[00:04:37.700 --> 00:04:40.000]  電郵了一些旅行照片給我看
[00:04:40.000 --> 00:04:44.200]  擺明是在那裏浪費時間
[00:04:44.200 --> 00:04:45.700]  他拍了一張照片
[00:04:45.700 --> 00:04:47.700]  這個小島世外桃源
[00:04:47.700 --> 00:04:51.900]  還在直升機上拍照
[00:04:51.900 --> 00:04:55.700]  這個世外桃源在哪裏
[00:04:55.700 --> 00:04:59.700]  真是善殺旁人
[00:04:59.700 --> 00:05:03.300]  原來他去度假的這個地方
[00:05:03.300 --> 00:05:07.900]  巴布亞新幾內亞附近的一個小島
[00:05:07.900 --> 00:05:10.300]  但有趣的是
[00:05:10.300 --> 00:05:15.500]  這個小島不單止是他們今次度假的目的地
[00:05:15.500 --> 00:05:20.700]  更加是他們一家過去幾年的家
[00:05:20.700 --> 00:05:25.100]  與此是我神學院時候的同學
[00:05:25.100 --> 00:05:27.500]  2009年開始
[00:05:27.500 --> 00:05:29.900]  她和她先生還有兩個女兒
[00:05:29.900 --> 00:05:36.100]  搬到這個鮮爲人知的小島上去居住
[00:05:36.100 --> 00:05:38.900]  他們的目的其實很簡單
[00:05:38.900 --> 00:05:42.700]  就是學他們當地的語言
[00:05:42.700 --> 00:05:45.300]  爲了要將上帝的福音
[00:05:45.300 --> 00:05:49.900]  基督的福音傳給當地的土人
[00:05:49.900 --> 00:05:52.300]  這羣土人說的語言
[00:05:52.300 --> 00:05:56.500]  我也不知道怎麼讀叫BM
[00:05:56.500 --> 00:06:01.500]  這個語言只有口語沒有文字
[00:06:01.500 --> 00:06:06.300]  於是他們一家還有另外兩個宣教的家庭
[00:06:06.300 --> 00:06:08.100]  一起住在那裏
[00:06:08.100 --> 00:06:11.300]  一起努力學習他們的口語
[00:06:11.300 --> 00:06:16.300]  一方面不斷和他們分享我們所信的福音
[00:06:16.300 --> 00:06:21.300]  另外慢慢他們將那些口語變成文字
[00:06:21.300 --> 00:06:22.500]  他們是沒有文字的
[00:06:22.500 --> 00:06:26.300]  但他們要爲他們創造一個新的文字
[00:06:26.300 --> 00:06:27.100]  爲什麼?
[00:06:27.100 --> 00:06:33.300]  因爲他們最終的目的是要將聖經翻譯成他們的文字
[00:06:33.300 --> 00:06:34.500]  爲什麼要這麼做?
[00:06:34.500 --> 00:06:41.900]  以至那裏的子子孫孫以後可以通過聖經認識上帝
[00:06:41.900 --> 00:06:44.300]  你說需要這麼大工程嗎?
[00:06:44.300 --> 00:06:46.700]  創造文字?
[00:06:46.700 --> 00:06:48.100]  傳下福音就可以了
[00:06:48.100 --> 00:06:50.900]  有人信主缺志就算了
[00:06:50.900 --> 00:06:57.500]  需要這麼大工程要創造一個文字翻譯成聖經給他們嗎?
[00:06:57.500 --> 00:06:59.500]  劉牧師究竟有多少這樣的土人?
[00:06:59.500 --> 00:07:05.700]  市場有多大?
[00:07:05.700 --> 00:07:06.500]  這種土人
[00:07:06.500 --> 00:07:08.700]  講這種語言的土人
[00:07:08.700 --> 00:07:12.300]  全世界只有二千幾個
[00:07:12.300 --> 00:07:14.900]  不夠三千
[00:07:14.900 --> 00:07:16.900]  哪有錢賺的?
[00:07:16.900 --> 00:07:22.300]  買聖經也賺不了錢
[00:07:22.300 --> 00:07:26.500]  劉牧師你覺得值不值得?
[00:07:26.500 --> 00:07:28.300]  絕對值得
[00:07:28.300 --> 00:07:31.300]  不是這羣土人值得
[00:07:31.300 --> 00:07:33.300]  是耶穌值得
[00:07:33.300 --> 00:07:37.700]  Jesus is worthy
[00:07:37.700 --> 00:07:38.700]  從人的角度
[00:07:38.700 --> 00:07:42.700]  這是完全失敗的生意
[00:07:42.700 --> 00:07:48.100]  怎麼可以花這麼多精力、人力
[00:07:48.100 --> 00:07:54.100]  爲一羣二三千人去做一件這麼大的工程
[00:07:54.100 --> 00:07:56.300]  但我們不是爲這些人做
[00:07:56.300 --> 00:08:01.500]  我們是爲我們的主而做
[00:08:01.500 --> 00:08:03.100]  靠着上帝的恩典
[00:08:03.100 --> 00:08:05.700]  福音的大能
[00:08:05.700 --> 00:08:13.700]  今天在BM土人中間已經有一個活生生的教會
[00:08:13.700 --> 00:08:14.700]  可能你會說
[00:08:14.700 --> 00:08:17.300]  你的朋友功德圓滿
[00:08:17.300 --> 00:08:18.300]  功成身退
[00:08:18.300 --> 00:08:21.300]  現在不用再在那裏挨世界了
[00:08:21.300 --> 00:08:23.300]  於是你的朋友就回去度假了
[00:08:23.300 --> 00:08:26.100]  是不是?
[00:08:26.100 --> 00:08:29.300]  不是
[00:08:29.300 --> 00:08:31.300]  我朋友在2011年的時候
[00:08:31.300 --> 00:08:32.700]  去了那裏兩年多
[00:08:32.700 --> 00:08:35.700]  發覺自己患上癌症
[00:08:35.700 --> 00:08:39.700]  他花了一段時間回到臺灣治療
[00:08:39.700 --> 00:08:44.300]  總算後來可以再回去繼續他的事工
[00:08:44.300 --> 00:08:47.700]  不過最近我的朋友的癌症又再犯法
[00:08:47.700 --> 00:08:53.900]  他現在又要回到臺灣去醫病
[00:08:53.900 --> 00:08:59.100]  其實他不知道他這次醫得會不會醫得好
[00:08:59.100 --> 00:09:00.900]  但他回到臺灣之後
[00:09:00.900 --> 00:09:03.700]  他們一家很想念當地的弟兄姊妹
[00:09:03.700 --> 00:09:07.700]  於是他們特意飛了回去
[00:09:07.700 --> 00:09:09.100]  我的朋友去了那裏三天
[00:09:09.100 --> 00:09:12.700]  因爲他的病令他很累
[00:09:12.700 --> 00:09:17.900]  他希望有機會和這班弟兄姊妹
[00:09:17.900 --> 00:09:22.500]  今生做一個道別
[00:09:22.500 --> 00:09:26.700]  這次很可能是他最後一次在地上
[00:09:26.700 --> 00:09:34.100]  可以和他所認識的弟兄姊妹擁抱敬拜
[00:09:34.100 --> 00:09:36.300]  親愛的弟兄姊妹
[00:09:36.300 --> 00:09:37.700]  你的耶穌有多大?
[00:09:37.700 --> 00:09:40.900]  你的耶穌有多大?
[00:09:40.900 --> 00:09:45.300]  你的耶穌可不可以派你離開你的家
[00:09:45.300 --> 00:09:48.500]  前往一個遙遠的小島?
[00:09:48.500 --> 00:09:52.500]  你的福音有多大?
[00:09:52.500 --> 00:09:54.700]  你的小島在哪裏?
[00:09:54.700 --> 00:10:01.700]  你有沒有足夠福音的火力去轟炸你的小島?
[00:10:01.700 --> 00:10:04.100]  我記得很多年前當上帝呼召我的時候
[00:10:04.100 --> 00:10:05.300]  我也有個夢想
[00:10:05.300 --> 00:10:06.700]  我的夢想就是我可以有一天
[00:10:06.700 --> 00:10:11.900]  去到一個福音還沒到的地方去傳講福音
[00:10:11.900 --> 00:10:13.300]  所以我聽到
[00:10:13.300 --> 00:10:16.700]  看到我朋友的呼召
[00:10:16.700 --> 00:10:21.100]  我很羨慕他
[00:10:21.100 --> 00:10:25.500]  不過上帝沒有安排我去一個二三千人的小島
[00:10:25.500 --> 00:10:29.900]  他卻差遣我去一個幾百萬人口的小島
[00:10:29.900 --> 00:10:32.100]  既然人那麼多
[00:10:32.100 --> 00:10:36.500]  我們需要的火力就要更大
[00:10:36.500 --> 00:10:43.300]  我們一定要研製更具威力的福音武器
[00:10:43.300 --> 00:10:44.300]  親愛的弟兄姊妹
[00:10:44.300 --> 00:10:48.900]  你願不願意和我一起努力去研究
[00:10:48.900 --> 00:10:50.900]  這個福音的武器
[00:10:50.900 --> 00:10:56.300]  你願不願意自己成爲一個福音的武器?
[00:10:56.300 --> 00:11:02.300]  願我們的公理堂成爲一個天國的兵工廠
[00:11:02.300 --> 00:11:06.900]  將我們當中的會友炸個粉身碎骨
[00:11:06.900 --> 00:11:10.300]  七彩繽紛不似人形
[00:11:10.300 --> 00:11:15.300]  讓我們每一個人都成爲天國的樣式
[00:11:15.300 --> 00:11:22.100]  讓公理堂我們的教會在香港引發一場福音大爆炸
[00:11:22.100 --> 00:11:26.700]  願這個成爲我們的祈禱
[00:11:26.700 --> 00:11:28.700]  我們天父我們再次感謝你
[00:11:28.700 --> 00:11:31.100]  求主你幫助我們
[00:11:31.100 --> 00:11:33.700]  因爲我們需要聽你的提醒
[00:11:33.700 --> 00:11:39.900]  我們需要聽保祿的心聲
[00:11:39.900 --> 00:11:46.700]  保祿主讓我們驚訝
[00:11:46.700 --> 00:11:50.300]  一個這麼微小的人
[00:11:50.300 --> 00:11:57.300]  二千年前微不足道的一個小子
[00:11:57.300 --> 00:12:04.300]  竟然有一個這麼巨大的野心
[00:12:04.300 --> 00:12:07.900]  他的心是他自己的子民
[00:12:07.900 --> 00:12:08.900]  猶太人
[00:12:08.900 --> 00:12:10.700]  心是不外邦人
[00:12:10.700 --> 00:12:18.500]  更加心是福音未到的地方
[00:12:18.500 --> 00:12:22.700]  主爲什麼你要將一個這樣的小子
[00:12:22.700 --> 00:12:25.500]  放在聖經裏面?
[00:12:25.500 --> 00:12:31.900]  難道你也希望今天的教會成爲保祿的樣式?
[00:12:31.900 --> 00:12:34.500]  求主你幫助我們
[00:12:34.500 --> 00:12:38.300]  我們實在是活在一個饑荒旱災的時候
[00:12:38.300 --> 00:12:41.900]  我們需要你的話語
[00:12:41.900 --> 00:12:44.700]  我們需要的是爆炸專家
[00:12:44.700 --> 00:12:47.300]  不是拆彈專家
[00:12:47.300 --> 00:12:55.100]  幫助我們用心研製天國的武器
[00:12:55.100 --> 00:12:56.500]  在這個時代
[00:12:56.500 --> 00:13:00.100]  在我們所屬的教會里面
[00:13:00.100 --> 00:13:02.900]  將福音引爆
[00:13:02.900 --> 00:13:04.100]  祝福我們在一起的時候
[00:13:04.100 --> 00:13:04.900]  我們這樣祈禱
[00:13:04.900 --> 00:13:06.420]  奉主耶穌基督的名禱
[00:13:06.420 --> 00:13:08.420]  阿們
