
[00:00:00.000 --> 00:00:06.000]  若我們一起禱告,我們等候神去真摰,去向我們講說話
[00:02:39.000 --> 00:02:43.000]  從這個字裏面就出了Nazism這個字
[00:02:43.000 --> 00:02:48.000]  就是自戀狂,納西斯主義
[00:02:48.000 --> 00:02:52.000]  就是指那些過度傾慕自己,崇拜自己
[00:02:52.000 --> 00:02:55.000]  心裏由早到晚只想著自己
[00:02:55.000 --> 00:03:01.000]  以為自己是這個世界的中心的一種思維
[00:03:01.000 --> 00:03:08.000]  Nazism,自戀狂其實都是現在21世紀氾濫的思潮
[00:03:08.000 --> 00:03:12.000]  當一切的權威,一切的客觀標準
[00:03:12.000 --> 00:03:17.000]  都給不了他們解決那麼多複雜的問題的答案的時候
[00:03:17.000 --> 00:03:21.000]  人就會傾向覺得所有的答案都在自己那裏
[00:03:21.000 --> 00:03:24.000]  所以那個Me,我是最重要
[00:03:24.000 --> 00:03:29.000]  頂姐妹,這種思維也引發了現在另外一些的文化
[00:03:29.000 --> 00:03:32.000]  第一,就是物質主義
[00:03:32.000 --> 00:03:37.000]  人認為不要理那麼多,最重要就是享受物質
[00:03:37.000 --> 00:03:40.000]  一切的物質滿足是生命最重要
[00:03:40.000 --> 00:03:45.000]  所以有人沉溺去買東西,有人沉溺去旅行
[00:03:45.000 --> 00:03:48.000]  有人沉溺去搜羅不同的美食
[00:03:48.000 --> 00:03:52.000]  另外一種的主義就是相對主義
[00:03:52.000 --> 00:03:57.000]  相對主義就是說這個世界是沒有放諸四海都不變的準則
[00:03:57.000 --> 00:03:59.000]  一切都是相對
[00:03:59.000 --> 00:04:01.000]  不知道大家最近有沒有發現
[00:04:01.000 --> 00:04:04.000]  新聞裏面有一個理大的調查
[00:04:04.000 --> 00:04:10.000]  這個調查的結果就說香港人是嚴以待人,寬以律己
[00:04:10.000 --> 00:04:17.000]  他說66%的香港人都不接受其他人和他吃飯的時候玩手機
[00:04:17.000 --> 00:04:21.000]  但是77%的人又說自己都會這樣做
[00:04:21.000 --> 00:04:27.000]  63%的人是不接受逛街的時候玩手機
[00:04:27.000 --> 00:04:32.000]  但是77%就說自己都會這樣做
[00:04:32.000 --> 00:04:37.000]  這個調查就反映香港人對於手機都是很相對主義
[00:04:37.000 --> 00:04:41.000]  自己做就行,別人做就不行
[00:04:41.000 --> 00:04:45.000]  今天基督徒都受著這種自戀主義所影響
[00:04:45.000 --> 00:04:47.000]  我們的自我很大
[00:04:47.000 --> 00:04:51.000]  所以我們的自我很多時候和耶穌爭椅子坐
[00:04:51.000 --> 00:04:53.000]  而且非常激烈
[00:04:53.000 --> 00:04:57.000]  結果就是我們說自己信耶穌
[00:04:57.000 --> 00:05:00.000]  但是其實是某部分去信耶穌
[00:05:00.000 --> 00:05:07.000]  因為徹底我們不願意讓耶穌去管理我們生命的所有部分
[00:05:07.000 --> 00:05:10.000]  所以我們會選擇性去侍奉
[00:05:10.000 --> 00:05:13.000]  我們會選擇一些適合自己的服事
[00:05:13.000 --> 00:05:16.000]  會逃避一些要付代價的服事
[00:05:16.000 --> 00:05:20.000]  不願意讓耶穌做完全生命的主
[00:05:20.000 --> 00:05:23.000]  其實這樣和拜偶像沒什麼分別
[00:05:23.000 --> 00:05:27.000]  因為我們某些地方願意耶穌管理
[00:05:27.000 --> 00:05:30.000]  而某些地方其實是敬拜自己
[00:05:30.000 --> 00:05:32.000]  我的工作可以被神管理
[00:05:32.000 --> 00:05:36.000]  但是我的感情生活我不願意被神管理
[00:05:36.000 --> 00:05:37.000]  弟兄姊妹
[00:05:37.000 --> 00:05:39.000]  我記得在啟示錄裏面
[00:05:39.000 --> 00:05:42.000]  神去集被老弟家的教會
[00:05:42.000 --> 00:05:45.000]  講到那些不冷不熱的教徒
[00:05:45.000 --> 00:05:47.000]  神會將他們吐出來
[00:05:47.000 --> 00:05:51.000]  神是不願意使用這樣的指紋
[00:05:51.000 --> 00:05:54.000]  其實這些問題一點都不新鮮
[00:05:54.000 --> 00:05:58.000]  聖聖列文這麼多年來都是面對這個問題
[00:05:58.000 --> 00:06:00.000]  所以神興起很多領袖
[00:06:00.000 --> 00:06:02.000]  嚴詞地去集被
[00:06:02.000 --> 00:06:03.000]  去挑戰他們
[00:06:03.000 --> 00:06:05.000]  都是因為這個問題
[00:06:05.000 --> 00:06:07.000]  而最終他們趕離場
[00:06:07.000 --> 00:06:09.000]  離開了應許之地
[00:06:09.000 --> 00:06:12.000]  今天我們要看的其中一個神的僕人
[00:06:12.000 --> 00:06:14.000]  就是約書亞
[00:06:14.000 --> 00:06:18.000]  我們看一看約書亞臨終的一段說話
[00:06:18.000 --> 00:06:20.000]  他怎樣去挑戰神的指紋
[00:06:20.000 --> 00:06:23.000]  做一個最重要的選擇
[00:06:23.000 --> 00:06:25.000]  過去差不多半年的時間
[00:06:25.000 --> 00:06:27.000]  我們去看約書亞記
[00:06:27.000 --> 00:06:29.000]  不知道大家對約書亞記
[00:06:29.000 --> 00:06:32.000]  有什麼學習是最深刻的
[00:06:32.000 --> 00:06:34.000]  今天來到約書亞的結尾
[00:06:34.000 --> 00:06:37.000]  是24章的1至28節
[00:06:37.000 --> 00:06:39.000]  另外我也會看一些23章
[00:06:39.000 --> 00:06:43.000]  23和24章都是約書亞的遺言
[00:06:43.000 --> 00:06:45.000]  其實就記載了整個約書亞記
[00:06:45.000 --> 00:06:48.000]  最重要最核心的信息
[00:06:48.000 --> 00:06:49.000]  踏入十月份
[00:06:49.000 --> 00:06:52.000]  啟福堂就來到新蒲崗一年了
[00:06:52.000 --> 00:06:54.000]  不知道大家和我們一起
[00:06:54.000 --> 00:06:56.000]  同行這段路的這段日子裡
[00:06:56.000 --> 00:06:58.000]  有什麼感覺呢?
[00:06:58.000 --> 00:07:02.000]  其實我們前面還有很遠很遠的路要走
[00:07:02.000 --> 00:07:04.000]  今天下午我們是家會
[00:07:04.000 --> 00:07:06.000]  歡迎姐妹們出席
[00:07:06.000 --> 00:07:07.000]  在家會裡
[00:07:07.000 --> 00:07:11.000]  牧師會和我們分享前面的遺像和方向
[00:07:11.000 --> 00:07:13.000]  其實我們剛剛落腳在這個地方
[00:07:13.000 --> 00:07:16.000]  就好像現在的以色列人
[00:07:16.000 --> 00:07:18.000]  剛剛落腳在迦南地
[00:07:18.000 --> 00:07:22.000]  但是還有未完成的使命
[00:07:22.000 --> 00:07:26.000]  23章和24章記載了約書亞年老
[00:07:26.000 --> 00:07:30.000]  他感到自己快要歸到列祖那裡
[00:07:30.000 --> 00:07:31.000]  其實在聖經裡
[00:07:31.000 --> 00:07:32.000]  不知道大家有沒有留意
[00:07:32.000 --> 00:07:35.000]  都記載了很多人的遺言
[00:07:35.000 --> 00:07:39.000]  有摩西、約書亞、撒姆爾、大衛
[00:07:39.000 --> 00:07:41.000]  甚至耶穌
[00:07:41.000 --> 00:07:43.000]  其實這些末了的話
[00:07:43.000 --> 00:07:44.000]  都有一個重點
[00:07:44.000 --> 00:07:45.000]  就是說
[00:07:45.000 --> 00:07:48.000]  今天你是否願意徹底委身給神呢?
[00:07:48.000 --> 00:07:51.000]  將會決定你往後人生的路
[00:07:51.000 --> 00:07:52.000]  我們一起去看一看
[00:07:52.000 --> 00:07:54.000]  其實在這一段的經文裡
[00:07:54.000 --> 00:07:57.000]  只有一個最重要的命令
[00:07:57.000 --> 00:07:59.000]  我們看第24章的第一節
[00:07:59.000 --> 00:08:02.000]  講到背景
[00:08:02.000 --> 00:08:06.000]  約書亞知道自己快要歸到列祖那裡
[00:08:06.000 --> 00:08:08.000]  他就想將他最重要
[00:08:08.000 --> 00:08:10.000]  覺得人生裡的座右銘
[00:08:10.000 --> 00:08:12.000]  最重要的那番話
[00:08:12.000 --> 00:08:15.000]  他很願意一生和他一起經歷苦難
[00:08:15.000 --> 00:08:16.000]  經歷神的恩典
[00:08:16.000 --> 00:08:18.000]  經歷神的管教
[00:08:18.000 --> 00:08:20.000]  經歷神的應許實現
[00:08:20.000 --> 00:08:21.000]  而是他最認識
[00:08:21.000 --> 00:08:24.000]  一生都服侍的以色列民去分享
[00:08:24.000 --> 00:08:27.000]  於是他就召齊所有的以色列會眾
[00:08:27.000 --> 00:08:30.000]  包括長老、領袖、審判官和官長
[00:08:30.000 --> 00:08:32.000]  站在神的面前
[00:08:32.000 --> 00:08:34.000]  你想想這個時間
[00:08:34.000 --> 00:08:36.000]  來到事件是一個很嚴肅
[00:08:36.000 --> 00:08:38.000]  很認真的場面
[00:08:38.000 --> 00:08:40.000]  可能他選擇事件這個地方
[00:08:40.000 --> 00:08:41.000]  有兩個原因
[00:08:41.000 --> 00:08:45.000]  因為昔日亞伯蘭離開吾爾
[00:08:45.000 --> 00:08:47.000]  踏入迦南地的時候
[00:08:47.000 --> 00:08:49.000]  神選擇在事件這個地方
[00:08:49.000 --> 00:08:51.000]  第一次向他顯現
[00:08:51.000 --> 00:08:55.000]  第二個原因可能是因為亞國離開哈蘭
[00:08:55.000 --> 00:08:57.000]  回到迦南地的時候
[00:08:57.000 --> 00:08:59.000]  他在事件這個地方
[00:08:59.000 --> 00:09:01.000]  他和他的家人說
[00:09:01.000 --> 00:09:03.000]  你要將你所有的愛邦神
[00:09:03.000 --> 00:09:04.000]  全部拿出來
[00:09:04.000 --> 00:09:08.000]  然後他就將他藏在事件的橡樹底下
[00:09:08.000 --> 00:09:12.000]  當剛才大家讀這段經文的時候
[00:09:12.000 --> 00:09:15.000]  可能你發覺有很多約書亞的語氣
[00:09:15.000 --> 00:09:18.000]  字眼都很像一個人
[00:09:18.000 --> 00:09:21.000]  誰呀?
[00:09:21.000 --> 00:09:25.000]  摩西
[00:09:25.000 --> 00:09:30.000]  就好像他之前那個人
[00:09:30.000 --> 00:09:32.000]  其實在約書亞記裏
[00:09:32.000 --> 00:09:35.000]  很多時都很刻意作者
[00:09:35.000 --> 00:09:40.000]  要熟悉到約書亞就是摩西的接班人
[00:09:40.000 --> 00:09:46.000]  就是那位代替摩西帶領以色列人出入的領袖
[00:09:46.000 --> 00:09:51.000]  但其實這段經文除了像摩西所說的話之外
[00:09:51.000 --> 00:09:53.000]  其實你發覺那些命令
[00:09:53.000 --> 00:09:57.000]  都很像約書亞記第一章六至九節
[00:09:57.000 --> 00:09:59.000]  我們記得初初
[00:09:59.000 --> 00:10:02.000]  以色列人在摩亞平原的地方
[00:10:02.000 --> 00:10:04.000]  即將要踏入迦南地的時候
[00:10:04.000 --> 00:10:07.000]  神對約書亞的最重要吩咐是什麼?
[00:10:07.000 --> 00:10:10.000]  祂說你要謹守遵行神的話
[00:10:10.000 --> 00:10:13.000]  凡事就會亨通順利
[00:10:13.000 --> 00:10:16.000]  約書亞來到現在24章
[00:10:16.000 --> 00:10:20.000]  他快要完成他的歷史任務了
[00:10:20.000 --> 00:10:23.000]  他願意將這個最重要的信息
[00:10:23.000 --> 00:10:27.000]  傳遞給繼續承接這個使命的以色列人
[00:10:27.000 --> 00:10:30.000]  而且在第24章我們發現
[00:10:30.000 --> 00:10:33.000]  不是一個什麼新的約
[00:10:33.000 --> 00:10:36.000]  仍然承接著西乃之約
[00:10:36.000 --> 00:10:38.000]  挑戰著新一代的以色列人
[00:10:38.000 --> 00:10:40.000]  繼續要委身給神
[00:10:40.000 --> 00:10:43.000]  我們再一次一起讀第14節
[00:10:43.000 --> 00:10:45.000]  一個最重要的命令
[00:10:45.000 --> 00:10:48.000]  「現在你們要敬畏耶和華
[00:10:48.000 --> 00:10:51.000]  誠心誠意侍奉祂
[00:10:51.000 --> 00:10:54.000]  除掉你們列祖在大河那邊
[00:10:54.000 --> 00:10:57.000]  和在埃及侍奉的神明
[00:10:57.000 --> 00:10:59.000]  侍奉耶和華」
[00:10:59.000 --> 00:11:02.000]  在整個24章的1至28節裡
[00:11:02.000 --> 00:11:05.000]  有一個字出現了13次
[00:11:05.000 --> 00:11:07.000]  就是「侍奉」這個字
[00:11:07.000 --> 00:11:09.000]  「侍奉」也是解作「敬拜」
[00:11:09.000 --> 00:11:11.000]  也就是等於敬拜誰
[00:11:11.000 --> 00:11:15.000]  就是這段經文裡最重要的主題
[00:11:15.000 --> 00:11:18.000]  約書亞對以色列人有一個很明確的挑戰
[00:11:18.000 --> 00:11:21.000]  就是你要選擇敬拜誰呢?
[00:11:21.000 --> 00:11:24.000]  你只可以選擇一個
[00:11:24.000 --> 00:11:25.000]  你要麼就侍奉這個
[00:11:25.000 --> 00:11:27.000]  要麼就侍奉那個
[00:11:27.000 --> 00:11:30.000]  不可以三心兩意
[00:11:30.000 --> 00:11:33.000]  其實這個命令
[00:11:33.000 --> 00:11:36.000]  也是回到十誡的第一誡
[00:11:36.000 --> 00:11:38.000]  「除了我以外
[00:11:38.000 --> 00:11:41.000]  你不可有別的神」
[00:11:41.000 --> 00:11:43.000]  約書亞的這個挑戰
[00:11:43.000 --> 00:11:45.000]  用正面和負面來說
[00:11:45.000 --> 00:11:49.000]  正面的命令我們看到第14節和第15節
[00:11:49.000 --> 00:11:54.000]  他說第一你要敬畏耶和華
[00:11:54.000 --> 00:11:56.000]  敬畏的意思就是說
[00:11:56.000 --> 00:11:59.000]  將最高的尊崇給這位神
[00:11:59.000 --> 00:12:00.000]  祂是最高的
[00:12:00.000 --> 00:12:02.000]  我要整個生命
[00:12:02.000 --> 00:12:05.000]  完全的馴服在祂的權柄下
[00:12:05.000 --> 00:12:08.000]  當神有道
[00:12:08.000 --> 00:12:10.000]  然後第二個就是說
[00:12:10.000 --> 00:12:12.000]  你要誠心誠意去侍奉祂
[00:12:12.000 --> 00:12:14.000]  就是說是真心實意
[00:12:14.000 --> 00:12:16.000]  沒有虛假
[00:12:16.000 --> 00:12:20.000]  好像一個忠心的僕人那樣去服侍這位神
[00:12:20.000 --> 00:12:23.000]  同時間第14節的下半節說到
[00:12:23.000 --> 00:12:26.000]  你要除掉你們列祖在大河那邊
[00:12:26.000 --> 00:12:29.000]  和在埃及侍奉的神明
[00:12:29.000 --> 00:12:34.000]  意思是要徹底棄掉對那些神明的忠誠
[00:12:34.000 --> 00:12:37.000]  原來當我們看到第14節的時候
[00:12:37.000 --> 00:12:40.000]  我們才知道原來
[00:12:40.000 --> 00:12:43.000]  以色列人離開了大河已經四百多年
[00:12:43.000 --> 00:12:46.000]  離開了埃及已經四十多年
[00:12:46.000 --> 00:12:48.000]  原來在他們的群體當中
[00:12:48.000 --> 00:12:52.000]  還有人在拜假神
[00:12:52.000 --> 00:12:57.000]  原來他們還沒有徹底離棄舊有的生活方式
[00:12:57.000 --> 00:13:01.000]  所以約書亞對他們有這個徹底的挑戰
[00:13:01.000 --> 00:13:02.000]  弟子們
[00:13:02.000 --> 00:13:05.000]  這個挑戰也是神對我們的挑戰
[00:13:05.000 --> 00:13:07.000]  今天神對我們的要求是
[00:13:07.000 --> 00:13:11.000]  徹底將神放在最高的位置
[00:13:11.000 --> 00:13:12.000]  沒有虛假
[00:13:12.000 --> 00:13:15.000]  假設如果我們的心是一間屋的話
[00:13:15.000 --> 00:13:17.000]  一間屋裡面有客廳
[00:13:17.000 --> 00:13:18.000]  有書房
[00:13:18.000 --> 00:13:19.000]  有廚房
[00:13:19.000 --> 00:13:20.000]  有雜物房
[00:13:20.000 --> 00:13:22.000]  有主人房
[00:13:22.000 --> 00:13:24.000]  你願不願意
[00:13:24.000 --> 00:13:28.000]  讓耶穌來到你每一間房裡面
[00:13:28.000 --> 00:13:31.000]  做主席呢?
[00:13:31.000 --> 00:13:33.000]  客廳
[00:13:33.000 --> 00:13:34.000]  飯廳
[00:13:34.000 --> 00:13:35.000]  廚房
[00:13:35.000 --> 00:13:36.000]  雜物房
[00:13:36.000 --> 00:13:39.000]  會不會最難的就是主人房呢?
[00:13:39.000 --> 00:13:40.000]  一些最私隱
[00:13:40.000 --> 00:13:42.000]  你最緊張
[00:13:42.000 --> 00:13:44.000]  你最不能放下的地方
[00:13:44.000 --> 00:13:47.000]  你會不會覺得你仍然要抓緊
[00:13:47.000 --> 00:13:50.000]  自己要控制呢?
[00:13:50.000 --> 00:13:53.000]  約書亞不單止正面的命令
[00:13:53.000 --> 00:13:55.000]  我們要誠心實意敬畏耶和華
[00:13:55.000 --> 00:13:57.000]  去負面的裡面
[00:13:57.000 --> 00:13:59.000]  也有講到要怎麼做
[00:13:59.000 --> 00:14:01.000]  我們看看PowerPoint
[00:14:01.000 --> 00:14:03.000]  謝謝阿喬威
[00:14:03.000 --> 00:14:11.000]  第23章第7節
[00:14:11.000 --> 00:14:13.000]  這裡有五個不可
[00:14:13.000 --> 00:14:15.000]  不可與你們中間所剩下的
[00:14:15.000 --> 00:14:17.000]  這些國家往來
[00:14:17.000 --> 00:14:20.000]  你們不可提他們神明的名
[00:14:20.000 --> 00:14:22.000]  不可指著他們起誓
[00:14:22.000 --> 00:14:24.000]  不可侍奉他們
[00:14:24.000 --> 00:14:26.000]  也不可敬拜他們
[00:14:26.000 --> 00:14:30.000]  原來當以色列人
[00:14:30.000 --> 00:14:32.000]  他們來到這個地方
[00:14:32.000 --> 00:14:33.000]  在此時此刻
[00:14:33.000 --> 00:14:35.000]  他們不單止當中有人
[00:14:35.000 --> 00:14:37.000]  仍然敬拜大河那邊
[00:14:37.000 --> 00:14:41.000]  就是亞伯蘭離開吾爾的地方的神
[00:14:41.000 --> 00:14:44.000]  原來也有人敬拜埃及的神明
[00:14:44.000 --> 00:14:46.000]  更加另一個挑戰
[00:14:46.000 --> 00:14:49.000]  就是他們當下在迦南地的神明
[00:14:49.000 --> 00:14:53.000]  迦南敬拜的神很多
[00:14:53.000 --> 00:14:56.000]  但他們主要敬拜一個風雨神
[00:14:56.000 --> 00:14:58.000]  叫做巴力
[00:14:58.000 --> 00:15:00.000]  你在聖經裡也看到
[00:15:00.000 --> 00:15:01.000]  除了巴力
[00:15:01.000 --> 00:15:03.000]  還有阿斯他祿、亞瑟拉
[00:15:03.000 --> 00:15:05.000]  是女巴力
[00:15:05.000 --> 00:15:07.000]  這個巴力被視為
[00:15:07.000 --> 00:15:11.000]  掌管繁殖和大自然的神
[00:15:11.000 --> 00:15:14.000]  而且他們的敬拜儀式非常敗壞
[00:15:14.000 --> 00:15:17.000]  有南昌、呂記
[00:15:17.000 --> 00:15:20.000]  異姓通姦、同姓相姦
[00:15:20.000 --> 00:15:23.000]  還有獻嬰兒為祭
[00:15:23.000 --> 00:15:26.000]  這些儀式都是耶和華所珍護
[00:15:26.000 --> 00:15:30.000]  但他們卻以為敬拜有這些儀式
[00:15:30.000 --> 00:15:32.000]  可以令他們的土地肥沃
[00:15:32.000 --> 00:15:34.000]  可以耕種
[00:15:34.000 --> 00:15:37.000]  人生畜都會興旺
[00:15:37.000 --> 00:15:40.000]  對於一個以農業為生的民族
[00:15:40.000 --> 00:15:43.000]  這些都是非常重要的
[00:15:43.000 --> 00:15:47.000]  所以神在很珍惠這些行徑的時候
[00:15:47.000 --> 00:15:49.000]  祂就叫以色列人
[00:15:49.000 --> 00:15:54.000]  你不可以和你們中間這些國家的人往來
[00:15:54.000 --> 00:15:56.000]  不可以提他們神的名字
[00:15:56.000 --> 00:15:59.000]  不可以指著他們起誓
[00:15:59.000 --> 00:16:01.000]  不可以侍奉敬拜他們
[00:16:01.000 --> 00:16:03.000]  所以第一件事
[00:16:03.000 --> 00:16:05.000]  首先以色列人不可以和他們交往
[00:16:05.000 --> 00:16:07.000]  因為和他們交往的時候
[00:16:07.000 --> 00:16:09.000]  可能和他們做生意
[00:16:09.000 --> 00:16:11.000]  就要提到他們神的名字
[00:16:11.000 --> 00:16:13.000]  然後向他們的神起誓
[00:16:13.000 --> 00:16:16.000]  即是承認他們神的權力
[00:16:16.000 --> 00:16:21.000]  甚至最嚴重的就是服侍、跪拜這些神
[00:16:21.000 --> 00:16:24.000]  我們在這裡看到敬拜偶像的過程
[00:16:24.000 --> 00:16:28.000]  是從交往、提及、起誓和服侍敬拜
[00:16:28.000 --> 00:16:30.000]  一步越來越深的依附
[00:16:30.000 --> 00:16:32.000]  今天我們看到有很多人
[00:16:32.000 --> 00:16:34.000]  在一個沉溺的行為裏面
[00:16:34.000 --> 00:16:38.000]  沉溺打機、沉溺上網
[00:16:38.000 --> 00:16:40.000]  看色情的東西
[00:16:40.000 --> 00:16:44.000]  沉溺賭博、酗酒、吸毒
[00:16:44.000 --> 00:16:47.000]  豈不是都是從最初的接觸
[00:16:47.000 --> 00:16:49.000]  在完全沒有防範下
[00:16:49.000 --> 00:16:51.000]  慢慢的不能自拔
[00:16:51.000 --> 00:16:55.000]  不能被控制嗎?
[00:16:55.000 --> 00:16:59.000]  約書亞的一生裏最關切的
[00:16:59.000 --> 00:17:01.000]  就是他死了之後
[00:17:01.000 --> 00:17:03.000]  這班以色列人會不會真的敬畏
[00:17:03.000 --> 00:17:06.000]  繼續誠心誠意全人的去服侍
[00:17:06.000 --> 00:17:08.000]  所以他講了三個原因
[00:17:08.000 --> 00:17:10.000]  為什麼你們要這樣做
[00:17:10.000 --> 00:17:11.000]  我們一起去看
[00:17:11.000 --> 00:17:12.000]  這三個原因就是
[00:17:12.000 --> 00:17:14.000]  昔日神救贖的恩情
[00:17:14.000 --> 00:17:15.000]  第二個原因是
[00:17:15.000 --> 00:17:17.000]  今日不守約的結果
[00:17:17.000 --> 00:17:20.000]  和第三將來蒙祝福的應許
[00:17:20.000 --> 00:17:22.000]  恩典、警告和應許
[00:17:22.000 --> 00:17:25.000]  首先去看一看昔日神救贖的恩情
[00:17:25.000 --> 00:17:27.000]  剛才大家一起幫我讀的第二節
[00:17:27.000 --> 00:17:29.000]  到第十三節裏面
[00:17:29.000 --> 00:17:31.000]  一大段的歷史
[00:17:31.000 --> 00:17:33.000]  講及差不多是以色列人
[00:17:33.000 --> 00:17:36.000]  由開始建立這個民族
[00:17:36.000 --> 00:17:39.000]  到現在四百多年的歷史
[00:17:39.000 --> 00:17:42.000]  這段歷史裏面
[00:17:42.000 --> 00:17:45.000]  很多很多發生的事
[00:17:45.000 --> 00:17:48.000]  但是我可以歸納裏面有五個重點
[00:17:48.000 --> 00:17:50.000]  第一個重點就是
[00:17:50.000 --> 00:17:53.000]  原來神父召阿伯蘭的時候
[00:17:53.000 --> 00:17:55.000]  第二節裏面講到
[00:17:55.000 --> 00:17:57.000]  原來阿伯蘭當時
[00:17:57.000 --> 00:17:59.000]  他們的祖宗仍然在大河那邊
[00:17:59.000 --> 00:18:01.000]  侍奉別神
[00:18:01.000 --> 00:18:03.000]  然後說神將他們
[00:18:03.000 --> 00:18:07.000]  從拜偶像之家呼召出來
[00:18:07.000 --> 00:18:10.000]  然後在這段經文裏面
[00:18:10.000 --> 00:18:12.000]  十五次神用「我」
[00:18:12.000 --> 00:18:14.000]  「我」做了甚麼
[00:18:14.000 --> 00:18:16.000]  「我」做了甚麼
[00:18:16.000 --> 00:18:19.000]  來強調是神在他的子民當中
[00:18:19.000 --> 00:18:22.000]  主動做了甚麼事
[00:18:22.000 --> 00:18:23.000]  第三
[00:18:23.000 --> 00:18:26.000]  這裏強調的是神拯救的工作
[00:18:26.000 --> 00:18:28.000]  神如何為以色列人征戰
[00:18:28.000 --> 00:18:31.000]  拯救他們賜這個美地給他們
[00:18:31.000 --> 00:18:32.000]  第四
[00:18:32.000 --> 00:18:34.000]  你發覺在這段經文裏面
[00:18:34.000 --> 00:18:36.000]  從頭到尾有沒有提到
[00:18:36.000 --> 00:18:39.000]  以色列人的失敗呢
[00:18:39.000 --> 00:18:43.000]  有沒有提到他們在曠野發怨言呢
[00:18:43.000 --> 00:18:46.000]  有沒有提到他們背叛摩西呢
[00:18:46.000 --> 00:18:48.000]  沒有
[00:18:48.000 --> 00:18:50.000]  因為重點仍然是
[00:18:50.000 --> 00:18:52.000]  神為他們做了甚麼
[00:18:52.000 --> 00:18:54.000]  第五最後那一節
[00:18:54.000 --> 00:18:56.000]  第十三節就提到
[00:18:56.000 --> 00:18:58.000]  其實現在以色列人
[00:18:58.000 --> 00:19:00.000]  身所著的
[00:19:00.000 --> 00:19:02.000]  他們所身處的美地
[00:19:02.000 --> 00:19:05.000]  完全都是神伯伯的恩賜
[00:19:05.000 --> 00:19:08.000]  而不是靠以色列人的努力
[00:19:08.000 --> 00:19:12.000]  今日站在士劍這個地方的以色列人
[00:19:12.000 --> 00:19:15.000]  他們每一個都清楚知道
[00:19:15.000 --> 00:19:17.000]  完全是神的恩典
[00:19:17.000 --> 00:19:19.000]  讓他們今日有這個地步
[00:19:19.000 --> 00:19:21.000]  頂姊妹不知道你還記不記得
[00:19:21.000 --> 00:19:24.000]  你的救贖歷史呢
[00:19:24.000 --> 00:19:26.000]  有沒有這五點呢
[00:19:26.000 --> 00:19:28.000]  在你未信主的時候
[00:19:28.000 --> 00:19:30.000]  你有沒有敬拜假神
[00:19:30.000 --> 00:19:33.000]  那個假神可能是自己
[00:19:33.000 --> 00:19:37.000]  神有沒有主動在你身上做些甚麼呢
[00:19:37.000 --> 00:19:41.000]  你又如何經歷神去拯救你
[00:19:41.000 --> 00:19:45.000]  脫離罪惡的權勢呢
