
[00:00:00.000 --> 00:00:02.420]  大興子妹主內平安
[00:03:17.700 --> 00:03:22.400]  但是同聲同氣不代表是同心同步
[00:03:22.400 --> 00:03:23.600]  一定不是的
[00:03:23.600 --> 00:03:26.700]  很多時候同聲同氣就更加多爭執
[00:03:26.700 --> 00:03:28.700]  因為大家同聲同氣
[00:03:28.700 --> 00:03:30.300]  就多事爭執
[00:03:30.300 --> 00:03:31.700]  你不會跟外國人爭執
[00:03:31.700 --> 00:03:32.700]  因為你都不會說
[00:03:32.700 --> 00:03:35.700]  又聽不懂他在說什麼
[00:03:35.700 --> 00:03:38.400]  所以我們反而同聲同氣
[00:03:38.400 --> 00:03:40.100]  可能會有更多的爭執
[00:03:40.100 --> 00:03:42.600]  令到我們不得同心同步
[00:03:42.600 --> 00:03:44.400]  特別在過去幾年
[00:03:44.400 --> 00:03:47.100]  我們教會來了很多新的香港人
[00:03:47.100 --> 00:03:48.900]  上帝的恩典很大
[00:03:48.900 --> 00:03:50.900]  令到我們今天有兩堂崇拜
[00:03:50.900 --> 00:03:53.400]  今天五堂都坐到七八成滿
[00:03:53.400 --> 00:03:57.600]  我們看到可能有些會友
[00:03:57.600 --> 00:04:00.100]  雖然他們香港都是很資深的會友
[00:04:00.100 --> 00:04:01.600]  甚至有傳道目者
[00:04:01.600 --> 00:04:03.400]  但是來到可能他們未必習慣
[00:04:03.400 --> 00:04:06.300]  因為可能我們的敬拜禮儀
[00:04:06.300 --> 00:04:07.800]  可能是不同的
[00:04:07.800 --> 00:04:12.300]  或者他們可能在香港多做很多牧養的工作
[00:04:12.300 --> 00:04:14.300]  我們可能要多做一些福音
[00:04:14.300 --> 00:04:17.100]  又可能他們做很多慈慰工作
[00:04:17.100 --> 00:04:18.500]  我們又沒有能力做太多
[00:04:18.500 --> 00:04:21.600]  可能大家在教會運作上
[00:04:21.600 --> 00:04:24.200]  可能有很多不同的分歧
[00:04:24.200 --> 00:04:26.300]  因為大家有不同的背景
[00:04:26.300 --> 00:04:28.300]  我在環教會
[00:04:28.300 --> 00:04:29.600]  幸好不是這間
[00:04:29.600 --> 00:04:32.300]  見證過真的有很多的分歧
[00:04:32.300 --> 00:04:34.800]  令到開會
[00:04:34.800 --> 00:04:37.400]  即時會有拍桌椅
[00:04:37.400 --> 00:04:41.600]  令到真是紛爭到教會分裂
[00:04:41.600 --> 00:04:45.200]  流失了一大堆教會的會友
[00:04:45.200 --> 00:04:47.200]  流失教會
[00:04:47.200 --> 00:04:49.700]  尤其是宣稱的地方就很明顯
[00:04:49.700 --> 00:04:51.600]  如果沒有回來兩三次
[00:04:51.600 --> 00:04:52.500]  牧者就會打電話給你
[00:04:52.500 --> 00:04:53.800]  為什麼不回教會
[00:04:53.800 --> 00:04:56.400]  你這個香港教會就未必做到
[00:04:56.400 --> 00:04:57.700]  因為你不回教會有什麼原因
[00:04:57.700 --> 00:05:00.100]  你不會說去了附近那間華人教會
[00:05:00.100 --> 00:05:00.800]  比較方便
[00:05:00.800 --> 00:05:02.200]  沒有另一間
[00:05:02.200 --> 00:05:05.400]  你突然間不會說我去了西人教會
[00:05:05.400 --> 00:05:06.600]  你英文都不懂得聽
[00:05:06.600 --> 00:05:07.900]  怎麼會去西人教會呢
[00:05:07.900 --> 00:05:10.100]  所以你沒有什麼藉口流失
[00:05:10.100 --> 00:05:11.700]  所以如果你沒有回教會
[00:05:11.700 --> 00:05:14.800]  就很大件事似乎
[00:05:14.800 --> 00:05:17.000]  這些都是我們會看到的
[00:05:17.000 --> 00:05:21.700]  所以同心同步或者同行同在
[00:05:21.700 --> 00:05:25.400]  在我們英國華人教會是更加重要
[00:05:25.400 --> 00:05:28.300]  看回我們那個
[00:05:28.300 --> 00:05:29.900]  以色列人出埃及的時候
[00:05:29.900 --> 00:05:32.700]  大家知不知道有多少人出了埃及
[00:05:32.700 --> 00:05:36.500]  初初就是雅各一家就去了埃及住
[00:05:36.500 --> 00:05:37.700]  若干年後
[00:05:37.700 --> 00:05:42.000]  很多代之後就生養眾多猶太人
[00:05:42.000 --> 00:05:43.900]  其實聖經有說
[00:05:43.900 --> 00:05:46.100]  在出埃及記十二章三十七節
[00:05:46.100 --> 00:05:50.100]  他說步行的男人約有六十萬
[00:05:50.100 --> 00:05:51.600]  六十萬不是一個小數目
[00:05:51.600 --> 00:05:52.800]  男人而已
[00:05:52.800 --> 00:05:54.300]  還沒算女人
[00:05:54.300 --> 00:05:56.100]  而且還沒算小朋友
[00:05:56.100 --> 00:05:59.800]  當平均一家三口
[00:05:59.800 --> 00:06:00.800]  可能都不止
[00:06:00.800 --> 00:06:01.800]  那個年代
[00:06:01.800 --> 00:06:04.100]  我們說的是差不多二百萬
[00:06:04.100 --> 00:06:05.200]  二百萬
[00:06:05.200 --> 00:06:09.000]  大家有沒有試過二百萬一起去遊行
[00:06:09.000 --> 00:06:10.200]  有嗎
[00:06:10.200 --> 00:06:13.200]  那我不說是誰了
[00:06:13.200 --> 00:06:14.200]  你明白嗎
[00:06:14.200 --> 00:06:15.400]  是不少人
[00:06:15.400 --> 00:06:16.200]  知不知道
[00:06:16.200 --> 00:06:17.800]  不少人
[00:06:17.800 --> 00:06:20.100]  那你就
[00:06:20.100 --> 00:06:22.100]  這班人是什麼人呢
[00:06:22.100 --> 00:06:24.000]  他們是同聲同氣
[00:06:24.000 --> 00:06:25.300]  因為他們都是猶太人
[00:06:25.300 --> 00:06:27.800]  相信他們說希伯來話
[00:06:27.800 --> 00:06:31.100]  他們都是我們所說的龍蛇混雜
[00:06:31.100 --> 00:06:32.800]  因為都是一些
[00:06:32.800 --> 00:06:35.300]  很多人說你不認識我 我不認識你
[00:06:35.300 --> 00:06:37.500]  有些可能就是急躁一點
[00:06:37.500 --> 00:06:38.800]  有些可能就慢一點
[00:06:38.800 --> 00:06:41.000]  有些可能就
[00:06:41.000 --> 00:06:42.100]  站在很前的中間
[00:06:42.100 --> 00:06:43.000]  有些站在後面
[00:06:43.000 --> 00:06:45.700]  其實他們有很多不同的人
[00:06:45.700 --> 00:06:47.100]  但有共同點
[00:06:47.100 --> 00:06:49.000]  猶太人有共同點
[00:06:49.000 --> 00:06:50.100]  這個很簡單
[00:06:50.100 --> 00:06:51.700]  同一個上帝
[00:06:51.700 --> 00:06:53.600]  他們的上帝就是
[00:06:53.600 --> 00:06:55.800]  他們祖先阿巴拉罕的上帝
[00:06:55.800 --> 00:06:58.300]  以撒的上帝 亞國的上帝
[00:06:58.300 --> 00:07:00.200]  所以同聲同氣不是最重要
[00:07:00.200 --> 00:07:01.000]  他們猶太人
[00:07:01.000 --> 00:07:03.000]  而是最重要就是他們同一個上帝
[00:07:03.000 --> 00:07:03.900]  這個很重要
[00:07:03.900 --> 00:07:06.400]  也是今天我們要學習的地方
[00:07:06.400 --> 00:07:08.400]  他們能夠做到同心同在同行
[00:07:08.400 --> 00:07:10.600]  就是因為有同一個上帝
[00:07:10.600 --> 00:07:12.700]  大家剛才看耶利米書就很奇怪
[00:07:12.700 --> 00:07:13.600]  為什麼要看耶利米書呢
[00:07:13.600 --> 00:07:15.100]  不是說出阿甘記嗎
[00:07:15.100 --> 00:07:16.600]  但這裡是說給我們聽
[00:07:16.600 --> 00:07:17.400]  我們這個
[00:07:17.400 --> 00:07:20.200]  我們上帝是要我們同心
[00:07:20.200 --> 00:07:21.400]  要我們有同在的感
[00:07:21.400 --> 00:07:23.200]  以及一個同行的使命
[00:07:23.200 --> 00:07:26.500]  剛才看回耶利米書就是
[00:07:26.500 --> 00:07:29.100]  其中有幾個重點的
[00:07:29.100 --> 00:07:32.600]  耶利米書是猶太人即將亡國的時候
[00:07:32.600 --> 00:07:37.600]  耶利米先知是去警告和安慰猶太人
[00:07:37.600 --> 00:07:40.800]  他有很多預言
[00:07:40.800 --> 00:07:42.900]  預言會亡國
[00:07:42.900 --> 00:07:44.400]  但是他也給了一個應許
[00:07:44.400 --> 00:07:46.900]  就是預言會復國
[00:07:46.900 --> 00:07:48.900]  這個是復國的應許
[00:07:48.900 --> 00:07:52.000]  耶利米書32章37-40
[00:07:52.000 --> 00:07:53.600]  其中一句他說
[00:07:53.600 --> 00:07:55.200]  他們要作我的子民
[00:07:55.200 --> 00:07:57.100]  我要作他們的上帝
[00:07:57.100 --> 00:07:59.300]  這是一個復國的應許
[00:07:59.300 --> 00:08:04.400]  第二就是我要使他們彼此同心同道
[00:08:04.400 --> 00:08:06.700]  第三就是又要把敬畏我的心
[00:08:06.700 --> 00:08:09.100]  放在他們心裡不離棄我
[00:08:09.100 --> 00:08:12.600]  這幾個重點我們說一說
[00:08:12.600 --> 00:08:14.000]  他們要作我的子民
[00:08:14.000 --> 00:08:16.300]  我要作他們的上帝
[00:08:16.300 --> 00:08:19.900]  就是英文就是They shall be my people
[00:08:19.900 --> 00:08:21.200]  但是這個很重要的
[00:08:21.200 --> 00:08:22.200]  上帝已經清楚了
[00:08:22.200 --> 00:08:24.400]  這些是我的人
[00:08:24.400 --> 00:08:25.900]  這些是我的人
[00:08:25.900 --> 00:08:28.700]  我們看那些電影片集
[00:08:28.700 --> 00:08:30.200]  就是那些黑社會
[00:08:30.200 --> 00:08:31.400]  這些是我的人
[00:08:31.400 --> 00:08:32.600]  這些小孩是我看著的
[00:08:32.600 --> 00:08:33.300]  你不要搞
[00:08:33.300 --> 00:08:34.100]  你明白嗎
[00:08:34.100 --> 00:08:35.400]  上帝很清楚告訴他們
[00:08:35.400 --> 00:08:38.300]  這些猶太人就是我的子民
[00:08:38.300 --> 00:08:39.100]  意思是什麼
[00:08:39.100 --> 00:08:42.000]  意思就是說我會跟他們一起
[00:08:42.000 --> 00:08:43.300]  無論是逆境順境
[00:08:43.300 --> 00:08:44.900]  無論是富貴貧窮
[00:08:44.900 --> 00:08:47.800]  無論是疾病或者健康
[00:08:47.800 --> 00:08:49.400]  上帝都不會離開他們的
[00:08:49.400 --> 00:08:51.600]  因為上帝說他就是我們的子民
[00:08:51.600 --> 00:08:52.800]  但是這個citizenship
[00:08:52.800 --> 00:08:56.100]  這個東西當時的觀念已經存在
[00:08:56.100 --> 00:08:58.600]  上帝覺得很清楚的
[00:08:58.600 --> 00:09:03.100]  如果大家看啟示錄21章3節
[00:09:03.100 --> 00:09:06.300]  我們從以色列的亡國一跳
[00:09:06.300 --> 00:09:09.300]  跳到新天新地的英許
[00:09:09.300 --> 00:09:10.600]  約翰怎麼說呢
[00:09:10.600 --> 00:09:14.900]  約翰說我聽見有大聲音從寶座出來說
[00:09:14.900 --> 00:09:18.300]  看啊上帝的帳幕在人間
[00:09:18.300 --> 00:09:20.700]  他要和他們同住
[00:09:20.700 --> 00:09:22.900]  他們要作他的子民
[00:09:22.900 --> 00:09:25.700]  上帝要親自與他們同在
[00:09:25.700 --> 00:09:29.100]  原來上帝要
[00:09:29.100 --> 00:09:31.600]  活後的人
[00:09:31.600 --> 00:09:33.900]  信主的人作他的子民
[00:09:33.900 --> 00:09:35.600]  這個新耶路撒冷的時候
[00:09:35.600 --> 00:09:39.300]  上帝說這幫是我的子民
[00:09:39.300 --> 00:09:40.300]  意思是什麼
[00:09:40.300 --> 00:09:43.200]  就是我要與他們同住
[00:09:43.200 --> 00:09:46.400]  上帝說要親自與他們同在
[00:09:46.400 --> 00:09:48.000]  原來作上帝的子民
[00:09:48.000 --> 00:09:49.700]  就是有上帝的同在
[00:09:49.700 --> 00:09:51.900]  這個是很清楚的
[00:09:51.900 --> 00:09:53.500]  讓我們看到
[00:09:53.500 --> 00:09:56.400]  接著有一句他說要彼此同心同道
[00:09:56.400 --> 00:09:58.100]  同心同道就是同心同行
[00:09:58.100 --> 00:09:59.900]  同一個心字
[00:09:59.900 --> 00:10:01.200]  One heart
[00:10:01.200 --> 00:10:02.000]  同一個行
[00:10:02.000 --> 00:10:03.500]  就是同一個道路
[00:10:03.500 --> 00:10:04.800]  One way
[00:10:04.800 --> 00:10:05.700]  OK
[00:10:05.700 --> 00:10:07.000]  首先說同在
[00:10:07.000 --> 00:10:09.900]  同在就是一起
[00:10:09.900 --> 00:10:11.200]  Together
[00:10:11.200 --> 00:10:13.300]  同在就是上帝Being present
[00:10:13.300 --> 00:10:14.800]  上帝在這裡
[00:10:14.800 --> 00:10:16.600]  上帝在這裡你不用怕
[00:10:16.600 --> 00:10:18.200]  上帝在這裡
[00:10:18.200 --> 00:10:21.700]  無論你遇到什麼環境的時候
[00:10:21.700 --> 00:10:23.900]  上帝在這裡你不用擔心
[00:10:23.900 --> 00:10:25.600]  很多時候我們小時候
[00:10:25.600 --> 00:10:26.400]  小朋友的時候
[00:10:26.400 --> 00:10:28.300]  我們有什麼困難
[00:10:28.300 --> 00:10:29.300]  或者我們跌倒
[00:10:29.300 --> 00:10:30.800]  弄傷腳
[00:10:30.800 --> 00:10:31.700]  我們怎樣
[00:10:31.700 --> 00:10:32.400]  大聲喊什麼
[00:10:32.400 --> 00:10:33.300]  喊媽
[00:10:33.300 --> 00:10:34.100]  找媽是不是
[00:10:34.100 --> 00:10:35.700]  找媽咪
[00:10:35.700 --> 00:10:36.800]  有時候都找爸爸的
[00:10:36.800 --> 00:10:37.900]  但是找媽咪多
[00:10:37.900 --> 00:10:39.500]  那麼
[00:10:39.500 --> 00:10:40.500]  為什麼呢
[00:10:40.500 --> 00:10:43.600]  因為媽咪那個同在感是很重要的
[00:10:43.600 --> 00:10:45.400]  不是說媽咪有什麼可以幫到你
[00:10:45.400 --> 00:10:47.000]  立刻解決困難
[00:10:47.000 --> 00:10:48.600]  媽咪最多是可以抱住你
[00:10:48.600 --> 00:10:49.800]  她可以保護你
[00:10:49.800 --> 00:10:51.000]  但是未必可以幫你解決
[00:10:51.000 --> 00:10:53.600]  你跌到膝蓋流血
[00:10:53.600 --> 00:10:55.100]  最多叫你塗點紅藥水
[00:10:55.100 --> 00:10:55.900]  是不是
[00:10:55.900 --> 00:10:58.000]  但是
[00:10:58.000 --> 00:11:00.100]  重點不是塗點紅藥水
[00:11:00.100 --> 00:11:02.400]  重點是媽咪在身邊
[00:11:02.400 --> 00:11:04.700]  重點就是父母在身邊
[00:11:04.700 --> 00:11:06.100]  這個是一個很大的重點
[00:11:06.100 --> 00:11:07.200]  我初來英國的時候
[00:11:07.200 --> 00:11:08.800]  我十三歲過來英國
[00:11:08.800 --> 00:11:11.400]  那麼
[00:11:11.400 --> 00:11:16.100]  最重要那個不是說擔心英國的天氣
[00:11:16.100 --> 00:11:19.300]  也不是擔心英國沒有什麼好東西吃
[00:11:19.300 --> 00:11:21.000]  這個可能你們今天很擔心
[00:11:21.000 --> 00:11:22.600]  但是這個不是重點
[00:11:22.600 --> 00:11:25.000]  最重要就是一個留學生過來住寄宿
[00:11:25.000 --> 00:11:27.300]  擔心就是父母不在身邊
[00:11:27.300 --> 00:11:28.200]  很簡單的
[00:11:28.200 --> 00:11:29.600]  這個是最大的憂慮
[00:11:29.600 --> 00:11:31.000]  父母也是最擔心
[00:11:31.000 --> 00:11:32.300]  就是子女不在身邊
[00:11:32.300 --> 00:11:33.300]  去了外國
[00:11:33.300 --> 00:11:35.000]  這個是分離那種的
[00:11:35.000 --> 00:11:35.800]  尤其是小孩子
[00:11:35.800 --> 00:11:37.900]  那個分開
[00:11:37.900 --> 00:11:39.600]  沒有了一個同在感
[00:11:39.600 --> 00:11:41.000]  明白嗎
[00:11:41.000 --> 00:11:42.400]  沒有了一個同在感
[00:11:42.400 --> 00:11:43.500]  我上次也說過了
[00:11:43.500 --> 00:11:45.300]  幸好有上帝與我同在
[00:11:45.300 --> 00:11:47.800]  不然那幾年的寄宿生活都很難熬
[00:11:47.800 --> 00:11:50.500]  所以這個也是上帝給我的福氣
[00:11:50.500 --> 00:11:52.300]  就是自小就有教會
[00:11:52.300 --> 00:11:53.700]  經常在基督徒
[00:11:53.700 --> 00:11:55.200]  但是我們看回這個
[00:11:55.200 --> 00:11:56.600]  出家及記的時候
[00:11:56.600 --> 00:12:00.100]  摩西當他上去西奶山拿這些十戒
[00:12:00.100 --> 00:12:01.200]  其他的律例
[00:12:01.200 --> 00:12:02.700]  那些典章
[00:12:02.700 --> 00:12:05.300]  其中一個就是上帝吩咐他什麼呢
[00:12:05.300 --> 00:12:08.000]  出家及記二十五章八節
[00:12:08.000 --> 00:12:11.300]  他說那些意識敵人要為我做這個聖所
[00:12:11.300 --> 00:12:13.900]  使我住在他們中間
[00:12:13.900 --> 00:12:16.100]  這個就是後來做的那個會幕
[00:12:16.100 --> 00:12:18.200]  那個帳幕
[00:12:18.200 --> 00:12:19.000]  代表什麼
[00:12:19.000 --> 00:12:21.600]  使我住在他們中間
[00:12:21.600 --> 00:12:25.400]  上帝與人同在
[00:12:25.400 --> 00:12:27.200]  那上帝其實在看回聖經
[00:12:27.200 --> 00:12:28.600]  其實從創世紀開始
[00:12:28.600 --> 00:12:30.100]  一直到啟示錄
[00:12:30.100 --> 00:12:32.900]  都是很著重一個觀念
[00:12:32.900 --> 00:12:36.400]  就是上帝與人同在
[00:12:36.400 --> 00:12:38.200]  在伊甸園的時候
[00:12:38.200 --> 00:12:40.200]  上帝不是說弄了一個伊甸園
[00:12:40.200 --> 00:12:41.500]  就派了亞當夏娃
[00:12:41.500 --> 00:12:42.800]  你在這裡住在這裡管理
[00:12:42.800 --> 00:12:44.600]  拜拜不是這樣的
[00:12:44.600 --> 00:12:46.600]  上帝有與他同在
[00:12:46.600 --> 00:12:48.200]  在《信提記》那裡
[00:12:48.200 --> 00:12:51.900]  當亞當夏娃犯罪的時候
[00:12:51.900 --> 00:12:53.800]  他們很害怕
[00:12:53.800 --> 00:12:54.700]  聖經怎麼說呢
[00:12:54.700 --> 00:12:56.600]  他說那人和他妻子
[00:12:56.600 --> 00:12:58.200]  就是亞當夏娃
[00:12:58.200 --> 00:12:59.400]  聽見耶和華
[00:12:59.400 --> 00:13:04.300]  上帝在園中來回行走的聲音
[00:13:04.300 --> 00:13:06.200]  上帝沒有走過
[00:13:06.200 --> 00:13:08.200]  上帝原來在這裡
[00:13:08.200 --> 00:13:10.800]  他們初次都不是很察覺
[00:13:10.800 --> 00:13:12.600]  但是做錯事就很察覺了
[00:13:12.600 --> 00:13:15.800]  然後上帝走來走去的聲音都聽得到
[00:13:15.800 --> 00:13:17.400]  有些人坐牢
[00:13:17.400 --> 00:13:21.900]  那些是懲教署的人告訴我
[00:13:21.900 --> 00:13:24.600]  他就故意走來走去
[00:13:24.600 --> 00:13:25.600]  弄了很多聲音
[00:13:25.600 --> 00:13:28.100]  手療聲、棍的聲音
[00:13:28.100 --> 00:13:30.500]  敲下你的監倉門口
[00:13:30.500 --> 00:13:31.600]  讓你害怕
[00:13:31.600 --> 00:13:32.400]  我在這裡
[00:13:32.400 --> 00:13:34.600]  你不要想著造反
[00:13:34.600 --> 00:13:37.000]  上帝就是這樣的意思
[00:13:37.000 --> 00:13:38.500]  他是沒有走過的
[00:13:38.500 --> 00:13:40.000]  他不是給了一個伊甸園你走了
[00:13:40.000 --> 00:13:41.600]  他不是建立了地上這個教會
[00:13:41.600 --> 00:13:43.200]  宣人教會他就不理我們
[00:13:43.200 --> 00:13:44.500]  你自己搞吧
[00:13:44.500 --> 00:13:48.200]  世界末日那時候主再來再回來
[00:13:48.200 --> 00:13:49.300]  不是
[00:13:49.300 --> 00:13:51.000]  他說聽到上帝的園行走
[00:13:51.000 --> 00:13:53.200]  但是上帝其實是一個靈
[00:13:53.200 --> 00:13:54.500]  只要他走來走去
[00:13:54.500 --> 00:13:56.900]  他是你不會聽到的
[00:13:56.900 --> 00:13:57.600]  是不是
[00:13:57.600 --> 00:13:58.300]  我看鬼片
[00:13:58.300 --> 00:14:00.000]  那些鬼是怎樣的
[00:14:00.000 --> 00:14:01.400]  有沒有腳步聲
[00:14:01.400 --> 00:14:01.900]  沒有
[00:14:01.900 --> 00:14:03.500]  是飄的
[00:14:03.500 --> 00:14:04.900]  飄來飄去的
[00:14:04.900 --> 00:14:05.600]  拍攝的時候是怎樣的
[00:14:05.600 --> 00:14:07.200]  用滑板這樣飄來飄去的
[00:14:07.200 --> 00:14:07.800]  你明白嗎
[00:14:07.800 --> 00:14:08.300]  你明白嗎
[00:14:08.300 --> 00:14:10.000]  就是上帝其實他要走
[00:14:10.000 --> 00:14:10.700]  他要在這裡
[00:14:10.700 --> 00:14:12.600]  你不需要你不會知道
[00:14:12.600 --> 00:14:13.900]  但是在伊甸園的時候
[00:14:13.900 --> 00:14:16.300]  上帝要讓他們知道我在這裡
[00:14:16.300 --> 00:14:17.500]  你犯了罪
[00:14:17.500 --> 00:14:18.200]  躲不了的
[00:14:18.200 --> 00:14:19.300]  我在這裡
[00:14:19.300 --> 00:14:22.000]  所以園中來回行走的聲音
[00:14:22.000 --> 00:14:24.400]  人們就聽到了
[00:14:24.400 --> 00:14:27.500]  但是其實我們很清楚知道
[00:14:27.500 --> 00:14:29.600]  《使徒行傳》講得很清楚
[00:14:29.600 --> 00:14:33.500]  上帝是不需要住在人手所做的地方
[00:14:33.500 --> 00:14:36.200]  我們上帝高層次很多的
[00:14:36.200 --> 00:14:38.800]  我們不用弄一個觀音廟給他住的
[00:14:38.800 --> 00:14:39.400]  知不知道
[00:14:39.400 --> 00:14:41.500]  不用弄一個黃大仙廟給黃大仙
[00:14:41.500 --> 00:14:42.300]  我們供奉他
[00:14:42.300 --> 00:14:45.600]  上帝不是住在人手所做的
[00:14:45.600 --> 00:14:46.600]  但是你要問
[00:14:46.600 --> 00:14:48.800]  為什麼上帝要人們做會幕
[00:14:48.800 --> 00:14:50.100]  做聖殿
[00:14:50.100 --> 00:14:51.500]  今天我們有教會
[00:14:51.500 --> 00:14:55.000]  其實不是真的上帝沒有地方住
[00:14:55.000 --> 00:14:56.300]  要找地方住
[00:14:56.300 --> 00:14:59.500]  而是上帝要在這地方去顯示
[00:14:59.500 --> 00:15:00.600]  顯示什麼
[00:15:00.600 --> 00:15:03.500]  顯示給你們知道他的同在
[00:15:03.500 --> 00:15:06.800]  他要在抗爭中告訴以色列人
[00:15:06.800 --> 00:15:07.700]  你不用怕
[00:15:07.700 --> 00:15:08.800]  上帝在這裡
[00:15:08.800 --> 00:15:10.100]  這個就是會幕
[00:15:10.100 --> 00:15:11.300]  上帝在這裡
[00:15:11.300 --> 00:15:12.400]  明白嗎
[00:15:12.400 --> 00:15:14.600]  上帝的同在原來是這麼重要
[00:15:14.600 --> 00:15:16.300]  後來到了聖殿的時候
[00:15:16.300 --> 00:15:17.200]  在耶路撒冷
[00:15:17.200 --> 00:15:19.600]  這個聖殿就是上帝的同在
[00:15:19.600 --> 00:15:21.700]  今天的教會也讓我們知道
[00:15:21.700 --> 00:15:25.900]  這個教會就是上帝與我們的同在
[00:15:25.900 --> 00:15:29.700]  我們教會不是上帝居住的地方
[00:15:29.700 --> 00:15:31.700]  不是說進來就特別神聖
[00:15:31.700 --> 00:15:32.500]  因為上帝在這裡
[00:15:32.500 --> 00:15:33.000]  不是
[00:15:33.000 --> 00:15:35.500]  你的家也是一個神聖地方
[00:15:35.500 --> 00:15:39.100]  你的身體也是上帝的殿
[00:15:39.100 --> 00:15:40.900]  但是為什麼要有教會生活呢
