
[00:00:00.000 --> 00:00:04.040]  最近在一位牧師的網誌看到
[00:01:55.960 --> 00:01:58.560]  所以保羅是神一個重用的僕人
[00:01:58.560 --> 00:02:02.560]  同樣他明白到他也是一個人
[00:02:02.560 --> 00:02:06.600]  也是有軟弱、也是有脆弱的時候
[00:02:06.600 --> 00:02:10.240]  但是他知道這個限制、知道這個問題
[00:02:10.240 --> 00:02:12.960]  他也需要在某一段時間裡面
[00:02:12.960 --> 00:02:16.240]  特別需要神的看顧
[00:02:16.240 --> 00:02:19.800]  以致保羅採取了行動
[00:02:19.800 --> 00:02:24.000]  以致能夠在哥倫多教會裡面
[00:02:24.000 --> 00:02:27.280]  或者在哥倫多的地方裡面去完成
[00:02:27.280 --> 00:02:29.360]  神給他一個艱鉅的使命
[00:02:29.360 --> 00:02:32.360]  去這個地方建立這個教會
[00:02:32.360 --> 00:02:35.440]  他用了甚麼的行動呢?
[00:02:35.440 --> 00:02:38.320]  在《小行傳》十八章十八節
[00:02:38.320 --> 00:02:40.800]  今天主要是看一節
[00:02:40.800 --> 00:02:42.320]  這一節經文
[00:02:42.320 --> 00:02:44.120]  我們再讀一次好不好?
[00:02:44.120 --> 00:02:46.520]  第十八節
[00:02:46.520 --> 00:02:48.680]  保羅又住了多日
[00:02:48.680 --> 00:02:50.600]  就辭別了弟兄
[00:02:50.600 --> 00:02:53.000]  坐船往敘利亞去
[00:02:53.000 --> 00:02:56.160]  伯基拉、伯居拉和他同類
[00:02:56.160 --> 00:02:58.240]  他因為許多怨
[00:02:58.240 --> 00:03:02.000]  就在堅格里剪了頭髮
[00:03:02.000 --> 00:03:04.520]  一眼看去十八章十八節
[00:03:04.520 --> 00:03:08.200]  盧家醫生似乎是記載一些很瑣碎的事情
[00:03:08.200 --> 00:03:10.480]  每次保羅去完一個地方就離開
[00:03:10.480 --> 00:03:12.200]  就去別的地方
[00:03:12.200 --> 00:03:16.400]  為甚麼這次會特別記載他
[00:03:16.400 --> 00:03:19.720]  在堅格里這個地方剪頭髮
[00:03:19.720 --> 00:03:23.280]  或者說修訂版說剃了頭髮
[00:03:23.280 --> 00:03:28.360]  這裡沒有甚麼特別的地方
[00:03:28.360 --> 00:03:33.040]  難道你說堅格里是一個很出名理髮的地方嗎?
[00:03:33.040 --> 00:03:35.520]  好像我們說的上海理髮很出名
[00:03:35.520 --> 00:03:37.040]  我們現在找上海理髮
[00:03:37.040 --> 00:03:38.280]  現在很難找到
[00:03:38.280 --> 00:03:40.080]  或者我們說理髮
[00:03:40.080 --> 00:03:41.400]  剪頭髮我們也很少
[00:03:41.400 --> 00:03:43.200]  說明我們剪了頭髮
[00:03:43.200 --> 00:03:45.280]  有時太太會的
[00:03:45.280 --> 00:03:47.560]  剪了頭髮你有沒有看到我有甚麼不同?
[00:03:47.560 --> 00:03:50.000]  你就會很醒目,從頭到尾看下去
[00:03:50.000 --> 00:03:51.480]  頭髮剪了
[00:03:51.480 --> 00:03:53.040]  有時是不察覺的
[00:03:53.040 --> 00:03:55.720]  但我們男士更加不察覺
[00:03:55.720 --> 00:03:56.880]  稍為修一下頭髮
[00:03:56.880 --> 00:03:58.720]  我們很少跟別人說剪頭髮
[00:03:58.720 --> 00:04:00.600]  我們有甚麼特別的地方
[00:04:00.600 --> 00:04:04.120]  亦不是堅格里是一個很出名剪頭髮的地方
[00:04:04.120 --> 00:04:07.280]  你不是保羅說甚麼特別剪頭髮
[00:04:07.280 --> 00:04:10.760]  當然慢慢看下去我們會明白
[00:04:10.760 --> 00:04:13.320]  原來保羅做了的行動在裏面
[00:04:13.320 --> 00:04:14.840]  在這裏告訴你
[00:04:14.840 --> 00:04:19.320]  保羅這次去一趟理髮院剪頭髮剃頭
[00:04:19.320 --> 00:04:21.440]  本來好像是很無謂的事情
[00:04:21.440 --> 00:04:23.200]  不需要記載在聖經裏面
[00:04:23.200 --> 00:04:25.200]  說報導傳福音
[00:04:25.200 --> 00:04:29.240]  大家說剪頭髮不需要這樣說
[00:04:29.240 --> 00:04:30.640]  但我們發覺到
[00:04:30.640 --> 00:04:35.240]  當我們知道保羅老家要這樣提議的時候
[00:04:35.240 --> 00:04:37.280]  當然是一件事情讓我明白
[00:04:37.280 --> 00:04:41.480]  原來當時進入哥倫多教會
[00:04:41.480 --> 00:04:43.760]  或者哥倫多這個地方建立教會的保羅
[00:04:43.760 --> 00:04:45.080]  是軟弱的保羅
[00:04:45.080 --> 00:04:49.080]  他能夠停留在哥倫多一段年半的時間
[00:04:49.080 --> 00:04:52.040]  能夠在多元化教會
[00:04:52.040 --> 00:04:56.000]  一個在異教和一個可以說是
[00:04:56.000 --> 00:04:59.160]  最沒有起立文化背景的一個地方
[00:04:59.160 --> 00:05:01.240]  甚麼都有甚麼事情都可以發生
[00:05:01.240 --> 00:05:04.320]  這個地方裏宣教是很困難的事情
[00:05:04.320 --> 00:05:07.120]  但他能夠達成了
[00:05:07.120 --> 00:05:08.560]  建立了哥倫多的教會
[00:05:08.560 --> 00:05:10.680]  雖然教會令他很傷心流淚
[00:05:10.680 --> 00:05:12.440]  但經歷很多的時間
[00:05:12.440 --> 00:05:14.560]  都看到那個教會有成長
[00:05:14.560 --> 00:05:18.560]  保羅因為剪髮這個原因
[00:05:18.560 --> 00:05:23.160]  就知道原來他曾經在神的面前許了一個願
[00:05:23.160 --> 00:05:26.000]  這個願納定心智
[00:05:26.000 --> 00:05:29.440]  是要去做好神教徒的事情
[00:05:29.440 --> 00:05:32.440]  剪髮和許願有甚麼關係呢?
[00:05:32.440 --> 00:05:34.000]  我們會了解
[00:05:34.000 --> 00:05:36.200]  十八章十八節下面說
[00:05:36.200 --> 00:05:37.640]  因為他許過願
[00:05:37.640 --> 00:05:39.760]  就在那個地方剃了頭髮
[00:05:39.760 --> 00:05:45.880]  大家就知道保羅因為剪頭髮這個行動
[00:05:45.880 --> 00:05:49.240]  是知道原來他曾經採取過許願
[00:05:49.240 --> 00:05:55.040]  在哥倫多的地方準備去傳揚福音
[00:05:55.040 --> 00:05:59.240]  原來這個願可以說是
[00:05:59.240 --> 00:06:03.040]  在當時一個猶太人的習俗
[00:06:03.040 --> 00:06:06.760]  雖然保羅已經脫離
[00:06:06.760 --> 00:06:14.840]  不是再去眷戀舊約的習俗禮儀
[00:06:14.840 --> 00:06:20.040]  或者是知道有耶穌基督建立的新約
[00:06:20.040 --> 00:06:23.320]  但同時間他都會很適合
[00:06:23.320 --> 00:06:25.920]  或者能夠很智慧地
[00:06:25.920 --> 00:06:29.400]  選用一些自己合適的方法
[00:06:29.400 --> 00:06:34.160]  幫助他能夠更加有力量去做這件事情
[00:06:34.160 --> 00:06:39.680]  他就選擇了當時在文數記裡面所記載
[00:06:39.680 --> 00:06:42.680]  以色列無論男女
[00:06:42.680 --> 00:06:46.720]  他們想許一個特別的願的時候
[00:06:46.720 --> 00:06:50.880]  這個願就叫做拿西爾人的願
[00:06:50.880 --> 00:06:54.200]  大家可能會記得
[00:06:54.200 --> 00:06:59.240]  哪個舊約的人物是許過這樣的願呢?
[00:06:59.240 --> 00:07:02.360]  參孫
[00:07:02.360 --> 00:07:04.360]  很多故事
[00:07:04.360 --> 00:07:05.840]  我不詳細講參孫了
[00:07:05.840 --> 00:07:08.080]  不過大家記得拿西爾人的願
[00:07:08.080 --> 00:07:12.480]  這個願是說他願意在某一段時間裡
[00:07:12.480 --> 00:07:14.280]  離開世俗
[00:07:14.280 --> 00:07:17.040]  歸向耶和華的意思
[00:07:17.040 --> 00:07:22.880]  所以拿西爾人的願的特色在哪裡呢?
[00:07:22.880 --> 00:07:26.000]  特色就是出於他自願的
[00:07:26.000 --> 00:07:27.280]  沒有人逼你
[00:07:27.280 --> 00:07:28.960]  沒有人一定要這樣做
[00:07:28.960 --> 00:07:30.560]  你是自願這樣做
[00:07:30.560 --> 00:07:33.760]  這個自願就是說我在某一段時間裡
[00:07:33.760 --> 00:07:37.120]  發覺到我願意
[00:07:37.120 --> 00:07:39.040]  其實有這樣的心態
[00:07:39.040 --> 00:07:43.920]  我要將自己完全專注在神那裡
[00:07:43.920 --> 00:07:46.520]  因為我們需要知取神的能力
[00:07:46.520 --> 00:07:49.040]  於是就有這樣的立定心意
[00:07:49.040 --> 00:07:50.640]  求神幫我
[00:07:50.640 --> 00:07:55.360]  或者進入我的生命裡面
[00:07:55.360 --> 00:07:58.160]  特別在這段時間裡跟我同宮
[00:07:58.160 --> 00:08:01.360]  這是一個很好的心願
[00:08:01.360 --> 00:08:06.360]  所以今天你有沒有立過這樣的心志呢?
[00:08:06.360 --> 00:08:08.280]  在某一段時間裡期望
[00:08:08.280 --> 00:08:10.000]  我跟神打個願
[00:08:10.000 --> 00:08:12.640]  我很盼望我能夠專注在神那裡
[00:08:12.640 --> 00:08:14.280]  我每天祈禱讀經
[00:08:14.280 --> 00:08:18.480]  甚至可能有一餐半餐禁食禱告
[00:08:18.480 --> 00:08:21.160]  我能夠專注想做好某件事情
[00:08:21.160 --> 00:08:23.040]  那件事情是什麼事情呢?
[00:08:23.040 --> 00:08:25.560]  是你希望能夠去榮耀神的事情
[00:08:25.560 --> 00:08:29.040]  你希望你的靈性生活能夠長進
[00:08:29.040 --> 00:08:32.720]  你期望能夠讓人帶到神的面前
[00:08:32.720 --> 00:08:35.760]  譬如一些父母
[00:08:35.760 --> 00:08:40.920]  父母從小都帶子女從小回教會
[00:08:40.920 --> 00:08:43.000]  但是子女長大了之後
[00:08:43.000 --> 00:08:44.760]  現在讀書或者工作
[00:08:44.760 --> 00:08:46.040]  沒有再回教會了
[00:08:46.040 --> 00:08:49.720]  父母希望今後半年
[00:08:49.720 --> 00:08:51.560]  我有這樣的心願
[00:08:51.560 --> 00:08:53.360]  我希望每天為他禱告
[00:08:53.360 --> 00:08:54.280]  為子女禱告
[00:08:54.280 --> 00:08:55.680]  讓他回到神那裡
[00:08:55.680 --> 00:08:57.760]  我們甚至不僅是禱告
[00:08:57.760 --> 00:09:00.440]  然後會聯絡他
[00:09:00.440 --> 00:09:02.760]  或者特別是邀請他
[00:09:02.760 --> 00:09:08.000]  特別是將神愛他的消息
[00:09:08.000 --> 00:09:10.080]  繼續讓他經歷
[00:09:10.080 --> 00:09:12.080]  繼續可能帶他回來
[00:09:12.080 --> 00:09:13.720]  或者相反一些子女
[00:09:13.720 --> 00:09:16.560]  我盼望未信的父母能夠去認識主
[00:09:16.560 --> 00:09:17.360]  年紀大了
[00:09:17.360 --> 00:09:19.520]  我希望用這一年的時間
[00:09:19.520 --> 00:09:21.280]  在神面前納定我的心願
[00:09:21.280 --> 00:09:25.040]  我能夠邀請神跟我同工
[00:09:25.040 --> 00:09:29.560]  我能夠每天為他未信主來祈禱
[00:09:29.560 --> 00:09:31.760]  每天能夠關心他們
[00:09:31.760 --> 00:09:34.080]  或者能夠特別打多一點電話
[00:09:34.080 --> 00:09:36.120]  或者是探望他們多一點
[00:09:36.120 --> 00:09:37.360]  有一個心願
[00:09:37.360 --> 00:09:38.760]  心願能夠做好
[00:09:38.760 --> 00:09:39.960]  能夠達成的
[00:09:39.960 --> 00:09:42.720]  即是說我納定心思做這件事情
[00:09:42.720 --> 00:09:46.880]  當時這種拿西人的願的特色就是自願
[00:09:46.880 --> 00:09:47.600]  沒有人逼你的
[00:09:47.600 --> 00:09:48.920]  不過你會發覺
[00:09:48.920 --> 00:09:50.680]  我做了基督徒這麼久
[00:09:50.680 --> 00:09:55.480]  但我應該做一些事情去榮耀神
[00:09:55.480 --> 00:09:58.080]  或者做一些事情為主而活
[00:09:58.080 --> 00:09:59.440]  我們也可以這樣去做
[00:09:59.440 --> 00:10:00.320]  這樣去想
[00:10:00.320 --> 00:10:04.560]  當然拿西人的願有一個情況就是
[00:10:04.560 --> 00:10:07.480]  他們的行動就是當你納願的那段時間
[00:10:07.480 --> 00:10:09.080]  不要剪頭髮
[00:10:09.080 --> 00:10:11.040]  或者頭髮留長一點
[00:10:11.040 --> 00:10:15.200]  今天當然我們不需要一定用這樣的方法
[00:10:15.200 --> 00:10:20.160]  或者你喜歡有一條根紮在這裡寫著努力
[00:10:20.160 --> 00:10:23.000]  但我們也未必在形態上是這樣
[00:10:23.000 --> 00:10:27.600]  但是我們也有沒有這樣的心智做這些事情呢?
[00:10:27.600 --> 00:10:32.560]  我記得我也曾經做過一些很好笑的心智
[00:10:32.560 --> 00:10:34.240]  讀書的時候
[00:10:34.240 --> 00:10:36.520]  記得有一次
[00:10:36.520 --> 00:10:38.160]  大學讀書有一課
[00:10:38.160 --> 00:10:44.040]  老師總是令我們考得不好的會有點尷尬
[00:10:44.040 --> 00:10:47.440]  總是由最低分的派起的
[00:10:47.440 --> 00:10:49.680]  我總記得是頭幾個
[00:10:49.680 --> 00:10:52.200]  這麼早拿到也不太好
[00:10:52.200 --> 00:10:54.240]  於是就納定心智
[00:10:54.240 --> 00:10:57.280]  下次一定是最後那幾個
[00:10:57.280 --> 00:11:01.960]  於是那段考試期間就不剃鬚了
[00:11:01.960 --> 00:11:04.200]  我們讀書的時候
[00:11:04.200 --> 00:11:05.160]  大家同學看到
[00:11:05.160 --> 00:11:06.240]  為什麼不剃鬚呢?
[00:11:06.240 --> 00:11:07.880]  不好看,不英俊
[00:11:07.880 --> 00:11:09.680]  可能又要剃鬚
[00:11:09.680 --> 00:11:10.680]  但無論如何
[00:11:10.680 --> 00:11:11.680]  你有這樣的心智
[00:11:11.680 --> 00:11:13.560]  希望你能夠做好自己
[00:11:13.560 --> 00:11:16.160]  能夠建立
[00:11:16.160 --> 00:11:20.280]  我覺得我們人生裡某一段時間
[00:11:20.280 --> 00:11:22.040]  有這樣的心智是好的
[00:11:22.040 --> 00:11:23.280]  是好事
[00:11:23.280 --> 00:11:25.000]  就是說不要每天都這樣過
[00:11:25.000 --> 00:11:25.840]  我們生活
[00:11:25.840 --> 00:11:27.640]  每年都這樣過
[00:11:27.640 --> 00:11:30.160]  好像都是一年過一年
[00:11:30.160 --> 00:11:35.120]  但其實沒有想到我們可以為神做一些事情
[00:11:35.120 --> 00:11:37.480]  或者令我們的靈命操練
[00:11:37.480 --> 00:11:41.680]  我記得在教會裡面門徒訓練
[00:11:41.680 --> 00:11:44.320]  一開始就有一個納藥
[00:11:44.320 --> 00:11:47.320]  一群組員給錢納藥
[00:11:47.320 --> 00:11:50.480]  起碼我們在未來半年裡面
[00:11:50.480 --> 00:11:54.000]  我們每次都要出席小組的聚會
[00:11:54.000 --> 00:11:58.000]  以及我們每次都要準備好自己的雜作
[00:11:58.000 --> 00:11:59.840]  不要回來才做
[00:11:59.840 --> 00:12:03.600]  另外我們更加有一段時間要靈修
[00:12:03.600 --> 00:12:07.480]  中間有21個星期
[00:12:07.480 --> 00:12:08.480]  21天
[00:12:08.480 --> 00:12:10.640]  不斷地靈修
[00:12:10.640 --> 00:12:11.640]  不斷
[00:12:11.640 --> 00:12:12.640]  是不可以停的
[00:12:12.640 --> 00:12:13.920]  一天都不可以停的
[00:12:13.920 --> 00:12:18.480]  很多弟兄姊妹有一個很大的記憶
[00:12:18.480 --> 00:12:20.680]  因為靈修有寫靈修筆記
[00:12:20.680 --> 00:12:22.520]  我們要早一張看
[00:12:22.520 --> 00:12:24.080]  有做過的
[00:12:24.080 --> 00:12:26.160]  其實我們今天
[00:12:26.160 --> 00:12:27.720]  可能常常有靈修的弟兄姊妹
[00:12:27.720 --> 00:12:28.560]  都會發覺
[00:12:28.560 --> 00:12:30.800]  有時候有一兩天
[00:12:30.800 --> 00:12:31.760]  一個星期裡面
[00:12:31.760 --> 00:12:32.320]  累了
[00:12:32.320 --> 00:12:33.760]  忙了
[00:12:33.760 --> 00:12:34.440]  就停一天
[00:12:34.440 --> 00:12:35.680]  明天再做吧
[00:12:35.680 --> 00:12:41.160]  我們可能更多弟兄姊妹沒有每天靈修的習慣
[00:12:41.160 --> 00:12:42.240]  所以我覺得
[00:12:42.240 --> 00:12:44.600]  某個時間你也要這樣經歷一下
[00:12:44.600 --> 00:12:46.120]  你也可以去立定心智
[00:12:46.120 --> 00:12:47.920]  你會發覺不是難的
[00:12:47.920 --> 00:12:49.240]  原來也可以做到的
[00:12:49.240 --> 00:12:51.000]  你可以一直這樣做
[00:12:51.000 --> 00:12:52.400]  加強你的心智
[00:12:52.400 --> 00:12:54.320]  你又得到一個好處
[00:12:54.320 --> 00:12:55.840]  這個是在神面前
[00:12:55.840 --> 00:12:57.840]  是神所讚賞
[00:12:57.840 --> 00:12:59.440]  神所預立的
[00:12:59.440 --> 00:13:02.680]  所以這個不是自願的
[00:13:02.680 --> 00:13:03.880]  不是被逼的
[00:13:03.880 --> 00:13:06.960]  但是我們可以這樣去實踐
[00:13:06.960 --> 00:13:08.560]  不知道你有沒有什麼事情
[00:13:08.560 --> 00:13:11.280]  是需要在神面前立定心智
[00:13:11.280 --> 00:13:12.400]  在未來的日子
[00:13:12.400 --> 00:13:13.200]  半年
[00:13:13.200 --> 00:13:13.920]  一年
[00:13:13.920 --> 00:13:15.840]  或者再長一點時間也好
[00:13:15.840 --> 00:13:17.760]  你可以去實踐出來
[00:13:17.760 --> 00:13:19.200]  好了
[00:13:19.200 --> 00:13:21.480]  所以保羅的理法步驟
[00:13:21.480 --> 00:13:23.760]  不是立願的起頭
[00:13:23.760 --> 00:13:25.280]  反而是一個結束
[00:13:25.280 --> 00:13:31.000]  因為當時他已經過了一年多的時間了
[00:13:31.000 --> 00:13:35.320]  已經是初步功成身退
[00:13:35.320 --> 00:13:36.680]  準備神的帶領
[00:13:36.680 --> 00:13:41.800]  去到敘利亞的地方繼續宣教的工作
[00:13:41.800 --> 00:13:47.200]  所以他途經堅革里就理法了
[00:13:47.200 --> 00:13:50.840]  因為他的心願已經完結了
[00:13:50.840 --> 00:13:56.480]  究竟他許願的目的是什麼呢?
[00:13:56.480 --> 00:13:58.680]  其實剛才也有提及過
[00:13:58.680 --> 00:14:01.720]  就是在一段時間裡面
[00:14:01.720 --> 00:14:05.160]  是專注能夠仰望這位神
[00:14:05.160 --> 00:14:07.160]  能夠知取祂的能力
[00:14:07.160 --> 00:14:10.120]  簡單來說就是分別為聖
[00:14:10.120 --> 00:14:12.480]  因為《文素記》裡面說
[00:14:12.480 --> 00:14:15.440]  離族歸耶和華為聖
[00:14:15.440 --> 00:14:17.120]  就是分別為聖
[00:14:17.120 --> 00:14:19.680]  分別為聖大家都聽過明白
[00:14:19.680 --> 00:14:20.640]  在那段時間
[00:14:20.640 --> 00:14:23.720]  自己額外任何的思想
[00:14:23.720 --> 00:14:26.360]  任何的工作方向
[00:14:26.360 --> 00:14:29.040]  都是為主的緣故去做
[00:14:29.040 --> 00:14:31.640]  今天當然說我基督徒都是為主而活的
[00:14:31.640 --> 00:14:33.360]  但是我們下令會經常這樣說為主而活
[00:14:33.360 --> 00:14:35.320]  但實際上是不是真的這樣呢?
[00:14:35.320 --> 00:14:38.480]  是不是有時候我們也想到特別為主而活呢?
[00:14:38.480 --> 00:14:39.760]  我們心智上是這樣說
[00:14:39.760 --> 00:14:40.520]  但是實際上
[00:14:40.520 --> 00:14:41.840]  可能平時也是這樣生活
[00:14:41.840 --> 00:14:43.000]  跟一般人無異
[00:14:43.000 --> 00:14:45.040]  但是以一個分別為聖
[00:14:45.040 --> 00:14:50.120]  更加去集中讓你知道
[00:14:50.120 --> 00:14:53.000]  所以他那個不剃頭髮
[00:14:53.000 --> 00:14:54.840]  你就會容易提醒自己了
[00:14:54.840 --> 00:14:58.520]  因為你每一次可能去照鏡梳頭的時候
[00:14:58.520 --> 00:15:00.760]  就會發覺到
[00:15:00.760 --> 00:15:03.760]  我跟神面前納了一個緣
[00:15:03.760 --> 00:15:05.160]  這樣的情況
[00:15:05.160 --> 00:15:08.480]  當然今天我鼓勵大家有這樣的心智
[00:15:08.480 --> 00:15:12.000]  不是鼓勵大家不要剃頭髮
[00:15:12.000 --> 00:15:14.200]  如果有一天看到每個人都留長頭髮
[00:15:14.200 --> 00:15:15.080]  也是好事的
[00:15:15.080 --> 00:15:17.040]  我們現在在納緣
[00:15:17.040 --> 00:15:19.080]  但是不一定是在外表上
[00:15:19.080 --> 00:15:20.640]  但是我們心智上很重要
[00:15:20.640 --> 00:15:21.960]  這個心智就是說
[00:15:21.960 --> 00:15:25.320]  你那段時間是獻自己給神的
[00:15:25.320 --> 00:15:28.000]  你獻給神就會付出代價
[00:15:28.000 --> 00:15:29.480]  付出代價就是說
[00:15:29.480 --> 00:15:33.960]  你可能看少一點電視劇集
[00:15:33.960 --> 00:15:37.400]  現在也鼓勵大家關掉電視那些行動
[00:15:37.400 --> 00:15:41.480]  但是有些可能我們覺得不是很必要的事情
[00:15:41.480 --> 00:15:43.720]  我們也可以減低
[00:15:43.720 --> 00:15:45.600]  然後我們多親近神
[00:15:45.600 --> 00:15:47.240]  也是可以的
[00:15:47.240 --> 00:15:50.240]  少拿一本八卦雜誌看
[00:15:50.240 --> 00:15:53.160]  多拿一本中信
[00:15:53.160 --> 00:15:54.720]  多拿一本沙崙
[00:15:54.720 --> 00:15:56.040]  一本蒲公英
[00:15:56.040 --> 00:15:57.280]  我們經常都派這些
[00:15:57.280 --> 00:15:59.520]  多一些宿靈的文章
[00:15:59.520 --> 00:16:00.880]  以及聖經
[00:16:00.880 --> 00:16:02.480]  去閱讀
[00:16:02.480 --> 00:16:04.600]  對我們也有很多的幫助
[00:16:04.600 --> 00:16:06.520]  這些你要做一些代價
[00:16:06.520 --> 00:16:08.280]  做一些行動在裡面
[00:16:08.280 --> 00:16:10.200]  不單止是這個心智
[00:16:10.200 --> 00:16:13.080]  保羅是一個很有智慧
[00:16:13.080 --> 00:16:15.800]  在當時他是極度的軟弱
[00:16:15.800 --> 00:16:17.240]  在雅典
[00:16:17.240 --> 00:16:19.800]  他知道要神的保護
[00:16:19.800 --> 00:16:20.800]  看顧
[00:16:20.800 --> 00:16:23.800]  所以上次我說軟弱的保羅
[00:16:23.800 --> 00:16:27.840]  是經歷了這個剛強的神加添在他身上
[00:16:27.840 --> 00:16:30.760]  但是原來保羅他有這樣的心願納在裡面
[00:16:30.760 --> 00:16:34.680]  所以他更加能夠有力量走前面的路
[00:16:34.680 --> 00:16:36.000]  他不單止納他的心願
[00:16:36.000 --> 00:16:38.040]  可能是有頭髮的留長
[00:16:38.040 --> 00:16:38.840]  但是
[00:16:38.840 --> 00:16:42.560]  他更加做多一些事情是幫助自己的
[00:16:42.560 --> 00:16:45.920]  他到了江湖多的教會裡面
[00:16:45.920 --> 00:16:48.600]  你有沒有留意到上次有提及到
[00:16:48.600 --> 00:16:50.640]  他認識了一對夫婦
[00:16:50.640 --> 00:16:51.920]  這裡也有說
[00:16:51.920 --> 00:16:55.600]  他跟他們一起做什麼呢?
[00:16:55.600 --> 00:16:57.000]  織帳篷
[00:16:57.000 --> 00:16:59.880]  織帳篷就好像做帳幕一樣
[00:16:59.880 --> 00:17:01.120]  當時那麼多
[00:17:01.120 --> 00:17:04.760]  可能很多的活動
[00:17:04.760 --> 00:17:06.320]  有些運動會
[00:17:06.320 --> 00:17:07.280]  也可能會有
[00:17:07.280 --> 00:17:09.960]  有些商貿會也可能會有
[00:17:09.960 --> 00:17:11.120]  沒有酒店
[00:17:11.120 --> 00:17:13.280]  沒有這些客房
[00:17:13.280 --> 00:17:16.880]  人們就做這些帳篷住在這裡
[00:17:16.880 --> 00:17:19.760]  他目的是什麼呢?
[00:17:19.760 --> 00:17:22.080]  當然這個織帳篷維生
[00:17:22.080 --> 00:17:25.000]  就是說靠能夠賺到一些錢
[00:17:25.000 --> 00:17:26.000]  繼續生活
[00:17:26.000 --> 00:17:28.400]  原來他在江湖多的教會裡面
[00:17:28.400 --> 00:17:31.640]  跟平時他在其他地方教的那些不同
[00:17:31.640 --> 00:17:35.440]  他是不用江湖多教會所給他的金錢
[00:17:35.440 --> 00:17:39.120]  因為這間教會可能是一間斤斤計較
[00:17:39.120 --> 00:17:41.960]  可能是一間教會很不成熟
[00:17:41.960 --> 00:17:42.800]  大家都看過江湖多
[00:17:42.800 --> 00:17:44.480]  前後書都知道有很多問題
[00:17:44.480 --> 00:17:47.400]  保羅就免得被人論斷
[00:17:47.400 --> 00:17:55.400]  他就覺得完全不接受教會給他的供養
[00:17:55.400 --> 00:17:57.480]  他用織帳篷來做
[00:17:57.480 --> 00:18:00.400]  他保護自己免受這些論斷
[00:18:00.400 --> 00:18:03.360]  或者一些陷阱
[00:18:03.360 --> 00:18:06.600]  或者一些使他不高興等等的事情
[00:18:06.600 --> 00:18:08.760]  免受這些問題
[00:18:08.760 --> 00:18:11.800]  以致能夠更加專注傳福音
[00:18:11.800 --> 00:18:15.440]  所以你看到保羅是很懂得去學習
[00:18:15.440 --> 00:18:17.960]  能夠保護自己靠著神
[00:18:17.960 --> 00:18:18.880]  能夠立願
[00:18:18.880 --> 00:18:21.640]  做這些行動來配合
[00:18:21.640 --> 00:18:23.280]  另一個行動就是
[00:18:23.280 --> 00:18:26.480]  他上次在雅典是一個人的經歷
[00:18:26.480 --> 00:18:28.480]  垂頭喪氣回來了
[00:18:28.480 --> 00:18:30.200]  這次不是了
[00:18:30.200 --> 00:18:32.080]  認識了這對夫婦
[00:18:32.080 --> 00:18:34.440]  就是雅居拉和伯基拉
[00:18:34.440 --> 00:18:35.920]  他們就一起生活
