
[00:00:00.000 --> 00:00:05.240]  作為一個每年開始
[00:01:46.740 --> 00:01:49.740]  我們就可以用聖經
[00:01:49.740 --> 00:01:52.740]  有關這一種動物的經文
[00:01:52.740 --> 00:01:56.740]  來給我們有屬靈上的提醒
[00:01:56.740 --> 00:01:58.740]  和教導
[00:01:58.740 --> 00:02:00.740]  在這種情況下
[00:02:00.740 --> 00:02:02.740]  就不是迷信了
[00:02:02.740 --> 00:02:04.740]  因為你不是說犯太歲
[00:02:04.740 --> 00:02:06.740]  或者怎樣
[00:02:06.740 --> 00:02:08.740]  而是說用一個話題
[00:02:08.740 --> 00:02:10.740]  跟人有很好的溝通
[00:02:10.740 --> 00:02:12.740]  好了
[00:02:12.740 --> 00:02:14.740]  在
[00:02:14.740 --> 00:02:16.740]  這個
[00:02:16.740 --> 00:02:18.740]  今年裡面
[00:02:18.740 --> 00:02:20.740]  你們成年的題目
[00:02:20.740 --> 00:02:22.740]  就是關於門徒訓練
[00:02:22.740 --> 00:02:24.740]  我第一次記得
[00:02:24.740 --> 00:02:26.740]  知道門徒訓練
[00:02:26.740 --> 00:02:28.740]  這個概念和課程
[00:02:28.740 --> 00:02:31.740]  就在我讀大學一年級的
[00:02:31.740 --> 00:02:34.740]  orientation camp裡面
[00:02:34.740 --> 00:02:36.740]  那個時候就有navigator
[00:02:36.740 --> 00:02:38.740]  導航會
[00:02:38.740 --> 00:02:40.740]  在我們的camp裡面
[00:02:40.740 --> 00:02:42.740]  介紹一個
[00:02:42.740 --> 00:02:44.740]  好像一個車輪
[00:02:44.740 --> 00:02:46.740]  這樣的十字架
[00:02:46.740 --> 00:02:48.740]  那個門徒訓練課程
[00:02:48.740 --> 00:02:50.740]  大概多久呢
[00:02:50.740 --> 00:02:52.740]  等你推算一下我的年紀
[00:02:52.740 --> 00:02:54.740]  大概70年代的
[00:02:54.740 --> 00:02:56.740]  上世紀70年代的初期
[00:02:56.740 --> 00:02:58.740]  我開始
[00:02:58.740 --> 00:03:00.740]  接觸navigator
[00:03:00.740 --> 00:03:02.740]  慢慢後來發現
[00:03:02.740 --> 00:03:04.740]  門徒訓練不是只有一套
[00:03:04.740 --> 00:03:06.740]  有很多的
[00:03:06.740 --> 00:03:09.740]  我自己搜集的資料
[00:03:09.740 --> 00:03:11.740]  都有十多套
[00:03:11.740 --> 00:03:13.740]  有些長
[00:03:13.740 --> 00:03:14.740]  有些短
[00:03:14.740 --> 00:03:16.740]  有些內容包含多些
[00:03:16.740 --> 00:03:18.740]  但是萬變不離其中
[00:03:18.740 --> 00:03:20.740]  其實就是說
[00:03:20.740 --> 00:03:24.740]  learning by imitating
[00:03:24.740 --> 00:03:27.740]  和learning by practicing
[00:03:27.740 --> 00:03:29.740]  或者learning by doing
[00:03:29.740 --> 00:03:32.740]  門徒訓練背後的教育哲學
[00:03:32.740 --> 00:03:34.740]  不外乎這件事
[00:03:34.740 --> 00:03:36.740]  你想學就做
[00:03:36.740 --> 00:03:38.740]  你想學就模仿
[00:03:38.740 --> 00:03:41.740]  其中浸訓會有一套
[00:03:41.740 --> 00:03:43.740]  叫master life
[00:03:43.740 --> 00:03:47.740]  翻譯中文叫做塑造主門徒生命
[00:03:47.740 --> 00:03:50.740]  那套在我目前來說
[00:03:50.740 --> 00:03:52.740]  我覺得是最詳盡的
[00:03:52.740 --> 00:03:54.740]  hardcover有兩套
[00:03:54.740 --> 00:03:56.740]  兩個volume
[00:03:56.740 --> 00:04:01.740]  可以去到三年才讀得完
[00:04:01.740 --> 00:04:03.740]  它可以有濃縮課程
[00:04:03.740 --> 00:04:05.740]  為什麼呢
[00:04:05.740 --> 00:04:07.740]  它的十字架就是這樣的
[00:04:07.740 --> 00:04:10.740]  以十字架來作為
[00:04:10.740 --> 00:04:13.740]  我們向神祈禱交通
[00:04:13.740 --> 00:04:15.740]  讀聖經
[00:04:15.740 --> 00:04:17.740]  從神領受
[00:04:17.740 --> 00:04:20.740]  十字架向下
[00:04:20.740 --> 00:04:22.740]  代表神的啟示
[00:04:22.740 --> 00:04:23.740]  通過聖經
[00:04:23.740 --> 00:04:25.740]  十字架向上
[00:04:25.740 --> 00:04:28.740]  代表我們祈禱和神交通
[00:04:28.740 --> 00:04:31.740]  十字架兩橫
[00:04:31.740 --> 00:04:33.740]  代表我們伸開手
[00:04:33.740 --> 00:04:35.740]  我們右手邊
[00:04:35.740 --> 00:04:39.740]  是主內的一種團契的關係
[00:04:39.740 --> 00:04:41.740]  彼此建立互相造就
[00:04:41.740 --> 00:04:43.740]  我們左手邊
[00:04:43.740 --> 00:04:47.740]  是往世界向人傳福音
[00:04:47.740 --> 00:04:49.740]  所以你看到
[00:04:49.740 --> 00:04:51.740]  那個十字架大部分
[00:04:51.740 --> 00:04:53.740]  包括道行會
[00:04:53.740 --> 00:04:55.740]  都是用這十字架
[00:04:55.740 --> 00:04:57.740]  四條橫行
[00:04:57.740 --> 00:04:59.740]  來代表路加福音所說
[00:04:59.740 --> 00:05:01.740]  若有人要跟從我
[00:05:01.740 --> 00:05:05.740]  就當寫記天天背起十字架
[00:05:05.740 --> 00:05:07.740]  來跟隨主
[00:05:07.740 --> 00:05:09.740]  除此之外
[00:05:09.740 --> 00:05:11.740]  還有很多東西
[00:05:11.740 --> 00:05:13.740]  例如我們讀經
[00:05:13.740 --> 00:05:15.740]  我們如何去讀經
[00:05:15.740 --> 00:05:19.740]  不用看很複雜很深的參考書
[00:05:19.740 --> 00:05:21.740]  又不用看
[00:05:21.740 --> 00:05:25.740]  聽一定是來自哈佛大學的神學博士
[00:05:25.740 --> 00:05:27.740]  他的解經才正
[00:05:27.740 --> 00:05:29.740]  其實有聖靈的同在
[00:05:29.740 --> 00:05:32.740]  有一本好的翻譯的聖經
[00:05:32.740 --> 00:05:38.740]  以及按照聖靈和我們的常識
[00:05:38.740 --> 00:05:40.740]  聖經裏面的東西
[00:05:40.740 --> 00:05:42.740]  是一定能夠出來的
[00:05:42.740 --> 00:05:44.740]  你讀的東西跟我一樣
[00:05:44.740 --> 00:05:46.740]  你受的感動和我感受
[00:05:46.740 --> 00:05:48.740]  是一模一樣
[00:05:48.740 --> 00:05:51.740]  只要有一本好的翻譯聖經
[00:05:51.740 --> 00:05:54.740]  我們每一個人都是文學家
[00:05:54.740 --> 00:05:56.740]  識字的人
[00:05:56.740 --> 00:05:58.740]  還有我們有常識
[00:05:58.740 --> 00:06:00.740]  還有聖靈的引導
[00:06:00.740 --> 00:06:02.740]  你一定明白聖經
[00:06:02.740 --> 00:06:05.740]  除了一些中文很深的字
[00:06:05.740 --> 00:06:07.740]  你可以用Living Bible
[00:06:07.740 --> 00:06:11.740]  或者那些叫做異譯本聖經
[00:06:11.740 --> 00:06:16.740]  還有一些淺白的現代中文
[00:06:16.740 --> 00:06:19.740]  避開一些舊的中文字
[00:06:19.740 --> 00:06:22.740]  那本聖經一定你能夠讀得懂
[00:06:22.740 --> 00:06:24.740]  而門徒訓練又包括
[00:06:24.740 --> 00:06:26.740]  你向人傳福音
[00:06:26.740 --> 00:06:27.740]  你用哪一套
[00:06:27.740 --> 00:06:28.740]  三福
[00:06:28.740 --> 00:06:29.740]  福音橋
[00:06:29.740 --> 00:06:30.740]  四律
[00:06:30.740 --> 00:06:33.740]  或者就是用福音手
[00:06:33.740 --> 00:06:34.740]  很多的東西
[00:06:34.740 --> 00:06:36.740]  其實教你一些技巧
[00:06:36.740 --> 00:06:38.740]  譬如你團契
[00:06:38.740 --> 00:06:39.740]  好了
[00:06:39.740 --> 00:06:41.740]  團契你願意做一個很難相處的人
[00:06:41.740 --> 00:06:43.740]  你怎樣去交流呢
[00:06:43.740 --> 00:06:45.740]  你怎樣去輔導人呢
[00:06:45.740 --> 00:06:47.740]  你怎樣去勸導人呢
[00:06:47.740 --> 00:06:49.740]  其實不外乎這幾樣
[00:06:49.740 --> 00:06:51.740]  禱告你怎樣禱告呢
[00:06:51.740 --> 00:06:53.740]  門徒訓練不外乎這四個
[00:06:53.740 --> 00:06:55.740]  教你怎樣禱告
[00:06:55.740 --> 00:06:57.740]  禱告你知取能力
[00:06:57.740 --> 00:06:59.740]  能夠跟神建立關係
[00:06:59.740 --> 00:07:02.740]  教你怎樣去領受神的說話
[00:07:02.740 --> 00:07:04.740]  用聖經的說話去傳福音
[00:07:04.740 --> 00:07:06.740]  去建立人 建立自己
[00:07:06.740 --> 00:07:09.740]  教你怎樣跟其他的人建立關係
[00:07:09.740 --> 00:07:14.740]  教你怎樣去relate to others
[00:07:14.740 --> 00:07:17.740]  在一個未信的世界
[00:07:17.740 --> 00:07:19.740]  如果我們學了這套東西
[00:07:19.740 --> 00:07:22.740]  其實不單止我們做基督徒
[00:07:22.740 --> 00:07:25.740]  我們的生命扎實很多
[00:07:25.740 --> 00:07:30.740]  而且我們一生人學了這些技巧
[00:07:30.740 --> 00:07:32.740]  受用不絕
[00:07:32.740 --> 00:07:34.740]  你去到英國讀書
[00:07:34.740 --> 00:07:36.740]  去到美國工作
[00:07:36.740 --> 00:07:38.740]  去到大陸出差
[00:07:38.740 --> 00:07:41.740]  你不單止能夠自己站立得住
[00:07:41.740 --> 00:07:46.740]  還可以馬下手傳福音給人
[00:07:46.740 --> 00:07:49.740]  早期有一個你們的世伯
[00:07:49.740 --> 00:07:52.740]  去南京工作
[00:07:52.740 --> 00:07:57.740]  南京當時最高有一座大廈叫金陵飯店
[00:07:57.740 --> 00:08:01.740]  上到頂全個南京市都看得到
[00:08:01.740 --> 00:08:03.740]  知不知道南京在哪裏
[00:08:03.740 --> 00:08:04.740]  不是日本
[00:08:04.740 --> 00:08:06.740]  日本是東京
[00:08:06.740 --> 00:08:08.740]  南京是在中國
[00:08:08.740 --> 00:08:09.740]  看得到
[00:08:09.740 --> 00:08:12.740]  電梯坐到上宮
[00:08:12.740 --> 00:08:14.740]  大約五分鐘
[00:08:14.740 --> 00:08:16.740]  當時電梯在那裏
[00:08:16.740 --> 00:08:19.740]  有人炸電梯
[00:08:19.740 --> 00:08:21.740]  有位世伯拿著一本聖經
[00:08:21.740 --> 00:08:23.740]  你就是基督徒
[00:08:23.740 --> 00:08:25.740]  引發起話題
[00:08:25.740 --> 00:08:26.740]  他在五分鐘
[00:08:26.740 --> 00:08:30.740]  由下面坐電梯去到最高那層
[00:08:30.740 --> 00:08:32.740]  完完全全將福音
[00:08:32.740 --> 00:08:35.740]  告訴炸電梯的人
[00:08:35.740 --> 00:08:38.740]  後來他寫信給他
[00:08:38.740 --> 00:08:41.740]  教他怎樣讀聖經等等
[00:08:41.740 --> 00:08:43.740]  如果你裝備過的話
[00:08:43.740 --> 00:08:46.740]  你就學習到在三分鐘裏面
[00:08:46.740 --> 00:08:47.740]  講你的德教見證
[00:08:47.740 --> 00:08:49.740]  在五分鐘裏面
[00:08:49.740 --> 00:08:51.740]  將一個完整的福音告訴人
[00:08:51.740 --> 00:08:53.740]  門徒訓練的課程
[00:08:53.740 --> 00:08:55.740]  包羅萬有
[00:08:55.740 --> 00:08:56.740]  很多東西
[00:08:56.740 --> 00:08:58.740]  但是最基本
[00:08:58.740 --> 00:09:00.740]  就是要叫我們
[00:09:00.740 --> 00:09:02.740]  學做耶穌基督的門徒
[00:09:02.740 --> 00:09:05.740]  和跟隨耶穌基督
[00:09:05.740 --> 00:09:07.740]  一生一世永不改變
[00:09:07.740 --> 00:09:09.740]  你們有沒有人看過
[00:09:09.740 --> 00:09:11.740]  大堂那邊的浸禮
[00:09:11.740 --> 00:09:14.740]  有誰沒看過的請舉手
[00:09:14.740 --> 00:09:16.740]  每個人看過
[00:09:16.740 --> 00:09:17.740]  沒看過的話
[00:09:17.740 --> 00:09:19.740]  下一次你一定
[00:09:19.740 --> 00:09:20.740]  無論你有沒有親戚朋友
[00:09:20.740 --> 00:09:22.740]  浸你都要去看一次
[00:09:22.740 --> 00:09:23.740]  為甚麼呢
[00:09:23.740 --> 00:09:25.740]  那些見證很好
[00:09:25.740 --> 00:09:27.740]  每一次如果我浸人下水
[00:09:27.740 --> 00:09:29.740]  我都會問一個問題
[00:09:29.740 --> 00:09:31.740]  弟兄你既然認信
[00:09:31.740 --> 00:09:33.740]  你是基督徒
[00:09:33.740 --> 00:09:35.740]  你願不願意一生一世
[00:09:35.740 --> 00:09:38.740]  跟隨耶穌基督永不改變
[00:09:38.740 --> 00:09:39.740]  如果我浸的話
[00:09:39.740 --> 00:09:41.740]  我會問這句話
[00:09:41.740 --> 00:09:44.740]  是第三個confession
[00:09:44.740 --> 00:09:47.740]  就是一生一世跟隨耶穌基督永不改變
[00:09:47.740 --> 00:09:49.740]  很多時候我們都想
[00:09:49.740 --> 00:09:50.740]  但是我們基督徒
[00:09:50.740 --> 00:09:52.740]  走了第一步
[00:09:52.740 --> 00:09:53.740]  已經忘記了
[00:09:53.740 --> 00:09:55.740]  要向哪個方向走
[00:09:55.740 --> 00:09:57.740]  跟誰 學誰
[00:09:57.740 --> 00:10:00.740]  接著會失足和跌倒
[00:10:00.740 --> 00:10:02.740]  我剛才提過
[00:10:02.740 --> 00:10:04.740]  門徒訓練
[00:10:04.740 --> 00:10:06.740]  無論你哪一套課程
[00:10:06.740 --> 00:10:07.740]  你拿來給我看
[00:10:07.740 --> 00:10:09.740]  萬變不離其宗
[00:10:09.740 --> 00:10:14.740]  背後的philosophy of learning 或者education
[00:10:14.740 --> 00:10:15.740]  不外乎
[00:10:15.740 --> 00:10:17.740]  learning by doing
[00:10:17.740 --> 00:10:21.740]  learning by imitating
[00:10:21.740 --> 00:10:22.740]  imitate 誰呢
[00:10:22.740 --> 00:10:24.740]  效法耶穌基督
[00:10:24.740 --> 00:10:27.740]  和效法你的spiritual mentor
[00:10:27.740 --> 00:10:29.740]  示範給你看
[00:10:29.740 --> 00:10:32.740]  有一次我們當中一個uncle
[00:10:32.740 --> 00:10:34.740]  不是坐在這裡的
[00:10:34.740 --> 00:10:35.740]  所以你不用猜
[00:10:35.740 --> 00:10:40.740]  他受一個醫生門徒訓練影響
[00:10:40.740 --> 00:10:42.740]  覺得那套很好
[00:10:42.740 --> 00:10:44.740]  他說跟師父不如跟祖師
[00:10:44.740 --> 00:10:46.740]  問問那個醫生
[00:10:46.740 --> 00:10:48.740]  你門徒訓練你的那個是誰
[00:10:48.740 --> 00:10:50.740]  哦 他是一個西人
[00:10:50.740 --> 00:10:52.740]  住在美國中部某個地方
[00:10:52.740 --> 00:10:55.740]  他說我寧願出差去探望他
[00:10:55.740 --> 00:10:56.740]  那個西人
[00:10:56.740 --> 00:10:59.740]  即是他的師公
[00:10:59.740 --> 00:11:00.740]  就叫他
[00:11:00.740 --> 00:11:02.740]  不單在那幾天和他查經
[00:11:02.740 --> 00:11:04.740]  生活在一起
[00:11:04.740 --> 00:11:07.740]  還有一件事很可怕
[00:11:07.740 --> 00:11:09.740]  他叫他和他同睡同一張床
[00:11:09.740 --> 00:11:11.740]  兩個男人
[00:11:11.740 --> 00:11:16.740]  看他睡覺有沒有打鼻鼾
[00:11:16.740 --> 00:11:17.740]  他都很尷尬
[00:11:17.740 --> 00:11:18.740]  中國人
[00:11:18.740 --> 00:11:23.740]  你不要說同異性或者同性
[00:11:23.740 --> 00:11:26.740]  總之和一個陌生人同睡一張床
[00:11:26.740 --> 00:11:28.740]  都不是什麼
[00:11:28.740 --> 00:11:29.740]  而且那個西人
[00:11:29.740 --> 00:11:31.740]  習慣像西人一樣
[00:11:31.740 --> 00:11:34.740]  不穿上裝睡覺
[00:11:34.740 --> 00:11:37.740]  他回來很震驚
[00:11:37.740 --> 00:11:39.740]  原來門徒訓練這麼貼心
[00:11:39.740 --> 00:11:41.740]  不過我們教的就不用這樣
[00:11:41.740 --> 00:11:43.740]  沒那麼害怕
[00:11:43.740 --> 00:11:46.740]  我想祖師爺叫他這樣
[00:11:46.740 --> 00:11:48.740]  就說你來看看聖經
[00:11:48.740 --> 00:11:51.740]  你來看看我的生活
[00:11:51.740 --> 00:11:52.740]  我的睡覺
[00:11:52.740 --> 00:11:53.740]  我的作息
[00:11:53.740 --> 00:11:57.740]  是怎樣去符合聖經的原則
[00:11:57.740 --> 00:11:59.740]  幾點睡幾點起身
[00:11:59.740 --> 00:12:01.740]  和很有規律
[00:12:01.740 --> 00:12:02.740]  讓自己的身體
[00:12:02.740 --> 00:12:04.740]  就是聖靈的電
[00:12:04.740 --> 00:12:06.740]  都是得以健康
[00:12:06.740 --> 00:12:09.740]  我能夠為神做這麼多工作
[00:12:09.740 --> 00:12:10.740]  我們很多的屬靈
[00:12:10.740 --> 00:12:12.740]  只是這部份
[00:12:12.740 --> 00:12:14.740]  去不到的眼
[00:12:14.740 --> 00:12:15.740]  去不到的口
[00:12:15.740 --> 00:12:17.740]  去不到的耳朵
[00:12:17.740 --> 00:12:19.740]  去不到的腸胃
[00:12:19.740 --> 00:12:20.740]  去不到的腳
[00:12:20.740 --> 00:12:22.740]  為什麼這樣說呢
[00:12:22.740 --> 00:12:24.740]  你有很多對聖經的東西頭腦
[00:12:24.740 --> 00:12:25.740]  你的眼
[00:12:25.740 --> 00:12:26.740]  聖經裡面的東西
[00:12:26.740 --> 00:12:27.740]  約束不了你的眼
[00:12:27.740 --> 00:12:29.740]  有很多不應該看的東西
[00:12:29.740 --> 00:12:30.740]  你看
[00:12:30.740 --> 00:12:32.740]  就是聖經裡面所學的東西
[00:12:32.740 --> 00:12:33.740]  去不到
[00:12:33.740 --> 00:12:35.740]  有很多不應該吃的東西
[00:12:35.740 --> 00:12:37.740]  控制不了你
[00:12:37.740 --> 00:12:39.740]  很多不應該說的東西
[00:12:39.740 --> 00:12:41.740]  聖經所理解的東西
[00:12:41.740 --> 00:12:42.740]  控制不了你的嘴巴
[00:12:42.740 --> 00:12:44.740]  你就說吧
[00:12:44.740 --> 00:12:45.740]  手啊腳啊
[00:12:45.740 --> 00:12:47.740]  各樣東西
[00:12:47.740 --> 00:12:49.740]  所以我們的身體
[00:12:49.740 --> 00:12:51.740]  整個人的total being
[00:12:51.740 --> 00:12:53.740]  包括我們的靈魂體
[00:12:53.740 --> 00:12:54.740]  都是神的
[00:12:54.740 --> 00:12:56.740]  如果我們要效法耶穌基督
[00:12:56.740 --> 00:13:00.740]  無論在我們身體的健康
[00:13:00.740 --> 00:13:01.740]  保養
[00:13:01.740 --> 00:13:02.740]  生活節奏
[00:13:02.740 --> 00:13:04.740]  我們的心靈
[00:13:04.740 --> 00:13:06.740]  內裡喜怒哀樂
[00:13:06.740 --> 00:13:08.740]  情緒的處理
[00:13:08.740 --> 00:13:10.740]  還有我們思想意念
[00:13:10.740 --> 00:13:13.740]  人際關係各方面
[00:13:13.740 --> 00:13:16.740]  我們整體都要分別給神
[00:13:16.740 --> 00:13:18.740]  成為聖結
[00:13:18.740 --> 00:13:19.740]  好了
[00:13:19.740 --> 00:13:23.740]  今天我要和大家討論這兩節經文
[00:13:23.740 --> 00:13:24.740]  很短
[00:13:24.740 --> 00:13:28.740]  通常一般門徒訓練
[00:13:28.740 --> 00:13:30.740]  很喜歡引用
[00:13:30.740 --> 00:13:32.740]  其中一段
[00:13:32.740 --> 00:13:36.740]  一套叫做息息不斷的門徒訓練
[00:13:36.740 --> 00:13:38.740]  就是一個叫做
[00:13:38.740 --> 00:13:40.740]  好像Bill Henderson所寫的
[00:13:40.740 --> 00:13:42.740]  他就引用這段經文
[00:13:42.740 --> 00:13:44.740]  作為一個根據
[00:13:44.740 --> 00:13:46.740]  這兩節經文說什麼呢
[00:13:46.740 --> 00:13:48.740]  這兩節經文就說到
[00:13:48.740 --> 00:13:50.740]  保羅教導提摩泰
[00:13:50.740 --> 00:13:53.740]  他要去教導一批人
[00:13:53.740 --> 00:13:55.740]  這一批人
[00:13:55.740 --> 00:13:57.740]  是具有兩個質素
[00:13:57.740 --> 00:13:59.740]  第一是teachable
[00:13:59.740 --> 00:14:01.740]  第二是loyal
[00:14:01.740 --> 00:14:04.740]  然後這批人將來再去教導別人
[00:14:04.740 --> 00:14:08.740]  在這兩節經文裡
[00:14:08.740 --> 00:14:14.740]  是展示了四個generation的門徒訓練關係
[00:14:14.740 --> 00:14:18.740]  保羅和教提摩泰
[00:14:18.740 --> 00:14:20.740]  已經有兩代的關係
[00:14:20.740 --> 00:14:22.740]  提摩泰去教一批人
[00:14:22.740 --> 00:14:26.740]  這一批人叫做teachable and loyal
[00:14:26.740 --> 00:14:28.740]  就是第三代
[00:14:28.740 --> 00:14:32.740]  然後這一批是teachable and loyal的人
[00:14:32.740 --> 00:14:34.740]  再去教導別人
[00:14:34.740 --> 00:14:36.740]  另外一批人就是四代
[00:14:36.740 --> 00:14:38.740]  所以門徒訓練
[00:14:38.740 --> 00:14:40.740]  在乎是如何呢
[00:14:40.740 --> 00:14:42.740]  是duplicate
[00:14:42.740 --> 00:14:44.740]  不斷去複製一些
[00:14:44.740 --> 00:14:46.740]  好像基因一樣
[00:14:46.740 --> 00:14:48.740]  產生一些好的東西
[00:14:48.740 --> 00:14:50.740]  不斷複製
[00:14:50.740 --> 00:14:52.740]  下去
[00:14:52.740 --> 00:14:54.740]  所以今天的經文
[00:14:54.740 --> 00:14:56.740]  除了跟門訓有關係
[00:14:56.740 --> 00:15:01.740]  也跟我們今年教會的主題
[00:15:01.740 --> 00:15:04.740]  上半句有關係
[00:15:04.740 --> 00:15:06.740]  有沒有人記得
[00:15:06.740 --> 00:15:08.740]  教會今年的主題叫什麼
[00:15:08.740 --> 00:15:11.740]  紀勒納人像呢
[00:15:11.740 --> 00:15:13.740]  祖輩香港
[00:15:13.740 --> 00:15:15.740]  今天這兩節經文
[00:15:15.740 --> 00:15:18.740]  是講紀勒納人的
[00:15:18.740 --> 00:15:20.740]  他說
[00:15:20.740 --> 00:15:24.740]  我兒啊,你要在基督耶穌的恩典上
[00:15:24.740 --> 00:15:26.740]  剛強起來
[00:15:26.740 --> 00:15:28.740]  在耶穌基督的恩典
[00:15:28.740 --> 00:15:30.740]  有些東西在本聖經
[00:15:30.740 --> 00:15:32.740]  就說with strength
[00:15:32.740 --> 00:15:34.740]  Jesus Christ gives you
[00:15:34.740 --> 00:15:37.740]  你要用一些能力
[00:15:37.740 --> 00:15:39.740]  是耶穌基督給過你的
[00:15:39.740 --> 00:15:42.740]  這個恩典呢
[00:15:42.740 --> 00:15:44.740]  就是伯伯的賜予
[00:15:44.740 --> 00:15:46.740]  和一種禮物的意思
[00:15:46.740 --> 00:15:48.740]  那怎麼樣在恩典上
[00:15:48.740 --> 00:15:50.740]  剛強起來呢
[00:15:50.740 --> 00:15:52.740]  恩典是講一些我們
[00:15:52.740 --> 00:15:54.740]  undeserved
[00:15:54.740 --> 00:15:56.740]  我們不應該有的一些東西
[00:15:56.740 --> 00:15:58.740]  但是上帝
[00:15:58.740 --> 00:16:00.740]  是給過我們
[00:16:00.740 --> 00:16:02.740]  譬如說新年
[00:16:02.740 --> 00:16:04.740]  新年你有沒有期望
[00:16:04.740 --> 00:16:06.740]  是有些東西
[00:16:06.740 --> 00:16:08.740]  人家會給你呢
[00:16:08.740 --> 00:16:10.740]  最簡單你爸爸你媽媽呢
[00:16:10.740 --> 00:16:12.740]  如果根據傳統的習俗
[00:16:12.740 --> 00:16:14.740]  你未結婚呢
[00:16:14.740 --> 00:16:16.740]  他會提示給你
[00:16:16.740 --> 00:16:18.740]  叫你放在枕頭底
[00:16:18.740 --> 00:16:20.740]  這個叫碎錢
[00:16:20.740 --> 00:16:22.740]  或者你都期望有些叔叔阿姨呢
[00:16:22.740 --> 00:16:24.740]  就是見到我都未結婚呢
[00:16:24.740 --> 00:16:26.740]  他會給我
[00:16:26.740 --> 00:16:28.740]  但是有些呢
[00:16:28.740 --> 00:16:30.740]  是你本來估計不到
[00:16:30.740 --> 00:16:32.740]  但是人家會給你的
[00:16:32.740 --> 00:16:34.740]  可能突然之間
[00:16:34.740 --> 00:16:36.740]  就是
[00:16:36.740 --> 00:16:38.740]  你有一個不認識的朋友
[00:16:38.740 --> 00:16:40.740]  拿了一百張蘿蔔糕卡給你
[00:16:40.740 --> 00:16:42.740]  我公司用剩的
[00:16:42.740 --> 00:16:44.740]  你拿去
[00:16:44.740 --> 00:16:46.740]  那年吃蘿蔔糕
[00:16:46.740 --> 00:16:48.740]  吃到那些蘿蔔味
[00:16:48.740 --> 00:16:50.740]  整屋都是
[00:16:50.740 --> 00:16:52.740]  如果你喜歡吃就是恩典
[00:16:52.740 --> 00:16:54.740]  不喜歡吃呢
[00:16:54.740 --> 00:16:56.740]  就是什麼呢
[00:16:56.740 --> 00:16:58.740]  就是認佛
[00:16:58.740 --> 00:17:00.740]  恩典就是你
[00:17:00.740 --> 00:17:02.740]  上帝對你的好處
[00:17:02.740 --> 00:17:04.740]  你不配而得
[00:17:04.740 --> 00:17:06.740]  因此既然我們獲得恩典
[00:17:06.740 --> 00:17:08.740]  最大的恩典就是
[00:17:08.740 --> 00:17:10.740]  獲耶穌基督賜我們的
[00:17:10.740 --> 00:17:12.740]  救恩
[00:17:12.740 --> 00:17:14.740]  我們每一個人都是罪人
