
[00:00:00.000 --> 00:00:03.260]  事後約翰和很多的仕途一樣
[00:01:31.240 --> 00:01:33.600]  但我們卻不行在光明的當中
[00:01:33.600 --> 00:01:35.560]  只是表達了一件事
[00:01:35.560 --> 00:01:40.400]  就是真理不在我們的生命裏面
[00:01:40.400 --> 00:01:41.520]  約翰說
[00:01:41.520 --> 00:01:44.160]  如果真理不在我們的身上
[00:01:44.160 --> 00:01:47.320]  他用了一句挺嚴厲的話
[00:01:47.320 --> 00:01:49.520]  他說如果真理不在我們的身上
[00:01:49.520 --> 00:01:55.840]  我們就不是神的兒女
[00:01:55.840 --> 00:01:58.640]  在《藥人一書》第一章第八到第十節
[00:01:58.640 --> 00:01:59.280]  他這樣說
[00:01:59.280 --> 00:02:00.960]  「我們若說自己沒有罪
[00:02:00.960 --> 00:02:03.040]  就是欺騙自己
[00:02:03.040 --> 00:02:05.880]  真理就不在我們裏面了
[00:02:05.880 --> 00:02:07.560]  我們若認自己的罪
[00:02:07.560 --> 00:02:09.120]  罪是信實的
[00:02:09.120 --> 00:02:10.680]  是公義的
[00:02:10.680 --> 00:02:12.080]  必要赦免我們的罪
[00:02:12.080 --> 00:02:14.680]  洗清我們一切的不義
[00:02:14.680 --> 00:02:17.480]  我們若說自己沒有犯過罪
[00:02:17.480 --> 00:02:20.000]  就是把神當作說方的
[00:02:20.000 --> 00:02:23.800]  看來道也不在我們裏面了」
[00:02:23.800 --> 00:02:26.440]  這羣信仰出了疑惑的人
[00:02:26.440 --> 00:02:28.680]  已經離開了教會
[00:02:28.680 --> 00:02:30.360]  但他們那個錯誤的信仰
[00:02:30.360 --> 00:02:33.920]  觀其仍然對留在教會當中的信徒
[00:02:33.920 --> 00:02:36.240]  帶來非常大的影響
[00:02:36.240 --> 00:02:38.200]  特別是對於信徒
[00:02:38.200 --> 00:02:40.760]  究竟是有罪還是無罪
[00:02:40.760 --> 00:02:42.360]  都帶來很多疑惑
[00:02:42.360 --> 00:02:42.800]  沒錯
[00:02:42.800 --> 00:02:45.560]  那羣人離開了教會的人
[00:02:45.560 --> 00:02:46.320]  他們繼續存在
[00:02:46.320 --> 00:02:49.160]  但他們心裏面對於離開了的人所說
[00:02:49.160 --> 00:02:50.320]  「我們是否已經沒有罪了?
[00:02:50.320 --> 00:02:51.720]  我們是否已經不會犯罪了?」
[00:02:51.720 --> 00:02:55.800]  他們心裏面帶來很大的疑惑
[00:02:55.800 --> 00:02:58.960]  於是史祿約翰對應着這個疑惑
[00:02:58.960 --> 00:03:00.280]  約翰很清楚地指出
[00:03:00.280 --> 00:03:03.000]  他說他們有兩個很大的錯誤
[00:03:03.000 --> 00:03:04.000]  第一
[00:03:04.000 --> 00:03:07.400]  就是這羣人說自己不再有罪
[00:03:07.400 --> 00:03:08.280]  第二
[00:03:08.280 --> 00:03:10.760]  就是說我們自己不會再犯罪
[00:03:10.760 --> 00:03:13.800]  或者沒有犯過罪
[00:03:13.800 --> 00:03:14.760]  他們的第一個錯誤
[00:03:14.760 --> 00:03:18.320]  就是那些離異者說自己沒有罪
[00:03:18.320 --> 00:03:20.600]  我們看回「罪」這個原文
[00:03:20.600 --> 00:03:23.760]  我們看到它是一個單數的字
[00:03:23.760 --> 00:03:25.280]  單數的「罪」的意思
[00:03:25.280 --> 00:03:27.240]  其實這羣離異者說
[00:03:27.240 --> 00:03:28.480]  「我沒有原罪」
[00:03:28.480 --> 00:03:30.240]  「我沒有罪性」
[00:03:30.240 --> 00:03:31.160]  他的意思是說
[00:03:31.160 --> 00:03:32.840]  在我的生命裏面
[00:03:32.840 --> 00:03:34.840]  是完全沒有任何的罪性
[00:03:34.840 --> 00:03:35.600]  就算有
[00:03:35.600 --> 00:03:36.400]  其實都微不足道
[00:03:36.400 --> 00:03:37.680]  是不需要再提了
[00:03:37.680 --> 00:03:40.520]  不需要再說了
[00:03:40.520 --> 00:03:42.320]  他們覺得
[00:03:42.320 --> 00:03:45.600]  他們不需要跟耶穌有任何的關係
[00:03:45.600 --> 00:03:46.280]  很奇妙的
[00:03:46.280 --> 00:03:47.080]  這羣人
[00:03:47.080 --> 00:03:48.200]  他們相信耶穌
[00:03:48.200 --> 00:03:50.320]  然後他們的罪得到赦免
[00:03:50.320 --> 00:03:53.120]  然後他們能夠與神建立那份關係
[00:03:53.120 --> 00:03:55.120]  不過很可惜
[00:03:55.120 --> 00:03:56.120]  他們有一個錯誤的想法
[00:03:56.120 --> 00:03:57.480]  就是說
[00:03:57.480 --> 00:03:58.880]  耶穌覺得能夠提供的
[00:03:58.880 --> 00:04:00.400]  就是爲人去贖罪
[00:04:00.400 --> 00:04:02.960]  他說今天既然我們已經被贖罪
[00:04:02.960 --> 00:04:04.200]  已經沒有罪性
[00:04:04.200 --> 00:04:07.280]  那爲什麼我們還需要來跟從耶穌呢?
[00:04:07.280 --> 00:04:08.520]  爲什麼我們仍要呢?
[00:04:08.520 --> 00:04:13.080]  需要將我們的主權交給神呢?
[00:04:13.080 --> 00:04:14.080]  所以作爲主的門徒
[00:04:14.080 --> 00:04:15.320]  在這裏很嚴厲地指出
[00:04:15.320 --> 00:04:17.800]  他說持着這種態度的人
[00:04:17.800 --> 00:04:21.120]  他們不僅自己沒有遵行真理那麼簡單
[00:04:21.120 --> 00:04:22.960]  在《約翰一書》第一章第六節
[00:04:22.960 --> 00:04:26.840]  他說這羣人不僅不遵行真理
[00:04:26.840 --> 00:04:30.600]  他說其實真理根本不在這些人裏面
[00:04:30.600 --> 00:04:33.280]  如果我們認識約翰的寫作
[00:04:33.280 --> 00:04:35.480]  我們會發覺在什麼裏面
[00:04:35.480 --> 00:04:36.840]  或者常在什麼裏面
[00:04:36.840 --> 00:04:38.880]  這是約翰常常用來表達
[00:04:38.880 --> 00:04:42.560]  在人的內在生命當中的東西
[00:04:42.560 --> 00:04:43.520]  所以約翰在這裏說
[00:04:43.520 --> 00:04:47.680]  他說凡是自己沒有原罪或者沒有罪性的人
[00:04:47.680 --> 00:04:51.240]  他說這羣人根本沒有耶穌在他們裏面
[00:04:51.240 --> 00:04:52.000]  就是這麼說
[00:04:52.000 --> 00:04:55.200]  既然耶穌不在他們的生命裏頭
[00:04:55.200 --> 00:04:58.160]  他們根本就不是神的兒女
[00:04:58.160 --> 00:04:59.440]  約翰的意思就是這羣人
[00:04:59.440 --> 00:05:05.800]  似乎從來沒有和耶穌發生過任何的關係
[00:05:05.800 --> 00:05:08.320]  在約翰的第十四章第六節
[00:05:08.320 --> 00:05:09.280]  有人告訴我們
[00:05:09.280 --> 00:05:11.840]  他說耶穌基督就是真理
[00:05:11.840 --> 00:05:14.480]  他說所以凡是沒有真理在人生命裏面的
[00:05:14.480 --> 00:05:18.080]  就是在他們生命的深處沒有神的同在
[00:05:18.080 --> 00:05:23.240]  他說就正如審訊耶穌的比拉多一樣
[00:05:23.240 --> 00:05:25.080]  當比拉多來審問耶穌的時候
[00:05:25.080 --> 00:05:27.720]  他就問了耶穌一個問題
[00:05:27.720 --> 00:05:29.520]  比拉多問耶穌
[00:05:29.520 --> 00:05:32.760]  真理是什麼?
[00:05:32.760 --> 00:05:37.840]  問這句話正是表示出他對神的事是完全無知
[00:05:37.840 --> 00:05:39.920]  約翰的意思就是這羣利益者
[00:05:39.920 --> 00:05:45.120]  其實他對神的事也是無知
[00:05:45.120 --> 00:05:47.920]  所以約翰認爲這樣的人
[00:05:47.920 --> 00:05:49.600]  其實是一些很有問題的基督徒
[00:05:49.600 --> 00:05:50.400]  或者應該這麼說
[00:05:50.400 --> 00:05:53.880]  這樣說自己是基督徒的人其實是很有問題的
[00:05:53.880 --> 00:05:56.520]  甚至他自己根本不是基督徒
[00:05:56.520 --> 00:05:59.400]  因爲耶穌根本與他毫無關係
[00:05:59.400 --> 00:06:02.960]  他說這樣的人唯一而又應該做的事情
[00:06:02.960 --> 00:06:05.840]  就是向神認罪悔改
[00:06:05.840 --> 00:06:09.560]  以至讓他們能夠得救
[00:06:09.560 --> 00:06:10.800]  他說原罪或者罪性
[00:06:10.800 --> 00:06:12.840]  其實是一個與生俱來
[00:06:12.840 --> 00:06:15.440]  在人生命當中的東西
[00:06:15.440 --> 00:06:18.280]  而認罪應該是認識耶穌基督之後
[00:06:18.280 --> 00:06:20.040]  一個最自然的反應
[00:06:20.040 --> 00:06:21.240]  就是說我們未認識耶穌之後
[00:06:21.240 --> 00:06:22.160]  我們不知道罪是什麼
[00:06:22.160 --> 00:06:23.760]  所以我不會承認我是一個罪人
[00:06:23.760 --> 00:06:25.120]  但是認識耶穌之後
[00:06:25.120 --> 00:06:30.680]  這個認罪悔改的心是一個很自然而然的事情
[00:06:30.680 --> 00:06:34.360]  然後約翰很肯定地對當時的信徒而指出
[00:06:34.360 --> 00:06:37.880]  他說當我們願意來向神認罪悔改的時候
[00:06:37.880 --> 00:06:39.320]  在《英文一書》第一章第九節
[00:06:39.320 --> 00:06:40.400]  我們很熟悉的
[00:06:40.400 --> 00:06:43.080]  他說神必要赦免我們的罪
[00:06:43.080 --> 00:06:46.440]  洗淨我們一切的不義
[00:06:46.440 --> 00:06:48.160]  約翰在這裏告訴我們
[00:06:48.160 --> 00:06:54.000]  我們向神的認罪能夠有果效
[00:06:54.000 --> 00:06:56.760]  不是因爲我們認罪這麼簡單
[00:06:56.760 --> 00:06:59.320]  我們願意認罪而有果效
[00:06:59.320 --> 00:07:05.160]  乃是因爲神的本性是信實和公義
[00:07:05.160 --> 00:07:07.040]  因爲這樣的緣故
[00:07:07.040 --> 00:07:10.640]  神是以誠信來跟我們相處
[00:07:10.640 --> 00:07:12.760]  因此祂答允
[00:07:12.760 --> 00:07:14.000]  只要我們願意認罪
[00:07:14.000 --> 00:07:17.760]  祂就來寬恕我們
[00:07:17.760 --> 00:07:18.560]  神愛我們
[00:07:18.560 --> 00:07:22.440]  所以祂爲我們這些罪得到潔淨
[00:07:22.440 --> 00:07:24.480]  預備了一個途徑
[00:07:24.480 --> 00:07:26.440]  約翰來重申
[00:07:26.440 --> 00:07:28.160]  這個途徑是神爲我們預備的
[00:07:28.160 --> 00:07:34.480]  而且這個途徑是符合神公義的要求
[00:07:34.480 --> 00:07:37.120]  在神的信實和公義下
[00:07:37.120 --> 00:07:40.400]  人去到神的面前認罪悔改
[00:07:40.400 --> 00:07:44.120]  會帶來兩個非常重要的果效
[00:07:44.120 --> 00:07:47.360]  就是人的罪會得到赦免
[00:07:47.360 --> 00:07:49.640]  並且會得到潔淨
[00:07:49.640 --> 00:07:52.240]  得到赦免就是人去到神面前認罪悔改
[00:07:52.240 --> 00:07:54.680]  神就會從祂的帳幕中
[00:07:54.680 --> 00:07:57.400]  將人所欠的罪債一筆勾銷
[00:07:57.400 --> 00:07:59.800]  不再提起
[00:07:59.800 --> 00:08:02.640]  而潔淨就是神會幫助我們
[00:08:02.640 --> 00:08:06.560]  將在我們生命中仍然殘留下來的罪性
[00:08:06.560 --> 00:08:08.360]  剔除淨盡
[00:08:08.360 --> 00:08:13.680]  以致讓我們有不會犯罪的能力
[00:08:13.680 --> 00:08:14.440]  得到潔淨
[00:08:14.440 --> 00:08:15.160]  得到赦免
[00:08:15.160 --> 00:08:17.040]  兩者放在一起就告訴我們
[00:08:17.040 --> 00:08:19.240]  當我們認罪的時候
[00:08:19.240 --> 00:08:21.360]  神就幫助我們
[00:08:21.360 --> 00:08:22.920]  撇除一切過去的罪
[00:08:22.920 --> 00:08:26.200]  並且真的能夠有能力向前走的時候
[00:08:26.200 --> 00:08:27.760]  我們不會犯罪
[00:08:27.760 --> 00:08:29.080]  不過留意一件事
[00:08:29.080 --> 00:08:30.360]  約翰在這裏說
[00:08:30.360 --> 00:08:32.240]  不是說我們沒有罪
[00:08:32.240 --> 00:08:33.720]  不是說我們信了耶穌之後
[00:08:33.720 --> 00:08:34.640]  認罪悔改就沒有罪
[00:08:34.640 --> 00:08:36.000]  而是他的意思是
[00:08:36.000 --> 00:08:39.720]  沒有罪和不會犯罪是兩回事
[00:08:39.720 --> 00:08:42.760]  沒有罪代表我不會再做任何事情
[00:08:42.760 --> 00:08:43.960]  不會犯罪
[00:08:43.960 --> 00:08:45.840]  只是說我是靠着耶穌的能力
[00:08:45.840 --> 00:08:48.040]  以致我能夠面向前面的路
[00:08:48.040 --> 00:08:51.000]  我可以不做任何事情得罪祂
[00:08:51.000 --> 00:08:52.520]  當我們認罪
[00:08:52.520 --> 00:08:54.040]  我們過去的錯誤
[00:08:54.040 --> 00:08:56.720]  和將來可能有的犯罪傾向
[00:08:56.720 --> 00:09:00.120]  神都幫助我們來處理
[00:09:00.120 --> 00:09:00.600]  第二個
[00:09:00.600 --> 00:09:02.120]  這羣離異者的錯誤
[00:09:02.120 --> 00:09:05.760]  就是他們說自己沒有犯過罪
[00:09:05.760 --> 00:09:08.080]  然後約翰按照他們的宣稱
[00:09:08.080 --> 00:09:08.760]  繼續說
[00:09:08.760 --> 00:09:10.640]  這羣人的態度
[00:09:10.640 --> 00:09:14.240]  無形當中其實好像在質疑神一件事
[00:09:14.240 --> 00:09:16.480]  因爲《約翰一書》第一章第十節說
[00:09:16.480 --> 00:09:22.960]  他們好像將神變成一個說方者一樣
[00:09:22.960 --> 00:09:23.880]  不知道大家是否記得
[00:09:23.880 --> 00:09:25.240]  說方者這個字
[00:09:25.240 --> 00:09:29.080]  在聖經裏面通常是形容什麼人
[00:09:29.080 --> 00:09:29.880]  原來在聖經裏面
[00:09:29.880 --> 00:09:33.800]  說方者是魔鬼的特性
[00:09:33.800 --> 00:09:35.000]  所以不知道在約翰的心裏面
[00:09:35.000 --> 00:09:36.280]  他會不會想想這羣人
[00:09:36.280 --> 00:09:39.120]  其實是否將耶穌好像等同和撒旦一樣
[00:09:39.120 --> 00:09:42.600]  都是一個說謊欺騙人的人
[00:09:42.600 --> 00:09:44.600]  如果是的話
[00:09:44.600 --> 00:09:46.480]  這羣人對聖潔的神
[00:09:46.480 --> 00:09:48.160]  對充滿慈愛的神
[00:09:48.160 --> 00:09:51.880]  其實是一個非常惡劣的褻讀的說話
[00:09:51.880 --> 00:09:58.040]  就是將神等同於撒旦
[00:09:58.040 --> 00:09:58.760]  爲什麼我們這麼說
[00:09:58.760 --> 00:10:01.720]  因爲在羅馬書三章二十三節
[00:10:01.720 --> 00:10:03.440]  聖經說:因爲世人都犯了罪
[00:10:03.440 --> 00:10:04.680]  規決了神的榮耀
[00:10:04.680 --> 00:10:08.360]  這是神在聖經中很清楚地告訴我們
[00:10:08.360 --> 00:10:10.840]  所有的人類都是犯了罪
[00:10:10.840 --> 00:10:12.720]  得罪了祂
[00:10:12.720 --> 00:10:14.200]  如果這個教義是一個錯誤
[00:10:14.200 --> 00:10:16.360]  如果這個真的好像那羣利爾者所說
[00:10:16.360 --> 00:10:18.120]  他們沒有犯過罪的時候
[00:10:18.120 --> 00:10:19.320]  聖經裏面所說
[00:10:19.320 --> 00:10:22.080]  或者約翰在他一生裏面所做的
[00:10:22.080 --> 00:10:23.560]  就是傳揚耶穌基督
[00:10:23.560 --> 00:10:27.520]  爲了拯救我們而成就的救贖工作
[00:10:27.520 --> 00:10:29.200]  就是虛假的
[00:10:29.200 --> 00:10:30.760]  因爲如果我們沒有犯過罪
[00:10:30.760 --> 00:10:33.720]  何來需要耶穌基督的拯救呢?
[00:10:33.720 --> 00:10:34.640]  如果我們沒有犯過罪
[00:10:34.640 --> 00:10:38.960]  約翰所傳講的東西就毫無意義
[00:10:38.960 --> 00:10:43.040]  這樣的言論帶來一個非常嚴重的後果
[00:10:43.040 --> 00:10:45.480]  就是神的道
[00:10:45.480 --> 00:10:47.520]  不在這些人的心裏面
[00:10:47.520 --> 00:10:52.000]  因爲這些人與耶穌沒有任何的關係
[00:10:52.000 --> 00:10:53.680]  約翰在這段經文很清楚地指出
[00:10:53.680 --> 00:10:56.040]  任何人說自己沒有罪
[00:10:56.040 --> 00:10:57.880]  或者說自己沒有犯過罪的人
[00:10:57.880 --> 00:11:01.280]  這些這樣宣稱的人
[00:11:01.280 --> 00:11:03.000]  他說這些人根本不是神的兒女
[00:11:03.000 --> 00:11:04.480]  我相信當約翰這樣說的時候
[00:11:04.480 --> 00:11:06.400]  他不是很開心的
[00:11:06.400 --> 00:11:07.360]  他很難過
[00:11:07.360 --> 00:11:09.200]  但他又要告訴別人
[00:11:09.200 --> 00:11:11.280]  這羣人的錯誤在哪裏
[00:11:11.280 --> 00:11:12.680]  我相信約翰很愛他們
[00:11:12.680 --> 00:11:18.920]  但他又必須把他們的錯誤指出來
[00:11:18.920 --> 00:11:23.720]  當約翰清晰地指出那些離異者的錯誤之後
[00:11:23.720 --> 00:11:27.720]  他就轉一轉他的筆觸
[00:11:27.720 --> 00:11:32.840]  他的眼睛看回到那羣他所牧養的羊羣裏面
[00:11:32.840 --> 00:11:35.200]  這羣人因爲受到離異者的影響
[00:11:35.200 --> 00:11:39.760]  他對信仰可能仍然持有一些懷疑的態度
[00:11:39.760 --> 00:11:42.840]  所以司徒約翰在接下來
[00:11:42.840 --> 00:11:46.280]  就來勸勉這羣可能心裏有疑惑
[00:11:46.280 --> 00:11:48.520]  但卻仍然留在教會里面的人
[00:11:48.520 --> 00:11:49.480]  希望鼓勵他們
[00:11:49.480 --> 00:11:52.400]  勉勵他們讓他們的信仰在神裏面繼續紮根
[00:11:52.400 --> 00:11:55.440]  繼續來到結實
[00:11:55.440 --> 00:11:58.080]  接下來司徒約翰講了幾個勸勉
[00:11:58.080 --> 00:11:59.760]  我會就今天的經文
[00:11:59.760 --> 00:12:02.680]  我會和大家看其中兩個
[00:12:02.680 --> 00:12:04.280]  在約翰一書第二章一到二節
[00:12:04.280 --> 00:12:05.600]  他說:我的孩子們
[00:12:05.600 --> 00:12:08.280]  我把這些話舍給你們
[00:12:08.280 --> 00:12:10.280]  使要你們不犯罪
[00:12:10.280 --> 00:12:11.920]  若有人犯罪
[00:12:11.920 --> 00:12:14.640]  在乎那裏我們有一位宗保
[00:12:14.640 --> 00:12:17.120]  就是那異者耶穌基督
[00:12:17.120 --> 00:12:19.520]  他爲我們的罪作了贖罪祭
[00:12:19.520 --> 00:12:21.280]  不單是爲我們的罪
[00:12:21.280 --> 00:12:25.880]  也是爲普天下人的罪
[00:12:25.880 --> 00:12:29.360]  我們留意到約翰一書第二章第一節
[00:12:29.360 --> 00:12:32.440]  有一個說話的對象改變了
[00:12:32.440 --> 00:12:33.600]  不是那些離異者
[00:12:33.600 --> 00:12:36.480]  而是他所愛所牧養的羊羣
[00:12:36.480 --> 00:12:39.080]  所以他叫他們做孩子
[00:12:39.080 --> 00:12:40.640]  不知是否當時的教會
[00:12:40.640 --> 00:12:43.080]  因爲在家庭裏好像一個家庭一樣
[00:12:43.080 --> 00:12:44.080]  對牧者來說
[00:12:44.080 --> 00:12:46.920]  他所牧養的人就好像他的兒女一樣
[00:12:46.920 --> 00:12:49.320]  這些仍然留在教會當中的人
[00:12:49.320 --> 00:12:53.280]  他們心裏因爲離異者的言論而信心軟弱
[00:12:53.280 --> 00:12:56.240]  對正義信仰的教導
[00:12:56.240 --> 00:12:58.480]  有些好像不是很拿捏得緊
[00:12:58.480 --> 00:12:59.680]  又在想是不是真的
[00:12:59.680 --> 00:13:03.200]  還是離開了那羣人是對的呢?
[00:13:03.200 --> 00:13:05.640]  所以約翰在這裏跟他們說
[00:13:05.640 --> 00:13:08.640]  因爲約翰很愛他們的緣故
[00:13:08.640 --> 00:13:11.240]  於是他知道這羣人的信心不足
[00:13:11.240 --> 00:13:14.080]  他很想繼續用一個爲父的心
[00:13:14.080 --> 00:13:16.960]  來幫助提醒這羣人
[00:13:16.960 --> 00:13:19.280]  讓他們不會因爲自己的疑惑
[00:13:19.280 --> 00:13:23.480]  以致做出神不喜悅的事情
[00:13:23.480 --> 00:13:24.840]  所以約翰在這裏提醒他們
[00:13:24.840 --> 00:13:26.680]  你們不要犯罪
[00:13:26.680 --> 00:13:31.320]  不要自以爲無罪
[00:13:31.320 --> 00:13:38.520]  約翰在這裏的說話令我們有一種很奇怪的感覺
[00:13:38.520 --> 00:13:40.400]  他剛剛說完那羣離異者
[00:13:40.400 --> 00:13:43.680]  說自己無犯過罪
[00:13:43.680 --> 00:13:47.320]  然後在這裏他又跟那些人說
[00:13:47.320 --> 00:13:51.080]  你們不要犯罪
[00:13:51.080 --> 00:13:52.720]  不知道大家聽的時候會否覺得
[00:13:52.720 --> 00:13:56.240]  究竟約翰想說什麼呢?
[00:13:56.240 --> 00:13:57.680]  但他更加告訴我們
[00:13:57.680 --> 00:14:00.840]  約翰在這裏所說叫他們不要犯罪
[00:14:00.840 --> 00:14:05.040]  可能所說的不是泛指任何一種罪行
[00:14:05.040 --> 00:14:09.760]  而是特別提醒這羣心裏有疑惑的人
[00:14:09.760 --> 00:14:14.880]  不要犯了否定神的真理的真實
[00:14:14.880 --> 00:14:16.360]  這種錯誤
[00:14:16.360 --> 00:14:18.200]  是否在罪當中?
[00:14:18.200 --> 00:14:20.720]  即是提醒這羣信徒
[00:14:20.720 --> 00:14:22.120]  人家有罪性
[00:14:22.120 --> 00:14:23.360]  世人也犯了罪
[00:14:23.360 --> 00:14:26.040]  這是一個事實
[00:14:26.040 --> 00:14:27.840]  千萬不要否定這件事
[00:14:27.840 --> 00:14:28.960]  以致得罪了神
[00:14:28.960 --> 00:14:30.360]  因爲神很清楚告訴我們
[00:14:30.360 --> 00:14:32.400]  世人也犯了罪
[00:14:32.400 --> 00:14:37.200]  所以約翰說千萬不要跌入這種錯誤裏
[00:14:37.200 --> 00:14:40.880]  約翰特別在這裏提醒他們
[00:14:40.880 --> 00:14:42.160]  因爲他很擔心
[00:14:42.160 --> 00:14:42.880]  正如我所說
[00:14:42.880 --> 00:14:45.480]  他前面的講論
[00:14:45.480 --> 00:14:47.760]  就是會被人當作犯罪的許可證
[00:14:47.760 --> 00:14:51.000]  就說既然約翰說我們也犯過罪
[00:14:51.000 --> 00:14:52.520]  我們有罪
[00:14:52.520 --> 00:14:54.200]  而我去到神面前認罪悔改
[00:14:54.200 --> 00:14:55.240]  我就可以得赦免
[00:14:55.240 --> 00:14:56.400]  既然是這樣的緣故
[00:14:56.400 --> 00:14:57.240]  那就簡單了
[00:14:57.240 --> 00:14:58.960]  我不需要太擔心我的問題
[00:14:58.960 --> 00:14:59.560]  我犯了罪
[00:14:59.560 --> 00:15:00.920]  我就去到神的面前
[00:15:00.920 --> 00:15:02.720]  然後去認罪悔改就行了
[00:15:02.720 --> 00:15:04.520]  因爲既然罪是以身俱來
[00:15:04.520 --> 00:15:06.800]  而赦罪也是隨手可得的時候
[00:15:06.800 --> 00:15:09.600]  那我就可以隨意犯罪
[00:15:09.600 --> 00:15:11.920]  約翰很害怕他們誤會了這個意思
[00:15:11.920 --> 00:15:15.120]  其實這個意思不是僅僅在約翰牧羊的人裏出現
[00:15:15.120 --> 00:15:16.360]  如果我們留意
[00:15:16.360 --> 00:15:18.000]  保羅在《羅馬書》第六章
[00:15:18.000 --> 00:15:21.760]  其實他也是在處理這個錯誤的問題
[00:15:21.760 --> 00:15:24.840]  在《羅馬書》第六章十五節
[00:15:24.840 --> 00:15:27.360]  保羅提出了這樣一個問題
[00:15:27.360 --> 00:15:30.680]  他說我們在因典之下不在律法之下就可以犯罪嗎?
[00:15:30.680 --> 00:15:34.200]  然後他斬釘截鐵地回答他自己的問題
[00:15:34.200 --> 00:15:36.240]  就是說斷乎不可
[00:15:36.240 --> 00:15:40.280]  我相信約翰寫這些經文的時候
[00:15:40.280 --> 00:15:41.760]  他心裏面也是在想這件事
[00:15:41.760 --> 00:15:44.560]  就是我們千萬不要倒轉了他的意思
[00:15:44.560 --> 00:15:47.720]  就是以爲既然因典那麼大
[00:15:47.720 --> 00:15:50.000]  我只要認罪悔改我就得救
[00:15:50.000 --> 00:15:51.280]  我就可以得赦免
[00:15:51.280 --> 00:15:54.760]  我們不需要太介懷自己的罪的問題
[00:15:55.920 --> 00:15:57.960]  約翰在這裏不僅提醒門徒
[00:15:57.960 --> 00:15:59.880]  不要錯誤瞭解他的教導
[00:15:59.880 --> 00:16:03.280]  但既然人間有罪性都會犯罪
[00:16:03.280 --> 00:16:04.640]  那我們就要問
[00:16:04.640 --> 00:16:07.000]  我們如何解決這個罪的問題呢?
[00:16:07.000 --> 00:16:12.040]  所以史羅約翰就在《約翰一書》第二章
[00:16:12.040 --> 00:16:13.920]  這兩節裏提醒我們
[00:16:13.920 --> 00:16:17.040]  他說耶穌已經帶着復活的榮耀
[00:16:17.040 --> 00:16:19.880]  在神面前代表我們
[00:16:19.880 --> 00:16:21.840]  成爲我們的中寶
[00:16:21.840 --> 00:16:23.840]  就是人和神之間的中寶
[00:16:23.840 --> 00:16:26.040]  中寶的意思就是一個辯護者的意思
[00:16:26.040 --> 00:16:27.760]  就是靠着神
[00:16:27.760 --> 00:16:31.240]  今天我們就能夠有那份能力脫離罪的剋制
[00:16:31.240 --> 00:16:32.480]  不是我們自己的努力
[00:16:32.480 --> 00:16:34.120]  而是靠着神的能力
[00:16:34.120 --> 00:16:35.920]  我們可以脫離罪的剋制
[00:16:35.920 --> 00:16:39.040]  以至我們能夠成爲一個不會犯罪的人
[00:16:39.040 --> 00:16:42.880]  哥倫多前書十章十三節是我們很熟悉的聖經
[00:16:42.880 --> 00:16:44.240]  是很多人經常背的
[00:16:44.240 --> 00:16:46.000]  這些聖經是說
[00:16:46.000 --> 00:16:48.920]  「你們所願見的試探無非是人所能受的
[00:16:48.920 --> 00:16:50.440]  神是信實的
[00:16:50.440 --> 00:16:53.880]  必不可叫你們受試探過於所能受的
