
[00:00:00.000 --> 00:00:02.040]  為什麼我特別講這段經文呢?
[00:07:30.560 --> 00:07:33.280]  以致他不敢再回埃及
[00:07:33.280 --> 00:07:35.360]  縱然當年一直追捕他的人
[00:07:35.360 --> 00:07:36.480]  全部已經死了
[00:07:36.480 --> 00:07:38.040]  連法老都死了
[00:07:38.040 --> 00:07:39.920]  那一代的法老都死了
[00:07:39.920 --> 00:07:42.560]  但他不敢回去
[00:07:42.560 --> 00:07:48.520]  不單是怕新一任的法老去追殺他
[00:07:48.520 --> 00:07:52.280]  他不敢去面對自己的同胞
[00:07:52.280 --> 00:07:59.120]  因為沒有一個同胞認可他
[00:07:59.120 --> 00:08:01.240]  沒有人接受他
[00:08:01.240 --> 00:08:08.120]  他得回的是回憶裡的那些被拒絕的走難
[00:08:08.120 --> 00:08:09.400]  他怕回憶
[00:08:09.400 --> 00:08:12.760]  也不太敢回憶
[00:08:12.760 --> 00:08:16.560]  有些時候彷彿我們都差不多
[00:08:16.560 --> 00:08:18.520]  我們每一個人都有我們的過去
[00:08:18.520 --> 00:08:20.840]  我們每一個人都有自己的故事
[00:08:20.840 --> 00:08:23.280]  我們的故事裡有些我們自己覺得很興奮
[00:08:23.280 --> 00:08:25.360]  很甜蜜很溫馨
[00:08:25.360 --> 00:08:27.840]  很有成就感很自豪
[00:08:27.840 --> 00:08:29.760]  但同樣我們每一個人的故事裡
[00:08:29.760 --> 00:08:31.880]  也有一些很失落
[00:08:31.880 --> 00:08:34.880]  有些你想為神做一些事
[00:08:34.880 --> 00:08:36.160]  可能為教會做一些事
[00:08:36.160 --> 00:08:39.160]  或者為自己的家庭做一些事
[00:08:39.160 --> 00:08:42.240]  或者為社會做一些事
[00:08:42.240 --> 00:08:44.960]  可能有些夢
[00:08:44.960 --> 00:08:50.880]  不過這些夢就慢慢埋葬在心裡
[00:08:50.880 --> 00:08:52.320]  可能因為種種的原因
[00:08:52.320 --> 00:08:55.160]  種種的限制你發現做不到
[00:08:55.160 --> 00:08:57.640]  也有可能整個過程裡
[00:08:57.640 --> 00:09:00.760]  跟你同伴一起做的人帶來傷害
[00:09:00.760 --> 00:09:02.440]  或者對象帶來傷害
[00:09:02.440 --> 00:09:05.080]  有很多不同的原因
[00:09:05.080 --> 00:09:07.640]  不堪回首
[00:09:07.640 --> 00:09:12.320]  正如摩西一樣
[00:09:12.320 --> 00:09:14.920]  在他八十歲的高齡的時候
[00:09:14.920 --> 00:09:17.640]  神藉著荊棘著火
[00:09:17.640 --> 00:09:21.040]  他沒有銷毀荊棘向他顯現
[00:09:21.040 --> 00:09:22.720]  但神一路向他顯現的時候
[00:09:22.720 --> 00:09:25.920]  第一句話是什麼呢
[00:09:25.920 --> 00:09:27.720]  我是你父親的神
[00:09:27.720 --> 00:09:29.440]  是阿伯拉罕的神
[00:09:29.440 --> 00:09:30.880]  以撒的神
[00:09:30.880 --> 00:09:33.240]  瓦國的神
[00:09:33.240 --> 00:09:35.680]  神第一樣要跟他說
[00:09:35.680 --> 00:09:36.880]  說自己是誰
[00:09:36.880 --> 00:09:39.280]  就是你祖先的神
[00:09:39.280 --> 00:09:42.280]  阿伯拉罕以撒瓦國的神
[00:09:42.280 --> 00:09:46.760]  很特別 神這樣稱呼自己
[00:09:46.760 --> 00:09:50.840]  摩西怎樣認識這位神
[00:09:50.840 --> 00:09:57.040]  聖經裡沒有特別說摩西怎樣認識這位神
[00:09:57.040 --> 00:09:58.200]  很特別
[00:09:58.200 --> 00:10:00.880]  摩西他第二個兒子的名字
[00:10:00.880 --> 00:10:03.320]  叫爾尼爾謝
[00:10:03.320 --> 00:10:06.560]  爾尼爾謝的意思是什麼
[00:10:06.560 --> 00:10:08.560]  我父親的神
[00:10:08.560 --> 00:10:10.920]  或者我祖先的神
[00:10:10.920 --> 00:10:14.720]  救我脫離埃及人的手
[00:10:14.720 --> 00:10:18.280]  所以他第二個兒子有這個名字
[00:10:18.280 --> 00:10:21.280]  每次叫第二個兒子的名字
[00:10:21.280 --> 00:10:22.440]  他就記得
[00:10:22.440 --> 00:10:26.400]  我祖先的神救我脫離埃及人的手
[00:10:26.400 --> 00:10:29.880]  在他心目中這個神
[00:10:29.880 --> 00:10:33.600]  不是他自己的神
[00:10:33.600 --> 00:10:36.080]  這是上一代的信仰
[00:10:36.080 --> 00:10:39.000]  是二手的信仰
[00:10:39.000 --> 00:10:44.440]  是他一直聽很多故事
[00:10:44.440 --> 00:10:48.000]  我們的祖先 以色列人的祖先怎樣怎樣
[00:10:48.000 --> 00:10:50.400]  那個的神
[00:10:50.400 --> 00:10:53.240]  上帝這樣介紹他
[00:10:53.240 --> 00:10:56.400]  但這位上帝 他祖先的神
[00:10:56.400 --> 00:10:57.840]  他沒有忘記摩西
[00:10:57.840 --> 00:10:59.800]  所以今天他來呼召摩西
[00:10:59.800 --> 00:11:01.040]  他不單沒有忘記摩西
[00:11:01.040 --> 00:11:03.160]  他也沒有忘記以色列人
[00:11:03.160 --> 00:11:08.880]  所以在第二章第25節
[00:11:08.880 --> 00:11:11.080]  神看顧以色列人
[00:11:11.080 --> 00:11:13.400]  神是知道的
[00:11:13.400 --> 00:11:16.520]  因為這位神
[00:11:16.520 --> 00:11:18.080]  就是以色列人的祖先
[00:11:18.080 --> 00:11:20.880]  阿伯拉罕以撒亞國的神
[00:11:20.880 --> 00:11:23.680]  他確實知道
[00:11:23.680 --> 00:11:25.600]  但對於摩西來說
[00:11:25.600 --> 00:11:27.600]  這個來得很重要
[00:11:27.600 --> 00:11:29.040]  對於摩西來說
[00:11:29.040 --> 00:11:32.520]  這個仍然不是他所認識的神
[00:11:32.520 --> 00:11:35.040]  我不知道他在同胞受苦的時候
[00:11:35.040 --> 00:11:37.680]  他在米甸曠野牧羊的時候
[00:11:37.680 --> 00:11:40.400]  那四十年他有沒有向神禱告過
[00:11:40.400 --> 00:11:42.040]  聖經沒有說
[00:11:42.040 --> 00:11:43.160]  他有沒有向神呼求過
[00:11:43.160 --> 00:11:45.200]  聖經沒有說
[00:11:45.200 --> 00:11:47.240]  但肯定如果他向神呼求
[00:11:47.240 --> 00:11:50.760]  如果他向神禱告
[00:11:50.760 --> 00:11:52.040]  但他仍然會覺得
[00:11:52.040 --> 00:11:54.320]  這個不一定是他所認識的神
[00:11:54.320 --> 00:11:56.120]  仍然是祂祖先的神
[00:11:56.120 --> 00:11:59.920]  所以他這樣跟第二仔起名字
[00:11:59.920 --> 00:12:00.960]  但今天
[00:12:00.960 --> 00:12:02.240]  當上帝呼召他的時候
[00:12:02.240 --> 00:12:03.800]  他馬上問上帝一個問題
[00:12:03.800 --> 00:12:05.880]  很重要的
[00:12:05.880 --> 00:12:09.080]  就在第三章的第十三節
[00:12:09.080 --> 00:12:10.960]  他問上帝
[00:12:10.960 --> 00:12:12.800]  祢叫什麼名字
[00:12:12.800 --> 00:12:14.200]  當那些以色列人問我
[00:12:14.200 --> 00:12:15.000]  你是誰的時候
[00:12:15.000 --> 00:12:16.200]  被我答得出
[00:12:16.200 --> 00:12:18.880]  其實是他自己想問
[00:12:18.880 --> 00:12:21.840]  究竟你是誰
[00:12:21.840 --> 00:12:23.720]  神怎樣回答
[00:12:23.720 --> 00:12:25.320]  我是自有永有的
[00:12:25.320 --> 00:12:26.720]  這個其實很難翻譯
[00:12:26.720 --> 00:12:29.760]  我覺得中文翻譯到自有永有很厲害
[00:12:29.760 --> 00:12:31.760]  如果用原文就是這樣說
[00:12:31.760 --> 00:12:33.520]  I am
[00:12:33.520 --> 00:12:36.360]  我是
[00:12:36.360 --> 00:12:38.760]  簡單來說就是
[00:12:38.760 --> 00:12:40.360]  神是誰
[00:12:40.360 --> 00:12:42.880]  不是由任何人來決定
[00:12:42.880 --> 00:12:44.840]  不是由任何人來定義
[00:12:44.840 --> 00:12:46.160]  上帝是誰
[00:12:46.160 --> 00:12:48.080]  是藉著祂自己的啟示
[00:12:48.080 --> 00:12:50.360]  祂讓人知道祂是誰
[00:12:50.360 --> 00:12:51.560]  所以藉著聖經
[00:12:51.560 --> 00:12:54.480]  藉著祂跟摩西的說話
[00:12:54.480 --> 00:12:55.880]  就即是跟摩西說
[00:12:55.880 --> 00:12:57.160]  摩西
[00:12:57.160 --> 00:12:59.600]  過去可能你跟我祈禱
[00:12:59.600 --> 00:13:02.320]  過去可能你覺得我不回應
[00:13:02.320 --> 00:13:03.480]  過去可能你覺得
[00:13:03.480 --> 00:13:05.720]  為什麼這麼久不救拔以色列人
[00:13:05.720 --> 00:13:07.840]  過去可能你會覺得
[00:13:07.840 --> 00:13:10.360]  為什麼我為以色列人想做點事的時候
[00:13:10.360 --> 00:13:11.720]  以色列人這樣拒絕我
[00:13:11.720 --> 00:13:12.400]  你在哪裡
[00:13:12.400 --> 00:13:14.920]  可能有很多不同的問題
[00:13:14.920 --> 00:13:17.520]  但是你不可以因著
[00:13:17.520 --> 00:13:19.120]  你過去的經歷
[00:13:19.120 --> 00:13:22.320]  去定義我是一個什麼的神
[00:13:22.320 --> 00:13:24.640]  我是一個怎樣的神
[00:13:24.640 --> 00:13:26.800]  唯有上帝祂自己的顯示
[00:13:26.800 --> 00:13:29.720]  祂自己的啟示
[00:13:29.720 --> 00:13:32.320]  祂是誰
[00:13:32.320 --> 00:13:33.600]  我們的經驗
[00:13:33.600 --> 00:13:34.800]  我們的經歷
[00:13:34.800 --> 00:13:38.200]  只不過是我們認識上帝的某一部份
[00:13:38.200 --> 00:13:39.960]  某一個屬性
[00:13:39.960 --> 00:13:45.240]  卻不能夠全然的認識上帝
[00:13:45.240 --> 00:13:47.720]  神就是這樣跟摩西說
[00:13:47.720 --> 00:13:50.080]  我是
[00:13:50.080 --> 00:13:53.760]  你要重新的去認識我
[00:13:53.760 --> 00:13:55.760]  但是同樣的
[00:13:55.760 --> 00:13:58.520]  神這樣告訴摩西
[00:13:58.520 --> 00:13:59.760]  這是我的名字
[00:13:59.760 --> 00:14:01.840]  我是自有永有的時候
[00:14:01.840 --> 00:14:04.240]  本身這個見面
[00:14:04.240 --> 00:14:06.360]  本身這個對話
[00:14:06.360 --> 00:14:07.880]  對於摩西來說
[00:14:07.880 --> 00:14:12.600]  這個呼召就是他跟神第一手的經驗
[00:14:12.600 --> 00:14:14.640]  第一次的親自對話
[00:14:14.640 --> 00:14:16.840]  他第一次去認識主
[00:14:16.840 --> 00:14:20.360]  他第一次去認識神
[00:14:20.360 --> 00:14:21.680]  第一次去面對
[00:14:21.680 --> 00:14:25.840]  以至這個神不再是祂祖先的神
[00:14:25.840 --> 00:14:27.320]  是祂自己的神
[00:14:27.320 --> 00:14:30.160]  是祂自己的呼召
[00:14:30.160 --> 00:14:33.520]  這個來得很重要
[00:14:33.520 --> 00:14:34.720]  特別我們在這當中
[00:14:34.720 --> 00:14:36.080]  如果是第二代的信徒
[00:14:36.080 --> 00:14:39.280]  第三代的信徒
[00:14:39.280 --> 00:14:42.520]  我們會不會好像認識摩西一樣
[00:14:42.520 --> 00:14:44.400]  不斷說這是我爹地的神
[00:14:44.400 --> 00:14:45.560]  這是我媽咪的神
[00:14:45.560 --> 00:14:48.280]  這是我們一直敬拜祂的神
[00:14:48.280 --> 00:14:49.840]  但問一個問題
[00:14:49.840 --> 00:14:54.680]  你有沒有與神面對面
[00:14:54.680 --> 00:14:57.400]  直接與祂交往
[00:14:57.400 --> 00:14:59.840]  聆聽祂的聲音
[00:14:59.840 --> 00:15:01.480]  讓祂親自告訴你
[00:15:01.480 --> 00:15:09.880]  祂是哪一個的經驗
[00:15:09.880 --> 00:15:11.680]  神跟摩西說
[00:15:11.680 --> 00:15:15.480]  我確實看見了我百姓在埃及所受的困苦
[00:15:15.480 --> 00:15:19.840]  我也聽見了他們因受監宮苦袋所發的愛性
[00:15:19.840 --> 00:15:21.400]  我確實知道他們的痛苦
[00:15:21.400 --> 00:15:25.960]  我下來是要救他們脫離埃及人的手
[00:15:25.960 --> 00:15:29.760]  這是第三章七到八節
[00:15:29.760 --> 00:15:32.400]  神跟摩西說
[00:15:32.400 --> 00:15:34.520]  我確實聽見了
[00:15:34.520 --> 00:15:36.920]  我確實看見了
[00:15:36.920 --> 00:15:40.520]  過去可能你覺得我聽不到
[00:15:40.520 --> 00:15:44.640]  我藏起耳朵看不到
[00:15:44.640 --> 00:15:46.800]  但其實我確實聽見了
[00:15:46.800 --> 00:15:48.960]  我確實看見了
[00:15:48.960 --> 00:15:55.360]  以至神要親自下來救拔他所愛的以色列民
[00:15:55.360 --> 00:15:56.640]  讓摩西知道
[00:15:56.640 --> 00:15:58.920]  原來他在過去那麼多經驗裏
[00:15:58.920 --> 00:16:01.560]  他覺得這個神彷彿很遙遠
[00:16:01.560 --> 00:16:02.680]  但今天神告訴他
[00:16:02.680 --> 00:16:06.560]  其實我一直看在眼內
[00:16:06.560 --> 00:16:12.680]  今天就是我開始做事拯救的日子
[00:16:12.680 --> 00:16:16.600]  而我何時去拯救不是由你去決定
[00:16:16.600 --> 00:16:21.440]  而是由我來決定
[00:16:21.440 --> 00:16:23.440]  但這位神
[00:16:23.440 --> 00:16:27.360]  祂不是單單今天呼召摩西
[00:16:27.360 --> 00:16:28.600]  祂記得很多事情
[00:16:28.600 --> 00:16:31.280]  因為祂確實知道
[00:16:31.280 --> 00:16:34.000]  祂記得摩西的心裏面
[00:16:34.000 --> 00:16:38.560]  對以色列人那份民族之情
[00:16:38.560 --> 00:16:40.720]  祂記得摩西那份熱誠
[00:16:40.720 --> 00:16:46.960]  祂想救拔以色列人
[00:16:46.960 --> 00:16:52.040]  摩西很想以色列人和大家合一
[00:16:52.040 --> 00:16:53.320]  所以當以色列人吵架的時候
[00:16:53.320 --> 00:16:55.120]  祂想做和事佬
[00:16:55.120 --> 00:16:58.520]  祂說大家都是兄弟
[00:16:58.520 --> 00:17:05.040]  摩西當他學了埃及人所有的才能知識
[00:17:05.040 --> 00:17:08.160]  嘴巴又聰明的時候
[00:17:08.160 --> 00:17:09.320]  做事又聰明的時候
[00:17:09.320 --> 00:17:12.000]  你會發覺當一個人越聰明
[00:17:12.000 --> 00:17:13.520]  他就越容易有夢想
[00:17:13.520 --> 00:17:15.320]  想做一番大事業
[00:17:15.320 --> 00:17:18.040]  人越聰明就是這樣
[00:17:18.040 --> 00:17:19.320]  因為知道你有能力
[00:17:19.320 --> 00:17:20.800]  你可以做到很多事情
[00:17:20.800 --> 00:17:23.400]  但昔日40年前
[00:17:23.400 --> 00:17:26.280]  摩西就憑著他自己
[00:17:26.280 --> 00:17:27.160]  他很聰明的時候
[00:17:27.160 --> 00:17:28.840]  他想為以色列人做些事情的時候
[00:17:28.840 --> 00:17:32.880]  他就憑著他自己去做
[00:17:32.880 --> 00:17:35.720]  就打死埃及人
[00:17:35.720 --> 00:17:37.040]  但什麼都做不到
[00:17:37.040 --> 00:17:39.480]  他想做領袖他做不到
[00:17:39.480 --> 00:17:41.200]  為什麼?
[00:17:41.200 --> 00:17:45.240]  以色列人一定不會讓他做領袖
[00:17:45.240 --> 00:17:47.880]  想清楚一點
[00:17:47.880 --> 00:17:49.400]  當他面對以色列人的時候
[00:17:49.400 --> 00:17:53.160]  以色列人是被埃及人一路欺壓的
[00:17:53.160 --> 00:17:54.400]  自己種植東西
[00:17:54.400 --> 00:17:57.760]  自己找材料去做一些磚
[00:17:57.760 --> 00:17:59.920]  去服侍一班埃及人
[00:17:59.920 --> 00:18:00.760]  做奴隸
[00:18:00.760 --> 00:18:02.560]  服侍那些埃及人的主人
[00:18:02.560 --> 00:18:04.160]  不斷被鞭打
[00:18:04.160 --> 00:18:06.800]  那些男孩子要被殺
[00:18:06.800 --> 00:18:09.640]  要他們斷後
[00:18:09.640 --> 00:18:13.840]  當一班以色列人在索希亞見到摩西
[00:18:13.840 --> 00:18:17.200]  在皇宮裡不斷被打
[00:18:17.200 --> 00:18:19.800]  又好喝又好吃
[00:18:19.800 --> 00:18:22.120]  你明白我們在做什麼嗎?
[00:18:22.120 --> 00:18:27.080]  而且你受著埃及人的教育
[00:18:27.080 --> 00:18:29.280]  一班以色列人會覺得怎樣?
[00:18:29.280 --> 00:18:31.280]  可能妒忌
[00:18:31.280 --> 00:18:32.200]  可能更多覺得
[00:18:32.200 --> 00:18:34.640]  這個是不是染仔?
[00:18:34.640 --> 00:18:36.640]  這個是不是無間道?
[00:18:36.640 --> 00:18:39.400]  還說來做我們的領袖?
[00:18:39.400 --> 00:18:42.520]  會將我們帶去哪裡?
[00:18:42.520 --> 00:18:45.640]  大家相信他太軟了
[00:18:45.640 --> 00:18:46.720]  是不是?
[00:18:46.720 --> 00:18:48.320]  你想一下
[00:18:48.320 --> 00:18:50.240]  相信他太軟了
[00:18:50.240 --> 00:18:54.880]  所以以色列人不喜歡他們
[00:18:54.880 --> 00:18:58.920]  但當摩西在米甸擴野的時候
[00:18:58.920 --> 00:19:02.480]  他甘心嗎?
[00:19:02.480 --> 00:19:03.600]  不知道他甘不甘心
[00:19:03.600 --> 00:19:06.200]  不過他的大兒子叫甲醇
[00:19:06.200 --> 00:19:08.040]  他為大兒子起名
[00:19:08.040 --> 00:19:09.760]  甲醇的意思是什麼呢?
[00:19:09.760 --> 00:19:13.720]  我在外地作了寄居者
[00:19:13.720 --> 00:19:16.080]  即是每次叫大兒子的名字
