
[00:00:00.000 --> 00:00:04.700]  在一些教會的傳統節日當中
[00:02:21.740 --> 00:02:23.740]  都不記得了吧
[00:02:23.740 --> 00:02:27.720]  有些我們可能已經二十年前在這裡
[00:02:27.720 --> 00:02:29.720]  已經在當中有很多不在這裡
[00:02:29.720 --> 00:02:32.720]  或者這段時間已經來了
[00:02:32.720 --> 00:02:36.720]  第一個蠟燭就是公義
[00:02:36.720 --> 00:02:39.720]  所以它代表Righteousness 公義
[00:02:39.720 --> 00:02:43.720]  公義的意思就是正義
[00:02:43.720 --> 00:02:45.720]  當然正面來說
[00:02:45.720 --> 00:02:47.720]  反面的意思就是沒有邪惡
[00:02:47.720 --> 00:02:52.720]  沒有罪 是完善的意思
[00:02:52.720 --> 00:02:55.720]  所以我們回顧人類的歷史
[00:02:55.720 --> 00:02:58.720]  我們發覺當人犯罪之後
[00:02:58.720 --> 00:03:01.720]  當夏娃沒有聽神的吩咐
[00:03:01.720 --> 00:03:05.720]  全世界都落在罪裡面
[00:03:05.720 --> 00:03:09.720]  結果我們發覺世界就缺乏了公義
[00:03:09.720 --> 00:03:12.720]  相反的就是罪惡滋生
[00:03:12.720 --> 00:03:15.720]  所以主耶穌來到這個世界
[00:03:15.720 --> 00:03:18.720]  是將神的公義再一次帶給我們
[00:03:18.720 --> 00:03:21.720]  因為這個正是世人所需要的
[00:03:21.720 --> 00:03:23.720]  我們發覺環顧周圍
[00:03:23.720 --> 00:03:26.720]  或者我們回顧人類的歷史
[00:03:26.720 --> 00:03:28.720]  我們看到充滿著很多的仇恨
[00:03:28.720 --> 00:03:29.720]  很多的邪惡
[00:03:29.720 --> 00:03:30.720]  很多的戰爭
[00:03:30.720 --> 00:03:32.720]  很多不義的事發生
[00:03:32.720 --> 00:03:36.720]  令到人非常的悲痛
[00:03:36.720 --> 00:03:40.720]  也都是在這些罪的影響當中
[00:03:40.720 --> 00:03:43.720]  受很多的罪帶來的困苦
[00:03:43.720 --> 00:03:45.720]  無論是個人或者是家庭
[00:03:45.720 --> 00:03:46.720]  或者是社會
[00:03:46.720 --> 00:03:48.720]  或者是人倫之間
[00:03:48.720 --> 00:03:51.720]  最近我們相信大家都很關注
[00:03:51.720 --> 00:03:54.720]  就是在11月26日
[00:03:54.720 --> 00:03:56.720]  香港發生的
[00:03:56.720 --> 00:03:58.720]  在哪裡?
[00:03:58.720 --> 00:04:00.720]  大埔的宏福縣
[00:04:00.720 --> 00:04:04.720]  所發生的一些五級大禍
[00:04:04.720 --> 00:04:06.720]  這些專家研究
[00:04:06.720 --> 00:04:09.720]  他們說是向來從來沒有試過
[00:04:09.720 --> 00:04:15.720]  最大的一種住宅樓宇的火災
[00:04:15.720 --> 00:04:17.720]  但是在當中
[00:04:17.720 --> 00:04:20.720]  現在越來越去考究這些事的時候
[00:04:20.720 --> 00:04:24.720]  他們已經拘捕了超過十五個人
[00:04:24.720 --> 00:04:27.720]  涉嫌他們包括了
[00:04:27.720 --> 00:04:28.720]  有承辦商
[00:04:28.720 --> 00:04:30.720]  有分包商
[00:04:30.720 --> 00:04:31.720]  有工程顧問
[00:04:31.720 --> 00:04:37.720]  還有一些項目經理等等
[00:04:37.720 --> 00:04:41.720]  涉嫌他們在這些樓宇的維修工程裡面
[00:04:41.720 --> 00:04:46.720]  是因為用不合格
[00:04:46.720 --> 00:04:51.720]  一些本來應該是防火的燃料
[00:04:51.720 --> 00:04:53.720]  但是他們是偷工減料
[00:04:53.720 --> 00:04:56.720]  來組成這些搭棚
[00:04:56.720 --> 00:04:57.720]  網絡
[00:04:57.720 --> 00:05:00.720]  還有一些封窗的燃料
[00:05:00.720 --> 00:05:02.720]  一些保護物
[00:05:02.720 --> 00:05:05.720]  結果他們反而成為了異形物體
[00:05:05.720 --> 00:05:08.720]  一發不可收拾
[00:05:08.720 --> 00:05:12.720]  牽及了很多二千多戶的人民
[00:05:12.720 --> 00:05:13.720]  有很多人死了
[00:05:13.720 --> 00:05:15.720]  百多二百個人
[00:05:15.720 --> 00:05:16.720]  有很多人傷了
[00:05:16.720 --> 00:05:19.720]  有很多人無家可歸
[00:05:19.720 --> 00:05:21.720]  也是非常的悲慘
[00:05:21.720 --> 00:05:23.720]  但是原因是什麼呢?
[00:05:23.720 --> 00:05:25.720]  原因我們知道就是因為人的罪
[00:05:25.720 --> 00:05:28.720]  因為人的貪官枉法
[00:05:28.720 --> 00:05:32.720]  他們涉嫌很多的貪污和重大的失職
[00:05:32.720 --> 00:05:34.720]  在當中因為個人的利益
[00:05:34.720 --> 00:05:40.720]  來殃及上千計的人民
[00:05:40.720 --> 00:05:41.720]  而且不單止是這樣
[00:05:41.720 --> 00:05:44.720]  也是令到整個香港的市民
[00:05:44.720 --> 00:05:46.720]  落下一種悲慘
[00:05:46.720 --> 00:05:47.720]  甚至全世界周圍的人
[00:05:47.720 --> 00:05:51.720]  都是一種失落的感覺
[00:05:51.720 --> 00:05:53.720]  所以我們見到一人犯罪
[00:05:53.720 --> 00:05:55.720]  可以帶來很多人的悲痛
[00:05:55.720 --> 00:05:57.720]  事實上在人類歷史裡面
[00:05:57.720 --> 00:06:02.720]  我們見到這些事實上都有發生
[00:06:02.720 --> 00:06:04.720]  人用自己的方法
[00:06:04.720 --> 00:06:07.720]  試圖去掌管一切
[00:06:07.720 --> 00:06:08.720]  我們今天換回來的
[00:06:08.720 --> 00:06:10.720]  看到很多無論在科學
[00:06:10.720 --> 00:06:13.720]  無論在倫理上都有很多漏洞
[00:06:13.720 --> 00:06:15.720]  因為人是不完全
[00:06:15.720 --> 00:06:17.720]  人是帶著罪性
[00:06:17.720 --> 00:06:19.720]  帶著自私
[00:06:19.720 --> 00:06:23.720]  有很多的做法是無辜及別人
[00:06:23.720 --> 00:06:25.720]  來影響整個環境
[00:06:25.720 --> 00:06:27.720]  影響整個地球
[00:06:27.720 --> 00:06:30.720]  影響了很多無辜的人
[00:06:30.720 --> 00:06:32.720]  所以我們今天看到
[00:06:32.720 --> 00:06:34.720]  如果我們說要達到自己
[00:06:34.720 --> 00:06:36.720]  是無邪惡無歪
[00:06:36.720 --> 00:06:38.720]  要完善公正
[00:06:38.720 --> 00:06:42.720]  實在是我們人無法做得到的事
[00:06:42.720 --> 00:06:44.720]  在我們周圍的人看到
[00:06:44.720 --> 00:06:47.720]  甚至在我們自己身上我們都看到
[00:06:47.720 --> 00:06:51.720]  我們無法達到這種完善無罪
[00:06:51.720 --> 00:06:55.720]  能夠在神面前說完美的一個情況
[00:06:55.720 --> 00:06:57.720]  所以耶穌來到這個世界
[00:06:57.720 --> 00:07:00.720]  等我們期待救主降臨的時候
[00:07:00.720 --> 00:07:03.720]  因為祂帶公義來到這個世界
[00:07:03.720 --> 00:07:06.720]  祂被稱為那義者
[00:07:06.720 --> 00:07:07.720]  耶穌基督
[00:07:07.720 --> 00:07:11.720]  那義者就是說祂是無邪惡無罪性
[00:07:11.720 --> 00:07:13.720]  祂是無玷污的
[00:07:13.720 --> 00:07:18.720]  只有祂能夠將神的公義帶給世人
[00:07:18.720 --> 00:07:23.720]  也能夠將人的罪得以塗抹
[00:07:23.720 --> 00:07:27.720]  讓人的生命能夠有改變的機會
[00:07:27.720 --> 00:07:29.720]  有一封漫畫
[00:07:29.720 --> 00:07:36.720]  是一個領導人的雜誌裡有的圖案
[00:07:36.720 --> 00:07:38.720]  這字很小
[00:07:38.720 --> 00:07:40.720]  大家看到嗎
[00:07:40.720 --> 00:07:44.720]  Have you seen my breastplate of righteousness anywhere?
[00:07:44.720 --> 00:07:46.720]  所以意思是
[00:07:46.720 --> 00:07:51.720]  原來我們自己是無法找到我們的公義
[00:07:51.720 --> 00:07:53.720]  他問太太當然不知道
[00:07:53.720 --> 00:07:55.720]  他自己也不知道
[00:07:55.720 --> 00:07:58.720]  所以他唯有穿戴神給他的
[00:07:58.720 --> 00:08:01.720]  我們很熟悉的屬靈的軍裝
[00:08:01.720 --> 00:08:06.720]  其中包括一個公義的護心鏡
[00:08:06.720 --> 00:08:10.720]  感謝神賜一個公義的護心鏡給我們
[00:08:10.720 --> 00:08:13.720]  這個義不是來自我們自己
[00:08:13.720 --> 00:08:15.720]  不是來自我們家人
[00:08:15.720 --> 00:08:17.720]  也不來自其他的方法
[00:08:17.720 --> 00:08:19.720]  只有主耶穌基督
[00:08:19.720 --> 00:08:21.720]  這位義者帶給我們
[00:08:21.720 --> 00:08:24.720]  所以今天我們很需要這個公義的護心鏡
[00:08:24.720 --> 00:08:26.720]  來遮空
[00:08:26.720 --> 00:08:31.720]  就是能夠穿戴神所給我們的義
[00:08:31.720 --> 00:08:33.720]  這個叫做義袍
[00:08:33.720 --> 00:08:39.720]  這個義袍遮蓋了我們這些不完全毀壞的衣服
[00:08:39.720 --> 00:08:41.720]  或者我們本身
[00:08:41.720 --> 00:08:43.720]  另一篇諷刺文章
[00:08:43.720 --> 00:08:46.720]  它的題目叫做「人究竟有多好」
[00:08:46.720 --> 00:08:48.720]  「人究竟有多好」
[00:08:48.720 --> 00:08:50.720]  讀一些給大家聽
[00:08:50.720 --> 00:08:53.720]  如果人可以在沒有咖啡因的情況下
[00:08:53.720 --> 00:08:55.720]  開始新的一天
[00:08:55.720 --> 00:08:57.720]  有沒有?
[00:08:57.720 --> 00:09:02.720]  如果人可以不需要用胃藥幫助消化
[00:09:02.720 --> 00:09:05.720]  如果人能夠永遠心情愉快
[00:09:05.720 --> 00:09:08.720]  不理會自己的痛楚
[00:09:08.720 --> 00:09:13.720]  如果人能夠除去抱怨和無聊的煩惱
[00:09:13.720 --> 00:09:16.720]  如果人每天都能夠吃同樣的食物
[00:09:16.720 --> 00:09:19.720]  而為此心存感謝
[00:09:19.720 --> 00:09:22.720]  如果人可以毫無怨恨地
[00:09:22.720 --> 00:09:27.720]  接受批評和責備而去改正
[00:09:27.720 --> 00:09:33.720]  如果人不看輕別人而自高
[00:09:33.720 --> 00:09:36.720]  如果人不重負輕貧
[00:09:36.720 --> 00:09:38.720]  如果人能面對這個世界
[00:09:38.720 --> 00:09:41.720]  不說謊話和虛謊
[00:09:41.720 --> 00:09:45.720]  如果人可以在沒有酒精的情況下
[00:09:45.720 --> 00:09:48.720]  能夠放鬆自己
[00:09:48.720 --> 00:09:51.720]  如果人可以在沒有藥物的幫助下
[00:09:51.720 --> 00:09:54.720]  能夠好好睡一覺
[00:09:54.720 --> 00:09:58.720]  如果人能夠從心裏面對別人的膚色
[00:09:58.720 --> 00:10:00.720]  或者是信仰
[00:10:00.720 --> 00:10:02.720]  或者政治的立場
[00:10:02.720 --> 00:10:05.720]  沒有偏見和攻擊
[00:10:05.720 --> 00:10:13.720]  這樣人幾乎就和狗一樣好了
[00:10:13.720 --> 00:10:20.720]  人類幾乎都不能達到以上的目標
[00:10:20.720 --> 00:10:23.720]  但反而狗不會重負輕貧
[00:10:23.720 --> 00:10:26.720]  不會看人低自高
[00:10:26.720 --> 00:10:31.720]  不會吃同樣的食物而埋怨
[00:10:31.720 --> 00:10:32.720]  不會說謊
[00:10:32.720 --> 00:10:34.720]  不會靠酒精和藥物
[00:10:34.720 --> 00:10:37.720]  更加不會歧視別人
[00:10:37.720 --> 00:10:44.720]  他說人究竟有多好
[00:10:44.720 --> 00:10:45.720]  人類衝突問題
[00:10:45.720 --> 00:10:47.720]  因為人本來按著神的形象
[00:10:47.720 --> 00:10:50.720]  樣式做比其他的萬物都高
[00:10:50.720 --> 00:10:53.720]  可惜就是因為這樣反而跌得最低
[00:10:53.720 --> 00:10:57.720]  因為犯罪令人失去了公義的標準
[00:10:57.720 --> 00:10:59.720]  主耶穌來到
[00:10:59.720 --> 00:11:02.720]  祂將公義帶給世人
[00:11:02.720 --> 00:11:08.720]  當天使向約瑟預告主耶穌降生的時候
[00:11:08.720 --> 00:11:09.720]  他這樣說
[00:11:09.720 --> 00:11:11.720]  《馬太福音》一章二十一節
[00:11:11.720 --> 00:11:12.720]  我們一起讀好嗎?請讀
[00:11:12.720 --> 00:11:15.720]  祂將要生一個兒子
[00:11:15.720 --> 00:11:18.720]  你要給他起名叫耶穌
[00:11:18.720 --> 00:11:25.720]  因他要將自己的百姓從罪惡裏救出來
[00:11:25.720 --> 00:11:26.720]  主耶穌來到這個世界
[00:11:26.720 --> 00:11:28.720]  祂是救主
[00:11:28.720 --> 00:11:29.720]  祂要拯救我們
[00:11:29.720 --> 00:11:34.720]  就是叫我們能夠從罪惡裏被救出來
[00:11:34.720 --> 00:11:37.720]  當人接受主耶穌基督為他的救主
[00:11:37.720 --> 00:11:38.720]  好像我們當中
[00:11:38.720 --> 00:11:39.720]  差不多每一位
[00:11:39.720 --> 00:11:41.720]  或者網上去參加的
[00:11:41.720 --> 00:11:43.720]  希望我們都是這樣
[00:11:43.720 --> 00:11:46.720]  我們要將主耶穌基督的義
[00:11:46.720 --> 00:11:48.720]  披在我們身上
[00:11:48.720 --> 00:11:51.720]  而不是因為我們自己可以稱為義
[00:11:51.720 --> 00:11:55.720]  而是主的義加在我們身上
[00:11:55.720 --> 00:11:57.720]  父就稱我們為義
[00:11:57.720 --> 00:12:00.720]  當主耶穌基督在十字架上受死的時候
[00:12:00.720 --> 00:12:02.720]  祂擔當了你和我們的罪
[00:12:02.720 --> 00:12:06.720]  所以我們今天紀念主守聖餐的時候
[00:12:06.720 --> 00:12:11.720]  我們明白到原來一切都是主救贖的恩典
[00:12:11.720 --> 00:12:13.720]  使我們的罪歸到祂的身上
[00:12:13.720 --> 00:12:15.720]  祂的義就歸在我們身上
[00:12:15.720 --> 00:12:17.720]  所謂義代替了不義
[00:12:17.720 --> 00:12:20.720]  所以在哥林多後書第五章這樣說
[00:12:20.720 --> 00:12:21.720]  我們一起讀
[00:12:21.720 --> 00:12:23.720]  第五章二十一節請讀
[00:12:23.720 --> 00:12:28.720]  神使那無罪的替我們成為罪
[00:12:28.720 --> 00:12:33.720]  好叫我們在他裡面成為神的義
[00:12:33.720 --> 00:12:35.720]  這是何等奇妙
[00:12:35.720 --> 00:12:36.720]  祂說
[00:12:36.720 --> 00:12:38.720]  上帝使那無罪的
[00:12:38.720 --> 00:12:41.720]  即是那位義者
[00:12:41.720 --> 00:12:42.720]  就是主耶穌基督
[00:12:42.720 --> 00:12:45.720]  替我們竟然成為了罪
[00:12:45.720 --> 00:12:47.720]  主耶穌在十字架上
[00:12:47.720 --> 00:12:50.720]  祂在極悲痛的時候
[00:12:50.720 --> 00:12:54.720]  祂說為什麼為什麼離棄我
[00:12:54.720 --> 00:12:56.720]  祂說父為什麼離棄我
[00:12:56.720 --> 00:12:59.720]  因為那一刻祂擔當了世人的罪
[00:12:59.720 --> 00:13:02.720]  連父神都掩面不安
[00:13:02.720 --> 00:13:04.720]  所以我們看到主耶穌基督
[00:13:04.720 --> 00:13:06.720]  祂替我們成為了罪
[00:13:06.720 --> 00:13:12.720]  以致叫我們在祂的裡面成為了神的義
[00:13:12.720 --> 00:13:15.720]  所以這是何等奇妙的恩典
[00:13:15.720 --> 00:13:17.720]  主張義賜給我們
[00:13:17.720 --> 00:13:21.720]  今天我們都可以被神稱為義人
[00:13:21.720 --> 00:13:23.720]  有義在我們的心中
[00:13:23.720 --> 00:13:27.720]  當然這個也需要去培養我們活出義
[00:13:27.720 --> 00:13:29.720]  就是當我們成為基督徒
[00:13:29.720 --> 00:13:31.720]  接受耶穌做我們的救主之後
[00:13:31.720 --> 00:13:33.720]  我們不斷去學習真理
[00:13:33.720 --> 00:13:35.720]  帶領我們的人生走回正路
[00:13:35.720 --> 00:13:38.720]  我們了解天父的旨意
[00:13:38.720 --> 00:13:40.720]  而且去行出來
[00:13:40.720 --> 00:13:43.720]  我們追求我們生命當中的聖潔
[00:13:43.720 --> 00:13:48.720]  以致我們可以越來越遠離罪惡
[00:13:48.720 --> 00:13:50.720]  這是一個神聖的過程
[00:13:50.720 --> 00:13:52.720]  同時間是一個行出義
[00:13:52.720 --> 00:13:56.720]  或者活出義的生命的一個表現
[00:13:56.720 --> 00:13:58.720]  今天世人需要救主
[00:13:58.720 --> 00:14:00.720]  也需要見證主的人
[00:14:00.720 --> 00:14:03.720]  所以今天我們繼續追求
[00:14:03.720 --> 00:14:05.720]  去活出我們的義
[00:14:05.720 --> 00:14:07.720]  就是主耶穌基督加給我們的
[00:14:07.720 --> 00:14:12.720]  我們能夠在神的話語上
[00:14:12.720 --> 00:14:14.720]  越來越了解祂的心意
[00:14:14.720 --> 00:14:16.720]  在進行祂的旨意裏面去繼續實踐
[00:14:16.720 --> 00:14:19.720]  以致我們在這個世界上
[00:14:19.720 --> 00:14:21.720]  雖然我們都是不完全的
[00:14:21.720 --> 00:14:23.720]  但是我們可以去見證到
[00:14:23.720 --> 00:14:26.720]  耶穌基督是那個義者
[00:14:26.720 --> 00:14:28.720]  又來稱我們為義
[00:14:28.720 --> 00:14:31.720]  幫助我們成為義人的一位救主
[00:14:31.720 --> 00:14:33.720]  世人需要耶穌
[00:14:33.720 --> 00:14:37.720]  也需要耶穌為耶穌做的見證
[00:14:37.720 --> 00:14:42.720]  所以今天我們在聖誕節和章臨節期間
[00:14:42.720 --> 00:14:44.720]  我們多了思想
[00:14:44.720 --> 00:14:48.720]  如何去更好地活出一個義的生命
[00:14:48.720 --> 00:14:51.720]  以致耶穌基督的義帶給我們的時候
[00:14:51.720 --> 00:14:54.720]  我們能夠去表彰這種義行
[00:14:54.720 --> 00:14:56.720]  活出公義的生命
[00:14:56.720 --> 00:14:58.720]  讓我們能夠追求更加的聖潔
[00:14:58.720 --> 00:14:59.720]  更加像主
[00:14:59.720 --> 00:15:03.720]  更加能夠可以遠離罪惡
[00:15:03.720 --> 00:15:07.720]  為神在這個黑暗的時代裏面來發出光
[00:15:07.720 --> 00:15:10.720]  這就是主來這個世界
[00:15:10.720 --> 00:15:12.720]  很重要的意義
[00:15:12.720 --> 00:15:15.720]  第二支蠟燭是甚麼呢?
[00:15:15.720 --> 00:15:17.720]  第二支蠟燭是代表
[00:15:17.720 --> 00:15:19.720]  你們猜猜
[00:15:19.720 --> 00:15:24.720]  是喜樂
[00:15:24.720 --> 00:15:27.720]  第二支蠟燭是代表喜樂
[00:15:27.720 --> 00:15:29.720]  主耶穌來到這個世界
[00:15:29.720 --> 00:15:31.720]  是帶給人喜樂
[00:15:31.720 --> 00:15:33.720]  快樂
[00:15:33.720 --> 00:15:37.720]  因為這正是祂來到這個世界裏面
[00:15:37.720 --> 00:15:40.720]  充滿著憂傷痛苦
[00:15:40.720 --> 00:15:42.720]  一個世代的時候
[00:15:42.720 --> 00:15:45.720]  祂帶來的一種祝福
[00:15:45.720 --> 00:15:48.720]  是不是有頂尖的電話還沒關?
[00:15:48.720 --> 00:15:58.720]  自己的電話聲音認不認得?
[00:16:02.720 --> 00:16:04.720]  OK,我說到哪裏?
[00:16:04.720 --> 00:16:14.720]  因為這個世界是充滿著失落
[00:16:14.720 --> 00:16:17.720]  充滿著很多悲哀的事
[00:16:17.720 --> 00:16:21.720]  真是我們人生裏面
[00:16:21.720 --> 00:16:25.720]  有很多悲哀的事
[00:16:25.720 --> 00:16:32.720]  我們人生裏面不如意的事是甚麼?
[00:16:32.720 --> 00:16:35.720]  十之八九
[00:16:35.720 --> 00:16:37.720]  我們發覺真是
[00:16:37.720 --> 00:16:41.720]  如果我們以其他東西為我們人生的滿足
[00:16:41.720 --> 00:16:46.720]  我們可能事實上都會很難快樂
[00:16:46.720 --> 00:16:48.720]  但是主耶穌降生
[00:16:48.720 --> 00:16:51.720]  祂帶給人一個真正的快樂
[00:16:51.720 --> 00:16:52.720]  在路加福音第二章
[00:16:52.720 --> 00:16:55.720]  我們都熟悉的經文
[00:16:55.720 --> 00:16:57.720]  在第十和第十一節我們一起讀
[00:16:57.720 --> 00:16:58.720]  好嗎?請讀
[00:16:58.720 --> 00:17:00.720]  天使對他們說
[00:17:00.720 --> 00:17:01.720]  不要懼怕
[00:17:01.720 --> 00:17:05.720]  我報給你們大喜的訊息
[00:17:05.720 --> 00:17:07.720]  是關乎萬民的
[00:17:07.720 --> 00:17:10.720]  因為今天在大衛的城裏
[00:17:10.720 --> 00:17:12.720]  為你們生了救主
[00:17:12.720 --> 00:17:14.720]  主既讀
[00:17:14.720 --> 00:17:16.720]  天使報的佳音
[00:17:16.720 --> 00:17:20.720]  的確是一個關乎萬民的好消息
[00:17:20.720 --> 00:17:23.720]  這個好消息叫做大喜的訊息
[00:17:23.720 --> 00:17:25.720]  甚麼是大喜的訊息?
[00:17:25.720 --> 00:17:27.720]  就是為你們生了救主
[00:17:27.720 --> 00:17:29.720]  所以我們感謝主
[00:17:29.720 --> 00:17:33.720]  祂在充滿著黑暗
[00:17:33.720 --> 00:17:34.720]  憂愁
[00:17:34.720 --> 00:17:35.720]  病痛
[00:17:35.720 --> 00:17:36.720]  死亡
[00:17:36.720 --> 00:17:38.720]  失落的一個世界裏
[00:17:38.720 --> 00:17:42.720]  祂帶來真正的內心的快樂
[00:17:42.720 --> 00:17:44.720]  我們看到主耶穌的生平
[00:17:44.720 --> 00:17:46.720]  就知道祂不是以物質
[00:17:46.720 --> 00:17:49.720]  不是以享受為祂真正的快樂
[00:17:49.720 --> 00:17:52.720]  祂以遵行神的旨意為祂的快樂
[00:17:52.720 --> 00:17:55.720]  所以當祂來到這個世界的時候
[00:17:55.720 --> 00:17:56.720]  祂帶給我們的
[00:17:56.720 --> 00:17:58.720]  祂不是這些外表
[00:17:58.720 --> 00:18:00.720]  外面的快樂
[00:18:00.720 --> 00:18:03.720]  祂是帶給我們內心的快樂
[00:18:03.720 --> 00:18:05.720]  一種長久的快樂
[00:18:05.720 --> 00:18:09.720]  很多時候我們說笑話
[00:18:09.720 --> 00:18:12.720]  不要叫做快樂
[00:18:12.720 --> 00:18:13.720]  叫做喜樂
[00:18:13.720 --> 00:18:14.720]  為甚麼?
[00:18:14.720 --> 00:18:17.720]  因為快樂就是很快樂
[00:18:17.720 --> 00:18:19.720]  但喜樂一樣
[00:18:19.720 --> 00:18:22.720]  有喜就有樂
[00:18:22.720 --> 00:18:24.720]  所以人生就是這樣
[00:18:24.720 --> 00:18:25.720]  無論怎樣都好
[00:18:25.720 --> 00:18:28.720]  你追求外表的東西
[00:18:28.720 --> 00:18:30.720]  真的很快就會下來
[00:18:30.720 --> 00:18:32.720]  的確在聖誕節期間
[00:18:32.720 --> 00:18:33.720]  很多人都很快樂
[00:18:33.720 --> 00:18:35.720]  開開心機
[00:18:35.720 --> 00:18:39.720]  那些氣氛充滿著節慶
[00:18:39.720 --> 00:18:41.720]  在美國特別
[00:18:41.720 --> 00:18:43.720]  這個是最大的節的時候
[00:18:43.720 --> 00:18:46.720]  經常說這個叫做holidays
[00:18:46.720 --> 00:18:49.720]  因為從感恩節開始
[00:18:49.720 --> 00:18:51.720]  一直到12月
[00:18:51.720 --> 00:18:53.720]  一直到新年
[00:18:53.720 --> 00:18:55.720]  所以有一個多月
[00:18:55.720 --> 00:18:57.720]  這個叫做holidays season
[00:18:57.720 --> 00:18:59.720]  一年只有12個月
[00:18:59.720 --> 00:19:01.720]  祂佔了一個多月
[00:19:01.720 --> 00:19:03.720]  固然是在美國
[00:19:03.720 --> 00:19:05.720]  可以說是很快樂的時候
[00:19:05.720 --> 00:19:08.720]  我們看到周圍的燈飾
[00:19:08.720 --> 00:19:09.720]  周圍的佈置
[00:19:09.720 --> 00:19:11.720]  平時那些人都不是很
[00:19:11.720 --> 00:19:13.720]  理那些房子
[00:19:13.720 --> 00:19:15.720]  聖誕節都要裝飾一下
[00:19:15.720 --> 00:19:20.720]  發覺真的有很多營造快樂的氣氛
[00:19:20.720 --> 00:19:22.720]  去到那些商場
[00:19:22.720 --> 00:19:24.720]  周圍的店舖
[00:19:24.720 --> 00:19:26.720]  我們看到充滿著
[00:19:26.720 --> 00:19:27.720]  好像很快樂
[00:19:27.720 --> 00:19:29.720]  每個人都去買東西
[00:19:29.720 --> 00:19:31.720]  每個人都去花錢
[00:19:31.720 --> 00:19:33.720]  但是一過了之後
[00:19:33.720 --> 00:19:34.720]  那又怎樣
[00:19:34.720 --> 00:19:36.720]  真的很快樂
[00:19:36.720 --> 00:19:38.720]  我們發覺
[00:19:38.720 --> 00:19:40.720]  真的我們都了解
[00:19:40.720 --> 00:19:42.720]  情緒有高漲
[00:19:42.720 --> 00:19:44.720]  但不可以永遠都高漲
[00:19:44.720 --> 00:19:46.720]  祂一定會留下平靜
[00:19:46.720 --> 00:19:49.720]  在物理學叫做equilibrium
[00:19:49.720 --> 00:19:52.720]  或者在化學都是這樣
[00:19:52.720 --> 00:19:56.720]  祂一定會去到一個平穩的情況
[00:19:56.720 --> 00:19:58.720]  高漲之後會下來
[00:19:58.720 --> 00:20:00.720]  所以如果在其他
[00:20:00.720 --> 00:20:04.720]  在外面追求的東西的時候
