
[00:00:00.000 --> 00:00:03.000]  大家見到這個power point
[00:02:59.000 --> 00:03:03.000]  因慈良善信實溫柔節制
[00:03:03.000 --> 00:03:07.000]  那你的level有多少呢
[00:03:07.000 --> 00:03:09.000]  你的愛的level
[00:03:09.000 --> 00:03:11.000]  進度有多少呢
[00:03:11.000 --> 00:03:13.000]  我給你一分鐘時間
[00:03:13.000 --> 00:03:15.000]  你自己自我評估一下
[00:03:17.000 --> 00:03:19.000]  至少你聽到
[00:03:19.000 --> 00:03:21.000]  聽過愛
[00:03:21.000 --> 00:03:22.000]  聽過喜樂
[00:03:22.000 --> 00:03:23.000]  聽過平安
[00:03:23.000 --> 00:03:24.000]  聽過忍耐
[00:03:24.000 --> 00:03:27.000]  那你有些知道怎樣評估
[00:03:27.000 --> 00:03:29.000]  其他那些呢
[00:03:29.000 --> 00:03:32.000]  都按照你的想法來評
[00:03:32.000 --> 00:03:34.000]  一分鐘
[00:03:34.000 --> 00:03:42.000]  不好意思
[00:03:42.000 --> 00:03:46.000]  其實是沒有得評估的
[00:03:46.000 --> 00:03:48.000]  是評估不到的
[00:03:48.000 --> 00:03:51.000]  我只是和大家
[00:03:51.000 --> 00:03:53.000]  不是開玩笑
[00:03:53.000 --> 00:03:57.000]  只不過是用一個這樣的評估
[00:03:57.000 --> 00:04:00.000]  那個kindness meter
[00:04:00.000 --> 00:04:03.000]  就引起大家想一想
[00:04:03.000 --> 00:04:07.000]  究竟性靈果子是怎樣評估的呢
[00:04:07.000 --> 00:04:10.000]  那我結出的果子
[00:04:10.000 --> 00:04:12.000]  到什麼地步
[00:04:12.000 --> 00:04:14.000]  到什麼程度呢
[00:04:14.000 --> 00:04:18.000]  給大家想一想
[00:04:18.000 --> 00:04:20.000]  好了
[00:04:20.000 --> 00:04:23.000]  其實屬靈的美德
[00:04:23.000 --> 00:04:27.000]  是不能夠設件化的
[00:04:27.000 --> 00:04:29.000]  我們在加拿大書
[00:04:29.000 --> 00:04:32.000]  性靈果子那段經文當中
[00:04:32.000 --> 00:04:34.000]  其實我們在第五章
[00:04:34.000 --> 00:04:36.000]  第十三節到第六章
[00:04:36.000 --> 00:04:38.000]  第二節
[00:04:38.000 --> 00:04:40.000]  就是將性靈的果子
[00:04:40.000 --> 00:04:43.000]  去相對於那些
[00:04:43.000 --> 00:04:44.000]  情慾的事
[00:04:44.000 --> 00:04:47.000]  第十九節
[00:04:47.000 --> 00:04:50.000]  還有性靈的果子
[00:04:50.000 --> 00:04:52.000]  在第廿二節
[00:04:52.000 --> 00:04:55.000]  中間的金句就是說
[00:04:55.000 --> 00:04:57.000]  我從前告訴過你們
[00:04:57.000 --> 00:04:58.000]  現在又告訴你們
[00:04:58.000 --> 00:05:00.000]  做這樣事的人
[00:05:00.000 --> 00:05:02.000]  必不能承受上帝的國
[00:05:02.000 --> 00:05:04.000]  就是說肉體的事
[00:05:04.000 --> 00:05:08.000]  那些列了個表
[00:05:08.000 --> 00:05:09.000]  做這些事的人
[00:05:09.000 --> 00:05:12.000]  是不能承受上帝的國的
[00:05:12.000 --> 00:05:14.000]  承受上帝的國的人
[00:05:14.000 --> 00:05:15.000]  是怎樣呢
[00:05:15.000 --> 00:05:18.000]  他會有性靈果子的表現
[00:05:18.000 --> 00:05:19.000]  就是這樣
[00:05:19.000 --> 00:05:21.000]  好了
[00:05:21.000 --> 00:05:23.000]  那些肉體的事
[00:05:23.000 --> 00:05:25.000]  是顯然易見的
[00:05:25.000 --> 00:05:27.000]  有兩個意思
[00:05:27.000 --> 00:05:29.000]  可以量度
[00:05:29.000 --> 00:05:31.000]  可以看到
[00:05:31.000 --> 00:05:33.000]  可以量化
[00:05:33.000 --> 00:05:36.000]  你可以將他歸類
[00:05:36.000 --> 00:05:38.000]  將他知道
[00:05:38.000 --> 00:05:39.000]  你有沒有做這件事
[00:05:39.000 --> 00:05:41.000]  你有沒有這些行為
[00:05:41.000 --> 00:05:42.000]  你自己量度一下
[00:05:42.000 --> 00:05:44.000]  很容易量度
[00:05:44.000 --> 00:05:46.000]  很容易量度
[00:05:46.000 --> 00:05:47.000]  即是加拿大書
[00:05:47.000 --> 00:05:48.000]  第五章
[00:05:48.000 --> 00:05:52.000]  第十九節到第二十節
[00:05:52.000 --> 00:05:53.000]  很容易量度
[00:05:53.000 --> 00:05:54.000]  有就有
[00:05:54.000 --> 00:05:55.000]  沒有就沒有
[00:05:55.000 --> 00:05:56.000]  或者有些有
[00:05:56.000 --> 00:05:58.000]  你自己不知道
[00:05:58.000 --> 00:06:00.000]  有些沒有的
[00:06:00.000 --> 00:06:01.000]  你一定知道
[00:06:01.000 --> 00:06:03.000]  是不是這樣的
[00:06:03.000 --> 00:06:07.000]  性靈的果子是怎樣評價的呢
[00:06:07.000 --> 00:06:09.000]  今天就是我們的主題
[00:06:09.000 --> 00:06:11.000]  其實宿命的果子
[00:06:11.000 --> 00:06:15.000]  是不能設件量化的
[00:06:15.000 --> 00:06:16.000]  為甚麼呢
[00:06:16.000 --> 00:06:20.000]  因為它和靈因是不同的
[00:06:20.000 --> 00:06:23.000]  宿命的因子是可以量化的
[00:06:23.000 --> 00:06:25.000]  它是上帝所設的禮物
[00:06:25.000 --> 00:06:28.000]  它是建立教會而用的
[00:06:28.000 --> 00:06:30.000]  它是侍奉的能力和才幹
[00:06:30.000 --> 00:06:31.000]  於是你就可以知道
[00:06:31.000 --> 00:06:33.000]  自己有甚麼恩賜
[00:06:33.000 --> 00:06:35.000]  甚麼恩賜啊你自己
[00:06:35.000 --> 00:06:37.000]  我沒有恩賜
[00:06:37.000 --> 00:06:39.000]  我不會沒有恩賜的
[00:06:39.000 --> 00:06:40.000]  一定有些的
[00:06:40.000 --> 00:06:42.000]  這個恩賜是上帝
[00:06:42.000 --> 00:06:44.000]  按照他的心意
[00:06:44.000 --> 00:06:47.000]  來分派給教會的肢體
[00:06:47.000 --> 00:06:50.000]  讓大家各盡其職
[00:06:50.000 --> 00:06:52.000]  互相的配合
[00:06:52.000 --> 00:06:54.000]  來建立基督的身體
[00:06:54.000 --> 00:06:56.000]  這個是教會裡面
[00:06:56.000 --> 00:06:59.000]  有很多的侍奉的崗位
[00:06:59.000 --> 00:07:01.000]  那些崗位是很明顯的
[00:07:01.000 --> 00:07:04.000]  譬如今天我站在崗位上面
[00:07:04.000 --> 00:07:07.000]  教會認為我有講道的恩賜
[00:07:07.000 --> 00:07:10.000]  就給我這個崗位站在這裏
[00:07:10.000 --> 00:07:13.000]  其實站在門口
[00:07:13.000 --> 00:07:17.000]  做接待那些
[00:07:17.000 --> 00:07:19.000]  都是一個恩賜
[00:07:19.000 --> 00:07:21.000]  為甚麼呢
[00:07:21.000 --> 00:07:23.000]  一定要有很好的笑容
[00:07:23.000 --> 00:07:26.000]  一定要很願意接觸到人
[00:07:26.000 --> 00:07:29.000]  一定是和善
[00:07:29.000 --> 00:07:31.000]  恩賜來的
[00:07:31.000 --> 00:07:33.000]  各種恩賜
[00:07:33.000 --> 00:07:34.000]  我不講這件事了
[00:07:34.000 --> 00:07:36.000]  而這些的恩賜
[00:07:36.000 --> 00:07:39.000]  是上帝按照他的心意
[00:07:39.000 --> 00:07:42.000]  來分派給不同的人
[00:07:42.000 --> 00:07:44.000]  可以分壽的
[00:07:44.000 --> 00:07:46.000]  可以量化的
[00:07:46.000 --> 00:07:47.000]  為甚麼呢
[00:07:47.000 --> 00:07:48.000]  著書說
[00:07:48.000 --> 00:07:51.000]  多吸垂的就向垂
[00:07:51.000 --> 00:07:54.000]  多取嘛
[00:07:54.000 --> 00:07:56.000]  可以嘛 有些多有些少
[00:07:56.000 --> 00:07:57.000]  量化嘛
[00:07:57.000 --> 00:07:59.000]  你有多少兩銀
[00:07:59.000 --> 00:08:01.000]  一千兩 二千兩 五千兩
[00:08:01.000 --> 00:08:02.000]  可以這樣計算的
[00:08:02.000 --> 00:08:04.000]  不過呢
[00:08:04.000 --> 00:08:06.000]  屬靈的美德就不行了
[00:08:06.000 --> 00:08:07.000]  因為
[00:08:07.000 --> 00:08:09.000]  雖然他是上帝的禮物
[00:08:09.000 --> 00:08:11.000]  同樣是為了建立教會
[00:08:11.000 --> 00:08:13.000]  但他是一個品格的成長
[00:08:13.000 --> 00:08:15.000]  和見證來的
[00:08:15.000 --> 00:08:19.000]  是聖靈按照基督的樣式
[00:08:19.000 --> 00:08:23.000]  來塑造神的兒女
[00:08:23.000 --> 00:08:24.000]  基督的門徒
[00:08:24.000 --> 00:08:27.000]  屬靈的品格而用
[00:08:27.000 --> 00:08:29.000]  講的是品格
[00:08:29.000 --> 00:08:32.000]  美德就不可以設計
[00:08:32.000 --> 00:08:35.000]  又不可以量化
[00:08:35.000 --> 00:08:36.000]  為甚麼呢
[00:08:36.000 --> 00:08:38.000]  第一部份我已經講了
[00:08:38.000 --> 00:08:40.000]  在加拿大書講回頭
[00:08:40.000 --> 00:08:42.000]  今天我們用兩段文本
[00:08:42.000 --> 00:08:43.000]  都是補羅的
[00:08:43.000 --> 00:08:45.000]  加拿大書寫得早一點
[00:08:45.000 --> 00:08:47.000]  羅馬書寫得遲一點
[00:08:47.000 --> 00:08:49.000]  加拿大書第五章
[00:08:49.000 --> 00:08:52.000]  第十一節到第六章第二節
[00:08:52.000 --> 00:08:53.000]  是講聖靈的果子
[00:08:53.000 --> 00:08:55.000]  而羅馬書第二章
[00:08:55.000 --> 00:08:57.000]  是講到上帝的恩賜
[00:08:57.000 --> 00:08:59.000]  他必須把這種經文
[00:08:59.000 --> 00:09:01.000]  放在加拿大書
[00:09:01.000 --> 00:09:04.000]  對照互相的去解釋
[00:09:04.000 --> 00:09:06.000]  互相的去閱讀
[00:09:06.000 --> 00:09:07.000]  才會明白
[00:09:07.000 --> 00:09:08.000]  第一
[00:09:08.000 --> 00:09:10.000]  加拿大書告訴我們
[00:09:10.000 --> 00:09:13.000]  甚麼呢
[00:09:13.000 --> 00:09:15.000]  愛
[00:09:15.000 --> 00:09:18.000]  就是甚麼
[00:09:18.000 --> 00:09:20.000]  律法的總綱
[00:09:20.000 --> 00:09:22.000]  全部律法都包括在
[00:09:22.000 --> 00:09:26.000]  愛倫餘己這一句的說話
[00:09:26.000 --> 00:09:29.000]  這是他開頭
[00:09:29.000 --> 00:09:31.000]  他結尾六章說
[00:09:31.000 --> 00:09:34.000]  如果你們這些屬靈的人
[00:09:34.000 --> 00:09:35.000]  要用溫柔的心
[00:09:35.000 --> 00:09:36.000]  將那些狡言
[00:09:36.000 --> 00:09:38.000]  被過犯所信的弟兄
[00:09:38.000 --> 00:09:40.000]  挽回過來
[00:09:40.000 --> 00:09:41.000]  自己也留意
[00:09:41.000 --> 00:09:42.000]  不要被他引誘
[00:09:42.000 --> 00:09:45.000]  那你們有各人的重擔
[00:09:45.000 --> 00:09:47.000]  彼此擔負呢
[00:09:47.000 --> 00:09:48.000]  互相配合呢
[00:09:48.000 --> 00:09:49.000]  互相拱照呢
[00:09:49.000 --> 00:09:51.000]  互相分擔分享呢
[00:09:51.000 --> 00:09:54.000]  那你就成全了基督的律法
[00:09:54.000 --> 00:09:55.000]  所以可以看到
[00:09:55.000 --> 00:09:57.000]  愛就是律法的綱要
[00:09:57.000 --> 00:09:59.000]  而聖人的果子
[00:09:59.000 --> 00:10:01.000]  第一擺第一的
[00:10:01.000 --> 00:10:02.000]  是甚麼
[00:10:02.000 --> 00:10:03.000]  愛
[00:10:03.000 --> 00:10:05.000]  愛就是綱領
[00:10:05.000 --> 00:10:06.000]  綱要
[00:10:06.000 --> 00:10:07.000]  甚麼叫綱呢
[00:10:07.000 --> 00:10:08.000]  大家知不知道
[00:10:08.000 --> 00:10:10.000]  這個字中文字很有意思
[00:10:10.000 --> 00:10:12.000]  綱指如網
[00:10:12.000 --> 00:10:13.000]  網綱都指
[00:10:13.000 --> 00:10:14.000]  不要寫錯
[00:10:14.000 --> 00:10:16.000]  網和綱是不同的
[00:10:16.000 --> 00:10:18.000]  其實網都有綱
[00:10:18.000 --> 00:10:20.000]  雖然綱就不是網
[00:10:20.000 --> 00:10:21.000]  網不是綱
[00:10:21.000 --> 00:10:23.000]  但是網是有綱的
[00:10:23.000 --> 00:10:25.000]  就是那條繩
[00:10:25.000 --> 00:10:27.000]  將整個漁網
[00:10:27.000 --> 00:10:28.000]  一拉那條繩
[00:10:28.000 --> 00:10:30.000]  收回來
[00:10:30.000 --> 00:10:32.000]  整個收回來了
[00:10:32.000 --> 00:10:34.000]  那叫做綱
[00:10:34.000 --> 00:10:35.000]  那叫綱義
[00:10:35.000 --> 00:10:36.000]  好了
[00:10:36.000 --> 00:10:37.000]  你要告訴我
[00:10:37.000 --> 00:10:40.000]  要結出聖人的果子
[00:10:40.000 --> 00:10:42.000]  才承受了聖人的國
[00:10:42.000 --> 00:10:43.000]  是
[00:10:43.000 --> 00:10:45.000]  全部律法
[00:10:45.000 --> 00:10:47.000]  是擺在愛的裏面
[00:10:47.000 --> 00:10:49.000]  不是逐條逐條說
[00:10:49.000 --> 00:10:50.000]  全部的法律
[00:10:50.000 --> 00:10:51.000]  全部都擺在
[00:10:51.000 --> 00:10:53.000]  愛人如己
[00:10:53.000 --> 00:10:55.000]  或者叫愛倫如己的
[00:10:55.000 --> 00:10:56.000]  事上
[00:10:56.000 --> 00:10:58.000]  而我們看到
[00:10:58.000 --> 00:11:01.000]  九個的質素
[00:11:01.000 --> 00:11:02.000]  愛
[00:11:02.000 --> 00:11:04.000]  喜樂
[00:11:04.000 --> 00:11:05.000]  和平是甚麼
[00:11:05.000 --> 00:11:07.000]  是上帝賜給我們的禮物
[00:11:07.000 --> 00:11:09.000]  是從上而下關注的
[00:11:09.000 --> 00:11:10.000]  我們的喜樂
[00:11:10.000 --> 00:11:11.000]  是屬天的喜樂
[00:11:11.000 --> 00:11:14.000]  所以不受世界的環境所影響
[00:11:14.000 --> 00:11:15.000]  所以我們可以
[00:11:15.000 --> 00:11:16.000]  在任何的情況之下
[00:11:16.000 --> 00:11:19.000]  我們交託一切給上帝
[00:11:19.000 --> 00:11:20.000]  我們就可以享到
[00:11:20.000 --> 00:11:22.000]  屬天的喜樂
[00:11:22.000 --> 00:11:25.000]  不是地上的快樂
[00:11:25.000 --> 00:11:26.000]  屬天的
[00:11:26.000 --> 00:11:28.000]  是上帝關注下來的
[00:11:28.000 --> 00:11:30.000]  是從愛
[00:11:30.000 --> 00:11:32.000]  神的愛那裏彰顯下來的
[00:11:32.000 --> 00:11:34.000]  和平或者平安
[00:11:34.000 --> 00:11:36.000]  平安和和平是一個字
[00:11:36.000 --> 00:11:38.000]  平安不是世人所能賜的
[00:11:38.000 --> 00:11:40.000]  是上帝所賜給我們的
[00:11:40.000 --> 00:11:41.000]  叫做平安
[00:11:41.000 --> 00:11:43.000]  而且是超過我們想像的
[00:11:43.000 --> 00:11:45.000]  和平
[00:11:45.000 --> 00:11:47.000]  或者平安
[00:11:47.000 --> 00:11:50.000]  當然平安也關乎世界的和平
[00:11:50.000 --> 00:11:51.000]  因為人有平安
[00:11:51.000 --> 00:11:54.000]  就不會打仗
[00:11:54.000 --> 00:11:56.000]  愛就是
[00:11:56.000 --> 00:11:57.000]  過江
[00:11:57.000 --> 00:11:58.000]  一抽一扔
[00:11:58.000 --> 00:11:59.000]  一扔下來
[00:11:59.000 --> 00:12:00.000]  愛是甚麼
[00:12:00.000 --> 00:12:02.000]  喜樂是甚麼
[00:12:02.000 --> 00:12:03.000]  和平
[00:12:03.000 --> 00:12:04.000]  然後呢
[00:12:04.000 --> 00:12:06.000]  第二抽就是
[00:12:06.000 --> 00:12:07.000]  這是一個
[00:12:07.000 --> 00:12:09.000]  面對著外面的環境
[00:12:09.000 --> 00:12:14.000]  我們如何在生命裏面的成長
[00:12:14.000 --> 00:12:16.000]  生命裏面的鍛煉
[00:12:16.000 --> 00:12:17.000]  學習
[00:12:17.000 --> 00:12:19.000]  因為有神的愛的關注
[00:12:19.000 --> 00:12:22.000]  而產生的一些美德
[00:12:22.000 --> 00:12:23.000]  或者品格呢
[00:12:23.000 --> 00:12:25.000]  上星期我講了忍耐
[00:12:25.000 --> 00:12:27.000]  今天講恩慈
[00:12:27.000 --> 00:12:29.000]  下星期講良善
[00:12:29.000 --> 00:12:30.000]  是一組的
[00:12:30.000 --> 00:12:33.000]  是講一種流露
[00:12:33.000 --> 00:12:35.000]  生命的流露
[00:12:35.000 --> 00:12:37.000]  然後再講下去是甚麼
[00:12:37.000 --> 00:12:41.000]  就是由愛而來
[00:12:41.000 --> 00:12:44.000]  內斂的
[00:12:44.000 --> 00:12:46.000]  就是信心
[00:12:46.000 --> 00:12:48.000]  溫柔
[00:12:48.000 --> 00:12:49.000]  節制
[00:12:49.000 --> 00:12:50.000]  記住節制很重要
[00:12:50.000 --> 00:12:53.000]  最後那一段節制是很重要的
[00:12:53.000 --> 00:12:54.000]  一抽一扔
[00:12:54.000 --> 00:12:55.000]  一扔下來
[00:12:55.000 --> 00:12:57.000]  是互相互動的
[00:12:57.000 --> 00:12:59.000]  所以在這裏見到
[00:12:59.000 --> 00:13:01.000]  很奇妙的就是
[00:13:01.000 --> 00:13:05.000]  恩慈排列是剛剛在正中間
[00:13:05.000 --> 00:13:07.000]  我
[00:13:07.000 --> 00:13:09.000]  好像這樣講
[00:13:09.000 --> 00:13:12.000]  講得有點太過系統化
[00:13:12.000 --> 00:13:15.000]  有人會問保羅是不是這樣
[00:13:15.000 --> 00:13:17.000]  好像我這樣講的
[00:13:17.000 --> 00:13:18.000]  愛
[00:13:18.000 --> 00:13:19.000]  喜樂平安
[00:13:19.000 --> 00:13:20.000]  一組
[00:13:20.000 --> 00:13:22.000]  良善恩慈
[00:13:22.000 --> 00:13:23.000]  忍耐一組
[00:13:23.000 --> 00:13:25.000]  信實溫柔節制一組
[00:13:25.000 --> 00:13:27.000]  是不是這麼齊齊的
[00:13:27.000 --> 00:13:29.000]  而你看看上面
[00:13:29.000 --> 00:13:31.000]  那些是肉體的事情
[00:13:31.000 --> 00:13:33.000]  不是這麼齊齊的
[00:13:33.000 --> 00:13:34.000]  有些是兩個
[00:13:34.000 --> 00:13:36.000]  有些是一大堆
[00:13:36.000 --> 00:13:38.000]  那是怎樣的
[00:13:38.000 --> 00:13:40.000]  意思是什麼呢
[00:13:40.000 --> 00:13:43.000]  那些情慾的事
[00:13:43.000 --> 00:13:45.000]  列舉的清單
[00:13:45.000 --> 00:13:47.000]  講都講不完
[00:13:47.000 --> 00:13:48.000]  而聖靈的果子
[00:13:48.000 --> 00:13:49.000]  見到他的品格
[00:13:49.000 --> 00:13:51.000]  也講不完的
[00:13:51.000 --> 00:13:52.000]  保羅有很多個
[00:13:52.000 --> 00:13:54.000]  這些品格的清單的
[00:13:54.000 --> 00:13:55.000]  例如
[00:13:55.000 --> 00:13:56.000]  他簡單的
[00:13:56.000 --> 00:13:58.000]  哥倫多前書十三章
[00:13:58.000 --> 00:13:59.000]  懂得吧
[00:13:59.000 --> 00:14:00.000]  講愛
[00:14:00.000 --> 00:14:02.000]  愛是什麼
[00:14:02.000 --> 00:14:04.000]  忍耐
[00:14:04.000 --> 00:14:05.000]  愛是恆久忍耐
[00:14:05.000 --> 00:14:06.000]  一個人的愛
[00:14:06.000 --> 00:14:08.000]  又有恩慈
[00:14:08.000 --> 00:14:10.000]  這個叫兩事
[00:14:10.000 --> 00:14:11.000]  有什麼
[00:14:11.000 --> 00:14:13.000]  有八筆
[00:14:13.000 --> 00:14:14.000]  有四凡事
[00:14:14.000 --> 00:14:16.000]  你知道我說什麼嗎
[00:14:16.000 --> 00:14:18.000]  八筆是什麼
[00:14:18.000 --> 00:14:19.000]  四凡事是什麼
[00:14:19.000 --> 00:14:20.000]  你知道吧
[00:14:20.000 --> 00:14:21.000]  不知道的
[00:14:21.000 --> 00:14:22.000]  你揭開哥倫多前書
[00:14:22.000 --> 00:14:23.000]  十三章
[00:14:23.000 --> 00:14:25.000]  你看看
[00:14:25.000 --> 00:14:27.000]  保羅不是隨口說的
[00:14:27.000 --> 00:14:28.000]  這些聖靈果子
[00:14:28.000 --> 00:14:29.000]  雖然
[00:14:29.000 --> 00:14:30.000]  他有很多的
[00:14:30.000 --> 00:14:33.000]  列舉基督徒的品格
[00:14:33.000 --> 00:14:34.000]  吾美德
[00:14:34.000 --> 00:14:36.000]  或者一個基督徒的
[00:14:36.000 --> 00:14:37.000]  宿命的成長
[00:14:37.000 --> 00:14:38.000]  那種表現
[00:14:38.000 --> 00:14:39.000]  是有點不同的
[00:14:39.000 --> 00:14:40.000]  不過
[00:14:40.000 --> 00:14:41.000]  我告訴大家
[00:14:41.000 --> 00:14:43.000]  保羅不是隨口說的
[00:14:43.000 --> 00:14:46.000]  這是根據他自己的成長
[00:14:46.000 --> 00:14:48.000]  他自己的領袖
[00:14:48.000 --> 00:14:50.000]  他怎樣去對付他自己
[00:14:50.000 --> 00:14:51.000]  怎樣去經歷神的恩典
[00:14:51.000 --> 00:14:52.000]  經歷聖靈
[00:14:52.000 --> 00:14:54.000]  在他生命裡面的流露
[00:14:54.000 --> 00:14:56.000]  那個建造
[00:14:56.000 --> 00:14:58.000]  聖靈的能力加給他
[00:14:58.000 --> 00:14:59.000]  啟迪他
[00:14:59.000 --> 00:15:00.000]  然後
[00:15:00.000 --> 00:15:02.000]  當他寫信給加拉泰人的時候
[00:15:02.000 --> 00:15:03.000]  加拉泰教的時候
[00:15:03.000 --> 00:15:04.000]  他就
[00:15:04.000 --> 00:15:07.000]  將他自己生命成長的經歷
[00:15:07.000 --> 00:15:08.000]  這樣說出來
[00:15:08.000 --> 00:15:09.000]  愛
[00:15:09.000 --> 00:15:10.000]  第一
[00:15:10.000 --> 00:15:12.000]  一定是第一的
[00:15:12.000 --> 00:15:14.000]  哥倫多前書十三章
[00:15:14.000 --> 00:15:15.000]  愛
[00:15:15.000 --> 00:15:16.000]  然後要喜樂
[00:15:16.000 --> 00:15:18.000]  然後要平安
[00:15:18.000 --> 00:15:19.000]  或者和平
[00:15:19.000 --> 00:15:20.000]  然後良善
[00:15:20.000 --> 00:15:21.000]  然後忍耐
[00:15:21.000 --> 00:15:22.000]  恩慈
[00:15:22.000 --> 00:15:23.000]  良善
[00:15:23.000 --> 00:15:24.000]  信實
[00:15:24.000 --> 00:15:25.000]  溫柔
[00:15:25.000 --> 00:15:26.000]  節制
[00:15:26.000 --> 00:15:27.000]  節制就完了
[00:15:27.000 --> 00:15:28.000]  有它的意思
[00:15:28.000 --> 00:15:30.000]  為什麼節制完了呢
[00:15:30.000 --> 00:15:32.000]  是那個的內斂
[00:15:32.000 --> 00:15:33.000]  自己的
[00:15:33.000 --> 00:15:34.000]  是在他生命
[00:15:34.000 --> 00:15:35.000]  身體
[00:15:35.000 --> 00:15:36.000]  的那個的
[00:15:36.000 --> 00:15:38.000]  接受性的管治
[00:15:38.000 --> 00:15:40.000]  那個的學習
[00:15:40.000 --> 00:15:41.000]  所以呢
[00:15:41.000 --> 00:15:42.000]  我們要學習
[00:15:42.000 --> 00:15:44.000]  原來恩慈是一個
[00:15:44.000 --> 00:15:45.000]  藥人來的
[00:15:45.000 --> 00:15:47.000]  是不是一個藥人呢
[00:15:47.000 --> 00:15:50.000]  有沒有人學過中醫的
[00:15:50.000 --> 00:15:53.000]  如果有中醫在
[00:15:53.000 --> 00:15:55.000]  我請他上來幫我解釋一下
[00:15:55.000 --> 00:15:56.000]  我沒有學過中醫
[00:15:56.000 --> 00:15:57.000]  不過我一段時間
[00:15:57.000 --> 00:15:58.000]  我
[00:15:58.000 --> 00:15:59.000]  自己病中
[00:15:59.000 --> 00:16:00.000]  就沒什麼好做
[00:16:00.000 --> 00:16:02.000]  就買幾本中醫書來
[00:16:02.000 --> 00:16:05.000]  看看什麼好下身
[00:16:05.000 --> 00:16:10.000]  藥人
[00:16:10.000 --> 00:16:11.000]  原來是一種東西
[00:16:11.000 --> 00:16:12.000]  藥人
[00:16:12.000 --> 00:16:13.000]  在這個
[00:16:13.000 --> 00:16:14.000]  如果姓名的
[00:16:14.000 --> 00:16:15.000]  狗
[00:16:15.000 --> 00:16:17.000]  那個狗中品格
[00:16:17.000 --> 00:16:18.000]  或者列出來這個清單
[00:16:18.000 --> 00:16:19.000]  當它
[00:16:19.000 --> 00:16:20.000]  這個是一個
[00:16:20.000 --> 00:16:21.000]  比喻來的
