
[00:00:00.000 --> 00:00:03.600]  好,讓我們開始之前,我們先一起祈禱
[00:01:45.920 --> 00:01:49.760]  都會比較少將情感去表達出來
[00:01:49.760 --> 00:01:53.440]  所以爸爸去表達愛的方法
[00:01:53.440 --> 00:01:56.960]  通常都比較傾向實用主義一點
[00:01:56.960 --> 00:02:00.800]  譬如他們會煮好的菜給家人去吃
[00:02:00.800 --> 00:02:02.960]  去表達他們的愛
[00:02:02.960 --> 00:02:07.760]  但是很少會直接去說
[00:02:07.760 --> 00:02:11.200]  「我愛你」這些說話的,是不是?
[00:02:11.200 --> 00:02:16.400]  這個也令我想起朱自清的《背影樂》
[00:02:16.400 --> 00:02:19.040]  不知道大家中學有沒有讀過呢?
[00:02:19.040 --> 00:02:21.840]  我們差不多年代了
[00:02:21.840 --> 00:02:24.880]  朱自清說有一次
[00:02:24.880 --> 00:02:28.240]  他爸爸送他去坐火車的時候
[00:02:28.240 --> 00:02:30.320]  在臨別的那一刻
[00:02:30.320 --> 00:02:34.720]  當他凝視著爸爸肥胖的背影
[00:02:34.720 --> 00:02:39.280]  然後很隆重地穿過路軌
[00:02:39.280 --> 00:02:41.360]  爬上月台
[00:02:41.360 --> 00:02:47.040]  只為了買幾個橙給他吃
[00:02:47.040 --> 00:02:48.880]  這一幕的特寫
[00:02:48.880 --> 00:02:53.040]  很細緻地描述了朱自清的爸爸
[00:02:53.040 --> 00:02:58.800]  用最樸實的方法去表達他對兒子的愛
[00:02:58.800 --> 00:03:03.760]  原來有時候用行動去表達愛
[00:03:03.760 --> 00:03:09.040]  比用言語去表達愛更具震撼力
[00:03:09.040 --> 00:03:14.160]  就好像今日敬文所說的一位父親約瑟
[00:03:14.160 --> 00:03:16.880]  他是一個很沉默的人
[00:03:16.880 --> 00:03:24.080]  他沉默到整本聖經都找不到他的一句對白
[00:03:24.080 --> 00:03:25.680]  不知道大家有沒有留意
[00:03:25.680 --> 00:03:32.240]  在整本聖經裏約瑟都沒有說過任何一句說話
[00:03:32.240 --> 00:03:39.920]  但他卻是推動著上帝救恩計劃的其中一個很重要的角色
[00:03:39.920 --> 00:03:44.240]  只不過約瑟看上去雖然很重要
[00:03:44.240 --> 00:03:47.360]  但他卻很容易被忽略
[00:03:47.360 --> 00:03:50.800]  譬如在耶穌誕生的經文裏
[00:03:50.800 --> 00:03:54.400]  每個在場的人都有話要說
[00:03:54.400 --> 00:03:57.760]  唯獨約瑟沒有話要說
[00:03:57.760 --> 00:04:00.320]  而當瑪利亞主的使者
[00:04:00.320 --> 00:04:05.440]  牧羊人和博士都佔有一個重要的位置時
[00:04:05.440 --> 00:04:10.480]  約瑟好像默默無聲
[00:04:10.480 --> 00:04:16.240]  曾經有一位研究宗教藝術的大學教授說
[00:04:16.240 --> 00:04:21.840]  在一些以基督誕生為主題的早期畫作裏
[00:04:21.840 --> 00:04:27.520]  有些畫家不會將約瑟畫在畫裏
[00:04:27.520 --> 00:04:31.040]  就算有些畫家將他畫出來也好
[00:04:31.040 --> 00:04:36.000]  約瑟都會畫成一個不問世事
[00:04:36.000 --> 00:04:39.280]  或者正在睡覺的老人家
[00:04:39.280 --> 00:04:45.440]  感覺就像一個不多重要的局外人
[00:04:45.440 --> 00:04:50.480]  其實社會一般對沉默寡言的人
[00:04:50.480 --> 00:04:53.840]  都有不太好的評價
[00:04:53.840 --> 00:04:57.840]  我們很多時候會見到一些優點的選項
[00:04:57.840 --> 00:05:01.360]  就會有得拒那個見談
[00:05:01.360 --> 00:05:03.840]  但我們很少會見到有人說
[00:05:03.840 --> 00:05:07.680]  沉默寡言真是一個優點
[00:05:07.680 --> 00:05:09.120]  很少會這樣
[00:05:09.120 --> 00:05:15.520]  相反還會覺得這樣東西看來是一個缺點
[00:05:15.520 --> 00:05:18.880]  因為如果一個人喜歡說話的話
[00:05:18.880 --> 00:05:23.920]  他的性格就會被視為內向和不合群
[00:05:23.920 --> 00:05:27.680]  而在一個講求群體的社會裏
[00:05:27.680 --> 00:05:31.360]  沉默寡言就好像比較吃虧
[00:05:31.360 --> 00:05:32.800]  很難成功
[00:05:32.800 --> 00:05:38.320]  甚至容易被標籤為異類
[00:05:38.320 --> 00:05:41.840]  雖然社會一般對沉默寡言
[00:05:41.840 --> 00:05:45.040]  都有個不多正面的看法
[00:05:45.040 --> 00:05:49.280]  只不過聖經就高度評價
[00:05:49.280 --> 00:05:53.360]  沉默的約瑟是一個異人
[00:05:53.360 --> 00:05:56.320]  在整本新約聖經裏
[00:05:56.320 --> 00:06:00.800]  被稱為異人其實沒有哪幾個
[00:06:00.800 --> 00:06:03.920]  如果只是在馬太福音裏
[00:06:03.920 --> 00:06:10.800]  甚至只有耶穌和約瑟有異人這個稱號
[00:06:10.800 --> 00:06:14.400]  剛才你們看的馬太福音第一章
[00:06:14.400 --> 00:06:18.320]  它也說他丈夫約瑟是個異人
[00:06:18.320 --> 00:06:20.160]  就是在整個馬太福音裏
[00:06:20.160 --> 00:06:24.080]  只有耶穌和約瑟有這個異人的稱號
[00:06:24.080 --> 00:06:26.400]  按希臘原文
[00:06:26.400 --> 00:06:32.400]  異人裏的異字在馬太福音裏出現了七次
[00:06:32.400 --> 00:06:35.600]  第一次形容約瑟
[00:06:35.600 --> 00:06:38.000]  另一次形容耶穌
[00:06:38.000 --> 00:06:46.240]  當中另外五次在第五章和第六章的登山裏所提到
[00:06:46.240 --> 00:06:50.240]  所以如果要了解約瑟是一個怎樣的異人
[00:06:50.240 --> 00:06:53.520]  我們就一定要看看登山裏的裏面
[00:06:53.520 --> 00:06:56.240]  登山裏的裏面告訴我們
[00:06:56.240 --> 00:07:03.440]  耶穌要求我們行的義
[00:07:03.440 --> 00:07:07.680]  就是勝過民事和法理賽人的義
[00:07:07.680 --> 00:07:10.240]  對民事和法理賽人來說
[00:07:10.240 --> 00:07:13.200]  他們的義就是遵守律法
[00:07:13.200 --> 00:07:17.840]  就是說要勝過民事和法理賽人的義
[00:07:17.840 --> 00:07:20.240]  就是守律法之餘
[00:07:20.240 --> 00:07:22.640]  額外再多一些的東西
[00:07:22.640 --> 00:07:26.800]  譬如律法說不可以殺人
[00:07:26.800 --> 00:07:29.040]  但耶穌補充說
[00:07:29.040 --> 00:07:33.200]  殺人和憎恨人其實都是一樣的
[00:07:33.200 --> 00:07:35.120]  所以我們要做的事
[00:07:35.120 --> 00:07:40.480]  就是用愛和憎恨的人和解
[00:07:40.480 --> 00:07:44.320]  又譬如在舊約裏面用以眼還眼
[00:07:44.320 --> 00:07:47.440]  以牙還牙去說
[00:07:47.440 --> 00:07:50.720]  犯罪是理應得到懲罰的
[00:07:50.720 --> 00:07:54.320]  只不過耶穌就說有人打你右邊面
[00:07:54.320 --> 00:07:57.440]  你連左邊面都要被對方打
[00:07:57.440 --> 00:08:00.240]  這個是被很多非基督徒
[00:08:00.240 --> 00:08:04.640]  經常拿來取笑我們基督教的其中一個教導
[00:08:04.640 --> 00:08:08.400]  但是他們根本不明白
[00:08:08.400 --> 00:08:13.200]  這樣做其實是喚醒對方的良知的一個方法
[00:08:13.200 --> 00:08:15.440]  就好像有人這樣說
[00:08:15.440 --> 00:08:19.520]  世上沒有一樣東西更有力量的武器
[00:08:19.520 --> 00:08:22.640]  是可以將仇敵改變過來
[00:08:22.640 --> 00:08:25.920]  除非是對仇敵的愛
[00:08:25.920 --> 00:08:27.200]  簡單一點說
[00:08:27.200 --> 00:08:30.640]  要做到勝過民事和法理賽人的義
[00:08:30.640 --> 00:08:34.640]  就是要在律法裏面加入愛的元素
[00:08:34.640 --> 00:08:38.480]  而這個就是耶穌所說的成全律法
[00:08:38.480 --> 00:08:42.320]  也就是用愛去圓滿律法
[00:08:42.320 --> 00:08:43.840]  說回日西
[00:08:43.840 --> 00:08:47.200]  當瑪利亞未婚懷孕的那一刻
[00:08:47.200 --> 00:08:49.440]  我們現在就會明白
[00:08:49.440 --> 00:08:52.880]  是聖靈的能力
[00:08:52.880 --> 00:08:58.880]  讓瑪利亞以童貞女的身份去懷孕
[00:08:58.880 --> 00:09:02.400]  但當時約瑟是完全不知道這件事
[00:09:02.400 --> 00:09:04.240]  所以對於約瑟來說
[00:09:04.240 --> 00:09:06.560]  是可以按照律法的規定
[00:09:06.560 --> 00:09:10.880]  他大可以光明正大地休了瑪利亞
[00:09:10.880 --> 00:09:15.040]  然後讓同族的人用石頭去羞辱
[00:09:15.040 --> 00:09:18.640]  和打死這個傷害自己的未婚妻
[00:09:18.640 --> 00:09:21.440]  以眼還眼 以牙還牙
[00:09:21.440 --> 00:09:24.400]  你羞辱我 我羞辱你
[00:09:24.400 --> 00:09:26.800]  只不過約瑟卻選擇
[00:09:26.800 --> 00:09:30.480]  暗暗地去做休妻的事
[00:09:30.480 --> 00:09:34.000]  暗暗是一種有苦自己知
[00:09:34.000 --> 00:09:37.200]  是一種默然承受的表現
[00:09:37.200 --> 00:09:42.080]  也都反映了約瑟對瑪利亞的愛和憐憫
[00:09:42.080 --> 00:09:45.600]  約瑟正在默然地去證實
[00:09:45.600 --> 00:09:48.800]  他就是上帝眼中的二人
[00:09:48.800 --> 00:09:50.880]  在聖經的記載裏面
[00:09:50.880 --> 00:09:54.560]  約瑟雖然是一個沉默寡言的人
[00:09:54.560 --> 00:09:57.360]  但他也告訴我們一件事
[00:09:57.360 --> 00:10:02.080]  就是品德比說話更重要
[00:10:02.080 --> 00:10:05.280]  和更有影響力
[00:10:05.280 --> 00:10:12.240]  前陣子我看了一套《婚姻五重奏》的電視節目
[00:10:12.240 --> 00:10:15.680]  裏面提到一段父子情
[00:10:15.680 --> 00:10:19.280]  當中兒子的太太突然因病離世
[00:10:19.280 --> 00:10:21.600]  只剩下他和一歲的寶寶
[00:10:21.600 --> 00:10:23.920]  兩個相依為命
[00:10:23.920 --> 00:10:28.320]  這個兒子每一次遇到不開心的事
[00:10:28.320 --> 00:10:33.280]  他都會漫無目的在街上到處走
[00:10:33.280 --> 00:10:36.560]  他爸爸見到他這樣當然很擔心
[00:10:36.560 --> 00:10:39.120]  但又不知道可以怎樣幫他
[00:10:39.120 --> 00:10:42.000]  所以他會陪他到街上走
[00:10:42.000 --> 00:10:44.640]  就算是晚上十二點
[00:10:44.640 --> 00:10:49.040]  仍然都會跟著在他的兒子後面走
[00:10:49.040 --> 00:10:52.400]  有時一小時 有時兩個小時
[00:10:52.400 --> 00:10:55.440]  有時甚至是三個小時
[00:10:55.440 --> 00:10:58.640]  總之走到累才會回家
[00:10:58.640 --> 00:11:01.200]  連續好幾個月都是這樣
[00:11:01.200 --> 00:11:03.440]  其實爸爸年紀已經很大
[00:11:03.440 --> 00:11:06.960]  但他就算按著腰骨
[00:11:06.960 --> 00:11:10.480]  他都默然守護著他的兒子
[00:11:10.480 --> 00:11:14.800]  這個爸爸沒有用自己爸爸的身份去說教
[00:11:14.800 --> 00:11:17.040]  沒有說什麼大道理
[00:11:17.040 --> 00:11:20.160]  他覺得自己沒有做什麼
[00:11:20.160 --> 00:11:25.680]  但是他在兒子身上做了一件偉大的事
[00:11:25.680 --> 00:11:31.680]  就是陪伴 就是愛和憐憫
[00:11:31.680 --> 00:11:34.160]  其實天父對我們都是這樣
[00:11:34.160 --> 00:11:36.400]  他本應高高在上
[00:11:36.400 --> 00:11:41.360]  他本應高高在上頒佈命令就可以
[00:11:41.360 --> 00:11:44.320]  但是他卻書專降貴
[00:11:44.320 --> 00:11:46.880]  讓耶穌道成肉身
[00:11:46.880 --> 00:11:50.800]  臨到人的當中與我們同在
[00:11:50.800 --> 00:11:53.280]  親自示範給我們知道
[00:11:53.280 --> 00:11:57.600]  何謂愛 何謂憐憫
[00:11:57.600 --> 00:12:02.240]  約瑟除了默默地印證著他是一個義人之外
[00:12:02.240 --> 00:12:07.520]  他也默默地印證著上帝所說的話是對的
[00:12:07.520 --> 00:12:10.480]  看回今天《廣道經文》裏面
[00:12:10.480 --> 00:12:13.600]  約瑟所發的那三個夢
[00:12:13.600 --> 00:12:19.600]  主的使者都指示約瑟去做一些事
[00:12:19.600 --> 00:12:22.640]  第一次就是要約瑟取那個
[00:12:22.640 --> 00:12:25.840]  不是懷著自己的骨肉的瑪利亞
[00:12:25.840 --> 00:12:30.960]  第二次就是要他帶著妻子離開自己的民族
[00:12:30.960 --> 00:12:32.960]  逃到埃及
[00:12:32.960 --> 00:12:36.240]  最後一次就是要他帶著妻子
[00:12:36.240 --> 00:12:41.120]  回到那個曾經殺聲震天的以色列
[00:12:41.120 --> 00:12:45.360]  其實主的使者要求約瑟所做的每一件事
[00:12:45.360 --> 00:12:49.120]  都是既艱難而具挑戰性
[00:12:49.120 --> 00:12:52.960]  但是每一次約瑟一收到命令
[00:12:52.960 --> 00:12:55.680]  他就義話不說地去行動
[00:12:55.680 --> 00:12:59.120]  而當約瑟每一次行動
[00:12:59.120 --> 00:13:05.200]  經文都說這是要應驗主直先知所說的話
[00:13:05.200 --> 00:13:09.280]  應驗主直先知所說的話的意思
[00:13:09.280 --> 00:13:12.960]  就是說上帝所說的話是對的
[00:13:12.960 --> 00:13:16.000]  以及值得跟從的
[00:13:16.000 --> 00:13:18.160]  頂姐妹
[00:13:18.160 --> 00:13:23.680]  今天上帝可能不是藉著夢去跟我們說要做些什麼
[00:13:23.680 --> 00:13:26.240]  但是上帝已經很實在地
[00:13:26.240 --> 00:13:30.800]  將祂的話語記載在聖經裏面
[00:13:30.800 --> 00:13:32.880]  而憑著聖經的話語
[00:13:32.880 --> 00:13:37.680]  我們就可以知道上帝要我們做的是些什麼
[00:13:37.680 --> 00:13:42.160]  就好像今天講道裏面提過義
[00:13:42.160 --> 00:13:46.240]  每一樣事都不是那麼容易做的
[00:13:46.240 --> 00:13:51.840]  但是你願不願意遵循上帝的吩咐呢?
[00:13:51.840 --> 00:13:54.160]  願我們彼此提醒
[00:13:54.160 --> 00:13:55.680]  一同學習
[00:13:55.680 --> 00:14:01.120]  用我們的行動去引證上帝說的話是對的
[00:14:01.120 --> 00:14:03.280]  以及值得跟從的
[00:14:03.280 --> 00:14:09.760]  願一切榮耀、重讚都歸給我們三一的上帝
