
[00:00:00.000 --> 00:00:01.400]  讓我們打開神的話語
[00:05:12.800 --> 00:05:16.200]  當我們看回創世紀第十七章的經文的時候
[00:05:16.200 --> 00:05:17.400]  神就說
[00:05:17.400 --> 00:05:20.200]  你們所有的男丁都要受割禮
[00:05:20.200 --> 00:05:21.400]  這是我與你們
[00:05:21.400 --> 00:05:24.200]  你並你們的後裔所納的約
[00:05:24.200 --> 00:05:25.800]  你們要受割禮
[00:05:25.800 --> 00:05:30.800]  就是我與你們納約的證據
[00:05:30.800 --> 00:05:33.400]  神再次藉著這個割禮
[00:05:33.400 --> 00:05:36.400]  告訴這些以色列人
[00:05:36.400 --> 00:05:40.000]  你們與我有一個記號
[00:05:40.000 --> 00:05:43.200]  這是神與阿伯拉罕納約的記號
[00:05:43.200 --> 00:05:46.000]  這是神與他們納約的一個憑據
[00:05:46.000 --> 00:05:47.600]  這個更加表明
[00:05:47.600 --> 00:05:51.600]  他們是屬神的子民
[00:05:51.600 --> 00:05:55.400]  為什麼神要他們在耶利哥的平原裡面
[00:05:55.400 --> 00:05:56.800]  去施行割禮呢?
[00:05:56.800 --> 00:05:58.400]  為什麼不過河之前
[00:05:58.400 --> 00:06:00.400]  就用約旦河成為他們一個
[00:06:00.400 --> 00:06:02.400]  很平安穩妥的地方
[00:06:02.400 --> 00:06:05.400]  去施行割禮呢?
[00:06:05.400 --> 00:06:09.400]  當我看回創世紀三十四章的經文的時候
[00:06:09.400 --> 00:06:13.400]  雅各的兒子
[00:06:13.400 --> 00:06:16.400]  見到他們的妹弟娜
[00:06:16.400 --> 00:06:20.400]  她被這個弒劍人羞辱了
[00:06:20.400 --> 00:06:22.400]  以致雅各的兒子
[00:06:22.400 --> 00:06:27.400]  就很想用計謀去殺害弒劍和他們的男丁
[00:06:27.400 --> 00:06:29.400]  結果他們就用詭計
[00:06:29.400 --> 00:06:32.000]  去哄弒劍和他們的男丁
[00:06:32.000 --> 00:06:32.800]  告訴他們
[00:06:32.800 --> 00:06:33.800]  你受割禮吧
[00:06:33.800 --> 00:06:37.400]  你受完割禮我們就會將妹妹許配給你
[00:06:37.400 --> 00:06:42.400]  結果弒劍和那些男人就願意去受割禮
[00:06:42.400 --> 00:06:44.000]  正正聖經裡面說到
[00:06:44.000 --> 00:06:45.800]  在割禮之後的第三天
[00:06:45.800 --> 00:06:48.800]  他們仍然在疼痛的時候
[00:06:48.800 --> 00:06:51.200]  雅各的兒子西冕和利尾
[00:06:51.200 --> 00:06:53.800]  就拿刀就拿劍去殺了弒劍
[00:06:53.800 --> 00:06:56.800]  殺了他們所有的男丁
[00:06:56.800 --> 00:06:59.000]  原來行完割禮的男性
[00:06:59.000 --> 00:07:02.000]  他沒有辦法起來去打仗
[00:07:02.000 --> 00:07:06.400]  但是神就這樣擺他們在耶利哥的門前
[00:07:06.400 --> 00:07:12.600]  叫他們在耶利哥這個敵人的面前去施行割禮
[00:07:12.600 --> 00:07:14.800]  神的心意是什麼呢?
[00:07:14.800 --> 00:07:17.000]  神很想告訴他們
[00:07:17.000 --> 00:07:20.600]  你們是我揀選的子民
[00:07:20.600 --> 00:07:23.400]  你要行走一條信心的路
[00:07:23.400 --> 00:07:26.000]  你要定徵的來仰望
[00:07:26.000 --> 00:07:31.400]  我是你們創始成中的耶和華上帝
[00:07:31.400 --> 00:07:34.800]  所以在《約書記》第五章第二節裏面
[00:07:34.800 --> 00:07:37.800]  神就吩咐約書亞做火石刀
[00:07:37.800 --> 00:07:41.800]  第二次的為以色列人行割禮
[00:07:41.800 --> 00:07:44.200]  為什麼叫做第二次呢?
[00:07:44.200 --> 00:07:46.600]  在第四第五節裏面讓我們見到
[00:07:46.600 --> 00:07:49.800]  在第一次出埃及的男丁裏面
[00:07:49.800 --> 00:07:51.400]  他們已經行了割禮
[00:07:51.400 --> 00:07:54.400]  但是在曠野四十年裏面出生的男丁
[00:07:54.400 --> 00:07:57.000]  從來沒有受過割禮
[00:07:57.000 --> 00:07:59.000]  因為他們漂泊不定
[00:07:59.000 --> 00:08:02.000]  要行割禮他們要停留下來一段日子
[00:08:02.000 --> 00:08:05.000]  去休養去生息
[00:08:05.000 --> 00:08:08.000]  結果神就在當中告訴他們
[00:08:08.000 --> 00:08:13.000]  你要為那些在曠野出生的男丁去行割禮
[00:08:13.000 --> 00:08:15.000]  為什麼第一代的人
[00:08:15.000 --> 00:08:18.600]  在當中不需要再受割禮呢?
[00:08:18.600 --> 00:08:20.000]  因為聖經裏面講到
[00:08:20.000 --> 00:08:21.400]  第六節裏面講
[00:08:21.400 --> 00:08:23.000]  第一代出來的男丁
[00:08:23.000 --> 00:08:25.000]  他們因為沒有聽到耶和華的吩咐
[00:08:25.000 --> 00:08:27.000]  沒有聽到耶和華的命令
[00:08:27.000 --> 00:08:29.200]  神就在當中和他們起誓
[00:08:29.200 --> 00:08:31.400]  不容許他們見到
[00:08:31.400 --> 00:08:32.800]  不容許他們進入
[00:08:32.800 --> 00:08:36.400]  神為他們預備應許的迦南地
[00:08:36.400 --> 00:08:39.800]  第一代已經受了割禮的以色列人
[00:08:39.800 --> 00:08:43.600]  在曠野裏面全部都死了
[00:08:43.600 --> 00:08:45.000]  第二代的男丁
[00:08:45.000 --> 00:08:48.000]  從來不知道割禮是什麼意思
[00:08:48.000 --> 00:08:51.800]  神就吩咐約書雅為他們施行割禮
[00:08:51.800 --> 00:08:54.000]  讓他們能夠重新認定
[00:08:54.000 --> 00:08:59.600]  他們是神所揀選屬神的子民
[00:08:59.600 --> 00:09:02.000]  當我們看回
[00:09:02.000 --> 00:09:04.200]  神為什麼要告訴他們
[00:09:04.200 --> 00:09:05.800]  要第二次呢?
[00:09:05.800 --> 00:09:08.000]  是因為神很想告訴他們
[00:09:08.000 --> 00:09:10.600]  今天我要將埃及和
[00:09:10.600 --> 00:09:12.000]  我今天要將
[00:09:12.000 --> 00:09:14.000]  我今天將埃及的羞辱
[00:09:14.000 --> 00:09:16.800]  從你們身上捆去了
[00:09:16.800 --> 00:09:19.200]  捆去的意思是撇除
[00:09:19.200 --> 00:09:20.400]  是撕去
[00:09:20.400 --> 00:09:22.600]  神就告訴這班以色列人
[00:09:22.600 --> 00:09:24.200]  今天你受割禮
[00:09:24.200 --> 00:09:27.200]  是要在神的面前重新告訴神
[00:09:27.200 --> 00:09:31.200]  我是屬你的子民
[00:09:31.200 --> 00:09:34.800]  過去在曠野四十年裏面
[00:09:34.800 --> 00:09:36.400]  第一代的以色列人
[00:09:36.400 --> 00:09:38.200]  那種埋怨
[00:09:38.200 --> 00:09:39.400]  那種不信
[00:09:39.400 --> 00:09:40.600]  那種疑惑
[00:09:40.600 --> 00:09:42.200]  那種叛逆
[00:09:42.200 --> 00:09:43.600]  神就告訴他們
[00:09:43.600 --> 00:09:48.400]  今天我要重新在你們身上做一個記號
[00:09:48.400 --> 00:09:52.400]  你們是屬於神的子民
[00:09:52.400 --> 00:09:55.400]  割禮是要將他生命裏面
[00:09:55.400 --> 00:10:00.000]  所有的過去的污點都要除去
[00:10:00.000 --> 00:10:01.400]  頂枝妹今天
[00:10:01.400 --> 00:10:03.200]  在你人生裏面
[00:10:03.200 --> 00:10:07.400]  有沒有經歷到神將你的罪污除掉呢?
[00:10:07.400 --> 00:10:10.000]  當你一路唱剛才的詩歌
[00:10:10.000 --> 00:10:13.000]  慈悲仁愛的上帝的時候
[00:10:13.000 --> 00:10:14.600]  你有沒有唱到?
[00:10:14.600 --> 00:10:16.200]  當你一路唱的時候
[00:10:16.200 --> 00:10:18.200]  你是不是口唱
[00:10:18.200 --> 00:10:20.600]  你沒有留意裏面的歌詞
[00:10:20.600 --> 00:10:21.600]  當你唱第一節
[00:10:21.600 --> 00:10:22.600]  當你唱第二節
[00:10:22.600 --> 00:10:24.600]  當你唱第三節的時候
[00:10:24.600 --> 00:10:27.400]  你有沒有想到歌詞裏面的內容
[00:10:27.400 --> 00:10:31.200]  就是你生命的寫照呢?
[00:10:31.200 --> 00:10:33.600]  當你唱到第四節的時候
[00:10:33.600 --> 00:10:38.000]  你有沒有看到耶穌基督為你釘在十字架上
[00:10:38.000 --> 00:10:39.400]  流出祂的補血
[00:10:39.400 --> 00:10:45.800]  將你從罪惡的深淵裏面救拔出來呢?
[00:10:45.800 --> 00:10:50.800]  神今天沒有要我們每一個人守割禮
[00:10:50.800 --> 00:10:53.400]  沒錯我們肉身裏面沒有守割禮
[00:10:53.400 --> 00:10:56.800]  但是保羅藉著哥羅西書第二章十一節告訴我們
[00:10:56.800 --> 00:10:57.400]  我們一起讀
[00:10:57.400 --> 00:11:03.800]  請你們在他裏面也受了不是人手所行的割禮
[00:11:03.800 --> 00:11:08.800]  乃是基督使你們脫去肉體情慾的割禮
[00:11:08.800 --> 00:11:10.600]  今天神的選民
[00:11:10.600 --> 00:11:11.600]  神揀選我們
[00:11:11.600 --> 00:11:12.400]  神拯救我們
[00:11:12.400 --> 00:11:13.200]  神救弊我們
[00:11:13.200 --> 00:11:16.000]  我們都能夠成為神的兒女
[00:11:16.000 --> 00:11:17.800]  但是神今天告訴我們
[00:11:17.800 --> 00:11:21.000]  沒錯我們沒有受過人手的割禮
[00:11:21.000 --> 00:11:24.200]  但是今天我們在耶穌基督裏面
[00:11:24.200 --> 00:11:27.000]  我們已經是一個新造的人
[00:11:27.000 --> 00:11:31.000]  神體我們的生命捍衛寶貴
[00:11:31.000 --> 00:11:35.000]  神體重我們的不是我們外在有沒有受割禮
[00:11:35.000 --> 00:11:40.600]  神體重我們的是我們內在生命的質素
[00:11:40.600 --> 00:11:43.200]  有一位信了主的肢體
[00:11:43.200 --> 00:11:44.800]  他信了耶穌的時候
[00:11:44.800 --> 00:11:50.400]  就邀請教會的教睦同工去他家裏面為他清除所有的偶像
[00:11:50.400 --> 00:11:52.800]  當去到他家裏的時候
[00:11:52.800 --> 00:11:54.400]  都嚇了我一跳
[00:11:54.400 --> 00:11:57.800]  從來都沒試過這麼厲害
[00:11:57.800 --> 00:11:59.800]  他不單止清除了那些偶像
[00:11:59.800 --> 00:12:03.200]  原來那些門尾那些窗框那些窗門
[00:12:03.200 --> 00:12:05.800]  全部都貼了符在那裏
[00:12:05.800 --> 00:12:06.600]  更加他說
[00:12:06.600 --> 00:12:09.800]  有了柚的牆都找人寫了符在那裏
[00:12:09.800 --> 00:12:12.200]  看都看不到
[00:12:12.200 --> 00:12:13.800]  過去日子裏面
[00:12:13.800 --> 00:12:17.400]  他生命裏面拜了很多的偶像
[00:12:17.400 --> 00:12:18.800]  信了很多的符
[00:12:18.800 --> 00:12:22.600]  以為能夠給他有足夠的平安和穩妥
[00:12:22.600 --> 00:12:24.600]  但是今天他信了耶穌的時候
[00:12:24.600 --> 00:12:27.200]  他知道人生最保障的
[00:12:27.200 --> 00:12:28.800]  人生最穩妥的
[00:12:28.800 --> 00:12:33.400]  就是耶穌基督已經住在他的心裏面
[00:12:33.400 --> 00:12:35.000]  神體重我們的
[00:12:35.000 --> 00:12:36.200]  不單止是外在
[00:12:36.200 --> 00:12:39.000]  我們要拆除所有的外在的偶像
[00:12:39.000 --> 00:12:40.200]  神體重我們的
[00:12:40.200 --> 00:12:43.600]  是我們內在生命的質素
[00:12:43.600 --> 00:12:45.800]  所以去年我和一班的教務同工
[00:12:45.800 --> 00:12:49.200]  去想一想思想教會的祈禱會的時候
[00:12:49.200 --> 00:12:50.600]  我們有一個題目
[00:12:50.600 --> 00:12:53.600]  是尋求屬靈生命的更生
[00:12:53.600 --> 00:12:56.600]  每個月的第一個星期四晚上的祈禱會
[00:12:56.600 --> 00:12:58.400]  我們就藉著神的話語
[00:12:58.400 --> 00:13:01.800]  再一次去檢視我們的生命的質素
[00:13:01.800 --> 00:13:04.000]  今天在我們人生的生命裏面
[00:13:04.000 --> 00:13:05.200]  我們有沒有驕傲呢?
[00:13:05.200 --> 00:13:06.400]  我們有沒有嫉妒呢?
[00:13:06.400 --> 00:13:07.600]  我們有沒有恐懼呢?
[00:13:07.600 --> 00:13:09.800]  我們有沒有信仰我們腦裏面的失望呢?
[00:13:09.800 --> 00:13:10.800]  我們有沒有懶惰呢?
[00:13:10.800 --> 00:13:12.000]  我們有沒有淫亂呢?
[00:13:12.000 --> 00:13:16.400]  我們有沒有在神的面前那種疑惑和不信呢?
[00:13:16.400 --> 00:13:18.200]  我相信神的話
[00:13:18.200 --> 00:13:20.400]  就好像兩人的利劍一樣
[00:13:20.400 --> 00:13:22.600]  能夠否開我們的心思
[00:13:22.600 --> 00:13:25.400]  否開我們的異念
[00:13:25.400 --> 00:13:28.000]  所以神帶領這班以色列的百姓
[00:13:28.000 --> 00:13:31.600]  在耶利哥的平原裏面去施行割禮
[00:13:31.600 --> 00:13:33.400]  是要告訴他們
[00:13:33.400 --> 00:13:36.800]  你們是屬神的子民
[00:13:36.800 --> 00:13:40.200]  你們的生命應該有神作王
[00:13:40.200 --> 00:13:43.600]  神今天要將你們從罪惡的捆綁裏面
[00:13:43.600 --> 00:13:46.000]  要脫離一切的污穢
[00:13:46.000 --> 00:13:47.800]  在你們的生命裏面
[00:13:47.800 --> 00:13:53.200]  要過得聖潔土神所喜悅
[00:13:53.200 --> 00:13:55.400]  藉著耶利哥的平原
[00:13:55.400 --> 00:13:59.400]  神不單止要以色列人停下來施行割禮
[00:13:59.400 --> 00:14:01.200]  更加神弟養爺
[00:14:01.200 --> 00:14:06.000]  要他們守如意節去思念神的救恩
[00:14:06.000 --> 00:14:08.000]  在經文裏面第十節裏面講到
[00:14:08.000 --> 00:14:11.800]  以色列人就在吉格尼度安營正月十四晚
[00:14:11.800 --> 00:14:17.400]  在耶利哥的平原守如意節
[00:14:17.400 --> 00:14:19.600]  當我看回前面的經文的時候
[00:14:19.600 --> 00:14:22.400]  正月初十他們就施行割禮
[00:14:22.400 --> 00:14:26.800]  四日之後他們就守如意節
[00:14:26.800 --> 00:14:30.200]  以色列人何時守過如意節呢?
[00:14:30.200 --> 00:14:33.600]  守如意節究竟是甚麼意思呢?
[00:14:33.600 --> 00:14:38.600]  守如意節是神吩咐他們離開埃及最後的一天
[00:14:38.600 --> 00:14:42.200]  神就吩咐以色列人宰了一隻羊羔
[00:14:42.200 --> 00:14:45.400]  將羊羔的血塗抹在門尾上
[00:14:45.400 --> 00:14:47.600]  神的使者就逐家造活去看
[00:14:47.600 --> 00:14:50.400]  如果門尾上有羔羊的補血
[00:14:50.400 --> 00:14:52.400]  這個使者就要經過
[00:14:52.400 --> 00:14:57.400]  如果沒有見到有羔羊的補血塗抹在門尾上的時候
[00:14:57.400 --> 00:15:03.600]  神的使者就進入這間屋內去擊殺他們的長子
[00:15:03.600 --> 00:15:07.400]  所以當我們看回《聰亞及記》第十二章的經文的時候
[00:15:07.400 --> 00:15:12.800]  是讓我們見到守如意節是獻給耶和華一個如意節的祭
[00:15:12.800 --> 00:15:15.600]  是紀念到祂擊殺以色列人
[00:15:15.600 --> 00:15:20.600]  越過以色列人的房屋救了我們國家
[00:15:20.600 --> 00:15:24.000]  守如意節是讓以色列人重新的
[00:15:24.000 --> 00:15:29.200]  去紀念神給他們的救贖
[00:15:29.200 --> 00:15:31.200]  兄弟姐妹今天
[00:15:31.200 --> 00:15:35.200]  你有沒有經歷到神給你的拯救呢?
[00:15:35.200 --> 00:15:40.200]  神給你的拯救對你來說有多深的意義呢?
[00:15:40.200 --> 00:15:42.200]  如果沒有了如意節
[00:15:42.200 --> 00:15:44.600]  就沒有了出埃及
[00:15:44.600 --> 00:15:48.000]  更談不上要進入迦南
[00:15:48.000 --> 00:15:54.200]  守如意節可以說是以色列人一個蒙恩的起步點
[00:15:54.200 --> 00:15:57.800]  神要以色列人在耶利哥的平原裏面
[00:15:57.800 --> 00:16:01.400]  重新的安靜下來去回想
[00:16:01.400 --> 00:16:08.600]  去數算神給他們的恩典
[00:16:08.600 --> 00:16:11.000]  農曆年開始
[00:16:11.000 --> 00:16:15.400]  我不知道你有沒有數算神給你的恩典
[00:16:15.400 --> 00:16:18.000]  當我想起我們的教會
[00:16:18.000 --> 00:16:21.000]  神帶領我們的教會經過一百一十年
[00:16:21.000 --> 00:16:23.800]  一百一十一年、一百一十二年
[00:16:23.800 --> 00:16:25.600]  你想起這間教會
[00:16:25.600 --> 00:16:29.000]  有什麼你值得要感恩呢?
[00:16:29.000 --> 00:16:33.600]  當我回看我們的教會由一九零一年成立的時候
[00:16:33.600 --> 00:16:39.200]  我看到當時只有二十八個會友
[00:16:39.200 --> 00:16:41.600]  就成立了這間教會
[00:16:41.600 --> 00:16:44.000]  經過一百一十年
[00:16:44.000 --> 00:16:46.000]  二零一一年的時候
[00:16:46.000 --> 00:16:51.600]  香港浸信教會的會友已經去到五千七百五十五人
[00:16:51.600 --> 00:16:55.200]  單單看回由一一年倒轉頭的十年
[00:16:55.200 --> 00:16:59.400]  神將千多人次過給我們的教會
[00:16:59.400 --> 00:17:01.800]  是受浸加入我們的教會
[00:17:01.800 --> 00:17:05.600]  讓我們的教會能夠經歷到神的恩典
[00:17:05.600 --> 00:17:08.200]  在去年二零一二年
[00:17:08.200 --> 00:17:11.200]  你知不知道有多少人受浸加入教會?
[00:17:11.200 --> 00:17:15.200]  一共有一百八十七人受浸加入教會
[00:17:15.200 --> 00:17:19.600]  所以到今時今日我們的會友接近六千人
[00:17:19.600 --> 00:17:22.000]  我相信這是神給我們的恩典
[00:17:22.000 --> 00:17:28.000]  神將得救的人天天都加過給我們的教會
[00:17:28.000 --> 00:17:29.800]  頂姐妹今天
[00:17:29.800 --> 00:17:33.200]  我們有沒有為到神的家獻上感恩?
[00:17:33.200 --> 00:17:35.000]  在你的生命裏面
[00:17:35.000 --> 00:17:37.600]  有沒有常常紀念到神的恩典
[00:17:37.600 --> 00:17:41.200]  而你又獻上感恩呢?
[00:17:41.200 --> 00:17:43.600]  若想記第五章十一節
[00:17:43.600 --> 00:17:47.000]  讓我們見到以色列人去守完禦節的第二天
[00:17:47.000 --> 00:17:50.800]  他們就吃那地的出產
[00:17:50.800 --> 00:17:52.400]  過去四十年裏面
[00:17:52.400 --> 00:17:54.000]  他們在曠野裏面漂流
[00:17:54.000 --> 00:17:57.600]  他們都是食神為他們供應的瑪那
[00:17:57.600 --> 00:17:59.000]  我不知道是什麼味道
[00:17:59.000 --> 00:18:01.000]  可能是淡而無味
[00:18:01.000 --> 00:18:01.800]  但是今日
[00:18:01.800 --> 00:18:04.800]  神告訴他們這個流乃與物之地
[00:18:04.800 --> 00:18:07.000]  究竟是一個什麼地方呢?
[00:18:07.000 --> 00:18:10.200]  他們將要吃的是什麼食物呢?
[00:18:10.200 --> 00:18:14.600]  讓我們一起讀生命記第八章第七至第八節
[00:18:14.600 --> 00:18:15.600]  請
[00:18:15.600 --> 00:18:19.000]  那地有河有泉有源
