
[00:00:00.000 --> 00:00:05.480]  各位吾安 主來平安 願上主的恩典常與眾人同在
[00:02:09.400 --> 00:02:12.400]  一群群領袖 展現出為了傳揚福音
[00:02:12.400 --> 00:02:16.400]  一份禁不絕 壓不倒的勇氣
[00:02:16.400 --> 00:02:20.400]  他們的生命究竟經歷了什麼
[00:02:20.400 --> 00:02:23.400]  在這樣的困難裡 為什麼得到這份勇氣
[00:02:23.400 --> 00:02:27.400]  很想藉著今天的經文 一同思想 一同學習
[00:02:27.400 --> 00:02:31.400]  我們先握腰回顧一下上文
[00:02:31.400 --> 00:02:36.400]  上文記述彼得在聖殿外 醫治了一個與生俱來
[00:02:36.400 --> 00:02:38.400]  是瘸腿的黑蓋
[00:02:38.400 --> 00:02:41.400]  又把握機會去宣講復活的基督
[00:02:41.400 --> 00:02:44.400]  帶領了很多人信主 南丁已經有五千
[00:02:44.400 --> 00:02:49.400]  在這麼短的時間裡 吸引了這麼多人歸信
[00:02:49.400 --> 00:02:52.400]  對猶太公會來說是一個很大的困擾
[00:02:52.400 --> 00:02:56.400]  他們擔心會眾會否跟著那群使徒搞革命
[00:02:56.400 --> 00:02:58.400]  威脅到他們的權益
[00:02:58.400 --> 00:03:01.400]  而撒都那天他們不相信復活
[00:03:01.400 --> 00:03:04.400]  基於信仰立場的原因感到不安
[00:03:04.400 --> 00:03:10.400]  彼得和約翰因此被猶太公會拘禁起來
[00:03:10.400 --> 00:03:13.400]  耶穌復活升天之後
[00:03:13.400 --> 00:03:17.400]  初期教會成立以來 使徒第一次受到逼迫
[00:03:18.400 --> 00:03:22.400]  我們學習的這段經文是記述這次逼迫事件的經過
[00:03:22.400 --> 00:03:25.400]  我們先來看5至12節
[00:03:25.400 --> 00:03:30.400]  使徒在猶太公會之前如何被公審 被盤問
[00:03:30.400 --> 00:03:35.400]  使徒被拘留了一個晚上 第二天要接受公審
[00:03:35.400 --> 00:03:38.400]  參與審判使徒的有三批人
[00:03:38.400 --> 00:03:43.400]  官長 就是猶太公會的代表
[00:03:43.400 --> 00:03:47.400]  長老是一群德高望重的顯貴
[00:03:47.400 --> 00:03:50.400]  文士是研究律法的一些權威
[00:03:50.400 --> 00:03:54.400]  當中還有大祭司的一些家族成員
[00:03:54.400 --> 00:03:58.400]  如果我們參照耶穌被捕的場景
[00:03:58.400 --> 00:04:03.400]  和現在列席公審使徒的這群人員
[00:04:03.400 --> 00:04:07.400]  有不少都是很內疚的 是不是
[00:04:07.400 --> 00:04:09.400]  都是那群人來的
[00:04:09.400 --> 00:04:12.400]  他們盤問使徒
[00:04:12.400 --> 00:04:16.400]  你們憑什麼能力 奉誰的名去做這些事
[00:04:17.400 --> 00:04:19.400]  我們的意思是
[00:04:19.400 --> 00:04:23.400]  猶太公會沒有賦予他們權柄去做這些事
[00:04:23.400 --> 00:04:25.400]  他們憑什麼能力去行神蹟
[00:04:25.400 --> 00:04:27.400]  源頭來自誰
[00:04:27.400 --> 00:04:33.400]  正面去看 確保他們所作的不是出於一些邪術
[00:04:33.400 --> 00:04:35.400]  但更重要的是
[00:04:35.400 --> 00:04:38.400]  猶太公會作為當時的當權者
[00:04:38.400 --> 00:04:41.400]  如果使徒所做的引起社會的動亂
[00:04:41.400 --> 00:04:43.400]  起碼可以知道幕後勢力在哪裡
[00:04:43.400 --> 00:04:46.400]  誰是策劃人 容易跟進
[00:04:47.400 --> 00:04:49.400]  如果你是彼得
[00:04:49.400 --> 00:04:51.400]  當你看到剛剛沒多久
[00:04:51.400 --> 00:04:53.400]  審判耶穌的那群人
[00:04:53.400 --> 00:04:56.400]  就是現在審判你的那群人
[00:04:56.400 --> 00:04:58.400]  你的心情會是怎樣
[00:04:58.400 --> 00:05:01.400]  回想一下 當時的彼得
[00:05:01.400 --> 00:05:03.400]  只是有人跟他說
[00:05:03.400 --> 00:05:06.400]  你去掃萊和耶穌在一起的那些人
[00:05:06.400 --> 00:05:07.400]  彼得當時怎樣
[00:05:07.400 --> 00:05:10.400]  害怕到三次不認住
[00:05:10.400 --> 00:05:13.400]  現在的彼得會怎樣反應
[00:05:14.400 --> 00:05:17.400]  還在審訊 不是問你是否同黨
[00:05:17.400 --> 00:05:19.400]  還在審訊
[00:05:19.400 --> 00:05:22.400]  彼得被聖靈充滿
[00:05:22.400 --> 00:05:25.400]  面對威嚇 無懼於色
[00:05:25.400 --> 00:05:28.400]  甚至直著答辯 反客為主
[00:05:28.400 --> 00:05:31.400]  把握這個機會 講偏道
[00:05:31.400 --> 00:05:33.400]  看他講的道是講什麼內容
[00:05:33.400 --> 00:05:35.400]  我們看8至12節
[00:05:35.400 --> 00:05:37.400]  首先彼得說
[00:05:37.400 --> 00:05:39.400]  他自己行了一件神蹟
[00:05:39.400 --> 00:05:41.400]  是一件善事
[00:05:41.400 --> 00:05:43.400]  他在幫助一個人
[00:05:43.400 --> 00:05:47.400]  言下之意 我這樣受審不合理
[00:05:47.400 --> 00:05:50.400]  還有他被問
[00:05:50.400 --> 00:05:52.400]  你奉誰的名做這些事
[00:05:52.400 --> 00:05:55.400]  他就理直氣壯不回答你
[00:05:55.400 --> 00:05:58.400]  就是因為你們鎖釘在十字架
[00:05:58.400 --> 00:06:00.400]  神使他從死人中復活的
[00:06:00.400 --> 00:06:02.400]  拿撒拉人耶穌的名
[00:06:02.400 --> 00:06:04.400]  奉他的名做這些事
[00:06:04.400 --> 00:06:07.400]  彼得就好像一個先知
[00:06:07.400 --> 00:06:09.400]  成為了神的代言人
[00:06:09.400 --> 00:06:11.400]  在公會人的面前直斥其非
[00:06:11.400 --> 00:06:13.400]  反守為公
[00:06:13.400 --> 00:06:15.400]  然後彼得就引用
[00:06:15.400 --> 00:06:17.400]  詩篇118篇其中一節
[00:06:17.400 --> 00:06:20.400]  「這位耶穌是你們將人
[00:06:20.400 --> 00:06:22.400]  所凋棄的石頭
[00:06:22.400 --> 00:06:25.400]  成了房閣的頭塊石頭」
[00:06:25.400 --> 00:06:29.400]  房閣石是建築物最重要的基石
[00:06:29.400 --> 00:06:31.400]  被人凋棄的耶穌
[00:06:31.400 --> 00:06:33.400]  已經被神高舉
[00:06:33.400 --> 00:06:36.400]  成為了天國裡最重要的那塊基石
[00:06:36.400 --> 00:06:40.400]  成為了承受救恩的救贖主
[00:06:41.400 --> 00:06:44.400]  眼前這些猶太宗教領袖
[00:06:44.400 --> 00:06:47.400]  這段經文給他們很大的諷刺
[00:06:47.400 --> 00:06:49.400]  他們豈不是常常在
[00:06:49.400 --> 00:06:52.400]  聖殿這座建築物裡工作
[00:06:52.400 --> 00:06:53.400]  但這座建築物裡
[00:06:53.400 --> 00:06:55.400]  真正的房閣石是誰
[00:06:55.400 --> 00:06:57.400]  豈不是耶穌基督
[00:06:57.400 --> 00:06:59.400]  他就是摒棄了耶穌基督
[00:06:59.400 --> 00:07:02.400]  只是在建築物裡走來走去侍奉
[00:07:02.400 --> 00:07:05.400]  根本就虛有其表
[00:07:05.400 --> 00:07:07.400]  彼得繼續解釋
[00:07:07.400 --> 00:07:09.400]  除他(耶穌基督)以外
[00:07:09.400 --> 00:07:11.400]  別無拯救
[00:07:11.400 --> 00:07:12.400]  因為在天下人間
[00:07:12.400 --> 00:07:14.400]  沒有次下別的名
[00:07:14.400 --> 00:07:17.400]  我們可以靠著得救
[00:07:17.400 --> 00:07:20.400]  在使徒行傳的背景裡
[00:07:20.400 --> 00:07:24.400]  初期教會身處羅馬政權統治下
[00:07:24.400 --> 00:07:27.400]  一個君王的崇拜
[00:07:27.400 --> 00:07:29.400]  希羅在希臘文化下
[00:07:29.400 --> 00:07:32.400]  有各種神明的敬拜
[00:07:32.400 --> 00:07:36.400]  使徒帶著作為耶穌基督見證人的身份
[00:07:36.400 --> 00:07:38.400]  要讓人認識到
[00:07:38.400 --> 00:07:39.400]  在世界上
[00:07:39.400 --> 00:07:43.400]  耶穌以外沒有一個人的名
[00:07:43.400 --> 00:07:44.400]  沒有一個神
[00:07:44.400 --> 00:07:45.400]  可以讓我們投靠
[00:07:45.400 --> 00:07:47.400]  而得到真正傳人
[00:07:47.400 --> 00:07:51.400]  身心舍靈的拯救
[00:07:51.400 --> 00:07:55.400]  面對彼得反客為主的答辯
[00:07:55.400 --> 00:07:58.400]  公會的人如何回應
[00:07:58.400 --> 00:08:01.400]  我們看13至22節
[00:08:01.400 --> 00:08:03.400]  他們很驚訝
[00:08:03.400 --> 00:08:07.400]  首先這群使徒表現得勇敢無懼
[00:08:07.400 --> 00:08:09.400]  其次
[00:08:09.400 --> 00:08:11.400]  在公會人員眼中
[00:08:11.400 --> 00:08:12.400]  他們沒有學問
[00:08:12.400 --> 00:08:15.400]  沒有受過正統的拉比神學訓練
[00:08:15.400 --> 00:08:16.400]  一群平民
[00:08:16.400 --> 00:08:18.400]  為何可以有聰明智慧
[00:08:18.400 --> 00:08:20.400]  可以流利生變
[00:08:20.400 --> 00:08:22.400]  更有趣的是
[00:08:22.400 --> 00:08:26.400]  當時被醫治的瓊子站在那裡
[00:08:26.400 --> 00:08:30.400]  整個印證很清晰
[00:08:30.400 --> 00:08:32.400]  瓊腿站在那裡
[00:08:32.400 --> 00:08:35.400]  他們不能反駁
[00:08:35.400 --> 00:08:37.400]  面對使徒反守為公
[00:08:37.400 --> 00:08:39.400]  相對那群公會人員
[00:08:39.400 --> 00:08:40.400]  沒有能力
[00:08:40.400 --> 00:08:42.400]  沒有權柄
[00:08:42.400 --> 00:08:46.400]  唯有退庭商議
[00:08:46.400 --> 00:08:48.400]  事件發展到這裡
[00:08:48.400 --> 00:08:49.400]  我們看到
[00:08:49.400 --> 00:08:52.400]  已經不是在說門徒做了什麼
[00:08:52.400 --> 00:08:55.400]  而是門徒行神跡
[00:08:55.400 --> 00:08:57.400]  宣講上帝的話
[00:08:57.400 --> 00:09:00.400]  背後的權柄來自誰
[00:09:00.400 --> 00:09:04.400]  13節說那群公會人員
[00:09:04.400 --> 00:09:05.400]  已經認得出
[00:09:05.400 --> 00:09:08.400]  他們曾經跟耶穌在一起
[00:09:08.400 --> 00:09:09.400]  豈不是已經答覆了
[00:09:09.400 --> 00:09:11.400]  你剛才問的問題
[00:09:11.400 --> 00:09:12.400]  答了你剛才說
[00:09:12.400 --> 00:09:13.400]  憑什麼能力
[00:09:13.400 --> 00:09:14.400]  奉誰名做的事
[00:09:14.400 --> 00:09:16.400]  已經答了
[00:09:16.400 --> 00:09:18.400]  還有一個人證站在那裡
[00:09:18.400 --> 00:09:20.400]  但這群公會人員
[00:09:20.400 --> 00:09:21.400]  就是心硬
[00:09:21.400 --> 00:09:24.400]  他們不願意去接受
[00:09:24.400 --> 00:09:27.400]  使徒行了一件很明顯的神跡
[00:09:27.400 --> 00:09:28.400]  在耶路撒冷的人
[00:09:28.400 --> 00:09:29.400]  個個都知道
[00:09:29.400 --> 00:09:30.400]  不能否認
[00:09:30.400 --> 00:09:33.400]  為了避免影響越來越大
[00:09:33.400 --> 00:09:36.400]  於是公會才可以恐嚇他們
[00:09:36.400 --> 00:09:38.400]  叫他們不能再奉
[00:09:38.400 --> 00:09:42.400]  耶穌這個名對任何人講論
[00:09:42.400 --> 00:09:43.400]  好了
[00:09:43.400 --> 00:09:46.400]  你們使徒受審到這裡
[00:09:46.400 --> 00:09:49.400]  只是口頭禁令
[00:09:49.400 --> 00:09:52.400]  沒有被人拘捕收監
[00:09:52.400 --> 00:09:54.400]  起碼現在還沒有
[00:09:54.400 --> 00:09:56.400]  你是彼得和約翰
[00:09:56.400 --> 00:09:58.400]  你會怎麼做
[00:09:58.400 --> 00:10:00.400]  會不會息事寧人
[00:10:00.400 --> 00:10:05.400]  明哲保身 快點 還不立刻走
[00:10:05.400 --> 00:10:08.400]  他們怎麼回應
[00:10:08.400 --> 00:10:10.400]  他們無懼於息
[00:10:10.400 --> 00:10:13.400]  繼續加碼 抗辯下去
[00:10:13.400 --> 00:10:14.400]  為什麼要聽你講
[00:10:14.400 --> 00:10:16.400]  聽從你們 不聽從神
[00:10:16.400 --> 00:10:19.400]  在神面前 合理不合理
[00:10:19.400 --> 00:10:21.400]  你們自己判斷吧
[00:10:21.400 --> 00:10:23.400]  我們所看見 所聽見的
[00:10:23.400 --> 00:10:27.400]  我們不能不說
[00:10:27.400 --> 00:10:29.400]  對猶太百姓來說
[00:10:29.400 --> 00:10:31.400]  公會是當時律法的代人
[00:10:31.400 --> 00:10:33.400]  一個很高的宗教權威
[00:10:33.400 --> 00:10:37.400]  但面對哪怕如此的權力架構
[00:10:37.400 --> 00:10:39.400]  最高的權力架構也好
[00:10:39.400 --> 00:10:42.400]  當要求門徒不要遵行神的吩咐
[00:10:42.400 --> 00:10:45.400]  他們就不能聽從公會的命令
[00:10:45.400 --> 00:10:47.400]  不能妥協讓步
[00:10:47.400 --> 00:10:50.400]  使徒在被聖靈充滿之下
[00:10:50.400 --> 00:10:53.400]  變出那份信心和膽量
[00:10:53.400 --> 00:10:56.400]  最後他們的結果是怎樣
[00:10:56.400 --> 00:11:01.400]  當時那群人因為見到
[00:11:01.400 --> 00:11:02.400]  他們行的神蹟歧視
[00:11:02.400 --> 00:11:04.400]  歸榮要給神
[00:11:04.400 --> 00:11:06.400]  那個人原來已經是四十歲
[00:11:06.400 --> 00:11:08.400]  與生俱來到現在四十歲
[00:11:08.400 --> 00:11:10.400]  已經很多年了
[00:11:10.400 --> 00:11:12.400]  官長很怕得罪百姓
[00:11:12.400 --> 00:11:15.400]  於是唯有威脅 警告使徒之後
[00:11:15.400 --> 00:11:17.400]  釋放了他們
[00:11:17.400 --> 00:11:20.400]  從經文我們看到
[00:11:20.400 --> 00:11:22.400]  耶穌的權柄
[00:11:22.400 --> 00:11:25.400]  現在藉著使徒的工作
[00:11:25.400 --> 00:11:27.400]  得到彰顯
[00:11:27.400 --> 00:11:30.400]  使徒成為了跟隨耶穌的腳踵
[00:11:30.400 --> 00:11:35.400]  一樣可以行神蹟 醫治 宣講
[00:11:35.400 --> 00:11:38.400]  是不是很有權能 很厲害
[00:11:38.400 --> 00:11:40.400]  不過不要忘記
[00:11:40.400 --> 00:11:43.400]  跟隨耶穌除了有權能 權柄之外
[00:11:43.400 --> 00:11:48.400]  一樣會遭受迫害 要接受審判
[00:11:48.400 --> 00:11:54.400]  為主受苦其實早已預料
[00:11:54.400 --> 00:11:57.400]  不要把事奉提得太浪漫
[00:11:57.400 --> 00:12:01.400]  很有權柄 但受苦是預料了
[00:12:01.400 --> 00:12:03.400]  《聖行傳》的作者路加
[00:12:03.400 --> 00:12:05.400]  在福音書這樣記載
[00:12:05.400 --> 00:12:09.400]  耶穌已經曾經向門徒一早賜下了應許
[00:12:09.400 --> 00:12:11.400]  有人帶你們到會堂
[00:12:11.400 --> 00:12:13.400]  官長和掌權的人面前
[00:12:13.400 --> 00:12:17.400]  不要擔心怎麼答辯 說什麼話
[00:12:17.400 --> 00:12:19.400]  因為就在那時候
[00:12:19.400 --> 00:12:23.400]  聖靈要指教你們該說的話
[00:12:23.400 --> 00:12:27.400]  我不覺得彼得會記得這番說話
[00:12:27.400 --> 00:12:32.400]  以耶穌被捕時的表現
[00:12:32.400 --> 00:12:34.400]  但我感到很震撼的是
[00:12:34.400 --> 00:12:40.400]  為什麼彼得現在能夠脫胎換骨的改變
[00:12:40.400 --> 00:12:44.400]  他的智慧 他的勇氣從何而來
[00:12:44.400 --> 00:12:48.400]  我們回想一下彼得走過的心路歷程
[00:12:48.400 --> 00:12:50.400]  我相信彼得不會忘記
[00:12:50.400 --> 00:12:52.400]  他第一次如何跟耶穌相遇
[00:12:52.400 --> 00:12:54.400]  一個平凡的漁夫
[00:12:54.400 --> 00:12:57.400]  一個平凡的名字叫西門
[00:12:57.400 --> 00:12:59.400]  如常地打掃一晚的魚
[00:12:59.400 --> 00:13:01.400]  弟弟安德烈跟他說
[00:13:01.400 --> 00:13:03.400]  「哥哥,我遇見了尼塞亞」
[00:13:03.400 --> 00:13:05.400]  於是帶他去見耶穌
[00:13:05.400 --> 00:13:08.400]  彼得眼前一個他不認識的陌生人
[00:13:08.400 --> 00:13:10.400]  耶穌跟他說
[00:13:10.400 --> 00:13:12.400]  「你將要改名成為基發」
[00:13:12.400 --> 00:13:14.400]  基發是雅蘭文
[00:13:14.400 --> 00:13:18.400]  翻譯成希臘文是彼得石頭的意思
[00:13:18.400 --> 00:13:20.400]  是耶穌的恩典
[00:13:20.400 --> 00:13:22.400]  在耶穌的愛裡
[00:13:22.400 --> 00:13:24.400]  彼得這塊翠石
[00:13:24.400 --> 00:13:26.400]  他被雕琢 被鍛鍊
[00:13:26.400 --> 00:13:30.400]  一個衝動自恃的漁夫
[00:13:30.400 --> 00:13:32.400]  當時他憑血氣行事
[00:13:32.400 --> 00:13:34.400]  曾經誇口「我不會離棄主」
[00:13:34.400 --> 00:13:37.400]  耶穌被捕時三次否認主
[00:13:37.400 --> 00:13:43.400]  但這次失敗讓他徹底認清自己的軟弱
[00:13:43.400 --> 00:13:45.400]  自己的驕傲
[00:13:45.400 --> 00:13:47.400]  當主耶穌復活時
[00:13:47.400 --> 00:13:49.400]  再三次問他「你愛我嗎?」
[00:13:49.400 --> 00:13:53.400]  他不僅恢復了彼得的信心
[00:13:53.400 --> 00:13:58.400]  更將牧養信徒的重任仍然托付給彼得
[00:13:58.400 --> 00:14:01.400]  在五旬節聖靈降臨時
[00:14:01.400 --> 00:14:03.400]  自知算不得什麼
[00:14:03.400 --> 00:14:06.400]  曾經虧欠過主的彼得
[00:14:06.400 --> 00:14:08.400]  可以被聖靈充滿
[00:14:08.400 --> 00:14:10.400]  得出神的能力
[00:14:10.400 --> 00:14:12.400]  他的同在 領三千人信主
[00:14:12.400 --> 00:14:17.400]  再有神蹟的醫治 再領五千人信主
[00:14:17.400 --> 00:14:19.400]  如果我是彼得
[00:14:19.400 --> 00:14:22.400]  我如何看待自己
[00:14:22.400 --> 00:14:24.400]  我經歷過這段歷程
[00:14:24.400 --> 00:14:27.400]  彼得的勇氣從何而來
[00:14:27.400 --> 00:14:31.400]  我看見起碼有三個源頭
[00:14:31.400 --> 00:14:34.400]  第一 他對福音信息的信心
[00:14:34.400 --> 00:14:38.400]  第二 經歷了那段信仰歷程
[00:14:38.400 --> 00:14:40.400]  他對上帝的忠誠
[00:14:40.400 --> 00:14:44.400]  第三 不是靠他自己在聖靈裡的加力
[00:14:44.400 --> 00:14:49.400]  我們未必有彼得如此震撼的屬靈經驗
[00:14:49.400 --> 00:14:52.400]  但我深信我和你不會忘記
[00:14:52.400 --> 00:14:56.400]  我們沒有停過經歷上帝那份恩情
[00:14:56.400 --> 00:14:59.400]  第一 對福音信息那份信心
[00:14:59.400 --> 00:15:03.400]  我和你親身經歷過和主相遇
[00:15:03.400 --> 00:15:05.400]  我們的生命被塑造
[00:15:05.400 --> 00:15:09.400]  我們對聖經的應許有那份信心
[00:15:09.400 --> 00:15:14.400]  我們更加對舊恩那份真理覺得重要和迫切
[00:15:14.400 --> 00:15:18.400]  我們學習一步一步走出我們的安書區
[00:15:18.400 --> 00:15:21.400]  去回應上帝的呼召
[00:15:21.400 --> 00:15:23.400]  第二 對神的忠誠
[00:15:23.400 --> 00:15:29.400]  我們經歷過被上帝寬恕、赦罪、挽回
[00:15:29.400 --> 00:15:31.400]  建立我們的生命
[00:15:31.400 --> 00:15:33.400]  我們明白當中的寶貴
[00:15:33.400 --> 00:15:35.400]  當我們被主的愛激勵
[00:15:35.400 --> 00:15:41.400]  我們學習更加忠誠去承擔回應上帝的託付
[00:15:41.400 --> 00:15:44.400]  第三 聖靈的加力
[00:15:44.400 --> 00:15:48.400]  我深信神明白我們的限制和軟弱
[00:15:48.400 --> 00:15:50.400]  神如果要託付給我們做的事
[00:15:50.400 --> 00:15:54.400]  有足夠的時間和能力幫我們去成就
[00:15:54.400 --> 00:15:59.400]  我們看見初期教會那份震撼
[00:15:59.400 --> 00:16:01.400]  很多神跡歧視 很多人信主
[00:16:01.400 --> 00:16:05.400]  但當中面對的逼迫是有多麼嚴峻
[00:16:05.400 --> 00:16:08.400]  但當時使徒在公會受審時
[00:16:08.400 --> 00:16:11.400]  他們最緊張的不是如何脫險
[00:16:11.400 --> 00:16:13.400]  反而是哪怕如此
[00:16:13.400 --> 00:16:17.400]  我如何利用這個機會宣講福音
[00:16:17.400 --> 00:16:20.400]  「放膽」、「膽量」這個字
[00:16:20.400 --> 00:16:23.400]  在使徒行傳中出現超過十次
[00:16:23.400 --> 00:16:26.400]  主要是指當他們向猶太人講福音時
[00:16:26.400 --> 00:16:28.400]  需要那份勇氣
[00:16:28.400 --> 00:16:32.400]  如何從神那裡得到這份能力
[00:16:32.400 --> 00:16:35.400]  得到這份勇氣去傳揚主的道呢?
[00:16:35.400 --> 00:16:37.400]  繼續看下去
[00:16:37.400 --> 00:16:39.400]  當使徒被釋放後
[00:16:39.400 --> 00:16:41.400]  我們看看使徒如何回應
[00:16:41.400 --> 00:16:44.400]  我們看23至31節
[00:16:44.400 --> 00:16:48.400]  他們回到自己所屬的信仰群體裡
[00:16:48.400 --> 00:16:52.400]  於是使徒向信徒匯報發生了什麼事
[00:16:52.400 --> 00:16:58.400]  如果當時的聚會點等於現在的教會
[00:16:58.400 --> 00:17:01.400]  其中一位信徒
[00:17:01.400 --> 00:17:04.400]  知道使徒被迫拘留了一晚
[00:17:04.400 --> 00:17:06.400]  現在得釋放了
[00:17:06.400 --> 00:17:08.400]  但被吩咐不可以再傳福音
[00:17:08.400 --> 00:17:10.400]  你會如何回應呢?
[00:17:10.400 --> 00:17:12.400]  先把門關上
[00:17:12.400 --> 00:17:14.400]  開個會
[00:17:14.400 --> 00:17:16.400]  談談如何對策
[00:17:16.400 --> 00:17:20.400]  在危機中能夠為門徒帶來力量
[00:17:20.400 --> 00:17:25.400]  首先是他們有一個合一的團體
[00:17:25.400 --> 00:17:28.400]  信仰群體用禱告
[00:17:28.400 --> 00:17:31.400]  不是用懼怕去回應
[00:17:31.400 --> 00:17:34.400]  他們同心合意地
[00:17:34.400 --> 00:17:38.400]  藉著禱告去仰望神
[00:17:38.400 --> 00:17:42.400]  在危機中我們也會祈禱
[00:17:42.400 --> 00:17:44.400]  一定會祈禱
[00:17:44.400 --> 00:17:46.400]  如果我們在危機中祈禱
[00:17:46.400 --> 00:17:48.400]  我們求什麼呢?
[00:17:48.400 --> 00:17:51.400]  如果我是當時的門徒
[00:17:51.400 --> 00:17:54.400]  第一是感恩得釋放
[00:17:54.400 --> 00:17:57.400]  第二是祈求上帝保守
[00:17:57.400 --> 00:17:59.400]  不要再有這種逼迫
[00:17:59.400 --> 00:18:01.400]  拿走困境
[00:18:01.400 --> 00:18:04.400]  我想我也會這樣祈禱
[00:18:04.400 --> 00:18:06.400]  他們祈禱什麼呢?
[00:18:06.400 --> 00:18:11.400]  第一是向上帝獻上讚美
[00:18:11.400 --> 00:18:13.400]  主宰啊
[00:18:13.400 --> 00:18:17.400]  你是那創造天地海和其中萬物的
[00:18:17.400 --> 00:18:21.400]  他們肯定上帝的主權
[00:18:21.400 --> 00:18:24.400]  認定神是創造主
[00:18:24.400 --> 00:18:27.400]  神是掌管萬有和人類歷史的主
[00:18:27.400 --> 00:18:29.400]  剛才我唱詩歌的時候
[00:18:29.400 --> 00:18:32.400]  因為我想起這個經文
[00:18:32.400 --> 00:18:33.400]  當唱詩歌的時候
[00:18:33.400 --> 00:18:38.400]  我們一次又一次被提醒
[00:18:38.400 --> 00:18:40.400]  他是創天造地
[00:18:40.400 --> 00:18:42.400]  掌管萬有的主氣
[00:18:42.400 --> 00:18:46.400]  我們肯定上帝在當中的主權
[00:18:46.400 --> 00:18:51.400]  接著他引用了詩篇的第二篇
[00:18:51.400 --> 00:18:53.400]  在二十六節他說
[00:18:53.400 --> 00:18:55.400]  地上的君王站穩
[00:18:55.400 --> 00:18:57.400]  神僕神宰聚集一齊
[00:18:57.400 --> 00:18:58.400]  一齊做什麼呢?
[00:18:58.400 --> 00:19:00.400]  要對抗主
[00:19:00.400 --> 00:19:03.400]  對抗主的受高者
[00:19:03.400 --> 00:19:05.400]  而在二十七節
[00:19:05.400 --> 00:19:07.400]  在當時地上的歷史舞台
[00:19:07.400 --> 00:19:10.400]  希律、本丟比拉多拔等其他人
[00:19:10.400 --> 00:19:12.400]  他們對耶穌的迫害
[00:19:12.400 --> 00:19:16.400]  就應驗了這個警方
[00:19:16.400 --> 00:19:17.400]  意味著
[00:19:17.400 --> 00:19:19.400]  試圖跟隨耶穌的腳蹤
[00:19:19.400 --> 00:19:21.400]  也不可以倖免
[00:19:21.400 --> 00:19:24.400]  與其要面對在人間歷史舞台裡
[00:19:24.400 --> 00:19:27.400]  遭受很多的逼迫
[00:19:27.400 --> 00:19:28.400]  但是
[00:19:28.400 --> 00:19:30.400]  在事件的背後
