
[00:00:00.000 --> 00:00:03.000]  歡迎大家來到我們的周六神拜
[00:03:58.000 --> 00:03:59.000]  我們一樣
[00:03:59.000 --> 00:04:01.000]  我們沒有保羅那麼厲害
[00:04:01.000 --> 00:04:02.000]  我們三年做不到
[00:04:02.000 --> 00:04:06.000]  但是我們可以用盡這個琴鍵
[00:04:06.000 --> 00:04:09.000]  於是我們先講舊約
[00:04:09.000 --> 00:04:10.000]  低音部分
[00:04:10.000 --> 00:04:13.000]  我們再講新約高音部分
[00:04:13.000 --> 00:04:16.000]  然後再整合延伸到今天
[00:04:16.000 --> 00:04:20.000]  我們每一個散步曲
[00:04:20.000 --> 00:04:22.000]  都是希望講
[00:04:22.000 --> 00:04:24.000]  去彈一首貼近聖經
[00:04:24.000 --> 00:04:26.000]  叫貼近聖經
[00:04:26.000 --> 00:04:30.000]  又切合時代的福音樂章
[00:04:30.000 --> 00:04:31.000]  你可以明白
[00:04:31.000 --> 00:04:35.000]  為什麼我們要這樣去講每一個介面
[00:04:35.000 --> 00:04:38.000]  但是我們去到今天的主要經文
[00:04:38.000 --> 00:04:42.000]  我帶你回到《出埃及記》第二十章
[00:04:42.000 --> 00:04:45.000]  上帝的十誡
[00:04:45.000 --> 00:04:47.000]  《出埃及記》第二十章第二節
[00:04:47.000 --> 00:04:48.000]  我師爺說
[00:04:48.000 --> 00:04:54.000]  你們的上帝曾將你從埃及地圍爐之家領出來
[00:04:54.000 --> 00:04:56.000]  這是十誡的序曲
[00:04:56.000 --> 00:04:59.000]  這是最重要的歷史神學背景
[00:04:59.000 --> 00:05:02.000]  上帝做了一樣很奇妙的東西
[00:05:02.000 --> 00:05:04.000]  上帝將他們從偶像之家
[00:05:04.000 --> 00:05:07.000]  不要只想他們是奴隸之家
[00:05:07.000 --> 00:05:08.000]  想他們是偶像之家
[00:05:08.000 --> 00:05:10.000]  他是偶像的奴隸
[00:05:10.000 --> 00:05:14.000]  將他們從埃及地圍爐之家領出來
[00:05:14.000 --> 00:05:16.000]  接著上帝開始給他們十誡
[00:05:16.000 --> 00:05:18.000]  不要回去了
[00:05:18.000 --> 00:05:20.000]  你出來就不要回去了
[00:05:20.000 --> 00:05:22.000]  回到哪裏?
[00:05:22.000 --> 00:05:25.000]  除了我以外不可有別的神
[00:05:25.000 --> 00:05:27.000]  這是第一誡
[00:05:27.000 --> 00:05:28.000]  別無他神
[00:05:28.000 --> 00:05:31.000]  如果你之前有聽過我講那個罪幕
[00:05:31.000 --> 00:05:33.000]  就是我們那個蓋要的時候
[00:05:33.000 --> 00:05:37.000]  你會記得我說別無他神的時候
[00:05:37.000 --> 00:05:41.000]  我說十誡其實可以被看為一神九誡
[00:05:41.000 --> 00:05:43.000]  好像一個太陽系
[00:05:43.000 --> 00:05:45.000]  太陽系曾幾何時
[00:05:45.000 --> 00:05:48.000]  我小時候太陽系有九大行星
[00:05:48.000 --> 00:05:50.000]  現在只剩八個
[00:05:50.000 --> 00:05:53.000]  九大行星圍繞著太陽來行
[00:05:53.000 --> 00:05:56.000]  於是其實十誡是一誡
[00:05:56.000 --> 00:05:59.000]  一誡就是除我以外不可有別的神
[00:05:59.000 --> 00:06:02.000]  接著下面的九誡其實是在做什麼呢?
[00:06:02.000 --> 00:06:04.000]  是幫助我們去解釋
[00:06:04.000 --> 00:06:06.000]  去認識第一誡
[00:06:06.000 --> 00:06:09.000]  去認識那個獨一的真神
[00:06:09.000 --> 00:06:12.000]  他是一個怎樣的上帝
[00:06:12.000 --> 00:06:15.000]  於是第二誡開始告訴我們
[00:06:15.000 --> 00:06:17.000]  第二誡告訴我們
[00:06:17.000 --> 00:06:18.000]  別無他像
[00:06:18.000 --> 00:06:21.000]  你不可以為自己雕刻偶像
[00:06:21.000 --> 00:06:23.000]  上帝是一個靈
[00:06:23.000 --> 00:06:25.000]  或者上帝最憎的就是那些
[00:06:25.000 --> 00:06:29.000]  人雕刻出來手作出來的偶像
[00:06:29.000 --> 00:06:30.000]  上次已經講了
[00:06:30.000 --> 00:06:32.000]  我今天沒有時間再回去
[00:06:32.000 --> 00:06:34.000]  接著我們現在去到第三誡
[00:06:34.000 --> 00:06:36.000]  不可妄稱耶和華
[00:06:36.000 --> 00:06:38.000]  你上帝的名
[00:06:38.000 --> 00:06:41.000]  因為妄稱耶和華名的
[00:06:41.000 --> 00:06:45.000]  耶和華必不以他為無罪
[00:06:45.000 --> 00:06:47.000]  數一下在這次聖經裡面
[00:06:47.000 --> 00:06:49.000]  耶和華的名字出了多少次
[00:06:49.000 --> 00:06:51.000]  已經三次了
[00:06:51.000 --> 00:06:53.000]  不可妄稱耶和華
[00:06:53.000 --> 00:06:54.000]  你上帝的名
[00:06:54.000 --> 00:06:55.000]  上帝的名出了第一次
[00:06:55.000 --> 00:06:57.000]  不可妄稱耶和華的名
[00:06:57.000 --> 00:06:58.000]  第二次
[00:06:58.000 --> 00:07:00.000]  耶和華上帝的名
[00:07:00.000 --> 00:07:01.000]  第三次
[00:07:01.000 --> 00:07:04.000]  必不以他為無罪
[00:07:04.000 --> 00:07:07.000]  必無他名
[00:07:07.000 --> 00:07:09.000]  不可妄稱
[00:07:09.000 --> 00:07:11.000]  不可亂用耶和華
[00:07:11.000 --> 00:07:13.000]  你上帝的名
[00:07:13.000 --> 00:07:14.000]  你問
[00:07:14.000 --> 00:07:16.000]  那是什麼意思呢
[00:07:16.000 --> 00:07:18.000]  早前我女兒都問我
[00:07:18.000 --> 00:07:20.000]  她說這句話完全不合理
[00:07:20.000 --> 00:07:21.000]  不知道她說什麼
[00:07:21.000 --> 00:07:23.000]  沒錯 就是不知道她說什麼
[00:07:23.000 --> 00:07:25.000]  你問當時的猶太拉比
[00:07:25.000 --> 00:07:28.000]  你說什麼叫做不要妄稱耶和華
[00:07:28.000 --> 00:07:29.000]  亂用耶和華的名
[00:07:29.000 --> 00:07:32.000]  她的答案是不知道
[00:07:32.000 --> 00:07:35.000]  沒有人知道 沒有人可以肯定
[00:07:35.000 --> 00:07:38.000]  於是當時很保守的拉比
[00:07:38.000 --> 00:07:40.000]  那些猶太人的夫子 老師 神學家
[00:07:40.000 --> 00:07:41.000]  那怎麼說呢
[00:07:41.000 --> 00:07:42.000]  既然不知道怎麼守
[00:07:42.000 --> 00:07:46.000]  不如不要讀她的名字
[00:07:46.000 --> 00:07:49.000]  直接當上帝的名不存在就對了
[00:07:49.000 --> 00:07:50.000]  那就萬無一失
[00:07:50.000 --> 00:07:51.000]  最萬無一失
[00:07:51.000 --> 00:07:52.000]  不要亂用
[00:07:52.000 --> 00:07:54.000]  那不用就行了
[00:07:54.000 --> 00:07:57.000]  把她放在寶箱裡
[00:07:57.000 --> 00:07:59.000]  不用她 不說她
[00:07:59.000 --> 00:08:02.000]  那就不會派第三代了
[00:08:02.000 --> 00:08:05.000]  每次見到上帝的名都不說
[00:08:05.000 --> 00:08:07.000]  不說 不叫 不讀
[00:08:07.000 --> 00:08:08.000]  那就行了
[00:08:08.000 --> 00:08:10.000]  但是當時忠心的猶太人
[00:08:10.000 --> 00:08:13.000]  很快就遇上兩大的問題
[00:08:13.000 --> 00:08:14.000]  第一
[00:08:14.000 --> 00:08:16.000]  在整本《教育聖經》裡面
[00:08:16.000 --> 00:08:17.000]  上帝的名字
[00:08:17.000 --> 00:08:18.000]  耶和華
[00:08:18.000 --> 00:08:19.000]  就是我們現在說的耶和華
[00:08:19.000 --> 00:08:20.000]  這個名字
[00:08:20.000 --> 00:08:22.000]  出現了差不多七千次
[00:08:22.000 --> 00:08:23.000]  七千次
[00:08:23.000 --> 00:08:25.000]  如果你在每個節期裡面
[00:08:25.000 --> 00:08:26.000]  在聚會裡面
[00:08:26.000 --> 00:08:29.000]  你都要公開網讀其中某些經文
[00:08:29.000 --> 00:08:31.000]  總要讀少少經的話
[00:08:31.000 --> 00:08:35.000]  你怎麼可以逃離上帝的名字呢
[00:08:35.000 --> 00:08:36.000]  逃離不了
[00:08:36.000 --> 00:08:39.000]  《教育聖經》七百章
[00:08:39.000 --> 00:08:40.000]  七百章《聖經》裡面
[00:08:40.000 --> 00:08:43.000]  有差不多七千次上帝的名字
[00:08:43.000 --> 00:08:45.000]  就是說每一章差不多有十次
[00:08:45.000 --> 00:08:47.000]  那你怎麼可以逃過
[00:08:47.000 --> 00:08:48.000]  不讀上帝的名
[00:08:48.000 --> 00:08:49.000]  這是第一個問題
[00:08:49.000 --> 00:08:50.000]  第二個問題
[00:08:50.000 --> 00:08:53.000]  忠心的以色列人每天
[00:08:53.000 --> 00:08:56.000]  早上晚上都要背誦
[00:08:56.000 --> 00:08:58.000]  一個叫Shemao Israel
[00:08:58.000 --> 00:08:59.000]  其實就是
[00:08:59.000 --> 00:09:02.000]  《生命記》第六章
[00:09:02.000 --> 00:09:03.000]  最大的誡命
[00:09:03.000 --> 00:09:05.000]  一開始的誡命怎麼樣
[00:09:05.000 --> 00:09:07.000]  以色列人你們要聽
[00:09:07.000 --> 00:09:08.000]  耶和華
[00:09:08.000 --> 00:09:09.000]  你亦上帝
[00:09:09.000 --> 00:09:10.000]  是不是一出來
[00:09:10.000 --> 00:09:11.000]  以色列人要聽
[00:09:11.000 --> 00:09:12.000]  下一句是什麼
[00:09:12.000 --> 00:09:13.000]  耶和華
[00:09:13.000 --> 00:09:14.000]  上帝的名字就出來了
[00:09:14.000 --> 00:09:15.000]  是獨一的上帝
[00:09:15.000 --> 00:09:18.000]  你要盡心盡性盡義盡力愛
[00:09:18.000 --> 00:09:19.000]  耶和華你亦上帝
[00:09:19.000 --> 00:09:20.000]  接著他說
[00:09:20.000 --> 00:09:22.000]  不准讀耶和華的名字
[00:09:22.000 --> 00:09:23.000]  死定了
[00:09:23.000 --> 00:09:24.000]  早上祈禱
[00:09:24.000 --> 00:09:26.000]  張開嘴巴就有一個洞
[00:09:26.000 --> 00:09:29.000]  晚上祈禱張開嘴巴就有一個洞
[00:09:29.000 --> 00:09:31.000]  以色列人你們要聽
[00:09:31.000 --> 00:09:34.000]  我們上帝是獨一的上帝
[00:09:34.000 --> 00:09:36.000]  你要盡心盡性盡力愛
[00:09:36.000 --> 00:09:38.000]  你的上帝
[00:09:38.000 --> 00:09:40.000]  他說怎麼辦呢
[00:09:40.000 --> 00:09:45.000]  怎樣可以去解決這個問題呢
[00:09:45.000 --> 00:09:46.000]  當時的以色列人
[00:09:46.000 --> 00:09:49.000]  想了兩條屎橋
[00:09:49.000 --> 00:09:52.000]  第一條屎橋真的靜音了
[00:09:52.000 --> 00:09:55.000]  每次見到耶和華的名字一出來
[00:09:55.000 --> 00:09:56.000]  就不讀
[00:09:56.000 --> 00:09:57.000]  靜兩秒
[00:09:57.000 --> 00:09:58.000]  接著就繼續讀下去
[00:09:58.000 --> 00:09:59.000]  好像剛才我這樣
[00:09:59.000 --> 00:10:01.000]  其實我都靜了一秒鐘
[00:10:01.000 --> 00:10:03.000]  另外一個想法就是
[00:10:03.000 --> 00:10:06.000]  用另外一個字去取替耶和華
[00:10:06.000 --> 00:10:08.000]  就是每次你見到耶和華的時候
[00:10:08.000 --> 00:10:09.000]  不說耶和華
[00:10:09.000 --> 00:10:11.000]  說另外一個字
[00:10:11.000 --> 00:10:13.000]  他們選了另外一個字叫Adonai
[00:10:13.000 --> 00:10:14.000]  主
[00:10:14.000 --> 00:10:16.000]  就不要說耶和華
[00:10:16.000 --> 00:10:19.000]  他就這樣用主就行
[00:10:19.000 --> 00:10:20.000]  我們當中
[00:10:20.000 --> 00:10:22.000]  很多時候有聽我說到的
[00:10:22.000 --> 00:10:24.000]  大英節目都一定見過這個
[00:10:24.000 --> 00:10:26.000]  希伯來文的符號
[00:10:26.000 --> 00:10:28.000]  這個就是耶和華
[00:10:28.000 --> 00:10:30.000]  就是Yahweh
[00:10:30.000 --> 00:10:32.000]  希伯來的符號
[00:10:32.000 --> 00:10:33.000]  或者希伯來文
[00:10:33.000 --> 00:10:35.000]  其實是由右邊讀回左邊的
[00:10:35.000 --> 00:10:37.000]  這裡有四個字母
[00:10:37.000 --> 00:10:41.000]  Yo, He, Wa, He
[00:10:41.000 --> 00:10:43.000]  有個名堂
[00:10:43.000 --> 00:10:45.000]  有個名堂叫做四字神明
[00:10:45.000 --> 00:10:46.000]  有沒有聽過
[00:10:46.000 --> 00:10:47.000]  四字神明
[00:10:47.000 --> 00:10:49.000]  我們不太知道怎麼讀
[00:10:49.000 --> 00:10:51.000]  所以我們叫它做四字神明
[00:10:51.000 --> 00:10:53.000]  Tetragrammaton
[00:10:53.000 --> 00:10:55.000]  在希臘文有個名字
[00:10:55.000 --> 00:10:59.000]  有四個字母加起來就是這樣
[00:10:59.000 --> 00:11:02.000]  在我們的英文裡面
[00:11:02.000 --> 00:11:04.000]  大家都讀過英文
[00:11:04.000 --> 00:11:06.000]  有我們叫做子音
[00:11:06.000 --> 00:11:07.000]  Consonants
[00:11:07.000 --> 00:11:08.000]  和Vowels
[00:11:08.000 --> 00:11:10.000]  沒有音
[00:11:10.000 --> 00:11:11.000]  子音沒有音
[00:11:11.000 --> 00:11:14.000]  耶和華的子音
[00:11:14.000 --> 00:11:16.000]  翻譯成英文出來就是
[00:11:16.000 --> 00:11:18.000]  Y-H-W-H
[00:11:18.000 --> 00:11:19.000]  Yahweh
[00:11:19.000 --> 00:11:21.000]  但是你就這樣看這個子音
[00:11:21.000 --> 00:11:22.000]  是讀不出來的
[00:11:22.000 --> 00:11:24.000]  你需要母音加起來
[00:11:24.000 --> 00:11:26.000]  才可以
[00:11:26.000 --> 00:11:28.000]  原來在希伯來文的
[00:11:28.000 --> 00:11:30.000]  舊約聖經裡面
[00:11:30.000 --> 00:11:31.000]  其實大部分的字
[00:11:31.000 --> 00:11:33.000]  起初是只有子音
[00:11:33.000 --> 00:11:34.000]  沒有母音的
[00:11:34.000 --> 00:11:35.000]  什麼意思呢
[00:11:35.000 --> 00:11:36.000]  就是說你見到個子音
[00:11:36.000 --> 00:11:37.000]  你見到個排列
[00:11:37.000 --> 00:11:38.000]  你認到個字
[00:11:38.000 --> 00:11:40.000]  你知道個字解什麼
[00:11:40.000 --> 00:11:42.000]  但是你讀不出來
[00:11:42.000 --> 00:11:43.000]  你明不明白
[00:11:43.000 --> 00:11:45.000]  你是沒辦法就這樣
[00:11:45.000 --> 00:11:46.000]  認到個字
[00:11:46.000 --> 00:11:47.000]  但是你讀不出來
[00:11:47.000 --> 00:11:49.000]  起初人們怎樣可以
[00:11:49.000 --> 00:11:50.000]  讀到希伯來文呢
[00:11:50.000 --> 00:11:52.000]  原來是這樣很簡單的
[00:11:52.000 --> 00:11:53.000]  媽媽讀給兒子聽
[00:11:53.000 --> 00:11:55.000]  或者爸爸讀給兒子聽
[00:11:55.000 --> 00:11:56.000]  讀得多
[00:11:56.000 --> 00:11:57.000]  聽得多
[00:11:57.000 --> 00:11:58.000]  你自自然然
[00:11:58.000 --> 00:11:59.000]  你見到個子音
[00:11:59.000 --> 00:12:00.000]  母母音你都識讀了
[00:12:00.000 --> 00:12:02.000]  於是這個閱讀的語言
[00:12:02.000 --> 00:12:04.000]  其實是代代相傳的
[00:12:04.000 --> 00:12:05.000]  但是後來
[00:12:05.000 --> 00:12:07.000]  希伯來文越來越不普遍了
[00:12:07.000 --> 00:12:10.000]  於是幹什麼呢
[00:12:10.000 --> 00:12:12.000]  後來到了公元的
[00:12:12.000 --> 00:12:13.000]  五至十個世紀
[00:12:13.000 --> 00:12:14.000]  你想想舊的已經過了
[00:12:14.000 --> 00:12:15.000]  五百多年
[00:12:15.000 --> 00:12:17.000]  至一千年的時候
[00:12:17.000 --> 00:12:19.000]  有些希伯來人
[00:12:19.000 --> 00:12:22.000]  有些以色列人的學者
[00:12:22.000 --> 00:12:24.000]  就開始加一些
[00:12:24.000 --> 00:12:25.000]  母音下去了
[00:12:25.000 --> 00:12:26.000]  為什麼呢
[00:12:26.000 --> 00:12:27.000]  因為後代人不識讀
[00:12:27.000 --> 00:12:28.000]  很醜的
[00:12:28.000 --> 00:12:30.000]  所以今天我們
[00:12:30.000 --> 00:12:32.000]  去讀神學院的時候
[00:12:32.000 --> 00:12:33.000]  我們讀的希伯來文
[00:12:33.000 --> 00:12:34.000]  是有母音的
[00:12:34.000 --> 00:12:35.000]  如果不是
[00:12:35.000 --> 00:12:36.000]  我們不識讀
[00:12:36.000 --> 00:12:38.000]  因為我們從來都沒有讀過
[00:12:38.000 --> 00:12:39.000]  我們認得到一些字
[00:12:39.000 --> 00:12:41.000]  但是我們讀不出來
[00:12:41.000 --> 00:12:44.000]  這個四字的神明
[00:12:44.000 --> 00:12:46.000]  應該讀出來
[00:12:46.000 --> 00:12:48.000]  是怎樣的呢
[00:12:48.000 --> 00:12:50.000]  其實原來
[00:12:50.000 --> 00:12:51.000]  又沒有人肯定的
[00:12:51.000 --> 00:12:53.000]  因為已經失傳了很多年了
[00:12:53.000 --> 00:12:54.000]  所以你問你
[00:12:54.000 --> 00:12:56.000]  你見到這個YH
[00:12:56.000 --> 00:12:57.000]  WH
[00:12:57.000 --> 00:12:59.000]  四字神明
[00:12:59.000 --> 00:13:00.000]  你說怎麼讀呢
[00:13:00.000 --> 00:13:01.000]  其實沒有人知道
[00:13:01.000 --> 00:13:02.000]  不過最有可能
[00:13:02.000 --> 00:13:04.000]  最有可能的人說
[00:13:04.000 --> 00:13:07.000]  估計最近的應該是YH
[00:13:07.000 --> 00:13:09.000]  所以我經常都會說YH
[00:13:09.000 --> 00:13:11.000]  但是有些人不知道
[00:13:11.000 --> 00:13:13.000]  為什麼我會讀YH
[00:13:13.000 --> 00:13:14.000]  原因就是因為
[00:13:14.000 --> 00:13:15.000]  相傳當中
[00:13:15.000 --> 00:13:17.000]  估計YH是最近的一個
[00:13:17.000 --> 00:13:18.000]  法音
[00:13:18.000 --> 00:13:20.000]  正確的法音
[00:13:20.000 --> 00:13:22.000]  前幾個星期
[00:13:22.000 --> 00:13:23.000]  有一位弟兄
[00:13:23.000 --> 00:13:24.000]  WhatsApp我
[00:13:24.000 --> 00:13:26.000]  他說他去了
[00:13:26.000 --> 00:13:29.000]  某一個朋友的婚禮
[00:13:29.000 --> 00:13:30.000]  然後在婚禮裡
[00:13:30.000 --> 00:13:31.000]  去了另外一間教會
[00:13:31.000 --> 00:13:33.000]  他說這個教會很特別
[00:13:33.000 --> 00:13:34.000]  他不知道為什麼
[00:13:34.000 --> 00:13:37.000]  他是不是都要讀雅威
[00:13:37.000 --> 00:13:39.000]  他不讀耶和華的
[00:13:39.000 --> 00:13:41.000]  他的聖經就是寫雅威
[00:13:41.000 --> 00:13:43.000]  他覺得很偽
[00:13:43.000 --> 00:13:45.000]  就是我們平時回教會
[00:13:45.000 --> 00:13:47.000]  聽耶和華 耶和華
[00:13:47.000 --> 00:13:49.000]  突然間雅威 雅威
[00:13:49.000 --> 00:13:50.000]  究竟要做什麼呢
[00:13:50.000 --> 00:13:51.000]  原因就是
[00:13:51.000 --> 00:13:53.000]  其實他是讀對了
[00:13:53.000 --> 00:13:55.000]  因為你英文
[00:13:55.000 --> 00:13:57.000]  或者我們現在相信
[00:13:57.000 --> 00:13:59.000]  最近的讀音是YH
[00:13:59.000 --> 00:14:02.000]  你將YH變回中文是什麼
[00:14:02.000 --> 00:14:03.000]  雅威
[00:14:03.000 --> 00:14:05.000]  他就問我
[00:14:05.000 --> 00:14:08.000]  這幫人是不是異端邪說
[00:14:08.000 --> 00:14:10.000]  我說就這樣讀雅威
[00:14:10.000 --> 00:14:11.000]  其實絕對有理由
[00:14:11.000 --> 00:14:12.000]  他是否異端傳說
[00:14:12.000 --> 00:14:16.000]  還要看他其他信什麼
[00:14:16.000 --> 00:14:17.000]  那你問吧
[00:14:17.000 --> 00:14:18.000]  如果正確來說
[00:14:18.000 --> 00:14:19.000]  應該讀雅威
[00:14:19.000 --> 00:14:20.000]  應該是雅威
[00:14:20.000 --> 00:14:21.000]  為什麼雅威
[00:14:21.000 --> 00:14:22.000]  雅威 雅威 雅威
[00:14:22.000 --> 00:14:25.000]  又變成了耶和華呢
[00:14:25.000 --> 00:14:28.000]  原來背後是
[00:14:28.000 --> 00:14:30.000]  有理由的
[00:14:30.000 --> 00:14:32.000]  在歷史和文學
[00:14:32.000 --> 00:14:34.000]  告訴我們
[00:14:34.000 --> 00:14:35.000]  當時的以色列人
[00:14:35.000 --> 00:14:38.000]  看到雅威這個字的時候
[00:14:38.000 --> 00:14:40.000]  不想讀雅威
[00:14:40.000 --> 00:14:42.000]  因為他不想干犯第三戒
[00:14:42.000 --> 00:14:43.000]  於是他說
[00:14:43.000 --> 00:14:44.000]  OK
[00:14:44.000 --> 00:14:45.000]  我們看到雅威
[00:14:45.000 --> 00:14:46.000]  我們讀亞道那
[00:14:46.000 --> 00:14:48.000]  亞道那的意思就是主
[00:14:48.000 --> 00:14:49.000]  就是主
[00:14:49.000 --> 00:14:50.000]  OK
[00:14:50.000 --> 00:14:52.000]  是一個很普遍的字
[00:14:52.000 --> 00:14:54.000]  那為了要那些弟弟
[00:14:54.000 --> 00:14:55.000]  就是弟弟
[00:14:55.000 --> 00:14:57.000]  弟弟以後
[00:14:57.000 --> 00:15:00.000]  看到雅威讀亞道那
[00:15:00.000 --> 00:15:01.000]  他們做什麼呢
[00:15:01.000 --> 00:15:03.000]  他們將亞道那的響音
[00:15:03.000 --> 00:15:08.000]  放到雅威的子音下面
[00:15:08.000 --> 00:15:10.000]  如果你明白我的意思就是
[00:15:10.000 --> 00:15:11.000]  我想都挺難明白的
[00:15:11.000 --> 00:15:13.000]  就是他將AEIOU
[00:15:13.000 --> 00:15:17.000]  放在雅威上帝的名字下面
[00:15:17.000 --> 00:15:19.000]  以致他一看到上帝的名字
[00:15:19.000 --> 00:15:20.000]  他很想讀雅威的時候
[00:15:20.000 --> 00:15:22.000]  看到下面不是
[00:15:22.000 --> 00:15:25.000]  下面是亞道那的響音
[00:15:25.000 --> 00:15:27.000]  於是他就聰明了
[00:15:27.000 --> 00:15:28.000]  聽著說亞道那
[00:15:28.000 --> 00:15:31.000]  就不會干犯了上帝的名字
[00:15:31.000 --> 00:15:36.000]  那當你將亞道那的響音
[00:15:36.000 --> 00:15:37.000]  加回去
[00:15:37.000 --> 00:15:38.000]  加回去什麼呢
[00:15:38.000 --> 00:15:41.000]  加回去四字神明
[00:15:41.000 --> 00:15:46.000]  四字神明的子音的時候
