
[00:00:00.000 --> 00:00:05.000]  各位領子妹,主內平安
[00:07:46.000 --> 00:07:48.000]  主類的弟兄姊妹
[00:07:48.000 --> 00:07:49.000]  他們大部分都沒有
[00:07:49.000 --> 00:07:51.000]  因為保羅的困所
[00:07:51.000 --> 00:07:53.000]  而恐懼戰經
[00:07:53.000 --> 00:07:54.000]  失去信心
[00:07:54.000 --> 00:07:57.000]  反而在主類的督信不疑
[00:07:57.000 --> 00:07:58.000]  在獄中的見證
[00:07:58.000 --> 00:08:01.000]  大大激勵其他的信徒
[00:08:01.000 --> 00:08:03.000]  叫他們不再畏懼
[00:08:03.000 --> 00:08:04.000]  和退縮
[00:08:04.000 --> 00:08:05.000]  越發放膽
[00:08:05.000 --> 00:08:07.000]  無所懼怕這樣
[00:08:07.000 --> 00:08:10.000]  傳神的道
[00:08:10.000 --> 00:08:11.000]  弟兄姊妹
[00:08:11.000 --> 00:08:14.000]  你看不看得見
[00:08:14.000 --> 00:08:16.000]  神是可以
[00:08:16.000 --> 00:08:18.000]  使用那些看來不利環境
[00:08:18.000 --> 00:08:20.000]  和遭遇
[00:08:20.000 --> 00:08:22.000]  來成就祂的救恩
[00:08:22.000 --> 00:08:25.000]  因為保羅所受的困所
[00:08:25.000 --> 00:08:28.000]  使得一眾參與拘禁他的人
[00:08:28.000 --> 00:08:30.000]  那些御刑全軍
[00:08:30.000 --> 00:08:31.000]  和羅馬人
[00:08:31.000 --> 00:08:32.000]  都認識
[00:08:32.000 --> 00:08:35.000]  祂所見證的基督故事
[00:08:35.000 --> 00:08:37.000]  也使其他弟兄姊妹
[00:08:37.000 --> 00:08:40.000]  更加放膽地傳揚福音
[00:08:40.000 --> 00:08:42.000]  福音更加興旺
[00:08:42.000 --> 00:08:45.000]  是個出乎意外的結果
[00:08:45.000 --> 00:08:46.000]  不單止是興旺
[00:08:46.000 --> 00:08:48.000]  而且是什麼
[00:08:48.000 --> 00:08:50.000]  是更加興旺
[00:08:50.000 --> 00:08:51.000]  弟兄姊妹
[00:08:51.000 --> 00:08:52.000]  不知道我們現在
[00:08:52.000 --> 00:08:54.000]  落在什麼光景裡面
[00:08:54.000 --> 00:08:55.000]  有沒有一些東西
[00:08:55.000 --> 00:08:57.000]  你覺得受限制
[00:08:57.000 --> 00:08:59.000]  有一些困局
[00:08:59.000 --> 00:09:00.000]  但是讓我們
[00:09:00.000 --> 00:09:02.000]  好像保羅一樣
[00:09:02.000 --> 00:09:06.000]  看見是一個新的景象
[00:09:06.000 --> 00:09:10.000]  他甚至乎曾經鼓勵提摩太
[00:09:10.000 --> 00:09:12.000]  他說我為了這福音
[00:09:12.000 --> 00:09:13.000]  受了磨難
[00:09:13.000 --> 00:09:15.000]  甚至像凡人一樣
[00:09:15.000 --> 00:09:17.000]  被捆綁起來
[00:09:17.000 --> 00:09:19.000]  可時上帝的話
[00:09:19.000 --> 00:09:22.000]  卻不被捆綁
[00:09:22.000 --> 00:09:23.000]  各位弟兄姊妹
[00:09:23.000 --> 00:09:25.000]  我們需要好像保羅一樣
[00:09:25.000 --> 00:09:27.000]  有這個屬靈的看見
[00:09:27.000 --> 00:09:28.000]  認定
[00:09:28.000 --> 00:09:30.000]  現在的的確確
[00:09:30.000 --> 00:09:32.000]  是一個困難的時刻
[00:09:32.000 --> 00:09:33.000]  但是同時
[00:09:33.000 --> 00:09:35.000]  也是一個福音的契機
[00:09:35.000 --> 00:09:37.000]  是教會興旺的時刻
[00:09:37.000 --> 00:09:39.000]  是讓我們更加看見
[00:09:39.000 --> 00:09:41.000]  神在這個世間裡面
[00:09:41.000 --> 00:09:43.000]  這些年間
[00:09:43.000 --> 00:09:45.000]  要復興祂的作為
[00:09:45.000 --> 00:09:46.000]  我們要看到
[00:09:46.000 --> 00:09:50.000]  神在每一個時代的佈局
[00:09:50.000 --> 00:09:55.000]  神很願意讓我們認識
[00:09:55.000 --> 00:09:56.000]  特別今天
[00:09:56.000 --> 00:09:57.000]  可能有很多的新朋友
[00:09:57.000 --> 00:09:59.000]  在我們當中
[00:09:59.000 --> 00:10:01.000]  讓我們都能夠
[00:10:01.000 --> 00:10:03.000]  更加的察驗到
[00:10:03.000 --> 00:10:07.000]  神的工作是何等的奇妙
[00:10:07.000 --> 00:10:09.000]  在歐洲
[00:10:09.000 --> 00:10:13.000]  很多坐堂教會改為餐廳
[00:10:13.000 --> 00:10:14.000]  最痛心的
[00:10:14.000 --> 00:10:19.000]  是改建為清真寺
[00:10:19.000 --> 00:10:22.000]  在這幅圖上
[00:10:22.000 --> 00:10:25.000]  你看到黃色箭咀的位置
[00:10:25.000 --> 00:10:27.000]  有一個綠色的圓拱
[00:10:27.000 --> 00:10:28.000]  這些就是
[00:10:28.000 --> 00:10:31.000]  清真寺建築的標誌
[00:10:31.000 --> 00:10:32.000]  在過去二十年
[00:10:32.000 --> 00:10:34.000]  單單在倫敦
[00:10:34.000 --> 00:10:38.000]  就已經有五百間教會倒閉了
[00:10:38.000 --> 00:10:41.000]  而是有四百二十三間
[00:10:41.000 --> 00:10:43.000]  改為清真寺
[00:10:43.000 --> 00:10:44.000]  有些大教堂
[00:10:44.000 --> 00:10:49.000]  只是作為遊客參觀的景點而已
[00:10:49.000 --> 00:10:50.000]  有一間
[00:10:50.000 --> 00:10:52.000]  也都在倫敦的東部
[00:10:52.000 --> 00:10:54.000]  叫聖瑪利教堂
[00:10:54.000 --> 00:10:57.000]  就是圖的左手邊
[00:10:57.000 --> 00:10:58.000]  這一間教堂
[00:10:58.000 --> 00:11:01.000]  可以容納一千人的
[00:11:01.000 --> 00:11:04.000]  但你看到現在崇拜的人有多少
[00:11:04.000 --> 00:11:07.000]  可能都不多過二十人
[00:11:07.000 --> 00:11:09.000]  附近有一間
[00:11:09.000 --> 00:11:11.000]  只容納一百人的清真寺
[00:11:11.000 --> 00:11:13.000]  你看到右手邊
[00:11:13.000 --> 00:11:18.000]  很多的穆斯林教徒
[00:11:18.000 --> 00:11:23.000]  他們簡直是上街
[00:11:23.000 --> 00:11:25.000]  虎伏地敬拜
[00:11:25.000 --> 00:11:27.000]  你看到
[00:11:27.000 --> 00:11:31.000]  伊斯蘭教的擴展非常迅速
[00:11:31.000 --> 00:11:34.000]  反而在英國的教會
[00:11:34.000 --> 00:11:37.000]  真的比較淒涼
[00:11:37.000 --> 00:11:40.000]  我在想起昔日的孫教士
[00:11:40.000 --> 00:11:42.000]  他千辛萬苦來華
[00:11:42.000 --> 00:11:44.000]  將福音傳給我們
[00:11:44.000 --> 00:11:45.000]  來到大陸
[00:11:45.000 --> 00:11:46.000]  來到香港
[00:11:46.000 --> 00:11:47.000]  來到澳門
[00:11:47.000 --> 00:11:50.000]  就是要讓我們認識福音
[00:11:50.000 --> 00:11:52.000]  認識耶穌基督
[00:11:52.000 --> 00:11:54.000]  現在反過來
[00:11:54.000 --> 00:11:59.000]  就是大量的香港移民到英國
[00:11:59.000 --> 00:12:03.000]  你看不看到上帝有一個佈局
[00:12:03.000 --> 00:12:05.000]  豈不是
[00:12:05.000 --> 00:12:12.000]  是我們可以回歸昔日孫教士的辛勞
[00:12:12.000 --> 00:12:14.000]  我們可以回歸
[00:12:14.000 --> 00:12:16.000]  在英國的教會裡面
[00:12:16.000 --> 00:12:17.000]  去建立
[00:12:17.000 --> 00:12:20.000]  去幫助
[00:12:20.000 --> 00:12:24.000]  有些朋友告訴我
[00:12:24.000 --> 00:12:28.000]  英國很多華人教會都擠滿了
[00:12:28.000 --> 00:12:32.000]  如果要申請主要學或者團契
[00:12:32.000 --> 00:12:34.000]  是要等候清單的
[00:12:34.000 --> 00:12:36.000]  我就在這裡問
[00:12:36.000 --> 00:12:39.000]  會不會我們如果有朋友
[00:12:39.000 --> 00:12:42.000]  或者當中可能有一些打算去移民
[00:12:42.000 --> 00:12:45.000]  會不會我們都抱著一個心態
[00:12:45.000 --> 00:12:46.000]  一個使命感
[00:12:46.000 --> 00:12:49.000]  不是一定要去華人教會
[00:12:49.000 --> 00:12:51.000]  可能就是去當地的教會
[00:12:51.000 --> 00:12:54.000]  好像一個宣教的心智那樣
[00:12:54.000 --> 00:12:55.000]  去到當地
[00:12:55.000 --> 00:12:57.000]  認識他們的文化
[00:12:57.000 --> 00:12:58.000]  如果不是
[00:12:58.000 --> 00:12:59.000]  香港人去到
[00:12:59.000 --> 00:13:03.000]  搞亂了別人的文化
[00:13:03.000 --> 00:13:05.000]  如果你們當中有朋友
[00:13:05.000 --> 00:13:07.000]  或者是有親人
[00:13:07.000 --> 00:13:08.000]  已經過去了
[00:13:08.000 --> 00:13:11.000]  你都跟他們分享一下
[00:13:11.000 --> 00:13:14.000]  這個可能就是一個很好的時機
[00:13:14.000 --> 00:13:18.000]  我們去建立英國
[00:13:18.000 --> 00:13:20.000]  另一方面我們經常都以為
[00:13:20.000 --> 00:13:23.000]  歐洲的福音工作很蕭條
[00:13:23.000 --> 00:13:27.000]  不過最近聽到有令人興奮的消息
[00:13:27.000 --> 00:13:30.000]  以前去過土耳其
[00:13:30.000 --> 00:13:33.000]  見到七教會那些地方
[00:13:33.000 --> 00:13:35.000]  全部都已經成為廢墟了
[00:13:35.000 --> 00:13:38.000]  但是原來在切薩羅尼加
[00:13:38.000 --> 00:13:40.000]  是有教會的
[00:13:40.000 --> 00:13:42.000]  最近他們搞一個報道會
[00:13:42.000 --> 00:13:45.000]  是有三百人參加
[00:13:45.000 --> 00:13:47.000]  歐洲也有一間教會
[00:13:47.000 --> 00:13:49.000]  他們兒童主要學的人數
[00:13:49.000 --> 00:13:51.000]  是有五百人的
[00:13:51.000 --> 00:13:53.000]  是不是令人很興奮
[00:13:53.000 --> 00:13:55.000]  神在不同的國家
[00:13:55.000 --> 00:13:56.000]  不同的地區
[00:13:56.000 --> 00:13:58.000]  其實是擺放祂自己的僕人
[00:13:58.000 --> 00:14:00.000]  是要興起
[00:14:00.000 --> 00:14:03.000]  是要建立福音
[00:14:03.000 --> 00:14:05.000]  建立偏國
[00:14:05.000 --> 00:14:08.000]  我們看到神在歷史之中的佈局
[00:14:08.000 --> 00:14:10.000]  不知道你有沒有發現
[00:14:10.000 --> 00:14:13.000]  有華人的地方就有基督徒了
[00:14:13.000 --> 00:14:14.000]  上個世紀
[00:14:14.000 --> 00:14:17.000]  在全球不同的地方大學裏面
[00:14:17.000 --> 00:14:21.000]  都有設立到華人的中文茶經班
[00:14:21.000 --> 00:14:25.000]  其他國家是比較少在大學裏面
[00:14:25.000 --> 00:14:27.000]  開設這些茶經班
[00:14:27.000 --> 00:14:31.000]  誰不知後來中國改革開放之後
[00:14:31.000 --> 00:14:33.000]  很多人就去外國留學
[00:14:33.000 --> 00:14:37.000]  就是透過這些中文的茶經班
[00:14:37.000 --> 00:14:39.000]  福音性的言經
[00:14:39.000 --> 00:14:42.000]  就培養了不少的熱心信徒
[00:14:42.000 --> 00:14:44.000]  之後回到大陸
[00:14:44.000 --> 00:14:46.000]  就將福音傳開
[00:14:46.000 --> 00:14:48.000]  根據一些的統計
[00:14:48.000 --> 00:14:52.000]  現在大陸信主的人是有一億
[00:14:52.000 --> 00:14:56.000]  比例是還多過香港的
[00:14:56.000 --> 00:14:59.000]  信主的人的比例是多過香港
[00:14:59.000 --> 00:15:01.000]  是不是令人很興奮
[00:15:01.000 --> 00:15:05.000]  你以為那個是一個困局嗎
[00:15:05.000 --> 00:15:07.000]  但在神裏面沒有困局
[00:15:07.000 --> 00:15:09.000]  只要你願意去回應
[00:15:09.000 --> 00:15:13.000]  你同樣都會看到神的工作在你身上
[00:15:13.000 --> 00:15:16.000]  在香港我們都會覺得
[00:15:16.000 --> 00:15:19.000]  很難做青年的工作
[00:15:19.000 --> 00:15:22.000]  在這幾年裏面社會很大的轉變
[00:15:22.000 --> 00:15:25.000]  令到青年人迷失沮喪
[00:15:25.000 --> 00:15:30.000]  其實他很渴望有出路有指引
[00:15:30.000 --> 00:15:33.000]  七月份有一間神學院
[00:15:33.000 --> 00:15:36.000]  它舉辦一個青年奉獻營
[00:15:36.000 --> 00:15:39.000]  竟然有250位青年參加
[00:15:39.000 --> 00:15:43.000]  你不要說年輕人不願意去信靠神
[00:15:43.000 --> 00:15:46.000]  其實仍然有很多的年輕人
[00:15:46.000 --> 00:15:48.000]  我認識的是
[00:15:48.000 --> 00:15:51.000]  有幾位年輕人大學畢業之後
[00:15:51.000 --> 00:15:53.000]  就加入了學員傳道會
[00:15:53.000 --> 00:15:55.000]  全職侍奉
[00:15:55.000 --> 00:15:58.000]  就去那些未有團契
[00:15:58.000 --> 00:16:02.000]  那些大學校園那裏開放報道
[00:16:02.000 --> 00:16:05.000]  為他們祝福為他們祈禱
[00:16:05.000 --> 00:16:10.000]  你都為你家裏面的年輕人祈禱祝福
[00:16:10.000 --> 00:16:13.000]  哪怕有一天神都感動他
[00:16:13.000 --> 00:16:18.000]  我相信神會揀選我們這一代的年輕人
[00:16:18.000 --> 00:16:22.000]  因為在歷史裏面他們遇到的衝擊不少
[00:16:22.000 --> 00:16:25.000]  如果在信心裏面得著堅固的
[00:16:25.000 --> 00:16:28.000]  他願意好像保羅一樣
[00:16:28.000 --> 00:16:33.000]  為主作外幫人的信徒
[00:16:33.000 --> 00:16:35.000]  所以我們學習保羅一樣
[00:16:35.000 --> 00:16:38.000]  用淑齡的眼光去看新常態
[00:16:38.000 --> 00:16:42.000]  其實仍然有很多福音的機遇
[00:16:42.000 --> 00:16:45.000]  你看到一帶一路
[00:16:45.000 --> 00:16:48.000]  好幾年前大陸已經提出
[00:16:48.000 --> 00:16:51.000]  當時已經有很多人發現
[00:16:51.000 --> 00:16:55.000]  這個正正就是十四十時窗的一個地區
[00:16:55.000 --> 00:17:00.000]  就是北緯十度至四十度之間的地區
[00:17:00.000 --> 00:17:04.000]  就是圖上淺藍色底色的地區
[00:17:04.000 --> 00:17:08.000]  正正就是一些無神論的國家
[00:17:08.000 --> 00:17:10.000]  或者印度教徒
[00:17:10.000 --> 00:17:14.000]  或者大部份都是穆斯林的地區
[00:17:14.000 --> 00:17:16.000]  他們逐漸對外開放
[00:17:16.000 --> 00:17:18.000]  歡迎外國投資
[00:17:18.000 --> 00:17:22.000]  這個豈不是也是福音的機遇嗎
[00:17:22.000 --> 00:17:27.000]  我認識有一些年輕人
[00:17:27.000 --> 00:17:29.000]  他們是神學生
[00:17:29.000 --> 00:17:32.000]  他們願意在這個暑假裏面
[00:17:32.000 --> 00:17:35.000]  去一些穆斯林的國家
[00:17:35.000 --> 00:17:39.000]  去實習幾個月的時間
[00:17:39.000 --> 00:17:44.000]  求神去預備更多的僕人
[00:17:44.000 --> 00:17:46.000]  去差遣他們
[00:17:46.000 --> 00:17:50.000]  去到穆斯林發展得很快
[00:17:50.000 --> 00:17:53.000]  比我們基督教快很多很多
[00:17:53.000 --> 00:17:56.000]  神是有揀選的
[00:17:56.000 --> 00:17:59.000]  其實在內地來香港工作的人
[00:17:59.000 --> 00:18:02.000]  又越來越多
[00:18:02.000 --> 00:18:05.000]  如果他成為你的同事
[00:18:05.000 --> 00:18:08.000]  豈不是也是一個傳福音很好的機會嗎
[00:18:08.000 --> 00:18:10.000]  如果你有感動
[00:18:10.000 --> 00:18:14.000]  你也可以選擇回到大灣區工作
[00:18:14.000 --> 00:18:17.000]  在職場上忠心的工作
[00:18:17.000 --> 00:18:19.000]  用你的生命
[00:18:19.000 --> 00:18:23.000]  用你的生活來見證神
[00:18:23.000 --> 00:18:26.000]  這正正就是職場的宣教
[00:18:26.000 --> 00:18:29.000]  今天我們很開心
[00:18:29.000 --> 00:18:31.000]  有十三位弟兄姊妹
[00:18:31.000 --> 00:18:34.000]  願意在眾人面前接受浸禮
[00:18:34.000 --> 00:18:36.000]  非常難得
[00:18:36.000 --> 00:18:39.000]  浸禮是代表公開立志
[00:18:39.000 --> 00:18:42.000]  與耶穌基督同死
[00:18:42.000 --> 00:18:44.000]  同埋葬,同復活
[00:18:44.000 --> 00:18:48.000]  浸禮是很形象化的
[00:18:48.000 --> 00:18:51.000]  當你沒進水中
[00:18:51.000 --> 00:18:54.000]  就是代表你願意與耶穌基督同死
[00:18:54.000 --> 00:18:56.000]  同埋葬
[00:18:56.000 --> 00:18:58.000]  到起來的時候
[00:18:58.000 --> 00:19:01.000]  代表願意與耶穌一同復活
[00:19:01.000 --> 00:19:03.000]  與耶穌聯合
[00:19:03.000 --> 00:19:05.000]  與教會聯合
[00:19:05.000 --> 00:19:09.000]  什麼叫與耶穌基督聯合呢
[00:19:09.000 --> 00:19:14.000]  就是你一生是以基督為主
[00:19:14.000 --> 00:19:16.000]  一生的跟隨祂
[00:19:16.000 --> 00:19:19.000]  活出基督,見證祂
[00:19:19.000 --> 00:19:22.000]  教會這個信仰的群體一起
[00:19:22.000 --> 00:19:25.000]  同心合意,希望福音
[00:19:25.000 --> 00:19:27.000]  有一段的積聞
[00:19:27.000 --> 00:19:29.000]  我們經常都會讀的
[00:19:29.000 --> 00:19:31.000]  而且浸禮的時候
[00:19:31.000 --> 00:19:33.000]  很喜歡把哥林多後書
[00:19:33.000 --> 00:19:36.000]  五章十七節送給你們
[00:19:36.000 --> 00:19:39.000]  但是我們今天要看下去下面
[00:19:39.000 --> 00:19:41.000]  不如我們一起讀吧
[00:19:41.000 --> 00:19:44.000]  哥林多後書五章十七至十九節
[00:19:44.000 --> 00:19:46.000]  預備起
[00:19:46.000 --> 00:19:50.000]  若有人在基督裡,他就是新造的人
[00:19:50.000 --> 00:19:54.000]  舊事已過,都變成新的了
[00:19:54.000 --> 00:19:56.000]  一切都是出於神
[00:19:56.000 --> 00:20:00.000]  他藉著基督使我們與他和好
[00:20:00.000 --> 00:20:04.000]  由將勸人與他和好的積分賜給我們
[00:20:04.000 --> 00:20:06.000]  這就是神在基督裡
[00:20:06.000 --> 00:20:09.000]  叫世人與自己和好
[00:20:09.000 --> 00:20:13.000]  不將他們的過犯歸到他們身上
[00:20:13.000 --> 00:20:17.000]  並且將這和好的道理託付了我們
[00:20:17.000 --> 00:20:20.000]  我相信今天受浸的弟兄姊妹
[00:20:20.000 --> 00:20:23.000]  他們都可以很容易告訴你
