
[00:00:00.000 --> 00:00:03.740]  好,我們今天會開始一個新的系列
[00:02:57.880 --> 00:03:04.400]  這段經文的開始,先知以利亞就以一個突然來的方式登場
[00:03:04.400 --> 00:03:10.000]  經文沒有記載他出生是怎樣,也沒有記載他爸爸媽媽是誰
[00:03:10.000 --> 00:03:13.660]  只是說他是提斯比人以利亞
[00:03:13.660 --> 00:03:17.780]  提斯比是哪裡呢?提斯比就是在約旦河東的一個地方
[00:03:17.780 --> 00:03:22.040]  其實這個字本身的意思就是寄居者
[00:03:22.040 --> 00:03:28.700]  說得難聽一點,他只不過是一個偏遠山區,沒有什麼背景,沒有什麼地位的鄉下人
[00:03:28.700 --> 00:03:34.660]  但是他的名字,以利亞就一點也不能說得少,大家不知道有沒有卡片
[00:03:34.660 --> 00:03:40.360]  當你派卡片的時候,卡片上面寫著以利亞這個名字,什麼叫以利亞
[00:03:40.360 --> 00:03:45.800]  以利亞就是耶和華是我的神,猛不猛啊這個
[00:03:45.800 --> 00:03:50.900]  在當時一片全部都是拜巴力的情況之下,他派張卡片出來
[00:03:50.900 --> 00:03:57.160]  他說我就是耶和華是我的神,這個名字,以利亞
[00:03:57.160 --> 00:04:03.360]  以利亞強調侍奉這個永活的神,侍奉這個字在古代的國王裡面
[00:04:03.360 --> 00:04:08.340]  通常都是一些君王和神僕的尊用語
[00:04:08.340 --> 00:04:13.420]  就是告訴別人這些僕人來尊崇這個君王
[00:04:13.420 --> 00:04:17.880]  但是以利亞在阿哈的王宮裡面就大膽去宣告一件事
[00:04:17.880 --> 00:04:21.800]  我真正的君王不是阿哈,而是耶和華
[00:04:21.800 --> 00:04:26.500]  真正掌管天下的大局的,是天上的朝廷
[00:04:26.500 --> 00:04:29.660]  而不是撒瑪利亞的王宮
[00:04:29.660 --> 00:04:34.320]  當全以色列人都在高呼巴力是神的時候
[00:04:34.320 --> 00:04:37.680]  就在這個這麼離奇的時間
[00:04:37.680 --> 00:04:42.560]  在一個山區走了一個鄉下佬,走進了阿哈的王宮
[00:04:42.560 --> 00:04:45.560]  進行了一個非常直接的宣誓
[00:04:45.560 --> 00:04:49.920]  他說他侍奉的是誰呢?永活的耶和華
[00:04:49.920 --> 00:04:55.620]  他說了一件事很特別,他說這幾年如果我沒有命令或者我沒有祈禱的話
[00:04:55.620 --> 00:04:58.080]  天是不會降露,也不會下雨
[00:04:58.080 --> 00:05:02.940]  簡單來說就是如果我不祈禱,你也不用知道有一天會下雨
[00:05:02.940 --> 00:05:05.700]  這很明顯是一個和巴力的對比,為什麼呢?
[00:05:05.700 --> 00:05:09.680]  因為巴力就是一個掌管風雨雷電的神
[00:05:09.680 --> 00:05:12.620]  也是掌管死而復生的神
[00:05:12.620 --> 00:05:16.360]  因為冬天他就會死的,不知道是不是科直物那麼兒戲
[00:05:16.360 --> 00:05:19.080]  春天就會復活,就會下金林
[00:05:19.080 --> 00:05:23.520]  但是以利亞這個宣告就是擊中巴力崇拜的要害
[00:05:23.520 --> 00:05:27.380]  以色列王阿哈,你所敬拜的巴力
[00:05:27.380 --> 00:05:31.400]  如果真的那麼厲害,掌管風雨雷電的活神的話
[00:05:31.400 --> 00:05:35.620]  那現在我指著真正永活的耶和華宣告
[00:05:35.620 --> 00:05:39.560]  天一滴雨水都不會降下來
[00:05:39.560 --> 00:05:43.940]  除非我禱告,否則一滴雨你都不用想了
[00:05:43.940 --> 00:05:47.600]  不知道大家前一陣子有沒有經歷過英國的寒災呢?
[00:05:47.600 --> 00:05:52.960]  你家的後花園變成一個黃色的一帶枯草了沒有?
[00:05:52.960 --> 00:05:55.580]  我從來在英國住了那麼多年
[00:05:55.580 --> 00:06:00.100]  我沒見過整個英國會變成這次那樣
[00:06:00.100 --> 00:06:04.840]  我是前幾天第一次,兩個月之內第一次開雨傘
[00:06:04.840 --> 00:06:07.920]  我之前沒開過雨傘,當然是遮太陽
[00:06:07.920 --> 00:06:11.200]  我們男士很少遮太陽
[00:06:11.200 --> 00:06:14.980]  香港可能不一樣,但是這裡很少開雨傘遮太陽
[00:06:14.980 --> 00:06:17.980]  但是寒災的日子大家都經歷過
[00:06:17.980 --> 00:06:25.340]  甚至我們都試過所謂的祭祟,不讓你在花園裡淋花
[00:06:25.340 --> 00:06:29.420]  你要知道以利亞這樣其實是一個挑機的動作
[00:06:29.420 --> 00:06:33.700]  他要擊中崇拜巴力的一個要害
[00:06:33.700 --> 00:06:36.660]  但是以利亞這樣去宣告
[00:06:36.660 --> 00:06:40.380]  簡直是把自己放在阿哈王的刀鋒之下
[00:06:40.380 --> 00:06:42.580]  但是他宣誓完之後
[00:06:42.580 --> 00:06:46.180]  神母叫以利亞留在皇宮裡面大展拳腳
[00:06:46.180 --> 00:06:49.340]  又或者是給幾萬兵去推翻這個阿哈
[00:06:49.340 --> 00:06:52.340]  沒有,神反而出其意外地
[00:06:52.340 --> 00:06:54.300]  留意第二到第三節說什麼
[00:06:54.300 --> 00:06:55.260]  我們一起讀一讀
[00:06:55.260 --> 00:06:57.580]  十七章的第二到第三節請讀
[00:06:57.580 --> 00:07:00.340]  耶和華的話臨到以利亞說
[00:07:00.340 --> 00:07:03.660]  你離開這裡,向東去
[00:07:03.660 --> 00:07:07.580]  躲藏在約旦河東面的雞鴨批旁
[00:07:07.580 --> 00:07:10.660]  這裡說到以利亞好像逃走一樣
[00:07:10.660 --> 00:07:14.900]  躲藏的意思不是說有人追捕,怕得很,所以逃跑
[00:07:14.900 --> 00:07:17.860]  而是神讓這個先知隱藏起來
[00:07:17.860 --> 00:07:21.940]  這裡大概是說神不開心
[00:07:21.940 --> 00:07:23.940]  神憤怒
[00:07:23.940 --> 00:07:25.380]  神要審判
[00:07:25.380 --> 00:07:27.260]  上帝的審判是怎樣
[00:07:27.260 --> 00:07:30.740]  沉靜,叫先知不說話
[00:07:30.740 --> 00:07:33.020]  叫他離開這個公眾
[00:07:33.020 --> 00:07:35.260]  去抽離這個視野
[00:07:35.260 --> 00:07:39.180]  然後上帝的說話沉靜下來
[00:07:39.180 --> 00:07:41.100]  其實這是一個審判
[00:07:41.100 --> 00:07:43.700]  讓阿哈知道這次不是玩
[00:07:43.700 --> 00:07:49.180]  上帝認真去對待今天你搞成這樣的局面
[00:07:49.180 --> 00:07:50.860]  神要以利亞去哪裡呢
[00:07:50.860 --> 00:07:53.460]  要去基納溪旁
[00:07:53.460 --> 00:07:55.420]  這條其實在我神學院裡面
[00:07:55.420 --> 00:07:58.060]  考試裡面我唯一答錯一條聖經的問題
[00:07:58.060 --> 00:07:59.460]  我很記得這條
[00:07:59.460 --> 00:08:01.780]  我是拿爆燈的,當時聖經科
[00:08:01.780 --> 00:08:03.380]  吃聖經要去找朴士
[00:08:03.380 --> 00:08:05.060]  我不知道現在還有沒有是這樣
[00:08:05.060 --> 00:08:08.300]  我記得考英文試,考中文,又考聖經
[00:08:08.300 --> 00:08:09.980]  聖經裡面其中一條,他就問這條
[00:08:09.980 --> 00:08:12.220]  我答錯了一條溪的名字
[00:08:12.220 --> 00:08:14.660]  所以我很記得基納溪這個名字
[00:08:14.660 --> 00:08:18.020]  因為令我拿不到100分,就是這條
[00:08:18.020 --> 00:08:21.420]  基納這個意思其實是指分離的意思
[00:08:21.420 --> 00:08:26.780]  上帝要以利亞和當時的繁華的社會隔絕
[00:08:26.780 --> 00:08:30.020]  在那裡沒有皇宮的繁華,沒有紅包的掌聖
[00:08:30.020 --> 00:08:33.460]  也沒有社會網絡,你找不到網絡,你找不到WIFI
[00:08:33.460 --> 00:08:36.460]  甚至沒有固定的糧食去支援你
[00:08:36.460 --> 00:08:40.180]  而神要以利亞在那裡做些什麼呢
[00:08:40.180 --> 00:08:42.900]  去經歷上帝的供應
[00:08:42.900 --> 00:08:44.460]  你留意第十七章第四節
[00:08:44.460 --> 00:08:47.060]  他說:你要學那溪裡的水
[00:08:47.060 --> 00:08:48.980]  學了多久呢?因為都沒有水了
[00:08:48.980 --> 00:08:50.540]  大家有沒有見過那些水塘呢?
[00:08:50.540 --> 00:08:54.020]  在英國前一段時間,水塘都幾乎沒有水了
[00:08:54.020 --> 00:08:57.860]  我已經吩咐烏鴉在那裡供養你
[00:08:57.860 --> 00:09:00.060]  這裡其實就是非常奇怪
[00:09:00.060 --> 00:09:02.260]  大家有沒有見過烏鴉在英國?
[00:09:02.260 --> 00:09:02.980]  有啊
[00:09:02.980 --> 00:09:04.900]  有些人就說你見到烏鴉
[00:09:04.900 --> 00:09:08.980]  你那天就行衰運,你有沒有聽過這樣的說法?
[00:09:08.980 --> 00:09:10.260]  不是每個人都這樣想的
[00:09:10.260 --> 00:09:11.660]  有些人是相反的
[00:09:11.660 --> 00:09:12.460]  相反的就是說
[00:09:12.460 --> 00:09:14.740]  你見到烏鴉,那天你真的行衰運了
[00:09:14.740 --> 00:09:17.100]  你那天真的會走運了
[00:09:17.100 --> 00:09:18.580]  無論你信不信也好
[00:09:18.580 --> 00:09:21.780]  我們作為基督徒當然不會相信這樣的狀況
[00:09:21.780 --> 00:09:24.060]  但是如果根據利微記
[00:09:24.060 --> 00:09:28.540]  告訴我們烏鴉是屬於不潔淨的鳥類
[00:09:28.540 --> 00:09:30.580]  而且他們是極其貪婪的
[00:09:30.580 --> 00:09:32.300]  連自己的寶寶
[00:09:32.300 --> 00:09:34.460]  他都不餵,他都不會照料
[00:09:34.460 --> 00:09:37.860]  他怎麼會去照顧一個人呢?
[00:09:37.860 --> 00:09:38.740]  你明白嗎?
[00:09:38.740 --> 00:09:41.140]  這裡是說早和晚
[00:09:41.140 --> 00:09:43.980]  我不知道是不是同一隻烏鴉
[00:09:43.980 --> 00:09:47.740]  他早和晚都會擔點東西給以利亞
[00:09:47.740 --> 00:09:50.020]  一隻這麼自私的鳥類
[00:09:50.020 --> 00:09:54.380]  怎麼會這樣去幫一個人呢?
[00:09:54.380 --> 00:09:56.660]  這個簡直是很難想像
[00:09:56.660 --> 00:09:59.100]  但是上帝就是要以利亞經歷這件事
[00:09:59.100 --> 00:10:02.500]  這個場景是一次對以利亞初初登場的
[00:10:02.500 --> 00:10:05.060]  一個極其赤裸的信心的考驗
[00:10:05.060 --> 00:10:06.860]  以利亞必須會剝離了
[00:10:06.860 --> 00:10:13.300]  他作為以色列人對潔淨與不潔淨傳統文化的偏執
[00:10:13.300 --> 00:10:19.140]  他必須要剝離他經常對經濟供應的依賴
[00:10:19.140 --> 00:10:21.580]  他每天就坐在一條河那裡
[00:10:21.580 --> 00:10:22.460]  一條溪水
[00:10:22.460 --> 00:10:25.060]  越來越少水越來越少水的溪水那裡
[00:10:25.060 --> 00:10:28.780]  要每天早晚要等候一隻鳥類
[00:10:28.780 --> 00:10:31.740]  一隻烏鴉來擔點東西給他
[00:10:31.740 --> 00:10:33.940]  但是以利亞有沒有埋怨呢?
[00:10:33.940 --> 00:10:35.180]  留意第五節
[00:10:35.180 --> 00:10:38.940]  他說於是以利亞就要照著耶和華的話去行
[00:10:38.940 --> 00:10:43.460]  他將他自己的生命完全赤裸地交在上帝的手裡面
[00:10:43.460 --> 00:10:45.300]  離開了這個安全區
[00:10:45.300 --> 00:10:48.260]  接受神那個極為荒謬
[00:10:48.260 --> 00:10:52.740]  又好像完全沒有科學根據的一個供應
[00:10:52.740 --> 00:10:54.300]  這個真是我們意想不到
[00:10:54.300 --> 00:10:56.460]  原來上帝就是這麼奇妙
[00:10:56.460 --> 00:10:58.700]  在這個宣佈完旱災之後
[00:10:58.700 --> 00:11:00.820]  上帝要以利亞第一個命令
[00:11:00.820 --> 00:11:02.420]  不是去港島
[00:11:02.420 --> 00:11:06.380]  是要離開、躲起來去基納溪旁
[00:11:06.380 --> 00:11:09.380]  面對一個急劇惡化的局面
[00:11:09.380 --> 00:11:13.220]  上帝首先不是要他站出來
[00:11:13.220 --> 00:11:15.180]  而是要他躲起來
[00:11:15.180 --> 00:11:17.060]  在這個躲起來的裡面
[00:11:17.060 --> 00:11:19.100]  其實當然是操練他的勇敢
[00:11:19.100 --> 00:11:23.260]  和也操練他有沒有聽從上帝和等候上帝
[00:11:23.260 --> 00:11:24.740]  在基納溪旁
[00:11:24.740 --> 00:11:26.660]  他沒有聽眾的
[00:11:26.660 --> 00:11:28.020]  沒有事工
[00:11:28.020 --> 00:11:29.580]  只有寂靜
[00:11:29.580 --> 00:11:31.140]  只有都是安靜
[00:11:31.140 --> 00:11:33.780]  和等待烏鴉的供應食物
[00:11:33.780 --> 00:11:35.220]  以利亞必須要學習的
[00:11:35.220 --> 00:11:37.580]  就是專心聆聽上帝的聲音
[00:11:37.580 --> 00:11:39.300]  甘於在隱密處的裡面
[00:11:39.300 --> 00:11:41.340]  接受上帝的調教
[00:11:41.340 --> 00:11:44.820]  先從不潔的烏鴉去接受上帝奇妙的供應
[00:11:44.820 --> 00:11:47.300]  準備再去另一個地方
[00:11:47.300 --> 00:11:48.740]  一個不潔的地方
[00:11:48.740 --> 00:11:51.620]  接受一個婦人的供給
[00:11:51.620 --> 00:11:54.340]  我們剛才唱的一首歌叫做《每一天》
[00:11:54.340 --> 00:11:56.900]  這首歌其實是在1865年
[00:11:56.900 --> 00:12:01.340]  由一位瑞典的女詩人叫做桑德爾去作成的
[00:12:01.340 --> 00:12:02.740]  桑德爾的童年
[00:12:02.740 --> 00:12:03.780]  因為她病的緣故
[00:12:03.780 --> 00:12:05.180]  沒有辦法來到她
[00:12:05.180 --> 00:12:07.020]  好像普通人一樣走來走去
[00:12:07.020 --> 00:12:10.380]  經常只能留在她爸爸作為牧師的書房裡面
[00:12:10.380 --> 00:12:13.420]  慢慢來度過她的童年
[00:12:13.420 --> 00:12:15.660]  爸爸的背影和上帝的說話
[00:12:15.660 --> 00:12:18.420]  安撫了她的病痛的孤單
[00:12:18.420 --> 00:12:21.460]  也都令到她的靈命開始滋養
[00:12:21.460 --> 00:12:22.620]  在16歲那一年
[00:12:22.620 --> 00:12:24.020]  她寫下了一首
[00:12:24.020 --> 00:12:26.580]  很多時候當時瑞典兒童受洗的
[00:12:26.580 --> 00:12:29.460]  必唱的天賦的孩子的這首歌
[00:12:29.460 --> 00:12:31.740]  但是雖然她的才華開始顯露
[00:12:31.740 --> 00:12:33.980]  但是她從來都不會用她的全名
[00:12:33.980 --> 00:12:34.860]  去給人知道
[00:12:34.860 --> 00:12:36.420]  她只會用她的筆名
[00:12:36.420 --> 00:12:37.660]  她的筆名叫做
[00:12:37.660 --> 00:12:38.340]  LS
[00:12:38.340 --> 00:12:39.700]  就是Liz
[00:12:39.700 --> 00:12:40.060]  是不是?
[00:12:40.060 --> 00:12:40.740]  LS嘛
[00:12:40.740 --> 00:12:41.620]  不是Liz嗎?
[00:12:41.620 --> 00:12:43.060]  LS惠明
[00:12:43.060 --> 00:12:44.060]  後期呢
[00:12:44.060 --> 00:12:46.700]  她隨著她哥哥姐姐離開了家裡
[00:12:46.700 --> 00:12:49.420]  她成為了爸爸最得力的秘書
[00:12:49.420 --> 00:12:51.020]  在平靜的日子裡
[00:12:51.020 --> 00:12:52.940]  她和爸爸一齊來到她的服侍
[00:12:52.940 --> 00:12:54.140]  隨便很喜樂
[00:12:54.140 --> 00:12:56.700]  一直去到26歲那年
[00:12:56.700 --> 00:12:58.940]  一次的意外
[00:12:58.940 --> 00:13:01.260]  當時她和她爸爸一齊坐一條船
[00:13:01.260 --> 00:13:02.580]  她爸爸在甲板裡
[00:13:02.580 --> 00:13:04.620]  怎知那條船突然傾斜
[00:13:04.620 --> 00:13:07.180]  她就沿著甲板這樣掉進水裡
[00:13:07.180 --> 00:13:10.820]  瞬間就被冰冷的大海吞噬了
[00:13:10.820 --> 00:13:13.420]  她親眼目睹她這一切
[00:13:13.420 --> 00:13:15.940]  她親眼見到她爸爸離開這個世界
[00:13:15.940 --> 00:13:17.380]  26年
[00:13:17.380 --> 00:13:19.060]  那個形影不離的依賴
[00:13:19.060 --> 00:13:20.500]  在一夜之間
[00:13:20.500 --> 00:13:22.140]  就化為烏有
[00:13:22.140 --> 00:13:23.940]  在她最深切
[00:13:23.940 --> 00:13:26.140]  最無助的絕境裡面
[00:13:26.140 --> 00:13:28.820]  她失去了所有依靠的時間
[00:13:28.820 --> 00:13:31.380]  她選擇將她的難過
[00:13:31.380 --> 00:13:33.500]  將她對爸爸那種的思念
[00:13:33.500 --> 00:13:35.580]  化作一首詩歌
[00:13:35.580 --> 00:13:37.660]  就是《每一天》
[00:13:37.660 --> 00:13:38.380]  她寫
[00:13:38.380 --> 00:13:42.180]  每一天我所度過的每一刻
[00:13:42.180 --> 00:13:45.540]  我得著能力勝過思念
[00:13:45.540 --> 00:13:48.660]  地上的爸爸雖然離開這個世界
[00:13:48.660 --> 00:13:50.260]  但是天賦的慈愛
[00:13:50.260 --> 00:13:53.140]  就給他無限的力量和關愛
[00:13:53.140 --> 00:13:54.980]  成為了她在苦難的裡面
[00:13:54.980 --> 00:13:57.140]  最堅定的亮光
[00:13:57.140 --> 00:14:00.620]  在她失去了地上可以依靠的時候
[00:14:00.620 --> 00:14:02.740]  她唯一一個赤裸的信心
[00:14:02.740 --> 00:14:05.500]  就建在這個天賦那裡
[00:14:05.500 --> 00:14:06.260]  第二
[00:14:06.260 --> 00:14:07.380]  赤裸的信心
[00:14:07.380 --> 00:14:09.620]  是敢於在缺乏的裡面
[00:14:09.620 --> 00:14:11.700]  獻上自己的一切
[00:14:11.700 --> 00:14:13.700]  留意第十七章的第七節
[00:14:13.700 --> 00:14:14.580]  那裡告訴我們
[00:14:14.580 --> 00:14:17.260]  基納溪旁最後都沒有水
[00:14:17.260 --> 00:14:20.580]  接著上帝跟以利亞說什麼呢
[00:14:20.580 --> 00:14:21.780]  我們一起讀一讀第九節
[00:14:21.780 --> 00:14:26.260]  請讀
[00:14:26.260 --> 00:14:28.500]  往西頓的撒勒法去
[00:14:28.500 --> 00:14:29.700]  住在那裡
[00:14:29.700 --> 00:14:33.740]  我已吩咐那裡的一個寡婦供養你
[00:14:33.740 --> 00:14:35.500]  我想你留意聖經告訴我們
[00:14:35.500 --> 00:14:38.620]  現在以利亞又有另一個行程
[00:14:38.620 --> 00:14:39.820]  她去完皇宮
[00:14:39.820 --> 00:14:41.700]  然後去了基納溪水旁
[00:14:41.700 --> 00:14:43.340]  現在再有一個行程
[00:14:43.340 --> 00:14:45.860]  就去了撒勒法這個地方
[00:14:45.860 --> 00:14:46.940]  這裡是哪裡呢
[00:14:46.940 --> 00:14:49.860]  這個地方其實就是西頓的一個地方
[00:14:49.860 --> 00:14:51.460]  大家記不記得我剛才叫你說
[00:14:51.460 --> 00:14:52.460]  如果你有三個女兒
[00:14:52.460 --> 00:14:54.180]  或者有一個孫女
[00:14:54.180 --> 00:14:55.940]  千萬不要改什麼名字
[00:14:55.940 --> 00:14:57.300]  耶誓別
[00:14:57.300 --> 00:14:58.420]  耶誓別是哪裡來的
[00:14:58.420 --> 00:15:00.260]  它就是在西頓這個地方
[00:15:00.260 --> 00:15:03.140]  即是現在以利亞去的這個地方
[00:15:03.140 --> 00:15:04.540]  如果你是以利亞
[00:15:04.540 --> 00:15:05.380]  聽到這個消息
[00:15:05.380 --> 00:15:07.020]  不知道你有什麼反應
[00:15:07.020 --> 00:15:07.740]  什麼話上帝
[00:15:07.740 --> 00:15:08.460]  你要我去哪裡
[00:15:08.460 --> 00:15:09.700]  你再說一次
[00:15:09.700 --> 00:15:11.740]  西頓
[00:15:11.740 --> 00:15:13.020]  不就是那個耶誓別
[00:15:13.020 --> 00:15:16.420]  那個最邪惡的女人的老家的家鄉
[00:15:16.420 --> 00:15:17.300]  你要我去那裡做什麼
[00:15:17.300 --> 00:15:18.660]  挑機
[00:15:18.660 --> 00:15:22.140]  和巴力來一場大戰
[00:15:22.140 --> 00:15:23.540]  上帝給她的吩咐就是
[00:15:23.540 --> 00:15:26.660]  去那裡接受另一個的供養
[00:15:26.660 --> 00:15:28.660]  烏鴉供養完她之後
[00:15:28.660 --> 00:15:30.220]  現在就去另一個地方
[00:15:30.220 --> 00:15:32.620]  亦都是一個愛邦不潔的地方
[00:15:32.620 --> 00:15:35.660]  這次竟然是去耶誓別的老家
[00:15:35.660 --> 00:15:39.420]  那裡去接受一個寡婦的供養
[00:15:39.420 --> 00:15:41.980]  你要知道寡婦在當時的社會
[00:15:41.980 --> 00:15:43.500]  是最底層來的
[00:15:43.500 --> 00:15:45.100]  甚至是最貧窮
[00:15:45.100 --> 00:15:46.220]  最弱勢的
[00:15:46.220 --> 00:15:48.300]  沒有保護的一群
[00:15:48.300 --> 00:15:51.660]  上帝沒有叫以利亞去西頓找一個有錢的女人
[00:15:51.660 --> 00:15:55.140]  甚至沒有叫她在皇宮裡面去找靠衣
[00:15:55.140 --> 00:15:58.940]  反而去一個朝不保夕的寡婦那裡
[00:15:58.940 --> 00:16:01.540]  你想想當以利亞收到這個信息之後
[00:16:01.540 --> 00:16:02.700]  她在想什麼呢
[00:16:02.700 --> 00:16:03.860]  不是吧 上帝
[00:16:03.860 --> 00:16:06.180]  去西頓我們已經接受不了
[00:16:06.180 --> 00:16:08.060]  然後還要去寡婦那裡
[00:16:08.060 --> 00:16:11.300]  寡婦可以提供什麼供養給你
[00:16:11.300 --> 00:16:13.100]  她自己都還沒有接受
[00:16:13.100 --> 00:16:15.260]  結果以利亞真是聽話
[00:16:15.260 --> 00:16:16.860]  你留意第十到第十一節
[00:16:16.860 --> 00:16:18.380]  我們讀一讀第十到第十一節
[00:16:18.380 --> 00:16:18.860]  請讀
[00:16:18.860 --> 00:16:22.020]  城門口的時候
[00:16:22.020 --> 00:16:25.660]  就看見一個寡婦在那裡查
[00:16:25.660 --> 00:16:27.140]  以利亞呼叫她
[00:16:27.140 --> 00:16:30.180]  說請你用器皿取點水來
[00:16:30.180 --> 00:16:31.300]  給我喝
[00:16:31.300 --> 00:16:33.060]  她去取水的時候
[00:16:33.060 --> 00:16:34.780]  以利亞又呼叫她
[00:16:34.780 --> 00:16:38.580]  說請你也給我拿點餅來
[00:16:38.580 --> 00:16:41.860]  以利亞竟然之間做了什麼要求呢
[00:16:41.860 --> 00:16:44.140]  她認出這個寡婦
[00:16:44.140 --> 00:16:46.820]  應該就是耶和華安排的這個寡婦
[00:16:46.820 --> 00:16:48.380]  所以她提出一個要求
[00:16:48.380 --> 00:16:50.700]  這個要求真的很殘酷
[00:16:50.700 --> 00:16:53.220]  因為當時又旱災
[00:16:53.220 --> 00:16:54.900]  食物都沒有了
[00:16:54.900 --> 00:16:57.780]  水和食物比黃金還要貴 我相信
[00:16:57.780 --> 00:17:00.460]  寡婦竟然聽到
[00:17:00.460 --> 00:17:02.700]  你要我給你吃東西
[00:17:02.700 --> 00:17:03.940]  她的反應是什麼呢
[00:17:03.940 --> 00:17:04.780]  留意第十二節
[00:17:04.780 --> 00:17:06.820]  她說我只做永活的事
[00:17:06.820 --> 00:17:08.780]  在你面前起勢
[00:17:08.780 --> 00:17:10.660]  我沒有餅
[00:17:10.660 --> 00:17:14.100]  缸裡面只有一板面
[00:17:14.100 --> 00:17:15.420]  而且還有一點油
[00:17:15.420 --> 00:17:17.580]  你看看我現在撿兩斤柴
[00:17:17.580 --> 00:17:20.580]  回家去餵我和我兒子做餅
[00:17:20.580 --> 00:17:23.300]  我們吃了等死吧
[00:17:23.300 --> 00:17:24.660]  這個婦人
[00:17:24.660 --> 00:17:28.380]  其實她是指著永活的耶和華起勢
[00:17:28.380 --> 00:17:30.180]  即是表明其實她認得出
[00:17:30.180 --> 00:17:32.740]  以利亞是以色列的先至
[00:17:32.740 --> 00:17:33.900]  還有第二
[00:17:33.900 --> 00:17:36.700]  她雖然是一個西頓內邦的女人
[00:17:36.700 --> 00:17:39.620]  但是她應該似乎認識耶和華
[00:17:39.620 --> 00:17:42.140]  雖然可能只是淺層的認識
[00:17:42.140 --> 00:17:44.420]  但是她描述給我們見到
[00:17:44.420 --> 00:17:48.540]  她應該對耶和華是有淺層的認識
[00:17:48.540 --> 00:17:50.580]  她說到她自己的家庭狀況是怎樣
[00:17:50.580 --> 00:17:51.460]  她有什麼寫
[00:17:51.460 --> 00:17:52.420]  姐妹你見不見到
[00:17:52.420 --> 00:17:53.380]  一板面
[00:17:53.380 --> 00:17:54.660]  希伯來文的意思是
[00:17:54.660 --> 00:17:56.300]  用你的手掌拿出來
[00:17:56.300 --> 00:17:58.780]  然後那些面就放在你的手掌中心
