
[00:00:00.000 --> 00:00:04.000]  我們在座的每一位
[00:08:59.000 --> 00:09:01.000]  原本是叫人
[00:09:01.000 --> 00:09:04.000]  什麼身份
[00:09:04.000 --> 00:09:06.000]  什麼地位
[00:09:06.000 --> 00:09:08.000]  什麼尊嚴
[00:09:08.000 --> 00:09:12.000]  都要剝到完全
[00:09:12.000 --> 00:09:16.000]  一點尊嚴都沒有剩下的情況
[00:09:16.000 --> 00:09:19.000]  掛在十字架上的這種羞辱
[00:09:19.000 --> 00:09:23.000]  卻是成為了戰勝
[00:09:23.000 --> 00:09:29.000]  這個掌權者、執政者的一個象徵
[00:09:29.000 --> 00:09:31.000]  一個力量
[00:09:31.000 --> 00:09:37.000]  就是我們所天天仰望的十字架
[00:09:37.000 --> 00:09:42.000]  和釘在十字架的救主
[00:09:42.000 --> 00:09:47.000]  織著十字架
[00:09:47.000 --> 00:09:51.000]  我們已經得勝了
[00:09:51.000 --> 00:09:53.000]  頂姊妹
[00:09:53.000 --> 00:09:55.000]  一開始我已經問大家
[00:09:55.000 --> 00:09:59.000]  你覺不覺得自己是得勝呢?
[00:09:59.000 --> 00:10:10.000]  你能不能夠靠著耶穌來跨勝呢?
[00:10:10.000 --> 00:10:13.000]  想深一層
[00:10:13.000 --> 00:10:16.000]  想深一層
[00:10:16.000 --> 00:10:19.000]  我們知道
[00:10:19.000 --> 00:10:22.000]  未必是
[00:10:22.000 --> 00:10:26.000]  但是勝過什麼呢?
[00:10:26.000 --> 00:10:28.000]  保羅的時代
[00:10:28.000 --> 00:10:30.000]  他比喻一個羅馬帝國
[00:10:30.000 --> 00:10:32.000]  將那個意思反過來
[00:10:32.000 --> 00:10:36.000]  原本是帝國的就變成了戰俘
[00:10:36.000 --> 00:10:38.000]  原本是帝國的
[00:10:38.000 --> 00:10:41.000]  那個羅馬帝國的執政者、掌權者
[00:10:41.000 --> 00:10:43.000]  現在變成了戰俘
[00:10:43.000 --> 00:10:45.000]  是戰敗者
[00:10:45.000 --> 00:10:47.000]  原本是掛在十字架的
[00:10:47.000 --> 00:10:50.000]  是耶穌基督被羞辱的
[00:10:50.000 --> 00:10:52.000]  他成為了得勝的君王
[00:10:52.000 --> 00:10:55.000]  你憑什麼這樣說呢?
[00:10:55.000 --> 00:10:58.000]  你是阿Q而已
[00:10:58.000 --> 00:11:01.000]  你是自己小群
[00:11:01.000 --> 00:11:03.000]  一小撮的基督徒
[00:11:03.000 --> 00:11:04.000]  躲在那裡
[00:11:04.000 --> 00:11:06.000]  自己互相安慰
[00:11:06.000 --> 00:11:08.000]  安慰說
[00:11:08.000 --> 00:11:10.000]  我們的得勝君王耶穌基督
[00:11:10.000 --> 00:11:12.000]  死在十字架已經復活了
[00:11:12.000 --> 00:11:14.000]  所以我們戰勝一切了
[00:11:14.000 --> 00:11:16.000]  基督徒
[00:11:16.000 --> 00:11:20.000]  是一群完全沒有世上勢力的人
[00:11:20.000 --> 00:11:22.000]  你憑什麼說
[00:11:22.000 --> 00:11:26.000]  你已經得勝執政者、掌權者?
[00:11:26.000 --> 00:11:28.000]  你說不未必
[00:11:28.000 --> 00:11:30.000]  保羅是在說真正的
[00:11:30.000 --> 00:11:34.000]  羅馬帝國的執政者、掌權者
[00:11:34.000 --> 00:11:38.000]  他說的是其他的
[00:11:38.000 --> 00:11:40.000]  想一想
[00:11:40.000 --> 00:11:42.000]  會不會完全不是呢?
[00:11:42.000 --> 00:11:44.000]  我都不敢說完全不是
[00:11:44.000 --> 00:11:47.000]  放在第一世紀的處境裡
[00:11:47.000 --> 00:11:49.000]  你活在一個羅馬政權
[00:11:49.000 --> 00:11:54.000]  被逼迫的羅馬威權裡
[00:11:54.000 --> 00:11:56.000]  明明在用的譬如
[00:11:56.000 --> 00:11:57.000]  海船的行列
[00:11:57.000 --> 00:11:59.000]  大家都知道的
[00:11:59.000 --> 00:12:01.000]  怎麼會不是在說羅馬帝國
[00:12:01.000 --> 00:12:04.000]  拿來諷刺呢?
[00:12:04.000 --> 00:12:06.000]  不是阿Q
[00:12:06.000 --> 00:12:09.000]  保羅是在用的
[00:12:09.000 --> 00:12:14.000]  基督徒真的可以戰勝羅馬帝國
[00:12:14.000 --> 00:12:18.000]  基督徒真的不怕強國
[00:12:18.000 --> 00:12:22.000]  不怕強國的威權
[00:12:22.000 --> 00:12:26.000]  不怕世界上一切有勢力的帝國
[00:12:26.000 --> 00:12:29.000]  或者好像帝國一樣
[00:12:29.000 --> 00:12:35.000]  集團式的、壟斷的、侵蝕的、壓迫的
[00:12:35.000 --> 00:12:41.000]  叫你沒有說話可以表達自己的心聲
[00:12:41.000 --> 00:12:44.000]  叫你硬硬向他低頭
[00:12:44.000 --> 00:12:46.000]  什麼是壓迫呢?
[00:12:46.000 --> 00:12:49.000]  壓迫就是說你在他的統治
[00:12:49.000 --> 00:12:51.000]  他的威嚇、威權裡
[00:12:51.000 --> 00:12:54.000]  你失去了自己的信心
[00:12:54.000 --> 00:12:59.000]  你失去了做人的基本、堅定的信念
[00:12:59.000 --> 00:13:03.000]  你覺得需要遷就這個局勢
[00:13:03.000 --> 00:13:05.000]  你需要遷就那個形態
[00:13:05.000 --> 00:13:12.000]  你需要遷就社會的這種氛圍
[00:13:12.000 --> 00:13:16.000]  你需要遷就現在的形勢怎麼變
[00:13:16.000 --> 00:13:20.000]  審時度勢來活
[00:13:20.000 --> 00:13:26.000]  因為你只不過是小群而已
[00:13:26.000 --> 00:13:31.000]  基督徒面對著羅馬帝國
[00:13:31.000 --> 00:13:34.000]  帝國般的權勢的時候
[00:13:34.000 --> 00:13:41.000]  我們能夠像保羅所說的
[00:13:41.000 --> 00:13:45.000]  能夠勝過執政者、掌權者
[00:13:45.000 --> 00:13:50.000]  解除他們的權勢嗎?
[00:13:50.000 --> 00:13:52.000]  說吧!
[00:13:52.000 --> 00:13:57.000]  自我安慰吧!
[00:13:57.000 --> 00:14:07.000]  頂姐妹,我們信基督,信得很悲哀嗎?
[00:14:07.000 --> 00:14:10.000]  有沒有人反對?
[00:14:10.000 --> 00:14:15.000]  其實我們信基督,信得很悲哀嗎?
[00:14:15.000 --> 00:14:19.000]  我正在羞辱你們的信仰
[00:14:19.000 --> 00:14:21.000]  不好意思,我突然間跳進去
[00:14:21.000 --> 00:14:24.000]  如果有人這樣羞辱我們的信仰
[00:14:24.000 --> 00:14:28.000]  你信基督嗎?
[00:14:28.000 --> 00:14:32.000]  有用嗎?
[00:14:32.000 --> 00:14:35.000]  你們只不過是自我安慰
[00:14:35.000 --> 00:14:39.000]  一群無權無勢的人
[00:14:39.000 --> 00:14:43.000]  你們還肯信基督嗎?
[00:14:43.000 --> 00:14:49.000]  願意的請舉手
[00:14:49.000 --> 00:14:55.000]  真的願意嗎?
[00:14:55.000 --> 00:15:00.000]  只不過是一群無權無勢的人
[00:15:00.000 --> 00:15:02.000]  保羅可能
[00:15:02.000 --> 00:15:06.000]  除了說這些外在的權勢
[00:15:06.000 --> 00:15:08.000]  甚至我們進一步說
[00:15:08.000 --> 00:15:12.000]  無形的意識形態那種力量
[00:15:12.000 --> 00:15:15.000]  保羅進一步的
[00:15:15.000 --> 00:15:19.000]  是真的一個無形的意識形態
[00:15:19.000 --> 00:15:22.000]  或者無形的一股力量
[00:15:22.000 --> 00:15:28.000]  是深深地滲透在我們的血液
[00:15:28.000 --> 00:15:31.000]  我們的思想裏面
[00:15:31.000 --> 00:15:33.000]  當我們覺得
[00:15:33.000 --> 00:15:38.000]  有些微覺得信基督是不夠的時候
[00:15:38.000 --> 00:15:40.000]  當我們覺得信基督
[00:15:40.000 --> 00:15:45.000]  好像不夠抵擋那種外在壓迫的時候
[00:15:45.000 --> 00:15:47.000]  當我們覺得信基督
[00:15:47.000 --> 00:15:50.000]  連自己都保不住的時候
[00:15:50.000 --> 00:15:52.000]  當我們信基督覺得自己
[00:15:52.000 --> 00:15:54.000]  其實基督徒都很懦弱
[00:15:54.000 --> 00:15:55.000]  很軟弱
[00:15:55.000 --> 00:15:59.000]  常常困住一些罪惡裏面
[00:15:59.000 --> 00:16:02.000]  沒什麼力量的時候
[00:16:02.000 --> 00:16:06.000]  我們就會需要添加一些東西
[00:16:06.000 --> 00:16:08.000]  除了信基督之外
[00:16:08.000 --> 00:16:11.000]  我們覺得可以添加某些東西
[00:16:11.000 --> 00:16:13.000]  添加某種信仰的特質
[00:16:13.000 --> 00:16:18.000]  添加某種的體驗
[00:16:18.000 --> 00:16:20.000]  在哥羅西的背景裏面
[00:16:20.000 --> 00:16:22.000]  我們知道保羅一直在說
[00:16:22.000 --> 00:16:24.000]  有一批人
[00:16:24.000 --> 00:16:26.000]  有一批信徒
[00:16:26.000 --> 00:16:30.000]  隨從了一些世俗的小學
[00:16:30.000 --> 00:16:33.000]  隨從了一些我們所說的
[00:16:33.000 --> 00:16:35.000]  聖經裏面所提到的
[00:16:35.000 --> 00:16:38.000]  一些空洞的
[00:16:38.000 --> 00:16:40.000]  沒什麼力量的
[00:16:40.000 --> 00:16:42.000]  一些傳統的學說
[00:16:42.000 --> 00:16:44.000]  所謂空洞
[00:16:44.000 --> 00:16:47.000]  等你需要用到它的時候
[00:16:47.000 --> 00:16:50.000]  它就沒什麼力量了
[00:16:50.000 --> 00:16:53.000]  一些可能很高深的道理
[00:16:53.000 --> 00:16:57.000]  很深的說法、學說
[00:16:57.000 --> 00:17:01.000]  真的面對權勢的時候
[00:17:01.000 --> 00:17:04.000]  面對這種power的時候
[00:17:04.000 --> 00:17:07.000]  就是懦弱到不得了
[00:17:07.000 --> 00:17:11.000]  完全用不上力
[00:17:11.000 --> 00:17:15.000]  但是當時有基督徒
[00:17:15.000 --> 00:17:19.000]  聽到有這樣的教導
[00:17:19.000 --> 00:17:22.000]  如果信基督不夠
[00:17:22.000 --> 00:17:28.000]  在基督裏面仍然未夠充足豐盛的話
[00:17:28.000 --> 00:17:32.000]  你所爭的就是
[00:17:32.000 --> 00:17:35.000]  你要操練自己
[00:17:35.000 --> 00:17:37.000]  刻苦己身
[00:17:37.000 --> 00:17:40.000]  來禁食、來苦待自己
[00:17:40.000 --> 00:17:44.000]  以致你可能可以有更深的體驗
[00:17:44.000 --> 00:17:47.000]  會進入一個更高的境界裏面
[00:17:47.000 --> 00:17:49.000]  去敬拜上帝
[00:17:49.000 --> 00:17:51.000]  能夠在那個境界
[00:17:51.000 --> 00:17:53.000]  敬拜到最高的神
[00:17:53.000 --> 00:17:55.000]  好像天使一樣
[00:17:55.000 --> 00:17:57.000]  同敬拜
[00:17:57.000 --> 00:17:59.000]  在天界裏面
[00:17:59.000 --> 00:18:01.000]  在天那裏來敬拜神
[00:18:01.000 --> 00:18:04.000]  你能夠身在地獄的心靈
[00:18:04.000 --> 00:18:07.000]  似乎進入這樣的情況
[00:18:07.000 --> 00:18:10.000]  你可能是與天使同敬拜
[00:18:10.000 --> 00:18:12.000]  可能他有自由講話
[00:18:12.000 --> 00:18:15.000]  可能可以來拜天使
[00:18:15.000 --> 00:18:18.000]  因為天使成為我們的媒介
[00:18:18.000 --> 00:18:25.000]  天使好像掌著天地的一些要門
[00:18:25.000 --> 00:18:28.000]  好像我們聖經所說
[00:18:28.000 --> 00:18:31.000]  世俗的小學英文翻譯成
[00:18:31.000 --> 00:18:34.000]  Elementary Spirits
[00:18:34.000 --> 00:18:38.000]  是一些基本的元素
[00:18:38.000 --> 00:18:41.000]  它說在希臘羅馬世界裏面
[00:18:41.000 --> 00:18:45.000]  有一種火、水、土、風
[00:18:45.000 --> 00:18:50.000]  聽起來很像我們中國人的五行學說
[00:18:50.000 --> 00:18:52.000]  陰陽五行
[00:18:52.000 --> 00:18:56.000]  你只要能夠明白陰陽五行的運作
[00:18:56.000 --> 00:18:59.000]  你能夠打通天地
[00:18:59.000 --> 00:19:05.000]  你只要能夠掌握這種神秘的經驗
[00:19:05.000 --> 00:19:11.000]  你就能夠在基督裏面
[00:19:11.000 --> 00:19:15.000]  基督在添加這個經驗裏面
[00:19:15.000 --> 00:19:20.000]  你就能夠摸著信仰的實質
[00:19:20.000 --> 00:19:27.000]  都好像不錯
[00:19:27.000 --> 00:19:31.000]  只要加一些更加深的屬靈的經驗
[00:19:31.000 --> 00:19:35.000]  做多一些某些的練習
[00:19:35.000 --> 00:19:39.000]  你就可以更加在基督裏
[00:19:39.000 --> 00:19:43.000]  保羅指出不是這樣
[00:19:43.000 --> 00:19:50.000]  這些都是去到用的時候就泡的
[00:19:50.000 --> 00:19:53.000]  毫無作用的
[00:19:53.000 --> 00:19:56.000]  什麼叫泡的呢?
[00:19:56.000 --> 00:19:59.000]  就是黏肥啊
[00:19:59.000 --> 00:20:03.000]  或者是不實淨的
[00:20:03.000 --> 00:20:08.000]  真的用的時候就沒什麼作用了
[00:20:08.000 --> 00:20:12.000]  什麼是令我們的生命不是泡的呢?
[00:20:12.000 --> 00:20:16.000]  什麼是叫我們真正能夠跨性的呢?
[00:20:16.000 --> 00:20:21.000]  我們不單止對著執政者掌權者的外界可見
[00:20:21.000 --> 00:20:25.000]  甚至對著我們內心纏繞我們的
[00:20:25.000 --> 00:20:29.000]  我們都能夠跨性是什麼呢?
[00:20:29.000 --> 00:20:32.000]  我們很多時候想跨性
[00:20:32.000 --> 00:20:35.000]  卻是卻步,卻是退了下來
[00:20:35.000 --> 00:20:38.000]  因為事實上我們知道
[00:20:38.000 --> 00:20:40.000]  我們說得好響都好
[00:20:40.000 --> 00:20:43.000]  阿基里在這裏說得好響
[00:20:43.000 --> 00:20:45.000]  說得好響
[00:20:45.000 --> 00:20:48.000]  但現實裏面,我們基督徒生活裏面
[00:20:48.000 --> 00:20:53.000]  我們卻是常常經歷軟弱和失敗的
[00:20:53.000 --> 00:20:55.000]  我們懦弱的
[00:20:55.000 --> 00:20:57.000]  我們應該出聲沒有出聲
[00:20:57.000 --> 00:20:59.000]  應該不做的事我們做
[00:20:59.000 --> 00:21:02.000]  應該不要的壞習慣我們有
[00:21:02.000 --> 00:21:05.000]  應該去愛人我們沒有力愛
[00:21:05.000 --> 00:21:09.000]  應該有智慧的判斷我們就在那裏摸摸
[00:21:09.000 --> 00:21:12.000]  我們不應該做的事我們做了
[00:21:12.000 --> 00:21:14.000]  我們裏面對一些恩秦的
[00:21:14.000 --> 00:21:16.000]  我們對一些習慣的
[00:21:16.000 --> 00:21:17.000]  我們對一些社會的風氣
[00:21:17.000 --> 00:21:19.000]  我們是沒有判斷力的
[00:21:19.000 --> 00:21:24.000]  我們這班基督徒是沒有什麼用的
[00:21:24.000 --> 00:21:27.000]  你說跨性
[00:21:27.000 --> 00:21:31.000]  我們常常就不能夠跨性
[00:21:31.000 --> 00:21:33.000]  我們這些不能夠跨性
[00:21:33.000 --> 00:21:37.000]  是從很多方面累積而來的
[00:21:37.000 --> 00:21:39.000]  我們有些奴性
[00:21:39.000 --> 00:21:42.000]  有時我們是一種病態裏面
[00:21:42.000 --> 00:21:46.000]  心靈裏面沒有跨性過的問題
[00:21:46.000 --> 00:21:50.000]  我們一次又一次的知道
[00:21:50.000 --> 00:21:55.000]  我們纏繞在某些罪裏面
[00:21:55.000 --> 00:21:59.000]  我們的過去有不光彩的地方
[00:21:59.000 --> 00:22:01.000]  有跌倒
[00:22:01.000 --> 00:22:03.000]  有傷痛
[00:22:03.000 --> 00:22:07.000]  我們有婚姻裏面的掙扎和失敗
[00:22:07.000 --> 00:22:09.000]  我們有教養子女
[00:22:09.000 --> 00:22:11.000]  教養子女不聽話
[00:22:11.000 --> 00:22:12.000]  子女責我們
[00:22:12.000 --> 00:22:14.000]  子女看不起我們
[00:22:14.000 --> 00:22:16.000]  子女覺得我們虛假
[00:22:16.000 --> 00:22:18.000]  假冒為善
[00:22:18.000 --> 00:22:21.000]  你覺得你做基督徒這個爸爸
[00:22:21.000 --> 00:22:27.000]  是沒有什麼值得去羨慕的
[00:22:27.000 --> 00:22:30.000]  如果你信我就不信
[00:22:30.000 --> 00:22:34.000]  我們可能有這些我們覺得叛逆的細蚊仔
[00:22:34.000 --> 00:22:37.000]  但我們又不是很有勇氣面對
[00:22:37.000 --> 00:22:41.000]  因為我們自己內心都怯
[00:22:41.000 --> 00:22:46.000]  我們都不夠勇氣在主裏面那種信心
[00:22:46.000 --> 00:22:49.000]  我們有貪婪
[00:22:49.000 --> 00:22:52.000]  我們有冷漠
[00:22:52.000 --> 00:22:55.000]  那些擄掠我們的東西
[00:22:55.000 --> 00:22:57.000]  是在四周圍
[00:22:57.000 --> 00:23:00.000]  如果我們叫擄掠的這些權勢
[00:23:00.000 --> 00:23:03.000]  我們用英文叫 Powers
[00:23:03.000 --> 00:23:05.000]  Principalities and Powers
[00:23:05.000 --> 00:23:08.000]  就是在這裏執政掌權者
[00:23:08.000 --> 00:23:10.000]  這些Powers我們可以直接明白
[00:23:10.000 --> 00:23:12.000]  是一些力量
[00:23:12.000 --> 00:23:14.000]  是一些權力
[00:23:14.000 --> 00:23:16.000]  是一些權勢
[00:23:16.000 --> 00:23:22.000]  是一種奴役的一種無形的一種氛圍
[00:23:22.000 --> 00:23:26.000]  這些東西是捉住我們
[00:23:26.000 --> 00:23:31.000]  令到我們不可以活出光彩和神的形象
[00:23:31.000 --> 00:23:35.000]  這些東西捉住我們
[00:23:35.000 --> 00:23:39.000]  這些我們很多都經歷
[00:23:39.000 --> 00:23:41.000]  有時人生很慘
[00:23:41.000 --> 00:23:43.000]  我們都認識一些基督徒
[00:23:43.000 --> 00:23:46.000]  可以是上癮的
[00:23:46.000 --> 00:23:48.000]  在網頁上高
[00:23:48.000 --> 00:23:50.000]  在手機裏面
[00:23:50.000 --> 00:23:53.000]  有些基督徒我們可以在什麼裏面呢?
[00:23:53.000 --> 00:23:55.000]  我們可以抑鬱的
[00:23:55.000 --> 00:23:58.000]  我們抑鬱到一個地步
[00:23:58.000 --> 00:24:01.000]  我們抑鬱到起不了身
[00:24:01.000 --> 00:24:03.000]  是基督徒來的
[00:24:03.000 --> 00:24:07.000]  我們怎敢說我們跨性呢?
[00:24:07.000 --> 00:24:11.000]  我們很多在病痛裏面失去方向
[00:24:11.000 --> 00:24:15.000]  我們在病痛裏面不知道基督在哪裏
[00:24:15.000 --> 00:24:18.000]  我們是崩潰了
[00:24:18.000 --> 00:24:23.000]  我們在婚姻關係裏面沒有出路
[00:24:23.000 --> 00:24:25.000]  我們的性格
[00:24:25.000 --> 00:24:26.000]  我們的矛盾
[00:24:26.000 --> 00:24:28.000]  我們的錯誤
[00:24:28.000 --> 00:24:29.000]  我們的挑剔
[00:24:29.000 --> 00:24:30.000]  我們的無奈
[00:24:30.000 --> 00:24:32.000]  我們的限制
[00:24:32.000 --> 00:24:34.000]  我們是肉身
[00:24:34.000 --> 00:24:36.000]  我們活在肉身裏面
[00:24:36.000 --> 00:24:39.000]  我們活在罪身裏面
[00:24:39.000 --> 00:24:42.000]  我們活在肉體的牽扯
[00:24:42.000 --> 00:24:47.000]  情慾的單詞裏面
[00:24:47.000 --> 00:24:49.000]  婦女裏面
[00:24:49.000 --> 00:24:53.000]  我怎敢說自己跨性呢?
[00:24:53.000 --> 00:24:56.000]  再問多一次
