
[00:00:00.000 --> 00:00:01.800]  在新年期間
[00:01:20.680 --> 00:01:24.680]  施比受更為有福
[00:01:24.680 --> 00:01:28.040]  我覺得一個神 如果是真的神
[00:01:29.000 --> 00:01:30.240]  如果是真的神
[00:01:30.240 --> 00:01:32.440]  他應該讓給別人
[00:01:32.440 --> 00:01:34.520]  如果是好東西就讓給別人
[00:01:34.520 --> 00:01:36.280]  你先去吧 你先去吧
[00:01:36.280 --> 00:01:37.880]  有得坐嗎 你先坐吧
[00:01:37.880 --> 00:01:41.280]  這是聖經裡面的教導
[00:01:41.280 --> 00:01:43.280]  施比受更為有福
[00:01:43.280 --> 00:01:45.520]  我們今天來看一看
[00:01:45.520 --> 00:01:48.080]  預言這種風氣
[00:01:48.080 --> 00:01:49.960]  繼續不斷
[00:01:49.960 --> 00:01:55.200]  離慢著整個2012年後半年的時間
[00:01:55.520 --> 00:01:59.720]  報紙經常賣到2012年12月21日
[00:01:59.720 --> 00:02:00.880]  過了
[00:02:00.880 --> 00:02:02.640]  他們說那天是什麼
[00:02:02.640 --> 00:02:03.960]  世界末日
[00:02:03.960 --> 00:02:05.000]  沒了
[00:02:05.000 --> 00:02:08.080]  但沒了會不會令這些預言沒了呢
[00:02:08.080 --> 00:02:08.960]  不會的
[00:02:08.960 --> 00:02:13.080]  你聽一下這些升上學家
[00:02:13.080 --> 00:02:14.520]  占卜那些人
[00:02:14.520 --> 00:02:16.680]  繼續不斷在說
[00:02:16.680 --> 00:02:18.440]  接下來這一年會怎樣怎樣
[00:02:18.440 --> 00:02:21.120]  但我們奇怪的是
[00:02:21.120 --> 00:02:23.120]  這些預言
[00:02:23.600 --> 00:02:28.600]  竟然繼續不斷在教會裡面越來越流行
[00:02:28.600 --> 00:02:30.200]  而帶來的結果
[00:02:30.200 --> 00:02:33.520]  就是越來越多的教派成為異端
[00:02:33.520 --> 00:02:34.920]  成為邪教
[00:02:34.920 --> 00:02:36.120]  而今天呢
[00:02:36.120 --> 00:02:37.680]  令我們更加擔心
[00:02:37.680 --> 00:02:40.160]  就是那些比較極端的靈恩教會
[00:02:40.160 --> 00:02:43.840]  也越來越多的牧者在說預言
[00:02:43.840 --> 00:02:46.440]  當今東南亞
[00:02:46.440 --> 00:02:49.920]  當今世上最偉大的預言家
[00:02:49.920 --> 00:02:52.480]  來香港舉行報導大會
[00:02:52.840 --> 00:02:53.920]  這些的
[00:02:53.920 --> 00:02:56.600]  我們叫做招牌
[00:02:56.600 --> 00:03:00.360]  令到我們有一種震驚和不安
[00:03:00.360 --> 00:03:01.640]  換句話來說
[00:03:01.640 --> 00:03:02.960]  我們看回就是說
[00:03:02.960 --> 00:03:07.240]  今天越來越多一些極端的靈恩的教會
[00:03:07.240 --> 00:03:09.760]  已經將占卜
[00:03:09.760 --> 00:03:11.760]  觀笑
[00:03:11.760 --> 00:03:13.120]  求籤
[00:03:13.120 --> 00:03:14.080]  風水
[00:03:14.080 --> 00:03:15.240]  這些東西
[00:03:15.240 --> 00:03:16.560]  洋化了
[00:03:16.560 --> 00:03:18.400]  以至到今天呢
[00:03:18.400 --> 00:03:22.640]  就是變成一個西方洋人的迷信
[00:03:22.640 --> 00:03:23.800]  開始出現
[00:03:23.800 --> 00:03:26.200]  我現在就給大家看看
[00:03:26.200 --> 00:03:28.000]  這些洋人的迷信
[00:03:28.000 --> 00:03:29.600]  和預言有關的
[00:03:29.600 --> 00:03:30.760]  都是這樣
[00:03:30.760 --> 00:03:32.920]  他們一般通常是這樣的
[00:03:32.920 --> 00:03:34.440]  他說我每天
[00:03:34.440 --> 00:03:36.760]  都和神聊天的
[00:03:36.760 --> 00:03:38.120]  然後接著就說
[00:03:38.120 --> 00:03:41.000]  神告訴我會有些什麼事情發生
[00:03:41.000 --> 00:03:43.320]  神告訴我會有些什麼事情發生
[00:03:43.320 --> 00:03:45.800]  左邊上角第一個
[00:03:45.800 --> 00:03:48.440]  基督福林安息日會
[00:03:48.440 --> 00:03:50.720]  創辦人是叫做
[00:03:50.720 --> 00:03:52.080]  William Miller
[00:03:52.520 --> 00:03:54.760]  他曾經作過很多不同的預言
[00:03:54.760 --> 00:03:56.520]  其中有一個
[00:03:56.520 --> 00:04:00.040]  是令到他當時在服侍的浸信會
[00:04:00.040 --> 00:04:02.000]  沒辦法留他在那裡的
[00:04:02.000 --> 00:04:03.560]  就是因為他預言
[00:04:03.560 --> 00:04:05.680]  耶穌會在1842年
[00:04:05.680 --> 00:04:06.680]  再來
[00:04:06.680 --> 00:04:09.480]  過去了
[00:04:09.480 --> 00:04:10.840]  另一方面呢
[00:04:10.840 --> 00:04:12.000]  又說美國呢
[00:04:12.000 --> 00:04:13.960]  是會出現被提的
[00:04:13.960 --> 00:04:16.680]  結果兩樣東西都不中
[00:04:16.680 --> 00:04:18.080]  因為不中呢
[00:04:18.080 --> 00:04:20.040]  美國浸信會當變
[00:04:20.040 --> 00:04:21.800]  就開除了
[00:04:21.800 --> 00:04:22.720]  他的牧師
[00:04:22.720 --> 00:04:24.280]  解除他牧師的職責
[00:04:24.280 --> 00:04:26.120]  但是他的太太
[00:04:26.120 --> 00:04:30.560]  Ellen G. White
[00:04:30.560 --> 00:04:32.080]  繼續出來
[00:04:32.080 --> 00:04:34.160]  或者Miller繼續出來
[00:04:34.160 --> 00:04:36.480]  而當他繼續出來的時間呢
[00:04:36.480 --> 00:04:38.360]  成為當今
[00:04:38.360 --> 00:04:39.600]  你可以這麼說
[00:04:39.600 --> 00:04:41.080]  他說的話
[00:04:41.080 --> 00:04:44.080]  就是這一位
[00:04:44.080 --> 00:04:48.800]  基督福林安息日會的
[00:04:48.800 --> 00:04:51.640]  一個這樣的創辦人
[00:04:52.200 --> 00:04:53.240]  這對夫婦
[00:04:53.240 --> 00:04:54.760]  他們說的話
[00:04:54.760 --> 00:04:57.800]  是成為等同聖經的權威
[00:04:57.800 --> 00:05:00.440]  甚至比聖經的權威更加厲害
[00:05:00.440 --> 00:05:04.160]  接著另一個
[00:05:04.160 --> 00:05:06.120]  就是因為
[00:05:06.120 --> 00:05:07.720]  William Miller
[00:05:07.720 --> 00:05:09.320]  這些問題
[00:05:09.320 --> 00:05:11.840]  而帶來耶穌也開始了
[00:05:11.840 --> 00:05:13.000]  耶穌
[00:05:13.000 --> 00:05:14.240]  就是第二個
[00:05:14.240 --> 00:05:16.120]  上面第二個Watchtower
[00:05:16.120 --> 00:05:18.840]  這個Charles T. Russell
[00:05:18.840 --> 00:05:21.720]  他也說了很多不同的語言
[00:05:21.720 --> 00:05:24.480]  他預言到耶穌在1914年會再來
[00:05:24.480 --> 00:05:26.120]  結果有沒有來啊?
[00:05:26.120 --> 00:05:27.720]  是人都知道沒有了
[00:05:27.720 --> 00:05:28.680]  但是他就說
[00:05:28.680 --> 00:05:29.680]  來了
[00:05:29.680 --> 00:05:32.160]  不過是靈體再來而已
[00:05:32.160 --> 00:05:33.440]  好了
[00:05:33.440 --> 00:05:34.560]  接著
[00:05:34.560 --> 00:05:36.800]  香港也都出了一個
[00:05:36.800 --> 00:05:38.600]  捨安教會的梁逸華
[00:05:38.600 --> 00:05:41.080]  多次預言耶穌再來
[00:05:41.080 --> 00:05:43.360]  其中包括到1999年
[00:05:43.360 --> 00:05:45.680]  12月31號
[00:05:45.680 --> 00:05:48.520]  晚上11點59分
[00:05:48.520 --> 00:05:50.440]  很准啊
[00:05:50.640 --> 00:05:51.840]  就是准到
[00:05:51.840 --> 00:05:53.640]  分秒不差他說要
[00:05:53.640 --> 00:05:55.640]  他要將分都要趕出來
[00:05:55.640 --> 00:05:56.800]  結果沒有來了
[00:05:56.800 --> 00:05:57.840]  然後接著就說
[00:05:57.840 --> 00:05:58.720]  哦
[00:05:58.720 --> 00:06:01.400]  我也是好像聖經的作者一樣
[00:06:01.400 --> 00:06:02.760]  來警告一下你們
[00:06:02.760 --> 00:06:03.960]  提醒一下你們
[00:06:03.960 --> 00:06:06.160]  要警醒度日而已
[00:06:06.160 --> 00:06:06.920]  好了
[00:06:06.920 --> 00:06:08.440]  接著又來了
[00:06:08.440 --> 00:06:11.360]  去到2012年12月21日
[00:06:11.360 --> 00:06:13.000]  他又說耶穌會再來的了
[00:06:13.000 --> 00:06:14.160]  結果又是沒有來了
[00:06:14.160 --> 00:06:16.120]  沒有來又是同樣的答案
[00:06:16.120 --> 00:06:17.240]  接著
[00:06:17.240 --> 00:06:18.760]  閱明教
[00:06:19.120 --> 00:06:21.120]  一個叫做鄭明識
[00:06:21.120 --> 00:06:22.920]  這個邪教的教主
[00:06:22.920 --> 00:06:24.440]  他現在在坐牢
[00:06:24.440 --> 00:06:26.280]  在韓國坐牢
[00:06:26.280 --> 00:06:29.080]  他說神每天都和他說話
[00:06:29.080 --> 00:06:31.200]  神是揀選了他
[00:06:31.200 --> 00:06:34.800]  來去拯救東方的人
[00:06:34.800 --> 00:06:37.440]  然後接著他就說
[00:06:37.440 --> 00:06:38.800]  他又揀選他
[00:06:38.800 --> 00:06:41.480]  是要結證人的血
[00:06:41.480 --> 00:06:43.240]  那怎麼結證人的血呢
[00:06:43.240 --> 00:06:45.280]  他說任何一個
[00:06:45.280 --> 00:06:47.440]  女性和他發生關係的時候
[00:06:47.440 --> 00:06:49.400]  他就會結證她的血
[00:06:49.400 --> 00:06:52.440]  真的有很多人蠢得這麼狡猾
[00:06:52.440 --> 00:06:57.000]  成千上萬的大學生
[00:06:57.000 --> 00:06:58.520]  女學生
[00:06:58.520 --> 00:06:59.720]  包括香港
[00:06:59.720 --> 00:07:02.800]  竟然這麼相信
[00:07:02.800 --> 00:07:05.680]  就是因為離譜得太厲害
[00:07:05.680 --> 00:07:07.960]  上千的人被騙
[00:07:07.960 --> 00:07:10.880]  以至到韓國當局要緝拿他
[00:07:10.880 --> 00:07:12.360]  他就跑去日本
[00:07:12.360 --> 00:07:15.680]  沒想到日本這麼保守的地方
[00:07:16.560 --> 00:07:19.760]  百教不侵的一個這樣的國家
[00:07:19.760 --> 00:07:21.000]  竟然
[00:07:21.000 --> 00:07:23.720]  數以百計的人
[00:07:23.720 --> 00:07:25.640]  就這樣進入了這個邪教裡面
[00:07:25.640 --> 00:07:27.360]  然後有些女大學生
[00:07:27.360 --> 00:07:29.400]  也是這樣和他發生了關係
[00:07:29.400 --> 00:07:31.880]  所以日本當局又緝拿他
[00:07:31.880 --> 00:07:33.120]  跑去台灣
[00:07:33.120 --> 00:07:35.600]  台灣連總統都接見他
[00:07:35.600 --> 00:07:37.400]  接見之後
[00:07:37.400 --> 00:07:40.280]  又透過什麼藝術團、歌舞團
[00:07:40.280 --> 00:07:42.680]  什麼音樂表演
[00:07:42.680 --> 00:07:43.800]  足球
[00:07:43.800 --> 00:07:44.840]  各方面的東西
[00:07:44.840 --> 00:07:46.640]  是令到陳水扁
[00:07:46.640 --> 00:07:48.040]  這個阿扁真是厲害
[00:07:48.040 --> 00:07:51.920]  竟然邀請他進入總統府裡面見面
[00:07:51.920 --> 00:07:54.440]  和公開來介紹給傳媒
[00:07:54.440 --> 00:07:55.600]  而後來
[00:07:55.600 --> 00:07:56.680]  事發呢
[00:07:56.680 --> 00:07:58.000]  就是有人舉報
[00:07:58.000 --> 00:08:00.160]  不少的人被騙
[00:08:00.160 --> 00:08:01.120]  是
[00:08:01.120 --> 00:08:03.120]  被姦
[00:08:03.120 --> 00:08:04.440]  就是因為這樣
[00:08:04.440 --> 00:08:05.240]  台灣呢
[00:08:05.240 --> 00:08:06.280]  都通緝他
[00:08:06.280 --> 00:08:07.600]  跑來香港
[00:08:07.600 --> 00:08:09.560]  來到香港之後呢
[00:08:09.560 --> 00:08:11.080]  你想都想不到的
[00:08:11.080 --> 00:08:12.280]  連
[00:08:13.040 --> 00:08:15.840]  醫科大學的女學生
[00:08:15.840 --> 00:08:18.280]  竟然都相信他的說話
[00:08:18.280 --> 00:08:20.000]  就是因為香港
[00:08:20.000 --> 00:08:22.720]  已經越來越多的人
[00:08:22.720 --> 00:08:24.480]  來歸到他那裡
[00:08:24.480 --> 00:08:25.280]  另一方面呢
[00:08:25.280 --> 00:08:27.560]  有不少的人甚至和他發生了關係
[00:08:27.560 --> 00:08:29.880]  所以香港的警方呢
[00:08:29.880 --> 00:08:32.640]  就和韓國警方聯絡了之後
[00:08:32.640 --> 00:08:36.040]  蒐集到足夠的一些證據
[00:08:36.040 --> 00:08:37.760]  就抓了他
[00:08:37.760 --> 00:08:39.720]  誰知道抓了他的時候呢
[00:08:39.720 --> 00:08:41.720]  香港太文明
[00:08:42.720 --> 00:08:44.560]  又太守規矩
[00:08:44.560 --> 00:08:47.120]  就被他保釋
[00:08:47.120 --> 00:08:50.600]  結果在保釋期間呢
[00:08:50.600 --> 00:08:53.400]  他就跑進了大陸
[00:08:53.400 --> 00:08:55.280]  結果呢
[00:08:55.280 --> 00:08:57.240]  就無影無蹤了
[00:08:57.240 --> 00:08:59.080]  誰知道
[00:08:59.080 --> 00:09:00.280]  當他跑進大陸的時候呢
[00:09:00.280 --> 00:09:01.480]  在東北那方面
[00:09:01.480 --> 00:09:02.600]  在遼寧呢
[00:09:02.600 --> 00:09:04.440]  就被公安抓了
[00:09:04.440 --> 00:09:05.680]  第一次都抓不到
[00:09:05.680 --> 00:09:08.400]  是第二次才圍捕他
[00:09:08.400 --> 00:09:09.400]  然後抓了他
[00:09:09.400 --> 00:09:12.080]  因為下面有很多的山洞啊
[00:09:12.080 --> 00:09:13.000]  地道啊
[00:09:13.000 --> 00:09:13.960]  隧道啊
[00:09:13.960 --> 00:09:15.080]  到處跑啊
[00:09:15.080 --> 00:09:16.480]  結果呢
[00:09:16.480 --> 00:09:18.840]  公安知道了這些東西之後呢
[00:09:18.840 --> 00:09:22.400]  幾個不同的部門一起圍剿
[00:09:22.400 --> 00:09:24.480]  在每一個不同的出口入口
[00:09:24.480 --> 00:09:25.680]  部署在那裡
[00:09:25.680 --> 00:09:27.440]  結果是因為這樣抓了他
[00:09:27.440 --> 00:09:28.680]  抓了之後
[00:09:28.680 --> 00:09:30.840]  就將他遣返去韓國
[00:09:30.840 --> 00:09:32.240]  判監十年
[00:09:32.240 --> 00:09:33.560]  另一個人
[00:09:33.560 --> 00:09:35.160]  統一教文顯明
[00:09:35.160 --> 00:09:36.160]  他就說了
[00:09:36.160 --> 00:09:37.320]  他是基督
[00:09:37.320 --> 00:09:38.640]  他就是尼賽亞
[00:09:38.640 --> 00:09:39.760]  是萬王的王
[00:09:39.760 --> 00:09:40.920]  萬主的主
[00:09:41.760 --> 00:09:44.120]  只有他才能夠救人的肉體
[00:09:44.120 --> 00:09:46.240]  耶穌只是救了人的靈魂而已
[00:09:46.240 --> 00:09:48.960]  然後他就有很多的預言在他那裡
[00:09:48.960 --> 00:09:49.960]  他一說出來
[00:09:49.960 --> 00:09:51.160]  那些人就相信了
[00:09:51.160 --> 00:09:52.640]  奇怪
[00:09:52.640 --> 00:09:53.600]  另一個呢
[00:09:53.600 --> 00:09:54.560]  就是摩門教
[00:09:54.560 --> 00:09:55.920]  藥師史密夫
[00:09:55.920 --> 00:09:57.080]  Joseph Smith
[00:09:57.080 --> 00:09:58.800]  他說十七歲的時候
[00:09:58.800 --> 00:10:02.200]  天使就給了一些金葉片給他
[00:10:02.200 --> 00:10:04.040]  叫他將它翻譯
[00:10:04.040 --> 00:10:05.680]  翻譯了之後
[00:10:05.680 --> 00:10:07.400]  他說呢
[00:10:07.400 --> 00:10:10.120]  這個金葉片他翻譯了之後
[00:10:10.120 --> 00:10:12.920]  是甚至比聖經的翻譯
[00:10:12.920 --> 00:10:14.600]  是更加的準確
[00:10:14.600 --> 00:10:16.000]  各位聽眾姐妹
[00:10:16.000 --> 00:10:19.400]  當時竟然有很多人
[00:10:19.400 --> 00:10:20.960]  就是這樣相信了他
[00:10:20.960 --> 00:10:23.120]  這個異端
[00:10:23.120 --> 00:10:24.440]  就是這樣相信的
[00:10:24.440 --> 00:10:25.320]  他還說呢
[00:10:25.320 --> 00:10:26.520]  神告訴他
[00:10:26.520 --> 00:10:28.600]  他要透過他
[00:10:28.600 --> 00:10:30.480]  要救更多的女人
[00:10:30.480 --> 00:10:32.000]  那怎麼救更多的女人
[00:10:32.000 --> 00:10:34.240]  他說女人不能夠靠自己得救的
[00:10:34.240 --> 00:10:36.880]  是一定要靠一個男人和她結婚
[00:10:36.880 --> 00:10:38.160]  男人得救呢
[00:10:38.160 --> 00:10:40.680]  就會帶到其他的女人得救了
[00:10:40.680 --> 00:10:42.880]  所以摩門教為什麼會多妻呢
[00:10:42.880 --> 00:10:43.920]  原因就是說
[00:10:43.920 --> 00:10:45.400]  這個是行善來的
[00:10:45.400 --> 00:10:47.760]  就是當人跟他結婚
[00:10:47.760 --> 00:10:49.400]  他娶的太太越多
[00:10:49.400 --> 00:10:50.840]  他的行善就越多
[00:10:50.840 --> 00:10:53.240]  這些這樣的邪教
[00:10:53.240 --> 00:10:54.920]  這樣的異端
[00:10:54.920 --> 00:10:56.440]  竟然都這麼多人相信
[00:10:56.440 --> 00:10:57.800]  原因在哪裡
[00:10:57.800 --> 00:10:59.720]  因為搞錯了
[00:10:59.720 --> 00:11:02.120]  到底我們今天的權威在哪裡
[00:11:02.120 --> 00:11:05.520]  我們今天真正的正典在哪裡
[00:11:05.520 --> 00:11:07.920]  我們看回東方閃電
[00:11:08.480 --> 00:11:10.440]  東方閃電在去年
[00:11:10.440 --> 00:11:13.960]  下半年瘋狂的在香港傳教之後
[00:11:13.960 --> 00:11:16.160]  影響很多的人
[00:11:16.160 --> 00:11:19.240]  甚至最近地鐵站很多不同的地方
[00:11:19.240 --> 00:11:20.880]  到處都有人派東西
[00:11:20.880 --> 00:11:22.280]  有幾個人有見過他們派東西的
[00:11:22.280 --> 00:11:22.960]  可不可以舉手
[00:11:22.960 --> 00:11:24.000]  舉高點好嗎
[00:11:24.000 --> 00:11:25.880]  旺角那個地方特別多
[00:11:25.880 --> 00:11:26.920]  另外呢
[00:11:26.920 --> 00:11:29.280]  他們最近還賣廣告
[00:11:29.280 --> 00:11:31.840]  在信報
[00:11:31.840 --> 00:11:34.160]  和在好報
[00:11:34.160 --> 00:11:36.520]  我不知道還有沒有其他的
[00:11:36.520 --> 00:11:37.880]  有沒有爽報
[00:11:38.360 --> 00:11:39.360]  爽報
[00:11:39.360 --> 00:11:41.560]  都賣了一個這樣的廣告
[00:11:41.560 --> 00:11:42.840]  這個廣告呢
[00:11:42.840 --> 00:11:47.600]  他說救主早已駕著白雲叢林
[00:11:47.600 --> 00:11:51.480]  他說來了
[00:11:51.480 --> 00:11:54.000]  救主已經來了
[00:11:54.000 --> 00:11:58.240]  2012年12月21日沒錯來了
[00:11:58.240 --> 00:11:59.800]  來了去了哪裡
[00:11:59.800 --> 00:12:02.200]  他駕著白雲
[00:12:02.200 --> 00:12:03.160]  來臨
[00:12:03.160 --> 00:12:04.080]  那現在在哪裡
[00:12:04.080 --> 00:12:05.960]  現在在雲端那裡
[00:12:05.960 --> 00:12:08.040]  那就是一個雲現在
[00:12:09.160 --> 00:12:10.400]  來了這樣
[00:12:10.400 --> 00:12:11.800]  等一等
[00:12:11.800 --> 00:12:13.880]  如果你和我不熟悉聖經的時候
[00:12:13.880 --> 00:12:14.760]  你很容易
[00:12:14.760 --> 00:12:16.920]  你怎麼證明不是
[00:12:16.920 --> 00:12:18.920]  他說是你說不是
[00:12:18.920 --> 00:12:20.560]  信就有了不信就沒有了
[00:12:20.560 --> 00:12:21.960]  你就去到這樣的地步
[00:12:21.960 --> 00:12:23.120]  但我們說
[00:12:23.120 --> 00:12:26.440]  到底這個教派是從什麼出來的呢
[00:12:26.440 --> 00:12:27.680]  是從基督教出來的
[00:12:27.680 --> 00:12:30.360]  這個教派他本來說
[00:12:30.360 --> 00:12:32.520]  他們根據什麼而產生的呢
[00:12:32.520 --> 00:12:33.480]  根據聖經
[00:12:33.480 --> 00:12:35.720]  現在我們就用回聖經
[00:12:35.720 --> 00:12:37.800]  以子之矛公子之盾
[00:12:38.160 --> 00:12:39.720]  聖經告訴我們
[00:12:39.720 --> 00:12:42.480]  貼上羅釐加前書四章
[00:12:42.480 --> 00:12:43.960]  13到16節
[00:12:43.960 --> 00:12:46.600]  當耶穌再來
[00:12:46.600 --> 00:12:48.240]  在空中
[00:12:48.240 --> 00:12:49.560]  那個時間
[00:12:49.560 --> 00:12:51.760]  信徒會怎樣
[00:12:51.760 --> 00:12:54.480]  全部的信徒
[00:12:54.480 --> 00:12:55.680]  都會被剃
[00:12:55.680 --> 00:12:57.600]  死了的會復活
[00:12:57.600 --> 00:13:00.080]  沒死的身體會改變
[00:13:00.080 --> 00:13:03.160]  去成為全部都不老壞的
[00:13:03.160 --> 00:13:04.480]  最健壯的
[00:13:04.480 --> 00:13:05.640]  然後
[00:13:05.640 --> 00:13:07.880]  不羞辱的是榮耀的
[00:13:07.880 --> 00:13:10.000]  而且是靈性的身體
[00:13:10.000 --> 00:13:12.720]  然後一起被提到空中
[00:13:12.720 --> 00:13:15.120]  在空中與主相遇
[00:13:15.120 --> 00:13:17.800]  那我們今天就問這些人
[00:13:17.800 --> 00:13:21.080]  記得有一個向我派單張的時候
[00:13:21.080 --> 00:13:22.120]  我就問他
[00:13:22.120 --> 00:13:23.480]  你真信的嗎
[00:13:23.480 --> 00:13:25.880]  他就說
[00:13:25.880 --> 00:13:28.120]  當然信啊信
[00:13:28.120 --> 00:13:29.240]  一定要信
[00:13:29.240 --> 00:13:31.240]  你不信我沒有王
[00:13:31.240 --> 00:13:32.720]  我跟著就說
[00:13:32.720 --> 00:13:36.000]  你知道你信的是錯的嗎
[00:13:36.000 --> 00:13:37.160]  我都沒有錯
[00:13:37.160 --> 00:13:38.040]  你的錯
[00:13:38.040 --> 00:13:40.560]  我跟著我就問他
[00:13:40.560 --> 00:13:43.120]  你知不知道聖經說
[00:13:43.120 --> 00:13:47.400]  當主在空中再來的時候
[00:13:47.400 --> 00:13:50.560]  每一個信他的人
[00:13:50.560 --> 00:13:52.520]  都會被剃的
[00:13:52.520 --> 00:13:56.600]  就是說每一個信主的人
[00:13:56.600 --> 00:13:57.640]  個個都會被剃
[00:13:57.640 --> 00:13:59.160]  為什麼你還在這我問他
[00:13:59.160 --> 00:14:01.720]  你說你信你為什麼還在這
[00:14:01.720 --> 00:14:02.960]  你應該被剃了
[00:14:02.960 --> 00:14:06.600]  我真的打開聖經給他看
[00:14:07.600 --> 00:14:08.240]  他就說
[00:14:08.240 --> 00:14:10.080]  這本不可信
[00:14:10.080 --> 00:14:13.800]  他說這本不可信
[00:14:13.800 --> 00:14:16.160]  但他們的教就在這本那裡出來
[00:14:16.160 --> 00:14:17.240]  他說這本不可信
[00:14:17.240 --> 00:14:19.720]  所以你看到這些人
[00:14:19.720 --> 00:14:22.240]  盲目到一個地步是這樣
[00:14:22.240 --> 00:14:23.400]  各位聽眾姐妹
[00:14:23.400 --> 00:14:25.040]  我們看見這些異端邪教
[00:14:25.040 --> 00:14:27.040]  繼續不斷地出來的時候
[00:14:27.040 --> 00:14:29.040]  我們現在要警醒
[00:14:29.040 --> 00:14:30.480]  警醒什麼呢
[00:14:30.480 --> 00:14:32.800]  就是那些出了位的語言
[00:14:32.800 --> 00:14:35.080]  原來不只是在異端邪教
[00:14:35.080 --> 00:14:37.440]  那裡出來的現在在今天
[00:14:37.440 --> 00:14:39.360]  很多的基督教教會
[00:14:39.360 --> 00:14:41.320]  是一些極端的靈恩教會
[00:14:41.320 --> 00:14:42.400]  都已經出來了
[00:14:42.400 --> 00:14:44.520]  怎麼出來的呢
[00:14:44.520 --> 00:14:47.040]  就是牧師傳道人
[00:14:47.040 --> 00:14:49.600]  很多開始講語言
[00:14:49.600 --> 00:14:52.080]  那叫先知的恩賜
[00:14:52.080 --> 00:14:53.240]  第二
[00:14:53.240 --> 00:14:55.960]  知識的言語越來越多
[00:14:55.960 --> 00:14:56.760]  第三
[00:14:56.760 --> 00:14:59.160]  智慧的言語越來越多
[00:14:59.160 --> 00:15:01.920]  然後接著就是當他們開始講語言的時候
[00:15:01.920 --> 00:15:05.120]  他說講著講著神就有些東西要告訴他聽
[00:15:05.120 --> 00:15:06.360]  要他做什麼做什麼
[00:15:06.360 --> 00:15:07.560]  講什麼講什麼
[00:15:07.560 --> 00:15:11.560]  所以越來越多這些現象會出來
[00:15:11.560 --> 00:15:14.520]  我記得我在新加坡有一次講完道
[00:15:14.520 --> 00:15:15.600]  是一個
[00:15:15.600 --> 00:15:19.400]  是一個培靈會
[00:15:19.400 --> 00:15:20.520]  完了之後
[00:15:20.520 --> 00:15:22.640]  先後有十幾個牧者
[00:15:22.640 --> 00:15:24.120]  來問我一個問題
[00:15:24.120 --> 00:15:25.680]  他們說
[00:15:25.680 --> 00:15:27.720]  他們知道有些教會
[00:15:27.720 --> 00:15:28.760]  那些牧師
[00:15:28.760 --> 00:15:32.040]  講語言第二開始為人解蒙
[00:15:32.040 --> 00:15:33.480]  他問我怎麼看
[00:15:33.480 --> 00:15:35.520]  我就和他說
[00:15:35.520 --> 00:15:38.640]  我說如果是個人的感動
[00:15:38.640 --> 00:15:41.240]  聖靈對個人的感動引導
[00:15:41.240 --> 00:15:42.760]  到現在仍然有的
[00:15:42.760 --> 00:15:45.280]  但是你是感動就是感動
[00:15:45.280 --> 00:15:48.440]  但是如果一個人一開口就說
[00:15:48.440 --> 00:15:50.040]  神對我講
[00:15:50.040 --> 00:15:51.600]  聖靈對我講
[00:15:51.600 --> 00:15:52.960]  我說你們要小心
[00:15:52.960 --> 00:15:55.640]  他問我怎麼看
[00:15:55.640 --> 00:15:56.560]  我就說
