
[00:00:00.000 --> 00:00:06.800]  頂姐妹,今天我要跟大家用詩篇90篇所說的經文
[00:05:39.640 --> 00:05:42.400]  而這種感受
[00:05:42.400 --> 00:05:47.360]  相信我們現在暫時還未完全體會
[00:05:47.360 --> 00:05:49.040]  是不是?
[00:05:49.040 --> 00:05:53.440]  但摩西相信他會有很深的體會
[00:05:53.440 --> 00:05:56.640]  同意嗎?
[00:05:56.640 --> 00:05:59.200]  仁慈摩西感悟到
[00:05:59.200 --> 00:06:04.440]  只有永恆的主是人安居之所
[00:06:04.440 --> 00:06:07.240]  而他用這個感悟
[00:06:07.240 --> 00:06:12.000]  是作為這首禱告詩篇的基礎
[00:06:12.000 --> 00:06:16.800]  正因著這個禱告的基礎
[00:06:16.800 --> 00:06:19.640]  才使以下的篇幅
[00:06:19.640 --> 00:06:23.280]  變得更加的實在
[00:06:23.280 --> 00:06:28.600]  更加的穩陣
[00:06:28.600 --> 00:06:31.800]  2020年的香港
[00:06:31.800 --> 00:06:38.280]  有1、2、3、4波的疫情
[00:06:38.280 --> 00:06:41.680]  我們不希望有第5波
[00:06:41.680 --> 00:06:48.440]  這帶給我們很多的不安
[00:06:48.440 --> 00:06:50.040]  還有近來
[00:06:50.040 --> 00:06:53.040]  有不少的香港人
[00:06:53.040 --> 00:06:57.000]  因著下一代的教育的緣故
[00:06:57.000 --> 00:07:00.040]  或者是其他的原因
[00:07:00.040 --> 00:07:01.680]  紛紛的計劃
[00:07:01.680 --> 00:07:03.400]  或者將會
[00:07:03.400 --> 00:07:06.080]  或者甚至已經移民到
[00:07:06.080 --> 00:07:11.800]  英國、美國、澳洲、紐西蘭等等的地方
[00:07:11.800 --> 00:07:15.000]  但這些外地生活的適應
[00:07:15.000 --> 00:07:17.800]  又成為了這些人
[00:07:17.800 --> 00:07:22.000]  一些新的憂慮
[00:07:22.000 --> 00:07:24.280]  因著疫情所產生
[00:07:24.280 --> 00:07:26.480]  人與人的隔離
[00:07:26.480 --> 00:07:28.880]  好像使到2020年
[00:07:28.880 --> 00:07:31.880]  變得漫長難捱
[00:07:31.880 --> 00:07:35.680]  同意嗎?
[00:07:35.680 --> 00:07:37.880]  但是不經不覺
[00:07:37.880 --> 00:07:41.200]  又已經來到了
[00:07:41.200 --> 00:07:46.400]  今天12月最後一個星期
[00:07:46.400 --> 00:07:47.600]  回想起來
[00:07:47.600 --> 00:07:50.080]  似乎又好像是
[00:07:50.080 --> 00:07:54.480]  眨眼之間一樣
[00:07:54.480 --> 00:07:57.280]  其實想真一點
[00:07:57.280 --> 00:08:01.080]  相比於歷史的長河的無盡
[00:08:01.080 --> 00:08:03.480]  短短的2020
[00:08:03.480 --> 00:08:08.680]  根本就不算甚麼
[00:08:08.680 --> 00:08:15.480]  只是好像閃電般短暫
[00:08:15.480 --> 00:08:20.880]  何處可安居
[00:08:20.880 --> 00:08:25.480]  短暫何其短
[00:08:25.480 --> 00:08:28.280]  親愛的弟兄姊妹
[00:08:28.280 --> 00:08:32.880]  只有跟摩西有同樣的感悟
[00:08:32.880 --> 00:08:38.280]  就是只有永恆主是我們安居之所
[00:08:38.280 --> 00:08:44.080]  我們才不會被世界的憂悶所困住
[00:08:44.080 --> 00:08:46.080]  因為我們知道
[00:08:46.080 --> 00:08:49.080]  最終一切都會過去
[00:08:49.080 --> 00:08:53.680]  以後我們一定會永遠與上帝同住
[00:08:53.680 --> 00:08:58.680]  這樣我們的心靈才能夠跟摩西一起
[00:08:58.680 --> 00:09:05.480]  找到出路就是得到侯靠我們的神
[00:09:05.480 --> 00:09:12.480]  那個永恆安居之所
[00:09:12.480 --> 00:09:17.880]  只有那裡才是安居
[00:09:17.880 --> 00:09:19.080]  主啊
[00:09:19.080 --> 00:09:24.080]  祢世世代代作我們的居所
[00:09:24.080 --> 00:09:31.880]  主啊 從今古永遠祢是神
[00:09:31.880 --> 00:09:38.280]  我想請大家現在做一次安靜
[00:09:38.280 --> 00:09:48.080]  聽聽神繼續向你們說甚麼
[00:09:48.080 --> 00:09:50.880]  第二個感悟
[00:09:50.880 --> 00:09:54.480]  就是神渴望世人歸回
[00:09:54.480 --> 00:09:57.680]  神渴望世人歸回
[00:09:57.680 --> 00:10:01.880]  三至六節
[00:10:01.880 --> 00:10:05.480]  這首禱告詩篇的第一部分
[00:10:05.480 --> 00:10:11.680]  是說神裡面可以得到安居
[00:10:11.680 --> 00:10:16.880]  主要是凸顯上帝永恆的屬性
[00:10:16.880 --> 00:10:19.480]  第二部分
[00:10:19.480 --> 00:10:21.880]  即是第三至第六節
[00:10:21.880 --> 00:10:26.480]  是說神向世人的呼喚
[00:10:26.480 --> 00:10:30.680]  這個呼喚就是在第三節所說的
[00:10:30.680 --> 00:10:34.080]  第三節怎麼說
[00:10:34.080 --> 00:10:42.280]  「世人啊 你們要歸回」
[00:10:42.280 --> 00:10:44.480]  這個意思是
[00:10:44.480 --> 00:10:47.880]  神期望世人回到祂那裡
[00:10:47.880 --> 00:10:51.880]  將一切交還給祂
[00:10:51.880 --> 00:10:56.080]  其實人生是無常的
[00:10:56.080 --> 00:10:59.080]  而且是很短暫的
[00:10:59.080 --> 00:11:07.680]  因此我們就應該歸回主那裡
[00:11:07.680 --> 00:11:10.880]  生命才得到穩陣
[00:11:10.880 --> 00:11:15.480]  得到實在
[00:11:15.480 --> 00:11:20.680]  當摩西帶領了以色列人出埃及的時候
[00:11:20.680 --> 00:11:23.080]  曾經如果大家記得
[00:11:23.080 --> 00:11:28.480]  他親眼見到過可拉和他的追隨者
[00:11:28.480 --> 00:11:32.080]  因為貪慕一事的權力
[00:11:32.080 --> 00:11:34.080]  他們偏行己路
[00:11:34.080 --> 00:11:39.480]  而且是在抵擋奉神旨意做領袖的摩西
[00:11:39.480 --> 00:11:46.480]  這群人眨眼之間跌入了地底
[00:11:46.480 --> 00:11:50.280]  是非常震撼的一幕
[00:11:50.280 --> 00:11:53.080]  他的姐姐米利恩
[00:11:53.080 --> 00:11:58.080]  又因為向摩西產生了一時的嫉妒
[00:11:58.080 --> 00:12:02.680]  記不記得有什麼結果?
[00:12:02.680 --> 00:12:05.680]  掌麻風
[00:12:05.680 --> 00:12:09.880]  以色列人因為貪慕一事的美味
[00:12:09.880 --> 00:12:14.280]  對神有埋怨
[00:12:14.280 --> 00:12:20.280]  最終遭到耶和華的擊殺
[00:12:20.280 --> 00:12:25.480]  他們這些人的眼光只是看到短暫的權力
[00:12:25.480 --> 00:12:27.680]  地位享受
[00:12:27.680 --> 00:12:33.880]  因而選擇了同神的旨意相違背的道路
[00:12:33.880 --> 00:12:41.080]  結果因此受罰一無所有
[00:12:41.080 --> 00:12:43.080]  在摩西的心中
[00:12:43.080 --> 00:12:49.280]  這些事情肯定會產生不可磨滅的烙印
[00:12:49.280 --> 00:12:52.480]  如果你是摩西
[00:12:52.480 --> 00:12:56.880]  你回想一下
[00:12:56.880 --> 00:13:03.480]  這些事你一定不會忘記
[00:13:03.480 --> 00:13:05.880]  其實在神看來
[00:13:05.880 --> 00:13:09.880]  千年如已過的昨日
[00:13:09.880 --> 00:13:13.480]  猶如夜間的一更
[00:13:13.480 --> 00:13:17.280]  何況我們短短的一生
[00:13:17.280 --> 00:13:20.480]  在時間的長河裡
[00:13:20.480 --> 00:13:23.280]  豈不是更加像水桶
[00:13:23.280 --> 00:13:27.480]  一滴水桶的一滴水
[00:13:27.480 --> 00:13:32.080]  這麼少的嗎?
[00:13:32.080 --> 00:13:34.480]  三百六十幾天
[00:13:34.480 --> 00:13:38.880]  算得了甚麼?
[00:13:38.880 --> 00:13:41.880]  在無常的人生裡
[00:13:41.880 --> 00:13:48.880]  我們又何須偏執於一時所想望呢?
[00:13:48.880 --> 00:13:52.880]  我們為何不歸回到永恆主那裡
[00:13:52.880 --> 00:13:58.080]  不把我們的心、身、靈
[00:13:58.080 --> 00:14:00.080]  和人生的計劃
[00:14:00.080 --> 00:14:02.080]  還給上帝
[00:14:02.080 --> 00:14:06.080]  讓我們能夠好好享受
[00:14:06.080 --> 00:14:08.080]  那個全知的上帝
[00:14:08.080 --> 00:14:12.680]  為我們所制定的計劃呢?
[00:14:12.680 --> 00:14:15.680]  弟兄姊妹,是不是?
[00:14:15.680 --> 00:14:19.680]  為何我們還要執著呢?
[00:14:30.680 --> 00:14:44.680]  四月份的中間的時候
[00:14:44.680 --> 00:14:47.680]  四月中
[00:14:47.680 --> 00:14:50.680]  在我沒有預料的情況下
[00:14:50.680 --> 00:14:52.680]  有一天晚上
[00:14:52.680 --> 00:14:54.680]  突然間
[00:14:54.680 --> 00:14:58.680]  這個位置腹痛
[00:14:58.680 --> 00:15:01.680]  結果在短時間內
[00:15:01.680 --> 00:15:04.680]  我進了醫院做了切膽手術
[00:15:04.680 --> 00:15:13.680]  所以我現在沒有膽子犯罪
[00:15:13.680 --> 00:15:15.680]  那時候我還是被迫
[00:15:15.680 --> 00:15:19.680]  留在醫院裡住了幾天
[00:15:19.680 --> 00:15:23.680]  然後這個突如其來的變故
[00:15:23.680 --> 00:15:29.680]  我被迫將手頭上自己認為很重要的事
[00:15:29.680 --> 00:15:31.680]  放下
[00:15:31.680 --> 00:15:33.680]  在無奈中
[00:15:33.680 --> 00:15:35.680]  停下來
[00:15:35.680 --> 00:15:37.680]  現在的說話
[00:15:37.680 --> 00:15:39.680]  我今天才懂得
[00:15:39.680 --> 00:15:41.680]  我自己真的有點愚蠢
[00:15:41.680 --> 00:15:42.680]  是甚麼呢?
[00:15:42.680 --> 00:15:44.680]  就是「停擺」
[00:15:44.680 --> 00:15:47.680]  我以前以為是「停牌」
[00:15:47.680 --> 00:15:49.680]  原來不是「牌」
[00:15:49.680 --> 00:15:51.680]  為何人們會說「擺」呢?
[00:15:51.680 --> 00:15:53.680]  真是「停擺」
[00:15:53.680 --> 00:15:55.680]  完全是「停擺」那幾天
[00:15:55.680 --> 00:15:57.680]  但是感謝主
[00:15:57.680 --> 00:15:59.680]  這段期間
[00:15:59.680 --> 00:16:03.680]  真的給我很重要的啟發
[00:16:03.680 --> 00:16:05.680]  是甚麼呢?
[00:16:05.680 --> 00:16:07.680]  生命是無常的
[00:16:07.680 --> 00:16:10.680]  我們對下一秒
[00:16:10.680 --> 00:16:13.680]  根本就是盲的
[00:16:13.680 --> 00:16:16.680]  是無法掌控的
[00:16:16.680 --> 00:16:18.680]  因此一方面
[00:16:18.680 --> 00:16:22.680]  我們對世間短暫的事物
[00:16:22.680 --> 00:16:24.680]  不要太偏執
[00:16:24.680 --> 00:16:27.680]  只要我們
[00:16:27.680 --> 00:16:30.680]  預先做好必要的計劃
[00:16:30.680 --> 00:16:33.680]  對一切重要的事情
[00:16:33.680 --> 00:16:36.680]  我們也應該要存有
[00:16:36.680 --> 00:16:38.680]  隨時能夠放下的準備
[00:16:38.680 --> 00:16:40.680]  因為我們知道
[00:16:40.680 --> 00:16:43.680]  只有主的許可
[00:16:43.680 --> 00:16:47.680]  我們所計劃和所願意的
[00:16:47.680 --> 00:16:50.680]  才能夠達成的
[00:16:50.680 --> 00:16:52.680]  知道嗎?弟兄姊妹
[00:16:52.680 --> 00:16:56.680]  對我來說很大的幫助
[00:16:56.680 --> 00:16:59.680]  既然世間的一切
[00:16:59.680 --> 00:17:02.680]  都處於無常的狀態
[00:17:02.680 --> 00:17:06.680]  而且都是轉眼即逝
[00:17:06.680 --> 00:17:09.680]  如果個人和群體
[00:17:09.680 --> 00:17:13.680]  不歸回到我們的主那裡
[00:17:13.680 --> 00:17:17.680]  和將我們的未來交託給他
[00:17:17.680 --> 00:17:23.680]  這樣只會使我們增添許多
[00:17:23.680 --> 00:17:27.680]  不必要的憂慮
[00:17:27.680 --> 00:17:31.680]  憂慮就是這樣來的
[00:17:31.680 --> 00:17:35.680]  讓我們現在安靜
[00:17:35.680 --> 00:17:41.680]  再聽聽主對你說甚麼
[00:17:41.680 --> 00:17:45.680]  使你能夠在2021年
[00:17:45.680 --> 00:17:49.680]  過一個有喜樂
[00:17:49.680 --> 00:17:54.680]  而且是土神喜悅的人生
[00:17:54.680 --> 00:17:57.680]  好不好?
[00:17:57.680 --> 00:18:01.680]  第三個感恩
[00:18:01.680 --> 00:18:05.680]  世人當按著神威嚴的判斷
[00:18:05.680 --> 00:18:07.680]  去敬畏祂
[00:18:07.680 --> 00:18:10.680]  七到十一節
[00:18:10.680 --> 00:18:13.680]  七到十一節
[00:18:13.680 --> 00:18:15.680]  在這裡
[00:18:15.680 --> 00:18:19.680]  我只是想讀出第十一節給大家聽
[00:18:19.680 --> 00:18:23.680]  作為總結這段經文的訊息
[00:18:23.680 --> 00:18:26.680]  第十一節是這樣說的
[00:18:26.680 --> 00:18:29.680]  「誰曉得你怒氣的權勢?」
[00:18:29.680 --> 00:18:36.680]  「誰因著敬畏你而曉得你的憤怒?」
[00:18:36.680 --> 00:18:39.680]  詩篇第一部分說出
[00:18:39.680 --> 00:18:43.680]  神是我們永恆的居所
[00:18:43.680 --> 00:18:46.680]  是可以投靠的
[00:18:46.680 --> 00:18:48.680]  第二部分說明
[00:18:48.680 --> 00:18:51.680]  因著人生的短暫
[00:18:51.680 --> 00:18:56.680]  世人就應該聽到上帝的呼喚
[00:18:56.680 --> 00:18:59.680]  要歸回到祂那裡
[00:18:59.680 --> 00:19:02.680]  將一切都交回給祂
[00:19:02.680 --> 00:19:07.680]  來到詩歌九十篇第三部分
[00:19:07.680 --> 00:19:10.680]  詩人寫出了祂的感歎
[00:19:10.680 --> 00:19:12.680]  祂的感歎是甚麼呢?
[00:19:12.680 --> 00:19:17.680]  縱然我們能夠活到七十歲、八十歲
[00:19:17.680 --> 00:19:20.680]  我們所有的
[00:19:20.680 --> 00:19:23.680]  只是很出名的
[00:19:23.680 --> 00:19:28.680]  勞苦受煩
[00:19:28.680 --> 00:19:31.680]  我們就好像甚麼?
[00:19:31.680 --> 00:19:35.680]  一聲歎息
[00:19:35.680 --> 00:19:38.680]  就如飛而去
[00:19:38.680 --> 00:19:40.680]  一聲歎息多久呢?
[00:19:40.680 --> 00:19:42.680]  試試看
[00:19:42.680 --> 00:19:44.680]  唉
[00:19:44.680 --> 00:19:46.680]  就是這麼少
[00:19:46.680 --> 00:19:48.680]  就是這麼少
[00:19:48.680 --> 00:19:51.680]  就如飛而去
[00:19:51.680 --> 00:19:55.680]  可惜世人都不像詩人一樣
[00:19:55.680 --> 00:19:59.680]  知道我們的罪孽和忍惡
[00:19:59.680 --> 00:20:04.680]  實在都已經被放在上帝的面光裡
[00:20:04.680 --> 00:20:08.680]  其實世人都在上帝的震怒之下
[00:20:08.680 --> 00:20:13.680]  而且世人都不知道
[00:20:13.680 --> 00:20:17.680]  他照著上帝怒氣的權勢
[00:20:17.680 --> 00:20:22.680]  上帝威嚴的判斷來敬畏他
[00:20:22.680 --> 00:20:26.680]  摩西或者會想起
[00:20:26.680 --> 00:20:30.680]  藐視上帝的埃及軍隊
[00:20:30.680 --> 00:20:35.680]  傾刻之間就灰飛煙滅
[00:20:35.680 --> 00:20:38.680]  消失在紅海的一幕
[00:20:38.680 --> 00:20:42.680]  嘩!這一幕
[00:20:42.680 --> 00:20:46.680]  如果你親臨現場
[00:20:46.680 --> 00:20:50.680]  我想你四肢抱腹
[00:20:50.680 --> 00:20:54.680]  敬拜我們獨一的真神
[00:20:54.680 --> 00:21:00.680]  阿瑪麗人、巴山和岳和西弘和
[00:21:00.680 --> 00:21:03.680]  那些相愛上帝的子民
[00:21:03.680 --> 00:21:06.680]  看來好像強大的勢力
[00:21:06.680 --> 00:21:12.680]  但是遭到上帝親自領軍擊敗的場景
[00:21:12.680 --> 00:21:15.680]  因而他們在思覺裡
[00:21:15.680 --> 00:21:20.680]  就發出了異常的感觸
[00:21:20.680 --> 00:21:30.680]  誰曉得神的憤怒、權勢去敬畏他
[00:21:51.680 --> 00:21:54.680]  他應該是全書裡武功最高的
[00:21:54.680 --> 00:21:58.680]  是武敵手
[00:21:58.680 --> 00:22:00.680]  所以他所作所為
[00:22:00.680 --> 00:22:03.680]  在這本書裡記載他
[00:22:03.680 --> 00:22:04.680]  好像他的名字一樣
[00:22:04.680 --> 00:22:07.680]  任我行,任意妄為
[00:22:07.680 --> 00:22:08.680]  他喜歡怎樣就怎樣
[00:22:08.680 --> 00:22:12.680]  怎樣都沒有人夠我打
[00:22:12.680 --> 00:22:15.680]  但是書裡怎麼記載他
[00:22:15.680 --> 00:22:17.680]  怎麼死
[00:22:17.680 --> 00:22:20.680]  是忽然得了急病
[00:22:20.680 --> 00:22:22.680]  突然死了
[00:22:22.680 --> 00:22:25.680]  是忽然得了急病
[00:22:25.680 --> 00:22:28.680]  是天秀
[00:22:28.680 --> 00:22:31.680]  同樣在現實的人生裡
[00:22:31.680 --> 00:22:35.680]  沒有人能夠掌握自己的生命
[00:22:35.680 --> 00:22:41.680]  如果人不懂得敬畏創造生命的主
[00:22:41.680 --> 00:22:43.680]  只是任意妄為
[00:22:43.680 --> 00:22:47.680]  盡力去獲取虛浮的權力、地位
[00:22:47.680 --> 00:22:54.680]  或者執著各種的紛爭的話
[00:22:54.680 --> 00:22:57.680]  結果也只會落得
[00:22:57.680 --> 00:23:00.680]  好像詩篇第一篇所記載的
[00:23:00.680 --> 00:23:09.680]  像康丕被風吹散的田地
[00:23:09.680 --> 00:23:12.680]  不知道在過去的歲月裡
[00:23:12.680 --> 00:23:15.680]  大家是否有恭敬地
[00:23:15.680 --> 00:23:21.680]  將自己的生命擺上為神而活呢?
[00:23:21.680 --> 00:23:23.680]  當面對疫症
[00:23:23.680 --> 00:23:27.680]  忽然間能夠在幾天之內
[00:23:27.680 --> 00:23:31.680]  奪去人生命的時候
[00:23:31.680 --> 00:23:38.680]  大家又是否能夠在其中
[00:23:38.680 --> 00:23:40.680]  得著智慧的心
[00:23:40.680 --> 00:23:44.680]  以敬畏創造生命主的心
[00:23:44.680 --> 00:23:48.680]  為主而活呢?
[00:23:48.680 --> 00:23:54.680]  讓我們現在不要再被聲音影響
[00:23:54.680 --> 00:24:02.680]  一起為我們懂得敬畏的主禱告
[00:24:02.680 --> 00:24:07.680]  求神使我們不會犯罪
[00:24:07.680 --> 00:24:13.680]  不會得罪祂
[00:24:38.680 --> 00:24:43.680]  「恩寵」這個字的原文
[00:24:43.680 --> 00:24:46.680]  其實也可以譯為「榮美」
[00:24:46.680 --> 00:24:50.680]  事實上「榮美」這個詞語
[00:24:50.680 --> 00:24:56.680]  是更加符合這篇詩歌的禱告
[00:24:56.680 --> 00:25:00.680]  也是本段禱文的主題
[00:25:00.680 --> 00:25:04.680]  既然知道人生的短暫
[00:25:04.680 --> 00:25:09.680]  而神卻是永恆的居所
[00:25:09.680 --> 00:25:12.680]  既然知道世人雖然不懂得
[00:25:12.680 --> 00:25:15.680]  照著神判斷的威嚴
[00:25:15.680 --> 00:25:17.680]  祂的權勢去敬畏祂
[00:25:17.680 --> 00:25:25.680]  而神仍然呼喚世人要歸回
[00:25:25.680 --> 00:25:27.680]  摩西也認識到
[00:25:27.680 --> 00:25:30.680]  是應該以神的「榮美」
[00:25:30.680 --> 00:25:36.680]  能歸到祂的身上來做禱告的結束
[00:25:36.680 --> 00:25:40.680]  所謂神的「榮美」歸到祂的身上
[00:25:40.680 --> 00:25:42.680]  就是說甚麼呢?
[00:25:42.680 --> 00:25:46.680]  是摩西期望人能夠在祂的生命裡
[00:25:46.680 --> 00:25:49.680]  看到了神的「榮美」
[00:25:49.680 --> 00:25:55.680]  也就是說祂期望自己的一生
[00:25:55.680 --> 00:25:58.680]  能夠彰顯上帝的「榮美」
[00:25:58.680 --> 00:26:01.680]  記不記得,丙姐妹
[00:26:01.680 --> 00:26:07.680]  當摩西還在西乃山頂和神讀書
[00:26:07.680 --> 00:26:11.680]  在聽律法頒佈的時候
[00:26:11.680 --> 00:26:18.680]  阿倫和以色列人就在山下拜金牛讀
[00:26:18.680 --> 00:26:21.680]  當時耶和華曾經說
[00:26:21.680 --> 00:26:23.680]  是要擊殺以色列民
[00:26:23.680 --> 00:26:28.680]  而且說不再和他們一起去迦南
[00:26:28.680 --> 00:26:30.680]  當時摩西怎麼說呢?
[00:26:30.680 --> 00:26:32.680]  他說如果外邦人知道
[00:26:32.680 --> 00:26:38.680]  神竟然無法好好地將以色列人帶入迦南
[00:26:38.680 --> 00:26:42.680]  神的「榮美」將會受到極大的虧損
[00:26:42.680 --> 00:26:45.680]  摩西就用上帝的「榮美」
[00:26:45.680 --> 00:26:48.680]  能夠繼續彰顯向神祈禱
[00:26:48.680 --> 00:26:51.680]  求神去寬恕百姓
[00:26:51.680 --> 00:26:57.680]  或者繼續帶他們和他們一起同去
[00:26:57.680 --> 00:26:59.680]  摩西期望
[00:26:59.680 --> 00:27:04.680]  神的「榮美」能夠歸在他和整個民族身上
[00:27:04.680 --> 00:27:09.680]  以致他們在得著迦南地這個行動上
[00:27:09.680 --> 00:27:12.680]  能夠大大地彰顯上帝的「榮美」
[00:27:12.680 --> 00:27:16.680]  這就是他的祈禱
[00:27:16.680 --> 00:27:21.680]  「願神的「榮美」歸在他身上」
[00:27:21.680 --> 00:27:23.680]  這個意思
[00:27:23.680 --> 00:27:28.680]  自從限聚令的實施
[00:27:28.680 --> 00:27:34.680]  我們無法在一起敬拜
[00:27:34.680 --> 00:27:40.680]  亦不能在一起享受團契、小組等等的生活
[00:27:40.680 --> 00:27:46.680]  舊有的「木有無色」被迫中斷
[00:27:46.680 --> 00:27:48.680]  感謝主
[00:27:48.680 --> 00:27:51.680]  封聖家的童工和執事
[00:27:51.680 --> 00:27:57.680]  我們不輕易放棄彼此服侍的使命
[00:27:57.680 --> 00:27:58.680]  相反
[00:27:58.680 --> 00:28:00.680]  我們在這一年裡
[00:28:00.680 --> 00:28:01.680]  大家記得的
[00:28:01.680 --> 00:28:05.680]  我們積極地使用了各種科技媒體
[00:28:05.680 --> 00:28:09.680]  例如Zoom、YouTube
[00:28:09.680 --> 00:28:13.680]  我現在才懂得玩Zoom
[00:28:13.680 --> 00:28:17.680]  來維繫彼此的關係
[00:28:17.680 --> 00:28:21.680]  一起敬拜我們的主
