
[00:00:00.000 --> 00:00:03.320]  我今日的題目是「神聖完美的影兒」
[00:02:25.840 --> 00:02:27.840]  不單止是讀到明白
[00:02:27.840 --> 00:02:30.800]  使我們自己好像很滿足
[00:02:30.800 --> 00:02:35.040]  更加求你讓我們看到你的真相
[00:02:35.040 --> 00:02:38.480]  以致到我們說你真偉大
[00:02:38.480 --> 00:02:41.280]  願以下的時間你得著榮耀
[00:02:41.280 --> 00:02:43.280]  我們這樣祈禱奉基督的名
[00:02:43.280 --> 00:02:45.280]  阿們
[00:02:45.280 --> 00:02:49.280]  我一直都是教書
[00:02:49.280 --> 00:02:51.280]  並且教大學
[00:02:51.280 --> 00:02:53.280]  我不喜歡講書
[00:02:53.280 --> 00:02:55.280]  我喜歡問問題
[00:02:55.280 --> 00:02:57.760]  其實我從小到大都問問題
[00:02:57.760 --> 00:03:00.800]  所以剛才讀那兩節聖經
[00:03:00.800 --> 00:03:03.360]  我試試今天問四個問題
[00:03:03.360 --> 00:03:06.320]  耶穌和讚美有什麼關係呢?
[00:03:06.320 --> 00:03:12.000]  第一我們要看看聖經如何記載
[00:03:12.000 --> 00:03:14.000]  第二我們有誤解
[00:03:14.000 --> 00:03:17.680]  因為我們說祈禱的時候就要藉著耶穌
[00:03:17.680 --> 00:03:19.680]  很少講讚美
[00:03:19.680 --> 00:03:22.880]  我們先看看聖經如何記載
[00:03:22.880 --> 00:03:24.880]  十三章十五節
[00:03:24.880 --> 00:03:26.880]  剛才大家讀過了
[00:03:26.880 --> 00:03:30.320]  你靠著耶穌將頌讚獻給神
[00:03:30.320 --> 00:03:32.320]  我們再看看彼得
[00:03:32.320 --> 00:03:34.320]  彼得前書
[00:03:34.320 --> 00:03:36.320]  二章五節
[00:03:36.320 --> 00:03:39.520]  他說你們來到主的面前
[00:03:39.520 --> 00:03:42.240]  也好像活石一樣被建造成為
[00:03:42.240 --> 00:03:44.960]  靈工作聖哲的祭司
[00:03:44.960 --> 00:03:46.960]  即是我們是祭司
[00:03:46.960 --> 00:03:48.080]  那又如何呢?
[00:03:48.080 --> 00:03:52.320]  藉著耶穌基督奉獻神所閱立的靈祭
[00:03:52.320 --> 00:03:54.880]  原來那個咀唇的祭
[00:03:54.880 --> 00:03:57.440]  我們也要藉著耶穌奉獻
[00:03:57.440 --> 00:03:59.440]  聖經兩次記載
[00:03:59.440 --> 00:04:01.440]  我們要藉著耶穌
[00:04:01.440 --> 00:04:03.920]  來奉獻頌讚的祭
[00:04:03.920 --> 00:04:07.920]  聖經還有記載什麼
[00:04:07.920 --> 00:04:09.920]  和耶穌和崇拜有關
[00:04:09.920 --> 00:04:11.920]  和讚美有關的呢?
[00:04:11.920 --> 00:04:15.120]  在萊書第八章二節
[00:04:15.120 --> 00:04:17.120]  他說在聖所
[00:04:17.120 --> 00:04:19.120]  在真相幕裡面
[00:04:19.120 --> 00:04:21.760]  耶穌作執事
[00:04:21.760 --> 00:04:24.320]  我們在想教會的執事
[00:04:24.320 --> 00:04:26.320]  其實執事的字
[00:04:26.320 --> 00:04:29.440]  是用了領袖這個字
[00:04:29.440 --> 00:04:31.920]  所以崇拜當中
[00:04:31.920 --> 00:04:33.920]  耶穌是在領導的
[00:04:33.920 --> 00:04:35.920]  不單止是我們的主席
[00:04:35.920 --> 00:04:37.920]  是教會給他
[00:04:37.920 --> 00:04:41.200]  有一個職事
[00:04:41.200 --> 00:04:43.440]  來領導我們
[00:04:43.440 --> 00:04:45.920]  其實耶穌是要領導我們的
[00:04:45.920 --> 00:04:47.920]  因為聖經說
[00:04:47.920 --> 00:04:49.920]  將來是主所知
[00:04:49.920 --> 00:04:51.440]  不是人所知
[00:04:51.440 --> 00:04:53.440]  所有的崇拜
[00:04:53.440 --> 00:04:55.440]  讚美支撐的
[00:04:55.440 --> 00:04:57.440]  是耶穌
[00:04:57.440 --> 00:04:59.440]  另外一點就是
[00:04:59.440 --> 00:05:01.440]  聖經說耶穌在我們中間
[00:05:01.440 --> 00:05:03.440]  和我們一起唱歌
[00:05:03.440 --> 00:05:05.440]  你想想
[00:05:05.440 --> 00:05:07.440]  你旁邊左右
[00:05:07.440 --> 00:05:09.440]  是有耶穌在的
[00:05:09.440 --> 00:05:11.440]  所以聖經這樣說
[00:05:11.440 --> 00:05:13.440]  我要將你的名
[00:05:13.440 --> 00:05:15.440]  傳於我的弟兄在會中
[00:05:15.440 --> 00:05:17.440]  會中是教會的字
[00:05:17.440 --> 00:05:19.440]  我要重揚你
[00:05:19.440 --> 00:05:21.440]  又說
[00:05:21.440 --> 00:05:23.440]  他稱他們為弟兄
[00:05:23.440 --> 00:05:25.440]  也不以為恥
[00:05:25.440 --> 00:05:27.440]  有說:看我與神所賜給我的兒女
[00:05:27.440 --> 00:05:29.440]  說了這麼多次
[00:05:29.440 --> 00:05:31.440]  是希伯來書第二章
[00:05:31.440 --> 00:05:33.440]  十一、十二節
[00:05:33.440 --> 00:05:35.440]  都告訴我們
[00:05:35.440 --> 00:05:37.440]  神當我們是弟兄姊妹
[00:05:37.440 --> 00:05:39.440]  他在會中
[00:05:39.440 --> 00:05:41.440]  要重揚和弟兄姊妹
[00:05:41.440 --> 00:05:43.440]  一起讚美
[00:05:43.440 --> 00:05:45.440]  這也是聖經記載的
[00:05:45.440 --> 00:05:47.440]  我將它放在
[00:05:47.440 --> 00:05:49.440]  今天我們教會的
[00:05:49.440 --> 00:05:51.440]  時代
[00:05:51.440 --> 00:05:53.440]  特別是對音樂人
[00:05:53.440 --> 00:05:55.440]  有什麼啟示
[00:05:55.440 --> 00:05:57.440]  我要將我的名傳於我的弟兄
[00:05:57.440 --> 00:05:59.440]  在教會中我要重揚你
[00:05:59.440 --> 00:06:01.440]  其實有兩條線
[00:06:01.440 --> 00:06:03.440]  一條
[00:06:03.440 --> 00:06:05.440]  我將我的名傳於弟兄
[00:06:05.440 --> 00:06:07.440]  就是他道成肉身
[00:06:07.440 --> 00:06:09.440]  謙卑自己
[00:06:09.440 --> 00:06:11.440]  然後在教會中要重揚你
[00:06:11.440 --> 00:06:13.440]  就是讓我們的歌聲
[00:06:13.440 --> 00:06:15.440]  向上向下
[00:06:15.440 --> 00:06:17.440]  向上的線
[00:06:17.440 --> 00:06:19.440]  其實
[00:06:19.440 --> 00:06:21.440]  菲勒比書第二章
[00:06:21.440 --> 00:06:23.440]  已經告訴我們
[00:06:23.440 --> 00:06:25.440]  他自己卑微成為奴僕的養子
[00:06:25.440 --> 00:06:27.440]  降到世上
[00:06:27.440 --> 00:06:29.440]  然後
[00:06:29.440 --> 00:06:31.440]  他
[00:06:31.440 --> 00:06:33.440]  第九節
[00:06:33.440 --> 00:06:35.440]  菲勒比書二章九節
[00:06:35.440 --> 00:06:37.440]  大家都很熟悉的
[00:06:37.440 --> 00:06:39.440]  就是上帝將他升為至高
[00:06:39.440 --> 00:06:43.440]  牧養
[00:06:43.440 --> 00:06:45.440]  帶他成為
[00:06:45.440 --> 00:06:47.440]  道成肉身成為人子的地位
[00:06:47.440 --> 00:06:49.440]  來到世上
[00:06:49.440 --> 00:06:51.440]  但是他帶領我們
[00:06:51.440 --> 00:06:53.440]  崇拜在這裡告訴我們
[00:06:53.440 --> 00:06:55.440]  在會中
[00:06:55.440 --> 00:06:57.440]  他要重揚
[00:06:57.440 --> 00:06:59.440]  我就想起音樂的人
[00:06:59.440 --> 00:07:01.440]  我認識一個弟兄
[00:07:01.440 --> 00:07:03.440]  印尼的華僑
[00:07:03.440 --> 00:07:05.440]  叫林旺傑
[00:07:05.440 --> 00:07:07.440]  他很厲害的
[00:07:07.440 --> 00:07:09.440]  在世界有名的樂隊
[00:07:09.440 --> 00:07:11.440]  做駐團的指揮
[00:07:11.440 --> 00:07:13.440]  克里夫蘭樂隊
[00:07:13.440 --> 00:07:15.440]  但是這位弟兄
[00:07:15.440 --> 00:07:17.440]  除了鋼琴家
[00:07:17.440 --> 00:07:19.440]  指揮家之外
[00:07:19.440 --> 00:07:21.440]  他每個禮拜都在禮拜堂
[00:07:21.440 --> 00:07:23.440]  帶領會中唱聖詩
[00:07:23.440 --> 00:07:25.440]  最謙卑的音樂
[00:07:25.440 --> 00:07:27.440]  一字一音
[00:07:27.440 --> 00:07:29.440]  每個話很悶的東西
[00:07:29.440 --> 00:07:31.440]  他每個禮拜伴奏
[00:07:31.440 --> 00:07:33.440]  當然他不只是彈
[00:07:33.440 --> 00:07:35.440]  他看著每一個字
[00:07:35.440 --> 00:07:37.440]  來做他要做的音樂
[00:07:37.440 --> 00:07:39.440]  的工作
[00:07:39.440 --> 00:07:41.440]  來唱謝氏天賦世界
[00:07:41.440 --> 00:07:43.440]  有沒有留意第二節有小鳥
[00:07:43.440 --> 00:07:45.440]  如果有的話
[00:07:45.440 --> 00:07:47.440]  你聽不聽到
[00:07:47.440 --> 00:07:49.440]  鋼琴在做什麼
[00:07:49.440 --> 00:07:51.440]  他帶領我們
[00:07:51.440 --> 00:07:53.440]  如果你留心
[00:07:53.440 --> 00:07:55.440]  又記得的話
[00:07:55.440 --> 00:07:57.440]  你就知道彈琴的人
[00:07:57.440 --> 00:07:59.440]  或者編曲的人
[00:07:59.440 --> 00:08:01.440]  是要把這些東西放進去
[00:08:01.440 --> 00:08:03.440]  弟兄就是這樣做
[00:08:03.440 --> 00:08:07.440]  他不怕謙卑自己
[00:08:07.440 --> 00:08:09.440]  來降為卑
[00:08:09.440 --> 00:08:11.440]  當然
[00:08:11.440 --> 00:08:13.440]  我們現在說
[00:08:13.440 --> 00:08:15.440]  在什麼人當中做什麼人
[00:08:15.440 --> 00:08:17.440]  所以我們要將世俗的音樂
[00:08:17.440 --> 00:08:19.440]  帶入教會
[00:08:19.440 --> 00:08:21.440]  因為我們要和他們同行
[00:08:21.440 --> 00:08:23.440]  這是對的
[00:08:23.440 --> 00:08:25.440]  但是不要十年之後
[00:08:25.440 --> 00:08:27.440]  仍然唱這麼幼稚的歌
[00:08:27.440 --> 00:08:29.440]  聖經上在神學方面
[00:08:29.440 --> 00:08:31.440]  在音樂方面
[00:08:31.440 --> 00:08:33.440]  要一路的長進
[00:08:33.440 --> 00:08:35.440]  這就是耶穌將最高的標準
[00:08:35.440 --> 00:08:37.440]  帶來給我們
[00:08:37.440 --> 00:08:39.440]  以致我們可以
[00:08:39.440 --> 00:08:41.440]  升為至高和耶穌一樣
[00:08:41.440 --> 00:08:45.440]  還有關於耶穌的
[00:08:45.440 --> 00:08:47.440]  原來耶穌是
[00:08:47.440 --> 00:08:49.440]  接納我們的敬拜
[00:08:49.440 --> 00:08:51.440]  接納我們的重陽
[00:08:51.440 --> 00:08:55.440]  希伯來書一章第六節
[00:08:55.440 --> 00:08:57.440]  神使長子
[00:08:57.440 --> 00:08:59.440]  到世上來的時候
[00:08:59.440 --> 00:09:01.440]  就說
[00:09:01.440 --> 00:09:03.440]  神的使者都要
[00:09:03.440 --> 00:09:05.440]  拜他
[00:09:05.440 --> 00:09:07.440]  因此他竟然是我們
[00:09:07.440 --> 00:09:09.440]  讚美的對象
[00:09:09.440 --> 00:09:11.440]  十三章二十一節
[00:09:11.440 --> 00:09:13.440]  又直著耶穌在你們心裡
[00:09:13.440 --> 00:09:15.440]  行他所喜悅的事
[00:09:15.440 --> 00:09:17.440]  但願榮耀歸給他
[00:09:17.440 --> 00:09:19.440]  直到永永遠遠
[00:09:19.440 --> 00:09:21.440]  阿門長世查經
[00:09:21.440 --> 00:09:23.440]  他不是指上帝
[00:09:23.440 --> 00:09:25.440]  是指耶穌
[00:09:25.440 --> 00:09:27.440]  因此耶穌是接納我們的敬拜
[00:09:27.440 --> 00:09:29.440]  最重要的
[00:09:29.440 --> 00:09:31.440]  就是耶穌
[00:09:31.440 --> 00:09:33.440]  其實要我們
[00:09:33.440 --> 00:09:35.440]  承認祂的主名
[00:09:35.440 --> 00:09:37.440]  下面告訴我們原因
[00:09:37.440 --> 00:09:39.440]  為什麼讚美和耶穌
[00:09:39.440 --> 00:09:41.440]  拉上關係
[00:09:41.440 --> 00:09:43.440]  是要我們承認祂的名
[00:09:43.440 --> 00:09:45.440]  Give thanks to Him
[00:09:45.440 --> 00:09:47.440]  或者Confess His Name
[00:09:47.440 --> 00:09:49.440]  承認耶穌是救主
[00:09:49.440 --> 00:09:51.440]  就要承認
[00:09:51.440 --> 00:09:53.440]  我們本來都不是好人
[00:09:53.440 --> 00:09:55.440]  整個教會都是壞人
[00:09:55.440 --> 00:09:57.440]  這樣寫都很危險
[00:09:57.440 --> 00:09:59.440]  這樣說
[00:09:59.440 --> 00:10:01.440]  牧師都是壞人
[00:10:01.440 --> 00:10:03.440]  十幾天前
[00:10:03.440 --> 00:10:05.440]  我在泰國開完會
[00:10:05.440 --> 00:10:07.440]  回香港
[00:10:07.440 --> 00:10:09.440]  坐的士
[00:10:09.440 --> 00:10:11.440]  司機
[00:10:11.440 --> 00:10:13.440]  跟我說
[00:10:13.440 --> 00:10:15.440]  很老套的話
[00:10:15.440 --> 00:10:17.440]  基督徒
[00:10:17.440 --> 00:10:19.440]  有好有壞
[00:10:19.440 --> 00:10:21.440]  佛教徒好一點
[00:10:21.440 --> 00:10:23.440]  所有宗教
[00:10:23.440 --> 00:10:25.440]  都勸人為善
[00:10:25.440 --> 00:10:27.440]  我說你說得對
[00:10:27.440 --> 00:10:29.440]  基督徒
[00:10:29.440 --> 00:10:31.440]  其實是壞人才會進教會
[00:10:31.440 --> 00:10:33.440]  不幫助好人
[00:10:33.440 --> 00:10:35.440]  為什麼呢?
[00:10:35.440 --> 00:10:37.440]  因為你不認罪
[00:10:37.440 --> 00:10:39.440]  不能做基督徒
[00:10:39.440 --> 00:10:41.440]  所以教會提醒我們
[00:10:41.440 --> 00:10:43.440]  進教會的時候
[00:10:43.440 --> 00:10:45.440]  有些教會
[00:10:45.440 --> 00:10:47.440]  有個洗浴盆放在外面
[00:10:47.440 --> 00:10:49.440]  小時候
[00:10:49.440 --> 00:10:51.440]  這些是聖水
[00:10:51.440 --> 00:10:53.440]  是藥彈河
[00:10:53.440 --> 00:10:55.440]  污糟水
[00:10:55.440 --> 00:10:57.440]  原來是提醒我們
[00:10:57.440 --> 00:10:59.440]  進到神的殿
[00:10:59.440 --> 00:11:01.440]  要清潔
[00:11:01.440 --> 00:11:03.440]  因為我們都是罪人
[00:11:03.440 --> 00:11:05.440]  這樣我們就承認
[00:11:05.440 --> 00:11:07.440]  除了耶穌之外
[00:11:07.440 --> 00:11:09.440]  世界上沒有別的名
[00:11:09.440 --> 00:11:11.440]  可以靠著得救
[00:11:11.440 --> 00:11:13.440]  聖經也教導我們
[00:11:13.440 --> 00:11:15.440]  要奉祂的名來祈禱
[00:11:15.440 --> 00:11:17.440]  承認主名的人
[00:11:17.440 --> 00:11:19.440]  就會獻上
[00:11:19.440 --> 00:11:21.440]  咀唇的祭
[00:11:21.440 --> 00:11:23.440]  這是原因
[00:11:23.440 --> 00:11:25.440]  讚美和耶穌
[00:11:25.440 --> 00:11:27.440]  拉上這麼重要的關係
[00:11:27.440 --> 00:11:29.440]  好
[00:11:29.440 --> 00:11:33.440]  我講了這麼多
[00:11:33.440 --> 00:11:35.440]  要讚美耶穌
[00:11:35.440 --> 00:11:37.440]  透過耶穌的時候
[00:11:37.440 --> 00:11:39.440]  三維一體
[00:11:39.440 --> 00:11:41.440]  只講聖旨是不行的
[00:11:41.440 --> 00:11:43.440]  原來耶穌已經給了答案
[00:11:43.440 --> 00:11:45.440]  只有一節聖經
[00:11:45.440 --> 00:11:47.440]  約翰福音第四章二十三節
[00:11:47.440 --> 00:11:49.440]  當時的背景
[00:11:49.440 --> 00:11:51.440]  是耶穌走過撒瑪利亞
[00:11:51.440 --> 00:11:53.440]  看到一位婦人
[00:11:53.440 --> 00:11:55.440]  跟她聊天
[00:11:55.440 --> 00:11:57.440]  她說「你帶上你丈夫來」
[00:11:57.440 --> 00:11:59.440]  「我沒有丈夫」
[00:11:59.440 --> 00:12:01.440]  「你有很多個」
[00:12:01.440 --> 00:12:03.440]  那位婦人受不了
[00:12:03.440 --> 00:12:05.440]  轉題目
[00:12:05.440 --> 00:12:07.440]  「我們的祖宗在這個山上敬拜」
[00:12:07.440 --> 00:12:09.440]  「你們說要在石安山」
[00:12:09.440 --> 00:12:11.440]  「哪裡才好」
[00:12:11.440 --> 00:12:13.440]  耶穌怎樣回答她
[00:12:13.440 --> 00:12:15.440]  「時候要到」
[00:12:15.440 --> 00:12:17.440]  如今就是了
[00:12:17.440 --> 00:12:19.440]  真正拜父的用心靈
[00:12:19.440 --> 00:12:21.440]  「誠實拜他」
[00:12:21.440 --> 00:12:23.440]  大家都很熟悉這句說話
[00:12:23.440 --> 00:12:25.440]  彼此鼓勵了很多次
[00:12:25.440 --> 00:12:27.440]  但是留心看的時候
[00:12:27.440 --> 00:12:29.440]  耶穌還有講另外一件事
[00:12:29.440 --> 00:12:31.440]  不是心靈和誠實
[00:12:31.440 --> 00:12:33.440]  這些態度是不需要的
[00:12:33.440 --> 00:12:35.440]  是對的
[00:12:35.440 --> 00:12:37.440]  這樣的翻譯也是對的
[00:12:37.440 --> 00:12:39.440]  不過最近很多聖經的翻譯
[00:12:39.440 --> 00:12:41.440]  將心靈的靈字
[00:12:41.440 --> 00:12:43.440]  spirit的字
[00:12:43.440 --> 00:12:45.440]  用大寫寫
[00:12:45.440 --> 00:12:47.440]  就是說
[00:12:47.440 --> 00:12:49.440]  「我們要在靈裡面敬拜」
[00:12:49.440 --> 00:12:51.440]  「這個靈不是你的心靈」
[00:12:51.440 --> 00:12:53.440]  「是在聖靈裡面」
[00:12:53.440 --> 00:12:55.440]  「然後還要透過真理」
[00:12:55.440 --> 00:12:57.440]  「透過真理」
[00:12:57.440 --> 00:12:59.440]  的意思是
[00:12:59.440 --> 00:13:01.440]  世界上有誰說自己是真理的呢
[00:13:01.440 --> 00:13:03.440]  只有一個人說
[00:13:03.440 --> 00:13:05.440]  「我就是道路真理生命」
[00:13:05.440 --> 00:13:07.440]  因此
[00:13:07.440 --> 00:13:09.440]  這是聖旨
[00:13:09.440 --> 00:13:11.440]  原來那一次
[00:13:11.440 --> 00:13:13.440]  撒瑪利亞人的對話當中
[00:13:13.440 --> 00:13:15.440]  他已經說了
[00:13:15.440 --> 00:13:17.440]  其實不只是
[00:13:17.440 --> 00:13:19.440]  唱給耶穌聽
[00:13:19.440 --> 00:13:21.440]  或讚美耶穌
[00:13:21.440 --> 00:13:23.440]  是聖父、聖子、聖靈
[00:13:23.440 --> 00:13:25.440]  都有份的
[00:13:25.440 --> 00:13:27.440]  因此
[00:13:27.440 --> 00:13:29.440]  我就去到第二個問題
[00:13:29.440 --> 00:13:31.440]  就是
[00:13:31.440 --> 00:13:33.440]  用讚美為祭
[00:13:33.440 --> 00:13:35.440]  嘴唇的果子
[00:13:35.440 --> 00:13:37.440]  是很難明的一件事情
[00:13:37.440 --> 00:13:39.440]  我也承認
[00:13:39.440 --> 00:13:41.440]  是很難明的
[00:13:41.440 --> 00:13:43.440]  但是
[00:13:43.440 --> 00:13:45.440]  我就會問
[00:13:45.440 --> 00:13:47.440]  這些是什麼
[00:13:47.440 --> 00:13:49.440]  是為什麼呢
[00:13:49.440 --> 00:13:51.440]  你讀主學的時候
[00:13:51.440 --> 00:13:53.440]  所有的祭一說
[00:13:53.440 --> 00:13:55.440]  就是那些火祭
[00:13:55.440 --> 00:13:57.440]  就是那些贖罪祭
[00:13:57.440 --> 00:13:59.440]  等等
[00:13:59.440 --> 00:14:01.440]  為什麼會有讚美是祭的呢
[00:14:01.440 --> 00:14:03.440]  哪裡說的
[00:14:03.440 --> 00:14:05.440]  除了希伯來書說
[00:14:05.440 --> 00:14:07.440]  我們也要明白一下
[00:14:07.440 --> 00:14:09.440]  他究竟是說什麼
[00:14:09.440 --> 00:14:11.440]  本來我要幫大家說
[00:14:11.440 --> 00:14:13.440]  崇拜、獻祭
[00:14:13.440 --> 00:14:15.440]  各方面
[00:14:15.440 --> 00:14:17.440]  把聖經從頭
[00:14:17.440 --> 00:14:19.440]  看到尾
[00:14:19.440 --> 00:14:21.440]  不過這樣你們就不用散會
[00:14:21.440 --> 00:14:23.440]  下一課就不用來了
[00:14:23.440 --> 00:14:25.440]  所以我很快速地說一說
[00:14:25.440 --> 00:14:27.440]  最初我們看到祭是一個命令
[00:14:27.440 --> 00:14:29.440]  在西大山上
[00:14:29.440 --> 00:14:33.440]  接著我們看到一個例子
[00:14:33.440 --> 00:14:35.440]  就是阿伯拉罕
[00:14:35.440 --> 00:14:37.440]  獻耳札的時候
[00:14:37.440 --> 00:14:39.440]  是自願的
[00:14:39.440 --> 00:14:41.440]  除了命令之外
[00:14:41.440 --> 00:14:43.440]  是願意自願的
[00:14:43.440 --> 00:14:45.440]  這些跟讚美也有關係
[00:14:45.440 --> 00:14:47.440]  你想想
[00:14:47.440 --> 00:14:49.440]  神命令我們讚美
[00:14:49.440 --> 00:14:51.440]  很容易的事
[00:14:51.440 --> 00:14:53.440]  原來是命令
[00:14:53.440 --> 00:14:55.440]  但是自願
[00:14:55.440 --> 00:14:57.440]  後來再發展在舊約裡面
[00:14:57.440 --> 00:14:59.440]  在同一個山那裡
[00:14:59.440 --> 00:15:01.440]  有一個人叫
[00:15:01.440 --> 00:15:03.440]  耶布斯人阿努那
[00:15:03.440 --> 00:15:05.440]  有一個和牆在那裡
[00:15:05.440 --> 00:15:07.440]  大衛經過的時候
[00:15:07.440 --> 00:15:09.440]  降和給以色列人
[00:15:09.440 --> 00:15:11.440]  因為他犯了錯
[00:15:11.440 --> 00:15:13.440]  大衛打贏仗的時候
[00:15:13.440 --> 00:15:15.440]  先數一下他的兵
[00:15:15.440 --> 00:15:17.440]  上帝不喜歡
[00:15:17.440 --> 00:15:19.440]  給他三樣災害
[00:15:19.440 --> 00:15:21.440]  來選擇
[00:15:21.440 --> 00:15:23.440]  大衛選擇了
[00:15:23.440 --> 00:15:25.440]  有瘟疫
[00:15:25.440 --> 00:15:27.440]  誰知道一死就死了幾萬人
[00:15:27.440 --> 00:15:29.440]  於是他快一點
[00:15:29.440 --> 00:15:31.440]  要獻煩祭
[00:15:31.440 --> 00:15:33.440]  這個人就說快點快點
[00:15:33.440 --> 00:15:35.440]  地我送給你
[00:15:35.440 --> 00:15:37.440]  拜託你快點獻祭
[00:15:37.440 --> 00:15:39.440]  大衛怎麼知道
[00:15:39.440 --> 00:15:41.440]  不馬上下手
[00:15:41.440 --> 00:15:43.440]  他就說不行
[00:15:43.440 --> 00:15:45.440]  我不要你的地也不要你的牛
[00:15:45.440 --> 00:15:47.440]  為什麼呢?
[00:15:47.440 --> 00:15:49.440]  我不用百德之物來給耶和華
[00:15:49.440 --> 00:15:51.440]  我要付代價
[00:15:51.440 --> 00:15:53.440]  我幫你買這個地
[00:15:53.440 --> 00:15:55.440]  我幫你買牛
[00:15:55.440 --> 00:15:57.440]  我才可以奉獻
[00:15:57.440 --> 00:15:59.440]  原來是要付代價
[00:15:59.440 --> 00:16:01.440]  才能夠獻嘴唇的祭
[00:16:01.440 --> 00:16:03.440]  今天教會
[00:16:03.440 --> 00:16:05.440]  想起讚美
[00:16:05.440 --> 00:16:07.440]  這些不是那麼重要的事
[00:16:07.440 --> 00:16:11.440]  還要在預算那裡
[00:16:11.440 --> 00:16:13.440]  有錢
[00:16:13.440 --> 00:16:15.440]  給師班
[00:16:15.440 --> 00:16:17.440]  給什麼
[00:16:17.440 --> 00:16:19.440]  為什麼這樣搞
[00:16:19.440 --> 00:16:21.440]  於是我們的師班
[00:16:21.440 --> 00:16:23.440]  經常就影印別人的譜
[00:16:23.440 --> 00:16:25.440]  偷了別人的版權
[00:16:25.440 --> 00:16:27.440]  又不肯付錢
[00:16:27.440 --> 00:16:29.440]  又不肯買樂器
[00:16:29.440 --> 00:16:31.440]  買好的樂器
[00:16:31.440 --> 00:16:33.440]  買好的樂器
[00:16:33.440 --> 00:16:35.440]  又不調音
[00:16:35.440 --> 00:16:37.440]  原來這樣
[00:16:37.440 --> 00:16:39.440]  就是百德之物
[00:16:39.440 --> 00:16:41.440]  你唱了很多十年歌
[00:16:41.440 --> 00:16:43.440]  你有沒有想過
[00:16:43.440 --> 00:16:45.440]  可不可以下一年
[00:16:45.440 --> 00:16:47.440]  我的歌聲可以好一點
[00:16:47.440 --> 00:16:49.440]  可不可以看學譜
[00:16:49.440 --> 00:16:51.440]  以致我不只是看字
[00:16:51.440 --> 00:16:53.440]  我真的能夠
[00:16:53.440 --> 00:16:55.440]  於是這個祭物
[00:16:55.440 --> 00:16:57.440]  開始去
[00:16:57.440 --> 00:16:59.440]  擴大了
[00:16:59.440 --> 00:17:01.440]  告訴我們讚美
[00:17:01.440 --> 00:17:03.440]  很多的原則
